civic_turnout_election_date,civic_turnout_election_type_code,civic_turnout_jurisdiction_polling_station_id,civic_turnout_registered_voters_count,civic_turnout_ballots_cast_count,civic_turnout_turnout_rate_pct,civic_turnout_early_vote_count,civic_turnout_mail_ballot_count,civic_turnout_election_day_vote_count,civic_turnout_provisional_ballot_count,civic_turnout_rejected_ballot_count,civic_turnout_cure_rate_pct,civic_turnout_same_day_registration_flag,civic_turnout_new_registrations_count,civic_turnout_inactive_to_active_reinstatements,civic_turnout_polling_place_wait_minutes_avg,civic_turnout_accessibility_compliance_flag,civic_turnout_language_assistance_provided,civic_turnout_voter_id_required_flag,civic_turnout_post_election_audit_type
2017-10-09,LOKSABHA,HP-32-PS3181,1361,646,47.47,11,13,618,4,3,89.87,0,0,2,10.0,1,0,1,NONE
2022-09-06,PANCHAYAT,AP-24-PS2835,764,584,76.44,4,7,573,0,4,76.07,0,26,20,33.8,1,1,1,NONE
2020-04-12,PANCHAYAT,AN-21-PS3830,994,682,68.61,16,4,659,3,0,92.1,1,16,18,26.5,1,1,1,FULL_RECOUNT
2018-05-30,MUNICIPAL,MZ-33-PS2455,998,709,71.04,18,24,666,1,0,91.55,1,17,18,33.9,1,1,1,NONE
2025-08-29,BYE,UK-48-PS2559,715,323,45.17,0,0,323,0,2,64.97,0,4,12,53.5,1,1,1,RANDOM_SAMPLE
2017-02-11,PANCHAYAT,JH-22-PS3421,1282,1058,82.53,20,9,1026,3,1,66.0,0,29,14,54.5,1,1,1,FULL_RECOUNT
2023-09-30,PANCHAYAT,TN-71-PS0542,1246,584,46.87,4,3,577,0,4,50.27,1,8,0,46.8,1,0,1,EVM_VVPAT_AUDIT
2023-02-19,PANCHAYAT,ML-34-PS0414,1698,1019,60.01,13,2,1001,3,1,50.29,0,37,15,38.1,0,1,1,NONE
2018-02-06,VIDHANSABHA,RJ-13-PS2159,1107,909,82.11,7,2,895,5,7,69.44,0,28,6,27.3,1,1,1,RANDOM_SAMPLE
2015-03-13,BYE,UK-13-PS1557,1676,1054,62.89,21,24,1009,0,6,74.15,0,9,3,35.1,0,1,1,EVM_VVPAT_AUDIT
2016-10-08,PANCHAYAT,WB-53-PS2308,1828,1543,84.41,17,7,1516,3,6,57.61,0,33,10,16.4,1,0,1,EVM_VVPAT_AUDIT
2017-06-18,LOKSABHA,PB-26-PS1810,1719,1212,70.51,22,16,1173,1,7,50.18,0,28,10,45.8,1,1,1,RANDOM_SAMPLE
2016-03-29,PANCHAYAT,GJ-13-PS1107,776,475,61.21,2,11,458,4,0,82.98,0,32,9,9.4,1,1,1,EVM_VVPAT_AUDIT
2016-07-17,MUNICIPAL,MZ-24-PS0523,1030,882,85.63,20,8,851,3,2,80.45,1,16,4,28.4,1,1,1,FULL_RECOUNT
2017-10-10,VIDHANSABHA,RJ-47-PS1520,826,503,60.9,8,6,485,4,1,76.5,0,1,15,21.7,1,1,1,FULL_RECOUNT
2019-06-29,MUNICIPAL,MZ-45-PS1773,761,472,62.02,6,7,456,3,1,85.38,1,20,7,26.8,1,0,1,FULL_RECOUNT
2014-08-23,PANCHAYAT,KA-13-PS2097,717,564,78.66,11,20,529,4,1,50.71,0,23,1,3.0,1,1,1,EVM_VVPAT_AUDIT
2015-01-22,PANCHAYAT,AP-17-PS3852,1805,1019,56.45,24,28,964,3,5,86.59,0,15,14,13.6,1,1,1,EVM_VVPAT_AUDIT
2024-04-22,MUNICIPAL,JH-42-PS2223,1344,674,50.15,6,5,659,4,0,87.11,0,11,15,32.1,1,1,1,EVM_VVPAT_AUDIT
2020-01-17,LOKSABHA,AP-75-PS4321,1582,1243,78.57,21,7,1213,2,3,93.17,0,28,1,34.0,1,0,1,RANDOM_SAMPLE
2017-05-26,VIDHANSABHA,AP-04-PS0393,1230,969,78.78,19,31,918,1,5,67.55,0,6,9,49.5,1,0,1,RANDOM_SAMPLE
2015-04-06,VIDHANSABHA,DD-53-PS3432,1691,1043,61.68,10,27,1004,2,0,66.57,0,23,14,5.2,1,1,1,NONE
2019-08-15,LOKSABHA,WB-52-PS2296,1545,896,57.99,14,33,845,4,1,82.62,0,37,17,31.0,1,1,1,RANDOM_SAMPLE
2017-01-21,PANCHAYAT,KA-08-PS3500,1092,515,47.16,16,0,497,2,4,75.31,0,5,8,12.4,1,1,1,FULL_RECOUNT
2020-10-29,VIDHANSABHA,DN-76-PS0357,873,616,70.56,5,22,584,5,1,97.1,0,28,1,39.0,1,1,1,RANDOM_SAMPLE
2016-07-18,MUNICIPAL,CG-08-PS3213,961,630,65.56,14,3,608,5,0,72.0,0,19,17,42.9,1,0,1,EVM_VVPAT_AUDIT
2023-11-29,MUNICIPAL,WB-28-PS4010,1878,1357,72.26,41,23,1290,3,7,90.71,0,26,4,15.0,1,1,1,NONE
2017-04-11,PANCHAYAT,HR-10-PS2788,1888,974,51.59,0,26,948,0,6,67.84,0,29,2,5.1,1,0,1,EVM_VVPAT_AUDIT
2025-12-18,BYE,JK-45-PS0116,1460,1011,69.25,17,26,965,3,0,61.54,0,19,19,3.5,1,1,1,EVM_VVPAT_AUDIT
2019-03-29,MUNICIPAL,DN-65-PS2402,1615,923,57.15,3,28,888,4,7,70.96,0,34,11,42.2,1,1,1,EVM_VVPAT_AUDIT
2019-08-01,MUNICIPAL,UK-71-PS2180,1390,910,65.47,17,14,876,3,4,78.37,0,18,15,47.3,1,0,1,NONE
2014-09-28,MUNICIPAL,BR-37-PS1391,639,301,47.1,1,3,293,4,1,89.59,0,22,20,17.0,1,0,1,FULL_RECOUNT
2014-09-11,LOKSABHA,OD-53-PS0825,1299,876,67.44,7,9,855,5,4,64.59,0,21,14,12.1,1,1,1,NONE
2021-08-30,LOKSABHA,PB-41-PS1989,905,756,83.54,24,4,726,2,2,58.72,0,35,6,13.7,1,1,1,FULL_RECOUNT
2019-06-15,PANCHAYAT,DL-16-PS3643,1537,1160,75.47,8,33,1119,0,9,73.13,0,24,20,31.7,1,1,1,NONE
2021-02-23,VIDHANSABHA,TR-36-PS1105,1088,700,64.34,7,1,690,2,5,94.21,0,38,16,3.6,0,0,1,FULL_RECOUNT
2025-12-06,BYE,UK-52-PS2293,1160,885,76.29,16,0,867,2,1,57.83,0,3,17,2.9,1,0,1,NONE
2025-06-05,PANCHAYAT,PB-58-PS1825,1893,1538,81.25,3,54,1479,2,12,89.22,0,39,18,24.8,1,1,1,FULL_RECOUNT
2016-09-26,MUNICIPAL,JK-13-PS1856,1258,781,62.08,10,26,744,1,0,57.55,0,22,1,48.2,1,1,1,EVM_VVPAT_AUDIT
2021-01-10,MUNICIPAL,PY-78-PS0375,1050,857,81.62,18,18,820,1,3,82.35,0,11,20,18.3,1,1,1,RANDOM_SAMPLE
2022-09-04,PANCHAYAT,WB-05-PS2617,1445,1026,71.0,18,32,971,5,4,53.46,0,38,3,54.0,1,1,1,NONE
2025-10-20,MUNICIPAL,AP-14-PS3475,727,562,77.3,17,19,525,1,0,97.06,0,28,9,11.5,1,0,1,NONE
2017-09-03,MUNICIPAL,GJ-41-PS1989,1705,1284,75.31,26,40,1218,0,6,62.69,0,24,2,16.2,1,1,1,NONE
2025-04-10,VIDHANSABHA,MN-26-PS3367,818,395,48.29,3,5,385,2,0,54.42,0,19,2,36.4,1,0,1,FULL_RECOUNT
2018-10-09,MUNICIPAL,KL-27-PS3850,672,507,75.45,5,15,487,0,2,63.01,0,28,3,52.2,0,0,1,FULL_RECOUNT
2022-03-14,BYE,AN-48-PS2965,1490,1165,78.19,33,35,1092,5,8,52.42,0,3,6,15.4,1,1,1,RANDOM_SAMPLE
2023-07-24,LOKSABHA,JK-73-PS2094,1217,935,76.83,15,5,910,5,0,73.91,0,34,19,41.7,1,1,1,NONE
2023-02-25,PANCHAYAT,UP-04-PS3677,978,744,76.07,18,25,698,3,0,76.25,0,19,12,6.8,1,1,1,RANDOM_SAMPLE
2021-08-16,PANCHAYAT,TN-69-PS2347,1543,1299,84.19,2,10,1282,5,9,78.66,0,29,15,19.7,1,1,1,NONE
2020-06-24,LOKSABHA,CH-77-PS3758,986,705,71.5,22,0,681,2,5,63.99,0,16,8,12.9,1,0,1,FULL_RECOUNT
2025-01-10,VIDHANSABHA,NL-28-PS2913,1148,846,73.69,1,20,821,4,1,61.92,0,39,3,30.4,1,1,1,RANDOM_SAMPLE
2014-03-04,MUNICIPAL,MP-22-PS2560,1762,1247,70.77,3,12,1227,5,6,52.7,0,3,14,16.9,1,0,1,NONE
2014-05-01,BYE,TR-01-PS1638,1661,827,49.79,4,28,795,0,1,95.24,0,2,12,45.8,1,1,1,FULL_RECOUNT
2014-07-15,PANCHAYAT,UP-12-PS3516,882,592,67.12,19,22,551,0,4,64.77,0,31,4,19.3,1,1,1,FULL_RECOUNT
2021-10-25,MUNICIPAL,RJ-80-PS1237,1428,884,61.9,6,34,839,5,0,91.22,0,16,11,47.5,1,1,1,FULL_RECOUNT
2021-08-05,MUNICIPAL,KA-73-PS3311,1252,952,76.04,12,22,918,0,6,50.1,0,5,11,29.3,1,0,1,RANDOM_SAMPLE
2015-12-22,LOKSABHA,HR-32-PS0499,1573,790,50.22,18,14,755,3,1,74.92,0,13,6,5.1,1,0,1,FULL_RECOUNT
2024-11-26,LOKSABHA,UK-28-PS2411,736,463,62.91,2,0,459,2,1,69.77,0,28,17,19.4,1,1,1,RANDOM_SAMPLE
2025-06-20,VIDHANSABHA,HP-48-PS0239,804,603,75.0,6,20,576,1,0,59.9,0,2,6,43.0,1,1,1,NONE
2023-12-25,MUNICIPAL,TR-17-PS0251,1830,1520,83.06,31,42,1446,1,11,92.32,0,8,0,26.6,1,0,1,FULL_RECOUNT
2017-10-19,LOKSABHA,HR-51-PS3817,1822,1173,64.38,18,18,1136,1,8,92.36,0,29,7,2.8,1,0,1,FULL_RECOUNT
2024-03-08,VIDHANSABHA,MP-22-PS2566,1315,695,52.85,3,7,682,3,3,81.12,0,1,12,44.6,1,1,1,RANDOM_SAMPLE
2015-09-27,MUNICIPAL,AN-67-PS0003,805,491,60.99,10,3,477,1,2,94.61,0,1,16,21.8,1,0,1,RANDOM_SAMPLE
2023-10-16,MUNICIPAL,AR-79-PS1956,1759,1114,63.33,31,36,1046,1,3,56.74,0,28,6,37.1,1,1,1,EVM_VVPAT_AUDIT
2023-08-15,BYE,LA-17-PS3472,1326,942,71.04,31,20,890,1,3,90.92,0,11,9,24.0,1,1,1,RANDOM_SAMPLE
2015-09-08,PANCHAYAT,CG-59-PS0955,985,623,63.25,9,11,600,3,2,59.02,0,1,17,22.3,1,1,1,EVM_VVPAT_AUDIT
2015-01-19,BYE,LA-62-PS3878,1104,622,56.34,2,5,610,5,4,65.58,0,27,20,38.8,1,1,1,NONE
2022-05-05,PANCHAYAT,PY-53-PS0975,1830,1436,78.47,5,22,1406,3,9,83.55,0,27,7,3.7,1,0,1,FULL_RECOUNT
2015-08-31,VIDHANSABHA,AS-35-PS1541,1427,666,46.67,15,17,629,5,0,93.1,0,39,6,54.8,1,1,1,FULL_RECOUNT
2020-07-06,PANCHAYAT,DN-54-PS3840,1287,1037,80.57,30,11,994,2,2,97.89,0,14,15,23.8,1,0,1,EVM_VVPAT_AUDIT
2024-04-28,PANCHAYAT,TN-21-PS0950,1107,810,73.17,5,21,779,5,1,83.9,0,14,10,2.3,1,1,1,EVM_VVPAT_AUDIT
2022-10-02,BYE,AS-10-PS4435,1136,545,47.98,10,18,516,1,1,56.64,0,18,10,51.2,1,1,1,RANDOM_SAMPLE
2017-08-31,VIDHANSABHA,WB-05-PS3635,1379,914,66.28,5,19,890,0,5,52.56,0,17,17,7.8,1,1,1,FULL_RECOUNT
2023-05-08,LOKSABHA,JK-41-PS0571,1456,1061,72.87,21,9,1029,2,0,80.53,0,14,7,39.4,1,1,1,EVM_VVPAT_AUDIT
2025-06-20,BYE,OD-46-PS3506,1033,811,78.51,11,14,781,5,3,96.12,0,25,12,10.1,1,0,1,RANDOM_SAMPLE
2024-08-11,BYE,MZ-54-PS1611,1475,889,60.27,19,21,845,4,7,61.08,0,19,19,15.1,1,1,1,NONE
2016-09-02,PANCHAYAT,LD-45-PS0955,1862,1385,74.38,22,26,1337,0,2,59.63,0,16,14,34.0,1,1,1,NONE
2016-06-03,MUNICIPAL,WB-20-PS3857,1687,1406,83.34,18,28,1355,5,10,87.89,0,33,19,4.9,1,0,1,EVM_VVPAT_AUDIT
2022-08-22,BYE,CG-03-PS2041,1183,756,63.91,22,23,709,2,5,80.27,0,9,6,21.4,1,0,1,RANDOM_SAMPLE
2025-04-24,VIDHANSABHA,KA-26-PS3158,1846,1447,78.39,23,37,1382,5,1,89.81,0,31,4,27.4,1,0,1,EVM_VVPAT_AUDIT
2019-04-28,VIDHANSABHA,JK-44-PS3184,1768,1131,63.97,30,30,1070,1,8,84.33,0,33,8,12.1,1,1,1,RANDOM_SAMPLE
2019-11-24,BYE,BR-15-PS1527,1278,884,69.17,8,31,842,3,1,59.37,0,15,8,28.1,1,1,1,RANDOM_SAMPLE
2014-08-15,LOKSABHA,OD-48-PS2960,786,611,77.74,12,7,588,4,0,89.26,0,12,13,36.2,1,1,1,NONE
2021-12-02,BYE,SK-32-PS3259,1085,550,50.69,2,20,525,3,2,58.78,0,21,5,53.4,1,0,1,FULL_RECOUNT
2017-05-14,LOKSABHA,JH-32-PS3683,1505,915,60.8,16,11,886,2,6,77.51,0,24,8,15.4,1,1,1,FULL_RECOUNT
2023-07-10,MUNICIPAL,RJ-04-PS2687,1537,1215,79.05,12,19,1184,0,5,62.74,0,12,16,17.6,1,1,1,EVM_VVPAT_AUDIT
2024-04-15,VIDHANSABHA,KA-72-PS1800,914,505,55.25,6,12,483,4,0,87.08,0,1,17,29.2,1,1,1,RANDOM_SAMPLE
2015-05-13,PANCHAYAT,DN-13-PS1648,1448,970,66.99,8,14,945,3,4,52.41,0,32,19,51.2,1,1,1,RANDOM_SAMPLE
2024-05-19,VIDHANSABHA,KL-09-PS3872,739,563,76.18,7,13,541,2,3,68.23,0,10,6,8.7,1,0,1,RANDOM_SAMPLE
2016-01-03,LOKSABHA,AS-40-PS3479,989,601,60.77,4,5,588,4,2,75.19,0,34,18,20.3,0,1,1,RANDOM_SAMPLE
2016-12-22,MUNICIPAL,WB-28-PS2043,872,637,73.05,5,23,606,3,1,79.74,0,3,16,16.9,1,0,1,FULL_RECOUNT
2023-03-14,PANCHAYAT,DN-60-PS1518,682,398,58.36,13,2,381,2,3,62.53,0,39,0,51.6,1,1,1,NONE
2024-12-19,MUNICIPAL,NL-27-PS4233,966,502,51.97,13,11,474,4,0,93.84,0,23,9,50.0,1,0,1,FULL_RECOUNT
2025-08-18,BYE,UK-05-PS1978,1063,837,78.74,8,11,814,4,3,69.74,0,30,17,49.5,1,0,1,NONE
2020-02-09,PANCHAYAT,CH-01-PS1270,1269,1084,85.42,24,20,1037,3,0,89.48,0,32,19,17.3,1,0,1,EVM_VVPAT_AUDIT
2016-09-01,PANCHAYAT,MH-46-PS0984,1488,919,61.76,16,5,896,2,7,60.46,0,26,17,7.6,1,1,1,FULL_RECOUNT
2014-07-11,LOKSABHA,CH-67-PS3624,1865,1289,69.12,7,51,1229,2,4,54.74,0,36,12,33.0,1,1,1,RANDOM_SAMPLE
2014-12-26,BYE,AP-60-PS2867,629,517,82.19,11,11,494,1,4,77.26,0,27,8,3.7,1,0,1,FULL_RECOUNT
2018-05-07,BYE,AR-76-PS0897,877,480,54.73,0,14,466,0,0,77.73,0,20,14,45.5,1,1,1,RANDOM_SAMPLE
2024-04-16,PANCHAYAT,TR-17-PS2038,1201,621,51.71,16,5,595,5,4,90.36,0,7,14,45.7,1,1,1,NONE
2017-06-22,MUNICIPAL,GJ-35-PS1084,605,449,74.21,6,16,427,0,1,51.57,0,19,5,10.5,1,1,1,NONE
2018-01-25,PANCHAYAT,CH-13-PS2951,983,543,55.24,18,14,509,2,3,83.28,0,19,3,38.1,1,0,1,NONE
2025-08-11,MUNICIPAL,OD-71-PS1074,1688,1082,64.1,12,35,1030,5,9,75.81,0,14,14,17.3,1,0,1,FULL_RECOUNT
2017-07-31,MUNICIPAL,CG-66-PS0758,735,490,66.67,8,10,468,4,1,92.54,1,38,9,18.8,1,0,1,RANDOM_SAMPLE
2023-01-15,MUNICIPAL,OD-18-PS2781,1022,781,76.42,12,10,755,4,5,75.93,0,3,5,15.3,1,1,1,NONE
2015-08-31,MUNICIPAL,NL-73-PS1765,1825,1271,69.64,2,47,1221,1,10,84.22,0,3,16,40.6,1,1,1,EVM_VVPAT_AUDIT
2020-11-06,PANCHAYAT,CH-35-PS1217,749,589,78.64,12,10,565,2,1,51.24,0,22,13,38.5,1,1,1,FULL_RECOUNT
2018-12-20,MUNICIPAL,MH-74-PS1107,724,395,54.56,3,14,373,5,0,57.69,0,24,9,49.6,0,1,1,EVM_VVPAT_AUDIT
2019-05-15,PANCHAYAT,TS-25-PS1358,715,425,59.44,2,9,412,2,2,89.85,1,6,16,14.3,1,1,1,EVM_VVPAT_AUDIT
2016-09-04,BYE,RJ-54-PS3067,1383,964,69.7,25,17,917,5,8,87.79,0,11,12,32.0,0,0,1,NONE
2020-05-19,LOKSABHA,HR-79-PS1903,1174,554,47.19,12,11,526,5,2,88.67,0,35,20,6.6,0,0,1,FULL_RECOUNT
2019-02-28,BYE,TN-47-PS4172,1525,870,57.05,9,13,844,4,3,73.64,0,2,14,22.9,1,0,1,NONE
2022-06-20,LOKSABHA,HP-64-PS2075,1611,1104,68.53,5,24,1072,3,1,69.61,0,4,3,33.0,1,1,1,FULL_RECOUNT
2023-07-31,BYE,DD-62-PS1910,820,491,59.88,14,19,455,3,0,61.04,0,5,19,37.6,1,1,1,FULL_RECOUNT
2015-01-23,PANCHAYAT,TN-50-PS1874,1515,1109,73.2,36,10,1058,5,9,51.68,1,12,9,25.6,1,0,1,EVM_VVPAT_AUDIT
2015-05-05,LOKSABHA,JK-31-PS4480,762,532,69.82,1,18,511,2,3,71.43,0,23,16,28.5,1,0,1,RANDOM_SAMPLE
2016-07-15,MUNICIPAL,UP-01-PS0887,940,738,78.51,14,25,698,1,3,51.93,0,27,0,36.6,1,1,1,EVM_VVPAT_AUDIT
2017-02-05,BYE,OD-19-PS4043,1417,1048,73.96,11,2,1033,2,0,95.31,0,1,19,16.6,1,0,1,EVM_VVPAT_AUDIT
2015-03-20,VIDHANSABHA,DN-42-PS0845,1615,1246,77.15,36,41,1164,5,5,55.86,0,26,8,54.8,1,1,1,NONE
2019-02-25,LOKSABHA,DL-73-PS0522,1104,620,56.16,6,19,592,3,1,70.47,0,23,1,37.2,1,0,1,NONE
2021-04-14,MUNICIPAL,TS-28-PS2173,1470,978,66.53,13,9,952,4,1,56.12,0,11,5,39.9,1,1,1,FULL_RECOUNT
2021-12-05,PANCHAYAT,SK-61-PS2777,1719,1273,74.05,19,35,1218,1,5,64.2,0,15,4,37.1,1,1,1,NONE
2019-07-08,VIDHANSABHA,RJ-78-PS2444,1511,1266,83.79,13,22,1227,4,6,56.06,0,16,8,26.4,1,0,1,RANDOM_SAMPLE
2024-08-02,PANCHAYAT,HR-78-PS4139,1464,667,45.56,16,2,646,3,2,57.11,0,31,7,49.4,1,1,1,RANDOM_SAMPLE
2014-11-22,LOKSABHA,KL-25-PS3862,1436,886,61.7,7,24,855,0,3,56.62,0,38,14,53.8,1,0,1,NONE
2021-01-19,MUNICIPAL,TS-20-PS1582,792,465,58.71,0,14,451,0,1,82.28,0,28,15,9.1,1,0,1,FULL_RECOUNT
2018-07-03,LOKSABHA,LA-20-PS3145,842,560,66.51,12,5,541,2,4,82.34,0,27,19,28.1,1,0,1,FULL_RECOUNT
2025-01-22,BYE,TN-72-PS0858,1226,804,65.58,8,12,781,3,2,89.96,1,14,13,4.5,1,1,1,RANDOM_SAMPLE
2021-04-11,PANCHAYAT,UK-43-PS3347,1501,838,55.83,0,27,809,2,2,56.51,0,6,10,50.1,1,1,1,NONE
2019-03-09,MUNICIPAL,ML-12-PS3635,645,493,76.43,12,15,466,0,4,83.7,0,3,10,51.3,1,0,1,NONE
2023-05-13,PANCHAYAT,MH-54-PS2477,1390,816,58.71,24,25,762,5,4,66.29,0,13,2,36.9,1,1,1,RANDOM_SAMPLE
2020-12-22,VIDHANSABHA,WB-45-PS0947,957,590,61.65,19,14,556,1,0,95.14,0,17,16,10.0,1,1,1,NONE
2023-04-01,VIDHANSABHA,OD-52-PS0673,1112,578,51.98,3,1,574,0,3,60.02,0,0,6,33.5,1,1,1,EVM_VVPAT_AUDIT
2024-07-03,MUNICIPAL,SK-24-PS4051,891,608,68.24,13,10,585,0,1,58.26,0,34,14,48.1,1,1,1,NONE
2023-12-02,PANCHAYAT,DL-48-PS4058,1662,1107,66.61,29,29,1044,5,1,80.24,0,17,20,12.3,1,0,1,NONE
2019-02-25,LOKSABHA,DD-06-PS1736,1197,780,65.16,4,17,754,5,0,92.96,0,11,6,54.1,0,1,1,FULL_RECOUNT
2017-03-30,LOKSABHA,PY-62-PS3189,870,620,71.26,20,6,591,3,5,56.1,0,17,11,41.9,1,1,1,EVM_VVPAT_AUDIT
2016-06-09,BYE,RJ-68-PS1474,1795,1530,85.24,24,41,1465,0,4,69.88,1,13,6,34.1,1,1,1,EVM_VVPAT_AUDIT
2014-09-22,VIDHANSABHA,OD-58-PS3734,1015,817,80.49,9,4,800,4,2,60.89,0,14,6,25.4,1,0,1,RANDOM_SAMPLE
2020-07-23,LOKSABHA,SK-29-PS0035,1222,999,81.75,18,28,951,2,7,62.99,0,3,18,5.3,0,1,1,FULL_RECOUNT
2022-12-11,MUNICIPAL,NL-09-PS3900,933,805,86.28,14,6,780,5,1,58.89,0,36,11,4.4,1,1,1,EVM_VVPAT_AUDIT
2022-03-19,MUNICIPAL,UK-50-PS3537,1536,801,52.15,10,22,764,5,6,84.98,0,12,10,31.4,0,0,1,NONE
2020-02-05,MUNICIPAL,TN-56-PS4207,736,463,62.91,3,0,455,5,0,54.72,1,7,5,40.6,1,1,1,EVM_VVPAT_AUDIT
2023-02-23,BYE,BR-69-PS4244,1741,1246,71.57,1,17,1227,1,6,55.39,0,11,14,25.2,1,1,1,RANDOM_SAMPLE
2025-04-23,MUNICIPAL,JH-53-PS4470,1156,632,54.67,0,8,622,2,2,96.95,0,18,17,45.0,1,1,1,EVM_VVPAT_AUDIT
2017-08-05,PANCHAYAT,CG-19-PS2939,1291,1062,82.26,25,36,999,2,1,81.31,0,37,12,34.8,1,0,1,EVM_VVPAT_AUDIT
2025-03-03,PANCHAYAT,GA-35-PS0685,1439,746,51.84,21,22,699,4,1,93.54,1,0,5,20.8,1,1,1,FULL_RECOUNT
2017-10-07,LOKSABHA,AR-30-PS0491,1848,1353,73.21,22,38,1291,2,11,60.09,0,39,18,20.8,1,1,1,FULL_RECOUNT
2021-05-17,LOKSABHA,LA-09-PS4341,708,444,62.71,12,7,421,4,0,56.39,0,27,16,38.8,1,0,1,FULL_RECOUNT
2014-10-24,MUNICIPAL,PB-06-PS3403,848,470,55.42,12,5,451,2,1,55.02,0,34,0,6.8,1,1,1,RANDOM_SAMPLE
2016-11-24,VIDHANSABHA,TR-62-PS2049,752,346,46.01,10,11,324,1,0,65.17,0,22,18,34.4,1,0,1,NONE
2024-11-30,BYE,GJ-34-PS1872,1471,818,55.61,12,24,777,5,4,70.47,0,38,9,43.0,1,1,1,RANDOM_SAMPLE
2021-04-01,VIDHANSABHA,CH-73-PS0479,614,379,61.73,8,7,360,4,0,64.09,0,14,2,31.5,1,1,1,NONE
2018-08-09,BYE,JK-02-PS3677,1124,515,45.82,9,12,490,4,0,92.23,0,8,20,2.0,1,0,1,NONE
2017-04-02,BYE,DL-13-PS3340,1148,635,55.31,8,23,601,3,1,82.66,1,38,7,44.6,0,1,1,RANDOM_SAMPLE
2014-06-28,PANCHAYAT,KA-69-PS4087,1334,997,74.74,16,19,958,4,1,96.33,0,27,9,40.5,1,0,1,NONE
2022-01-12,MUNICIPAL,AN-64-PS0325,1578,980,62.1,15,18,947,0,3,88.16,0,34,13,11.7,1,1,1,NONE
2020-06-10,MUNICIPAL,UK-16-PS0111,1613,801,49.66,17,7,774,3,3,73.31,0,12,6,47.4,1,0,1,RANDOM_SAMPLE
2016-07-02,LOKSABHA,PY-06-PS3198,1285,935,72.76,30,25,878,2,5,64.98,0,37,13,25.6,0,1,1,FULL_RECOUNT
2019-03-10,BYE,LD-59-PS1812,1735,1014,58.44,8,6,996,4,0,78.7,0,3,2,48.3,1,0,1,NONE
2020-05-19,MUNICIPAL,RJ-01-PS1755,1063,866,81.47,8,22,834,2,2,82.48,0,35,4,29.1,1,1,1,FULL_RECOUNT
2017-11-13,VIDHANSABHA,MZ-48-PS0372,1210,981,81.07,30,30,921,0,7,56.68,0,13,17,4.5,1,1,1,NONE
2020-04-13,LOKSABHA,JK-08-PS3663,986,711,72.11,8,12,690,1,4,56.68,0,12,0,5.0,1,1,1,NONE
2017-01-10,BYE,MN-71-PS3999,1364,858,62.9,7,13,836,2,5,72.75,0,24,19,24.4,1,0,1,FULL_RECOUNT
2021-05-05,MUNICIPAL,AP-43-PS0442,1102,852,77.31,6,20,825,1,5,78.61,1,4,4,50.8,1,0,1,NONE
2018-10-03,MUNICIPAL,AN-69-PS1450,864,595,68.87,1,21,569,4,2,53.25,0,0,0,39.4,1,0,1,EVM_VVPAT_AUDIT
2018-09-03,BYE,TN-59-PS1568,760,577,75.92,3,8,563,3,1,52.58,0,12,17,26.0,1,1,1,FULL_RECOUNT
2025-09-24,VIDHANSABHA,MN-42-PS0919,1805,820,45.43,2,3,814,1,1,77.0,0,0,3,54.6,1,0,1,RANDOM_SAMPLE
2022-02-12,VIDHANSABHA,KA-78-PS2569,1290,591,45.81,5,19,567,0,0,56.58,0,6,18,24.7,0,0,1,RANDOM_SAMPLE
2023-11-15,LOKSABHA,AR-75-PS3284,725,480,66.21,9,8,462,1,0,95.76,0,16,5,19.0,1,1,1,FULL_RECOUNT
2017-07-25,PANCHAYAT,AR-67-PS1911,1168,561,48.03,17,2,538,4,0,89.42,0,36,0,52.6,1,1,1,FULL_RECOUNT
2015-05-07,VIDHANSABHA,CH-61-PS1078,1137,762,67.02,3,0,758,1,2,50.69,0,6,11,34.1,1,1,1,FULL_RECOUNT
2016-10-01,MUNICIPAL,OD-68-PS0327,1207,902,74.73,17,9,872,4,0,74.16,0,31,8,36.2,1,1,1,RANDOM_SAMPLE
2017-05-06,VIDHANSABHA,DD-18-PS0902,644,341,52.95,9,6,322,4,2,62.52,1,32,14,39.1,1,0,1,FULL_RECOUNT
2022-08-07,BYE,TS-61-PS1591,1447,1262,87.21,13,15,1230,4,9,86.86,0,28,1,25.9,1,1,1,FULL_RECOUNT
2019-09-11,VIDHANSABHA,KA-31-PS2642,1666,799,47.96,13,0,783,3,5,67.09,0,33,3,31.3,1,1,1,NONE
2025-03-02,MUNICIPAL,ML-42-PS4152,1319,988,74.91,26,14,945,3,0,59.27,0,1,3,29.4,1,0,1,EVM_VVPAT_AUDIT
2020-10-30,PANCHAYAT,BR-75-PS2122,1136,809,71.21,7,23,774,5,0,54.31,0,1,8,20.2,0,1,1,RANDOM_SAMPLE
2017-01-22,VIDHANSABHA,NL-40-PS3002,1260,807,64.05,23,28,755,1,4,92.08,0,19,4,33.8,1,1,1,FULL_RECOUNT
2014-06-06,LOKSABHA,NL-04-PS3277,1702,1131,66.45,36,27,1066,2,9,94.12,0,25,13,53.0,1,1,1,EVM_VVPAT_AUDIT
2021-10-28,MUNICIPAL,UK-19-PS4369,1187,949,79.95,10,2,937,0,6,89.98,1,35,20,33.9,1,1,1,EVM_VVPAT_AUDIT
2017-04-27,PANCHAYAT,MP-54-PS1153,1160,532,45.86,15,21,495,1,4,72.28,0,19,15,37.1,1,0,1,FULL_RECOUNT
