tax_cit_reference_year,tax_cit_country_iso2,tax_cit_nace_section,tax_cit_enterprise_size_class,tax_cit_statutory_rate_pct,tax_cit_effective_average_rate_pct,tax_cit_tax_base_eur,tax_cit_tax_liability_eur,tax_cit_loss_carryforward_eur,tax_cit_r_and_d_tax_credit_eur,tax_cit_interest_limitation_rule_flag,tax_cit_pillar2_minimum_tax_flag,tax_cit_cfc_rules_flag,tax_cit_hybrid_mismatch_rules_flag,tax_cit_transfer_pricing_adjustments_eur,tax_cit_country_by_country_reporting_flag,tax_cit_state_aid_tax_ruling_flag,tax_cit_audit_rate_pct,tax_cit_data_source,tax_cit_data_extract_date
2014,FI,H,MICRO,23.66,17.28,11731420539.46,2027189469.22,1053987314.02,373630979.47,0,1,1,1,82549896.73,0,0,1.15,NATIONAL_CORPORATE_TAX_ADMIN,2025-03-01
2015,LV,M,LARGE,19.16,11.92,11769401599.61,1402912670.67,5089773414.96,242218828.92,1,0,1,1,583401.25,0,0,8.53,OECD_CBC_SUMMARY,2024-03-09
2016,RO,R,MEDIUM,27.04,23.26,11853801468.49,2757194221.57,1773345746.54,320506263.85,0,0,1,0,-36012583.9,0,0,13.93,EU_TAX_OBSERVATORY,2025-07-06
2017,BG,B,SMALL,16.94,11.31,11930267747.63,1349313282.26,4822190967.92,179602946.81,1,0,1,1,-12906188.87,1,0,6.54,ACADEMIC_TAXPANEL,2024-05-20
2018,FR,G,MICRO,32.37,27.19,12007876457.36,3264941608.76,5378757679.18,121338832.96,1,0,1,0,2072777.83,1,0,2.32,NATIONAL_CORPORATE_TAX_ADMIN,2025-02-05
2019,LT,L,LARGE,24.88,21.07,12099560191.99,2549377332.45,1052532799.43,249381177.41,1,0,0,1,80657713.0,1,0,3.68,OECD_CBC_SUMMARY,2024-07-22
2020,SK,Q,MEDIUM,16.87,12.13,12152534964.48,1474102491.19,1095364072.4,242742114.55,0,0,0,1,106066423.51,1,0,9.17,EU_TAX_OBSERVATORY,2024-06-02
2021,HR,A,SMALL,10.36,7.71,12238232992.57,943567763.73,2044413950.82,84610312.4,1,1,0,1,91268937.93,1,0,9.43,ACADEMIC_TAXPANEL,2024-05-10
2022,DE,F,MICRO,30.88,23.36,12280175438.84,2868648982.51,2482201407.7,300535678.49,1,1,0,1,-819669.88,1,0,4.43,NATIONAL_CORPORATE_TAX_ADMIN,2024-08-30
2023,LU,K,LARGE,31.24,27.77,12373169652.74,3436029212.57,3985180508.3,577003780.43,1,1,0,1,-76856482.51,1,0,12.38,OECD_CBC_SUMMARY,2024-07-23
2024,SI,P,MEDIUM,13.27,9.94,12427472675.37,1235290783.93,2260578065.67,85152975.06,1,0,1,1,33695842.56,1,0,0.92,EU_TAX_OBSERVATORY,2024-12-10
2025,CY,U,SMALL,11.04,9.91,12528273662.33,1241551919.94,2425547426.47,181173718.26,1,0,1,1,-18545551.17,0,0,2.56,ACADEMIC_TAXPANEL,2024-06-26
2026,GR,E,MICRO,33.67,24.88,12596558521.12,3134023760.05,2214510981.52,348324337.83,1,1,1,1,-43191536.1,1,0,7.39,NATIONAL_CORPORATE_TAX_ADMIN,2026-01-04
2010,MT,J,LARGE,29.47,19.95,12694009413.27,2532454877.95,4833906654.49,93277518.69,0,0,1,0,85708412.53,0,0,4.47,OECD_CBC_SUMMARY,2025-10-23
2011,ES,O,MEDIUM,31.5,24.58,12734845005.99,3130224902.47,2447228274.97,453422227.1,0,0,1,1,73967307.34,0,0,13.28,EU_TAX_OBSERVATORY,2025-02-28
2012,CZ,T,SMALL,26.08,24.1,12832819449.73,3092709487.38,4821108222.75,131550844.09,1,0,1,1,14100407.72,1,0,2.63,ACADEMIC_TAXPANEL,2024-05-30
2013,HU,D,MICRO,14.12,11.07,12897493290.54,1427752507.26,1892504340.52,222390508.03,1,0,1,1,50560788.38,0,0,10.86,NATIONAL_CORPORATE_TAX_ADMIN,2025-01-12
2014,NL,I,LARGE,14.31,12.47,12965341745.81,1616778115.7,1930246304.54,293102245.24,1,0,1,1,69572703.93,1,0,13.31,OECD_CBC_SUMMARY,2024-12-28
2015,SE,N,MEDIUM,33.44,25.4,13030262361.52,3309686639.83,2057072572.97,571921688.71,1,0,1,1,96203807.84,1,0,1.27,EU_TAX_OBSERVATORY,2025-12-11
2016,DK,S,SMALL,17.93,16.67,13104268390.46,2184481540.69,1262322439.72,117353016.3,0,1,0,1,104173481.11,1,0,6.35,ACADEMIC_TAXPANEL,2025-09-21
2017,IE,C,MICRO,10.68,7.81,13190881159.35,1030207818.55,5755072288.12,29713433.12,1,0,0,1,9174915.56,1,0,1.34,NATIONAL_CORPORATE_TAX_ADMIN,2025-08-28
2018,PL,H,LARGE,18.96,12.18,13273485633.37,1616710550.14,1411143602.94,244749691.99,1,0,1,1,-7951256.99,1,0,2.29,OECD_CBC_SUMMARY,2025-02-10
2019,AT,M,MEDIUM,27.24,18.77,13343133595.84,2504506175.94,4568160016.0,507461896.2,1,0,0,0,-49548949.75,1,0,11.54,EU_TAX_OBSERVATORY,2025-09-10
2020,EE,R,SMALL,21.45,17.19,13443353813.92,2310912520.61,1792641137.71,239750156.5,1,1,1,0,75574716.27,0,0,8.75,ACADEMIC_TAXPANEL,2024-11-03
2021,IT,B,MICRO,31.59,22.94,13494201732.31,3095569877.39,2325264753.13,550982138.38,1,1,1,1,100735805.08,1,0,2.95,NATIONAL_CORPORATE_TAX_ADMIN,2025-04-19
2022,PT,G,LARGE,24.39,14.74,13597387035.87,2004254849.09,3523924950.15,284561026.76,1,1,1,1,76951733.69,1,0,12.99,OECD_CBC_SUMMARY,2026-01-23
2023,BE,L,MEDIUM,31.0,17.34,13630686288.78,2363561002.47,3508256877.44,67200080.35,0,1,1,1,-14030724.45,0,0,6.96,EU_TAX_OBSERVATORY,2025-05-16
2024,FI,Q,SMALL,32.48,19.6,13744944946.35,2694009209.48,1306611317.34,401595793.32,1,0,1,0,119415159.64,0,0,11.16,ACADEMIC_TAXPANEL,2025-06-08
2025,LV,A,MICRO,29.3,22.65,13768525121.81,3118570940.09,2594115908.65,222620392.5,1,1,0,1,32852906.64,1,0,1.42,NATIONAL_CORPORATE_TAX_ADMIN,2024-04-13
2026,RO,F,LARGE,33.43,20.48,13906847643.89,2848122397.47,5058238114.27,365975909.47,1,1,1,1,82721070.84,1,0,5.59,OECD_CBC_SUMMARY,2026-01-05
2010,BG,K,MEDIUM,25.65,15.21,13973545266.23,2125376234.99,4911614983.73,442486989.51,1,0,1,1,87451143.08,1,0,7.81,EU_TAX_OBSERVATORY,2024-05-04
2011,FR,P,SMALL,29.38,16.83,13993132086.39,2355044130.14,1490484132.02,146090721.79,1,0,1,0,-77530595.25,1,1,10.23,ACADEMIC_TAXPANEL,2025-11-27
2012,LT,U,MICRO,10.31,7.72,14068851800.79,1086115359.02,3976398820.75,237051143.87,0,0,1,1,-28842003.47,0,0,8.39,NATIONAL_CORPORATE_TAX_ADMIN,2024-06-10
2013,SK,E,LARGE,33.83,21.19,14168356830.92,3002274812.47,901664419.38,439783472.55,0,0,0,1,-52148106.91,1,0,4.89,OECD_CBC_SUMMARY,2025-05-08
2014,HR,J,MEDIUM,18.5,10.73,14221104746.12,1525924539.26,4194086018.23,30837734.5,0,0,1,1,-30251390.57,1,0,7.4,EU_TAX_OBSERVATORY,2024-12-19
2015,DE,O,SMALL,29.74,27.56,14314953751.95,3945201254.04,3542696879.92,660546734.28,1,0,1,1,30466851.18,1,0,8.3,ACADEMIC_TAXPANEL,2025-06-25
2016,LU,T,MICRO,16.95,10.03,14425139291.4,1446841470.93,5331221892.17,208297032.38,0,0,1,0,-69156970.6,1,0,8.76,NATIONAL_CORPORATE_TAX_ADMIN,2025-09-05
2017,SI,D,LARGE,29.1,23.6,14456997358.06,3411851376.5,4600160808.71,635072136.85,1,0,0,1,-19299497.03,0,0,3.16,OECD_CBC_SUMMARY,2024-04-24
2018,CY,I,MEDIUM,28.05,25.93,14559813479.82,3775359635.32,4560644472.41,588816192.61,1,0,1,1,-13786463.61,1,0,10.72,EU_TAX_OBSERVATORY,2025-12-16
2019,GR,N,SMALL,33.55,28.56,14621995570.65,4176041934.98,1599597830.73,659415087.78,1,0,1,1,80437396.47,0,0,10.19,ACADEMIC_TAXPANEL,2024-11-22
2020,MT,S,MICRO,29.68,18.43,14701758753.48,2709534138.27,815332376.01,466057813.69,0,0,1,1,16852813.87,1,0,4.17,NATIONAL_CORPORATE_TAX_ADMIN,2024-04-09
2021,ES,C,LARGE,19.22,12.31,14783597663.16,1819860872.33,3770096962.75,108450689.69,1,1,1,0,1344166.37,0,0,6.68,OECD_CBC_SUMMARY,2024-12-29
2022,CZ,H,MEDIUM,12.07,10.64,14847841823.79,1579810370.05,2006539235.82,102752788.08,1,0,1,0,91606135.31,0,0,10.4,EU_TAX_OBSERVATORY,2024-03-14
2023,HU,M,SMALL,15.57,10.58,14933510513.83,1579965412.36,5631727024.71,123694533.86,0,1,1,0,-9699728.65,1,0,10.69,ACADEMIC_TAXPANEL,2026-01-26
2024,NL,R,MICRO,11.28,10.52,15025646364.08,1580697997.5,3187140972.41,211905480.09,1,1,0,1,-74383277.91,1,0,9.16,NATIONAL_CORPORATE_TAX_ADMIN,2026-01-06
2025,SE,B,LARGE,24.42,15.69,15083064426.31,2366532808.49,2347761781.4,243409473.8,1,0,1,1,-45662078.06,0,0,12.67,OECD_CBC_SUMMARY,2025-12-04
2026,DK,G,MEDIUM,32.4,23.21,15181917639.87,3523723084.21,2994885865.09,667545682.11,0,1,0,1,60060273.46,0,0,7.35,EU_TAX_OBSERVATORY,2025-12-02
2010,IE,L,SMALL,18.94,10.96,15246537382.0,1671020497.07,4550536367.38,199860371.93,1,0,0,0,11771745.08,1,0,9.32,ACADEMIC_TAXPANEL,2024-12-02
2011,PL,Q,MICRO,9.86,8.64,15316202512.07,1323319897.04,6119316561.99,180839589.37,1,0,1,1,-44286483.07,0,0,5.25,NATIONAL_CORPORATE_TAX_ADMIN,2024-12-19
2012,AT,A,LARGE,11.03,7.56,15393978960.9,1163784809.44,4474329627.34,148632834.24,1,1,1,0,-66559928.39,1,0,11.38,OECD_CBC_SUMMARY,2024-07-04
2013,EE,F,MEDIUM,11.19,10.01,15423871139.47,1543929501.06,6140473882.77,203332654.78,1,1,0,1,90039126.24,1,0,2.31,EU_TAX_OBSERVATORY,2024-01-17
2014,IT,K,SMALL,28.56,22.97,15549484712.11,3571716638.37,2545964365.58,159536212.34,0,0,1,1,105601624.28,0,0,4.96,ACADEMIC_TAXPANEL,2024-02-19
2015,PT,P,MICRO,21.37,16.23,15570281646.18,2527056711.18,5898404619.63,75200267.19,1,0,1,1,-14095782.75,0,0,0.43,NATIONAL_CORPORATE_TAX_ADMIN,2025-12-15
2016,BE,U,LARGE,13.46,11.72,15703625430.78,1840464900.49,4091568109.33,190190787.06,0,0,1,1,8980465.18,1,0,4.52,OECD_CBC_SUMMARY,2025-03-15
2017,FI,E,MEDIUM,18.55,15.69,15769303404.44,2474203704.16,6257653212.67,531144109.39,0,0,1,1,103741077.26,0,0,12.94,EU_TAX_OBSERVATORY,2024-02-29
2018,LV,J,SMALL,30.04,23.54,15803523483.86,3720149428.1,4011982184.45,298751975.26,0,0,1,0,59137894.22,1,0,8.67,ACADEMIC_TAXPANEL,2024-12-23
2019,RO,O,MICRO,30.33,18.86,15892076152.27,2997245562.32,3340969990.7,253340897.53,1,0,0,1,16610996.77,0,0,10.91,NATIONAL_CORPORATE_TAX_ADMIN,2026-01-09
2020,BG,T,LARGE,23.69,19.88,15949250510.47,3170711001.48,2962218174.82,120526214.62,0,0,1,1,-10006938.64,0,0,13.03,OECD_CBC_SUMMARY,2025-08-05
2021,FR,D,MEDIUM,29.87,22.63,16073740636.13,3637487505.96,3697567054.23,447288462.51,1,1,1,1,43728083.79,0,0,7.79,EU_TAX_OBSERVATORY,2024-01-26
2022,LT,I,SMALL,22.92,15.51,16132586391.13,2502164149.26,1019232773.64,448460018.51,1,0,1,1,26457501.79,1,0,4.61,ACADEMIC_TAXPANEL,2025-01-12
2023,SK,N,MICRO,20.17,18.4,16182091449.57,2977504826.72,3728761094.79,541443792.94,0,0,1,1,55965667.51,0,0,5.93,NATIONAL_CORPORATE_TAX_ADMIN,2024-12-15
2024,HR,S,LARGE,9.63,6.85,16283037126.36,1115388043.16,6496358059.69,74799287.14,1,0,1,1,41607206.77,1,0,8.88,OECD_CBC_SUMMARY,2024-11-21
2025,DE,C,MEDIUM,28.77,19.01,16362427657.99,3110497497.78,5223225684.75,397795760.13,0,0,1,1,77281068.79,0,0,10.5,EU_TAX_OBSERVATORY,2025-07-13
2026,LU,H,SMALL,13.59,7.73,16400602347.76,1267766561.48,2989908599.11,200718246.74,1,1,1,1,40506441.27,0,0,6.35,ACADEMIC_TAXPANEL,2025-10-15
2010,SI,M,MICRO,33.22,24.06,16506861671.66,3971550918.2,5533069186.8,114707225.5,1,0,1,1,-67651278.5,1,1,13.29,NATIONAL_CORPORATE_TAX_ADMIN,2024-02-01
2011,CY,R,LARGE,11.4,10.55,16606056772.14,1751938989.46,5780075790.62,272688994.73,0,0,1,1,4566032.7,1,0,3.19,OECD_CBC_SUMMARY,2025-12-10
2012,GR,B,MEDIUM,25.92,24.23,16679802326.36,4041516103.68,1950409705.11,137533295.87,1,0,1,1,-68430474.84,1,0,3.89,EU_TAX_OBSERVATORY,2025-06-09
2013,MT,G,SMALL,31.61,26.75,16699008859.0,4466984869.78,2945505644.02,834435445.39,1,0,1,1,96913286.97,1,1,13.08,ACADEMIC_TAXPANEL,2026-01-09
2014,ES,L,MICRO,21.76,18.84,16815155849.76,3167975362.09,6727541360.37,397324840.35,0,0,0,0,117627145.45,1,0,6.04,NATIONAL_CORPORATE_TAX_ADMIN,2024-07-05
2015,CZ,Q,LARGE,11.74,6.71,16865025031.31,1131643179.6,1043409770.83,98692981.19,1,1,1,0,12400086.62,1,1,4.06,OECD_CBC_SUMMARY,2026-02-12
2016,HU,A,MEDIUM,29.94,22.29,16928986557.34,3773471103.63,5211238527.05,276225752.19,1,0,1,1,-11336271.4,1,0,6.13,EU_TAX_OBSERVATORY,2026-01-02
2017,NL,F,SMALL,22.99,17.97,17044977550.06,3062982465.75,2599461537.87,122144706.46,1,0,1,1,-10804754.97,1,0,3.99,ACADEMIC_TAXPANEL,2024-02-05
2018,SE,K,MICRO,29.33,22.29,17102253984.21,3812092413.08,6888647962.63,672460884.8,0,0,0,1,80627312.94,1,0,11.47,NATIONAL_CORPORATE_TAX_ADMIN,2024-08-14
2019,DK,P,LARGE,9.11,7.07,17205595436.64,1216435597.37,6666131519.59,61989113.65,1,0,1,1,67342958.42,1,0,8.27,OECD_CBC_SUMMARY,2024-03-30
2020,IE,U,MEDIUM,20.87,18.52,17265948311.79,3197653627.34,4947754188.21,121444549.47,0,0,1,1,-50753725.23,1,0,4.11,EU_TAX_OBSERVATORY,2025-08-20
2021,PL,E,SMALL,11.03,10.3,17355888157.81,1787656480.25,4517430315.8,201287046.22,0,0,1,0,34447519.79,1,0,13.61,ACADEMIC_TAXPANEL,2025-11-22
2022,AT,J,MICRO,23.28,15.14,17408575028.5,2635658259.31,3651163282.7,455134513.9,0,1,1,0,-61380084.34,1,0,5.33,NATIONAL_CORPORATE_TAX_ADMIN,2025-07-30
2023,EE,O,LARGE,23.14,14.79,17454837949.16,2581570532.68,4436392684.67,299066536.3,1,1,1,1,84550184.82,1,1,13.37,OECD_CBC_SUMMARY,2025-01-26
2024,IT,T,MEDIUM,13.77,10.98,17538693427.86,1925748538.38,5283210576.76,76054704.74,1,0,0,1,42194210.29,1,0,4.94,EU_TAX_OBSERVATORY,2026-01-20
2025,PT,D,SMALL,29.44,18.88,17619807117.58,3326619583.8,6764553849.46,87512094.51,1,1,1,1,96166777.41,1,0,7.22,ACADEMIC_TAXPANEL,2024-06-22
2026,BE,I,MICRO,15.12,14.28,17673431544.39,2523766024.54,2710762802.09,271320904.73,0,0,1,1,-35637098.64,0,0,5.09,NATIONAL_CORPORATE_TAX_ADMIN,2024-04-17
2010,FI,N,LARGE,9.22,7.82,17798122166.52,1391813153.42,5558668021.52,258753665.35,1,0,1,0,107981668.33,0,0,10.4,OECD_CBC_SUMMARY,2024-06-18
2011,LV,S,MEDIUM,27.87,21.72,17879620135.62,3883453493.46,6152692519.43,823771850.0,1,0,1,1,2411660.03,1,0,7.65,EU_TAX_OBSERVATORY,2024-11-21
2012,RO,C,SMALL,21.55,14.42,17903842427.49,2581734078.04,3988871970.0,319467951.7,0,0,0,1,81184815.78,1,0,2.86,ACADEMIC_TAXPANEL,2025-07-18
2013,BG,H,MICRO,32.87,18.6,18015088493.9,3350806459.87,5757717670.32,285711286.26,1,0,1,1,92853794.27,1,0,2.66,NATIONAL_CORPORATE_TAX_ADMIN,2025-01-08
2014,FR,M,LARGE,17.1,14.8,18073708078.64,2674908795.64,4526588579.38,129697841.23,1,0,1,0,16166324.41,1,0,4.99,OECD_CBC_SUMMARY,2025-10-28
2015,LT,R,MEDIUM,23.92,21.58,18141873985.07,3915016405.98,5345939615.34,602801926.99,1,0,1,1,-18576881.33,0,0,12.7,EU_TAX_OBSERVATORY,2024-11-12
2016,SK,B,SMALL,12.51,7.41,18214984101.87,1349730321.95,2117059294.36,228331154.73,1,0,1,1,-58540084.6,1,0,12.8,ACADEMIC_TAXPANEL,2025-10-15
2017,HR,G,MICRO,12.78,10.65,18323950327.86,1951500709.92,4926500388.84,244112198.83,0,0,0,1,52858555.19,0,0,4.79,NATIONAL_CORPORATE_TAX_ADMIN,2024-07-16
2018,DE,L,LARGE,32.91,26.18,18382589441.44,4812561915.77,5739281922.66,932323918.3,1,0,1,1,88226136.1,1,0,0.77,OECD_CBC_SUMMARY,2025-10-04
2019,LU,Q,MEDIUM,24.08,13.31,18462317333.49,2457334437.09,3399300886.34,402231876.15,1,0,0,1,-9992213.01,1,0,5.15,EU_TAX_OBSERVATORY,2024-04-28
2020,SI,A,SMALL,10.36,9.62,18516654241.0,1781302137.98,5961129067.18,331149690.39,1,0,1,1,21380574.91,1,0,3.46,ACADEMIC_TAXPANEL,2024-11-10
2021,CY,F,MICRO,12.13,9.52,18585904912.09,1769378147.63,7991403964.37,99577452.31,1,0,1,1,119452973.4,1,0,13.22,NATIONAL_CORPORATE_TAX_ADMIN,2025-03-24
2022,GR,K,LARGE,27.88,18.89,18665094114.4,3525836278.21,2351264471.87,215156261.08,1,1,1,1,-31358858.83,1,0,12.46,OECD_CBC_SUMMARY,2024-08-06
2023,MT,P,MEDIUM,15.67,12.53,18762953481.68,2350998071.25,5472781163.59,209181066.97,1,0,1,0,-76834946.11,0,0,8.68,EU_TAX_OBSERVATORY,2024-02-07
2024,ES,U,SMALL,14.16,8.96,18835007297.71,1687616653.87,1038747074.26,63710995.05,1,1,1,1,106781815.35,0,0,2.64,ACADEMIC_TAXPANEL,2024-07-25
2025,CZ,E,MICRO,32.09,29.18,18897013245.01,5514148464.89,2786423568.42,162663979.95,1,1,1,1,-44123331.71,1,0,2.67,NATIONAL_CORPORATE_TAX_ADMIN,2025-03-04
2026,HU,J,LARGE,30.86,22.1,19003494167.24,4199772210.96,6110095744.2,492886559.43,1,0,1,1,3756073.74,1,0,10.29,OECD_CBC_SUMMARY,2025-12-23
2010,NL,O,MEDIUM,10.9,8.55,19030126618.58,1627075825.89,5662224320.27,241449887.93,0,0,0,0,75719779.65,0,0,7.13,EU_TAX_OBSERVATORY,2024-10-18
2011,SE,T,SMALL,21.21,14.59,19150063817.55,2793994310.98,3625099369.4,529017857.92,1,0,0,1,-25286045.0,1,1,5.73,ACADEMIC_TAXPANEL,2025-10-18
2012,DK,D,MICRO,31.73,27.62,19218842531.33,5308244307.15,8395639157.31,705229484.06,1,0,1,1,1923657.11,1,0,2.34,NATIONAL_CORPORATE_TAX_ADMIN,2024-03-25
2013,IE,I,LARGE,11.1,8.98,19285077867.48,1731799992.5,2830104768.7,380004371.83,1,0,1,0,114593691.86,0,0,13.65,OECD_CBC_SUMMARY,2026-01-02
2014,PL,N,MEDIUM,16.5,11.16,19326511113.35,2156838640.25,8212186916.93,155644860.47,1,0,0,1,73328547.0,1,0,1.77,EU_TAX_OBSERVATORY,2025-08-05
2015,AT,S,SMALL,25.7,16.79,19413410203.87,3259511573.23,2589223714.68,451714986.91,1,1,1,1,-2660146.22,1,0,11.88,ACADEMIC_TAXPANEL,2025-06-10
2016,EE,C,MICRO,20.43,11.39,19525074098.97,2223905939.87,1922913104.45,431966811.93,1,0,1,1,42746685.48,1,0,2.66,NATIONAL_CORPORATE_TAX_ADMIN,2025-03-26
2017,IT,H,LARGE,9.83,5.57,19581202176.54,1090672961.23,5522282420.38,78091949.31,1,1,1,1,-25168926.74,1,0,10.68,OECD_CBC_SUMMARY,2025-10-26
2018,PT,M,MEDIUM,9.41,6.87,19639135163.04,1349208585.7,2117732471.75,205651615.74,1,1,0,1,-2048110.33,0,0,7.0,EU_TAX_OBSERVATORY,2024-07-05
2019,BE,R,SMALL,30.35,26.79,19751295904.71,5291372172.87,5719240931.44,579856517.67,0,0,1,1,-76250173.56,0,0,8.61,ACADEMIC_TAXPANEL,2024-08-24
2020,FI,B,MICRO,22.74,16.45,19772381742.98,3252556796.72,3626229848.31,73808717.94,0,0,1,1,34485962.05,1,1,4.56,NATIONAL_CORPORATE_TAX_ADMIN,2024-02-15
2021,LV,G,LARGE,20.73,18.83,19873600289.75,3742198934.56,1647672047.14,379594925.71,1,1,1,0,-46619466.35,1,0,8.09,OECD_CBC_SUMMARY,2024-05-16
2022,RO,L,MEDIUM,26.19,15.95,19974447912.11,3185924441.98,2949015146.35,381836310.04,1,0,1,1,93426878.99,0,0,0.62,EU_TAX_OBSERVATORY,2025-11-01
2023,BG,Q,SMALL,12.13,7.05,20045034056.39,1413174900.98,5371595870.47,110081392.6,1,1,0,1,-26566393.91,1,0,12.74,ACADEMIC_TAXPANEL,2024-10-31
2024,FR,A,MICRO,10.03,5.62,20087987366.25,1128944889.98,5724644903.68,116544769.54,1,0,1,1,76250835.75,1,0,9.26,NATIONAL_CORPORATE_TAX_ADMIN,2025-08-02
2025,LT,F,LARGE,27.83,24.63,20180029094.92,4970341166.08,1735221559.3,1034495184.34,0,0,1,0,77887259.63,1,0,3.91,OECD_CBC_SUMMARY,2024-06-27
2026,SK,K,MEDIUM,26.58,21.77,20277088207.36,4414322102.74,5865264958.78,881848836.5,1,1,1,0,61618990.47,0,0,9.05,EU_TAX_OBSERVATORY,2025-01-14
2010,HR,P,SMALL,26.28,23.08,20312001619.34,4688009973.74,7868261316.77,606191303.51,1,0,1,1,23641318.66,0,0,11.58,ACADEMIC_TAXPANEL,2025-09-19
2011,DE,U,MICRO,17.33,10.51,20390975775.92,2143091554.05,5140819346.29,137487153.86,1,1,1,1,-43171085.64,1,0,7.91,NATIONAL_CORPORATE_TAX_ADMIN,2025-07-17
2012,LU,E,LARGE,9.15,5.71,20477012418.48,1169237409.1,8328465061.67,43876286.91,0,0,1,1,-5108873.44,0,0,9.69,OECD_CBC_SUMMARY,2024-09-22
2013,SI,J,MEDIUM,14.48,9.65,20552188688.43,1983286208.43,7411044690.06,203052254.63,1,0,0,1,69043132.67,0,0,5.9,EU_TAX_OBSERVATORY,2024-08-27
2014,CY,O,SMALL,22.66,17.99,20639310389.55,3713011939.08,8400450406.1,634967863.0,0,1,0,1,-27557999.51,1,0,6.65,ACADEMIC_TAXPANEL,2024-03-12
2015,GR,T,MICRO,19.17,14.5,20709253785.7,3002841798.93,1135214510.54,455129239.93,1,0,1,1,26802560.31,0,0,11.81,NATIONAL_CORPORATE_TAX_ADMIN,2025-07-26
2016,MT,D,LARGE,33.39,21.11,20780968189.47,4386862384.8,3424907032.25,542224924.66,1,0,1,1,70440492.92,0,0,10.56,OECD_CBC_SUMMARY,2025-02-04
2017,ES,I,MEDIUM,22.56,13.57,20836192159.01,2827471275.98,1797510014.91,170540542.24,1,1,1,0,-44723847.76,1,0,2.95,EU_TAX_OBSERVATORY,2025-03-16
2018,CZ,N,SMALL,29.77,20.68,20898148154.86,4321737038.43,3540635218.68,909930802.32,1,0,0,1,5436231.01,1,0,5.47,ACADEMIC_TAXPANEL,2026-01-02
2019,HU,S,MICRO,15.11,11.87,21008614741.97,2493722569.87,3514448380.74,167063778.06,0,0,1,0,-16174879.22,0,0,9.25,NATIONAL_CORPORATE_TAX_ADMIN,2024-04-05
2020,NL,C,LARGE,17.41,15.69,21106023226.61,3311535044.26,5342692050.78,188418249.33,1,0,1,1,88050674.57,0,0,4.75,OECD_CBC_SUMMARY,2025-10-10
2021,SE,H,MEDIUM,9.22,8.02,21178738279.38,1698534810.01,9098681017.2,327397308.36,0,0,1,0,-36036510.09,1,0,3.91,EU_TAX_OBSERVATORY,2024-06-17
2022,DK,M,SMALL,17.27,15.12,21232891495.34,3210413194.1,8613187952.59,191551467.81,1,0,0,1,9123985.86,1,0,9.67,ACADEMIC_TAXPANEL,2024-08-25
2023,IE,R,MICRO,15.06,9.95,21325902079.5,2121927256.91,8468285722.78,367077418.04,0,0,1,0,33569126.0,1,0,6.59,NATIONAL_CORPORATE_TAX_ADMIN,2024-07-01
2024,PL,B,LARGE,28.97,18.2,21389143559.47,3892824127.82,7152662129.13,188036368.86,1,1,1,0,-7843963.9,1,0,3.93,OECD_CBC_SUMMARY,2025-05-05
2025,AT,G,MEDIUM,27.94,20.27,21421781953.35,4342195201.94,5181546969.65,715564004.76,1,1,1,0,87720066.58,1,0,6.62,EU_TAX_OBSERVATORY,2025-05-20
2026,EE,L,SMALL,13.34,8.87,21546297903.1,1911156624.0,5167028011.61,309478331.68,1,1,0,1,27282121.94,1,0,13.65,ACADEMIC_TAXPANEL,2025-08-31
2010,IT,Q,MICRO,32.47,29.13,21586944772.52,6288277012.24,4314034673.69,679139684.35,0,0,1,1,-33150391.51,1,0,3.97,NATIONAL_CORPORATE_TAX_ADMIN,2024-10-30
2011,PT,A,LARGE,33.16,31.05,21665740290.21,6727212360.11,5922047001.73,750616118.98,1,0,1,0,98563655.73,1,0,13.48,OECD_CBC_SUMMARY,2024-01-17
2012,BE,F,MEDIUM,27.99,18.93,21731538827.44,4113780300.03,3211628054.53,402989742.02,1,0,1,1,-24284654.95,1,0,7.21,EU_TAX_OBSERVATORY,2024-12-03
2013,FI,K,SMALL,14.35,8.27,21823480375.17,1804801827.03,9351067160.83,228433228.21,1,0,1,0,20468534.93,1,1,0.38,ACADEMIC_TAXPANEL,2025-06-03
2014,LV,P,MICRO,19.05,11.5,21917917580.64,2520560521.77,7064104433.4,271530038.04,1,0,1,1,66141080.9,1,0,9.6,NATIONAL_CORPORATE_TAX_ADMIN,2024-10-30
2015,RO,U,LARGE,10.49,8.54,21952249458.75,1874722103.78,5158545644.11,389473128.99,1,0,1,0,-51536193.55,0,1,2.73,OECD_CBC_SUMMARY,2024-07-04
2016,BG,E,MEDIUM,32.13,19.28,22066271390.42,4254377124.07,7074782821.2,333254422.52,1,0,0,1,26164716.34,1,0,8.62,EU_TAX_OBSERVATORY,2024-07-12
2017,FR,J,SMALL,29.06,18.7,22094649611.21,4131699477.3,2667169829.54,145026776.52,1,0,1,1,-2701488.65,1,1,4.97,ACADEMIC_TAXPANEL,2024-07-02
2018,LT,O,MICRO,21.84,17.62,22221059405.38,3915350667.23,7974304218.6,95383655.27,0,0,0,1,-49354180.38,1,0,2.22,NATIONAL_CORPORATE_TAX_ADMIN,2025-07-18
2019,SK,T,LARGE,21.21,13.58,22253225024.28,3021987958.3,7493492686.99,616536618.51,1,0,1,1,110848844.16,0,0,6.03,OECD_CBC_SUMMARY,2024-05-21
