civ_ep_elections_election_year,civ_ep_elections_member_state_iso2,civ_ep_elections_constituency_code,civ_ep_elections_party_id,civ_ep_elections_party_group_eu_parl,civ_ep_elections_candidate_id_hash,civ_ep_elections_list_type_code,civ_ep_elections_votes_count,civ_ep_elections_vote_share_pct,civ_ep_elections_seats_won_count,civ_ep_elections_turnout_pct,civ_ep_elections_eligible_voters_count,civ_ep_elections_postal_vote_share_pct,civ_ep_elections_early_vote_flag,civ_ep_elections_gender_of_candidate,civ_ep_elections_age_of_candidate,civ_ep_elections_mep_term_start_date,civ_ep_elections_mep_term_end_date,civ_ep_elections_data_source,civ_ep_elections_data_extract_date
2019,ES,ES_EP_06,ES_P02,OTHER,4f943e61cbf5fd1387b25f75,STV,99118,2.52,1,40.27,9767809,42.62,0,X,64,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-12-07
2024,HR,HR_EP_07,HR_P03,LEFT,a3b93e33e6e92381c6af5b46,PREFERENTIAL,652482,10.807,1,60.73,9941575,29.0,1,M,67,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2024-05-12
2004,FI,FI_EP_08,FI_P04,ECR,e6d5ac86a14dee80fc577b12,OPEN_LIST,68252,1.623,0,41.86,10043803,39.12,0,F,66,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2026-02-08
2009,IE,IE_EP_09,IE_P05,RENEW,b596b83772a78413bc285472,CLOSED_LIST,83193,1.124,0,74.02,10001845,26.96,0,X,70,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-11-26
2014,MT,MT_EP_10,MT_P06,EPP,9a96649443a021e93f94ca20,MIXED,62138,1.206,0,50.9,10123070,20.37,1,M,69,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2024-06-30
2019,SK,SK_EP_11,SK_P07,NI,695926e1db64575db0459d3c,STV,670695,15.69,4,42.04,10168100,15.62,0,F,71,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2025-09-27
2024,BE,BE_EP_12,BE_P08,ID,4ed96f799846d32948e01159,PREFERENTIAL,683060,8.099,3,82.28,10250817,7.71,1,X,69,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-02-23
2004,DK,DK_EP_01,DK_P09,GREENS_EFA,3bdcefaabb434aca41535411,OPEN_LIST,521737,10.105,4,49.2,10494070,34.85,0,M,74,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2024-08-05
2009,GR,GR_EP_02,GR_P10,S&D,da9a7bf0fab159101f123327,CLOSED_LIST,210516,4.433,2,45.51,10435173,10.33,0,F,73,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2024-08-10
2014,LT,LT_EP_03,LT_P11,OTHER,f1b7ac109bb23c39dff05540,MIXED,454460,6.454,3,66.52,10585827,27.61,0,X,73,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-11-20
2019,PT,PT_EP_04,PT_P12,LEFT,a802c5f1efb9e5e50caaf2cc,STV,158783,1.974,0,75.56,10646808,23.93,0,M,74,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2024-02-07
2024,SE,SE_EP_05,SE_P13,ECR,3448bead15eb9a2ecb5789e3,PREFERENTIAL,641165,12.968,2,45.92,10767001,1.07,0,F,75,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2024-03-04
2004,CY,CY_EP_06,CY_P14,RENEW,af5ae870674da95c6b8f072c,OPEN_LIST,1209148,16.437,5,67.95,10825917,31.27,1,X,78,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-02-24
2009,FR,FR_EP_07,FR_P15,EPP,2f621f30b80a0e1088e0756e,CLOSED_LIST,432927,8.978,4,43.68,11039985,17.05,0,M,78,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2025-02-18
2014,IT,IT_EP_08,IT_P16,NI,641907ddc457e0099ebca77f,MIXED,316698,3.72,1,77.65,10962417,14.35,0,F,77,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2025-06-17
2019,NL,NL_EP_09,NL_P17,ID,26a45a710b14019950a68182,STV,897566,12.491,3,65.18,11024549,11.61,0,X,79,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-04-05
2024,SI,SI_EP_10,SI_P18,GREENS_EFA,676efa3c49056e18a7131132,PREFERENTIAL,230363,5.379,1,38.52,11118550,13.65,0,M,79,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2026-01-26
2004,BG,BG_EP_11,BG_P19,S&D,a98897f82ac85491fb7b63e2,OPEN_LIST,543161,7.289,2,65.8,11325471,11.68,0,F,84,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2024-12-24
2009,EE,EE_EP_12,EE_P20,OTHER,b8182e16b78a4c00b07d3f29,CLOSED_LIST,660971,11.471,3,51.21,11251997,10.42,1,X,84,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-12-20
2014,HU,HU_EP_01,HU_P21,LEFT,cccaeac2107cd4fb07154916,MIXED,322769,6.122,2,45.78,11515786,36.94,0,M,83,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2025-09-28
2019,LU,LU_EP_02,LU_P22,ECR,5ac9029aef79b1d01cbbdfe0,STV,921469,14.17,1,56.68,11473066,4.39,0,F,83,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2025-11-28
2024,RO,RO_EP_03,RO_P23,RENEW,292abe1fd9b7d6aa499ba602,PREFERENTIAL,379830,6.484,2,50.03,11708914,15.65,0,X,84,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-08-23
2004,AT,AT_EP_04,AT_P24,EPP,c69ac799f79da8d4b36d0323,OPEN_LIST,829712,8.886,1,79.83,11695959,9.98,0,M,87,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2024-09-30
2009,CZ,CZ_EP_05,CZ_P25,NI,7edb17d1d9f10d19e0c4ce2d,CLOSED_LIST,647315,11.952,4,46.09,11751261,7.76,0,F,19,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2024-12-28
2014,DE,DE_EP_06,DE_P26,ID,6fcf16c713ec04fced77aedc,MIXED,151044,1.515,1,83.73,11908104,18.63,0,X,19,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-03-05
2019,LV,LV_EP_07,LV_P27,GREENS_EFA,974a6e201131987e0118ac66,STV,1103097,16.717,9,54.66,12071849,38.61,0,M,24,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2025-06-16
2024,PL,PL_EP_08,PL_P28,S&D,e699650050beab07c9fc6792,PREFERENTIAL,151156,3.952,1,31.83,12016967,4.18,1,F,22,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2025-08-04
2004,ES,ES_EP_09,ES_P01,OTHER,a5a93aaff3d015b9a6c53d9c,OPEN_LIST,660603,10.192,4,53.86,12034240,31.99,0,X,22,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2026-02-18
2009,HR,HR_EP_10,HR_P02,LEFT,c492416a7fb0c56b00dec283,CLOSED_LIST,338741,4.826,2,57.69,12167996,7.12,0,M,26,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2025-07-03
2014,FI,FI_EP_11,FI_P03,ECR,b4dfabac691db4fc84b846b4,MIXED,1550418,16.876,7,74.6,12315489,35.56,0,F,24,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2024-08-05
2019,IE,IE_EP_12,IE_P04,RENEW,0c5aae649cfc8c894510762a,STV,423050,5.659,0,60.06,12447547,26.38,0,X,25,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-07-04
2024,MT,MT_EP_01,MT_P05,EPP,851fb9945ac731d95f85cfe4,PREFERENTIAL,280677,4.495,1,49.8,12539444,8.63,0,M,27,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2025-09-17
2004,SK,SK_EP_02,SK_P06,NI,c9359f78a664ca65865ac677,OPEN_LIST,413412,10.339,5,31.89,12538691,28.92,0,F,30,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2025-02-01
2009,BE,BE_EP_03,BE_P07,ID,22dc2a207029058c9f0d3986,CLOSED_LIST,280746,5.485,1,40.39,12672899,6.56,0,X,32,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-05-18
2014,DK,DK_EP_04,DK_P08,GREENS_EFA,bc1ad511834629112ae2d1cf,MIXED,540272,12.114,6,35.21,12666556,34.03,0,M,30,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2024-05-27
2019,GR,GR_EP_05,GR_P09,S&D,bc1a966427689dc8f4ff5958,STV,914375,12.002,1,59.85,12729311,36.09,0,F,34,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2024-04-20
2024,LT,LT_EP_06,LT_P10,OTHER,02efa4edd9e3221bd3967760,PREFERENTIAL,1053166,15.195,7,54.17,12795235,31.86,1,X,31,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-08-22
2004,PT,PT_EP_07,PT_P11,LEFT,8ecc7d263e5ab7654923dae0,OPEN_LIST,384696,5.434,1,54.07,13091926,21.36,0,M,33,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2025-08-03
2009,SE,SE_EP_08,SE_P12,ECR,e41a9d900eaf7a2f8e78bd7b,CLOSED_LIST,247381,2.229,1,85.45,12987284,10.1,0,F,33,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2025-03-25
2014,CY,CY_EP_09,CY_P13,RENEW,8e53e7399aeace60c6acf370,MIXED,787387,16.886,6,35.22,13239366,44.9,0,X,35,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-01-27
2019,FR,FR_EP_10,FR_P14,EPP,6633ee25e9dfea2dab9719ef,STV,1605787,14.04,6,85.88,13318160,33.12,0,M,38,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2025-11-02
2024,IT,IT_EP_11,IT_P15,NI,3466b2121803c6ad70e60e0c,PREFERENTIAL,655995,11.752,3,41.69,13389706,13.77,1,F,38,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2025-09-23
2004,NL,NL_EP_12,NL_P16,ID,cdfc83935d5c7df13722a13d,OPEN_LIST,225001,2.469,1,68.58,13290234,30.22,0,X,37,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2026-02-24
2009,SI,SI_EP_01,SI_P17,GREENS_EFA,e322db1b6b94f1b0bdc60050,CLOSED_LIST,281446,2.914,1,71.95,13424457,35.76,0,M,40,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2024-08-29
2014,BG,BG_EP_02,BG_P18,S&D,b7da07496a3de9b304e6fa90,MIXED,876716,13.0,2,49.39,13654113,26.33,0,F,39,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2025-08-29
2019,EE,EE_EP_03,EE_P19,OTHER,40e94659ba855511ac904f6f,STV,885992,16.212,8,40.14,13614770,21.38,0,X,43,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-02-04
2024,HU,HU_EP_04,HU_P20,LEFT,0dfccbdf8f37206a04b49640,PREFERENTIAL,83116,1.638,0,37.19,13647841,29.78,0,M,45,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2024-09-26
2004,LU,LU_EP_05,LU_P21,ECR,7a326ce36cbbe4dd874c7019,OPEN_LIST,324479,7.093,2,33.21,13775258,16.11,0,F,44,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2024-02-15
2009,RO,RO_EP_06,RO_P22,RENEW,5971566454f48c3085a57f77,CLOSED_LIST,858514,8.186,2,75.92,13814710,26.96,0,X,47,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-05-19
2014,AT,AT_EP_07,AT_P23,EPP,19960ecc657d582141a8ecf6,MIXED,1647645,15.322,4,77.18,13932656,15.0,0,M,47,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2024-03-27
2019,CZ,CZ_EP_08,CZ_P24,NI,4adf9c22ad30b8fed5c36d56,STV,962074,10.115,3,67.94,13999426,31.06,0,F,46,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2026-02-25
2024,DE,DE_EP_09,DE_P25,ID,1fe9f7febde9a347f8f9249d,PREFERENTIAL,1541900,14.616,0,73.99,14258176,7.59,1,X,46,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2026-01-25
2004,LV,LV_EP_10,LV_P26,GREENS_EFA,81b6936e9a0d524e964279d2,OPEN_LIST,1493927,12.414,2,83.72,14374195,6.08,1,M,48,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2024-06-07
2009,PL,PL_EP_11,PL_P27,S&D,fef77275bee436d205fea3a7,CLOSED_LIST,928049,9.064,2,71.0,14420379,14.62,0,F,49,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2025-05-07
2014,ES,ES_EP_12,ES_P28,OTHER,ca8112ad48dd946bceb71a45,MIXED,175575,2.986,1,40.47,14529907,8.35,0,X,53,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-04-30
2019,HR,HR_EP_01,HR_P01,LEFT,bdfa8c477206aadc972b9bba,STV,441178,4.171,1,73.02,14485807,25.52,0,M,53,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2025-04-11
2024,FI,FI_EP_02,FI_P02,ECR,1ba5ebb50942f122682eec6e,PREFERENTIAL,161559,2.101,0,52.54,14634763,42.82,1,F,55,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2025-07-10
2004,IE,IE_EP_03,IE_P03,RENEW,fdc960f4830b76715639727d,OPEN_LIST,929661,7.553,0,84.44,14577443,8.82,1,X,56,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-05-11
2009,MT,MT_EP_04,MT_P04,EPP,ca2968681b72cd2202494b82,CLOSED_LIST,408138,3.793,1,72.67,14806373,12.49,0,M,56,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2024-06-22
2014,SK,SK_EP_05,SK_P05,NI,0fe15de9bcee1795f99501c1,MIXED,881388,11.154,0,52.79,14968179,21.45,0,F,55,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2024-06-12
2019,BE,BE_EP_06,BE_P06,ID,41c55680ba7b196d26111f8c,STV,314178,3.269,2,64.37,14931485,28.59,0,X,58,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-02-17
2024,DK,DK_EP_07,DK_P07,GREENS_EFA,e3e9006d0b91f4428c4765bb,PREFERENTIAL,313663,3.948,2,53.26,14916348,27.77,1,M,58,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2025-05-11
2004,GR,GR_EP_08,GR_P08,S&D,9094fed061aee4d72b4ca1e5,OPEN_LIST,59030,0.536,0,72.95,15096900,30.58,0,F,61,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2025-07-25
2009,LT,LT_EP_09,LT_P09,OTHER,d841468feafa1f0a1e58f1e8,CLOSED_LIST,1581143,15.311,4,68.01,15184299,14.74,1,X,62,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-09-30
2014,PT,PT_EP_10,PT_P10,LEFT,c59b74c1182c0462c8224311,MIXED,36627,0.572,0,41.87,15299555,31.24,0,M,61,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2024-05-19
2019,SE,SE_EP_11,SE_P11,ECR,3fc71f48a02768cc13c3d1b7,STV,203526,1.552,0,85.87,15272313,24.18,0,F,61,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2024-01-01
2024,CY,CY_EP_12,CY_P12,RENEW,59d5099f3d9ed960e19e5140,PREFERENTIAL,1097938,13.37,1,53.23,15426938,17.92,0,X,64,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-02-14
2004,FR,FR_EP_01,FR_P13,EPP,70230931567d8debed5cc992,OPEN_LIST,469971,4.145,1,72.57,15624003,40.96,0,M,62,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2025-02-19
2009,IT,IT_EP_02,IT_P14,NI,b914b6a7fe48e8c0cd4ca842,CLOSED_LIST,966198,8.656,3,72.0,15502432,7.7,0,F,65,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2026-02-24
2014,NL,NL_EP_03,NL_P15,ID,46ab8b247fee88d8c72240f3,MIXED,173462,3.918,1,28.35,15616832,4.46,0,X,66,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-07-17
2019,SI,SI_EP_04,SI_P16,GREENS_EFA,ad16fa29fbf18e7cbe3a543f,STV,1607316,14.364,2,70.45,15883630,12.16,0,M,65,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2024-12-03
2024,BG,BG_EP_05,BG_P17,S&D,de021fa38fe92ee7e9667f81,PREFERENTIAL,1403617,16.239,4,54.75,15787574,31.29,0,F,67,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2025-12-26
2004,EE,EE_EP_06,EE_P18,OTHER,6986ad6af27116e7dc5d75c2,OPEN_LIST,576323,9.996,0,36.0,16014707,15.16,0,X,68,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-03-12
2009,HU,HU_EP_07,HU_P19,LEFT,61f83dd4e353cbfe0b8084e6,CLOSED_LIST,796385,6.666,1,74.34,16071831,10.73,0,M,71,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2025-07-05
2014,LU,LU_EP_08,LU_P20,ECR,597e26678e470e2fc933bb78,MIXED,283246,5.609,3,31.55,16006718,0.17,0,F,69,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2025-07-16
2019,RO,RO_EP_09,RO_P21,RENEW,c88ff2f13350ede0a1001c74,STV,2384756,17.115,4,85.39,16317280,4.62,0,X,72,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-09-28
2024,AT,AT_EP_10,AT_P22,EPP,fd8a21d0faccbdb957ba6bb4,PREFERENTIAL,1137780,15.237,6,45.69,16343448,10.65,0,M,75,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2024-11-03
2004,CZ,CZ_EP_11,CZ_P23,NI,7a6202720f085742b88c4681,OPEN_LIST,758658,10.436,3,44.21,16442624,10.23,0,F,75,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2025-03-03
2009,DE,DE_EP_12,DE_P24,ID,c1625c5cb2b5f391bc88a966,CLOSED_LIST,1343614,17.974,9,45.58,16400893,41.19,1,X,74,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2026-02-06
2014,LV,LV_EP_01,LV_P25,GREENS_EFA,630e09c00345f06b3445fc4e,MIXED,567302,8.41,1,40.85,16512084,10.9,0,M,74,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2024-07-07
2019,PL,PL_EP_02,PL_P26,S&D,d91611fc63499ea85d37826a,STV,1715226,16.624,3,61.59,16752250,10.83,0,F,77,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2024-03-12
2024,ES,ES_EP_03,ES_P27,OTHER,d986bcfabf3e3c95b9a2a342,PREFERENTIAL,130436,2.652,0,29.61,16612631,8.57,0,X,80,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-09-05
2004,HR,HR_EP_04,HR_P28,LEFT,2e48431ad3cdcb222bf7b534,OPEN_LIST,623383,7.517,3,49.35,16805514,25.16,0,M,77,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2025-03-17
2009,FI,FI_EP_05,FI_P01,ECR,adab7b762d181a25506a55c7,CLOSED_LIST,507509,8.467,4,35.26,16998652,43.82,0,F,81,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2025-09-13
2014,IE,IE_EP_06,IE_P02,RENEW,20ea1606ea7147497d206be9,MIXED,240495,3.618,1,39.01,17038794,4.77,0,X,79,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-07-22
2019,MT,MT_EP_07,MT_P03,EPP,41ece0c22cf21ec0807ccfad,STV,1488537,11.099,4,78.65,17051446,6.01,0,M,82,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2025-05-02
2024,SK,SK_EP_08,SK_P04,NI,77065b81de88d7c957cbc004,PREFERENTIAL,597307,9.908,3,35.42,17019973,30.2,0,F,83,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2024-06-08
2004,BE,BE_EP_09,BE_P05,ID,7bb149e91fcee1db2abdfcbb,OPEN_LIST,94150,0.949,0,57.77,17166905,6.63,0,X,83,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-09-22
2009,DK,DK_EP_10,DK_P06,GREENS_EFA,90e6f8a6c0d1b5be92fa6f30,CLOSED_LIST,54834,0.466,0,67.97,17310521,5.38,0,M,83,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2025-11-14
2014,GR,GR_EP_11,GR_P07,S&D,b9afebcf3a3bd357f942833f,MIXED,82793,0.674,0,70.32,17456667,31.72,0,F,86,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2025-03-06
2019,LT,LT_EP_12,LT_P08,OTHER,bc44782341231056c20e30c3,STV,147534,1.925,1,43.89,17464259,37.96,0,X,87,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-08-05
2024,PT,PT_EP_01,PT_P09,LEFT,4b9382bde577c6fa7ca2061c,PREFERENTIAL,711718,11.785,2,34.14,17689309,35.12,0,M,20,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2025-07-22
2004,SE,SE_EP_02,SE_P10,ECR,c41ac31f769994845ae2b9c0,OPEN_LIST,185880,3.466,2,30.27,17714826,13.19,0,F,21,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2024-09-27
2009,CY,CY_EP_03,CY_P11,RENEW,98768d4909ed9f94f48a1840,CLOSED_LIST,1939672,15.504,5,70.52,17740291,36.77,0,X,21,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-06-28
2014,FR,FR_EP_04,FR_P12,EPP,f500737d27578844b6283a58,MIXED,586159,7.368,3,44.55,17857050,15.76,0,M,25,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2025-09-13
2019,IT,IT_EP_05,IT_P13,NI,805bd4e823e744796eac72e1,STV,588880,4.797,1,68.3,17975017,40.14,0,F,24,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2025-10-28
2024,NL,NL_EP_06,NL_P14,ID,b5a5d72cf4e56996d2c16170,PREFERENTIAL,1407363,15.918,0,49.37,17908083,0.57,0,X,26,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-12-19
2004,SI,SI_EP_07,SI_P15,GREENS_EFA,5024b4bc60647da0e20b2ef4,OPEN_LIST,2076707,13.89,6,82.66,18087885,36.18,1,M,26,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2024-03-03
2009,BG,BG_EP_08,BG_P16,S&D,751d6c3f131f3e3dd3858741,CLOSED_LIST,1813911,11.757,3,84.7,18214789,44.0,1,F,29,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2024-05-07
2014,EE,EE_EP_09,EE_P17,OTHER,ba5da3f094ec08219324715b,MIXED,1067534,9.157,1,63.75,18288068,8.81,0,X,28,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-05-10
2019,HU,HU_EP_10,HU_P18,LEFT,c1f58d2b0260406954b3d77c,STV,1231024,17.164,4,39.13,18329082,42.16,0,M,30,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2024-06-19
2024,LU,LU_EP_11,LU_P19,ECR,383607c528e365724ac42221,PREFERENTIAL,754394,9.155,2,44.57,18488872,10.11,0,F,32,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2024-12-18
2004,RO,RO_EP_12,RO_P20,RENEW,2d78ced3bfb39228205c9e44,OPEN_LIST,542412,4.322,2,68.28,18379333,0.3,0,X,30,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-03-19
2009,AT,AT_EP_01,AT_P21,EPP,bba478aa57d33fb3f80b647b,CLOSED_LIST,239449,2.709,1,47.41,18644196,10.98,1,M,32,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2024-08-16
2014,CZ,CZ_EP_02,CZ_P22,NI,2b6a868bb1a651910ec01a7e,MIXED,980258,13.108,4,39.89,18747249,27.16,1,F,32,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2024-05-09
2019,DE,DE_EP_03,DE_P23,ID,785c69e198e9d7027c1a9c37,STV,1445421,10.017,2,76.44,18877206,32.55,0,X,35,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-11-16
2024,LV,LV_EP_04,LV_P24,GREENS_EFA,b8dfb6d78b3b8b057e7b37ac,PREFERENTIAL,1406516,12.528,6,59.7,18805809,19.14,0,M,35,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2025-11-09
2004,PL,PL_EP_05,PL_P25,S&D,e88865ffc076677783cb43ff,OPEN_LIST,814203,8.246,4,52.0,18988883,28.08,0,F,38,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2025-04-20
2009,ES,ES_EP_06,ES_P26,OTHER,6e55535b21a988fe408ba285,CLOSED_LIST,1130523,9.345,2,63.68,18997313,39.83,0,X,36,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-12-12
2014,HR,HR_EP_07,HR_P27,LEFT,de8670aae0d5f34c5f2b06c1,MIXED,466988,8.343,1,29.13,19214981,24.47,0,M,40,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2024-10-28
2019,FI,FI_EP_08,FI_P28,ECR,25cca35add0578bce577db2c,STV,2294975,13.961,6,85.75,19170811,15.69,0,F,38,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2024-04-17
2024,IE,IE_EP_09,IE_P01,RENEW,6bcfb25e59b697344e30f6ec,PREFERENTIAL,2088804,15.3,4,70.86,19266042,25.97,0,X,40,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-08-12
2004,MT,MT_EP_10,MT_P02,EPP,a2517ae6f3cebc75f5ad2595,OPEN_LIST,301207,4.883,2,31.97,19296193,14.34,0,M,42,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2025-04-01
2009,SK,SK_EP_11,SK_P03,NI,89d49f1fbe385840188a364e,CLOSED_LIST,1227966,9.428,2,66.99,19442114,24.2,0,F,43,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2025-11-23
2014,BE,BE_EP_12,BE_P04,ID,d62765f1852f9a10ca32d596,MIXED,305591,3.736,2,41.95,19497075,25.32,1,X,45,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-07-16
2019,DK,DK_EP_01,DK_P05,GREENS_EFA,b72fdccb34af312bff96672b,STV,1103883,15.058,8,37.62,19487156,30.59,0,M,43,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2025-08-06
