travel_passenger_reference_month,travel_passenger_mode_code,travel_passenger_origin_airport_station_code,travel_passenger_destination_airport_station_code,travel_passenger_origin_country_iso2,travel_passenger_destination_country_iso2,travel_passenger_intra_eu_flag,travel_passenger_schengen_flag,travel_passenger_passenger_count,travel_passenger_seat_capacity_count,travel_passenger_load_factor_pct,travel_passenger_avg_fare_eur,travel_passenger_delay_minutes_avg,travel_passenger_cancellation_rate_pct,travel_passenger_co2e_kg_per_passenger,travel_passenger_operator_code,travel_passenger_regulation_261_claims_count,travel_passenger_data_provider,travel_passenger_data_quality_flag,travel_passenger_data_extract_date
2021-08,RAIL,BKOA,GTBR,SE,GR,1,0,860,1264,68.04,155.42,19.03,1.7,5.711,OPSEGR151,22,ERA,REVISED,2024-10-23
2021-09,AIR,ODR,RKC,CY,MT,1,0,844,1050,80.38,280.66,1.74,5.28,51.075,OPCYMT152,34,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-12-26
2021-10,RAIL,LCOI,QLBZ,FR,ES,1,0,802,1021,78.55,44.11,14.81,0.63,10.471,OPFRES153,33,AIRLINE_REPORTING,FLAGGED,2026-02-10
2021-11,AIR,URN,XYY,IT,CZ,1,1,1001,1366,73.28,85.53,2.72,6.91,22.031,OPITCZ154,35,RAIL_OPERATOR_REPORTING,IMPUTED,2024-03-27
2021-12,RAIL,VUOQ,ADBH,NL,HU,1,1,992,1664,59.62,124.22,15.44,2.22,3.444,OPNLHU155,32,EUROCONTROL,OK,2024-01-03
2022-01,AIR,AFJ,DMU,SI,NL,1,1,939,1041,90.2,266.28,31.57,7.17,91.643,OPSINL156,42,ERA,REVISED,2026-01-13
2022-02,RAIL,FMOY,KVBP,BG,SE,1,0,973,1464,66.46,167.39,20.55,3.18,2.647,OPBGSE157,33,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-11-20
2022-03,AIR,GTF,JAQ,EE,DK,1,1,820,957,85.68,416.83,46.03,5.36,36.935,OPEEDK158,39,AIRLINE_REPORTING,FLAGGED,2024-09-03
2022-04,RAIL,PEOG,UNBX,HU,IE,1,1,964,1355,71.14,18.82,4.24,1.89,13.295,OPHUIE159,29,RAIL_OPERATOR_REPORTING,IMPUTED,2025-01-17
2022-05,AIR,MHB,POM,LU,PL,1,0,853,1359,62.77,174.02,11.77,7.59,55.112,OPLUPL160,51,EUROCONTROL,OK,2024-11-13
2022-06,RAIL,ZWOO,EFBF,RO,AT,1,1,792,1197,66.17,101.47,2.32,2.8,1.982,OPROAT161,36,ERA,REVISED,2025-01-31
2022-07,AIR,SVX,VCI,AT,EE,1,1,701,1269,55.24,367.93,2.18,5.56,90.767,OPATEE162,35,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-12-25
2022-08,RAIL,JOOW,OXBN,CZ,IT,1,1,871,952,91.49,103.26,9.68,2.02,3.654,OPCZIT163,42,AIRLINE_REPORTING,FLAGGED,2024-10-11
2022-09,AIR,YJT,BQE,DE,PT,1,1,1060,1432,74.02,290.95,29.56,0.12,51.46,OPDEPT164,35,RAIL_OPERATOR_REPORTING,IMPUTED,2026-02-06
2022-10,RAIL,TGOE,YPBV,LV,BE,1,0,1005,1129,89.02,108.47,9.56,0.4,7.791,OPLVBE165,37,EUROCONTROL,OK,2024-01-01
2022-11,AIR,EXP,HEA,PL,FI,1,1,801,1379,58.09,360.23,6.5,1.2,21.654,OPPLFI166,38,ERA,REVISED,2025-05-04
2022-12,RAIL,DYOM,IHBD,ES,LV,1,0,835,1049,79.6,108.69,22.69,2.95,11.704,OPESLV167,44,NATIONAL_AVIATION_AUTH,ESTIMATED,2026-02-09
2023-01,AIR,KLL,NSW,HR,RO,1,0,1093,1966,55.6,378.43,30.88,4.56,59.035,OPHRRO168,52,AIRLINE_REPORTING,FLAGGED,2025-02-17
2023-02,RAIL,NQOU,SZBL,FI,BG,1,1,743,879,84.53,139.25,14.73,2.96,3.26,OPFIBG169,43,RAIL_OPERATOR_REPORTING,IMPUTED,2024-07-16
2023-03,AIR,QZH,TGS,IE,FR,1,1,741,872,84.98,174.41,29.75,5.45,83.335,OPIEFR170,46,EUROCONTROL,OK,2024-07-28
2023-04,RAIL,XIOC,CRBT,MT,LT,1,1,878,1082,81.15,152.93,3.93,1.53,7.011,OPMTLT171,47,ERA,REVISED,2024-09-01
2023-05,AIR,WND,ZUO,SK,AT,1,1,747,818,91.32,370.58,4.81,2.4,60.054,OPSKAT172,60,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-04-28
2023-06,RAIL,HAOK,MJBB,BE,HR,1,1,738,998,73.95,161.65,15.0,1.27,5.57,OPBEHR173,50,AIRLINE_REPORTING,FLAGGED,2025-06-26
2023-07,AIR,CBZ,FIK,DK,DE,1,1,833,1258,66.22,338.63,33.63,1.46,42.997,OPDKDE174,59,RAIL_OPERATOR_REPORTING,IMPUTED,2024-06-06
2023-08,RAIL,RSOS,WBBJ,GR,LU,1,1,1024,1730,59.19,124.29,24.45,0.91,12.185,OPGRLU175,52,EUROCONTROL,OK,2026-02-17
2023-09,AIR,IPV,LWG,LT,SI,1,1,771,1120,68.84,267.57,11.41,0.86,78.032,OPLTSI176,65,ERA,REVISED,2024-01-25
2023-10,RAIL,BKOA,GTBR,PT,CY,1,0,999,1349,74.05,81.73,21.36,2.47,10.013,OPPTCY177,52,NATIONAL_AVIATION_AUTH,ESTIMATED,2026-01-29
2023-11,AIR,ODR,RKC,SE,GR,1,1,1064,1906,55.82,94.76,43.03,1.2,30.318,OPSEGR178,73,AIRLINE_REPORTING,FLAGGED,2025-08-20
2023-12,RAIL,LCOI,QLBZ,CY,MT,1,0,1037,1172,88.48,12.97,10.04,2.7,12.695,OPCYMT179,51,RAIL_OPERATOR_REPORTING,IMPUTED,2024-11-09
2024-01,AIR,URN,XYY,FR,ES,1,1,1028,1120,91.79,163.76,34.06,2.0,35.443,OPFRES180,75,EUROCONTROL,OK,2026-01-13
2024-02,RAIL,VUOQ,ADBH,IT,CZ,1,1,809,1277,63.35,125.43,19.59,1.2,2.316,OPITCZ181,54,ERA,REVISED,2024-06-01
2024-03,AIR,AFJ,DMU,NL,HU,1,1,829,1026,80.8,43.04,23.22,4.03,9.391,OPNLHU182,72,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-02-25
2024-04,RAIL,FMOY,KVBP,SI,NL,1,0,955,1576,60.6,71.06,3.15,2.02,2.482,OPSINL183,60,AIRLINE_REPORTING,FLAGGED,2025-09-17
2024-05,AIR,GTF,JAQ,BG,SE,1,0,918,1047,87.68,229.13,18.03,2.57,38.068,OPBGSE184,63,RAIL_OPERATOR_REPORTING,IMPUTED,2024-02-01
2024-06,RAIL,PEOG,UNBX,EE,DK,1,1,843,1505,56.01,124.66,23.36,2.84,11.114,OPEEDK185,63,EUROCONTROL,OK,2025-05-16
2024-07,AIR,MHB,POM,HU,IE,1,1,879,1436,61.21,221.82,45.48,5.96,43.582,OPHUIE186,58,ERA,REVISED,2025-07-31
2024-08,RAIL,ZWOO,EFBF,LU,PL,1,1,860,1078,79.78,44.02,24.6,2.78,5.678,OPLUPL187,60,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-07-21
2024-09,AIR,SVX,VCI,RO,AT,1,1,1093,1233,88.65,269.05,48.39,1.06,36.757,OPROAT188,69,AIRLINE_REPORTING,FLAGGED,2025-05-15
2024-10,RAIL,JOOW,OXBN,AT,EE,1,1,829,1363,60.82,40.88,21.68,0.69,10.005,OPATEE189,65,RAIL_OPERATOR_REPORTING,IMPUTED,2025-07-02
2024-11,AIR,YJT,BQE,CZ,IT,1,1,1003,1822,55.05,361.93,11.86,1.35,35.954,OPCZIT190,72,EUROCONTROL,OK,2025-10-02
2024-12,RAIL,TGOE,YPBV,DE,PT,1,1,1032,1405,73.45,29.76,22.09,2.67,8.049,OPDEPT191,67,ERA,REVISED,2025-07-10
2025-01,AIR,EXP,HEA,LV,BE,1,0,996,1087,91.63,417.85,43.24,6.11,23.125,OPLVBE192,76,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-01-04
2025-02,RAIL,DYOM,IHBD,PL,FI,1,1,956,1213,78.81,140.69,21.8,0.25,11.93,OPPLFI193,64,AIRLINE_REPORTING,FLAGGED,2025-07-29
2025-03,AIR,KLL,NSW,ES,LV,1,1,965,1440,67.01,275.69,32.86,0.39,27.639,OPESLV194,76,RAIL_OPERATOR_REPORTING,IMPUTED,2025-01-19
2025-04,RAIL,NQOU,SZBL,HR,RO,1,1,978,1526,64.09,147.49,13.12,0.69,3.331,OPHRRO195,4,EUROCONTROL,OK,2025-12-12
2025-05,AIR,QZH,TGS,FI,BG,1,1,864,1054,81.97,409.87,38.65,0.29,61.516,OPFIBG196,7,ERA,REVISED,2024-10-24
2025-06,RAIL,XIOC,CRBT,IE,FR,1,1,907,1543,58.78,106.89,22.97,2.5,8.88,OPIEFR197,9,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-11-09
2025-07,AIR,WND,ZUO,MT,LT,1,1,833,1251,66.59,363.35,41.45,4.32,93.758,OPMTLT198,16,AIRLINE_REPORTING,FLAGGED,2025-06-12
2025-08,RAIL,HAOK,MJBB,SK,AT,1,1,874,1385,63.1,44.13,17.31,1.01,13.819,OPSKAT199,14,RAIL_OPERATOR_REPORTING,IMPUTED,2024-03-04
2025-09,AIR,CBZ,FIK,BE,HR,1,1,833,1209,68.9,63.77,54.68,6.12,24.162,OPBEHR200,28,EUROCONTROL,OK,2025-11-06
2025-10,RAIL,RSOS,WBBJ,DK,DE,1,1,1016,1719,59.1,47.35,2.66,1.11,13.486,OPDKDE201,10,ERA,REVISED,2024-06-30
2025-11,AIR,IPV,LWG,GR,LU,1,1,912,997,91.47,78.75,11.65,4.53,25.825,OPGRLU202,25,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-09-11
2025-12,RAIL,BKOA,GTBR,LT,SI,1,0,1015,1223,82.99,134.2,15.9,2.59,2.536,OPLTSI203,17,AIRLINE_REPORTING,FLAGGED,2025-10-09
2026-01,AIR,ODR,RKC,PT,CY,1,0,900,1087,82.8,249.55,25.22,1.03,74.348,OPPTCY204,30,RAIL_OPERATOR_REPORTING,IMPUTED,2024-07-01
2026-02,RAIL,LCOI,QLBZ,SE,GR,1,1,1065,1263,84.32,9.87,8.5,2.3,5.829,OPSEGR205,20,EUROCONTROL,OK,2024-06-05
2026-03,AIR,URN,XYY,CY,MT,1,1,866,1042,83.11,82.88,10.76,4.85,38.854,OPCYMT206,15,ERA,REVISED,2024-07-13
2026-04,RAIL,VUOQ,ADBH,FR,ES,1,1,1214,1761,68.94,83.14,8.51,0.21,6.603,OPFRES207,16,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-09-27
2026-05,AIR,AFJ,DMU,IT,CZ,1,1,1189,1547,76.86,234.89,33.3,1.63,19.904,OPITCZ208,20,AIRLINE_REPORTING,FLAGGED,2025-04-20
2026-06,RAIL,FMOY,KVBP,NL,HU,1,1,1182,1362,86.78,96.56,12.5,1.1,8.318,OPNLHU209,20,RAIL_OPERATOR_REPORTING,IMPUTED,2024-01-31
2026-07,AIR,GTF,JAQ,SI,NL,1,0,1059,1512,70.04,49.82,35.53,4.34,54.369,OPSINL210,28,EUROCONTROL,OK,2024-10-04
2026-08,RAIL,PEOG,UNBX,BG,SE,1,1,862,1180,73.05,92.66,7.18,0.36,12.24,OPBGSE211,25,ERA,REVISED,2025-04-25
2026-09,AIR,MHB,POM,EE,DK,1,1,885,1063,83.25,127.22,25.58,0.94,77.855,OPEEDK212,35,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-09-28
2026-10,RAIL,ZWOO,EFBF,HU,IE,1,1,1152,1314,87.67,147.12,14.18,1.85,7.381,OPHUIE213,28,AIRLINE_REPORTING,FLAGGED,2025-01-08
2026-11,AIR,SVX,VCI,LU,PL,1,0,919,1389,66.16,419.37,51.87,1.94,57.11,OPLUPL214,33,RAIL_OPERATOR_REPORTING,IMPUTED,2025-10-15
2026-12,RAIL,JOOW,OXBN,RO,AT,1,1,878,1191,73.72,25.04,7.65,3.44,11.054,OPROAT215,27,EUROCONTROL,OK,2024-08-17
2018-01,AIR,YJT,BQE,AT,EE,1,0,911,1161,78.47,304.59,31.95,7.28,33.203,OPATEE216,30,ERA,REVISED,2024-01-13
2018-02,RAIL,TGOE,YPBV,CZ,IT,1,0,1163,1632,71.26,31.21,6.78,1.11,1.858,OPCZIT217,27,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-06-09
2018-03,AIR,EXP,HEA,DE,PT,1,1,1062,1477,71.9,77.65,38.19,1.89,37.819,OPDEPT218,38,AIRLINE_REPORTING,FLAGGED,2025-03-04
2018-04,RAIL,DYOM,IHBD,LV,BE,1,1,1193,1323,90.17,145.49,9.78,0.23,5.712,OPLVBE219,29,RAIL_OPERATOR_REPORTING,IMPUTED,2024-12-29
2018-05,AIR,KLL,NSW,PL,FI,1,1,1098,1350,81.33,239.2,15.66,3.5,48.422,OPPLFI220,26,EUROCONTROL,OK,2024-04-15
2018-06,RAIL,NQOU,SZBL,ES,LV,1,1,1046,1465,71.4,86.34,21.83,3.13,1.197,OPESLV221,31,ERA,REVISED,2024-08-12
2018-07,AIR,QZH,TGS,HR,RO,1,1,985,1472,66.92,225.68,12.41,4.88,92.675,OPHRRO222,32,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-12-18
2018-08,RAIL,XIOC,CRBT,FI,BG,1,1,1220,1633,74.71,48.27,1.39,1.18,1.213,OPFIBG223,29,AIRLINE_REPORTING,FLAGGED,2025-09-11
2018-09,AIR,WND,ZUO,IE,FR,1,1,1193,2019,59.09,47.29,9.23,0.75,71.198,OPIEFR224,38,RAIL_OPERATOR_REPORTING,IMPUTED,2025-06-29
2018-10,RAIL,HAOK,MJBB,MT,LT,1,1,1076,1384,77.75,69.64,6.36,1.04,7.284,OPMTLT225,30,EUROCONTROL,OK,2025-06-03
2018-11,AIR,CBZ,FIK,SK,AT,1,1,1267,1627,77.87,30.41,28.09,1.47,18.863,OPSKAT226,40,ERA,REVISED,2025-04-05
2018-12,RAIL,RSOS,WBBJ,BE,HR,1,1,1187,2048,57.96,80.49,21.34,2.36,3.855,OPBEHR227,35,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-05-05
2019-01,AIR,IPV,LWG,DK,DE,1,1,1019,1375,74.11,255.51,36.75,7.8,80.999,OPDKDE228,44,AIRLINE_REPORTING,FLAGGED,2024-09-19
2019-02,RAIL,BKOA,GTBR,GR,LU,1,1,1190,1305,91.19,139.07,14.48,2.19,8.842,OPGRLU229,39,RAIL_OPERATOR_REPORTING,IMPUTED,2024-09-10
2019-03,AIR,ODR,RKC,LT,SI,1,0,985,1712,57.54,179.05,38.66,7.42,11.932,OPLTSI230,59,EUROCONTROL,OK,2025-09-06
2019-04,RAIL,LCOI,QLBZ,PT,CY,1,0,1022,1248,81.89,119.81,19.96,2.06,8.471,OPPTCY231,38,ERA,REVISED,2024-06-30
2019-05,AIR,URN,XYY,SE,GR,1,1,1098,1387,79.16,349.85,52.71,7.43,22.786,OPSEGR232,62,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-10-23
2019-06,RAIL,VUOQ,ADBH,CY,MT,1,1,1002,1186,84.49,88.72,19.05,2.45,12.543,OPCYMT233,40,AIRLINE_REPORTING,FLAGGED,2025-09-22
2019-07,AIR,AFJ,DMU,FR,ES,1,1,1205,1610,74.84,154.24,54.3,4.36,91.415,OPFRES234,54,RAIL_OPERATOR_REPORTING,IMPUTED,2024-07-02
2019-08,RAIL,FMOY,KVBP,IT,CZ,1,1,1092,1692,64.54,84.69,15.88,3.47,10.237,OPITCZ235,44,EUROCONTROL,OK,2025-05-28
2019-09,AIR,GTF,JAQ,NL,HU,1,1,1075,1264,85.05,413.78,50.51,6.94,52.651,OPNLHU236,64,ERA,REVISED,2024-03-23
2019-10,RAIL,PEOG,UNBX,SI,NL,1,1,981,1356,72.35,161.31,22.13,0.57,6.06,OPSINL237,43,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-08-11
2019-11,AIR,MHB,POM,BG,SE,1,1,938,1314,71.39,327.17,22.77,4.32,67.763,OPBGSE238,68,AIRLINE_REPORTING,FLAGGED,2025-05-13
2019-12,RAIL,ZWOO,EFBF,EE,DK,1,1,945,1071,88.24,169.2,11.18,1.91,1.197,OPEEDK239,54,RAIL_OPERATOR_REPORTING,IMPUTED,2024-08-05
2020-01,AIR,SVX,VCI,HU,IE,1,1,1240,1382,89.73,270.79,35.31,1.95,67.727,OPHUIE240,65,EUROCONTROL,OK,2025-12-29
2020-02,RAIL,JOOW,OXBN,LU,PL,1,0,934,1338,69.81,93.67,19.71,2.31,3.455,OPLUPL241,55,ERA,REVISED,2025-08-23
2020-03,AIR,YJT,BQE,RO,AT,1,1,989,1546,63.97,388.69,5.82,6.16,17.931,OPROAT242,53,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-12-11
2020-04,RAIL,TGOE,YPBV,AT,EE,1,1,1168,1920,60.83,14.43,1.09,3.21,11.459,OPATEE243,53,AIRLINE_REPORTING,FLAGGED,2024-10-27
2020-05,AIR,EXP,HEA,CZ,IT,1,1,1329,1489,89.25,403.62,52.59,6.9,45.509,OPCZIT244,58,RAIL_OPERATOR_REPORTING,IMPUTED,2026-02-15
2020-06,RAIL,DYOM,IHBD,DE,PT,1,1,1082,1601,67.58,108.27,23.57,3.07,11.131,OPDEPT245,50,EUROCONTROL,OK,2025-08-06
2020-07,AIR,KLL,NSW,LV,BE,1,1,1168,1742,67.05,259.19,24.94,6.21,17.765,OPLVBE246,54,ERA,REVISED,2025-02-02
2020-08,RAIL,NQOU,SZBL,PL,FI,1,1,1289,1446,89.14,65.97,1.08,3.36,13.336,OPPLFI247,56,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-11-01
2020-09,AIR,QZH,TGS,ES,LV,1,1,1004,1807,55.56,403.74,10.65,1.61,34.945,OPESLV248,56,AIRLINE_REPORTING,FLAGGED,2025-06-05
2020-10,RAIL,XIOC,CRBT,HR,RO,1,1,1266,1505,84.12,41.83,3.56,0.61,1.155,OPHRRO249,54,RAIL_OPERATOR_REPORTING,IMPUTED,2025-09-28
2020-11,AIR,WND,ZUO,FI,BG,1,0,1188,2037,58.32,161.54,43.48,4.46,83.964,OPFIBG250,55,EUROCONTROL,OK,2024-03-10
2020-12,RAIL,HAOK,MJBB,IE,FR,1,0,1264,1565,80.77,129.26,23.32,1.19,5.645,OPIEFR251,56,ERA,REVISED,2025-01-22
2021-01,AIR,CBZ,FIK,MT,LT,1,1,1274,1451,87.8,86.04,52.43,1.77,21.477,OPMTLT252,78,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-01-24
2021-02,RAIL,RSOS,WBBJ,SK,AT,1,1,1032,1510,68.34,125.26,19.9,1.54,8.836,OPSKAT253,60,AIRLINE_REPORTING,FLAGGED,2024-09-02
2021-03,AIR,IPV,LWG,BE,HR,1,1,1315,1755,74.93,375.17,1.15,2.79,73.028,OPBEHR254,67,RAIL_OPERATOR_REPORTING,IMPUTED,2024-09-29
2021-04,RAIL,BKOA,GTBR,DK,DE,1,1,1241,1891,65.63,73.17,3.78,0.78,11.96,OPDKDE255,62,EUROCONTROL,OK,2026-01-10
2021-05,AIR,ODR,RKC,GR,LU,1,1,987,1148,85.98,224.94,3.9,1.72,9.237,OPGRLU256,65,ERA,REVISED,2025-05-22
2021-06,RAIL,LCOI,QLBZ,LT,SI,1,0,1064,1310,81.22,172.61,0.89,0.05,9.31,OPLTSI257,69,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-08-17
2021-07,AIR,URN,XYY,PT,CY,1,1,1222,1562,78.23,276.12,35.33,6.26,77.554,OPPTCY258,77,AIRLINE_REPORTING,FLAGGED,2024-12-25
2021-08,RAIL,VUOQ,ADBH,SE,GR,1,1,1219,1760,69.26,77.79,8.38,1.57,11.872,OPSEGR259,72,RAIL_OPERATOR_REPORTING,IMPUTED,2025-07-24
2021-09,AIR,AFJ,DMU,CY,MT,1,1,1110,1530,72.55,333.29,21.41,6.14,49.209,OPCYMT260,22,EUROCONTROL,OK,2024-04-13
2021-10,RAIL,FMOY,KVBP,FR,ES,1,0,1286,1517,84.77,9.36,14.56,3.15,1.073,OPFRES261,3,ERA,REVISED,2024-06-07
2021-11,AIR,GTF,JAQ,IT,CZ,1,1,1074,1566,68.58,247.76,36.61,7.92,64.576,OPITCZ262,19,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-04-11
2021-12,RAIL,PEOG,UNBX,NL,HU,1,1,1378,1587,86.83,9.62,4.37,2.94,6.221,OPNLHU263,6,AIRLINE_REPORTING,FLAGGED,2025-08-01
2022-01,AIR,MHB,POM,SI,NL,1,1,1371,2079,65.95,76.33,22.91,4.91,17.39,OPSINL264,23,RAIL_OPERATOR_REPORTING,IMPUTED,2025-09-17
2022-02,RAIL,ZWOO,EFBF,BG,SE,1,0,1040,1458,71.33,125.59,14.93,1.26,5.756,OPBGSE265,15,EUROCONTROL,OK,2025-11-13
2022-03,AIR,SVX,VCI,EE,DK,1,1,1170,1320,88.64,203.54,20.36,2.79,54.628,OPEEDK266,18,ERA,REVISED,2024-05-10
2022-04,RAIL,JOOW,OXBN,HU,IE,1,0,1039,1276,81.43,166.3,3.98,0.15,9.373,OPHUIE267,13,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-06-10
2022-05,AIR,YJT,BQE,LU,PL,1,1,1063,1229,86.49,87.92,9.32,5.43,84.182,OPLUPL268,11,AIRLINE_REPORTING,FLAGGED,2024-01-02
2022-06,RAIL,TGOE,YPBV,RO,AT,1,1,1097,1198,91.57,109.53,24.83,1.15,11.543,OPROAT269,9,RAIL_OPERATOR_REPORTING,IMPUTED,2025-08-23
2022-07,AIR,EXP,HEA,AT,EE,1,1,1181,1364,86.58,210.85,52.41,1.53,22.928,OPATEE270,33,EUROCONTROL,OK,2025-02-14
2022-08,RAIL,DYOM,IHBD,CZ,IT,1,0,1402,2065,67.89,151.14,4.76,0.59,10.932,OPCZIT271,11,ERA,REVISED,2025-11-10
2022-09,AIR,KLL,NSW,DE,PT,1,1,1213,1452,83.54,393.2,29.34,6.27,39.209,OPDEPT272,12,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-12-06
2022-10,RAIL,NQOU,SZBL,LV,BE,1,1,1059,1587,66.73,20.86,8.17,2.01,11.814,OPLVBE273,15,AIRLINE_REPORTING,FLAGGED,2025-06-23
2022-11,AIR,QZH,TGS,PL,FI,1,0,1125,1847,60.91,114.75,28.85,6.09,46.924,OPPLFI274,30,RAIL_OPERATOR_REPORTING,IMPUTED,2024-05-05
2022-12,RAIL,XIOC,CRBT,ES,LV,1,1,1222,1384,88.29,122.81,9.83,0.13,9.243,OPESLV275,25,EUROCONTROL,OK,2025-02-08
2023-01,AIR,WND,ZUO,HR,RO,1,0,1328,1507,88.12,263.43,3.5,3.27,92.674,OPHRRO276,27,ERA,REVISED,2024-01-11
2023-02,RAIL,HAOK,MJBB,FI,BG,1,1,1368,2039,67.09,72.96,8.4,2.58,12.351,OPFIBG277,19,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-07-04
2023-03,AIR,CBZ,FIK,IE,FR,1,1,1125,1638,68.68,213.11,45.67,3.4,89.919,OPIEFR278,28,AIRLINE_REPORTING,FLAGGED,2024-01-28
2023-04,RAIL,RSOS,WBBJ,MT,LT,1,1,1210,1520,79.61,153.32,17.52,3.48,9.804,OPMTLT279,20,RAIL_OPERATOR_REPORTING,IMPUTED,2025-11-16
2023-05,AIR,IPV,LWG,SK,AT,1,1,1076,1719,62.59,279.08,41.02,0.22,67.792,OPSKAT280,45,EUROCONTROL,OK,2026-01-08
2023-06,RAIL,BKOA,GTBR,BE,HR,1,1,1182,1755,67.35,130.33,4.92,2.78,11.391,OPBEHR281,31,ERA,REVISED,2026-02-20
2023-07,AIR,ODR,RKC,DK,DE,1,1,1116,1229,90.81,21.15,40.34,5.84,48.482,OPDKDE282,42,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-01-12
2023-08,RAIL,LCOI,QLBZ,GR,LU,1,1,1211,1907,63.5,117.35,11.31,1.73,8.383,OPGRLU283,25,AIRLINE_REPORTING,FLAGGED,2024-01-12
2023-09,AIR,URN,XYY,LT,SI,1,1,1246,1410,88.37,254.79,33.56,1.68,21.311,OPLTSI284,41,RAIL_OPERATOR_REPORTING,IMPUTED,2025-11-30
2023-10,RAIL,VUOQ,ADBH,PT,CY,1,0,1376,1754,78.45,45.27,16.85,1.48,8.366,OPPTCY285,32,EUROCONTROL,OK,2024-08-28
2023-11,AIR,AFJ,DMU,SE,GR,1,1,1354,2434,55.63,349.37,43.16,7.2,81.702,OPSEGR286,37,ERA,REVISED,2025-06-20
2023-12,RAIL,FMOY,KVBP,CY,MT,1,1,1094,1591,68.76,178.47,10.07,2.14,7.604,OPCYMT287,37,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-06-23
2024-01,AIR,GTF,JAQ,FR,ES,1,0,1196,1598,74.84,380.07,28.15,5.24,59.265,OPFRES288,37,AIRLINE_REPORTING,FLAGGED,2025-10-06
2024-02,RAIL,PEOG,UNBX,IT,CZ,1,1,1451,1908,76.05,139.33,20.39,1.2,8.193,OPITCZ289,35,RAIL_OPERATOR_REPORTING,IMPUTED,2025-06-16
2024-03,AIR,MHB,POM,NL,HU,1,1,1108,1569,70.62,233.98,46.19,2.66,68.617,OPNLHU290,50,EUROCONTROL,OK,2024-05-19
2024-04,RAIL,ZWOO,EFBF,SI,NL,1,0,1245,1798,69.24,112.7,13.0,2.1,3.632,OPSINL291,41,ERA,REVISED,2024-01-19
2024-05,AIR,SVX,VCI,BG,SE,1,1,1167,1290,90.47,354.27,50.93,5.62,40.792,OPBGSE292,52,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-01-28
2024-06,RAIL,JOOW,OXBN,EE,DK,1,1,1345,1897,70.9,69.98,6.32,1.74,8.878,OPEEDK293,33,AIRLINE_REPORTING,FLAGGED,2026-02-15
2024-07,AIR,YJT,BQE,HU,IE,1,1,1259,2010,62.64,419.95,4.37,1.08,54.984,OPHUIE294,59,RAIL_OPERATOR_REPORTING,IMPUTED,2024-04-17
2024-08,RAIL,TGOE,YPBV,LU,PL,1,0,1476,1998,73.87,162.4,2.15,0.81,13.381,OPLUPL295,45,EUROCONTROL,OK,2026-01-20
2024-09,AIR,EXP,HEA,RO,AT,1,1,1302,1726,75.43,254.2,26.0,0.02,32.467,OPROAT296,58,ERA,REVISED,2025-06-29
2024-10,RAIL,DYOM,IHBD,AT,EE,1,0,1154,1326,87.03,113.31,5.8,3.17,1.804,OPATEE297,44,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-12-24
2024-11,AIR,KLL,NSW,CZ,IT,1,1,1278,1817,70.34,195.71,28.68,7.34,10.917,OPCZIT298,59,AIRLINE_REPORTING,FLAGGED,2024-11-15
2024-12,RAIL,NQOU,SZBL,DE,PT,1,1,1123,1427,78.7,110.83,9.52,2.31,6.706,OPDEPT299,40,RAIL_OPERATOR_REPORTING,IMPUTED,2024-11-10
2025-01,AIR,QZH,TGS,LV,BE,1,1,1283,1419,90.42,92.12,45.56,3.64,64.224,OPLVBE300,61,EUROCONTROL,OK,2024-12-21
2025-02,RAIL,XIOC,CRBT,PL,FI,1,0,1212,2197,55.17,120.57,3.51,0.06,4.645,OPPLFI301,49,ERA,REVISED,2026-01-06
2025-03,AIR,WND,ZUO,ES,LV,1,1,1438,2177,66.05,236.67,16.52,0.36,71.043,OPESLV302,57,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-05-23
