biz_output_reporting_quarter,biz_output_industry_cluster_code,biz_output_shipment_value_inr,biz_output_new_orders_value_inr,biz_output_capacity_utilization_pct,biz_output_unit_labor_cost_index,biz_output_export_share_pct,biz_output_import_penetration_pct,biz_output_domestic_market_share_pct,biz_output_price_competitiveness_index,biz_output_innovation_intensity_score,biz_output_capital_investment_inr,biz_output_r_and_d_spend_inr,biz_output_automation_adoption_index,biz_output_supply_chain_concentration_index,biz_output_supplier_risk_score,biz_output_customer_concentration_index,biz_output_energy_intensity_btu_output,biz_output_carbon_intensity_tons_output,biz_output_benchmark_peer_group
2019Q3,CL8026,54251258663.82,7922833736.1,59.39,108.86,36.08,25.38,56.96,87.26,36.03,18804082130.51,849652401.22,49.81,0.2846,63.61,0.3506,151185.03,0.2159,export_oriented
2024Q4,CL7906,33585533619.51,10769409277.28,83.57,103.45,19.59,13.61,85.82,114.58,71.85,75645795219.27,4857110748.55,50.29,0.2714,25.23,0.4257,12654.3,0.3115,export_oriented
2024Q1,CL9036,47309363401.67,7519465292.12,57.96,116.53,15.63,27.25,85.43,90.62,58.81,21605162823.47,1437213923.45,21.38,0.2508,27.53,0.4302,26275.52,0.6114,tier2_cities
2017Q2,CL4460,7834383805.31,1631444800.89,66.13,127.76,45.83,22.08,53.82,110.34,58.63,28153962192.61,743319790.53,60.29,0.1167,37.88,0.1946,46568.78,0.2408,north
2026Q2,CL7694,34826550050.64,8359909838.16,73.44,101.63,6.61,20.04,90.92,94.06,39.33,3882788112.15,788281280.51,55.07,0.084,44.73,0.2322,18202.89,0.2923,tier1_metros
2015Q2,CL6559,38710881146.62,6810947383.4,77.79,116.59,26.89,14.83,81.62,97.1,55.73,13873767225.22,11386332336.89,25.91,0.2126,67.64,0.3078,23706.96,0.6122,east
2017Q1,CL1291,27249917158.49,4818576622.16,67.18,129.28,8.86,8.23,96.25,103.42,47.74,5436036678.26,3625746531.96,19.78,0.1651,8.72,0.2908,10423.68,0.6234,east
2015Q4,CL8385,45786668028.59,12634509172.27,60.75,124.46,39.71,26.72,51.99,125.96,37.02,53751329500.29,3492835731.71,25.71,0.5059,9.9,0.3322,40886.5,0.3461,tier1_metros
2020Q1,CL8796,33483787290.84,5108349875.19,84.15,117.18,4.59,18.41,97.07,82.27,54.12,12347214079.97,23157285359.42,64.27,0.3697,24.31,0.2877,22317.97,0.3473,tier1_metros
2021Q4,CL7835,16362774454.77,5046185880.37,69.09,94.38,14.63,16.27,88.6,120.47,57.62,11053679361.49,8242258429.13,21.13,0.561,58.28,0.505,62409.77,0.226,tier1_metros
2024Q2,CL9953,15717535269.4,2264387763.6,69.38,101.88,20.23,14.27,78.23,85.38,71.99,118561840277.79,1274846951.53,23.6,0.321,66.35,0.3229,10996.16,0.2641,west
2021Q4,CL6089,30463569246.45,12077783384.11,81.94,109.63,17.2,37.53,69.41,105.92,52.85,305103741172.07,10910410908.02,49.8,0.2716,59.75,0.3618,90059.38,0.6003,east
2023Q1,CL8362,202213221760.85,49916897562.6,74.05,105.49,31.45,20.54,70.82,85.71,48.42,6356731641.02,830822379.44,39.33,0.2052,29.54,0.2248,33549.94,0.2626,domestic_focused
2024Q4,CL6171,29390136417.99,6116907791.83,66.03,105.3,54.05,13.3,55.02,87.4,60.93,20536020805.78,1789161813.96,57.28,0.3634,68.39,0.5583,80170.54,0.2372,export_oriented
2017Q4,CL1828,43287614556.97,14012949902.82,89.3,103.82,22.4,32.81,86.05,91.79,67.98,142821807181.82,374404330.05,13.22,0.0615,54.58,0.5143,61373.78,0.6012,rural
2021Q2,CL8765,39478088968.39,13242892547.71,71.26,90.8,0.0,6.35,97.93,82.34,35.09,15318587506.62,5343979444.7,19.2,0.0759,45.75,0.275,19689.19,0.7229,export_oriented
2024Q2,CL4994,41637611695.66,9895251232.95,64.65,87.47,47.82,21.73,52.31,107.5,50.27,10150076078.66,5216958376.11,34.23,0.1751,78.97,0.3353,22320.93,0.1741,national
2026Q4,CL8857,119280994564.17,22952047146.41,90.55,102.65,16.44,15.03,86.98,124.36,50.22,133736024852.53,3042777317.13,19.84,0.4423,19.42,0.2072,53322.88,0.7408,north
2019Q2,CL6089,30855161606.47,2290602372.95,76.51,89.79,19.06,18.92,78.25,81.64,53.34,59565530016.74,2585073498.22,47.06,0.2039,28.57,0.2479,15859.37,0.3215,tier1_metros
2018Q1,CL7962,13581519753.38,1732733359.92,80.22,95.81,26.98,23.65,65.22,81.78,78.72,46417202778.22,2083836559.12,49.6,0.1989,31.93,0.108,25251.65,1.97,rural
2015Q4,CL8179,164461583884.74,34673724030.94,71.07,89.18,13.41,22.08,93.31,127.84,12.47,35203304423.69,271128774.14,1.01,0.143,15.67,0.4482,71679.68,0.4001,east
2019Q1,CL6306,55653490607.53,8497625894.04,74.88,78.15,26.46,12.92,74.45,105.09,69.81,18446962940.37,1241078512.9,57.94,0.6128,29.22,0.3334,21282.9,0.2272,domestic_focused
2021Q3,CL6329,22157448406.66,6028017688.17,62.75,104.27,45.39,16.35,57.87,94.82,51.12,73548824104.12,5360970615.01,66.88,0.3422,48.72,0.4941,27626.96,1.4117,domestic_focused
2024Q3,CL5663,29527404638.77,8358460850.73,57.72,95.75,34.24,8.42,65.59,101.9,38.7,9828799530.89,3253418631.18,23.85,0.2461,87.95,0.2081,22029.32,0.1852,east
2016Q4,CL9811,46222850351.05,12277829923.49,98.0,89.91,12.63,0.0,86.88,118.41,27.33,14916089747.26,840297040.67,40.93,0.308,33.79,0.37,28858.99,0.1848,national
2025Q3,CL3603,13973642286.21,2138394333.74,65.31,91.84,32.66,21.76,61.59,80.14,92.83,21442821623.29,844780975.55,29.72,0.396,58.82,0.4774,17721.15,0.3151,tier1_metros
2015Q2,CL2357,162333175851.86,56120776906.12,60.77,96.17,21.43,24.71,79.58,116.15,23.4,113956674637.57,1376065283.49,41.44,0.0622,82.55,0.3263,24303.52,0.1479,tier2_cities
2017Q4,CL2450,27454918946.18,9921051888.69,76.43,125.07,25.45,16.55,81.8,121.39,25.04,135320949560.01,14260799580.8,44.35,0.1793,37.12,0.3439,44651.12,0.1303,north
2025Q1,CL9472,14144932867.09,2095910368.94,75.01,120.26,11.67,17.33,94.05,101.05,59.84,33761072351.11,2628191094.52,67.66,0.2075,46.78,0.4053,19151.49,0.3717,tier2_cities
2021Q4,CL6613,184600465181.4,12162945898.63,79.86,113.82,27.22,29.75,80.65,88.12,42.02,27249037523.24,2814907004.32,44.27,0.2516,42.42,0.2534,63716.42,0.6658,west
2020Q1,CL6498,13319610057.93,4347514444.6,91.62,102.03,13.14,9.72,85.65,80.51,43.32,7480869233.5,573125896.05,18.13,0.1145,17.82,0.161,26510.26,0.4992,export_oriented
2025Q3,CL9140,20576583710.66,2048243412.58,89.28,83.9,9.25,17.73,89.39,79.58,24.02,8968821820.12,6417367648.16,61.7,0.3641,31.52,0.3233,9998.88,0.1856,west
2016Q3,CL5801,135163212582.57,39385094655.95,59.97,100.26,35.91,0.0,62.0,104.34,52.46,9988356599.81,296217682.0,52.1,0.2518,24.08,0.1125,19229.79,0.3848,national
2023Q3,CL2800,30852314512.52,9525661089.99,57.33,103.51,0.0,16.35,100.0,86.66,48.33,14647544268.91,918789229.0,46.69,0.6511,32.26,0.2001,55731.56,0.0834,export_oriented
2021Q2,CL2070,26887932015.13,8245564202.73,70.4,93.95,19.87,8.15,85.97,105.44,48.91,11635307218.26,27370766515.46,22.43,0.302,59.71,0.0902,10709.36,0.4301,tier1_metros
2016Q3,CL8160,69611514281.99,13319964514.88,75.48,80.83,27.57,11.42,72.9,93.47,1.82,9308826684.38,1204825850.72,80.01,0.1546,61.34,0.2599,56413.32,0.6987,export_oriented
2017Q3,CL4330,71830646851.67,19312899339.13,58.42,110.57,26.66,22.06,65.61,94.72,26.06,23156474254.83,575375229.61,68.1,0.0615,50.81,0.4115,101517.32,0.1335,export_oriented
2015Q2,CL2994,16007635959.06,4806753807.28,85.38,93.35,23.74,10.78,76.22,111.65,37.01,73619847698.61,1134328243.24,56.34,0.4973,51.41,0.2917,63617.26,0.2655,rural
2023Q3,CL6691,10312009774.84,2721571742.67,76.94,106.88,15.94,6.67,81.13,77.23,52.36,46974132444.36,2680207148.06,68.18,0.3524,18.51,0.4024,22161.7,0.5239,rural
2015Q1,CL5788,8847767485.79,2406542549.6,79.59,102.73,2.41,19.97,98.58,99.68,78.98,7854210154.96,320990470.28,32.29,0.2687,31.06,0.0873,30381.43,0.3644,national
2025Q2,CL1198,40194051685.15,10159244296.0,70.49,97.7,30.2,35.28,65.07,70.95,65.4,36496909632.74,5014958106.81,36.71,0.252,48.15,0.2131,50351.42,0.0845,west
2018Q1,CL6199,26800349660.33,10094875805.1,86.21,106.92,26.91,14.54,77.91,119.72,57.46,36147065220.34,1020281822.21,23.46,0.4937,13.69,0.1195,23444.17,0.2982,east
2016Q2,CL3308,116900942274.35,27165812047.97,73.09,106.15,8.56,17.43,86.8,82.99,40.55,9753730742.96,649141452.82,75.47,0.6086,44.53,0.2438,75426.73,0.3641,tier1_metros
2019Q3,CL3221,116601693889.59,18494251014.06,80.12,111.64,13.89,36.43,74.99,108.1,47.55,40936432580.18,3586856479.29,60.65,0.4688,29.02,0.405,13739.74,1.2515,export_oriented
2023Q1,CL4835,60209764391.56,8608262613.01,61.83,95.84,9.32,29.19,78.51,78.31,51.33,3161252407.19,6719705963.12,61.46,0.239,51.84,0.2312,16784.23,0.2419,north
2026Q2,CL1068,62241183164.43,14773582368.18,73.76,93.14,42.75,16.39,51.98,131.93,58.06,4792936135.65,868972605.65,35.77,0.186,50.61,0.2064,37330.7,0.3196,north
2017Q1,CL6125,111529757292.67,24260091805.38,82.66,109.93,40.08,0.0,49.95,83.47,20.58,161581981526.07,1782648948.86,66.08,0.4652,37.21,0.4377,16326.93,0.4869,south
2022Q3,CL6513,26606029004.29,5080614062.08,70.82,100.7,33.39,4.14,68.66,121.32,20.98,5902941285.53,2655022589.3,0.0,0.0346,29.36,0.1512,57487.6,0.1948,export_oriented
2018Q1,CL2823,74461113139.57,10383281154.58,86.47,111.69,29.88,10.51,71.84,81.4,11.68,5009028013.78,811745677.03,55.47,0.337,36.87,0.3128,98955.18,0.3577,export_oriented
2020Q4,CL8495,34781920712.86,13345421771.9,86.31,110.75,25.15,25.34,76.61,87.86,11.57,36221004801.54,1913757039.7,9.64,0.4798,49.94,0.27,52403.33,0.2405,national
2016Q1,CL1006,58176216661.41,21839052569.86,59.29,94.35,32.06,17.72,70.93,81.82,35.53,7697936109.1,2057999644.54,39.59,0.2329,17.68,0.4337,43604.04,0.6084,north
2024Q2,CL4824,56672105420.35,11781523901.82,78.9,120.38,29.84,28.11,73.58,115.08,58.14,15183909080.71,1046231138.91,49.14,0.425,18.32,0.2574,60342.09,3.3836,east
2023Q4,CL5183,99294002724.9,21920437538.43,51.16,108.8,24.71,9.89,70.21,109.4,52.8,34208856036.03,2205838770.6,30.25,0.2978,52.03,0.1596,32517.93,0.8735,east
2019Q4,CL1103,43338682857.69,9977199007.79,69.71,102.03,0.0,12.73,100.0,85.71,35.0,27925894912.94,508746226.18,25.25,0.4114,51.19,0.4112,44066.03,0.4256,tier2_cities
2019Q2,CL2892,26948102314.73,6519970878.92,85.75,97.07,14.39,8.63,88.3,83.47,51.21,10180098461.81,503489169.34,33.42,0.3725,42.23,0.4466,31173.58,0.1434,north
2017Q4,CL4635,66475678338.75,13225555972.74,85.3,110.62,22.67,22.47,86.9,88.78,70.47,13030489385.97,14021999628.75,39.25,0.3076,50.13,0.5929,28639.87,0.1657,east
2021Q1,CL8750,16092001160.67,3882406134.67,66.53,75.83,26.85,17.34,79.27,92.01,38.44,65618498268.7,662962006.68,50.16,0.4655,20.03,0.1188,7276.49,0.7059,export_oriented
2020Q4,CL9746,17759469264.29,5239280938.16,76.89,106.07,25.65,31.89,67.55,115.16,23.89,46193442224.16,2224853980.08,49.21,0.0512,50.22,0.0889,46025.16,0.179,tier2_cities
2024Q3,CL6596,337534087041.94,60004220784.31,78.85,103.8,27.45,14.67,71.16,107.18,39.76,16283506334.21,1143266086.34,51.51,0.3126,45.06,0.2609,50880.06,0.8219,north
2026Q3,CL3141,26178579390.39,5478487550.96,86.1,70.0,21.87,28.7,76.14,82.99,39.55,33991335835.27,5402127279.86,30.11,0.1111,0.0,0.1071,96018.68,0.1638,south
2020Q3,CL1281,60365636095.13,11351666634.82,65.19,97.16,19.12,8.98,69.18,132.36,44.78,7440428855.98,264438496.93,60.75,0.1749,22.23,0.0344,18861.37,0.3025,national
2026Q1,CL6251,28886720832.27,9371226545.92,70.31,101.17,32.83,9.57,67.07,90.34,23.96,10849996859.86,1360195385.25,37.11,0.233,79.28,0.1963,34383.79,0.0938,rural
2026Q4,CL5264,5671574829.66,1904037259.38,81.31,99.48,31.92,15.86,71.31,104.01,20.03,11379566173.56,3569677365.93,54.94,0.4624,61.68,0.3067,67489.18,1.0902,tier1_metros
2025Q1,CL1581,44340280836.38,8992473613.64,79.7,93.79,45.41,20.25,55.31,115.49,25.66,29416017661.72,2024799288.06,6.53,0.3227,33.02,0.0681,58096.23,0.2894,national
2023Q3,CL3163,15102890537.48,4616917378.24,80.03,83.7,11.32,5.66,80.69,81.36,35.94,6798014336.38,1762745216.74,29.47,0.2308,73.4,0.4101,24530.2,0.0955,north
2017Q2,CL7231,98019643417.99,27955830916.56,53.96,83.92,16.9,0.0,82.98,103.56,39.97,17091028831.95,459498201.54,9.4,0.2324,48.6,0.2547,69017.37,0.4382,north
2018Q3,CL2516,43165550366.52,12506641317.82,80.38,98.45,1.98,19.97,95.71,105.7,5.53,29872048476.86,3871899742.67,17.79,0.2751,66.2,0.434,20988.81,0.4313,national
2025Q2,CL1499,50599883379.09,7916398737.63,67.67,100.47,22.95,9.12,79.57,106.6,16.92,64874647184.46,333385597.33,25.37,0.3647,36.81,0.3695,91075.95,0.339,south
2025Q1,CL7651,42321123081.63,14129455469.96,73.88,118.83,3.16,21.9,92.42,95.68,54.14,12000650884.69,1070993056.44,15.69,0.5633,46.79,0.1554,16931.81,0.1194,west
2020Q3,CL4530,25498534861.39,6714912270.94,72.02,114.04,24.05,7.88,80.81,106.15,27.5,10863401322.25,2054126151.51,64.59,0.3374,52.47,0.4097,24149.81,0.2306,export_oriented
2021Q4,CL9726,28883840716.55,3818539896.01,57.78,109.24,31.98,16.45,62.13,82.81,65.39,13124395424.54,872060145.27,56.55,0.4235,32.74,0.2291,25937.86,0.6169,north
2016Q4,CL5946,17177094070.05,2793608383.59,50.68,114.26,20.51,14.47,76.86,105.43,28.14,19158960859.37,881868287.51,40.25,0.345,43.99,0.46,45973.69,0.2501,domestic_focused
2024Q2,CL5694,61155786198.06,7856098782.27,69.68,111.58,0.0,6.29,90.82,127.35,21.42,14402692620.16,1650558225.54,38.81,0.2327,47.17,0.0549,15361.19,0.5568,east
2026Q2,CL6998,10679013748.93,2422368505.6,81.19,111.73,3.54,22.8,91.96,80.23,69.92,34663711827.11,7619211852.82,31.49,0.3017,46.77,0.1693,48677.16,0.3582,west
2016Q1,CL1745,53350803348.29,13699214310.73,85.84,105.43,32.19,26.77,53.16,86.2,0.0,154965837073.35,1150009204.86,38.98,0.3041,37.69,0.0972,15828.77,0.6435,tier2_cities
2024Q2,CL6939,52937310808.56,6996128307.7,61.42,117.84,21.39,21.36,84.21,95.73,58.36,13632036789.03,3902768249.49,22.18,0.1649,60.33,0.4941,38766.72,0.293,tier2_cities
2022Q1,CL9370,53952907105.74,15304098603.07,72.61,111.16,14.01,19.74,86.31,76.92,63.84,19054163045.78,10083435515.44,69.47,0.1622,27.61,0.4054,8890.79,0.223,rural
2016Q1,CL9620,30434960523.74,7484472962.03,82.03,121.01,26.73,10.65,75.18,115.38,77.25,12139911089.91,1387603095.16,66.89,0.0365,72.15,0.3442,28130.23,0.3017,tier2_cities
2016Q3,CL3901,15447190396.24,4010008178.16,61.35,105.45,20.66,23.4,75.26,93.27,18.11,29575678018.79,873362388.16,24.02,0.6828,81.56,0.0336,17648.31,0.6007,tier2_cities
2024Q2,CL6472,115262339157.38,19357697338.49,73.39,98.44,26.07,21.49,74.11,81.97,25.88,42620663899.54,566621955.58,23.57,0.2783,45.44,0.5003,31681.18,0.0843,tier1_metros
2021Q4,CL4606,98678433805.6,22166974955.87,55.86,99.3,30.51,13.21,68.01,101.1,78.68,2669282091.32,362737268.12,50.67,0.2907,20.37,0.1611,169425.41,0.2021,national
2015Q4,CL5292,69360288111.82,15007678770.68,76.74,103.32,18.25,8.05,81.31,107.6,42.64,20880741576.98,4250774570.69,50.84,0.2795,62.33,0.3452,33108.4,0.1232,tier2_cities
2019Q1,CL7138,47542690872.37,2611538635.19,72.96,85.77,26.37,13.13,86.8,105.67,31.36,12790840174.53,1509710292.98,43.8,0.5168,63.96,0.1483,23535.88,0.2844,north
2022Q2,CL9443,22768356464.46,7438100896.05,98.0,109.71,35.4,13.01,67.87,126.03,40.93,7721171719.05,1252060150.23,62.29,0.3152,65.9,0.0824,15334.99,0.2318,export_oriented
2021Q3,CL5778,26103771398.58,5835138722.54,70.64,126.16,21.37,20.75,77.3,134.99,68.98,14908117102.22,4539800744.68,39.79,0.137,51.82,0.2247,31969.15,0.2086,national
2019Q1,CL6134,45466748457.73,8688966402.88,58.37,113.53,35.72,7.34,68.34,100.13,46.89,28083875311.37,4006100508.88,52.4,0.3218,9.93,0.2928,30104.94,0.1272,domestic_focused
2018Q2,CL6529,95245928488.93,24864354302.15,72.96,97.41,38.05,33.43,64.88,100.44,46.38,14032601381.57,1701004197.04,66.15,0.1817,44.23,0.2596,149951.45,0.5156,north
2018Q1,CL5199,51367540915.82,17102035105.4,68.11,115.29,6.02,23.77,84.59,112.3,56.34,64483153001.94,4114813347.21,7.4,0.5617,27.87,0.4949,30624.62,1.1053,domestic_focused
2019Q4,CL4478,13853921399.18,3432289068.57,87.01,76.28,41.01,33.44,53.9,105.2,47.66,18952476361.95,4617989990.76,67.49,0.0604,19.8,0.0764,12587.8,0.7777,national
2019Q4,CL1380,35773300837.44,6950260085.82,78.79,120.72,20.48,14.44,78.63,102.09,15.58,14545538340.35,2008557701.97,44.74,0.3066,47.62,0.0728,28117.63,0.1442,north
2022Q1,CL3543,137175667444.99,42953309112.5,76.6,85.72,11.06,27.53,83.04,117.96,36.76,46819547154.92,904822997.87,32.19,0.376,51.77,0.1446,239252.76,0.8914,tier1_metros
2019Q1,CL9328,108016452213.7,29108790993.09,65.93,99.87,31.57,12.12,83.42,133.89,54.96,149331841401.23,3115934236.07,38.34,0.1567,33.11,0.5751,66793.98,0.1616,export_oriented
2023Q3,CL1230,97844700501.22,5642530008.86,91.62,95.37,12.02,52.42,89.0,103.65,59.38,20370464312.87,6755661413.83,0.0,0.5096,47.6,0.4091,23127.29,0.6479,north
2022Q3,CL1485,85146518307.65,24737469846.75,85.72,106.64,35.64,14.6,66.51,121.01,43.7,16176711329.64,2352411203.57,35.33,0.0543,31.54,0.2536,5657.65,0.1408,west
2020Q3,CL1417,58452911453.57,10272521224.5,76.52,125.67,16.43,3.73,88.06,99.76,25.89,41970311480.71,1443595532.11,36.75,0.424,20.01,0.31,44613.44,0.4104,west
2016Q4,CL3506,53677483831.99,15068382496.11,72.61,106.67,10.56,25.87,77.83,77.75,18.5,12089579863.92,1258466756.82,14.3,0.4322,17.89,0.3379,46925.02,0.1419,domestic_focused
2022Q1,CL2140,17852003488.94,3758836633.94,73.34,83.6,18.38,9.68,77.66,79.31,48.86,21286020212.34,2568955072.08,64.97,0.1512,46.35,0.3582,50565.78,0.2886,north
2017Q1,CL1046,261333049725.2,13066652486.26,60.53,109.47,34.34,19.82,66.68,87.18,99.3,18257045426.85,3456591711.21,50.36,0.1432,21.01,0.3016,50577.55,0.1084,west
2024Q3,CL4278,50066247520.0,16396530963.61,86.24,91.2,16.19,10.72,88.94,85.65,41.65,37468939696.57,4688137440.1,66.1,0.1905,24.1,0.2712,26282.88,0.7752,rural
2020Q3,CL4967,32013976977.09,10223861592.32,65.62,99.64,19.57,18.16,80.37,101.63,49.78,13181630079.36,2531788227.04,35.71,0.4707,44.97,0.0038,29285.07,0.7266,tier2_cities
2024Q1,CL9549,77655381139.77,7576089706.52,74.7,92.52,23.43,9.62,76.22,92.42,59.0,9932569030.3,3657096115.17,59.05,0.5954,9.22,0.2055,48937.43,0.4709,tier2_cities
2017Q3,CL4271,116567080248.94,20134457914.02,58.8,114.37,14.8,6.95,74.95,84.27,51.53,33421674464.02,8622573625.15,26.68,0.2628,69.8,0.1443,25663.08,0.4304,national
2020Q1,CL3638,51216057841.89,14773318190.1,62.38,117.77,46.44,8.46,46.71,86.81,46.28,7237312597.78,1304821816.48,39.43,0.5415,6.85,0.409,9975.29,0.2422,rural
2025Q1,CL8980,17439283136.84,2911188055.88,75.08,122.44,16.58,31.38,82.19,99.41,42.19,34865669512.45,22016984781.58,22.12,0.3454,56.46,0.2217,24922.29,0.4916,south
2017Q2,CL6642,36445523458.11,11542388509.99,78.42,116.43,12.8,24.77,88.91,103.82,45.46,1340991985.04,1673811068.84,62.65,0.0758,41.39,0.6396,11037.39,0.1715,export_oriented
2023Q2,CL6037,42220989939.47,9554366598.03,72.11,96.66,0.0,33.08,97.33,119.2,14.26,29620243945.5,1619389932.28,69.32,0.5291,82.18,0.2646,13749.39,0.3394,east
2015Q1,CL9057,136601593740.76,33774508287.73,89.44,104.79,20.41,11.29,73.87,96.17,77.41,6456454810.66,1917050932.39,42.12,0.1839,29.62,0.1785,39758.51,0.5349,south
2020Q3,CL9191,89937001723.16,22671127106.6,65.45,104.27,0.0,37.68,100.0,111.05,67.78,11688194376.15,3933209209.15,55.09,0.3061,40.12,0.3726,19053.0,0.1192,tier2_cities
2019Q2,CL8160,88188114131.94,11711894266.98,77.15,101.71,11.33,7.61,87.4,89.89,77.21,81247825579.26,1669029640.76,43.21,0.2428,50.43,0.4091,65760.92,0.2305,export_oriented
2021Q3,CL1298,67685720531.42,20154878236.19,62.16,95.92,32.96,19.0,77.13,107.34,24.61,8430929027.16,1626335598.77,55.82,0.1128,60.8,0.3371,50076.2,0.1415,west
2026Q4,CL2774,72563240319.3,12808818959.78,80.53,117.47,25.1,27.25,79.13,98.42,27.77,8230665954.08,3741981176.32,23.73,0.1227,38.71,0.1483,26773.15,0.4134,south
2018Q4,CL4670,194683403556.84,31536563452.43,80.45,99.3,19.67,16.58,83.96,88.27,76.91,14776421681.02,6650713834.46,51.29,0.2515,28.6,0.5185,31865.12,1.1778,west
2016Q4,CL6100,14513357336.95,3192898811.92,61.39,113.89,33.71,12.57,56.02,114.98,50.05,30513790151.19,4220454990.84,64.5,0.1921,55.65,0.1353,25753.51,0.2202,tier1_metros
2015Q4,CL8629,41323843707.13,13713820273.18,69.53,83.58,31.63,0.0,61.26,93.62,39.35,11868049983.85,2300350912.44,65.84,0.2739,17.03,0.0937,28493.57,0.1756,national
2016Q3,CL6659,18951762144.29,3244920219.29,73.94,81.65,49.54,12.34,54.24,93.47,31.41,15910017278.55,2725231253.71,29.21,0.3315,18.66,0.5392,34156.45,0.2809,export_oriented
2021Q1,CL3625,13401611139.43,670080556.97,71.59,84.84,18.56,20.36,80.07,117.31,33.92,29692589481.14,4816221844.85,41.5,0.4688,61.48,0.1369,13418.67,0.1708,export_oriented
2018Q3,CL7509,30256001903.67,9383520843.66,78.74,114.52,28.18,7.22,78.58,108.94,53.85,22551266467.16,820540003.7,1.56,0.3051,82.3,0.2691,34554.93,0.1548,south
2019Q3,CL9191,43154188047.4,4283659778.81,71.67,117.98,15.18,7.62,82.37,106.34,58.1,15661359198.99,1425789404.42,48.01,0.2692,61.97,0.1232,79321.54,0.3332,north
2018Q1,CL9481,11760137180.36,4190958118.68,66.34,95.45,31.29,5.99,73.23,105.1,53.93,14293182326.78,2509229535.93,26.51,0.1946,35.61,0.1633,24004.67,0.386,national
2024Q3,CL8498,20667923318.66,4819341132.35,63.37,101.81,42.5,18.92,64.07,83.52,88.47,5931370316.93,6725928440.25,17.44,0.0809,51.03,0.0563,6974.84,0.3863,national
2020Q1,CL4914,79839340027.04,24039382355.31,58.34,104.91,10.02,46.17,96.2,130.23,37.25,47776952204.09,769634275.34,43.58,0.1134,37.03,0.3446,17345.14,0.5103,domestic_focused
2022Q1,CL9740,110358611634.39,34472217645.32,70.51,114.01,13.84,2.12,86.22,99.88,24.78,17418020650.39,2696894717.75,36.14,0.0703,31.91,0.0626,29197.41,0.2358,domestic_focused
2024Q2,CL3343,84432898328.78,10749171335.79,77.87,105.64,21.96,16.09,75.96,105.29,64.86,4125217643.1,2445251603.79,35.38,0.2373,47.64,0.0729,140351.81,0.4039,tier2_cities
2016Q2,CL1898,26329050900.49,2308515474.27,60.14,110.89,17.08,19.97,91.26,114.54,61.7,6966548407.4,1832865660.69,35.31,0.0856,29.7,0.1537,14331.46,0.1747,export_oriented
2019Q4,CL7549,48982450867.27,10714693833.24,82.43,113.23,0.0,21.17,99.28,99.76,28.74,40069887562.94,1184216251.59,72.75,0.3154,35.62,0.1451,12521.82,0.4543,export_oriented
2016Q2,CL3980,103505813161.06,24592774332.59,71.2,106.77,30.31,19.7,61.96,98.81,51.09,3796822499.84,454344986.62,37.23,0.2734,31.04,0.3005,6124.93,0.6626,north
2019Q2,CL3407,82594677730.4,11654717601.46,49.44,95.88,7.74,18.83,95.9,117.01,57.51,28962337288.38,1379546696.01,28.12,0.0782,21.0,0.6421,80710.68,0.1771,west
2020Q3,CL6665,86378815102.79,16737353720.34,72.85,101.86,22.57,14.14,74.42,100.82,36.13,24278799948.04,1549184532.8,24.03,0.1827,50.0,0.152,51799.95,0.625,east
2018Q4,CL1576,44172209442.5,9236612261.86,62.8,125.64,25.63,16.26,67.92,123.25,23.1,12588227955.61,1046963098.78,40.3,0.2122,33.03,0.27,54034.53,0.1744,tier1_metros
2016Q4,CL4692,66966751496.21,8277398517.17,76.68,96.75,13.44,14.88,94.01,89.27,57.38,47839909957.74,927459043.82,43.16,0.2532,0.0,0.3291,102621.99,0.5082,east
2018Q4,CL5506,39962670688.24,10099990714.4,87.25,105.44,16.95,0.0,74.92,112.5,73.28,27785202786.77,753878001.01,61.68,0.164,51.55,0.1274,46851.42,0.3236,tier2_cities
2019Q4,CL3275,105453750230.66,35431586095.01,72.46,89.29,6.26,12.71,94.47,93.59,11.33,36216140227.25,2622603014.71,35.59,0.4635,75.14,0.1196,23585.26,0.9003,export_oriented
2017Q2,CL6046,30182421954.43,6423402031.15,72.5,98.07,30.83,24.72,60.09,88.7,27.07,19270219562.14,2227041417.62,39.69,0.0894,69.01,0.0944,102309.26,0.1944,south
2019Q4,CL7777,21362426368.3,6458777547.24,70.88,96.16,21.2,10.11,72.33,107.73,29.13,13030055714.28,726963358.19,27.07,0.1798,52.44,0.3357,15293.28,0.3691,south
