demo_nativity_estimate_year,demo_nativity_puma_code,demo_nativity_nativity_category,demo_nativity_country_of_birth,demo_nativity_year_of_arrival,demo_nativity_citizenship_class,demo_nativity_english_proficiency_level,demo_nativity_primary_language,demo_nativity_secondary_language,demo_nativity_ancestry_first,demo_nativity_ancestry_second,demo_nativity_language_isolates_count,demo_nativity_foreign_language_speaker_count,demo_nativity_limited_english_households,demo_nativity_naturalization_rate_estimate,demo_nativity_visa_class_at_entry,demo_nativity_refugee_admission_flag,demo_nativity_remittance_sending_flag,demo_nativity_translation_need_indicator,demo_nativity_cultural_linguistic_diversity_index
2022,10140,NATIVE,EL_SALVADOR,2002,BORN_US,NATIVE,OTHER,SPANISH,ITALIAN,MEXICAN,69,8605,1308,0.72,REFUGEE,0,0,0,0.2935
2022,10141,NATIVE,DOMINICAN_REP,2011,BORN_US,WELL,RUSSIAN,ARABIC,CHINESE,MEXICAN,62,4170,4183,0.133,STUDENT,0,1,1,0.6212
2023,10142,FOREIGN_BORN,PHILIPPINES,2005,NATURALIZED,NOT_AT_ALL,MANDARIN,ARABIC,IRISH,NONE,97,5302,5238,0.49,REFUGEE,1,0,1,0.9062
2019,10143,FOREIGN_BORN,CUBA,2007,NONCITIZEN,VERY_WELL,ENGLISH,OTHER,NIGERIAN,CHINESE,106,4445,1807,0.385,DIVERSITY,0,1,1,0.1531
2018,10144,NATIVE,CUBA,1999,NATURALIZED,NATIVE,RUSSIAN,VIETNAMESE,CHINESE,ENGLISH,61,2539,2592,0.931,EMPLOYMENT,0,1,0,0.0212
2022,10145,FOREIGN_BORN,DOMINICAN_REP,1984,BORN_US,NOT_WELL,HINDI,FRENCH,SCOTTISH,CHINESE,33,5674,1552,0.513,REFUGEE,0,0,0,0.852
2020,10146,NATURALIZED_CITIZEN,CUBA,2014,NATURALIZED,WELL,SPANISH,VIETNAMESE,NIGERIAN,OTHER,114,3646,4320,0.207,NA,0,0,1,0.7979
2021,10147,NATIVE,INDIA,1989,NONCITIZEN,VERY_WELL,ARABIC,VIETNAMESE,ITALIAN,POLISH,152,13160,378,0.101,FAMILY,0,0,1,0.2447
2020,10148,NATIVE,EL_SALVADOR,1988,NONCITIZEN,NATIVE,FRENCH,KOREAN,CHINESE,OTHER,91,6189,792,0.579,STUDENT,0,0,0,0.8271
2018,10149,NATIVE,CANADA,1980,NONCITIZEN,NOT_WELL,SPANISH,MANDARIN,IRISH,POLISH,165,11853,3443,0.347,FAMILY,1,1,0,0.6789
2019,10150,NATIVE,DOMINICAN_REP,2012,BORN_US,NOT_WELL,RUSSIAN,HINDI,OTHER,NIGERIAN,173,12655,4378,0.373,OTHER,1,1,0,0.7982
2021,10151,NATURALIZED_CITIZEN,INDIA,1995,NONCITIZEN,WELL,HINDI,ENGLISH,ITALIAN,INDIAN,140,5479,5604,0.842,STUDENT,1,0,0,0.9134
2019,10152,FOREIGN_BORN,CANADA,1981,BORN_US,NOT_WELL,ENGLISH,VIETNAMESE,INDIAN,INDIAN,140,4707,4414,0.343,OTHER,1,0,1,0.3772
2018,10153,NATIVE,VIETNAM,2018,NATURALIZED,WELL,ENGLISH,MANDARIN,INDIAN,OTHER,166,1606,2107,0.576,EMPLOYMENT,1,0,0,0.8037
2025,10154,NATIVE,KOREA,1988,NATURALIZED,WELL,ARABIC,FRENCH,OTHER,ITALIAN,185,1974,3189,0.531,EMPLOYMENT,0,1,1,0.7128
2023,10155,NATIVE,EL_SALVADOR,1989,BORN_US,NATIVE,SPANISH,ENGLISH,MEXICAN,INDIAN,98,10672,4730,0.376,OTHER,0,0,1,0.5798
2024,10156,NATIVE,MEXICO,2006,BORN_US,VERY_WELL,FRENCH,ARABIC,MEXICAN,POLISH,66,15843,4960,0.617,REFUGEE,0,1,1,0.9393
2024,10157,FOREIGN_BORN,CANADA,2015,BORN_US,NATIVE,RUSSIAN,VIETNAMESE,GERMAN,NONE,181,14510,926,0.668,EMPLOYMENT,0,0,0,0.6632
2025,10158,FOREIGN_BORN,MEXICO,1994,NATURALIZED,NATIVE,KOREAN,OTHER,POLISH,ITALIAN,123,11252,197,0.336,EMPLOYMENT,0,1,1,0.5866
2021,10159,NATURALIZED_CITIZEN,OTHER,2010,NATURALIZED,NOT_AT_ALL,ARABIC,MANDARIN,IRISH,MEXICAN,52,18902,4444,0.304,EMPLOYMENT,0,1,1,0.5821
2019,10160,NATURALIZED_CITIZEN,MEXICO,2021,NATURALIZED,NOT_AT_ALL,ENGLISH,FRENCH,ITALIAN,ENGLISH,178,5443,4675,0.367,TEMP_WORK,0,0,0,0.6017
2024,10161,FOREIGN_BORN,CANADA,2005,NATURALIZED,WELL,MANDARIN,VIETNAMESE,OTHER,NIGERIAN,28,4665,2298,0.358,TEMP_WORK,0,1,0,0.8967
2017,10162,FOREIGN_BORN,OTHER,1999,BORN_US,VERY_WELL,HINDI,HINDI,SCOTTISH,NIGERIAN,85,19728,4705,0.311,TEMP_WORK,1,0,1,0.285
2020,10163,NATIVE,CUBA,1991,BORN_US,NOT_WELL,FRENCH,NONE,OTHER,INDIAN,70,7638,181,0.956,OTHER,1,1,0,0.7072
2018,10164,FOREIGN_BORN,VIETNAM,2018,NONCITIZEN,VERY_WELL,RUSSIAN,KOREAN,INDIAN,INDIAN,61,14866,4305,0.412,FAMILY,1,0,0,0.2059
2018,10165,FOREIGN_BORN,EL_SALVADOR,2017,NATURALIZED,NOT_WELL,ARABIC,OTHER,GERMAN,NIGERIAN,132,4861,3223,0.105,FAMILY,0,0,1,0.2666
2017,10166,FOREIGN_BORN,MEXICO,2008,NATURALIZED,WELL,SPANISH,SPANISH,IRISH,INDIAN,50,6555,2861,0.702,NA,0,0,1,0.6549
2020,10167,NATURALIZED_CITIZEN,KOREA,1995,BORN_US,VERY_WELL,ARABIC,ARABIC,ITALIAN,INDIAN,60,10593,4033,0.307,OTHER,1,0,0,0.5174
2020,10168,NATIVE,PHILIPPINES,2005,NATURALIZED,NATIVE,RUSSIAN,TAGALOG,ITALIAN,INDIAN,37,13718,3672,0.454,EMPLOYMENT,0,1,1,0.9053
2018,10169,NATURALIZED_CITIZEN,PHILIPPINES,1997,NONCITIZEN,NOT_AT_ALL,HINDI,KOREAN,OTHER,INDIAN,137,10339,5069,0.726,STUDENT,0,1,0,0.6608
2018,10170,NATURALIZED_CITIZEN,CHINA,2010,BORN_US,NOT_WELL,ARABIC,VIETNAMESE,ITALIAN,IRISH,192,12907,2804,0.523,EMPLOYMENT,0,0,0,0.4048
2025,10171,NATIVE,EL_SALVADOR,2011,NONCITIZEN,WELL,VIETNAMESE,ENGLISH,NIGERIAN,NONE,7,11534,362,0.728,STUDENT,1,1,1,0.1349
2022,10172,NATURALIZED_CITIZEN,VIETNAM,2002,NONCITIZEN,WELL,TAGALOG,HINDI,MEXICAN,NIGERIAN,85,2315,1126,0.924,TEMP_WORK,1,1,0,0.0835
2023,10173,NATIVE,EL_SALVADOR,1994,NATURALIZED,NATIVE,SPANISH,HINDI,SCOTTISH,NONE,114,18174,4312,0.139,REFUGEE,0,0,1,0.497
2023,10174,NATURALIZED_CITIZEN,OTHER,2003,NATURALIZED,WELL,RUSSIAN,SPANISH,ITALIAN,INDIAN,121,92,355,0.177,DIVERSITY,1,1,1,0.5764
2022,10175,FOREIGN_BORN,KOREA,2000,NATURALIZED,VERY_WELL,RUSSIAN,TAGALOG,ENGLISH,IRISH,127,11635,3008,0.431,FAMILY,0,0,0,0.4832
2020,10176,FOREIGN_BORN,CANADA,1980,NATURALIZED,NOT_AT_ALL,HINDI,MANDARIN,NIGERIAN,MEXICAN,85,17307,5070,0.219,FAMILY,0,1,1,0.4335
2022,10177,FOREIGN_BORN,PHILIPPINES,2000,BORN_US,VERY_WELL,ARABIC,ENGLISH,POLISH,NIGERIAN,185,16567,5001,0.617,REFUGEE,1,0,1,0.5448
2025,10178,NATIVE,CUBA,1993,BORN_US,VERY_WELL,TAGALOG,NONE,CHINESE,ENGLISH,78,16520,1105,0.953,TEMP_WORK,1,1,1,0.4134
2025,10179,NATURALIZED_CITIZEN,DOMINICAN_REP,1997,NONCITIZEN,NATIVE,MANDARIN,SPANISH,GERMAN,OTHER,29,6759,1864,0.728,TEMP_WORK,1,1,0,0.0633
2024,10180,FOREIGN_BORN,CHINA,2008,NATURALIZED,NATIVE,KOREAN,VIETNAMESE,ITALIAN,OTHER,17,3599,3777,0.731,OTHER,0,0,0,0.1453
2020,10181,NATIVE,CUBA,2014,BORN_US,NOT_WELL,MANDARIN,NONE,CHINESE,POLISH,69,13027,5526,0.338,REFUGEE,0,1,0,0.1165
2017,10182,NATIVE,DOMINICAN_REP,2004,BORN_US,WELL,RUSSIAN,FRENCH,IRISH,MEXICAN,117,4879,583,0.617,STUDENT,1,0,1,0.3457
2024,10183,NATURALIZED_CITIZEN,OTHER,1982,BORN_US,NOT_WELL,RUSSIAN,TAGALOG,CHINESE,NONE,139,1942,3120,0.651,FAMILY,0,1,1,0.0718
2022,10184,NATIVE,MEXICO,1980,BORN_US,NATIVE,VIETNAMESE,FRENCH,NIGERIAN,NONE,116,1603,4101,0.895,DIVERSITY,1,0,0,0.3076
2024,10185,NATIVE,PHILIPPINES,2004,NONCITIZEN,NOT_WELL,FRENCH,ENGLISH,POLISH,INDIAN,102,9588,532,0.701,EMPLOYMENT,0,1,0,0.0897
2019,10186,NATURALIZED_CITIZEN,CANADA,2009,BORN_US,NOT_AT_ALL,HINDI,ARABIC,NIGERIAN,MEXICAN,109,14660,4102,0.71,TEMP_WORK,0,0,1,0.5307
2018,10187,NATIVE,CANADA,1986,NATURALIZED,VERY_WELL,SPANISH,ARABIC,INDIAN,IRISH,65,10099,1305,0.201,EMPLOYMENT,0,1,0,0.9199
2017,10188,NATIVE,CHINA,1992,NONCITIZEN,NATIVE,ARABIC,NONE,POLISH,OTHER,69,19683,4004,0.69,DIVERSITY,0,0,0,0.6651
2018,10189,NATURALIZED_CITIZEN,VIETNAM,2019,BORN_US,WELL,ENGLISH,VIETNAMESE,CHINESE,NIGERIAN,183,17224,1021,0.871,OTHER,0,0,1,0.0838
2019,10190,FOREIGN_BORN,EL_SALVADOR,1997,BORN_US,NATIVE,FRENCH,FRENCH,POLISH,INDIAN,171,17327,2666,0.341,EMPLOYMENT,0,0,1,0.052
2018,10191,NATURALIZED_CITIZEN,MEXICO,2022,NATURALIZED,NATIVE,OTHER,FRENCH,SCOTTISH,NIGERIAN,131,16784,5691,0.149,NA,1,0,0,0.7839
2022,10192,NATURALIZED_CITIZEN,KOREA,2022,NONCITIZEN,VERY_WELL,KOREAN,HINDI,ENGLISH,IRISH,181,11373,4689,0.371,FAMILY,0,0,1,0.0744
2019,10193,FOREIGN_BORN,INDIA,2022,BORN_US,WELL,OTHER,FRENCH,ITALIAN,GERMAN,142,15106,2761,0.354,DIVERSITY,0,1,0,0.9241
2019,10194,NATURALIZED_CITIZEN,CHINA,2008,NONCITIZEN,NOT_WELL,RUSSIAN,OTHER,INDIAN,GERMAN,36,7498,3424,0.192,STUDENT,0,1,0,0.2174
2017,10195,FOREIGN_BORN,OTHER,1999,NONCITIZEN,WELL,RUSSIAN,FRENCH,SCOTTISH,MEXICAN,113,11337,5234,0.432,REFUGEE,0,0,1,0.4872
2024,10196,NATIVE,CUBA,2021,NATURALIZED,NOT_WELL,FRENCH,MANDARIN,GERMAN,IRISH,160,16729,3350,0.827,OTHER,1,0,1,0.4526
2021,10197,NATURALIZED_CITIZEN,INDIA,2009,NONCITIZEN,NOT_WELL,KOREAN,KOREAN,IRISH,NONE,29,19164,454,0.883,STUDENT,1,0,0,0.7994
2020,10198,FOREIGN_BORN,OTHER,1988,BORN_US,NATIVE,SPANISH,NONE,POLISH,POLISH,186,7370,4007,0.832,OTHER,0,1,0,0.3518
2018,10199,FOREIGN_BORN,VIETNAM,1984,NATURALIZED,NATIVE,HINDI,TAGALOG,POLISH,CHINESE,17,53,217,0.929,FAMILY,1,1,0,0.2963
2018,10200,FOREIGN_BORN,KOREA,2007,NATURALIZED,NATIVE,MANDARIN,HINDI,OTHER,ENGLISH,39,16323,2528,0.917,REFUGEE,0,0,0,0.5199
2019,10201,NATURALIZED_CITIZEN,DOMINICAN_REP,2005,BORN_US,VERY_WELL,OTHER,SPANISH,INDIAN,CHINESE,141,8578,4516,0.26,REFUGEE,0,1,0,0.4704
2023,10202,NATURALIZED_CITIZEN,MEXICO,1985,NONCITIZEN,NATIVE,OTHER,SPANISH,OTHER,NONE,106,1960,5488,0.138,FAMILY,1,1,0,0.8017
2024,10203,NATURALIZED_CITIZEN,CANADA,2002,NATURALIZED,NOT_WELL,MANDARIN,HINDI,CHINESE,IRISH,170,4440,1589,0.235,NA,0,0,1,0.7957
2025,10204,FOREIGN_BORN,CANADA,1991,NONCITIZEN,NATIVE,OTHER,TAGALOG,CHINESE,OTHER,112,6979,119,0.494,TEMP_WORK,1,0,0,0.5807
2017,10205,NATIVE,CANADA,1985,BORN_US,WELL,FRENCH,TAGALOG,INDIAN,INDIAN,164,7952,1156,0.849,EMPLOYMENT,0,1,0,0.9807
2017,10206,NATURALIZED_CITIZEN,VIETNAM,2006,NATURALIZED,NOT_AT_ALL,RUSSIAN,VIETNAMESE,INDIAN,OTHER,27,8322,4022,0.556,FAMILY,0,1,1,0.8379
2022,10207,NATURALIZED_CITIZEN,DOMINICAN_REP,2008,BORN_US,WELL,MANDARIN,NONE,ITALIAN,OTHER,16,2576,2869,0.892,OTHER,0,1,0,0.2587
2024,10208,NATIVE,VIETNAM,2020,BORN_US,VERY_WELL,ARABIC,ARABIC,ITALIAN,INDIAN,17,5166,4845,0.16,TEMP_WORK,1,1,0,0.0592
2021,10209,NATURALIZED_CITIZEN,EL_SALVADOR,1990,NATURALIZED,VERY_WELL,ENGLISH,ENGLISH,ENGLISH,OTHER,153,11469,3594,0.923,STUDENT,1,0,0,0.6195
2020,10210,NATIVE,DOMINICAN_REP,1989,NATURALIZED,NATIVE,RUSSIAN,NONE,ENGLISH,POLISH,124,17340,1113,0.877,DIVERSITY,1,0,1,0.2138
2025,10211,NATURALIZED_CITIZEN,EL_SALVADOR,2018,BORN_US,VERY_WELL,MANDARIN,ENGLISH,POLISH,POLISH,39,18800,2316,0.696,DIVERSITY,0,1,1,0.6502
2018,10212,NATURALIZED_CITIZEN,KOREA,2014,NATURALIZED,NOT_WELL,HINDI,FRENCH,CHINESE,POLISH,93,19443,4892,0.285,FAMILY,1,1,1,0.1594
2019,10213,NATIVE,EL_SALVADOR,1993,BORN_US,NOT_WELL,MANDARIN,SPANISH,INDIAN,NIGERIAN,125,8708,1197,0.926,EMPLOYMENT,1,0,1,0.8384
2018,10214,FOREIGN_BORN,INDIA,1998,NATURALIZED,WELL,MANDARIN,VIETNAMESE,SCOTTISH,POLISH,66,12530,381,0.292,STUDENT,0,0,1,0.3098
2023,10215,NATURALIZED_CITIZEN,VIETNAM,2014,NATURALIZED,NOT_WELL,SPANISH,TAGALOG,POLISH,IRISH,189,13847,5191,0.932,NA,0,0,0,0.2392
2023,10216,NATIVE,INDIA,2006,BORN_US,NOT_AT_ALL,SPANISH,TAGALOG,OTHER,GERMAN,95,5561,4209,0.923,DIVERSITY,1,1,0,0.3388
2020,10217,FOREIGN_BORN,CANADA,2000,NONCITIZEN,VERY_WELL,FRENCH,ARABIC,INDIAN,ITALIAN,172,13612,4634,0.814,FAMILY,1,1,1,0.7435
2025,10218,NATIVE,PHILIPPINES,2000,NATURALIZED,VERY_WELL,ENGLISH,SPANISH,GERMAN,POLISH,14,16759,3494,0.881,FAMILY,0,1,0,0.5998
2023,10219,FOREIGN_BORN,CHINA,1999,NONCITIZEN,NOT_AT_ALL,ARABIC,MANDARIN,OTHER,IRISH,120,3132,4223,0.578,EMPLOYMENT,1,1,1,0.0611
2019,10220,NATIVE,DOMINICAN_REP,2016,NATURALIZED,WELL,KOREAN,OTHER,INDIAN,INDIAN,68,5112,5554,0.727,EMPLOYMENT,1,0,1,0.1092
2020,10221,NATURALIZED_CITIZEN,MEXICO,2025,NONCITIZEN,NOT_WELL,ENGLISH,OTHER,NIGERIAN,MEXICAN,48,14132,3474,0.119,STUDENT,1,0,0,0.8293
2017,10222,NATURALIZED_CITIZEN,MEXICO,2012,NONCITIZEN,NOT_WELL,OTHER,HINDI,CHINESE,ENGLISH,39,16243,5057,0.116,OTHER,0,0,1,0.5844
2024,10223,FOREIGN_BORN,DOMINICAN_REP,1993,BORN_US,VERY_WELL,VIETNAMESE,HINDI,INDIAN,OTHER,57,10261,3734,0.922,OTHER,0,1,1,0.2942
2017,10224,NATIVE,VIETNAM,2018,NATURALIZED,WELL,ARABIC,TAGALOG,POLISH,NONE,173,13602,5157,0.344,EMPLOYMENT,1,0,0,0.3422
2019,10225,NATURALIZED_CITIZEN,INDIA,2015,NONCITIZEN,NATIVE,SPANISH,KOREAN,IRISH,INDIAN,44,13755,1626,0.823,TEMP_WORK,0,1,0,0.3755
2024,10226,NATIVE,CUBA,2013,NONCITIZEN,NATIVE,MANDARIN,KOREAN,ITALIAN,NONE,170,331,340,0.453,TEMP_WORK,1,0,0,0.0755
2023,10227,NATIVE,INDIA,1992,NONCITIZEN,NOT_WELL,RUSSIAN,HINDI,IRISH,ITALIAN,72,13010,5878,0.817,OTHER,0,1,0,0.2756
2023,10228,FOREIGN_BORN,CANADA,2001,BORN_US,VERY_WELL,TAGALOG,NONE,ITALIAN,ITALIAN,25,10376,1031,0.212,EMPLOYMENT,0,1,0,0.3
2024,10229,NATIVE,VIETNAM,2015,NONCITIZEN,NOT_WELL,KOREAN,MANDARIN,ENGLISH,OTHER,86,591,2328,0.25,EMPLOYMENT,0,1,0,0.9575
2024,10230,NATURALIZED_CITIZEN,MEXICO,2009,NATURALIZED,NOT_WELL,ENGLISH,HINDI,POLISH,MEXICAN,153,19792,1735,0.671,OTHER,0,1,1,0.1578
2019,10231,FOREIGN_BORN,OTHER,2013,BORN_US,WELL,RUSSIAN,HINDI,ITALIAN,GERMAN,92,14495,4509,0.1,EMPLOYMENT,0,1,1,0.1814
2017,10232,FOREIGN_BORN,DOMINICAN_REP,1987,BORN_US,NOT_AT_ALL,RUSSIAN,SPANISH,OTHER,ITALIAN,43,19436,2540,0.413,REFUGEE,1,0,1,0.8714
2022,10233,NATIVE,VIETNAM,1992,BORN_US,NOT_WELL,SPANISH,VIETNAMESE,IRISH,INDIAN,122,2316,4827,0.173,STUDENT,0,0,0,0.9173
2021,10234,FOREIGN_BORN,CANADA,2015,NATURALIZED,WELL,HINDI,HINDI,ITALIAN,ITALIAN,84,19960,3133,0.331,EMPLOYMENT,0,1,0,0.7439
2022,10235,NATURALIZED_CITIZEN,KOREA,2020,BORN_US,VERY_WELL,RUSSIAN,TAGALOG,MEXICAN,NIGERIAN,190,4798,1288,0.832,REFUGEE,0,0,0,0.1341
2019,10236,NATURALIZED_CITIZEN,MEXICO,2005,NATURALIZED,NATIVE,KOREAN,OTHER,INDIAN,ITALIAN,3,3827,1209,0.919,OTHER,0,0,1,0.4509
2018,10237,NATIVE,CHINA,1988,NONCITIZEN,NOT_WELL,MANDARIN,FRENCH,IRISH,ITALIAN,100,19687,3700,0.482,EMPLOYMENT,1,0,0,0.5599
2019,10238,NATIVE,CANADA,2002,BORN_US,NOT_AT_ALL,SPANISH,ARABIC,POLISH,NIGERIAN,133,7045,1063,0.822,NA,1,0,0,0.5494
2017,10239,NATIVE,MEXICO,2020,BORN_US,NOT_WELL,VIETNAMESE,HINDI,ITALIAN,INDIAN,18,5970,3529,0.114,FAMILY,1,1,0,0.7337
2020,10240,NATURALIZED_CITIZEN,OTHER,1994,NATURALIZED,NOT_WELL,FRENCH,MANDARIN,GERMAN,MEXICAN,175,5271,3389,0.779,TEMP_WORK,0,1,0,0.5079
2020,10241,NATURALIZED_CITIZEN,MEXICO,1980,NONCITIZEN,WELL,KOREAN,NONE,MEXICAN,ENGLISH,4,546,2295,0.952,EMPLOYMENT,0,1,0,0.6613
2021,10242,FOREIGN_BORN,EL_SALVADOR,1998,NATURALIZED,VERY_WELL,ENGLISH,HINDI,POLISH,INDIAN,54,10669,2829,0.698,TEMP_WORK,1,0,1,0.9776
2017,10243,FOREIGN_BORN,OTHER,1980,BORN_US,VERY_WELL,KOREAN,MANDARIN,INDIAN,IRISH,28,1705,5761,0.766,TEMP_WORK,1,0,0,0.2426
2024,10244,FOREIGN_BORN,KOREA,2016,BORN_US,NOT_AT_ALL,TAGALOG,KOREAN,IRISH,OTHER,146,15051,3391,0.818,DIVERSITY,0,1,0,0.3235
2019,10245,NATIVE,EL_SALVADOR,1985,NONCITIZEN,NOT_AT_ALL,OTHER,MANDARIN,SCOTTISH,NIGERIAN,115,2645,4426,0.419,EMPLOYMENT,1,1,1,0.2146
2022,10246,FOREIGN_BORN,INDIA,1980,BORN_US,NOT_AT_ALL,FRENCH,ARABIC,ITALIAN,POLISH,199,5329,5544,0.189,REFUGEE,0,1,1,0.2567
2020,10247,FOREIGN_BORN,MEXICO,1998,BORN_US,NOT_AT_ALL,FRENCH,OTHER,ITALIAN,ENGLISH,134,18519,1692,0.478,STUDENT,0,1,1,0.1838
2020,10248,NATURALIZED_CITIZEN,CANADA,1981,BORN_US,NATIVE,ARABIC,ENGLISH,SCOTTISH,GERMAN,12,14731,57,0.133,EMPLOYMENT,0,1,0,0.2276
2017,10249,FOREIGN_BORN,PHILIPPINES,2001,NONCITIZEN,NOT_AT_ALL,HINDI,ARABIC,SCOTTISH,NONE,91,10834,3090,0.697,TEMP_WORK,0,1,1,0.839
2021,10250,NATIVE,OTHER,1987,NONCITIZEN,WELL,MANDARIN,KOREAN,OTHER,CHINESE,185,16621,5096,0.862,STUDENT,1,0,0,0.2957
2024,10251,NATIVE,KOREA,1981,BORN_US,VERY_WELL,SPANISH,FRENCH,ITALIAN,ENGLISH,41,18278,3887,0.867,OTHER,0,1,1,0.9328
2024,10252,NATIVE,PHILIPPINES,1995,BORN_US,VERY_WELL,ARABIC,NONE,ENGLISH,CHINESE,97,631,1852,0.852,TEMP_WORK,1,0,0,0.8636
2019,10253,FOREIGN_BORN,CUBA,1994,NONCITIZEN,WELL,TAGALOG,KOREAN,SCOTTISH,MEXICAN,146,7238,3149,0.419,NA,0,1,1,0.1145
2019,10254,FOREIGN_BORN,DOMINICAN_REP,2017,BORN_US,VERY_WELL,ARABIC,SPANISH,IRISH,NONE,117,5783,2340,0.636,DIVERSITY,0,0,0,0.7014
2017,10255,FOREIGN_BORN,VIETNAM,1981,BORN_US,VERY_WELL,HINDI,KOREAN,OTHER,NIGERIAN,78,6012,1207,0.44,FAMILY,1,1,1,0.3143
2025,10256,NATIVE,CHINA,1981,BORN_US,NATIVE,OTHER,NONE,ITALIAN,ITALIAN,4,7814,2518,0.119,FAMILY,0,1,1,0.3417
2023,10257,FOREIGN_BORN,OTHER,1996,NATURALIZED,NATIVE,VIETNAMESE,ENGLISH,SCOTTISH,POLISH,4,10482,4887,0.407,REFUGEE,0,1,0,0.4882
2024,10258,NATURALIZED_CITIZEN,KOREA,1995,NATURALIZED,NOT_AT_ALL,HINDI,HINDI,NIGERIAN,INDIAN,12,1988,3484,0.91,DIVERSITY,0,1,0,0.1361
2017,10259,NATIVE,PHILIPPINES,2003,NATURALIZED,NOT_AT_ALL,SPANISH,FRENCH,NIGERIAN,OTHER,167,19066,4671,0.538,OTHER,1,0,1,0.9288
2020,10260,NATIVE,MEXICO,1984,NONCITIZEN,NOT_WELL,OTHER,OTHER,INDIAN,POLISH,185,15224,584,0.716,NA,1,1,1,0.9641
2022,10261,FOREIGN_BORN,CANADA,2003,NATURALIZED,NATIVE,ENGLISH,MANDARIN,SCOTTISH,INDIAN,122,11740,4497,0.817,EMPLOYMENT,1,0,0,0.1436
2020,10262,FOREIGN_BORN,CUBA,2005,NATURALIZED,WELL,RUSSIAN,TAGALOG,CHINESE,NONE,51,8036,2240,0.162,TEMP_WORK,0,1,1,0.2048
2019,10263,FOREIGN_BORN,PHILIPPINES,2009,NONCITIZEN,WELL,SPANISH,HINDI,INDIAN,IRISH,165,15039,4503,0.417,STUDENT,1,0,1,0.0211
2019,10264,FOREIGN_BORN,CHINA,2012,BORN_US,NOT_WELL,VIETNAMESE,VIETNAMESE,GERMAN,NONE,190,8964,323,0.964,OTHER,0,0,1,0.2516
2020,10265,NATURALIZED_CITIZEN,DOMINICAN_REP,1993,NATURALIZED,NATIVE,KOREAN,ARABIC,SCOTTISH,CHINESE,165,15061,5068,0.119,DIVERSITY,0,1,1,0.6776
2023,10266,FOREIGN_BORN,OTHER,2021,NONCITIZEN,NATIVE,KOREAN,ARABIC,ITALIAN,ITALIAN,188,16057,269,0.97,FAMILY,0,0,1,0.5926
2017,10267,NATURALIZED_CITIZEN,CUBA,2001,NATURALIZED,WELL,KOREAN,MANDARIN,INDIAN,IRISH,11,5097,1269,0.793,REFUGEE,1,1,1,0.6076
2017,10268,NATURALIZED_CITIZEN,MEXICO,1998,NATURALIZED,NATIVE,RUSSIAN,KOREAN,INDIAN,GERMAN,124,18867,4749,0.199,OTHER,0,0,1,0.1987
2022,10269,FOREIGN_BORN,VIETNAM,2020,NATURALIZED,NOT_AT_ALL,TAGALOG,ENGLISH,MEXICAN,MEXICAN,41,19663,4671,0.567,OTHER,1,0,0,0.4115
2021,10270,NATURALIZED_CITIZEN,OTHER,2022,BORN_US,NATIVE,FRENCH,ENGLISH,GERMAN,GERMAN,49,15744,473,0.928,REFUGEE,0,0,0,0.813
2020,10271,NATURALIZED_CITIZEN,INDIA,2005,NATURALIZED,NATIVE,FRENCH,VIETNAMESE,MEXICAN,OTHER,0,8388,5401,0.797,TEMP_WORK,0,1,1,0.2629
2020,10272,NATURALIZED_CITIZEN,KOREA,2014,NATURALIZED,WELL,SPANISH,VIETNAMESE,GERMAN,IRISH,63,15110,2603,0.789,REFUGEE,0,1,0,0.5926
2019,10273,FOREIGN_BORN,PHILIPPINES,1991,BORN_US,NATIVE,ARABIC,NONE,INDIAN,POLISH,3,19617,3636,0.748,NA,1,0,0,0.2624
2023,10274,NATURALIZED_CITIZEN,OTHER,1981,NATURALIZED,VERY_WELL,SPANISH,SPANISH,POLISH,ENGLISH,128,18333,3173,0.137,FAMILY,0,1,0,0.4837
2020,10275,FOREIGN_BORN,MEXICO,2017,NATURALIZED,NATIVE,FRENCH,HINDI,ENGLISH,INDIAN,41,15753,2884,0.629,STUDENT,0,1,0,0.7718
2018,10276,NATIVE,CUBA,1983,NONCITIZEN,WELL,MANDARIN,NONE,ENGLISH,MEXICAN,23,17026,772,0.368,TEMP_WORK,0,1,0,0.4195
2022,10277,NATIVE,INDIA,2023,NATURALIZED,VERY_WELL,FRENCH,VIETNAMESE,CHINESE,MEXICAN,20,18120,5393,0.27,STUDENT,1,0,1,0.7683
2019,10278,NATIVE,CHINA,1999,NONCITIZEN,NOT_AT_ALL,HINDI,NONE,NIGERIAN,IRISH,164,19835,5481,0.431,NA,1,0,0,0.2768
2020,10279,NATIVE,CUBA,2004,NATURALIZED,VERY_WELL,TAGALOG,SPANISH,MEXICAN,INDIAN,17,17346,4692,0.793,OTHER,1,0,1,0.4308
2017,10280,NATIVE,DOMINICAN_REP,2000,NONCITIZEN,NATIVE,VIETNAMESE,VIETNAMESE,ENGLISH,INDIAN,171,6102,3352,0.212,DIVERSITY,0,0,1,0.2958
2023,10281,FOREIGN_BORN,CHINA,1986,NONCITIZEN,NATIVE,ENGLISH,ENGLISH,POLISH,INDIAN,2,6914,3325,0.382,NA,0,1,1,0.9892
2021,10282,FOREIGN_BORN,CANADA,2021,BORN_US,NOT_WELL,VIETNAMESE,SPANISH,IRISH,OTHER,156,19227,380,0.411,OTHER,1,1,1,0.8361
