gov_gfs_reference_year,gov_gfs_country_iso2,gov_gfs_gov_subsector_code,gov_gfs_revenue_total_eur,gov_gfs_expenditure_total_eur,gov_gfs_compensation_employees_eur,gov_gfs_social_benefits_eur,gov_gfs_interest_payments_eur,gov_gfs_gross_fixed_capital_formation_eur,gov_gfs_taxes_on_production_imports_eur,gov_gfs_current_taxes_on_income_wealth_eur,gov_gfs_social_contributions_eur,gov_gfs_capital_taxes_eur,gov_gfs_property_income_eur,gov_gfs_subsidies_eur,gov_gfs_net_lending_borrowing_eur,gov_gfs_function_cofog_code,gov_gfs_eurostat_table_code,gov_gfs_revision_round,gov_gfs_data_extract_date
2017,BE,S1311_CENTRAL,1227393085744.55,1335118146860.64,418126719110.43,356437350279.32,76425368221.67,132593296207.03,189365986656.42,258034597913.15,319622466654.86,31784682144.24,83922177676.05,14004998692.28,-107725061116.09,GF03_PUBLIC_ORDER,gov_10a_main,FLASH,2026-02-03
2018,DK,S1314_SOCIAL_SECURITY,1346009182989.57,1489143146014.08,335765498993.96,364966629057.23,101001277250.94,51094636390.84,369940250064.09,223953571423.02,305831534620.31,10531071083.22,33924200030.36,68069742522.68,-143133963024.51,GF04_ECONOMIC,gov_10a_exp,FIRST,2024-05-17
2019,GR,S1313_LOCAL,149546251258.6,161588868620.95,36943887791.82,47280441151.35,7836089597.65,10028362560.0,28123717175.23,34972240450.62,12825347293.97,387801471.41,9150277105.77,6361445705.7,-12042617362.34,GF05_ENVIRONMENT,gov_10a_rev,SECOND,2026-02-21
2020,LT,S1312_STATE,443290961890.39,523903701243.56,101645501069.25,199766096635.08,27257105097.4,24846632665.67,133592918705.61,80510763000.61,77529275439.16,10881818992.37,19644397595.04,25171902759.16,-80612739353.17,GF06_HOUSING,gov_10a_taxag,BENCHMARK,2024-02-08
2021,PT,S1311_CENTRAL,711603907777.64,766513040990.63,235226418753.38,215706048695.4,53396588801.8,52737658735.03,156372056553.49,113722400967.7,120963119477.74,6836032757.4,48137471223.26,21728043143.92,-54909133212.99,GF07_HEALTH,gov_10a_main,FLASH,2026-01-09
2022,SE,S1314_SOCIAL_SECURITY,700662283661.55,731116951444.36,197551180568.2,225669350500.93,48788946330.98,40765439736.47,199973732056.76,219525212564.48,70941552037.36,3058956792.67,24985182242.78,13893763877.45,-30454667782.81,GF08_RECREATION,gov_10a_exp,FIRST,2024-12-18
2023,CY,S1313_LOCAL,509444979929.96,589482100649.13,192809590733.6,187632907839.73,39557798683.89,43694337018.91,87003281443.31,71789699465.0,111215432466.57,7930221868.15,6596479299.16,33306427953.74,-80037120719.16,GF09_EDUCATION,gov_10a_rev,SECOND,2024-12-16
2024,FR,S1312_STATE,1074631800316.46,1169814745887.13,253049670586.34,469575146441.91,53942984678.91,90869590282.15,260036983543.28,323688406505.28,198393055153.41,9056164042.27,73625657315.0,58677293213.07,-95182945570.67,GF10_SOCIAL_PROTECTION,gov_10a_taxag,BENCHMARK,2024-08-28
2025,IT,S1311_CENTRAL,647569579139.87,729330888602.45,199978562575.4,336147892249.94,8313080564.22,24237087306.3,117583993505.29,188845605270.43,133576534185.37,6350571536.26,14217779017.46,21068746592.05,-81761309462.58,GF01_GENERAL,gov_10a_main,FLASH,2025-03-08
2026,NL,S1314_SOCIAL_SECURITY,166477964439.8,166638500930.18,48432521562.4,71187260338.81,10886226307.47,10655892073.4,40370506030.91,46021277699.18,33350798880.12,1400330742.74,10058970044.82,3199900106.76,-160536490.37,GF02_DEFENCE,gov_10a_exp,FIRST,2024-04-11
2010,SI,S1313_LOCAL,515260175919.96,608422040073.29,157005641548.97,252743586508.44,37655926194.9,38687267549.57,155758329920.15,164251916257.84,56072870487.25,15340104022.0,24597961630.25,16195543965.51,-93161864153.33,GF03_PUBLIC_ORDER,gov_10a_rev,SECOND,2025-12-29
2011,BG,S1312_STATE,1354536057288.77,1392282973833.66,267625110701.45,470421457901.19,60787765809.66,92115977105.82,354238869003.62,385766322979.3,336608153904.54,25037417782.51,46049057890.14,62593184440.84,-37746916544.89,GF04_ECONOMIC,gov_10a_taxag,BENCHMARK,2025-04-04
2012,EE,S1311_CENTRAL,1133941003626.68,1134404997381.4,275701950495.61,466490908737.41,34373637829.22,64022446159.87,254520316428.17,257675782642.13,267791115090.77,29809698200.62,75350423517.63,37714423058.17,-463993754.72,GF05_ENVIRONMENT,gov_10a_main,FLASH,2025-11-16
2013,HU,S1314_SOCIAL_SECURITY,981165362328.7,1138415487500.7,206295859431.47,435910403283.57,53511691613.94,97172840423.56,196313705749.85,201713826117.04,209099110272.57,5355197250.63,78278182234.09,40873775835.77,-157250125172.0,GF06_HOUSING,gov_10a_exp,FIRST,2025-04-08
2014,LU,S1313_LOCAL,1465895656928.91,1709627307266.03,367637981160.64,622576742315.47,36319558385.44,78345081461.29,281895727331.44,450600736653.33,229099731321.51,26012737964.14,33406940856.27,74275988773.88,-243731650337.12,GF07_HEALTH,gov_10a_rev,SECOND,2024-01-24
2015,RO,S1312_STATE,515996715368.69,578287576152.04,137139991462.28,142825636624.3,20373473147.53,45155393529.26,154772219316.87,168945981267.46,54887926473.45,13003270677.66,25881076234.13,16453738135.03,-62290860783.35,GF08_RECREATION,gov_10a_taxag,BENCHMARK,2025-06-06
2016,AT,S1311_CENTRAL,376932074773.74,414466288166.92,115784374310.17,116601644412.43,4187826339.48,39685775338.5,58507051647.34,57102680546.5,77875431256.08,8849519025.41,22207971672.18,5988899454.14,-37534213393.18,GF09_EDUCATION,gov_10a_main,FLASH,2024-05-01
2017,CZ,S1314_SOCIAL_SECURITY,779038669238.48,835615123490.23,236372154906.92,238212539974.11,21248211035.52,51962151966.5,123063327659.24,258411540537.41,84007674742.8,565419422.38,11606186739.95,19116184680.47,-56576454251.74,GF10_SOCIAL_PROTECTION,gov_10a_exp,FIRST,2024-08-27
2018,DE,S1313_LOCAL,760161144451.66,734591573953.93,213722956805.95,333079843805.86,19599594135.34,70431095515.24,115968976233.62,205155783248.88,206100248053.78,8765004177.16,53441709039.7,30336203132.63,25569570497.73,GF01_GENERAL,gov_10a_rev,SECOND,2024-10-14
2019,LV,S1312_STATE,1245947751718.01,1445278917160.18,343378808875.13,347802597751.32,24638913524.66,78665259621.17,248235392460.09,197742665719.99,251966970886.96,22938192997.52,64076322657.81,19241907911.18,-199331165442.18,GF02_DEFENCE,gov_10a_taxag,BENCHMARK,2025-04-12
2020,PL,S1311_CENTRAL,1063409090212.25,999328178592.82,235484950743.47,349056648095.62,29933176980.28,48140147701.59,207825545372.47,330403601312.88,262994734594.77,6073819551.91,70429087288.71,33720821516.92,64080911619.43,GF03_PUBLIC_ORDER,gov_10a_main,FLASH,2025-05-05
2021,ES,S1314_SOCIAL_SECURITY,492184617439.21,481380000425.39,176024565570.61,188955504391.45,29476822582.35,41157448127.17,146788158662.71,74268387910.95,107129763072.1,14273165739.93,18102619956.38,9913880877.14,10804617013.82,GF04_ECONOMIC,gov_10a_exp,FIRST,2024-05-14
2022,HR,S1313_LOCAL,1717096716847.24,1697646293219.42,547170025972.77,410782372962.03,106680752723.33,168280719676.79,304897828725.05,378881189383.95,272545349796.0,1145604069.32,123459983955.98,52985952517.48,19450423627.82,GF05_ENVIRONMENT,gov_10a_rev,SECOND,2025-04-05
2023,FI,S1312_STATE,1045548438439.62,992086298520.63,201669559254.41,243207417087.68,61506816703.05,52352754137.15,286015310724.12,224106972093.04,227782211065.68,16734279333.66,65425882056.81,54692646627.55,53462139918.99,GF06_HOUSING,gov_10a_taxag,BENCHMARK,2025-02-10
2024,IE,S1311_CENTRAL,124233504304.11,144405956604.03,33605671691.04,42894543769.81,2805709233.4,12323294370.15,20629458397.0,19937582764.06,25921756751.09,3488066904.15,8088606770.34,8370253952.07,-20172452299.93,GF07_HEALTH,gov_10a_main,FLASH,2024-04-22
2025,MT,S1314_SOCIAL_SECURITY,626843134775.75,619527871838.29,170200535946.84,213251200566.09,15397438245.88,44333997913.92,114339252179.6,152359799143.02,74191127760.08,10796480575.42,41376197438.36,31104544571.53,7315262937.46,GF08_RECREATION,gov_10a_exp,FIRST,2026-02-10
2026,SK,S1313_LOCAL,1088575194075.13,1253969747393.47,320405484370.44,306414833370.09,86010718313.29,118102210766.38,324526103500.99,186416508844.58,294718166188.57,8816500803.0,58113592073.15,34280556750.94,-165394553318.34,GF09_EDUCATION,gov_10a_rev,SECOND,2025-08-29
2010,BE,S1312_STATE,1376795085143.0,1576340743898.28,275373076993.79,549116206127.21,43470709139.27,112987463665.19,215928463498.01,274342006556.98,219355685073.39,40693587766.27,15220041746.92,51629773253.8,-199545658755.28,GF10_SOCIAL_PROTECTION,gov_10a_taxag,BENCHMARK,2025-09-03
2011,DK,S1311_CENTRAL,516124589062.62,620353508009.75,192600369202.15,260916137998.05,25207566260.75,41103662254.32,97377591845.26,135103404940.27,66658710801.44,9575027060.46,24697121830.68,13202145525.64,-104228918947.13,GF01_GENERAL,gov_10a_main,FLASH,2026-01-30
2012,GR,S1314_SOCIAL_SECURITY,795130271845.8,863594823999.56,188889652607.48,266998250922.62,32750455553.6,30627417809.63,181031534299.88,251941909327.74,96695805753.76,20145063640.82,61062178900.59,46126669582.33,-68464552153.76,GF02_DEFENCE,gov_10a_exp,FIRST,2025-02-07
2013,LT,S1313_LOCAL,1396179725011.86,1601398412318.81,447292870785.44,752629288814.28,30299111314.07,143262031640.15,380205165169.65,350690845052.86,239881961008.69,3387356466.0,79542102359.56,17072746190.16,-205218687306.95,GF03_PUBLIC_ORDER,gov_10a_rev,SECOND,2024-11-02
2014,PT,S1312_STATE,945460087888.83,943957253963.91,355833230665.36,214139045809.26,48590069286.08,49740552620.3,196083341909.95,197161126979.07,244104348878.06,15706089230.92,34049594326.41,54564751173.84,1502833924.92,GF04_ECONOMIC,gov_10a_taxag,BENCHMARK,2024-05-30
2015,SE,S1311_CENTRAL,321513159712.59,389271040393.36,91289116734.07,179253882837.69,9137484674.78,35952616004.13,99420945282.78,108228762092.33,45154321467.4,3933066067.63,24360055111.97,6274865790.19,-67757880680.77,GF05_ENVIRONMENT,gov_10a_main,FLASH,2024-07-12
2016,CY,S1314_SOCIAL_SECURITY,226556231536.09,234671930886.12,80759597106.31,88229506700.98,3395332741.21,19934476628.59,68834160843.2,70254164974.87,56060989763.87,6733108643.49,6548656101.11,6657428367.99,-8115699350.03,GF06_HOUSING,gov_10a_exp,FIRST,2024-08-19
2017,FR,S1313_LOCAL,571894645778.67,577806166818.22,187244564387.88,199654533828.27,19188431410.73,37089175019.98,147969906896.91,175187369757.27,48150883294.67,6313386509.23,40312490240.47,25268263490.77,-5911521039.54,GF07_HEALTH,gov_10a_rev,SECOND,2024-03-17
2018,IT,S1312_STATE,395529526966.77,479913826189.42,120166449554.22,225346726581.13,8617539185.24,44356970563.82,121962277856.44,111270793792.03,53010846023.77,838353974.87,11027913657.93,27847198775.89,-84384299222.64,GF08_RECREATION,gov_10a_taxag,BENCHMARK,2024-08-23
2019,NL,S1311_CENTRAL,289169268601.83,339678417814.07,60839476096.67,92068179014.75,7388791214.08,14037698615.16,82458563060.37,95815039454.65,35054961332.33,6037644603.77,9134055289.07,11437555879.72,-50509149212.24,GF09_EDUCATION,gov_10a_main,FLASH,2024-09-05
2020,SI,S1314_SOCIAL_SECURITY,1160680503186.63,1220433172686.29,254173049156.81,438480603047.42,41497212622.84,61733954650.48,188458777046.41,309353755721.88,190182078474.34,13239508862.18,53869902370.25,58045119521.77,-59752669499.67,GF10_SOCIAL_PROTECTION,gov_10a_exp,FIRST,2024-09-16
2021,BG,S1313_LOCAL,555880128902.86,622240287986.51,129764620703.57,225939297170.76,41922861164.67,46347256543.69,107812257885.04,145072421233.33,112071074046.7,8749993766.11,30702865205.43,16947201375.58,-66360159083.65,GF01_GENERAL,gov_10a_rev,SECOND,2025-08-01
2022,EE,S1312_STATE,447015627452.13,544674568936.68,151241768713.05,206711920013.07,37801519938.71,26133379535.3,102379985400.46,101072873455.01,62835439456.2,13262847850.15,23249454185.46,18369092878.1,-97658941484.54,GF02_DEFENCE,gov_10a_taxag,BENCHMARK,2025-08-07
2023,HU,S1311_CENTRAL,1037192580186.09,982734585072.6,350407230928.4,388944938810.82,53721447224.97,66657750209.13,273324461536.58,244232330137.95,83235596163.26,30888003164.11,27337993804.24,25282403847.86,54457995113.49,GF03_PUBLIC_ORDER,gov_10a_main,FLASH,2024-10-27
2024,LU,S1314_SOCIAL_SECURITY,509227912822.68,485157534709.79,188889233117.31,159627321130.46,9894050433.32,30280467354.55,127251824358.97,105434090236.01,57645845447.22,8128178567.03,15363815846.69,21018336230.88,24070378112.89,GF04_ECONOMIC,gov_10a_exp,FIRST,2025-01-18
2025,RO,S1313_LOCAL,294304961371.11,312431693318.03,81446206858.4,111961930027.37,14220369635.57,9569538795.07,56625173826.67,61936833738.55,35982669427.51,5122120565.9,23435098658.29,11674942440.16,-18126731946.92,GF05_ENVIRONMENT,gov_10a_rev,SECOND,2024-12-26
2026,AT,S1312_STATE,73980091638.22,78541295321.88,19545021653.62,31383781416.69,3598721390.95,3778434582.58,22870049847.64,24357371682.88,8998772378.04,411271180.15,5024819453.72,826134405.35,-4561203683.67,GF06_HOUSING,gov_10a_taxag,BENCHMARK,2024-11-14
2010,CZ,S1311_CENTRAL,690025180949.04,713550727640.16,239241594108.42,309604442290.42,41417370299.34,69756537593.69,177875212109.42,211019039422.03,86349285348.63,3178474043.02,8340338042.62,14705104764.69,-23525546691.12,GF07_HEALTH,gov_10a_main,FLASH,2024-03-06
2011,DE,S1314_SOCIAL_SECURITY,687808943229.05,734601640514.89,167694232082.37,271890124551.92,26254420424.89,61295282516.02,192517514863.17,202241510735.81,143907368319.28,61247454.12,16379955879.28,38614789201.99,-46792697285.84,GF08_RECREATION,gov_10a_exp,FIRST,2024-01-06
2012,LV,S1313_LOCAL,662411526535.56,652483921525.63,238742850470.65,175731519684.18,20321358723.01,47447035419.0,113059748722.48,203082304364.24,100416581793.92,19457713975.19,37802226130.19,11432675411.39,9927605009.93,GF09_EDUCATION,gov_10a_rev,SECOND,2025-10-16
2013,PL,S1312_STATE,100135986139.16,95254983590.36,34427299874.9,28033002799.85,5346533199.56,3832054333.9,20594274880.35,20892546817.37,23191293939.64,1539924783.04,3165795978.9,3463047750.35,4881002548.81,GF10_SOCIAL_PROTECTION,gov_10a_taxag,BENCHMARK,2024-08-09
2014,ES,S1311_CENTRAL,580366540760.25,658295882944.91,194605080975.43,145184034997.41,25273386664.55,21576821096.42,124669125216.15,125111941031.15,156221951315.98,3851122083.18,16821893133.01,8578947828.14,-77929342184.67,GF01_GENERAL,gov_10a_main,FLASH,2024-09-17
2015,HR,S1314_SOCIAL_SECURITY,957885202504.59,1030508323068.95,306440546969.72,317430946897.93,43338104114.28,34415838054.27,265410287434.48,174319224178.98,231593241721.82,10050457893.29,56335514570.67,30030200383.29,-72623120564.36,GF02_DEFENCE,gov_10a_exp,FIRST,2024-12-21
2016,FI,S1313_LOCAL,868752245677.92,1040117744759.05,268552731299.25,350018015460.37,71302990913.92,78655122039.97,153119843789.16,182592342711.67,237905101533.16,4462536345.57,60205745118.33,41637837850.72,-171365499081.14,GF03_PUBLIC_ORDER,gov_10a_rev,SECOND,2024-06-22
2017,IE,S1312_STATE,1278553288106.58,1224427296639.52,315466843389.72,371950121111.91,46136889102.67,101460102085.76,360824959316.74,314790133300.54,207841039199.55,35453358711.63,45023460562.39,26004199502.52,54125991467.06,GF04_ECONOMIC,gov_10a_taxag,BENCHMARK,2024-03-12
2018,MT,S1311_CENTRAL,688996143916.75,762908935362.93,173701799740.87,254845087257.71,44494975134.82,44455808663.37,107261261202.95,169118008676.48,75339464038.86,19936051968.52,51900049467.66,39442472446.76,-73912791446.18,GF05_ENVIRONMENT,gov_10a_main,FLASH,2025-11-21
2019,SK,S1314_SOCIAL_SECURITY,937701698597.96,954833486029.79,303345865649.78,309533109039.93,48284040738.22,67476394992.57,191217015561.33,207815293021.93,82482837531.84,26987455721.16,73220707154.23,36917087173.86,-17131787431.83,GF06_HOUSING,gov_10a_exp,FIRST,2025-02-06
2020,BE,S1313_LOCAL,664012808377.46,618875582959.04,214635724021.0,238195414786.54,10901986548.03,29405952433.19,124520490992.87,197791755852.49,107427652744.85,2379635588.88,49091808163.89,19906610143.2,45137225418.42,GF07_HEALTH,gov_10a_rev,SECOND,2024-04-11
2021,DK,S1312_STATE,601766145119.1,597728407710.02,188972890309.35,200420291511.64,29193007277.31,50683737932.05,104598180390.32,190961082390.24,149896199568.8,6568382452.96,34074326674.78,32358918605.98,4037737409.08,GF08_RECREATION,gov_10a_taxag,BENCHMARK,2025-07-31
2022,GR,S1311_CENTRAL,994836882031.13,1204294287302.4,307948457849.17,300471545810.68,13382876740.13,74023506915.75,299695179955.04,158350566796.3,125076967221.33,8026450285.7,17069258131.98,52375721005.72,-209457405271.27,GF09_EDUCATION,gov_10a_main,FLASH,2024-02-18
2023,LT,S1314_SOCIAL_SECURITY,169040165312.32,158485286650.37,53859890274.67,62567338965.33,3674151577.39,13086521412.61,45802815998.36,27950737357.92,25854910805.72,1703080296.53,1945527924.3,2551615022.16,10554878661.96,GF10_SOCIAL_PROTECTION,gov_10a_exp,FIRST,2024-12-03
2024,PT,S1313_LOCAL,761988117752.13,815612484766.54,257424744622.76,372689068305.14,39596357609.05,44042833119.07,150369081926.58,248296649756.38,137233713116.87,21356927213.52,50399052993.62,35699952816.39,-53624367014.41,GF01_GENERAL,gov_10a_rev,SECOND,2025-03-27
2025,SE,S1312_STATE,1434894735541.61,1657492854354.55,312320369949.69,652283503287.11,80047283189.08,103080521806.84,442707531913.78,428442604083.52,215363811124.47,30418491872.78,53145238134.06,46273250841.91,-222598118812.94,GF02_DEFENCE,gov_10a_taxag,BENCHMARK,2025-05-07
2026,CY,S1311_CENTRAL,150126478027.6,141168409429.66,42881962942.15,53171406054.06,4308605774.71,5678667728.99,29535766166.68,22614413577.64,33628958855.1,448935725.46,7138701280.64,7428542684.88,8958068597.93,GF03_PUBLIC_ORDER,gov_10a_main,FLASH,2024-11-28
2010,FR,S1314_SOCIAL_SECURITY,362108144887.81,378290298709.54,115885890325.95,163048818649.25,8416784814.26,21148002990.78,99112639912.03,115604116539.38,56525507793.34,4970795675.57,8952149845.58,20644687594.91,-16182153821.73,GF04_ECONOMIC,gov_10a_exp,FIRST,2025-07-26
2011,IT,S1313_LOCAL,1130526729562.54,1262184074130.86,247392923046.86,468786571964.08,73159911285.48,122137173991.36,338541998406.83,242334709557.67,266504667468.01,1140645287.57,78040066526.46,25733492060.84,-131657344568.32,GF05_ENVIRONMENT,gov_10a_rev,SECOND,2025-08-25
2012,NL,S1312_STATE,559879841254.31,673690427039.63,195183100271.66,317997476751.15,31975354441.75,60519468302.32,164323377814.8,151157541129.53,79102465722.6,15956822380.93,38206544143.22,24034721518.5,-113810585785.31,GF06_HOUSING,gov_10a_taxag,BENCHMARK,2025-07-15
2013,SI,S1311_CENTRAL,437228992023.58,519279686775.94,159327187949.09,200763843458.08,28724358357.48,16067318030.36,79927952193.44,128570216817.53,48239613800.1,8397576408.68,28353405452.01,27727745616.02,-82050694752.36,GF07_HEALTH,gov_10a_main,FLASH,2024-06-29
2014,BG,S1314_SOCIAL_SECURITY,334737037697.27,313466869669.52,70207956759.93,112914610386.06,21009933313.95,25841758894.03,67748158789.37,99284444698.74,80680339237.89,5297305883.96,18130315235.31,9587928227.67,21270168027.74,GF08_RECREATION,gov_10a_exp,FIRST,2026-02-02
2015,EE,S1313_LOCAL,874866293526.95,964791037377.33,205370572243.66,405427255654.37,13459124350.81,36785247892.47,205245866926.06,282797630326.3,87571377447.7,10692505841.96,56708365602.19,27021561128.29,-89924743850.38,GF09_EDUCATION,gov_10a_rev,SECOND,2025-07-21
2016,HU,S1312_STATE,403561990197.85,439901623326.4,81680164991.21,103120283677.78,21193274308.33,36201652066.72,120140128445.39,76605607133.16,79508858581.26,1114969968.21,8192936312.35,8366117312.22,-36339633128.56,GF10_SOCIAL_PROTECTION,gov_10a_taxag,BENCHMARK,2025-09-20
2017,LU,S1311_CENTRAL,799063098254.75,883568489845.06,264186600364.74,345458400063.77,55949349985.84,59545193073.87,242995232056.0,258791348089.56,136376189248.79,22598763997.46,18305310599.73,39351332958.42,-84505391590.3,GF01_GENERAL,gov_10a_main,FLASH,2024-05-11
2018,RO,S1314_SOCIAL_SECURITY,189177402337.83,181966001909.68,44016708308.11,51633749393.21,11916503912.39,7964298416.14,30357482950.28,38747879354.71,42110665675.67,1451995120.52,7503716367.98,7880643876.18,7211400428.15,GF02_DEFENCE,gov_10a_exp,FIRST,2025-12-09
2019,AT,S1313_LOCAL,952849187680.41,1153974520701.64,189063387055.22,295020581403.56,28953345551.49,51080645755.3,271585888628.29,254726290424.53,84760581694.44,25555323708.53,27570188145.21,55153234139.62,-201125333021.23,GF03_PUBLIC_ORDER,gov_10a_rev,SECOND,2024-12-15
2020,CZ,S1312_STATE,591417933197.49,717154419127.4,121131529746.62,221134313260.35,43600338180.91,39286133581.54,120079935323.07,144337313001.76,50710708784.24,11696341031.29,46872233607.44,40816917623.88,-125736485929.91,GF04_ECONOMIC,gov_10a_taxag,BENCHMARK,2024-11-06
2021,DE,S1311_CENTRAL,338857208229.38,370897194474.98,63721405564.37,150994768772.98,25165675157.61,21563515197.01,106871637289.85,90930495445.26,79677204322.54,4685075015.75,12173666782.48,13324969028.31,-32039986245.6,GF05_ENVIRONMENT,gov_10a_main,FLASH,2025-07-12
2022,LV,S1314_SOCIAL_SECURITY,443546165105.0,507093062133.37,143373620332.02,220800888891.41,9110161377.18,18334691355.7,72732152497.08,147857244939.44,119696819846.48,2713200647.02,12007442219.66,21238318192.82,-63546897028.37,GF06_HOUSING,gov_10a_exp,FIRST,2025-11-22
