trans_transit_service_date,trans_transit_agency_gtfs_id,trans_transit_route_id,trans_transit_route_type,trans_transit_scheduled_trips_count,trans_transit_actual_trips_count,trans_transit_on_time_performance_pct,trans_transit_headway_minutes_avg,trans_transit_passenger_boardings,trans_transit_passenger_alightings,trans_transit_load_factor_peak,trans_transit_vehicle_miles_traveled,trans_transit_vehicle_hours_traveled,trans_transit_revenue_miles_traveled,trans_transit_farebox_revenue_usd,trans_transit_fare_evasion_estimate_pct,trans_transit_service_disruption_minutes,trans_transit_accessibility_compliance_pct,trans_transit_operator_absence_rate,trans_transit_customer_complaints_count
2019-06-09,GTFS00161,R0000160,RAIL,585,564,60.15,39.49,213133,86910,0.578,15948.75,10321.01,10871.98,2346880.51,5.47,222,92.17,4.7,5431
2019-06-10,GTFS00162,R0000161,BUS,416,400,78.43,39.89,212192,105656,0.215,13868.08,15834.39,12376.33,971787.64,3.37,288,99.57,1.98,4415
2019-06-11,GTFS00163,R0000162,BUS,805,815,93.62,16.99,97878,42187,1.21,11288.42,3627.26,7580.49,2094577.12,2.98,248,90.39,5.49,4879
2019-06-12,GTFS00164,R0000163,BUS,472,366,61.93,28.48,104127,161683,1.271,2385.08,16866.24,2260.81,3918318.99,12.04,127,88.16,12.6,5269
2019-06-13,GTFS00165,R0000164,BUS,945,742,83.2,18.85,226621,100722,0.743,17960.15,9910.74,15539.77,1813487.46,15.17,74,77.78,17.23,6055
2019-06-14,GTFS00166,R0000165,BUS,1336,1064,68.92,39.19,164685,129966,0.422,18723.15,4123.38,15838.25,2712114.07,17.71,247,86.06,5.43,6397
2019-06-15,GTFS00167,R0000166,BUS,809,773,88.41,8.27,202679,14846,0.496,20289.17,14808.39,14725.86,2051299.88,4.22,96,89.97,17.12,6275
2019-06-16,GTFS00168,R0000167,TRAM,314,286,79.06,34.04,145777,7184,1.518,2214.47,3619.56,2117.04,7394895.58,15.6,385,73.71,14.22,668
2019-06-17,GTFS00169,R0000168,SUBWAY,1403,1279,81.8,8.73,242799,220407,0.776,10281.23,239.97,6467.43,1421740.17,7.73,133,92.34,10.95,848
2019-06-18,GTFS00170,R0000169,TRAM,180,155,78.49,32.53,221208,211610,0.776,11913.01,15861.78,9457.6,661390.27,12.95,477,91.0,3.61,5485
2019-06-19,GTFS00171,R0000170,BUS,1224,996,96.4,19.41,140823,215241,0.713,16617.41,4265.07,11658.06,953599.76,4.06,360,87.78,7.71,5263
2019-06-20,GTFS00172,R0000171,BUS,456,425,94.76,38.02,193807,168216,1.352,11850.16,14621.09,11810.47,6229662.01,15.37,245,79.44,9.58,4411
2019-06-21,GTFS00173,R0000172,BUS,1413,1196,87.94,11.96,63915,248441,0.49,14754.29,4836.66,14241.77,458592.38,16.65,185,73.31,2.58,1350
2019-06-22,GTFS00174,R0000173,SUBWAY,502,457,85.63,10.74,123931,26346,1.633,10928.76,6827.96,10253.65,6380477.11,15.68,366,98.79,5.08,3666
2019-06-23,GTFS00175,R0000174,RAIL,295,285,62.9,8.11,87707,80118,0.576,4598.36,16900.19,4509.08,6415802.62,15.87,272,86.2,7.63,4776
2019-06-24,GTFS00176,R0000175,BUS,1200,1039,67.05,18.98,93518,209079,0.353,7877.36,7478.38,4811.7,2997402.4,7.5,340,73.15,1.64,1333
2019-06-25,GTFS00177,R0000176,RAIL,437,359,69.58,30.12,88959,40926,0.644,12332.53,17208.13,12178.28,1205215.21,8.51,192,98.84,4.5,4267
2019-06-26,GTFS00178,R0000177,BUS,664,596,88.56,8.07,112178,118802,0.958,17904.3,1015.76,13392.71,5479634.04,1.46,452,94.98,11.51,1668
2019-06-27,GTFS00179,R0000178,BUS,470,414,94.79,10.83,89657,219714,1.334,11138.41,4683.86,11063.66,3784633.03,6.72,172,98.11,5.49,6481
2019-06-28,GTFS00180,R0000179,BUS,578,517,65.37,10.52,197117,3257,1.625,20936.77,2514.92,15261.68,3815532.74,12.44,222,95.96,16.0,4109
2019-06-29,GTFS00001,R0000180,TRAM,539,447,80.12,16.64,123532,100540,1.09,20476.03,14667.84,14009.68,2124946.06,11.75,362,75.32,14.25,3730
2019-06-30,GTFS00002,R0000181,BUS,270,219,55.51,39.86,34666,114884,1.101,10785.93,4693.92,10574.92,6398248.91,1.95,462,81.98,11.7,2373
2019-07-01,GTFS00003,R0000182,BUS,1243,968,92.71,18.04,185003,16405,0.728,10091.38,11160.27,6650.75,2540326.37,16.98,43,90.91,15.36,3383
2019-07-02,GTFS00004,R0000183,FERRY,558,446,65.58,7.01,43076,165121,0.996,2567.64,14136.93,2342.49,2754317.57,9.02,209,73.64,3.47,563
2019-07-03,GTFS00005,R0000184,BUS,1262,1255,68.95,25.77,227681,139084,0.166,17351.35,2108.43,14413.18,563508.01,9.73,473,84.32,13.1,640
2019-07-04,GTFS00006,R0000185,RAIL,1096,863,57.49,5.87,45423,144015,0.806,19731.73,6020.8,15169.03,5464249.51,0.46,417,89.32,16.14,6065
2019-07-05,GTFS00007,R0000186,FERRY,1006,812,64.27,19.33,162939,171105,0.515,18231.03,6663.25,17154.86,7331080.2,15.61,436,74.43,2.12,5493
2019-07-06,GTFS00008,R0000187,BUS,944,890,92.97,11.71,160417,166812,1.092,2996.9,17310.45,2506.85,2729950.73,16.15,420,77.96,9.42,3106
2019-07-07,GTFS00009,R0000188,CABLE,325,331,92.64,29.92,207744,222267,1.019,16042.45,10778.8,15530.01,4614953.95,8.87,353,72.33,4.88,6129
2019-07-08,GTFS00010,R0000189,BUS,275,257,83.6,37.59,200831,209183,0.136,16992.34,14106.68,16798.27,7321202.13,14.99,170,78.0,5.87,2997
2019-07-09,GTFS00011,R0000190,BUS,375,363,55.28,38.26,7857,83951,1.347,15958.73,2598.94,12671.79,5906364.0,15.28,304,79.07,2.43,3781
2019-07-10,GTFS00012,R0000191,BUS,416,370,70.14,7.24,152473,160369,1.201,7539.33,10251.28,7118.78,5332518.08,4.35,142,96.87,7.89,4666
2019-07-11,GTFS00013,R0000192,SUBWAY,406,346,69.42,23.33,156727,191699,0.962,202.23,14221.25,142.81,1221002.56,16.1,87,95.24,7.9,1160
2019-07-12,GTFS00014,R0000193,BUS,85,66,87.35,33.71,92858,109947,0.78,8284.94,6942.91,7035.86,3309101.42,4.09,343,88.59,14.69,46
2019-07-13,GTFS00015,R0000194,BUS,1292,1137,64.13,21.52,112269,72095,1.426,1678.46,10010.76,1333.58,4409315.68,12.61,56,80.14,17.68,4728
2019-07-14,GTFS00016,R0000195,RAIL,1383,1309,78.39,30.42,42909,36513,1.544,2646.03,14358.4,2312.63,4066252.88,0.24,456,76.65,9.15,5054
2019-07-15,GTFS00017,R0000196,CABLE,892,810,66.43,36.8,59335,54347,0.383,19940.13,6030.04,16758.96,1059138.83,4.7,333,78.38,4.41,3667
2019-07-16,GTFS00018,R0000197,BUS,579,447,55.83,13.21,69290,196784,1.653,6855.42,3789.29,4318.8,2482328.61,7.2,164,84.61,3.92,502
2019-07-17,GTFS00019,R0000198,BUS,836,638,66.34,35.08,39761,1412,1.586,3436.88,1523.3,2584.28,1673381.16,2.48,331,76.26,6.49,2319
2019-07-18,GTFS00020,R0000199,TRAM,133,111,63.34,20.29,222041,93378,0.555,3680.95,1854.28,3618.5,3653943.4,16.16,251,88.9,11.76,3471
2019-07-19,GTFS00021,R0000200,BUS,460,381,66.57,37.91,215807,235392,0.564,18609.76,14610.42,11248.77,1444968.42,17.3,260,70.06,16.54,4978
2019-07-20,GTFS00022,R0000201,RAIL,178,136,84.17,15.81,17423,203558,1.704,6086.59,14068.03,3938.23,4809126.52,13.73,288,79.06,14.26,1418
2019-07-21,GTFS00023,R0000202,BUS,1290,972,86.54,17.94,72878,55138,1.329,2645.73,7138.29,1657.56,4475685.95,17.41,340,76.57,14.12,265
2019-07-22,GTFS00024,R0000203,SUBWAY,139,125,85.09,39.73,48428,96903,1.608,16957.5,1706.28,14238.85,1763714.69,11.32,318,74.82,3.66,1579
2019-07-23,GTFS00025,R0000204,BUS,277,209,94.47,34.27,119242,173932,0.306,6135.83,6114.64,5676.36,4932164.46,6.2,86,77.19,4.95,6318
2019-07-24,GTFS00026,R0000205,RAIL,1349,1185,96.89,23.88,211380,61470,0.76,20723.1,14994.62,12494.56,354794.21,6.14,175,79.34,9.97,5461
2019-07-25,GTFS00027,R0000206,BUS,253,257,75.95,27.01,35774,115439,1.437,6099.42,4095.15,4140.7,5791147.78,8.96,148,91.55,8.1,5195
2019-07-26,GTFS00028,R0000207,BUS,1307,1139,69.99,10.19,142757,75677,0.804,2040.7,11495.59,1995.42,6087680.48,14.88,401,86.96,7.96,4012
2019-07-27,GTFS00029,R0000208,FERRY,638,531,96.13,23.07,107580,175254,1.266,14244.84,3658.95,11894.72,1730044.69,1.21,38,89.68,10.18,5086
2019-07-28,GTFS00030,R0000209,BUS,917,770,55.9,22.96,28925,214859,0.984,110.81,3766.89,87.76,1740503.54,12.55,291,87.49,9.08,5611
2019-07-29,GTFS00031,R0000210,BUS,1027,971,99.29,13.22,39132,151649,0.651,19395.53,7200.32,13367.86,6152812.88,13.13,450,94.29,5.94,4601
2019-07-30,GTFS00032,R0000211,SUBWAY,607,553,67.84,4.85,158197,160986,1.763,13775.74,10690.01,8704.72,2300864.18,0.8,294,93.84,1.29,520
2019-07-31,GTFS00033,R0000212,RAIL,191,180,79.79,16.41,185649,41100,1.138,505.96,8100.65,325.34,6671812.19,7.54,478,97.65,3.45,195
2019-08-01,GTFS00034,R0000213,RAIL,275,221,56.6,35.3,61532,39352,1.53,20499.03,15106.15,20360.66,2597654.32,10.52,80,96.19,2.89,5364
2019-08-02,GTFS00035,R0000214,BUS,1059,800,72.38,8.78,112402,112688,1.051,3902.21,608.01,2680.77,1901299.48,9.8,291,91.75,1.29,445
2019-08-03,GTFS00036,R0000215,TRAM,388,333,68.39,21.45,136035,146586,0.135,9516.9,16193.66,9190.1,3428950.58,13.83,243,94.63,4.58,2792
2019-08-04,GTFS00037,R0000216,BUS,1343,1280,78.14,12.75,154901,99389,1.176,19997.58,4727.95,16869.35,602654.97,7.1,231,97.3,15.32,75
2019-08-05,GTFS00038,R0000217,BUS,85,80,66.44,31.59,98500,214086,1.417,2505.2,6507.35,2043.94,6782738.04,9.03,474,84.6,14.62,5337
2019-08-06,GTFS00039,R0000218,BUS,575,487,93.88,22.03,103212,224384,1.058,10272.68,10586.96,8641.88,2212718.79,17.87,286,88.95,16.15,2867
2019-08-07,GTFS00040,R0000219,BUS,1240,957,63.14,11.6,130132,190866,1.448,12131.44,7102.51,11977.23,5935784.23,14.45,325,94.58,8.45,5357
2019-08-08,GTFS00041,R0000220,RAIL,430,406,76.06,29.86,117842,208980,0.987,20322.5,10125.27,13925.97,2630310.72,3.99,75,91.66,16.77,3218
2019-08-09,GTFS00042,R0000221,SUBWAY,350,294,64.27,31.14,11299,212508,0.449,14428.55,7051.57,9942.81,3692929.21,0.04,204,80.63,7.91,2597
2019-08-10,GTFS00043,R0000222,SUBWAY,822,757,75.99,39.69,2894,184809,1.501,9731.94,3400.59,8930.51,4707353.09,14.81,322,77.46,0.66,5260
2019-08-11,GTFS00044,R0000223,BUS,590,516,67.64,32.07,75794,48523,1.128,14707.12,2687.65,9632.84,7188248.66,9.7,438,99.06,0.4,1752
2019-08-12,GTFS00045,R0000224,BUS,1060,883,85.37,5.87,231891,51097,1.491,14741.67,10015.6,13645.42,2300418.64,16.48,30,79.05,10.18,1191
2019-08-13,GTFS00046,R0000225,BUS,1246,1174,62.12,37.4,82881,230113,0.951,21760.43,11613.89,15607.12,6382291.71,14.07,211,93.54,11.28,234
2019-08-14,GTFS00047,R0000226,TRAM,506,437,59.13,38.97,242718,125052,1.228,16745.49,16605.69,11004.77,1064241.65,5.52,210,97.46,5.47,1848
2019-08-15,GTFS00048,R0000227,BUS,277,222,76.86,24.81,59692,242967,1.291,12380.14,10089.04,9889.47,4636796.51,5.34,182,88.2,15.67,531
2019-08-16,GTFS00049,R0000228,SUBWAY,745,750,86.66,9.45,181767,140867,1.19,465.34,2642.18,367.18,879594.33,16.29,250,79.87,2.01,1027
2019-08-17,GTFS00050,R0000229,SUBWAY,1257,996,80.57,33.22,28103,35385,1.731,5732.9,9624.45,5170.08,6839752.58,6.16,305,92.32,12.62,5281
2019-08-18,GTFS00051,R0000230,BUS,1225,993,75.42,26.18,30064,239377,0.128,21753.12,8676.04,19639.85,597260.92,3.73,102,84.05,10.25,5404
2019-08-19,GTFS00052,R0000231,CABLE,1303,1010,77.72,12.23,43005,138774,0.764,19604.36,2931.83,13104.26,5411947.06,1.1,207,78.35,7.68,4446
2019-08-20,GTFS00053,R0000232,BUS,271,261,83.72,39.23,155841,212114,0.942,6708.91,13294.18,4037.83,4925817.32,12.78,61,92.89,11.59,4177
2019-08-21,GTFS00054,R0000233,RAIL,789,787,81.69,38.35,238300,211555,1.693,4508.67,13001.79,4075.12,487535.6,14.38,108,71.39,0.73,4895
2019-08-22,GTFS00055,R0000234,BUS,1170,945,65.3,37.71,123108,212948,1.126,5733.72,11085.2,3700.78,3191070.53,0.88,144,83.53,11.31,806
2019-08-23,GTFS00056,R0000235,RAIL,1089,907,95.51,23.75,13825,99871,0.235,16282.17,7609.7,14328.95,2789243.95,10.24,479,74.95,3.6,1601
2019-08-24,GTFS00057,R0000236,TRAM,1077,950,56.72,36.8,72206,116668,0.667,10850.67,1935.83,6742.04,5812636.55,2.12,368,78.92,0.33,5366
2019-08-25,GTFS00058,R0000237,BUS,76,59,92.59,27.75,18891,148208,1.618,17985.63,2021.78,11031.8,660549.13,8.25,423,95.87,4.87,6337
2019-08-26,GTFS00059,R0000238,RAIL,1216,1202,64.41,11.9,133465,186377,1.323,14837.18,7415.02,10613.52,5823018.93,17.19,434,80.93,15.85,3424
2019-08-27,GTFS00060,R0000239,BUS,718,551,55.91,19.5,171078,147642,0.266,9009.1,2434.13,8979.08,2275644.9,10.79,288,74.5,5.68,5584
2019-08-28,GTFS00061,R0000240,BUS,830,838,73.06,11.54,223551,213035,1.28,14766.89,856.49,12209.79,2452302.25,3.63,187,82.68,14.14,501
2019-08-29,GTFS00062,R0000241,BUS,243,225,92.65,39.65,227805,142930,1.289,21898.06,3947.3,17047.82,1734453.6,15.07,108,77.88,13.68,4007
2019-08-30,GTFS00063,R0000242,RAIL,1086,957,79.34,27.02,140282,52695,0.719,7748.1,10082.0,7450.89,6595648.58,7.4,387,88.21,14.76,3078
2019-08-31,GTFS00064,R0000243,BUS,1147,1070,96.7,4.23,194278,229007,1.322,1984.81,4595.77,1967.46,3839557.0,3.94,447,84.04,7.81,5716
2019-09-01,GTFS00065,R0000244,BUS,449,370,72.13,26.44,243360,178340,0.541,4361.46,6211.47,3581.44,6043068.94,0.31,164,97.93,3.49,2217
2019-09-02,GTFS00066,R0000245,BUS,953,872,71.11,15.53,155010,8563,0.977,19751.07,10595.69,15804.36,5566982.95,6.2,32,82.99,4.91,1649
2019-09-03,GTFS00067,R0000246,GONDOLA,1298,1032,87.66,13.67,7624,134270,1.736,283.71,9694.89,212.27,893913.89,14.44,121,99.39,17.62,3744
2019-09-04,GTFS00068,R0000247,RAIL,1190,938,71.38,30.36,96708,143117,1.572,10676.24,16320.75,9834.17,6969040.08,0.87,138,75.57,2.17,6266
2019-09-05,GTFS00069,R0000248,TRAM,23,21,95.53,16.34,14341,203577,1.552,20937.29,17783.24,12641.85,4059286.2,4.43,106,96.0,2.67,3074
2019-09-06,GTFS00070,R0000249,RAIL,1316,1117,81.05,20.91,139235,59741,1.689,3653.08,9543.69,3216.95,4086054.27,5.72,253,95.45,2.35,1144
2019-09-07,GTFS00071,R0000250,TRAM,735,585,70.49,36.66,215007,107637,0.961,1116.19,2853.7,948.34,6639664.74,6.65,215,94.5,15.57,192
2019-09-08,GTFS00072,R0000251,RAIL,448,421,63.23,5.82,27663,11338,0.393,8538.86,16574.46,6550.72,7036583.7,16.97,217,98.18,17.97,2457
2019-09-09,GTFS00073,R0000252,RAIL,1439,1129,97.29,13.49,231760,111691,1.467,8020.36,4270.41,6264.92,4700407.26,8.03,22,87.38,8.6,4474
2019-09-10,GTFS00074,R0000253,BUS,258,234,92.88,13.45,212562,127148,0.316,19697.79,13024.69,18821.59,4474451.31,15.91,253,93.42,14.08,5165
2019-09-11,GTFS00075,R0000254,BUS,1483,1214,89.52,35.12,43374,196391,0.322,7711.6,10448.15,4693.19,6189535.68,12.74,113,93.31,13.49,6354
2019-09-12,GTFS00076,R0000255,BUS,31,28,61.93,27.3,75138,24130,0.801,7237.63,4567.36,5656.68,6470380.29,5.09,111,98.35,12.08,5414
2019-09-13,GTFS00077,R0000256,BUS,67,53,75.23,18.41,192994,5532,1.736,1456.32,5909.04,1187.23,1465598.69,5.7,221,81.31,7.08,1871
2019-09-14,GTFS00078,R0000257,BUS,736,645,65.29,22.68,156577,220109,1.797,3123.86,17514.4,1943.96,6263473.7,13.91,36,83.08,6.35,5948
2019-09-15,GTFS00079,R0000258,BUS,356,310,83.67,9.27,171489,83694,1.722,10277.01,10713.91,7951.65,1078848.62,1.14,52,80.04,1.56,2307
2019-09-16,GTFS00080,R0000259,SUBWAY,310,309,93.37,10.36,49349,114468,0.861,14401.9,1236.5,9073.7,4639050.73,13.51,10,80.21,4.84,2313
2019-09-17,GTFS00081,R0000260,RAIL,345,303,89.57,35.61,124625,10838,1.56,11538.73,8532.44,9968.07,3023333.19,5.92,229,81.21,0.3,5896
2019-09-18,GTFS00082,R0000261,SUBWAY,875,704,69.25,38.74,4708,128438,0.211,12211.88,15026.42,9609.75,4823995.17,15.56,177,90.09,0.69,3916
2019-09-19,GTFS00083,R0000262,BUS,1177,1189,61.57,10.61,145291,192523,1.339,4342.94,5277.2,3031.23,3959719.7,16.1,468,76.85,5.74,1341
2019-09-20,GTFS00084,R0000263,BUS,996,902,55.22,12.8,185206,186519,1.658,21043.68,15030.02,15970.7,3512641.32,7.79,181,70.65,9.52,5925
2019-09-21,GTFS00085,R0000264,SUBWAY,1017,764,81.05,38.52,146964,144557,0.283,17211.82,13144.78,11402.19,1718231.96,2.28,445,85.21,7.8,5070
2019-09-22,GTFS00086,R0000265,BUS,105,101,66.15,22.57,226137,17167,0.178,11093.09,16692.23,9476.26,4114646.88,16.05,251,73.28,2.89,3269
2019-09-23,GTFS00087,R0000266,BUS,34,34,69.64,6.18,107861,109622,0.924,4452.07,16497.87,2848.58,34425.58,1.27,47,90.11,6.55,2154
2019-09-24,GTFS00088,R0000267,BUS,628,485,89.54,38.56,65885,43469,0.333,12561.43,15947.36,11695.74,5664370.28,14.64,329,76.01,17.79,809
2019-09-25,GTFS00089,R0000268,BUS,347,279,78.12,13.42,86301,120422,0.112,20121.48,12030.72,17173.51,679502.41,11.19,169,93.85,17.99,1911
2019-09-26,GTFS00090,R0000269,BUS,1492,1489,85.23,16.39,18918,49127,1.183,9398.96,12628.57,8880.48,4524042.52,5.9,438,86.81,17.59,4036
2019-09-27,GTFS00091,R0000270,SUBWAY,1326,1000,58.77,14.46,86933,101583,1.209,18874.85,13589.55,12497.29,7480595.35,1.9,62,78.74,8.9,6023
2019-09-28,GTFS00092,R0000271,BUS,727,615,65.99,37.11,177765,22437,1.655,2136.52,3312.69,1887.87,1635843.98,1.91,393,72.16,13.19,1435
2019-09-29,GTFS00093,R0000272,BUS,1025,790,61.57,31.97,175196,64839,1.019,2172.78,4746.6,2111.42,1445688.83,1.55,23,78.47,0.95,688
2019-09-30,GTFS00094,R0000273,SUBWAY,1366,1382,85.33,13.73,89806,207864,0.184,3745.19,5997.82,2322.43,5047828.34,14.9,314,93.98,14.67,874
2019-10-01,GTFS00095,R0000274,TRAM,21,21,82.37,25.87,12459,133518,1.078,690.08,12201.47,447.1,4905739.11,1.46,305,83.88,12.01,1411
2019-10-02,GTFS00096,R0000275,BUS,788,659,99.07,33.53,188016,103317,0.436,6891.55,13142.13,4435.7,679617.23,1.82,4,86.78,13.69,516
2019-10-03,GTFS00097,R0000276,SUBWAY,1149,994,76.02,33.46,208410,175913,1.489,8721.15,14368.32,5617.09,1452606.86,15.68,421,86.94,12.53,2926
2019-10-04,GTFS00098,R0000277,BUS,620,545,61.26,35.83,148550,225650,0.707,16011.67,14154.64,14773.7,6287004.94,4.66,252,97.27,17.65,1125
2019-10-05,GTFS00099,R0000278,BUS,1421,1205,57.38,9.83,231484,126926,1.478,17534.47,10037.96,16877.54,6369490.03,15.1,202,78.53,6.19,3097
2019-10-06,GTFS00100,R0000279,SUBWAY,615,563,97.9,6.26,200212,49374,0.209,1662.78,12122.72,1084.38,2052325.04,10.47,263,90.55,11.17,662
2019-10-07,GTFS00101,R0000280,BUS,1487,1131,59.12,13.42,170565,174288,1.546,1754.97,4344.2,1574.12,368614.78,5.49,75,92.3,12.06,2217
2019-10-08,GTFS00102,R0000281,BUS,870,746,71.59,34.03,1147,110882,1.238,8964.09,7594.69,6921.66,71505.61,10.72,93,70.06,11.31,5422
2019-10-09,GTFS00103,R0000282,SUBWAY,630,503,97.38,39.64,210754,144913,1.281,11873.16,3941.16,8024.57,5328308.09,2.62,179,87.55,0.81,106
2019-10-10,GTFS00104,R0000283,RAIL,1446,1251,88.38,19.7,179270,31999,0.402,3293.89,14171.01,3251.37,127094.41,14.01,383,93.28,11.26,5817
2019-10-11,GTFS00105,R0000284,TRAM,528,408,65.26,19.36,137159,151258,1.058,3027.79,2618.08,2597.32,5412182.05,8.0,56,76.42,15.73,716
2019-10-12,GTFS00106,R0000285,BUS,894,781,71.07,24.95,62386,215452,1.462,13165.51,12305.11,8554.87,6617774.58,11.61,125,82.27,4.43,826
2019-10-13,GTFS00107,R0000286,TRAM,321,269,88.73,25.64,49358,156623,1.511,13433.93,7943.45,10136.98,3887070.95,7.1,198,90.03,6.23,3996
2019-10-14,GTFS00108,R0000287,BUS,1142,1158,76.5,14.35,247026,160691,1.745,17653.58,16949.6,14837.27,5027951.48,12.33,417,80.97,6.27,4847
2019-10-15,GTFS00109,R0000288,SUBWAY,328,300,75.94,7.72,119341,117655,0.424,463.86,1996.64,385.78,3008300.35,2.69,257,78.0,1.83,3787
2019-10-16,GTFS00110,R0000289,RAIL,80,77,56.97,38.93,48766,28521,0.733,17603.4,14295.37,14613.69,6245758.96,10.34,20,71.96,3.87,5689
2019-10-17,GTFS00111,R0000290,BUS,835,630,75.44,30.44,213868,146233,1.608,19294.44,11984.97,12085.31,1879453.72,1.63,373,85.49,4.59,369
2019-10-18,GTFS00112,R0000291,SUBWAY,901,892,64.46,39.77,2768,80175,1.118,15954.69,3864.78,11700.79,1620652.83,15.49,0,78.81,8.36,1937
2019-10-19,GTFS00113,R0000292,BUS,27,21,58.72,38.62,111694,242866,1.544,5129.82,5466.98,4129.84,2377256.23,8.82,269,93.88,9.76,3363
2019-10-20,GTFS00114,R0000293,BUS,744,619,68.03,30.1,242479,82105,0.196,20827.58,5780.91,16651.61,565182.45,5.16,186,89.9,7.26,777
2019-10-21,GTFS00115,R0000294,BUS,1393,1360,89.64,12.13,194361,75425,0.94,7434.37,17884.82,6985.99,6724745.93,10.85,266,89.2,1.13,1906
2019-10-22,GTFS00116,R0000295,BUS,1390,1057,69.04,28.27,44005,199988,1.39,5703.39,11801.65,4176.32,350097.92,9.3,436,97.92,12.49,4816
2019-10-23,GTFS00117,R0000296,RAIL,828,644,85.32,34.58,69748,81107,0.189,14936.31,715.21,14407.17,1988824.13,17.43,258,96.54,9.48,3552
2019-10-24,GTFS00118,R0000297,BUS,87,77,93.53,7.98,176648,146396,0.283,14980.97,7027.75,10680.94,6161510.46,0.48,377,74.65,17.97,3997
2019-10-25,GTFS00119,R0000298,BUS,288,250,65.54,12.95,1178,244093,0.975,6964.81,10969.78,6044.69,3566842.69,5.22,204,82.1,11.99,2410
2019-10-26,GTFS00120,R0000299,RAIL,249,243,78.72,24.97,38608,27687,1.17,11313.89,12554.99,10766.95,5142984.92,8.38,242,85.34,7.21,801
2019-10-27,GTFS00121,R0000300,SUBWAY,1278,985,79.03,37.41,161608,21130,0.792,13958.93,8807.7,10635.82,4379209.4,5.92,85,73.95,2.96,1440
2019-10-28,GTFS00122,R0000301,BUS,917,742,93.79,9.97,225380,104747,0.712,4119.55,10362.29,2596.87,1037992.95,3.73,246,90.96,1.37,5961
2019-10-29,GTFS00123,R0000302,BUS,27,24,69.47,36.62,31467,171136,1.394,7033.16,14898.68,6888.36,5568171.66,9.83,284,98.82,13.01,1953
2019-10-30,GTFS00124,R0000303,CABLE,1477,1467,96.92,18.04,188384,114543,0.213,4224.27,8418.1,2914.87,2886345.33,10.51,115,83.24,5.3,2228
2019-10-31,GTFS00125,R0000304,RAIL,1466,1229,96.7,36.96,78656,159385,1.742,9067.4,16970.35,5544.34,316731.87,14.04,285,73.13,10.25,994
2019-11-01,GTFS00126,R0000305,BUS,429,389,67.91,19.97,49504,133942,1.078,5657.09,7267.94,4179.76,6877948.77,12.44,169,95.78,2.3,6129
2019-11-02,GTFS00127,R0000306,RAIL,1433,1308,92.96,28.72,117121,214044,0.179,11470.95,17711.4,10814.92,359222.75,15.18,456,73.45,11.41,890
2019-11-03,GTFS00128,R0000307,BUS,546,506,70.29,7.53,21083,156904,1.738,18536.51,13217.52,13713.45,5355868.04,17.38,23,99.26,8.71,2774
2019-11-04,GTFS00129,R0000308,TRAM,1322,1132,94.61,7.42,11333,227534,1.652,1320.96,520.23,863.99,2978069.97,6.0,359,80.78,15.99,4507
2019-11-05,GTFS00130,R0000309,FERRY,797,753,99.45,5.52,118884,77152,0.303,5015.21,41.14,3410.01,2543171.3,12.55,57,74.97,7.07,5644
2019-11-06,GTFS00131,R0000310,SUBWAY,1228,946,99.45,34.0,217215,4443,0.803,7430.27,6070.66,6462.3,4548215.18,9.79,217,79.27,6.25,116
2019-11-07,GTFS00132,R0000311,BUS,1135,1120,72.15,20.19,2305,76115,1.344,2539.04,14696.6,1528.09,2722946.92,8.31,146,97.33,2.59,5889
2019-11-08,GTFS00133,R0000312,BUS,356,321,93.16,12.01,170903,152985,1.14,2326.38,1296.15,1849.09,2447105.51,15.55,414,95.12,7.7,3537
2019-11-09,GTFS00134,R0000313,SUBWAY,114,114,66.03,7.64,115535,188882,0.825,344.88,10398.61,287.36,1303030.74,9.49,51,91.62,4.55,5159
2019-11-10,GTFS00135,R0000314,RAIL,1337,1101,68.5,11.96,80504,171429,1.701,15342.86,6037.43,9697.59,5469363.77,10.09,314,98.6,17.64,3661
2019-11-11,GTFS00136,R0000315,TRAM,1229,1033,87.75,24.99,238784,158670,1.106,17698.99,1956.06,11962.01,3687050.39,8.09,214,90.61,2.65,4725
2019-11-12,GTFS00137,R0000316,RAIL,894,822,78.42,22.61,15874,44001,1.235,4811.48,2505.26,3942.21,4936592.48,1.37,337,72.63,5.24,896
2019-11-13,GTFS00138,R0000317,FERRY,316,288,75.79,27.87,117013,102958,0.762,1150.08,464.15,765.91,714121.59,17.97,231,85.51,1.82,1395
2019-11-14,GTFS00139,R0000318,BUS,1171,1092,88.38,29.3,214487,16480,1.551,2377.15,5650.35,1436.83,7017075.94,10.61,46,84.07,7.38,4238
2019-11-15,GTFS00140,R0000319,BUS,1232,1030,63.55,34.23,207860,149714,1.272,7967.97,11146.14,5927.65,5651710.62,13.32,46,84.44,16.34,1413
2019-11-16,GTFS00141,R0000320,BUS,764,700,63.04,37.36,52670,107295,1.611,1663.56,10773.72,1251.86,2675555.68,11.01,129,84.66,7.69,645
2019-11-17,GTFS00142,R0000321,BUS,363,306,87.6,14.73,223830,28833,1.182,21120.52,10022.14,13739.49,6490316.69,1.75,461,94.18,4.2,4529
2019-11-18,GTFS00143,R0000322,SUBWAY,1179,1178,57.49,30.91,89861,16130,0.301,16614.39,16955.9,16322.25,7470592.86,10.55,285,86.27,1.82,4205
