qol_reg_reference_year,qol_reg_country_iso2,qol_reg_region_nuts_code,qol_reg_gdp_per_capita_pps,qol_reg_employment_rate_pct,qol_reg_r_and_d_intensity_pct_gdp,qol_reg_broadband_coverage_pct,qol_reg_accessibility_index,qol_reg_health_outcomes_index,qol_reg_education_attainment_index,qol_reg_poverty_rate_pct,qol_reg_income_inequality_gini,qol_reg_air_quality_index,qol_reg_green_space_access_pct,qol_reg_public_services_quality_score,qol_reg_institutional_quality_index,qol_reg_cohesion_funds_per_capita_eur,qol_reg_just_transition_exposure_index,qol_reg_data_source,qol_reg_data_extract_date
2010,FR,LT11,134.3,75.77,2.37,66.78,54.4,72.57,55.83,7.47,34.13,78.56,76.92,6.13,81.23,1004.11,9.07,EUROSTAT_REGIO,2024-08-11
2011,LT,AT127,52.42,67.15,0.43,62.79,53.6,81.9,70.58,19.84,33.57,81.61,34.6,7.47,42.31,917.01,22.39,NATIONAL_STAT_EXPORT,2025-03-18
2012,SK,SE826,124.26,60.27,2.3,70.36,58.61,79.43,43.21,25.46,35.57,59.38,56.47,7.86,52.72,275.59,10.95,COHESION_POLICY_DASHBOARD,2025-11-10
2013,HR,PT355,135.2,75.52,1.08,62.83,66.81,79.39,43.98,12.39,25.9,71.07,57.23,5.23,48.13,2101.06,46.63,JRC_COMPOSITE,2024-06-05
2014,DE,AT86,89.06,71.31,2.12,94.91,79.1,49.37,84.08,23.04,34.04,81.39,71.56,6.8,81.41,164.62,13.58,EUROSTAT_REGIO,2024-10-11
2015,LU,LU70,148.75,77.8,0.6,67.07,57.35,72.58,62.65,15.99,33.02,72.48,46.9,8.84,53.34,196.52,48.7,NATIONAL_STAT_EXPORT,2025-05-11
2016,SI,LU66,62.98,69.52,0.43,77.24,78.36,52.3,56.82,24.96,37.49,81.35,67.14,7.27,81.43,693.28,8.49,COHESION_POLICY_DASHBOARD,2025-05-04
2017,CY,ES41,87.66,75.01,1.15,96.54,61.1,51.21,57.95,17.31,23.56,80.16,30.63,6.08,56.36,871.13,17.15,JRC_COMPOSITE,2026-01-27
2018,GR,HR882,167.66,61.8,2.55,65.9,85.45,86.14,60.01,24.04,27.69,85.75,76.53,6.53,54.8,2066.22,30.38,EUROSTAT_REGIO,2026-02-18
2019,MT,FR592,91.56,63.84,2.0,82.47,57.01,55.81,42.62,22.37,23.67,35.65,36.7,4.74,32.69,1802.77,62.53,NATIONAL_STAT_EXPORT,2025-01-18
2020,ES,CY12,140.39,57.83,1.09,92.08,50.1,51.98,84.77,20.42,30.61,49.17,72.25,8.11,45.84,318.81,39.2,COHESION_POLICY_DASHBOARD,2024-06-07
2021,CZ,LT5,128.81,57.24,0.71,67.45,83.88,61.85,50.98,22.76,27.83,82.54,62.95,4.78,51.52,2047.73,54.43,JRC_COMPOSITE,2024-02-16
2022,HU,PL54,94.28,58.67,2.36,87.22,70.12,81.19,79.73,14.25,23.75,53.2,73.99,6.21,77.09,2078.07,27.98,EUROSTAT_REGIO,2024-08-01
2023,NL,FI6,230.0,78.81,2.91,85.39,71.83,48.41,65.04,14.13,32.32,43.42,45.73,9.25,75.47,704.6,9.97,NATIONAL_STAT_EXPORT,2024-07-14
2024,SE,IT769,230.0,68.1,3.53,74.38,77.75,60.28,57.47,21.23,25.59,62.36,55.11,8.85,69.76,465.29,12.8,COHESION_POLICY_DASHBOARD,2024-11-03
2025,DK,HR717,166.51,79.69,2.4,100.0,76.94,90.47,48.57,11.55,23.49,37.41,29.48,8.11,89.12,103.02,15.8,JRC_COMPOSITE,2024-06-23
2006,IE,CZ118,172.4,79.3,2.67,68.22,77.05,66.12,47.36,11.4,34.58,52.13,60.65,8.92,54.36,419.52,28.31,EUROSTAT_REGIO,2025-07-16
2007,PL,BG638,82.66,62.14,0.29,64.97,51.44,67.93,77.4,27.26,30.63,53.08,25.89,5.66,61.87,1789.6,64.83,NATIONAL_STAT_EXPORT,2024-11-20
2008,AT,SK55,181.37,78.76,0.32,81.34,82.8,85.46,51.95,13.54,27.26,80.6,44.17,8.31,58.97,395.35,20.88,COHESION_POLICY_DASHBOARD,2024-12-11
2009,EE,SI377,80.58,64.31,2.68,81.54,60.14,66.42,75.89,31.08,30.05,46.3,40.68,7.57,61.52,425.95,32.91,JRC_COMPOSITE,2026-02-13
2010,IT,IT546,133.1,65.83,1.4,80.84,77.99,68.77,52.46,19.39,25.73,58.86,56.88,6.74,37.18,1033.5,7.36,EUROSTAT_REGIO,2025-06-15
2011,PT,LU47,133.12,75.37,1.18,74.98,85.92,82.07,41.84,15.92,33.09,53.08,27.91,5.13,48.31,1413.49,28.75,NATIONAL_STAT_EXPORT,2025-03-17
2012,BE,CZ17,164.31,68.65,1.61,77.17,73.47,72.82,47.34,21.37,35.07,37.49,72.8,7.32,47.78,879.47,17.81,COHESION_POLICY_DASHBOARD,2025-11-22
2013,FI,GR354,122.88,68.53,0.49,89.47,40.37,71.75,70.5,12.91,28.09,70.97,87.25,6.44,74.24,737.21,33.1,JRC_COMPOSITE,2024-06-25
2014,LV,GR8,139.13,63.61,1.47,58.35,49.51,65.39,43.71,22.96,32.95,62.13,40.78,7.86,84.6,67.83,40.37,EUROSTAT_REGIO,2024-09-16
2015,RO,FR71,89.62,66.08,2.13,67.82,50.99,85.8,92.71,25.94,35.22,48.7,70.94,5.24,54.88,103.93,39.69,NATIONAL_STAT_EXPORT,2024-07-07
2016,BG,CY742,105.19,58.31,0.4,88.14,54.2,68.34,59.54,13.33,35.9,39.07,66.07,6.92,55.05,1443.1,40.16,COHESION_POLICY_DASHBOARD,2024-02-08
2017,FR,GR73,95.44,84.6,1.61,100.0,95.36,91.89,76.88,16.07,35.28,55.31,85.48,6.79,61.62,87.97,35.51,JRC_COMPOSITE,2026-01-02
2018,LT,AT4,158.38,68.58,0.48,72.29,76.19,57.76,72.37,10.22,34.47,77.47,57.2,6.77,41.19,163.11,36.98,EUROSTAT_REGIO,2025-10-18
2019,SK,HR312,130.75,73.58,1.2,79.89,38.71,47.83,45.71,11.5,35.59,50.34,74.2,6.39,61.13,143.5,50.69,NATIONAL_STAT_EXPORT,2024-03-05
2020,HR,SE61,146.71,61.92,1.6,70.04,94.72,73.35,57.09,25.97,29.71,78.29,55.62,8.28,43.0,2061.22,47.71,COHESION_POLICY_DASHBOARD,2024-10-24
2021,DE,HU75,79.63,68.57,4.08,100.0,47.07,49.79,88.02,21.78,31.83,78.06,69.23,6.48,36.49,104.42,53.4,JRC_COMPOSITE,2024-09-27
2022,LU,BG50,179.15,75.09,2.21,84.37,42.13,62.72,53.36,7.52,29.3,62.08,28.79,7.48,32.27,652.0,15.76,EUROSTAT_REGIO,2025-10-24
2023,SI,HR406,74.12,55.88,0.35,77.7,48.58,56.03,66.11,21.94,35.39,50.52,52.19,6.95,52.02,1091.19,59.86,NATIONAL_STAT_EXPORT,2025-03-07
2024,CY,CY993,147.76,73.28,0.39,75.66,68.92,83.68,79.01,31.73,32.6,55.06,49.57,6.72,71.05,1502.01,39.49,COHESION_POLICY_DASHBOARD,2025-06-28
2025,GR,EE264,160.99,74.84,1.78,85.69,40.86,76.56,64.94,13.79,24.08,55.62,27.42,5.08,38.74,1871.6,61.82,JRC_COMPOSITE,2025-07-28
2006,MT,FI81,121.72,60.52,1.37,75.45,92.89,51.08,46.01,10.25,26.59,65.7,35.37,6.23,44.87,614.49,15.36,EUROSTAT_REGIO,2025-04-20
2007,ES,IE612,141.7,70.89,2.24,68.43,72.04,58.55,71.33,21.02,26.72,33.26,40.45,8.19,65.3,147.03,18.38,NATIONAL_STAT_EXPORT,2024-10-10
2008,CZ,NL2,114.62,55.85,2.19,76.45,61.45,45.6,61.86,19.96,27.13,51.04,77.85,6.63,82.49,1627.25,15.37,COHESION_POLICY_DASHBOARD,2025-03-14
2009,HU,MT93,54.05,70.53,2.43,70.72,64.39,80.49,85.64,28.57,30.9,85.3,32.83,4.68,73.22,537.03,37.8,JRC_COMPOSITE,2025-09-24
2010,NL,IT558,175.11,74.69,3.64,64.48,85.39,61.21,51.45,15.17,32.33,41.94,59.98,8.83,69.3,991.58,24.18,EUROSTAT_REGIO,2024-09-15
2011,SE,SI512,143.17,83.04,0.41,93.25,65.27,80.45,70.44,20.28,22.11,47.53,65.04,8.28,86.84,978.38,16.83,NATIONAL_STAT_EXPORT,2025-05-25
2012,DK,SK38,108.5,78.14,2.44,63.64,65.77,65.36,72.71,19.82,26.62,38.8,85.31,7.55,44.64,466.38,20.7,COHESION_POLICY_DASHBOARD,2025-09-21
2013,IE,MT369,198.18,75.22,0.34,95.41,73.05,58.62,72.95,10.08,24.31,71.85,66.86,8.3,40.45,693.8,12.1,JRC_COMPOSITE,2025-03-20
2014,PL,SE881,101.73,64.98,2.48,85.46,57.03,53.44,86.26,21.54,25.71,34.57,40.49,4.67,78.53,118.2,18.81,EUROSTAT_REGIO,2024-03-24
2015,AT,RO8,72.82,71.3,1.57,84.88,84.51,47.93,81.12,17.62,23.65,66.17,43.62,7.86,58.72,385.98,23.62,NATIONAL_STAT_EXPORT,2025-03-07
2016,EE,FI431,136.19,55.7,0.83,90.85,77.89,63.81,40.79,16.05,33.3,78.84,66.59,6.41,42.37,1458.35,50.76,COHESION_POLICY_DASHBOARD,2026-02-18
2017,IT,RO966,80.61,61.1,2.43,68.09,44.6,79.1,78.46,30.84,34.51,33.56,32.29,8.4,36.74,802.11,38.22,JRC_COMPOSITE,2025-10-09
2018,PT,DE933,112.75,65.72,0.58,71.0,88.74,60.05,57.31,21.08,37.13,53.11,85.18,4.9,50.09,1455.22,23.61,EUROSTAT_REGIO,2024-07-15
2019,BE,FR736,218.67,77.82,1.24,100.0,64.95,75.31,41.92,16.33,34.13,38.53,36.74,6.85,79.42,1049.16,43.18,NATIONAL_STAT_EXPORT,2024-04-13
2020,FI,HR336,111.19,67.14,2.71,78.83,49.35,76.52,77.05,23.71,31.2,66.68,35.72,7.81,92.78,31.93,32.18,COHESION_POLICY_DASHBOARD,2025-09-16
2021,LV,SE73,101.22,68.77,1.55,90.21,78.32,86.37,62.86,19.84,29.73,41.63,41.49,4.59,83.28,1110.76,16.24,JRC_COMPOSITE,2024-12-10
2022,RO,DE8,152.6,65.08,0.6,96.82,82.32,83.61,61.96,27.73,31.3,39.47,53.46,8.33,71.44,1571.26,52.47,EUROSTAT_REGIO,2026-02-04
2023,BG,SI8,132.96,57.46,1.78,68.86,68.68,63.59,63.49,9.81,28.56,65.57,66.45,7.41,58.67,814.19,55.04,NATIONAL_STAT_EXPORT,2025-04-14
2024,FR,HR666,185.59,65.76,2.38,95.15,62.23,71.19,53.5,11.2,31.17,75.16,53.77,7.64,50.83,690.46,52.73,COHESION_POLICY_DASHBOARD,2024-12-04
2025,LT,HR642,181.04,63.54,2.28,66.5,47.04,48.29,43.22,17.15,36.06,79.64,76.8,7.68,76.9,835.67,39.63,JRC_COMPOSITE,2025-09-20
2006,SK,HU80,98.35,73.81,0.58,82.14,73.75,54.92,52.64,19.51,32.91,70.12,50.31,7.7,51.32,1503.81,10.93,EUROSTAT_REGIO,2025-07-31
2007,HR,EE245,79.91,67.77,1.21,60.43,72.44,70.24,62.88,31.94,26.26,53.46,34.17,7.83,35.07,1803.2,10.12,NATIONAL_STAT_EXPORT,2025-10-20
2008,DE,RO605,174.68,67.57,0.56,65.64,37.05,58.77,82.57,8.54,26.37,84.1,44.46,6.86,69.49,381.08,16.05,COHESION_POLICY_DASHBOARD,2024-08-18
2009,LU,EE701,154.05,78.34,2.28,79.63,59.25,65.72,88.14,13.1,32.88,43.57,63.15,9.1,71.19,121.86,25.15,JRC_COMPOSITE,2024-08-06
2010,SI,HU3,143.99,71.68,2.23,61.28,76.31,43.81,67.04,21.48,37.67,44.28,52.29,4.56,49.53,2052.88,12.12,EUROSTAT_REGIO,2024-01-04
2011,CY,MT17,101.28,71.66,0.31,62.58,77.85,56.36,40.02,15.34,31.34,48.33,61.82,7.11,83.32,559.36,20.23,NATIONAL_STAT_EXPORT,2024-09-14
2012,GR,HU5,81.76,63.36,1.63,71.52,45.24,53.76,43.39,25.05,29.33,48.21,47.46,7.11,43.17,140.31,34.6,COHESION_POLICY_DASHBOARD,2025-01-09
2013,MT,BG54,89.71,65.89,0.37,66.37,60.11,65.55,51.73,24.86,26.48,40.77,28.29,6.15,60.73,1330.77,9.66,JRC_COMPOSITE,2024-11-30
2014,ES,EE41,95.26,65.35,1.01,64.1,60.26,69.14,66.2,25.37,23.68,73.21,73.29,6.9,42.93,1628.14,21.17,EUROSTAT_REGIO,2025-04-08
2015,CZ,RO20,150.74,57.4,0.5,75.23,53.66,78.42,47.08,22.82,38.48,65.55,27.64,5.84,55.02,1763.34,68.07,NATIONAL_STAT_EXPORT,2025-12-15
2016,HU,DE390,172.07,74.75,1.72,67.62,88.97,55.41,53.07,31.75,36.8,59.58,27.64,6.71,46.59,1424.09,24.46,COHESION_POLICY_DASHBOARD,2025-05-15
2017,NL,SE9,133.74,71.53,1.74,81.67,71.41,71.2,61.72,22.2,35.94,61.52,56.38,6.41,96.5,638.89,19.73,JRC_COMPOSITE,2024-12-10
2018,SE,IE909,125.98,66.21,3.19,100.0,46.01,75.3,60.47,7.03,30.43,69.27,68.37,5.71,72.53,1023.92,9.83,EUROSTAT_REGIO,2024-07-31
2019,DK,EE4,171.59,72.6,2.26,99.71,64.75,69.68,71.27,19.27,27.25,64.25,31.4,8.19,95.48,946.26,52.9,NATIONAL_STAT_EXPORT,2024-12-02
2020,IE,CZ782,224.72,66.58,0.85,100.0,51.48,54.92,76.41,14.46,23.75,35.78,45.05,7.92,68.13,233.68,41.48,COHESION_POLICY_DASHBOARD,2024-01-16
2021,PL,BG24,95.28,74.19,2.16,98.35,87.14,67.7,46.76,12.13,31.31,55.9,52.45,7.9,56.97,1172.88,69.01,JRC_COMPOSITE,2025-06-12
2022,AT,PL2,179.26,65.87,0.72,77.31,56.68,77.03,76.84,12.03,27.52,38.35,58.4,8.18,80.06,522.54,61.2,EUROSTAT_REGIO,2025-12-07
2023,EE,FI96,86.38,74.81,1.32,95.05,52.01,78.16,75.24,25.76,25.63,63.69,72.92,6.91,48.49,951.62,42.07,NATIONAL_STAT_EXPORT,2024-11-08
2024,IT,HR548,128.3,67.55,1.22,87.03,72.51,48.26,61.74,22.91,33.63,35.92,26.85,6.07,84.59,864.86,61.26,COHESION_POLICY_DASHBOARD,2024-04-13
2025,PT,SI317,159.41,60.99,2.68,97.98,60.03,74.6,76.65,21.53,34.22,42.35,79.12,6.77,80.33,994.07,43.79,JRC_COMPOSITE,2024-06-07
2006,BE,SK232,72.89,65.99,0.3,88.88,63.16,59.74,63.25,22.44,32.83,47.56,69.71,8.78,71.6,558.02,52.22,EUROSTAT_REGIO,2025-04-07
2007,FI,AT535,115.33,62.96,0.96,71.52,34.9,93.88,40.3,14.3,24.28,45.97,44.48,7.15,85.0,508.03,42.77,NATIONAL_STAT_EXPORT,2024-12-23
2008,LV,IE175,126.64,57.0,0.81,70.38,33.94,65.62,53.46,30.54,38.28,52.99,30.75,4.99,72.2,2227.8,24.07,COHESION_POLICY_DASHBOARD,2024-12-28
2009,RO,ES6,136.21,68.93,0.51,79.87,87.28,59.4,49.35,19.98,29.04,54.75,80.88,6.69,62.51,1202.48,42.07,JRC_COMPOSITE,2025-04-30
2010,BG,CY300,57.3,75.0,1.31,81.04,86.55,44.03,62.83,24.94,33.54,77.85,86.5,7.15,80.17,301.88,37.61,EUROSTAT_REGIO,2025-12-06
2011,FR,HU1,104.22,75.69,1.61,93.71,63.29,84.13,52.46,13.67,29.91,67.03,42.44,7.01,50.91,432.88,19.45,NATIONAL_STAT_EXPORT,2025-11-01
2012,LT,GR9,55.08,74.06,0.42,74.78,86.42,57.93,55.53,13.63,27.98,58.58,68.56,5.93,58.05,654.92,25.56,COHESION_POLICY_DASHBOARD,2025-07-03
2013,SK,LV4,161.7,69.54,1.45,72.98,65.73,76.19,66.53,16.27,36.69,39.88,83.75,8.21,56.86,1333.24,25.3,JRC_COMPOSITE,2024-04-26
2014,HR,LU8,82.06,72.93,2.08,86.36,84.46,68.83,43.77,19.29,23.75,66.83,49.2,6.83,56.0,1380.89,25.99,EUROSTAT_REGIO,2024-12-20
2015,DE,BE7,90.14,74.45,0.43,83.79,35.01,89.89,44.49,17.45,26.56,57.69,28.83,6.52,63.13,455.83,20.83,NATIONAL_STAT_EXPORT,2026-01-09
2016,LU,LT7,189.95,64.97,1.64,72.98,58.56,61.25,51.61,18.43,26.5,39.88,38.42,5.98,35.32,97.65,46.97,COHESION_POLICY_DASHBOARD,2025-03-21
2017,SI,DE63,129.96,67.02,2.3,93.8,81.56,69.09,72.42,16.9,36.17,56.95,50.97,6.95,38.16,1992.31,23.84,JRC_COMPOSITE,2024-03-07
2018,CY,HR75,152.01,66.42,0.9,90.69,82.21,45.94,46.84,29.43,35.35,75.74,83.28,4.61,36.98,1040.72,7.07,EUROSTAT_REGIO,2024-09-08
2019,GR,DE5,71.68,64.2,2.32,81.47,67.18,84.25,92.58,21.23,38.22,68.7,66.29,5.51,72.74,273.0,43.19,NATIONAL_STAT_EXPORT,2024-05-17
2020,MT,RO699,146.13,71.83,2.13,79.54,59.9,43.72,60.04,30.23,29.31,76.53,74.49,7.21,32.6,761.95,47.86,COHESION_POLICY_DASHBOARD,2025-09-29
2021,ES,BE106,159.95,73.36,2.41,87.09,42.54,54.36,53.93,20.93,23.8,51.19,75.09,7.59,84.22,2211.87,64.2,JRC_COMPOSITE,2024-10-19
2022,CZ,CY80,103.51,67.24,1.03,70.01,82.64,86.71,64.06,16.55,27.98,46.04,53.11,6.39,74.1,1547.39,44.12,EUROSTAT_REGIO,2024-03-05
2023,HU,AT5,135.88,70.15,1.23,75.5,48.21,74.51,66.83,16.03,27.17,80.52,27.99,5.14,34.77,354.77,21.61,NATIONAL_STAT_EXPORT,2024-07-06
2024,NL,HU483,117.68,70.47,3.17,100.0,47.33,72.56,67.54,15.39,30.43,41.88,43.83,5.54,39.85,63.73,6.87,COHESION_POLICY_DASHBOARD,2025-11-06
2025,SE,SE14,230.0,65.33,1.75,80.13,82.23,92.71,44.51,23.7,27.92,88.74,40.17,8.97,82.14,867.85,12.97,JRC_COMPOSITE,2024-03-05
2006,DK,PT7,174.86,70.03,2.64,94.56,49.3,58.84,95.08,11.43,29.02,86.45,47.62,7.45,87.52,309.95,47.62,EUROSTAT_REGIO,2024-12-07
2007,IE,HR480,88.77,68.13,1.46,75.59,69.88,51.07,56.93,9.25,24.31,80.41,30.25,6.4,77.86,556.99,51.44,NATIONAL_STAT_EXPORT,2025-03-30
2008,PL,IE964,115.22,64.38,0.75,75.32,84.03,55.8,42.95,30.7,28.46,61.94,53.26,7.92,75.38,153.25,5.57,COHESION_POLICY_DASHBOARD,2024-06-02
2009,AT,NL82,103.54,73.18,1.35,67.61,93.1,81.13,44.27,16.38,35.22,72.1,39.34,9.03,56.06,448.48,43.16,JRC_COMPOSITE,2025-06-19
2010,EE,IE4,139.28,62.24,0.52,70.68,79.03,80.38,76.14,13.71,24.2,65.54,29.47,5.49,74.93,700.01,5.65,EUROSTAT_REGIO,2024-02-12
2011,IT,PT53,141.05,75.79,0.27,85.79,69.6,48.51,46.38,19.98,30.27,50.59,76.73,7.12,82.38,2091.8,8.71,NATIONAL_STAT_EXPORT,2025-03-02
2012,PT,LU771,74.62,74.47,0.56,80.89,55.37,56.57,62.07,11.26,31.68,52.87,40.25,5.81,73.1,188.58,46.14,COHESION_POLICY_DASHBOARD,2025-07-12
2013,BE,LU993,181.38,69.38,1.33,73.57,58.18,79.5,76.18,19.78,30.27,73.57,54.55,6.85,73.71,50.2,40.38,JRC_COMPOSITE,2024-06-25
2014,FI,SE398,144.61,85.32,1.72,81.42,81.86,62.34,67.13,20.22,32.91,59.0,35.48,6.55,61.99,608.47,32.73,EUROSTAT_REGIO,2026-02-18
2015,LV,SI76,133.89,58.79,0.86,65.01,62.96,53.95,44.8,20.51,35.0,60.79,59.09,6.15,69.42,719.57,23.78,NATIONAL_STAT_EXPORT,2024-04-05
2016,RO,IE2,73.36,73.1,0.53,89.14,86.86,85.07,54.55,25.02,26.55,85.42,65.22,6.12,43.3,1988.07,20.01,COHESION_POLICY_DASHBOARD,2024-09-11
2017,BG,EE13,78.88,57.6,1.43,66.66,53.68,69.92,67.35,24.38,30.16,66.71,25.49,7.22,70.04,1709.01,32.05,JRC_COMPOSITE,2024-12-20
2018,FR,FR89,150.82,65.67,0.96,95.69,53.6,73.51,47.86,16.96,24.24,85.78,61.98,9.0,83.33,747.62,60.44,EUROSTAT_REGIO,2025-11-29
2019,LT,DE9,176.37,57.04,1.8,71.42,54.06,78.75,76.21,22.79,26.46,57.68,50.7,8.02,57.71,1248.92,48.31,NATIONAL_STAT_EXPORT,2026-01-26
2020,SK,LV96,144.64,58.39,2.52,74.31,71.43,70.65,46.85,27.55,34.05,47.99,27.76,4.69,60.9,454.62,30.62,COHESION_POLICY_DASHBOARD,2024-09-22
2021,HR,PL334,97.37,69.43,0.48,91.39,79.41,82.84,85.72,9.89,28.18,79.9,38.36,8.31,37.87,441.71,16.11,JRC_COMPOSITE,2024-09-23
2022,DE,EE9,212.67,83.98,2.54,79.01,34.45,60.3,47.32,7.16,27.12,37.72,25.86,8.98,62.65,40.9,15.77,EUROSTAT_REGIO,2024-08-14
2023,LU,BE804,230.0,75.7,2.5,96.3,84.7,95.09,49.79,21.73,38.49,44.85,75.21,6.45,66.61,950.49,11.24,NATIONAL_STAT_EXPORT,2026-01-21
2024,SI,BG296,77.15,62.67,0.93,86.51,50.65,61.14,50.35,14.47,25.09,81.01,70.58,5.15,54.54,237.87,10.26,COHESION_POLICY_DASHBOARD,2026-02-17
2025,CY,CY239,130.18,61.3,0.93,93.04,82.53,43.24,63.47,30.48,26.31,75.81,94.14,8.01,57.12,648.97,24.19,JRC_COMPOSITE,2025-03-01
2006,GR,ES66,125.23,70.66,0.27,60.92,38.39,68.95,73.55,13.58,24.61,51.65,66.83,6.32,45.66,1418.21,4.12,EUROSTAT_REGIO,2024-04-14
2007,MT,MT8,89.42,70.29,0.7,63.9,64.02,66.01,64.84,15.41,24.78,85.05,38.04,5.89,33.0,1989.38,19.67,NATIONAL_STAT_EXPORT,2024-12-07
2008,ES,AT29,139.68,59.44,2.62,81.54,52.85,56.62,81.27,27.48,38.07,81.31,89.83,8.09,71.52,1124.07,25.2,COHESION_POLICY_DASHBOARD,2024-03-23
2009,CZ,LV540,134.98,73.39,0.7,72.6,94.98,79.27,55.22,13.83,23.75,70.35,34.95,6.98,82.72,224.98,21.39,JRC_COMPOSITE,2024-07-24
2010,HU,LU6,128.26,62.42,0.43,59.77,35.84,56.86,69.83,16.95,29.34,45.44,77.06,6.36,41.36,1513.88,13.64,EUROSTAT_REGIO,2026-02-07
2011,NL,LV636,111.36,68.48,0.66,95.44,61.45,96.16,62.09,17.32,32.24,41.54,35.47,8.49,89.12,102.42,39.49,NATIONAL_STAT_EXPORT,2024-02-19
2012,SE,BG62,117.3,65.53,3.9,68.29,54.62,86.99,94.34,20.37,31.1,58.75,45.09,9.19,43.43,968.51,41.72,COHESION_POLICY_DASHBOARD,2024-02-11
2013,DK,SK7,167.48,70.44,3.49,64.11,56.44,61.22,58.74,23.63,31.6,59.44,77.72,8.54,70.01,567.92,13.47,JRC_COMPOSITE,2024-07-09
2014,IE,EE185,172.88,64.84,0.82,82.72,82.43,53.28,78.95,7.16,28.62,51.94,39.5,8.02,38.04,563.6,44.43,EUROSTAT_REGIO,2024-08-12
2015,PL,PL329,92.05,57.83,0.52,58.7,79.97,83.17,81.89,15.07,31.61,39.96,84.18,5.3,61.12,1728.6,65.05,NATIONAL_STAT_EXPORT,2025-04-28
2016,AT,SE651,125.45,78.38,0.74,85.66,55.83,54.32,65.99,11.65,29.52,58.05,80.35,5.72,62.01,1037.41,21.53,COHESION_POLICY_DASHBOARD,2024-03-06
2017,EE,IE41,174.34,67.95,2.08,93.65,38.73,51.91,73.47,11.05,28.85,86.6,51.88,7.64,51.75,513.23,10.1,JRC_COMPOSITE,2025-12-26
2018,IT,GR651,148.16,72.62,1.98,78.74,46.64,45.04,69.72,15.58,37.1,37.06,67.49,6.15,50.68,1091.41,45.3,EUROSTAT_REGIO,2025-06-06
2019,PT,AT638,170.78,61.24,2.12,70.69,45.54,73.83,52.14,19.23,38.27,54.32,37.13,8.19,56.7,2149.59,43.94,NATIONAL_STAT_EXPORT,2026-01-22
2020,BE,CZ11,128.92,80.76,2.0,75.26,87.88,55.69,58.22,20.22,34.79,73.26,62.84,7.2,68.12,86.91,19.98,COHESION_POLICY_DASHBOARD,2024-04-29
2021,FI,PT383,184.42,83.27,1.22,100.0,94.66,80.63,51.7,18.2,23.28,37.19,72.38,5.65,74.07,1055.78,16.94,JRC_COMPOSITE,2024-12-07
2022,LV,LT246,84.03,55.7,1.42,93.1,76.45,68.72,70.63,28.32,30.55,87.33,81.47,6.73,41.59,1457.91,35.09,EUROSTAT_REGIO,2024-06-13
2023,RO,IE11,110.16,66.92,2.18,83.52,65.06,50.46,75.69,31.49,33.74,49.93,46.05,4.74,37.73,1537.59,82.82,NATIONAL_STAT_EXPORT,2025-06-08
2024,BG,LT3,123.25,71.54,2.48,78.22,38.92,51.16,58.33,13.4,32.22,53.97,65.9,7.24,74.49,1984.01,34.99,COHESION_POLICY_DASHBOARD,2024-06-17
2025,FR,BE627,135.65,71.14,1.42,100.0,36.81,95.1,62.25,17.05,34.8,60.21,46.96,6.31,61.88,164.42,61.23,JRC_COMPOSITE,2025-10-22
2006,LT,IT855,84.21,64.78,1.0,66.12,68.05,63.55,69.08,25.02,30.96,73.03,74.34,7.51,70.42,247.14,43.08,EUROSTAT_REGIO,2024-01-19
2007,SK,FR77,111.68,73.86,0.31,74.33,66.43,85.01,61.02,23.65,37.19,83.68,44.69,5.5,77.28,1030.11,12.71,NATIONAL_STAT_EXPORT,2024-06-18
2008,HR,DE7,102.67,72.99,0.98,66.55,33.38,53.04,85.77,30.44,25.92,82.05,93.48,4.74,67.68,1428.22,16.25,COHESION_POLICY_DASHBOARD,2025-07-05
2009,DE,GR48,159.66,78.12,2.39,85.39,52.78,92.48,84.6,9.54,32.01,64.48,47.35,8.99,53.92,657.71,31.2,JRC_COMPOSITE,2024-01-05
2010,LU,HU12,152.8,80.37,2.03,70.99,95.96,90.13,61.62,21.45,34.71,67.71,43.9,8.64,64.91,626.48,37.22,EUROSTAT_REGIO,2025-05-29
2011,SI,SI9,142.68,62.23,2.18,68.23,67.99,69.81,60.09,19.54,29.68,38.52,45.61,5.95,72.82,2082.36,37.13,NATIONAL_STAT_EXPORT,2024-10-06
2012,CY,LU61,106.74,65.74,0.76,85.05,68.95,70.29,70.28,17.29,25.02,84.96,69.68,8.27,80.51,374.46,44.62,COHESION_POLICY_DASHBOARD,2024-08-21
2013,GR,NL323,66.55,57.12,0.69,59.56,89.32,67.63,50.32,13.7,36.77,57.4,39.1,6.88,84.18,2221.79,10.15,JRC_COMPOSITE,2024-10-26
2014,MT,BE82,93.77,72.91,0.6,86.05,76.95,67.72,68.32,24.39,31.21,61.57,35.59,5.95,74.42,1700.91,13.07,EUROSTAT_REGIO,2025-04-01
2015,ES,IT3,144.49,61.85,1.29,78.37,88.36,76.37,63.98,25.83,28.47,46.32,50.9,7.32,73.11,1642.85,23.88,NATIONAL_STAT_EXPORT,2025-11-26
2016,CZ,FI692,166.59,67.41,2.17,95.24,63.14,68.41,78.22,20.0,24.71,61.76,80.53,6.33,67.5,544.72,67.79,COHESION_POLICY_DASHBOARD,2024-07-19
2017,HU,MT305,66.71,63.12,1.34,77.45,64.42,78.44,68.97,14.01,33.77,41.38,66.13,7.29,57.75,1900.86,19.64,JRC_COMPOSITE,2024-06-28
