ag_econ_fiscal_year_farm,ag_econ_farm_business_type,ag_econ_gross_cash_income_usd,ag_econ_operating_expenses_usd,ag_econ_net_farm_income_usd,ag_econ_debt_to_asset_ratio,ag_econ_interest_paid_usd,ag_econ_land_rent_paid_usd,ag_econ_machinery_depreciation_usd,ag_econ_labor_hired_cost_usd,ag_econ_input_price_fuel_index,ag_econ_input_price_fertilizer_index,ag_econ_input_price_seed_index,ag_econ_input_price_feed_index,ag_econ_government_payments_usd,ag_econ_crop_insurance_indemnities_usd,ag_econ_working_capital_ratio,ag_econ_return_on_assets_pct,ag_econ_financial_stress_score,ag_econ_succession_plan_flag
2024,FAMILY,225727513.44,150399760.46,75356782.58,1.4785,2351721.18,5980203.12,4004640.29,4858987.51,178.59,166.49,134.9,138.11,19198803.78,13092582.64,4.07,14.599,48.9,0
2011,FAMILY,181922352.97,125956363.18,56003881.89,0.1856,6901218.78,4682415.64,4506568.97,9091375.13,94.21,206.4,75.04,199.39,9171388.0,15531566.8,2.248,-22.753,54.9,1
2004,FAMILY,129277075.43,84564063.5,44814550.54,0.6613,5878590.93,2244648.22,1016339.26,8175830.43,130.7,228.12,139.81,141.92,884477.94,11736997.44,3.119,-18.418,23.81,0
2007,FAMILY,143792848.61,135551499.31,8213559.97,0.0198,635465.78,5332928.28,4294925.47,124995.75,74.88,85.1,125.04,71.09,8862634.9,5949228.71,5.996,20.372,67.99,0
2017,FAMILY,239351669.14,151590400.62,87986761.69,1.0442,5816895.21,3698804.98,4553770.14,7695658.19,67.84,239.07,149.99,189.16,6127667.25,4119160.28,0.56,17.388,33.65,0
2020,FAMILY,44311299.91,43420458.68,746298.62,1.6826,1390306.77,4908486.21,446740.01,8247078.94,111.24,153.5,101.37,65.25,7936798.65,4698431.03,1.8,19.599,37.86,1
2012,PARTNERSHIP,48687053.4,35764629.95,12795706.08,1.3567,7671785.74,1236237.5,1537622.24,7517440.94,107.9,107.7,119.39,227.48,5720806.64,1015048.61,3.056,-12.086,80.31,0
2004,FAMILY,243461431.69,222488218.98,20861157.99,0.4715,365331.34,2426915.24,800413.51,1778314.85,96.81,82.91,182.82,86.16,3669424.32,15327268.19,1.48,26.277,89.87,1
2025,FAMILY,22134850.32,15583761.63,6659037.92,0.6164,797696.26,5333857.64,2181997.12,10003156.16,194.94,96.4,89.05,207.13,4024499.03,1723140.08,1.244,13.795,13.05,0
2014,FAMILY,7851951.94,6299319.84,1339218.93,1.1754,6303468.14,726419.46,1657938.5,5698542.21,196.96,237.59,164.48,117.57,4735070.59,11612597.43,1.652,24.759,81.07,0
2016,FAMILY,76679048.25,53245715.46,23362844.74,0.7545,1962325.41,1689109.95,1970495.52,9255498.33,199.58,155.4,152.16,223.0,21971601.68,15704953.93,2.567,22.827,22.73,0
2006,PARTNERSHIP,208351534.9,193400792.59,14771168.29,0.9056,1027616.62,1069930.96,4598049.56,1382245.12,89.49,252.72,73.66,216.34,14692.24,9301705.51,2.846,-19.788,14.71,0
2019,CORPORATE,184697427.5,156428219.55,28363247.71,0.1005,906794.85,5063323.41,4358428.32,4191412.24,150.65,82.93,114.22,61.78,4499759.8,13135014.73,1.526,11.343,55.98,0
2012,TRUST,78992221.57,61987741.49,16758321.36,1.0852,2102606.16,1631324.34,66150.11,1570562.67,197.64,205.3,77.63,202.6,12366321.44,3884421.4,4.898,-9.534,91.39,0
2023,CORPORATE,141371568.89,107912529.14,33685352.46,1.34,6426349.15,146383.91,2720025.72,5424804.83,78.41,84.13,94.59,147.11,22713089.73,3019222.05,4.622,27.129,73.45,0
2020,FAMILY,66983933.5,45274685.49,21845293.21,1.1284,2417585.29,5767201.99,4581852.33,6821258.62,79.03,162.68,191.87,115.84,2646904.77,10985369.14,4.55,17.939,88.13,0
2013,FAMILY,228021755.15,162299566.9,65904872.34,1.2346,3418507.97,5767068.35,3103357.61,11307955.58,61.2,187.97,164.27,232.75,5146047.84,11237159.22,1.595,19.914,20.84,0
2008,PARTNERSHIP,171564211.77,152921708.84,18585619.87,0.0029,3789559.91,581619.41,3245206.0,7775490.76,69.33,109.75,73.15,60.21,13212199.57,17770953.39,1.101,-12.14,96.49,0
2024,CORPORATE,222303859.35,165150376.28,57393737.97,0.7665,3835239.05,4319285.88,1833605.31,7648878.09,199.49,240.7,135.3,128.79,7421529.91,5630786.79,0.782,30.388,97.05,0
2007,FAMILY,142717991.98,121898862.81,20796669.99,1.5696,4979878.78,448828.11,3513498.43,107623.99,209.71,244.49,164.04,186.7,10940380.36,13618278.68,3.452,-1.438,93.43,0
2021,FAMILY,194847636.4,118179935.9,76490097.27,1.5532,7996135.66,4918779.12,16424.79,1967756.51,63.14,165.36,203.55,61.81,16895272.56,9645555.73,2.275,-4.951,98.99,0
2011,TRUST,42125071.08,35516495.6,6583056.03,0.9883,2383167.21,781173.09,3126327.1,2055146.18,86.89,235.83,193.42,185.36,12242175.53,12628889.29,0.479,9.498,93.38,1
2011,FAMILY,94238707.46,66599853.09,27433004.82,1.2509,4939994.47,3478767.76,2526026.22,8683525.52,164.44,172.48,70.13,206.49,4539708.35,15130007.07,2.354,2.521,20.98,0
2020,FAMILY,223129648.71,216977255.38,6116276.09,1.7036,813294.62,5086785.51,3871463.05,7274097.78,206.41,247.47,183.68,120.09,23019545.28,10492020.62,2.908,4.464,41.42,1
2017,FAMILY,115815291.84,95214543.22,20389580.19,1.3779,1046225.28,1421058.64,769170.11,10031715.52,80.28,63.6,84.24,143.67,19842325.45,15429539.15,4.944,3.245,15.91,0
2025,FAMILY,48452757.29,38130249.46,10423279.97,1.3089,2473557.61,4442024.77,2154768.03,924295.76,139.12,175.12,74.57,200.17,21098802.21,5713373.53,3.768,0.229,48.32,0
2014,FAMILY,105209494.05,101508312.82,3638509.46,1.5382,7017413.02,1879317.42,2890804.58,7017439.29,206.86,170.11,107.84,234.47,21052274.39,5396937.19,0.704,14.261,62.31,1
2018,FAMILY,86927577.24,76925943.98,9787421.48,0.1036,311129.26,164188.78,4115170.28,10263104.03,91.78,209.13,114.99,97.01,19877732.43,9929323.39,0.693,-8.886,65.65,1
2025,CORPORATE,96996260.52,53938825.17,42943588.1,0.8095,4622153.47,1805928.48,165831.72,9190119.16,64.97,254.95,192.07,100.44,21036526.23,3097050.58,0.443,25.991,19.43,0
2008,CORPORATE,144223428.82,103435514.96,40911007.33,1.063,5880721.91,1297208.1,3778208.58,7911806.54,149.92,110.06,149.58,129.06,23578532.03,17864586.56,2.286,9.374,39.17,1
2021,TRUST,136609096.59,115958747.52,20849953.24,0.5154,7490071.55,1414053.44,2865342.15,11888439.65,211.13,182.25,134.89,191.1,15220326.78,3616125.5,4.719,-20.991,79.7,0
2004,FAMILY,83916047.47,66716096.36,17384388.15,0.5333,668529.24,3166629.76,933730.18,3160516.71,193.93,198.59,114.14,82.19,18687545.82,13682204.31,0.894,4.834,54.87,1
2010,FAMILY,169688766.54,112342131.07,57587296.46,0.4162,2873027.51,4743793.58,4128243.17,4827713.2,139.36,103.79,78.95,98.45,975080.35,9182842.22,5.891,-6.179,61.21,0
2019,FAMILY,33125014.96,24007574.47,8941015.95,0.5447,7861646.57,4047034.56,3963663.34,2644101.5,110.93,99.45,186.78,87.39,3270044.61,9552470.93,5.416,23.047,56.37,0
2009,FAMILY,184692291.73,143010510.4,41894565.19,0.0154,5481155.87,1738037.01,4468914.36,3159229.14,104.2,193.12,102.75,85.27,9778167.94,16713417.48,1.929,-22.724,84.55,0
2023,FAMILY,161686784.28,122943438.28,38963819.18,0.4456,7682737.84,1776981.87,2467529.06,7093209.34,95.4,228.07,88.35,94.63,13702671.61,6209337.24,0.276,-11.484,78.9,1
2017,PARTNERSHIP,31847627.1,20522901.38,11477859.2,0.1689,6942187.74,4478878.03,4534564.37,5817489.03,100.68,221.97,168.98,241.57,3399631.47,14708124.3,5.699,15.984,85.92,0
2014,FAMILY,118592392.88,107122380.22,11676815.14,0.4917,6264677.43,3813970.15,892957.81,10707431.86,211.82,171.2,178.44,108.39,8224551.54,4565023.29,3.949,2.553,15.26,0
2007,FAMILY,3761708.3,2704939.42,916064.15,0.105,3380789.27,2682109.85,3418029.28,2901418.94,210.5,153.41,81.1,238.76,3936333.37,3193538.19,0.441,-24.469,21.44,0
2007,PARTNERSHIP,118840573.99,81240559.55,37491559.91,0.5006,2389103.84,4820645.81,3883133.96,2511708.57,219.31,193.45,82.68,224.52,16824705.87,11573133.73,0.573,-15.896,78.23,1
2016,FAMILY,51838240.49,39710586.73,12354590.33,0.1372,3775897.5,5505954.45,4702967.88,2594153.72,115.64,201.74,172.62,144.77,4099007.05,7757140.02,3.441,-5.879,0.16,0
2022,FAMILY,167220527.34,102602693.3,64647546.58,0.5668,5930464.15,4224652.72,4133397.88,10781366.78,208.4,177.42,107.09,124.29,1350479.16,9802293.16,0.277,-6.334,38.95,1
2024,FAMILY,191166985.9,161419818.95,29561676.34,1.3505,7074032.2,235575.56,4387461.77,7437411.58,88.59,149.92,109.11,226.86,2662805.46,15818996.09,0.657,30.195,34.93,0
2012,CORPORATE,217510574.6,141797768.28,75939024.31,1.3565,7764496.02,4458841.34,4770645.32,5983246.75,212.77,198.62,110.19,149.02,5921579.1,15020705.46,5.693,34.035,77.94,0
2020,TRUST,49146552.57,30740673.62,18305208.47,0.751,5584852.58,3904311.93,4183650.95,1536153.06,210.26,60.45,135.02,220.44,13313527.59,16407714.05,3.331,-23.217,86.42,1
2012,PARTNERSHIP,163333435.99,94577152.17,68734385.18,0.0282,7889576.72,5689044.31,2817784.6,4430606.44,163.3,116.69,127.26,66.06,11058705.61,11516880.1,4.543,16.119,42.23,0
2009,COOPERATIVE,85724946.09,78260856.9,7621901.45,0.4609,7591918.3,252519.49,2336148.83,10277768.79,219.57,179.34,196.2,142.83,24727715.57,1408550.27,5.806,-3.937,3.57,1
2016,CORPORATE,224615118.2,147016846.24,77500139.68,0.22,6891797.67,132017.33,3613645.28,11431771.93,74.7,213.94,92.69,157.88,16305817.16,2929973.85,2.252,7.924,55.29,1
2020,FAMILY,223406770.98,149695731.72,73901424.54,1.2332,7793219.1,4969847.38,3883518.35,11989273.38,69.22,111.58,102.33,238.17,19486229.94,14718264.76,1.449,-21.308,16.55,0
2013,FAMILY,77508731.41,54630022.22,23040342.56,0.5154,7534908.08,3347451.53,3733280.5,7758731.72,167.41,215.01,123.51,88.37,22660703.25,2130800.23,2.549,-7.768,91.77,0
2014,FAMILY,217072086.63,133179766.82,84129215.4,0.3325,4353920.58,5069320.43,4092771.01,4973227.25,66.65,190.79,209.76,113.95,23880015.61,1388068.12,3.868,6.354,16.34,0
2015,FAMILY,235061420.41,170285464.08,64601126.34,0.0993,758459.15,1296959.37,1376756.64,10560158.11,191.38,222.12,168.87,154.8,12500656.88,16571439.13,3.063,-20.709,68.29,0
2023,FAMILY,213388557.96,128445144.46,85011840.05,1.1507,4852508.07,5879272.71,429738.22,9911460.84,107.8,222.07,161.38,238.42,18298267.95,5072718.88,3.78,1.505,27.45,0
2011,CORPORATE,207562366.9,115242255.26,92428363.09,1.7042,4422423.54,1535308.18,3582454.83,294913.22,209.12,95.46,78.41,107.37,19460614.01,2869250.97,0.328,9.525,76.48,1
2008,CORPORATE,182976653.0,177528939.02,5291381.38,1.5803,7528192.3,4906201.23,4230449.96,4467724.48,110.54,220.0,134.13,149.36,13572286.89,12132858.77,2.467,-10.071,87.85,1
2020,PARTNERSHIP,46684455.25,34709789.16,11730789.81,1.3851,7522332.95,3759056.45,4586591.42,7720424.24,138.8,204.3,100.4,116.6,10394910.32,14582396.62,1.879,26.605,99.13,1
2015,FAMILY,189634282.86,160161804.43,29224800.07,1.2492,576942.07,5020133.65,2385239.73,3881368.29,168.27,210.04,127.79,163.74,5324936.53,13983221.44,1.515,-2.28,11.9,0
2022,PARTNERSHIP,10336384.37,9987305.12,223638.46,1.026,1334809.95,3439139.74,2107333.99,135942.26,215.77,179.21,116.73,102.79,23119157.39,8369861.3,5.672,-21.267,94.38,0
2008,FAMILY,80968885.24,55935617.1,24959057.86,0.6122,3687833.63,1947681.29,1565228.23,7004614.91,70.62,226.54,155.13,123.74,20489831.28,6263796.88,3.402,-3.409,92.86,0
2005,PARTNERSHIP,29784492.94,29131641.09,766291.36,0.2641,3896593.55,1106826.36,3781508.2,10838194.81,150.49,134.76,209.91,147.99,19031149.07,15427469.13,3.906,-17.19,84.22,1
2017,FAMILY,106349283.08,70764990.56,35611677.12,1.513,6473090.97,4070257.61,3075380.45,7780600.2,75.67,128.64,74.33,142.0,14461901.64,313224.8,3.297,5.312,45.2,1
2014,FAMILY,27610238.21,19613029.63,8241259.43,1.1147,968667.89,1941965.45,4235197.05,5678667.69,159.55,117.47,157.62,151.46,8192919.86,708533.78,1.687,33.992,13.94,0
2007,CORPORATE,72159321.83,51085825.35,20845838.76,0.774,1161144.32,5013043.14,4174045.31,11283580.72,92.44,101.41,181.74,93.89,20812366.44,11163466.18,1.985,19.57,10.93,0
2008,FAMILY,35472540.8,29293789.79,6045044.16,0.7075,5702195.77,267494.23,896626.51,8644823.65,109.1,119.69,127.33,62.22,5346646.21,1260760.35,3.233,-3.042,77.57,0
2019,FAMILY,93749525.45,85175035.85,8687428.96,0.0893,7768904.59,2255078.37,2703213.73,10451512.36,112.94,241.74,90.63,130.23,10616306.3,3874226.48,1.799,0.613,36.11,0
2008,FAMILY,165783404.42,92344374.63,73276613.02,0.8082,6814240.58,2136891.04,2175405.22,3210729.11,87.78,199.02,112.36,203.45,9219462.48,15337256.33,5.928,-12.427,44.02,0
2013,CORPORATE,213284980.42,205561751.82,7863359.88,1.3997,5250063.94,2237189.93,3260087.83,6237327.72,182.97,94.03,115.36,110.82,15501707.96,5755597.56,3.199,21.602,93.32,1
2004,OTHER,68549892.24,47722552.76,20965039.57,0.5235,6809689.85,4941415.84,3241606.87,2159842.55,92.1,164.9,178.65,234.03,18717106.84,11232227.22,3.479,5.8,10.8,0
2015,FAMILY,178564355.01,101179279.24,77254501.8,0.3466,4184535.6,385733.19,2627388.45,6900384.73,129.25,147.54,197.09,141.58,23316141.93,15410789.22,3.211,-15.726,11.1,0
2005,PARTNERSHIP,214939145.03,134609474.95,80565480.37,1.5289,684524.97,1303394.57,3284802.11,2636726.04,121.9,244.26,160.85,150.63,20545001.28,3925174.5,2.218,2.424,90.19,0
2007,PARTNERSHIP,159027733.06,98116772.48,60942279.33,1.2669,6729312.7,4267435.67,2602108.08,5259432.03,110.02,160.5,103.2,82.0,21045375.46,15365546.26,0.746,-19.526,64.87,0
2004,FAMILY,151402118.12,122794879.62,28558235.59,0.8046,6956943.59,3861121.47,4770522.09,11221273.03,87.86,118.16,194.41,119.01,16876819.94,9400513.34,1.904,-0.339,86.94,1
2005,FAMILY,67490071.23,39698833.56,27639182.03,0.6405,4018952.54,945641.01,3381149.57,3423683.97,126.65,165.7,152.59,163.77,8045858.02,8754420.65,1.063,9.204,63.61,0
2009,TRUST,186921639.64,121003277.68,65863139.95,0.3134,2078499.02,2476068.36,3804826.74,3269477.82,116.13,67.62,177.5,226.85,15383871.01,2031897.92,0.221,-18.284,40.17,0
2006,FAMILY,110512755.36,98296943.98,12011948.71,0.7787,3623906.86,1267446.54,1392902.42,1783551.69,162.42,176.61,184.22,244.44,8351859.29,17375821.67,4.462,22.788,66.88,1
2017,CORPORATE,90314677.3,79361574.76,11159395.24,0.5355,6245828.84,5888638.82,1433428.05,11455945.94,170.81,151.88,142.7,139.92,13127036.5,10744127.42,4.177,9.069,27.37,1
2008,FAMILY,42895063.09,29276853.31,13410536.73,0.3593,2748550.37,2189121.42,436134.46,9211402.1,102.32,110.65,142.6,170.81,23774205.04,7322950.55,1.081,17.645,86.16,1
2004,FAMILY,186402117.12,151162210.32,35372255.9,0.2673,7913352.86,655221.55,4624553.12,9989640.21,78.77,172.86,176.46,166.58,21382260.81,4636061.93,4.503,9.808,67.61,1
2006,FAMILY,90767881.44,70942712.81,19630105.32,1.2315,6967073.13,640443.35,4224994.23,8111898.31,104.75,173.04,147.81,126.66,12488027.46,17880402.3,5.439,14.274,72.9,1
2019,FAMILY,137909813.45,130209763.74,7476910.02,0.9161,7820400.92,5627264.06,1973988.82,7772756.08,98.83,228.47,113.64,138.92,11953567.52,6694299.33,4.029,-19.953,77.65,0
2012,CORPORATE,203370708.35,137806544.0,65573380.0,1.0952,6248724.73,3402405.4,3003771.79,2583322.65,70.1,118.01,175.08,163.85,21007783.92,1299742.44,3.797,-19.013,30.99,0
2013,FAMILY,229758625.92,158968119.77,70867205.47,0.7648,3359483.78,5548522.24,1154008.06,10324616.9,170.14,244.84,193.66,199.48,22065916.01,9282742.27,1.547,34.805,33.47,0
2012,TRUST,39764132.81,26573178.53,13050231.24,1.1898,1452778.78,1384592.98,2457982.36,9685012.04,216.64,117.32,148.64,96.51,11980132.5,309725.35,1.182,-7.048,41.67,1
2024,FAMILY,141634984.41,134284292.95,7534353.73,1.5479,5872243.01,1812207.07,151444.17,6500640.3,206.45,109.82,124.24,242.45,10429443.49,15726520.67,3.453,10.808,40.05,1
2020,FAMILY,161366148.9,126864999.06,34657873.18,0.1392,4545604.76,4803206.11,644475.19,6357831.91,90.65,216.61,195.26,233.32,5463510.06,9565632.45,5.505,3.877,85.55,1
2014,FAMILY,44347151.62,34318985.4,10212273.18,1.0136,1108304.0,2051524.79,1654643.97,10982149.45,126.33,61.11,86.07,143.53,7715324.71,808488.19,3.788,14.643,70.5,1
2019,FAMILY,58415413.73,44529464.95,13930963.71,0.5537,5817508.37,4532347.8,2274335.53,749421.04,70.51,141.56,90.15,130.26,16861931.69,16488108.42,5.643,30.353,12.16,1
2020,FAMILY,165865247.34,116044344.72,49765833.45,0.6693,6479373.71,365471.96,1528601.95,6497773.44,87.28,217.63,79.79,113.6,4371674.54,12945070.68,5.861,29.947,99.03,0
2025,CORPORATE,87907728.35,82502066.63,5391069.29,0.8763,895820.64,2460581.45,2298864.96,6439171.74,178.34,195.16,129.49,138.18,256361.88,15729900.81,0.23,7.642,52.52,0
2025,FAMILY,243294825.2,171888320.82,71253229.31,1.1012,5503627.46,5109437.69,3822999.61,5550698.74,123.44,149.37,70.64,197.71,15739510.92,1646390.3,0.322,18.618,66.59,0
2012,PARTNERSHIP,86055561.87,53357431.21,32542230.4,0.8287,420651.72,3998899.28,2934011.5,5885819.11,211.72,81.74,153.46,229.04,9033493.91,12597597.3,4.378,14.381,7.56,1
2021,CORPORATE,176057569.53,107610625.04,68205336.78,0.9548,2995224.28,213036.24,649558.54,5469535.07,64.58,102.04,94.33,166.02,13145483.67,4561330.42,1.462,4.272,44.16,1
2008,FAMILY,213610537.87,118397636.1,95170480.92,0.81,5844336.47,501934.22,4110315.09,1941221.6,172.29,250.76,83.75,176.67,22242147.62,8694623.49,1.551,29.584,1.59,1
2014,FAMILY,36548133.42,27951646.31,8482513.0,0.6569,821048.3,565732.62,1220945.19,10105924.61,209.2,139.62,186.66,153.95,2584022.28,3254873.69,3.541,-18.283,46.04,1
2010,FAMILY,27205413.7,16762565.49,10434195.1,0.8359,6504977.6,792176.52,3358491.79,1281015.83,66.57,81.74,113.87,89.05,1984155.91,9723655.41,1.908,-13.605,16.79,0
2018,FAMILY,49072641.66,36761332.66,12470496.54,0.1274,1602319.57,4493275.48,1308756.93,3512363.15,194.7,76.55,161.89,144.98,14539182.72,12126363.58,2.484,6.246,50.3,1
2004,FAMILY,78184449.13,57885665.9,20227108.85,1.6551,2933394.36,2872740.67,4729413.63,5590110.23,128.66,125.2,83.18,112.71,8429318.56,8775172.67,5.749,34.576,59.67,1
2010,CORPORATE,235335423.4,149689024.74,85884146.03,1.5326,4969737.27,4920828.23,1210312.23,10418528.8,157.15,97.45,145.33,165.15,10953174.43,9388229.69,2.397,7.887,32.04,0
2015,OTHER,105969166.62,95831111.84,9975242.99,1.3181,4618459.07,507112.98,2552475.89,6507405.0,136.65,65.66,134.85,117.13,7773074.25,1919933.73,1.202,-6.698,79.59,0
2021,FAMILY,177267964.19,117098642.46,59957921.54,1.5292,4009585.04,5186276.37,2726786.28,10385821.06,192.39,160.72,200.7,103.95,2310062.22,7391811.91,2.63,20.247,53.8,0
2004,FAMILY,1120456.95,657752.26,559915.16,0.2996,5610174.11,1510530.71,4921299.39,6677623.95,135.52,204.63,181.42,119.13,23169788.0,6497523.01,1.664,3.068,9.6,1
2015,FAMILY,104086053.09,76360010.09,27875592.63,0.0289,2498571.83,1351859.01,3953791.51,5896079.98,190.82,172.62,71.37,216.8,3554460.34,3920351.08,4.386,26.527,12.55,0
2011,CORPORATE,151840065.46,134744793.0,17240536.3,1.4729,473315.91,1176184.75,4162310.49,10021841.23,164.28,196.58,71.89,149.74,6684468.21,9779715.19,4.463,6.385,59.07,1
2024,PARTNERSHIP,192037290.3,115820884.72,76195855.55,1.4136,5310063.58,117255.86,498629.7,4193942.53,193.57,255.07,189.23,244.03,21459763.17,2477237.22,1.503,5.251,12.75,0
2007,PARTNERSHIP,1279970.9,844042.75,441101.49,0.2729,4031044.59,5693089.44,4608735.25,10774283.86,138.51,235.37,97.51,161.71,10941017.84,2026360.99,4.06,29.235,87.65,1
2016,OTHER,201295266.59,193647586.03,7440600.75,1.5276,1834057.13,4310405.82,231736.15,5486765.45,219.13,162.42,196.33,243.49,22540548.48,16533717.37,5.431,5.361,2.14,1
2019,FAMILY,5509400.29,5066746.25,339240.72,1.7901,3746577.35,4810990.52,487130.66,5501304.44,165.64,251.46,147.61,68.24,7307904.14,5725981.48,5.444,-5.142,7.92,0
2004,FAMILY,197138052.77,182606693.4,14388522.46,1.2559,6192500.36,1049778.67,3068560.91,5322038.91,147.15,258.8,164.65,124.48,7168409.05,7055511.33,1.499,6.262,82.4,1
2006,FAMILY,187515125.5,148505553.58,38942018.55,1.7225,5645720.48,1080215.77,2657558.57,3583943.56,114.19,127.36,199.88,173.31,24365771.8,2501669.83,5.856,26.418,63.36,0
2020,CORPORATE,158497317.93,118942924.1,39353457.61,0.5793,2391322.44,3242869.16,3854468.93,7195259.83,87.41,149.29,102.78,194.7,18065178.59,5256785.9,5.904,24.088,66.67,1
2019,OTHER,63554407.84,38796293.39,25004397.88,0.8368,4911605.73,1972870.16,986917.69,1923956.59,152.05,130.58,136.86,148.76,3112317.32,13822800.37,4.931,-23.701,54.64,0
2005,FAMILY,65806378.1,55785162.03,10193183.79,1.2996,1230457.25,1656717.63,4185117.62,6669477.08,192.4,99.82,177.0,123.47,12959289.21,10168922.35,5.752,6.05,4.38,1
2022,FAMILY,137543583.9,86857922.76,50578519.78,0.8204,7687804.37,5694656.2,1244889.24,6144367.26,112.96,87.2,125.34,249.57,11976290.17,13542317.84,3.694,19.538,7.24,0
2016,FAMILY,84097610.06,47683880.25,36249914.11,1.4378,5649489.19,4903420.99,877388.08,5922543.54,212.41,81.41,133.65,166.72,17571311.42,565305.71,2.701,10.926,28.83,0
2022,FAMILY,209256307.89,148240437.54,60809299.67,0.5265,5946290.73,302930.48,3434316.96,9594856.13,93.46,145.38,194.93,134.22,12397071.78,17293500.13,3.34,-8.02,24.67,0
2008,CORPORATE,75603612.26,71227810.02,4409834.25,1.0004,635708.49,5290422.42,223803.82,11033117.77,130.58,143.82,120.02,199.98,11043411.98,12136448.43,5.195,-12.402,71.84,1
2009,FAMILY,7061243.7,5488161.89,1788790.47,0.1925,7942134.21,248777.87,335708.83,8294092.11,177.38,61.09,146.85,74.81,11898459.93,3439773.22,1.912,-13.463,96.31,0
2014,CORPORATE,206619015.09,150741820.44,55706382.41,0.3939,640787.59,3059891.61,1409234.53,4371284.42,189.12,86.2,119.42,234.27,21162282.32,4399887.68,0.361,31.214,40.49,0
2015,FAMILY,181105265.44,170297919.61,10730469.6,1.1832,539950.6,5141670.36,3115491.62,5265726.01,199.74,158.12,180.41,151.93,8113687.6,9349399.38,1.134,-11.871,2.45,1
2022,FAMILY,249201103.51,210047647.11,39399158.68,1.2,4850965.73,3590415.04,1318614.84,10165468.01,162.23,166.82,183.43,241.4,3398484.23,9172438.68,2.886,33.59,27.02,0
2023,OTHER,93939244.87,87840672.13,5936449.7,1.6239,4284915.68,2870114.46,2510885.17,1438659.41,210.58,124.86,107.49,93.33,6445817.39,4797074.73,1.977,-19.955,31.93,0
2019,TRUST,21414177.04,16577018.86,4798359.29,0.6701,2921063.5,4900270.49,4665508.95,4637204.2,93.19,233.83,79.22,120.47,7212549.17,2549880.08,3.815,24.224,71.95,0
2023,FAMILY,240617255.34,179720125.95,60846081.65,1.5672,7096110.24,2808877.27,1331729.25,11008120.02,87.34,92.63,72.95,226.77,23216308.6,9862575.56,1.834,1.417,2.7,0
2017,FAMILY,120915757.53,75994542.97,44822982.66,0.2313,55469.16,3590662.81,2861055.94,2556982.9,130.11,255.44,196.66,247.52,3180328.14,3992938.76,2.327,-21.907,31.26,1
2004,FAMILY,198664489.29,142063580.3,56526993.1,0.8335,6703926.0,1399729.52,2991855.65,6384094.52,217.31,223.99,182.64,185.95,13137399.25,8885353.65,3.55,-12.832,77.69,1
2020,FAMILY,32017102.03,24665648.93,7563179.76,1.6915,7345971.75,3131781.66,763164.87,1722873.75,167.68,212.15,180.67,191.87,11569257.26,16963342.23,5.377,-6.157,34.74,0
2019,FAMILY,217642905.21,205302712.49,12343880.03,1.6623,7322602.58,2305561.83,2189788.45,544723.43,131.41,172.66,167.57,60.15,1432021.59,7399473.74,3.498,-9.277,74.84,1
