mig_asylum_reference_month,mig_asylum_host_country_iso2,mig_asylum_applicant_country_of_origin_iso2,mig_asylum_applicant_age_group,mig_asylum_applicant_sex,mig_asylum_application_type,mig_asylum_dublin_transfer_flag,mig_asylum_first_instance_decision_code,mig_asylum_first_instance_decision_count,mig_asylum_final_decision_code,mig_asylum_final_decision_count,mig_asylum_time_to_decision_days_median,mig_asylum_relocation_mechanism_flag,mig_asylum_resettlement_flag,mig_asylum_temporary_protection_flag,mig_asylum_reception_capacity_beds,mig_asylum_recognition_rate_pct,mig_asylum_eu_agency_support_flag,mig_asylum_eurostat_table_code,mig_asylum_data_extract_date
2022-02,NL,PK,0-13,M,SUBSEQUENT,1,OTHER,163,WITHDRAWN,101,205,0,0,0,725,51.74,0,migr_asydec1,2025-07-01
2022-03,SE,BY,0-13,M,FAMILY_UNIT,0,SUBSIDIARY_PROTECTION,175,REJECTED,136,194,1,0,0,797,58.31,0,migr_asytpsm,2024-01-27
2022-04,DK,IS,0-13,M,APPEAL_RELATED,0,WITHDRAWN,182,SUBSIDIARY_PROTECTION,80,187,0,0,0,654,59.6,1,migr_asydec2,2024-08-23
2022-05,IE,RU,0-13,M,FIRST_TIME,0,REFUGEE_STATUS,175,REFUGEE_STATUS,167,190,0,0,0,698,13.78,0,migr_asyappctzm,2024-06-06
2022-06,PL,CN,0-13,M,SUBSEQUENT,1,REJECTED,168,OTHER,110,210,1,0,0,686,5.84,0,migr_asyappctza,2025-04-19
2022-07,AT,KE,0-13,M,FAMILY_UNIT,0,OTHER,224,WITHDRAWN,107,195,0,0,0,605,23.63,0,migr_asydec1,2024-06-16
2022-08,EE,TN,0-13,M,APPEAL_RELATED,0,SUBSIDIARY_PROTECTION,192,REJECTED,115,219,0,0,0,635,8.24,0,migr_asytpsm,2025-04-14
2022-09,IT,EG,0-13,M,FIRST_TIME,0,WITHDRAWN,220,SUBSIDIARY_PROTECTION,117,209,0,0,0,669,33.92,1,migr_asydec2,2025-11-02
2022-10,PT,MD,0-13,M,SUBSEQUENT,0,REFUGEE_STATUS,210,REFUGEE_STATUS,109,194,0,0,0,623,17.28,0,migr_asyappctzm,2024-07-08
2022-11,BE,UA,0-13,M,FAMILY_UNIT,0,REJECTED,178,OTHER,143,187,0,0,0,789,33.17,0,migr_asyappctza,2024-03-26
2022-12,FI,GE,0-13,M,APPEAL_RELATED,0,OTHER,201,WITHDRAWN,113,211,0,0,0,628,47.85,1,migr_asydec1,2024-10-23
2023-01,LV,MK,0-13,M,FIRST_TIME,0,SUBSIDIARY_PROTECTION,201,REJECTED,144,190,0,0,0,770,81.45,1,migr_asytpsm,2024-08-12
2023-02,RO,VN,0-13,M,SUBSEQUENT,0,WITHDRAWN,181,SUBSIDIARY_PROTECTION,150,214,0,0,0,619,28.89,1,migr_asydec2,2025-01-01
2023-03,BG,IN,0-13,M,FAMILY_UNIT,0,REFUGEE_STATUS,195,REFUGEE_STATUS,183,194,1,0,0,771,9.18,0,migr_asyappctzm,2025-07-09
2023-04,FR,NO,0-13,M,APPEAL_RELATED,0,REJECTED,179,OTHER,156,211,0,0,0,797,9.88,0,migr_asyappctza,2025-04-22
2023-05,LT,BA,0-13,M,FIRST_TIME,0,OTHER,218,WITHDRAWN,137,232,1,0,0,616,47.84,0,migr_asydec1,2024-11-13
2023-06,SK,IR,0-13,M,SUBSEQUENT,0,SUBSIDIARY_PROTECTION,222,REJECTED,91,213,0,1,0,699,10.79,1,migr_asytpsm,2025-01-11
2023-07,HR,RS,0-13,M,FAMILY_UNIT,0,WITHDRAWN,238,SUBSIDIARY_PROTECTION,211,224,0,0,0,656,39.93,0,migr_asydec2,2025-12-28
2023-08,DE,CH,0-13,M,APPEAL_RELATED,0,REFUGEE_STATUS,214,REFUGEE_STATUS,133,235,0,0,0,791,27.95,0,migr_asyappctzm,2024-01-06
2023-09,LU,JP,0-13,M,FIRST_TIME,0,REJECTED,203,OTHER,184,200,0,0,0,770,23.88,0,migr_asyappctza,2024-02-12
2023-10,SI,SY,0-13,M,SUBSEQUENT,0,OTHER,208,WITHDRAWN,181,218,0,0,1,790,65.05,0,migr_asydec1,2025-02-07
2023-11,CY,DZ,0-13,M,FAMILY_UNIT,0,SUBSIDIARY_PROTECTION,234,REJECTED,100,235,0,0,0,816,65.47,0,migr_asytpsm,2025-07-30
2023-12,GR,MA,0-13,M,APPEAL_RELATED,0,WITHDRAWN,194,SUBSIDIARY_PROTECTION,141,230,1,0,0,760,16.61,0,migr_asydec2,2025-03-17
2024-01,MT,TR,0-13,M,FIRST_TIME,0,REFUGEE_STATUS,186,REFUGEE_STATUS,180,234,0,0,0,853,49.15,0,migr_asyappctzm,2026-02-25
2024-02,ES,GB,0-13,M,SUBSEQUENT,0,REJECTED,233,OTHER,148,232,0,0,0,789,63.85,1,migr_asyappctza,2024-01-24
2024-03,CZ,ME,0-13,M,FAMILY_UNIT,0,OTHER,196,WITHDRAWN,80,204,0,0,0,725,77.17,0,migr_asydec1,2024-03-16
2024-04,HU,US,0-13,M,APPEAL_RELATED,0,SUBSIDIARY_PROTECTION,195,REJECTED,183,210,0,0,0,849,41.37,0,migr_asytpsm,2025-09-25
2024-05,NL,GH,0-13,M,FIRST_TIME,0,WITHDRAWN,224,SUBSIDIARY_PROTECTION,123,237,0,0,1,829,78.16,0,migr_asydec2,2025-07-29
2024-06,SE,NG,0-13,M,SUBSEQUENT,0,REFUGEE_STATUS,197,REFUGEE_STATUS,105,212,0,0,0,667,83.97,0,migr_asyappctzm,2025-04-11
2024-07,DK,AL,0-13,M,FAMILY_UNIT,1,REJECTED,241,OTHER,126,229,0,0,0,670,45.24,0,migr_asyappctza,2025-03-13
2024-08,IE,IQ,0-13,M,APPEAL_RELATED,0,OTHER,215,WITHDRAWN,125,209,0,0,0,738,37.3,1,migr_asydec1,2024-06-11
2024-09,PL,PK,0-13,M,FIRST_TIME,0,SUBSIDIARY_PROTECTION,198,REJECTED,175,218,0,0,0,810,22.83,0,migr_asytpsm,2025-02-13
2024-10,AT,BY,0-13,M,SUBSEQUENT,0,WITHDRAWN,199,SUBSIDIARY_PROTECTION,180,210,0,0,1,770,42.57,0,migr_asydec2,2025-11-29
2024-11,EE,IS,0-13,M,FAMILY_UNIT,0,REFUGEE_STATUS,245,REFUGEE_STATUS,178,224,0,1,0,916,12.6,0,migr_asyappctzm,2024-11-15
2024-12,IT,RU,0-13,M,APPEAL_RELATED,1,REJECTED,205,OTHER,148,246,0,0,0,675,59.83,1,migr_asyappctza,2025-02-08
2025-01,PT,CN,0-13,M,FIRST_TIME,0,OTHER,244,WITHDRAWN,203,237,0,0,0,918,8.55,1,migr_asydec1,2026-01-04
2025-02,BE,KE,0-13,M,SUBSEQUENT,0,SUBSIDIARY_PROTECTION,253,REJECTED,178,229,0,0,0,911,43.66,0,migr_asytpsm,2025-06-22
2025-03,FI,TN,0-13,M,FAMILY_UNIT,0,WITHDRAWN,248,SUBSIDIARY_PROTECTION,193,229,0,0,1,831,84.93,1,migr_asydec2,2024-09-02
2025-04,LV,EG,0-13,M,APPEAL_RELATED,0,REFUGEE_STATUS,251,REFUGEE_STATUS,111,251,1,1,0,885,44.88,0,migr_asyappctzm,2024-06-01
2025-05,RO,MD,0-13,M,FIRST_TIME,0,REJECTED,205,OTHER,181,244,0,0,0,861,50.95,0,migr_asyappctza,2024-02-09
2025-06,BG,UA,0-13,M,SUBSEQUENT,0,OTHER,216,WITHDRAWN,87,222,1,0,0,840,80.22,1,migr_asydec1,2025-02-06
2025-07,FR,GE,0-13,M,FAMILY_UNIT,0,SUBSIDIARY_PROTECTION,209,REJECTED,193,251,0,0,0,752,27.14,0,migr_asytpsm,2024-01-09
2025-08,LT,MK,0-13,M,APPEAL_RELATED,0,WITHDRAWN,228,SUBSIDIARY_PROTECTION,225,240,0,1,0,823,12.91,0,migr_asydec2,2025-08-27
2025-09,SK,VN,0-13,M,FIRST_TIME,1,REFUGEE_STATUS,260,REFUGEE_STATUS,212,226,0,1,0,792,22.72,0,migr_asyappctzm,2025-01-04
2025-10,HR,IN,0-13,M,SUBSEQUENT,0,REJECTED,234,OTHER,123,226,0,0,0,913,69.01,0,migr_asyappctza,2024-02-15
2025-11,DE,NO,0-13,M,FAMILY_UNIT,0,OTHER,214,WITHDRAWN,108,240,1,0,0,906,55.1,0,migr_asydec1,2024-08-23
2025-12,LU,BA,0-13,M,APPEAL_RELATED,0,SUBSIDIARY_PROTECTION,244,REJECTED,166,239,0,0,0,727,84.39,1,migr_asytpsm,2025-10-29
2026-01,SI,IR,0-13,M,FIRST_TIME,0,WITHDRAWN,240,SUBSIDIARY_PROTECTION,171,246,0,1,0,737,7.63,0,migr_asydec2,2024-02-25
2026-02,CY,RS,0-13,M,SUBSEQUENT,1,REFUGEE_STATUS,269,REFUGEE_STATUS,180,258,0,0,0,836,48.49,1,migr_asyappctzm,2025-07-05
2026-03,GR,CH,0-13,M,FAMILY_UNIT,0,REJECTED,257,OTHER,110,259,0,0,0,824,76.36,0,migr_asyappctza,2025-09-02
2026-04,MT,JP,0-13,M,APPEAL_RELATED,1,OTHER,215,WITHDRAWN,187,242,1,0,0,837,77.28,1,migr_asydec1,2025-06-14
2026-05,ES,SY,0-13,M,FIRST_TIME,1,SUBSIDIARY_PROTECTION,239,REJECTED,227,249,1,0,1,825,74.91,1,migr_asytpsm,2025-03-28
2026-06,CZ,DZ,0-13,M,SUBSEQUENT,0,WITHDRAWN,254,SUBSIDIARY_PROTECTION,105,255,0,0,0,936,73.71,0,migr_asydec2,2025-10-24
2026-07,HU,MA,0-13,M,FAMILY_UNIT,0,REFUGEE_STATUS,245,REFUGEE_STATUS,175,269,0,0,0,753,64.86,0,migr_asyappctzm,2024-09-27
2026-08,NL,TR,0-13,M,APPEAL_RELATED,1,REJECTED,220,OTHER,130,254,0,0,0,798,56.52,0,migr_asyappctza,2024-01-16
2026-09,SE,GB,0-13,M,FIRST_TIME,0,OTHER,254,WITHDRAWN,215,254,0,0,0,805,82.89,1,migr_asydec1,2025-04-05
2026-10,DK,ME,0-13,M,SUBSEQUENT,0,SUBSIDIARY_PROTECTION,254,REJECTED,244,266,0,0,0,900,55.31,1,migr_asytpsm,2025-03-08
2026-11,IE,US,0-13,M,FAMILY_UNIT,1,WITHDRAWN,256,SUBSIDIARY_PROTECTION,108,264,0,1,0,932,67.42,0,migr_asydec2,2024-06-09
2026-12,PL,GH,0-13,M,APPEAL_RELATED,0,REFUGEE_STATUS,223,REFUGEE_STATUS,204,266,0,0,0,750,63.1,1,migr_asyappctzm,2024-09-13
2018-01,AT,NG,0-13,M,FIRST_TIME,0,REJECTED,267,OTHER,159,273,0,0,0,861,74.92,0,migr_asyappctza,2026-01-02
2018-02,EE,AL,0-13,M,SUBSEQUENT,0,OTHER,257,WITHDRAWN,256,251,1,0,0,981,39.96,0,migr_asydec1,2024-12-14
2018-03,IT,IQ,0-13,M,FAMILY_UNIT,0,SUBSIDIARY_PROTECTION,248,REJECTED,158,267,0,0,0,802,76.45,0,migr_asytpsm,2024-06-18
2018-04,PT,PK,0-13,M,APPEAL_RELATED,1,WITHDRAWN,251,SUBSIDIARY_PROTECTION,131,266,0,0,0,844,33.27,1,migr_asydec2,2024-11-28
2018-05,BE,BY,0-13,M,FIRST_TIME,1,REFUGEE_STATUS,255,REFUGEE_STATUS,127,264,0,0,0,877,33.37,0,migr_asyappctzm,2025-02-17
2018-06,FI,IS,0-13,M,SUBSEQUENT,0,REJECTED,258,OTHER,178,267,0,1,0,890,48.16,0,migr_asyappctza,2024-06-21
2018-07,LV,RU,0-13,M,FAMILY_UNIT,1,OTHER,263,WITHDRAWN,213,251,0,0,0,1015,27.87,0,migr_asydec1,2024-06-11
2018-08,RO,CN,0-13,M,APPEAL_RELATED,1,SUBSIDIARY_PROTECTION,245,REJECTED,205,260,0,0,0,796,13.15,1,migr_asytpsm,2024-12-08
2018-09,BG,KE,0-13,M,FIRST_TIME,0,WITHDRAWN,252,SUBSIDIARY_PROTECTION,244,267,0,1,0,916,10.57,0,migr_asydec2,2026-01-14
2018-10,FR,TN,0-13,M,SUBSEQUENT,0,REFUGEE_STATUS,240,REFUGEE_STATUS,177,267,1,0,0,861,73.98,1,migr_asyappctzm,2025-04-16
2018-11,LT,EG,0-13,M,FAMILY_UNIT,0,REJECTED,286,OTHER,260,259,0,0,0,838,12.05,0,migr_asyappctza,2025-03-09
2018-12,SK,MD,0-13,M,APPEAL_RELATED,0,OTHER,239,WITHDRAWN,235,286,0,0,0,860,48.26,0,migr_asydec1,2025-05-13
2019-01,HR,UA,0-13,M,FIRST_TIME,0,SUBSIDIARY_PROTECTION,261,REJECTED,169,253,0,0,0,979,52.66,0,migr_asytpsm,2024-08-25
2019-02,DE,GE,0-13,M,SUBSEQUENT,1,WITHDRAWN,236,SUBSIDIARY_PROTECTION,233,274,0,0,0,819,57.65,0,migr_asydec2,2025-11-04
2019-03,LU,MK,0-13,M,FAMILY_UNIT,0,REFUGEE_STATUS,253,REFUGEE_STATUS,184,266,0,0,0,880,41.52,0,migr_asyappctzm,2024-02-25
2019-04,SI,VN,0-13,M,APPEAL_RELATED,0,REJECTED,264,OTHER,150,252,0,0,1,794,10.86,0,migr_asyappctza,2025-05-20
2019-05,CY,IN,0-13,M,FIRST_TIME,0,OTHER,254,WITHDRAWN,152,276,0,1,0,882,27.19,0,migr_asydec1,2025-03-31
2019-06,GR,NO,0-13,M,SUBSEQUENT,0,SUBSIDIARY_PROTECTION,256,REJECTED,222,254,0,0,0,1003,58.75,0,migr_asytpsm,2024-11-24
2019-07,MT,BA,0-13,M,FAMILY_UNIT,1,WITHDRAWN,253,SUBSIDIARY_PROTECTION,186,281,0,0,0,860,46.75,1,migr_asydec2,2025-06-05
2019-08,ES,IR,0-13,M,APPEAL_RELATED,1,REFUGEE_STATUS,286,REFUGEE_STATUS,183,289,0,0,0,825,68.52,1,migr_asyappctzm,2025-11-19
2019-09,CZ,RS,0-13,M,FIRST_TIME,0,REJECTED,260,OTHER,125,275,0,1,0,1056,35.69,0,migr_asyappctza,2025-05-01
2019-10,HU,CH,0-13,M,SUBSEQUENT,1,OTHER,261,WITHDRAWN,236,274,0,0,0,1041,81.72,1,migr_asydec1,2025-08-11
2019-11,NL,JP,0-13,M,FAMILY_UNIT,1,SUBSIDIARY_PROTECTION,245,REJECTED,148,289,0,0,0,1026,49.75,1,migr_asytpsm,2025-12-11
2019-12,SE,SY,0-13,M,APPEAL_RELATED,0,WITHDRAWN,276,SUBSIDIARY_PROTECTION,121,261,0,0,1,967,55.86,0,migr_asydec2,2025-06-03
2020-01,DK,DZ,0-13,M,FIRST_TIME,1,REFUGEE_STATUS,295,REFUGEE_STATUS,210,285,0,0,0,1018,28.39,0,migr_asyappctzm,2024-01-30
2020-02,IE,MA,0-13,M,SUBSEQUENT,0,REJECTED,249,OTHER,159,273,0,0,0,907,58.08,1,migr_asyappctza,2024-12-23
2020-03,PL,TR,0-13,M,FAMILY_UNIT,0,OTHER,285,WITHDRAWN,158,302,1,0,0,994,51.73,1,migr_asydec1,2025-04-07
2020-04,AT,GB,0-13,M,APPEAL_RELATED,0,SUBSIDIARY_PROTECTION,250,REJECTED,124,276,0,0,0,1009,66.9,0,migr_asytpsm,2024-10-22
2020-05,EE,ME,0-13,M,FIRST_TIME,0,WITHDRAWN,252,SUBSIDIARY_PROTECTION,216,294,0,0,0,907,37.17,0,migr_asydec2,2026-02-02
2020-06,IT,US,0-13,M,SUBSEQUENT,0,REFUGEE_STATUS,284,REFUGEE_STATUS,120,292,0,0,0,1000,64.9,1,migr_asyappctzm,2024-01-12
2020-07,PT,GH,0-13,M,FAMILY_UNIT,1,REJECTED,294,OTHER,225,281,0,0,0,926,48.65,0,migr_asyappctza,2025-03-13
2020-08,BE,NG,0-13,M,APPEAL_RELATED,1,OTHER,273,WITHDRAWN,167,282,1,0,0,950,60.21,1,migr_asydec1,2025-08-16
2020-09,FI,AL,0-13,M,FIRST_TIME,0,SUBSIDIARY_PROTECTION,267,REJECTED,254,308,1,0,0,1065,39.43,0,migr_asytpsm,2024-05-24
2020-10,LV,IQ,0-13,M,SUBSEQUENT,0,WITHDRAWN,271,SUBSIDIARY_PROTECTION,176,284,0,0,0,1003,47.76,1,migr_asydec2,2025-08-11
2020-11,RO,PK,0-13,M,FAMILY_UNIT,0,REFUGEE_STATUS,271,REFUGEE_STATUS,126,302,0,0,0,1006,18.58,1,migr_asyappctzm,2024-04-16
2020-12,BG,BY,0-13,M,APPEAL_RELATED,0,REJECTED,303,OTHER,201,275,1,0,0,943,31.14,0,migr_asyappctza,2025-11-21
2021-01,FR,IS,0-13,M,FIRST_TIME,1,OTHER,307,WITHDRAWN,211,311,0,0,0,1041,51.31,1,migr_asydec1,2025-02-27
2021-02,LT,RU,0-13,M,SUBSEQUENT,0,SUBSIDIARY_PROTECTION,264,REJECTED,202,304,0,0,0,1029,79.73,0,migr_asytpsm,2024-07-02
2021-03,SK,CN,0-13,M,FAMILY_UNIT,0,WITHDRAWN,286,SUBSIDIARY_PROTECTION,271,302,0,0,0,929,31.17,0,migr_asydec2,2024-11-24
2021-04,HR,KE,0-13,M,APPEAL_RELATED,0,REFUGEE_STATUS,299,REFUGEE_STATUS,133,276,0,0,0,975,17.37,0,migr_asyappctzm,2024-02-07
2021-05,DE,TN,0-13,M,FIRST_TIME,0,REJECTED,309,OTHER,295,303,1,0,0,1060,43.9,0,migr_asyappctza,2025-07-22
2021-06,LU,EG,0-13,M,SUBSEQUENT,0,OTHER,281,WITHDRAWN,252,301,0,0,0,876,58.15,1,migr_asydec1,2024-03-25
2021-07,SI,MD,0-13,M,FAMILY_UNIT,0,SUBSIDIARY_PROTECTION,314,REJECTED,258,279,0,0,0,925,58.23,0,migr_asytpsm,2026-01-23
2021-08,CY,UA,0-13,M,APPEAL_RELATED,0,WITHDRAWN,268,SUBSIDIARY_PROTECTION,248,296,0,0,1,1044,6.57,0,migr_asydec2,2024-01-28
2021-09,GR,GE,0-13,M,FIRST_TIME,0,REFUGEE_STATUS,274,REFUGEE_STATUS,256,34,0,0,0,979,35.11,1,migr_asyappctzm,2024-04-15
2021-10,MT,MK,0-13,M,SUBSEQUENT,0,REJECTED,282,OTHER,166,44,0,1,0,974,35.05,0,migr_asyappctza,2026-01-01
2021-11,ES,VN,0-13,M,FAMILY_UNIT,0,OTHER,299,WITHDRAWN,286,37,0,0,0,1024,31.56,0,migr_asydec1,2025-02-23
2021-12,CZ,IN,0-13,M,APPEAL_RELATED,0,SUBSIDIARY_PROTECTION,295,REJECTED,153,25,0,0,0,978,58.98,0,migr_asytpsm,2025-11-29
2022-01,HU,NO,0-13,M,FIRST_TIME,1,WITHDRAWN,285,SUBSIDIARY_PROTECTION,128,24,0,0,0,1112,21.58,0,migr_asydec2,2025-07-30
2022-02,NL,BA,0-13,M,SUBSEQUENT,0,REFUGEE_STATUS,309,REFUGEE_STATUS,170,60,1,0,0,937,12.09,0,migr_asyappctzm,2024-06-28
2022-03,SE,IR,0-13,M,FAMILY_UNIT,0,REJECTED,324,OTHER,289,64,0,0,0,1056,70.14,0,migr_asyappctza,2026-01-07
2022-04,DK,RS,0-13,M,APPEAL_RELATED,0,OTHER,277,WITHDRAWN,209,45,1,0,0,1065,25.97,0,migr_asydec1,2024-07-06
2022-05,IE,CH,0-13,M,FIRST_TIME,1,SUBSIDIARY_PROTECTION,275,REJECTED,179,43,0,0,0,985,24.27,1,migr_asytpsm,2024-04-30
2022-06,PL,JP,0-13,M,SUBSEQUENT,0,WITHDRAWN,322,SUBSIDIARY_PROTECTION,301,56,0,0,0,1095,65.76,0,migr_asydec2,2024-07-22
2022-07,AT,SY,0-13,M,FAMILY_UNIT,0,REFUGEE_STATUS,327,REFUGEE_STATUS,210,69,0,0,0,1063,73.61,0,migr_asyappctzm,2025-04-22
2022-08,EE,DZ,0-13,M,APPEAL_RELATED,0,REJECTED,307,OTHER,123,68,0,0,0,922,6.07,0,migr_asyappctza,2024-05-11
2022-09,IT,MA,0-13,M,FIRST_TIME,0,OTHER,295,WITHDRAWN,125,67,0,0,0,1089,38.85,0,migr_asydec1,2025-05-01
2022-10,PT,TR,0-13,M,SUBSEQUENT,1,SUBSIDIARY_PROTECTION,297,REJECTED,168,52,0,0,0,1080,21.01,1,migr_asytpsm,2024-11-07
2022-11,BE,GB,0-13,M,FAMILY_UNIT,0,WITHDRAWN,323,SUBSIDIARY_PROTECTION,185,59,0,0,0,1165,53.24,1,migr_asydec2,2025-06-01
2022-12,FI,ME,0-13,M,APPEAL_RELATED,0,REFUGEE_STATUS,307,REFUGEE_STATUS,149,68,1,0,0,944,58.59,0,migr_asyappctzm,2024-08-22
2023-01,LV,US,0-13,M,FIRST_TIME,0,REJECTED,322,OTHER,251,75,0,0,0,954,43.08,0,migr_asyappctza,2025-09-30
2023-02,RO,GH,0-13,M,SUBSEQUENT,1,OTHER,311,WITHDRAWN,260,54,0,0,0,1176,44.01,0,migr_asydec1,2024-12-31
2023-03,BG,NG,0-13,M,FAMILY_UNIT,1,SUBSIDIARY_PROTECTION,290,REJECTED,193,40,0,1,0,1166,36.48,1,migr_asytpsm,2024-09-29
2023-04,FR,AL,0-13,M,APPEAL_RELATED,0,WITHDRAWN,316,SUBSIDIARY_PROTECTION,305,39,1,0,0,1168,78.92,0,migr_asydec2,2026-01-08
2023-05,LT,IQ,0-13,M,FIRST_TIME,0,REFUGEE_STATUS,292,REFUGEE_STATUS,167,50,0,0,0,1021,11.33,0,migr_asyappctzm,2025-10-09
2023-06,SK,PK,0-13,M,SUBSEQUENT,0,REJECTED,342,OTHER,145,80,0,0,0,1045,36.95,1,migr_asyappctza,2025-05-13
2023-07,HR,BY,0-13,M,FAMILY_UNIT,0,OTHER,342,WITHDRAWN,218,79,0,0,0,1132,71.24,0,migr_asydec1,2025-10-29
2023-08,DE,IS,0-13,M,APPEAL_RELATED,0,SUBSIDIARY_PROTECTION,337,REJECTED,171,49,0,0,0,1088,53.54,1,migr_asytpsm,2024-03-14
2023-09,LU,RU,0-13,M,FIRST_TIME,0,WITHDRAWN,298,SUBSIDIARY_PROTECTION,147,60,0,0,0,1178,37.57,0,migr_asydec2,2024-12-19
2023-10,SI,CN,0-13,M,SUBSEQUENT,0,REFUGEE_STATUS,349,REFUGEE_STATUS,252,64,0,0,0,1056,44.76,1,migr_asyappctzm,2024-05-14
2023-11,CY,KE,0-13,M,FAMILY_UNIT,0,REJECTED,328,OTHER,146,61,0,0,0,1038,39.68,0,migr_asyappctza,2024-03-15
2023-12,GR,TN,0-13,M,APPEAL_RELATED,0,OTHER,299,WITHDRAWN,155,84,0,0,0,990,33.77,0,migr_asydec1,2024-08-01
2024-01,MT,EG,0-13,M,FIRST_TIME,0,SUBSIDIARY_PROTECTION,339,REJECTED,225,80,0,0,0,1063,25.17,0,migr_asytpsm,2025-03-09
2024-02,ES,MD,0-13,M,SUBSEQUENT,0,WITHDRAWN,319,SUBSIDIARY_PROTECTION,224,71,0,0,0,1169,20.67,1,migr_asydec2,2024-10-27
2024-03,CZ,UA,0-13,M,FAMILY_UNIT,0,REFUGEE_STATUS,327,REFUGEE_STATUS,247,58,0,0,0,1206,11.89,0,migr_asyappctzm,2024-02-24
2024-04,HU,GE,0-13,M,APPEAL_RELATED,0,REJECTED,316,OTHER,133,61,0,0,0,1172,73.86,0,migr_asyappctza,2025-12-03
2024-05,NL,MK,0-13,M,FIRST_TIME,0,OTHER,344,WITHDRAWN,278,64,0,0,0,1030,19.95,1,migr_asydec1,2024-06-02
2024-06,SE,VN,0-13,M,SUBSEQUENT,0,SUBSIDIARY_PROTECTION,312,REJECTED,248,86,0,0,0,1097,58.78,0,migr_asytpsm,2024-12-25
2024-07,DK,IN,0-13,M,FAMILY_UNIT,0,WITHDRAWN,339,SUBSIDIARY_PROTECTION,278,88,0,0,0,1206,61.85,1,migr_asydec2,2026-01-08
2024-08,IE,NO,0-13,M,APPEAL_RELATED,0,REFUGEE_STATUS,324,REFUGEE_STATUS,212,86,0,0,0,1112,31.55,0,migr_asyappctzm,2024-08-15
2024-09,PL,BA,0-13,M,FIRST_TIME,0,REJECTED,306,OTHER,162,87,1,0,0,1131,68.3,0,migr_asyappctza,2025-09-18
2024-10,AT,IR,0-13,M,SUBSEQUENT,1,OTHER,358,WITHDRAWN,174,62,0,0,0,1150,84.06,0,migr_asydec1,2024-02-25
2024-11,EE,RS,0-13,M,FAMILY_UNIT,0,SUBSIDIARY_PROTECTION,314,REJECTED,207,78,0,0,0,1087,45.3,0,migr_asytpsm,2024-10-31
2024-12,IT,CH,0-13,M,APPEAL_RELATED,0,WITHDRAWN,350,SUBSIDIARY_PROTECTION,299,88,0,1,0,1086,79.55,0,migr_asydec2,2025-11-27
2025-01,PT,JP,0-13,M,FIRST_TIME,0,REFUGEE_STATUS,309,REFUGEE_STATUS,142,90,0,0,0,1198,62.24,0,migr_asyappctzm,2025-08-21
2025-02,BE,SY,0-13,M,SUBSEQUENT,1,REJECTED,342,OTHER,197,74,0,0,0,1092,63.33,1,migr_asyappctza,2024-10-10
2025-03,FI,DZ,0-13,M,FAMILY_UNIT,0,OTHER,315,WITHDRAWN,133,81,0,0,0,1086,62.4,0,migr_asydec1,2025-02-03
2025-04,LV,MA,0-13,M,APPEAL_RELATED,0,SUBSIDIARY_PROTECTION,329,REJECTED,285,71,0,0,0,1154,77.93,0,migr_asytpsm,2025-08-02
2025-05,RO,TR,0-13,M,FIRST_TIME,0,WITHDRAWN,334,SUBSIDIARY_PROTECTION,306,85,0,1,0,1148,63.4,0,migr_asydec2,2024-08-14
2025-06,BG,GB,0-13,M,SUBSEQUENT,0,REFUGEE_STATUS,317,REFUGEE_STATUS,304,69,0,0,0,1074,47.66,0,migr_asyappctzm,2025-08-17
2025-07,FR,ME,0-13,M,FAMILY_UNIT,0,REJECTED,340,OTHER,294,103,0,0,0,1121,28.12,0,migr_asyappctza,2026-01-03
2025-08,LT,US,0-13,M,APPEAL_RELATED,1,OTHER,351,WITHDRAWN,284,93,0,0,0,1081,63.25,0,migr_asydec1,2025-04-09
2025-09,SK,GH,0-13,M,FIRST_TIME,0,SUBSIDIARY_PROTECTION,370,REJECTED,204,106,0,0,0,1120,59.31,0,migr_asytpsm,2025-06-16
2025-10,HR,NG,0-13,M,SUBSEQUENT,0,WITHDRAWN,364,SUBSIDIARY_PROTECTION,254,98,0,0,0,1143,15.42,1,migr_asydec2,2024-10-21
2025-11,DE,AL,0-13,M,FAMILY_UNIT,1,REFUGEE_STATUS,365,REFUGEE_STATUS,219,84,0,0,0,1130,11.95,0,migr_asyappctzm,2025-08-05
2025-12,LU,IQ,0-13,M,APPEAL_RELATED,0,REJECTED,326,OTHER,213,75,0,0,0,1074,58.15,0,migr_asyappctza,2025-08-23
2026-01,SI,PK,0-13,M,FIRST_TIME,0,OTHER,351,WITHDRAWN,163,75,1,0,0,1202,7.51,1,migr_asydec1,2024-11-25
2026-02,CY,BY,0-13,M,SUBSEQUENT,1,SUBSIDIARY_PROTECTION,341,REJECTED,305,96,0,0,0,1139,25.18,0,migr_asytpsm,2025-04-15
2026-03,GR,IS,0-13,M,FAMILY_UNIT,0,WITHDRAWN,379,SUBSIDIARY_PROTECTION,283,91,1,0,0,1168,32.98,1,migr_asydec2,2025-04-28
2026-04,MT,RU,0-13,M,APPEAL_RELATED,0,REFUGEE_STATUS,377,REFUGEE_STATUS,207,104,0,0,0,1134,79.02,0,migr_asyappctzm,2025-09-09
2026-05,ES,CN,0-13,M,FIRST_TIME,0,REJECTED,357,OTHER,351,116,0,0,0,1141,10.8,0,migr_asyappctza,2025-05-15
