ag_crops_crop_year,ag_crops_county_fsa_code,ag_crops_crop_type_code,ag_crops_acres_planted,ag_crops_acres_harvested,ag_crops_yield_per_acre,ag_crops_production_total_bushels,ag_crops_irrigation_share_pct,ag_crops_seed_variety_code,ag_crops_planting_date_median,ag_crops_harvest_date_median,ag_crops_growing_degree_days,ag_crops_soil_moisture_index,ag_crops_fertilizer_rate_lbs_acre,ag_crops_pesticide_application_rate,ag_crops_crop_insurance_coverage_pct,ag_crops_price_received_usd_unit,ag_crops_revenue_per_acre_usd,ag_crops_loss_due_to_weather_pct,ag_crops_practice_conservation_tillage_flag
2012,FSA0000145,CORN,14490.27,12060.01,230.96,2785379.91,62.94,V5,2014-11-06,2015-04-26,2327.0,0.7117,138.71,17.346,45.76,11.093,1986.58,32.71,0
2005,FSA0000146,COTTON,12778.1,10783.41,223.41,2409121.63,49.7,V8,2024-06-27,2024-11-22,2536.9,0.9321,54.98,16.76,33.53,10.207,1772.51,43.83,0
2021,FSA0000147,POTATO,20023.95,14491.96,63.69,922992.93,93.68,V6,2007-07-29,2008-01-05,1025.8,0.8935,115.09,3.377,57.26,4.172,258.23,53.34,1
2017,FSA0000148,SORGHUM,20740.58,16095.07,238.24,3834489.48,58.9,V6,2022-08-24,2023-02-04,3795.3,0.7549,3.37,23.682,47.38,5.471,1076.1,0.89,1
2014,FSA0000149,SOYBEAN,1220.04,1102.56,118.28,130410.8,91.89,V6,2009-06-29,2010-01-31,1552.9,0.3974,304.76,10.392,21.48,6.501,828.91,16.59,0
2009,FSA0000150,CORN,14133.58,12356.82,56.21,694576.85,63.01,V2,2019-03-03,2019-09-13,1721.5,0.4701,153.6,23.526,61.58,11.377,545.87,36.43,0
2021,FSA0000151,RICE,857.09,780.29,84.64,66043.75,36.23,V5,2016-06-16,2016-10-09,1953.9,0.8474,64.31,0.164,63.47,12.371,1122.15,1.3,1
2018,FSA0000152,POTATO,5689.7,4599.84,66.05,303819.43,25.1,V5,2011-02-16,2011-09-23,2786.7,0.5441,278.74,0.207,20.12,6.808,416.23,16.05,1
2017,FSA0000153,CORN,4782.28,3652.02,166.98,609814.3,56.41,V4,2022-12-19,2023-05-14,1151.2,0.1391,100.54,12.325,20.83,8.446,1261.62,32.46,0
2013,FSA0000154,WHEAT,8005.17,7049.97,12.18,85868.63,67.47,V1,2010-04-07,2010-10-18,4342.3,0.7942,170.86,14.798,43.39,3.601,35.95,34.29,1
2013,FSA0000155,SOYBEAN,14411.36,10520.93,85.92,903958.31,14.82,V4,2014-12-30,2015-04-10,3354.1,0.4577,242.52,18.074,95.6,7.866,736.31,42.58,1
2022,FSA0000156,WHEAT,24831.04,18979.78,27.71,525929.7,47.4,V1,2012-10-11,2013-01-12,2340.3,0.6799,252.94,17.612,33.65,14.928,321.48,53.57,0
2005,FSA0000157,SOYBEAN,24648.66,20005.9,234.84,4698185.56,18.49,V8,2021-11-24,2022-05-22,4048.3,0.2214,186.11,17.975,6.94,6.82,1221.39,1.11,1
2012,FSA0000158,SOYBEAN,15873.86,12582.3,62.82,790420.09,72.35,V2,2017-02-21,2017-05-24,4447.3,0.3065,119.52,9.936,45.76,3.272,218.86,27.69,1
2016,FSA0000159,WHEAT,22501.58,20576.83,14.38,295894.82,77.7,V2,2018-02-02,2018-08-21,3382.1,0.4638,200.21,20.902,16.03,11.117,165.38,34.64,0
2007,FSA0000160,SOYBEAN,8623.63,7161.88,13.55,97043.47,36.15,V5,2020-11-03,2021-06-10,2937.6,0.0065,198.99,19.833,45.32,16.761,200.83,38.49,0
2006,FSA0000161,WHEAT,19446.31,18549.68,140.44,2605117.06,38.63,V6,2018-11-18,2019-04-16,4446.6,0.1365,192.5,21.078,8.87,6.077,801.56,3.51,1
2010,FSA0000162,CORN,11334.44,8730.15,62.14,542491.52,74.45,V2,2007-03-31,2007-11-02,2035.5,0.2905,170.07,6.016,97.32,16.444,827.21,31.8,0
2009,FSA0000163,COTTON,20231.47,17365.37,248.75,4319635.79,79.72,V2,2009-08-04,2010-02-03,3551.6,0.1012,47.2,19.951,48.74,17.736,3922.32,22.4,0
2024,FSA0000164,SOYBEAN,4883.76,4456.98,83.87,373806.91,85.41,V5,2007-06-29,2008-01-02,4344.7,0.7782,55.83,9.715,58.63,12.924,1161.57,36.06,1
2016,FSA0000165,BARLEY,7406.3,7394.91,152.64,1128759.06,83.7,V4,2016-08-07,2016-11-11,4194.5,0.7988,47.36,13.597,97.45,3.607,509.02,45.33,1
2020,FSA0000166,CORN,225.11,180.67,19.58,3537.52,52.62,V3,2012-08-17,2012-11-22,4270.2,0.4073,53.1,10.928,50.63,12.728,210.14,44.23,0
2008,FSA0000167,SOYBEAN,12458.0,9351.9,140.0,1309266.0,20.67,V2,2022-07-22,2023-01-24,3137.2,0.4527,95.14,20.73,86.5,15.389,2338.78,30.79,0
2007,FSA0000168,CORN,3441.98,2871.22,144.54,415006.14,96.57,V6,2007-03-19,2007-09-03,4458.6,0.5978,305.6,3.568,42.5,2.072,299.78,46.33,0
2011,FSA0000169,POTATO,18442.49,16947.35,174.72,2961040.99,59.13,V4,2005-04-14,2005-11-10,2245.4,0.7715,191.96,12.484,99.0,14.343,1955.53,0.69,1
2010,FSA0000170,CORN,13492.8,13393.11,117.33,1571413.6,25.24,V7,2019-03-22,2019-07-05,1759.6,0.0966,14.79,11.557,0.5,10.279,1029.16,28.63,1
2022,FSA0000171,SOYBEAN,22324.72,20125.29,119.14,2397727.05,46.69,V4,2010-05-05,2010-11-24,1263.5,0.5202,102.5,15.295,33.89,9.184,925.78,5.57,1
2019,FSA0000172,POTATO,19585.97,14154.74,60.56,857211.05,23.19,V7,2024-07-29,2025-02-08,1114.3,0.7935,203.09,13.307,32.0,11.017,717.18,26.85,0
2019,FSA0000173,SOYBEAN,1590.2,1400.08,213.74,299253.1,93.61,V3,2009-05-03,2009-10-31,2185.3,0.1279,111.99,8.922,58.22,2.805,527.55,9.62,1
2008,FSA0000174,SORGHUM,12089.18,9702.98,139.14,1350072.64,93.61,V1,2009-12-05,2010-07-08,2658.6,0.4166,25.65,0.971,37.63,8.218,859.16,5.36,1
2011,FSA0000175,CORN,5523.5,3896.13,138.13,538172.44,19.32,V4,2018-03-30,2018-08-19,4373.5,0.5633,306.89,3.692,4.03,14.579,1643.44,44.2,0
2017,FSA0000176,WHEAT,10535.25,9204.31,45.86,422109.66,57.11,V4,2016-10-02,2017-03-11,3218.8,0.2764,104.49,13.711,68.44,13.056,549.32,11.92,1
2023,FSA0000177,OAT,23951.25,20011.22,175.77,3517372.14,35.53,V1,2014-03-06,2014-07-21,2016.3,0.706,235.52,3.832,89.56,13.741,1830.18,49.13,1
2011,FSA0000178,WHEAT,2348.61,1858.86,157.11,292045.49,37.09,V4,2014-11-18,2015-03-14,3840.2,0.2337,56.54,20.405,63.27,12.14,1742.22,48.88,1
2010,FSA0000179,COTTON,12423.53,11579.56,53.57,620317.03,57.92,V7,2010-12-20,2011-06-26,1074.7,0.6301,44.84,19.24,1.27,17.274,947.91,12.26,1
2009,FSA0000180,CORN,14974.34,14121.34,240.31,3393499.22,45.39,V1,2013-06-21,2013-10-24,2842.0,0.5014,258.44,23.705,21.48,14.566,3365.26,13.98,1
2014,FSA0000181,BARLEY,6906.24,6767.81,108.84,736608.44,94.46,V2,2023-08-11,2024-02-14,964.7,0.5264,8.19,17.491,15.84,5.312,520.27,27.29,1
2009,FSA0000182,BARLEY,19321.94,19279.06,130.24,2510904.77,79.91,V8,2008-10-16,2009-05-08,3798.0,0.6452,43.24,17.606,25.29,12.37,1631.2,43.29,1
2017,FSA0000183,RICE,2620.04,1999.34,74.38,148710.91,84.74,V5,2011-06-26,2011-11-22,1107.9,0.3814,175.48,19.025,96.17,13.434,852.11,54.81,1
2007,FSA0000184,CORN,7276.19,5263.85,168.22,885484.85,91.76,V2,2006-01-13,2006-07-15,3877.6,0.8936,181.11,6.317,48.77,14.661,2418.22,50.02,0
2010,FSA0000185,WHEAT,13076.38,9443.83,44.67,421855.89,91.56,V2,2016-10-05,2017-01-12,3846.4,0.5342,161.45,12.787,30.9,10.884,459.62,21.37,1
2008,FSA0000186,SOYBEAN,15599.75,13025.69,43.27,563621.61,75.8,V4,2020-11-25,2021-05-06,1691.0,0.8303,171.64,9.641,53.98,16.685,760.17,12.02,0
2010,FSA0000187,WHEAT,6704.18,6214.93,207.45,1289287.23,58.44,V1,2008-11-10,2009-03-13,1918.5,0.4577,210.53,22.256,76.16,9.693,2113.31,32.47,0
2007,FSA0000188,RICE,14781.42,12468.36,15.36,191514.01,77.68,V7,2018-05-22,2018-10-20,4337.4,0.3192,81.02,3.54,56.29,3.475,40.3,38.52,1
2023,FSA0000189,WHEAT,3527.45,3465.89,184.05,637897.05,46.1,V8,2024-09-11,2025-01-29,976.2,0.0731,142.21,18.831,3.57,6.611,1248.21,3.98,0
2011,FSA0000190,CORN,19150.07,17811.63,102.66,1828541.94,92.56,V2,2006-11-14,2007-03-15,3412.4,0.8812,166.48,3.207,28.75,10.632,907.45,51.7,0
2025,FSA0000191,CORN,10081.76,8466.21,39.55,334838.61,0.55,V1,2019-04-18,2019-08-12,3369.5,0.9616,264.51,2.091,56.65,6.317,209.25,37.39,1
2020,FSA0000192,SOYBEAN,4456.06,3487.24,48.8,170177.31,63.84,V5,2006-12-12,2007-03-29,1430.8,0.628,208.86,19.054,62.18,7.418,294.16,42.92,1
2007,FSA0000193,SOYBEAN,3435.0,2607.16,233.67,609215.08,39.79,V3,2011-07-11,2011-12-05,3024.8,0.3909,130.93,7.479,90.66,2.42,554.54,35.15,0
2006,FSA0000194,SOYBEAN,4562.17,3696.35,18.85,69676.2,28.54,V7,2015-07-14,2015-11-29,1461.3,0.9045,10.09,19.576,57.09,4.367,66.28,30.82,1
2015,FSA0000195,SOYBEAN,21895.23,19053.74,161.29,3073177.72,40.54,V2,2016-09-03,2016-12-27,1201.9,0.2326,13.12,6.799,25.18,3.72,626.41,40.71,0
2012,FSA0000196,WHEAT,22714.07,22335.64,248.32,5546386.12,66.58,V5,2005-06-28,2005-12-15,1512.6,0.2049,65.65,4.081,26.14,3.901,796.62,24.15,0
2006,FSA0000197,SORGHUM,410.22,311.65,94.54,29463.39,50.87,V3,2020-02-04,2020-07-30,2799.3,0.3316,138.04,23.752,68.24,7.7,589.9,45.16,1
2005,FSA0000198,CORN,2838.41,2127.55,240.27,511186.44,60.7,V8,2011-05-29,2011-10-12,3734.6,0.8247,197.14,22.912,27.72,10.983,2730.91,6.73,1
2016,FSA0000199,CORN,23883.3,20983.12,109.69,2301638.43,64.28,V5,2006-04-01,2006-10-07,1907.7,0.3394,175.86,15.241,73.6,15.886,1742.57,34.84,1
2005,FSA0000200,SOYBEAN,15329.7,15264.04,163.52,2495975.82,68.44,V5,2023-10-18,2024-02-29,1533.1,0.1831,197.98,23.712,16.53,16.874,2182.07,3.48,0
2005,FSA0000201,WHEAT,16237.88,15772.99,155.0,2444813.45,64.27,V5,2011-05-19,2011-11-15,3906.9,0.4716,312.33,12.788,15.82,13.654,1760.57,41.39,0
2017,FSA0000202,WHEAT,3083.89,2342.98,116.09,271996.55,31.64,V2,2024-12-11,2025-06-04,1784.7,0.5818,173.66,9.239,98.07,2.452,302.57,16.26,0
2011,FSA0000203,CORN,6328.26,5375.66,114.36,614760.48,0.87,V1,2019-11-18,2020-04-01,4013.1,0.1421,48.74,23.163,74.14,4.309,443.82,41.8,0
2022,FSA0000204,SOYBEAN,679.34,675.37,102.0,68887.74,96.26,V2,2017-03-24,2017-10-16,3621.0,0.4237,65.34,14.758,55.28,3.728,403.39,34.52,1
2013,FSA0000205,CORN,21853.75,21726.93,25.44,552733.1,7.92,V2,2009-03-17,2009-09-18,3506.8,0.0755,220.9,19.744,49.59,9.64,220.25,11.76,0
2009,FSA0000206,CORN,14816.05,12535.38,33.03,414043.6,22.39,V7,2012-03-15,2012-09-23,4107.8,0.9135,250.9,23.223,99.85,16.664,466.75,44.47,1
2025,FSA0000207,SOYBEAN,3776.55,3151.0,186.21,586747.71,61.94,V1,2014-02-11,2014-08-16,1760.0,0.8926,281.96,20.422,15.67,2.52,500.56,15.87,0
2019,FSA0000208,SOYBEAN,5956.55,5908.65,76.45,451716.29,83.95,V5,2018-08-19,2019-02-28,4278.2,0.1189,2.73,19.018,89.47,8.033,633.25,4.16,1
2009,FSA0000209,CORN,4951.3,4609.33,180.59,832398.9,88.92,V4,2019-02-14,2019-08-25,2416.2,0.9715,158.55,11.363,77.26,3.626,616.66,18.98,0
2011,FSA0000210,WHEAT,9482.56,8712.71,16.11,140361.76,39.3,V1,2021-07-18,2021-12-27,1081.7,0.9297,48.32,20.334,9.13,3.446,47.47,21.61,1
2015,FSA0000211,SOYBEAN,6148.39,4663.95,79.13,369058.36,55.39,V1,2019-06-09,2019-12-02,3870.5,0.6653,62.98,8.744,73.22,7.774,510.8,42.52,1
2015,FSA0000212,CORN,12418.91,9254.44,39.43,364902.57,66.62,V6,2012-12-29,2013-06-08,2337.9,0.6692,26.34,13.173,3.56,9.539,294.22,33.76,1
2015,FSA0000213,WHEAT,5557.92,4953.49,234.41,1161147.59,34.31,V5,2013-03-22,2013-09-09,3092.4,0.8898,142.37,0.754,32.93,17.809,3300.76,12.87,1
2021,FSA0000214,SOYBEAN,22276.2,15669.79,196.75,3083031.18,41.92,V8,2014-03-03,2014-08-27,1840.6,0.7321,88.6,0.853,2.83,15.167,2853.68,34.7,1
2006,FSA0000215,CORN,19685.06,16402.5,195.18,3201439.95,18.43,V1,2023-02-22,2023-08-27,1069.9,0.5618,85.17,15.167,83.5,16.027,3058.93,25.12,1
2014,FSA0000216,SOYBEAN,18741.35,15467.15,24.99,386524.08,75.29,V8,2017-09-24,2018-02-24,2399.0,0.0119,225.32,12.446,69.06,5.379,137.35,25.54,1
2007,FSA0000217,WHEAT,20559.42,18698.73,218.08,4077819.04,91.1,V8,2007-08-21,2008-01-12,1859.1,0.7176,71.94,9.415,6.48,3.615,698.89,39.45,0
2006,FSA0000218,SOYBEAN,8879.16,7607.34,67.9,516538.39,19.94,V1,2006-12-12,2007-03-24,1474.6,0.0375,155.5,7.657,37.98,2.853,163.25,1.55,1
2011,FSA0000219,CORN,9023.39,7805.61,223.27,1742758.54,89.05,V8,2017-01-14,2017-04-17,3252.1,0.4784,175.62,22.77,95.08,15.566,3755.34,15.1,1
2008,FSA0000220,OAT,17414.13,14965.56,219.87,3290477.68,25.97,V7,2022-12-05,2023-03-08,2991.2,0.1352,204.34,10.677,24.79,2.817,550.39,18.69,1
2021,FSA0000221,WHEAT,16158.37,16074.89,129.36,2079447.77,91.72,V1,2014-01-13,2014-07-26,3068.7,0.3001,144.65,22.481,5.21,7.893,842.25,26.66,1
2013,FSA0000222,POTATO,17188.69,16205.37,241.83,3918944.63,72.2,V3,2012-12-22,2013-04-23,4377.2,0.8323,132.93,3.199,59.89,15.623,3558.6,44.14,1
2023,FSA0000223,SOYBEAN,12172.65,11783.05,25.93,305534.49,91.67,V2,2010-03-17,2010-07-16,2799.5,0.7779,152.68,24.649,4.02,11.587,323.14,15.21,1
2020,FSA0000224,SORGHUM,11305.18,7937.03,179.34,1423426.96,26.7,V3,2020-10-07,2021-02-11,2821.3,0.0135,205.42,19.302,8.76,15.443,2249.79,8.07,0
2009,FSA0000225,SOYBEAN,13161.04,10679.48,90.73,968949.22,38.51,V2,2018-09-15,2019-03-18,3164.1,0.9167,228.86,8.649,16.42,5.33,363.93,7.72,0
2022,FSA0000226,RICE,14988.06,12336.25,223.17,2753080.91,89.2,V4,2007-06-28,2007-11-19,1558.3,0.039,152.16,0.768,60.61,11.244,2171.29,5.54,1
2010,FSA0000227,CORN,6225.17,5967.64,132.31,789578.45,42.37,V3,2008-06-13,2008-11-03,1720.5,0.9354,287.64,1.519,69.07,17.978,1903.4,24.37,1
2007,FSA0000228,SORGHUM,24812.25,17835.55,207.52,3701233.34,64.11,V2,2005-06-23,2006-01-14,2708.1,0.3302,305.82,23.504,78.68,8.661,1576.1,17.94,1
2018,FSA0000229,WHEAT,15403.89,11560.93,148.26,1714023.48,2.04,V3,2006-08-10,2006-12-09,3665.2,0.489,307.36,10.399,98.35,3.36,481.66,12.46,1
2025,FSA0000230,WHEAT,21960.34,20543.21,206.64,4245048.91,40.4,V2,2023-07-26,2024-01-10,1897.8,0.2901,62.86,9.06,57.14,8.613,1744.89,28.82,1
2006,FSA0000231,SORGHUM,24135.34,19069.01,35.92,684958.84,67.2,V4,2014-01-19,2014-07-19,4184.6,0.5866,120.23,22.214,1.8,2.495,72.9,46.38,1
2009,FSA0000232,WHEAT,15054.41,10824.89,223.31,2417306.19,87.87,V7,2011-10-15,2012-05-10,2042.2,0.5787,243.38,22.684,0.24,9.57,2151.47,36.06,1
2025,FSA0000233,SOYBEAN,11962.08,11147.4,138.11,1539567.41,3.95,V6,2010-02-15,2010-09-18,1409.2,0.1926,42.05,10.173,14.2,9.34,1415.79,46.87,1
2016,FSA0000234,BARLEY,20549.12,18087.77,201.19,3639078.45,73.64,V4,2020-09-28,2021-04-20,3077.0,0.307,18.86,8.139,77.43,3.235,492.37,57.83,1
2007,FSA0000235,WHEAT,12989.04,10382.01,229.75,2385266.8,77.97,V4,2012-05-04,2012-11-21,2140.2,0.8713,175.68,23.123,21.14,14.296,3293.24,58.65,0
2017,FSA0000236,CORN,166.1,163.92,151.09,24766.67,97.96,V2,2014-06-08,2014-09-16,2720.2,0.5999,285.42,15.116,47.53,5.961,874.02,2.42,1
2017,FSA0000237,WHEAT,17607.56,16938.09,191.93,3250927.61,85.69,V5,2011-12-16,2012-06-11,3647.7,0.3623,277.8,17.22,82.67,17.726,2746.77,44.44,0
2007,FSA0000238,CORN,23649.09,16732.41,199.16,3332426.78,73.48,V5,2010-05-23,2010-11-25,4434.9,0.4389,33.11,19.562,99.13,8.043,1691.73,1.23,1
2005,FSA0000239,WHEAT,17604.48,16925.68,229.67,3887320.93,53.5,V4,2011-04-13,2011-08-12,2742.8,0.4827,166.52,23.402,81.77,3.218,745.2,59.09,1
2006,FSA0000240,CORN,4699.26,3293.0,100.08,329563.44,91.11,V7,2014-09-03,2015-02-07,2684.4,0.2736,95.04,16.586,81.96,5.026,406.4,47.48,1
2022,FSA0000241,SOYBEAN,11907.91,11136.38,134.85,1501740.84,64.54,V8,2016-04-15,2016-07-18,1652.3,0.7635,9.7,21.763,25.59,9.402,1074.64,39.37,1
2007,FSA0000242,BARLEY,18482.99,13872.02,63.83,885451.04,18.56,V4,2018-06-10,2018-12-14,3908.6,0.8031,134.66,16.997,33.0,2.848,171.86,59.06,1
2006,FSA0000243,CORN,16018.01,15624.71,75.29,1176384.42,90.85,V2,2010-04-12,2010-10-07,4278.3,0.79,208.17,2.534,80.94,14.381,1084.7,42.45,0
2021,FSA0000244,POTATO,9249.22,8598.83,171.32,1473151.56,10.71,V8,2010-08-04,2010-11-02,4435.3,0.2052,277.0,24.179,43.57,8.45,1230.35,30.13,1
2023,FSA0000245,CORN,5225.83,4938.91,80.21,396149.97,46.26,V1,2016-06-10,2016-10-27,1270.7,0.7974,119.24,15.986,3.9,6.014,502.67,16.64,1
2025,FSA0000246,CORN,14556.59,12857.08,215.23,2767229.33,70.35,V1,2017-06-01,2017-10-31,3459.3,0.7272,182.96,1.901,78.4,15.289,2592.26,14.23,0
2006,FSA0000247,CORN,18163.07,14533.48,160.13,2327246.15,37.94,V4,2011-12-29,2012-05-04,1030.0,0.5781,280.76,1.474,15.09,16.227,2287.33,25.91,1
2010,FSA0000248,WHEAT,9386.63,9296.2,131.97,1226819.51,0.26,V3,2023-11-19,2024-03-12,2121.0,0.043,19.5,4.989,8.88,11.532,1296.57,35.6,1
2021,FSA0000249,WHEAT,21378.83,18332.23,89.27,1636518.17,99.03,V6,2006-10-16,2007-01-27,3353.6,0.8038,221.47,7.22,15.72,12.397,1058.55,40.09,1
2024,FSA0000250,WHEAT,1470.9,1084.84,61.6,66826.14,99.94,V6,2015-12-26,2016-07-31,1933.2,0.9839,268.14,4.237,3.16,7.562,389.72,35.33,1
2009,FSA0000251,PEANUT,18563.92,16669.47,216.96,3616608.21,14.51,V5,2016-07-15,2016-12-20,3106.4,0.5912,227.15,2.665,37.12,10.527,2145.3,14.24,1
2017,FSA0000252,WHEAT,16851.03,12673.02,62.03,786107.43,65.96,V4,2007-07-28,2007-12-08,3997.9,0.6966,211.63,22.614,41.42,7.687,483.32,24.54,0
2009,FSA0000253,SOYBEAN,9366.64,7229.12,155.01,1120585.89,63.72,V8,2010-04-12,2010-08-31,3921.8,0.5196,120.09,24.308,87.44,10.869,1841.51,24.36,0
2017,FSA0000254,WHEAT,11105.07,9454.05,24.48,231435.14,11.34,V1,2005-12-17,2006-07-10,3436.1,0.7565,122.94,15.422,47.42,3.757,74.12,1.49,0
2012,FSA0000255,CORN,18602.08,15567.62,68.15,1060933.3,80.35,V1,2006-07-20,2006-12-24,3032.7,0.7252,168.81,15.588,93.26,8.169,479.67,51.92,0
2016,FSA0000256,CORN,10047.07,8860.27,100.87,893735.43,18.78,V6,2011-03-25,2011-07-07,4345.1,0.842,175.0,19.196,10.82,12.532,1065.54,23.76,1
2006,FSA0000257,CORN,5409.43,5402.63,214.3,1157783.61,83.34,V7,2018-06-04,2019-01-08,4133.2,0.6843,302.06,16.413,15.08,4.929,850.29,24.7,1
2022,FSA0000258,BARLEY,12687.05,11209.05,12.71,142467.03,43.52,V8,2015-10-31,2016-01-30,1268.1,0.1226,290.3,2.441,86.08,11.281,111.22,27.92,1
2024,FSA0000259,OAT,2474.19,1821.79,180.11,328122.6,34.58,V6,2019-07-05,2019-10-23,3634.0,0.6962,225.81,10.658,74.28,7.25,986.15,16.95,1
2011,FSA0000260,COTTON,19282.98,18721.63,208.07,3895409.55,27.53,V1,2020-08-23,2021-01-29,2143.4,0.315,26.42,21.233,98.96,15.077,2840.6,5.11,0
2019,FSA0000261,WHEAT,1862.56,1857.8,127.36,236609.41,13.08,V2,2018-11-22,2019-05-29,3547.3,0.5491,27.35,11.248,74.73,8.86,977.62,46.02,1
2025,FSA0000262,BARLEY,15849.5,11350.92,117.77,1336797.85,14.52,V2,2013-08-25,2014-03-20,3863.5,0.2049,25.19,15.97,33.2,5.183,599.08,32.89,0
2010,FSA0000263,CORN,3819.94,3216.17,170.57,548582.12,39.55,V3,2020-10-29,2021-04-25,3052.1,0.3859,214.91,0.905,63.97,2.756,420.73,2.86,0
2024,FSA0000264,WHEAT,21828.0,18883.49,116.87,2206913.48,39.4,V3,2015-12-30,2016-06-22,3896.1,0.5622,46.99,8.583,12.82,7.312,923.95,53.62,1
2024,FSA0000265,CORN,16314.83,13605.43,84.99,1156325.5,77.62,V4,2016-06-04,2016-10-19,2253.0,0.4716,185.63,12.379,94.45,11.211,963.16,34.43,1
2025,FSA0000266,CORN,20906.88,20654.51,82.71,1708334.52,82.08,V7,2015-11-09,2016-04-14,4410.7,0.6095,208.6,10.079,57.18,10.058,823.76,19.84,0
2009,FSA0000267,CORN,3663.29,2725.4,32.55,88711.77,65.97,V8,2021-06-21,2021-09-19,2043.2,0.1741,108.05,23.18,32.96,13.69,356.97,28.48,1
2010,FSA0000268,RICE,21704.99,16165.45,14.03,226801.26,27.76,V4,2018-01-03,2018-05-28,2990.1,0.3223,253.91,9.894,62.45,8.259,111.14,21.23,0
2020,FSA0000269,CORN,4669.24,4210.59,21.45,90317.16,5.23,V2,2011-09-14,2012-03-10,4228.1,0.5835,134.21,8.76,33.7,9.48,185.61,12.47,1
2012,FSA0000270,CORN,10606.1,8764.69,69.37,608006.55,6.62,V1,2024-09-03,2025-01-23,1649.2,0.0386,241.5,10.883,13.07,10.631,775.88,28.25,1
2011,FSA0000271,WHEAT,1077.32,926.36,231.73,214665.4,15.58,V5,2010-02-06,2010-09-10,1350.2,0.1456,187.0,23.684,23.52,9.395,2078.64,9.26,1
2022,FSA0000272,CORN,10201.23,9571.59,94.34,902983.8,63.27,V8,2011-01-06,2011-04-07,3550.6,0.5968,242.49,22.048,72.87,17.67,1296.51,14.8,0
2024,FSA0000273,RICE,4107.04,3916.64,111.7,437488.69,46.37,V8,2006-07-27,2006-10-31,3094.0,0.1138,76.94,21.6,89.19,4.772,539.5,27.39,0
2017,FSA0000274,BARLEY,21266.82,16413.13,87.5,1436148.88,26.68,V6,2015-01-09,2015-04-15,3936.0,0.1555,222.65,13.941,35.85,11.811,965.24,47.2,1
2023,FSA0000275,CORN,11873.68,10735.45,187.47,2012574.81,30.43,V1,2023-11-04,2024-02-10,4083.4,0.6369,54.55,8.08,23.38,2.693,554.46,0.32,1
2006,FSA0000276,SORGHUM,13316.88,11587.18,120.54,1396718.68,64.63,V4,2020-05-22,2020-12-12,1350.9,0.5421,228.53,5.832,35.78,2.859,321.23,14.81,1
2006,FSA0000277,SOYBEAN,7971.1,6476.79,176.26,1141599.01,74.67,V2,2009-07-21,2010-02-11,1488.3,0.1949,231.51,15.644,46.78,4.862,833.41,57.61,1
2005,FSA0000278,OAT,16118.96,13166.11,128.35,1689870.22,3.8,V5,2017-04-30,2017-10-13,1875.1,0.9893,176.73,7.986,54.33,4.778,486.52,11.95,0
2006,FSA0000279,COTTON,13881.68,12914.84,91.75,1184936.57,93.72,V8,2022-10-29,2023-06-01,2206.3,0.4193,130.08,7.92,85.86,2.37,233.3,5.94,1
2016,FSA0000280,SOYBEAN,3672.91,2625.36,116.33,305408.13,29.18,V7,2016-02-25,2016-07-15,3005.9,0.4926,43.49,6.069,67.07,4.69,461.08,27.63,0
2011,FSA0000281,POTATO,1660.08,1292.99,208.32,269355.68,17.81,V8,2011-03-27,2011-08-16,2497.2,0.6079,65.87,19.082,8.12,13.521,2516.27,8.86,1
2015,FSA0000282,WHEAT,23990.33,18026.37,93.48,1685105.07,63.07,V2,2007-10-26,2008-03-15,896.8,0.1428,75.69,11.618,60.17,4.898,458.83,32.07,1
2015,FSA0000283,CORN,17067.19,14929.78,231.27,3452810.22,69.67,V6,2017-10-30,2018-05-23,1906.2,0.5989,198.74,15.442,61.96,11.403,2235.46,24.45,1
2011,FSA0000284,COTTON,6723.52,6472.54,164.98,1067839.65,45.94,V3,2020-08-21,2021-02-12,4248.4,0.5941,36.93,20.626,1.11,14.964,1868.85,42.44,1
2005,FSA0000285,POTATO,2345.02,2057.01,139.12,286171.23,10.16,V6,2023-03-11,2023-08-23,3630.5,0.9272,109.49,16.873,59.92,2.649,296.12,53.59,1
2017,FSA0000286,SOYBEAN,19804.09,13935.64,111.38,1552151.58,1.15,V1,2016-02-18,2016-07-05,3568.7,0.8989,258.19,14.881,52.88,16.485,1383.96,7.62,1
2007,FSA0000287,SOYBEAN,21404.1,20540.84,44.72,918586.36,3.12,V1,2007-02-17,2007-07-12,2274.7,0.0947,5.97,6.916,38.11,17.479,692.64,54.27,1
2018,FSA0000288,BARLEY,11770.03,10742.4,101.1,1086056.64,28.38,V4,2017-06-05,2017-10-11,3522.2,0.46,212.43,14.251,15.48,13.822,1055.95,41.24,0
2013,FSA0000289,CORN,13451.11,10353.25,130.41,1350167.33,54.92,V3,2016-04-24,2016-11-20,3444.9,0.8116,190.17,4.78,6.14,17.439,1946.16,7.27,1
2009,FSA0000290,SOYBEAN,3728.27,3508.06,20.58,72195.87,35.18,V2,2013-03-21,2013-09-14,2029.6,0.269,111.04,23.19,76.09,11.312,212.81,49.24,0
2019,FSA0000291,CORN,11768.51,11265.45,85.87,967364.19,28.93,V4,2008-01-16,2008-08-11,2497.0,0.2853,318.59,7.261,4.07,12.416,827.43,29.73,1
2025,FSA0000292,SOYBEAN,15929.22,14747.62,95.11,1402646.14,12.24,V3,2006-01-06,2006-08-13,2046.8,0.1358,119.97,12.746,16.38,8.84,789.28,22.04,0
