travel_dom_travel_month,travel_dom_destination_dma_code,travel_dom_origin_dma_code,travel_dom_trip_purpose_code,travel_dom_party_size_avg,travel_dom_nights_stayed_avg,travel_dom_lodging_type_code,travel_dom_spend_total_usd,travel_dom_spend_lodging_usd,travel_dom_spend_food_usd,travel_dom_spend_transport_usd,travel_dom_attraction_ticket_spend_usd,travel_dom_booking_channel_code,travel_dom_lead_time_days,travel_dom_cancellation_rate_pct,travel_dom_occupancy_rate_pct,travel_dom_adr_average_daily_rate,travel_dom_revpar_usd,travel_dom_seasonality_cluster,travel_dom_event_driven_demand_flag
2029-11,630,549,LEISURE,3.0,15.83,MOTEL,5443.03,1059.21,1817.35,1376.33,153.03,AGENT,146,6.345,97.89,220.46,215.81,SHOULDER,0
2029-12,541,676,OUTDOOR,3.97,2.25,CAMPING,6801.5,2962.31,1806.6,1939.99,299.1,WALK_IN,224,48.846,34.93,373.87,130.59,SUMMER,0
2030-01,621,766,BUSINESS,2.72,21.0,FRIENDS_FAMILY,1156.66,388.65,381.6,227.12,228.5,DIRECT,58,14.841,18.22,361.78,65.92,SUMMER,0
2030-02,821,518,LEISURE,1.11,15.97,VACATION_RENTAL,7123.13,3676.84,1343.37,930.65,525.48,DIRECT,195,48.358,86.75,68.1,59.08,WINTER,0
2030-03,817,833,LEISURE,3.44,5.36,HOTEL,3830.63,2078.95,998.77,852.67,204.44,OTA,85,20.301,12.73,81.01,10.31,FALL,0
2030-04,822,646,LEISURE,6.42,10.19,VACATION_RENTAL,2319.1,1137.14,464.65,292.0,434.3,WALK_IN,8,11.971,87.43,158.82,138.86,FALL,0
2030-05,891,503,LEISURE,3.42,18.62,FRIENDS_FAMILY,3645.04,1258.06,868.41,860.39,91.44,DIRECT,99,49.469,78.97,217.81,172.0,SHOULDER,0
2030-06,593,705,LEISURE,1.17,13.61,HOTEL,5870.5,3097.23,1950.27,1071.97,981.47,DIRECT,345,10.317,74.27,326.67,242.62,SHOULDER,0
2030-07,847,745,VISITING_FRIENDS_FAMILY,1.59,20.08,HOTEL,2483.42,618.02,545.26,264.48,151.02,OTA,88,59.471,27.94,252.02,70.41,SPRING,0
2030-08,716,889,LEISURE,5.94,11.69,HOTEL,4336.97,878.92,1299.62,510.9,117.56,OTHER,207,33.62,63.61,323.74,205.93,SHOULDER,0
2030-09,500,710,LEISURE,6.49,4.06,VACATION_RENTAL,5259.54,1665.8,1344.98,1513.41,37.29,DIRECT,344,44.142,32.6,102.69,33.48,FALL,1
2030-10,731,797,BUSINESS,5.77,17.3,HOTEL,5350.7,1335.33,1225.41,1071.13,225.41,DIRECT,58,4.114,96.77,78.84,76.29,SHOULDER,0
2030-11,702,566,LEISURE,2.75,2.55,FRIENDS_FAMILY,7361.34,3765.86,2326.05,1581.59,1014.58,DIRECT,247,2.334,64.67,253.82,164.15,SPRING,0
2030-12,715,606,LEISURE,5.81,9.96,VACATION_RENTAL,4435.63,2088.9,1365.66,634.82,650.54,OTHER,309,14.457,95.78,255.07,244.31,SUMMER,0
2031-01,849,780,BUSINESS,5.31,2.42,HOTEL,220.28,48.92,61.29,26.83,4.89,WALK_IN,239,45.937,49.13,267.91,131.62,SPRING,1
2031-02,835,517,BUSINESS,5.43,7.3,HOTEL,4028.56,2171.83,1394.75,811.42,48.56,DIRECT,29,17.578,98.94,160.98,159.27,SHOULDER,0
2031-03,648,886,VISITING_FRIENDS_FAMILY,5.19,3.17,VACATION_RENTAL,1326.05,459.99,449.24,311.75,121.84,OTA,210,34.706,25.87,189.39,49.0,SUMMER,1
2031-04,711,894,LEISURE,1.12,8.74,HOTEL,7355.41,1688.0,1302.74,1251.49,1280.2,WALK_IN,25,56.365,56.81,60.11,34.15,SPRING,0
2031-05,720,896,LEISURE,1.13,11.86,HOTEL,56.02,22.09,12.52,6.44,8.86,OTA,268,33.454,77.58,190.79,148.01,WINTER,1
2031-06,839,576,VISITING_FRIENDS_FAMILY,3.7,3.41,HOTEL,6842.93,2482.62,1931.55,1507.51,780.16,DIRECT,251,29.374,38.31,412.4,157.99,SHOULDER,1
2031-07,856,693,VISITING_FRIENDS_FAMILY,2.25,8.15,OTHER,7926.71,2289.2,2356.69,1916.68,475.66,WALK_IN,287,35.708,79.8,173.56,138.5,SPRING,1
2031-08,599,584,BUSINESS,2.26,13.77,FRIENDS_FAMILY,96.14,46.29,25.72,22.57,9.91,OTA,264,26.853,68.76,73.75,50.71,WINTER,0
2031-09,663,605,LEISURE,3.44,17.39,HOTEL,989.23,396.68,299.07,285.14,93.03,CORPORATE_PORTAL,166,59.827,49.57,399.68,198.12,FALL,0
2031-10,871,829,LEISURE,4.57,5.15,FRIENDS_FAMILY,2942.25,717.68,930.17,604.54,37.86,DIRECT,28,33.166,45.81,87.14,39.92,WINTER,0
2031-11,609,558,LEISURE,1.15,6.79,HOTEL,7822.65,2533.6,2204.98,934.43,1549.83,OTA,108,58.862,46.61,165.33,77.06,SUMMER,0
2031-12,680,575,BUSINESS,1.03,15.48,FRIENDS_FAMILY,6008.52,1268.59,1699.62,717.07,70.55,CORPORATE_PORTAL,300,53.806,33.36,286.35,95.53,SUMMER,0
2032-01,763,806,OUTDOOR,4.72,12.2,HOTEL,3753.57,1293.03,1111.87,666.29,236.07,CORPORATE_PORTAL,166,35.987,86.74,196.86,170.76,FALL,0
2032-02,662,681,LEISURE,1.73,13.88,FRIENDS_FAMILY,4564.64,1935.92,888.97,1126.22,876.77,DIRECT,319,37.619,33.15,235.15,77.95,SPRING,0
2032-03,732,705,LEISURE,5.07,18.26,VACATION_RENTAL,4925.04,1386.97,1403.56,600.81,470.96,AGENT,54,47.555,72.8,152.25,110.84,SUMMER,0
2032-04,655,543,LEISURE,3.63,13.04,OTHER,1760.67,560.9,555.13,316.42,96.95,CORPORATE_PORTAL,360,54.978,64.99,163.66,106.36,SHOULDER,0
2032-05,658,737,BUSINESS,2.25,5.57,HOTEL,2963.88,908.6,1006.99,731.34,529.1,WALK_IN,190,23.61,74.98,284.99,213.69,SUMMER,1
2032-06,788,895,LEISURE,2.13,8.81,VACATION_RENTAL,7204.93,3705.11,1410.3,1722.65,680.93,OTA,59,14.259,50.34,346.42,174.39,WINTER,1
2032-07,801,769,LEISURE,4.73,20.06,VACATION_RENTAL,4988.54,1476.82,1215.57,1376.17,919.24,WALK_IN,316,24.708,18.51,374.52,69.32,SHOULDER,0
2032-08,874,821,BUSINESS,5.74,17.67,HOTEL,2599.83,533.17,796.91,707.19,451.83,DIRECT,48,45.759,90.33,208.66,188.48,FALL,0
2032-09,720,851,LEISURE,4.6,13.24,FRIENDS_FAMILY,252.03,57.04,63.84,47.91,1.17,DIRECT,7,38.105,87.02,306.29,266.53,WINTER,1
2032-10,715,793,OUTDOOR,3.74,11.42,MOTEL,4060.12,1833.76,639.03,527.57,607.93,OTA,14,3.362,48.79,369.12,180.09,SHOULDER,0
2032-11,811,672,LEISURE,3.85,4.43,CAMPING,5870.02,1794.84,1338.79,1164.06,738.16,WALK_IN,238,18.252,93.46,224.71,210.01,FALL,1
2032-12,617,860,LEISURE,6.01,20.94,HOTEL,7442.97,3574.82,1938.66,1960.43,1025.21,OTA,332,6.952,21.25,223.33,47.46,SUMMER,0
2033-01,584,874,LEISURE,2.79,16.74,HOTEL,4391.31,1210.94,1223.14,654.89,121.58,OTA,279,43.228,32.99,386.2,127.41,SUMMER,0
2033-02,756,701,LEISURE,5.57,1.44,HOTEL,2414.58,787.14,559.4,411.65,346.67,OTA,51,44.842,50.71,344.67,174.78,FALL,1
2033-03,520,522,LEISURE,3.84,11.95,CAMPING,6582.87,2237.75,1710.99,986.89,395.11,DIRECT,59,17.467,62.07,364.54,226.27,SPRING,1
2033-04,507,677,LEISURE,3.92,18.94,MOTEL,2837.72,1235.46,766.54,766.37,401.53,OTA,124,16.152,22.27,96.23,21.43,SUMMER,0
2033-05,792,746,BUSINESS,1.53,20.17,FRIENDS_FAMILY,2619.51,850.94,549.6,599.98,288.26,OTA,124,13.231,71.77,151.7,108.88,SHOULDER,0
2033-06,726,717,LEISURE,4.11,7.61,VACATION_RENTAL,1193.71,525.8,395.43,233.22,173.93,OTA,311,26.81,75.88,364.5,276.58,FALL,1
2033-07,704,776,LEISURE,4.18,14.07,VACATION_RENTAL,3645.65,1254.5,560.82,769.43,219.99,WALK_IN,145,49.676,90.74,92.57,84.0,SPRING,0
2033-08,523,797,LEISURE,1.86,18.09,HOTEL,3828.57,1657.35,1299.61,869.6,559.5,WALK_IN,215,37.261,63.14,294.88,186.19,FALL,0
2033-09,748,544,VISITING_FRIENDS_FAMILY,2.39,2.09,VACATION_RENTAL,3274.69,721.65,1022.38,701.08,61.48,OTA,59,57.128,35.42,383.5,135.84,SPRING,1
2033-10,607,873,BUSINESS,5.65,9.05,HOTEL,4653.98,1081.98,790.63,988.28,916.98,OTA,240,52.727,96.22,195.91,188.5,SHOULDER,0
2033-11,739,622,LEISURE,1.25,20.66,VACATION_RENTAL,566.34,276.51,103.81,128.22,15.59,OTA,202,22.217,20.72,257.09,53.27,SUMMER,1
2033-12,644,790,VISITING_FRIENDS_FAMILY,4.44,11.35,CAMPING,6495.01,2638.68,1838.11,1455.38,170.98,CORPORATE_PORTAL,247,21.689,35.63,120.76,43.03,FALL,0
2034-01,584,527,VISITING_FRIENDS_FAMILY,2.03,20.17,VACATION_RENTAL,7611.64,4172.53,1359.85,1752.37,1102.66,DIRECT,303,17.183,75.42,133.3,100.53,SUMMER,0
2034-02,537,711,VISITING_FRIENDS_FAMILY,3.0,5.53,VACATION_RENTAL,2869.06,1379.56,696.64,643.41,204.39,DIRECT,215,13.755,34.3,91.2,31.28,WINTER,1
2034-03,863,859,BUSINESS,3.17,15.59,FRIENDS_FAMILY,2326.9,1005.63,695.93,347.39,100.41,AGENT,281,9.781,44.23,331.14,146.46,SPRING,1
2034-04,800,716,BUSINESS,2.07,8.21,CAMPING,5442.64,1719.67,1269.72,1201.59,1011.3,OTA,206,20.807,52.53,393.88,206.91,SUMMER,0
2034-05,741,806,LEISURE,6.4,17.2,FRIENDS_FAMILY,1883.33,341.93,589.59,494.83,125.38,CORPORATE_PORTAL,323,8.695,83.84,383.57,321.59,FALL,0
2034-06,547,791,BUSINESS,3.6,20.16,HOTEL,3825.64,2101.7,936.12,1006.32,174.06,OTA,361,37.724,21.08,167.79,35.37,SUMMER,0
2034-07,611,515,LEISURE,2.06,4.38,VACATION_RENTAL,6269.05,2981.94,1464.06,1272.81,243.62,DIRECT,45,17.744,63.28,293.57,185.77,SUMMER,1
2034-08,641,614,VISITING_FRIENDS_FAMILY,2.52,16.7,FRIENDS_FAMILY,1557.6,444.61,250.92,228.15,235.82,DIRECT,329,52.145,72.07,289.87,208.91,SUMMER,0
2034-09,696,730,VISITING_FRIENDS_FAMILY,3.17,16.74,VACATION_RENTAL,3482.89,992.84,1182.29,597.83,203.79,DIRECT,358,21.602,38.4,148.76,57.12,SUMMER,0
2034-10,764,814,VISITING_FRIENDS_FAMILY,5.71,14.29,MOTEL,2533.89,1392.02,778.44,294.6,106.07,OTHER,207,40.082,45.21,241.32,109.1,FALL,1
2034-11,693,897,LEISURE,6.19,1.99,HOTEL,3860.71,715.68,753.11,1037.36,590.36,WALK_IN,317,55.863,74.05,156.2,115.67,SUMMER,0
2034-12,838,614,LEISURE,6.43,7.86,VACATION_RENTAL,7722.71,3129.04,2608.5,1838.15,462.35,OTA,33,49.864,33.29,409.79,136.42,FALL,1
2035-01,505,515,BUSINESS,2.28,19.88,MOTEL,123.61,31.26,23.22,17.93,21.85,OTA,245,50.406,18.2,134.24,24.43,SPRING,0
2035-02,866,848,LEISURE,6.44,12.05,OTHER,3331.32,805.31,919.89,949.43,368.92,DIRECT,242,37.821,97.35,353.57,344.2,SUMMER,0
2035-03,828,897,LEISURE,2.67,18.76,HOTEL,1569.89,772.5,282.12,331.82,292.55,OTHER,95,33.949,60.51,62.33,37.72,FALL,0
2035-04,522,656,LEISURE,4.03,7.43,HOTEL,326.11,167.8,81.38,94.56,31.64,AGENT,188,39.726,39.47,279.48,110.31,SPRING,0
2035-05,625,720,LEISURE,3.98,1.16,HOTEL,1744.61,854.19,380.13,387.5,27.35,DIRECT,235,47.066,34.96,92.46,32.32,SPRING,0
2035-06,811,790,VISITING_FRIENDS_FAMILY,5.47,2.1,FRIENDS_FAMILY,1835.14,510.35,328.17,513.1,252.94,DIRECT,88,22.036,10.35,62.54,6.47,SUMMER,0
2035-07,855,657,OUTDOOR,2.23,17.53,HOTEL,4824.33,1619.94,1645.52,551.35,200.19,DIRECT,318,38.949,12.07,159.51,19.25,WINTER,0
2035-08,560,553,BUSINESS,4.47,7.98,HOTEL,7512.68,3881.61,1932.86,1479.8,630.93,OTA,111,27.624,45.5,68.24,31.05,FALL,0
2035-09,825,632,LEISURE,2.45,14.51,VACATION_RENTAL,398.62,85.15,132.05,82.82,55.77,DIRECT,94,53.877,52.05,214.45,111.62,WINTER,0
2035-10,871,670,LEISURE,3.44,2.74,VACATION_RENTAL,2039.76,384.96,697.39,590.44,43.43,DIRECT,64,56.421,56.15,81.13,45.55,SPRING,0
2035-11,618,612,MEDICAL,5.67,15.41,FRIENDS_FAMILY,2173.08,1013.43,474.16,507.15,32.47,OTA,234,54.771,64.19,264.22,169.6,WINTER,0
2035-12,687,766,LEISURE,5.37,6.87,FRIENDS_FAMILY,5965.15,2816.59,1267.66,613.25,890.96,DIRECT,251,58.726,18.45,298.79,55.13,FALL,0
2036-01,739,699,EVENT,3.15,14.84,FRIENDS_FAMILY,7809.44,1692.64,1631.37,924.75,265.78,OTA,106,30.577,49.1,158.49,77.82,SUMMER,0
2036-02,580,610,BUSINESS,1.5,3.37,HOTEL,4272.67,1196.0,1444.95,707.37,847.64,OTA,307,31.078,55.38,146.76,81.28,FALL,0
2036-03,613,598,BUSINESS,5.96,7.53,MOTEL,2708.48,935.27,477.25,709.21,16.83,OTA,156,47.215,34.09,125.7,42.85,FALL,0
2036-04,867,509,VISITING_FRIENDS_FAMILY,2.17,15.02,HOTEL,3680.65,922.25,1248.81,963.02,105.2,DIRECT,170,21.288,92.47,70.03,64.76,SHOULDER,0
2036-05,558,804,LEISURE,3.45,20.08,VACATION_RENTAL,4111.7,1689.26,1435.4,783.72,134.72,DIRECT,350,20.121,49.2,119.62,58.85,SHOULDER,0
2036-06,821,746,BUSINESS,1.39,6.61,VACATION_RENTAL,450.91,171.85,128.95,127.21,40.11,WALK_IN,119,45.818,47.51,237.65,112.91,FALL,0
2036-07,783,736,VISITING_FRIENDS_FAMILY,3.79,15.46,OTHER,869.74,389.97,181.69,154.75,38.44,DIRECT,108,19.52,59.73,68.81,41.1,SPRING,1
2036-08,770,794,LEISURE,3.11,15.73,FRIENDS_FAMILY,7942.31,3454.94,2109.58,1750.54,1011.26,DIRECT,151,12.583,76.57,161.56,123.71,WINTER,0
2036-09,592,772,LEISURE,3.08,9.06,FRIENDS_FAMILY,1471.48,294.06,439.06,386.13,263.99,WALK_IN,116,32.197,33.6,140.53,47.22,SUMMER,1
2036-10,505,504,BUSINESS,6.26,11.93,CAMPING,573.58,265.89,176.22,80.85,73.25,OTA,104,28.235,62.25,88.25,54.94,SUMMER,0
2036-11,842,604,BUSINESS,3.67,3.25,FRIENDS_FAMILY,5655.02,1926.48,1608.36,1567.35,900.17,DIRECT,247,41.906,93.99,170.51,160.26,SPRING,0
2036-12,876,513,LEISURE,4.46,17.59,VACATION_RENTAL,1263.25,578.09,394.02,372.12,30.79,AGENT,273,10.18,38.37,396.74,152.23,SUMMER,1
2037-01,739,696,LEISURE,1.57,10.15,VACATION_RENTAL,6683.27,3392.62,2077.97,1635.83,861.12,OTA,297,25.244,57.46,164.48,94.51,SHOULDER,0
2037-02,510,776,VISITING_FRIENDS_FAMILY,1.99,10.39,VACATION_RENTAL,2015.62,729.51,666.91,539.47,173.21,WALK_IN,283,51.113,84.65,78.82,66.72,FALL,0
2037-03,596,739,LEISURE,4.33,1.95,VACATION_RENTAL,179.59,90.36,29.28,35.33,27.29,WALK_IN,96,58.302,69.23,356.25,246.63,SUMMER,0
2037-04,861,877,LEISURE,5.56,4.09,OTHER,5205.0,2498.27,827.77,549.63,392.58,WALK_IN,16,47.589,86.61,269.41,233.34,WINTER,0
2037-05,741,527,BUSINESS,5.54,8.39,VACATION_RENTAL,7593.61,3636.15,1153.13,1069.53,607.11,DIRECT,11,22.466,15.29,238.71,36.5,SHOULDER,0
2037-06,596,882,BUSINESS,5.3,17.67,FRIENDS_FAMILY,4972.05,1207.63,1007.23,537.44,55.47,OTA,196,22.802,90.14,289.37,260.84,SHOULDER,0
2037-07,836,839,BUSINESS,4.7,2.84,HOTEL,1032.87,498.62,195.4,287.27,87.62,OTHER,136,4.648,30.2,187.93,56.75,FALL,0
2037-08,648,805,BUSINESS,2.85,8.73,HOTEL,1319.04,596.12,219.15,291.91,185.23,OTA,98,42.587,86.08,174.12,149.88,SPRING,1
2037-09,501,772,LEISURE,4.18,4.14,VACATION_RENTAL,5571.01,1849.15,1068.84,1480.63,202.82,OTA,230,17.825,97.15,165.2,160.49,SHOULDER,0
2037-10,553,597,LEISURE,4.13,18.45,HOTEL,7025.42,1945.31,1174.23,1076.13,1186.04,WALK_IN,92,30.855,29.11,207.32,60.35,SUMMER,0
2037-11,610,553,BUSINESS,4.8,6.21,FRIENDS_FAMILY,587.09,228.51,176.55,130.71,83.14,OTA,177,28.469,14.45,155.72,22.5,SUMMER,0
2037-12,764,614,LEISURE,6.28,3.13,OTHER,2109.82,411.61,346.3,565.11,312.11,OTA,261,38.406,16.14,241.05,38.91,FALL,1
2038-01,802,648,BUSINESS,2.34,12.31,HOTEL,914.18,334.76,253.49,150.82,162.3,CORPORATE_PORTAL,207,23.434,71.48,282.31,201.8,SUMMER,0
2038-02,503,899,LEISURE,2.4,11.11,HOTEL,1156.63,475.98,350.45,162.78,135.41,CORPORATE_PORTAL,252,46.816,27.34,233.01,63.7,SPRING,0
2038-03,514,682,BUSINESS,2.19,16.92,CAMPING,2862.65,894.97,671.26,578.65,295.78,DIRECT,316,34.706,75.55,204.44,154.45,SHOULDER,0
2038-04,860,635,VISITING_FRIENDS_FAMILY,2.49,8.78,HOTEL,1920.33,588.83,512.54,271.2,368.13,OTA,86,43.739,60.07,176.75,106.17,FALL,1
2038-05,672,713,LEISURE,5.46,14.97,VACATION_RENTAL,480.28,206.08,95.45,138.03,54.9,OTA,159,54.086,65.59,337.98,221.68,WINTER,1
2038-06,545,629,VISITING_FRIENDS_FAMILY,6.48,6.59,CAMPING,4293.63,1395.08,807.6,514.19,426.04,OTA,190,23.004,68.07,332.35,226.23,SUMMER,0
2038-07,779,627,LEISURE,4.05,11.64,HOTEL,5141.69,2043.11,1205.93,1009.04,257.0,DIRECT,343,45.859,77.28,208.14,160.85,SHOULDER,0
2038-08,855,695,EVENT,1.55,2.65,OTHER,7727.79,3033.58,2581.86,1888.39,712.67,DIRECT,105,57.591,94.38,224.65,212.02,FALL,0
2038-09,855,578,LEISURE,3.85,7.82,OTHER,4083.05,1613.14,823.27,692.77,561.46,DIRECT,196,51.063,57.47,209.37,120.32,SUMMER,0
2038-10,571,625,VISITING_FRIENDS_FAMILY,1.22,18.09,HOTEL,1553.67,496.36,337.6,188.84,199.27,DIRECT,138,2.238,45.7,188.54,86.16,SPRING,1
2038-11,780,554,BUSINESS,1.54,1.4,HOTEL,7980.26,4082.99,2439.69,1306.47,1187.38,OTA,141,2.812,14.17,345.25,48.92,SUMMER,0
2038-12,814,642,LEISURE,1.62,15.01,HOTEL,3631.74,1749.93,728.15,1002.36,312.34,DIRECT,36,21.212,10.53,206.02,21.69,FALL,1
2039-01,752,762,LEISURE,6.21,8.43,HOTEL,1957.37,665.92,450.02,533.92,306.33,DIRECT,91,25.835,13.08,381.63,49.92,SUMMER,1
2039-02,662,741,LEISURE,3.07,14.37,VACATION_RENTAL,6842.67,3505.91,2120.23,1332.16,1193.11,DIRECT,166,4.952,83.06,201.0,166.95,SUMMER,1
2039-03,715,843,BUSINESS,3.41,8.03,OTHER,6593.58,2156.83,1158.36,1766.95,73.81,DIRECT,73,47.811,71.27,409.48,291.84,SHOULDER,0
2039-04,580,645,LEISURE,2.73,6.38,VACATION_RENTAL,5964.41,2932.73,1713.33,1238.79,1072.0,AGENT,78,0.016,73.62,309.86,228.12,SUMMER,0
2039-05,827,885,BUSINESS,5.53,8.72,HOTEL,475.24,153.08,79.42,87.72,31.06,DIRECT,244,36.9,71.5,56.06,40.08,SUMMER,0
2039-06,722,586,LEISURE,6.29,14.59,FRIENDS_FAMILY,694.04,154.21,201.65,88.18,17.56,AGENT,236,44.867,17.04,130.39,22.22,WINTER,0
2039-07,813,732,LEISURE,1.12,9.32,FRIENDS_FAMILY,6079.07,2608.52,1618.84,1461.31,768.06,DIRECT,280,50.85,55.42,355.02,196.75,FALL,0
2039-08,756,719,LEISURE,5.89,8.3,HOTEL,3552.0,1571.48,1002.87,379.96,564.6,OTA,113,19.77,51.07,345.95,176.68,FALL,0
2039-09,503,636,BUSINESS,4.92,18.43,HOTEL,1292.04,411.36,262.47,353.22,46.34,OTHER,140,30.034,62.41,238.51,148.85,FALL,0
2039-10,573,751,BUSINESS,4.96,5.74,HOTEL,7773.42,3071.14,1780.44,1232.51,320.27,CORPORATE_PORTAL,237,23.676,13.64,400.88,54.68,WINTER,0
2039-11,785,554,LEISURE,5.93,16.76,HOTEL,2090.77,1040.66,695.46,363.03,62.85,DIRECT,102,20.741,27.07,305.27,82.64,SPRING,1
2039-12,701,670,BUSINESS,5.67,12.97,HOTEL,4473.1,1478.14,1416.53,732.08,516.12,WALK_IN,63,17.923,69.75,102.62,71.58,WINTER,0
2040-01,589,732,LEISURE,6.29,14.08,CAMPING,3217.14,1256.72,885.38,941.02,193.03,OTA,350,6.792,84.79,245.31,208.0,SUMMER,0
2040-02,736,627,LEISURE,3.88,1.17,FRIENDS_FAMILY,793.01,250.69,124.83,185.07,132.91,OTA,310,20.992,73.81,348.42,257.17,WINTER,0
2040-03,890,634,BUSINESS,4.31,11.7,FRIENDS_FAMILY,927.31,260.7,238.09,146.62,160.41,DIRECT,50,47.773,78.29,203.58,159.38,FALL,0
2040-04,714,818,BUSINESS,3.75,7.23,CAMPING,6552.13,2663.35,2236.67,1182.41,418.07,DIRECT,169,52.938,97.07,201.92,196.0,SPRING,0
2040-05,682,866,LEISURE,4.29,16.01,HOTEL,5073.39,966.1,1723.26,1293.32,916.94,DIRECT,152,41.448,98.63,82.47,81.34,WINTER,0
2040-06,552,785,LEISURE,3.39,11.04,HOTEL,6665.04,3473.49,2189.67,1671.22,1003.37,AGENT,122,31.335,82.7,220.51,182.36,WINTER,1
2040-07,665,612,LEISURE,1.23,16.98,HOTEL,5946.47,2690.65,997.28,1671.0,1089.32,WALK_IN,252,19.09,54.23,107.36,58.22,SPRING,0
2040-08,517,707,LEISURE,2.21,18.41,MOTEL,2635.82,505.26,591.77,562.89,312.07,OTA,171,33.437,54.48,313.73,170.92,SUMMER,1
2040-09,586,554,LEISURE,3.76,1.05,HOTEL,3814.1,1609.01,1035.65,1056.07,85.8,OTA,57,33.975,53.55,82.4,44.13,SUMMER,0
2040-10,776,852,EVENT,4.04,3.96,VACATION_RENTAL,3133.2,1652.25,542.52,587.23,27.79,DIRECT,43,40.453,78.84,157.58,124.24,FALL,0
2040-11,554,513,LEISURE,4.87,3.52,HOTEL,5310.63,1675.41,1179.25,952.7,750.29,OTA,300,30.008,10.92,365.49,39.91,SHOULDER,1
2040-12,677,891,LEISURE,4.11,18.09,MOTEL,440.47,165.82,116.41,48.06,38.33,OTA,221,41.984,42.74,348.7,149.03,FALL,0
2041-01,559,800,OUTDOOR,2.43,13.48,HOTEL,3874.04,1852.41,908.94,458.31,272.27,OTA,182,51.408,88.76,329.24,292.23,FALL,0
2041-02,575,608,BUSINESS,3.1,11.76,VACATION_RENTAL,3538.03,922.44,600.15,615.12,492.28,OTA,172,19.811,75.88,64.15,48.68,SPRING,0
2041-03,590,778,LEISURE,5.57,4.73,HOTEL,4368.81,858.5,1438.43,1271.9,818.43,DIRECT,142,45.66,35.45,192.23,68.15,SPRING,1
2041-04,765,677,BUSINESS,2.18,1.02,VACATION_RENTAL,4376.34,826.31,1391.74,719.62,350.86,AGENT,264,8.06,45.86,144.59,66.31,SPRING,1
2041-05,867,754,LEISURE,1.47,11.09,HOTEL,2482.58,1084.43,734.44,402.19,61.93,WALK_IN,210,28.072,73.76,62.02,45.75,SHOULDER,1
2041-06,559,664,LEISURE,1.93,11.22,OTHER,6832.78,1714.25,1527.01,1246.19,280.54,OTA,70,16.652,52.34,275.26,144.07,SPRING,1
2041-07,708,586,MEDICAL,4.7,10.69,HOTEL,3552.86,965.8,695.16,551.39,147.6,OTA,326,58.156,47.73,241.28,115.16,SUMMER,0
2041-08,670,745,LEISURE,1.52,19.45,HOTEL,149.2,39.01,31.06,36.45,28.66,OTA,94,48.24,34.52,81.74,28.22,FALL,1
2041-09,774,820,LEISURE,4.22,3.4,VACATION_RENTAL,2531.66,1213.89,485.75,300.11,428.82,DIRECT,344,56.485,46.27,369.17,170.81,WINTER,0
2041-10,665,856,BUSINESS,5.07,17.82,HOTEL,3346.42,1232.18,715.54,727.62,12.79,AGENT,33,38.185,72.72,404.14,293.89,FALL,0
2041-11,624,854,VISITING_FRIENDS_FAMILY,1.92,2.07,HOTEL,6413.65,1982.94,1142.52,986.94,1226.75,DIRECT,231,36.2,85.79,80.86,69.37,WINTER,0
2041-12,800,716,BUSINESS,2.38,4.36,HOTEL,2844.91,1075.81,888.32,488.43,162.82,WALK_IN,282,27.764,54.17,333.53,180.67,FALL,0
2042-01,887,531,LEISURE,3.96,9.67,HOTEL,474.52,239.44,163.84,65.65,93.45,OTA,229,28.599,32.47,340.07,110.42,SPRING,0
2042-02,664,874,LEISURE,3.11,5.59,HOTEL,5580.33,1785.23,1531.43,970.93,656.1,DIRECT,0,18.695,65.59,208.99,137.08,SPRING,0
2042-03,592,593,VISITING_FRIENDS_FAMILY,4.29,9.43,FRIENDS_FAMILY,2274.12,576.68,466.41,484.0,63.82,OTA,26,38.265,48.87,349.49,170.8,SPRING,0
2042-04,883,883,OUTDOOR,2.71,17.16,MOTEL,983.7,272.65,206.92,186.51,114.18,DIRECT,314,9.457,57.22,135.77,77.69,FALL,0
2042-05,688,555,LEISURE,5.25,8.47,HOTEL,4186.52,1873.54,1048.22,1046.49,366.76,OTA,104,49.235,97.53,368.58,359.48,WINTER,0
2042-06,690,708,LEISURE,1.12,18.64,VACATION_RENTAL,3972.54,950.41,1094.76,655.71,335.92,OTA,339,0.315,50.95,203.61,103.74,SUMMER,0
2042-07,580,583,BUSINESS,5.59,4.01,HOTEL,6459.63,1911.97,1461.05,1633.35,0.69,CORPORATE_PORTAL,132,38.575,19.34,288.95,55.88,FALL,0
2042-08,563,840,LEISURE,4.96,7.77,VACATION_RENTAL,4105.16,809.73,1324.25,916.44,284.85,AGENT,363,59.759,46.4,303.93,141.02,WINTER,1
2042-09,548,590,BUSINESS,6.32,10.76,FRIENDS_FAMILY,5757.9,2188.61,885.33,934.6,894.59,OTA,225,20.923,78.51,374.4,293.94,SPRING,0
2042-10,805,748,LEISURE,4.51,13.72,HOTEL,7590.22,3014.51,1796.26,1287.55,493.41,DIRECT,274,6.401,44.32,404.91,179.46,FALL,0
2042-11,657,746,EVENT,1.23,8.84,HOTEL,1764.65,562.82,521.93,196.44,141.19,DIRECT,17,34.849,44.53,158.1,70.4,SUMMER,0
2042-12,596,663,LEISURE,4.11,15.68,CAMPING,171.69,87.72,26.83,32.62,18.0,DIRECT,141,54.528,85.14,159.21,135.55,FALL,0
