trans_commute_acs_year,trans_commute_commuting_zone_id,trans_commute_mode_to_work_code,trans_commute_mean_travel_time_minutes,trans_commute_median_travel_time_minutes,trans_commute_percentile_90_travel_time,trans_commute_telework_share_pct,trans_commute_carpool_share_pct,trans_commute_transit_share_pct,trans_commute_walk_share_pct,trans_commute_bike_share_pct,trans_commute_leave_home_time_peak,trans_commute_arrival_time_peak,trans_commute_distance_to_work_miles,trans_commute_toll_usage_share_pct,trans_commute_vehicle_occupancy_avg,trans_commute_commute_cost_estimate_inr,trans_commute_time_reliability_index,trans_commute_access_to_jobs_45min,trans_commute_jobs_housing_balance_ratio
2022,478306,TELEWORK,42.0,38.8,68.0,13.26,15.61,16.02,10.55,0.18,10:36,11:11,36.82,6.87,2.6,6944,1.53,1423231,0.3
2016,436050,CARPOOL,94.5,92.4,104.1,19.13,19.83,15.04,9.06,1.39,10:53,12:40,12.94,10.27,2.26,4605,2.186,1282093,2.329
2018,198194,CARPOOL,41.0,39.1,71.0,0.1,12.62,13.46,12.73,8.53,06:10,06:58,35.84,7.61,1.67,5818,2.056,1305281,1.03
2020,673836,WALK,13.3,3.0,39.6,10.9,7.81,14.18,0.59,10.95,10:48,11:09,4.72,18.64,2.37,2356,1.331,2031991,1.166
2025,982701,OTHER,16.1,16.0,23.6,25.2,12.68,12.05,3.7,1.47,08:27,08:32,6.26,8.42,1.96,2615,0.815,936548,3.688
2023,371795,CARPOOL,45.9,44.1,66.8,26.71,7.74,2.49,15.02,3.66,07:27,08:09,20.61,7.78,2.94,4934,1.412,1250982,0.893
2020,165269,TRANSIT,44.7,34.2,53.6,5.51,10.62,20.75,8.43,5.28,09:28,10:15,2.63,8.33,1.89,1972,0.945,352791,0.311
2018,570028,AUTO,84.9,84.2,119.8,25.39,0.08,34.35,5.9,1.3,08:21,09:41,15.86,24.72,2.31,6238,1.538,1047469,0.456
2024,673013,WALK,71.2,69.4,101.2,2.62,14.9,8.85,11.83,11.95,06:30,07:37,21.17,8.41,1.37,5031,1.459,2193693,3.477
2018,212792,BIKE,32.8,27.8,48.3,9.84,19.87,2.65,16.59,9.89,06:04,06:34,2.82,0.51,2.15,1922,1.762,442522,3.783
2022,946363,CARPOOL,66.5,62.3,80.4,7.69,1.74,23.67,5.21,3.93,07:53,09:06,37.12,22.29,2.64,8000,2.291,222002,1.544
2021,999016,AUTO,22.3,10.4,46.5,10.33,10.65,17.78,2.0,9.45,09:10,09:26,7.22,13.01,2.19,2420,0.814,1826553,2.318
2020,987149,OTHER,24.4,18.9,29.7,29.99,12.36,13.56,5.7,8.72,08:41,09:11,0.93,8.14,1.9,1801,0.978,595278,2.174
2021,893493,OTHER,77.1,72.7,97.8,22.28,1.1,34.71,9.53,3.54,08:25,09:31,37.98,13.9,1.36,7380,1.238,1825943,1.345
2020,839236,OTHER,44.1,32.6,80.3,21.21,8.08,2.17,5.91,8.77,08:21,09:01,26.15,4.94,1.58,4954,1.937,1699501,2.819
2022,956396,TRANSIT,58.7,46.9,79.0,32.72,17.22,8.72,3.57,8.75,09:43,10:35,2.03,14.76,2.95,2807,1.051,310114,3.139
2025,414732,TELEWORK,70.8,69.0,78.6,5.34,10.58,27.62,0.95,6.78,09:23,10:25,10.71,14.63,1.19,4083,2.395,2228314,0.24
2019,942685,AUTO,82.0,70.9,103.8,3.38,2.06,11.76,2.31,1.36,10:42,12:15,25.36,1.39,3.19,5920,1.768,2276009,1.175
2016,562660,MIXED,22.9,16.6,54.3,5.08,19.87,17.61,14.37,8.07,07:23,07:56,16.24,22.05,1.45,5327,1.528,34270,1.823
2020,916940,WALK,14.0,3.0,36.5,9.58,15.56,32.49,1.49,8.85,08:35,08:52,21.17,7.16,3.02,3879,1.672,53437,3.455
2018,219602,TRANSIT,52.8,51.0,78.7,26.34,9.42,10.44,9.54,5.31,06:00,06:47,21.8,10.14,1.07,5195,1.803,2392158,2.618
2023,855937,TRANSIT,43.8,37.7,72.0,1.7,13.09,33.37,14.45,11.86,06:00,06:29,33.19,17.69,3.02,7444,1.473,1608683,1.946
2023,887513,WALK,85.3,79.7,122.4,22.84,10.95,32.46,6.62,1.29,09:58,11:26,32.43,3.22,1.16,6106,0.898,1606983,2.078
2022,906270,BIKE,31.8,31.2,39.6,24.03,11.86,8.08,5.0,4.17,07:59,08:34,6.29,1.94,1.7,1897,1.068,1824123,2.104
2018,250335,CARPOOL,46.7,42.2,68.4,32.02,11.27,14.28,0.38,10.41,07:46,08:31,41.27,0.76,2.82,6048,1.828,1337116,3.25
2020,187420,OTHER,43.3,41.7,76.9,13.72,2.26,34.85,5.84,5.49,10:56,11:44,22.41,9.9,2.78,4988,1.57,1236225,1.066
2021,555425,CARPOOL,89.5,88.2,119.5,9.87,17.32,27.73,15.91,10.32,09:28,11:06,14.56,10.49,2.08,5089,1.768,2129975,3.168
2024,396723,BIKE,73.2,70.0,79.7,23.29,7.87,15.07,16.21,7.03,08:31,09:36,12.14,21.66,1.2,4904,1.07,928085,4.356
2019,587850,WALK,68.3,60.1,90.9,22.11,0.54,30.58,17.3,8.19,06:07,07:23,7.29,9.8,2.37,3041,2.177,2200870,0.166
2020,226147,OTHER,30.0,19.7,64.3,30.3,3.2,1.83,12.33,5.13,07:16,07:49,14.59,8.53,3.19,3320,0.944,505675,1.898
2016,807786,AUTO,31.3,26.4,64.1,33.64,13.06,23.24,15.91,2.82,10:23,10:45,9.8,8.88,1.89,2791,1.846,1663066,3.099
2016,882923,MIXED,68.9,64.5,106.5,15.15,12.57,11.92,5.32,1.76,06:16,07:24,17.4,10.58,2.37,4511,2.005,356787,4.155
2018,563234,MIXED,24.9,17.0,52.4,13.03,19.89,32.95,9.45,0.15,08:08,08:27,14.31,12.12,1.32,4107,0.861,396364,0.972
2016,225458,OTHER,47.0,37.6,54.5,26.44,15.33,20.78,1.53,8.41,09:04,09:40,39.9,17.34,2.36,8000,1.623,819783,4.344
2019,660268,TELEWORK,84.0,73.9,98.7,1.97,10.76,25.41,17.61,8.25,08:35,10:04,44.8,13.36,1.71,8000,1.435,981790,3.679
2018,833323,MIXED,81.4,79.0,118.3,26.91,7.74,11.07,12.03,1.68,07:46,09:03,5.98,4.48,1.49,3084,1.43,2052159,1.203
2019,112204,OTHER,84.0,77.0,100.4,26.14,0.38,2.43,9.1,3.45,07:07,08:36,0.64,8.52,1.51,3516,0.763,802980,3.835
2016,943171,BIKE,34.1,25.1,51.7,16.27,9.48,1.02,14.75,6.87,09:51,10:39,31.39,0.04,2.21,4704,2.115,1197301,2.045
2024,217405,AUTO,66.2,56.1,92.3,12.75,6.77,12.81,10.51,2.03,06:19,07:29,9.71,19.84,2.06,5191,1.084,1495621,2.944
2025,208491,OTHER,80.6,77.6,106.3,5.88,16.93,6.12,2.36,3.16,07:07,08:24,18.35,16.16,1.58,5335,0.966,1027044,1.884
2021,348012,BIKE,66.2,61.0,92.0,1.41,0.51,29.06,15.27,4.13,10:42,11:52,8.27,15.79,2.25,3634,1.928,2393054,2.292
2022,412040,MIXED,30.1,27.8,51.6,20.69,5.08,15.21,11.66,4.5,08:01,08:25,9.16,22.65,1.53,4664,2.158,903849,1.2
2022,589104,AUTO,60.1,58.8,97.1,15.11,15.38,14.77,2.24,7.65,09:10,10:04,14.81,3.06,1.24,3933,1.471,1628719,3.089
2016,293798,TRANSIT,94.4,90.3,108.4,14.29,10.86,18.72,2.58,4.48,06:30,08:14,30.32,19.4,3.13,7095,2.014,281231,4.138
2024,658298,AUTO,60.7,59.8,70.0,13.0,17.72,4.35,5.27,6.18,10:37,11:31,1.54,11.53,2.13,2557,1.687,484632,3.413
2020,781153,BIKE,71.5,69.7,87.8,22.67,8.52,14.65,11.79,4.32,07:33,08:40,28.27,16.63,3.13,6934,1.918,2006947,1.586
2024,415239,OTHER,67.0,57.9,89.6,8.8,3.17,3.12,16.78,3.38,07:24,08:29,10.31,3.46,1.93,3919,2.266,2203651,4.096
2022,301443,MIXED,68.6,66.5,98.5,22.86,15.41,0.33,8.93,7.5,07:29,08:33,8.34,4.97,2.85,2991,2.304,1638259,3.638
2024,179007,TELEWORK,60.9,58.5,70.3,24.52,18.45,17.66,1.25,3.17,09:05,10:00,23.89,9.95,2.04,5725,2.28,225131,3.71
2024,789504,TELEWORK,64.1,56.4,93.6,12.79,13.4,17.22,16.33,10.23,06:03,07:03,19.61,17.21,1.34,5472,1.102,812871,2.771
2023,256789,CARPOOL,74.6,65.9,106.8,22.94,17.37,12.66,17.25,5.71,09:50,11:02,6.48,24.19,1.0,4346,2.138,990233,2.7
2021,171472,CARPOOL,93.4,87.5,109.7,2.28,14.53,28.39,14.03,9.69,08:19,09:58,16.92,1.37,1.98,4539,1.169,2456582,2.105
2019,713621,AUTO,84.8,76.2,118.1,24.56,16.78,30.86,0.57,4.67,08:06,09:32,2.63,17.84,2.64,3529,0.991,303052,1.423
2022,169955,CARPOOL,77.5,71.9,101.8,26.47,2.0,1.63,7.4,4.42,07:39,08:46,28.79,11.24,2.38,6111,2.064,1809405,2.18
2016,248086,TRANSIT,78.4,76.2,95.6,14.52,17.09,32.12,3.74,1.62,07:49,09:05,43.92,7.46,3.01,7807,1.328,1680369,3.081
2021,579343,AUTO,43.7,31.9,59.5,17.74,0.9,14.06,7.37,7.69,06:29,07:13,17.36,10.61,1.29,3853,0.939,2279645,0.579
2025,723851,MIXED,39.2,27.5,74.4,8.29,5.61,12.11,16.52,1.66,06:55,07:37,21.56,12.65,1.15,5306,1.788,451926,2.924
2023,894456,OTHER,37.3,33.9,70.7,19.84,11.68,23.94,10.97,6.28,07:20,08:06,19.85,17.69,2.21,5090,1.198,865571,1.663
2021,786362,AUTO,74.0,63.7,108.5,0.11,5.39,22.42,1.48,5.44,07:32,08:36,11.04,18.14,2.09,5310,2.023,1217350,0.589
2023,187557,AUTO,67.9,66.5,87.7,9.96,11.98,30.89,15.21,9.12,10:03,11:08,1.42,15.27,1.38,2756,2.313,725747,2.895
2023,742478,AUTO,78.9,74.9,106.5,31.4,0.65,6.39,13.2,8.62,09:50,11:10,25.01,10.85,2.16,6387,1.762,1396682,4.115
2023,595136,TELEWORK,92.7,85.3,110.1,5.48,14.01,26.02,14.05,3.79,07:36,09:12,36.27,14.07,1.58,8000,1.409,560904,2.976
2022,346064,WALK,54.4,53.0,65.3,15.08,12.85,15.15,3.05,5.13,09:00,10:00,24.73,8.35,1.24,4931,1.034,1716435,3.373
2019,750769,BIKE,59.2,57.2,93.4,11.22,8.14,22.68,11.07,5.79,09:49,10:56,27.75,16.07,1.59,6967,0.961,487319,2.868
2022,644515,BIKE,88.2,79.1,119.8,29.7,17.74,20.06,14.49,8.99,07:41,09:20,43.64,24.38,2.22,8000,2.347,966608,2.503
2021,393463,AUTO,90.7,81.6,115.2,9.36,19.34,7.33,12.32,5.17,06:43,08:15,22.28,24.56,2.39,7103,0.786,1961796,1.01
2019,748920,AUTO,78.7,71.4,118.2,34.8,8.04,4.05,7.85,8.68,06:09,07:33,30.42,1.88,1.14,6394,1.467,842284,2.797
2021,308474,OTHER,54.1,49.3,68.9,19.48,3.98,13.56,7.47,7.08,10:19,11:14,10.61,14.0,3.2,3828,2.3,2218437,3.845
2019,559323,AUTO,35.1,32.3,70.7,16.21,7.95,21.24,13.68,3.3,10:59,11:48,11.35,21.16,1.8,4721,2.106,2106794,2.714
2017,307738,WALK,73.9,64.7,81.6,5.36,8.56,24.68,13.53,9.38,10:24,11:33,11.21,4.08,1.46,3274,1.093,2417674,2.251
2020,939292,CARPOOL,25.1,23.1,58.7,22.42,17.2,11.41,1.19,9.06,09:27,10:01,21.95,17.37,1.76,5373,1.659,1872877,2.277
2025,399607,TRANSIT,33.4,30.6,39.4,26.7,0.71,27.25,1.27,2.27,09:57,10:27,38.35,15.34,2.59,7134,1.639,1979743,0.491
2023,488180,AUTO,74.9,65.7,111.0,11.28,13.95,5.49,6.56,0.43,09:58,11:21,27.72,0.46,2.54,5686,1.123,891788,2.237
2022,378511,TRANSIT,23.3,23.0,59.6,26.66,8.99,30.56,7.39,9.06,08:57,09:26,16.99,22.69,3.12,4619,1.568,797663,1.678
2024,714444,MIXED,25.4,19.5,34.2,27.91,19.49,10.07,13.15,8.53,08:15,08:48,35.14,8.27,1.1,6067,1.065,1826106,3.289
2017,731736,WALK,82.8,82.7,94.0,5.82,0.83,22.64,5.42,2.93,10:17,11:37,34.56,9.08,1.14,7002,1.086,105176,3.627
2018,940290,MIXED,36.1,27.0,47.2,14.01,19.88,2.88,8.78,9.36,07:12,07:35,14.68,20.4,1.49,4723,1.626,2293387,3.73
2018,200479,BIKE,60.3,56.8,67.1,30.21,7.34,17.23,3.71,5.76,08:03,09:05,13.17,24.98,2.78,5253,1.565,1350568,1.131
2021,709093,TELEWORK,24.5,13.9,61.2,13.95,5.88,32.89,10.36,10.19,08:44,08:57,4.94,18.45,3.16,3665,1.321,911846,1.166
2016,242919,TRANSIT,24.7,17.5,47.7,5.92,0.54,25.06,3.88,9.14,06:24,06:45,18.74,18.53,2.64,5064,1.601,2049791,2.439
2023,834886,TELEWORK,73.7,68.0,111.8,31.93,6.37,14.6,2.83,5.67,06:21,07:38,23.8,2.85,2.98,5707,1.692,1859418,4.426
2019,290186,OTHER,75.2,63.4,96.9,15.98,2.16,30.3,16.36,8.34,08:17,09:30,10.09,8.48,2.46,3448,1.558,1724469,0.82
2019,290052,TELEWORK,37.3,29.2,54.5,15.82,8.96,7.05,1.89,11.34,07:51,08:13,41.3,6.48,2.05,6728,1.456,1526292,2.026
2024,335703,BIKE,71.5,71.2,98.1,9.48,8.3,28.19,16.17,7.7,09:17,10:12,31.25,15.32,2.19,6835,1.292,1729597,4.141
2019,661022,AUTO,33.1,21.4,67.3,3.02,11.52,7.91,16.17,9.02,06:54,07:17,31.28,23.58,2.76,6356,1.82,8589,1.474
2022,393628,BIKE,10.6,6.0,37.9,11.19,17.11,12.4,1.44,9.94,07:48,07:53,31.38,5.57,2.13,5099,2.088,513637,1.855
2024,941759,BIKE,80.0,78.9,119.6,27.84,19.78,4.22,11.71,0.77,08:01,09:26,14.41,8.32,1.26,5079,2.169,804248,1.719
2017,995124,BIKE,75.2,70.5,95.0,9.1,8.06,12.73,1.05,4.92,08:15,09:40,43.64,12.3,1.0,8000,1.952,437260,1.04
2022,563556,TRANSIT,70.1,67.1,76.6,13.05,18.49,8.0,11.69,1.87,06:04,07:08,31.76,15.61,1.43,7594,1.287,170998,4.369
2019,895903,TRANSIT,38.9,34.6,63.4,18.06,13.68,12.38,7.3,3.91,09:25,10:06,42.01,11.93,3.07,7077,1.638,1115203,2.732
2021,127014,WALK,68.4,60.7,101.4,15.56,9.71,23.27,10.19,4.53,08:33,09:36,13.3,10.73,2.8,4146,1.65,331799,1.731
2017,920665,AUTO,29.4,29.1,53.5,11.91,7.36,33.14,1.69,6.38,10:52,11:24,23.03,21.33,2.3,6155,2.105,308209,1.946
2021,182916,OTHER,68.8,66.3,96.0,4.31,6.25,19.75,16.79,11.26,08:46,09:41,32.17,14.37,2.57,7376,1.565,1271275,3.325
2020,938152,MIXED,35.5,32.7,64.2,24.31,13.14,14.91,3.86,6.73,07:47,08:44,19.79,23.76,2.35,6080,1.859,2268022,3.433
2021,919593,MIXED,70.2,61.6,75.5,3.36,12.35,4.25,8.14,4.55,07:11,08:14,4.58,9.22,1.3,2769,2.122,1541587,1.196
2024,562547,WALK,75.2,67.9,105.6,3.85,18.78,5.66,4.45,10.68,06:31,07:47,43.63,6.3,1.34,8000,2.347,358802,1.95
2018,905551,TRANSIT,89.0,77.3,106.7,19.34,5.68,23.6,13.85,6.94,06:48,08:09,2.72,5.64,2.6,3314,1.418,912531,3.497
2023,617688,BIKE,12.1,7.9,46.6,28.28,18.67,20.08,2.79,0.15,07:00,07:26,16.11,24.94,3.02,4622,1.415,2295526,0.846
2017,364734,OTHER,39.7,28.4,59.8,22.46,7.89,24.95,12.72,7.67,08:45,09:30,33.89,4.03,2.03,6166,1.503,683327,0.733
2019,663473,MIXED,45.0,39.6,57.5,25.46,15.92,16.67,6.27,4.42,09:49,10:16,8.28,24.24,3.06,4897,2.194,982883,0.358
2020,739851,TRANSIT,89.6,82.6,120.9,4.11,2.69,31.8,12.08,2.69,08:04,09:36,11.31,6.65,1.67,4817,0.827,1797853,2.553
2022,788676,WALK,54.4,45.5,76.6,2.78,0.76,12.42,2.24,3.13,09:15,10:03,14.21,24.22,2.76,5572,2.056,2260194,3.823
2023,561724,WALK,23.8,16.1,63.1,5.52,10.22,15.45,2.89,9.83,10:14,10:42,2.28,18.83,1.31,2919,1.833,163940,0.743
2021,141325,MIXED,38.9,38.6,62.4,7.5,3.79,10.16,7.02,6.55,10:46,11:25,13.63,9.78,2.91,4174,2.392,1448646,2.881
2024,249844,TRANSIT,94.4,84.7,110.3,1.56,2.32,33.95,15.79,6.06,09:21,10:46,5.76,10.74,2.05,4560,1.258,1179202,0.964
2024,446609,TRANSIT,47.7,41.3,72.8,18.92,11.45,1.73,11.59,6.08,07:32,08:09,5.22,23.31,1.16,4545,1.918,1845423,1.013
2022,787411,CARPOOL,93.0,85.4,125.1,25.83,16.45,9.94,7.72,9.18,10:48,12:39,24.78,1.01,2.0,5916,1.457,912299,1.796
2019,932058,AUTO,75.2,72.2,92.7,29.05,4.63,25.21,8.76,9.51,09:43,10:59,11.14,6.63,2.26,4400,1.793,1139891,4.477
2020,659153,AUTO,54.6,51.5,84.9,32.75,13.62,14.47,13.18,9.57,06:44,07:49,3.95,14.61,1.78,3366,1.905,2421930,1.2
2020,457766,OTHER,28.2,16.3,60.8,1.16,12.97,9.84,5.18,11.43,07:30,08:15,39.27,11.29,3.01,6705,0.783,340643,4.356
2022,537378,BIKE,64.6,60.5,75.3,17.72,10.57,30.29,2.79,8.5,07:06,08:07,43.37,21.92,1.4,8000,1.052,841618,0.438
2017,833383,AUTO,65.8,62.5,89.1,30.77,5.91,31.42,2.47,2.15,09:26,10:24,44.06,12.92,1.29,8000,2.273,1232241,2.118
2023,962064,AUTO,80.5,78.8,96.2,29.22,4.21,34.18,1.12,1.64,06:53,08:22,30.27,18.55,1.96,6960,2.029,129953,2.385
2023,430772,OTHER,71.2,64.1,81.1,25.13,16.23,9.92,17.19,2.12,06:52,08:19,21.42,0.56,1.27,5096,1.834,2210171,1.153
2020,230468,MIXED,36.3,31.9,66.5,6.29,6.59,2.86,2.63,5.06,07:13,07:49,9.8,17.6,2.39,4030,1.519,1130888,1.559
2017,772587,CARPOOL,87.6,85.4,119.0,12.65,13.92,5.79,9.31,8.56,10:34,12:10,38.73,1.87,1.59,7066,2.108,770742,4.485
2020,873433,AUTO,71.1,59.6,107.3,15.31,16.7,18.38,12.37,0.19,06:18,07:44,10.19,19.28,1.37,5264,1.252,2009738,3.166
2024,715549,WALK,82.5,75.6,110.7,31.47,3.19,6.6,15.88,6.44,08:00,09:36,30.01,11.81,1.62,7368,0.962,592430,1.731
2019,685940,AUTO,53.1,46.2,77.8,4.75,15.49,0.54,1.19,6.44,08:40,09:40,5.05,1.47,1.84,2811,1.512,1060564,0.303
2024,527696,WALK,15.6,10.6,29.5,26.29,7.65,7.65,4.08,3.15,10:11,10:23,41.2,0.88,1.02,6249,1.745,524935,1.589
2025,965999,OTHER,40.7,36.4,49.2,3.76,14.33,12.09,13.61,8.83,07:12,07:58,41.35,2.5,1.75,6058,1.714,2435556,0.884
2020,177167,CARPOOL,47.6,37.3,86.2,31.32,0.21,6.47,2.74,5.33,09:06,09:56,43.25,1.62,3.01,6752,1.999,1210741,4.483
2023,111176,WALK,86.6,76.8,101.4,13.56,6.73,2.41,6.35,4.02,07:06,08:26,34.72,5.71,1.32,7541,2.128,1020621,3.9
2017,984103,TELEWORK,55.5,45.2,83.1,24.46,12.69,4.05,9.21,6.76,07:35,08:39,10.2,17.85,1.1,3776,1.092,12394,2.715
2018,555838,OTHER,92.9,90.3,125.7,34.5,10.07,7.89,10.05,2.52,07:05,08:42,22.49,5.26,1.07,5952,1.933,1950847,4.0
2021,366064,TELEWORK,76.1,65.0,93.5,21.6,6.99,7.35,11.23,9.59,10:24,11:35,6.61,3.57,1.81,2909,1.213,823624,0.785
2024,464280,MIXED,34.0,24.8,58.8,3.87,1.9,20.93,11.63,9.46,08:52,09:33,3.83,19.48,2.44,3693,2.227,701217,3.925
2024,266071,BIKE,80.9,72.7,86.7,18.19,18.51,29.05,17.07,9.66,06:16,07:46,17.33,1.93,1.61,4202,1.131,895298,1.089
2025,890306,TRANSIT,51.3,42.8,58.2,23.13,1.8,2.38,13.34,10.55,09:06,09:52,2.9,19.25,1.78,3896,1.662,2498228,4.128
2020,265827,CARPOOL,74.0,64.3,91.3,9.08,7.07,17.0,6.45,2.29,08:59,10:08,44.42,18.05,1.43,8000,2.312,1094216,2.11
2019,624531,WALK,71.4,64.1,79.6,3.25,19.37,24.87,15.65,10.37,07:33,08:44,5.34,9.82,1.64,3520,2.232,880456,0.517
2018,735771,CARPOOL,88.3,83.8,115.4,0.51,6.73,19.22,3.41,4.86,07:57,09:26,6.32,16.49,1.33,4427,0.818,999911,1.836
2024,122446,MIXED,67.8,60.0,86.5,19.89,2.89,9.05,15.6,10.91,07:35,08:44,15.32,4.4,1.51,4183,2.278,1012903,4.122
2023,533852,OTHER,74.7,67.1,100.4,5.61,16.36,15.64,5.34,0.22,08:55,10:14,19.26,16.51,2.58,5249,0.76,1100511,2.377
2019,734776,OTHER,89.5,79.5,114.0,30.67,8.58,28.33,0.08,8.66,08:05,09:25,7.81,18.87,2.18,4859,1.908,1185034,3.272
2021,349417,BIKE,51.4,41.5,72.8,25.88,18.16,11.37,2.96,2.86,07:45,08:31,24.94,11.32,2.47,4962,1.024,1162910,2.561
2018,161877,BIKE,80.1,73.2,91.5,6.82,11.03,15.71,12.06,1.93,09:04,10:30,11.02,15.4,2.19,4913,0.947,23690,4.383
2021,322688,BIKE,41.6,33.4,60.8,16.85,6.9,32.05,6.37,1.67,07:55,08:40,35.73,10.08,1.74,6312,1.366,1700388,3.282
2020,904954,TRANSIT,38.3,27.2,48.7,9.09,14.59,6.31,0.1,5.25,10:21,10:55,13.4,6.28,1.26,4014,0.832,2441607,1.053
2019,518639,TRANSIT,70.3,69.4,90.6,23.34,4.41,17.55,8.28,3.66,06:32,07:36,21.0,17.4,1.32,5549,1.263,1438574,2.659
2018,749541,BIKE,42.3,32.5,51.2,12.33,1.14,23.36,5.47,4.31,10:49,11:29,34.29,0.48,2.66,5828,2.17,717564,0.676
2023,766415,TELEWORK,92.9,83.4,116.4,9.15,19.1,2.2,1.62,9.56,07:33,09:05,34.47,6.94,2.58,7469,1.5,761368,3.526
2018,907786,TELEWORK,25.2,21.8,56.3,24.93,3.55,24.25,12.1,0.6,08:51,09:08,2.26,11.73,2.91,1903,0.873,1986958,1.916
2022,451639,WALK,68.4,64.3,107.1,30.54,18.76,15.54,11.56,4.12,06:00,07:07,43.01,12.2,1.06,7960,1.357,666917,3.983
2017,716015,MIXED,55.1,43.9,68.3,21.44,18.06,33.24,12.92,5.14,07:46,08:35,2.62,20.28,1.47,3783,1.724,1848528,0.824
2022,563575,TELEWORK,47.6,40.6,72.1,12.54,6.2,11.55,15.16,6.89,10:59,11:57,38.14,24.3,1.08,7827,1.819,1046658,2.053
2023,334743,MIXED,71.7,70.2,102.7,19.87,15.72,17.1,2.08,4.56,06:12,07:30,8.3,10.94,1.11,4406,1.438,61252,1.681
2024,487547,TRANSIT,50.8,40.2,74.9,26.82,5.5,14.02,15.69,6.79,10:17,11:03,31.03,19.07,1.36,7008,1.947,2485323,0.179
2017,624959,OTHER,40.0,33.3,75.6,1.69,17.1,17.78,2.63,5.99,07:30,08:07,42.29,10.7,1.63,7746,1.221,1795084,3.714
2024,427125,OTHER,11.5,3.0,20.9,29.77,2.07,7.33,4.46,7.05,06:20,06:25,8.22,15.17,2.69,3051,1.596,1992430,4.127
2022,331367,AUTO,23.8,19.4,62.6,8.82,10.07,28.79,2.61,9.91,08:54,09:14,6.53,1.19,2.22,1392,0.865,2137529,2.588
2022,434598,OTHER,49.5,39.8,65.0,30.61,4.4,25.12,6.84,8.06,06:56,07:59,38.28,13.99,2.65,7878,1.4,1155849,1.669
2016,319696,OTHER,78.8,70.1,115.8,21.45,19.18,29.83,0.9,4.67,10:17,11:37,35.87,21.43,2.46,8000,1.662,381676,3.794
2023,591427,TRANSIT,36.1,31.7,52.0,6.13,6.72,0.36,16.64,8.11,06:28,06:53,37.46,2.08,1.97,6326,2.019,1094577,1.83
2025,327466,BIKE,28.7,26.1,43.0,24.65,2.89,24.6,10.39,7.02,06:33,07:03,1.08,0.62,2.47,1221,1.393,1340200,3.53
2025,670495,MIXED,50.3,47.5,77.7,18.08,6.27,15.84,10.95,6.61,10:16,11:03,36.35,11.54,2.76,6901,1.284,2256061,1.052
2016,909712,TELEWORK,37.7,34.5,72.8,8.76,19.51,27.48,5.44,0.7,10:25,10:49,22.84,3.06,2.59,4465,2.063,197379,4.464
2025,350537,TELEWORK,84.2,83.2,115.3,20.01,1.55,23.26,6.45,1.69,09:52,11:27,41.48,19.78,1.53,8000,0.767,523572,1.569
2023,106499,BIKE,63.6,59.5,89.0,0.03,14.77,11.07,1.53,8.87,07:40,08:38,30.98,6.41,1.14,5517,1.388,1680424,2.744
2019,362833,CARPOOL,89.6,78.6,123.1,2.75,12.26,16.34,13.61,9.74,08:49,10:30,33.55,10.25,2.72,7198,2.168,2136815,3.25
2018,956110,BIKE,15.4,10.4,39.6,5.2,5.9,15.63,17.75,5.04,10:15,10:32,18.58,1.52,1.56,2720,1.181,125030,1.089
2025,519041,WALK,94.0,93.9,118.3,7.95,13.55,9.72,2.84,10.89,09:42,11:10,26.96,21.43,1.8,7473,1.05,175571,2.802
2022,756500,TELEWORK,13.5,7.8,40.1,18.58,6.53,2.41,7.31,4.9,07:27,07:42,33.77,24.84,2.68,6959,0.807,2357976,0.214
2023,913344,TRANSIT,76.4,73.0,111.5,31.08,12.76,23.88,5.34,7.62,06:27,07:51,31.22,14.13,2.73,6552,1.751,541792,2.601
2021,906957,AUTO,39.4,39.2,53.4,32.88,11.9,23.53,11.91,7.12,06:25,07:09,33.96,20.93,1.58,6680,1.755,1627474,1.004
2019,478704,CARPOOL,35.8,33.1,67.3,32.37,3.45,22.06,2.73,5.13,08:52,09:19,23.5,17.44,2.8,5604,2.193,227107,2.564
2024,205241,CARPOOL,19.0,11.4,27.0,2.3,7.41,12.08,15.53,9.27,08:20,08:48,26.75,2.08,1.04,4639,1.877,1292468,2.308
2023,191260,BIKE,90.4,89.6,115.0,19.26,2.28,13.39,13.31,2.3,06:22,07:49,38.67,11.7,1.48,7509,1.421,2304906,1.687
2023,514064,WALK,65.2,53.7,74.0,28.36,16.35,27.85,4.66,2.07,08:27,09:30,5.21,2.76,2.26,3339,2.244,451721,1.169
2018,338788,OTHER,39.9,34.0,57.1,31.9,10.03,18.34,15.22,3.03,09:36,10:11,34.19,2.13,3.08,5407,1.368,2163174,1.083
2019,712609,TELEWORK,62.1,58.8,85.7,28.98,1.08,32.28,0.94,4.41,06:28,07:21,22.25,4.01,2.78,5143,1.864,677296,0.939
2023,880213,TRANSIT,11.4,9.0,40.1,5.61,14.66,29.64,9.11,6.14,08:18,08:28,16.98,3.56,1.14,2819,1.374,771829,1.297
2020,197688,WALK,29.5,26.1,64.4,22.21,17.63,24.35,17.65,10.16,08:17,08:46,37.97,17.05,1.84,7494,2.268,616068,3.41
2022,392592,BIKE,35.0,30.1,45.2,13.8,9.37,5.33,3.28,7.48,10:14,11:00,40.1,16.42,1.8,7645,1.76,916508,2.309
2017,774336,BIKE,63.6,62.1,101.0,32.91,6.83,30.46,1.6,8.64,10:09,10:57,0.64,7.84,2.53,2693,0.867,1347293,2.212
