energy_gas_reference_date,energy_gas_country_iso2,energy_gas_storage_site_id,energy_gas_storage_capacity_twh,energy_gas_storage_filled_twh,energy_gas_storage_fill_rate_pct,energy_gas_lng_imports_twh,energy_gas_pipeline_imports_twh,energy_gas_domestic_production_twh,energy_gas_consumption_twh,energy_gas_price_ttf_eur_mwh,energy_gas_price_spread_eur_mwh,energy_gas_supply_source_country_iso2,energy_gas_repower_eu_policy_flag,energy_gas_security_of_supply_alert_level,energy_gas_demand_response_savings_twh,energy_gas_industrial_curtailment_flag,energy_gas_storage_obligation_compliance_flag,energy_gas_data_source,energy_gas_data_extract_date
2024-02-18,NL,NL_UGS_131,4.8785,3.121,63.97,0.9931,5.6071,0.6827,7.7697,84.69,-3.64,US,0,NORMAL,0.1477,0,1,NATIONAL_GAS_TSO,2025-04-11
2024-03-06,SE,SE_UGS_132,14.3715,12.2499,85.24,1.8326,4.315,0.521,6.6049,58.16,14.4,IN,0,NORMAL,0.1757,0,1,MARKET_DATA_PROVIDER,2024-09-17
2024-03-23,DK,DK_UGS_133,11.2126,9.9817,89.02,1.2638,4.0619,1.6182,6.3045,39.14,-9.49,US,0,NORMAL,0.244,0,1,ENTSOG_TRANSPARENCY,2024-08-28
2024-04-09,IE,IE_UGS_134,0.9783,0.099,10.12,0.7061,1.4969,0.9456,3.1979,46.75,11.27,IN,0,NORMAL,0.2784,0,0,AGSI_PLUS,2025-11-10
2024-04-26,PL,PL_UGS_135,1.2504,0.4829,38.62,0.7237,1.3359,1.1429,3.2939,74.66,-6.73,US,1,NORMAL,0.3035,0,0,NATIONAL_GAS_TSO,2024-07-09
2024-05-13,AT,AT_UGS_136,12.5152,9.486,75.8,1.6622,0.4905,1.2046,3.8444,101.76,-6.81,IN,0,NORMAL,0.0932,0,0,MARKET_DATA_PROVIDER,2025-07-02
2024-05-30,EE,EE_UGS_137,8.345,6.9624,83.43,1.2247,3.2197,1.0995,5.8573,73.28,-3.1,US,1,NORMAL,0.1072,0,1,ENTSOG_TRANSPARENCY,2025-08-31
2024-06-16,IT,IT_UGS_138,11.1807,6.5222,58.33,0.1013,5.927,1.9618,8.5825,61.44,-0.72,IN,1,NORMAL,0.2139,0,0,AGSI_PLUS,2026-02-18
2024-07-03,PT,PT_UGS_139,9.7774,7.7769,79.54,1.9704,5.6958,0.9981,8.4914,115.92,1.88,US,1,NORMAL,0.1562,0,1,NATIONAL_GAS_TSO,2025-11-05
2024-07-20,BE,BE_UGS_140,12.2534,1.2698,10.36,0.4717,2.8468,1.3805,4.6945,21.13,23.55,IN,0,NORMAL,0.1314,0,0,MARKET_DATA_PROVIDER,2025-11-28
2024-08-06,FI,FI_UGS_141,10.4977,6.4256,61.21,2.9481,5.5454,0.9632,8.858,41.78,16.95,US,0,NORMAL,0.2887,0,1,ENTSOG_TRANSPARENCY,2024-06-06
2024-08-23,LV,LV_UGS_142,9.7577,6.4288,65.88,2.0912,6.1126,0.0536,7.6735,95.54,-8.76,IN,1,NORMAL,0.1734,0,0,AGSI_PLUS,2025-04-30
2024-09-09,RO,RO_UGS_143,17.2599,4.7636,27.6,2.2645,3.7869,0.7635,7.1777,104.82,6.39,US,0,ALERT,0.3919,0,0,NATIONAL_GAS_TSO,2024-09-28
2024-09-26,BG,BG_UGS_144,6.3094,2.1345,33.83,3.3638,0.2907,0.828,4.0415,62.73,-7.57,IN,1,NORMAL,0.1163,0,0,MARKET_DATA_PROVIDER,2025-12-09
2024-10-13,FR,FR_UGS_145,8.7947,6.0544,68.84,2.3552,1.0406,1.4417,4.4127,41.03,22.56,US,0,NORMAL,0.2887,0,0,ENTSOG_TRANSPARENCY,2025-11-30
2024-10-30,LT,LT_UGS_146,18.385,11.4334,62.19,0.0597,0.577,1.3039,1.1705,117.17,20.73,IN,1,EARLY_WARNING,0.1659,0,0,AGSI_PLUS,2025-01-17
2024-11-16,SK,SK_UGS_147,7.2953,0.9156,12.55,2.249,1.45,0.5445,3.9475,119.4,12.69,US,1,EMERGENCY,0.4011,1,0,NATIONAL_GAS_TSO,2024-06-18
2024-12-03,HR,HR_UGS_148,1.2508,0.5884,47.04,0.7767,1.7946,0.762,3.8058,38.5,24.43,IN,1,NORMAL,0.1807,0,0,MARKET_DATA_PROVIDER,2024-05-27
2024-12-20,DE,DE_UGS_149,1.3381,0.1369,10.23,0.3241,4.6012,0.2269,4.5716,35.3,-6.87,US,1,NORMAL,0.2896,0,0,ENTSOG_TRANSPARENCY,2024-11-26
2025-01-06,LU,LU_UGS_150,0.8714,0.4966,56.99,3.2627,0.3176,1.4238,4.0797,70.18,-11.26,IN,0,NORMAL,0.1713,0,0,AGSI_PLUS,2025-12-27
2025-01-23,SI,SI_UGS_151,9.8071,2.8358,28.92,2.1368,2.9072,0.1579,5.0969,45.19,3.96,US,1,NORMAL,0.2103,0,0,NATIONAL_GAS_TSO,2025-09-30
2025-02-09,CY,CY_UGS_152,8.6198,1.7032,19.76,1.6056,2.3917,0.8239,4.3733,28.74,9.86,IN,1,NORMAL,0.329,0,0,MARKET_DATA_PROVIDER,2025-05-24
2025-02-26,GR,GR_UGS_153,7.4979,1.3447,17.93,1.8496,5.5591,1.2619,7.9657,28.53,-5.32,US,1,NORMAL,0.2744,0,0,ENTSOG_TRANSPARENCY,2025-06-09
2025-03-15,MT,MT_UGS_154,9.7538,3.0636,31.41,0.5544,1.8193,0.8713,3.6109,76.84,7.17,IN,1,EARLY_WARNING,0.1122,0,0,AGSI_PLUS,2025-08-15
2025-04-01,ES,ES_UGS_155,9.3137,7.8528,84.32,1.2095,5.8296,1.932,8.6419,86.82,17.34,US,1,EARLY_WARNING,0.1539,0,1,NATIONAL_GAS_TSO,2025-03-25
2025-04-18,CZ,CZ_UGS_156,7.973,3.9301,49.29,1.9221,5.2516,1.4216,8.5801,41.81,3.15,IN,1,NORMAL,0.0475,0,0,MARKET_DATA_PROVIDER,2024-08-11
2025-05-05,HU,HU_UGS_157,18.5033,16.9958,91.85,0.1613,2.5801,1.0204,4.3337,97.2,-0.78,US,0,NORMAL,0.0489,0,1,ENTSOG_TRANSPARENCY,2024-02-11
2025-05-22,NL,NL_UGS_158,6.533,1.6596,25.4,1.1572,2.7974,0.5172,3.5704,102.71,-8.6,IN,1,EARLY_WARNING,0.2538,0,0,AGSI_PLUS,2025-04-03
2025-06-08,SE,SE_UGS_159,11.0333,7.4022,67.09,0.5102,2.7942,0.7855,4.2586,24.54,10.54,US,0,NORMAL,0.2829,0,1,NATIONAL_GAS_TSO,2024-05-25
2025-06-25,DK,DK_UGS_160,11.9585,6.2023,51.87,1.0897,4.8064,0.6538,6.9082,86.83,13.62,IN,0,NORMAL,0.0871,0,0,MARKET_DATA_PROVIDER,2024-12-26
2025-07-12,IE,IE_UGS_161,9.1059,2.4009,26.37,0.1912,4.1242,1.2208,4.684,79.5,15.79,US,1,EARLY_WARNING,0.0405,0,0,ENTSOG_TRANSPARENCY,2025-05-10
2025-07-29,PL,PL_UGS_162,1.2303,0.9829,79.89,0.0736,1.2312,2.0919,2.9799,47.63,-7.09,IN,1,NORMAL,0.3138,0,1,AGSI_PLUS,2024-04-25
2025-08-15,AT,AT_UGS_163,5.1369,2.7384,53.31,1.253,3.5231,1.4565,5.8105,108.19,20.91,US,0,EARLY_WARNING,0.1683,0,0,NATIONAL_GAS_TSO,2024-08-06
2025-09-01,EE,EE_UGS_164,13.8266,6.5194,47.15,2.0526,0.9665,1.2473,4.1807,26.54,9.33,IN,1,NORMAL,0.2035,0,0,MARKET_DATA_PROVIDER,2024-04-12
2025-09-18,IT,IT_UGS_165,2.4989,0.4006,16.03,0.2895,3.9723,1.2435,6.0287,18.94,18.19,US,1,NORMAL,0.2686,0,0,ENTSOG_TRANSPARENCY,2024-03-02
2025-10-05,PT,PT_UGS_166,3.4998,1.7156,49.02,1.8936,5.24,1.6582,8.4877,51.41,-1.28,IN,0,NORMAL,0.1537,0,0,AGSI_PLUS,2025-04-08
2025-10-22,BE,BE_UGS_167,10.8157,8.4803,78.41,3.0859,0.8245,0.4041,3.5497,107.67,-8.18,US,1,NORMAL,0.3145,0,1,NATIONAL_GAS_TSO,2024-05-30
2025-11-08,FI,FI_UGS_168,10.682,3.8263,35.82,1.4081,0.606,1.0742,2.6533,69.92,18.69,IN,1,NORMAL,0.2738,0,0,MARKET_DATA_PROVIDER,2025-12-30
2025-11-25,LV,LV_UGS_169,9.0579,1.235,13.63,0.6381,1.2914,1.2971,3.285,64.04,1.32,US,1,NORMAL,0.1798,0,0,ENTSOG_TRANSPARENCY,2024-03-02
2025-12-12,RO,RO_UGS_170,3.7632,1.3529,35.95,0.2115,4.9022,0.8771,6.0484,68.13,3.55,IN,1,NORMAL,0.127,0,0,AGSI_PLUS,2024-01-16
2025-12-29,BG,BG_UGS_171,12.0455,8.623,71.59,0.8898,6.1695,1.2966,8.0669,18.16,-1.36,US,1,NORMAL,0.1519,0,0,NATIONAL_GAS_TSO,2024-11-07
2026-01-15,FR,FR_UGS_172,1.1302,0.5154,45.61,1.4776,7.2726,0.3766,9.5913,53.47,14.95,IN,1,NORMAL,0.2492,0,0,MARKET_DATA_PROVIDER,2025-12-31
2026-02-01,LT,LT_UGS_173,1.5433,0.1644,10.65,0.5436,5.3223,0.5269,6.1546,64.61,-6.99,US,1,NORMAL,0.1684,0,0,ENTSOG_TRANSPARENCY,2026-02-16
2026-02-18,SK,SK_UGS_174,4.6584,2.8277,60.7,1.596,3.6853,1.7205,6.2613,77.42,11.5,IN,1,NORMAL,0.1412,0,1,AGSI_PLUS,2024-05-30
2018-01-10,HR,HR_UGS_175,0.9797,0.7748,79.08,0.9168,0.7265,1.7268,3.4156,22.53,-4.18,US,0,NORMAL,0.1504,0,1,NATIONAL_GAS_TSO,2024-07-04
2018-01-27,DE,DE_UGS_176,10.1317,3.2789,32.36,1.9543,0.9994,2.1258,5.5027,16.19,16.1,IN,0,NORMAL,0.0606,0,0,MARKET_DATA_PROVIDER,2024-07-26
2018-02-13,LU,LU_UGS_177,3.9602,2.3234,58.67,2.9836,2.1312,1.9589,6.6835,16.44,11.75,US,0,NORMAL,0.0653,0,1,ENTSOG_TRANSPARENCY,2025-01-18
2018-03-02,SI,SI_UGS_178,3.011,0.4862,16.15,2.1755,1.5665,1.0024,4.7884,24.97,-7.25,IN,0,NORMAL,0.1646,0,0,AGSI_PLUS,2025-06-20
2018-03-19,CY,CY_UGS_179,12.5135,8.8366,70.62,1.0279,1.0301,2.2052,4.5798,11.72,-4.71,US,0,NORMAL,0.2305,0,0,NATIONAL_GAS_TSO,2025-12-27
2018-04-05,GR,GR_UGS_180,6.6351,4.2781,64.48,0.615,2.5163,1.1764,3.3644,12.67,22.58,IN,0,NORMAL,0.0711,0,0,MARKET_DATA_PROVIDER,2024-02-04
2018-04-22,MT,MT_UGS_181,17.3438,11.5789,66.76,0.1847,2.6823,0.9402,4.0109,21.96,13.03,US,0,NORMAL,0.2116,0,0,ENTSOG_TRANSPARENCY,2024-05-10
2018-05-09,ES,ES_UGS_182,11.318,10.5308,93.04,3.0252,3.5736,0.3685,6.7514,23.95,-0.08,IN,0,NORMAL,0.1346,0,1,AGSI_PLUS,2025-11-22
2018-05-26,CZ,CZ_UGS_183,1.9575,0.4623,23.62,0.9731,2.4736,0.4534,4.3248,22.32,11.05,US,0,NORMAL,0.1638,0,0,NATIONAL_GAS_TSO,2024-12-24
2018-06-12,HU,HU_UGS_184,9.1785,3.6336,39.59,2.9935,1.4216,0.5458,4.2065,21.38,22.15,IN,0,NORMAL,0.2544,0,0,MARKET_DATA_PROVIDER,2025-05-30
2018-06-29,NL,NL_UGS_185,10.3625,4.1284,39.84,0.0144,4.2039,0.0217,4.1209,26.89,-5.25,US,0,NORMAL,0.1873,0,0,ENTSOG_TRANSPARENCY,2025-04-05
2018-07-16,SE,SE_UGS_186,6.7252,3.7795,56.2,1.7319,3.9461,0.4804,5.8542,19.5,17.34,IN,0,NORMAL,0.0724,0,0,AGSI_PLUS,2024-09-26
2018-08-02,DK,DK_UGS_187,7.8046,5.2959,67.86,0.3707,0.3223,1.6133,2.0249,16.02,21.43,US,0,NORMAL,0.2681,0,0,NATIONAL_GAS_TSO,2024-11-30
2018-08-19,IE,IE_UGS_188,1.5317,1.0824,70.66,3.1637,0.7936,1.4348,5.165,27.21,12.62,IN,0,NORMAL,0.0634,0,0,MARKET_DATA_PROVIDER,2024-09-03
2018-09-05,PL,PL_UGS_189,16.675,12.4968,74.94,1.0634,1.1804,0.4669,1.9494,23.81,7.23,US,0,NORMAL,0.0057,0,0,ENTSOG_TRANSPARENCY,2024-10-06
2018-09-22,AT,AT_UGS_190,11.5911,7.5685,65.3,0.5152,2.0943,1.056,2.7222,17.12,22.47,IN,0,NORMAL,0.2425,0,0,AGSI_PLUS,2024-06-11
2018-10-09,EE,EE_UGS_191,12.3645,6.4235,51.95,2.9394,3.0517,0.5352,6.3237,18.62,-2.15,US,0,NORMAL,0.0602,0,0,NATIONAL_GAS_TSO,2024-04-10
2018-10-26,IT,IT_UGS_192,15.9546,8.8534,55.49,1.6329,2.4365,0.5537,4.3582,18.29,15.77,IN,0,NORMAL,0.0597,0,0,MARKET_DATA_PROVIDER,2025-03-18
2018-11-12,PT,PT_UGS_193,12.9742,1.0536,8.12,0.4622,0.9093,0.6382,2.4544,10.07,-2.34,US,0,NORMAL,0.2832,0,0,ENTSOG_TRANSPARENCY,2024-11-08
2018-11-29,BE,BE_UGS_194,7.1841,2.481,34.54,1.5827,1.1517,0.2517,2.3219,22.44,-8.28,IN,0,NORMAL,0.244,0,0,AGSI_PLUS,2024-01-17
2018-12-16,FI,FI_UGS_195,10.7244,10.4849,97.77,1.3604,4.0221,1.4301,6.1337,24.37,-5.13,US,0,NORMAL,0.0235,0,1,NATIONAL_GAS_TSO,2024-11-02
2019-01-02,LV,LV_UGS_196,15.0483,5.7017,37.89,1.8587,5.308,1.0169,7.2109,18.49,-7.85,IN,0,NORMAL,0.2141,0,0,MARKET_DATA_PROVIDER,2024-10-07
2019-01-19,RO,RO_UGS_197,17.0635,16.5268,96.85,1.4521,7.1061,0.4984,9.5137,27.69,-9.8,US,0,NORMAL,0.2591,0,1,ENTSOG_TRANSPARENCY,2025-05-04
2019-02-05,BG,BG_UGS_198,2.0458,0.1847,9.03,0.548,4.6017,0.3169,5.0284,10.41,18.94,IN,0,NORMAL,0.0531,0,0,AGSI_PLUS,2025-04-08
2019-02-22,FR,FR_UGS_199,6.2901,0.6757,10.74,2.1931,2.7127,0.9736,4.9068,25.06,-1.37,US,0,NORMAL,0.1983,0,0,NATIONAL_GAS_TSO,2025-03-08
2019-03-11,LT,LT_UGS_200,13.7407,3.8944,28.34,2.2069,4.8229,0.9004,8.1872,13.71,-11.04,IN,0,NORMAL,0.1906,0,0,MARKET_DATA_PROVIDER,2024-02-02
2019-03-28,SK,SK_UGS_201,5.1916,2.2953,44.21,2.0995,6.0922,0.5274,8.7443,20.7,4.65,US,0,NORMAL,0.1942,0,0,ENTSOG_TRANSPARENCY,2024-04-06
2019-04-14,HR,HR_UGS_202,7.6163,2.8888,37.93,0.4763,0.6618,1.1348,2.1131,27.59,15.14,IN,0,NORMAL,0.1877,0,0,AGSI_PLUS,2024-05-27
2019-05-01,DE,DE_UGS_203,12.711,12.4175,97.69,2.2163,4.1611,0.8647,6.523,19.98,20.09,US,1,NORMAL,0.0812,0,1,NATIONAL_GAS_TSO,2025-01-24
2019-05-18,LU,LU_UGS_204,7.3981,3.8764,52.4,0.3869,5.5375,0.8297,7.1074,17.79,-0.78,IN,0,NORMAL,0.1153,0,1,MARKET_DATA_PROVIDER,2025-12-01
2019-06-04,SI,SI_UGS_205,10.5463,6.2292,59.07,0.1647,5.9807,0.8601,6.9591,19.22,20.5,US,0,NORMAL,0.2654,0,1,ENTSOG_TRANSPARENCY,2026-01-29
2019-06-21,CY,CY_UGS_206,13.6755,6.6216,48.42,2.4993,3.5856,0.2575,6.267,13.59,13.74,IN,1,NORMAL,0.2463,0,0,AGSI_PLUS,2026-02-21
2019-07-08,GR,GR_UGS_207,11.0489,4.686,42.41,0.9929,1.127,0.9555,3.2941,27.52,3.28,US,0,NORMAL,0.2806,0,0,NATIONAL_GAS_TSO,2025-12-08
2019-07-25,MT,MT_UGS_208,10.3389,2.7449,26.55,2.2301,3.9115,0.9982,6.2707,26.34,4.11,IN,0,NORMAL,0.0723,0,0,MARKET_DATA_PROVIDER,2025-03-15
2019-08-11,ES,ES_UGS_209,2.8377,1.6438,57.93,0.0712,1.1777,2.0332,3.4257,15.9,-3.57,US,0,NORMAL,0.1163,0,0,ENTSOG_TRANSPARENCY,2026-01-26
2019-08-28,CZ,CZ_UGS_210,7.5941,6.5931,86.82,1.2198,0.1992,1.2041,2.3643,18.18,1.56,IN,0,NORMAL,0.0143,0,1,AGSI_PLUS,2025-05-10
2019-09-14,HU,HU_UGS_211,6.9471,3.649,52.53,1.4781,2.8352,0.9342,4.7075,19.07,-5.11,US,0,NORMAL,0.3132,0,0,NATIONAL_GAS_TSO,2025-03-08
2019-10-01,NL,NL_UGS_212,19.9806,13.7933,69.03,0.3569,2.0397,0.2776,2.5229,17.48,-0.9,IN,0,NORMAL,0.2968,0,0,MARKET_DATA_PROVIDER,2025-07-28
2019-10-18,SE,SE_UGS_213,0.2863,0.1392,48.61,2.2852,5.2093,2.1428,10.1689,20.72,-12.0,US,1,NORMAL,0.1203,0,0,ENTSOG_TRANSPARENCY,2025-03-28
2019-11-04,DK,DK_UGS_214,8.0177,1.7638,22.0,1.863,7.9629,0.393,9.276,20.51,1.56,IN,1,NORMAL,0.0179,0,0,AGSI_PLUS,2024-01-19
2019-11-21,IE,IE_UGS_215,6.886,5.3992,78.41,1.6589,4.1881,1.6653,7.1541,26.5,23.6,US,0,NORMAL,0.2568,0,0,NATIONAL_GAS_TSO,2025-03-06
2019-12-08,PL,PL_UGS_216,1.412,0.6108,43.26,0.3053,0.5033,1.0778,2.3642,18.32,7.86,IN,1,NORMAL,0.3225,0,0,MARKET_DATA_PROVIDER,2025-02-14
2019-12-25,AT,AT_UGS_217,2.2653,0.8792,38.81,0.3825,6.2519,0.7293,6.3646,24.35,-8.78,US,0,NORMAL,0.2889,0,0,ENTSOG_TRANSPARENCY,2024-11-01
2020-01-11,EE,EE_UGS_218,10.3837,8.3595,80.51,0.6772,0.6205,0.6652,1.5498,8.42,12.38,IN,1,NORMAL,0.2692,0,1,AGSI_PLUS,2025-07-01
2020-01-28,IT,IT_UGS_219,14.9124,6.9358,46.51,0.1003,2.9666,0.2301,3.4114,12.6,0.03,US,0,NORMAL,0.0108,0,1,NATIONAL_GAS_TSO,2025-02-28
2020-02-14,PT,PT_UGS_220,13.1621,1.3882,10.55,1.9943,3.3728,1.2493,5.7627,20.22,14.35,IN,0,NORMAL,0.0114,0,0,MARKET_DATA_PROVIDER,2025-05-11
2020-03-02,BE,BE_UGS_221,0.5005,0.4255,85.01,2.1638,3.3875,0.7285,6.0753,11.14,23.57,US,1,NORMAL,0.2941,0,1,ENTSOG_TRANSPARENCY,2024-09-23
2020-03-19,FI,FI_UGS_222,0.5587,0.3177,56.86,1.839,0.1113,0.3714,2.598,14.93,-11.93,IN,1,NORMAL,0.2828,0,1,AGSI_PLUS,2026-02-15
2020-04-05,LV,LV_UGS_223,11.4482,10.9463,95.62,0.9629,2.2589,0.7806,3.9845,12.43,16.47,US,1,NORMAL,0.1471,0,1,NATIONAL_GAS_TSO,2025-11-02
2020-04-22,RO,RO_UGS_224,0.3203,0.0633,19.75,2.1543,2.2895,0.6465,4.1144,6.37,3.74,IN,0,NORMAL,0.2252,0,0,MARKET_DATA_PROVIDER,2024-04-19
2020-05-09,BG,BG_UGS_225,6.9334,0.9406,13.57,1.8931,7.5729,0.7834,9.2828,18.56,-6.73,US,0,NORMAL,0.2111,0,0,ENTSOG_TRANSPARENCY,2024-11-30
2020-05-26,FR,FR_UGS_226,2.0738,1.6465,79.39,1.7061,5.6998,1.531,8.7339,7.99,13.17,IN,1,NORMAL,0.2418,0,1,AGSI_PLUS,2026-01-09
2020-06-12,LT,LT_UGS_227,3.2723,0.8298,25.36,3.0619,0.7734,0.1289,4.4516,13.61,-1.59,US,0,NORMAL,0.1091,0,0,NATIONAL_GAS_TSO,2024-09-17
2020-06-29,SK,SK_UGS_228,7.166,5.1817,72.31,1.9316,4.6212,1.2144,7.1238,7.52,-5.95,IN,0,NORMAL,0.0902,0,1,MARKET_DATA_PROVIDER,2024-11-26
2020-07-16,HR,HR_UGS_229,12.1841,7.478,61.38,0.3527,2.0142,1.8051,4.6862,17.62,22.58,US,1,NORMAL,0.1077,0,0,ENTSOG_TRANSPARENCY,2025-05-19
2020-08-02,DE,DE_UGS_230,7.3814,6.4519,87.41,0.4609,0.3336,0.9945,0.94,6.44,10.63,IN,0,NORMAL,0.1819,0,1,AGSI_PLUS,2025-03-19
2020-08-19,LU,LU_UGS_231,11.4473,6.5491,57.21,0.7685,6.419,1.7036,8.8631,18.91,-1.39,US,0,NORMAL,0.1815,0,0,NATIONAL_GAS_TSO,2025-04-26
2020-09-05,SI,SI_UGS_232,19.0464,1.577,8.28,0.9888,5.947,2.0285,9.1911,9.4,-8.11,IN,0,NORMAL,0.0602,0,0,MARKET_DATA_PROVIDER,2024-05-12
2020-09-22,CY,CY_UGS_233,12.9733,12.2396,94.34,2.1686,3.9688,1.975,7.1381,10.15,-2.29,US,0,NORMAL,0.2978,0,1,ENTSOG_TRANSPARENCY,2025-01-27
2020-10-09,GR,GR_UGS_234,12.3129,7.1872,58.37,0.4598,3.0713,1.0417,4.9005,16.06,9.38,IN,0,NORMAL,0.1041,0,0,AGSI_PLUS,2026-02-16
2020-10-26,MT,MT_UGS_235,9.439,3.1032,32.88,0.2376,4.3217,2.3157,7.2609,15.35,5.07,US,0,NORMAL,0.0903,0,0,NATIONAL_GAS_TSO,2025-03-20
2020-11-12,ES,ES_UGS_236,1.9224,0.6241,32.46,0.9854,2.3939,0.7223,3.8269,15.22,24.1,IN,0,NORMAL,0.2554,0,0,MARKET_DATA_PROVIDER,2025-10-10
2020-11-29,CZ,CZ_UGS_237,14.9713,5.3942,36.03,2.8678,2.9851,0.5306,5.9885,9.31,1.8,US,0,NORMAL,0.2894,0,0,ENTSOG_TRANSPARENCY,2025-08-17
2020-12-16,HU,HU_UGS_238,6.1241,5.0575,82.58,0.4125,7.9692,0.7559,9.2196,11.2,23.06,IN,0,NORMAL,0.2005,0,1,AGSI_PLUS,2025-12-31
2021-01-02,NL,NL_UGS_239,14.8207,2.32,15.65,2.846,6.7953,0.2211,9.8845,77.02,-6.72,US,0,NORMAL,0.1127,0,0,NATIONAL_GAS_TSO,2024-07-03
2021-01-19,SE,SE_UGS_240,5.0924,3.4226,67.21,0.5152,2.5243,0.0514,3.2381,60.43,-10.71,IN,0,NORMAL,0.0344,0,0,MARKET_DATA_PROVIDER,2025-07-14
2021-02-05,DK,DK_UGS_241,10.5862,7.5539,71.36,0.574,5.1085,1.3949,7.6269,25.44,0.56,US,0,NORMAL,0.2437,0,1,ENTSOG_TRANSPARENCY,2024-11-18
2021-02-22,IE,IE_UGS_242,15.517,7.9709,51.37,1.2783,4.3962,0.2548,5.7018,55.15,20.74,IN,0,NORMAL,0.1119,0,0,AGSI_PLUS,2024-04-11
2021-03-11,PL,PL_UGS_243,5.426,4.9786,91.75,0.5297,4.3234,1.4822,6.6579,89.71,-1.75,US,0,NORMAL,0.0148,0,1,NATIONAL_GAS_TSO,2024-06-05
2021-03-28,AT,AT_UGS_244,8.2117,3.2773,39.91,1.1043,1.2681,1.4044,3.4605,45.21,12.93,IN,0,NORMAL,0.2041,0,0,MARKET_DATA_PROVIDER,2025-07-01
2021-04-14,EE,EE_UGS_245,3.0609,2.6411,86.29,1.4425,4.9733,0.5058,6.7317,51.44,9.8,US,0,NORMAL,0.0377,0,1,ENTSOG_TRANSPARENCY,2024-05-29
2021-05-01,IT,IT_UGS_246,15.3505,1.584,10.32,0.5764,4.6442,0.0372,4.7677,51.13,13.16,IN,0,NORMAL,0.2498,0,0,AGSI_PLUS,2026-02-02
2021-05-18,PT,PT_UGS_247,1.9185,1.492,77.77,1.1824,1.1085,0.9962,3.2493,50.88,-11.39,US,0,NORMAL,0.2209,0,1,NATIONAL_GAS_TSO,2024-11-19
2021-06-04,BE,BE_UGS_248,6.8311,2.9775,43.59,0.9503,0.8575,1.19,3.1398,28.15,-8.38,IN,0,NORMAL,0.3158,0,0,MARKET_DATA_PROVIDER,2024-09-05
2021-06-21,FI,FI_UGS_249,15.231,6.7315,44.2,0.6674,0.5669,0.8667,1.922,75.28,-9.81,US,1,NORMAL,0.0373,0,0,ENTSOG_TRANSPARENCY,2025-12-03
2021-07-08,LV,LV_UGS_250,14.6728,10.9847,74.86,0.8726,6.4356,0.5911,7.9304,50.84,-3.71,IN,1,NORMAL,0.0227,0,0,AGSI_PLUS,2024-10-01
2021-07-25,RO,RO_UGS_251,14.1822,4.4913,31.67,1.7177,2.811,0.072,3.7596,79.26,7.39,US,1,EARLY_WARNING,0.0784,0,0,NATIONAL_GAS_TSO,2024-12-18
2021-08-11,BG,BG_UGS_252,7.1931,0.7266,10.1,1.0115,6.7511,0.9078,8.5848,47.22,3.6,IN,0,NORMAL,0.0637,0,0,MARKET_DATA_PROVIDER,2025-12-27
2021-08-28,FR,FR_UGS_253,9.6894,1.5169,15.66,0.8637,4.2986,0.2607,5.8264,25.74,-2.69,US,1,NORMAL,0.0804,0,0,ENTSOG_TRANSPARENCY,2025-11-26
2021-09-14,LT,LT_UGS_254,16.0679,12.0646,75.09,0.5077,5.714,1.946,7.2632,92.68,-3.14,IN,0,EARLY_WARNING,0.0642,0,0,AGSI_PLUS,2024-09-23
2021-10-01,SK,SK_UGS_255,12.5353,7.6315,60.88,0.2826,0.5117,0.355,0.5175,45.98,-11.03,US,0,NORMAL,0.0328,0,1,NATIONAL_GAS_TSO,2025-01-15
2021-10-18,HR,HR_UGS_256,2.7097,2.4742,91.31,0.5497,1.8342,1.5711,3.4332,62.82,-7.17,IN,0,NORMAL,0.1601,0,1,MARKET_DATA_PROVIDER,2024-12-18
2021-11-04,DE,DE_UGS_257,5.1528,2.7139,52.67,1.9847,5.992,0.5765,8.8279,58.84,9.33,US,0,NORMAL,0.0809,0,0,ENTSOG_TRANSPARENCY,2024-03-21
2021-11-21,LU,LU_UGS_258,8.3149,2.9314,35.25,2.1403,8.0415,0.3178,10.7239,93.09,3.0,IN,0,NORMAL,0.2954,0,0,AGSI_PLUS,2025-02-10
2021-12-08,SI,SI_UGS_259,16.8016,14.9103,88.74,0.4808,0.7025,0.2593,1.0147,37.61,17.79,US,1,NORMAL,0.1686,0,1,NATIONAL_GAS_TSO,2025-08-03
2021-12-25,CY,CY_UGS_260,4.2365,1.7468,41.23,1.7675,0.295,0.2102,2.4494,74.52,-0.2,IN,0,NORMAL,0.1829,0,0,MARKET_DATA_PROVIDER,2025-10-01
2022-01-11,GR,GR_UGS_261,6.3262,2.9368,46.42,1.3097,4.7356,0.1289,5.1907,202.36,-8.35,US,1,EARLY_WARNING,0.0938,0,0,ENTSOG_TRANSPARENCY,2024-10-11
2022-01-28,MT,MT_UGS_262,1.4856,1.4624,98.44,1.1875,2.6642,0.8169,5.2335,111.63,5.34,IN,1,NORMAL,0.0246,0,1,AGSI_PLUS,2024-01-27
2022-02-14,ES,ES_UGS_263,8.3092,6.441,77.52,2.8152,5.1404,0.6353,8.6753,152.17,14.31,US,0,NORMAL,0.0853,0,1,NATIONAL_GAS_TSO,2025-06-09
