qol_well_survey_year,qol_well_wellbeing_region_id,qol_well_life_satisfaction_score,qol_well_happiness_frequency_score,qol_well_stress_level_score,qol_well_sleep_quality_score,qol_well_physical_health_score,qol_well_mental_health_score,qol_well_social_connection_score,qol_well_purpose_meaning_score,qol_well_financial_wellbeing_score,qol_well_work_life_balance_score,qol_well_outdoor_activity_rate,qol_well_cultural_participation_rate,qol_well_volunteerism_rate,qol_well_loneliness_rate,qol_well_community_trust_score,qol_well_safety_perception_score,qol_well_service_satisfaction_score,qol_well_overall_wellbeing_index
2019,REG000000159,1.9958,1.688,9.188,5.753,0.884,0.508,6.587,8.459,4.08,2.154,0.8538,0.49,0.1035,6.279,0.804,8.352,5.096,3.006
2021,REG000000160,1.8539,6.317,0.659,4.334,5.003,3.043,6.872,1.684,8.923,5.068,0.0461,0.0125,0.0369,0.103,3.74,4.736,5.494,4.881
2021,REG000000161,5.378,2.145,8.97,7.906,0.784,9.22,1.656,2.559,4.451,8.428,0.9322,0.6775,0.2738,4.916,1.218,5.205,9.088,4.123
2022,REG000000162,4.1101,6.895,6.797,2.788,9.784,6.787,5.9,6.98,4.929,2.847,0.0463,0.8013,0.5754,6.333,2.496,3.028,0.657,5.653
2011,REG000000163,5.8502,7.996,5.368,1.433,2.782,8.229,6.085,2.559,1.274,6.449,0.5864,0.024,0.2043,9.419,8.462,8.093,6.92,4.956
2009,REG000000164,0.0253,9.912,0.111,4.284,7.267,4.729,7.727,8.499,8.297,9.179,0.9084,0.6267,0.9953,6.928,0.881,3.91,7.904,6.182
2013,REG000000165,0.3964,3.246,6.227,2.109,3.866,8.215,4.172,8.724,3.083,6.325,0.4863,0.9741,0.4248,2.098,6.497,4.215,2.624,3.922
2023,REG000000166,3.3315,7.04,1.066,0.741,2.234,2.597,1.566,6.149,9.931,4.205,0.5194,0.9134,0.2653,9.15,1.424,0.626,8.703,4.317
2014,REG000000167,7.5296,7.432,5.848,9.723,3.46,7.021,7.743,9.866,5.943,2.723,0.8171,0.6963,0.4268,6.276,0.0,3.599,8.589,6.864
2022,REG000000168,9.7327,2.595,7.402,9.737,3.887,3.83,6.629,8.336,8.536,3.954,0.0121,0.015,0.2154,0.723,7.523,9.555,4.311,6.141
2021,REG000000169,7.1188,9.726,7.262,2.234,8.633,9.49,0.371,4.569,9.028,5.355,0.1551,0.4927,0.9427,5.502,1.815,1.893,1.716,6.169
2017,REG000000170,4.3849,3.062,2.053,0.799,7.644,4.549,5.919,0.951,8.101,8.43,0.7344,0.5113,0.9022,8.435,8.252,5.076,5.452,4.814
2022,REG000000171,1.839,3.825,8.61,7.569,2.807,6.05,8.281,9.485,5.241,4.668,0.2143,0.7675,0.1956,2.456,3.264,6.588,1.423,4.74
2019,REG000000172,0.8131,5.557,1.654,0.203,6.021,4.801,8.986,9.679,1.379,6.459,0.9543,0.1754,0.0373,3.622,0.952,6.721,0.54,4.849
2025,REG000000173,2.3842,4.24,6.628,7.492,8.434,0.402,3.912,8.893,7.197,8.85,0.1327,0.1545,0.972,9.425,2.311,2.038,4.318,4.793
2009,REG000000174,6.4093,5.126,4.128,9.358,2.88,0.797,8.552,0.273,1.717,8.363,0.5346,0.0407,0.2565,6.654,8.878,0.891,6.969,4.877
2010,REG000000175,4.5444,4.444,0.515,4.188,6.843,9.314,6.177,3.61,7.601,4.933,0.4665,0.22,0.6607,8.668,2.269,7.617,6.917,6.116
2014,REG000000176,3.1185,5.398,8.018,1.429,1.714,5.115,9.337,8.884,3.09,2.809,0.7522,0.5461,0.8815,9.259,0.14,0.6,0.003,4.253
2018,REG000000177,3.2396,2.694,8.158,9.44,1.011,0.938,2.452,7.765,6.794,8.02,0.7384,0.686,0.3215,6.332,1.205,7.621,8.311,3.7
2013,REG000000178,8.9707,4.889,4.125,4.446,8.842,1.128,1.046,7.518,1.256,8.959,0.9535,0.6014,0.0889,1.497,2.742,5.59,8.186,5.387
2009,REG000000179,0.6928,0.3,4.136,8.376,1.39,1.742,6.949,1.247,5.312,3.481,0.0951,0.5478,0.7521,3.964,2.646,8.449,0.637,3.14
2018,REG000000180,6.1609,7.744,8.756,1.267,7.678,2.758,3.208,2.549,5.676,6.536,0.1731,0.6141,0.1014,9.53,0.704,5.648,1.848,4.534
2020,REG000000181,2.84,2.67,3.069,0.181,9.778,2.803,7.364,0.354,9.409,7.615,0.2419,0.9653,0.3833,8.24,7.991,0.892,3.205,4.531
2016,REG000000182,6.3641,5.052,6.288,5.523,0.213,7.379,7.818,6.167,9.582,9.151,0.6877,0.5861,0.4275,7.884,0.093,8.44,9.871,5.616
2020,REG000000183,7.5782,1.719,7.967,0.719,5.03,9.984,9.053,6.411,9.215,6.347,0.2863,0.3627,0.1769,8.274,8.797,5.005,0.049,5.742
2011,REG000000184,3.1163,4.938,6.581,5.509,1.921,7.261,8.885,3.516,0.587,8.97,0.4656,0.2015,0.6707,3.029,1.458,1.747,2.742,4.529
2018,REG000000185,0.9284,6.829,0.052,1.235,7.411,8.145,7.496,0.872,8.779,7.862,0.4271,0.5941,0.5175,5.961,1.925,7.545,8.642,5.472
2015,REG000000186,3.3325,2.834,5.117,3.481,5.379,5.752,1.95,4.991,6.019,0.266,0.92,0.2269,0.9693,1.942,4.706,7.13,8.242,4.069
2018,REG000000187,6.7546,2.495,4.358,5.251,9.919,5.063,0.17,2.747,6.307,7.131,0.632,0.3291,0.7107,8.332,4.149,2.221,2.454,5.157
2017,REG000000188,7.5057,7.36,8.973,5.164,9.966,0.546,5.481,0.705,9.089,2.497,0.6943,0.6324,0.281,5.675,3.453,6.531,6.177,5.311
2018,REG000000189,1.6638,5.715,0.371,4.599,9.395,0.307,5.332,7.707,8.268,2.281,0.3894,0.8897,0.2942,4.631,4.949,3.315,0.89,5.26
2020,REG000000190,6.1959,6.099,3.923,6.271,5.963,3.721,7.264,3.41,5.23,0.89,0.1709,0.2794,0.4407,0.859,6.426,4.401,4.139,5.571
2017,REG000000191,2.045,4.855,5.079,9.903,2.664,4.433,2.706,6.382,4.348,1.927,0.2144,0.9783,0.1666,0.908,4.634,4.714,6.374,4.362
2008,REG000000192,6.4471,5.874,9.12,1.896,6.659,4.142,6.393,2.129,1.556,0.022,0.6369,0.4298,0.7124,3.232,2.48,7.254,7.634,4.339
2022,REG000000193,1.4162,2.879,8.917,8.858,7.297,5.797,7.617,5.442,9.36,3.002,0.4871,0.3413,0.7154,6.615,4.902,7.884,6.092,4.981
2008,REG000000194,7.9333,5.163,8.697,3.178,3.031,1.443,2.013,2.338,8.952,2.681,0.1538,0.5072,0.5246,8.851,6.881,2.303,0.253,4.008
2021,REG000000195,4.3494,8.967,6.313,7.034,8.311,2.965,8.187,6.937,0.074,3.696,0.0927,0.5856,0.3703,5.66,7.107,7.512,3.952,5.733
2015,REG000000196,1.8905,7.966,7.155,2.671,4.551,5.298,5.02,2.243,2.636,9.791,0.043,0.4452,0.6552,7.96,0.932,0.395,5.212,4.062
2014,REG000000197,5.6806,3.755,6.984,1.01,2.387,0.642,7.56,2.231,3.926,1.257,0.3655,0.3405,0.2799,5.684,0.617,9.01,2.965,3.431
2011,REG000000198,5.4677,2.349,3.383,0.76,3.092,5.885,9.05,5.258,8.557,3.402,0.6235,0.9468,0.1247,7.984,4.731,2.23,1.56,4.985
2010,REG000000199,9.7628,7.044,5.714,0.367,3.253,1.243,4.017,2.865,5.984,7.738,0.8315,0.1043,0.5063,5.395,7.702,7.262,7.23,4.749
2022,REG000000200,1.3779,4.343,1.285,9.445,0.114,3.583,3.85,3.887,7.785,0.868,0.1311,0.2933,0.979,8.0,8.624,0.298,3.498,4.206
2014,REG000000201,1.625,9.958,1.654,1.492,4.082,8.489,5.731,9.213,1.175,3.782,0.9918,0.3008,0.3665,9.84,9.602,0.54,8.23,5.432
2019,REG000000202,6.7491,9.282,6.398,2.575,3.606,6.721,4.42,1.499,9.788,3.179,0.1387,0.4762,0.5951,7.391,1.21,4.811,6.741,5.395
2008,REG000000203,3.6842,5.847,4.914,6.438,6.914,8.398,6.878,6.914,2.706,2.042,0.4088,0.6014,0.3972,8.769,0.559,2.872,5.879,5.795
2022,REG000000204,6.8493,3.52,1.978,0.312,8.877,4.388,8.222,2.85,1.414,5.035,0.6314,0.0289,0.5175,2.376,3.44,9.712,3.038,5.313
2019,REG000000205,8.0184,2.223,3.594,3.913,0.371,9.279,3.557,0.565,2.281,0.994,0.3154,0.244,0.9405,6.011,4.317,7.419,1.757,4.454
2015,REG000000206,7.6885,6.359,7.577,3.967,1.749,0.511,6.873,3.135,8.544,6.106,0.8679,0.7269,0.0209,5.085,3.47,3.066,8.588,4.626
2025,REG000000207,7.9186,6.018,0.404,7.872,2.654,3.131,5.163,9.797,3.425,8.439,0.6824,0.1488,0.0091,0.891,4.658,2.866,5.033,6.259
2012,REG000000208,7.9037,3.686,7.831,2.288,6.163,0.882,2.865,1.076,8.474,2.291,0.0165,0.5347,0.1795,8.617,8.222,3.18,7.061,4.079
2010,REG000000209,6.2868,6.487,1.092,7.82,2.976,6.303,5.893,0.077,9.794,6.466,0.3338,0.0593,0.5229,4.801,9.892,1.909,1.275,6.005
2018,REG000000210,6.3769,0.493,6.425,1.919,5.013,7.534,5.274,2.613,8.367,0.698,0.0735,0.4118,0.2876,3.471,3.919,2.904,8.19,4.511
2008,REG000000211,0.855,4.205,5.602,0.304,4.609,2.074,8.705,7.13,1.134,4.421,0.5678,0.4405,0.5911,2.301,6.438,5.587,7.55,3.524
2013,REG000000212,6.9421,3.894,7.722,8.254,2.811,0.274,5.58,8.747,6.545,6.441,0.4722,0.1693,0.1198,1.717,4.738,1.17,4.089,4.916
2017,REG000000213,6.7252,9.507,8.236,2.061,0.165,2.39,3.76,5.331,2.609,1.744,0.5282,0.9205,0.7995,1.574,3.602,4.456,1.594,4.031
2015,REG000000214,2.4033,5.916,0.572,5.408,1.999,7.365,9.343,5.838,4.007,2.399,0.2838,0.3168,0.3045,0.244,0.589,5.143,4.796,5.436
2015,REG000000215,4.2944,7.401,8.902,2.331,6.208,1.853,3.911,3.518,2.582,2.081,0.6866,0.2344,0.1323,5.682,2.757,8.472,0.384,3.837
2021,REG000000216,5.1135,0.412,6.711,3.013,0.224,6.42,0.521,7.83,9.059,5.994,0.9765,0.3987,0.0356,1.189,1.415,9.435,7.322,3.735
2019,REG000000217,0.7646,3.642,3.418,5.537,8.704,9.063,5.429,3.032,1.02,3.193,0.0528,0.5061,0.6509,5.019,3.752,9.873,6.487,4.825
2013,REG000000218,1.7147,3.698,6.382,5.691,7.053,8.19,2.908,9.697,0.283,2.178,0.6513,0.0031,0.5731,3.992,8.159,8.716,9.227,4.636
2023,REG000000219,0.8278,8.955,2.591,8.496,1.689,9.471,6.151,1.243,7.451,7.869,0.2661,0.5689,0.5802,7.309,6.463,8.296,3.811,5.468
2008,REG000000220,3.6339,2.454,3.364,4.843,8.645,3.066,6.156,9.898,5.62,9.137,0.6131,0.8457,0.8035,7.472,9.698,7.468,5.308,5.425
2017,REG000000221,6.371,5.686,4.368,2.489,2.73,0.123,4.177,9.671,7.882,8.601,0.9364,0.9195,0.9933,1.109,7.842,2.489,1.834,4.816
2018,REG000000222,5.3591,2.377,8.634,7.54,4.322,8.917,7.224,2.25,2.767,5.36,0.2243,0.7261,0.9742,9.775,1.806,4.278,6.076,4.901
2012,REG000000223,6.7172,7.953,8.921,2.684,3.659,8.879,9.571,1.682,3.385,9.423,0.3281,0.9336,0.8869,0.305,2.17,5.586,9.427,5.524
2019,REG000000224,2.6703,2.06,2.4,5.847,2.904,8.55,1.708,8.63,7.918,5.462,0.5077,0.5907,0.0357,6.626,5.44,4.399,2.399,4.889
2008,REG000000225,3.1024,0.225,7.823,3.984,8.58,0.446,1.601,1.51,7.742,5.539,0.0871,0.7322,0.4903,9.959,1.657,3.557,6.313,3.137
2008,REG000000226,5.6355,9.255,9.384,5.207,7.612,7.897,0.182,8.078,4.248,1.666,0.577,0.3958,0.1853,8.779,3.267,9.94,0.359,5.517
2009,REG000000227,1.0956,7.887,7.842,3.399,2.072,3.949,4.72,2.37,2.83,4.433,0.7043,0.8363,0.0425,0.728,1.642,1.88,8.718,3.338
2013,REG000000228,8.4447,4.167,9.361,3.062,7.634,1.82,6.977,6.14,0.85,7.379,0.3729,0.0867,0.1449,2.033,6.745,8.128,0.255,4.908
2024,REG000000229,6.1338,6.813,6.661,8.54,4.399,1.58,5.56,8.918,6.437,9.652,0.7693,0.3107,0.5761,4.212,6.372,2.484,0.682,5.672
2013,REG000000230,1.0589,5.403,1.297,7.64,9.332,3.608,6.765,7.324,9.823,1.965,0.8952,0.3516,0.3538,8.166,1.569,3.233,0.526,5.913
2011,REG000000231,4.107,3.113,8.868,1.363,8.448,2.802,5.2,9.823,0.659,7.584,0.6785,0.517,0.8119,2.778,2.654,7.689,3.791,4.205
2025,REG000000232,6.1431,3.013,9.464,9.576,0.5,0.766,4.072,2.816,9.025,3.5,0.25,0.1045,0.481,0.363,9.229,0.82,2.39,3.87
2018,REG000000233,3.1422,4.81,6.864,6.997,2.048,3.595,6.88,5.182,4.901,1.738,0.8056,0.7812,0.1303,2.112,2.689,2.839,7.651,4.26
2012,REG000000234,3.4523,4.927,2.579,7.565,2.789,6.003,4.69,8.317,8.1,6.027,0.2784,0.5268,0.1151,7.861,7.76,6.224,9.471,5.503
2018,REG000000235,5.7474,3.651,7.884,2.04,5.828,6.584,7.884,5.023,2.829,7.159,0.4568,0.7528,0.2304,5.811,3.365,7.84,2.447,4.877
2022,REG000000236,9.7645,2.374,7.341,7.521,5.554,7.035,5.373,8.709,5.905,1.188,0.1922,0.2721,0.0868,6.458,2.994,5.936,0.013,6.179
2024,REG000000237,5.0896,4.573,4.989,9.732,2.396,1.33,4.665,7.767,3.888,3.188,0.1722,0.3766,0.6852,0.547,9.667,5.31,7.645,4.767
2024,REG000000238,1.3887,8.771,0.718,5.848,2.665,8.755,2.614,6.442,3.227,6.575,0.8611,0.0289,0.7598,6.377,0.404,9.224,9.979,5.284
2010,REG000000239,4.6508,3.374,6.916,9.483,8.258,8.51,0.004,6.104,4.786,5.619,0.8583,0.1809,0.2586,2.086,3.532,3.339,7.63,5.395
2021,REG000000240,7.1089,7.33,2.405,8.943,4.963,6.811,5.993,2.582,6.697,0.301,0.0973,0.8154,0.3529,4.793,2.805,0.299,2.953,6.435
2010,REG000000241,0.602,7.817,7.063,4.314,0.069,4.141,1.283,0.228,9.869,9.047,0.5582,0.1184,0.3857,4.676,7.887,3.47,8.358,3.192
2025,REG000000242,0.7041,9.225,0.904,8.918,4.502,2.383,2.119,4.402,0.228,9.007,0.9615,0.854,0.3365,3.991,5.021,7.533,8.259,4.615
2011,REG000000243,5.1952,9.909,3.399,3.778,2.109,2.623,8.39,8.734,1.657,5.333,0.2737,0.0173,0.2111,4.984,5.458,5.477,7.226,5.469
2018,REG000000244,9.0003,2.433,3.37,7.981,9.766,3.13,8.243,3.268,4.351,2.736,0.4491,0.6199,0.4493,5.39,2.608,5.814,1.696,6.318
2024,REG000000245,3.9884,0.136,1.665,8.382,9.021,2.992,0.544,4.551,5.238,9.736,0.9077,0.8227,0.6276,6.376,1.99,6.144,0.414,4.771
2017,REG000000246,8.2975,4.694,6.518,9.205,8.002,8.84,4.118,9.12,5.121,7.109,0.5827,0.2971,0.7085,5.728,3.928,7.376,5.59,6.933
2017,REG000000247,5.0996,4.987,3.152,2.489,1.133,6.162,5.196,9.127,9.424,2.846,0.2894,0.0565,0.2105,5.682,4.192,7.09,9.869,5.193
2022,REG000000248,5.5927,8.817,1.448,6.083,7.443,6.73,1.167,0.93,4.783,2.147,0.0054,0.5792,0.2567,9.055,3.245,5.288,1.597,5.746
2024,REG000000249,1.8078,2.715,7.974,0.326,2.843,1.621,6.989,4.281,1.247,6.858,0.5948,0.4477,0.8562,3.628,9.937,4.258,1.547,2.671
2014,REG000000250,9.8099,6.075,8.206,0.219,4.35,6.183,1.856,5.359,4.374,9.903,0.1294,0.5806,0.0315,7.958,3.286,2.004,1.558,5.03
2017,REG000000251,9.599,7.627,3.18,8.662,3.776,3.525,1.295,3.476,5.419,9.92,0.5632,0.8146,0.1222,4.788,5.01,2.793,9.021,5.994
2025,REG000000252,3.3771,8.134,5.995,0.906,0.401,5.467,3.161,4.56,9.678,7.289,0.8242,0.4593,0.1117,9.397,9.935,9.133,7.444,4.182
2019,REG000000253,1.3662,7.507,9.917,9.24,0.617,6.404,4.849,9.545,1.142,8.505,0.5582,0.9432,0.139,1.009,2.387,1.631,2.742,4.404
2012,REG000000254,9.9193,2.823,4.559,9.735,5.407,5.36,8.541,7.511,9.408,1.147,0.9141,0.6492,0.4324,1.253,5.245,1.331,7.036,6.972
2021,REG000000255,1.8094,6.654,3.815,4.37,5.808,7.196,4.81,2.87,1.015,9.143,0.5552,0.3792,0.1031,7.216,0.677,6.871,9.819,4.69
2024,REG000000256,5.0305,8.956,9.727,9.264,9.439,0.996,1.735,6.503,4.187,1.744,0.3622,0.9109,0.5784,1.338,3.127,8.143,3.663,5.161
2014,REG000000257,6.0856,4.52,3.426,5.959,8.26,4.031,8.207,5.041,7.302,6.49,0.101,0.7008,0.4488,8.073,0.418,0.612,8.21,6.153
2023,REG000000258,3.6377,3.951,5.219,0.58,5.115,3.287,8.194,0.408,6.244,1.582,0.2557,0.5498,0.5927,9.494,5.794,7.464,4.765,3.927
2011,REG000000259,0.2858,9.78,9.429,0.237,7.101,2.667,7.726,1.934,8.379,3.318,0.2641,0.4748,0.094,1.585,3.549,4.508,4.526,3.97
2014,REG000000260,0.2849,3.033,3.342,7.077,6.562,4.869,4.427,2.887,4.755,1.775,0.5613,0.6302,0.5422,6.444,0.877,8.203,9.404,4.15
2013,REG000000261,8.722,6.892,3.73,7.244,7.511,1.011,7.813,8.817,8.638,4.072,0.5134,0.7489,0.3818,0.644,3.609,9.194,6.76,6.853
2017,REG000000262,9.0571,5.778,7.689,5.673,1.691,9.07,5.484,0.015,9.61,6.311,0.8358,0.5153,0.6855,8.214,9.648,5.497,3.759,5.661
2021,REG000000263,9.5812,1.335,9.122,8.442,2.203,4.705,1.186,5.362,5.814,7.688,0.894,0.8997,0.296,0.957,2.909,0.728,0.725,4.691
2013,REG000000264,0.4583,9.066,6.039,8.785,6.416,5.09,2.161,4.643,9.899,6.376,0.654,0.1282,0.9635,4.332,4.927,7.207,8.356,5.13
2021,REG000000265,2.7264,2.888,4.488,7.351,4.313,5.804,2.361,0.785,8.149,2.427,0.2832,0.4203,0.3296,1.849,9.758,8.887,0.758,4.169
2025,REG000000266,6.9225,1.694,0.085,1.323,8.787,2.378,9.112,7.332,3.543,6.395,0.7775,0.609,0.9621,8.935,5.566,1.309,2.312,5.746
2009,REG000000267,0.8906,5.453,2.007,8.573,4.29,8.496,5.232,0.409,9.314,8.954,0.9571,0.5073,0.6779,0.15,2.443,7.15,2.07,5.295
2025,REG000000268,0.8627,5.725,8.123,2.029,0.762,5.442,4.507,1.777,0.916,7.084,0.0395,0.3907,0.8103,9.701,0.505,0.489,9.628,2.762
2017,REG000000269,1.9878,0.405,8.472,9.029,6.903,2.446,1.983,8.459,5.607,0.263,0.2304,0.0179,0.5764,7.743,3.031,5.944,6.874,3.796
2009,REG000000270,2.6579,5.114,0.776,8.899,2.935,8.458,6.616,3.969,4.156,7.78,0.292,0.5542,0.6392,5.17,0.364,4.589,8.371,5.651
2016,REG000000271,1.811,8.234,7.175,5.276,6.815,2.122,5.998,6.766,3.264,5.265,0.2578,0.2372,0.1836,9.443,4.973,6.244,2.352,4.634
2011,REG000000272,1.5931,9.232,1.601,6.494,2.943,1.131,8.687,2.531,4.588,4.083,0.466,0.2772,0.9682,1.4,1.081,2.648,7.503,4.796
2015,REG000000273,1.3182,9.718,3.857,4.916,4.826,6.33,9.116,7.636,1.917,8.818,0.8141,0.7077,0.0393,9.03,9.739,1.75,4.918,5.657
2009,REG000000274,9.6273,8.901,4.71,2.831,6.249,4.912,7.104,6.809,5.275,0.686,0.4735,0.9847,0.3271,4.576,7.306,5.474,9.348,6.533
2023,REG000000275,2.5964,3.594,5.701,7.898,9.973,9.087,8.417,6.895,8.952,9.119,0.3904,0.3593,0.4423,8.201,1.773,1.247,3.475,6.513
2018,REG000000276,7.5455,6.369,9.678,3.9,7.991,2.821,2.104,6.711,7.952,5.938,0.5579,0.0461,0.3569,7.199,3.264,2.428,5.116,5.18
2012,REG000000277,2.4456,1.162,1.499,1.424,1.425,5.04,4.222,3.813,8.924,2.555,0.4386,0.1542,0.6109,8.611,1.769,9.252,5.806,3.657
2024,REG000000278,7.2397,2.825,4.034,9.633,9.212,0.728,6.246,3.655,7.255,7.093,0.2518,0.3786,0.757,9.336,4.234,7.124,6.103,5.884
2023,REG000000279,0.2958,0.035,3.931,7.688,6.472,8.214,8.047,6.688,2.648,9.282,0.1282,0.1411,0.887,5.342,6.086,6.25,3.078,4.875
2015,REG000000280,5.8889,9.228,9.677,8.529,3.359,9.365,7.549,3.076,2.49,8.574,0.7093,0.3173,0.3182,4.239,9.576,9.688,7.325,5.896
2024,REG000000281,8.099,3.74,1.626,6.837,6.082,4.119,2.765,2.65,7.988,6.975,0.1273,0.0237,0.4215,1.949,5.304,5.464,3.429,5.754
2011,REG000000282,0.3951,3.434,7.333,8.902,3.569,6.032,0.108,5.107,3.185,7.588,0.6932,0.3499,0.579,3.654,4.768,0.272,5.527,3.549
2017,REG000000283,4.7392,6.152,7.531,5.241,7.524,0.961,4.264,9.075,8.453,5.782,0.7501,0.8621,0.3864,1.215,2.658,4.677,9.11,5.151
2009,REG000000284,7.2403,0.147,3.096,5.025,4.673,8.023,8.992,8.907,2.768,0.54,0.9431,0.9092,0.0211,4.327,9.207,0.234,2.583,5.821
2024,REG000000285,4.3164,4.77,5.563,2.732,9.761,9.448,7.471,3.762,3.179,2.338,0.693,0.1026,0.4238,6.46,7.164,4.974,1.774,5.652
2024,REG000000286,10.0225,9.429,4.898,5.912,5.934,1.302,0.375,7.778,0.914,1.22,0.1321,0.5568,0.8785,6.239,8.486,2.621,2.965,5.639
2023,REG000000287,6.6986,5.481,7.642,7.916,3.446,5.118,0.98,7.576,3.647,0.31,0.5017,0.583,0.6927,2.084,9.787,3.012,2.494,4.842
2015,REG000000288,8.3407,9.146,2.392,4.595,5.255,6.057,0.172,1.63,4.35,4.618,0.8657,0.2899,0.662,6.356,6.223,8.833,8.938,5.672
2024,REG000000289,0.3918,0.572,8.944,4.783,8.278,6.179,1.209,5.396,7.883,1.561,0.818,0.8288,0.1857,4.338,7.488,3.492,3.465,3.509
2016,REG000000290,8.8679,5.132,8.104,2.109,3.313,5.086,2.112,2.698,1.279,8.189,0.1184,0.3544,0.8554,9.597,0.087,7.378,6.04,4.283
2019,REG000000291,5.081,0.791,6.345,8.888,9.339,7.142,0.567,7.981,6.945,2.158,0.5302,0.2044,0.8478,8.18,8.69,4.292,5.506,5.391
2009,REG000000292,5.0311,4.036,0.681,1.874,3.43,6.169,7.839,0.056,9.13,6.641,0.8581,0.8949,0.3761,7.69,9.036,1.516,3.499,5.125
2023,REG000000293,6.8572,9.929,9.977,7.676,9.258,4.027,0.271,7.966,8.938,2.284,0.3137,0.7172,0.0967,2.409,9.624,4.129,4.23,6.031
2008,REG000000294,5.8653,9.075,8.183,3.793,2.719,8.744,8.827,7.58,7.48,3.508,0.4589,0.441,0.6892,1.417,2.26,5.777,1.241,6.084
2024,REG000000295,5.3954,9.453,2.739,1.889,4.921,7.842,8.842,3.197,1.708,9.87,0.3749,0.7327,0.2051,8.948,0.413,7.391,9.528,5.987
2016,REG000000296,9.9405,7.143,3.762,2.123,0.085,2.965,6.056,8.387,9.932,5.762,0.0338,0.6701,0.307,7.234,0.989,3.91,4.031,5.831
2012,REG000000297,4.5736,9.351,5.486,8.529,0.593,4.951,0.867,4.805,9.928,7.734,0.539,0.7167,0.3231,7.753,1.603,9.523,6.964,5.131
2020,REG000000298,7.6157,8.725,5.155,4.381,5.434,2.942,7.578,8.549,9.253,5.82,0.1302,0.0973,0.9029,8.821,8.944,1.555,4.349,6.454
2024,REG000000299,9.1248,8.088,4.589,5.312,2.674,5.141,0.53,5.517,3.62,7.305,0.4795,0.1973,0.0437,9.01,7.167,9.673,2.024,5.475
2013,REG000000300,3.0649,0.968,1.401,8.961,6.437,7.305,7.924,1.748,3.833,4.067,0.7223,0.6556,0.1371,0.416,0.215,5.868,1.466,5.311
2009,REG000000301,3.87,4.803,0.359,5.418,5.788,7.062,6.253,0.98,6.747,8.674,0.0964,0.6959,0.5383,4.757,7.939,9.291,1.489,5.597
2021,REG000000302,5.0901,3.413,2.128,5.352,3.827,7.022,0.624,4.511,3.441,8.604,0.6702,0.8639,0.836,0.316,9.89,7.469,2.623,4.746
2016,REG000000303,5.9852,5.323,8.675,0.946,1.403,5.384,8.989,6.904,9.205,0.742,0.3501,0.8736,0.6438,3.239,6.79,0.942,9.919,4.771
2025,REG000000304,3.1443,8.672,6.92,7.981,2.743,9.99,8.463,7.533,1.939,4.672,0.5859,0.3582,0.2431,8.517,7.362,8.862,6.827,5.894
2011,REG000000305,8.6334,8.902,4.985,8.164,9.166,2.97,3.399,1.877,7.964,4.234,0.6798,0.9353,0.3542,5.229,4.332,7.08,6.043,6.444
2022,REG000000306,4.7645,9.847,8.573,7.141,1.034,5.424,1.625,4.252,6.23,3.736,0.837,0.1315,0.9809,3.319,3.704,0.279,3.036,4.617
2011,REG000000307,0.5206,3.538,6.675,2.635,9.987,4.71,4.029,6.541,8.494,6.332,0.5118,0.1119,0.7594,3.951,3.046,6.478,7.457,4.435
2012,REG000000308,9.4437,8.685,1.981,9.333,5.407,2.656,1.292,7.509,7.391,2.611,0.2911,0.9585,0.2781,8.0,5.61,0.001,9.147,6.665
2011,REG000000309,9.2118,9.207,0.327,3.633,8.826,0.788,6.304,6.618,1.666,4.332,0.4293,0.8513,0.1628,9.59,8.977,2.611,5.527,6.588
2018,REG000000310,9.9039,0.97,4.114,4.162,6.481,5.165,6.736,5.296,0.954,5.241,0.1509,0.3741,0.911,4.058,6.959,8.55,9.305,5.555
2008,REG000000311,1.042,3.461,9.267,7.994,6.85,3.181,5.289,6.045,6.781,7.007,0.2142,0.6844,0.8241,3.08,4.979,3.41,7.342,4.233
2024,REG000000312,6.3371,8.208,3.501,1.205,9.475,3.332,8.552,6.606,7.685,8.557,0.9967,0.6769,0.5696,0.383,5.554,8.047,0.355,6.443
2025,REG000000313,7.1752,8.071,8.468,7.512,8.086,7.229,2.291,0.464,8.969,9.801,0.1075,0.9526,0.7052,2.09,5.327,4.731,7.441,5.997
2014,REG000000314,8.0363,2.358,3.159,8.587,8.492,1.091,5.234,7.484,2.575,6.029,0.7715,0.3581,0.9894,4.797,1.909,1.902,5.656,5.814
2023,REG000000315,4.6374,5.866,2.588,7.406,2.935,2.519,8.938,7.86,0.274,9.393,0.5641,0.7037,0.3174,3.842,2.27,2.279,6.853,5.396
2010,REG000000316,1.1015,9.268,1.939,7.389,5.841,5.435,9.89,4.051,4.815,1.819,0.4397,0.893,0.7336,6.183,5.1,4.659,0.357,5.841
2021,REG000000317,2.4306,4.449,9.848,3.479,6.738,2.377,3.513,8.168,8.762,7.283,0.9113,0.8687,0.8683,1.055,5.413,3.157,5.431,4.099
2017,REG000000318,7.7327,1.593,7.124,2.54,6.977,8.665,7.847,1.794,3.04,3.857,0.2725,0.5043,0.9697,9.506,9.978,1.362,2.254,5.184
2011,REG000000319,1.2608,5.308,5.54,8.095,6.874,7.136,7.351,0.593,7.493,3.543,0.0583,0.3954,0.8048,6.445,5.453,4.464,9.359,5.098
2011,REG000000320,1.1149,7.626,1.69,0.566,5.969,1.905,2.452,4.01,7.464,3.712,0.7761,0.0358,0.4224,2.811,3.658,4.584,6.213,4.031
