house_insecure_point_in_time_date,house_insecure_service_region_id,house_insecure_unsheltered_count,house_insecure_sheltered_count,house_insecure_family_households_count,house_insecure_youth_count,house_insecure_veteran_count,house_insecure_chronic_homeless_count,house_insecure_length_of_stay_median_days,house_insecure_returns_to_homelessness_rate,house_insecure_hm_is_system_coverage_pct,house_insecure_encampment_clearance_count,house_insecure_outreach_contacts_count,house_insecure_bed_utilization_rate,house_insecure_housing_placement_rate,house_insecure_rrh_program_enrollments,house_insecure_psh_program_enrollments,house_insecure_eviction_prevention_assistance,house_insecure_street_medicine_visits,house_insecure_barrier_assessment_score
2023-05-18,SRV-49439a0ff336,2169,2506,1555,158,699,1123,503,30.93,25.85,36,41986,59.09,17.39,5887,6019,17931,7445,91.73
2024-10-12,SRV-940c7c07ddbe,1522,5888,1848,1448,719,231,149,13.11,84.65,137,46702,71.3,2.69,4187,1830,64725,3889,92.47
2019-04-05,SRV-bd429bca656b,501,4549,2056,527,454,1037,302,27.48,82.88,84,595,65.91,29.97,9000,4684,31195,9834,6.52
2020-07-01,SRV-f1ff03cf600b,2173,6180,1004,487,199,1784,138,30.95,41.5,140,18995,63.7,15.4,2581,8588,46610,15222,72.81
2020-03-04,SRV-f0399a391741,1726,2675,1883,1374,146,325,461,27.44,87.32,228,28568,72.15,54.15,5457,4390,59391,6690,38.34
2018-01-17,SRV-05aa5a510e3b,830,7049,1868,541,379,1560,201,19.02,57.84,160,19446,10.74,59.53,10138,4398,46639,6702,59.1
2023-01-31,SRV-af9f8e0cb8e1,235,5146,1769,1490,131,1349,204,17.95,45.95,27,22229,11.92,1.64,3947,1189,58118,713,13.61
2022-01-05,SRV-c226ba98e8d6,1850,748,177,1270,726,1013,225,11.95,61.29,99,26323,60.14,79.75,6595,4731,51053,9086,63.05
2024-08-05,SRV-e1b356a8a225,1391,2616,1582,1881,320,697,516,15.53,74.25,9,10058,54.81,49.31,11776,7820,33250,9784,39.65
2019-08-15,SRV-e82557d94ab0,2513,8798,1498,870,200,845,6,17.34,92.9,148,31434,85.22,30.1,1664,2748,55226,10615,39.83
2024-04-17,SRV-98a36a952163,855,8976,327,1287,790,462,398,0.51,76.53,167,4299,20.07,13.53,6735,8124,17296,1376,78.57
2024-08-29,SRV-f27ce7c97eed,2623,3053,63,80,22,1792,428,17.92,90.92,117,3749,37.86,50.89,5459,8277,24050,7407,16.75
2020-08-10,SRV-5946ffd6803d,979,552,1179,733,155,784,134,30.19,68.23,194,16182,58.91,29.26,8468,7816,21242,13990,82.28
2020-02-27,SRV-f2ed73e08e13,3372,1109,2190,1845,41,1759,332,27.62,57.19,105,27116,31.23,83.03,10924,32,52774,13213,90.99
2018-12-13,SRV-bcf30d34b491,6,5427,1007,1666,767,132,63,32.71,75.96,50,49021,38.41,50.15,3010,4663,24780,6987,34.21
2021-09-19,SRV-931f2a08df88,3783,4226,798,900,438,800,341,7.34,55.26,95,43415,53.02,60.53,4591,2549,8353,14095,51.05
2019-01-03,SRV-f8f331c56a27,1525,3073,151,146,325,307,301,15.48,79.74,33,45679,49.87,29.85,4882,794,38665,10220,66.29
2024-12-14,SRV-e905136c85a4,521,953,486,1540,337,728,367,18.82,25.62,108,916,36.87,71.45,644,4253,19420,16186,45.2
2024-10-05,SRV-70f76401f862,436,5630,379,1992,228,1423,385,12.43,35.8,109,2897,91.18,14.11,8825,5494,31965,12869,84.97
2020-11-03,SRV-d374472c58ad,2851,6849,1960,841,283,1754,285,21.05,93.42,107,41797,34.25,60.87,7879,4127,4973,7408,82.63
2018-04-25,SRV-29237a10d5a3,3792,810,813,55,476,1055,158,29.47,35.36,62,9503,69.42,11.13,6616,6280,54648,14500,17.18
2019-06-19,SRV-c3f8d328985b,1843,3527,1522,1610,304,813,429,11.48,52.32,73,4736,59.32,67.85,445,6629,21555,6310,59.88
2024-03-20,SRV-dce4254edf07,1269,6793,1414,46,773,329,318,4.3,89.47,248,37671,84.76,16.29,9786,4891,37233,4978,99.02
2025-11-23,SRV-a598680d04ae,183,7496,1978,558,138,170,163,25.38,48.98,199,6810,40.61,46.6,3210,6965,16664,16065,17.3
2023-06-21,SRV-ef4927423bb4,1938,374,113,882,92,1300,257,34.29,42.07,246,2483,24.25,23.3,5201,1019,23958,129,82.74
2024-01-31,SRV-efa62c4e3a88,912,4796,2487,247,230,713,55,15.37,46.94,127,51128,91.78,25.08,6734,4411,26011,5549,5.2
2022-09-20,SRV-41c4ce283a7d,1190,1291,2132,1257,125,140,538,26.2,89.63,194,7652,90.73,14.64,6639,2651,49419,10411,46.85
2021-01-23,SRV-a4c766f2ef08,1956,77,752,1653,610,1783,268,18.24,38.36,235,8799,24.64,37.88,4847,1022,55119,4923,40.84
2025-08-21,SRV-f931b239983f,663,7432,1909,86,688,1778,268,5.14,65.61,120,9083,49.57,31.11,5250,3339,9375,9979,46.05
2018-06-19,SRV-038ee95c63a0,2516,8148,751,1949,102,792,367,5.28,79.6,30,29851,58.78,63.77,10605,4431,10959,6835,82.91
2021-02-16,SRV-a1abe2ebf144,3316,7733,2304,1847,789,1404,143,2.11,25.03,154,29636,94.82,51.51,8391,3983,31235,2510,1.21
2020-05-03,SRV-35188437012b,1034,4726,1591,120,726,412,188,20.99,98.52,75,49710,47.94,80.59,11450,7457,51409,11732,33.26
2025-11-20,SRV-016340505a00,751,6978,1140,1158,137,776,358,4.99,47.43,164,25625,97.27,31.48,7413,5387,2563,14857,60.03
2024-11-09,SRV-11d87be40609,105,3834,2148,1383,417,64,311,4.62,89.71,98,23484,74.57,61.91,146,5326,39375,8671,17.19
2018-07-12,SRV-3597b48caf7a,2625,1254,1457,1027,256,390,149,20.15,59.52,36,38680,35.85,45.36,7534,7114,22599,6449,96.18
2025-03-25,SRV-2b7c18f1606f,702,8763,2216,861,256,746,519,10.7,59.76,191,18232,52.58,51.23,3158,5505,19502,5714,35.5
2021-08-03,SRV-51ab6d3109fd,1644,2024,956,214,688,1448,439,4.5,38.04,228,26510,32.95,48.98,7872,6872,8120,16746,80.95
2018-08-28,SRV-fd1fc2311f25,1736,5651,305,1982,131,512,150,3.45,97.44,136,24441,82.18,81.02,4489,6960,49106,8378,12.95
2024-02-09,SRV-d6696658c43d,1216,2049,2056,747,380,210,186,26.73,91.91,165,20263,77.21,40.87,6516,1640,39303,16095,39.49
2018-03-17,SRV-46ffcb1560f9,2215,7572,2280,930,49,1569,76,27.69,96.09,38,16721,63.74,67.42,4355,3206,3938,3711,54.32
2021-04-28,SRV-96ee8514f058,404,4241,10,272,560,755,76,1.79,72.77,51,2713,95.05,70.5,8239,6175,15607,5294,54.08
2024-05-26,SRV-473f81227e63,1384,108,2170,1037,299,1531,146,28.74,56.25,27,16643,22.79,4.68,3213,6046,37451,11259,63.67
2023-05-25,SRV-5bdbb852700b,2408,4747,1377,238,83,1137,130,8.12,90.7,203,53960,56.17,63.47,11108,5879,30868,17444,8.21
2020-02-08,SRV-f0c51a4b881b,2278,5603,1732,873,128,1367,141,14.69,82.58,202,23087,99.13,59.66,917,7670,3973,9034,59.16
2021-02-16,SRV-b181b92c35c0,2205,985,1941,315,388,769,468,14.3,86.05,116,35241,93.97,27.46,11611,8937,17752,15046,5.5
2025-11-20,SRV-d65ee722d769,2477,7037,1383,1206,571,1612,140,32.61,38.99,6,32027,24.46,44.52,4725,4416,29684,5129,57.58
2019-01-01,SRV-e42d92644bb8,3622,2407,869,914,30,1064,276,14.14,33.67,168,54963,52.72,45.45,5414,5481,37143,2481,61.34
2023-07-08,SRV-4e68f80af0af,463,3991,962,1252,550,810,71,19.91,85.56,44,22711,33.48,62.04,10231,1640,62801,11192,21.8
2025-02-04,SRV-a879fe5c63c2,3398,1231,1860,1999,387,297,246,17.29,85.01,136,24716,71.9,17.93,9732,6424,57097,14177,82.74
2025-05-21,SRV-21ccbaf86e68,417,4070,833,1248,516,799,515,20.55,84.07,155,44187,16.11,75.56,10206,4734,39298,12122,1.6
2021-06-05,SRV-a0bb5db4a282,2422,2836,667,541,145,1432,95,16.42,63.38,162,39723,22.39,14.31,4309,6017,4227,14915,75.29
2022-01-01,SRV-fbe382894d9d,1124,1348,600,531,107,1360,525,4.08,92.34,68,50655,42.86,77.36,11422,4849,48218,16183,35.53
2019-04-27,SRV-672c20431f3c,1191,2302,179,1318,585,628,98,9.68,68.04,68,17330,98.49,62.15,6496,6235,34682,9869,27.06
2024-06-15,SRV-9e496fdcf38a,2115,6088,1419,1419,46,1292,507,12.55,44.55,181,6681,32.6,80.95,9234,3711,13189,5862,23.94
2024-01-19,SRV-c12ae9c63633,1514,1160,1402,481,435,1455,400,13.22,33.95,169,33608,89.95,44.75,11842,2435,8380,11817,61.39
2020-04-14,SRV-5d397d6aab9c,1008,6956,710,709,221,686,526,7.63,82.75,21,18206,22.22,16.36,6297,2337,5035,2953,13.57
2019-09-18,SRV-08f9e0766af0,2717,6971,1645,1211,192,368,84,4.78,32.82,121,2699,26.67,57.75,4579,1131,4644,9652,51.66
2019-06-04,SRV-2bd41aaa32a2,2938,1692,870,788,565,201,179,29.95,92.95,138,40511,88.75,26.76,11972,7289,31209,10946,52.15
2024-07-11,SRV-b80418552ad5,1416,1760,1650,1467,711,1491,80,13.87,33.14,247,39923,65.82,62.37,5091,3080,60954,9865,43.76
2020-08-08,SRV-ebc67e0cd9c2,1485,1245,1156,1150,269,1497,523,26.85,66.06,246,19343,78.98,77.0,5997,6920,58715,13844,18.58
2024-01-13,SRV-03f7f307ddc5,2232,6924,311,924,739,788,60,0.89,45.17,27,20832,91.77,38.64,2376,7420,7049,4721,14.32
2021-07-15,SRV-ab5c1a58a1a8,3534,7249,2360,878,673,926,442,28.67,87.96,89,1137,52.82,52.72,11705,8561,39906,206,89.36
2023-04-28,SRV-05c66d175826,659,1619,805,1381,183,1713,51,3.95,67.48,247,5482,26.92,78.45,4623,4812,48341,1492,19.41
2022-11-22,SRV-bcbbb03a9bf0,2285,8331,197,1991,310,1095,3,10.89,45.71,66,50369,35.21,52.17,5864,3796,45125,10101,98.68
2019-05-15,SRV-3d662665bc04,1423,8505,817,123,759,59,346,1.64,27.2,24,38417,77.86,35.43,7875,2854,3473,15636,42.02
2023-12-28,SRV-0cc7921c197c,2362,3023,939,1484,711,202,372,7.46,43.55,139,6542,16.92,53.13,10978,3720,51319,9608,88.82
2024-09-24,SRV-2d270a880f9e,2824,5768,102,1241,766,1710,500,11.2,30.52,52,43738,75.66,12.36,533,2405,26412,8542,66.93
2021-05-08,SRV-630869054edd,2224,8529,280,909,766,1463,329,15.83,55.41,89,31916,16.63,14.83,9133,3086,33408,17929,62.31
2019-11-30,SRV-bcde47f7fb48,1598,7022,2286,1791,20,1482,55,10.12,44.68,134,40539,12.53,46.98,2050,7644,46555,4917,74.2
2024-09-11,SRV-a061144eedcd,649,7698,1432,31,201,763,456,21.11,89.46,22,6480,97.93,2.42,10576,4230,32833,12674,53.47
2024-02-10,SRV-00222cd910fe,1988,6564,274,419,328,1672,510,21.64,95.91,84,24010,94.55,43.48,7638,8647,53138,17898,8.8
2018-05-21,SRV-43924f661500,1456,8179,2286,1442,101,900,244,24.4,73.12,184,40765,33.92,29.22,648,5610,22979,6884,92.13
2022-03-26,SRV-c3089c7a4417,1444,6471,1477,712,650,1370,360,17.31,40.42,71,41017,19.54,54.69,9236,6129,48425,3815,39.77
2019-06-15,SRV-108b3fac5dfa,626,1836,363,472,6,203,262,17.49,88.59,191,37201,58.22,40.62,11102,6842,18299,16894,50.68
2021-01-24,SRV-707f6884cf2d,1918,3987,2072,1453,170,1463,73,32.91,84.45,59,28983,84.05,9.93,8203,4831,6499,5556,84.82
2020-01-01,SRV-ed4a69797766,1337,3546,624,434,598,82,398,4.24,45.84,135,32227,28.17,18.0,3297,41,16676,7228,76.48
2018-07-19,SRV-696eb6806440,687,6953,2081,526,591,1651,1,3.44,55.8,230,22853,49.41,84.22,1387,906,46673,9865,75.21
2022-12-31,SRV-1135d8f1003e,19,3409,640,250,580,980,257,25.63,73.59,3,31190,78.36,25.44,7676,3844,19472,15764,88.23
2018-12-25,SRV-2d936ec9bb8f,2436,8098,834,863,295,593,39,1.72,45.98,136,39532,20.12,25.88,9214,4530,64394,7709,45.02
2025-01-04,SRV-6f41a7a44295,3294,280,836,368,180,422,127,7.84,88.31,181,19670,56.49,44.09,9199,4458,21017,11559,7.05
2023-09-02,SRV-ea0e09644790,2977,1593,2405,1692,64,267,267,24.06,49.22,209,51412,64.83,68.33,11292,2780,25771,14615,61.39
2018-05-25,SRV-b36b99ae2ff0,3977,7444,2478,581,43,931,123,6.78,61.71,174,46157,53.07,22.25,994,365,24393,16703,55.93
2023-01-06,SRV-78b9f93dc168,1363,8494,1727,1526,187,1577,376,17.37,44.09,231,47265,65.68,34.05,3824,2034,60797,14509,9.26
2019-07-21,SRV-13cbd51c489c,1747,5326,1016,1044,439,902,266,8.59,28.51,81,99,30.29,71.85,10904,2318,2846,13271,26.46
2021-07-10,SRV-284773be063d,633,2688,84,1191,532,1146,108,31.47,30.32,37,48513,69.65,6.39,8419,1290,50272,12221,36.19
2018-10-07,SRV-605ef441e4c0,3845,7445,2269,1799,402,270,167,29.14,35.0,149,40480,75.88,4.35,3341,5206,37047,13980,16.34
2018-07-08,SRV-fcd8d67562e8,3697,4135,1698,116,750,162,276,15.63,77.94,221,17027,97.29,61.16,11893,5402,37907,4691,95.5
2019-05-13,SRV-68ccafc64349,2311,745,1608,1848,191,367,310,17.15,92.6,98,47700,68.65,24.69,2087,6584,16177,14237,18.99
2021-01-07,SRV-b02491d1e759,1363,6493,1118,976,145,0,435,34.07,46.42,113,46383,71.42,68.18,1824,4952,59245,17364,67.36
2020-02-16,SRV-e09e5a083255,340,7563,367,1352,562,401,376,20.67,27.35,181,1667,53.41,68.68,6028,1644,26346,1060,94.6
2020-04-08,SRV-5e459320b6f4,2775,1156,322,827,772,460,396,20.8,37.09,96,18122,89.42,0.04,5155,5986,48067,3016,60.16
2023-05-24,SRV-50481c1bc3e4,521,2950,848,1882,79,1364,173,3.89,80.94,133,10551,50.19,26.22,2687,6468,36453,3593,93.02
2025-06-09,SRV-01fc28e270c4,3204,8326,1274,308,42,1759,188,34.52,92.03,149,48614,12.33,13.34,3628,1793,2322,9006,8.36
2024-03-19,SRV-ba54a8cd72b1,2696,2292,1197,1143,121,62,24,15.89,68.01,119,25138,81.54,59.04,4833,3136,54524,17163,14.16
2021-11-09,SRV-2dab0bd33630,1151,4119,1061,524,102,156,511,15.44,29.0,34,47316,38.77,45.77,10591,8417,34176,4912,14.74
2024-02-21,SRV-c1b3a8f4572a,2926,7579,1481,415,466,1482,333,23.17,93.08,228,10271,78.03,19.35,11156,732,6640,8486,37.71
2022-12-19,SRV-22706708db7b,620,6284,2467,833,131,329,70,22.41,51.87,152,30181,32.27,58.59,2684,8634,54074,6113,99.39
2018-07-19,SRV-7bb3b80881ea,2750,8511,452,1624,687,216,242,1.36,61.74,9,13426,74.03,4.38,1510,8993,47565,938,67.32
2020-04-01,SRV-22aa72abf5d1,1520,8125,2169,318,54,1685,197,19.15,28.66,165,52830,84.97,75.78,7942,7236,28806,3976,35.61
2018-12-12,SRV-8e433fa8002f,3746,1750,145,1260,158,893,411,16.2,49.38,50,16348,41.52,33.6,776,8386,14532,8303,92.35
2022-01-18,SRV-35f959f0c9ec,2706,6373,922,1149,113,825,462,1.71,47.04,188,26041,73.0,2.21,5099,2878,11924,8946,57.52
2018-12-17,SRV-336ddd0f13e4,2742,8375,986,1381,165,1026,189,16.56,49.71,2,24681,78.55,65.97,10446,2861,56930,12823,37.84
2019-03-24,SRV-28dbb8b550a5,2958,5688,796,897,654,842,47,29.79,58.49,84,18832,68.78,28.47,8913,2998,23121,9409,60.14
2020-06-02,SRV-117318f44922,3637,3193,1816,1885,664,53,320,4.29,87.44,239,53997,88.1,28.82,264,8465,14110,9238,11.87
2020-12-22,SRV-a4a6c08fb368,2831,2239,1253,588,272,165,353,15.1,61.97,211,49846,18.06,40.18,10155,4810,61851,1265,66.21
2019-10-29,SRV-ca29758a1def,2463,2644,1333,609,677,1498,75,14.46,53.1,136,40120,99.38,81.6,1163,5702,3999,4064,63.76
2022-01-28,SRV-18a30ec60e96,1365,1463,616,499,460,1140,63,13.2,50.07,196,27368,57.44,37.62,9447,3330,42385,6310,98.52
2023-07-24,SRV-2181da81d35c,106,5033,748,382,775,480,12,2.41,87.19,78,45682,48.05,40.23,11029,6579,19135,1683,5.36
2020-03-23,SRV-3a7dc30e34c0,1234,2040,131,1705,641,1261,24,29.92,76.95,191,54650,89.96,51.19,2109,4904,47590,16082,23.78
2020-10-02,SRV-5126f0ae6a62,3510,4248,484,58,257,202,435,30.89,94.09,21,42710,25.01,21.61,3321,6620,60580,17876,93.67
2022-03-09,SRV-325822542a8d,2349,2491,2158,1352,323,176,301,0.92,75.31,91,35560,97.51,38.84,3115,6170,53949,10224,26.55
2025-09-04,SRV-468aada0d5eb,2489,3735,2069,1542,737,1207,311,31.35,27.76,181,32178,40.12,8.14,7862,7856,43550,14302,51.66
2023-01-18,SRV-4698b681da1d,2183,5591,1010,1021,631,759,31,24.11,38.97,7,44735,77.58,2.95,10654,4917,49728,11138,3.67
2020-04-02,SRV-bca45a3268a5,3102,8272,1476,447,204,1458,210,6.89,63.47,154,54701,87.15,77.98,1938,7064,6713,12972,44.3
2019-10-08,SRV-85f8319e27ec,3460,123,605,1318,8,1093,265,3.47,33.57,238,2334,58.9,55.56,5056,2362,63083,11246,69.51
2022-06-10,SRV-4cd84a76faac,2293,7737,1245,1175,10,1416,14,4.2,75.41,13,6447,24.28,82.92,2020,3790,136,3145,5.79
2023-02-12,SRV-851175b80e32,3052,4345,2259,858,613,495,518,27.57,34.09,121,46479,89.32,34.97,10218,1348,43719,16194,33.87
2023-07-12,SRV-94f91e8b7f20,2913,6910,1005,1964,91,1581,55,23.34,93.07,230,2791,91.62,83.78,10651,6701,23476,8399,47.2
2025-04-29,SRV-7582cbf64fba,2755,3700,1266,1983,765,1503,31,18.12,84.78,245,35769,17.81,30.73,11846,2671,21697,1379,36.78
2023-04-09,SRV-b59b92f68d56,3747,2470,2083,1500,438,1544,114,18.3,54.51,70,1877,91.83,84.88,9447,1075,37377,6820,61.39
2018-12-04,SRV-fbe13160b202,364,6529,631,469,468,1498,176,5.46,91.88,153,39197,17.21,59.83,3513,5721,286,1829,68.25
2021-07-05,SRV-c48d13f8bc60,1733,8484,509,682,224,459,288,14.04,55.52,130,46164,41.18,82.52,11150,6758,35827,4781,4.45
2020-01-11,SRV-3eab9c27aca3,3379,438,452,1394,102,1014,414,19.36,96.34,98,34871,22.06,63.33,11760,8136,47782,3887,41.51
2023-03-20,SRV-ebb032dbee62,1239,6020,1001,281,543,512,460,6.38,51.52,19,50485,26.76,20.6,8108,7504,14681,9911,62.21
2019-04-24,SRV-ba056d8d8154,3939,4672,2343,1250,638,932,491,24.66,25.63,218,10584,35.29,73.51,9223,8905,64824,6626,74.7
2018-09-28,SRV-4229a2f8a6b0,1855,423,792,139,669,971,476,14.78,43.5,111,39502,61.19,41.35,960,906,40156,9352,67.96
2023-10-19,SRV-412954a0cd65,1476,3345,2382,808,172,1386,201,7.09,91.31,197,48537,88.76,82.93,5226,2210,41593,3174,57.57
2022-07-27,SRV-18fdb63d0af9,2173,3564,1282,216,404,1101,182,11.02,90.18,225,45414,54.72,39.76,9416,1900,55445,3611,86.7
2020-12-27,SRV-06c66762b1b0,3572,8014,2477,1492,615,1019,81,23.14,44.56,82,13361,42.33,16.83,4167,8797,30608,3931,21.2
2018-12-11,SRV-0b9a4e6f257c,1954,351,1389,1367,759,294,235,7.26,77.63,57,26427,76.72,16.84,11906,6650,20764,10361,50.33
2019-04-11,SRV-691a27524bf4,1033,979,1322,272,53,1564,6,29.16,33.6,102,23484,84.46,19.12,7229,4339,24674,3821,93.08
2019-04-22,SRV-4fe5ee94350e,1714,6297,2323,74,541,1752,176,29.2,63.25,65,35626,61.04,22.97,7232,4485,36787,16868,95.62
2022-10-17,SRV-3f3927da7186,3617,3680,1726,955,761,737,391,16.06,34.63,81,34901,81.4,56.54,2185,6809,31333,640,89.59
2020-02-12,SRV-96e54445c44f,2245,3163,1915,375,263,1175,533,32.79,62.51,117,40683,43.48,62.69,6008,8088,19360,11272,14.91
2020-04-25,SRV-34146b75190d,2730,2103,425,1305,779,218,125,17.29,48.5,101,29611,12.24,72.27,7424,7408,47245,17313,55.07
2024-02-26,SRV-86ce896f463f,3767,8228,978,406,457,1367,114,6.68,69.16,132,10815,47.37,6.18,6170,1973,41256,14045,20.08
2020-10-19,SRV-a1ca20db8ad6,1909,4067,58,26,37,860,179,9.17,85.88,71,53949,60.97,10.93,3125,6207,20113,8363,34.4
2023-03-25,SRV-ba5417091ec6,3675,6985,568,1993,4,1648,16,32.79,83.8,39,51887,41.44,37.27,423,7235,46016,40,88.95
2019-09-08,SRV-c5c52fb65fc9,2802,2765,1648,257,337,1079,396,27.61,77.63,184,31150,41.33,4.01,2194,1406,23281,10861,39.77
2023-01-24,SRV-77ed49005742,577,7389,1508,1980,699,912,259,21.98,88.85,150,49683,44.38,68.95,3757,7414,12919,15806,55.28
2019-02-26,SRV-e65809e8d371,2073,6371,13,891,153,1278,192,9.96,44.02,84,3144,68.91,20.31,9382,5777,20409,1218,49.07
2018-07-17,SRV-fdda05a76f0a,3589,5863,1740,294,243,1236,35,25.0,62.87,23,38839,29.75,4.49,10686,98,9491,11684,36.36
2024-02-16,SRV-51285aa62b57,3745,3405,2429,1593,422,796,370,11.87,83.86,94,33357,11.13,53.98,10591,143,7845,665,57.7
2024-12-13,SRV-28947de6cbdd,544,5447,1938,1507,266,1125,117,1.41,97.03,172,35786,19.95,57.43,4663,1693,26673,12253,16.38
2020-11-10,SRV-2a6148a05e33,3168,6120,662,1182,311,457,25,32.87,44.3,63,16469,75.38,52.93,5776,5648,44121,15202,15.37
2024-07-15,SRV-6e31775ab282,3873,7114,2354,287,500,1287,233,30.04,69.85,90,12874,32.7,62.69,8087,7124,56907,11266,53.21
2025-04-18,SRV-e359baae3a7a,214,284,1068,1897,629,248,501,23.5,82.47,178,22618,33.9,65.52,9268,5789,30661,4325,93.68
2024-05-29,SRV-44957ef1cde0,1919,4277,2156,1056,705,1094,455,8.3,84.1,144,36781,82.65,11.19,2457,2637,44741,1357,27.26
2023-07-18,SRV-7589aff184fc,3395,1131,563,1609,618,1050,326,2.57,54.73,37,30301,57.43,4.85,6489,5014,18921,5825,18.28
2018-05-03,SRV-2d0e67f7f770,2029,7923,151,578,554,1110,127,4.71,49.19,128,26864,27.23,84.68,348,7214,46680,10714,61.14
2020-10-29,SRV-b1be4f7d08b1,44,7554,1340,1335,787,1642,143,17.4,96.75,153,46666,77.43,14.76,6052,4295,15738,3882,87.32
2025-04-03,SRV-c3d035bbc113,3798,5587,352,746,594,735,407,28.5,93.38,187,46760,59.76,15.16,221,298,41400,15677,72.99
2019-01-02,SRV-ff53fc91e77e,3848,8740,1365,827,467,1581,118,29.37,89.2,222,28490,37.03,68.8,8079,3655,29571,12347,34.0
2024-10-15,SRV-dcf7dfdd914e,2513,8351,1058,1802,332,629,157,12.36,81.54,40,38339,39.05,10.87,5738,4000,29365,1714,43.23
2018-10-20,SRV-82e4f39aa51d,992,2226,2255,1059,357,143,200,7.27,44.85,61,10592,11.63,57.48,5267,6033,40085,15506,22.75
2021-12-16,SRV-2c786a81fd84,268,2960,178,251,600,55,3,26.81,43.54,162,17658,63.49,64.99,4399,1612,5755,15463,69.3
2023-02-14,SRV-1e84b24ededa,433,1505,1392,1498,684,473,344,13.9,30.63,78,48381,24.29,45.67,7330,4218,38908,198,80.09
2018-08-21,SRV-874284a029a6,1794,1622,2017,678,192,1125,15,0.5,98.56,39,47728,65.22,34.23,7649,4860,28010,17459,76.37
2022-01-09,SRV-c114e59f460b,274,8962,77,9,786,833,185,23.51,58.24,124,2343,49.23,35.15,3262,4757,42080,2287,15.33
2025-10-21,SRV-173662da17cb,2401,1449,1392,645,325,666,243,0.27,48.37,91,54653,73.44,41.19,412,7837,12293,3845,99.03
2022-01-24,SRV-d98972b5ec1b,3324,4851,1251,1252,220,1517,413,34.06,27.43,217,32311,57.91,36.46,6493,6241,4898,11103,75.96
2025-12-19,SRV-9996ea07e3f6,23,1818,743,971,380,1738,58,17.12,86.1,8,5566,92.19,33.27,8396,2384,6709,16015,14.08
2018-11-19,SRV-362d41709c6b,401,4144,1420,271,740,1555,253,1.06,32.99,239,3929,83.36,59.67,296,2035,54227,15407,7.8
2021-11-11,SRV-b210852d6ba2,2745,3955,1162,956,706,897,55,5.83,65.03,249,37367,85.76,44.1,9351,2425,43465,16198,75.94
2018-02-07,SRV-92d342d55949,3769,4697,2415,313,636,920,396,19.92,27.88,5,7880,65.32,13.25,232,5377,41029,13713,89.78
2018-05-05,SRV-e4d05d1d04f0,1684,1712,107,1440,443,919,414,0.97,88.58,0,35667,82.99,27.53,739,6107,37326,7374,43.2
2019-02-08,SRV-d947cb0b039a,1417,4524,1942,1450,611,674,461,20.87,72.4,17,44921,61.84,11.86,6163,7718,16143,14775,80.38
2024-05-02,SRV-1f9fb2016fc7,2370,5530,1568,1065,694,1009,104,16.52,39.56,183,30093,59.86,11.43,7954,8542,31089,15779,39.3
2023-03-15,SRV-1622c9cd6c08,1519,7789,871,386,101,494,71,15.15,32.74,189,46358,75.67,2.29,8264,1476,41157,1849,80.0
2020-09-19,SRV-76a214901538,826,3116,1483,572,490,1478,216,32.22,52.43,226,5973,33.14,50.7,7795,103,11069,12290,4.62
2025-12-15,SRV-878acfaa2709,2560,8493,423,107,545,1525,445,24.6,27.11,128,11887,27.93,35.27,5032,6460,11326,13667,18.45
2019-01-13,SRV-bd2a633ed874,1914,7067,2257,669,144,1007,35,34.63,25.79,223,13461,42.85,74.63,9308,2531,55846,6457,70.75
2023-04-27,SRV-0e56168e59ca,3473,4685,89,589,155,1131,308,8.23,33.8,81,18748,23.21,24.35,10908,2997,13992,17397,34.33
2022-12-24,SRV-963e798fe2ce,1999,4219,2309,1081,605,1150,126,29.97,50.11,21,33368,73.23,34.76,4550,8390,14312,15426,95.04
2018-01-03,SRV-d1ada8cae20c,1153,7847,536,467,110,827,184,4.51,40.12,234,43544,87.93,53.34,4259,928,47940,12710,46.37
2025-02-04,SRV-7d470ecac25a,703,8165,2050,935,276,128,128,3.8,30.15,238,10021,99.66,51.1,2134,5442,24748,2644,85.84
2020-10-31,SRV-0d4d1e178519,3151,8378,2050,1571,696,946,471,15.62,70.67,158,54421,21.97,73.91,10843,947,39628,10286,58.38
2023-05-23,SRV-37428bee80d3,2868,8214,1092,517,386,309,502,13.52,28.47,232,32782,97.24,38.82,9097,770,61163,8726,46.64
2023-08-24,SRV-501e13278a97,1388,2142,2070,1943,306,1793,483,18.34,80.16,45,48116,23.67,71.92,9319,5674,29154,9908,29.63
2021-05-18,SRV-2795b4f1be11,3748,2724,569,1012,453,1787,250,22.04,75.15,64,54919,33.42,5.79,5846,3371,20808,4529,75.83
2024-01-29,SRV-e8c3c5615004,1989,3702,2017,1652,322,1019,40,16.73,36.3,199,8704,40.64,0.38,10898,5365,9801,5190,99.88
2020-09-24,SRV-aa0e0b3baa8d,2018,1294,98,1853,741,1397,360,23.03,63.98,8,12306,22.94,68.17,11677,8878,55429,1449,91.71
2021-09-26,SRV-ecf58d6035be,3829,1984,774,1759,533,1429,168,15.75,90.87,142,39712,67.24,79.34,8871,416,18993,9642,79.28
2022-04-30,SRV-777f16fe2ce2,3009,1500,2334,770,798,524,323,29.25,73.09,145,31945,38.77,58.98,2535,8206,17166,14002,4.34
2018-01-17,SRV-bb9282418f60,2940,8075,1501,1971,102,884,263,34.11,73.61,133,10091,99.23,33.74,10900,8867,19295,17262,42.92
