mig_border_crossing_date,mig_border_border_section_id,mig_border_border_type_code,mig_border_host_country_iso2,mig_border_neighbor_country_iso2,mig_border_crossing_point_code,mig_border_transport_mode_code,mig_border_direction_code,mig_border_entry_exit_system_flag,mig_border_etias_flag,mig_border_visa_required_flag,mig_border_refusal_of_entry_count,mig_border_refusal_reason_code,mig_border_irregular_crossing_count,mig_border_apprehension_count,mig_border_returns_decision_count,mig_border_returns_effected_count,mig_border_frontex_operation_code,mig_border_data_source,mig_border_data_extract_date
2020-09-27,HR-CY-LAND-00141,LAND,HR,CY,HRCY44,AIR,OUT,1,0,0,27,PUBLIC_HEALTH,27,21,52,36,MINERVA,AIRPORT_AUTHORITY,2024-02-19
2020-10-04,FI-GR-LAND-00142,LAND,FI,GR,FIGR45,SEA,IN,0,1,0,29,OVERSTAY_RISK,31,13,48,33,TRITON,EU_LISA,2025-07-02
2020-10-11,IE-MT-LAND-00143,LAND,IE,MT,IEMT46,RAIL,OUT,0,0,0,30,SECURITY_ALERT,37,30,47,28,JOINT_OPS_OTHER,PORT_AUTHORITY,2025-12-19
2020-10-18,MT-ES-LAND-00144,LAND,MT,ES,MTES47,FOOT,IN,0,0,0,36,DOCS_INVALID,36,27,46,44,POSEIDON,NATIONAL_BORDER_GUARD,2024-01-23
2020-10-25,SK-DZ-LAND-00145,LAND,SK,DZ,SKDZ48,ROAD,OUT,1,1,1,27,OTHER,27,18,56,53,INDALO,FRONTEX,2025-05-11
2020-11-01,BE-IR-LAND-00146,LAND,BE,IR,BEIR49,AIR,IN,1,1,0,36,NO_VISA,29,29,48,46,THEMIS,AIRPORT_AUTHORITY,2025-06-10
2020-11-08,DK-MK-LAND-00147,LAND,DK,MK,DKMK50,SEA,OUT,0,1,1,40,PUBLIC_HEALTH,45,34,47,28,MINERVA,EU_LISA,2025-11-22
2020-11-15,GR-TN-LAND-00148,LAND,GR,TN,GRTN51,RAIL,IN,1,0,1,40,OVERSTAY_RISK,30,29,57,29,TRITON,PORT_AUTHORITY,2024-04-16
2020-11-22,LT-BG-LAND-00149,LAND,LT,BG,LTBG52,FOOT,OUT,1,0,0,29,SECURITY_ALERT,36,32,59,41,JOINT_OPS_OTHER,NATIONAL_BORDER_GUARD,2024-06-26
2020-11-29,PT-FR-LAND-00150,LAND,PT,FR,PTFR53,ROAD,IN,1,1,0,35,DOCS_INVALID,35,14,2,2,POSEIDON,FRONTEX,2025-12-05
2020-12-06,SE-LT-LAND-00151,LAND,SE,LT,SELT54,AIR,OUT,1,1,0,33,OTHER,47,17,9,4,INDALO,AIRPORT_AUTHORITY,2024-12-16
2020-12-13,CY-SK-LAND-00152,LAND,CY,SK,CYSK55,SEA,IN,0,0,0,46,NO_VISA,39,15,6,3,THEMIS,EU_LISA,2024-05-22
2020-12-20,FR-CH-LAND-00153,LAND,FR,CH,FRCH56,RAIL,OUT,0,0,1,48,PUBLIC_HEALTH,43,27,15,7,MINERVA,PORT_AUTHORITY,2024-01-31
2020-12-27,IT-IN-LAND-00154,LAND,IT,IN,ITIN57,FOOT,IN,1,1,0,47,OVERSTAY_RISK,42,21,13,6,TRITON,NATIONAL_BORDER_GUARD,2025-12-16
2021-01-03,NL-MD-LAND-00155,LAND,NL,MD,NLMD58,ROAD,OUT,1,0,1,40,SECURITY_ALERT,46,39,6,4,JOINT_OPS_OTHER,FRONTEX,2024-10-20
2021-01-10,SI-RU-LAND-00156,LAND,SI,RU,SIRU59,AIR,IN,0,0,0,49,DOCS_INVALID,41,29,8,4,POSEIDON,AIRPORT_AUTHORITY,2024-07-13
2021-01-17,BG-AT-LAND-00157,LAND,BG,AT,BGAT60,SEA,OUT,1,0,0,37,OTHER,45,22,17,13,INDALO,EU_LISA,2024-12-19
2021-01-24,EE-IE-LAND-00158,LAND,EE,IE,EEIE61,RAIL,IN,1,0,0,43,NO_VISA,56,43,20,13,THEMIS,PORT_AUTHORITY,2024-10-31
2021-01-31,HU-IT-LAND-00159,LAND,HU,IT,HUIT62,FOOT,OUT,1,1,0,48,PUBLIC_HEALTH,54,38,21,10,MINERVA,NATIONAL_BORDER_GUARD,2025-03-02
2021-02-07,LU-PT-LAND-00160,LAND,LU,PT,LUPT63,ROAD,IN,0,1,0,47,OVERSTAY_RISK,13,5,22,18,TRITON,FRONTEX,2024-09-12
2021-02-14,RO-BA-LAND-00161,LAND,RO,BA,ROBA64,AIR,OUT,1,1,1,43,SECURITY_ALERT,6,3,19,19,JOINT_OPS_OTHER,AIRPORT_AUTHORITY,2024-08-19
2021-02-21,AT-GE-LAND-00162,LAND,AT,GE,ATGE65,SEA,IN,0,0,1,43,DOCS_INVALID,19,10,21,12,POSEIDON,EU_LISA,2025-08-07
2021-02-28,CZ-KE-LAND-00163,LAND,CZ,KE,CZKE66,RAIL,OUT,1,0,1,43,OTHER,21,11,18,15,INDALO,PORT_AUTHORITY,2024-03-30
2021-03-07,DE-PK-LAND-00164,LAND,DE,PK,DEPK67,FOOT,IN,1,0,1,47,NO_VISA,6,4,20,13,THEMIS,NATIONAL_BORDER_GUARD,2025-01-10
2021-03-14,LV-US-LAND-00165,LAND,LV,US,LVUS68,ROAD,OUT,1,0,1,49,PUBLIC_HEALTH,20,11,25,25,MINERVA,FRONTEX,2024-11-25
2021-03-21,PL-CZ-LAND-00166,LAND,PL,CZ,PLCZ69,AIR,IN,0,0,0,52,OVERSTAY_RISK,21,10,25,14,TRITON,AIRPORT_AUTHORITY,2025-11-11
2021-03-28,ES-HU-LAND-00167,LAND,ES,HU,ESHU70,SEA,OUT,1,1,0,58,SECURITY_ALERT,8,6,19,14,JOINT_OPS_OTHER,EU_LISA,2025-01-27
2021-04-04,HR-NL-LAND-00168,LAND,HR,NL,HRNL71,RAIL,IN,1,0,0,62,DOCS_INVALID,25,18,22,14,POSEIDON,PORT_AUTHORITY,2025-08-28
2021-04-11,FI-SE-LAND-00169,LAND,FI,SE,FISE72,FOOT,OUT,1,1,0,64,OTHER,13,12,21,10,INDALO,NATIONAL_BORDER_GUARD,2024-06-07
2021-04-18,IE-EG-LAND-00170,LAND,IE,EG,IEEG73,ROAD,IN,0,0,1,57,NO_VISA,25,10,27,17,THEMIS,FRONTEX,2024-02-07
2021-04-25,MT-IS-LAND-00171,LAND,MT,IS,MTIS74,AIR,OUT,1,1,1,60,PUBLIC_HEALTH,21,16,28,26,MINERVA,AIRPORT_AUTHORITY,2025-01-26
2021-05-02,SK-NG-LAND-00172,LAND,SK,NG,SKNG75,SEA,IN,0,0,1,56,OVERSTAY_RISK,16,13,24,17,TRITON,EU_LISA,2025-11-22
2021-05-09,BE-TR-LAND-00173,LAND,BE,TR,BETR76,RAIL,OUT,1,1,1,54,SECURITY_ALERT,31,20,26,23,JOINT_OPS_OTHER,PORT_AUTHORITY,2025-09-19
2021-05-16,DK-HR-LAND-00174,LAND,DK,HR,DKHR77,FOOT,IN,1,1,0,65,DOCS_INVALID,25,9,26,13,POSEIDON,NATIONAL_BORDER_GUARD,2025-06-17
2021-05-23,GR-DE-LAND-00175,LAND,GR,DE,GRDE78,ROAD,OUT,1,0,0,66,OTHER,21,15,37,30,INDALO,FRONTEX,2024-10-05
2021-05-30,LT-LU-LAND-00176,LAND,LT,LU,LTLU79,AIR,IN,1,0,0,68,NO_VISA,21,20,29,18,THEMIS,AIRPORT_AUTHORITY,2025-01-07
2021-06-06,PT-SI-LAND-00177,LAND,PT,SI,PTSI80,SEA,OUT,1,1,0,68,PUBLIC_HEALTH,26,11,34,30,MINERVA,EU_LISA,2025-09-15
2021-06-13,SE-CN-LAND-00178,LAND,SE,CN,SECN81,RAIL,IN,1,0,1,73,OVERSTAY_RISK,28,24,39,39,TRITON,PORT_AUTHORITY,2025-06-27
2021-06-20,CY-IQ-LAND-00179,LAND,CY,IQ,CYIQ82,FOOT,OUT,1,1,1,60,SECURITY_ALERT,34,14,32,25,JOINT_OPS_OTHER,NATIONAL_BORDER_GUARD,2025-09-20
2021-06-27,FR-ME-LAND-00180,LAND,FR,ME,FRME83,ROAD,IN,0,1,1,15,DOCS_INVALID,20,11,39,31,POSEIDON,FRONTEX,2025-02-27
2021-07-04,IT-SY-LAND-00181,LAND,IT,SY,ITSY84,AIR,OUT,1,0,1,4,OTHER,24,18,38,37,INDALO,AIRPORT_AUTHORITY,2024-07-09
2021-07-11,NL-BE-LAND-00182,LAND,NL,BE,NLBE85,SEA,IN,1,0,0,15,NO_VISA,23,22,33,30,THEMIS,EU_LISA,2025-03-01
2021-07-18,SI-FI-LAND-00183,LAND,SI,FI,SIFI86,RAIL,OUT,0,1,0,8,PUBLIC_HEALTH,36,30,35,33,MINERVA,PORT_AUTHORITY,2025-03-01
2021-07-25,BG-LV-LAND-00184,LAND,BG,LV,BGLV87,FOOT,IN,0,0,0,7,OVERSTAY_RISK,41,18,37,19,TRITON,NATIONAL_BORDER_GUARD,2024-01-03
2021-08-01,EE-RO-LAND-00185,LAND,EE,RO,EERO88,ROAD,OUT,0,1,0,5,SECURITY_ALERT,41,27,47,46,JOINT_OPS_OTHER,FRONTEX,2024-07-07
2021-08-08,HU-BY-LAND-00186,LAND,HU,BY,HUBY89,AIR,IN,1,0,0,20,DOCS_INVALID,29,9,40,23,POSEIDON,AIRPORT_AUTHORITY,2024-11-01
2021-08-15,LU-GH-LAND-00187,LAND,LU,GH,LUGH90,SEA,OUT,0,1,1,20,OTHER,44,16,45,45,INDALO,EU_LISA,2024-01-30
2021-08-22,RO-MA-LAND-00188,LAND,RO,MA,ROMA91,RAIL,IN,0,1,1,23,NO_VISA,44,18,45,45,THEMIS,PORT_AUTHORITY,2024-07-22
2021-08-29,AT-RS-LAND-00189,LAND,AT,RS,ATRS92,FOOT,OUT,0,1,1,12,PUBLIC_HEALTH,45,14,50,23,MINERVA,NATIONAL_BORDER_GUARD,2024-07-16
2021-09-05,CZ-VN-LAND-00190,LAND,CZ,VN,CZVN93,ROAD,IN,1,0,0,17,OVERSTAY_RISK,39,36,47,30,TRITON,FRONTEX,2024-12-07
2021-09-12,DE-DK-LAND-00191,LAND,DE,DK,DEDK94,AIR,OUT,0,1,0,18,SECURITY_ALERT,44,17,42,22,JOINT_OPS_OTHER,AIRPORT_AUTHORITY,2024-04-19
2021-09-19,LV-IE-LAND-00192,LAND,LV,IE,LVIE95,SEA,IN,0,0,0,15,DOCS_INVALID,43,29,47,42,POSEIDON,EU_LISA,2024-09-12
2021-09-26,PL-SE-LAND-00193,LAND,PL,SE,PLSE96,RAIL,OUT,1,0,0,20,OTHER,34,34,44,43,INDALO,PORT_AUTHORITY,2024-12-15
2021-10-03,ES-AL-LAND-00194,LAND,ES,AL,ESAL00,FOOT,IN,1,1,0,18,NO_VISA,47,33,55,28,THEMIS,NATIONAL_BORDER_GUARD,2025-10-09
2021-10-10,HR-GB-LAND-00195,LAND,HR,GB,HRGB01,ROAD,OUT,1,0,1,29,PUBLIC_HEALTH,37,26,56,44,MINERVA,FRONTEX,2025-07-03
2021-10-17,FI-JP-LAND-00196,LAND,FI,JP,FIJP02,AIR,IN,1,1,1,30,OVERSTAY_RISK,54,52,56,37,TRITON,AIRPORT_AUTHORITY,2026-01-23
2021-10-24,IE-NO-LAND-00197,LAND,IE,NO,IENO03,SEA,OUT,1,0,1,26,SECURITY_ALERT,48,16,52,24,JOINT_OPS_OTHER,EU_LISA,2026-01-04
2021-10-31,MT-UA-LAND-00198,LAND,MT,UA,MTUA04,RAIL,IN,0,1,1,23,DOCS_INVALID,53,36,55,27,POSEIDON,PORT_AUTHORITY,2024-01-20
2021-11-07,SK-CY-LAND-00199,LAND,SK,CY,SKCY05,FOOT,OUT,1,0,0,21,OTHER,53,50,49,22,INDALO,NATIONAL_BORDER_GUARD,2024-06-18
2021-11-14,BE-GR-LAND-00200,LAND,BE,GR,BEGR06,ROAD,IN,1,0,0,22,NO_VISA,9,8,1,1,THEMIS,FRONTEX,2025-07-08
2021-11-21,DK-MT-LAND-00201,LAND,DK,MT,DKMT07,AIR,OUT,1,1,0,26,PUBLIC_HEALTH,9,6,5,2,MINERVA,AIRPORT_AUTHORITY,2024-04-26
2021-11-28,GR-ES-LAND-00202,LAND,GR,ES,GRES08,SEA,IN,1,0,0,34,OVERSTAY_RISK,19,6,14,6,TRITON,EU_LISA,2025-06-20
2021-12-05,LT-DZ-LAND-00203,LAND,LT,DZ,LTDZ09,RAIL,OUT,0,0,0,25,SECURITY_ALERT,10,9,15,8,JOINT_OPS_OTHER,PORT_AUTHORITY,2025-06-02
2021-12-12,PT-IR-LAND-00204,LAND,PT,IR,PTIR10,FOOT,IN,0,0,0,29,DOCS_INVALID,9,7,7,5,POSEIDON,NATIONAL_BORDER_GUARD,2025-02-12
2021-12-19,SE-MK-LAND-00205,LAND,SE,MK,SEMK11,ROAD,OUT,0,1,1,34,OTHER,17,11,16,13,INDALO,FRONTEX,2025-02-26
2021-12-26,CY-TN-LAND-00206,LAND,CY,TN,CYTN12,AIR,IN,1,0,1,40,NO_VISA,7,4,13,12,THEMIS,AIRPORT_AUTHORITY,2025-08-10
2022-01-02,FR-BG-LAND-00207,LAND,FR,BG,FRBG13,SEA,OUT,1,1,0,38,PUBLIC_HEALTH,23,10,10,4,MINERVA,EU_LISA,2024-08-11
2022-01-09,IT-FR-LAND-00208,LAND,IT,FR,ITFR14,RAIL,IN,0,1,0,30,OVERSTAY_RISK,12,11,16,13,TRITON,PORT_AUTHORITY,2024-05-28
2022-01-16,NL-LT-LAND-00209,LAND,NL,LT,NLLT15,FOOT,OUT,1,0,0,44,SECURITY_ALERT,10,4,12,5,JOINT_OPS_OTHER,NATIONAL_BORDER_GUARD,2025-09-21
2022-01-23,SI-SK-LAND-00210,LAND,SI,SK,SISK16,ROAD,IN,0,0,0,42,DOCS_INVALID,10,6,17,10,POSEIDON,FRONTEX,2025-12-05
2022-01-30,BG-CH-LAND-00211,LAND,BG,CH,BGCH17,AIR,OUT,0,0,1,44,OTHER,14,13,21,14,INDALO,AIRPORT_AUTHORITY,2025-08-26
2022-02-06,EE-IN-LAND-00212,LAND,EE,IN,EEIN18,SEA,IN,0,1,1,35,NO_VISA,23,8,14,10,THEMIS,EU_LISA,2024-10-25
2022-02-13,HU-MD-LAND-00213,LAND,HU,MD,HUMD19,RAIL,OUT,0,1,1,40,PUBLIC_HEALTH,29,16,20,20,MINERVA,PORT_AUTHORITY,2024-02-17
2022-02-20,LU-RU-LAND-00214,LAND,LU,RU,LURU20,FOOT,IN,0,1,1,40,OVERSTAY_RISK,31,28,25,21,TRITON,NATIONAL_BORDER_GUARD,2025-06-13
2022-02-27,RO-AT-LAND-00215,LAND,RO,AT,ROAT21,ROAD,OUT,1,0,0,50,SECURITY_ALERT,18,10,22,20,JOINT_OPS_OTHER,FRONTEX,2025-10-16
2022-03-06,AT-EE-LAND-00216,LAND,AT,EE,ATEE22,AIR,IN,0,0,0,36,DOCS_INVALID,29,16,28,27,POSEIDON,AIRPORT_AUTHORITY,2024-03-14
2022-03-13,CZ-IT-LAND-00217,LAND,CZ,IT,CZIT23,SEA,OUT,0,1,0,37,OTHER,31,11,29,28,INDALO,EU_LISA,2025-02-21
2022-03-20,DE-PT-LAND-00218,LAND,DE,PT,DEPT24,RAIL,IN,1,1,0,52,NO_VISA,27,10,30,28,THEMIS,PORT_AUTHORITY,2025-02-06
2022-03-27,LV-BA-LAND-00219,LAND,LV,BA,LVBA25,FOOT,OUT,0,1,1,40,PUBLIC_HEALTH,31,30,22,14,MINERVA,NATIONAL_BORDER_GUARD,2024-12-19
2022-04-03,PL-GE-LAND-00220,LAND,PL,GE,PLGE26,ROAD,IN,1,1,1,54,OVERSTAY_RISK,36,18,25,13,TRITON,FRONTEX,2025-09-23
2022-04-10,ES-KE-LAND-00221,LAND,ES,KE,ESKE27,AIR,OUT,1,1,1,46,SECURITY_ALERT,32,19,27,20,JOINT_OPS_OTHER,AIRPORT_AUTHORITY,2024-10-01
2022-04-17,HR-PK-LAND-00222,LAND,HR,PK,HRPK28,SEA,IN,1,1,1,54,DOCS_INVALID,26,15,33,21,POSEIDON,EU_LISA,2025-09-01
2022-04-24,FI-US-LAND-00223,LAND,FI,US,FIUS29,RAIL,OUT,1,0,0,43,OTHER,33,28,25,13,INDALO,PORT_AUTHORITY,2024-08-09
2022-05-01,IE-CZ-LAND-00224,LAND,IE,CZ,IECZ30,FOOT,IN,1,1,0,46,NO_VISA,39,17,36,33,THEMIS,NATIONAL_BORDER_GUARD,2025-12-17
2022-05-08,MT-HU-LAND-00225,LAND,MT,HU,MTHU31,ROAD,OUT,1,1,0,45,PUBLIC_HEALTH,26,20,26,18,MINERVA,FRONTEX,2025-12-19
2022-05-15,SK-NL-LAND-00226,LAND,SK,NL,SKNL32,AIR,IN,1,0,0,52,OVERSTAY_RISK,35,31,37,28,TRITON,AIRPORT_AUTHORITY,2025-07-27
2022-05-22,BE-SE-LAND-00227,LAND,BE,SE,BESE33,SEA,OUT,1,0,0,61,SECURITY_ALERT,38,29,28,20,JOINT_OPS_OTHER,EU_LISA,2025-12-23
2022-05-29,DK-EG-LAND-00228,LAND,DK,EG,DKEG34,RAIL,IN,0,1,1,48,DOCS_INVALID,36,15,38,27,POSEIDON,PORT_AUTHORITY,2024-05-02
2022-06-05,GR-IS-LAND-00229,LAND,GR,IS,GRIS35,FOOT,OUT,1,0,1,63,OTHER,45,15,33,28,INDALO,NATIONAL_BORDER_GUARD,2024-04-09
2022-06-12,LT-NG-LAND-00230,LAND,LT,NG,LTNG36,ROAD,IN,0,0,1,57,NO_VISA,37,28,30,24,THEMIS,FRONTEX,2025-03-26
2022-06-19,PT-TR-LAND-00231,LAND,PT,TR,PTTR37,AIR,OUT,1,0,1,51,PUBLIC_HEALTH,48,42,42,33,MINERVA,AIRPORT_AUTHORITY,2025-10-20
2022-06-26,SE-HR-LAND-00232,LAND,SE,HR,SEHR38,SEA,IN,1,0,0,56,OVERSTAY_RISK,47,27,37,18,TRITON,EU_LISA,2025-05-20
2022-07-03,CY-DE-LAND-00233,LAND,CY,DE,CYDE39,RAIL,OUT,0,0,0,60,SECURITY_ALERT,49,30,34,18,JOINT_OPS_OTHER,PORT_AUTHORITY,2025-05-16
2022-07-10,FR-LU-LAND-00234,LAND,FR,LU,FRLU40,FOOT,IN,0,0,0,59,DOCS_INVALID,49,34,46,40,POSEIDON,NATIONAL_BORDER_GUARD,2025-01-13
2022-07-17,IT-SI-LAND-00235,LAND,IT,SI,ITSI41,ROAD,OUT,0,0,0,65,OTHER,49,16,35,21,INDALO,FRONTEX,2026-02-24
2022-07-24,NL-CN-LAND-00236,LAND,NL,CN,NLCN42,AIR,IN,1,0,0,69,NO_VISA,52,52,47,30,THEMIS,AIRPORT_AUTHORITY,2024-05-15
2022-07-31,SI-IQ-LAND-00237,LAND,SI,IQ,SIIQ43,SEA,OUT,1,0,0,68,PUBLIC_HEALTH,53,43,46,19,MINERVA,EU_LISA,2025-05-31
2022-08-07,BG-ME-LAND-00238,LAND,BG,ME,BGME44,RAIL,IN,1,1,1,70,OVERSTAY_RISK,48,28,50,50,TRITON,PORT_AUTHORITY,2024-09-25
2022-08-14,EE-SY-LAND-00239,LAND,EE,SY,EESY45,FOOT,OUT,1,0,1,65,SECURITY_ALERT,53,20,45,40,JOINT_OPS_OTHER,NATIONAL_BORDER_GUARD,2025-07-10
2022-08-21,HU-BE-LAND-00240,LAND,HU,BE,HUBE46,ROAD,IN,1,1,0,8,DOCS_INVALID,8,6,43,22,POSEIDON,FRONTEX,2024-02-19
2022-08-28,LU-FI-LAND-00241,LAND,LU,FI,LUFI47,AIR,OUT,0,0,0,10,OTHER,18,6,46,32,INDALO,AIRPORT_AUTHORITY,2024-01-26
2022-09-04,RO-LV-LAND-00242,LAND,RO,LV,ROLV48,SEA,IN,1,0,0,7,NO_VISA,8,5,54,51,THEMIS,EU_LISA,2024-12-12
2022-09-11,AT-RO-LAND-00243,LAND,AT,RO,ATRO49,RAIL,OUT,1,0,0,7,PUBLIC_HEALTH,6,4,47,19,MINERVA,PORT_AUTHORITY,2024-01-18
2022-09-18,CZ-BY-LAND-00244,LAND,CZ,BY,CZBY50,FOOT,IN,1,1,0,13,OVERSTAY_RISK,5,2,52,30,TRITON,NATIONAL_BORDER_GUARD,2024-01-20
2022-09-25,DE-GH-LAND-00245,LAND,DE,GH,DEGH51,ROAD,OUT,0,1,1,17,SECURITY_ALERT,21,11,49,38,JOINT_OPS_OTHER,FRONTEX,2024-12-01
2022-10-02,LV-MA-LAND-00246,LAND,LV,MA,LVMA52,AIR,IN,0,0,0,8,DOCS_INVALID,22,12,52,37,POSEIDON,AIRPORT_AUTHORITY,2024-01-05
2022-10-09,PL-RS-LAND-00247,LAND,PL,RS,PLRS53,SEA,OUT,0,0,1,7,OTHER,14,11,56,40,INDALO,EU_LISA,2024-09-05
2022-10-16,ES-VN-LAND-00248,LAND,ES,VN,ESVN54,RAIL,IN,0,1,1,8,NO_VISA,16,14,50,47,THEMIS,PORT_AUTHORITY,2024-02-04
2022-10-23,HR-DK-LAND-00249,LAND,HR,DK,HRDK55,FOOT,OUT,0,0,0,24,PUBLIC_HEALTH,25,9,58,58,MINERVA,NATIONAL_BORDER_GUARD,2024-01-23
2022-10-30,FI-IE-LAND-00250,LAND,FI,IE,FIIE56,ROAD,IN,1,1,0,22,OVERSTAY_RISK,10,6,1,1,TRITON,FRONTEX,2024-05-28
2022-11-06,IE-PL-LAND-00251,LAND,IE,PL,IEPL57,AIR,OUT,0,0,0,20,SECURITY_ALERT,23,13,11,5,JOINT_OPS_OTHER,AIRPORT_AUTHORITY,2024-07-07
2022-11-13,MT-AL-LAND-00252,LAND,MT,AL,MTAL58,SEA,IN,0,0,1,23,DOCS_INVALID,12,5,12,12,POSEIDON,EU_LISA,2025-01-01
2022-11-20,SK-GB-LAND-00253,LAND,SK,GB,SKGB59,RAIL,OUT,1,0,1,18,OTHER,30,18,11,8,INDALO,PORT_AUTHORITY,2024-07-19
2022-11-27,BE-JP-LAND-00254,LAND,BE,JP,BEJP60,FOOT,IN,1,1,1,26,NO_VISA,21,7,4,2,THEMIS,NATIONAL_BORDER_GUARD,2024-11-13
2022-12-04,DK-NO-LAND-00255,LAND,DK,NO,DKNO61,ROAD,OUT,1,0,1,23,PUBLIC_HEALTH,28,19,11,10,MINERVA,FRONTEX,2025-08-10
2022-12-11,GR-UA-LAND-00256,LAND,GR,UA,GRUA62,AIR,IN,0,1,1,27,OVERSTAY_RISK,31,20,12,5,TRITON,AIRPORT_AUTHORITY,2025-02-28
2022-12-18,LT-CY-LAND-00257,LAND,LT,CY,LTCY63,SEA,OUT,0,0,0,31,SECURITY_ALERT,31,30,9,7,JOINT_OPS_OTHER,EU_LISA,2025-12-25
2022-12-25,PT-GR-LAND-00258,LAND,PT,GR,PTGR64,RAIL,IN,1,1,0,26,DOCS_INVALID,29,15,16,14,POSEIDON,PORT_AUTHORITY,2025-06-15
2023-01-01,SE-MT-LAND-00259,LAND,SE,MT,SEMT65,FOOT,OUT,0,0,0,22,OTHER,20,19,20,20,INDALO,NATIONAL_BORDER_GUARD,2024-05-16
2023-01-08,CY-ES-LAND-00260,LAND,CY,ES,CYES66,ROAD,IN,0,0,0,21,NO_VISA,35,18,17,10,THEMIS,FRONTEX,2024-07-14
2023-01-15,FR-DZ-LAND-00261,LAND,FR,DZ,FRDZ67,AIR,OUT,1,0,1,28,PUBLIC_HEALTH,28,15,22,10,MINERVA,AIRPORT_AUTHORITY,2025-09-20
2023-01-22,IT-IR-LAND-00262,LAND,IT,IR,ITIR68,SEA,IN,1,0,1,33,OVERSTAY_RISK,38,19,19,19,TRITON,EU_LISA,2024-05-15
2023-01-29,NL-MK-LAND-00263,LAND,NL,MK,NLMK69,RAIL,OUT,1,1,1,35,SECURITY_ALERT,37,33,18,15,JOINT_OPS_OTHER,PORT_AUTHORITY,2024-10-22
2023-02-05,SI-TN-LAND-00264,LAND,SI,TN,SITN70,FOOT,IN,1,0,1,39,DOCS_INVALID,37,24,19,10,POSEIDON,NATIONAL_BORDER_GUARD,2025-02-03
2023-02-12,BG-FI-LAND-00265,LAND,BG,FI,BGFI71,ROAD,OUT,0,0,0,34,OTHER,29,15,15,14,INDALO,FRONTEX,2025-01-28
2023-02-19,EE-FR-LAND-00266,LAND,EE,FR,EEFR72,AIR,IN,0,0,0,37,NO_VISA,36,13,21,19,THEMIS,AIRPORT_AUTHORITY,2025-02-15
2023-02-26,HU-LT-LAND-00267,LAND,HU,LT,HULT73,SEA,OUT,1,1,0,27,PUBLIC_HEALTH,35,29,23,19,MINERVA,EU_LISA,2025-08-25
2023-03-05,LU-SK-LAND-00268,LAND,LU,SK,LUSK74,RAIL,IN,1,1,0,36,OVERSTAY_RISK,37,37,26,23,TRITON,PORT_AUTHORITY,2025-03-14
2023-03-12,RO-CH-LAND-00269,LAND,RO,CH,ROCH75,FOOT,OUT,1,1,1,36,SECURITY_ALERT,41,33,21,19,JOINT_OPS_OTHER,NATIONAL_BORDER_GUARD,2024-02-24
2023-03-19,AT-IN-LAND-00270,LAND,AT,IN,ATIN76,ROAD,IN,1,0,1,33,DOCS_INVALID,36,11,22,21,POSEIDON,FRONTEX,2024-11-27
2023-03-26,CZ-MD-LAND-00271,LAND,CZ,MD,CZMD77,AIR,OUT,1,1,1,34,OTHER,43,32,21,17,INDALO,AIRPORT_AUTHORITY,2025-05-03
2023-04-02,DE-RU-LAND-00272,LAND,DE,RU,DERU78,SEA,IN,0,0,1,32,NO_VISA,43,15,24,16,THEMIS,EU_LISA,2025-05-07
2023-04-09,LV-AT-LAND-00273,LAND,LV,AT,LVAT79,RAIL,OUT,0,0,0,43,PUBLIC_HEALTH,38,28,24,13,MINERVA,PORT_AUTHORITY,2024-02-22
2023-04-16,PL-EE-LAND-00274,LAND,PL,EE,PLEE80,FOOT,IN,0,0,0,49,OVERSTAY_RISK,39,18,27,18,TRITON,NATIONAL_BORDER_GUARD,2024-10-23
2023-04-23,ES-IT-LAND-00275,LAND,ES,IT,ESIT81,ROAD,OUT,0,1,0,38,SECURITY_ALERT,46,17,37,29,JOINT_OPS_OTHER,FRONTEX,2024-03-24
2023-04-30,HR-PT-LAND-00276,LAND,HR,PT,HRPT82,AIR,IN,1,0,0,41,DOCS_INVALID,45,14,26,25,POSEIDON,AIRPORT_AUTHORITY,2024-12-20
2023-05-07,FI-BA-LAND-00277,LAND,FI,BA,FIBA83,SEA,OUT,0,1,1,46,OTHER,49,46,29,16,INDALO,EU_LISA,2025-03-19
2023-05-14,IE-GE-LAND-00278,LAND,IE,GE,IEGE84,RAIL,IN,1,0,0,40,NO_VISA,55,43,38,31,THEMIS,PORT_AUTHORITY,2024-12-09
2023-05-21,MT-KE-LAND-00279,LAND,MT,KE,MTKE85,FOOT,OUT,1,0,0,41,PUBLIC_HEALTH,57,52,36,21,MINERVA,NATIONAL_BORDER_GUARD,2024-05-21
2023-05-28,SK-PK-LAND-00280,LAND,SK,PK,SKPK86,ROAD,IN,0,0,0,46,OVERSTAY_RISK,2,1,30,29,TRITON,FRONTEX,2024-02-09
2023-06-04,BE-US-LAND-00281,LAND,BE,US,BEUS87,AIR,OUT,1,1,1,44,SECURITY_ALERT,7,5,32,32,JOINT_OPS_OTHER,AIRPORT_AUTHORITY,2025-09-08
2023-06-11,DK-CZ-LAND-00282,LAND,DK,CZ,DKCZ88,SEA,IN,0,0,0,56,DOCS_INVALID,20,14,40,38,POSEIDON,EU_LISA,2026-01-07
2023-06-18,GR-HU-LAND-00283,LAND,GR,HU,GRHU89,RAIL,OUT,0,0,0,43,OTHER,18,13,42,31,INDALO,PORT_AUTHORITY,2025-01-26
