tax_incent_incentive_fiscal_year,tax_incent_incentive_program_id,tax_incent_incentive_type_code,tax_incent_eligible_industry_naics,tax_incent_eligible_activity_code,tax_incent_applications_received,tax_incent_applications_approved,tax_incent_credits_authorized_usd,tax_incent_credits_claimed_usd,tax_incent_beneficiaries_count,tax_incent_jobs_promised_count,tax_incent_jobs_created_verified,tax_incent_capital_investment_promised,tax_incent_capital_investment_verified,tax_incent_clawback_trigger_flag,tax_incent_recapture_amount_usd,tax_incent_performance_reporting_compliance,tax_incent_cost_per_job_estimate,tax_incent_equity_targeting_flag,tax_incent_sunset_date_program
2023,INC000000147,OTHER,423450,TRAINING,312,194,371352153.51,349203471.35,234018,92284,40390,22136602628.47,21601660377.0,0,3035222.3,86.38,8645.79,0,2034-09-03
2015,INC000000148,GRANT,621111,CAPEX,34,22,1934018630.32,1385369132.18,247056,115777,72374,17915556427.22,16656910567.4,0,146135075.5,90.71,19141.81,1,2028-07-15
2015,INC000000149,EXEMPTION,512110,BROWNFIELD,2312,1626,106320234.75,111589717.18,163879,23681,11206,5477445125.61,1638326144.48,0,9352149.58,4.96,9958.03,1,2030-05-01
2012,INC000000150,CREDIT,236220,BROWNFIELD,2190,1645,1092570809.06,1139034195.04,37445,94055,65122,1520428844.13,1150105688.19,0,67376700.88,90.57,17490.77,0,2033-05-27
2018,INC000000151,CREDIT,512110,INNOVATION,2374,852,1407762016.19,549060894.56,15930,71533,65317,14675396568.7,5758614276.9,0,182539824.07,94.87,8406.09,0,2028-09-08
2014,INC000000152,LOAN,325412,CLEAN_ENERGY,1079,270,1453802974.53,1311318665.24,214876,46749,42412,23553200579.44,5813746323.11,0,72014957.98,38.1,30918.58,0,2033-07-26
2012,INC000000153,GRANT,445110,EXPORT,842,696,1258063293.52,425593353.41,218006,6101,5322,10233438718.19,9106793082.18,0,93630776.92,73.67,79968.69,0,2030-06-12
2021,INC000000154,ABATEMENT,311811,LOCATION,1806,936,193003391.43,111662764.19,220451,55984,15031,2532280150.76,2507758337.48,0,19019553.98,42.46,7428.83,0,2031-08-12
2021,INC000000155,OTHER,334111,LOCATION,1856,1399,1158988334.37,567220709.58,215463,47056,32297,20359717586.88,19373024055.06,0,172406547.72,77.64,17562.64,0,2035-06-03
2011,INC000000156,CREDIT,541511,BROWNFIELD,1716,1529,266984617.73,90624841.47,219558,71592,33152,16828027082.22,1457749395.88,0,12030317.26,15.87,2733.62,0,2027-11-25
2015,INC000000157,CREDIT,311811,CLEAN_ENERGY,2263,800,1949340970.75,1982540733.84,61296,83111,45316,17271342085.72,12430052149.62,0,235544501.46,46.7,43749.24,0,2026-11-24
2009,INC000000158,REBATE,236220,INNOVATION,952,644,1974454840.98,1066132614.59,24127,104669,46004,24899151707.01,15135198081.49,0,162985827.79,0.16,23174.78,1,2035-11-06
2010,INC000000159,CREDIT,445110,HIRING,81,71,1790898202.61,338611611.74,180343,83509,63391,23811789495.92,5284023926.61,0,164311237.86,27.96,5341.64,0,2032-10-28
2017,INC000000160,CREDIT,423450,CAPEX,350,157,514178193.12,273520366.64,57604,95289,45792,18835329314.44,14586433050.09,0,7701285.39,20.42,5973.1,0,2035-07-24
2018,INC000000161,CREDIT,454110,BROWNFIELD,464,219,1516679369.42,935140337.69,107667,11187,6307,663335496.28,98611218.55,0,165708761.86,58.54,148270.23,1,2031-01-17
2009,INC000000162,GRANT,236220,R_AND_D,2310,719,1809076509.75,1377324654.72,125869,55455,49459,1999174027.39,1539463791.76,0,95632842.41,93.23,27847.81,0,2027-06-09
2010,INC000000163,CREDIT,541511,EXPORT,713,607,285424601.35,248176330.68,52957,118355,96019,10472815630.93,1009659306.02,0,22913444.6,46.08,2584.66,1,2035-10-08
2018,INC000000164,REBATE,237310,CAPEX,351,263,20101696.89,16216883.16,170056,107473,71910,2361828616.55,802496665.62,0,1485153.21,46.15,225.52,0,2034-11-04
2014,INC000000165,CREDIT,454110,R_AND_D,2168,926,668477677.29,425441061.35,147980,103668,11478,23706186078.37,5211443360.76,0,94355557.72,6.3,37065.78,0,2034-01-18
2023,INC000000166,OTHER,311811,HIRING,1978,1557,773065640.02,304010179.77,7094,58016,8086,6122887965.83,4303965836.84,0,947394.33,43.56,37597.1,0,2031-05-25
2015,INC000000167,REBATE,334111,EXPORT,192,102,718313037.16,398603304.26,199979,62377,41506,9967720797.03,5862206080.48,0,50371260.58,73.32,9603.51,1,2026-01-01
2012,INC000000168,GRANT,541511,BROWNFIELD,1971,1253,1734456774.92,1698057400.03,218323,3685,3685,13668703662.08,4332492841.27,0,82379169.96,75.32,460802.55,1,2034-12-30
2023,INC000000169,CREDIT,237310,HIRING,2116,1736,1268944867.63,1136184770.61,240161,53169,6087,5123859443.44,505391134.35,1,99029092.54,82.79,186657.59,1,2026-11-30
2011,INC000000170,GRANT,445110,CLEAN_ENERGY,770,481,376374481.08,311867407.28,36463,55238,53664,23693468135.26,2859044119.03,0,16052874.79,29.7,5811.48,0,2034-08-12
2014,INC000000171,CREDIT,454110,CLEAN_ENERGY,725,616,847151032.62,391454325.1,226541,32903,31966,10455798006.26,7079422138.2,0,107146598.5,32.67,12245.96,1,2029-10-06
2015,INC000000172,CREDIT,311811,INNOVATION,1318,1147,1980116992.61,1681844932.82,41518,89903,83749,7765186196.26,5087352320.01,0,19011378.89,12.72,20081.97,0,2029-03-22
2017,INC000000173,EXEMPTION,621111,LOCATION,1565,1003,788657804.41,292355382.02,57819,108036,97393,1372091703.71,1398605859.57,0,83710676.73,67.15,3001.81,0,2033-09-07
2011,INC000000174,CREDIT,311811,CAPEX,699,652,1481129985.07,459731997.35,67174,81236,30461,16323867807.95,16325563680.8,0,210548805.24,12.76,15092.48,0,2029-10-10
2017,INC000000175,CREDIT,237310,BROWNFIELD,1687,1121,1681740277.47,312822699.97,136979,13185,2443,14450084382.39,1451203546.95,0,194115656.12,4.87,128048.59,1,2026-11-03
2013,INC000000176,GRANT,541511,INNOVATION,1045,946,609461942.16,597418025.33,235364,37671,14512,21200513670.09,14230982055.79,0,23527130.41,55.36,41167.17,1,2026-08-04
2024,INC000000177,CREDIT,621111,R_AND_D,1928,1795,551170543.11,498877787.24,69656,42768,31241,6103843908.01,5527814139.8,0,30604640.06,31.6,15968.69,0,2027-03-16
2025,INC000000178,GRANT,445110,HIRING,1399,839,5149867.67,3155481.74,126186,62995,37480,10148901218.18,5858294513.3,0,689907.44,45.75,84.19,0,2026-01-04
2025,INC000000179,ABATEMENT,236220,TRAINING,262,77,1884260905.33,1568757967.37,128959,29041,18364,17388999988.53,6055766156.73,0,69347962.79,87.98,85425.72,1,2027-05-14
2025,INC000000180,OTHER,512110,LOCATION,2073,1039,10675410.93,7774537.48,52662,28575,3870,19137877834.09,19155539812.65,0,427051.38,93.18,2008.92,1,2029-11-02
2022,INC000000181,CREDIT,325412,CLEAN_ENERGY,316,289,1226967838.88,1045326970.79,230943,63401,59939,9276988414.45,3199447512.11,0,34273402.09,14.7,17439.85,0,2032-03-27
2010,INC000000182,OTHER,512110,LOCATION,1483,504,459782114.84,187028086.17,219072,2933,619,14583731600.55,10031606647.8,0,14777848.92,59.48,302145.54,1,2026-12-13
2018,INC000000183,CREDIT,512110,BROWNFIELD,1084,829,1257749330.38,467334805.79,155232,96486,46986,8561752597.66,6602888013.25,1,76473220.5,99.71,9946.26,1,2033-03-01
2019,INC000000184,ABATEMENT,334111,EXPORT,1012,307,1366274301.53,1197632572.12,125373,105625,15001,15206157844.37,1155699658.05,0,186577987.28,51.34,79836.85,0,2029-04-19
2014,INC000000185,CREDIT,237310,CAPEX,2349,659,1992815514.54,419958490.17,244156,108850,35825,5988553877.7,1993758425.03,0,161341953.85,86.83,11722.5,1,2034-11-06
2010,INC000000186,LOAN,512110,HIRING,1740,684,1172157581.65,793424786.26,124764,9010,1462,19614933298.27,7514930555.28,0,153103340.43,82.06,542698.21,1,2030-04-21
2016,INC000000187,CREDIT,541511,EXPORT,812,263,658799062.47,661073906.18,186203,6091,1107,2400442758.01,1240508965.46,0,27903969.68,49.37,597176.07,0,2030-04-23
2024,INC000000188,ABATEMENT,423450,CLEAN_ENERGY,727,661,1220902540.16,360185129.34,165262,64810,37995,13064951409.73,12840249686.32,0,62073285.93,91.66,9479.8,0,2027-07-11
2008,INC000000189,CREDIT,454110,TRAINING,2157,1835,950182106.5,697555238.18,178901,38199,28497,19671240147.7,5791439043.48,0,10994371.48,46.98,24478.2,1,2027-10-14
2015,INC000000190,REBATE,621111,INNOVATION,345,207,848773449.12,539708087.89,105132,54611,46784,611400513.29,216005274.5,0,46973340.31,91.6,11536.17,0,2031-04-16
2014,INC000000191,CREDIT,454110,R_AND_D,1011,273,1712231412.83,524729384.75,135169,40027,5266,9413729894.11,9403712820.36,0,130739188.69,49.98,99644.77,1,2028-07-29
2021,INC000000192,ABATEMENT,423450,CAPEX,2193,1073,682864549.02,361112253.14,244987,8507,6316,11748767722.96,5706007563.34,0,26483242.5,88.41,57174.2,0,2027-10-07
2024,INC000000193,CREDIT,423450,BROWNFIELD,1510,984,202438875.41,132955234.31,150188,87852,33812,1821222775.98,1521786270.78,0,28883124.49,74.4,3932.19,0,2028-05-02
2023,INC000000194,CREDIT,512110,BROWNFIELD,1262,1103,112766718.7,116195939.67,170838,69190,37392,3620090964.05,3418971302.82,0,15385150.24,27.19,3107.51,1,2033-05-15
2010,INC000000195,REBATE,236220,R_AND_D,1004,544,1432859706.73,990857064.17,138847,42679,9196,11307179024.46,4462950257.39,0,142105345.45,72.49,107748.7,1,2034-09-24
2025,INC000000196,CREDIT,325412,BROWNFIELD,134,76,1487029643.9,1042173594.54,101792,82353,82353,15819469148.48,1398771217.91,0,163405763.01,80.76,12654.96,0,2034-04-11
2011,INC000000197,GRANT,325412,R_AND_D,1277,783,1906997539.09,448225343.54,1488,27552,27552,12124319179.16,1973451451.15,0,21693925.89,84.48,16268.34,0,2030-01-21
2015,INC000000198,CREDIT,621111,INNOVATION,1282,669,867405446.69,193640907.65,121190,48374,46373,3058607087.99,2398727306.52,0,109846626.53,44.12,4175.73,0,2032-10-15
2007,INC000000199,CREDIT,423450,INNOVATION,1970,597,583969851.29,160667932.86,17201,119796,97653,5847194266.77,304989033.6,0,21590728.35,18.34,1645.29,0,2030-03-12
2022,INC000000200,ABATEMENT,445110,EXPORT,67,47,1357955916.93,911819168.92,123895,60855,20726,2789298262.84,2504129951.89,0,35256638.92,24.1,43993.98,0,2033-11-17
2016,INC000000201,CREDIT,311811,R_AND_D,785,350,1637592188.35,1485965662.85,58149,3840,2667,22566928882.5,10236476004.98,0,28968619.34,8.6,557167.48,0,2033-10-16
2011,INC000000202,REBATE,237310,CAPEX,222,181,1638034086.67,931304802.88,36400,95735,91157,22173093562.88,1495676456.84,0,145904108.24,85.52,10216.49,0,2028-11-24
2010,INC000000203,GRANT,325412,INNOVATION,296,255,1749741313.45,1161747232.11,143174,82146,10816,16251533665.76,6902681861.28,0,191249944.45,94.27,107410.06,1,2026-11-09
2021,INC000000204,ABATEMENT,237310,TRAINING,141,69,1788088562.63,611049187.1,106897,117759,73757,3565741009.97,1464261871.83,0,267401264.98,22.14,8284.63,1,2029-03-30
2012,INC000000205,ABATEMENT,236220,CAPEX,1390,479,897290379.67,526801952.1,221127,89937,89937,8378145518.04,1606019780.02,0,308826.55,63.12,5857.46,1,2034-05-10
2014,INC000000206,CREDIT,423450,EXPORT,1180,747,1535406853.5,293429817.61,210561,17849,2309,5710466535.22,4712538762.0,0,125135962.37,37.99,127080.91,0,2033-10-15
2019,INC000000207,GRANT,445110,INNOVATION,162,129,691312267.64,337943261.16,236127,17125,14723,11730804342.38,1950001603.73,0,24719278.73,59.67,22953.42,0,2032-10-04
2013,INC000000208,GRANT,325412,LOCATION,2473,1150,1922637751.61,672819786.68,164771,29690,20564,7151917320.77,4339974170.83,0,233286212.23,46.47,32718.33,0,2032-02-29
2010,INC000000209,GRANT,334111,CAPEX,1946,987,448968258.48,375221312.93,220656,82135,64679,192367872.31,101319599.61,0,8879313.11,25.72,5801.29,0,2031-03-14
2009,INC000000210,GRANT,423450,EXPORT,735,403,1964440185.69,770244646.54,167877,72912,49815,19371409704.71,5476465613.68,0,180073592.1,97.38,15462.1,1,2029-02-23
2008,INC000000211,ABATEMENT,512110,TRAINING,2162,544,1493169237.12,1105132877.44,15063,62669,9608,13524500300.31,9969777584.61,0,199840560.13,28.28,115022.16,0,2026-10-19
2025,INC000000212,CREDIT,334111,EXPORT,1966,556,1766160350.32,583427852.95,59791,31061,28501,13003576116.31,999738854.31,0,197642202.4,10.15,20470.43,0,2034-09-17
2022,INC000000213,CREDIT,311811,CAPEX,1245,708,1110257650.62,773783664.71,85385,49872,39198,22679129073.76,14972900588.0,0,81623477.84,97.92,19740.39,0,2027-06-25
2007,INC000000214,GRANT,541511,LOCATION,255,191,199616301.1,85924787.89,117194,68212,49700,17063843293.79,2453249549.5,0,3048507.68,85.73,1728.87,0,2029-09-03
2011,INC000000215,CREDIT,325412,CLEAN_ENERGY,1455,715,1487216445.31,752450798.29,52472,11723,11263,14394538753.5,3007258270.58,0,202451305.61,88.61,66807.32,0,2035-09-27
2007,INC000000216,ABATEMENT,237310,LOCATION,273,140,1910789493.71,473373155.22,220676,90878,63409,6988652896.23,4229006747.86,0,89248029.72,77.32,7465.39,1,2034-05-15
2015,INC000000217,CREDIT,541511,CLEAN_ENERGY,1111,301,1527056552.8,509754138.17,195536,52570,14940,1985122009.19,1046276415.16,0,2998642.65,37.04,34120.09,0,2034-10-18
2023,INC000000218,CREDIT,454110,LOCATION,1363,685,60654920.89,50413523.1,170892,51441,24839,1100645259.65,771428683.81,0,237457.19,68.48,2029.61,1,2027-03-17
2023,INC000000219,ABATEMENT,237310,INNOVATION,453,207,1986488255.33,817642565.73,123317,26703,16472,19888860442.77,9477128655.5,0,27880234.06,26.76,49638.33,0,2032-11-05
2016,INC000000220,CREDIT,311811,TRAINING,2456,1168,324639469.28,89344295.31,88958,58097,19173,21675067908.3,17967591488.09,0,14899552.65,58.67,4659.9,0,2029-05-29
2015,INC000000221,CREDIT,423450,TRAINING,2384,849,1592538913.96,1622855372.76,179746,10981,6529,21437716013.26,10458963783.6,0,224695516.1,86.46,248561.09,1,2030-10-31
2011,INC000000222,CREDIT,311811,INNOVATION,364,116,1670752569.05,621715814.99,221913,35332,28867,17289526521.36,13038087036.57,0,106076829.02,5.86,21537.25,0,2031-09-16
2022,INC000000223,CREDIT,541511,R_AND_D,2064,1930,1808410622.57,357955834.39,247580,74379,64172,14396095823.76,10461951825.54,0,11451366.34,82.6,5578.07,1,2029-06-11
2025,INC000000224,GRANT,325412,CAPEX,301,160,951487715.79,682595560.04,57941,53482,31257,20408044863.61,15394354104.91,0,94871790.78,1.65,21838.17,1,2033-01-20
2022,INC000000225,CREDIT,445110,BROWNFIELD,589,396,981396660.31,162335399.4,136475,93818,24703,17269419682.35,8607305776.26,0,18563882.14,32.36,6571.49,0,2033-01-26
2013,INC000000226,GRANT,512110,CAPEX,1300,637,1739105343.64,564770782.52,124760,52114,17816,3792587456.53,2230656533.29,0,60183241.07,81.02,31700.2,0,2034-03-30
2021,INC000000227,GRANT,311811,LOCATION,2197,839,1186374341.4,889188334.65,110979,77631,60178,7491244336.65,3227284454.16,0,88465363.68,59.82,14775.97,1,2029-05-02
2016,INC000000228,CREDIT,311811,EXPORT,942,586,590932089.76,518102089.64,139564,87269,45135,24109377774.32,19149032785.34,0,3795446.8,21.16,11478.94,0,2034-05-30
2022,INC000000229,CREDIT,445110,CLEAN_ENERGY,1314,607,1649923997.36,1459877451.4,60863,42773,40352,24166188881.14,24608226788.12,0,32234402.64,23.05,36178.56,0,2035-11-02
2025,INC000000230,EXEMPTION,237310,HIRING,2220,1632,1241703962.24,400348807.79,24094,27883,6061,21999394008.27,5903285454.05,0,172697471.71,90.36,66053.26,0,2029-02-22
2024,INC000000231,REBATE,325412,R_AND_D,713,297,1870132471.69,699729311.76,149812,53529,35834,22265822391.35,2970607074.37,0,131266292.68,43.09,19526.97,1,2030-06-30
2012,INC000000232,ABATEMENT,325412,INNOVATION,809,617,1119804286.94,592603221.09,90468,70553,39440,8874560791.0,907910336.9,0,98005711.87,29.39,15025.44,0,2030-06-30
2010,INC000000233,EXEMPTION,454110,INNOVATION,184,103,1344896301.46,1095632462.94,103650,33924,17168,20844264934.7,14949247045.68,0,187225586.42,98.68,63818.29,0,2029-10-14
2007,INC000000234,ABATEMENT,541511,BROWNFIELD,1550,1276,1077042069.85,1123997834.0,90131,92261,17695,6487439225.04,2897338592.6,0,35294583.68,56.55,63520.65,1,2034-05-26
2022,INC000000235,ABATEMENT,445110,TRAINING,313,235,302653156.2,205546839.69,198186,14147,12605,13233398442.99,5202553864.35,0,35492372.85,16.58,16306.77,1,2028-12-22
2018,INC000000236,GRANT,325412,HIRING,1649,510,1029414856.4,664254808.42,140098,53416,17810,8724098492.38,7864141050.19,0,101222167.29,50.13,37296.73,0,2026-06-03
2018,INC000000237,REBATE,237310,CLEAN_ENERGY,2455,1509,935239257.96,333209667.0,129593,9031,8064,7238995922.88,4926862264.01,0,86883077.9,74.26,41320.64,0,2032-03-26
2019,INC000000238,ABATEMENT,423450,INNOVATION,1482,661,1863376116.76,1506240647.41,25137,108784,93363,24716518682.82,20871292730.82,1,59276797.11,46.2,16133.16,1,2032-10-02
2011,INC000000239,EXEMPTION,541511,EXPORT,461,171,1735116715.28,1472118537.75,112912,72991,17718,750707243.5,578714991.23,0,172308605.43,43.1,83086.04,0,2027-12-16
2016,INC000000240,CREDIT,454110,LOCATION,1173,1034,1386675796.69,563968805.55,20564,74519,23272,16227631581.83,14461024622.85,1,39804152.67,66.67,24233.79,0,2029-04-09
2019,INC000000241,GRANT,236220,TRAINING,1535,450,1897974434.39,566520268.41,211613,64796,46993,4903233240.93,4438444719.9,0,50563822.86,58.33,12055.42,0,2032-07-14
2025,INC000000242,CREDIT,237310,HIRING,2188,926,1805125902.41,1553555188.38,218429,64237,50462,6335546941.45,4684108461.46,0,33894699.7,72.39,30786.64,0,2031-07-02
2023,INC000000243,REBATE,236220,INNOVATION,1541,1032,219092858.62,103869128.95,175545,63369,12097,11857353370.74,8480920863.68,0,24406415.9,80.55,8586.35,0,2031-02-13
2019,INC000000244,EXEMPTION,512110,CLEAN_ENERGY,119,76,246695695.62,33381903.85,168643,58136,58136,20630592689.7,10912064268.81,0,16695696.46,34.5,574.2,0,2026-03-16
2017,INC000000245,CREDIT,621111,TRAINING,1588,1235,986455688.61,610973443.81,202732,16884,6721,10521226743.18,7922456133.5,0,53970153.45,49.38,90905.14,0,2027-10-02
2009,INC000000246,OTHER,445110,R_AND_D,311,252,1353456561.28,478402962.55,183894,99827,99827,17965835522.83,1178289428.81,1,52500778.76,62.17,4792.32,1,2032-09-23
2007,INC000000247,CREDIT,236220,BROWNFIELD,1337,425,1864730034.54,858937469.59,205079,29878,11129,12617793471.13,1945617121.74,0,203646582.83,97.64,77180.11,0,2032-02-14
2013,INC000000248,GRANT,445110,R_AND_D,2086,1897,1729814149.66,1234593269.53,163560,60857,37768,8521107704.66,4034477600.45,0,90548181.99,78.89,32688.87,1,2032-10-07
2023,INC000000249,CREDIT,236220,TRAINING,60,34,1662956273.38,194073622.4,52449,67797,32877,7521771191.68,7130677128.23,0,99488408.72,11.72,5903.02,1,2032-10-01
2017,INC000000250,EXEMPTION,311811,INNOVATION,155,143,937025658.07,236192922.84,105397,61050,40306,15475114098.72,3207632709.29,0,138081617.98,18.15,5859.99,0,2027-06-30
2012,INC000000251,LOAN,325412,EXPORT,2318,677,639766611.5,168558983.39,8713,69896,69205,705847781.3,342703357.53,0,10336177.88,19.79,2435.65,1,2031-10-19
2015,INC000000252,REBATE,454110,R_AND_D,2186,1754,1676480512.95,1747516817.05,52106,18528,15227,2236634843.55,1133403261.19,0,30872917.45,24.91,114764.35,0,2032-06-28
2016,INC000000253,LOAN,541511,CAPEX,1199,493,750710387.33,515492508.95,159394,49961,30452,19964093435.66,5404394682.47,0,28120493.83,74.8,16928.03,0,2034-03-29
2022,INC000000254,GRANT,512110,CAPEX,755,561,1469431585.05,603342401.78,152958,58953,45871,16481541868.08,6255648271.03,1,60796538.06,23.96,13153.02,1,2028-02-05
2022,INC000000255,GRANT,541511,HIRING,556,151,1000514851.39,208974691.53,88845,61298,18716,19450304989.33,10764768135.68,0,11636951.78,2.16,11165.56,0,2028-07-24
2025,INC000000256,EXEMPTION,236220,R_AND_D,1909,1731,763093772.85,341335330.71,55056,36931,12441,8559530807.74,5533720912.52,0,39839363.29,65.46,27436.33,1,2028-03-07
2025,INC000000257,GRANT,423450,CAPEX,2308,1925,287586223.06,209484382.78,156287,41195,36955,18208222895.28,16492911732.38,0,41521390.04,81.03,5668.63,0,2028-03-29
2014,INC000000258,REBATE,334111,INNOVATION,2353,1274,1973687976.49,1586210067.18,20638,89717,74270,24542521993.61,24532425058.16,0,153509015.77,94.26,21357.35,0,2030-11-28
2013,INC000000259,CREDIT,236220,CAPEX,2459,1343,1995622608.53,2001624233.95,189170,94103,58791,19675383503.49,10261952494.09,0,12549611.42,41.47,34046.44,0,2034-09-30
2014,INC000000260,CREDIT,541511,CAPEX,2049,1265,878192812.42,406725092.48,41066,42092,15916,20985327660.73,6823002130.26,0,65598618.7,33.45,25554.48,0,2032-09-27
2025,INC000000261,GRANT,445110,CLEAN_ENERGY,200,167,436385410.87,244004511.14,122425,93305,28618,6401210923.84,6269921400.62,0,47718312.95,23.75,8526.26,0,2030-08-21
2023,INC000000262,CREDIT,621111,BROWNFIELD,138,57,1285892507.34,802315973.64,41712,19173,16757,10137261285.54,8591544936.4,0,81695809.94,64.06,47879.45,1,2035-07-11
2018,INC000000263,ABATEMENT,236220,LOCATION,701,607,280163044.65,205952045.7,209143,6894,5646,22971193195.03,16378034842.38,0,26825072.5,65.69,36477.51,0,2031-08-12
2020,INC000000264,CREDIT,236220,BROWNFIELD,1650,473,238026448.97,65595133.68,204930,38711,13877,1182489071.11,609724362.11,0,7597927.88,84.04,4726.9,0,2027-01-09
2007,INC000000265,REBATE,541511,TRAINING,2173,1609,1886372255.98,1318592133.97,42374,98125,52250,12145318854.93,10790130320.31,0,89027171.82,3.05,25236.21,0,2030-05-02
2007,INC000000266,GRANT,334111,BROWNFIELD,732,410,1204292827.42,227426004.81,181107,2334,1383,20152540475.61,3086889779.96,0,21271688.11,21.0,164443.97,0,2028-10-23
2010,INC000000267,LOAN,237310,TRAINING,308,169,1753037176.16,545259349.06,98217,102135,38261,8152874742.31,5370848459.53,0,256292350.09,78.39,14251.05,0,2033-05-07
2008,INC000000268,REBATE,325412,EXPORT,1263,646,1750877229.62,872168574.94,54768,84800,38277,410051674.16,352381843.9,0,18650668.99,23.45,22785.71,0,2033-12-11
2024,INC000000269,EXEMPTION,423450,HIRING,1560,1186,160919299.84,113939686.67,161841,31411,24846,6605535698.16,3072841361.25,1,9404348.09,68.19,4585.84,0,2030-06-12
