qol_green_reference_year,qol_green_city_id,qol_green_country_iso2,qol_green_population_city,qol_green_green_space_m2_per_capita,qol_green_tree_canopy_cover_pct,qol_green_park_access_10min_walk_pct,qol_green_active_mobility_infrastructure_index,qol_green_air_quality_index,qol_green_noise_exposure_index,qol_green_heat_island_index,qol_green_flood_risk_exposure_pct,qol_green_waste_recycling_rate_pct,qol_green_water_leakage_rate_pct,qol_green_public_transport_accessibility_index,qol_green_housing_energy_efficiency_index,qol_green_climate_neutral_city_mission_flag,qol_green_data_source,qol_green_last_update_date,qol_green_data_extract_date
2021,CITY_AT_5958,AT,1385608,54.14,16.93,79.97,60.86,63.41,61.24,34.58,15.3,47.1,9.9,40.88,91.69,0,EEA_CITY_ENV_EXPORT,2020-01-04,2024-06-21
2022,CITY_CZ_5995,CZ,4262017,15.66,19.77,54.15,67.88,60.14,60.23,21.17,13.07,54.67,25.29,98.32,65.38,0,URBAN_AUDIT,2020-02-10,2025-01-26
2023,CITY_DE_0032,DE,7519629,61.48,29.69,70.94,26.66,76.96,30.23,58.65,9.35,42.07,18.29,47.28,79.49,0,COPERNICUS_URBAN_ATLAS,2020-03-18,2025-04-07
2024,CITY_LV_0069,LV,1216198,52.24,15.14,54.95,80.73,63.92,55.54,32.9,17.35,46.55,8.87,53.06,76.37,0,CITY_ADMIN_DATA,2020-04-24,2025-04-23
2025,CITY_PL_0106,PL,5121636,29.15,8.48,56.21,57.47,67.24,47.45,44.44,18.3,52.69,16.08,58.49,81.61,0,EEA_CITY_ENV_EXPORT,2020-05-31,2025-10-16
2006,CITY_ES_0143,ES,4724632,55.65,12.66,65.21,44.42,68.21,61.95,67.47,16.88,46.9,13.68,85.37,61.01,0,URBAN_AUDIT,2020-07-07,2026-01-11
2007,CITY_HR_0180,HR,2252285,31.37,22.57,71.13,43.72,58.37,31.27,36.14,13.5,22.56,22.08,100.0,78.03,0,COPERNICUS_URBAN_ATLAS,2020-08-13,2024-01-29
2008,CITY_FI_0217,FI,1936258,51.4,20.63,65.78,39.98,84.88,78.42,54.28,1.4,36.67,13.96,52.4,81.99,0,CITY_ADMIN_DATA,2020-09-19,2025-01-14
2009,CITY_IE_0254,IE,4569590,24.05,26.26,93.16,43.41,43.01,28.81,57.84,5.69,23.59,8.3,59.86,33.52,0,EEA_CITY_ENV_EXPORT,2020-10-26,2025-08-20
2010,CITY_MT_0291,MT,2212414,38.35,26.47,87.33,68.36,41.87,55.1,58.56,18.85,52.28,21.56,92.17,68.05,0,URBAN_AUDIT,2020-12-02,2024-07-28
2011,CITY_SK_0328,SK,3529798,47.86,37.62,83.87,38.89,43.6,40.09,29.45,14.5,54.54,9.08,83.01,42.5,0,COPERNICUS_URBAN_ATLAS,2021-01-08,2025-07-27
2012,CITY_BE_0365,BE,2938802,42.11,24.5,66.35,46.5,44.55,60.72,74.37,19.59,31.57,17.8,41.87,72.43,0,CITY_ADMIN_DATA,2021-02-14,2024-07-14
2013,CITY_DK_0402,DK,3596789,63.29,13.21,80.91,52.37,66.67,37.73,55.43,13.83,37.71,25.6,46.56,50.92,0,EEA_CITY_ENV_EXPORT,2021-03-23,2025-04-15
2014,CITY_GR_0439,GR,1527068,29.61,30.63,64.38,78.64,44.41,57.07,65.63,1.83,22.58,18.44,80.73,50.22,0,URBAN_AUDIT,2021-04-29,2024-05-04
2015,CITY_LT_0476,LT,798098,60.55,38.11,90.28,36.08,87.19,68.25,64.24,7.48,28.96,19.4,52.21,79.29,0,COPERNICUS_URBAN_ATLAS,2021-06-05,2024-05-16
2016,CITY_PT_0513,PT,1480400,42.64,13.16,58.38,78.1,44.79,86.89,72.76,16.92,44.94,6.43,76.07,44.71,0,CITY_ADMIN_DATA,2021-07-12,2025-10-02
2017,CITY_SE_0550,SE,2999208,64.93,32.48,91.83,37.12,40.38,83.23,45.15,15.35,64.91,16.11,69.72,84.67,0,EEA_CITY_ENV_EXPORT,2021-08-18,2024-12-23
2018,CITY_CY_0587,CY,5124876,46.17,27.15,86.37,42.34,67.44,71.55,72.66,11.92,28.19,5.72,68.92,65.15,0,URBAN_AUDIT,2021-09-24,2025-03-25
2019,CITY_FR_0624,FR,2069400,51.17,28.76,66.25,27.82,37.27,41.65,55.55,16.68,16.68,22.12,75.81,84.32,0,COPERNICUS_URBAN_ATLAS,2021-10-31,2025-05-26
2020,CITY_IT_0661,IT,5128620,31.22,37.55,91.84,23.38,36.41,56.49,31.39,10.4,42.19,5.77,52.02,86.93,0,CITY_ADMIN_DATA,2021-12-07,2024-02-29
2021,CITY_NL_0698,NL,4631293,62.53,36.48,65.2,50.63,65.65,31.78,51.97,16.39,29.12,17.15,74.16,69.13,0,EEA_CITY_ENV_EXPORT,2022-01-13,2025-04-02
2022,CITY_SI_0735,SI,3356982,51.21,27.99,75.58,23.58,56.03,73.84,75.88,12.51,35.36,24.25,99.37,63.34,0,URBAN_AUDIT,2022-02-19,2025-07-18
2023,CITY_BG_0772,BG,410162,30.03,17.94,53.95,77.7,51.13,63.31,59.36,12.75,40.51,17.91,73.28,60.62,0,COPERNICUS_URBAN_ATLAS,2022-03-28,2024-04-19
2024,CITY_EE_0809,EE,4785045,33.2,34.98,76.87,36.56,36.35,38.78,54.41,16.41,47.27,21.26,73.27,66.59,0,CITY_ADMIN_DATA,2022-05-04,2024-11-23
2025,CITY_HU_0846,HU,3656677,28.7,23.74,58.87,77.99,43.66,68.66,18.31,8.67,37.94,10.96,56.67,38.02,0,EEA_CITY_ENV_EXPORT,2022-06-10,2025-02-17
2006,CITY_LU_0883,LU,4081345,24.67,22.9,49.2,58.32,51.65,34.13,59.85,13.96,48.06,13.99,68.19,48.0,0,URBAN_AUDIT,2022-07-17,2024-02-07
2007,CITY_RO_0920,RO,1495773,46.3,14.1,73.33,57.54,72.62,78.19,32.32,18.22,27.44,25.66,64.38,64.76,0,COPERNICUS_URBAN_ATLAS,2022-08-23,2025-11-27
2008,CITY_AT_0957,AT,4376368,24.99,9.52,45.48,23.77,86.79,38.13,24.46,10.33,41.07,20.53,96.37,42.22,0,CITY_ADMIN_DATA,2022-09-29,2025-12-27
2009,CITY_CZ_0994,CZ,4857575,61.45,28.46,83.46,75.06,43.68,64.31,31.0,6.47,47.13,20.43,71.45,54.5,0,EEA_CITY_ENV_EXPORT,2022-11-05,2024-08-25
2010,CITY_DE_1031,DE,6183723,53.83,15.13,68.8,67.56,47.85,39.27,35.74,9.94,23.49,17.33,45.18,67.51,0,URBAN_AUDIT,2022-12-12,2024-05-26
2011,CITY_LV_1068,LV,6036636,22.27,9.11,81.56,69.24,79.72,69.74,25.05,2.82,37.02,8.29,59.63,66.49,0,COPERNICUS_URBAN_ATLAS,2023-01-18,2024-11-16
2012,CITY_PL_1105,PL,303893,23.89,8.72,69.96,62.36,75.64,58.71,54.63,9.11,35.18,12.61,50.12,54.4,0,CITY_ADMIN_DATA,2023-02-24,2024-02-28
2013,CITY_ES_1142,ES,1082031,46.6,30.29,52.74,52.55,55.01,43.35,50.08,7.35,23.28,7.89,81.34,64.7,0,EEA_CITY_ENV_EXPORT,2023-04-02,2024-07-10
2014,CITY_HR_1179,HR,929478,45.75,36.98,65.71,54.79,60.54,38.73,30.71,9.11,26.4,9.68,64.58,38.97,0,URBAN_AUDIT,2023-05-09,2026-01-02
2015,CITY_FI_1216,FI,2136326,53.86,25.72,78.49,56.67,75.12,55.33,51.43,13.12,50.53,8.75,83.29,86.27,0,COPERNICUS_URBAN_ATLAS,2023-06-15,2024-10-11
2016,CITY_IE_1253,IE,2585220,19.36,28.19,74.5,39.27,47.82,43.32,47.13,8.7,42.05,10.86,55.23,67.52,0,CITY_ADMIN_DATA,2023-07-22,2024-09-06
2017,CITY_MT_1290,MT,3345978,8.94,24.21,56.05,35.3,39.11,45.61,56.95,7.49,46.17,19.26,71.69,45.18,0,EEA_CITY_ENV_EXPORT,2023-08-28,2024-07-07
2018,CITY_SK_1327,SK,773649,11.83,11.8,43.35,79.9,85.7,80.67,50.62,9.9,52.52,10.9,100.0,82.62,0,URBAN_AUDIT,2023-10-04,2024-06-29
2019,CITY_BE_1364,BE,3674512,33.52,29.04,49.94,74.5,68.44,74.17,39.81,10.65,62.91,23.61,56.66,39.62,0,COPERNICUS_URBAN_ATLAS,2023-11-10,2025-08-12
2020,CITY_DK_1401,DK,2698162,60.14,30.32,59.27,67.65,57.46,44.8,63.17,5.04,35.92,14.72,59.98,99.73,0,CITY_ADMIN_DATA,2023-12-17,2026-01-21
2021,CITY_GR_1438,GR,4382354,13.68,27.54,54.85,61.65,48.0,23.0,31.02,6.88,38.05,17.92,53.38,83.39,0,EEA_CITY_ENV_EXPORT,2024-01-23,2025-05-07
2022,CITY_LT_1475,LT,3272664,29.43,21.69,61.57,36.24,53.43,22.82,19.22,11.35,47.81,22.92,46.04,58.64,0,URBAN_AUDIT,2024-02-29,2025-11-21
2023,CITY_PT_1512,PT,1643590,18.63,20.77,60.72,68.46,62.59,85.67,40.32,8.5,49.43,12.55,97.4,41.05,0,COPERNICUS_URBAN_ATLAS,2024-04-06,2024-01-27
2024,CITY_SE_1549,SE,366484,41.69,22.17,56.33,95.65,68.26,52.64,23.86,8.22,40.02,7.73,52.62,83.87,0,CITY_ADMIN_DATA,2024-05-13,2024-07-02
2025,CITY_CY_1586,CY,5123677,35.86,12.17,53.22,63.3,79.02,75.24,20.18,8.48,16.32,7.95,41.84,64.83,0,EEA_CITY_ENV_EXPORT,2024-06-19,2025-08-04
2006,CITY_FR_1623,FR,7427390,12.54,26.37,92.56,46.9,67.74,74.23,71.96,9.39,21.01,13.9,90.96,66.85,0,URBAN_AUDIT,2024-07-26,2024-07-10
2007,CITY_IT_1660,IT,1927877,11.87,17.62,55.14,55.88,43.45,44.79,67.77,11.61,43.34,11.31,69.47,64.66,0,COPERNICUS_URBAN_ATLAS,2024-09-01,2024-04-27
2008,CITY_NL_1697,NL,1715192,48.41,36.92,95.48,29.57,51.17,81.1,63.05,13.91,41.75,18.31,100.0,40.11,0,CITY_ADMIN_DATA,2024-10-08,2024-09-28
2009,CITY_SI_1734,SI,3183979,13.99,26.68,61.18,44.69,46.93,49.27,25.27,16.02,51.02,19.21,38.73,71.41,0,EEA_CITY_ENV_EXPORT,2024-11-14,2025-09-14
2010,CITY_BG_1771,BG,1747645,24.26,14.85,80.27,43.86,36.97,45.86,32.89,5.18,45.25,27.63,77.44,61.75,0,URBAN_AUDIT,2024-12-21,2025-01-19
2011,CITY_EE_1808,EE,5627033,11.32,8.8,47.78,57.26,49.31,82.04,27.61,10.56,49.76,6.29,49.06,47.3,0,COPERNICUS_URBAN_ATLAS,2025-01-27,2025-07-27
2012,CITY_HU_1845,HU,6119038,43.01,18.68,54.13,64.2,35.09,71.36,50.52,11.62,57.27,7.91,57.06,44.35,0,CITY_ADMIN_DATA,2025-03-05,2026-02-19
2013,CITY_LU_1882,LU,4503284,49.98,14.59,70.81,31.93,33.88,25.76,71.12,18.16,36.92,15.35,98.29,50.62,0,EEA_CITY_ENV_EXPORT,2025-04-11,2024-11-14
2014,CITY_RO_1919,RO,6103045,21.1,7.42,74.75,61.34,39.93,47.37,25.61,17.26,44.51,14.97,87.83,51.21,0,URBAN_AUDIT,2025-05-18,2025-04-30
2015,CITY_AT_1956,AT,582283,41.07,28.15,66.1,68.06,68.5,35.75,38.95,6.72,68.4,13.12,76.85,63.98,0,COPERNICUS_URBAN_ATLAS,2025-06-24,2026-01-26
2016,CITY_CZ_1993,CZ,2844635,21.97,13.87,69.8,67.75,72.28,30.27,43.79,15.63,53.13,5.9,85.75,35.69,0,CITY_ADMIN_DATA,2025-07-31,2024-05-09
2017,CITY_DE_2030,DE,1708894,11.68,22.6,97.08,45.28,62.96,35.29,34.08,1.29,30.15,13.53,92.73,70.46,0,EEA_CITY_ENV_EXPORT,2025-09-06,2025-06-27
2018,CITY_LV_2067,LV,805953,50.22,33.33,80.46,35.5,78.15,63.32,23.95,7.82,30.4,12.2,42.9,72.85,0,URBAN_AUDIT,2025-10-13,2024-04-19
2019,CITY_PL_2104,PL,177487,20.3,17.53,84.9,65.85,64.82,26.36,51.69,18.66,47.17,16.28,68.79,72.5,0,COPERNICUS_URBAN_ATLAS,2025-11-19,2025-09-29
2020,CITY_ES_2141,ES,7035922,28.09,23.47,83.79,57.74,86.16,54.77,71.2,16.6,31.72,18.76,63.3,84.64,0,CITY_ADMIN_DATA,2025-12-26,2025-06-16
2021,CITY_HR_2178,HR,4424917,7.79,8.66,78.1,45.33,37.63,28.93,52.36,18.38,58.44,26.96,77.61,43.58,0,EEA_CITY_ENV_EXPORT,2026-02-01,2026-01-03
2022,CITY_FI_2215,FI,3333383,60.38,36.01,51.35,77.23,94.76,45.42,57.56,7.62,21.33,14.75,91.44,89.83,0,URBAN_AUDIT,2010-01-13,2024-07-27
2023,CITY_IE_2252,IE,4560288,45.67,33.31,59.17,75.85,76.88,31.8,17.9,8.15,40.25,6.26,94.0,71.66,0,COPERNICUS_URBAN_ATLAS,2010-02-19,2024-03-23
2024,CITY_MT_2289,MT,3958326,35.07,17.11,72.21,54.29,80.57,29.5,52.84,18.71,44.13,18.09,91.09,70.39,0,CITY_ADMIN_DATA,2010-03-28,2024-09-20
2025,CITY_SK_2326,SK,5954525,33.35,20.7,67.86,60.28,59.93,37.5,45.68,13.48,38.83,10.54,71.72,82.26,1,EEA_CITY_ENV_EXPORT,2010-05-04,2024-06-30
2006,CITY_BE_2363,BE,521849,55.22,20.03,77.71,67.33,57.13,24.19,54.51,12.57,42.46,8.49,80.72,32.07,0,URBAN_AUDIT,2010-06-10,2024-09-03
2007,CITY_DK_2400,DK,4580034,66.87,14.0,86.38,44.94,71.32,80.18,52.76,17.89,28.96,14.49,63.61,87.74,0,COPERNICUS_URBAN_ATLAS,2010-07-17,2024-02-26
2008,CITY_GR_2437,GR,128627,41.2,22.16,51.02,61.54,62.6,62.08,25.74,10.76,24.37,22.34,45.47,56.77,0,CITY_ADMIN_DATA,2010-08-23,2025-07-26
2009,CITY_LT_2474,LT,401288,21.98,12.88,81.81,25.72,64.97,59.11,50.65,5.51,57.89,19.43,71.37,39.91,0,EEA_CITY_ENV_EXPORT,2010-09-29,2024-03-18
2010,CITY_PT_2511,PT,5572914,59.31,16.26,47.87,72.58,62.78,36.93,39.12,3.97,50.72,19.54,92.98,42.68,0,URBAN_AUDIT,2010-11-05,2024-10-16
2011,CITY_SE_2548,SE,779568,23.92,19.75,60.33,65.75,91.17,46.79,64.78,14.81,43.14,21.87,54.67,44.77,0,COPERNICUS_URBAN_ATLAS,2010-12-12,2024-07-12
2012,CITY_CY_2585,CY,4316143,18.16,18.55,72.31,25.53,52.72,49.77,64.48,3.6,45.44,25.88,60.79,35.91,0,CITY_ADMIN_DATA,2011-01-18,2025-06-29
2013,CITY_FR_2622,FR,3883771,17.55,12.58,56.17,69.76,70.46,27.74,54.52,3.84,42.03,10.93,65.04,32.32,0,EEA_CITY_ENV_EXPORT,2011-02-24,2025-03-28
2014,CITY_IT_2659,IT,4825118,60.38,34.16,86.07,26.75,62.45,40.09,87.65,7.34,32.58,10.14,47.42,58.17,0,URBAN_AUDIT,2011-04-02,2024-03-28
2015,CITY_NL_2696,NL,5711822,26.95,13.61,63.78,78.8,39.18,25.22,22.74,21.16,48.29,19.97,96.01,37.01,0,COPERNICUS_URBAN_ATLAS,2011-05-09,2025-12-07
2016,CITY_SI_2733,SI,3614408,29.44,17.13,54.57,24.12,86.76,73.86,22.13,15.21,25.25,22.48,58.21,58.38,0,CITY_ADMIN_DATA,2011-06-15,2025-04-11
2017,CITY_BG_2770,BG,4626531,28.76,8.42,85.08,27.28,35.56,81.18,48.84,12.0,35.88,17.42,54.49,68.25,0,EEA_CITY_ENV_EXPORT,2011-07-22,2024-03-31
2018,CITY_EE_2807,EE,1030376,54.21,13.57,44.56,32.91,42.69,29.15,30.91,16.04,17.42,24.5,59.21,63.07,0,URBAN_AUDIT,2011-08-28,2025-08-19
2019,CITY_HU_2844,HU,2375827,14.99,31.44,90.72,79.61,64.13,70.09,26.28,14.7,32.23,20.97,54.61,62.98,0,COPERNICUS_URBAN_ATLAS,2011-10-04,2025-06-12
2020,CITY_LU_2881,LU,2755686,44.22,13.95,86.7,27.61,62.14,29.36,36.64,11.15,25.86,9.28,40.78,83.5,0,CITY_ADMIN_DATA,2011-11-10,2025-12-01
2021,CITY_RO_2918,RO,2149411,53.59,15.2,81.2,40.03,47.56,24.55,20.03,12.57,31.22,16.86,47.31,52.82,0,EEA_CITY_ENV_EXPORT,2011-12-17,2024-07-31
2022,CITY_AT_2955,AT,5011254,25.54,31.69,61.87,51.63,84.31,54.68,26.57,5.95,71.87,6.27,97.78,93.32,0,URBAN_AUDIT,2012-01-23,2024-12-30
2023,CITY_CZ_2992,CZ,5204120,42.49,22.05,48.56,60.23,35.46,56.44,27.3,11.32,44.44,6.81,93.75,47.28,1,COPERNICUS_URBAN_ATLAS,2012-02-29,2024-07-23
2024,CITY_DE_3029,DE,2819958,14.92,21.35,61.41,27.1,61.2,43.34,49.83,16.44,70.0,6.0,48.57,45.15,1,CITY_ADMIN_DATA,2012-04-06,2024-07-24
2025,CITY_LV_3066,LV,5386798,13.61,23.9,64.95,59.1,49.01,39.33,64.77,18.92,50.18,16.63,85.19,65.46,0,EEA_CITY_ENV_EXPORT,2012-05-13,2025-07-15
2006,CITY_PL_3103,PL,707034,41.93,21.27,95.21,69.74,75.53,59.17,49.65,5.22,50.59,12.23,77.26,64.64,0,URBAN_AUDIT,2012-06-19,2024-09-30
2007,CITY_ES_3140,ES,308525,23.56,12.66,64.14,65.49,50.45,56.56,37.66,1.07,17.96,11.21,74.9,51.78,0,COPERNICUS_URBAN_ATLAS,2012-07-26,2025-05-08
2008,CITY_HR_3177,HR,4380922,34.12,28.3,83.52,60.2,78.19,50.85,48.82,4.08,44.56,13.55,82.33,77.67,0,CITY_ADMIN_DATA,2012-09-01,2025-12-10
2009,CITY_FI_3214,FI,1620064,63.56,25.9,60.66,77.62,37.3,22.92,26.13,3.64,55.38,6.44,51.57,77.39,0,EEA_CITY_ENV_EXPORT,2012-10-08,2024-10-22
2010,CITY_IE_3251,IE,2262128,22.26,24.99,57.7,26.67,55.23,24.79,48.01,9.42,49.16,12.73,100.0,61.6,0,URBAN_AUDIT,2012-11-14,2025-02-19
2011,CITY_MT_3288,MT,3800474,38.47,12.27,43.25,56.86,73.11,78.41,96.97,10.08,49.49,26.01,51.12,32.56,0,COPERNICUS_URBAN_ATLAS,2012-12-21,2024-01-09
2012,CITY_SK_3325,SK,1332882,48.43,24.34,55.13,57.65,51.37,35.35,57.28,10.36,37.23,19.47,88.57,47.97,0,CITY_ADMIN_DATA,2013-01-27,2024-04-24
2013,CITY_BE_3362,BE,3695807,23.19,19.67,55.42,76.16,35.96,62.71,46.86,3.98,40.75,9.38,46.99,61.14,0,EEA_CITY_ENV_EXPORT,2013-03-05,2024-05-26
2014,CITY_DK_3399,DK,4379392,23.32,11.92,70.76,62.81,47.99,40.76,33.65,9.31,57.8,24.24,88.78,61.58,0,URBAN_AUDIT,2013-04-11,2024-08-31
2015,CITY_GR_3436,GR,5694002,40.72,33.29,70.65,23.99,60.47,35.54,59.12,17.59,24.59,15.14,57.13,72.83,0,COPERNICUS_URBAN_ATLAS,2013-05-18,2024-03-04
2016,CITY_LT_3473,LT,2227535,57.62,35.59,58.83,35.35,58.11,58.35,66.92,16.22,55.76,16.81,38.95,38.01,0,CITY_ADMIN_DATA,2013-06-24,2025-12-08
2017,CITY_PT_3510,PT,494519,38.19,34.29,91.87,54.0,70.1,24.87,31.07,13.43,52.98,26.2,56.48,63.18,0,EEA_CITY_ENV_EXPORT,2013-07-31,2025-01-11
2018,CITY_SE_3547,SE,2551770,28.82,16.24,84.2,33.73,56.32,85.92,21.3,11.42,41.94,22.5,38.84,85.1,0,URBAN_AUDIT,2013-09-06,2025-10-04
2019,CITY_CY_3584,CY,4289119,42.15,24.52,52.47,54.09,78.16,74.13,55.85,4.73,40.31,22.38,42.31,48.41,0,COPERNICUS_URBAN_ATLAS,2013-10-13,2025-08-19
2020,CITY_FR_3621,FR,6876502,22.95,26.39,69.81,49.66,79.69,51.89,26.65,12.79,18.23,26.32,42.06,66.35,0,CITY_ADMIN_DATA,2013-11-19,2025-07-17
2021,CITY_IT_3658,IT,6933024,17.1,7.89,44.61,60.18,36.42,29.88,82.8,5.38,43.9,7.53,89.06,49.5,0,EEA_CITY_ENV_EXPORT,2013-12-26,2024-03-08
2022,CITY_NL_3695,NL,2886389,34.55,19.25,62.06,43.44,47.24,53.12,27.43,20.38,25.81,16.74,76.54,90.03,0,URBAN_AUDIT,2014-02-01,2024-09-25
2023,CITY_SI_3732,SI,2439059,23.07,25.52,54.15,72.02,82.53,27.15,73.71,8.08,43.76,19.02,68.99,70.47,1,COPERNICUS_URBAN_ATLAS,2014-03-10,2025-08-11
2024,CITY_BG_3769,BG,392645,51.82,8.89,77.97,30.61,61.1,54.78,39.54,8.59,58.42,13.44,70.53,81.6,0,CITY_ADMIN_DATA,2014-04-16,2025-07-10
2025,CITY_EE_3806,EE,2568553,49.42,25.63,87.85,48.84,34.72,63.07,25.01,12.73,38.64,9.73,83.99,37.79,0,EEA_CITY_ENV_EXPORT,2014-05-23,2024-09-12
2006,CITY_HU_3843,HU,1839032,28.11,12.41,57.96,62.82,42.96,59.04,56.32,1.78,22.64,23.36,87.5,53.54,0,URBAN_AUDIT,2014-06-29,2025-03-16
2007,CITY_LU_3880,LU,531921,34.22,22.66,89.55,51.59,58.31,24.62,40.23,14.1,25.56,11.21,71.83,36.83,0,COPERNICUS_URBAN_ATLAS,2014-08-05,2024-03-30
2008,CITY_RO_3917,RO,203131,18.41,23.35,94.01,42.6,65.3,41.42,33.31,17.61,30.9,30.8,48.81,77.74,0,CITY_ADMIN_DATA,2014-09-11,2025-05-28
2009,CITY_AT_3954,AT,3971767,24.81,30.42,96.2,77.94,45.73,41.8,72.84,6.18,53.34,23.54,46.99,58.16,0,EEA_CITY_ENV_EXPORT,2014-10-18,2024-03-06
2010,CITY_CZ_3991,CZ,1521471,44.89,24.85,72.56,50.72,69.58,47.35,51.39,7.21,33.77,17.98,61.76,67.23,0,URBAN_AUDIT,2014-11-24,2025-09-08
2011,CITY_DE_4028,DE,4796488,33.18,28.18,95.48,80.43,55.98,27.45,60.25,6.03,24.79,23.69,100.0,37.89,0,COPERNICUS_URBAN_ATLAS,2014-12-31,2025-10-14
2012,CITY_LV_4065,LV,5515359,48.58,18.34,89.41,52.75,46.68,81.28,73.24,17.31,41.87,21.16,68.31,35.65,0,CITY_ADMIN_DATA,2015-02-06,2025-05-29
2013,CITY_PL_4102,PL,5392839,55.99,19.91,63.37,26.18,70.02,39.4,31.29,13.79,50.13,20.23,39.13,66.69,0,EEA_CITY_ENV_EXPORT,2015-03-15,2024-06-16
2014,CITY_ES_4139,ES,981794,18.4,24.19,84.1,77.02,35.54,62.52,51.28,16.25,46.0,8.15,85.51,72.02,0,URBAN_AUDIT,2015-04-21,2024-12-03
2015,CITY_HR_4176,HR,379011,56.31,18.99,83.43,74.6,85.61,40.13,58.4,10.06,41.82,25.87,63.99,36.56,0,COPERNICUS_URBAN_ATLAS,2015-05-28,2024-06-11
2016,CITY_FI_4213,FI,334712,47.48,35.08,73.61,69.85,60.54,57.77,59.92,14.84,57.94,26.2,52.54,48.25,0,CITY_ADMIN_DATA,2015-07-04,2026-02-08
2017,CITY_IE_4250,IE,5657375,17.21,15.63,71.15,36.49,58.77,54.7,35.74,9.3,38.82,7.92,82.46,61.36,0,EEA_CITY_ENV_EXPORT,2015-08-10,2025-01-13
2018,CITY_MT_4287,MT,2506755,53.48,29.25,52.5,61.27,45.36,73.64,66.21,7.4,18.7,21.02,47.59,69.77,0,URBAN_AUDIT,2015-09-16,2026-01-28
2019,CITY_SK_4324,SK,1634180,36.83,31.57,71.67,40.33,85.15,45.84,72.54,1.06,33.97,18.4,93.91,51.11,0,COPERNICUS_URBAN_ATLAS,2015-10-23,2025-05-21
2020,CITY_BE_4361,BE,377331,11.58,9.83,65.52,48.02,57.12,39.71,54.96,22.73,61.26,15.69,39.35,84.15,0,CITY_ADMIN_DATA,2015-11-29,2025-11-08
2021,CITY_DK_4398,DK,2446990,27.72,10.33,60.64,91.51,57.05,52.09,17.18,12.0,32.88,9.87,85.91,82.67,0,EEA_CITY_ENV_EXPORT,2016-01-05,2025-07-26
2022,CITY_GR_4435,GR,5584409,46.34,20.46,52.64,62.74,68.63,78.16,59.41,10.16,28.17,23.32,92.05,88.93,1,URBAN_AUDIT,2016-02-11,2024-09-23
2023,CITY_LT_4472,LT,88355,43.75,11.28,77.4,30.43,74.45,34.06,31.7,15.53,40.28,23.22,39.24,55.87,0,COPERNICUS_URBAN_ATLAS,2016-03-19,2026-01-11
2024,CITY_PT_4509,PT,2808082,26.87,18.72,48.95,54.17,47.98,59.37,65.01,15.23,51.59,19.86,98.17,89.43,0,CITY_ADMIN_DATA,2016-04-25,2024-11-24
2025,CITY_SE_4546,SE,6114016,36.92,12.15,51.7,65.26,75.22,86.31,38.15,6.61,49.14,6.25,63.48,65.76,0,EEA_CITY_ENV_EXPORT,2016-06-01,2024-12-01
2006,CITY_CY_4583,CY,4627573,32.12,23.99,71.58,69.64,78.68,85.47,27.81,13.21,46.12,26.55,90.49,73.53,0,URBAN_AUDIT,2016-07-08,2024-11-20
2007,CITY_FR_4620,FR,780462,61.33,19.44,71.63,70.54,61.42,36.87,70.12,7.78,43.08,7.9,56.05,71.36,0,COPERNICUS_URBAN_ATLAS,2016-08-14,2024-07-14
2008,CITY_IT_4657,IT,5829870,49.71,34.07,63.72,46.95,69.72,79.1,84.48,6.92,24.75,13.14,60.46,34.73,0,CITY_ADMIN_DATA,2016-09-20,2025-12-20
2009,CITY_NL_4694,NL,5374578,17.57,10.6,75.35,38.3,45.04,74.25,22.69,19.76,30.3,12.16,76.72,61.02,0,EEA_CITY_ENV_EXPORT,2016-10-27,2024-07-04
2010,CITY_SI_4731,SI,2429529,32.44,31.37,50.36,72.99,47.97,54.56,65.34,7.0,42.72,23.43,69.73,74.27,0,URBAN_AUDIT,2016-12-03,2026-01-04
2011,CITY_BG_4768,BG,4788693,32.39,12.92,45.26,31.26,67.87,34.89,33.75,18.42,50.01,11.21,69.02,66.21,0,COPERNICUS_URBAN_ATLAS,2017-01-09,2025-01-13
2012,CITY_EE_4805,EE,1196860,11.51,15.97,71.51,28.44,74.34,81.62,31.07,18.52,58.31,6.32,91.02,55.69,0,CITY_ADMIN_DATA,2017-02-15,2025-08-12
2013,CITY_HU_4842,HU,643042,19.23,15.56,83.33,54.95,72.24,22.1,47.04,10.86,28.22,22.44,73.05,39.71,0,EEA_CITY_ENV_EXPORT,2017-03-24,2024-01-23
2014,CITY_LU_4879,LU,1202905,12.65,23.88,82.0,26.56,50.87,39.54,50.32,11.36,24.54,19.22,60.92,71.48,0,URBAN_AUDIT,2017-04-30,2024-06-08
2015,CITY_RO_4916,RO,3762737,28.19,21.81,83.26,79.2,55.7,77.18,75.86,1.07,25.17,28.99,49.82,55.3,0,COPERNICUS_URBAN_ATLAS,2017-06-06,2025-12-27
2016,CITY_AT_4953,AT,5233591,12.21,22.15,62.86,70.52,36.73,30.07,33.8,13.91,26.68,22.08,94.52,44.44,0,CITY_ADMIN_DATA,2017-07-13,2025-05-16
2017,CITY_CZ_4990,CZ,4484404,20.02,23.69,83.17,52.19,81.06,34.92,63.69,11.25,43.64,15.88,98.26,57.36,0,EEA_CITY_ENV_EXPORT,2017-08-19,2025-01-01
