trans_air_reference_month,trans_air_airport_code,trans_air_country_iso2,trans_air_route_pair_code,trans_air_flights_count,trans_air_passengers_count,trans_air_cargo_tonnes,trans_air_delay_minutes_avg,trans_air_cancellation_rate_pct,trans_air_saf_blend_pct,trans_air_co2e_emissions_tonnes,trans_air_ets_covered_flag,trans_air_eu261_claims_count,trans_air_noise_exposure_index,trans_air_ultra_fine_particles_index,trans_air_air_traffic_management_flow_delay_min,trans_air_eurocontrol_network_manager_flag,trans_air_data_source,trans_air_revision_round,trans_air_data_extract_date
2016-06,MAD,DK,MAD-GVA,50245,8713668,257607.18,9.27,7.172,0.597,782710.68,1,34142,1.2194,0.5159,7365.26,0,AIRPORT_OPERATOR_REPORT,FIRST,2025-03-25
2016-07,CPH,FR,CPH-OTP,28101,4571862,189305.59,3.7,6.857,0.599,559092.99,0,37858,1.3493,1.523,4151.96,1,EASA_ENV_REPORT,SECOND,2025-08-09
2016-08,VIE,HU,VIE-OSL,98307,5058031,167605.13,11.67,1.58,0.488,967149.08,1,10037,0.6224,0.2379,4703.03,0,CORSIA_REPORTING,BENCHMARK,2025-05-23
2016-09,ZRH,LV,ZRH-LGW,51770,5397100,37657.13,23.56,2.008,0.594,825619.31,1,52504,0.4567,0.0817,4555.4,1,EUROCONTROL_STATFOR,FLASH,2024-07-29
2016-10,STN,MT,STN-CDG,59915,7108816,189609.08,11.05,2.513,0.791,989019.61,1,72133,0.8894,1.7848,225.69,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-07-19
2016-11,BUD,PT,BUD-PRG,68258,9069257,88361.29,2.8,2.725,0.337,718736.88,1,71002,0.8236,0.6914,7409.25,1,EASA_ENV_REPORT,SECOND,2025-05-15
2016-12,FRA,SI,FRA-STN,54206,6254615,91677.39,6.48,2.618,0.679,1028721.98,1,43021,1.7401,1.2965,2022.36,1,CORSIA_REPORTING,BENCHMARK,2026-02-06
2017-01,DUB,FR,DUB-MAD,1406,154297,186361.5,12.57,6.944,0.774,18738.46,1,1378,1.5376,1.7082,3239.86,1,EUROCONTROL_STATFOR,FLASH,2025-01-09
2017-02,PRG,LT,PRG-BRU,30584,1741262,52006.44,27.05,9.259,0.494,663030.72,1,13849,0.3899,0.8783,11233.88,1,AIRPORT_OPERATOR_REPORT,FIRST,2026-02-01
2017-03,HEL,SK,HEL-BER,57553,6045458,114503.73,25.83,7.941,0.347,624727.55,1,43662,0.4084,1.539,11788.09,1,EASA_ENV_REPORT,SECOND,2025-04-30
2017-04,MAN,HR,MAN-FCO,24649,1699067,261052.72,5.63,2.127,0.083,245101.28,0,13320,0.1988,0.4274,518.51,1,CORSIA_REPORTING,BENCHMARK,2025-02-11
2017-05,HAM,DE,HAM-LIS,47433,8117440,70347.66,7.24,5.424,0.078,665177.51,0,4702,0.0608,1.997,8991.52,0,EUROCONTROL_STATFOR,FLASH,2025-06-28
2017-06,CDG,LV,CDG-HAM,79520,8397131,175893.37,2.19,5.014,0.647,1332821.66,1,43408,1.6028,2.107,8482.94,1,AIRPORT_OPERATOR_REPORT,FIRST,2026-01-11
2017-07,MXP,SI,MXP-DUB,46396,2097380,92686.51,11.99,6.501,0.063,782702.49,1,19503,0.2153,0.598,4639.0,1,EASA_ENV_REPORT,SECOND,2025-02-08
2017-08,WAW,CY,WAW-ZRH,9549,1203242,130712.33,6.76,3.292,0.271,153411.6,1,8710,0.5181,2.0559,2500.9,1,CORSIA_REPORTING,BENCHMARK,2024-07-19
2017-09,LIS,GR,LIS-SOF,6515,299252,564.49,21.45,8.626,0.794,102932.66,1,528,0.6264,0.9203,4772.13,1,EUROCONTROL_STATFOR,FLASH,2025-07-22
2017-10,LGW,MT,LGW-ARN,41325,2381992,75332.02,16.37,5.4,0.623,881888.86,0,21664,1.0225,1.3416,10281.82,0,AIRPORT_OPERATOR_REPORT,FIRST,2025-07-28
2017-11,MUC,HR,MUC-LHR,80804,12727407,81421.36,21.28,6.401,0.544,1085926.95,1,43672,0.3974,1.4895,14849.71,0,EASA_ENV_REPORT,SECOND,2024-05-31
2017-12,AMS,CZ,AMS-AMS,47156,2915337,23912.84,10.64,1.805,0.223,897049.95,1,21369,1.0387,0.5779,5346.64,1,CORSIA_REPORTING,BENCHMARK,2024-08-08
2018-01,FCO,FR,FCO-WAW,54688,5509927,292997.89,3.6,0.419,0.767,1002834.4,1,16887,1.6302,0.1288,3715.54,1,EUROCONTROL_STATFOR,FLASH,2025-08-19
2018-02,OSL,HU,OSL-MAN,63579,10174622,35145.37,3.23,6.596,0.502,708589.77,1,88856,0.7063,1.4077,1056.29,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-03-15
2018-03,ATH,LV,ATH-FRA,89522,15813370,75303.81,19.6,3.827,0.312,1751279.96,1,64332,0.5457,1.6396,1412.71,0,EASA_ENV_REPORT,SECOND,2025-09-04
2018-04,LHR,DK,LHR-VIE,66868,7785166,209224.71,19.56,4.963,0.028,657637.48,0,14538,0.0711,0.8076,2483.56,1,CORSIA_REPORTING,BENCHMARK,2026-01-10
2018-05,BER,PT,BER-SXF,23895,1622171,224872.54,3.26,6.862,0.732,383687.34,1,8776,0.6168,0.1634,8327.53,1,EUROCONTROL_STATFOR,FLASH,2024-10-17
2018-06,OTP,PL,OTP-BCN,84080,11706468,132052.43,17.26,1.005,0.283,1174916.69,1,5621,1.2367,0.9658,7337.92,1,AIRPORT_OPERATOR_REPORT,FIRST,2026-01-01
2018-07,BCN,AT,BCN-ATH,31417,1872012,30368.7,21.62,6.979,0.387,596639.87,1,6194,0.0781,0.7531,1.74,1,EASA_ENV_REPORT,SECOND,2024-06-03
2018-08,ARN,HR,ARN-MUC,29705,5178509,33784.05,5.57,0.674,0.326,635365.62,1,15368,1.4118,0.5244,4785.33,1,CORSIA_REPORTING,BENCHMARK,2025-10-04
2018-09,BRU,DK,BRU-MXP,27018,4430086,41334.53,18.25,0.839,0.593,489031.95,1,37015,1.6223,1.5628,6961.15,1,EUROCONTROL_STATFOR,FLASH,2025-02-18
2018-10,GVA,PT,GVA-HEL,1050,176494,25027.58,3.74,4.862,0.27,11679.52,0,1393,0.4164,1.932,45.62,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-05-21
2018-11,SXF,BE,SXF-BUD,43542,5034557,19696.7,14.69,1.423,0.253,428296.3,1,16740,0.4315,1.179,752.12,1,EASA_ENV_REPORT,SECOND,2024-11-19
2018-12,SOF,LV,SOF-CPH,50833,6571585,153501.35,18.59,1.748,0.082,933296.9,1,7500,0.35,1.923,1462.39,1,CORSIA_REPORTING,BENCHMARK,2026-01-28
2019-01,MAD,LV,MAD-GVA,62156,5740489,208231.46,27.85,2.594,0.302,880269.75,1,56937,1.7449,1.0062,11021.68,1,EUROCONTROL_STATFOR,FLASH,2025-09-18
2019-02,CPH,RO,CPH-OTP,61294,9594322,216280.35,9.02,5.235,0.587,857924.46,1,77880,0.5541,0.559,6403.47,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-01-26
2019-03,VIE,BG,VIE-OSL,107567,15432686,251895.87,18.59,4.703,0.261,1473561.85,1,19246,0.302,2.0733,14403.96,1,EASA_ENV_REPORT,SECOND,2024-06-15
2019-04,ZRH,AT,ZRH-LGW,22598,1097927,150012.2,15.62,7.144,0.538,279352.2,1,11313,0.8329,0.8733,1768.78,1,CORSIA_REPORTING,BENCHMARK,2024-03-27
2019-05,STN,LT,STN-CDG,31739,4587502,226313.03,25.66,9.489,0.673,464397.22,1,29597,1.4553,0.27,14639.76,1,EUROCONTROL_STATFOR,FLASH,2024-02-13
2019-06,BUD,DK,BUD-PRG,21437,2464187,169318.98,6.23,4.482,0.057,221720.42,1,8274,1.4534,0.3993,1503.0,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-03-30
2019-07,FRA,FR,FRA-STN,32052,4285211,11968.1,19.56,7.099,0.232,464278.17,1,13344,0.7353,0.6763,2422.94,0,EASA_ENV_REPORT,SECOND,2025-01-13
2019-08,DUB,DE,DUB-MAD,60800,10545689,128069.3,25.1,2.649,0.337,1302255.15,1,3969,1.1896,1.8115,5808.37,1,CORSIA_REPORTING,BENCHMARK,2024-08-11
2019-09,PRG,LU,PRG-BRU,86653,3731767,79445.71,10.04,4.942,0.32,1123218.14,1,36567,0.7287,0.7014,2140.2,1,EUROCONTROL_STATFOR,FLASH,2024-01-01
2019-10,HEL,MT,HEL-BER,43608,4425945,59521.38,19.1,1.527,0.724,550736.95,1,12103,0.9946,1.5442,10557.32,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-05-24
2019-11,MAN,PT,MAN-FCO,28735,3075666,23294.87,17.46,1.608,0.673,533870.19,1,8858,1.6614,0.8343,6160.57,1,EASA_ENV_REPORT,SECOND,2025-08-30
2019-12,HAM,GR,HAM-LIS,60390,6027978,54478.97,2.18,4.99,0.168,1224940.96,1,62513,1.3856,1.6849,4571.93,1,CORSIA_REPORTING,BENCHMARK,2025-08-24
2020-01,CDG,MT,CDG-HAM,28643,2845660,214877.15,22.07,5.067,0.547,324605.74,1,26577,0.7408,1.3456,9228.5,1,EUROCONTROL_STATFOR,FLASH,2025-07-22
2020-02,MXP,ES,MXP-DUB,47588,2243776,24948.81,11.35,5.851,0.762,606154.46,1,546,1.4315,1.2451,590.07,1,AIRPORT_OPERATOR_REPORT,FIRST,2026-02-04
2020-03,WAW,CZ,WAW-ZRH,44377,3802098,35399.33,20.83,2.747,0.393,784932.87,1,29070,0.6989,2.0953,2255.34,0,EASA_ENV_REPORT,SECOND,2025-12-10
2020-04,LIS,FR,LIS-SOF,80032,8599008,4202.43,13.18,1.659,0.08,898065.11,1,39623,0.0595,0.9344,3506.69,1,CORSIA_REPORTING,BENCHMARK,2025-10-31
2020-05,LGW,NL,LGW-ARN,47662,6839165,193543.42,11.82,3.226,0.3,832377.46,1,8033,0.5468,0.9783,7712.51,1,EUROCONTROL_STATFOR,FLASH,2024-06-09
2020-06,MUC,LV,MUC-LHR,77757,8645810,216762.52,18.34,7.946,0.488,1507256.02,1,75374,1.0697,1.2448,9920.42,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-08-08
2020-07,AMS,DK,AMS-AMS,4111,609298,165189.95,19.73,4.82,0.741,55498.32,1,2159,1.6188,1.2126,13923.63,1,EASA_ENV_REPORT,SECOND,2024-09-09
2020-08,FCO,IE,FCO-WAW,80913,4763621,52092.4,24.61,4.824,0.008,1488784.16,1,44286,1.3796,1.9038,13549.73,1,CORSIA_REPORTING,BENCHMARK,2025-04-08
2020-09,OSL,SI,OSL-MAN,90302,15364194,240434.18,7.78,4.863,0.073,1202756.74,1,24146,1.3875,1.318,7396.46,1,EUROCONTROL_STATFOR,FLASH,2024-03-18
2020-10,ATH,AT,ATH-FRA,60967,7976640,208111.6,2.69,0.503,0.225,1236734.79,1,48738,1.2801,0.0906,5447.82,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-08-28
2020-11,LHR,HR,LHR-VIE,9931,1077981,204166.8,19.42,5.669,0.38,199289.29,1,6835,0.9625,1.921,9726.18,1,EASA_ENV_REPORT,SECOND,2025-07-12
2020-12,BER,DK,BER-SXF,12403,821336,200404.3,17.9,1.188,0.652,205295.09,0,6279,0.8679,1.1064,9083.46,1,CORSIA_REPORTING,BENCHMARK,2026-02-25
2021-01,OTP,PT,OTP-BCN,88265,9962875,227236.03,25.63,2.031,0.629,1840895.1,1,117510,0.4639,1.5346,7877.84,1,EUROCONTROL_STATFOR,FLASH,2025-03-26
2021-02,BCN,BE,BCN-ATH,33006,5474027,104361.28,5.5,0.791,0.648,510124.02,1,13568,1.1293,0.9873,5260.75,0,AIRPORT_OPERATOR_REPORT,FIRST,2024-02-07
2021-03,ARN,LV,ARN-MUC,38816,5376396,12913.75,19.15,9.996,0.754,706939.1,1,53159,0.6969,1.7973,1533.79,1,EASA_ENV_REPORT,SECOND,2024-05-10
2021-04,BRU,LV,BRU-MXP,17707,2273945,82650.18,27.05,4.649,0.294,188313.81,0,20380,1.1723,0.4712,2788.38,1,CORSIA_REPORTING,BENCHMARK,2024-06-12
2021-05,GVA,PT,GVA-HEL,37065,2536757,263997.59,2.49,4.207,0.372,395353.85,1,14316,0.1682,1.1979,6098.49,1,EUROCONTROL_STATFOR,FLASH,2025-04-27
2021-06,SXF,SI,SXF-BUD,53776,6888708,214723.55,8.66,0.184,0.719,1031199.97,1,45732,0.3492,1.2966,5546.99,0,AIRPORT_OPERATOR_REPORT,FIRST,2024-03-08
2021-07,SOF,FR,SOF-CPH,88982,3738613,26372.06,25.26,4.014,0.7,1803235.85,1,27388,1.6677,1.4319,7464.83,1,EASA_ENV_REPORT,SECOND,2024-06-07
2021-08,MAD,HR,MAD-GVA,39224,4364696,265242.96,7.05,5.269,0.687,641050.27,1,23101,0.5642,1.3846,8854.64,1,CORSIA_REPORTING,BENCHMARK,2024-08-11
2021-09,CPH,DK,CPH-OTP,72174,7508463,254299.86,21.81,8.13,0.785,696321.12,1,35605,0.7712,1.8587,8800.69,1,EUROCONTROL_STATFOR,FLASH,2025-12-02
2021-10,VIE,HR,VIE-OSL,52960,3853358,166656.6,19.1,1.943,0.741,1115868.28,1,3307,0.1056,0.9704,6253.73,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-11-29
2021-11,ZRH,DE,ZRH-LGW,12631,932012,297256.07,5.66,4.597,0.359,252731.03,0,7412,0.8916,2.0933,7864.67,1,EASA_ENV_REPORT,SECOND,2025-09-11
2021-12,STN,LU,STN-CDG,33860,2222295,19171.36,12.68,6.579,0.526,700459.17,1,14834,0.8157,0.2658,3312.7,1,CORSIA_REPORTING,BENCHMARK,2024-05-11
2022-01,BUD,SI,BUD-PRG,69618,9353726,86783.81,19.53,1.101,1.228,779607.3,1,58145,0.7221,2.0651,218.28,1,EUROCONTROL_STATFOR,FLASH,2025-08-16
2022-02,FRA,PT,FRA-STN,57785,4525712,48270.54,22.11,7.276,1.035,632778.98,1,42069,0.4825,0.4309,11068.87,1,AIRPORT_OPERATOR_REPORT,FIRST,2026-01-23
2022-03,DUB,GR,DUB-MAD,41788,4937640,114684.8,5.17,2.479,0.387,497026.64,1,1796,1.6004,0.8084,3427.66,1,EASA_ENV_REPORT,SECOND,2024-07-08
2022-04,PRG,AT,PRG-BRU,13187,1084315,213143.03,2.73,5.579,0.524,211776.31,1,8743,0.3779,1.6136,6607.98,1,CORSIA_REPORTING,BENCHMARK,2025-04-15
2022-05,HEL,HR,HEL-BER,26244,1622067,63484.27,18.67,6.413,0.96,570591.65,1,16871,1.6651,1.249,13865.23,1,EUROCONTROL_STATFOR,FLASH,2024-06-04
2022-06,MAN,CZ,MAN-FCO,91507,11567845,65146.03,7.11,2.252,1.541,1225354.54,0,119528,1.6825,0.519,2084.44,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-11-13
2022-07,HAM,FR,HAM-LIS,106720,7523504,174250.62,18.17,2.677,1.421,1943907.97,1,48374,0.4847,0.9736,5838.45,0,EASA_ENV_REPORT,SECOND,2024-01-15
2022-08,CDG,NL,CDG-HAM,36459,4087368,216244.24,25.69,9.904,1.662,615491.36,0,14344,0.7908,1.5219,12520.51,1,CORSIA_REPORTING,BENCHMARK,2024-01-21
2022-09,MXP,SE,MXP-DUB,29044,1790857,148266.25,17.79,1.952,1.214,398237.11,0,14031,1.7936,1.035,13774.91,1,EUROCONTROL_STATFOR,FLASH,2024-02-16
2022-10,WAW,DK,WAW-ZRH,46686,2941669,104684.03,10.71,3.56,0.225,809674.7,1,13308,0.5695,2.0727,1542.87,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-08-16
2022-11,LIS,PT,LIS-SOF,21216,3519644,39385.14,21.05,8.276,0.194,438194.44,1,13703,1.0925,1.4732,5084.45,0,EASA_ENV_REPORT,SECOND,2024-07-11
2022-12,LGW,PL,LGW-ARN,24691,3513108,259823.67,8.36,0.134,0.304,502596.16,1,26788,1.1209,1.6229,8181.01,1,CORSIA_REPORTING,BENCHMARK,2025-05-19
2023-01,MUC,AT,MUC-LHR,29872,3801108,157221.71,15.89,5.654,0.255,457238.48,1,15537,0.2256,1.896,11314.44,1,EUROCONTROL_STATFOR,FLASH,2024-03-23
2023-02,AMS,HR,AMS-AMS,70025,9266895,155089.32,7.46,1.084,0.569,840231.74,1,73817,0.579,1.2673,3434.75,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-08-03
2023-03,FCO,IT,FCO-WAW,60989,4443042,240617.39,27.39,3.161,0.805,1254553.92,0,44609,1.3651,1.8571,3677.35,1,EASA_ENV_REPORT,SECOND,2024-11-20
2023-04,OSL,FR,OSL-MAN,13763,2130882,185645.91,16.4,5.491,1.399,199067.96,1,6129,0.8674,1.8329,5095.39,1,CORSIA_REPORTING,BENCHMARK,2025-03-23
2023-05,ATH,HU,ATH-FRA,74020,10356701,232644.25,12.94,6.718,1.571,832207.38,1,88799,1.4096,1.2888,8434.77,1,EUROCONTROL_STATFOR,FLASH,2025-09-21
2023-06,LHR,FI,LHR-VIE,34451,2145974,136554.84,25.33,5.839,2.193,431204.03,1,1221,0.8651,1.6516,5452.17,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-05-03
2023-07,BER,MT,BER-SXF,55323,5582544,26806.63,15.19,6.521,1.732,593714.93,1,51481,0.3658,1.7521,6322.71,1,EASA_ENV_REPORT,SECOND,2025-07-22
2023-08,OTP,PT,OTP-BCN,33991,4622060,112460.77,24.02,7.609,1.886,675539.4,1,28383,1.3552,2.0466,4339.55,1,CORSIA_REPORTING,BENCHMARK,2025-10-15
2023-09,BCN,BG,BCN-ATH,20403,1175035,194160.48,22.64,2.364,0.671,370231.57,1,7784,0.946,1.6413,4006.75,1,EUROCONTROL_STATFOR,FLASH,2024-06-25
2023-10,ARN,AT,ARN-MUC,46436,6439934,142044.97,5.5,5.974,0.549,563576.68,1,16526,0.3209,0.5623,7530.22,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-12-08
2023-11,BRU,LT,BRU-MXP,44242,6343384,10993.23,5.27,6.736,2.023,750605.27,1,74017,0.9826,0.0884,2153.75,1,EASA_ENV_REPORT,SECOND,2025-11-25
2023-12,GVA,SK,GVA-HEL,34659,3592656,50890.71,17.37,4.165,0.485,366046.88,1,20621,1.4948,0.409,2394.21,1,CORSIA_REPORTING,BENCHMARK,2025-01-21
2024-01,SXF,HR,SXF-BUD,34609,4331280,289774.83,2.79,2.825,1.603,345064.65,1,20768,1.6009,0.4055,2709.99,0,EUROCONTROL_STATFOR,FLASH,2024-02-13
2024-02,SOF,HU,SOF-CPH,73175,10220001,164621.49,5.52,4.759,0.609,707618.68,1,42011,1.2683,1.7706,8114.54,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-07-01
2024-03,MAD,LU,MAD-GVA,32297,1709890,169463.69,14.08,0.463,2.263,515319.39,1,7273,1.3451,1.1182,5316.37,1,EASA_ENV_REPORT,SECOND,2024-03-13
2024-04,CPH,SI,CPH-OTP,26630,3744368,240963.05,9.18,6.459,0.213,403227.67,1,16532,1.406,1.0678,5450.37,1,CORSIA_REPORTING,BENCHMARK,2025-12-29
2024-05,VIE,CY,VIE-OSL,8280,1239735,245223.31,7.23,1.088,1.689,145099.44,1,2290,1.4814,0.9311,7848.66,1,EUROCONTROL_STATFOR,FLASH,2024-11-09
2024-06,ZRH,SI,ZRH-LGW,22204,2729662,88420.35,14.15,3.153,1.854,248678.84,1,8575,0.5056,0.1488,6221.88,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-05-02
2024-07,STN,AT,STN-CDG,30226,3408662,77764.75,22.86,2.58,0.41,608079.63,1,6022,1.5058,0.6088,7233.29,1,EASA_ENV_REPORT,SECOND,2024-06-09
2024-08,BUD,ES,BUD-PRG,955,50911,56568.67,15.05,6.144,0.695,19095.64,1,128,0.5669,2.1117,12744.21,1,CORSIA_REPORTING,BENCHMARK,2025-04-16
2024-09,FRA,CZ,FRA-STN,88232,12679025,73253.92,13.1,0.311,1.635,1160118.4,1,103513,0.4714,0.618,8457.59,1,EUROCONTROL_STATFOR,FLASH,2025-02-28
2024-10,DUB,FR,DUB-MAD,100357,7996825,52432.16,12.9,5.895,1.971,1945633.82,1,40275,1.5604,1.8442,5165.72,0,AIRPORT_OPERATOR_REPORT,FIRST,2025-07-15
2024-11,PRG,HU,PRG-BRU,12090,1180604,13945.19,3.03,3.879,0.766,236979.42,1,8558,0.099,0.5577,4396.72,1,EASA_ENV_REPORT,SECOND,2024-07-04
2024-12,HEL,LV,HEL-BER,56391,4605600,80998.09,17.41,3.18,0.911,1155143.71,1,10520,1.2414,1.4098,11750.24,1,CORSIA_REPORTING,BENCHMARK,2025-12-02
2025-01,MAN,DK,MAN-FCO,7714,567070,65253.08,13.08,0.342,0.164,130755.18,0,137,1.4586,1.5041,8107.43,1,EUROCONTROL_STATFOR,FLASH,2026-02-21
2025-02,HAM,PT,HAM-LIS,56259,5160114,217617.0,14.82,1.666,1.633,912940.18,1,18534,1.1918,1.7813,7330.79,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-03-03
2025-03,CDG,PL,CDG-HAM,11360,1278868,208381.59,10.91,3.729,2.321,135959.15,1,10834,0.1859,0.9355,7357.32,1,EASA_ENV_REPORT,SECOND,2024-04-10
2025-04,MXP,AT,MXP-DUB,112132,9784397,105697.77,4.09,3.774,0.536,1855394.45,1,47409,0.1804,0.7883,6089.96,1,CORSIA_REPORTING,BENCHMARK,2026-01-28
2025-05,WAW,HR,WAW-ZRH,78369,10272843,66882.6,13.8,6.547,0.855,1277602.98,0,50303,1.6523,0.3945,3543.07,0,EUROCONTROL_STATFOR,FLASH,2025-10-28
2025-06,LIS,DK,LIS-SOF,46431,7202828,84978.42,4.39,4.73,0.135,485343.42,1,78334,0.2755,0.5228,1551.97,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-07-05
2025-07,LGW,FR,LGW-ARN,74870,5247615,5964.93,21.59,7.712,1.809,1280139.19,1,50933,0.9925,0.1534,2363.8,1,EASA_ENV_REPORT,SECOND,2024-09-16
2025-08,MUC,HU,MUC-LHR,94248,6112927,94189.98,27.39,10.145,1.267,1335633.5,0,47167,0.856,1.4506,14139.12,1,CORSIA_REPORTING,BENCHMARK,2026-02-06
2025-09,AMS,LV,AMS-AMS,98469,7383535,31037.24,17.22,5.057,1.51,1529585.48,0,60572,0.362,2.1048,1346.83,1,EUROCONTROL_STATFOR,FLASH,2025-07-31
2025-10,FCO,LV,FCO-WAW,11753,1612870,172590.39,13.35,2.234,0.071,252664.26,0,18606,0.4972,0.3183,996.21,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-02-18
2025-11,OSL,RO,OSL-MAN,14822,1863916,81733.9,22.07,8.055,1.876,148987.15,1,540,0.656,1.3842,2871.41,1,EASA_ENV_REPORT,SECOND,2024-09-29
2025-12,ATH,SI,ATH-FRA,29692,2013194,207729.04,10.15,2.726,0.604,400894.41,1,2927,1.1625,1.2636,6063.31,1,CORSIA_REPORTING,BENCHMARK,2024-09-09
2026-01,LHR,AT,LHR-VIE,106364,13733245,178975.99,10.33,3.552,0.434,1320456.51,1,89247,0.0599,1.3638,84.89,1,EUROCONTROL_STATFOR,FLASH,2024-12-17
2026-02,BER,HR,BER-SXF,999,60378,68151.43,27.55,8.159,2.068,9802.82,1,706,1.1044,1.5182,1741.7,0,AIRPORT_OPERATOR_REPORT,FIRST,2025-04-11
2026-03,OTP,DK,OTP-BCN,12532,1286622,205695.54,16.31,3.955,2.266,189510.06,0,2666,0.957,1.3602,7410.18,1,EASA_ENV_REPORT,SECOND,2024-07-25
2026-04,BCN,FR,BCN-ATH,73978,8854137,90923.08,16.73,4.703,2.135,1296912.24,1,60302,0.3495,0.349,4606.83,0,CORSIA_REPORTING,BENCHMARK,2024-01-30
2026-05,ARN,HU,ARN-MUC,19829,1011791,208658.68,21.21,4.122,0.695,325422.63,1,6257,1.2728,1.3283,1129.35,1,EUROCONTROL_STATFOR,FLASH,2025-11-05
2026-06,BRU,LV,BRU-MXP,21050,1915093,195608.54,23.77,5.015,1.862,244378.72,1,16922,0.7301,0.746,6399.47,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-08-07
2026-07,GVA,MT,GVA-HEL,94845,9500352,118993.37,19.9,3.427,0.364,1022893.91,1,41919,1.1444,1.8495,7415.31,1,EASA_ENV_REPORT,SECOND,2025-08-23
2026-08,SXF,PT,SXF-BUD,27916,1113947,227609.25,18.79,8.826,0.725,397839.27,1,13316,0.2673,1.6015,6985.18,1,CORSIA_REPORTING,BENCHMARK,2025-06-04
2026-09,SOF,SI,SOF-CPH,23880,2099505,118813.65,11.66,5.517,0.648,323192.73,1,4217,0.2009,2.0985,3940.05,1,EUROCONTROL_STATFOR,FLASH,2025-05-11
2026-10,MAD,MT,MAD-GVA,22174,4022038,22993.58,20.71,7.933,0.948,368999.55,0,8545,0.5996,0.1795,10155.59,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-11-11
2026-11,CPH,ES,CPH-OTP,45518,2144113,230863.29,9.64,3.447,0.839,736322.05,1,22493,1.5925,0.9095,8166.59,1,EASA_ENV_REPORT,SECOND,2025-10-30
2026-12,VIE,DK,VIE-OSL,46696,5631838,154404.63,9.79,1.816,0.091,697801.04,0,19210,0.7906,1.0421,1991.88,1,CORSIA_REPORTING,BENCHMARK,2026-01-23
2016-01,ZRH,FR,ZRH-LGW,38908,4704971,142729.37,15.34,6.71,0.152,483465.95,1,6049,0.5356,1.3133,2589.54,1,EUROCONTROL_STATFOR,FLASH,2024-02-06
2016-02,STN,HU,STN-CDG,15649,1049127,167436.85,19.11,8.571,0.526,287489.83,0,4904,0.3976,0.2537,2179.5,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-03-29
2016-03,BUD,SE,BUD-PRG,14267,1802683,91778.9,24.06,7.576,0.569,243809.91,1,21484,1.5535,0.6528,13915.89,1,EASA_ENV_REPORT,SECOND,2025-11-16
2016-04,FRA,DK,FRA-STN,61681,6998964,30987.9,20.55,8.577,0.776,617642.08,1,61027,1.1461,1.8994,13426.38,1,CORSIA_REPORTING,BENCHMARK,2024-02-13
2016-05,DUB,IE,DUB-MAD,27258,3740734,1654.56,22.02,6.099,0.751,541492.97,1,2122,1.17,1.2697,11348.32,1,EUROCONTROL_STATFOR,FLASH,2025-12-06
2016-06,PRG,SI,PRG-BRU,52635,4946709,103926.52,11.84,2.783,0.04,614276.46,1,9401,0.4839,1.9045,2001.0,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-08-20
2016-07,HEL,AT,HEL-BER,9915,1228988,282855.05,8.82,1.264,0.119,151843.78,1,1832,1.7444,0.0963,8471.34,1,EASA_ENV_REPORT,SECOND,2025-04-29
2016-08,MAN,HR,MAN-FCO,36197,4376522,214011.54,2.99,0.145,0.808,662415.0,1,25229,0.1002,0.144,5204.91,1,CORSIA_REPORTING,BENCHMARK,2024-03-23
2016-09,HAM,DK,HAM-LIS,199,29659,26171.98,19.08,5.279,0.727,3470.5,1,147,1.246,2.1812,11261.7,1,EUROCONTROL_STATFOR,FLASH,2024-04-17
2016-10,CDG,PT,CDG-HAM,43664,3987178,234040.16,15.77,2.135,0.517,722072.71,1,30308,1.3674,1.9718,837.79,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-08-08
2016-11,MXP,HU,MXP-DUB,53078,7399174,148931.99,7.98,2.772,0.738,1098113.2,1,36246,1.1876,0.5217,6794.82,1,EASA_ENV_REPORT,SECOND,2026-01-02
2016-12,WAW,LV,WAW-ZRH,4162,235071,60494.19,21.32,4.363,0.691,67427.96,0,1775,1.028,2.0767,12372.33,1,CORSIA_REPORTING,BENCHMARK,2025-08-15
