travel_intl_arrival_year,travel_intl_arrival_month,travel_intl_port_of_entry_air_sea,travel_intl_visitor_country_code,travel_intl_visitor_region_code,travel_intl_purpose_of_trip_code,travel_intl_length_of_stay_days_median,travel_intl_visitor_spend_usd_total,travel_intl_visitor_spend_retail_usd,travel_intl_visitor_spend_lodging_usd,travel_intl_visitor_spend_food_usd,travel_intl_visitor_spend_entertainment_usd,travel_intl_payment_method_share_cash,travel_intl_payment_method_share_card,travel_intl_group_tour_flag,travel_intl_business_travel_flag,travel_intl_visa_waiver_eligible_flag,travel_intl_repeat_visitor_flag,travel_intl_satisfaction_score,travel_intl_exchange_rate_index
2015,4,SEA,CN,MENA,VISITING_FRIENDS_FAMILY,31.01,15600.5,1729.17,6084.87,4311.0,2388.15,0.8075,0.2155,0,0,0,0,9.129,84.42
2016,6,MIA,AE,EAP,BUSINESS,14.35,7207.1,700.0,2700.35,1723.03,524.63,0.5616,0.4628,1,1,1,0,9.456,135.508
2012,5,BOS,NZ,NA,BUSINESS,28.55,21129.33,2294.99,7756.99,4718.66,1319.47,0.4508,0.5925,1,1,0,0,6.695,127.086
2022,1,EWR,GB,LATAM,LEISURE,6.03,8196.7,1939.03,1928.42,2134.03,616.91,0.3964,0.5676,0,0,1,0,4.145,84.318
2013,3,JFK,SA,EU,STUDY,23.5,12088.46,2494.68,5088.15,3374.64,1162.31,0.7321,0.307,1,0,1,0,5.179,88.377
2012,2,HOU,IT,NA,LEISURE,56.48,22896.77,3768.99,6788.92,6794.73,2564.36,0.7811,0.2382,0,0,1,1,9.857,107.962
2016,11,EWR,ZA,EU,LEISURE,12.84,7692.12,929.32,2955.72,1051.88,955.91,0.6288,0.4163,0,0,1,1,5.039,70.774
2015,12,ATL,TR,EAP,LEISURE,39.77,24819.49,3461.46,10505.88,3177.36,2525.55,0.6137,0.4009,0,0,1,0,8.97,89.236
2016,3,DFW,CA,LATAM,BUSINESS,14.21,20247.52,1774.22,6571.21,3540.98,2451.49,0.0163,0.9909,1,1,0,0,4.8,106.29
2024,9,LAX,BR,SAS,BUSINESS,16.04,3169.71,490.9,1301.39,677.35,433.84,0.9191,0.0868,1,1,1,0,9.972,118.342
2018,4,EWR,IT,NA,STUDY,59.91,791.46,170.05,269.33,113.32,53.59,0.6197,0.3588,0,0,1,0,1.048,114.109
2017,3,HOU,ZA,EU,LEISURE,5.26,17124.66,2795.63,6556.46,3076.62,2508.0,0.0941,0.9117,0,0,0,1,3.612,135.708
2018,5,BOS,MX,LATAM,BUSINESS,37.29,15940.04,3222.47,4261.74,2817.04,2754.21,0.2454,0.7362,0,1,1,0,3.738,98.797
2015,10,FLL,IN,NA,BUSINESS,45.25,17069.76,3115.64,6756.15,4654.35,2364.61,0.8159,0.2204,0,1,0,1,8.708,76.592
2023,5,EWR,ES,EU,LEISURE,19.08,16964.8,3238.55,4795.89,3239.36,1555.08,0.8403,0.178,0,0,0,0,8.662,133.561
2012,6,MIA,IN,EU,LEISURE,32.87,8818.8,1339.98,2162.54,2566.64,1123.01,0.8381,0.1214,0,0,1,0,9.168,128.781
2012,10,SEA,CO,MENA,MEDICAL,38.39,24134.91,4234.16,5100.59,6300.88,3968.59,0.3804,0.5934,0,0,0,1,9.93,75.177
2016,3,MIA,AE,EAP,BUSINESS,17.92,21092.78,1870.77,9459.97,5617.22,2300.34,0.3667,0.6669,0,1,0,1,5.542,111.261
2024,12,DFW,JP,LATAM,BUSINESS,27.73,16763.61,2271.15,6304.64,5011.07,1681.71,0.7687,0.2757,0,1,1,0,2.534,125.848
2018,10,EWR,ES,EU,LEISURE,42.33,3146.7,642.11,709.87,461.13,380.29,0.7661,0.2704,1,0,0,1,2.227,127.555
2025,2,HOU,AR,NA,LEISURE,31.2,15738.43,2704.3,6269.41,2020.41,809.58,0.4396,0.53,1,0,0,0,8.824,76.015
2018,1,SEA,KR,MENA,LEISURE,17.24,24895.38,5224.33,5450.01,3451.77,2765.38,0.8989,0.0608,0,0,1,0,5.366,115.609
2014,9,BOS,KR,LATAM,LEISURE,50.74,4685.02,646.75,957.46,656.45,798.22,0.752,0.2398,0,0,0,1,2.696,117.342
2023,11,FLL,IT,NA,LEISURE,9.89,2058.67,384.95,493.88,388.9,165.13,0.1093,0.9365,1,0,0,0,6.032,82.418
2012,11,BOS,NZ,NA,LEISURE,51.24,3896.59,499.67,1640.23,734.92,225.33,0.2271,0.8114,1,0,1,0,4.878,88.521
2014,3,FLL,AE,SSA,LEISURE,47.63,1034.95,200.5,423.73,181.64,123.77,0.8075,0.2202,0,0,0,1,5.644,131.455
2025,7,SFO,DE,SSA,LEISURE,3.0,10698.58,2095.81,4715.26,3202.1,1759.9,0.1696,0.8047,1,0,0,0,5.789,71.566
2014,12,JFK,KR,EAP,BUSINESS,26.1,10971.66,986.37,4004.66,1366.92,807.68,0.0131,0.9616,0,1,0,1,2.068,117.005
2015,11,JFK,TR,SSA,LEISURE,48.98,21708.89,3986.82,7136.39,5932.2,1242.1,0.4446,0.5894,0,0,1,0,2.216,129.449
2017,4,ORD,AU,SAS,BUSINESS,51.07,10121.93,2054.42,3911.36,1476.99,1182.58,0.2645,0.7238,0,1,0,1,7.083,114.194
2023,5,EWR,ES,SAS,BUSINESS,50.96,2858.75,418.02,652.29,762.03,415.46,0.4751,0.5045,0,1,1,0,4.755,122.96
2014,4,LAX,DE,EAP,BUSINESS,28.47,21526.28,2552.03,8168.36,2994.61,1158.76,0.0165,0.9594,0,1,0,0,8.914,116.393
2018,5,BOS,SA,NA,STUDY,31.53,8260.36,1561.95,1903.65,1554.94,676.36,0.7738,0.2361,0,0,0,0,2.129,127.549
2019,1,SFO,IN,NA,LEISURE,27.34,8305.37,1855.39,3631.79,2188.8,1033.62,0.4908,0.545,0,0,1,0,4.029,106.301
2015,11,BOS,SA,EU,VISITING_FRIENDS_FAMILY,14.7,14446.91,2331.4,3128.45,3561.77,1071.43,0.2923,0.7556,0,0,1,0,6.44,127.315
2023,6,HOU,GB,MENA,LEISURE,44.37,7469.14,1558.65,2130.82,2164.7,720.25,0.0347,0.9374,0,0,1,0,8.84,82.15
2015,12,LAX,CO,EU,BUSINESS,2.97,20496.22,4550.27,4543.51,3957.44,2464.18,0.1509,0.8639,0,1,1,0,2.473,76.91
2023,9,JFK,IN,LATAM,LEISURE,38.5,13873.21,1804.02,4629.56,1991.51,2104.71,0.5949,0.4239,0,0,0,1,1.959,86.362
2018,2,FLL,KR,EAP,MEDICAL,20.84,15118.61,2048.58,6483.64,2021.9,1497.36,0.0306,0.9341,0,0,0,0,4.773,122.858
2020,6,ORD,ES,LATAM,LEISURE,15.93,20999.17,3455.83,8231.23,2843.78,3141.72,0.5393,0.5037,0,0,1,1,6.401,130.164
2013,12,SFO,DE,EU,VISITING_FRIENDS_FAMILY,15.84,12904.01,1942.93,4921.4,3079.41,2219.13,0.0961,0.8862,0,0,1,0,4.984,116.649
2024,4,BOS,CA,MENA,MEDICAL,45.5,14288.9,2192.42,4682.75,1986.76,1966.81,0.5324,0.5133,0,0,0,1,4.581,76.724
2020,7,EWR,DE,SAS,LEISURE,30.47,3132.17,256.08,1195.66,615.17,271.84,0.8799,0.1453,0,0,0,1,7.591,88.819
2018,2,JFK,NZ,LATAM,LEISURE,27.1,4295.82,845.71,1229.36,716.5,651.62,0.8115,0.2366,0,0,1,1,1.889,108.196
2025,6,DFW,KR,LATAM,LEISURE,57.12,15474.82,1529.46,3366.04,3101.75,1684.48,0.3134,0.6505,1,0,0,1,5.199,72.607
2012,11,LAX,MX,EU,LEISURE,16.15,15635.54,2230.19,4222.33,2516.18,1286.51,0.6216,0.3959,1,0,0,0,3.856,80.749
2025,12,DFW,ZA,MENA,LEISURE,34.84,9975.07,1386.82,4188.29,2362.95,650.02,0.5452,0.4809,0,0,1,0,1.078,95.128
2020,11,FLL,CN,MENA,LEISURE,11.25,24662.74,3882.66,10959.75,3962.62,1509.93,0.3949,0.6252,0,0,0,0,6.452,99.148
2013,7,DFW,FR,NA,LEISURE,41.44,5336.23,863.3,1136.23,1380.37,842.94,0.3844,0.652,0,0,1,0,6.484,101.134
2022,4,JFK,JP,EU,STUDY,11.39,2604.36,237.91,1157.79,710.38,249.43,0.2139,0.8087,0,0,0,1,2.063,105.048
2015,5,FLL,BR,LATAM,LEISURE,10.3,18535.01,2502.96,4871.0,5360.73,1799.91,0.0611,0.9399,0,0,0,1,8.368,132.225
2024,9,JFK,NZ,EU,BUSINESS,40.06,21387.43,2574.97,6005.17,5506.51,1267.94,0.3028,0.6935,1,1,0,0,9.736,136.989
2019,2,JFK,KR,LATAM,LEISURE,20.65,8277.54,950.28,2816.43,1837.77,693.29,0.7782,0.1988,0,0,0,0,1.839,126.373
2014,10,MIA,NZ,EU,LEISURE,42.62,10202.17,2125.69,2559.32,2693.04,1649.8,0.566,0.4353,0,0,1,1,1.92,104.638
2021,11,LAX,NZ,NA,LEISURE,59.48,13164.19,3269.11,2819.12,1732.85,1254.15,0.7292,0.2484,1,0,0,0,2.311,107.268
2023,8,ATL,BR,LATAM,LEISURE,37.95,21159.3,4736.29,5321.89,2896.15,2085.14,0.4994,0.4778,0,0,0,1,6.179,126.779
2024,2,BOS,GB,NA,LEISURE,29.99,13678.52,3257.76,2941.73,2312.71,2144.27,0.0475,0.9673,0,0,1,0,2.342,89.355
2015,6,DFW,ES,NA,BUSINESS,12.6,12342.57,2400.92,5446.06,2167.72,722.36,0.084,0.9245,1,1,0,0,7.88,111.019
2019,1,BOS,SA,EAP,LEISURE,22.09,8483.24,2070.37,3698.69,1291.71,546.75,0.7116,0.3297,0,0,0,0,9.156,101.698
2022,12,EWR,IN,EAP,LEISURE,55.65,23605.74,5843.41,10048.73,5585.65,1840.84,0.3153,0.6894,0,1,0,0,1.356,85.763
2024,5,LAX,BR,EU,LEISURE,39.34,3504.08,296.1,1044.82,537.26,354.92,0.7535,0.2577,0,0,1,1,5.389,86.78
2024,6,SFO,AU,LATAM,LEISURE,26.35,9362.46,1849.61,2055.18,2355.8,702.73,0.1931,0.8195,1,1,0,0,7.037,124.151
2018,12,MIA,AU,EU,LEISURE,33.09,13234.0,1587.87,5942.23,1785.29,1033.9,0.6,0.4313,1,0,0,0,6.269,137.417
2023,3,ATL,BR,EU,LEISURE,20.32,1206.07,114.38,279.42,356.76,204.15,0.8213,0.1647,0,0,1,0,6.689,105.54
2016,7,LAX,IT,LATAM,LEISURE,30.04,18016.46,3305.85,7195.7,4722.13,2479.94,0.3869,0.5765,1,0,1,1,2.451,72.235
2013,7,JFK,NZ,EAP,BUSINESS,31.94,11306.71,2631.27,2471.52,2626.13,1651.64,0.607,0.3918,0,1,0,0,5.861,102.328
2012,10,JFK,AU,NA,LEISURE,15.53,18988.41,4007.57,7533.72,4868.49,2061.48,0.3778,0.6629,1,0,0,1,9.295,92.382
2018,6,EWR,AU,EU,BUSINESS,41.9,19553.87,2670.07,5761.35,3231.1,1762.01,0.0767,0.9717,0,1,0,0,6.425,85.945
2025,4,ORD,IT,NA,BUSINESS,28.69,8414.3,983.63,2217.7,1185.62,775.45,0.1276,0.8564,0,1,0,0,4.234,97.846
2014,5,LAX,CA,SAS,LEISURE,11.44,684.7,107.58,243.45,118.52,110.12,0.3979,0.5859,0,0,1,0,9.921,92.13
2025,5,LAX,IN,MENA,BUSINESS,22.62,18499.61,2355.34,4129.51,4441.43,2828.42,0.9266,0.0315,0,1,0,1,6.423,129.182
2024,7,ORD,MX,SAS,VISITING_FRIENDS_FAMILY,9.89,20192.07,4294.73,7539.29,4759.83,1521.85,0.6703,0.3127,0,0,0,0,5.458,85.193
2025,1,ATL,CA,LATAM,LEISURE,56.48,6368.32,1090.4,1857.36,1541.37,399.1,0.2753,0.7353,0,0,1,1,2.857,126.051
2019,3,ATL,JP,LATAM,LEISURE,35.87,24428.24,4728.13,10798.61,4253.87,2180.17,0.3845,0.6476,0,0,1,1,1.849,96.737
2016,9,SEA,MX,EAP,LEISURE,42.6,11362.17,1909.95,2423.36,1957.35,625.38,0.4885,0.4622,1,0,1,0,3.993,112.465
2018,3,ATL,IT,EU,LEISURE,10.04,13860.98,1586.77,5290.29,3745.05,1500.73,0.1097,0.8872,1,0,0,0,1.05,125.023
2020,4,SEA,AU,EAP,LEISURE,58.36,3499.74,792.66,1046.06,518.2,623.27,0.3559,0.669,0,0,0,1,9.053,71.502
2016,12,FLL,AE,MENA,BUSINESS,26.29,5419.65,1051.36,1830.82,1480.2,272.86,0.4761,0.4783,1,1,0,0,7.583,135.129
2022,10,DFW,FR,EU,LEISURE,42.16,7462.28,1852.09,2236.16,2114.23,1010.68,0.6006,0.432,0,0,1,0,4.816,89.722
2016,5,MIA,KR,EAP,BUSINESS,36.75,13286.22,1200.42,3646.38,3857.39,961.65,0.305,0.6858,0,1,1,1,9.904,107.385
2013,6,LAX,AE,LATAM,BUSINESS,10.45,24129.05,2385.23,9697.23,3935.34,3797.3,0.9672,0.0479,0,1,0,0,3.654,99.335
2022,4,ORD,IT,EU,LEISURE,46.97,20915.97,2652.2,8332.78,5749.13,3453.48,0.0443,0.9367,1,1,0,0,6.101,71.035
2019,10,SEA,IT,SSA,STUDY,40.02,5698.25,1079.22,1149.19,1477.08,486.17,0.0462,0.9435,1,0,1,0,9.826,124.969
2020,2,FLL,CA,MENA,LEISURE,26.65,20113.2,4727.79,4266.06,5159.31,2124.64,0.3912,0.6557,1,1,1,0,6.166,85.696
2016,8,FLL,GB,LATAM,LEISURE,38.54,3588.53,311.59,820.97,980.78,549.01,0.8321,0.2126,0,0,1,1,2.02,73.143
2018,12,ORD,ZA,NA,LEISURE,33.3,5004.91,660.02,1427.65,1029.11,640.42,0.6819,0.3483,0,1,0,0,6.889,123.529
2015,3,ORD,SA,LATAM,BUSINESS,3.21,6953.85,1232.21,2731.45,1740.12,1089.59,0.9719,0.0699,0,1,1,0,6.388,73.192
2021,6,LAX,JP,LATAM,LEISURE,46.16,10892.61,1339.37,2829.2,2040.96,1228.77,0.1015,0.9279,0,0,0,1,5.878,95.355
2020,4,BOS,JP,LATAM,LEISURE,37.12,2488.43,507.53,745.55,299.11,444.51,0.5585,0.3989,1,0,1,0,7.246,123.563
2017,12,ATL,BR,EU,LEISURE,31.41,2973.55,252.1,808.59,477.18,360.96,0.0951,0.9527,1,0,1,0,7.665,88.403
2020,12,EWR,KR,MENA,LEISURE,18.45,18315.02,3170.01,6846.64,4040.55,1927.17,0.6855,0.3448,1,0,0,1,5.989,124.323
2018,8,JFK,NZ,SAS,LEISURE,4.06,3875.82,455.78,1108.67,548.73,535.45,0.393,0.6457,0,0,1,1,8.419,119.258
2012,10,MIA,FR,LATAM,OTHER,52.56,22527.09,5078.98,8439.03,5051.79,2536.69,0.4358,0.5361,0,0,0,1,2.58,83.056
2025,10,SFO,BR,NA,BUSINESS,5.91,6574.43,1322.99,2779.34,1104.26,694.33,0.9653,0.0328,0,1,0,0,8.879,121.478
2019,1,DFW,KR,EAP,LEISURE,55.07,1473.3,300.27,484.62,287.28,205.01,0.5909,0.3987,0,0,1,1,6.797,120.75
2019,10,SFO,NZ,EU,VISITING_FRIENDS_FAMILY,2.01,18394.93,3070.22,6362.19,5379.84,3095.17,0.3839,0.6299,0,0,1,0,1.224,139.641
2015,8,ORD,AR,EU,BUSINESS,55.66,12995.85,1185.89,3850.7,2465.18,698.11,0.4766,0.5245,0,1,1,0,3.052,95.515
2019,4,SFO,IT,EU,LEISURE,25.46,7033.56,811.9,1693.72,1355.29,1009.09,0.8189,0.2128,0,0,0,0,5.382,76.829
2022,9,DFW,BR,NA,LEISURE,20.4,14240.19,3369.73,6137.17,4055.28,2447.65,0.6797,0.354,0,0,0,1,5.648,112.061
2012,9,ORD,AR,NA,LEISURE,32.77,1262.8,249.34,289.77,244.36,77.21,0.5587,0.4472,0,0,0,1,7.478,98.507
2013,4,MIA,ES,EU,LEISURE,35.96,22425.9,4050.72,7282.57,3774.06,2900.28,0.377,0.6392,0,0,0,1,7.955,101.051
2020,4,FLL,MX,EAP,LEISURE,22.09,15166.62,1823.32,3907.97,3230.95,2512.65,0.7842,0.2282,1,0,1,1,7.76,110.595
2014,7,SEA,AU,EU,BUSINESS,56.09,23882.11,3785.36,8664.13,5736.97,4211.74,0.9758,0.0544,1,1,0,1,2.326,94.292
2021,3,EWR,ZA,NA,LEISURE,20.08,4270.06,502.08,1340.67,1091.36,567.61,0.4621,0.5134,0,0,1,0,5.504,108.157
2022,10,DFW,BR,EAP,BUSINESS,37.69,13761.88,1220.34,5013.54,3025.31,1550.53,0.1123,0.9164,0,1,0,1,8.369,82.087
2017,3,JFK,TR,LATAM,LEISURE,28.0,14193.42,2713.62,4699.17,3785.62,2232.66,0.5668,0.4262,0,0,0,0,8.475,115.351
2015,10,DFW,AE,EU,LEISURE,48.0,19089.88,1783.61,5050.61,2842.01,982.92,0.1279,0.846,0,0,1,1,6.504,136.004
2012,9,ORD,AE,LATAM,BUSINESS,44.1,2136.6,330.08,779.2,365.02,202.62,0.3125,0.6629,0,1,0,0,3.432,109.195
2016,9,HOU,MX,MENA,LEISURE,7.22,10356.38,980.98,2562.14,1908.7,798.53,0.4937,0.4709,0,1,0,1,2.68,102.591
2012,12,SEA,IT,LATAM,BUSINESS,53.8,18676.25,1513.07,4851.49,4347.13,2082.32,0.3646,0.6786,0,1,1,1,2.304,71.135
2016,2,FLL,GB,SSA,LEISURE,49.71,5227.42,788.25,1568.08,725.9,364.57,0.8492,0.1213,0,0,0,0,6.597,130.677
2019,9,DFW,IT,EAP,STUDY,26.39,18017.11,3149.1,4283.48,4525.62,1021.32,0.5323,0.4563,0,0,1,1,4.91,96.486
2023,3,ORD,JP,LATAM,LEISURE,7.82,16657.4,1833.64,7362.22,3405.86,2880.99,0.0968,0.9319,0,0,1,0,6.426,114.023
2015,7,ATL,IN,EAP,BUSINESS,52.41,10639.28,1227.12,3478.59,2915.93,740.09,0.5347,0.4685,1,1,0,1,9.476,129.459
2015,8,MIA,IT,EAP,LEISURE,25.57,14303.82,2760.41,3174.33,3351.23,2021.28,0.9743,0.0,1,0,1,1,8.887,103.891
2012,3,ATL,FR,EU,LEISURE,32.93,18866.81,4107.97,8306.94,5117.11,1600.63,0.0893,0.8669,1,0,0,0,9.254,132.668
2018,10,DFW,DE,LATAM,STUDY,4.27,19182.36,2492.03,7627.78,3817.76,2989.42,0.6008,0.3533,0,0,0,1,9.837,89.526
2021,6,DFW,IN,NA,LEISURE,39.48,16623.44,1824.12,4460.44,2107.08,2642.62,0.3642,0.675,0,0,0,0,7.561,95.287
2016,1,ATL,MX,MENA,BUSINESS,8.04,21643.94,5290.64,8659.28,3050.63,1449.94,0.6114,0.3586,0,1,0,1,9.349,123.107
2018,1,MIA,SA,LATAM,BUSINESS,31.15,9522.81,905.63,3677.02,1725.76,586.33,0.5456,0.4887,1,1,1,0,5.916,124.939
2012,7,LAX,SA,MENA,LEISURE,54.98,22273.26,5448.05,4787.69,3521.16,3812.63,0.1844,0.8612,0,0,0,0,6.037,98.283
2021,5,ATL,GB,EAP,BUSINESS,31.66,7879.98,1572.92,2096.11,1021.42,1278.54,0.7428,0.2881,0,1,1,0,7.724,80.597
2022,9,ATL,AE,SAS,LEISURE,26.56,7053.89,947.39,1577.47,1608.19,424.67,0.4684,0.5445,1,0,1,1,6.808,70.795
2024,2,LAX,FR,LATAM,BUSINESS,23.66,22513.71,4247.22,7066.42,5040.89,1556.4,0.2549,0.7276,1,1,1,1,8.266,92.447
2022,11,JFK,JP,EU,LEISURE,30.43,18499.6,1635.86,4657.13,5159.06,1960.18,0.427,0.5916,1,0,1,0,1.887,116.588
2020,8,DFW,IN,SSA,BUSINESS,22.46,24962.23,2796.6,10132.83,4015.29,1317.51,0.8782,0.1462,0,1,1,1,7.405,81.705
2019,10,MIA,FR,EAP,STUDY,10.28,23653.7,1959.72,10175.58,3792.12,3491.54,0.771,0.2235,0,0,0,1,8.231,85.453
2013,6,SEA,FR,NA,BUSINESS,54.35,19674.09,4620.95,5644.94,4792.84,1690.41,0.3477,0.6987,0,1,1,0,1.251,73.403
2016,10,HOU,CN,EU,BUSINESS,15.16,19092.61,3190.61,5345.93,2751.91,3113.09,0.2205,0.7679,1,1,0,1,8.872,78.045
2012,3,JFK,MX,NA,LEISURE,29.24,10804.19,2357.98,3917.69,2274.47,1372.43,0.9113,0.1058,0,0,1,0,2.433,71.674
2012,5,MIA,NZ,LATAM,LEISURE,15.23,16856.97,1434.04,5337.21,3042.9,1213.07,0.3387,0.67,0,0,0,0,6.836,137.265
2025,5,HOU,NZ,EAP,BUSINESS,55.56,20558.11,2647.15,8173.26,5036.0,1139.76,0.709,0.2665,0,1,1,1,6.538,72.314
2023,4,SFO,DE,EAP,LEISURE,37.9,20513.56,5054.65,6666.6,5317.11,2192.32,0.8411,0.1497,0,0,0,0,7.749,121.085
2018,12,SEA,CO,EAP,BUSINESS,46.02,7854.1,876.99,2830.18,1633.06,959.33,0.2884,0.6863,0,1,1,0,5.141,122.046
2020,8,LAX,IT,LATAM,BUSINESS,4.81,7885.92,1775.25,2379.27,1357.17,1065.29,0.1191,0.9005,1,1,1,1,9.85,131.281
2022,3,FLL,AE,SAS,LEISURE,5.78,22145.59,4766.34,5594.93,6258.82,3258.82,0.1531,0.8186,1,0,1,1,7.328,112.375
2018,5,HOU,DE,MENA,BUSINESS,29.23,20575.92,4435.53,4133.62,5166.29,3146.55,0.8714,0.1235,0,1,0,0,2.863,112.219
2016,4,BOS,DE,MENA,LEISURE,52.02,15046.62,3016.04,3968.3,3835.45,1255.94,0.6234,0.3642,0,0,1,1,3.471,98.258
2025,10,ATL,DE,EAP,LEISURE,47.51,7526.21,1848.63,1755.74,1312.8,969.37,0.8192,0.1344,1,0,1,0,3.185,94.013
2023,8,BOS,AU,EAP,VISITING_FRIENDS_FAMILY,19.68,4321.49,1072.04,1878.85,1130.68,393.92,0.6989,0.326,0,0,1,0,3.867,77.586
2021,7,FLL,DE,EAP,OTHER,30.5,20574.18,4397.14,6429.84,4858.52,2943.58,0.2407,0.7611,0,0,0,0,6.604,110.882
2023,3,JFK,BR,NA,BUSINESS,8.65,7252.43,1127.07,2444.48,2029.33,1065.73,0.4364,0.5268,0,1,1,0,2.744,103.405
2018,6,HOU,ES,NA,LEISURE,16.08,6212.54,690.53,2431.26,1308.17,894.3,0.4758,0.5078,1,0,1,0,1.293,76.128
2012,6,EWR,CO,EU,MEDICAL,43.9,11364.99,2517.34,2531.38,2677.98,1708.22,0.7059,0.3264,0,0,0,0,3.326,137.487
2023,11,LAX,KR,SSA,LEISURE,55.04,2464.7,487.6,828.36,416.93,213.67,0.7938,0.1759,1,0,0,0,8.809,113.553
2020,6,HOU,AR,NA,OTHER,2.9,9180.08,1733.53,3816.73,1861.11,975.25,0.824,0.1513,0,0,0,0,2.768,78.834
2025,12,SFO,SA,NA,BUSINESS,20.46,8208.38,833.85,1925.0,1486.36,1032.4,0.9111,0.0677,0,1,1,0,6.998,139.366
2017,11,HOU,MX,MENA,BUSINESS,55.79,14536.19,1258.0,5444.76,2437.21,2602.19,0.6585,0.3112,0,1,1,0,3.938,75.71
2019,2,MIA,ZA,MENA,BUSINESS,4.2,4137.29,770.5,1012.28,663.75,515.29,0.7635,0.2809,1,1,0,0,2.784,76.371
2025,1,SEA,AR,NA,BUSINESS,54.29,8451.76,2068.73,2934.29,1289.25,791.98,0.6584,0.3724,1,1,1,0,6.897,113.618
2024,12,JFK,NZ,EAP,LEISURE,1.93,19780.76,2700.46,7557.13,5279.13,2099.87,0.9195,0.0829,0,0,0,1,8.549,74.804
2012,9,DFW,AU,LATAM,BUSINESS,20.43,1494.6,171.34,585.42,207.02,94.02,0.1546,0.8502,0,1,1,1,1.793,113.401
2025,12,LAX,AU,NA,LEISURE,48.28,21355.5,2920.87,5425.04,5001.15,1151.27,0.6023,0.3815,0,0,1,0,5.743,80.241
2013,2,BOS,CA,EU,BUSINESS,50.85,1001.2,179.47,308.88,215.42,147.92,0.7818,0.189,0,1,0,0,3.684,81.479
2023,10,DFW,KR,EU,BUSINESS,59.77,23931.94,3633.24,7378.37,5947.74,2764.15,0.1415,0.8358,0,1,1,0,1.57,99.191
2017,6,EWR,NZ,LATAM,LEISURE,31.03,23041.53,3924.38,10251.66,5346.38,2811.43,0.8733,0.159,0,0,1,0,9.909,88.107
2021,1,JFK,NZ,MENA,BUSINESS,50.03,15377.79,2004.23,6141.16,4286.85,2480.13,0.2177,0.7929,0,1,0,0,7.86,134.954
2018,9,ORD,ZA,LATAM,BUSINESS,25.11,15767.38,1891.23,3337.14,3905.54,2437.94,0.2651,0.7778,1,1,1,1,5.561,73.033
2013,7,LAX,IN,MENA,BUSINESS,53.02,213.89,26.87,73.01,42.6,31.38,0.1232,0.8825,0,1,0,1,8.432,113.743
2024,8,SFO,BR,MENA,LEISURE,49.64,2672.9,534.08,570.75,519.25,177.35,0.3893,0.6163,0,1,0,0,2.487,106.973
2012,9,HOU,CO,EU,VISITING_FRIENDS_FAMILY,42.28,13751.89,3044.07,5521.66,2685.95,1962.8,0.5357,0.5141,0,0,0,1,4.015,139.215
2016,7,SFO,TR,SAS,LEISURE,41.09,14092.2,2805.23,4123.38,1747.61,2320.52,0.2107,0.7954,0,0,1,0,4.981,103.261
2022,2,DFW,SA,EAP,LEISURE,22.31,3140.14,659.36,1073.27,553.99,277.8,0.8855,0.1004,0,0,0,0,1.446,118.289
2025,2,HOU,AR,NA,LEISURE,17.99,15851.68,2400.01,4195.76,2394.65,885.58,0.8947,0.152,0,0,0,0,3.023,75.322
2018,6,ORD,BR,EU,BUSINESS,47.43,9786.22,952.33,3319.55,2038.63,1467.26,0.9216,0.0385,0,1,0,0,2.271,73.734
2021,6,SFO,SA,SSA,BUSINESS,48.23,7006.25,1572.94,2350.83,1537.39,479.05,0.8053,0.2211,0,1,0,1,9.043,129.104
2022,7,MIA,AE,NA,LEISURE,3.29,22723.13,3739.55,6113.74,6500.26,2759.48,0.2971,0.7346,0,0,0,0,7.91,76.679
2022,5,ATL,IN,SAS,BUSINESS,12.78,18969.34,3716.67,5717.45,3806.57,1929.48,0.2455,0.7633,0,1,0,1,3.088,109.997
2025,12,HOU,TR,EAP,BUSINESS,58.17,10278.65,2374.98,4325.5,2192.13,1091.82,0.0448,0.968,0,1,1,0,5.655,111.635
2020,5,DFW,FR,EU,TRANSIT,2.1,9645.73,1030.13,2396.45,2158.84,640.69,0.0261,1.0,0,0,1,0,8.22,76.59
2019,5,BOS,BR,NA,VISITING_FRIENDS_FAMILY,27.61,22103.49,4971.14,8735.53,4321.98,2729.13,0.1642,0.8685,0,0,0,1,7.646,137.071
2018,11,BOS,IN,LATAM,STUDY,18.82,21952.12,4500.54,7595.0,3566.81,3201.52,0.2338,0.8111,0,0,0,0,1.622,106.266
2019,6,MIA,NZ,SAS,LEISURE,25.31,21294.55,2668.53,6789.27,5278.56,2991.1,0.2374,0.7809,0,0,0,0,5.737,97.896
2017,2,EWR,KR,LATAM,LEISURE,1.87,9815.62,1030.08,2742.01,1226.5,956.66,0.4672,0.5796,0,0,1,1,9.779,102.778
2012,11,ORD,AU,EU,LEISURE,24.45,7131.12,1493.15,2172.95,1456.27,1278.12,0.6046,0.3508,0,1,0,0,1.274,71.548
2012,10,LAX,IT,LATAM,LEISURE,20.23,23416.16,4561.75,7790.47,4131.37,3825.63,0.7254,0.289,1,0,0,1,7.532,112.679
2023,1,EWR,SA,EU,BUSINESS,18.79,14946.96,3690.91,5364.99,4044.52,2010.46,0.3885,0.6223,0,1,0,0,5.079,134.64
2014,7,EWR,ZA,SAS,OTHER,45.67,15246.38,3040.63,5385.52,2952.63,915.46,0.2163,0.7894,0,0,0,1,3.418,119.206
