qol_ncoial_survey_cycle_id,qol_ncoial_neighborhood_cluster_id,qol_ncoial_neighborliness_score,qol_ncoial_belonging_score,qol_ncoial_participation_local_events_rate,qol_ncoial_mutual_aid_participation_rate,qol_ncoial_intergroup_contact_score,qol_ncoial_civic_pride_score,qol_ncoial_shared_norms_score,qol_ncoial_conflict_resolution_score,qol_ncoial_online_community_engagement_rate,qol_ncoial_hate_incident_awareness_score,qol_ncoial_trust_local_institutions_score,qol_ncoial_youth_engagement_score,qol_ncoial_senior_engagement_score,qol_ncoial_newcomer_integration_score,qol_ncoial_language_inclusion_score,qol_ncoial_public_space_comfort_score,qol_ncoial_community_problem_solving_score,qol_ncoial_survey_sampling_weight
CYC2021_3,NBH6041,2.62,7.77,82.64,43.48,4.56,2.15,5.84,0.83,29.19,1.67,8.87,7.01,7.52,7.91,1.36,8.73,6.5,0.957
CYC2022_2,NBH1149,8.45,1.52,27.14,19.1,8.47,8.37,4.42,8.21,93.33,7.43,1.37,8.19,0.15,2.25,3.67,0.43,0.48,0.4239
CYC2018_1,NBH3366,2.1,1.79,3.6,46.99,6.91,7.17,0.33,9.69,98.42,8.27,6.87,3.68,3.9,9.08,2.76,8.75,1.5,1.4371
CYC2024_4,NBH5327,5.39,4.11,6.59,12.5,0.01,8.62,8.34,6.03,30.53,4.67,6.64,7.65,3.23,3.48,9.2,2.31,6.56,3.7235
CYC2021_3,NBH5945,7.47,2.31,11.7,91.63,3.41,1.83,6.76,8.68,98.56,5.43,8.79,4.84,5.41,5.67,8.74,2.41,7.47,1.4854
CYC2026_4,NBH6315,1.32,9.32,47.15,25.85,2.94,9.15,5.56,5.59,9.59,3.1,6.05,1.41,5.84,1.55,5.02,4.37,2.59,1.7527
CYC2024_1,NBH5995,4.01,6.12,81.14,32.62,1.86,9.78,0.18,5.97,39.7,0.06,4.69,6.15,8.11,3.35,9.17,9.84,6.07,3.0228
CYC2019_3,NBH4224,2.12,3.29,33.05,77.43,4.66,7.29,0.44,6.67,31.5,2.19,6.64,1.03,6.64,9.94,9.17,7.65,3.39,1.3434
CYC2025_2,NBH4120,2.11,8.28,49.66,90.21,3.71,3.06,5.93,6.86,66.8,2.54,8.46,4.59,0.82,5.52,2.86,5.9,1.85,3.3378
CYC2024_2,NBH1954,0.35,6.48,9.31,72.32,6.7,4.18,4.89,8.37,25.61,6.37,5.74,7.25,4.04,8.81,2.36,8.04,6.02,3.2378
CYC2020_2,NBH1001,0.78,6.08,95.44,80.48,2.54,4.35,0.76,9.76,65.07,4.76,0.36,6.62,1.6,0.82,0.25,9.26,6.8,1.3954
CYC2020_4,NBH9925,7.2,6.32,75.11,95.4,1.3,3.72,0.47,2.56,28.45,8.48,6.09,1.06,4.4,4.78,2.82,9.31,5.89,1.5068
CYC2022_1,NBH2229,7.78,4.28,8.39,52.56,3.18,0.42,3.04,9.28,12.18,5.18,1.31,1.86,4.5,7.87,9.98,1.01,1.79,2.0477
CYC2018_2,NBH8974,6.11,3.24,90.04,31.62,1.04,3.21,3.61,4.81,79.99,9.79,0.31,6.97,1.33,9.43,9.61,3.86,1.95,0.7462
CYC2021_2,NBH6127,7.92,9.31,48.23,85.51,5.24,6.48,2.42,8.24,96.83,7.78,2.7,0.73,0.59,7.15,7.87,6.66,6.68,3.6921
CYC2020_2,NBH7088,8.84,2.2,45.64,69.44,3.94,1.94,3.99,2.12,14.18,9.64,7.67,1.14,0.57,5.47,7.27,4.22,5.45,3.1702
CYC2022_2,NBH5470,3.7,7.25,32.91,30.31,4.73,5.57,4.3,8.32,69.23,9.62,3.83,5.41,8.67,2.74,7.49,5.91,5.92,1.1965
CYC2020_2,NBH3580,5.45,6.9,18.12,53.28,9.03,8.1,8.81,4.16,61.68,1.86,8.64,1.52,1.21,8.15,3.58,7.37,9.73,1.4992
CYC2018_2,NBH8043,7.74,5.55,77.4,24.07,7.83,7.22,1.04,6.22,38.5,8.73,3.34,7.11,5.94,6.18,1.38,2.38,6.47,0.3345
CYC2022_3,NBH4540,3.31,8.83,49.59,82.72,0.06,4.79,5.3,6.3,40.25,0.17,5.05,5.58,3.6,9.06,2.95,0.44,8.54,3.9762
CYC2021_4,NBH1270,8.53,9.32,93.97,3.64,6.59,8.61,1.88,5.76,46.16,1.83,3.92,3.02,8.5,7.33,0.07,5.57,0.32,3.7049
CYC2022_4,NBH3903,4.46,2.55,65.3,70.5,5.12,7.98,2.38,3.37,64.65,4.76,0.8,1.25,7.78,7.39,8.12,1.17,3.28,3.1567
CYC2021_2,NBH8390,7.91,3.5,50.96,6.64,2.91,8.3,1.1,6.95,36.48,3.71,1.65,0.17,4.67,9.83,8.34,4.7,6.08,2.6441
CYC2020_1,NBH2988,4.87,7.74,48.14,30.13,4.66,3.53,1.64,7.55,19.96,8.31,6.46,8.15,1.38,3.89,1.3,0.0,7.56,3.9156
CYC2020_1,NBH6356,9.53,5.41,15.9,96.02,0.12,9.13,4.27,9.23,14.9,6.27,5.72,3.24,3.05,2.6,4.48,5.13,2.03,2.5752
CYC2018_3,NBH8046,3.27,1.71,97.43,10.66,6.98,1.02,0.11,7.77,4.29,4.18,7.24,6.82,0.26,0.28,3.63,8.74,9.01,2.0537
CYC2021_2,NBH3912,2.64,9.96,11.58,28.16,2.7,0.19,4.98,2.36,87.09,0.5,4.05,6.54,7.22,7.64,8.99,9.43,6.92,2.7234
CYC2021_4,NBH7879,9.73,6.61,60.95,29.46,3.81,2.58,4.93,3.67,87.78,5.03,9.88,7.71,1.3,2.04,9.28,9.62,0.05,1.9308
CYC2022_1,NBH8602,5.0,5.68,6.36,65.81,4.05,0.52,1.27,0.51,34.81,6.58,6.06,5.08,6.58,8.75,2.54,9.58,9.63,2.1879
CYC2023_3,NBH6649,5.57,5.41,97.88,90.92,2.48,0.35,7.64,2.26,14.25,9.99,4.03,7.43,3.18,0.25,2.3,0.73,1.24,3.2305
CYC2021_4,NBH1887,3.98,2.85,79.45,46.74,8.22,8.44,9.63,3.36,27.7,5.42,4.86,9.5,3.31,7.26,3.6,0.16,0.71,0.7567
CYC2024_3,NBH6327,3.76,8.13,94.13,92.64,0.25,0.18,7.62,6.25,30.72,9.15,0.48,2.55,2.67,1.04,5.64,1.54,6.6,2.7987
CYC2022_3,NBH7011,4.04,6.86,7.22,24.77,8.94,8.08,3.72,4.54,47.19,7.08,6.11,4.39,3.31,7.17,1.08,2.91,1.55,0.766
CYC2021_3,NBH7890,7.68,0.33,64.68,82.74,0.13,3.23,6.9,8.41,69.48,8.3,8.51,7.93,3.19,2.41,4.8,5.74,0.3,3.6494
CYC2020_4,NBH6764,5.51,2.95,88.13,78.31,8.65,8.84,6.14,5.85,88.13,2.69,1.7,4.11,0.84,4.88,2.2,4.11,2.5,0.2019
CYC2020_4,NBH8867,5.84,0.13,85.31,74.77,4.04,4.99,7.85,6.54,90.35,5.66,5.81,8.05,2.07,2.07,1.4,1.54,7.39,1.8074
CYC2018_4,NBH8915,2.43,9.65,50.33,38.41,7.51,7.72,9.84,4.64,10.11,7.68,7.06,0.55,5.71,1.39,9.85,8.15,1.32,0.5711
CYC2025_4,NBH1518,4.91,0.55,3.85,17.07,3.27,0.61,3.26,9.0,51.91,0.11,6.47,9.16,1.75,4.6,3.45,0.48,2.52,1.4957
CYC2022_2,NBH8380,5.02,0.09,65.7,83.37,4.46,1.89,7.68,0.19,50.62,0.41,8.75,9.85,9.91,1.55,6.27,5.89,3.98,3.2617
CYC2019_1,NBH4058,8.71,4.61,38.12,14.1,6.63,5.34,6.19,8.33,79.55,1.01,0.47,5.26,1.25,9.73,6.66,8.76,0.27,1.9408
CYC2022_3,NBH2067,0.86,2.79,68.21,3.43,4.99,4.43,2.63,2.97,21.76,6.48,4.71,7.75,7.04,5.52,9.71,3.92,8.75,2.0123
CYC2022_2,NBH8142,4.94,3.39,84.78,6.67,3.23,7.31,1.8,4.96,36.24,3.29,4.15,5.4,3.07,4.03,6.23,3.31,8.69,3.2513
CYC2020_2,NBH6673,1.81,1.16,97.7,55.01,8.69,2.47,9.45,9.0,53.78,8.42,3.84,6.02,6.65,8.47,6.52,9.79,0.12,3.3719
CYC2025_4,NBH8945,8.91,5.79,9.94,61.97,0.26,1.1,7.15,8.1,60.06,5.11,0.13,7.67,7.77,7.53,5.68,8.88,8.11,0.9545
CYC2026_4,NBH2464,3.97,9.29,49.33,19.62,5.1,6.68,7.04,5.14,50.45,2.37,0.77,0.57,3.82,2.79,8.95,0.39,8.19,2.1425
CYC2022_2,NBH6351,9.0,3.49,97.79,76.5,8.48,0.34,0.08,1.87,70.01,6.11,7.93,7.99,8.26,9.94,6.44,5.06,3.77,3.8739
CYC2026_2,NBH8471,7.33,2.83,72.16,23.06,5.22,1.36,5.27,8.97,37.01,4.48,6.16,9.99,9.22,4.1,9.83,7.46,1.06,3.9416
CYC2019_3,NBH9342,3.78,3.94,75.39,32.12,6.84,7.72,3.59,1.11,70.99,7.2,7.92,2.56,2.49,4.18,8.41,4.02,6.6,1.5332
CYC2019_1,NBH1596,4.24,6.5,98.16,26.57,6.31,7.73,2.02,2.07,61.21,7.79,3.68,8.56,4.49,4.82,3.53,2.31,2.45,2.8692
CYC2019_2,NBH3307,5.07,0.34,51.2,59.48,9.38,6.9,4.56,5.54,98.17,1.57,6.61,7.34,3.91,2.69,2.97,3.7,2.22,1.6817
CYC2024_1,NBH9411,7.49,9.52,24.64,33.13,3.21,6.75,4.07,2.8,63.02,9.09,3.05,7.06,4.13,8.9,5.78,3.94,7.98,2.1702
CYC2026_3,NBH6687,4.84,9.85,9.55,2.92,1.89,8.99,9.64,7.39,83.37,1.14,3.48,7.01,4.28,3.37,3.06,0.47,2.11,2.6828
CYC2022_1,NBH7543,7.68,0.79,94.37,39.62,1.21,2.37,9.06,4.89,67.5,4.5,0.99,6.5,9.99,5.18,2.22,2.73,2.47,3.7891
CYC2026_1,NBH6690,8.82,8.38,35.61,38.76,4.95,5.66,6.2,1.36,59.59,5.0,0.16,3.01,5.53,8.23,2.64,0.46,6.79,0.222
CYC2024_2,NBH9907,3.44,3.59,36.3,17.82,2.04,6.66,0.14,7.3,17.25,7.87,3.43,1.36,7.61,4.57,1.75,6.1,6.03,2.5763
CYC2026_1,NBH6636,6.69,2.15,63.71,78.68,4.48,6.08,2.23,8.68,62.81,5.2,5.27,5.89,6.23,6.09,6.84,7.27,2.3,3.2506
CYC2022_3,NBH6465,4.84,2.96,14.24,32.39,8.13,7.24,9.38,1.92,16.56,5.9,7.0,3.55,6.28,7.68,7.13,2.12,5.8,2.2827
CYC2026_3,NBH3098,2.82,9.42,22.1,1.32,5.78,6.34,6.0,2.5,82.11,1.17,0.4,2.55,4.76,8.57,2.15,8.15,5.98,3.0865
CYC2022_1,NBH8254,0.76,1.57,13.34,14.74,6.31,3.9,7.36,6.47,13.33,4.5,4.2,5.29,8.5,2.88,5.34,3.78,8.92,1.1293
CYC2019_1,NBH7173,3.31,7.66,85.23,52.4,3.24,6.51,4.27,6.09,67.79,7.68,6.2,6.14,9.89,2.7,4.75,2.75,8.77,3.4922
CYC2026_2,NBH3146,9.31,8.26,65.9,31.48,4.73,0.37,2.38,9.41,49.31,1.6,6.47,1.36,4.88,8.44,6.67,6.17,7.66,3.2543
CYC2024_2,NBH2823,5.98,0.69,21.64,40.01,6.46,7.85,5.84,8.99,80.5,4.76,7.29,1.62,3.48,0.21,7.42,9.31,3.78,1.3735
CYC2020_1,NBH8056,3.43,2.67,98.73,61.82,1.04,9.45,2.31,8.05,99.64,9.81,7.86,10.0,1.83,7.61,6.12,7.43,2.39,3.6504
CYC2023_2,NBH1831,5.75,4.89,39.62,16.5,0.11,0.06,6.1,4.29,78.27,3.4,0.0,5.08,4.49,1.96,9.95,1.14,3.85,2.2094
CYC2026_1,NBH8069,9.0,4.08,45.78,49.76,6.0,3.76,9.31,0.8,24.11,9.6,2.41,8.57,7.03,8.18,6.7,4.17,9.79,0.2278
CYC2018_4,NBH2599,7.33,4.79,39.63,56.34,0.27,7.76,3.29,5.04,93.98,9.23,7.61,4.93,5.73,1.45,8.68,1.61,7.54,3.6288
CYC2021_3,NBH4509,5.49,6.24,53.94,74.78,8.42,0.26,4.71,0.33,27.83,8.58,1.27,4.42,8.52,8.83,2.77,7.82,1.41,2.1324
CYC2023_1,NBH5719,4.66,6.41,1.9,12.77,2.37,7.53,2.04,5.13,9.48,4.58,6.91,3.06,0.95,5.5,2.37,3.41,7.82,2.1806
CYC2021_3,NBH2839,8.82,8.96,31.18,47.59,5.41,2.52,1.68,4.75,40.53,8.99,8.47,6.64,2.84,3.72,1.77,2.7,9.84,2.2938
CYC2026_2,NBH8279,4.74,7.26,63.38,3.46,5.7,1.56,6.89,4.88,25.12,9.2,3.75,8.15,8.42,3.51,0.61,2.57,7.65,1.0584
CYC2020_1,NBH1526,5.59,7.87,94.11,18.3,4.42,5.96,0.57,7.74,42.8,4.6,9.97,3.31,5.12,9.91,6.22,4.19,5.54,0.2933
CYC2024_2,NBH1392,0.38,9.66,35.33,82.4,6.71,5.92,0.86,8.95,37.76,8.92,1.91,9.67,6.22,8.36,5.03,5.97,3.19,3.0206
CYC2018_4,NBH2344,4.71,8.35,49.92,43.95,6.65,2.3,4.76,0.41,98.45,9.61,9.86,8.79,9.01,0.86,2.13,6.68,2.02,0.3872
CYC2024_3,NBH8561,7.42,9.1,9.67,42.7,6.05,7.71,9.64,6.91,91.82,9.82,6.87,7.15,9.79,7.8,8.08,0.88,9.84,2.1637
CYC2018_1,NBH6548,6.9,6.44,97.12,0.61,5.33,7.05,0.78,3.84,71.59,0.22,9.16,4.67,1.86,4.97,0.58,2.96,9.96,2.2167
CYC2023_3,NBH2163,9.14,0.29,94.85,35.74,0.46,5.28,7.54,2.75,40.08,9.4,7.16,8.88,9.71,0.14,5.1,0.58,6.88,0.4276
CYC2023_2,NBH1534,1.69,2.21,34.88,45.7,9.09,4.34,9.09,2.41,81.35,6.37,1.97,1.27,0.04,3.39,2.5,9.45,7.43,0.5247
CYC2021_3,NBH7741,3.93,4.62,87.62,76.26,1.16,2.61,2.76,4.05,68.19,7.61,4.35,9.55,5.93,4.3,1.77,8.9,8.23,0.5513
CYC2019_4,NBH2352,8.62,2.93,92.43,46.41,2.75,1.69,6.85,6.44,59.87,8.25,9.83,1.32,8.27,7.19,4.61,3.46,6.23,2.9469
CYC2018_2,NBH2010,7.2,1.28,19.34,59.95,4.51,6.08,8.09,7.95,58.18,8.65,3.27,5.26,6.45,4.45,9.2,9.82,0.05,3.288
CYC2021_2,NBH4248,2.38,8.12,54.5,36.19,3.65,5.22,4.95,3.26,31.85,3.58,4.12,4.26,2.3,6.88,9.04,4.8,7.61,1.8171
CYC2021_1,NBH3800,3.4,1.59,93.69,21.99,7.98,1.92,8.98,0.92,29.88,1.32,3.24,5.21,9.7,3.17,2.5,6.42,3.27,1.4129
CYC2020_4,NBH3912,1.24,9.06,63.36,64.4,6.98,4.05,5.2,7.61,55.72,5.92,9.48,4.08,3.08,1.06,0.96,4.4,3.13,2.1712
CYC2024_4,NBH3944,3.77,4.84,31.36,22.42,8.29,9.23,6.53,8.67,30.02,1.33,2.66,2.32,2.52,1.38,6.47,8.71,6.99,2.3754
CYC2021_1,NBH9584,2.01,2.35,45.85,63.53,1.03,3.64,5.24,5.46,28.85,6.26,3.01,0.2,7.59,4.21,9.78,1.38,4.09,2.4121
CYC2021_1,NBH2534,3.62,2.43,49.23,23.47,1.77,3.2,1.12,4.98,80.59,9.48,4.2,9.62,7.08,0.59,4.21,9.6,2.46,0.5392
CYC2018_3,NBH1821,8.23,4.87,62.76,88.92,6.25,5.31,0.58,6.67,54.63,8.3,5.25,2.82,1.78,6.87,4.52,6.55,8.29,1.4289
CYC2021_1,NBH1236,2.11,8.57,18.17,36.04,4.29,6.02,1.77,4.88,94.28,3.38,2.22,0.47,7.06,5.04,5.28,9.76,2.47,3.3837
CYC2021_1,NBH5061,6.54,8.5,72.31,62.57,0.17,5.6,3.68,9.68,32.66,1.03,1.45,6.91,4.12,3.97,3.8,9.6,1.44,3.4046
CYC2018_1,NBH9523,2.64,6.21,6.93,93.29,6.67,1.43,7.79,3.13,4.02,2.31,6.5,6.52,9.55,3.77,7.81,4.83,7.48,2.1091
CYC2018_4,NBH6590,8.44,6.31,48.03,54.86,1.98,9.52,2.69,0.01,59.79,8.23,6.3,2.82,4.17,7.07,6.83,4.58,0.05,2.325
CYC2018_4,NBH7007,5.11,9.3,18.49,87.3,1.04,5.95,3.18,8.49,28.22,8.46,3.22,1.07,8.77,1.05,6.3,5.1,7.7,2.8323
CYC2022_4,NBH7668,6.57,3.82,45.47,14.79,1.68,9.7,8.36,8.18,5.97,3.47,1.51,4.46,7.19,4.45,8.66,5.73,3.82,1.2952
CYC2023_1,NBH3579,2.81,6.27,94.79,34.83,8.7,9.58,4.89,2.37,15.33,5.02,9.01,6.56,7.72,4.42,3.16,9.75,2.08,3.7554
CYC2022_2,NBH6491,2.92,8.37,30.68,55.75,5.69,7.28,9.43,0.18,93.32,8.33,1.19,6.77,6.72,2.78,7.72,8.72,2.48,3.3582
CYC2026_1,NBH3090,1.32,2.79,88.06,59.98,8.64,4.03,5.98,0.44,44.69,8.82,1.95,1.87,8.26,4.81,0.94,7.6,4.67,3.1903
CYC2022_4,NBH3741,4.76,9.72,46.08,85.56,2.83,8.23,6.1,6.28,34.04,4.98,3.25,4.86,4.46,9.69,0.8,8.63,0.95,1.9009
CYC2024_4,NBH5917,8.13,9.1,46.06,42.56,8.02,1.34,2.6,1.19,29.98,5.44,6.88,2.74,7.01,4.17,7.44,5.37,8.68,3.4246
CYC2024_2,NBH3518,8.33,5.2,56.64,27.72,3.67,3.82,5.4,8.48,5.46,9.25,8.76,5.31,6.73,8.13,7.96,6.12,9.58,3.4355
CYC2024_3,NBH9125,4.03,0.66,43.34,30.85,8.99,8.72,2.99,6.06,26.75,3.15,0.78,8.17,0.34,2.97,2.73,5.29,2.47,1.5861
CYC2023_3,NBH9484,6.36,3.93,34.63,57.27,1.13,7.3,8.23,0.39,15.46,1.16,9.39,6.91,2.87,0.97,6.67,0.89,9.22,1.2067
CYC2020_1,NBH1457,0.06,0.09,89.98,80.65,6.75,1.36,5.66,3.0,19.07,2.43,2.23,6.46,5.69,1.65,5.99,2.93,4.29,0.9118
CYC2026_1,NBH4996,5.71,5.17,57.98,58.29,6.88,4.68,4.92,7.59,20.9,7.79,0.08,5.77,4.36,6.33,4.89,7.9,1.98,1.2267
CYC2025_2,NBH1476,9.45,8.6,76.03,75.2,6.47,7.35,0.34,5.81,26.25,0.98,9.72,9.46,9.06,6.47,0.03,2.97,0.18,1.4536
CYC2020_4,NBH7496,3.24,8.98,23.12,49.34,1.19,7.53,0.81,1.68,98.61,2.97,0.11,2.38,4.31,4.71,4.07,1.36,1.87,2.7348
CYC2021_4,NBH2513,7.89,5.83,9.04,28.89,6.56,3.86,6.33,9.8,87.81,2.32,1.16,7.1,0.31,3.7,1.73,0.11,7.91,3.3641
CYC2019_4,NBH6200,3.32,2.21,52.21,29.51,5.36,6.24,7.96,6.53,53.39,6.74,2.24,9.34,6.49,8.46,2.17,6.82,0.24,0.7582
CYC2026_4,NBH6647,4.64,6.8,97.48,87.47,6.1,2.57,1.57,6.82,33.98,4.25,6.76,8.03,5.57,8.57,8.42,5.53,0.83,2.8119
CYC2026_4,NBH4573,9.62,4.41,11.63,80.82,4.56,0.1,8.41,8.48,26.66,5.81,8.8,5.92,1.22,2.2,5.8,2.86,3.38,3.9311
CYC2022_3,NBH8605,4.41,2.33,75.24,39.8,3.1,7.75,8.26,4.99,84.03,9.84,4.33,1.78,7.55,7.6,7.22,2.45,5.92,1.4542
CYC2018_4,NBH8477,6.65,0.99,95.08,71.04,5.31,8.67,7.13,4.46,56.91,5.6,6.62,7.63,3.85,7.66,2.8,3.8,3.73,0.509
CYC2022_2,NBH3523,5.05,2.21,38.36,44.62,4.71,4.38,7.89,3.59,59.26,4.54,4.64,9.42,3.26,1.31,3.8,1.31,8.2,1.09
CYC2018_4,NBH2244,8.43,6.98,5.01,15.96,5.4,2.63,4.46,2.21,90.73,6.19,8.68,5.36,9.03,5.74,0.89,4.67,7.48,1.7173
CYC2020_1,NBH4850,7.23,7.53,30.44,45.52,9.01,7.84,5.66,4.1,97.69,0.41,7.68,5.85,9.25,7.43,1.45,7.88,3.26,1.496
CYC2018_2,NBH5863,6.35,4.29,92.03,39.37,8.89,5.17,8.72,7.2,65.8,8.92,9.96,8.99,1.23,1.99,9.74,4.2,1.96,0.7151
CYC2018_2,NBH4684,3.34,9.53,62.21,67.49,5.84,4.52,3.39,1.59,61.78,9.96,4.11,2.46,7.98,9.35,9.86,8.55,5.09,3.4418
CYC2025_2,NBH3942,2.71,6.51,48.61,57.42,6.81,4.42,3.06,5.74,54.98,0.04,5.0,7.69,6.06,0.36,9.29,7.88,2.37,2.1925
CYC2025_1,NBH2590,3.58,6.33,95.36,28.98,6.57,0.24,7.15,9.16,16.21,7.79,5.0,5.99,7.06,7.05,4.76,4.59,2.91,0.8193
CYC2021_3,NBH7439,1.88,4.65,91.9,99.37,8.92,0.72,9.55,9.3,32.38,3.93,4.0,7.96,9.65,2.89,9.87,9.9,4.92,3.3081
CYC2021_3,NBH7972,5.81,1.52,40.01,95.12,7.91,4.16,8.64,4.81,48.96,8.17,7.32,0.12,3.92,0.07,5.5,4.43,2.5,3.9498
CYC2022_4,NBH9133,9.38,8.85,45.22,97.25,0.12,2.99,1.41,1.55,74.34,2.7,3.94,6.03,7.84,2.88,8.3,5.36,7.08,2.8351
CYC2023_2,NBH1122,6.74,1.22,15.58,82.29,6.27,0.31,1.6,8.77,56.39,1.14,0.56,9.99,2.95,6.6,3.29,7.62,9.09,2.0026
CYC2020_4,NBH1556,0.95,1.4,75.21,21.2,2.53,0.69,5.63,4.32,84.06,9.29,1.33,7.87,0.31,7.48,2.89,7.38,8.57,3.1161
CYC2026_3,NBH4570,8.86,1.37,41.39,9.23,0.21,7.64,0.82,5.5,48.77,4.85,8.93,5.85,9.57,7.37,4.78,1.26,5.88,2.8291
CYC2023_3,NBH2046,8.61,9.42,16.85,28.8,4.24,1.1,2.12,0.5,72.68,5.64,5.93,7.66,0.83,1.09,0.25,1.45,4.43,0.9388
CYC2018_2,NBH4214,5.53,8.04,87.58,72.05,7.01,2.31,4.63,1.73,15.55,2.12,2.61,7.69,9.29,0.83,4.71,8.81,4.03,3.5813
CYC2021_1,NBH1741,8.17,8.11,49.71,11.31,5.26,4.2,6.35,4.01,99.31,3.81,0.33,8.14,9.71,5.02,2.59,1.12,9.49,1.3945
CYC2021_4,NBH7258,8.2,0.57,10.74,40.25,6.05,2.12,2.1,0.32,58.05,5.63,5.11,9.37,4.81,8.04,3.74,7.65,8.22,0.3578
CYC2021_4,NBH9397,4.81,7.48,61.43,58.66,1.18,0.24,6.02,9.83,63.02,7.36,0.58,9.05,6.44,7.29,8.7,6.64,1.32,2.363
CYC2019_2,NBH4538,3.65,1.03,46.99,48.87,9.43,0.88,2.46,8.17,26.43,9.26,3.48,8.32,6.57,2.68,5.11,3.8,9.12,3.7892
CYC2022_2,NBH4817,3.59,0.12,24.54,55.51,2.8,0.34,2.11,5.49,77.59,7.18,3.13,2.1,7.18,3.49,7.72,2.44,8.24,3.2473
CYC2022_4,NBH7098,6.21,9.22,24.06,85.74,7.12,4.41,2.94,2.41,44.15,3.43,6.08,4.04,2.3,7.98,4.42,5.17,6.78,1.0749
CYC2021_1,NBH5142,3.77,8.81,1.93,66.4,5.83,2.91,0.67,2.53,7.48,9.32,0.09,4.21,7.33,3.1,2.75,9.87,0.69,2.5815
CYC2026_4,NBH2099,4.3,2.04,60.81,13.41,1.72,9.52,1.41,6.05,79.02,4.89,7.29,5.74,9.98,0.8,2.32,5.71,5.12,0.5554
CYC2023_2,NBH8198,6.91,6.52,6.65,46.66,7.11,8.01,0.36,4.67,98.76,3.84,5.34,2.99,0.55,9.04,6.31,5.23,8.11,0.7589
CYC2026_4,NBH3101,1.01,7.85,46.21,76.11,3.05,8.67,6.5,4.45,42.22,1.59,1.22,0.07,4.88,9.59,0.52,9.95,9.52,3.8826
CYC2018_3,NBH3057,7.3,3.94,4.07,49.36,6.43,5.11,3.61,9.45,96.78,1.95,9.39,0.69,9.52,9.09,8.61,5.11,3.96,1.0592
CYC2025_1,NBH2652,3.22,8.09,77.31,18.57,9.23,3.54,9.87,9.65,27.29,4.51,8.45,3.02,4.49,1.93,4.97,2.74,1.14,2.827
CYC2020_4,NBH9600,6.87,2.71,75.04,90.34,3.41,3.66,0.79,7.43,34.03,5.83,3.82,5.28,7.76,1.98,0.17,5.96,3.7,2.3959
CYC2019_4,NBH5145,9.7,5.19,73.21,84.59,3.28,0.15,2.87,4.1,81.08,4.79,4.29,8.18,8.26,8.07,6.72,0.3,3.53,2.2816
CYC2023_4,NBH4835,6.07,2.85,82.89,43.43,0.79,4.83,7.62,9.19,66.45,8.39,7.5,1.82,9.84,0.56,2.74,7.63,1.34,2.3584
CYC2019_2,NBH5617,3.0,7.14,13.13,81.18,9.45,6.12,8.73,9.92,16.15,2.6,4.86,8.2,8.21,7.93,9.34,9.06,4.63,3.4608
CYC2021_1,NBH8245,9.33,5.14,7.27,48.31,2.65,5.57,5.76,4.26,69.48,4.87,7.66,1.19,7.66,5.72,0.84,2.48,1.63,3.4543
CYC2020_2,NBH3909,7.2,7.41,41.28,39.16,4.42,3.69,4.46,1.86,58.4,5.17,6.66,1.83,0.89,8.06,9.04,1.72,4.16,2.9558
CYC2020_1,NBH2050,5.15,3.42,64.85,56.85,7.51,0.34,8.38,9.48,16.49,2.24,5.07,7.05,4.62,4.62,9.98,3.54,5.96,3.323
CYC2019_4,NBH6517,1.87,5.23,56.87,61.0,1.25,0.95,2.2,6.64,3.24,6.51,2.58,1.06,3.78,4.65,2.6,8.11,4.58,1.5154
CYC2022_3,NBH2171,1.6,8.31,79.53,1.97,2.17,0.28,1.37,0.78,76.23,3.56,7.01,5.38,2.46,4.97,2.32,3.43,8.81,3.2989
CYC2018_2,NBH5074,1.18,5.17,7.33,37.99,0.31,8.05,6.12,0.63,40.57,8.33,6.0,5.82,4.61,4.75,8.95,5.98,9.07,3.2003
CYC2018_4,NBH2857,4.24,0.78,48.09,40.1,7.35,5.74,1.41,1.78,14.85,3.35,2.8,2.59,4.49,8.3,3.13,2.94,4.65,1.3924
CYC2024_1,NBH4404,1.85,5.87,75.63,45.9,3.49,7.96,0.11,0.74,67.01,0.92,6.42,1.41,7.62,3.12,3.45,0.81,0.51,2.3825
CYC2020_1,NBH7202,9.76,0.17,85.97,89.32,3.21,5.65,1.42,6.42,95.75,3.44,5.27,3.05,4.52,4.38,7.2,8.05,8.59,1.0835
CYC2022_3,NBH1724,8.6,4.97,98.57,14.19,9.87,2.54,9.3,4.65,46.84,1.12,9.0,8.47,5.72,2.76,5.76,5.7,4.27,0.7822
CYC2019_3,NBH9639,6.63,8.07,63.07,54.42,8.45,4.63,4.38,6.72,37.2,3.75,9.26,0.54,6.04,6.01,7.63,6.18,2.73,1.8734
CYC2022_3,NBH6803,2.07,3.63,25.02,52.47,1.41,3.49,8.75,8.21,93.03,3.32,9.22,4.46,6.27,4.02,1.4,3.07,9.15,1.6587
CYC2023_3,NBH2126,3.6,7.37,90.81,62.11,1.28,9.58,0.07,4.08,85.99,0.89,7.83,4.08,6.63,9.68,9.44,0.76,7.97,2.6281
CYC2019_3,NBH6638,6.08,4.7,80.35,69.19,8.37,2.14,7.0,4.43,92.51,2.99,1.65,9.31,9.02,0.2,9.61,5.85,9.67,1.9718
