qol_trust_reference_year,qol_trust_country_iso2,qol_trust_region_nuts_code,qol_trust_trust_in_parliament_score,qol_trust_trust_in_government_score,qol_trust_trust_in_police_score,qol_trust_trust_in_media_score,qol_trust_corruption_perception_score,qol_trust_satisfaction_with_democracy_score,qol_trust_sense_of_safety_night_pct,qol_trust_victimisation_rate_pct,qol_trust_social_capital_index,qol_trust_volunteering_rate_pct,qol_trust_civic_participation_rate_pct,qol_trust_hate_speech_exposure_rate_pct,qol_trust_disinformation_exposure_index,qol_trust_institutional_quality_index,qol_trust_survey_source,qol_trust_survey_weight,qol_trust_data_extract_date
2018,CY,PL6,5.6,2.31,6.37,3.03,79.89,5.81,77.8,11.3,74.29,6.09,26.65,9.9,46.87,78.48,EUROBAROMETER,2.9591,2024-03-21
2019,FR,SK356,3.38,3.11,4.28,6.01,32.58,5.46,54.82,12.84,59.35,28.43,8.28,7.98,75.62,33.59,NATIONAL_TRUST_SURVEY,2.0903,2026-01-25
2020,IT,DE4,3.28,2.2,6.37,5.22,46.83,4.88,80.9,9.06,61.98,13.97,30.02,3.87,52.86,61.48,EUQLS,2.3032,2025-02-17
2021,NL,FI96,3.92,6.42,8.88,3.73,49.74,8.65,96.42,10.96,93.38,29.28,16.44,6.38,68.67,57.59,ESS,1.3846,2025-04-06
2022,SI,LU22,5.41,5.93,5.91,6.03,68.01,4.12,46.98,14.54,39.97,13.06,19.39,19.38,53.2,45.87,EUROBAROMETER,3.012,2024-10-12
2023,BG,SI7,2.2,5.65,6.71,2.37,67.54,3.1,43.73,10.14,56.15,19.58,19.52,5.89,48.15,56.53,NATIONAL_TRUST_SURVEY,1.9458,2024-07-13
2024,EE,PL491,2.24,4.37,7.09,3.74,45.7,2.97,64.73,5.93,76.5,9.37,36.96,16.13,38.42,83.27,EUQLS,3.7799,2025-06-06
2025,HU,BG393,2.39,3.52,7.31,4.38,58.82,7.17,77.57,16.12,52.25,9.65,20.16,12.01,27.38,62.58,ESS,1.7639,2025-09-14
2006,LU,CY300,4.23,6.47,5.2,4.87,88.74,8.68,63.09,16.19,79.97,23.69,14.79,21.39,33.71,82.14,EUROBAROMETER,4.4116,2024-07-01
2007,RO,HR320,6.15,2.3,4.98,3.33,55.0,3.72,59.75,7.04,80.09,16.18,31.29,7.52,71.9,57.25,NATIONAL_TRUST_SURVEY,0.3771,2025-01-08
2008,AT,HU68,4.15,6.24,5.93,2.37,54.26,3.77,64.81,6.25,70.33,20.93,11.51,10.0,62.14,65.84,EUQLS,2.1952,2024-01-25
2009,CZ,FI846,5.36,4.59,3.68,5.66,47.57,3.63,86.33,9.75,54.81,14.49,21.71,12.9,30.03,49.16,ESS,1.6803,2025-03-24
2010,DE,SK28,5.88,2.67,7.8,4.68,38.22,3.27,81.34,11.61,58.25,20.08,24.24,16.53,42.54,63.43,EUROBAROMETER,4.5837,2025-02-14
2011,LV,DE63,4.27,4.34,7.58,4.91,54.78,6.92,52.86,6.79,33.3,21.55,33.66,17.59,44.73,57.47,NATIONAL_TRUST_SURVEY,1.2018,2024-05-08
2012,PL,SE977,4.59,2.53,7.9,4.57,42.56,6.74,74.42,14.68,40.79,11.8,18.2,14.46,24.89,60.58,EUQLS,1.2286,2025-10-14
2013,ES,SE7,6.02,5.17,4.16,2.2,68.44,4.21,87.34,12.96,43.68,5.91,9.75,10.32,64.62,39.56,ESS,1.8171,2024-08-11
2014,HR,SK3,3.11,6.13,5.4,1.95,62.22,4.46,71.72,8.54,44.88,15.37,11.99,7.93,31.87,65.29,EUROBAROMETER,0.9268,2024-02-15
2015,FI,DE79,6.79,5.96,8.23,2.56,51.85,4.46,74.74,9.29,86.42,12.09,12.39,11.41,24.84,70.1,NATIONAL_TRUST_SURVEY,0.4303,2025-04-19
2016,IE,HU483,6.23,4.04,4.87,3.37,53.43,5.73,44.41,16.81,62.02,13.44,27.66,9.19,76.14,44.91,EUQLS,0.6648,2024-10-22
2017,MT,CZ56,5.85,4.64,3.81,3.79,70.32,7.17,65.22,9.77,61.6,6.23,20.54,17.83,55.64,84.21,ESS,3.3022,2025-07-04
2018,SK,SI1,6.37,3.8,4.09,4.07,65.1,4.03,76.84,8.99,40.35,21.75,38.59,11.51,79.2,65.63,EUROBAROMETER,2.3054,2024-09-11
2019,BE,SE304,4.48,3.3,7.81,4.17,34.33,6.58,84.82,10.08,47.32,11.05,12.12,7.17,42.83,45.48,NATIONAL_TRUST_SURVEY,3.4716,2025-10-05
2020,DK,LU31,6.72,3.42,7.15,5.8,55.48,5.78,62.27,19.29,90.37,21.77,38.82,8.75,47.66,76.36,EUQLS,1.8341,2025-08-02
2021,GR,PT53,5.66,4.55,6.71,4.96,44.81,5.61,55.15,15.57,79.17,19.26,31.2,14.43,75.99,78.56,ESS,1.0162,2025-04-11
2022,LT,DE31,3.39,5.8,6.83,3.67,36.62,4.63,43.87,12.4,47.6,8.97,11.67,13.14,60.83,66.99,EUROBAROMETER,4.4276,2025-10-13
2023,PT,MT92,2.67,5.63,7.12,4.52,79.37,5.4,83.4,14.87,79.57,21.9,14.55,4.41,34.17,66.29,NATIONAL_TRUST_SURVEY,0.6332,2024-02-14
2024,SE,PT912,5.29,7.07,5.14,2.84,73.8,8.93,70.82,8.21,46.06,22.82,35.87,19.11,44.31,64.65,EUQLS,0.7445,2025-12-04
2025,CY,SE89,5.96,5.68,5.09,3.76,69.92,6.4,61.48,13.4,38.41,7.4,29.63,4.81,66.48,39.44,ESS,1.3281,2024-12-07
2006,FR,FR89,2.15,3.56,5.88,5.03,36.86,6.56,79.44,14.82,72.39,29.2,36.57,21.88,62.56,67.47,EUROBAROMETER,3.9635,2025-12-13
2007,IT,GR862,3.7,2.07,4.47,5.87,56.38,4.77,84.09,11.92,45.41,18.47,27.47,18.14,45.9,53.25,NATIONAL_TRUST_SURVEY,4.1055,2024-06-20
2008,NL,GR765,4.72,5.63,9.15,4.28,42.04,4.46,51.41,10.57,55.33,30.88,13.8,6.63,39.56,42.43,EUQLS,1.5182,2024-05-18
2009,SI,PL483,3.83,5.37,6.0,5.99,46.75,4.63,65.93,16.96,42.06,23.86,15.1,12.5,50.13,60.06,ESS,0.3403,2026-01-04
2010,BG,DE56,3.61,4.08,3.95,2.41,65.66,3.66,46.2,16.48,39.43,17.13,29.43,15.74,47.76,82.99,EUROBAROMETER,1.2803,2025-05-26
2011,EE,CY239,3.57,5.42,3.96,2.06,76.76,5.24,71.91,7.88,55.25,23.4,27.37,5.47,43.85,50.29,NATIONAL_TRUST_SURVEY,2.038,2026-01-21
2012,HU,HU234,5.27,1.77,3.72,2.35,67.41,4.56,66.77,8.26,50.3,17.05,30.39,24.63,47.17,48.05,EUQLS,3.4396,2025-04-03
2013,LU,DE2,5.07,2.62,7.3,5.47,51.39,5.2,64.12,13.85,47.8,22.97,36.29,19.43,60.05,54.89,ESS,1.8719,2025-05-20
2014,RO,BE179,6.45,5.2,7.73,5.64,58.67,6.37,73.67,14.5,52.05,15.76,36.18,22.04,54.99,77.84,EUROBAROMETER,3.9826,2024-06-21
2015,AT,IE31,2.78,2.46,7.08,4.02,70.09,4.09,68.7,15.5,32.88,14.45,12.89,17.46,34.5,56.64,NATIONAL_TRUST_SURVEY,0.9515,2024-06-25
2016,CZ,BG62,4.06,2.98,7.2,4.19,65.88,6.26,52.84,10.54,35.19,10.44,33.4,4.94,76.4,72.34,EUQLS,4.7224,2024-12-21
2017,DE,LV3,2.96,2.88,7.6,4.57,46.97,6.81,69.64,7.53,35.43,25.48,15.66,11.4,46.7,79.4,ESS,2.7575,2025-06-17
2018,LV,LU49,3.01,5.04,6.56,1.83,39.49,6.98,76.98,8.84,75.65,19.98,25.72,13.7,34.92,76.96,EUROBAROMETER,3.6551,2025-11-22
2019,PL,MT496,4.84,4.17,4.46,3.0,51.8,5.22,78.35,14.91,71.45,8.69,45.89,11.08,57.67,61.19,NATIONAL_TRUST_SURVEY,0.2351,2025-04-14
2020,ES,PL318,5.91,4.0,6.49,2.84,59.75,4.35,64.64,16.99,55.46,24.2,7.49,11.04,88.32,58.4,EUQLS,3.367,2025-06-29
2021,HR,AT638,5.27,3.31,5.59,3.45,38.33,6.71,50.11,18.37,47.35,23.63,17.97,12.8,51.51,83.66,ESS,1.1267,2024-12-13
2022,FI,ES172,6.78,2.48,4.52,4.22,96.44,6.78,73.28,6.9,83.95,39.66,43.81,10.45,45.74,89.39,EUROBAROMETER,0.457,2025-10-15
2023,IE,BG7,6.39,5.7,7.8,4.88,65.49,3.55,63.82,6.52,43.87,9.49,31.64,6.7,37.73,65.34,NATIONAL_TRUST_SURVEY,1.5975,2024-09-18
2024,MT,DK49,3.99,4.38,4.86,4.63,50.16,4.99,81.4,7.25,58.72,13.47,25.53,22.54,31.88,75.79,EUQLS,2.585,2025-10-28
2025,SK,LT1,4.83,2.88,7.02,3.52,57.77,3.1,48.56,16.43,52.53,13.33,7.71,13.33,59.97,70.81,ESS,4.3822,2025-07-07
2006,BE,IT855,4.15,3.38,7.09,2.09,32.99,6.22,61.95,15.55,40.1,17.69,26.06,7.11,25.91,49.56,EUROBAROMETER,2.2054,2025-08-06
2007,DK,MT53,6.88,5.12,5.98,5.21,46.87,5.75,83.25,6.78,82.19,7.38,29.98,18.37,22.36,40.55,NATIONAL_TRUST_SURVEY,3.3715,2024-08-18
2008,GR,FI47,5.87,2.43,4.82,4.65,55.83,3.93,72.54,7.03,47.74,27.2,14.48,4.98,44.13,82.9,EUQLS,4.7109,2026-02-20
2009,LT,NL224,3.11,3.78,7.6,5.13,61.84,5.7,85.23,9.42,62.49,22.79,15.8,17.69,56.23,39.79,ESS,1.3789,2025-12-01
2010,PT,SE31,4.98,2.68,4.91,4.98,52.92,4.59,65.98,13.29,66.21,23.9,14.87,16.23,38.18,55.41,EUROBAROMETER,4.5643,2025-12-27
2011,SE,NL323,2.94,2.36,8.63,4.55,74.05,4.53,58.63,11.34,69.34,27.39,30.01,21.08,44.27,65.99,NATIONAL_TRUST_SURVEY,4.3813,2025-12-03
2012,CY,PT4,3.45,4.92,6.12,4.56,43.17,6.74,55.5,6.27,51.87,23.53,32.37,21.16,51.76,64.67,EUQLS,4.5617,2024-10-10
2013,FR,NL754,4.4,5.7,6.15,2.56,77.81,3.23,44.93,14.89,73.91,7.53,16.27,22.27,73.68,61.14,ESS,2.1953,2025-04-17
2014,IT,BE8,5.61,2.45,4.56,3.2,80.3,4.89,79.95,5.72,57.87,20.99,25.66,7.07,51.6,39.23,EUROBAROMETER,2.0462,2025-09-30
2015,NL,PT67,3.7,2.59,8.89,2.47,79.4,7.18,81.44,10.67,78.46,23.8,36.58,13.05,73.54,88.93,NATIONAL_TRUST_SURVEY,0.8288,2025-07-21
2016,SI,PL757,3.96,5.8,3.72,5.38,63.04,6.48,52.95,12.82,55.36,12.7,10.83,22.38,63.49,61.42,EUQLS,1.2309,2025-05-07
2017,BG,DE664,4.05,5.47,5.71,2.23,48.01,4.76,81.42,15.25,44.38,7.52,13.71,18.25,77.36,33.76,ESS,1.2627,2024-07-03
2018,EE,BG314,5.89,2.89,4.72,3.11,54.76,5.5,52.29,15.98,49.06,14.98,27.63,8.69,65.41,48.09,EUROBAROMETER,4.1142,2026-01-18
2019,HU,AT994,4.66,3.52,5.4,2.31,62.39,6.85,77.76,13.9,58.77,13.72,8.39,12.45,45.01,57.25,NATIONAL_TRUST_SURVEY,0.3514,2024-01-30
2020,LU,CZ861,7.35,4.61,6.42,5.31,92.25,4.05,81.39,10.85,84.1,28.08,34.43,11.18,29.81,69.04,EUQLS,3.8598,2025-06-23
2021,RO,IE380,3.3,2.11,5.1,6.11,65.99,2.91,70.15,12.07,55.97,19.03,22.32,15.86,47.33,59.33,ESS,1.8643,2026-02-16
2022,AT,CY983,2.3,4.25,5.55,3.59,34.92,6.17,49.77,9.24,65.6,12.82,40.53,20.49,26.88,79.55,EUROBAROMETER,3.6123,2026-01-05
2023,CZ,HR9,2.58,3.02,4.73,1.88,32.46,5.85,47.1,16.92,79.0,6.95,40.29,11.06,85.72,83.93,NATIONAL_TRUST_SURVEY,0.3701,2025-05-23
2024,DE,PT92,3.64,2.21,7.01,2.89,56.42,2.93,63.01,11.01,39.89,23.83,14.97,11.66,93.02,82.84,EUQLS,2.2325,2024-01-11
2025,LV,IT46,3.02,2.31,5.82,3.43,70.57,4.93,64.41,9.01,52.6,13.73,19.06,4.44,48.01,78.36,ESS,2.2069,2025-12-03
2006,PL,CY920,6.1,1.98,6.83,4.09,44.77,3.68,46.57,10.99,54.38,23.46,20.14,14.05,27.25,34.65,EUROBAROMETER,2.9993,2024-01-09
2007,ES,RO53,2.39,2.37,5.5,6.03,51.36,2.87,87.07,13.5,48.49,16.84,26.1,21.61,45.12,53.11,NATIONAL_TRUST_SURVEY,1.9471,2025-09-21
2008,HR,BE337,4.53,4.11,4.81,5.46,74.57,6.28,42.78,15.75,47.64,15.49,8.03,11.99,38.33,45.84,EUQLS,3.44,2025-12-18
2009,FI,IT840,7.71,6.96,7.19,5.34,78.59,3.54,72.2,13.18,72.22,10.81,27.17,7.08,47.51,91.12,ESS,1.8658,2024-06-25
2010,IE,LU223,6.29,3.71,4.19,5.1,77.2,2.88,65.42,6.84,50.16,25.68,8.38,17.22,48.91,63.5,EUROBAROMETER,0.6714,2024-10-28
2011,MT,SK30,3.14,2.17,6.44,3.89,67.74,4.27,55.28,15.29,33.09,17.61,21.81,13.14,31.04,47.46,NATIONAL_TRUST_SURVEY,0.5442,2024-08-12
2012,SK,EE1,4.39,3.19,4.44,3.5,74.98,5.25,60.12,11.76,33.27,7.69,20.16,5.8,21.8,54.51,EUQLS,4.0565,2024-01-07
2013,BE,PT6,3.47,5.32,7.83,4.4,44.26,2.85,48.31,11.55,35.28,29.52,14.63,15.49,39.37,67.4,ESS,4.0141,2025-05-13
2014,DK,RO16,3.21,3.69,5.48,1.72,91.57,4.4,94.17,8.79,90.6,14.68,30.36,14.76,28.42,60.17,EUROBAROMETER,0.6102,2025-10-07
2015,GR,PT802,5.2,5.97,7.61,2.76,73.07,6.54,64.66,15.85,38.24,14.99,33.41,27.03,52.37,44.22,NATIONAL_TRUST_SURVEY,0.752,2024-07-04
2016,LT,CY42,4.12,2.71,7.46,2.8,74.98,2.95,67.35,14.12,57.39,28.77,9.78,18.26,53.57,57.23,EUQLS,0.5715,2024-02-07
2017,PT,SI6,5.08,3.01,6.81,5.52,63.88,6.68,53.34,11.24,49.24,7.45,25.82,10.79,68.32,77.1,ESS,2.1961,2025-04-06
2018,SE,NL406,2.75,5.67,5.98,3.45,57.37,4.62,50.54,16.14,78.6,13.25,17.38,22.37,36.08,63.55,EUROBAROMETER,1.2737,2025-08-08
2019,CY,DE72,5.67,4.13,4.06,5.0,39.98,7.14,83.97,11.4,51.29,26.74,14.7,8.91,76.99,33.8,NATIONAL_TRUST_SURVEY,4.3712,2025-08-06
2020,FR,BG911,4.08,6.04,3.74,5.64,38.29,5.18,79.59,14.81,33.35,26.83,18.24,5.45,46.21,83.52,EUQLS,2.5648,2025-12-19
2021,IT,IE424,3.26,2.03,7.87,2.22,77.31,6.9,75.3,11.48,36.44,26.58,12.88,22.82,90.83,37.65,ESS,1.1373,2024-01-06
2022,NL,CY48,3.31,4.4,5.17,1.74,73.64,5.17,67.67,6.57,86.3,38.21,10.61,16.61,76.54,56.5,EUROBAROMETER,0.5333,2025-03-24
2023,SI,SE201,3.67,2.31,6.81,3.54,73.49,7.06,53.46,15.48,49.84,23.31,28.94,15.79,51.15,49.13,NATIONAL_TRUST_SURVEY,1.8976,2025-02-14
2024,BG,AT93,2.6,6.21,6.24,3.02,40.84,5.23,76.93,7.73,39.5,14.09,25.86,12.55,65.28,43.6,EUQLS,2.0752,2024-02-07
2025,EE,RO83,5.61,3.54,7.79,4.75,41.46,3.5,82.61,6.49,71.41,10.08,20.83,17.34,68.58,39.72,ESS,0.8039,2025-06-27
2006,HU,SE826,6.29,3.69,7.82,2.27,79.93,3.87,45.01,9.05,54.12,10.66,38.14,23.31,52.37,79.24,EUROBAROMETER,3.2185,2025-06-22
2007,LU,IT83,6.68,4.29,5.79,5.42,59.25,4.2,86.06,15.9,93.73,39.34,39.43,13.69,38.24,97.93,NATIONAL_TRUST_SURVEY,2.885,2026-02-08
2008,RO,SK247,5.26,4.74,6.02,5.45,58.89,5.51,47.71,6.04,74.06,10.59,16.37,21.56,35.12,51.14,EUQLS,1.9078,2025-12-27
2009,AT,LT300,4.95,4.2,3.77,4.61,41.64,4.01,45.5,8.43,60.76,26.52,44.21,11.29,26.07,39.28,ESS,1.6085,2025-04-16
2010,CZ,CY81,2.56,2.22,6.29,5.61,57.16,6.33,44.69,10.23,63.3,29.44,32.12,22.33,36.71,51.35,EUROBAROMETER,0.3693,2025-07-18
2011,DE,FR592,4.41,2.75,4.45,4.14,79.72,6.33,68.17,16.53,57.76,19.45,35.71,8.06,23.14,66.56,NATIONAL_TRUST_SURVEY,3.9368,2024-10-28
2012,LV,IT33,6.45,2.77,7.33,5.12,79.17,3.58,66.12,15.33,39.9,7.24,30.8,22.65,31.96,80.39,EUQLS,0.797,2025-07-01
2013,PL,SE936,3.79,4.36,7.29,5.28,61.68,4.75,67.68,9.35,61.14,16.09,23.89,9.98,30.76,55.29,ESS,4.5259,2024-11-07
2014,ES,PT865,3.07,5.8,4.83,2.51,78.56,6.41,85.99,7.25,53.93,18.15,11.06,13.94,55.03,53.79,EUROBAROMETER,3.6786,2024-11-17
2015,HR,IT28,3.97,4.05,5.25,2.75,73.44,5.0,43.93,11.55,51.42,22.6,19.15,13.9,41.75,44.15,NATIONAL_TRUST_SURVEY,2.8051,2026-02-12
2016,FI,CZ118,2.58,3.97,4.45,4.94,49.07,4.59,82.04,6.58,85.27,24.88,37.34,15.26,67.0,65.85,EUQLS,2.1459,2025-10-03
2017,IE,IE46,3.15,3.64,3.62,3.07,36.54,7.41,51.69,7.58,56.28,12.15,16.26,13.73,48.6,61.11,ESS,3.2668,2024-07-05
2018,MT,HR72,2.64,6.06,5.41,2.55,50.08,6.76,46.95,10.47,38.4,16.24,33.23,12.01,71.93,73.68,EUROBAROMETER,2.6979,2025-11-13
2019,SK,FI8,5.77,5.51,6.56,5.02,67.7,5.37,56.95,6.62,57.73,10.6,30.63,22.17,36.13,39.4,NATIONAL_TRUST_SURVEY,1.9533,2024-07-05
2020,BE,GR16,4.2,3.28,6.97,2.43,71.75,2.91,76.39,10.68,34.33,22.15,34.44,19.18,44.39,55.69,EUQLS,2.8307,2025-11-05
2021,DK,GR354,4.01,4.24,8.27,2.94,61.4,6.76,58.54,14.83,40.14,41.12,17.41,11.24,90.17,84.6,ESS,1.9535,2024-06-21
2022,GR,IE555,2.86,5.34,5.02,5.84,46.74,4.93,86.24,13.06,35.18,27.34,30.89,14.96,28.74,81.81,EUROBAROMETER,0.9415,2024-03-19
2023,LT,DE275,4.86,6.15,4.04,2.31,66.64,5.24,75.38,12.82,71.5,22.86,18.72,8.46,63.16,71.5,NATIONAL_TRUST_SURVEY,3.5293,2024-03-24
2024,PT,LV645,2.64,2.06,6.83,2.56,53.64,6.68,86.56,6.95,55.31,16.78,28.3,20.99,54.56,76.19,EUQLS,4.5542,2024-05-16
2025,SE,BE674,3.14,7.31,9.0,2.79,51.44,6.49,61.76,14.41,48.39,15.65,23.31,20.67,62.05,72.45,ESS,2.8459,2024-02-11
2006,CY,SE61,5.13,3.85,7.46,2.98,71.31,7.01,85.43,11.26,37.41,27.28,23.8,11.32,69.13,35.6,EUROBAROMETER,3.8222,2024-06-05
2007,FR,SI247,5.59,5.43,5.05,6.09,69.0,5.21,58.91,16.02,40.15,14.93,27.73,14.16,34.74,79.99,NATIONAL_TRUST_SURVEY,1.5822,2024-11-19
2008,IT,PT955,2.52,3.25,6.35,4.24,56.31,4.11,56.93,9.36,80.91,11.51,25.0,20.62,59.93,66.25,EUQLS,2.0818,2025-07-02
2009,NL,SK680,6.02,4.91,6.96,5.66,42.68,8.17,91.6,5.9,59.55,20.61,12.72,19.64,59.69,98.68,ESS,1.9056,2025-10-09
2010,SI,CY167,6.4,2.5,6.96,5.7,54.34,6.11,68.26,8.24,46.96,13.67,33.41,3.99,45.34,64.76,EUROBAROMETER,0.2158,2025-04-23
2011,BG,IE612,2.5,3.84,7.92,2.88,44.33,3.73,73.32,11.45,55.48,8.65,37.62,9.54,42.42,63.09,NATIONAL_TRUST_SURVEY,3.3754,2024-05-09
2012,EE,CZ3,4.71,5.5,5.93,3.79,54.83,5.74,50.17,10.77,42.0,22.29,37.48,16.83,39.34,63.81,EUQLS,4.228,2024-01-14
2013,HU,FI526,2.92,3.21,3.83,3.16,35.46,3.3,86.29,13.44,55.87,21.04,8.97,12.38,55.3,76.01,ESS,3.7677,2024-01-06
2014,LU,BE167,5.6,3.67,6.23,4.95,57.63,7.9,80.15,9.0,87.39,32.0,27.45,10.26,40.2,65.29,EUROBAROMETER,2.8081,2024-10-01
2015,RO,GR174,5.05,3.76,3.83,2.04,61.27,5.76,47.31,6.9,44.12,27.29,37.49,19.39,47.71,62.6,NATIONAL_TRUST_SURVEY,1.1733,2025-04-23
2016,AT,SE881,2.69,4.44,3.79,3.96,69.2,5.98,68.77,8.24,73.85,18.73,16.93,7.53,58.84,32.95,EUQLS,0.5826,2026-01-08
2017,CZ,DK4,6.41,4.57,5.31,2.38,73.85,7.19,62.25,12.41,36.62,18.85,19.69,23.99,65.45,66.99,ESS,1.6042,2025-09-05
2018,DE,PT605,2.53,5.3,7.58,2.47,75.19,6.84,67.81,13.45,75.18,5.46,38.14,15.61,75.69,43.98,EUROBAROMETER,2.7279,2025-02-07
2019,LV,LU36,6.26,6.17,5.9,5.43,49.2,6.0,66.81,14.35,48.74,28.43,27.89,11.75,30.33,59.06,NATIONAL_TRUST_SURVEY,1.65,2025-02-14
2020,PL,DK79,2.27,2.6,5.94,4.18,33.47,6.88,82.22,11.92,68.91,27.92,35.48,4.87,58.95,74.35,EUQLS,2.6705,2024-05-03
2021,ES,SE73,5.15,5.63,5.48,2.72,52.67,5.09,84.26,8.0,35.65,29.06,9.37,8.11,53.74,55.0,ESS,4.0263,2025-12-19
2022,HR,BG297,5.32,2.76,6.8,2.33,38.57,4.58,49.54,10.76,73.6,8.45,34.85,4.94,71.74,82.49,EUROBAROMETER,0.3668,2024-05-31
2023,FI,HU4,7.38,4.17,8.34,2.52,83.33,6.17,78.08,13.02,89.42,29.68,11.33,22.28,96.3,51.06,NATIONAL_TRUST_SURVEY,3.9974,2025-04-16
2024,IE,BG5,3.3,4.55,4.05,4.29,80.83,5.97,57.45,11.38,74.02,17.09,41.19,11.25,26.77,75.21,EUQLS,2.4883,2025-10-31
2025,MT,ES1,3.17,2.2,4.99,3.41,51.44,6.62,80.08,8.41,71.82,25.85,11.81,4.6,65.6,83.14,ESS,2.407,2025-02-01
2006,SK,RO605,3.96,4.04,5.04,2.48,56.56,5.95,46.11,15.34,40.2,23.3,19.57,16.19,27.39,74.68,EUROBAROMETER,1.734,2024-05-21
2007,BE,CZ34,5.29,5.28,7.28,2.42,76.21,6.99,46.13,6.13,38.78,6.86,20.34,24.89,37.21,76.6,NATIONAL_TRUST_SURVEY,4.2806,2024-09-30
2008,DK,LT481,3.67,3.7,9.3,5.32,91.6,5.68,59.9,15.7,44.04,28.96,32.93,4.32,42.86,89.51,EUQLS,2.0779,2024-08-02
2009,GR,HR5,4.72,3.75,4.17,2.57,34.21,6.72,74.42,13.51,59.42,5.63,15.25,9.54,53.31,60.17,ESS,1.8259,2025-06-27
2010,LT,MT292,3.35,5.09,6.29,2.81,61.27,5.54,55.18,10.32,62.13,24.09,20.66,13.52,32.89,40.85,EUROBAROMETER,4.4748,2025-07-09
2011,PT,RO20,3.9,3.34,6.73,5.98,60.96,7.0,59.33,16.29,67.28,28.85,45.09,5.7,33.03,39.47,NATIONAL_TRUST_SURVEY,3.4817,2024-02-25
2012,SE,EE92,3.18,3.71,4.37,2.45,91.48,5.83,77.52,14.74,51.19,12.47,16.22,17.19,33.57,100.0,EUQLS,1.4184,2025-12-03
2013,CY,HR18,5.54,3.49,6.99,2.3,62.37,4.16,48.17,13.23,75.14,26.46,27.17,24.53,55.39,77.06,ESS,0.2646,2024-02-09
2014,FR,CZ8,3.75,2.24,7.64,1.93,58.17,5.86,51.92,8.82,78.71,23.03,35.96,13.48,51.27,35.15,EUROBAROMETER,4.1917,2024-08-18
2015,IT,BE5,4.39,4.58,6.42,4.2,51.68,3.73,72.91,8.87,41.1,11.79,25.29,13.87,54.61,73.27,NATIONAL_TRUST_SURVEY,4.2464,2025-05-25
2016,NL,PL2,2.67,2.92,7.16,4.27,91.64,8.53,82.2,17.06,69.01,41.6,17.33,4.26,43.98,56.88,EUQLS,1.9743,2024-11-04
2017,SI,LV55,2.33,5.98,6.84,1.95,70.4,4.5,48.75,7.48,40.83,24.55,17.79,8.45,73.4,56.8,ESS,2.6407,2025-01-22
2018,BG,DK43,5.14,4.6,5.06,2.6,71.57,5.26,84.1,13.71,51.83,16.22,37.58,11.68,61.13,41.76,EUROBAROMETER,0.5245,2025-11-05
2019,EE,SI493,5.51,4.08,6.12,2.6,73.94,4.81,54.89,8.64,56.04,8.21,19.98,8.84,89.71,79.02,NATIONAL_TRUST_SURVEY,4.3148,2024-09-05
2020,HU,LT62,6.12,5.24,4.82,5.98,36.16,7.09,82.29,14.52,56.99,20.86,21.13,4.81,30.12,67.25,EUQLS,1.8996,2025-06-10
2021,LU,ES6,7.64,5.8,8.06,4.36,41.78,8.07,54.64,13.98,89.89,14.75,41.62,4.84,76.08,95.59,ESS,4.7508,2025-04-24
2022,RO,SK4,4.99,2.53,5.34,5.53,35.21,6.0,66.41,6.71,76.76,11.94,23.24,17.47,80.39,40.68,EUROBAROMETER,1.2008,2025-06-24
2023,AT,RO87,6.09,3.53,7.86,5.23,45.47,3.41,81.75,7.1,46.49,13.98,30.13,18.07,74.97,70.53,NATIONAL_TRUST_SURVEY,0.8123,2024-08-20
2024,CZ,LU91,4.67,3.34,6.51,2.94,39.2,6.06,48.35,6.69,35.39,15.06,30.3,24.5,81.93,53.72,EUQLS,4.2442,2024-11-19
2025,DE,PL48,5.74,6.18,5.51,3.68,66.49,6.39,60.81,6.28,49.13,5.2,30.66,14.55,42.4,58.75,ESS,3.4569,2026-01-21
2006,LV,LT7,3.01,3.32,7.56,2.93,79.59,4.31,63.39,10.04,46.95,24.57,31.81,21.16,46.43,76.85,EUROBAROMETER,3.3194,2025-03-19
2007,PL,FI845,5.61,3.49,7.48,3.39,74.8,4.04,76.02,12.53,65.91,9.02,19.96,12.73,50.21,80.6,NATIONAL_TRUST_SURVEY,3.4973,2025-05-31
2008,ES,HR845,5.64,5.6,4.88,5.12,69.85,5.09,46.89,11.91,58.2,5.78,31.37,20.46,51.55,84.25,EUQLS,0.2233,2024-05-02
2009,HR,BG406,6.05,3.36,7.18,3.1,35.41,4.51,46.89,13.72,33.66,23.32,37.0,7.83,74.64,61.89,ESS,2.4362,2024-07-18
2010,FI,EE42,4.14,7.12,5.33,4.9,78.21,5.65,77.41,11.22,60.75,36.06,23.83,3.99,26.2,76.9,EUROBAROMETER,2.748,2025-03-01
2011,IE,AT5,6.07,3.92,5.92,4.7,52.72,7.01,78.53,11.57,70.26,16.84,26.25,14.65,48.72,79.48,NATIONAL_TRUST_SURVEY,3.0358,2024-10-30
2012,MT,SE6,5.73,2.38,4.92,4.07,74.87,6.66,86.79,13.19,59.85,16.52,36.15,16.53,30.37,80.85,EUQLS,3.743,2024-04-18
2013,SK,EE569,2.26,4.7,3.85,2.98,54.23,6.02,56.96,9.44,43.65,10.28,24.07,19.75,72.36,72.22,ESS,3.9789,2024-03-04
