tax_excise_reference_month,tax_excise_country_iso2,tax_excise_product_category_code,tax_excise_excise_rate_unit,tax_excise_excise_rate_value,tax_excise_clearances_quantity,tax_excise_excise_revenue_eur,tax_excise_illicit_trade_seizures_count,tax_excise_illicit_trade_seizures_value_eur,tax_excise_track_and_trace_flag,tax_excise_energy_tax_component_eur,tax_excise_carbon_price_component_eur,tax_excise_minimum_excise_compliance_flag,tax_excise_cross_border_purchases_estimate,tax_excise_health_policy_link_flag,tax_excise_retail_price_index,tax_excise_eu_directive_reference,tax_excise_data_source,tax_excise_revision_round,tax_excise_data_extract_date
2018-03,DE,ALCOHOL_SPIRITS,EUR_PER_HLPA,1184.0128,15228.37,17426065.82,353,9590945.7,1,1788399.84,101493.73,1,1597.98,1,123.789,2020_262_EU,EUROSTAT_TAX,SECOND,2024-05-05
2018-04,LV,ELECTRICITY,EUR_PER_MWH,10.9741,1372220.83,15583897.56,873,37272163.31,0,7598220.17,2495475.65,0,267072.91,0,123.76,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-11-10
2018-05,PL,ENERGY_FUELS,EUR_PER_1000_L,474.6228,15465678.84,6686047029.22,219,8020797.22,0,5122056647.01,1033692575.98,0,628985.92,0,123.966,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2025-02-12
2018-06,ES,VAPING_LIQUIDS,EUR_PER_L,0.5412,10447341.33,5849420.15,170,2022082.86,1,371011.32,377470.64,1,2469563.22,1,123.696,2011_64_EU,EMCS_AGGREGATE,FIRST,2026-01-09
2018-07,HR,TOBACCO_FINECUT,EUR_PER_KG,84.9304,211148.7,19305140.82,523,16611446.51,1,1860083.73,25.6,1,50101.95,1,124.609,2003_96_EC,EUROSTAT_TAX,SECOND,2025-01-20
2018-08,FI,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,144.0456,32253342.06,5132353706.17,602,14404650.0,1,373414669.36,344295283.62,1,3235707.95,1,125.384,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-12-13
2018-09,IE,ALCOHOL_WINE,EUR_PER_1000_L,24.7391,1229450.07,34460811.71,302,601740.78,0,2837794.3,1857812.39,1,76964.24,1,125.485,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2024-11-04
2018-10,MT,ALCOHOL_BEER,EUR_PER_1000_L,114.0818,5677949.02,728708298.39,186,6712344.54,0,49643371.49,2397134.41,1,165080.12,1,126.853,92_84_EEC,EMCS_AGGREGATE,FIRST,2025-08-25
2018-11,SK,ALCOHOL_SPIRITS,EUR_PER_HLPA,1615.4075,59687.89,87133096.44,504,10492539.86,0,1339021.48,2555163.53,1,6726.92,1,127.765,92_83_EEC,EUROSTAT_TAX,SECOND,2024-05-19
2018-12,BE,ELECTRICITY,EUR_PER_MWH,10.2574,11786556.7,110395962.12,587,9000586.82,0,66717787.98,23538903.68,1,2803069.6,1,127.852,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-10-09
2019-01,DK,ENERGY_FUELS,EUR_PER_1000_L,781.8828,842204.05,696070694.57,780,29014340.8,0,413868235.59,55518003.99,1,63565.51,0,126.944,2003_96_EC,NATIONAL_EXCISE_ADMIN,FLASH,2025-09-12
2019-02,GR,VAPING_LIQUIDS,EUR_PER_L,0.8356,6362152.17,5732669.75,412,9996330.74,0,631886.28,302459.97,1,448188.83,1,127.126,NATIONAL_ONLY,EMCS_AGGREGATE,FIRST,2024-01-27
2019-03,LT,TOBACCO_FINECUT,EUR_PER_KG,167.1131,388854.64,62200420.09,251,7266568.11,1,1757333.46,1750151.87,1,71997.84,1,128.429,2020_262_EU,EUROSTAT_TAX,SECOND,2025-05-07
2019-04,PT,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,167.9548,14465099.2,2581675032.54,698,19792670.44,1,145319240.51,113759601.29,1,1262129.17,1,128.716,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-03-18
2019-05,SE,ALCOHOL_WINE,EUR_PER_1000_L,24.8443,424592.44,10805615.8,867,28304753.63,0,960206.12,273146.04,1,99195.07,1,128.648,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2025-05-08
2019-06,CY,ALCOHOL_BEER,EUR_PER_1000_L,45.8399,2735449.91,136858852.47,727,27632063.3,0,9037579.31,8558721.01,1,514694.32,1,129.285,2011_64_EU,EMCS_AGGREGATE,FIRST,2025-04-07
2019-07,FR,ALCOHOL_SPIRITS,EUR_PER_HLPA,1025.9183,55517.8,55413976.38,108,1758281.7,0,3920190.51,3907120.33,1,3822.74,1,129.354,2003_96_EC,EUROSTAT_TAX,SECOND,2024-07-17
2019-08,IT,ELECTRICITY,EUR_PER_MWH,14.2621,9540911.84,144843337.32,825,1714323.86,0,58533306.05,32456755.96,0,389739.2,0,131.455,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-01-01
2019-09,NL,ENERGY_FUELS,EUR_PER_1000_L,541.8822,1835171.67,1027083824.13,884,6558396.12,1,681915362.73,328688353.53,1,354465.5,0,131.341,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2025-06-23
2019-10,SI,VAPING_LIQUIDS,EUR_PER_L,0.2461,17429830.29,4281896.29,794,34428140.69,0,302396.89,235305.25,1,3581919.69,1,131.463,92_84_EEC,EMCS_AGGREGATE,FIRST,2025-06-24
2019-11,BG,TOBACCO_FINECUT,EUR_PER_KG,31.3135,1050499.01,33159334.92,244,6872706.57,1,1641947.45,1109134.83,1,27487.57,1,132.668,92_83_EEC,EUROSTAT_TAX,SECOND,2026-02-16
2019-12,EE,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,223.7464,3088791.81,714133135.34,861,13458801.27,1,29995352.22,22911608.12,1,560480.38,1,133.262,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-11-20
2020-01,HU,ALCOHOL_WINE,EUR_PER_1000_L,97.6101,4281557.4,418435827.19,807,11763134.95,0,23548998.39,7445307.41,1,351518.72,1,133.189,2003_96_EC,NATIONAL_EXCISE_ADMIN,FLASH,2025-03-25
2020-02,LU,ALCOHOL_BEER,EUR_PER_1000_L,82.3957,247872.49,18586835.41,262,2270486.56,0,1283068.52,1241712.68,1,49651.86,1,134.911,NATIONAL_ONLY,EMCS_AGGREGATE,FIRST,2024-01-15
2020-03,RO,ALCOHOL_SPIRITS,EUR_PER_HLPA,758.9912,20514.66,14683990.37,674,17918806.02,0,588810.95,160791.11,1,2257.97,1,133.715,2020_262_EU,EUROSTAT_TAX,SECOND,2025-03-26
2020-04,AT,ELECTRICITY,EUR_PER_MWH,15.5796,19265526.64,277298559.63,521,5204607.22,0,136284036.2,89715326.6,1,2612618.65,0,134.16,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-01-10
2020-05,CZ,ENERGY_FUELS,EUR_PER_1000_L,439.1723,15453008.1,5798581285.9,367,11592857.98,1,3593325972.9,1801314047.08,1,468271.67,0,136.007,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2025-06-12
2020-06,DE,VAPING_LIQUIDS,EUR_PER_L,0.8398,11082152.17,8003522.21,897,29110027.97,1,941741.51,618806.47,0,575787.49,1,135.842,2011_64_EU,EMCS_AGGREGATE,FIRST,2024-08-01
2020-07,LV,TOBACCO_FINECUT,EUR_PER_KG,35.3958,2070947.39,74748198.41,688,28360501.72,1,1127069.79,108765.22,1,169737.76,1,136.866,2003_96_EC,EUROSTAT_TAX,SECOND,2024-03-14
2020-08,PL,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,246.5212,18926085.65,4058766124.33,512,1864826.91,1,271340279.92,143697189.7,1,3085193.62,1,137.145,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-12-16
2020-09,ES,ALCOHOL_WINE,EUR_PER_1000_L,130.8517,1779880.45,238062716.8,188,8141745.61,0,27086118.74,13632613.7,1,262674.45,1,137.727,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2025-11-28
2020-10,HR,ALCOHOL_BEER,EUR_PER_1000_L,96.8425,4131121.79,436794578.67,578,3165029.51,0,24606092.07,22282222.5,1,788782.1,1,138.88,92_84_EEC,EMCS_AGGREGATE,FIRST,2025-05-16
2020-11,FI,ALCOHOL_SPIRITS,EUR_PER_HLPA,819.0934,3042.91,2807876.0,454,11453804.16,1,325109.99,216855.63,1,464.52,1,139.099,92_83_EEC,EUROSTAT_TAX,SECOND,2025-07-26
2020-12,IE,ELECTRICITY,EUR_PER_MWH,16.0836,16098396.91,272509345.56,693,18790735.47,0,138754546.67,35078103.09,1,1495220.41,0,138.094,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-09-04
2021-01,MT,ENERGY_FUELS,EUR_PER_1000_L,859.0416,13429826.51,9967762439.45,590,23943495.22,0,3944220756.48,811154722.86,1,2062807.5,1,139.648,2003_96_EC,NATIONAL_EXCISE_ADMIN,FLASH,2024-09-17
2021-02,SK,VAPING_LIQUIDS,EUR_PER_L,0.4843,16860998.65,7909614.99,382,8503940.65,0,195596.0,316820.43,0,23488.42,1,139.153,NATIONAL_ONLY,EMCS_AGGREGATE,FIRST,2025-05-04
2021-03,BE,TOBACCO_FINECUT,EUR_PER_KG,39.929,1112164.94,41675217.65,716,22850841.26,1,3151310.95,789011.0,0,114568.85,1,140.671,2020_262_EU,EUROSTAT_TAX,SECOND,2025-07-09
2021-04,DK,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,178.6577,32209433.53,6029698572.92,856,5636122.27,1,65265056.47,23429474.66,1,1076058.38,1,141.133,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-07-05
2021-05,GR,ALCOHOL_WINE,EUR_PER_1000_L,52.4665,2109231.45,98734252.53,332,9039429.95,0,4889265.46,5017380.18,1,106574.83,1,140.944,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2026-01-09
2021-06,LT,ALCOHOL_BEER,EUR_PER_1000_L,59.1821,148542.05,7578241.52,473,16427658.25,0,150714.07,274976.7,0,32500.54,1,140.728,2011_64_EU,EMCS_AGGREGATE,FIRST,2025-09-16
2021-07,PT,ALCOHOL_SPIRITS,EUR_PER_HLPA,647.0451,82457.56,55236499.26,381,2435921.47,0,6560037.85,2716586.29,0,7149.4,1,142.647,2003_96_EC,EUROSTAT_TAX,SECOND,2025-07-15
2021-08,SE,ELECTRICITY,EUR_PER_MWH,8.9451,5992341.44,56157994.5,265,779937.1,0,41199606.29,12445682.61,1,913889.72,0,143.359,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2026-02-19
2021-09,CY,ENERGY_FUELS,EUR_PER_1000_L,624.4618,12619300.32,8806524390.39,403,9541445.65,1,6526552948.33,1504088220.05,1,904703.36,0,142.066,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2024-03-08
2021-10,FR,VAPING_LIQUIDS,EUR_PER_L,0.6285,17194775.48,10480194.74,550,20788445.39,0,788.04,187111.09,1,3424316.24,1,142.557,92_84_EEC,EMCS_AGGREGATE,FIRST,2024-07-31
2021-11,IT,TOBACCO_FINECUT,EUR_PER_KG,108.1714,1250933.69,136090825.35,660,9479406.8,1,5281643.04,9751985.5,1,110212.4,1,143.597,92_83_EEC,EUROSTAT_TAX,SECOND,2025-11-10
2021-12,NL,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,102.9966,34159200.35,3200919357.7,842,29161307.14,1,46046396.75,59485928.23,1,1576480.93,1,143.436,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-01-30
2022-01,SI,ALCOHOL_WINE,EUR_PER_1000_L,38.2742,4442368.28,145065545.54,290,8767736.94,0,12379376.28,1000347.42,0,438166.74,1,144.141,2003_96_EC,NATIONAL_EXCISE_ADMIN,FLASH,2025-05-07
2022-02,BG,ALCOHOL_BEER,EUR_PER_1000_L,85.1085,4617570.31,366441993.21,414,2041635.7,0,18727385.63,12046566.27,1,104807.91,1,144.654,NATIONAL_ONLY,EMCS_AGGREGATE,FIRST,2026-01-05
2022-03,EE,ALCOHOL_SPIRITS,EUR_PER_HLPA,1684.1855,54461.35,81174661.54,655,26851247.72,0,8422767.15,1159648.72,0,10689.5,1,144.792,2020_262_EU,EUROSTAT_TAX,SECOND,2025-04-11
2022-04,HU,ELECTRICITY,EUR_PER_MWH,0.5069,23905160.37,12853269.1,667,17295139.23,1,4359813.01,349165.38,1,3130520.83,0,146.905,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-05-28
2022-05,LU,ENERGY_FUELS,EUR_PER_1000_L,319.7465,10032816.7,3613563986.73,817,5029439.76,0,2674193415.8,718389085.28,1,74211.65,0,147.731,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2026-02-18
2022-06,RO,VAPING_LIQUIDS,EUR_PER_L,0.8234,9566712.67,7588099.39,407,17409332.17,1,906918.06,449913.51,0,1415598.6,1,147.581,2011_64_EU,EMCS_AGGREGATE,FIRST,2025-01-03
2022-07,AT,TOBACCO_FINECUT,EUR_PER_KG,38.4025,219523.47,8471319.58,675,19091139.74,1,456304.57,561748.84,1,33707.29,1,147.454,2003_96_EC,EUROSTAT_TAX,SECOND,2024-03-28
2022-08,CZ,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,312.5155,12761169.07,4267862255.63,944,10620352.81,1,400477772.71,68468686.03,0,2176068.06,1,148.847,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-03-05
2022-09,DE,ALCOHOL_WINE,EUR_PER_1000_L,135.0309,400374.41,55484042.13,567,8301369.92,0,2047743.16,4301885.92,0,90156.77,1,148.715,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2024-12-03
2022-10,LV,ALCOHOL_BEER,EUR_PER_1000_L,137.2826,5259271.01,824573790.07,464,13007995.06,0,33725794.12,41021868.91,1,552474.6,1,148.822,92_84_EEC,EMCS_AGGREGATE,FIRST,2024-07-28
2022-11,PL,ALCOHOL_SPIRITS,EUR_PER_HLPA,1387.166,43843.88,67213228.05,498,13134285.29,0,7752326.4,2820531.51,0,230.56,1,150.338,92_83_EEC,EUROSTAT_TAX,SECOND,2024-11-14
2022-12,ES,ELECTRICITY,EUR_PER_MWH,14.0639,9703813.35,155699609.44,403,1230029.2,0,126488204.84,44382597.22,1,794455.57,0,150.299,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-09-08
2023-01,HR,ENERGY_FUELS,EUR_PER_1000_L,830.2703,1265286.68,1054729701.31,824,11439654.48,0,788860209.43,361010981.78,0,195318.6,0,149.953,2003_96_EC,NATIONAL_EXCISE_ADMIN,FLASH,2024-12-27
2023-02,FI,VAPING_LIQUIDS,EUR_PER_L,0.1557,10415982.08,1855570.74,125,2790172.95,1,78057.99,43245.22,1,806553.54,1,151.583,NATIONAL_ONLY,EMCS_AGGREGATE,FIRST,2024-09-24
2023-03,IE,TOBACCO_FINECUT,EUR_PER_KG,134.4142,315920.2,46103249.63,899,8712733.19,1,4104721.82,2812815.77,0,69768.6,1,151.117,2020_262_EU,EUROSTAT_TAX,SECOND,2024-03-14
2023-04,MT,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,131.9779,16101200.28,2379168328.36,515,15672119.67,1,267917676.2,104511366.49,0,2439037.76,1,151.161,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-11-25
2023-05,SK,ALCOHOL_WINE,EUR_PER_1000_L,45.0996,562600.36,22321166.25,847,8698990.29,0,1358975.45,300699.28,1,28469.42,1,152.964,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2024-08-18
2023-06,BE,ALCOHOL_BEER,EUR_PER_1000_L,23.0448,5928031.78,122169791.52,221,9363218.74,0,14100598.88,3326710.95,1,1145768.11,1,153.665,2011_64_EU,EMCS_AGGREGATE,FIRST,2024-06-11
2023-07,DK,ALCOHOL_SPIRITS,EUR_PER_HLPA,1452.9514,63573.53,79015582.27,325,9317005.26,0,2268550.79,1293912.75,0,8290.32,1,153.968,2003_96_EC,EUROSTAT_TAX,SECOND,2025-11-10
2023-08,GR,ELECTRICITY,EUR_PER_MWH,3.2235,23556045.53,69316450.68,55,1377944.41,0,48237671.49,1798410.92,1,4095592.16,1,154.044,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-12-08
2023-09,LT,ENERGY_FUELS,EUR_PER_1000_L,679.3283,11945380.05,8663327384.88,556,10875952.27,0,5435844746.33,2163520805.0,1,2005490.81,0,154.38,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2024-10-17
2023-10,PT,VAPING_LIQUIDS,EUR_PER_L,0.0857,10917666.97,930241.02,561,15141414.56,0,74029.47,41187.63,1,940660.82,1,156.111,92_84_EEC,EMCS_AGGREGATE,FIRST,2024-05-25
2023-11,SE,TOBACCO_FINECUT,EUR_PER_KG,62.8044,1291982.28,85733198.53,588,21094762.67,1,3457814.91,2369883.53,0,201242.52,1,156.031,92_83_EEC,EUROSTAT_TAX,SECOND,2026-02-07
2023-12,CY,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,82.5273,29079240.27,2467183217.87,122,1708109.78,1,6083260.1,121628062.69,0,6080367.02,1,155.802,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-03-02
2024-01,FR,ALCOHOL_WINE,EUR_PER_1000_L,134.661,2197710.08,255218997.68,377,6472389.15,0,12375390.78,8469338.29,1,165805.62,1,157.369,2003_96_EC,NATIONAL_EXCISE_ADMIN,FLASH,2024-08-09
2024-02,IT,ALCOHOL_BEER,EUR_PER_1000_L,73.8094,4823007.67,390607548.9,748,9159754.14,0,17199108.9,11032329.27,1,629700.08,1,156.982,NATIONAL_ONLY,EMCS_AGGREGATE,FIRST,2024-10-03
2024-03,NL,ALCOHOL_SPIRITS,EUR_PER_HLPA,1019.687,48583.75,52900443.6,421,4383417.42,0,5251723.4,2847961.42,1,7768.6,1,158.203,2020_262_EU,EUROSTAT_TAX,SECOND,2025-11-28
2024-04,SI,ELECTRICITY,EUR_PER_MWH,8.9257,9549178.96,94546813.4,683,3375343.01,0,74193330.62,25746773.19,1,308786.97,0,156.654,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-03-16
2024-05,BG,ENERGY_FUELS,EUR_PER_1000_L,656.0463,2758764.61,1720841181.85,670,3350260.72,1,879816734.93,187841946.14,1,311486.17,0,157.993,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2024-02-05
2024-06,EE,VAPING_LIQUIDS,EUR_PER_L,0.679,14623647.17,9952295.49,321,7257526.75,0,555924.74,315654.81,1,908252.68,1,159.473,2011_64_EU,EMCS_AGGREGATE,FIRST,2025-03-07
2024-07,HU,TOBACCO_FINECUT,EUR_PER_KG,33.9271,1296117.34,46227158.11,80,2574798.91,1,2939648.23,3352397.49,0,39006.9,1,158.861,2003_96_EC,EUROSTAT_TAX,SECOND,2025-02-07
2024-08,LU,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,121.4116,27643830.97,3548538633.99,259,6856710.92,1,335817376.42,51529691.88,0,4362419.3,1,158.932,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-02-15
2024-09,RO,ALCOHOL_WINE,EUR_PER_1000_L,23.4164,2919025.19,62929648.56,27,755101.75,0,2891305.02,2904743.57,1,187309.19,1,161.028,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2025-09-12
2024-10,AT,ALCOHOL_BEER,EUR_PER_1000_L,53.0345,2369668.61,120307747.51,420,8967823.29,0,11548736.73,3164052.75,1,218453.21,1,160.876,92_84_EEC,EMCS_AGGREGATE,FIRST,2024-03-25
2024-11,CZ,ALCOHOL_SPIRITS,EUR_PER_HLPA,765.9757,37806.74,32811094.86,20,288829.99,0,1787794.29,2209458.01,1,8792.85,1,161.974,92_83_EEC,EUROSTAT_TAX,SECOND,2025-03-27
2024-12,DE,ELECTRICITY,EUR_PER_MWH,10.1705,9941728.23,91356744.71,242,1984903.33,0,38307601.89,30473680.62,1,1859023.32,0,160.716,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-12-05
2025-01,LV,ENERGY_FUELS,EUR_PER_1000_L,656.0052,8155705.49,4684616051.04,705,19801295.87,1,3337110529.29,758092168.68,0,315239.79,0,162.497,2003_96_EC,NATIONAL_EXCISE_ADMIN,FLASH,2024-04-20
2025-02,PL,VAPING_LIQUIDS,EUR_PER_L,0.5081,10591108.7,5412123.65,158,925186.05,1,428287.58,124579.99,1,2000332.34,1,163.655,NATIONAL_ONLY,EMCS_AGGREGATE,FIRST,2026-01-03
2025-03,ES,TOBACCO_FINECUT,EUR_PER_KG,178.1232,703681.69,112495970.38,790,12962551.95,1,4881051.0,3777521.8,1,63906.57,1,163.677,2020_262_EU,EUROSTAT_TAX,SECOND,2026-01-16
2025-04,HR,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,242.4433,3161425.66,839973145.01,554,19699083.45,1,67390830.14,40573472.94,1,344629.0,1,163.2,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-05-23
2025-05,FI,ALCOHOL_WINE,EUR_PER_1000_L,92.2148,3360079.66,279910496.01,342,5859730.43,0,25478363.04,12316276.88,1,469105.93,1,163.837,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2025-07-14
2025-06,IE,ALCOHOL_BEER,EUR_PER_1000_L,71.9423,3573912.86,278929001.64,518,19871023.79,0,19556814.99,11883854.02,1,112709.81,1,165.324,2011_64_EU,EMCS_AGGREGATE,FIRST,2024-09-16
2025-07,MT,ALCOHOL_SPIRITS,EUR_PER_HLPA,475.767,94595.48,44980132.94,167,960624.91,0,3324086.08,3420848.75,0,13556.81,1,165.279,2003_96_EC,EUROSTAT_TAX,SECOND,2024-03-11
2025-08,SK,ELECTRICITY,EUR_PER_MWH,13.6747,22851568.89,332527735.81,603,14679833.38,0,144647425.08,37868321.97,1,3217948.1,0,166.68,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-04-29
2025-09,BE,ENERGY_FUELS,EUR_PER_1000_L,246.9173,6398325.79,1632559832.22,492,13508938.12,0,789665341.69,435586727.69,1,528775.19,0,166.835,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2024-12-11
2025-10,DK,VAPING_LIQUIDS,EUR_PER_L,0.6835,5231005.6,3488064.84,59,1221054.14,0,133935.55,195016.83,1,468043.85,1,166.798,92_84_EEC,EMCS_AGGREGATE,FIRST,2024-04-19
2025-11,GR,TOBACCO_FINECUT,EUR_PER_KG,121.124,388940.43,53385399.33,750,10179755.0,1,4122199.02,210716.28,1,8510.61,1,166.957,92_83_EEC,EUROSTAT_TAX,SECOND,2024-12-11
2025-12,LT,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,170.589,6822773.27,1237451201.41,267,6981863.37,0,31295523.9,19905819.84,0,171166.95,1,166.264,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-05-01
2026-01,PT,ALCOHOL_WINE,EUR_PER_1000_L,51.6283,642385.02,34998541.89,209,3037181.04,0,3908198.35,28766.6,1,122072.35,1,168.757,2003_96_EC,NATIONAL_EXCISE_ADMIN,FLASH,2025-06-18
2026-02,SE,ALCOHOL_BEER,EUR_PER_1000_L,68.9128,4479911.17,295493624.55,336,1599628.17,0,17988883.85,2931988.66,1,56066.94,1,167.899,NATIONAL_ONLY,EMCS_AGGREGATE,FIRST,2025-02-22
2026-03,CY,ALCOHOL_SPIRITS,EUR_PER_HLPA,656.0303,60740.37,39157792.88,781,7835164.58,0,181425.62,226310.47,0,2131.45,1,169.454,2020_262_EU,EUROSTAT_TAX,SECOND,2025-08-31
2026-04,FR,ELECTRICITY,EUR_PER_MWH,5.3992,5106764.33,23677785.32,800,4097457.88,0,13268027.79,6890079.26,1,64983.33,0,168.865,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-09-12
2026-05,IT,ENERGY_FUELS,EUR_PER_1000_L,393.1573,8613937.47,2999955480.03,12,177321.05,0,2141514136.77,577428603.77,1,1610590.76,0,169.767,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2024-05-24
2026-06,NL,VAPING_LIQUIDS,EUR_PER_L,0.2627,5277828.6,1534553.0,281,6137002.44,0,165927.4,46313.71,1,676695.75,1,169.881,2011_64_EU,EMCS_AGGREGATE,FIRST,2025-03-03
2026-07,SI,TOBACCO_FINECUT,EUR_PER_KG,162.5425,1512118.43,269024909.11,72,2842688.18,1,23864950.17,3457956.51,0,316595.46,1,171.874,2003_96_EC,EUROSTAT_TAX,SECOND,2024-02-23
2026-08,BG,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,198.5054,33299823.81,6783365221.58,409,6915108.67,1,282806982.63,333437469.19,1,1075975.51,1,171.706,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-02-09
2026-09,EE,ALCOHOL_WINE,EUR_PER_1000_L,122.8547,3856311.99,510788574.86,720,11421915.33,0,150535.97,38052504.85,0,396216.2,1,172.561,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2024-02-01
2026-10,HU,ALCOHOL_BEER,EUR_PER_1000_L,5.1054,3631840.54,18422809.52,87,256072.17,0,2012369.36,1211424.36,0,537813.34,1,172.913,92_84_EEC,EMCS_AGGREGATE,FIRST,2025-02-06
2026-11,LU,ALCOHOL_SPIRITS,EUR_PER_HLPA,1246.132,43738.58,53613690.92,256,5000372.21,0,4833027.93,344064.02,1,9996.76,1,172.926,92_83_EEC,EUROSTAT_TAX,SECOND,2024-05-27
2026-12,RO,ELECTRICITY,EUR_PER_MWH,3.2294,16331553.48,54889292.71,76,2429899.02,0,19769481.94,18252450.62,1,2590313.67,0,172.213,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-10-15
2018-01,AT,ENERGY_FUELS,EUR_PER_1000_L,792.2118,14378279.59,9684498066.98,482,4465422.26,0,5294630377.22,1358355596.67,0,465032.24,0,173.443,2003_96_EC,NATIONAL_EXCISE_ADMIN,FLASH,2024-04-09
2018-02,CZ,VAPING_LIQUIDS,EUR_PER_L,0.4355,13870999.42,6287647.29,413,6566245.87,0,415247.17,420417.43,1,2177501.27,1,173.939,NATIONAL_ONLY,EMCS_AGGREGATE,FIRST,2024-01-25
2018-03,DE,TOBACCO_FINECUT,EUR_PER_KG,30.4177,1875738.5,59136538.28,719,26393514.52,1,6124013.69,140855.11,0,149709.68,1,174.815,2020_262_EU,EUROSTAT_TAX,SECOND,2025-08-05
2018-04,LV,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,154.97,20301798.36,2947361873.99,834,7688148.28,0,130281292.42,54202401.57,0,237445.72,1,174.021,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-04-16
2018-05,PL,ALCOHOL_WINE,EUR_PER_1000_L,5.9931,1690102.09,9709975.52,893,21296053.71,0,248374.67,207550.28,0,133274.67,1,175.144,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2025-12-07
2018-06,ES,ALCOHOL_BEER,EUR_PER_1000_L,8.5012,2329295.34,19754569.79,569,13505119.82,0,2086485.37,1173526.62,0,402998.95,1,175.422,2011_64_EU,EMCS_AGGREGATE,FIRST,2024-12-01
