soc_case_report_month,soc_case_state_ut_code,soc_case_district_lgd_code,soc_case_program_code,soc_case_household_id_hash,soc_case_ration_card_type_code,soc_case_aadhaar_seeded_flag,soc_case_household_size,soc_case_eligible_persons_count,soc_case_participants_count,soc_case_new_applications_count,soc_case_approved_applications_count,soc_case_denied_applications_count,soc_case_recertification_due_count,soc_case_churn_rate_pct,soc_case_average_benefit_inr,soc_case_benefit_duration_months,soc_case_dbt_payment_channel,soc_case_benefit_upi_vpa_hash,soc_case_data_latency_days
2022-01,UP,304087,PDS,ac514a562a504f019f2b86,PHH,0,6,6,4,51,23,28,67,12.85,2804.69,50,AEPS,df774c80916d4ef3bfcf18fa,18
2023-08,NL,267834,PMJJBY,dc21ec667f2743d5ac927a,SPHH,0,3,5,5,82,74,8,41,2.32,5137.98,21,AEPS,615eafae0ec84b77a6d0273c,10
2019-11,ML,736096,PDS,f12118304d2148c3b93689,AAY,0,8,8,7,89,89,0,1,15.29,4911.65,18,IMPS,7e81419a58ff4f94804a8222,18
2022-11,TN,371260,PMJJBY,0436ac3cee8042adba46a2,AAY,0,1,1,0,3,0,3,18,13.02,5580.06,7,AEPS,f8b876bb929f4c88acff4737,4
2022-07,CH,279785,PMSBY,f5169e2beb9c46c7b2d0eb,NPHH,1,1,1,0,111,81,30,54,2.6,4884.22,40,UPI,69f9fe1bd0da47289099a122,17
2024-06,MP,127962,PMKISAN,29cb68848d22449cae6c00,PHH,1,7,9,7,40,5,35,60,17.66,6171.97,4,UPI,8b03336eb2e148198529831e,20
2025-12,CH,462890,PMKISAN,c89738a73f6d494f9db40d,AAY,1,1,3,2,95,77,18,15,0.89,3389.21,54,UPI,110e1b2509894864860e16b9,15
2023-08,HP,452653,PMKISAN,525f2f2122f44ba58389ff,PHH,0,2,4,4,56,31,25,52,11.5,4170.6,13,AEPS,3e6e91311c824eed8f935e9a,18
2021-11,MN,606751,PMKISAN,2721726d75ce4a238cd177,PHH,0,2,2,0,69,20,49,79,3.51,5555.78,5,NEFT,ec10486c78874dd7ade25e0d,15
2021-11,JK,280164,PMAYG,d01571cb60344f0181e7f9,PHH,1,1,3,2,43,32,11,54,13.09,4650.48,42,NEFT,a1b62f0d6f024340864d0589,12
2021-12,LD,742928,PMKISAN,1001f807894b4d839872f8,PHH,0,1,1,1,102,70,32,56,1.73,932.75,21,IMPS,76bd25a88bc44ae8944532a8,16
2024-09,LA,712030,PMJJBY,519495339755498a8d5e80,SPHH,0,5,7,7,14,8,6,15,1.92,2575.38,42,NEFT,d8103573976a4a36a75ee376,20
2021-03,KL,516113,MGNREGA,9b7dd463d4ea4be3990cd3,AAY,0,6,8,7,107,104,3,50,8.66,3726.06,3,IMPS,dd9116dc48c94a78b3f85186,12
2020-03,DN,263189,PMSBY,e166770f3be84c06b58689,PHH,0,1,1,0,24,0,24,56,17.9,4979.25,51,AEPS,09c23b0122624d1e8e4fd6ca,14
2021-05,LA,556259,JJM,8d92b8a96ced4681a839b1,PHH,1,8,10,8,105,99,6,8,5.34,3670.12,19,NEFT,38befce3f6f84ea6871f4efa,1
2019-02,PY,707330,PMSBY,409e535177664fa6b0c675,SPHH,1,1,2,2,2,0,2,24,11.22,5120.81,45,AEPS,46444012a7154983ab1d048b,20
2019-09,AP,435444,NSAP,4e3e4cbce8854374b8b565,NPHH,0,6,7,6,1,0,1,70,9.58,5493.18,56,IMPS,3fa6c6a4f7454f108ec95b31,16
2019-08,UK,337127,MGNREGA,7411801811d741ab91bc42,NPHH,0,7,9,7,11,0,11,79,15.24,1943.8,32,NEFT,4d1b22a40d8545c88ddc99ae,3
2024-05,PY,555854,PMUY,e5e6127a2fa8406e8a1654,PHH,1,5,4,2,65,38,27,13,5.55,4119.81,20,AEPS,0c15e95145d2459fa36112a1,6
2024-01,WB,419695,PMKISAN,c00e9244ebd641568b5e20,SPHH,1,4,5,3,31,0,31,58,10.21,3754.08,19,NEFT,3e0dc1632e8d482eab67822d,4
2023-11,HP,460461,ICDS,82d7974937414f0096af49,AAY,1,1,1,1,71,27,44,40,17.14,1709.37,41,UPI,f9827462688546c9972cd95d,6
2022-03,WB,413974,ICDS,ca47a732d989466992230f,SPHH,0,2,2,2,98,57,41,47,6.32,3337.24,1,NEFT,929fd57d6bb1474a843de798,18
2024-01,BR,373118,PMSBY,dd258acc79ec45fa8b4119,AAY,1,7,6,5,3,0,3,40,8.19,3701.12,9,AEPS,297bcd78c4f441cd95b54759,9
2020-02,NL,745075,NSAP,6d997c8c5d4f432181cf02,AAY,1,3,2,1,63,55,8,69,16.05,5367.51,39,IMPS,bb5c3b8a9b4f459ab66cee9f,8
2025-04,TN,514217,PMSBY,997fdea8e5b7456ab03c3c,SPHH,1,1,3,3,88,80,8,35,6.32,3158.13,2,IMPS,219a27b11ff94a58ba89b29c,16
2022-07,MZ,519857,PMUY,7ed6c2743c2e4ae69338a7,AAY,0,6,6,6,50,26,24,47,7.16,801.68,18,IMPS,85f705920bcd4a37aa1001e6,7
2025-07,UP,687776,MGNREGA,742e59c298604d4ab06387,PHH,1,6,6,6,111,79,32,53,5.82,3321.23,39,UPI,c41f4d9c6341429c86a83d5f,18
2020-01,HP,425168,JJM,cf67b55f05c74dfabf50ad,AAY,0,1,1,0,79,46,33,44,14.67,5495.3,15,UPI,0106dc9a5b6d480887b2cb22,15
2022-06,SK,190930,PMAYG,57673b9d03d944cfb2fc96,SPHH,0,1,2,0,4,0,4,70,16.78,3841.78,55,NEFT,0d32dad317d646c9bbb9e092,5
2023-11,TS,867359,PMUY,8a262f5b2df44e4896f1d0,NPHH,1,1,2,2,64,59,5,18,11.54,2276.96,58,AEPS,ef7db70967914274916d2d58,13
2022-06,TN,150134,PMAYG,8737b821d2ec4633ac4172,SPHH,1,1,2,2,46,38,8,75,11.41,6010.02,2,UPI,d0306dc79e494e74ae49a4a4,10
2022-02,KA,614754,JJM,8866d0d8dbf8446e958929,NPHH,0,5,7,7,15,8,7,54,7.33,1265.04,11,IMPS,6bfd15cc8c7c45e5a53db341,7
2020-02,KA,339239,MGNREGA,c38a59219dba46579fc6a7,PHH,0,2,2,0,114,87,27,76,0.72,2326.64,54,AEPS,4d618104f2fc41d0ade7d71a,19
2021-09,JH,292447,PMUY,795eaec9466a4eadbeb7f2,AAY,0,5,7,5,26,0,26,29,3.54,3010.24,2,UPI,b70c8cb39e7a4fbd9d96d055,8
2020-09,MZ,137760,PMAYG,2649804711cd478bb27c08,AAY,0,2,4,3,10,5,5,38,3.08,4875.46,29,UPI,ba506343edd7464b91b53656,2
2021-02,SK,910081,ICDS,e14e8c9769914e22b7a0d7,AAY,1,8,9,9,26,0,26,3,2.53,5481.63,57,AEPS,c9eecd9b8494495293284e71,8
2023-10,MH,486284,PMUY,d1c5ba3aa41f4c5aa7b892,AAY,0,6,5,5,98,83,15,73,11.95,663.07,35,UPI,6d78721b721c47d7a72bf861,10
2023-05,MN,408384,PDS,539d2b176de64e27a2ed4b,PHH,1,3,3,1,71,38,33,65,2.89,5210.62,19,IMPS,c9bf71e5b17046d7bb96302b,2
2023-04,KA,767104,PMKISAN,7da568df85794d80ba6fae,AAY,0,4,5,4,98,61,37,23,2.0,4767.28,1,AEPS,e5f715e1c4344f4195ff65b2,15
2021-07,HR,135081,PDS,7aa1d7e351e04a5da074ed,SPHH,1,1,1,1,55,54,1,4,7.2,5846.84,24,NEFT,b00403bd5987470c85119fec,4
2025-09,TS,608095,MGNREGA,477d49c57e294354846a5a,AAY,1,1,1,0,14,0,14,55,4.86,5882.75,32,NEFT,9ad4fa38fce04e86a223ddd5,1
2019-08,CH,545139,MGNREGA,330f59999dbd475080a817,SPHH,1,5,5,4,46,0,46,53,3.05,5120.66,5,IMPS,c8dd63837d6f47998a874c9a,11
2021-05,KA,598093,PMJJBY,06c6b79bfecc4bb9bff4ac,PHH,1,1,1,0,23,0,23,42,3.06,1479.26,32,IMPS,ee003713d5d54072b5b6172b,3
2019-10,DN,211544,PMKISAN,aa5022b386054569ad0311,SPHH,1,6,5,4,66,60,6,12,4.98,2246.0,24,AEPS,bad8f3d642504b389b977b2f,16
2021-05,RJ,957284,PMAYG,5c0a4fa08a5d47269e9539,SPHH,1,4,6,6,32,13,19,73,9.89,6105.18,20,IMPS,c12c69335f2545cc8bdea638,1
2025-09,GJ,314619,PMAYG,671a9259562e49eeaaf298,NPHH,1,2,1,0,116,105,11,34,13.77,4008.67,58,AEPS,2d6a5830d8f548a083a36b44,8
2021-07,MH,710604,PMUY,12596ad3f9bc4a45ae5cb1,PHH,0,5,7,5,45,23,22,57,15.42,3640.32,53,UPI,e78ef4ac81e84ef78cef1f62,1
2025-05,AP,772399,PMUY,6017d1bee1ad4d73b051de,PHH,1,5,5,5,37,0,37,68,13.65,5977.4,41,NEFT,8d051325539845bf9776a04a,8
2022-06,AR,409585,PMKISAN,7c8f8c67c9664b1f81da71,SPHH,1,6,8,6,118,80,38,43,11.49,5720.03,35,UPI,11de6f5b0f6145fe9ed1d8c4,19
2023-11,MP,217676,PMAYG,ec982232638f469e8c02b6,SPHH,0,2,2,2,62,24,38,7,16.38,4810.48,28,IMPS,decc3604abe04c7f953f484d,13
2022-03,MZ,367002,PDS,f75826531812425d972bc5,PHH,1,5,7,6,20,0,20,71,9.6,5769.96,5,UPI,d46957f8e2d24b289cc12253,11
2020-11,AN,826248,PMUY,7dc6d19045c9441e8d727c,SPHH,0,7,8,6,57,11,46,53,11.58,1005.78,19,AEPS,7fdaedf29b5244afb5232ad2,3
2024-05,CG,915844,PMSBY,983ca374964244a980a123,PHH,1,3,5,5,30,0,30,71,7.7,4996.77,1,AEPS,20abe3887dcc447fae29e3ee,6
2025-10,DN,943215,PMSBY,535cee1b320b4e41975037,PHH,1,7,6,4,85,45,40,49,6.23,6286.97,22,AEPS,76a53066e7f74db09cb5031d,7
2020-11,HP,303679,PMKISAN,e354aba81d4e4115a941e5,PHH,1,6,8,8,68,28,40,72,6.3,603.66,28,AEPS,e900f9d25807447caf6af17e,12
2024-06,CG,645878,PMJJBY,0a6f6ea5bba84ac799490b,NPHH,1,4,4,2,87,55,32,69,3.1,1682.88,37,UPI,5c33f71f34eb4764b511b16c,4
2020-10,UP,235932,PDS,37fc55a223c24d20bacbee,SPHH,0,8,8,7,112,108,4,17,14.44,5222.6,21,IMPS,1b475dad4f004992ae8fea48,20
2024-01,WB,739322,PMJJBY,7b04c3449e0f4b4cbeac53,AAY,0,8,7,7,87,73,14,13,1.47,3524.29,16,IMPS,fae8229bb79a40429aa5bd7b,13
2024-07,SK,474280,NSAP,6dffd87548364a15b64329,NPHH,1,2,4,2,40,2,38,12,12.31,837.03,42,IMPS,83d746eef8f64d5d81d1ed63,6
2022-02,CG,742227,MGNREGA,0035c771e35e4e3a96b9d9,SPHH,0,8,9,9,24,8,16,63,15.63,1961.34,9,AEPS,8d52ac95c2a547f29899f5a2,2
2024-02,CG,716613,PMSBY,bc4f829af75c4bdebf98e3,AAY,1,1,3,1,63,55,8,19,9.2,2309.17,8,IMPS,d6be11c486b64b2aafa5eaea,12
2020-11,MN,993526,PMJJBY,5e34edcf9482433bb71e10,SPHH,0,2,3,1,53,6,47,36,1.73,2290.59,42,UPI,7444afe1332d4219b2a1b642,9
2019-07,MZ,539778,ICDS,327b90b419124521a67f56,SPHH,1,1,1,1,37,13,24,63,8.0,5741.57,35,AEPS,d5a0be6326c24242af471567,14
2019-09,PY,407384,PMAYG,cf77bf61e79d47b68d3da6,NPHH,1,3,3,2,97,54,43,34,6.51,4404.63,52,NEFT,141e83028bf84c939894a9bf,12
2022-02,KA,574079,PDS,74b05bf2d75e424786654c,PHH,1,8,8,7,109,95,14,4,17.75,4856.49,44,NEFT,4e886db49c854da6ab7208b9,13
2025-04,GJ,246570,PMUY,b04b110b312a47e180b492,SPHH,1,5,4,3,45,28,17,28,12.6,384.13,54,IMPS,8c8d1ad312174176b969ff4a,17
2019-11,LD,200584,PMKISAN,a48a3c25f3a743779f7afc,PHH,0,5,7,6,81,64,17,7,13.12,2950.57,40,AEPS,068edaaff4da4cc1b3241696,11
2022-03,GA,567249,MGNREGA,ab7b12037e5043959b9c4a,PHH,0,1,3,3,118,100,18,30,9.53,2270.49,50,IMPS,3b5b33f6a24148d19766144b,15
2023-12,AP,842864,PMJJBY,4ee60c60406c4cf39a9081,SPHH,0,5,6,5,1,0,1,58,12.91,5581.94,10,UPI,d6b5b7b3cc564808b8b1aaf5,7
2020-05,ML,579924,PMKISAN,6b16c4b210d54a9d92ff92,NPHH,1,4,5,5,43,29,14,41,13.14,6213.99,32,IMPS,e132b590cf3e493b890e2fdf,19
2024-01,MN,803730,MGNREGA,1a171f008b344f519c9d21,NPHH,1,4,5,3,88,48,40,53,1.66,2924.71,56,IMPS,811c4606a7ad42aea808e754,8
2021-02,TN,260121,PMSBY,8023dc360fd24b64b37af9,NPHH,1,3,4,2,59,43,16,8,4.4,6332.98,47,UPI,ef9f394dfdda45aba98ea72c,14
2024-08,DL,504451,NSAP,ec7186fa257d45c58f3a7f,SPHH,0,2,1,1,95,73,22,60,0.73,389.03,24,IMPS,e798a2c69b6746beb9b56296,20
2023-01,LA,651797,PMJJBY,2e1812471d674290af0665,SPHH,1,8,9,7,56,13,43,34,9.42,2319.46,55,AEPS,d672a3c5eeeb4910863f9984,7
2022-10,KA,412907,PDS,f59df073dda5401fac3068,PHH,0,5,7,5,7,0,7,22,15.83,5104.57,19,AEPS,f466584390e740e3a2b425d0,2
2020-03,PY,112712,ICDS,deac852a009d4e3c9b479a,NPHH,0,4,6,6,52,52,0,52,11.17,2532.62,2,NEFT,017a5e7bd21049629b9d0e00,4
2022-03,TN,166102,ICDS,67000b29fa004995a3d0db,PHH,0,1,2,0,48,48,0,10,9.25,6009.97,47,IMPS,4da50edef22b470abdf6735f,5
2024-12,AS,934900,PMJJBY,68a48b66a8d648a3922699,PHH,1,7,9,7,101,80,21,39,16.7,1654.48,25,AEPS,4db92fa0a79d4724b2cb3197,1
2019-02,LA,644622,PMAYG,9d882f06d9db400bb3590a,NPHH,0,4,5,5,17,0,17,33,3.51,5233.13,3,IMPS,e3fc684024a6479cb1217ebf,11
2024-04,CG,338116,PMAYG,99ae11244fb54a9a81b6e6,SPHH,1,4,4,3,18,0,18,13,1.81,1550.55,13,NEFT,84397079b8d648dca35450fd,5
2022-06,SK,332936,PMSBY,b71158edffb34eca832083,PHH,1,6,6,4,16,10,6,76,16.55,1522.05,5,UPI,7e2cdbfc135c40ea98484de3,2
2024-01,AN,135604,PMJJBY,0077a25ce30a4dda9479cb,NPHH,1,2,3,2,68,41,27,29,16.3,3063.65,59,UPI,a59645f00cd146d5aec36698,2
2023-08,HP,950298,JJM,fb8b0b3367784a13a53be0,NPHH,1,5,7,7,119,105,14,3,12.45,6158.63,51,IMPS,04d42e6ac878463d86338f2f,5
2022-01,JH,197424,PMKISAN,d28406c881654cf4a82712,PHH,0,7,6,5,74,52,22,35,4.8,3929.82,55,AEPS,a751d57b63ab4b3b91fca3da,7
2021-02,NL,783510,PMUY,71b6d6205eba4b97b95830,SPHH,0,4,4,3,97,75,22,77,17.47,4237.2,11,IMPS,b5bb84d4f0b64d5da84dee09,20
2023-05,DL,316223,PMKISAN,42c6658b79e94dab99d4a8,PHH,1,1,2,0,102,87,15,53,13.89,360.34,48,AEPS,6267be0980cf44bb8e7c9e73,14
2019-12,HP,402063,PMJJBY,4005d44d2a3b46b5a90e13,SPHH,1,2,4,3,72,72,0,50,12.29,651.01,34,IMPS,5d7a3779da8c4c28b3c57213,15
2023-02,TS,346515,PMAYG,ca3ae075911e4b92a8622e,NPHH,1,1,1,0,73,70,3,72,4.4,714.99,18,NEFT,060fa52ad8504438af50a84a,14
2019-08,MZ,842068,PMUY,f710d6ae5b784b0abb6ea9,SPHH,1,5,6,4,29,3,26,6,9.48,5381.78,40,IMPS,8b1e13bf3fb44074b5f4964f,16
2023-07,CG,129528,MGNREGA,5470e56438324ab9998e6f,NPHH,0,3,2,1,115,104,11,44,14.9,1768.48,57,NEFT,e448c6333cb749469452baa4,6
2023-05,UP,417059,JJM,615bfaf4f6fb4633b561d8,SPHH,0,2,2,0,94,78,16,25,15.55,2338.8,28,UPI,ab120da46d4744aeab73f90f,2
2019-08,CH,351419,MGNREGA,db0dd6e791dc4cb18c0010,NPHH,0,6,8,6,104,100,4,54,10.33,4081.71,2,IMPS,92a5e194a19349fc939bdba9,10
2024-04,RJ,345659,PMSBY,8e6289d828a24d1c9487b8,PHH,0,2,3,1,118,116,2,68,9.65,3920.52,50,IMPS,49d2cc8eccbd4b95b81d36f4,0
2021-11,GJ,273647,ICDS,ff7edf31842b482f910321,PHH,1,3,5,5,41,35,6,6,12.71,2845.28,12,AEPS,ab9c0bb714434066a7150d5c,4
2024-07,GA,921201,PDS,672eb2320dc14318a136ab,PHH,1,8,7,5,17,0,17,12,9.74,326.66,11,UPI,cb9ec19b8d5248d093186667,15
2019-04,ML,440758,PMAYG,79c3823fab7442eeaa7b3a,NPHH,1,1,1,0,103,95,8,76,7.81,3087.54,37,NEFT,ce75430bee324b2c80eb4cc5,10
2020-04,OD,476384,PMJJBY,b56ddc2537d54010a9132f,SPHH,1,2,4,4,56,45,11,39,1.99,4881.07,48,UPI,0032415cf3904a2d9bf35354,14
2022-06,PB,446650,PMAYG,41e05bd7f44845bfa1f8d9,AAY,0,3,5,4,115,100,15,25,2.71,1758.48,47,AEPS,3fb7dfb8d58a47abbf24266d,10
2020-04,HP,982194,PMKISAN,ba9445b49d9e4977af4b04,AAY,1,5,7,6,83,69,14,12,13.8,4691.82,52,AEPS,424005c4475347bd802946e0,11
2021-04,OD,405106,NSAP,e1332b299e5b4162a2a909,SPHH,0,2,2,1,30,30,0,28,0.93,393.95,53,NEFT,b570c20243a64455a3c641d0,6
2023-08,KA,407517,PMKISAN,c68d94ab538b4778ba0dbc,NPHH,0,8,10,8,42,37,5,0,1.42,5929.65,8,AEPS,c20e119963da47caa42f0bf0,4
2020-01,TR,395131,PMAYG,2e1219d289fe4d8fbf1a57,PHH,0,1,1,0,73,26,47,17,16.33,6190.24,18,IMPS,d0afeafd3dc74006be92f6ee,5
2023-09,AN,394269,PMJJBY,5aa08683690d4a2e98ba7e,SPHH,1,8,10,10,47,14,33,14,12.82,315.26,43,NEFT,a11b1c064cb2488cba603583,16
2019-09,TS,180758,PMJJBY,dcd51e9671f74f839a570c,NPHH,1,5,7,6,33,27,6,6,0.57,3138.47,24,NEFT,484905c0ea6e4b22aa4759a6,20
2020-03,AP,643847,PMSBY,45f1a42b48c8435395a642,SPHH,1,1,1,0,25,11,14,77,5.96,2865.7,43,IMPS,b65533404a9c4bd39d81023e,1
2023-02,PY,122684,PMUY,7458e166e3024bfa9e0752,NPHH,1,1,1,0,77,58,19,63,13.86,5519.68,27,UPI,fc205396b0db423a91db3659,11
2024-07,AP,303356,PMAYG,7b8ccc100cc644b5b6d365,SPHH,0,1,3,1,4,0,4,75,7.81,3652.47,27,UPI,dda7f8a3c75048ebb0ccb93c,9
2020-03,PY,281902,ICDS,e29dd85736ef4d1eb15575,SPHH,0,3,3,2,11,0,11,19,8.7,4090.47,2,AEPS,1772e5643a8740b58f3f1c51,11
2021-02,AR,362339,PMKISAN,448febb26e7c48cd851073,NPHH,1,3,3,1,5,0,5,23,8.53,1555.54,36,UPI,bddb04ba42024bb5910f97b8,4
2025-06,OD,780983,PMUY,d6d857480d174218933fa4,SPHH,0,6,7,5,88,83,5,22,4.04,777.8,51,UPI,90fb8933e8d94b81858e0b3d,0
2025-12,BR,639546,NSAP,fb1211b13e7140fd858740,AAY,1,3,5,5,3,0,3,44,13.12,4592.45,49,AEPS,428cf866568d4683aef17ebb,4
2023-01,BR,991727,PDS,c567ea1e1e124bc894cb3b,PHH,0,6,5,3,50,26,24,14,2.3,4148.19,20,AEPS,eba0322931204f34a4e704d6,3
2022-02,TR,416079,PMJJBY,8fd09ed7598b46068000bd,AAY,0,3,5,5,14,0,14,18,9.38,5460.44,40,AEPS,8d1a0e93417f4a3b9087649e,1
2021-06,UK,935672,PDS,fe64d755e65c4ca2a0de4d,SPHH,0,3,3,1,70,28,42,77,3.47,5537.04,12,UPI,1244f17059f248cf9de80ee9,7
2023-04,CG,140421,PMKISAN,3cf4c0f14fec4db5b2ea0c,AAY,0,3,2,0,4,0,4,28,1.31,4212.42,38,AEPS,6653feabe00c41a986eacaf3,14
2023-02,PY,553796,PMSBY,caef15d885b34b5d93c495,SPHH,1,3,3,3,3,0,3,62,3.01,3637.84,25,NEFT,9e59b89330044a358e364860,20
2021-01,KL,818962,NSAP,857c33b816564634a621de,PHH,1,7,7,7,49,36,13,18,15.71,5966.85,55,UPI,1eaa19c7712e48728ae9d840,13
2019-02,KL,578640,PMSBY,707516bae12344809134c8,AAY,1,2,3,2,83,73,10,74,3.58,5267.84,42,AEPS,a93399ab70664516ae2b244a,3
2020-01,KA,939978,NSAP,0e260f3ad37c4e92979fa6,AAY,1,3,4,4,13,0,13,55,5.37,5771.03,5,NEFT,32f30862812a401493249ede,7
2025-09,MZ,383123,JJM,5db67844b42a4c45b57b71,SPHH,0,8,7,6,59,23,36,68,2.92,6474.21,52,IMPS,baac1b50c76c42839883ad7f,6
2021-12,GJ,129999,NSAP,de6bb27930f649d1813a5f,AAY,0,6,6,6,97,76,21,41,13.37,2801.74,43,UPI,e119d59ef87e44d6bdc73cb0,4
2022-05,ML,796544,PDS,b10d06f016bf49059bfa5a,NPHH,0,2,1,1,75,41,34,72,8.3,4744.99,13,UPI,82f7dc3db5274f01b9e44438,20
2022-04,HR,161203,PDS,3b8f299f5cb24474b5ac81,NPHH,1,7,7,6,90,56,34,29,17.01,4566.02,17,AEPS,489fd029711246589ca02011,13
2024-06,AR,788280,PMSBY,8db22037bebe40b1877b03,SPHH,0,2,3,1,37,19,18,38,12.13,1379.68,11,IMPS,4aed98f534464a3ebbe6a9a9,10
2019-06,MH,760074,PDS,467fd95d3a2f4380b1b7a5,AAY,0,2,4,4,113,66,47,4,9.8,4246.6,19,AEPS,3484fd5fffc3421abd84079e,9
2019-07,TR,859844,MGNREGA,c12de071279b4eed8e3c79,NPHH,1,4,3,3,17,15,2,13,11.99,2954.15,56,UPI,53704a6c5c864899ac4eaa98,6
2020-12,WB,531032,PDS,7baeb390661f4790b1e16f,SPHH,1,6,7,7,72,28,44,61,1.21,3093.94,54,AEPS,0d173d4a7e80479cad8b614a,8
2022-05,MP,905953,MGNREGA,3c496d07de9f482caf6b3d,PHH,1,2,2,2,52,52,0,26,17.14,1416.86,33,AEPS,25840cb7ab9e4e32b10dcc54,13
2023-09,KL,252848,NSAP,4518779565694fb1801939,AAY,0,7,7,7,3,0,3,8,17.24,4917.38,22,AEPS,8861d6c6e6414f3cbb1493fd,19
2022-06,AN,490913,PMAYG,2ca1a739d4c44bdead579b,SPHH,1,2,3,3,113,72,41,23,5.33,4627.23,22,UPI,70111811b10d4fcd844e8e84,10
2022-02,TR,209650,ICDS,f6f84872b6384b439fda1f,NPHH,1,7,6,5,84,50,34,28,11.5,3600.2,57,UPI,187346ee436f4032ad4c64d9,3
2025-07,CH,790187,PMUY,dc1f666eab82413885fc38,AAY,0,1,3,3,27,11,16,57,4.03,1271.66,12,IMPS,9c2d7ab2b09a4985afbc072f,20
2020-02,JK,742844,PDS,77f15e9853824472acedbe,AAY,1,4,4,2,6,0,6,7,10.08,3752.56,45,UPI,6e52b7654ab540a092c150b7,6
2023-01,CH,825758,PDS,45b9cbe2c43a44799d507c,PHH,1,6,5,4,81,75,6,2,13.99,920.83,59,UPI,dc794b2949dd4d58b39addb9,1
2022-10,LA,787908,PMKISAN,bce529232a77465a9af0df,SPHH,0,3,5,3,65,32,33,57,16.95,2404.11,51,AEPS,1722ace11f144f71901723e0,11
2022-04,MN,377613,JJM,d88832551f6646c9a35472,PHH,0,5,7,6,5,0,5,11,6.44,2608.62,43,IMPS,236ef81280c24e7d854bcf67,16
2024-08,MN,161259,ICDS,aae9717695a04d45a6f12e,PHH,0,6,7,6,118,108,10,33,12.64,5777.24,54,AEPS,522c07186eee4a24ac6dbefb,5
2020-11,KL,936317,PMJJBY,97434efe0b824fccbbb5b9,PHH,1,6,7,6,86,40,46,54,13.04,2876.48,13,AEPS,b27684263a8c42f2af152022,5
2025-09,HP,543535,PDS,306e172d8b33416d817f30,AAY,0,4,3,1,55,17,38,41,4.37,4010.51,59,UPI,c740bce8cd264b159cb4c8ea,6
2021-04,UK,184907,PMSBY,bc9040a1784a4d8db42417,AAY,1,7,7,7,28,28,0,9,11.51,5723.63,6,AEPS,43f4012c2fb9490eb0896472,16
2022-10,UP,934357,PDS,959e2c66850145bcb9af86,AAY,1,6,6,4,32,28,4,57,11.97,2939.71,1,UPI,ddd0f89012ac4f6399bbb4f1,20
2022-08,AN,994841,PMSBY,dd5a57753bbb4cf49a5c0c,SPHH,0,3,5,5,54,52,2,3,13.87,5778.96,12,NEFT,f9e4820b524c49ed97d34df8,17
2024-12,GJ,500947,PMAYG,53e8c8d882f74c078c3606,NPHH,1,6,6,6,6,0,6,18,18.0,1146.06,36,NEFT,0e1fe28e10824c42a1c219d7,4
2022-01,NL,793080,JJM,73adbc944bc64252847759,PHH,1,8,9,7,44,24,20,8,1.2,2562.03,15,UPI,01761abb7388415cbcbfde56,17
2020-12,HR,132668,PMKISAN,11e4804e4d8d431cacd9d8,AAY,1,7,7,5,26,0,26,41,4.04,887.31,38,IMPS,8cdd8b0a311749d4bbb01d31,6
2019-02,JK,183943,PMAYG,c6122a78f3674b7aab3186,PHH,0,6,7,7,13,0,13,55,3.04,3777.76,7,UPI,49cc1e930ca34625817998bb,18
2021-07,JH,348909,MGNREGA,dc0b5320b4c941bdb47758,NPHH,0,7,6,5,15,15,0,51,3.2,6235.15,42,AEPS,408bf9b3aebc443781a801e0,20
2024-10,GA,690606,PDS,82033869a69242ca8abd64,AAY,1,7,8,7,41,18,23,11,8.45,4373.1,14,AEPS,efb04f9cde5a4dfb9dc7795f,15
2019-01,RJ,220080,PMAYG,ba9c71510e054a1b9cc597,PHH,0,3,2,2,45,6,39,27,15.87,4181.67,31,IMPS,a947204cec2c4fb599f5acae,20
2025-04,DL,130761,NSAP,df28f05a165e44e0a6b055,SPHH,0,6,7,6,42,0,42,11,8.35,2024.58,7,UPI,6a99300e86514894bcc0b716,2
2022-10,JK,701893,MGNREGA,8b109546300d4b24bc63ba,PHH,1,2,1,0,82,68,14,27,12.2,6072.86,58,IMPS,5b44f7ce54ce4adaa27f65c9,13
2019-12,BR,793167,MGNREGA,462cdda025d948508a71f3,PHH,0,3,5,4,62,60,2,18,7.09,3223.52,23,IMPS,5fe77c6e0d6244699dfdbb20,1
2021-02,KL,765290,JJM,ead171d92411495fba5a4c,PHH,1,8,10,9,23,16,7,59,6.09,1955.41,36,NEFT,54e28f6e03614ad7b65ba28d,13
2022-11,GA,819299,PMAYG,7dddf5ab80804ff8a3f0df,PHH,0,3,4,2,116,99,17,60,15.1,6423.74,29,NEFT,f07a6a6f60014fa0b2509edb,7
2021-03,KL,822565,MGNREGA,51f0a584e64348c2b5e03f,SPHH,0,7,9,9,87,65,22,65,11.97,2923.37,36,NEFT,0dd2e1e6090d431eb2da7c1e,20
2019-10,PB,642168,PMAYG,ba7788f6c8164deabe1c67,SPHH,0,4,6,5,56,39,17,16,6.64,2603.29,27,AEPS,fc66e54c94ae4f56821b1121,10
2023-08,KA,567471,ICDS,967aa29850cb4b4789a312,AAY,0,2,1,1,5,1,4,1,16.5,516.76,5,UPI,6666e9ec80f7431e8fb30f24,16
2023-09,AS,871173,MGNREGA,d9cb0127a8d8447aab72f4,AAY,0,1,2,0,109,92,17,2,9.22,1405.43,49,IMPS,0f0ff0ba3d794bd88cea51e5,6
