econ_output_release_quarter,econ_output_country_iso2,econ_output_region_nuts_code,econ_output_nace_section,econ_output_gdp_current_eur,econ_output_gdp_chain_linked_eur,econ_output_gva_current_eur,econ_output_gva_chain_linked_eur,econ_output_gdp_per_capita_eur,econ_output_household_income_disposable_eur,econ_output_productivity_gva_per_hour_eur,econ_output_investment_gfcf_eur,econ_output_government_consumption_eur,econ_output_export_goods_services_eur,econ_output_import_goods_services_eur,econ_output_eurostat_table_code,econ_output_revision_round,econ_output_seasonal_adjustment_flag,econ_output_reference_base_year,econ_output_data_extract_date
2023Q3,LU,ES62,B,3541206512.71,3481695929.46,3107531765.38,3055309160.69,1191.42,1322137351.91,122.310201,643054344.76,823723532.35,1633384758.99,1736507266.3,nama_10r_3gdp,SECOND,0,2015,2024-08-08
2024Q2,SI,LV419,G,3580036585.14,3840949008.61,3091914589.51,3317252769.58,1198.26,1851093743.31,132.521166,987239056.24,639002348.24,798004947.09,772593507.06,nama_10_gdp,BENCHMARK,1,2020,2025-06-12
2025Q1,CY,FI43,L,3611729493.54,3512102727.62,3245392455.56,3155870813.62,1206.71,1422644320.08,171.719635,658169876.32,727464435.49,1044159670.86,1325539792.83,nama_10r_3gva,FLASH,0,2015,2024-06-14
2026Q4,GR,EE803,Q,3636673482.02,3426929689.94,3408774483.17,3212174681.17,1213.78,1313849608.42,145.770948,844194796.27,900846296.58,1318332058.44,1563773920.72,namq_10_gdp,FIRST,1,2020,2025-12-02
2018Q3,MT,BE602,A,3657364086.84,3800843077.77,3268362489.6,3396580884.29,1217.13,1845635167.88,168.246211,977377804.2,604061929.28,954547542.88,1361705325.85,nama_10_gdp,SECOND,0,2015,2025-03-01
2019Q2,ES,GR8,F,3664930492.08,3288792479.0,3477190350.42,3120320425.51,1215.03,1681443662.07,107.965682,794807307.83,809438990.3,1557386576.07,1743779142.23,nama_10r_3gdp,BENCHMARK,1,2020,2025-02-05
2020Q1,CZ,FI17,K,3688002912.84,3296582045.35,3229822835.34,2887030249.24,1220.52,1427070630.1,114.784149,785164057.23,953253376.06,1126156180.18,1018617154.77,nama_10_gdp,FLASH,0,2015,2024-02-03
2021Q4,HU,FI315,P,3711997965.8,3645484411.66,3286293970.07,3227408406.58,1223.86,1858125064.18,109.026966,864091520.36,574430470.02,1719673640.83,1781719133.46,nama_10r_3gva,FIRST,1,2020,2025-11-26
2022Q3,NL,BG774,U,3757888868.8,3650430250.82,3344743129.3,3249098610.07,1236.93,1736170215.0,204.219286,797014998.11,873676918.63,1386864220.71,885724378.33,namq_10_gdp,SECOND,0,2015,2024-10-24
2023Q2,SE,FI4,E,3781134228.41,4095981872.34,3668363527.56,3973820976.03,1240.33,1501104114.47,106.000423,725520154.12,963277128.91,1467992777.82,1543815073.89,nama_10_gdp,BENCHMARK,1,2020,2025-01-23
2024Q1,DK,HU3,J,3796533078.14,4075445068.21,3647154661.09,3915092578.05,1241.07,1894703350.8,249.094391,978532533.25,811992643.97,1105135820.34,1185385263.69,nama_10r_3gdp,FLASH,0,2015,2024-12-03
2025Q4,IE,NL324,O,3813622792.83,3635016925.02,3457670690.33,3295735358.03,1243.66,1803387535.04,92.142079,975206984.65,897380621.94,1601587508.64,1315779098.8,nama_10_gdp,FIRST,1,2020,2025-04-01
2026Q3,PL,FI119,T,3855381276.26,3499384284.82,3631178386.11,3295883771.07,1254.47,1961111160.37,119.230306,1063939396.74,777642978.55,1016884300.07,913967736.47,nama_10r_3gva,SECOND,0,2015,2025-11-11
2018Q2,AT,ES52,D,3886427865.33,3689622631.19,3753990007.31,3563891307.95,1263.32,1348335322.83,111.409215,1013320167.34,645530407.3,1746320260.36,1344366452.97,namq_10_gdp,BENCHMARK,1,2020,2024-10-23
2019Q1,EE,ES980,I,3893625062.77,3775072764.82,3596059170.35,3486567097.71,1260.47,1720140207.71,102.946328,674597294.72,943957775.42,1799536616.88,1727274038.98,nama_10_gdp,FLASH,0,2015,2026-02-14
2020Q4,IT,LT30,N,3926111227.34,3895057998.8,3636817071.56,3608051989.49,1268.6,1917054404.32,220.250313,889760958.15,896680268.61,954106343.41,1326589241.08,nama_10r_3gdp,FIRST,1,2020,2024-05-05
2021Q3,PT,FR36,S,3936024419.89,3826418845.02,3406356529.74,3311500495.87,1268.79,1955414994.36,197.996915,876954672.74,782181574.42,1310050780.47,1874966408.73,nama_10_gdp,SECOND,0,2015,2025-06-26
2022Q2,BE,GR9,C,3988900755.82,3599838277.27,3750561261.36,3384745526.75,1280.52,1605945585.04,195.980064,733722268.02,580054188.0,2069904230.06,1951672022.52,nama_10r_3gva,BENCHMARK,1,2020,2024-08-29
2023Q1,FI,SK940,H,4001204486.15,3664912803.55,3504967323.52,3210383189.47,1283.03,1362561832.34,161.587549,813874520.83,867215885.9,1015111088.24,1279263433.71,namq_10_gdp,FLASH,0,2015,2025-09-27
2024Q4,LV,SI61,M,4029691735.69,4144979073.3,3935152554.8,4047735176.71,1286.89,1905598771.36,115.92272,1061881634.01,972891866.93,1990230243.7,924313532.72,nama_10_gdp,FIRST,1,2020,2025-01-05
2025Q3,RO,FR584,R,4060242883.16,3900702213.17,3969351026.4,3813381804.76,1295.88,1675775469.03,109.637513,941015431.01,718156664.36,1479736715.17,1155363974.34,nama_10r_3gdp,SECOND,0,2015,2024-03-22
2026Q2,BG,AT86,B,4087620033.88,4197217077.72,3559916285.37,3655364565.3,1299.53,1995053342.72,107.97821,1080887759.52,874531164.06,1340515408.62,1972242803.14,nama_10_gdp,BENCHMARK,1,2020,2024-09-28
2018Q1,FR,LT76,G,4092662163.66,4245320972.54,3931585523.64,4078236075.05,1299.12,1548232516.16,289.357403,757581171.68,836599308.31,1292881534.34,1437435384.36,nama_10r_3gva,FLASH,0,2015,2024-03-09
2019Q4,LT,ES81,L,4136669365.7,3963653397.92,3565474544.6,3416348768.67,1307.43,2079354344.51,179.564641,742706424.65,927329737.01,1454689484.63,1595745361.01,namq_10_gdp,FIRST,1,2020,2024-06-17
2020Q3,SK,ES6,Q,4152598427.72,4476511740.23,3639298866.14,3923173498.25,1308.84,1820599365.63,111.613488,1107986250.05,676238934.21,1409353593.48,1724791815.29,nama_10_gdp,SECOND,0,2015,2024-06-25
2021Q2,HR,IT24,A,4161506714.71,3987745370.07,3937698983.68,3773282603.49,1310.22,1708968760.59,344.222775,726928846.64,1019221488.05,1766194122.27,1148132688.43,nama_10r_3gdp,BENCHMARK,1,2020,2024-06-16
2022Q1,DE,AT9,F,4202392181.69,4424124051.45,3840312722.57,4042940103.27,1320.72,1838970612.64,188.612748,1082455109.99,857527777.09,1815932655.64,1935851891.78,nama_10_gdp,FLASH,0,2015,2025-09-01
2023Q4,LU,SK46,K,4239589702.76,4590257352.03,4145321882.51,4488192391.66,1328.33,1468784022.66,325.499662,771151983.17,1031272101.51,1729037510.79,1228138858.21,nama_10r_3gva,FIRST,1,2020,2025-07-09
2024Q3,SI,PT9,P,4262353413.47,4002692803.28,3675475436.31,3451567162.66,1331.1,1679374713.94,118.149345,973590234.06,1076133706.91,2194416252.54,1783218204.29,namq_10_gdp,SECOND,0,2015,2024-07-06
2025Q2,CY,EE487,U,4263380542.4,4612531754.42,3763622125.76,4071845427.37,1327.75,2057023815.35,135.234853,687700390.16,744472388.54,2057112545.56,2030024401.74,nama_10_gdp,BENCHMARK,1,2020,2024-11-13
2026Q1,GR,HR5,E,4295987660.95,4582290591.1,3708765870.0,3955933836.86,1336.85,1946379733.47,126.197321,781334090.93,1085149681.58,2215059723.51,1393235652.55,nama_10r_3gdp,FLASH,0,2015,2025-01-03
2018Q4,MT,LU99,J,4338364993.99,4665732260.05,3940097672.2,4237412214.6,1344.07,2169945740.01,177.431024,1112736985.07,908103941.63,1155787374.82,1978723291.91,nama_10_gdp,FIRST,1,2020,2024-02-13
2019Q3,ES,LU55,O,4355215955.06,3921510161.63,4228981523.49,3807846542.82,1345.68,1622968657.91,125.461111,1218864402.44,811101937.13,1551520411.45,1553842963.9,nama_10r_3gva,SECOND,0,2015,2025-12-27
2020Q2,CZ,DE74,T,4382678064.67,4415259378.28,3792416485.33,3820609729.05,1353.52,1828408927.21,281.155669,800555424.35,1091632080.58,1588185003.75,1686378622.92,namq_10_gdp,BENCHMARK,1,2020,2024-09-13
2021Q1,HU,HU41,D,4392043955.01,4403671739.37,3785489025.97,3795510977.15,1352.03,1541876671.84,111.465121,1129189217.09,851209539.07,2182864557.18,939326425.38,nama_10_gdp,FLASH,0,2015,2024-12-27
2022Q4,NL,HU736,I,4431249743.92,4722585816.98,3940756746.09,4199844963.1,1362.45,1848301292.7,108.264959,1180809630.14,891702328.12,1228731655.81,2262319024.59,nama_10r_3gdp,FIRST,1,2020,2025-06-05
2023Q3,SE,SE865,N,4444006693.61,3977826037.11,4320713133.31,3867466092.09,1359.57,1750843509.66,324.098687,1048417191.42,744980337.69,1980441060.5,1564057091.68,nama_10_gdp,SECOND,0,2015,2024-05-30
2024Q2,DK,DK48,S,4489878792.76,4008963297.08,4278611936.7,3820325449.4,1373.55,1782869383.29,201.533212,746110312.1,650531250.48,1934013099.2,939676046.35,nama_10r_3gva,BENCHMARK,1,2020,2024-07-27
2025Q1,IE,RO4,C,4505953170.34,4284916506.6,4282547789.1,4072470134.09,1373.72,2132925279.88,279.002521,1101485420.6,880910574.06,1188258882.76,970151778.04,namq_10_gdp,FLASH,0,2015,2025-05-15
2026Q4,PL,EE9,H,4528579880.27,4583806253.82,4088350842.55,4138208589.75,1376.58,1813265009.25,138.014198,1088315979.03,1137850075.27,1743073292.87,1415444816.32,nama_10_gdp,FIRST,1,2020,2024-10-04
2018Q3,AT,MT723,M,4536175667.15,4797703560.08,4379593155.58,4632093467.29,1377.88,1656466347.21,115.36259,1098472907.07,988668554.86,1676543721.36,2316119808.2,nama_10r_3gdp,SECOND,0,2015,2025-12-18
2019Q2,EE,GR306,R,4562363338.04,4582773966.76,3989161793.98,4007008092.97,1379.64,1953278984.75,125.390845,1111351473.16,1083901276.72,1691653556.93,1965417704.91,nama_10_gdp,BENCHMARK,1,2020,2024-11-23
2020Q1,IT,DE632,B,4587154473.96,4302961252.56,3994073980.23,3746624552.18,1383.64,2283773271.55,135.00255,1210964881.15,649775339.94,1318591626.84,1051555645.22,nama_10r_3gva,FLASH,0,2015,2025-07-17
2021Q4,PT,GR121,G,4621693329.24,4239651262.74,4074929523.86,3738084479.15,1391.31,2083438943.41,192.386794,1270867249.43,696073425.1,2088011668.23,1424319145.49,namq_10_gdp,FIRST,1,2020,2025-11-20
2022Q3,BE,DK5,L,4663820482.13,4656618979.57,4223380119.45,4216858710.05,1402.91,2186873117.05,366.42518,900698930.58,783662031.82,1158770257.52,1314545613.89,nama_10_gdp,SECOND,0,2015,2024-01-14
2023Q2,FI,SK1,Q,4687060620.04,4857155953.9,4042908649.24,4189627446.42,1403.7,2131456450.32,184.696079,754873387.28,886623525.24,1616191504.56,1574604636.76,nama_10r_3gdp,BENCHMARK,1,2020,2025-09-28
2024Q1,LV,LT9,A,4709814087.24,4461603996.96,4210690888.32,3988784896.68,1409.65,2342755703.25,367.690397,1031416398.19,1185567519.18,1263082795.83,2294763231.03,nama_10_gdp,FLASH,0,2015,2024-03-26
2025Q4,RO,RO856,F,4734523390.51,4831613466.67,4094708852.06,4178678358.93,1411.42,2046616787.64,202.789381,783339575.01,1225010199.13,2510770479.94,2051077926.79,nama_10r_3gva,FIRST,1,2020,2025-04-23
2026Q3,BG,DE7,K,4745999460.94,5034458959.69,4142382376.83,4394154327.9,1410.72,1683718836.35,149.875188,1012880978.66,960127731.21,1053673053.68,1440795672.02,namq_10_gdp,SECOND,0,2015,2025-01-10
2018Q2,FR,DE731,P,4788895513.17,4666150277.03,4502382376.61,4386980821.81,1421.67,1714473656.96,141.832686,1124508241.72,1202347848.15,1638637171.66,2280469901.86,nama_10_gdp,BENCHMARK,1,2020,2025-04-04
2019Q1,LT,SI785,U,4800202428.3,4980438739.1,4327971589.11,4490476742.61,1423.44,1884145066.24,319.279626,1084429115.53,989451640.99,2589135533.69,2199754259.28,nama_10r_3gdp,FLASH,0,2015,2024-05-05
2020Q4,SK,PT78,E,4821319071.29,4835124811.94,4218021942.98,4230100155.63,1425.72,1691358806.71,137.914433,1206306249.9,849152911.18,1265317543.16,1373951831.76,nama_10_gdp,FIRST,1,2020,2024-11-24
2021Q3,HR,CY30,J,4841915685.61,4692482882.69,4711860457.05,4566441461.6,1428.5,2360317704.58,144.502697,1274792054.67,970544434.82,1944105219.65,1694675966.15,nama_10r_3gva,SECOND,0,2015,2025-03-24
2022Q2,DE,SE1,O,4878656199.13,4596104777.7,4311243393.53,4061554155.5,1434.81,1962600290.68,277.191431,809590862.28,957502699.86,1719153528.1,2103438237.79,namq_10_gdp,BENCHMARK,1,2020,2024-03-12
2023Q1,LU,SK461,T,4890151621.64,4917675526.4,4561177250.19,4586849543.8,1434.91,2093389082.92,182.268314,1315168620.66,984534617.56,1271666873.38,1361951710.81,nama_10_gdp,FLASH,0,2015,2024-10-05
2024Q4,SI,LT281,D,4913125081.54,5336706135.44,4585612887.36,4980957745.75,1440.36,1722055419.51,209.018926,831631616.19,753233119.84,1333947546.63,1484004199.61,nama_10r_3gdp,FIRST,1,2020,2025-05-08
2025Q3,CY,AT344,I,4940235288.97,4863153221.32,4535864016.32,4465091318.97,1444.55,2181609892.08,195.80413,1020345515.91,710110398.33,1799752749.77,1531335427.24,nama_10_gdp,SECOND,0,2015,2024-01-18
2026Q2,GR,SE89,N,4973531793.63,4585594222.79,4562888520.84,4206981297.92,1450.03,1831867145.87,170.994614,1348604899.42,1085275195.53,1396272924.23,1810732275.53,nama_10r_3gva,BENCHMARK,1,2020,2025-05-04
2018Q1,MT,SE632,S,4990690701.78,4533935026.55,4357974022.03,3959125548.74,1449.34,2519833903.98,138.256185,1035595152.48,792652539.22,2085698566.88,2241825751.58,namq_10_gdp,FLASH,0,2015,2025-12-25
2019Q4,ES,HR182,C,5028858343.29,5098392449.32,4723510554.41,4788822611.6,1456.48,2539472387.14,187.535844,1315549714.37,1147350820.93,2743492514.26,1038828775.88,nama_10_gdp,FIRST,1,2020,2025-07-01
2020Q3,CZ,RO40,H,5063415375.94,4776523864.98,4576136072.19,4316853652.19,1466.61,2528122658.59,286.801994,1054724276.72,760049162.93,1573944789.02,1663844791.25,nama_10r_3gdp,SECOND,0,2015,2024-04-11
2021Q2,HU,LT23,M,5089979866.91,4706634750.69,4986544424.78,4610989412.37,1469.83,1802115911.6,304.370614,1159835286.32,1111091024.7,1640620922.44,2269515922.28,nama_10_gdp,BENCHMARK,1,2020,2024-12-10
2022Q1,NL,DE4,R,5105753644.46,5067813228.11,4823018984.97,4787179545.57,1470.35,2300192417.11,175.329575,1308503307.1,1042683409.23,1711057356.71,1673418653.2,nama_10r_3gva,FLASH,0,2015,2024-01-25
2023Q4,SE,IT6,B,5137296426.5,5180680405.21,4566107085.84,4604667425.0,1476.5,2618406918.4,335.829011,1054191238.78,979919078.53,2467105313.98,2139936915.87,namq_10_gdp,FIRST,1,2020,2026-02-05
2024Q3,DK,SE5,G,5152762630.71,4753494751.08,5043548593.7,4652743292.33,1477.88,2148154845.56,234.725302,895687674.08,824049110.23,1841884927.88,1352307018.12,nama_10_gdp,SECOND,0,2015,2024-04-27
2025Q2,IE,SK392,L,5160642085.04,4895014594.58,4652484468.29,4413012760.43,1477.68,1826191533.18,141.306526,1268278490.19,928074011.64,2583826832.04,1878265416.71,nama_10r_3gdp,BENCHMARK,1,2020,2024-10-02
2026Q1,PL,IT91,Q,5203950358.91,5599512971.65,4540530885.36,4885665664.97,1485.03,2604069070.58,154.732272,1248867621.8,1122661730.82,1926632887.19,1443896488.56,nama_10_gdp,FLASH,0,2015,2025-04-27
2018Q4,AT,EE756,A,5236757641.65,5322754146.81,4583804091.41,4659077984.0,1491.86,2253658779.32,157.16924,1034582481.07,1153512344.03,1742408181.12,2079119233.1,nama_10r_3gva,FIRST,1,2020,2025-09-05
2019Q3,EE,BE74,F,5245667645.56,5397193340.09,4694150411.31,4829745048.52,1491.75,2637342591.89,154.361633,1161647084.61,1041851557.69,1777749637.51,1519292919.09,namq_10_gdp,SECOND,0,2015,2024-05-20
2020Q2,IT,LU843,K,5288638748.34,5697036878.42,4816589986.48,5188535668.05,1500.65,2053377281.94,376.923495,1300415948.04,1305394253.33,2626808932.37,1290330982.18,nama_10_gdp,BENCHMARK,1,2020,2026-01-29
2021Q1,PT,PL47,P,5313852823.33,5736425076.53,5196979175.69,5610257313.62,1503.77,2626646107.07,264.55784,1466063229.97,948788318.32,2183597494.22,1332065703.61,nama_10r_3gdp,FLASH,0,2015,2024-02-12
2022Q4,BE,AT4,U,5332346309.05,5436460660.14,5050160102.23,5148764752.32,1503.25,2404806873.61,140.33975,1173856923.14,1306642860.89,2266690124.03,1949837597.77,nama_10_gdp,FIRST,1,2020,2024-02-21
2023Q3,FI,EE4,E,5351210922.15,5807193715.52,4746148371.29,5150573093.76,1507.58,2567298306.9,157.883726,1233212675.04,1208304084.25,2786904086.72,1684290981.64,nama_10r_3gva,SECOND,0,2015,2024-11-15
2024Q2,LV,GR23,J,5371409174.69,5212250334.77,4864240507.08,4720109451.14,1508.69,2070533445.64,207.578002,902891271.01,1001135952.14,1267028072.27,2722690042.7,namq_10_gdp,BENCHMARK,1,2020,2024-09-17
2025Q1,RO,FI246,O,5387898564.07,5318205788.55,4674406888.47,4613943168.51,1511.3,1930200448.1,278.660319,1168212358.39,1375167105.02,2323396478.53,1742063674.35,nama_10_gdp,FLASH,0,2015,2025-11-19
2026Q4,BG,IE8,T,5425979964.83,5078000413.0,5283415743.73,4944579136.41,1515.28,2021224081.4,281.164927,1402026823.9,1042794117.68,1366485228.28,2430354434.06,nama_10r_3gdp,FIRST,1,2020,2025-09-10
2018Q3,FR,BG63,D,5463572491.39,5618381661.29,4810956760.14,4947274201.45,1522.69,2005583376.91,345.581442,1122636860.28,1001683474.56,1549311149.1,1606703788.72,nama_10_gdp,SECOND,0,2015,2024-10-28
2019Q2,LT,RO536,I,5471815085.75,4911329082.41,5278381487.27,4737709169.66,1524.32,2522717908.07,169.174554,1246391202.27,1069752262.52,1479289439.34,1883389190.44,nama_10r_3gva,BENCHMARK,1,2020,2025-12-18
2020Q1,SK,SE83,N,5512466655.86,5175050782.81,4778495974.57,4486006152.54,1530.85,2588692243.46,142.039993,1158658269.71,1158139422.72,2375582561.9,1954476982.06,namq_10_gdp,FLASH,0,2015,2025-02-02
2021Q4,HR,IE2,S,5536164002.43,6007913090.7,5396911969.34,5856795076.11,1533.5,2444009576.96,375.457942,1086894913.87,824766670.26,2744523291.65,2757664699.8,nama_10_gdp,FIRST,1,2020,2024-03-17
2022Q3,DE,CZ79,C,5562887537.64,5930524053.84,4953875719.93,5281264256.74,1538.76,2682896327.81,148.640644,1058594887.33,869638870.92,2509000396.96,1715354733.0,nama_10r_3gdp,SECOND,0,2015,2026-01-13
2023Q2,LU,FR2,H,5583675353.96,5072952267.9,5403035115.32,4908834684.01,1540.31,2586027842.35,222.967005,896878542.96,833300659.32,2921262550.84,1652214165.7,nama_10_gdp,BENCHMARK,1,2020,2024-06-01
2024Q1,SI,IE9,M,5613397790.7,5416907785.18,5018938630.56,4843256928.31,1547.3,2117037958.93,133.835812,1376492900.14,1363724108.16,2641011244.03,2324171710.04,nama_10r_3gva,FLASH,0,2015,2024-04-16
2025Q4,CY,HU62,R,5625088798.73,5039339575.62,5355022618.09,4797395805.34,1544.85,2273468465.38,265.418722,1068368050.17,950710861.82,1835637572.3,1401309471.58,namq_10_gdp,FIRST,1,2020,2025-10-11
2026Q3,GR,DE1,B,5639474020.19,5847744912.23,5456013014.92,5657508525.59,1544.37,2363205006.66,442.626917,1274249060.41,1031855174.77,1453690859.52,1752104004.54,nama_10_gdp,SECOND,0,2015,2026-01-28
2018Q2,MT,PT555,G,5660687860.23,5367648499.79,5359790017.59,5082327370.35,1548.26,2395201832.9,163.043794,1092383619.18,1039794462.95,2997256423.88,1811963477.24,nama_10r_3gdp,BENCHMARK,1,2020,2024-09-07
2019Q1,ES,EE821,L,5695393619.71,5318177375.89,4954983738.7,4626806183.48,1554.69,2025422218.37,263.249326,1236992628.29,938394267.29,2083576334.59,2204896026.94,nama_10_gdp,FLASH,0,2015,2025-04-07
2020Q4,CZ,IE127,Q,5735885704.86,6132629823.2,5539602967.62,5922770451.85,1562.58,1964952392.34,391.467983,1588524093.77,1158783434.79,2620889037.09,1234175927.1,nama_10r_3gva,FIRST,1,2020,2024-11-05
2021Q3,HU,SI36,A,5750190076.59,5957568788.03,5191157875.87,5378375275.1,1560.75,2322112441.26,230.125714,1063983175.39,964005444.78,1296195415.2,2622057193.08,namq_10_gdp,SECOND,0,2015,2024-01-14
2022Q2,NL,RO45,F,5783718157.49,5400340241.12,5163952412.77,4821656114.38,1567.04,2493740186.15,329.290974,1355144918.8,855097750.61,3114782931.0,1335295002.09,nama_10_gdp,BENCHMARK,1,2020,2025-07-13
2023Q1,SE,LT947,K,5813728220.67,5995406309.16,5138885548.87,5299474910.47,1571.45,2980436654.88,182.38148,961179217.83,1130828620.14,1485641753.21,1176748428.26,nama_10r_3gdp,FLASH,0,2015,2024-04-23
2024Q4,DK,NL41,P,5821812663.53,5921582874.94,5406618459.88,5499273359.3,1573.7,2839061059.84,226.046196,1180553616.11,979519951.88,2704071999.69,1321749999.65,nama_10_gdp,FIRST,1,2020,2025-08-24
2025Q3,IE,DE84,U,5852169348.63,5347735004.83,5107851561.19,4667574529.37,1575.55,2740758711.57,282.168891,1624905517.62,859733280.1,3180400329.26,2591505949.83,nama_10r_3gva,SECOND,0,2015,2025-02-22
2026Q2,PL,CZ493,E,5867003807.36,5779869112.4,5564817144.28,5482170420.28,1577.52,2524411963.91,337.11535,1067987822.38,1035565382.93,2266414445.81,1836389495.18,namq_10_gdp,BENCHMARK,1,2020,2025-09-27
2018Q1,AT,SE59,J,5914667343.92,5951052657.31,5753423430.17,5788816817.89,1585.08,2095737699.51,274.710164,1190472271.31,1089323986.03,1445037549.43,2740751735.56,nama_10_gdp,FLASH,0,2015,2025-01-12
2019Q4,EE,SK23,O,5911500015.52,5835852531.62,5307416971.21,5239499735.51,1581.73,2664091636.55,454.504064,1571184021.82,1095735320.58,1670697477.64,1656356531.16,nama_10r_3gdp,FIRST,1,2020,2024-12-22
2020Q3,IT,BG6,T,5959627108.62,5846812327.86,5385415284.13,5283470240.68,1593.19,2509991109.19,190.22653,1317541043.45,1365767523.9,2279837560.2,2086273708.32,nama_10_gdp,SECOND,0,2015,2024-07-15
2021Q2,PT,PL9,D,5973424214.0,5966104548.31,5565641169.0,5558821189.16,1593.25,2811647050.18,445.234845,1207566644.82,1379294182.89,2055960055.67,3046348337.52,nama_10r_3gva,BENCHMARK,1,2020,2026-02-22
2022Q1,BE,ES970,I,6014191794.49,6486170253.02,5677800341.89,6123379655.74,1599.65,2406132945.91,348.493643,1238206041.94,1119782604.75,2698460818.79,1393333075.37,namq_10_gdp,FLASH,0,2015,2024-08-23
2023Q4,FI,HR586,N,6013317284.9,6445121195.79,5716182899.76,6126650203.33,1597.88,2605842699.83,158.119556,1656508801.3,935308228.49,2080663700.62,2576771695.85,nama_10_gdp,FIRST,1,2020,2024-12-19
2024Q3,LV,SI329,S,6037781158.28,5415736304.68,5727192864.05,5137146495.49,1599.51,3080065218.24,160.754454,1635657187.49,857385741.68,2363431487.0,2346253722.51,nama_10r_3gdp,SECOND,0,2015,2024-03-05
2025Q2,RO,AT84,C,6083543855.69,6423897014.56,5254259478.21,5548217055.13,1607.93,2467814940.0,189.561401,1441210569.7,1377195019.04,2016627076.38,2173745612.06,nama_10_gdp,BENCHMARK,1,2020,2025-05-01
2026Q1,BG,PT49,H,6089488216.65,6434391750.39,5853602161.0,6185145305.29,1604.89,3103937031.41,197.603227,1408144924.97,1472488079.96,2734952533.13,1753736363.21,nama_10r_3gva,FLASH,0,2015,2024-05-12
2018Q4,FR,SE52,M,6122561986.84,5827021666.46,5862664393.0,5579669510.03,1611.08,2678243684.39,229.950743,1661427240.98,1112819500.04,2683726391.13,2132190737.66,namq_10_gdp,FIRST,1,2020,2025-02-05
2019Q3,LT,CZ30,R,6158790834.92,6276109588.4,6024243763.84,6138999531.32,1616.06,2214992678.57,348.792303,1274756177.64,1130683547.31,2517706790.85,3147932760.7,nama_10_gdp,SECOND,0,2015,2025-08-24
2020Q2,SK,LU34,B,6167078421.64,6582896687.93,5964140587.09,6366275671.05,1615.31,2800520623.46,338.679991,1654548742.37,1592768043.81,3067112521.09,3168197426.12,nama_10r_3gdp,BENCHMARK,1,2020,2024-04-11
