qol_cost_index_month,qol_cost_city_geo_id,qol_cost_cost_of_living_index,qol_cost_housing_cost_index,qol_cost_grocery_cost_index,qol_cost_utilities_cost_index,qol_cost_transport_cost_index,qol_cost_healthcare_cost_index,qol_cost_childcare_cost_index,qol_cost_tax_burden_estimate,qol_cost_median_wage_local,qol_cost_purchasing_power_index,qol_cost_inflation_local_estimate,qol_cost_rent_to_income_ratio_local,qol_cost_commute_cost_share_pct,qol_cost_essential_basket_inr,qol_cost_price_dispersion_score,qol_cost_low_income_adjusted_index,qol_cost_seniors_adjusted_index,qol_cost_methodology_release_tag
2025-12,CITY53939,74.2,86.0,94.2,75.0,84.1,90.1,107.1,13.99,66935,101.6,7.47,28.71,11.87,61170,67.9,111.8,163.0,rel_2.1.2
2023-06,CITY11920,135.8,140.5,72.7,140.8,66.4,100.6,68.6,13.07,73510,51.4,11.0,40.55,19.78,58182,41.9,52.7,168.9,rel_9.2.4
2021-10,CITY40075,165.8,174.3,136.7,162.9,115.1,181.1,80.7,4.04,84309,119.2,5.67,18.25,21.66,41100,48.4,52.0,111.5,rel_9.7.1
2021-02,CITY87535,65.0,131.5,80.0,161.5,168.7,131.8,236.3,9.21,18476,120.4,5.37,54.87,14.86,56764,44.6,60.5,159.4,rel_8.6.3
2021-12,CITY97923,65.4,109.5,162.2,106.9,166.4,176.3,114.6,12.11,29889,117.3,7.32,12.99,19.63,28633,54.8,128.2,102.5,rel_4.0.2
2023-03,CITY99791,145.6,115.7,132.9,102.0,104.7,73.8,91.6,11.69,57913,128.9,7.84,38.46,5.6,48284,71.6,90.6,80.3,rel_9.7.1
2024-12,CITY51609,120.8,81.9,68.5,154.4,103.6,173.3,171.9,14.74,28767,94.9,7.07,38.65,19.21,34588,32.5,90.4,78.6,rel_4.6.5
2020-07,CITY53395,115.4,217.2,146.5,166.0,154.7,72.6,83.4,9.42,78629,81.5,13.1,47.09,16.49,62989,66.7,98.5,184.7,rel_8.7.6
2026-06,CITY91159,89.9,148.0,67.4,64.2,189.8,99.0,189.6,14.91,62626,139.8,2.11,11.82,11.46,47618,2.2,104.1,167.6,rel_5.2.5
2024-08,CITY62656,151.5,56.6,152.1,142.9,128.9,143.7,212.9,11.39,83196,115.7,5.52,41.83,10.95,50163,56.9,180.3,106.9,rel_2.6.4
2025-11,CITY80532,179.5,216.8,131.4,170.7,150.1,139.0,50.7,9.28,64113,76.2,12.68,14.95,23.28,37515,50.0,153.6,154.6,rel_9.5.9
2024-03,CITY74575,157.2,120.4,82.5,56.4,131.2,117.9,229.7,2.97,16529,117.9,8.36,41.48,21.28,13141,68.6,186.5,145.9,rel_2.4.0
2024-02,CITY63027,69.4,175.9,70.4,139.1,148.4,60.0,86.2,16.65,63539,128.1,13.01,39.66,6.86,35596,97.6,152.5,106.3,rel_7.7.8
2021-03,CITY52788,167.7,155.8,167.1,119.8,168.6,59.4,107.1,3.07,17750,79.6,9.38,50.14,9.04,46314,78.9,112.4,75.2,rel_4.1.5
2026-10,CITY55619,112.6,140.1,168.4,74.9,66.0,51.3,71.1,5.32,37479,62.0,-1.65,47.2,10.41,29420,6.3,81.6,171.4,rel_2.5.7
2025-08,CITY25830,71.8,191.0,137.7,142.6,71.8,121.8,196.1,6.86,71287,102.4,2.65,31.95,3.89,31702,98.4,109.4,157.3,rel_5.7.1
2019-06,CITY80744,128.9,163.4,145.5,179.3,93.9,130.7,208.0,17.83,43379,41.6,6.89,31.19,17.09,48683,48.3,175.7,104.2,rel_3.1.6
2025-04,CITY42954,151.5,71.4,81.6,192.7,74.6,135.2,155.9,9.83,13630,80.3,14.49,51.95,19.06,64410,14.1,135.6,77.8,rel_3.2.5
2020-06,CITY73909,176.4,147.1,75.7,106.2,161.7,105.1,57.4,10.91,61500,119.6,0.98,40.27,7.07,41437,52.0,128.3,138.3,rel_4.9.1
2019-04,CITY28931,150.0,75.8,110.4,102.7,63.1,122.9,224.1,2.64,78670,130.8,5.96,30.98,19.49,64495,61.5,164.1,126.9,rel_7.1.1
2023-11,CITY40676,151.5,57.7,131.1,84.0,143.8,120.2,194.7,3.97,55391,43.5,7.37,29.72,21.3,31456,79.6,163.1,82.3,rel_1.8.8
2026-08,CITY28074,80.8,114.6,148.2,108.8,155.1,68.8,194.6,5.79,81460,123.5,13.77,26.46,9.32,37068,82.7,128.7,166.3,rel_3.2.7
2019-05,CITY33666,95.3,57.1,130.1,139.6,141.5,78.8,99.1,11.91,68563,113.9,2.72,22.67,24.16,12307,67.8,131.5,102.0,rel_3.9.2
2024-08,CITY89866,161.9,65.1,169.1,131.2,187.9,190.8,130.6,5.18,73576,64.0,10.07,22.28,9.85,22988,44.7,125.2,87.0,rel_6.9.8
2020-04,CITY54041,81.3,100.0,72.6,191.2,159.8,119.4,213.0,5.99,18305,125.6,4.07,44.09,8.79,14230,10.7,116.0,159.5,rel_3.9.4
2019-04,CITY81088,158.7,79.5,113.4,67.5,145.5,192.5,67.4,13.74,35576,56.4,-0.02,34.6,22.76,52047,21.8,52.3,137.2,rel_5.2.5
2026-07,CITY67535,167.8,117.9,95.9,51.6,165.7,170.1,60.9,11.23,32922,138.1,1.65,13.03,15.68,36000,70.0,142.5,179.5,rel_7.9.7
2025-06,CITY79497,155.2,55.4,146.0,86.0,70.2,67.4,45.5,10.38,30816,65.3,7.82,26.16,20.94,21424,7.6,184.4,169.1,rel_1.0.5
2020-01,CITY88672,103.0,205.2,122.2,77.4,69.5,136.5,192.4,14.5,14462,70.3,13.85,15.34,23.48,12406,53.2,54.9,121.3,rel_4.5.5
2021-02,CITY98209,99.9,207.8,152.9,83.6,83.5,126.8,194.7,2.7,39042,47.7,4.03,34.78,11.27,57487,4.7,97.9,115.7,rel_7.1.0
2021-04,CITY71381,141.1,161.9,67.7,109.3,75.4,73.5,205.5,2.67,17313,95.7,1.93,32.61,18.82,26536,31.3,175.5,57.5,rel_3.6.9
2023-09,CITY63218,71.0,103.5,64.7,167.1,105.8,116.6,218.7,12.53,22589,94.0,12.36,29.41,10.72,39542,50.0,115.1,87.4,rel_9.4.9
2022-06,CITY78207,166.1,145.1,151.1,156.9,147.5,98.7,86.8,5.37,71807,107.1,11.69,52.6,11.2,26191,61.9,118.2,167.0,rel_9.6.0
2020-01,CITY90122,172.6,80.8,128.5,83.4,93.0,132.0,123.4,4.56,43980,96.5,5.52,45.87,18.66,40141,39.3,65.0,52.5,rel_3.3.1
2020-03,CITY48346,62.8,191.9,167.2,70.3,82.4,180.3,225.3,8.71,72410,43.9,7.76,27.68,2.66,13881,94.7,167.2,97.1,rel_4.6.5
2020-10,CITY14922,124.2,146.2,142.7,69.8,121.8,79.2,58.6,8.57,40202,120.6,1.81,20.17,20.8,50724,9.0,79.0,57.6,rel_5.6.9
2025-04,CITY62347,151.1,173.7,113.3,154.1,127.4,82.4,81.7,6.74,35862,55.4,0.54,22.07,10.3,47733,12.6,75.7,174.1,rel_3.6.1
2023-11,CITY93829,91.2,200.6,158.5,94.6,82.2,111.7,88.1,12.76,75928,54.1,7.27,14.75,3.04,35165,53.5,62.3,55.2,rel_2.9.8
2020-07,CITY14675,177.3,184.9,132.5,136.7,171.3,93.4,133.5,11.91,13161,82.7,3.61,35.39,21.56,35853,2.4,114.4,91.8,rel_7.4.3
2025-10,CITY54910,158.2,56.8,157.9,198.8,91.2,81.5,193.1,6.05,60899,50.3,0.14,54.06,17.5,51404,13.5,72.8,183.4,rel_6.1.0
2026-02,CITY58443,60.2,114.3,75.8,52.8,115.0,191.5,104.8,12.58,70741,61.9,-0.98,15.89,15.94,32947,70.1,67.0,199.5,rel_9.1.7
2019-12,CITY61033,61.6,63.9,88.4,54.2,138.4,114.0,149.6,4.79,25210,103.3,11.69,27.9,20.54,39236,57.7,134.6,125.0,rel_5.1.7
2024-02,CITY15247,163.6,75.6,153.7,198.7,151.8,167.7,238.9,11.69,39564,108.0,14.08,23.31,2.03,21615,21.8,149.3,145.1,rel_7.5.0
2023-07,CITY94284,101.1,72.9,70.4,174.7,178.6,147.5,60.7,8.43,68063,118.0,0.01,10.0,18.38,32955,25.4,51.9,131.0,rel_8.3.2
2023-09,CITY58924,70.2,143.3,101.8,141.1,104.4,86.0,59.0,7.04,74047,57.7,14.78,29.98,14.23,42425,6.6,183.7,119.6,rel_5.0.0
2020-04,CITY17493,131.1,168.1,100.1,160.8,143.3,67.9,154.5,6.11,28626,90.0,10.41,37.86,6.29,51099,76.7,96.1,123.8,rel_6.2.7
2022-08,CITY50745,122.8,98.0,92.8,91.7,158.0,147.8,206.5,17.61,66478,94.4,1.97,38.7,20.86,31041,49.8,153.4,87.8,rel_6.0.9
2022-01,CITY58994,157.2,149.1,140.3,104.7,139.7,119.9,78.0,13.23,42573,73.7,14.01,33.84,18.84,33199,5.7,165.0,155.3,rel_9.3.5
2022-11,CITY48367,150.8,127.2,105.4,190.2,85.1,68.1,156.9,17.51,16633,121.6,5.93,13.45,5.82,48386,65.8,199.7,117.8,rel_4.7.8
2021-06,CITY37241,133.7,154.8,110.3,109.5,113.8,112.2,186.1,4.17,43728,55.1,6.12,37.08,15.38,25029,86.8,94.6,74.4,rel_2.3.0
2022-11,CITY84229,67.0,143.9,125.5,180.8,130.8,101.8,200.6,10.64,83466,96.6,13.44,27.83,8.82,39151,55.8,180.5,105.7,rel_5.0.6
2026-10,CITY34495,130.4,190.8,68.8,121.5,138.2,174.3,196.7,6.43,55390,127.5,14.51,17.97,18.61,21927,80.2,120.4,113.4,rel_5.8.9
2019-10,CITY66548,154.3,155.0,97.6,181.1,51.8,84.0,153.4,7.62,34195,42.4,-0.02,15.72,6.35,60849,38.3,82.4,116.4,rel_4.1.3
2019-02,CITY49516,68.2,87.1,162.9,119.9,112.4,52.2,89.5,15.86,83334,100.5,1.75,38.15,15.15,49292,82.0,173.7,168.2,rel_5.9.6
2020-07,CITY10924,61.5,74.3,141.7,86.6,133.7,107.8,211.0,17.24,21095,67.1,1.3,31.35,2.17,41122,7.1,136.1,134.9,rel_9.4.8
2025-07,CITY63473,82.2,142.0,131.0,56.8,182.4,176.3,99.3,3.24,38299,52.3,6.82,21.06,10.24,26506,69.1,159.3,57.0,rel_2.8.2
2026-11,CITY56751,118.8,120.6,62.6,100.3,74.8,64.8,231.3,11.59,44230,79.3,2.03,14.36,6.12,31281,67.8,132.0,121.3,rel_2.8.6
2021-03,CITY19190,88.9,198.6,151.4,83.7,105.9,111.5,235.6,4.89,56306,73.4,10.42,28.9,15.3,14962,52.2,60.2,77.2,rel_5.9.2
2020-03,CITY93111,125.8,118.5,117.2,199.5,68.9,151.3,119.2,4.13,75723,113.0,7.72,29.53,4.93,64712,20.8,103.3,150.4,rel_7.1.6
2025-01,CITY93860,116.6,144.1,122.7,81.5,153.9,53.8,111.0,14.48,41320,114.5,5.01,18.81,13.8,60940,48.8,70.0,89.2,rel_5.0.8
2020-09,CITY71497,60.8,134.4,91.4,160.2,53.4,137.7,228.3,4.79,13378,46.1,-1.47,42.15,10.32,51255,52.1,184.5,79.4,rel_1.1.8
2026-02,CITY75756,157.2,123.0,142.5,187.0,130.1,77.1,93.8,5.18,13462,78.5,5.41,36.73,15.56,52005,61.5,62.2,63.2,rel_9.3.1
2022-08,CITY69123,103.2,152.8,102.6,179.5,93.2,94.0,93.2,7.32,18008,128.6,5.79,35.41,17.25,32225,81.6,52.8,160.4,rel_9.7.2
2026-09,CITY69658,86.5,73.5,154.5,125.0,144.5,85.9,191.6,14.16,39777,108.0,13.84,37.92,20.49,29558,38.6,106.1,182.9,rel_9.1.3
2022-07,CITY55264,81.9,214.1,107.1,144.8,151.7,105.0,69.4,5.31,27187,114.5,1.95,28.24,8.19,46158,92.2,171.8,173.8,rel_9.6.2
2025-01,CITY15586,174.8,114.0,97.3,59.4,118.1,66.4,89.7,7.07,13577,94.6,13.75,49.21,20.06,18691,14.7,153.5,191.8,rel_9.6.0
2024-08,CITY86106,121.3,70.4,94.3,170.4,170.6,70.6,230.5,7.26,16922,121.2,14.08,24.08,21.75,27240,98.7,139.7,62.3,rel_6.3.2
2021-03,CITY30213,96.9,196.1,165.5,82.7,62.3,79.2,204.1,12.83,83139,97.8,3.23,31.47,20.24,54543,83.0,156.4,65.8,rel_4.0.7
2022-07,CITY48737,108.9,200.7,65.2,194.2,145.1,144.7,94.1,5.98,59662,126.3,0.25,53.99,15.4,37855,1.1,131.6,196.4,rel_9.1.1
2024-07,CITY15596,64.0,70.7,105.7,59.5,105.5,121.1,130.3,15.91,23357,81.5,5.18,45.33,6.5,19951,85.3,151.0,70.6,rel_7.1.3
2023-07,CITY58517,97.4,193.8,88.6,50.2,102.7,135.6,135.7,15.79,69608,95.4,6.72,22.66,20.91,57212,12.0,60.1,158.6,rel_1.0.0
2026-04,CITY21523,89.1,62.4,141.8,156.7,82.8,162.4,223.6,3.73,16897,45.4,1.23,11.75,11.01,25329,45.2,160.9,153.0,rel_1.1.6
2024-03,CITY73261,153.4,128.3,168.8,122.5,188.2,163.2,89.7,10.61,51405,79.9,12.67,22.02,14.3,63720,0.7,110.5,85.2,rel_3.5.3
2026-11,CITY87733,179.0,211.7,75.1,130.6,75.9,114.2,52.3,5.58,34813,83.9,14.62,46.35,18.96,47369,10.7,193.0,59.0,rel_7.9.0
2024-07,CITY56040,161.3,205.7,139.0,92.5,95.7,53.1,192.2,2.68,72892,51.9,0.92,31.44,18.97,54511,16.9,178.1,52.0,rel_1.3.9
2026-11,CITY42016,158.4,201.0,81.9,92.6,90.5,106.6,118.7,10.71,44769,56.8,3.28,32.65,20.32,55880,64.6,73.4,132.1,rel_6.2.1
2024-01,CITY80934,174.1,85.7,88.7,195.4,152.9,154.9,210.6,3.85,52544,90.8,8.54,31.5,13.0,56578,62.8,78.8,71.9,rel_9.8.6
2025-03,CITY66633,135.1,187.4,67.6,100.2,93.9,145.3,111.2,4.38,16321,108.9,7.38,20.88,11.8,58270,65.8,134.7,189.9,rel_9.0.1
2020-02,CITY96654,73.2,200.2,97.7,152.6,53.5,153.5,103.2,2.89,57156,76.0,-0.52,19.1,14.55,57421,29.8,63.5,186.6,rel_2.8.7
2019-04,CITY25696,73.4,147.0,124.0,157.2,83.6,116.6,96.5,3.3,12495,70.1,8.19,19.06,22.48,44924,33.9,192.8,160.7,rel_8.8.4
2025-03,CITY62057,170.3,122.0,97.6,194.2,112.3,123.4,110.3,16.55,81904,69.9,5.32,24.05,18.68,35600,84.8,104.5,169.1,rel_5.5.6
2024-04,CITY66207,64.9,176.6,109.1,53.0,58.8,108.1,156.7,9.43,23397,103.5,1.17,43.72,14.55,48953,59.6,122.7,54.0,rel_4.2.3
2022-10,CITY61658,133.6,187.0,93.0,194.3,125.0,142.7,176.1,12.67,76148,60.6,-1.98,11.77,24.48,64428,66.3,175.9,132.6,rel_4.3.2
2025-12,CITY17489,162.7,121.1,94.0,190.5,122.2,124.6,75.7,3.73,32659,121.6,8.15,27.71,12.89,52495,58.4,81.0,177.7,rel_5.6.4
2021-03,CITY22665,148.8,184.1,73.1,71.1,90.1,127.7,189.6,15.38,46409,106.7,5.4,52.89,18.54,32107,19.3,63.9,129.8,rel_1.0.2
2024-03,CITY30224,127.7,152.1,78.3,107.0,136.4,195.5,185.5,16.76,33584,112.1,1.12,24.78,13.21,39518,24.9,111.2,91.9,rel_5.3.9
2023-04,CITY19327,82.3,64.4,108.0,148.7,111.3,91.5,151.6,7.55,39302,129.3,4.59,22.95,18.67,33797,3.7,121.2,100.4,rel_7.9.5
2019-03,CITY18433,67.6,105.2,134.0,100.6,75.1,92.2,131.5,9.61,58097,47.5,-0.2,47.69,7.52,63482,25.5,174.2,106.7,rel_9.6.1
2019-04,CITY51302,74.2,57.7,108.2,176.6,86.7,113.3,48.0,9.19,41553,74.6,9.11,25.76,16.2,62717,36.7,64.9,165.0,rel_2.9.9
2022-01,CITY91731,161.8,166.5,91.9,80.2,87.1,75.5,59.1,8.71,46695,57.2,7.3,17.41,3.47,37938,34.3,177.8,133.9,rel_2.1.4
2024-12,CITY23569,61.3,117.0,153.6,101.9,54.9,161.9,200.4,4.57,17636,59.2,10.23,22.22,9.27,12654,20.2,186.3,164.1,rel_3.3.4
2024-01,CITY98074,143.5,210.5,169.5,117.5,85.4,116.4,209.5,5.3,47450,60.4,11.07,29.15,15.0,25161,3.4,116.9,172.5,rel_1.8.4
2024-04,CITY21957,134.5,70.5,167.5,78.0,112.3,123.2,202.6,3.59,40742,110.1,11.01,51.82,6.71,51288,23.6,96.5,109.9,rel_6.2.9
2022-06,CITY36627,170.2,58.0,97.3,110.8,83.5,144.3,168.1,15.61,17629,61.9,3.55,44.03,11.06,60552,13.3,86.4,93.8,rel_4.4.1
2020-01,CITY99254,139.6,70.1,164.9,179.8,130.8,151.1,43.3,7.42,37494,81.9,9.92,28.48,13.61,23824,69.2,149.2,55.8,rel_8.2.1
2025-08,CITY96704,146.1,149.0,147.8,179.7,114.0,121.3,117.2,17.47,27728,48.3,12.67,31.63,3.58,29718,3.0,159.0,181.1,rel_7.5.4
2022-07,CITY65963,97.4,118.3,115.3,175.9,141.1,142.3,75.1,10.21,45132,60.1,-1.84,13.39,10.64,26017,34.3,198.2,122.8,rel_7.4.9
2020-10,CITY76917,102.2,170.0,117.4,68.7,184.6,145.4,193.2,3.27,13168,117.4,0.29,31.05,15.94,42373,45.7,93.5,134.3,rel_8.0.0
2022-10,CITY91515,106.7,200.9,158.3,100.4,136.1,189.0,232.4,10.14,33395,94.7,13.14,21.82,12.86,26254,28.3,91.9,110.7,rel_1.2.9
2023-03,CITY59703,78.5,124.7,116.2,88.8,94.3,63.0,100.6,17.46,34486,79.3,2.4,25.62,20.27,22748,81.1,192.3,63.7,rel_4.8.0
2021-02,CITY72013,143.1,174.6,169.5,93.1,125.4,130.0,121.1,4.71,50885,52.9,-1.02,48.03,3.36,63395,54.4,154.2,127.3,rel_9.2.1
2019-08,CITY97318,106.1,109.0,107.5,167.3,117.8,169.1,155.3,7.47,62251,110.5,1.19,43.78,7.43,34906,0.9,147.2,126.7,rel_2.1.6
2019-02,CITY36183,130.0,172.1,100.9,63.9,114.1,109.2,213.4,5.9,47362,95.0,6.74,41.06,21.26,41631,44.3,98.1,128.9,rel_6.6.3
2023-06,CITY46931,158.6,73.6,142.2,57.2,182.8,156.7,41.4,14.22,69190,81.1,5.56,35.94,24.62,50083,40.5,50.4,177.5,rel_7.6.6
2020-06,CITY62709,178.4,97.3,103.5,153.1,164.1,112.6,101.9,17.01,23826,47.3,1.38,25.65,16.27,17495,87.8,63.4,157.3,rel_4.5.2
2023-10,CITY38552,86.1,112.3,103.0,196.5,183.7,170.0,88.3,3.09,53269,75.9,2.55,29.45,4.1,37389,84.5,104.0,153.1,rel_8.0.2
2019-09,CITY13832,153.3,88.4,79.4,179.9,112.2,70.6,212.4,15.06,75044,109.3,14.79,20.13,17.23,19435,53.1,118.7,109.5,rel_6.2.2
2026-05,CITY85645,166.7,146.8,129.5,127.8,57.2,84.9,138.4,6.96,15880,52.5,9.09,12.37,12.26,51307,13.3,189.2,180.2,rel_7.5.5
2020-06,CITY93795,73.7,159.5,151.8,136.6,140.5,118.8,145.7,2.55,82821,48.5,12.73,32.46,8.82,42286,13.3,153.7,169.3,rel_1.5.5
2021-02,CITY28316,116.1,68.1,131.5,180.2,165.9,143.9,55.1,3.8,69241,65.7,0.31,21.7,10.86,32950,82.1,195.4,118.1,rel_3.8.5
2023-10,CITY94146,112.4,128.9,146.8,140.4,141.6,199.7,55.0,5.57,68030,74.8,-1.63,14.13,17.66,38746,64.7,69.3,147.5,rel_7.0.8
2021-06,CITY84323,64.8,111.6,150.9,155.2,114.3,58.3,125.4,9.5,60542,104.1,3.3,33.64,3.52,27173,91.4,197.2,149.3,rel_5.9.5
2025-12,CITY25620,75.0,161.4,64.4,139.7,171.8,183.6,129.8,9.35,28532,126.9,10.53,32.55,15.17,32837,83.9,181.6,86.5,rel_5.6.5
2023-08,CITY88194,135.7,54.2,139.3,127.1,134.8,144.8,145.4,11.32,60733,115.7,7.9,18.4,6.33,53508,5.7,138.2,176.1,rel_6.5.4
2019-09,CITY31576,94.1,219.1,166.3,116.1,86.5,175.8,183.1,12.99,84233,60.6,3.99,15.67,4.99,22776,75.9,143.0,61.6,rel_4.8.5
2023-03,CITY43332,153.8,169.6,151.8,58.4,154.7,177.6,97.2,12.25,72624,83.2,-1.44,52.93,6.83,19938,71.2,76.4,85.3,rel_1.7.9
2021-08,CITY49451,86.7,85.4,142.9,88.0,175.3,136.1,110.2,15.32,73554,131.2,13.78,17.44,2.05,21318,90.6,58.3,175.0,rel_7.2.6
2019-10,CITY61360,72.4,161.6,159.8,75.3,185.6,117.9,229.1,12.83,64224,86.9,-0.79,46.82,9.72,13752,51.5,127.0,66.1,rel_3.5.7
2021-04,CITY73668,125.4,64.8,86.1,74.7,67.4,104.9,85.9,5.49,36363,102.9,2.52,11.76,12.48,41883,56.9,174.9,198.7,rel_5.1.3
2026-11,CITY67184,178.3,166.7,86.8,169.8,65.0,167.1,222.0,8.13,61692,83.0,5.44,23.97,19.53,29513,44.9,191.1,192.9,rel_9.0.0
2022-04,CITY69025,92.2,205.1,129.6,158.2,86.0,157.9,45.6,8.01,71473,85.8,-0.38,50.42,23.51,38498,40.5,139.4,66.1,rel_2.9.3
2020-09,CITY74824,85.4,95.1,132.9,194.8,178.2,125.4,199.0,4.17,49420,136.4,0.78,23.47,4.3,30635,78.2,80.6,89.1,rel_9.9.1
2024-03,CITY71869,121.7,170.5,159.7,70.7,57.6,52.8,68.7,12.53,40718,132.9,6.44,47.93,12.26,59915,61.1,197.6,104.1,rel_2.4.6
2025-06,CITY50502,96.0,55.8,129.8,178.8,98.3,108.5,218.2,15.02,71238,131.0,0.63,38.2,2.66,52634,45.0,101.8,75.9,rel_8.1.8
2025-09,CITY91171,146.1,162.9,97.8,52.9,146.6,191.8,166.4,8.96,43826,91.8,-1.87,29.02,18.52,36530,87.8,90.4,197.3,rel_7.9.7
2023-10,CITY49643,68.3,148.3,125.7,160.8,54.1,131.2,50.6,13.22,24404,102.7,4.1,54.8,13.04,61904,56.6,187.5,170.1,rel_6.9.7
2020-11,CITY15544,119.1,82.7,111.0,86.9,178.1,100.3,230.5,10.53,70466,103.7,13.28,30.54,5.44,28984,62.3,117.0,166.7,rel_9.3.1
2019-02,CITY23362,171.9,71.3,102.0,54.2,169.7,103.8,166.2,13.44,31665,136.6,0.97,39.16,7.65,18749,48.0,195.9,50.7,rel_2.8.1
2023-08,CITY78706,124.0,219.3,148.1,176.8,138.9,56.2,81.4,16.8,25503,110.2,3.09,22.1,24.95,13906,40.8,197.0,147.5,rel_9.0.4
2021-06,CITY90729,167.9,156.0,74.7,67.4,168.2,70.9,144.0,2.59,62715,129.8,13.43,13.93,23.54,28459,81.4,82.6,131.3,rel_7.4.8
2023-11,CITY15188,66.0,75.5,119.1,136.4,140.3,52.5,232.1,2.71,41825,110.1,-1.76,12.23,15.79,37988,95.3,185.5,157.1,rel_6.3.1
2019-02,CITY52616,151.8,132.5,76.4,147.2,74.1,180.9,162.6,4.52,14017,102.7,2.3,46.17,20.81,31252,93.4,81.0,160.3,rel_1.7.7
2020-04,CITY67851,157.8,94.3,92.7,50.1,184.8,187.6,192.9,3.27,22929,102.3,4.05,45.5,7.37,59934,27.4,98.0,164.5,rel_2.0.1
2025-04,CITY45929,65.3,99.2,109.6,67.5,113.5,178.0,156.3,3.26,36976,87.5,4.15,26.14,14.17,19860,49.3,120.8,123.5,rel_1.6.7
2020-09,CITY84656,172.1,173.4,161.0,186.3,134.6,129.2,151.5,17.65,32823,134.9,3.19,17.6,12.6,31838,21.0,153.4,181.6,rel_8.2.0
2023-02,CITY33535,91.0,91.4,110.4,163.9,78.8,156.4,44.2,8.7,83621,68.6,10.29,52.54,23.09,39566,5.2,177.9,79.7,rel_6.6.9
2025-08,CITY99402,168.7,71.5,79.6,124.0,61.5,79.4,228.8,17.62,46840,72.2,-1.41,15.73,23.04,63707,45.4,55.7,159.3,rel_6.2.4
2022-03,CITY52942,160.5,197.1,126.3,159.1,66.1,138.2,173.4,5.21,15435,41.8,-0.26,28.47,23.46,44826,80.2,120.0,104.2,rel_8.4.1
2025-02,CITY30365,118.5,156.3,164.1,137.0,125.6,57.5,52.6,5.0,12294,60.3,10.68,54.8,17.31,58228,15.5,95.2,87.3,rel_5.3.7
2019-09,CITY97458,66.7,74.2,65.8,143.9,57.6,175.5,142.4,10.43,55074,128.2,7.72,24.92,18.63,14972,21.0,67.4,195.5,rel_1.5.2
2026-06,CITY86631,143.7,159.3,146.1,190.6,146.9,73.4,88.7,15.48,82968,135.5,8.39,10.06,22.56,19637,26.3,165.1,189.0,rel_2.1.7
2026-10,CITY94085,74.8,118.2,98.6,165.9,162.4,73.0,113.3,7.97,66712,118.1,4.15,28.29,20.62,58950,10.6,144.2,68.2,rel_4.9.1
2022-09,CITY60182,119.2,50.7,115.1,107.6,186.1,73.9,110.8,8.71,44214,129.4,13.64,14.27,14.51,14105,50.0,112.3,75.4,rel_9.3.8
2021-07,CITY68703,99.3,69.7,102.7,55.6,178.5,151.0,238.1,16.13,34301,92.0,1.24,30.79,22.77,59819,98.1,64.6,95.5,rel_2.8.1
2023-01,CITY76273,175.4,181.8,128.4,141.0,168.9,131.2,200.8,10.14,34784,111.4,1.53,35.6,21.96,23133,53.5,62.8,95.4,rel_7.2.1
2025-05,CITY56389,164.2,199.8,98.5,62.5,151.4,96.7,196.6,9.08,40906,103.1,0.78,35.45,13.59,53307,36.7,128.9,171.3,rel_1.0.3
2024-09,CITY20683,83.3,145.5,94.6,62.7,145.9,156.2,112.0,3.23,70759,59.3,14.16,28.39,12.73,37496,23.7,196.8,108.0,rel_4.6.4
2020-07,CITY27207,80.2,82.3,110.7,92.9,84.6,146.8,170.2,15.19,74147,122.5,12.76,28.64,18.05,15641,71.0,51.1,127.7,rel_7.6.9
2024-10,CITY35032,115.0,210.7,134.1,59.7,115.2,86.0,134.0,9.29,62830,56.4,6.56,47.36,17.27,30120,19.3,141.0,151.6,rel_9.6.4
2023-05,CITY81545,166.8,152.1,118.3,54.2,84.5,118.9,165.7,10.92,64772,123.3,5.26,39.19,18.73,58368,69.3,198.6,91.7,rel_8.6.9
2023-01,CITY64847,165.9,84.6,156.1,59.0,174.4,99.4,102.9,10.19,82248,114.8,1.54,19.23,6.36,34606,19.9,113.7,107.8,rel_9.6.1
2025-06,CITY38074,76.5,107.2,124.5,65.4,152.2,108.1,196.9,9.89,70453,113.5,2.29,32.09,3.74,45349,56.2,132.9,67.2,rel_6.5.7
2021-04,CITY78274,83.8,74.5,169.9,143.4,110.3,93.2,160.8,2.79,78425,83.0,3.45,50.8,6.4,61112,72.1,84.6,152.8,rel_1.0.9
2021-04,CITY13985,162.2,110.6,88.8,192.0,151.7,83.0,129.8,14.74,32968,111.4,13.72,33.27,4.69,54933,75.0,159.1,144.5,rel_5.2.2
2025-06,CITY96799,119.0,211.6,102.2,113.7,150.1,140.6,99.8,8.57,24336,136.6,0.22,26.73,2.59,47454,52.4,194.4,141.2,rel_7.9.7
2021-09,CITY90907,139.0,98.8,121.6,91.9,98.8,188.5,81.3,15.99,17409,119.9,6.64,20.48,21.44,34401,20.9,130.6,160.6,rel_4.1.6
2023-05,CITY25764,63.0,192.0,100.2,176.2,127.6,185.2,225.2,2.15,25894,132.5,12.76,32.49,3.41,48545,60.7,78.3,170.7,rel_5.6.8
2019-01,CITY51152,120.3,74.6,108.6,100.1,123.1,137.8,41.7,14.18,18861,68.5,7.42,10.07,8.51,19065,24.0,98.5,77.6,rel_7.5.4
2022-04,CITY97700,127.2,115.7,106.2,134.3,50.8,61.8,216.3,3.25,82799,122.6,-0.98,26.93,23.29,43106,88.2,191.3,160.9,rel_2.5.0
