house_build_permit_issue_date,house_build_permit_jurisdiction_id,house_build_permit_type_code,house_build_project_valuation_inr,house_build_units_authorized_count,house_build_square_footage_authorized,house_build_building_height_feet,house_build_stories_count,house_build_construction_type_code,house_build_energy_code_version,house_build_solar_ready_flag,house_build_accessory_dwelling_flag,house_build_mixed_use_flag,house_build_zoning_district_code,house_build_setback_variance_flag,house_build_impact_fee_inr,house_build_inspection_pass_rate_pct,house_build_average_permit_cycle_days,house_build_contractor_license_id,house_build_stop_work_order_flag
2024-08-30,JUR-6753badce186,ChangeOfUse,227647518,96,2092835,160.2,29,SteelFrame,StateECBC,Y,N,Y,R1,N,4790774,71.12,111,LIC-fc76e02c57ab,N
2019-07-10,JUR-85db5e038898,Occupancy,691252020,382,1219409,30.2,65,Modular,StateECBC,N,N,N,C2,N,369131,99.09,6,LIC-e21aa115b1f7,Y
2024-05-09,JUR-b723b2240c80,Demolition,686259395,98,156595,319.4,28,RCC,GreenRatingAligned,Y,N,N,C1,Y,33524,60.27,50,LIC-8281dad75190,N
2020-11-19,JUR-f264388d5f36,Demolition,25498599,44,1156745,251.3,33,SteelFrame,GreenRatingAligned,N,Y,N,MixedUse,Y,2843530,93.39,70,LIC-c1fba8dd24c0,Y
2021-08-01,JUR-d88ab83dc41f,Addition,1155523369,503,1178442,303.0,39,Precast,ECBC2017,N,N,Y,C1,N,4182109,95.24,198,LIC-5c23661d4bbf,N
2019-03-05,JUR-9ae99d7cbc66,ChangeOfUse,410355187,271,1923684,103.4,49,RCC,ECBC2017,N,Y,N,R3,Y,3298476,60.12,64,LIC-702a3481b215,Y
2022-10-03,JUR-ac8ddc878b59,Occupancy,1077891262,485,467857,108.0,29,LoadBearing,ECBC2017,Y,N,Y,R2,Y,6291627,60.21,33,LIC-938fb5f092e7,N
2021-07-16,JUR-6663471a8564,Renovation,140872167,249,1237851,98.1,4,Precast,StateECBC,N,N,Y,R3,Y,1108222,96.86,113,LIC-f6cbda88340c,N
2019-08-10,JUR-074044c6702c,Demolition,1199325014,70,572806,238.8,35,LoadBearing,StateECBC,Y,N,Y,C1,N,924511,94.75,186,LIC-872887dc0ca0,Y
2023-11-23,JUR-0d748d7fd384,NewBuild,183993319,28,96137,319.3,48,Precast,StateECBC,N,N,N,R3,N,5415941,67.52,70,LIC-a76778bbfc69,Y
2021-05-22,JUR-fd8100ef9ab7,Renovation,231841411,527,220252,227.6,27,Precast,ECBC2021,Y,N,N,MixedUse,N,4055299,98.49,185,LIC-8df4e8994f11,N
2024-02-17,JUR-1ea8fbbecf4c,Occupancy,523546366,26,1756119,116.8,20,Modular,GreenRatingAligned,N,N,Y,M2,Y,1002976,88.74,20,LIC-ee4b289f919f,N
2025-03-14,JUR-1435daba97ff,NewBuild,448293321,543,1573364,429.8,33,RCC,GreenRatingAligned,Y,Y,Y,M1,N,4019663,99.52,47,LIC-8650c7072108,N
2025-07-21,JUR-3fb6457b87ff,Demolition,130282074,99,769777,261.4,47,SteelFrame,GreenRatingAligned,Y,Y,Y,R2,Y,5293640,81.48,148,LIC-371b3fec0ff8,Y
2023-05-06,JUR-5ddd7a47c164,Addition,950012713,108,1373645,238.0,13,Composite,ECBC2021,Y,N,Y,R2,N,1868102,68.63,41,LIC-f30329555921,N
2019-10-25,JUR-dce80e0d7d31,Renovation,840148443,444,1565525,518.5,21,Composite,GreenRatingAligned,N,N,Y,M2,Y,1014422,82.4,6,LIC-b129da357915,Y
2021-03-27,JUR-2d551f1eb4a2,ChangeOfUse,74411652,554,81840,469.8,41,LoadBearing,LegacyCode,Y,Y,Y,M2,Y,1366765,61.22,62,LIC-23ef98d30cab,Y
2024-04-19,JUR-ac0b666508c9,ChangeOfUse,1106311281,151,1543486,300.3,19,Modular,LegacyCode,Y,Y,N,MixedUse,N,5670454,71.33,200,LIC-05b650f5cb38,Y
2024-04-29,JUR-de38bb242a76,Renovation,162662170,177,833319,343.7,62,Precast,ECBC2021,Y,N,Y,C2,N,858758,90.11,76,LIC-2c677345499e,N
2019-09-27,JUR-9fe3b784c8c0,NewBuild,592529017,154,1343049,422.3,47,Composite,GreenRatingAligned,Y,N,N,R2,N,6198564,70.29,96,LIC-6d98a68ce913,N
2024-11-24,JUR-31223cf507d9,Addition,175147438,118,809650,466.1,56,RCC,ECBC2017,N,N,Y,C1,N,1555086,66.92,122,LIC-f9729c64fe3a,Y
2024-09-13,JUR-f3db9d6bbea9,Renovation,406410421,432,696489,233.2,45,Modular,ECBC2017,N,Y,Y,R1,Y,4525169,56.04,113,LIC-c6388c401700,Y
2024-05-19,JUR-b65e837807ac,Renovation,7511349,490,1887623,499.7,2,Modular,LegacyCode,N,N,N,C2,N,5367738,74.46,109,LIC-49daf2e8ea94,N
2024-09-18,JUR-82724bc3d58c,Demolition,907399035,129,1068504,330.1,1,RCC,ECBC2021,N,N,N,R3,Y,6482307,68.79,59,LIC-83069ed297ba,N
2019-02-22,JUR-893a69f66ee6,Demolition,537361063,229,1750124,335.4,48,LoadBearing,GreenRatingAligned,N,N,N,R3,N,3157881,93.24,181,LIC-ade4a09e4a46,Y
2019-11-12,JUR-62d4a723524c,Renovation,1151430862,517,13088,335.0,25,Precast,StateECBC,Y,N,Y,C2,Y,1587402,88.32,114,LIC-f84549200451,Y
2020-07-18,JUR-6fa29fab208a,Demolition,263889497,479,505601,415.4,20,Modular,ECBC2021,Y,N,Y,C1,Y,3037329,87.57,134,LIC-c5958e77f8bf,N
2019-03-12,JUR-ad9b58554afb,Demolition,1166960566,497,1468159,181.5,63,Composite,StateECBC,N,Y,Y,MixedUse,N,5001091,79.08,218,LIC-297b13c354a1,Y
2020-05-12,JUR-b234813add05,NewBuild,58715204,446,154314,47.6,29,SteelFrame,ECBC2021,Y,N,N,C1,N,345216,66.59,152,LIC-d10769f989c2,Y
2024-07-02,JUR-1401c5691904,NewBuild,1052869315,298,2411850,93.1,11,Modular,ECBC2021,Y,Y,N,C1,Y,5915420,65.39,218,LIC-28d917438261,Y
2022-12-28,JUR-6d871665e8ad,NewBuild,740985731,208,1003663,150.4,44,LoadBearing,ECBC2017,Y,Y,Y,C2,Y,3028183,83.3,28,LIC-8ec2ee49680d,N
2025-10-18,JUR-6399fbac749e,Demolition,453443611,565,1525599,307.1,51,SteelFrame,StateECBC,N,N,N,C2,Y,5989212,72.1,73,LIC-98e28818f362,N
2019-10-06,JUR-55b193859032,Occupancy,596035288,447,1888481,479.2,22,RCC,StateECBC,Y,Y,N,MixedUse,N,6370257,68.76,13,LIC-8479326a0638,Y
2021-10-27,JUR-d205494aab85,ChangeOfUse,831707134,585,54079,30.3,25,LoadBearing,ECBC2021,N,N,Y,R1,Y,2588192,66.67,119,LIC-50a0a3fb0f4e,N
2022-10-06,JUR-360ccab61134,Demolition,918841326,494,45064,429.8,33,RCC,GreenRatingAligned,Y,N,N,R1,N,1263445,69.2,13,LIC-55302c563f79,N
2021-08-01,JUR-4335ff6b26c9,ChangeOfUse,1158889696,352,2122084,454.1,55,RCC,ECBC2021,N,N,N,R1,N,1525849,90.91,114,LIC-48ac5d941d7b,N
2020-06-18,JUR-543cc8260d3d,ChangeOfUse,1054779733,2,281749,290.7,10,SteelFrame,StateECBC,Y,Y,Y,C2,N,5037809,62.22,137,LIC-422c14b3ae47,N
2023-07-05,JUR-60f8a0258fc1,ChangeOfUse,538650696,51,653713,130.7,53,Precast,LegacyCode,N,N,Y,R3,Y,2425060,62.62,70,LIC-5030758586b7,N
2023-12-02,JUR-f7ba033652e1,Occupancy,939244537,413,1221705,65.9,66,Modular,LegacyCode,N,N,N,M1,Y,8480228,94.58,64,LIC-f531543c5b2a,Y
2021-01-31,JUR-b8fa73bdc87e,ChangeOfUse,1166831037,431,309689,59.7,45,Precast,GreenRatingAligned,N,N,Y,M1,Y,5661584,61.7,95,LIC-12436edecdff,Y
2021-10-23,JUR-a86cec8872fe,Renovation,255992057,592,612513,86.4,23,RCC,StateECBC,Y,N,N,M1,N,3038516,58.89,64,LIC-ba9558c28347,N
2025-05-13,JUR-b1b78779c41d,ChangeOfUse,335928056,25,2290813,209.4,12,Modular,GreenRatingAligned,Y,N,Y,R2,Y,2322983,77.29,115,LIC-6af2668db1f0,Y
2024-07-22,JUR-9604cb8ee787,Renovation,935079452,182,1556885,172.9,33,LoadBearing,ECBC2021,N,Y,N,R2,N,2311744,58.13,104,LIC-86f859a9f099,N
2021-11-22,JUR-1328ddde83fd,Renovation,871384664,596,784579,455.8,34,RCC,ECBC2021,Y,N,N,M2,N,702284,55.58,141,LIC-b491ce1874ca,N
2019-09-01,JUR-4fe4b446a2e8,Occupancy,888698305,3,1381018,445.9,28,Precast,StateECBC,Y,N,N,MixedUse,Y,6148946,89.55,116,LIC-38dc9b0a614a,Y
2019-04-13,JUR-c7a9216d1ed2,ChangeOfUse,544379507,506,620206,265.4,14,SteelFrame,ECBC2021,Y,N,Y,R2,N,3828702,72.6,151,LIC-9e30df62a346,N
2019-12-02,JUR-7f014b385374,ChangeOfUse,488827964,354,2232780,293.9,61,Composite,ECBC2021,N,N,N,MixedUse,N,1644603,62.83,126,LIC-c1be81d7597c,N
2024-08-23,JUR-01d6f9866cd4,ChangeOfUse,607770082,166,1771253,506.7,3,Composite,LegacyCode,Y,Y,N,R3,N,6839094,63.4,205,LIC-c3d24601743f,Y
2023-09-30,JUR-c4e5e294829d,Renovation,12769097,408,56296,423.7,28,Precast,ECBC2021,N,N,Y,R1,N,6395356,56.0,166,LIC-e25ae28fb35c,N
2022-06-06,JUR-c06dd05340b6,ChangeOfUse,938257585,220,1935324,315.2,32,LoadBearing,LegacyCode,Y,N,Y,M1,N,465424,85.67,13,LIC-adb5dc1ef11c,N
2025-01-06,JUR-7b6f9fa908a6,Renovation,142113897,154,2261134,497.7,19,Composite,GreenRatingAligned,N,Y,Y,C2,N,4421934,83.76,137,LIC-69cd683de50a,N
2022-08-30,JUR-d8f586f71937,Occupancy,355979856,290,483808,505.8,23,LoadBearing,ECBC2017,N,N,Y,C1,N,339440,95.1,14,LIC-79e5265e118b,Y
2021-04-17,JUR-8653b284be03,Demolition,1057997292,324,2076628,264.7,32,RCC,ECBC2017,Y,Y,N,R3,N,2565560,77.2,43,LIC-e2add5b11f6f,N
2019-01-07,JUR-095fb5d80355,ChangeOfUse,345796555,432,1914887,119.5,29,LoadBearing,ECBC2021,Y,N,N,R1,N,3574587,62.4,110,LIC-01a76bcee0f2,N
2023-11-11,JUR-9b8f556c5199,Addition,657039916,96,208195,64.6,20,Modular,LegacyCode,Y,Y,N,R3,N,4995720,57.45,48,LIC-046f5918c6f1,Y
2022-06-28,JUR-a79a30430b67,Occupancy,951303774,362,1453631,422.9,45,LoadBearing,GreenRatingAligned,N,Y,N,C2,Y,3205659,72.82,49,LIC-9379d75b11dc,Y
2020-10-26,JUR-7f8195b596c7,Addition,977658669,327,212279,19.6,45,Modular,ECBC2021,Y,N,N,C2,Y,7523323,84.05,30,LIC-e87910be7d07,Y
2022-03-03,JUR-394241ab8ef3,Demolition,187560416,216,179541,181.8,49,RCC,GreenRatingAligned,N,N,Y,C2,N,3179353,86.26,25,LIC-c9ee0372aae0,Y
2024-04-11,JUR-3ff2f1f8f816,Renovation,716520652,423,924033,237.2,66,Precast,ECBC2021,Y,Y,N,M1,N,4651060,95.77,127,LIC-961393db6c69,Y
2021-03-13,JUR-0f69022b91fb,NewBuild,29268981,90,1439537,225.3,47,LoadBearing,GreenRatingAligned,N,N,Y,M1,Y,7873082,92.87,165,LIC-09a296aeb0e2,Y
2019-08-08,JUR-36b2ee9b7254,Renovation,1196741349,14,2008614,385.8,5,Composite,ECBC2021,Y,N,N,C2,Y,5159080,97.06,173,LIC-665dc3cd0810,Y
2024-05-24,JUR-d872b3e9fdd7,Renovation,778617215,238,1916443,516.9,6,LoadBearing,LegacyCode,Y,Y,Y,R3,N,2339103,56.63,194,LIC-341de36a3b37,N
2023-04-28,JUR-19f04e144f95,Renovation,489691973,510,679953,272.7,67,RCC,LegacyCode,N,N,Y,C1,N,4724180,88.53,90,LIC-23f82636af89,Y
2025-03-29,JUR-01f1d1c7042d,Demolition,837580967,136,947383,17.9,61,Modular,ECBC2017,Y,N,N,C2,N,4013607,85.5,58,LIC-bb6fc40ac99a,N
2021-01-14,JUR-47cdaea07227,Renovation,757263369,138,1508942,455.8,41,Precast,LegacyCode,Y,Y,Y,MixedUse,Y,742609,65.89,12,LIC-76509312da62,Y
2020-05-03,JUR-16bbc8d17a38,Renovation,364933855,406,1492948,318.5,34,Precast,StateECBC,Y,N,Y,R2,Y,5182787,90.04,158,LIC-abd7117b2c83,Y
2023-10-07,JUR-6d79611afb63,Demolition,737131197,42,2037254,293.7,31,Composite,StateECBC,Y,N,Y,C2,Y,2864947,62.12,4,LIC-fc261da08793,N
2021-03-13,JUR-6b2b3a87544c,Demolition,481941011,536,995341,282.8,42,LoadBearing,ECBC2017,Y,N,N,C2,Y,7234188,55.23,61,LIC-929bbbd43c02,N
2024-08-02,JUR-a8eda674598b,Addition,1038764307,571,772395,69.9,18,RCC,ECBC2021,Y,Y,N,C2,N,2737479,99.21,45,LIC-7d632917caf2,Y
2020-10-12,JUR-3cddfa7abf42,Addition,222976503,38,787570,127.8,26,LoadBearing,StateECBC,N,Y,Y,C2,Y,6706960,91.07,54,LIC-fb3b1e827cbd,N
2024-03-23,JUR-bb6219cfdf67,NewBuild,569038375,212,1988436,286.5,67,RCC,LegacyCode,N,Y,N,R2,Y,2095186,76.29,58,LIC-58f196678bb3,Y
2024-12-15,JUR-23bb1a0cc557,Occupancy,3760817,473,1651859,451.2,51,Modular,ECBC2021,Y,N,N,MixedUse,N,1927322,74.12,50,LIC-c03e95abe23e,N
2021-11-09,JUR-781dea590fd6,Addition,467182655,365,1623196,67.9,49,Composite,StateECBC,N,N,N,C1,N,2812596,81.14,158,LIC-8e48429e266d,N
2023-08-24,JUR-8f126eac2ea4,ChangeOfUse,567646058,546,848029,139.8,42,Composite,LegacyCode,Y,Y,N,M1,N,4064226,72.84,215,LIC-79f431bf0955,Y
2021-07-21,JUR-abf1bc6419c1,Demolition,329931873,134,2141925,95.4,18,Composite,ECBC2021,Y,N,N,M1,Y,4093551,90.47,18,LIC-30f632dd6c14,Y
2025-06-23,JUR-7330907e017e,Occupancy,421618498,20,1875360,23.5,47,Precast,ECBC2021,Y,Y,N,R3,N,4654016,76.45,173,LIC-71f9f62e9b69,N
2024-10-17,JUR-66026d833716,Occupancy,76776964,489,221477,454.5,49,Composite,ECBC2017,N,Y,Y,M2,Y,1255509,99.16,200,LIC-b12d32b4d15c,N
2024-08-15,JUR-1b54fd1db8d0,Occupancy,1126986955,477,2005386,173.2,5,LoadBearing,ECBC2017,N,Y,Y,C2,Y,4431377,86.32,105,LIC-5af96f1f837c,Y
2024-02-25,JUR-94b9777ba642,NewBuild,651578148,352,34589,339.7,11,LoadBearing,LegacyCode,N,N,Y,R1,N,1216765,92.31,165,LIC-2b75827056ad,N
2021-10-17,JUR-5cbe345de349,NewBuild,769614880,525,987451,385.2,57,SteelFrame,GreenRatingAligned,N,N,N,R1,N,4235943,63.8,211,LIC-f6dd92f11f1f,Y
2024-03-26,JUR-c9962e1f40da,NewBuild,1155698953,244,979434,193.8,33,Precast,ECBC2021,N,N,Y,R1,Y,8092413,84.89,59,LIC-9996f2613137,N
2019-06-07,JUR-4f6198642105,Demolition,683883054,9,2000395,459.8,28,RCC,StateECBC,Y,N,Y,M2,N,261127,91.29,118,LIC-c7a403691762,N
2025-06-27,JUR-24f74d57a907,Occupancy,1100381808,470,1552506,101.3,56,LoadBearing,LegacyCode,N,N,Y,MixedUse,N,7856062,79.85,210,LIC-7df06e0ceae4,N
2020-04-09,JUR-3967b71514bf,Demolition,1031352429,560,2061014,354.2,2,RCC,StateECBC,N,N,N,R1,Y,6292561,56.0,104,LIC-c50a4e27bc39,N
2021-10-29,JUR-3d513adc98d7,NewBuild,1035086814,412,1496067,236.7,14,Precast,GreenRatingAligned,N,Y,Y,M2,Y,1980886,85.35,166,LIC-f0273ff47df9,Y
2023-10-23,JUR-891e5282fe7c,Renovation,1105360411,109,1878180,73.1,43,Modular,ECBC2017,Y,Y,Y,R2,Y,7279035,74.27,49,LIC-7fedd6d82ecb,N
2019-06-17,JUR-1b14c7e42c04,ChangeOfUse,1148454256,385,972615,445.1,10,Modular,StateECBC,N,Y,N,C1,N,7704644,90.4,55,LIC-2b918b364f27,Y
2022-05-05,JUR-1452e9efe519,NewBuild,1005116068,408,1077582,275.6,24,LoadBearing,StateECBC,N,N,Y,M1,Y,4778104,58.05,84,LIC-aa1a835eb291,N
2022-01-01,JUR-0c55866a94c7,NewBuild,781685816,417,625394,230.8,44,Precast,GreenRatingAligned,Y,N,N,M2,Y,2265453,67.61,180,LIC-385f6a1b0b8c,N
2020-06-28,JUR-37a3390bad20,Demolition,592976568,567,206746,238.0,27,RCC,ECBC2017,N,Y,N,R3,Y,8331712,71.23,74,LIC-d07dbfee287b,N
2023-10-31,JUR-2c884c31c075,Demolition,123464980,487,954979,402.6,35,Precast,GreenRatingAligned,N,N,N,C1,N,7821692,66.06,156,LIC-ffb68324e93f,N
2023-01-09,JUR-7b787424e586,Demolition,418932438,319,412999,107.7,60,Precast,ECBC2021,N,N,N,R2,Y,3797315,77.06,1,LIC-5656f8a0aedf,N
2022-03-23,JUR-a3c028ecdef5,NewBuild,947435356,573,1077163,182.7,8,SteelFrame,StateECBC,N,Y,Y,R2,N,4107394,87.43,85,LIC-2c1f86b3c67f,N
2025-09-30,JUR-51e8bde807da,Renovation,834697629,53,2160150,252.8,19,LoadBearing,ECBC2017,Y,N,Y,R2,Y,8399672,62.6,88,LIC-3d3b4be15a3f,Y
2021-01-27,JUR-d726fc350e10,Renovation,288634626,387,1235688,256.8,42,RCC,StateECBC,N,Y,Y,R2,N,4438303,67.39,11,LIC-38a2e078bd99,Y
2024-06-30,JUR-eeb288352ed1,Occupancy,146022605,402,2423494,49.2,53,Modular,GreenRatingAligned,Y,Y,N,R2,N,187033,61.29,10,LIC-2531c11ea897,N
2020-07-24,JUR-57675392f211,Renovation,434524628,381,733858,11.2,29,Composite,ECBC2017,Y,N,Y,MixedUse,Y,641076,72.57,178,LIC-92759e731432,Y
2021-08-17,JUR-e783c3383870,Addition,1072547435,80,609029,395.7,31,Modular,StateECBC,Y,N,N,C2,Y,667285,62.36,36,LIC-1f053ef1ff14,Y
2024-03-14,JUR-9d0c6ad46c46,NewBuild,694009191,3,573348,333.2,67,SteelFrame,LegacyCode,Y,N,Y,MixedUse,Y,5304634,59.51,128,LIC-b2397037ff1b,Y
2021-11-03,JUR-ce130ec3837c,Addition,1191271903,518,12225,277.5,2,LoadBearing,GreenRatingAligned,N,Y,Y,C2,N,5090171,96.33,72,LIC-efbb60a6db44,Y
2019-09-16,JUR-a9d09b94f3db,NewBuild,548079262,322,1488870,218.6,44,Composite,GreenRatingAligned,N,N,Y,M1,Y,1476166,86.94,27,LIC-42d7ff31558f,N
2023-02-28,JUR-112843d880eb,Addition,616123007,381,2488828,15.8,8,Precast,ECBC2021,Y,Y,N,M1,Y,5828895,61.37,129,LIC-86b853895f51,N
2021-03-09,JUR-ddaf124b43ae,Renovation,271377486,102,1548530,278.3,58,SteelFrame,ECBC2021,Y,N,Y,R1,N,1302937,92.09,18,LIC-4cc2c78b6804,Y
2024-07-02,JUR-bd86d856c5e6,NewBuild,491331420,542,210098,47.7,39,RCC,LegacyCode,Y,Y,N,R1,N,2669834,57.55,111,LIC-914c2ad27fe9,Y
2022-12-08,JUR-4da5625013ec,Addition,120049279,116,77053,466.4,42,Modular,StateECBC,N,Y,Y,R1,N,4773930,97.22,215,LIC-ef097526bc2b,N
2025-06-06,JUR-5cf8b5acb0f6,NewBuild,907953965,592,1017696,293.4,31,RCC,GreenRatingAligned,Y,N,Y,R1,Y,8049619,87.2,42,LIC-7114a56daca2,Y
2022-08-27,JUR-c907f628d59c,Renovation,287639441,559,1692182,351.9,58,Modular,LegacyCode,Y,Y,Y,R3,N,6135151,97.46,94,LIC-0dcee6297f06,N
2025-02-18,JUR-d856294b7fe3,NewBuild,107979477,503,2051780,233.8,9,SteelFrame,StateECBC,N,N,Y,C2,N,5712837,57.91,186,LIC-04384b18a737,Y
2019-09-27,JUR-b1882bbd092b,Renovation,1042048647,120,2490345,100.8,4,SteelFrame,LegacyCode,Y,Y,N,C1,Y,1411878,57.25,96,LIC-03e19eb30e95,Y
2019-02-20,JUR-a586595a94b6,NewBuild,652426014,245,2341144,356.4,46,Precast,StateECBC,N,N,Y,R3,N,7498521,89.37,138,LIC-9d2e26e53d14,Y
2023-04-09,JUR-4e7e4a98ff9d,NewBuild,302988508,57,2055608,506.7,62,Precast,GreenRatingAligned,Y,N,N,M1,Y,2976976,55.89,14,LIC-bb4c6803cf97,Y
2019-08-12,JUR-22ccefeac9d6,ChangeOfUse,345001134,137,519083,78.3,35,Composite,ECBC2021,N,Y,Y,R3,Y,4736631,83.28,109,LIC-7d6bf3355779,N
2024-09-20,JUR-fb6b85192be1,Renovation,1139090788,415,1644655,482.6,25,Precast,ECBC2021,N,N,N,R1,N,4556891,96.4,8,LIC-8d5c99e8fbd3,Y
2019-09-09,JUR-8f5e1af60b90,Occupancy,1136793730,463,2458766,35.5,58,Composite,StateECBC,Y,N,Y,M2,N,4363325,65.73,184,LIC-756889675761,N
2022-02-02,JUR-8deb5839b8c0,Occupancy,899328290,72,420056,12.2,13,Modular,ECBC2021,Y,N,Y,C1,Y,1973089,67.92,149,LIC-c3f45d30cbf7,N
2022-10-17,JUR-1e882b774df4,ChangeOfUse,850910558,583,2411359,265.5,38,RCC,ECBC2021,Y,N,Y,C1,N,1995525,82.69,118,LIC-93ff85b64124,N
2022-06-29,JUR-62630d25bf93,Addition,482535749,179,1687796,55.9,29,Precast,LegacyCode,Y,Y,Y,R2,N,2879343,62.52,95,LIC-b6d98ffe1087,Y
2019-01-19,JUR-8daaeb387b27,Demolition,796899043,469,474940,57.4,25,Precast,StateECBC,Y,N,N,R1,N,640532,55.36,123,LIC-46dd07a896d2,Y
2022-11-09,JUR-539cc240760b,NewBuild,257950673,217,1395098,60.8,66,Precast,LegacyCode,Y,Y,N,R3,Y,2520424,65.98,180,LIC-455bd788ea8e,N
2025-02-06,JUR-bb0f3a2f5353,Renovation,960125779,89,439300,276.4,30,LoadBearing,ECBC2021,N,N,Y,C1,Y,5107874,78.53,213,LIC-1a11ffc5b2a4,N
2021-12-26,JUR-9696d836ee51,Renovation,234394703,125,545910,501.1,66,Modular,ECBC2017,N,N,Y,MixedUse,N,31218,93.26,91,LIC-8c560fc04496,Y
2021-02-25,JUR-9a6f7c555f91,Addition,308342369,413,593313,495.8,52,Precast,ECBC2021,N,Y,N,M2,Y,8141973,89.4,156,LIC-7395f8948453,N
2025-04-08,JUR-976d67bfde2b,Addition,778011393,552,2341945,427.4,64,LoadBearing,ECBC2017,N,Y,N,M2,Y,6116831,94.31,102,LIC-e1fd46b411f0,N
2024-01-23,JUR-38cd55c88186,Renovation,336211408,578,1462889,306.9,19,RCC,GreenRatingAligned,Y,Y,N,C1,Y,8375049,80.99,29,LIC-4953891929d8,Y
2025-08-02,JUR-0295146acddc,ChangeOfUse,951920653,221,2273157,492.2,23,RCC,LegacyCode,Y,Y,N,R3,Y,8205063,95.24,108,LIC-ab757b960716,Y
2023-03-27,JUR-152021edf051,Demolition,1066194730,236,1354506,341.2,66,LoadBearing,StateECBC,N,N,Y,MixedUse,Y,1246813,78.39,133,LIC-63219bb82c2e,Y
2024-04-02,JUR-1ae43a40e8e7,ChangeOfUse,638051211,200,618330,468.1,64,Composite,StateECBC,Y,Y,N,C1,N,647583,80.85,199,LIC-9f5917d8a244,N
2024-07-05,JUR-80a0dea4eddf,Demolition,1009421030,247,1946007,298.7,48,Modular,ECBC2017,N,Y,N,MixedUse,N,7661816,96.73,98,LIC-6fb06b2a062e,Y
2023-08-02,JUR-49e9d6ed279b,Renovation,1047338839,296,1395834,103.0,10,RCC,GreenRatingAligned,Y,N,N,M2,Y,6784500,65.87,176,LIC-0972f53b970f,Y
2020-03-31,JUR-8d7fe47fd6d8,Renovation,286084367,352,1425374,261.0,58,Modular,ECBC2017,Y,N,Y,M1,Y,6899141,65.83,168,LIC-cd8171064624,N
2024-07-06,JUR-d42e10955ab4,ChangeOfUse,454669028,416,1468103,251.5,1,LoadBearing,ECBC2017,N,Y,N,R3,Y,583599,95.93,103,LIC-4be233193a75,Y
2019-08-02,JUR-4d1007089977,Addition,423306303,520,373694,453.5,44,Precast,StateECBC,Y,Y,N,R1,Y,7045134,55.81,26,LIC-aa20e052c1d1,Y
2025-06-22,JUR-a687411a3f68,ChangeOfUse,774550411,223,233199,353.5,38,RCC,LegacyCode,N,Y,Y,C1,N,1717702,94.66,98,LIC-ad0287368760,N
2022-09-21,JUR-1ad3363a8426,Occupancy,715095589,470,2040324,344.3,48,Precast,ECBC2017,N,N,N,C2,Y,7444946,64.61,143,LIC-805f3e5694b1,N
2025-10-03,JUR-de1867aacac8,Addition,568949457,391,579519,305.6,46,Composite,ECBC2021,Y,Y,N,MixedUse,Y,7781036,83.71,96,LIC-d47214d233a2,N
2021-02-13,JUR-0ca13c485a13,Occupancy,666908033,178,2379530,108.6,1,Composite,GreenRatingAligned,Y,Y,N,R3,N,6664163,88.43,131,LIC-0e70e142503f,Y
2021-07-31,JUR-96858b2aeedc,Demolition,1132884762,191,47136,232.7,43,RCC,StateECBC,N,Y,Y,R3,Y,8395956,98.76,25,LIC-9fb883d31563,N
2025-11-23,JUR-b61425fffe51,Renovation,724165773,523,2301907,463.3,65,Modular,LegacyCode,N,N,N,MixedUse,N,5781144,68.71,187,LIC-05ecf57de475,N
2022-04-01,JUR-99afa2fb7500,NewBuild,951455777,536,75951,60.1,69,Modular,StateECBC,N,N,Y,R3,Y,6148580,79.82,218,LIC-2b39a238affa,N
2022-10-12,JUR-c3d51bc2b839,NewBuild,291058248,556,2110441,415.2,55,Modular,ECBC2021,N,Y,Y,M2,N,4458401,74.64,83,LIC-278682f44639,Y
2021-09-25,JUR-cd1b54820b09,Renovation,81288486,123,1387854,455.3,66,SteelFrame,ECBC2021,Y,N,N,M1,N,6834787,79.69,126,LIC-c72d92593b10,Y
2019-07-15,JUR-0858fda9ec16,ChangeOfUse,1171188683,55,745401,351.1,14,Composite,ECBC2017,N,Y,N,R2,N,1853861,69.95,100,LIC-c0c47b57d4ff,Y
2022-03-20,JUR-616bab6b420f,Demolition,819117081,313,2444086,209.8,57,Modular,ECBC2017,Y,N,Y,MixedUse,N,1451695,92.86,116,LIC-c3ade36f06f6,Y
2021-03-14,JUR-74db5816bbbf,Demolition,457028308,130,1378405,306.2,42,Precast,ECBC2021,Y,Y,N,M2,Y,1185192,76.55,188,LIC-bdc9b46a4df9,N
2023-03-17,JUR-0e74c34544fc,Occupancy,799160655,175,1748557,287.1,20,Composite,GreenRatingAligned,Y,N,Y,M2,Y,2199996,70.1,53,LIC-f5eb9afb95d3,Y
2020-02-06,JUR-146e03c87130,NewBuild,151630795,103,303825,152.4,1,RCC,ECBC2021,Y,Y,Y,MixedUse,Y,814744,74.57,71,LIC-d87cc94c94eb,Y
2021-09-27,JUR-7845b934f779,Addition,186907104,47,2408972,34.5,41,SteelFrame,ECBC2017,N,Y,Y,MixedUse,Y,5567669,59.67,54,LIC-6e92a8a70daf,Y
2021-12-06,JUR-da676295b473,Addition,708226856,424,2015402,280.2,2,Precast,GreenRatingAligned,Y,N,N,MixedUse,N,2190683,84.37,172,LIC-58369974b9f8,N
2020-11-10,JUR-5a30395bc048,Occupancy,1164338239,102,1047696,272.0,34,SteelFrame,StateECBC,Y,N,N,M1,N,1362944,88.88,203,LIC-422a35c8c3c5,Y
