care_quality_reporting_period,care_quality_measure_id,care_quality_numerator_count,care_quality_denominator_count,care_quality_risk_adjustment_model,care_quality_star_rating_value,care_quality_hospital_acquired_infection_rate,care_quality_surgical_complication_rate,care_quality_mortality_30day_rate,care_quality_patient_experience_score,care_quality_timely_effective_care_score,care_quality_medication_error_rate,care_quality_falls_with_injury_rate,care_quality_pressure_injury_rate,care_quality_sepsis_bundle_compliance,care_quality_stroke_bundle_compliance,care_quality_readmission_observed_expected,care_quality_equity_stratification_applied,care_quality_public_reporting_flag,care_quality_data_validation_status
2021-08,QMEAS-629,24834,17809,APRDRG,4.86,10.313,6.467,19.589,25.9,48.47,6.062,2.074,11.619,86.52,66.75,1.374,Y,N,Validated
2024-07,QMEAS-710,17837,33429,HCC,4.63,2.555,11.801,21.036,41.84,71.15,9.221,0.094,12.687,86.63,52.81,0.437,Y,Y,FailedChecks
2021-01,QMEAS-642,48336,71090,None,3.82,9.867,8.87,12.114,25.52,29.75,19.044,9.776,6.194,70.94,90.45,2.011,N,Y,Provisional
2025-05,QMEAS-394,16620,106620,None,4.84,7.131,2.618,1.833,76.37,39.14,3.928,4.523,0.551,67.36,58.8,0.462,N,Y,Provisional
2025-10,QMEAS-656,36648,111806,None,4.48,5.029,11.595,6.675,55.6,91.57,19.529,5.062,3.821,46.79,53.0,0.95,Y,N,NotSubmitted
2022-09,QMEAS-764,28586,44051,None,1.9,8.59,17.354,18.271,66.35,98.09,17.141,5.042,4.507,65.61,56.85,0.34,Y,N,Provisional
2023-03,QMEAS-487,31905,8271,DRG,4.13,6.202,12.803,5.485,78.57,56.38,15.842,9.6,1.291,55.98,58.34,0.315,N,N,Provisional
2024-01,QMEAS-793,41697,104349,DRG,4.45,3.956,10.277,16.953,68.7,18.16,16.411,2.544,2.81,46.2,29.69,0.326,Y,Y,FailedChecks
2025-02,QMEAS-260,41740,74256,None,3.73,6.681,9.618,5.481,22.42,75.64,23.71,2.916,7.435,95.15,46.59,1.374,N,N,Provisional
2021-09,QMEAS-173,4203,1177,None,4.17,3.855,2.846,3.698,92.67,18.28,21.739,1.101,7.09,35.91,37.46,1.765,N,N,FailedChecks
2025-11,QMEAS-217,1741,63363,CustomRA,4.2,9.892,13.26,2.125,18.41,79.11,11.625,3.264,2.635,49.29,82.63,1.43,Y,N,FailedChecks
2024-12,QMEAS-190,29771,24505,None,2.46,11.564,2.335,16.891,77.12,38.6,8.347,1.04,9.541,41.24,80.07,1.461,Y,Y,NotSubmitted
2025-03,QMEAS-676,32187,93594,DRG,1.43,0.428,8.091,1.526,34.21,7.77,16.472,0.694,4.459,26.38,67.93,0.686,Y,N,FailedChecks
2020-08,QMEAS-934,49578,116999,APRDRG,3.15,9.629,4.264,3.49,40.53,79.51,7.687,9.472,9.399,42.18,73.57,0.502,N,N,Validated
2021-10,QMEAS-482,4673,72251,DRG,3.67,2.964,12.948,3.792,29.18,84.19,16.742,7.123,3.38,48.58,34.39,0.475,N,N,Provisional
2023-06,QMEAS-465,15129,71588,HCC,2.26,5.099,12.153,1.051,70.57,94.22,22.897,0.695,3.773,76.91,54.72,1.661,N,N,Provisional
2025-03,QMEAS-923,26355,77439,APRDRG,2.78,8.815,9.921,8.734,16.44,97.38,20.273,6.994,11.04,61.18,59.47,0.866,N,Y,Validated
2024-06,QMEAS-484,44202,45357,DRG,3.49,4.617,1.723,1.691,40.53,27.97,10.144,0.792,12.581,21.82,33.09,0.797,Y,N,FailedChecks
2023-04,QMEAS-559,39220,27962,DRG,4.01,2.205,7.957,8.199,98.62,73.24,8.847,9.283,4.412,74.43,97.25,1.876,Y,Y,FailedChecks
2023-09,QMEAS-459,20954,64372,APRDRG,4.03,9.91,16.356,5.883,34.34,30.56,21.493,8.654,11.342,40.35,26.89,0.861,N,Y,NotSubmitted
2024-07,QMEAS-758,48098,39604,CustomRA,1.4,7.986,0.311,6.683,86.96,37.36,12.292,9.162,4.874,71.89,46.8,1.788,Y,Y,NotSubmitted
2023-11,QMEAS-290,29519,70262,HCC,2.3,7.659,6.35,17.451,21.31,88.09,15.058,5.331,7.424,49.64,66.52,1.244,N,Y,Provisional
2025-09,QMEAS-392,38570,87132,HCC,4.76,1.277,8.025,12.269,78.24,36.58,4.959,4.045,3.735,31.21,72.41,1.792,N,Y,Validated
2025-05,QMEAS-160,20167,76048,DRG,4.96,5.531,16.691,1.743,61.58,84.73,0.819,8.758,7.841,36.91,49.66,1.309,Y,N,NotSubmitted
2023-02,QMEAS-527,31544,76363,DRG,2.66,0.582,6.833,15.54,96.02,89.09,15.583,0.998,14.219,85.41,62.0,1.425,N,N,Validated
2021-12,QMEAS-320,11500,77983,CustomRA,1.88,0.313,5.916,15.968,2.21,74.2,18.425,7.514,2.73,29.61,61.58,1.575,N,Y,NotSubmitted
2020-10,QMEAS-196,25448,63964,HCC,1.45,4.562,7.58,10.673,20.7,12.51,19.698,0.727,10.708,78.46,76.18,1.312,Y,Y,Provisional
2025-03,QMEAS-227,19201,36409,APRDRG,3.82,11.914,8.299,4.809,56.23,23.47,17.994,3.496,3.878,25.27,97.34,1.809,Y,Y,NotSubmitted
2024-02,QMEAS-995,12761,113059,DRG,4.25,6.28,8.652,12.223,71.33,1.69,3.621,3.419,9.692,43.51,38.55,1.79,Y,N,FailedChecks
2023-11,QMEAS-526,33826,92545,CustomRA,1.8,7.923,1.626,11.221,88.55,64.16,16.647,3.352,0.058,80.05,29.77,2.056,N,N,Validated
2023-04,QMEAS-213,14042,43377,None,4.32,6.661,12.88,5.903,85.2,40.39,18.26,1.055,13.904,83.98,85.01,1.808,Y,N,FailedChecks
2020-06,QMEAS-934,30225,88703,HCC,1.37,1.854,0.237,11.713,73.98,83.18,23.185,1.81,7.186,50.0,30.58,0.861,Y,Y,Validated
2020-03,QMEAS-423,6658,90402,None,4.35,0.893,1.907,6.168,83.85,43.52,21.173,5.14,4.956,50.83,77.42,0.553,N,N,Provisional
2025-11,QMEAS-349,17621,114763,HCC,1.18,0.529,12.568,19.607,78.66,91.03,15.044,8.271,6.464,40.08,86.64,1.699,Y,Y,Provisional
2020-08,QMEAS-382,9901,34704,CustomRA,1.81,5.705,6.109,12.421,43.81,29.67,17.671,8.821,1.097,87.23,28.96,1.881,Y,N,FailedChecks
2020-10,QMEAS-277,25322,96286,CustomRA,2.76,0.989,14.987,19.943,50.15,61.34,23.641,3.96,7.904,94.87,38.65,1.781,N,N,NotSubmitted
2025-09,QMEAS-154,40125,42585,CustomRA,3.07,7.939,8.273,2.939,12.97,4.31,2.763,1.968,7.551,54.72,37.47,1.073,N,N,Validated
2024-06,QMEAS-493,30097,18673,APRDRG,2.37,7.584,3.784,4.917,30.01,2.39,10.81,1.207,9.704,59.36,83.95,0.72,N,N,Validated
2021-05,QMEAS-548,24688,68190,None,2.8,6.497,8.809,18.511,71.04,14.59,12.629,5.278,2.154,47.79,51.92,1.945,N,N,Validated
2021-03,QMEAS-322,34704,107755,APRDRG,4.89,0.641,5.904,15.102,73.25,91.11,9.561,5.229,14.747,56.67,40.0,1.363,Y,N,Provisional
2022-12,QMEAS-956,10738,117934,HCC,1.22,1.204,7.324,0.534,76.34,89.04,23.873,4.648,7.673,72.79,52.67,1.287,N,N,Validated
2025-08,QMEAS-335,7955,69733,None,3.14,6.349,15.916,19.787,6.33,19.14,13.758,3.389,7.238,22.78,30.68,0.526,Y,Y,Provisional
2020-10,QMEAS-570,15703,113882,APRDRG,3.67,0.107,14.197,18.944,9.23,55.38,23.342,6.798,0.945,99.33,95.05,1.959,N,N,NotSubmitted
2020-01,QMEAS-811,3663,63706,None,2.75,0.708,9.912,0.008,19.8,30.51,10.593,4.476,13.074,31.62,32.37,1.335,Y,N,NotSubmitted
2020-06,QMEAS-736,11224,73993,APRDRG,2.36,2.337,12.227,9.372,74.61,34.79,10.514,4.149,3.234,47.1,89.35,1.286,Y,Y,NotSubmitted
2020-03,QMEAS-178,29066,38090,DRG,2.77,1.604,4.279,8.557,80.42,66.67,21.075,9.576,5.483,24.76,72.91,0.44,N,N,FailedChecks
2022-05,QMEAS-997,42239,66767,CustomRA,2.61,4.895,7.942,15.565,66.59,81.05,20.143,5.477,1.062,42.86,22.87,0.546,N,Y,NotSubmitted
2021-02,QMEAS-214,17518,125,CustomRA,1.88,11.774,7.683,19.111,74.02,3.48,10.601,7.79,7.664,94.17,68.84,1.426,N,Y,NotSubmitted
2023-03,QMEAS-401,35798,97372,CustomRA,4.95,6.21,16.377,9.099,79.89,92.69,15.76,7.639,3.43,41.54,46.93,0.976,Y,N,Validated
2020-10,QMEAS-297,44030,91124,DRG,2.63,0.696,10.263,1.548,63.77,2.34,22.691,2.48,8.296,81.77,36.43,0.405,N,N,NotSubmitted
2022-02,QMEAS-434,9207,80571,CustomRA,4.3,3.348,0.573,9.519,97.83,16.31,22.16,5.096,13.259,35.74,64.61,1.563,Y,N,Provisional
2023-01,QMEAS-772,27666,2063,None,2.72,0.754,8.932,12.65,69.08,91.58,11.711,3.163,10.293,84.95,61.05,0.794,Y,N,Provisional
2022-01,QMEAS-990,45117,12436,APRDRG,2.53,2.081,0.519,17.719,86.42,95.42,10.453,2.486,7.5,59.6,54.83,1.693,Y,N,NotSubmitted
2022-01,QMEAS-824,26052,15911,CustomRA,4.53,3.513,7.997,17.818,80.68,52.47,14.637,9.717,7.893,91.59,21.19,0.759,Y,Y,FailedChecks
2020-12,QMEAS-648,13127,18430,None,4.77,7.519,10.616,11.456,5.76,79.91,0.184,2.674,4.184,31.83,60.94,1.806,Y,Y,Validated
2023-11,QMEAS-262,37600,67851,APRDRG,4.85,11.634,3.025,16.223,88.04,84.64,13.891,6.316,5.645,26.5,75.0,2.039,Y,Y,NotSubmitted
2021-05,QMEAS-653,49150,12439,CustomRA,2.84,11.531,7.88,5.076,53.5,4.47,16.099,0.039,7.365,37.68,20.66,0.336,N,N,Provisional
2024-03,QMEAS-653,25673,40770,CustomRA,4.93,6.794,0.863,2.371,36.33,79.57,15.161,0.127,14.328,37.09,94.04,0.694,Y,N,Validated
2022-11,QMEAS-599,36848,40004,APRDRG,3.27,1.694,7.0,20.087,77.5,40.43,4.335,8.547,9.38,89.9,80.12,1.083,N,Y,Validated
2020-03,QMEAS-991,10985,8771,DRG,4.15,10.984,10.8,1.806,19.25,72.05,9.282,9.003,1.199,56.59,75.96,1.043,N,Y,NotSubmitted
2023-07,QMEAS-541,9541,93743,HCC,2.15,10.98,15.872,9.747,96.32,37.04,1.656,9.858,4.707,84.98,90.28,2.181,Y,N,NotSubmitted
2025-10,QMEAS-341,44358,26295,HCC,1.55,3.982,12.2,16.123,22.69,86.15,22.807,1.271,2.462,23.39,77.88,0.93,N,N,NotSubmitted
2025-03,QMEAS-189,28007,3991,DRG,3.06,10.328,14.254,16.791,76.36,67.35,16.117,5.853,10.872,91.19,84.57,1.088,N,N,Provisional
2023-07,QMEAS-664,39330,98627,CustomRA,1.07,8.099,12.279,14.475,41.07,98.81,22.525,3.884,9.34,49.08,94.07,0.362,Y,Y,NotSubmitted
2020-09,QMEAS-682,24825,3650,None,1.46,10.181,8.048,13.842,46.11,30.28,19.406,0.433,6.262,96.54,97.96,1.933,N,N,NotSubmitted
2020-03,QMEAS-775,7804,74609,HCC,2.11,9.827,7.831,5.704,36.57,97.68,17.52,4.676,12.818,84.46,34.89,1.903,Y,Y,Validated
2021-01,QMEAS-610,42692,117836,APRDRG,1.33,4.611,0.774,5.327,28.82,73.75,14.02,4.994,7.824,62.23,47.93,1.89,Y,N,Provisional
2024-10,QMEAS-994,46192,49374,DRG,3.07,6.135,6.65,3.775,58.82,50.63,19.725,3.735,5.055,74.57,44.32,1.859,Y,Y,Provisional
2022-04,QMEAS-762,46366,19719,APRDRG,3.59,0.795,2.807,21.738,11.45,32.71,21.828,2.654,14.196,81.61,74.74,0.634,Y,N,FailedChecks
2020-06,QMEAS-931,17216,89855,None,1.31,2.405,8.338,13.399,5.66,93.34,14.63,8.19,2.435,62.31,22.95,1.533,N,N,FailedChecks
2025-09,QMEAS-971,6499,79606,APRDRG,2.3,3.644,2.557,3.644,95.47,47.58,20.069,0.473,6.84,97.2,49.98,1.071,N,Y,Provisional
2025-05,QMEAS-813,48616,1645,HCC,2.68,10.165,13.576,13.922,73.11,95.49,0.346,6.122,5.924,45.43,29.43,0.985,Y,Y,Provisional
2023-09,QMEAS-290,15615,21220,HCC,4.3,0.569,8.673,10.482,0.22,0.76,24.961,9.066,12.809,78.32,98.42,1.409,N,Y,Provisional
2025-01,QMEAS-981,4471,82484,None,1.07,7.205,11.523,19.18,11.54,30.65,24.68,3.11,12.301,24.75,21.8,1.906,Y,Y,Provisional
2025-08,QMEAS-486,20438,101907,None,1.46,4.342,13.507,20.637,65.83,76.51,4.695,3.726,11.477,92.06,33.89,1.065,Y,N,Validated
2025-11,QMEAS-278,12127,45005,DRG,3.18,10.507,7.601,19.146,68.6,85.9,15.325,8.57,3.094,50.11,76.25,0.753,N,Y,Provisional
2025-03,QMEAS-696,38284,36465,HCC,3.58,10.169,0.594,6.05,64.69,13.5,12.8,4.434,3.981,81.5,89.89,1.826,N,N,NotSubmitted
2024-02,QMEAS-338,1463,34748,None,3.55,7.195,14.329,11.056,92.9,19.29,7.51,3.345,11.117,51.43,44.88,2.097,N,N,Validated
2024-12,QMEAS-657,44978,60762,HCC,3.97,9.987,7.018,14.614,95.73,35.38,11.083,4.868,0.18,45.03,68.78,1.697,N,Y,Validated
2021-11,QMEAS-836,23571,108440,HCC,3.86,0.025,6.438,2.178,51.27,85.29,2.231,0.822,12.808,25.32,41.16,1.568,Y,Y,Validated
2023-03,QMEAS-441,6731,35113,DRG,2.8,3.168,15.056,15.904,84.16,30.26,1.182,8.876,7.733,69.39,59.54,1.037,Y,Y,Validated
2022-06,QMEAS-136,11986,106500,HCC,3.1,0.145,12.43,13.511,93.76,3.14,21.92,3.993,13.379,66.09,41.08,1.015,Y,N,Provisional
2024-09,QMEAS-929,17844,39097,APRDRG,1.73,11.693,3.484,1.792,37.82,86.87,18.073,2.367,1.546,86.7,99.23,0.971,Y,Y,Validated
2022-12,QMEAS-918,20464,117666,CustomRA,2.51,2.499,14.358,19.351,19.11,9.27,2.518,2.707,1.828,74.59,20.27,2.113,Y,N,NotSubmitted
2025-06,QMEAS-140,28603,112096,CustomRA,3.4,11.466,16.333,16.305,6.54,82.47,14.183,8.597,5.333,74.65,54.3,2.187,N,Y,Validated
2020-01,QMEAS-261,24139,106758,HCC,2.11,3.604,14.009,17.583,2.08,20.84,4.506,1.692,4.443,33.66,39.83,2.045,N,N,Validated
2020-10,QMEAS-466,28976,76830,None,3.28,10.535,14.646,19.415,36.0,23.36,13.503,3.261,2.609,58.07,27.39,1.436,N,Y,FailedChecks
2022-05,QMEAS-628,45508,19809,APRDRG,1.77,3.8,1.886,2.945,84.26,30.51,17.426,1.706,10.716,85.64,49.13,1.242,Y,N,FailedChecks
2024-07,QMEAS-345,31048,82452,HCC,4.36,4.393,12.108,21.795,28.1,71.48,21.027,2.537,2.556,86.71,43.68,1.596,Y,N,NotSubmitted
2021-05,QMEAS-896,20073,27838,None,2.12,10.206,1.651,7.16,13.98,10.12,15.551,6.334,1.244,84.3,23.77,0.405,Y,N,NotSubmitted
2022-02,QMEAS-468,49287,119616,None,2.46,7.215,2.501,21.543,76.23,98.59,13.417,7.493,4.319,80.96,71.21,1.317,N,N,Validated
2023-03,QMEAS-552,24723,5355,None,1.45,8.666,11.383,15.584,30.8,31.42,3.383,8.577,8.137,38.4,70.82,1.993,N,N,Validated
2021-02,QMEAS-539,42728,57967,DRG,3.57,3.257,9.94,9.335,57.91,16.97,24.655,1.03,2.346,21.58,79.61,0.87,Y,N,FailedChecks
2021-05,QMEAS-719,32212,94477,None,2.48,2.885,16.073,1.276,71.82,99.15,5.16,9.485,8.908,39.37,87.24,0.53,N,Y,NotSubmitted
2025-08,QMEAS-292,7355,83319,CustomRA,1.84,4.315,12.467,7.467,3.33,77.41,24.795,7.055,13.721,49.95,37.18,0.594,N,Y,Provisional
2020-03,QMEAS-590,41643,89005,APRDRG,2.62,0.009,14.452,19.417,39.58,44.43,2.297,1.303,5.07,64.64,37.11,1.689,Y,Y,NotSubmitted
2020-03,QMEAS-806,48907,111351,HCC,4.39,10.195,3.214,8.596,26.11,12.96,15.553,5.959,9.377,29.86,84.84,1.268,Y,Y,Validated
2022-12,QMEAS-700,38222,82370,HCC,2.7,5.932,3.485,3.103,84.69,64.8,19.086,1.496,7.679,57.23,81.73,0.61,N,N,FailedChecks
2025-08,QMEAS-242,24547,12242,HCC,2.1,1.927,5.64,3.594,27.56,56.63,21.352,7.623,8.412,41.6,52.25,0.395,Y,N,Validated
2022-03,QMEAS-123,31526,65139,APRDRG,2.89,4.07,5.459,17.295,96.45,91.39,16.863,3.987,0.535,81.85,66.37,1.789,Y,N,Validated
2024-12,QMEAS-876,9970,26242,None,1.69,0.73,9.399,7.292,54.85,62.85,22.447,5.667,7.736,76.13,29.17,1.682,Y,N,Validated
2024-08,QMEAS-184,23759,11214,HCC,1.38,10.254,5.404,17.209,58.39,94.59,23.01,5.376,9.347,42.93,56.4,1.476,N,Y,NotSubmitted
2022-10,QMEAS-297,11546,5728,DRG,3.75,7.267,10.198,8.917,61.41,82.18,13.265,5.44,12.639,97.41,43.11,1.684,Y,N,Provisional
2023-11,QMEAS-983,26338,62922,DRG,2.26,9.237,0.073,5.947,69.23,33.0,18.681,8.891,5.979,92.9,69.3,1.676,Y,N,Validated
2022-04,QMEAS-550,28430,13663,None,4.27,1.248,17.777,17.174,43.8,89.3,18.297,0.179,9.99,76.88,21.95,0.833,Y,Y,Validated
2021-03,QMEAS-699,30192,23996,HCC,3.84,10.181,12.299,3.868,77.34,79.12,3.143,9.086,10.754,77.05,24.04,1.608,N,N,Provisional
2024-03,QMEAS-550,25359,93759,APRDRG,1.86,4.315,16.002,1.208,47.37,35.34,13.009,0.864,9.365,23.53,29.83,1.866,N,Y,Validated
2024-02,QMEAS-142,37039,39855,None,3.99,9.871,0.439,0.293,56.18,39.75,17.573,7.147,13.26,29.95,62.65,0.516,N,Y,FailedChecks
2023-04,QMEAS-215,19294,92813,None,1.6,11.034,2.871,20.714,31.13,22.07,17.582,8.784,8.664,97.42,52.05,0.938,Y,Y,FailedChecks
2022-05,QMEAS-896,40801,29798,DRG,2.78,9.662,10.799,21.472,95.64,88.85,20.585,9.749,7.907,94.6,57.59,1.285,N,N,Validated
2021-01,QMEAS-343,10746,89804,APRDRG,1.96,11.466,7.645,21.603,50.93,33.73,18.719,4.38,2.825,43.9,28.42,1.646,Y,N,NotSubmitted
2024-10,QMEAS-929,7347,94224,DRG,3.0,2.489,12.259,16.694,90.8,97.14,13.657,2.902,10.74,30.94,46.11,1.016,Y,Y,Validated
2024-03,QMEAS-976,9244,102676,HCC,2.59,6.664,15.698,9.471,80.61,30.77,20.984,2.016,11.686,28.03,84.19,0.815,N,N,FailedChecks
2020-12,QMEAS-695,38016,14167,APRDRG,1.08,1.182,15.254,9.407,85.06,47.59,22.533,8.597,13.064,40.15,44.55,0.854,Y,Y,Provisional
2022-08,QMEAS-230,26996,2867,None,3.45,1.793,3.38,12.341,63.64,81.81,3.699,1.56,1.552,26.02,82.05,1.64,Y,N,Provisional
2022-02,QMEAS-774,30500,29981,None,3.69,8.891,14.461,19.741,12.28,69.6,20.9,7.729,5.503,79.16,98.35,0.955,Y,N,FailedChecks
2024-09,QMEAS-413,23138,89683,APRDRG,1.19,2.833,5.554,0.378,20.01,40.74,8.786,3.215,4.738,21.35,31.66,0.379,N,N,FailedChecks
2020-03,QMEAS-760,27216,6332,CustomRA,1.01,9.866,4.331,7.794,80.78,84.23,4.131,3.07,13.185,48.9,80.78,0.837,N,N,NotSubmitted
2021-08,QMEAS-334,28941,31920,APRDRG,1.27,0.622,4.652,2.447,47.6,6.99,4.31,5.589,4.964,28.89,83.66,0.432,Y,Y,NotSubmitted
2022-03,QMEAS-581,35583,45323,None,3.15,10.556,17.025,5.13,14.33,76.49,22.743,2.744,11.993,76.12,71.41,2.047,Y,N,Provisional
2025-10,QMEAS-474,44727,23713,CustomRA,1.74,4.314,10.871,15.549,92.22,73.12,1.111,9.856,13.719,86.72,63.97,1.013,N,Y,FailedChecks
2022-03,QMEAS-386,32143,42500,None,4.0,0.434,10.885,3.274,6.64,4.02,7.903,8.589,9.842,79.7,81.47,1.938,Y,Y,NotSubmitted
2021-08,QMEAS-399,35390,58947,CustomRA,1.02,8.26,13.587,18.081,70.33,46.53,22.686,2.365,6.569,27.14,36.35,1.714,Y,N,FailedChecks
2020-03,QMEAS-465,40906,8053,CustomRA,3.3,3.634,13.634,7.133,80.71,55.13,5.048,3.618,12.22,28.5,23.4,1.524,Y,Y,NotSubmitted
2024-06,QMEAS-803,34077,11060,APRDRG,4.55,6.567,13.86,11.945,7.34,29.36,21.038,1.176,11.651,93.37,91.52,1.114,N,N,FailedChecks
2021-04,QMEAS-464,35234,50575,None,2.23,10.341,9.802,1.958,30.63,95.59,6.04,2.285,10.89,53.2,74.92,0.865,Y,Y,Provisional
2022-08,QMEAS-796,6688,119627,CustomRA,1.57,10.984,3.231,3.611,69.96,51.22,10.395,6.96,1.264,58.64,78.01,1.693,Y,N,FailedChecks
2024-07,QMEAS-240,10177,71927,APRDRG,2.94,7.58,15.247,5.618,94.92,41.09,12.961,9.115,3.253,39.95,66.57,0.749,N,N,NotSubmitted
2021-08,QMEAS-260,14086,71770,DRG,3.84,3.435,4.2,13.613,13.86,37.2,23.184,7.19,7.591,38.64,81.58,2.18,N,Y,Provisional
2022-02,QMEAS-702,1461,47692,APRDRG,1.61,4.903,1.738,21.907,77.69,24.18,16.651,6.591,2.714,76.14,21.53,1.011,Y,Y,Provisional
2023-02,QMEAS-600,14169,2418,CustomRA,4.05,8.964,3.181,16.532,63.53,87.03,20.12,1.585,7.844,64.75,31.4,2.192,N,Y,NotSubmitted
2022-01,QMEAS-535,9581,34742,APRDRG,3.11,9.045,12.265,20.002,76.92,22.31,16.712,3.283,13.166,70.92,25.61,0.383,N,Y,Provisional
2024-08,QMEAS-962,36065,37674,None,4.59,4.006,11.473,8.644,53.16,43.22,9.142,9.194,10.51,53.43,60.0,1.28,N,Y,Validated
2024-05,QMEAS-700,7717,68816,HCC,1.95,10.573,17.724,4.541,72.79,74.03,1.622,3.052,12.304,34.34,75.36,1.227,N,N,Provisional
2025-11,QMEAS-244,38346,10308,None,2.55,10.585,1.739,5.436,95.62,24.4,6.645,8.927,0.255,84.09,26.82,0.641,N,Y,Validated
2023-04,QMEAS-994,11189,110836,APRDRG,1.54,0.974,13.352,2.533,95.42,18.6,14.67,0.042,10.688,73.56,45.97,1.824,N,Y,Validated
2022-10,QMEAS-497,40114,70146,APRDRG,4.07,1.505,9.466,17.284,58.96,93.82,17.12,6.268,3.091,82.26,72.83,1.237,Y,N,Validated
2024-01,QMEAS-113,35299,79457,None,2.34,5.142,5.421,10.7,15.32,53.74,23.155,9.631,13.492,98.14,60.82,1.588,N,N,Validated
2025-10,QMEAS-162,41214,6365,APRDRG,3.76,8.285,16.022,9.694,31.64,9.34,4.141,2.346,9.89,87.04,22.39,1.345,Y,Y,NotSubmitted
2020-06,QMEAS-907,39391,10384,APRDRG,4.9,6.479,9.211,21.652,99.35,2.54,13.624,6.39,0.204,24.03,54.85,2.035,N,Y,Provisional
2023-09,QMEAS-392,25318,37869,None,2.51,6.2,9.672,14.502,65.27,99.35,17.132,9.898,11.956,62.7,88.82,0.884,Y,N,Validated
2022-06,QMEAS-959,7781,83559,CustomRA,1.62,7.494,10.894,8.348,46.19,6.52,0.831,4.864,11.211,46.11,51.84,1.437,Y,Y,Validated
2022-03,QMEAS-281,23935,102362,HCC,4.14,2.621,9.998,8.763,16.78,32.42,2.472,9.169,8.923,89.11,56.42,1.276,Y,Y,FailedChecks
2020-01,QMEAS-949,33086,45851,CustomRA,4.23,11.239,4.672,10.098,33.7,86.98,15.494,7.302,6.553,81.71,99.45,0.543,Y,N,Provisional
2025-07,QMEAS-629,33178,65026,DRG,3.82,3.209,13.518,3.835,19.64,29.7,3.634,2.039,10.933,72.74,54.09,1.498,Y,Y,Validated
2020-01,QMEAS-195,22058,24156,DRG,4.13,10.851,5.068,9.339,76.91,41.75,18.374,3.409,12.972,52.59,53.99,1.579,Y,Y,NotSubmitted
2023-05,QMEAS-606,6816,28758,None,2.13,4.182,2.594,19.919,70.62,84.81,9.091,6.101,5.854,63.83,54.07,0.48,N,Y,FailedChecks
2025-05,QMEAS-390,5683,115678,None,1.5,6.377,4.349,3.805,63.82,65.48,6.646,1.198,1.899,64.13,83.98,1.333,N,Y,Validated
2024-04,QMEAS-354,48655,36060,CustomRA,3.31,6.343,15.245,10.48,12.14,66.57,11.834,6.314,2.038,30.12,37.45,1.582,Y,N,Provisional
2022-12,QMEAS-847,27125,74945,HCC,1.75,2.124,0.772,2.861,88.96,74.68,7.115,5.507,9.684,22.4,89.02,2.016,Y,Y,NotSubmitted
2020-06,QMEAS-304,9701,37569,CustomRA,2.57,2.672,9.649,9.019,56.81,0.29,0.533,2.945,5.977,60.7,95.51,1.928,N,N,Validated
2023-07,QMEAS-599,37302,56887,APRDRG,2.66,3.445,1.477,1.314,70.63,40.65,5.599,9.142,0.392,40.37,66.27,1.49,Y,N,NotSubmitted
2020-03,QMEAS-863,49523,51506,DRG,2.78,7.7,16.42,12.304,65.12,59.8,23.085,4.836,14.654,55.3,73.18,1.731,Y,N,NotSubmitted
2024-10,QMEAS-479,1907,80004,CustomRA,1.68,3.089,2.053,6.586,58.28,78.44,21.904,9.237,12.123,66.0,85.43,1.428,Y,N,Provisional
2024-12,QMEAS-417,29843,35831,CustomRA,1.97,5.813,1.377,19.092,25.9,49.52,17.513,1.688,7.711,48.47,54.2,1.901,N,Y,Validated
2021-11,QMEAS-539,1790,28931,APRDRG,4.81,11.461,12.808,8.577,55.3,98.87,15.544,5.236,1.991,74.45,82.99,2.055,Y,Y,FailedChecks
2024-10,QMEAS-288,4733,77923,HCC,3.16,2.395,15.74,13.969,81.23,72.85,22.133,8.751,13.844,55.68,40.28,0.613,Y,Y,NotSubmitted
2025-06,QMEAS-803,6539,118494,CustomRA,4.35,2.027,2.355,4.394,4.02,33.12,11.003,2.566,10.105,72.27,40.69,1.097,Y,Y,FailedChecks
2024-06,QMEAS-980,21858,48146,CustomRA,3.69,4.126,12.614,5.635,52.22,31.67,4.921,7.329,2.923,61.46,58.33,1.949,N,N,Provisional
2020-01,QMEAS-216,4206,59936,APRDRG,1.33,8.178,11.133,6.442,87.88,88.31,0.009,7.937,4.919,42.9,44.66,1.938,N,Y,FailedChecks
2022-11,QMEAS-114,6582,87816,CustomRA,2.47,7.535,3.242,19.984,10.11,46.58,18.372,4.207,0.885,51.41,39.0,2.054,N,N,NotSubmitted
2025-02,QMEAS-613,9370,110621,None,1.01,11.424,1.11,4.025,13.73,31.8,19.497,1.332,12.241,69.53,33.59,0.655,N,N,FailedChecks
2024-09,QMEAS-616,18843,102495,DRG,2.05,4.363,9.155,7.015,63.13,31.95,19.301,0.815,0.666,28.53,95.0,0.656,N,Y,NotSubmitted
2022-06,QMEAS-325,44882,110241,DRG,3.43,2.184,4.276,13.23,26.08,33.84,2.024,4.296,3.113,92.03,31.31,1.136,Y,N,NotSubmitted
2023-08,QMEAS-824,25336,112574,HCC,3.43,0.531,5.135,14.823,21.84,18.91,9.732,2.567,2.068,63.57,29.09,0.616,N,Y,FailedChecks
2020-06,QMEAS-800,22007,51050,DRG,2.1,0.006,0.138,9.141,72.47,13.51,1.251,6.164,7.192,88.63,85.64,0.413,Y,N,FailedChecks
