gov_grants_award_fiscal_year,gov_grants_grant_program_code,gov_grants_grant_competitive_flag,gov_grants_allocation_formula_type,gov_grants_eligible_entity_type,gov_grants_match_rate_required_pct,gov_grants_award_min_usd,gov_grants_award_max_usd,gov_grants_award_median_usd,gov_grants_application_count,gov_grants_award_count,gov_grants_award_total_usd,gov_grants_performance_measure_code,gov_grants_reporting_compliance_rate,gov_grants_closeout_timeliness_rate,gov_grants_indirect_cost_rate_cap,gov_grants_technical_assistance_available_flag,gov_grants_overlap_duplication_risk_score,gov_grants_single_audit_findings_count,gov_grants_grant_portal_system
2016,WATER_SR,1,POPULATION,STATE,54.69,129133.67,57204049.94,28666591.8,5072,2123,68966535960.8,EQUITY_D,70.04,64.07,17.42,1,0.2744,8,GRANTS_GOV
2010,HOUSING_CDBG,1,OTHER,UNIVERSITY,20.68,681904.62,4928539.15,2805221.88,5236,417,1048888618.56,OUTCOME_B,86.5,92.0,8.44,0,0.5013,10,GRANTS_GOV
2010,HOUSING_CDBG,0,POPULATION,LOCAL,24.74,814589.62,98752612.74,49783601.18,4181,1617,83934598988.76,QUALITY_C,76.04,98.54,0.28,1,0.0698,37,GRANTS_GOV
2013,HOUSING_CDBG,0,NEED_BASED,STATE,40.45,300700.94,15858355.97,8079528.46,340,95,857328214.99,OUTPUT_A,81.67,25.98,0.29,0,0.0256,46,GRANTS_GOV
2009,HOUSING_CDBG,0,MATCHING,UNIVERSITY,29.81,675696.16,303705779.12,152190737.64,4465,893,141993450386.3,EQUITY_D,82.75,87.86,8.2,0,0.0973,43,GRANTS_GOV
2019,BROADBAND,1,NEED_BASED,NONPROFIT,46.39,447775.51,125702577.72,63075176.62,1088,82,5333613243.0,OUTPUT_A,79.72,50.71,13.56,1,0.4546,31,CUSTOM_PORTAL_B
2023,WATER_SR,1,NEED_BASED,LOCAL,21.25,481379.94,29317441.13,14899410.54,4958,1609,21440653036.68,EQUITY_D,50.08,36.17,6.36,1,0.0817,43,GRANTS_GOV
2009,EDU_BLOCK,1,NEED_BASED,UNIVERSITY,34.42,543730.71,13961471.89,7252601.3,1115,325,2090201060.42,EQUITY_D,96.08,90.75,8.88,0,0.8626,49,GRANTS_GOV
2019,HEALTH_MCH,1,COMPETITIVE,NONPROFIT,14.48,855649.93,279684096.81,140269873.37,5507,462,63091590001.15,OUTCOME_B,66.94,80.57,11.69,1,0.1962,12,STATE_PORTAL
2012,JUSTICE_ASSIST,1,EQUAL_SHARE,SCHOOL_DISTRICT,24.43,508478.64,172372311.45,86440395.04,827,160,13526271622.59,OUTPUT_A,74.1,31.67,18.14,0,0.8906,18,GRANTS_GOV
2015,HOUSING_CDBG,1,NEED_BASED,SCHOOL_DISTRICT,4.76,333801.27,41810621.97,21072211.62,3774,1425,28799121624.11,EQUITY_D,85.8,84.04,4.88,1,0.9977,22,CUSTOM_PORTAL_A
2020,WATER_SR,1,POPULATION,UNIVERSITY,18.57,751992.15,232686692.84,116719342.5,613,208,22427863896.31,QUALITY_C,41.62,55.13,11.55,1,0.2387,38,GRANTS_GOV
2009,EDU_BLOCK,1,COMPETITIVE,LOCAL,5.91,864166.52,149217900.47,75041033.5,3165,1332,100074045694.23,NONE,75.89,63.69,6.46,1,0.8018,41,GRANTS_GOV
2019,BROADBAND,0,MATCHING,NONPROFIT,39.13,878591.82,4022621.68,2450606.75,928,129,309382125.78,EQUITY_D,46.79,46.1,0.55,1,0.3996,33,CUSTOM_PORTAL_A
2024,JUSTICE_ASSIST,1,POPULATION,NONPROFIT,48.85,204830.82,72967229.43,36586030.12,4746,1072,34149219893.01,ACCESS_E,91.33,48.05,9.71,0,0.1704,27,CUSTOM_PORTAL_B
2024,ENERGY_EFF,0,EQUAL_SHARE,NONPROFIT,31.54,794865.12,141758485.05,71276675.09,1397,89,5482253214.39,OUTCOME_B,86.63,92.8,10.8,0,0.8451,5,STATE_PORTAL
2019,ENERGY_EFF,0,COMPETITIVE,HOSPITAL,53.4,164822.24,17945970.05,9055396.14,899,153,1447253233.66,QUALITY_C,56.36,40.84,7.72,1,0.4295,15,STATE_PORTAL
2013,WATER_SR,1,POPULATION,SCHOOL_DISTRICT,59.12,341017.23,77750270.83,39045644.03,2069,590,21279682875.22,EQUITY_D,73.17,43.69,10.12,1,0.3956,29,GRANTS_GOV
2019,JUSTICE_ASSIST,0,POPULATION,UNIVERSITY,19.64,898333.31,381736082.93,191317208.12,3708,1155,191399629080.19,OUTCOME_B,93.43,55.73,15.23,1,0.1907,2,CUSTOM_PORTAL_A
2020,HEALTH_MCH,1,NEED_BASED,STATE,14.53,980074.15,155159140.21,78069607.18,4432,499,44054498629.94,OUTCOME_B,83.0,74.98,18.94,0,0.8225,9,STATE_PORTAL
2012,EDU_BLOCK,1,NEED_BASED,UNIVERSITY,29.11,943433.67,185565235.32,93254334.49,208,14,1263550896.01,OUTCOME_B,42.8,64.66,2.24,0,0.5877,44,GRANTS_GOV
2014,HOUSING_CDBG,1,NEED_BASED,LOCAL,6.29,357511.03,160292551.31,80325031.17,2136,828,59447409190.1,EQUITY_D,69.17,78.54,4.42,1,0.442,1,STATE_PORTAL
2021,WATER_SR,0,POPULATION,NONPROFIT,53.25,822031.89,16388893.56,8605462.72,2390,369,3038494850.83,NONE,58.87,32.67,12.23,1,0.6576,14,CUSTOM_PORTAL_A
2018,EDU_BLOCK,1,POPULATION,SCHOOL_DISTRICT,21.57,594106.31,23554336.28,12074221.3,2359,508,5772060980.48,OUTPUT_A,42.53,89.97,1.95,1,0.8324,48,GRANTS_GOV
2020,HOUSING_CDBG,1,EQUAL_SHARE,UNIVERSITY,6.0,244500.29,84593646.43,42419073.36,1261,65,2494403807.3,OUTCOME_B,62.77,84.57,7.85,0,0.2938,49,GRANTS_GOV
2023,TRANS_FORMULA,1,NEED_BASED,NONPROFIT,23.32,100773.41,29779170.99,14939972.2,2113,300,5129621250.42,EQUITY_D,42.82,88.64,13.74,1,0.3505,1,CUSTOM_PORTAL_B
2019,ENERGY_EFF,1,MATCHING,NONPROFIT,11.05,941884.54,442761853.71,221851869.12,14,1,244653570.02,OUTPUT_A,40.66,32.85,15.65,1,0.407,31,CUSTOM_PORTAL_B
2016,EDU_BLOCK,1,NEED_BASED,LOCAL,34.36,442388.72,131232762.51,65837575.62,461,104,6010058174.93,OUTCOME_B,67.69,44.5,5.84,1,0.8724,30,GRANTS_GOV
2016,HOUSING_CDBG,0,COMPETITIVE,NONPROFIT,36.06,983238.59,223919395.75,112451317.17,1085,435,42845504349.23,OUTCOME_B,43.19,99.33,12.33,1,0.6742,27,CUSTOM_PORTAL_B
2014,WATER_SR,0,POPULATION,STATE,39.75,475374.58,224906937.1,112691155.84,2819,668,82535053502.05,OUTPUT_A,74.17,82.22,13.37,1,0.0152,31,GRANTS_GOV
2014,HEALTH_MCH,0,POPULATION,TRIBAL,2.68,206057.69,1853992.74,1030025.22,492,50,55148448.91,EQUITY_D,48.12,50.87,7.71,0,0.8464,45,CUSTOM_PORTAL_A
2018,TRANS_FORMULA,1,NEED_BASED,UNIVERSITY,21.44,492190.01,104248526.99,52370358.5,2511,1111,64352496872.6,OUTCOME_B,60.51,56.3,11.76,1,0.4715,14,GRANTS_GOV
2014,HEALTH_MCH,0,COMPETITIVE,SCHOOL_DISTRICT,59.16,675511.91,261670682.73,131173097.32,4101,1734,230881669368.89,OUTCOME_B,91.08,37.05,0.0,1,0.8304,34,CUSTOM_PORTAL_B
2011,EDU_BLOCK,0,NEED_BASED,NONPROFIT,44.03,573920.14,36689137.72,18631528.93,2489,756,13811530474.68,OUTCOME_B,56.72,87.87,14.25,1,0.3167,33,GRANTS_GOV
2020,HOUSING_CDBG,1,COMPETITIVE,SCHOOL_DISTRICT,36.66,817823.25,34030253.04,17424038.14,1152,225,4168399326.95,OUTPUT_A,77.77,52.27,10.04,1,0.7069,16,STATE_PORTAL
2019,TRANS_FORMULA,0,COMPETITIVE,LOCAL,27.55,727619.03,137794790.95,69261204.99,5863,1302,81332452651.35,QUALITY_C,55.71,73.2,18.09,0,0.8337,20,GRANTS_GOV
2024,EDU_BLOCK,0,EQUAL_SHARE,NONPROFIT,39.2,872327.86,108055408.15,54463868.0,1615,630,38996360158.48,QUALITY_C,69.69,82.25,2.95,1,0.1025,26,GRANTS_GOV
2009,HEALTH_MCH,1,NEED_BASED,NONPROFIT,13.13,807157.79,13047541.28,6927349.54,573,173,1341224059.39,EQUITY_D,54.68,82.66,7.11,1,0.9798,6,GRANTS_GOV
2018,JUSTICE_ASSIST,1,MATCHING,NONPROFIT,35.22,455830.27,162811155.72,81633493.0,4675,1372,121975680223.12,OUTPUT_A,63.63,81.11,0.54,1,0.3345,3,CUSTOM_PORTAL_A
2018,EDU_BLOCK,1,EQUAL_SHARE,STATE,36.1,844689.69,221944331.31,111394510.5,650,261,25462273657.26,NONE,41.05,93.92,11.02,1,0.976,22,GRANTS_GOV
2012,TRANS_FORMULA,1,POPULATION,LOCAL,13.74,392046.43,24538934.9,12465490.66,2660,605,8313352741.42,ACCESS_E,50.38,79.76,13.09,1,0.5345,25,CUSTOM_PORTAL_B
2017,BROADBAND,0,NEED_BASED,STATE,32.63,790070.72,313997714.62,157393892.67,2305,481,73443061306.7,OUTPUT_A,63.42,96.5,5.83,0,0.1628,19,CUSTOM_PORTAL_A
2010,TRANS_FORMULA,1,POPULATION,LOCAL,35.58,22361.92,2921215.3,1471788.61,5083,1749,2191258906.79,ACCESS_E,75.22,86.65,14.2,1,0.5316,32,GRANTS_GOV
2017,HOUSING_CDBG,1,OTHER,NONPROFIT,59.2,487885.03,97806485.95,49147185.49,5765,949,50066615567.64,NONE,70.14,83.66,16.75,1,0.6443,34,GRANTS_GOV
2013,WATER_SR,0,NEED_BASED,NONPROFIT,24.21,686043.45,248772683.15,124729363.3,5217,805,94335704428.01,OUTCOME_B,44.5,62.35,18.75,1,0.9019,42,STATE_PORTAL
2014,EDU_BLOCK,0,POPULATION,SCHOOL_DISTRICT,4.99,924878.57,451588451.76,226256665.16,3135,548,109425387587.82,OUTCOME_B,79.59,44.0,14.73,1,0.5736,40,GRANTS_GOV
2023,BROADBAND,0,MATCHING,LOCAL,7.94,104789.94,18779619.07,9442204.51,3246,657,6391965077.25,EQUITY_D,93.69,41.94,11.48,0,0.3447,33,CUSTOM_PORTAL_B
2024,HOUSING_CDBG,0,COMPETITIVE,NONPROFIT,4.39,146358.18,67447207.78,33796782.98,5242,979,31563060886.56,OUTCOME_B,98.16,76.53,6.85,0,0.9499,25,GRANTS_GOV
2023,ENERGY_EFF,1,POPULATION,SCHOOL_DISTRICT,50.98,607105.18,52865586.0,26736345.59,3563,240,6510916373.31,QUALITY_C,47.2,42.32,12.08,0,0.3782,10,STATE_PORTAL
2010,JUSTICE_ASSIST,1,NEED_BASED,SCHOOL_DISTRICT,36.37,943083.17,377436095.26,189189589.22,1719,346,72671928802.51,ACCESS_E,59.11,75.07,5.58,1,0.9463,48,GRANTS_GOV
2021,EDU_BLOCK,1,NEED_BASED,STATE,30.06,691809.64,159209778.88,79950794.26,1916,493,40638504127.71,OUTPUT_A,86.26,57.15,16.05,0,0.1619,3,STATE_PORTAL
2023,EDU_BLOCK,1,MATCHING,SCHOOL_DISTRICT,52.73,841903.12,362194291.93,181518097.52,5955,2008,376588021636.95,OUTPUT_A,51.05,95.77,2.4,1,0.9398,44,GRANTS_GOV
2020,TRANS_FORMULA,1,NEED_BASED,NONPROFIT,37.88,986191.58,263708280.0,132347235.79,5138,745,96865577774.52,ACCESS_E,86.11,54.76,12.62,0,0.8051,22,STATE_PORTAL
2017,HEALTH_MCH,0,COMPETITIVE,STATE,8.31,855516.21,75739758.63,38297637.42,4154,1477,56698510786.71,OUTCOME_B,50.27,71.68,16.82,1,0.409,12,CUSTOM_PORTAL_A
2013,BROADBAND,1,POPULATION,TRIBAL,19.6,525781.96,90524444.67,45525113.32,4943,1701,84098437587.37,OUTCOME_B,73.07,70.02,8.47,1,0.2269,27,CUSTOM_PORTAL_A
2024,JUSTICE_ASSIST,0,NEED_BASED,LOCAL,44.23,572159.76,67844436.33,34208298.04,318,105,3586312669.31,EQUITY_D,55.53,34.16,17.09,1,0.8761,12,STATE_PORTAL
2021,BROADBAND,0,MATCHING,LOCAL,2.77,341831.34,159533660.44,79937745.89,2829,522,39278128762.84,OUTPUT_A,89.92,38.08,19.9,1,0.6238,41,CUSTOM_PORTAL_A
2023,WATER_SR,0,POPULATION,STATE,41.14,149796.47,27191514.11,13670655.29,2758,203,2861601133.35,NONE,46.09,70.55,4.47,1,0.0824,3,CUSTOM_PORTAL_A
2024,BROADBAND,0,POPULATION,NONPROFIT,43.03,709727.79,24668285.49,12689006.64,4952,327,4282465681.51,ACCESS_E,50.23,49.86,12.54,1,0.2316,4,GRANTS_GOV
2013,BROADBAND,0,NEED_BASED,LOCAL,39.95,707013.76,7532502.88,4119758.32,5205,1903,7014860993.86,OUTPUT_A,77.61,64.36,12.52,1,0.6197,39,STATE_PORTAL
2014,BROADBAND,0,EQUAL_SHARE,LOCAL,38.49,458212.61,4186471.3,2322341.96,4033,1234,2879771190.14,OUTPUT_A,65.3,91.19,12.44,0,0.7349,20,GRANTS_GOV
2017,JUSTICE_ASSIST,0,MATCHING,SCHOOL_DISTRICT,22.46,107287.6,40353488.75,20230388.18,5255,1071,21697333193.35,NONE,72.79,53.73,10.48,1,0.4533,32,GRANTS_GOV
2014,WATER_SR,0,POPULATION,TRIBAL,26.81,990568.99,421189855.45,211090212.22,965,414,87966132297.4,ACCESS_E,44.33,96.13,16.16,1,0.8601,5,CUSTOM_PORTAL_A
2015,ENERGY_EFF,0,POPULATION,LOCAL,23.15,180594.36,71556255.79,35868425.08,686,149,6071158270.84,OUTCOME_B,90.39,30.82,17.61,0,0.5719,16,STATE_PORTAL
2024,BROADBAND,1,NEED_BASED,LOCAL,26.67,434793.41,156915620.19,78675206.8,2134,169,14098299908.51,NONE,60.07,49.26,16.0,1,0.6079,38,GRANTS_GOV
2023,BROADBAND,1,COMPETITIVE,STATE,21.15,60854.5,18231703.37,9146278.94,5733,1587,12721260526.02,EQUITY_D,52.78,46.7,19.59,0,0.6833,3,CUSTOM_PORTAL_A
2021,JUSTICE_ASSIST,1,NEED_BASED,STATE,51.66,972698.07,234059591.94,117516145.0,681,139,15335745688.98,OUTPUT_A,93.45,50.78,2.59,1,0.8473,19,GRANTS_GOV
2018,WATER_SR,0,MATCHING,LOCAL,28.15,126309.38,33884233.51,17005271.44,4619,599,9438857438.4,ACCESS_E,67.07,67.48,12.64,0,0.2931,48,CUSTOM_PORTAL_B
2024,EDU_BLOCK,0,NEED_BASED,LOCAL,6.12,934335.47,440382885.94,220658610.7,3198,1351,297477168858.8,EQUITY_D,60.41,67.19,14.87,0,0.6424,35,CUSTOM_PORTAL_A
2022,HEALTH_MCH,1,COMPETITIVE,STATE,11.87,406613.6,44659729.23,22533171.42,1660,688,15977551789.58,EQUITY_D,54.42,98.89,15.19,1,0.7875,32,GRANTS_GOV
2013,EDU_BLOCK,1,NEED_BASED,LOCAL,29.74,333427.38,152214638.04,76274032.71,3018,789,68072833875.07,OUTCOME_B,49.53,36.46,13.53,0,0.5899,16,STATE_PORTAL
2011,ENERGY_EFF,1,MATCHING,LOCAL,35.29,464116.48,213761642.13,107112879.3,2255,760,90337955010.23,OUTCOME_B,77.7,87.15,14.44,1,0.1411,18,GRANTS_GOV
2012,ENERGY_EFF,0,POPULATION,NONPROFIT,59.51,599597.12,238695318.49,119647457.8,5554,1418,179854139434.59,NONE,52.6,54.55,2.32,0,0.9619,19,CUSTOM_PORTAL_A
2011,TRANS_FORMULA,0,NEED_BASED,SCHOOL_DISTRICT,20.77,270767.8,39176159.79,19723463.79,4705,1318,25005759280.15,ACCESS_E,55.47,54.01,13.33,1,0.267,34,GRANTS_GOV
2015,HEALTH_MCH,1,MATCHING,UNIVERSITY,23.09,257554.0,55239424.28,27748489.14,5516,2135,64122594429.63,OUTPUT_A,66.18,76.6,15.92,1,0.8575,1,CUSTOM_PORTAL_B
2014,JUSTICE_ASSIST,0,NEED_BASED,NONPROFIT,27.61,309983.54,125945636.64,63127810.09,3674,384,24368623365.07,QUALITY_C,74.07,44.53,17.14,1,0.3636,23,STATE_PORTAL
2021,HEALTH_MCH,1,COMPETITIVE,NONPROFIT,5.79,562001.45,192724902.05,96643451.75,132,26,2828896674.4,OUTPUT_A,47.59,88.81,19.8,1,0.8114,4,GRANTS_GOV
2011,WATER_SR,1,POPULATION,STATE,55.0,206081.97,82547019.63,41376550.8,3105,419,17660645635.46,OUTPUT_A,98.27,67.17,10.95,1,0.9011,30,GRANTS_GOV
2024,EDU_BLOCK,1,EQUAL_SHARE,STATE,56.29,335461.15,42314328.51,21324894.83,711,65,1502327389.52,EQUITY_D,70.03,49.13,9.29,0,0.6788,2,CUSTOM_PORTAL_B
2012,EDU_BLOCK,0,NEED_BASED,LOCAL,1.37,54209.3,4884254.62,2469231.96,4506,1604,3646588649.38,OUTPUT_A,63.12,71.42,9.86,0,0.1829,49,GRANTS_GOV
2014,BROADBAND,0,POPULATION,STATE,6.03,76639.52,31598643.23,15837641.38,4676,1069,16809559116.3,QUALITY_C,96.07,95.49,19.89,1,0.9933,2,GRANTS_GOV
2021,ENERGY_EFF,0,POPULATION,LOCAL,17.13,920399.92,311627266.51,156273833.22,4973,2108,326699164731.45,ACCESS_E,91.25,93.34,2.94,1,0.2463,46,GRANTS_GOV
2025,BROADBAND,0,EQUAL_SHARE,SCHOOL_DISTRICT,2.6,459844.9,216237501.43,108348673.16,1134,408,50535056807.14,OUTPUT_A,72.08,49.64,8.21,0,0.41,28,GRANTS_GOV
2010,HOUSING_CDBG,1,MATCHING,NONPROFIT,14.15,55476.78,5648163.93,2851820.36,424,32,86890268.71,OUTCOME_B,66.35,27.84,9.37,0,0.1577,6,CUSTOM_PORTAL_A
2019,ENERGY_EFF,1,NEED_BASED,TRIBAL,23.14,661931.4,50093173.57,25377552.48,4735,2001,45026306396.24,ACCESS_E,62.09,28.35,1.01,1,0.197,31,GRANTS_GOV
2020,WATER_SR,1,POPULATION,UNIVERSITY,22.81,477920.23,154621696.53,77549808.38,1294,86,7018801212.5,OUTPUT_A,62.12,42.36,8.13,0,0.5795,47,GRANTS_GOV
2018,JUSTICE_ASSIST,1,COMPETITIVE,HOSPITAL,17.85,206431.18,100417842.36,50312136.77,125,19,1075688260.57,OUTCOME_B,64.52,89.78,14.1,1,0.4773,13,CUSTOM_PORTAL_B
2016,HOUSING_CDBG,1,MATCHING,NONPROFIT,13.6,342546.22,138145211.5,69243878.86,259,45,2846764790.77,EQUITY_D,82.32,92.75,11.93,1,0.9129,30,GRANTS_GOV
2021,EDU_BLOCK,0,COMPETITIVE,NONPROFIT,27.86,92324.94,32516698.93,16304511.94,1372,391,6555229963.61,QUALITY_C,74.34,57.21,0.66,1,0.0627,34,CUSTOM_PORTAL_B
2016,WATER_SR,1,COMPETITIVE,SCHOOL_DISTRICT,58.34,595679.83,196015675.03,98305677.43,5370,2222,219254610517.68,OUTPUT_A,53.71,87.8,5.22,0,0.866,29,CUSTOM_PORTAL_B
2019,BROADBAND,0,COMPETITIVE,STATE,48.93,546129.34,230455197.68,115500663.51,1763,340,44934522015.61,ACCESS_E,41.89,28.51,1.11,1,0.7051,9,CUSTOM_PORTAL_B
2013,EDU_BLOCK,1,POPULATION,LOCAL,22.37,691726.47,314913010.7,157802368.58,3058,527,74874657941.22,QUALITY_C,47.0,59.52,18.03,0,0.4126,44,CUSTOM_PORTAL_B
2024,TRANS_FORMULA,0,OTHER,LOCAL,30.7,217668.37,99373249.4,49795458.89,1286,511,28394922540.88,OUTPUT_A,78.14,32.58,2.34,1,0.3646,23,STATE_PORTAL
2017,EDU_BLOCK,1,NEED_BASED,SCHOOL_DISTRICT,38.33,367031.77,80717139.54,40542085.66,2591,1116,51681175415.78,OUTCOME_B,74.18,47.3,9.81,1,0.8978,24,CUSTOM_PORTAL_B
2024,HEALTH_MCH,1,COMPETITIVE,SCHOOL_DISTRICT,32.39,289340.18,120176369.64,60232854.91,1348,554,32623488908.61,NONE,96.68,90.75,0.46,1,0.0933,25,CUSTOM_PORTAL_B
2025,BROADBAND,0,COMPETITIVE,LOCAL,46.47,299758.89,89002664.94,44651211.92,1716,297,13199312867.58,QUALITY_C,79.99,34.46,16.53,0,0.0558,31,CUSTOM_PORTAL_A
2014,EDU_BLOCK,1,OTHER,STATE,19.44,210955.22,103915900.81,52063428.02,621,268,15443933844.42,OUTCOME_B,60.54,41.32,1.36,1,0.7983,0,STATE_PORTAL
2015,HOUSING_CDBG,0,EQUAL_SHARE,LOCAL,36.44,40940.94,17768137.15,8904539.04,3012,726,6144466183.83,ACCESS_E,55.62,44.31,14.67,1,0.7588,40,CUSTOM_PORTAL_B
2011,TRANS_FORMULA,0,EQUAL_SHARE,STATE,45.17,752764.27,35706573.11,18229668.69,3846,432,7771616509.86,QUALITY_C,60.54,59.61,18.14,1,0.7301,35,CUSTOM_PORTAL_B
2023,ENERGY_EFF,0,NEED_BASED,LOCAL,14.82,195101.23,6214247.1,3204674.16,2091,632,2324844451.61,EQUITY_D,63.06,56.28,14.39,0,0.4704,3,STATE_PORTAL
2013,EDU_BLOCK,0,OTHER,TRIBAL,10.99,19453.23,6239716.47,3129584.85,4569,1269,3996725884.58,QUALITY_C,56.73,34.39,5.54,1,0.6631,26,GRANTS_GOV
2016,EDU_BLOCK,1,POPULATION,SCHOOL_DISTRICT,20.32,200858.65,93487436.07,46844147.36,3887,1329,63191885222.68,QUALITY_C,70.87,75.83,15.81,1,0.5007,26,GRANTS_GOV
2010,WATER_SR,0,POPULATION,LOCAL,44.55,746162.41,41841808.65,21293985.53,4398,855,16743488814.33,EQUITY_D,59.22,57.86,3.17,0,0.6074,33,GRANTS_GOV
2009,TRANS_FORMULA,1,MATCHING,LOCAL,52.69,228750.74,97071955.0,48650352.87,944,122,6585055967.11,NONE,89.05,37.19,15.01,1,0.0649,5,GRANTS_GOV
2025,BROADBAND,1,MATCHING,STATE,40.49,559670.26,46265630.36,23412650.31,3269,919,19138597249.59,EQUITY_D,85.39,51.32,3.11,0,0.5243,49,STATE_PORTAL
2013,HEALTH_MCH,1,MATCHING,STATE,31.73,307151.66,21908445.57,11107798.62,5237,1064,11245923768.3,NONE,53.87,32.78,16.46,1,0.7868,12,GRANTS_GOV
2010,ENERGY_EFF,1,POPULATION,SCHOOL_DISTRICT,0.28,496411.87,99160154.89,49828283.38,5350,2162,97340537878.22,OUTPUT_A,48.92,75.02,11.71,0,0.4555,45,GRANTS_GOV
2011,BROADBAND,0,POPULATION,SCHOOL_DISTRICT,49.8,265435.02,119073365.09,59669400.06,1397,617,37744921182.01,OUTPUT_A,93.96,44.17,4.06,0,0.7116,5,STATE_PORTAL
2025,HEALTH_MCH,0,COMPETITIVE,LOCAL,49.77,774051.57,282558127.62,141666089.6,581,65,8812114816.2,OUTCOME_B,59.15,48.59,5.82,0,0.8303,38,GRANTS_GOV
2024,WATER_SR,0,EQUAL_SHARE,TRIBAL,37.32,418960.82,82506893.12,41462926.97,3443,243,9123923490.17,OUTCOME_B,79.82,30.86,17.41,1,0.5682,7,GRANTS_GOV
2011,TRANS_FORMULA,0,NEED_BASED,UNIVERSITY,23.18,14438.2,2341092.18,1177765.19,3906,672,756792043.57,QUALITY_C,96.55,86.64,10.74,1,0.0635,27,GRANTS_GOV
2016,HOUSING_CDBG,1,NEED_BASED,LOCAL,58.09,210300.86,40828132.56,20519216.71,2044,316,6144786465.28,NONE,88.41,40.92,17.95,1,0.3537,21,GRANTS_GOV
2020,HOUSING_CDBG,0,EQUAL_SHARE,LOCAL,39.59,990886.98,303355002.36,152172944.67,5240,1318,179680620568.65,EQUITY_D,90.85,30.89,10.2,1,0.1957,24,CUSTOM_PORTAL_A
2017,TRANS_FORMULA,1,MATCHING,STATE,47.49,667826.23,243675102.38,122171464.3,2377,642,84924341864.17,ACCESS_E,76.12,65.76,4.13,0,0.4109,47,STATE_PORTAL
2019,HEALTH_MCH,1,NEED_BASED,STATE,51.59,687011.5,148280326.08,74483668.79,5781,1675,132957657922.34,OUTCOME_B,62.26,90.0,4.95,0,0.1711,35,GRANTS_GOV
2019,HEALTH_MCH,1,NEED_BASED,SCHOOL_DISTRICT,38.66,85870.95,12349924.2,6217897.57,1420,440,2890970578.59,EQUITY_D,50.58,99.65,3.11,1,0.8649,7,STATE_PORTAL
2021,JUSTICE_ASSIST,1,MATCHING,UNIVERSITY,49.05,630573.73,265753681.21,133192127.47,962,409,49953195048.55,ACCESS_E,54.34,60.16,5.01,1,0.1722,13,CUSTOM_PORTAL_A
2013,EDU_BLOCK,0,COMPETITIVE,UNIVERSITY,53.58,912914.05,46219921.59,23566417.82,1744,772,20204699193.3,OUTPUT_A,89.61,71.06,13.32,1,0.0103,38,GRANTS_GOV
2025,HEALTH_MCH,0,POPULATION,LOCAL,10.5,547267.69,264192181.82,132369724.76,5068,440,51045796510.2,OUTPUT_A,80.88,82.6,5.96,1,0.2247,36,CUSTOM_PORTAL_A
2016,TRANS_FORMULA,0,EQUAL_SHARE,SCHOOL_DISTRICT,39.61,805819.93,280426207.44,140616013.68,258,70,11088923956.28,EQUITY_D,42.83,56.33,9.91,0,0.3684,23,GRANTS_GOV
2019,HEALTH_MCH,0,EQUAL_SHARE,LOCAL,55.72,191799.4,34862960.83,17527380.11,2049,822,16495232595.33,OUTPUT_A,95.37,59.09,1.84,0,0.2787,43,CUSTOM_PORTAL_A
2021,HOUSING_CDBG,1,POPULATION,STATE,18.22,757642.71,163509716.54,82133679.62,741,290,23167766395.92,EQUITY_D,63.7,73.51,19.36,0,0.7612,10,STATE_PORTAL
2019,TRANS_FORMULA,0,NEED_BASED,LOCAL,25.6,786703.96,171826717.54,86306710.75,12,2,147035490.63,EQUITY_D,47.0,78.1,4.78,1,0.177,41,GRANTS_GOV
2015,EDU_BLOCK,0,NEED_BASED,LOCAL,39.66,684531.73,178334629.59,89509580.66,1575,604,59107063278.03,QUALITY_C,65.17,48.8,2.61,0,0.4395,39,CUSTOM_PORTAL_A
2010,JUSTICE_ASSIST,0,NEED_BASED,UNIVERSITY,12.09,87444.2,10200488.05,5143966.12,5670,2037,9781462959.39,EQUITY_D,54.85,30.33,3.48,1,0.6,42,STATE_PORTAL
2013,ENERGY_EFF,0,NEED_BASED,SCHOOL_DISTRICT,54.7,457627.53,63034731.5,31746179.52,4053,993,27185247961.03,OUTCOME_B,46.3,61.5,7.4,0,0.4356,38,STATE_PORTAL
2010,TRANS_FORMULA,1,POPULATION,STATE,49.36,888567.48,312070159.78,156479363.63,4115,471,80752141216.45,QUALITY_C,67.42,99.89,1.97,0,0.5965,42,GRANTS_GOV
2013,EDU_BLOCK,1,MATCHING,UNIVERSITY,7.83,961073.76,71010569.22,35985821.49,5358,1145,45954939835.68,OUTPUT_A,63.92,45.25,9.1,1,0.9404,2,GRANTS_GOV
2015,EDU_BLOCK,1,OTHER,STATE,34.26,123437.64,13570803.2,6847120.42,2077,388,2260946183.02,OUTCOME_B,90.51,25.53,12.19,1,0.9288,19,GRANTS_GOV
2012,HOUSING_CDBG,0,POPULATION,SCHOOL_DISTRICT,57.21,918626.68,284263558.53,142591092.6,3079,920,128529888043.0,ACCESS_E,62.89,56.12,3.23,1,0.3109,45,CUSTOM_PORTAL_A
2013,WATER_SR,0,POPULATION,LOCAL,42.64,472280.66,227350551.56,113911416.11,3835,762,92760235916.7,EQUITY_D,90.53,98.8,1.25,1,0.3416,5,CUSTOM_PORTAL_A
2011,EDU_BLOCK,1,POPULATION,LOCAL,54.18,88886.7,24908141.75,12498514.22,4824,1295,16885057904.14,OUTPUT_A,70.35,64.38,7.44,1,0.9335,8,STATE_PORTAL
