civic_ballot_election_cycle_year,civic_ballot_measure_id,civic_ballot_measure_type_code,civic_ballot_measure_topic_code,civic_ballot_ballot_title_short,civic_ballot_signature_requirement_count,civic_ballot_signatures_verified_count,civic_ballot_qualification_status_code,civic_ballot_campaign_spend_support_usd,civic_ballot_campaign_spend_oppose_usd,civic_ballot_endorsement_count_support,civic_ballot_endorsement_count_oppose,civic_ballot_media_mentions_count,civic_ballot_polling_support_pct,civic_ballot_polling_oppose_pct,civic_ballot_vote_yes_total,civic_ballot_vote_no_total,civic_ballot_measure_passed_flag,civic_ballot_implementation_start_date,civic_ballot_legal_challenge_flag
2019,MEAS000000137,AMENDMENT,EDU,EDU_TITLE000137,202411,208034,PENDING,136812073.58,118855664.96,558,1887,77056,71.21,33.18,3173108,1696226,1,2001-02-14,0
2019,MEAS000000138,CHARTER,OTHER,OTHER_TITLE000138,678545,679345,FAILED,95429301.2,47443656.42,933,159,54172,26.45,73.21,160922,241424,0,2004-04-20,0
2013,MEAS000000139,CHARTER,HEALTH,HEALTH_TITLE000139,962979,946235,WITHDRAWN,131935457.83,114722927.15,2458,88,22801,63.68,31.73,942192,1560255,0,2003-06-27,0
2025,MEAS000000140,REFERENDUM,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE000140,1485369,1504194,QUALIFIED,184391099.0,96352257.79,1880,1383,71007,71.45,32.61,142474,95937,1,2001-02-15,0
2002,MEAS000000141,REFERENDUM,LABOR,LABOR_TITLE000141,1351418,1356962,FAILED,243282236.73,191660018.7,552,344,43917,59.11,45.41,3232212,1767702,1,2009-01-02,0
2000,MEAS000000142,AMENDMENT,EDU,EDU_TITLE000142,913592,914941,PENDING,151814045.54,249529247.79,1720,2152,111063,65.88,29.39,48512,66350,0,2005-08-30,1
2020,MEAS000000143,INITIATIVE,ELECTIONS,ELECTIONS_TITLE000143,1045175,1048094,PENDING,155754124.19,127083325.76,823,841,82521,65.23,33.28,90439,84318,1,2002-06-14,0
2015,MEAS000000144,INITIATIVE,OTHER,OTHER_TITLE000144,257375,250480,QUALIFIED,50587546.75,50340631.93,884,575,125156,30.23,69.4,1433960,784795,1,2002-03-15,0
2017,MEAS000000145,INITIATIVE,ENVIRONMENT,ENVIRONMENT_TITLE000145,544202,562521,FAILED,25976828.62,148036304.61,1482,1085,119818,58.66,42.9,1172588,691913,1,2000-03-06,0
2017,MEAS000000146,CHARTER,ENVIRONMENT,ENVIRONMENT_TITLE000146,652622,672336,FAILED,11672011.59,157562707.24,701,815,147655,37.27,66.16,2064748,2581100,0,2007-01-24,0
2018,MEAS000000147,AMENDMENT,ELECTIONS,ELECTIONS_TITLE000147,149763,132254,QUALIFIED,163591156.6,40674007.7,214,2172,80717,64.63,32.08,205155,127139,1,2012-06-11,0
2024,MEAS000000148,INITIATIVE,HEALTH,HEALTH_TITLE000148,1253852,1266159,FAILED,12270314.27,168290348.33,68,767,122276,41.8,57.88,56280,32695,1,2018-03-11,0
2006,MEAS000000149,AMENDMENT,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE000149,1263471,1273470,FAILED,225252540.31,146706269.77,288,1349,10684,66.94,30.73,1143947,2063279,0,2004-07-18,0
2024,MEAS000000150,BOND,HOUSING,HOUSING_TITLE000150,1391846,1372918,FAILED,150145601.41,193824396.82,937,1299,97699,35.05,64.75,436596,409299,1,2015-10-11,0
2014,MEAS000000151,INITIATIVE,HOUSING,HOUSING_TITLE000151,93416,91674,QUALIFIED,57073998.52,142936763.01,1577,1605,130549,50.7,52.73,2282501,1993919,1,2006-07-11,1
2025,MEAS000000152,INITIATIVE,OTHER,OTHER_TITLE000152,968283,951887,FAILED,227955084.6,9801383.82,1978,490,15654,75.82,23.84,1488077,2429627,0,2007-12-13,0
2006,MEAS000000153,INITIATIVE,OTHER,OTHER_TITLE000153,88892,90606,QUALIFIED,232643597.35,199219088.94,1413,316,142603,38.29,66.21,656108,578473,1,2022-01-26,0
2014,MEAS000000154,INITIATIVE,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE000154,1035217,1052308,FAILED,149282489.07,118089944.08,484,1654,60199,55.95,42.62,2661073,1978283,1,2000-04-11,0
2008,MEAS000000155,INITIATIVE,HEALTH,HEALTH_TITLE000155,759119,761969,QUALIFIED,10073367.13,68276173.45,1136,502,116985,59.41,41.56,802536,373039,1,2006-06-11,0
2020,MEAS000000156,RECALL,ENVIRONMENT,ENVIRONMENT_TITLE000156,70112,55926,PENDING,207654251.45,68915117.4,181,636,3300,27.16,74.98,1033099,559358,1,2021-12-15,0
2003,MEAS000000157,AMENDMENT,OTHER,OTHER_TITLE000157,135473,145281,FAILED,68722371.42,87425156.63,1456,1270,57052,29.02,74.57,960584,987062,0,2009-06-16,0
2000,MEAS000000158,AMENDMENT,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE000158,643602,625726,FAILED,194435771.55,239051948.34,834,139,112101,69.56,26.72,450569,244789,1,2000-04-08,0
2021,MEAS000000159,INITIATIVE,ENVIRONMENT,ENVIRONMENT_TITLE000159,387060,393379,QUALIFIED,77624492.44,85096218.23,2345,2443,23992,29.01,70.14,1943765,923891,1,2015-11-03,0
2012,MEAS000000160,INITIATIVE,TRANSPORT,TRANSPORT_TITLE000160,594832,582953,QUALIFIED,115187692.62,85602639.67,1163,59,47491,63.0,37.91,1844418,1222013,1,2015-04-13,0
2020,MEAS000000161,REFERENDUM,TRANSPORT,TRANSPORT_TITLE000161,3694,10127,QUALIFIED,159155524.64,104619351.21,1873,633,78050,25.4,75.04,407496,315739,1,2002-06-22,0
2021,MEAS000000162,INITIATIVE,TRANSPORT,TRANSPORT_TITLE000162,227244,238861,QUALIFIED,3578508.41,179138833.81,337,572,138063,77.81,26.99,137791,303829,0,2019-12-20,0
2005,MEAS000000163,REFERENDUM,LABOR,LABOR_TITLE000163,500714,509193,FAILED,232482978.22,164483787.8,1478,571,23167,74.75,21.26,239955,106877,1,2004-06-23,0
2001,MEAS000000164,BOND,ELECTIONS,ELECTIONS_TITLE000164,180138,180190,QUALIFIED,75939732.68,218544284.02,2455,1304,72636,20.47,81.22,527328,445839,1,2023-04-04,0
2013,MEAS000000165,REFERENDUM,OTHER,OTHER_TITLE000165,1142494,1158804,FAILED,60239095.56,52439827.97,608,1592,68557,71.23,33.03,884928,1012012,0,2024-09-02,0
2007,MEAS000000166,BOND,HEALTH,HEALTH_TITLE000166,327008,313137,QUALIFIED,173530233.39,231572851.31,498,508,126336,55.43,41.5,219731,416054,0,2009-06-04,1
2003,MEAS000000167,REFERENDUM,ENVIRONMENT,ENVIRONMENT_TITLE000167,496305,508292,QUALIFIED,165809497.66,78647950.43,180,1809,57339,30.78,69.77,963547,761764,1,2007-10-22,0
2008,MEAS000000168,REFERENDUM,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE000168,1296932,1289637,QUALIFIED,60825192.6,58300458.03,1425,177,132905,66.36,32.18,1409460,2463623,0,2007-06-20,0
2019,MEAS000000169,AMENDMENT,HOUSING,HOUSING_TITLE000169,782396,785624,QUALIFIED,203208048.16,39353881.59,1090,1695,100027,26.04,73.25,1262260,1043801,1,2021-10-14,1
2025,MEAS000000170,AMENDMENT,TAX,TAX_TITLE000170,882876,875740,FAILED,134975418.91,86229649.14,1695,926,144999,22.39,75.43,1825933,1709069,1,2024-03-27,0
2014,MEAS000000171,REFERENDUM,LABOR,LABOR_TITLE000171,1365072,1378154,PENDING,111471344.09,624830.97,1366,1092,122340,37.4,59.75,931174,1131151,0,2013-02-21,0
2008,MEAS000000172,AMENDMENT,LABOR,LABOR_TITLE000172,18783,1615,FAILED,195425182.63,228732521.38,1987,1987,46569,72.31,25.71,1349193,1407455,0,2020-05-25,0
2020,MEAS000000173,INITIATIVE,ENVIRONMENT,ENVIRONMENT_TITLE000173,816459,831804,PENDING,175329230.8,165757053.41,1182,1405,85535,35.09,66.3,1630932,1701758,0,2008-06-18,0
2000,MEAS000000174,INITIATIVE,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE000174,218827,217431,QUALIFIED,105998748.03,133512531.29,1204,2104,72288,20.4,81.02,836450,1733087,0,2023-02-10,0
2007,MEAS000000175,RECALL,HEALTH,HEALTH_TITLE000175,495321,500694,PENDING,14494231.56,135178137.53,1449,979,139060,73.62,21.78,2327228,1461778,1,2001-08-31,0
2018,MEAS000000176,AMENDMENT,TRANSPORT,TRANSPORT_TITLE000176,585459,570218,QUALIFIED,217459124.75,113600640.0,978,562,112840,71.17,25.82,1630565,1958683,0,2016-11-10,0
2017,MEAS000000177,INITIATIVE,OTHER,OTHER_TITLE000177,67505,60683,QUALIFIED,4774376.76,96569970.47,1425,1091,25373,32.18,65.84,686871,838119,0,2000-03-09,0
2008,MEAS000000178,CHARTER,OTHER,OTHER_TITLE000178,1194909,1177623,QUALIFIED,120618549.05,16101224.32,828,2006,87207,35.94,65.82,3243391,1511383,1,2019-03-17,0
2017,MEAS000000179,BOND,HOUSING,HOUSING_TITLE000179,617594,613136,QUALIFIED,116138151.95,227051518.29,2121,1832,16228,39.13,62.97,1247657,1037087,1,2015-06-17,0
2010,MEAS000000180,INITIATIVE,EDU,EDU_TITLE000180,949499,942289,QUALIFIED,207631383.22,118867489.38,1301,63,57596,60.85,40.88,1992428,1337865,1,2021-11-19,0
2013,MEAS000000181,INITIATIVE,OTHER,OTHER_TITLE000181,881604,864816,PENDING,102131250.33,128973090.73,1587,2037,143300,52.1,48.27,335178,192649,1,2017-10-14,1
2014,MEAS000000182,REFERENDUM,EDU,EDU_TITLE000182,878813,894943,QUALIFIED,155740473.76,167597903.5,2127,1654,71813,38.57,66.02,260452,540693,0,2017-02-24,0
2016,MEAS000000183,REFERENDUM,OTHER,OTHER_TITLE000183,606082,591964,FAILED,241302894.94,115716108.9,2300,1969,32737,56.88,38.48,294977,193816,1,2000-08-06,0
2019,MEAS000000184,AMENDMENT,OTHER,OTHER_TITLE000184,880721,872896,QUALIFIED,237203813.96,223268067.95,890,1749,74701,23.26,78.97,1414323,1695016,0,2023-07-28,0
2012,MEAS000000185,REFERENDUM,OTHER,OTHER_TITLE000185,871390,890387,PENDING,111281365.09,39608645.87,1531,451,62193,66.36,36.04,77584,71096,1,2011-07-14,0
2016,MEAS000000186,CHARTER,ENVIRONMENT,ENVIRONMENT_TITLE000186,1391981,1397307,PENDING,48374109.55,46001295.82,965,2097,141889,72.0,28.99,164258,249924,0,2010-12-09,0
2020,MEAS000000187,BOND,TAX,TAX_TITLE000187,256974,258423,FAILED,209842778.81,23652109.08,1332,674,51981,69.3,32.4,1458099,1978855,0,2014-08-31,0
2024,MEAS000000188,INITIATIVE,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE000188,464149,445769,FAILED,98548927.14,7779243.78,1516,1381,138267,49.32,53.44,609794,420384,1,2012-09-17,1
2023,MEAS000000189,INITIATIVE,TRANSPORT,TRANSPORT_TITLE000189,808197,820677,QUALIFIED,28600174.72,165401262.78,723,1049,97931,55.53,48.56,1789696,2279408,0,2007-09-26,0
2003,MEAS000000190,RECALL,HOUSING,HOUSING_TITLE000190,343531,336226,FAILED,166547097.49,124971721.72,431,288,123270,20.51,81.19,917270,536197,1,2012-07-01,0
2011,MEAS000000191,AMENDMENT,EDU,EDU_TITLE000191,907713,905666,PENDING,22971075.4,225882555.67,2260,1080,30693,40.31,57.94,1852705,2779727,0,2023-08-12,0
2002,MEAS000000192,INITIATIVE,ENVIRONMENT,ENVIRONMENT_TITLE000192,804585,815457,PENDING,22525417.9,53695841.59,1810,1482,20895,51.04,53.19,2665371,1249191,1,2010-10-12,0
2025,MEAS000000193,CHARTER,EDU,EDU_TITLE000193,944060,954752,FAILED,31701810.0,61284467.27,1420,1227,26175,54.12,44.91,87495,42192,1,2000-09-28,0
2012,MEAS000000194,CHARTER,EDU,EDU_TITLE000194,71377,67575,QUALIFIED,20081571.04,115962806.17,2246,1508,111733,72.07,24.02,1386412,1676732,0,2025-09-24,0
2008,MEAS000000195,RECALL,LABOR,LABOR_TITLE000195,267565,251753,QUALIFIED,97831605.59,170106738.44,2406,329,99803,73.36,30.24,2234131,1823077,1,2002-01-03,0
2013,MEAS000000196,REFERENDUM,HOUSING,HOUSING_TITLE000196,846142,864190,QUALIFIED,186768517.9,132963072.66,1142,656,135638,54.48,40.88,1807129,2305096,0,2017-10-14,0
2003,MEAS000000197,CHARTER,LABOR,LABOR_TITLE000197,1319268,1329396,QUALIFIED,71762438.78,43875941.44,994,1540,55501,58.31,39.99,2766286,1938644,1,2014-02-17,0
2000,MEAS000000198,INITIATIVE,HOUSING,HOUSING_TITLE000198,181393,186529,LITIGATED,246790601.78,155066984.97,2125,27,51930,26.26,74.25,2693598,1222737,1,2018-03-13,0
2007,MEAS000000199,REFERENDUM,OTHER,OTHER_TITLE000199,803764,823729,QUALIFIED,205505075.15,64299877.25,225,132,69141,29.67,69.63,1462737,913092,1,2007-04-15,0
2008,MEAS000000200,AMENDMENT,TRANSPORT,TRANSPORT_TITLE000200,389374,372035,PENDING,127486080.98,103092089.11,1609,2346,44453,26.6,78.02,403335,818147,0,2006-08-03,0
2007,MEAS000000201,CHARTER,TAX,TAX_TITLE000201,162556,168311,FAILED,240574503.43,14550704.98,1913,625,132513,32.43,67.64,2234901,1746974,1,2020-09-21,0
2014,MEAS000000202,REFERENDUM,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE000202,721996,720698,LITIGATED,88732366.23,216813276.23,1107,1805,51664,20.92,79.94,382071,852985,0,2007-06-07,0
2005,MEAS000000203,REFERENDUM,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE000203,1440363,1455558,QUALIFIED,203603064.36,52482802.72,1285,956,149985,57.93,46.09,3442563,1481291,1,2018-05-17,1
2012,MEAS000000204,INITIATIVE,LABOR,LABOR_TITLE000204,52396,45442,PENDING,40148438.83,216061592.29,2299,1069,84828,28.11,69.64,1222843,1755450,0,2013-01-17,0
2018,MEAS000000205,CHARTER,TRANSPORT,TRANSPORT_TITLE000205,918787,933774,QUALIFIED,229087597.14,239506018.35,1895,903,78522,66.45,31.08,109155,237088,0,2018-01-21,0
2009,MEAS000000206,INITIATIVE,HOUSING,HOUSING_TITLE000206,938952,940520,QUALIFIED,94318633.01,210527687.01,2128,1358,95955,63.7,33.45,192110,84688,1,2019-08-24,0
2019,MEAS000000207,CHARTER,HOUSING,HOUSING_TITLE000207,693264,675365,QUALIFIED,87258982.82,124154001.79,304,2496,76937,41.63,62.79,441937,266609,1,2014-01-02,0
2003,MEAS000000208,REFERENDUM,TAX,TAX_TITLE000208,662872,662374,PENDING,246217264.09,2737356.49,656,925,125150,40.78,59.43,2006845,2369553,0,2022-09-19,0
2012,MEAS000000209,INITIATIVE,ELECTIONS,ELECTIONS_TITLE000209,39938,48286,LITIGATED,221073540.02,229482756.91,2307,619,62346,56.02,39.97,457010,309420,1,2001-11-09,0
2016,MEAS000000210,INITIATIVE,HEALTH,HEALTH_TITLE000210,1386301,1396201,LITIGATED,33695011.12,113243546.17,1765,765,3013,66.09,30.02,3162842,1757044,1,2012-09-05,1
2024,MEAS000000211,BOND,TAX,TAX_TITLE000211,260884,242154,FAILED,68294807.41,202039917.25,1372,853,50627,52.07,48.02,2112594,2696434,0,2018-06-01,0
2013,MEAS000000212,INITIATIVE,OTHER,OTHER_TITLE000212,535817,540331,QUALIFIED,160954707.82,121226346.92,1652,103,126421,37.74,66.22,639254,339566,1,2019-01-18,0
2004,MEAS000000213,CHARTER,OTHER,OTHER_TITLE000213,948580,946862,QUALIFIED,207782000.72,146605275.58,937,1896,128801,67.28,33.65,1305115,1495375,0,2007-09-15,0
2005,MEAS000000214,AMENDMENT,EDU,EDU_TITLE000214,779970,778156,QUALIFIED,64956999.1,45442400.9,995,973,126886,61.41,38.12,1276743,728528,1,2023-04-19,0
2010,MEAS000000215,REFERENDUM,HOUSING,HOUSING_TITLE000215,883129,888684,WITHDRAWN,15266949.6,244220806.57,1232,1970,131656,56.0,42.17,801707,1777424,0,2011-04-03,0
2002,MEAS000000216,INITIATIVE,EDU,EDU_TITLE000216,1134873,1137505,FAILED,101104515.64,128068044.81,762,739,102769,73.78,24.07,1673748,2419976,0,2000-09-15,0
2004,MEAS000000217,INITIATIVE,ENVIRONMENT,ENVIRONMENT_TITLE000217,737964,733565,FAILED,207952901.45,46573903.11,2320,169,132490,77.51,27.35,1673309,732171,1,2011-07-19,0
2010,MEAS000000218,AMENDMENT,ELECTIONS,ELECTIONS_TITLE000218,108736,111640,QUALIFIED,187644423.46,136567419.58,2159,2344,16582,59.78,41.43,2022203,1900206,1,2010-03-07,0
2009,MEAS000000219,BOND,ENVIRONMENT,ENVIRONMENT_TITLE000219,1442670,1455073,QUALIFIED,112605353.73,131947516.65,1426,826,31591,68.5,30.24,256512,330186,0,2002-10-14,0
2001,MEAS000000220,BOND,OTHER,OTHER_TITLE000220,443798,437803,QUALIFIED,98012772.72,170863039.98,2339,1055,106866,31.99,67.12,1602687,985942,1,2014-03-15,0
2010,MEAS000000221,CHARTER,LABOR,LABOR_TITLE000221,1327291,1328408,FAILED,210844706.26,174755338.46,972,118,102829,37.72,66.59,1004017,2024763,0,2014-04-06,0
2020,MEAS000000222,AMENDMENT,LABOR,LABOR_TITLE000222,1361243,1350698,QUALIFIED,118529144.96,100644168.66,510,1329,98403,49.2,50.13,1178129,2223330,0,2008-04-05,0
2012,MEAS000000223,INITIATIVE,HOUSING,HOUSING_TITLE000223,894089,878118,QUALIFIED,161402678.86,163173955.71,616,916,49093,28.21,75.67,516359,252464,1,2013-05-07,0
2010,MEAS000000224,INITIATIVE,LABOR,LABOR_TITLE000224,756200,738379,FAILED,144331867.32,241168573.13,1209,1127,97414,47.92,55.85,2178060,1683845,1,2023-08-27,1
2025,MEAS000000225,INITIATIVE,LABOR,LABOR_TITLE000225,1399094,1406835,FAILED,71701544.66,247689128.48,397,1235,66439,45.49,58.69,1255385,545436,1,2002-03-14,0
2021,MEAS000000226,BOND,TAX,TAX_TITLE000226,1397590,1377938,QUALIFIED,164324647.29,204450715.88,145,1057,138464,67.45,37.0,939565,415409,1,2002-10-27,0
2005,MEAS000000227,REFERENDUM,LABOR,LABOR_TITLE000227,804312,801712,PENDING,159620207.39,91678505.05,11,1587,4472,56.0,41.07,117502,226768,0,2006-07-30,0
2018,MEAS000000228,INITIATIVE,TRANSPORT,TRANSPORT_TITLE000228,223547,208045,QUALIFIED,237262860.2,182085781.22,54,1588,20713,77.2,20.04,295415,311593,0,2000-11-19,1
2009,MEAS000000229,INITIATIVE,ENVIRONMENT,ENVIRONMENT_TITLE000229,746436,739311,FAILED,153139998.63,165714269.56,525,1314,67163,47.56,49.96,138381,130746,1,2019-12-12,0
2022,MEAS000000230,AMENDMENT,EDU,EDU_TITLE000230,1421247,1407262,QUALIFIED,9947511.17,180423497.2,36,1992,9453,51.93,44.31,196123,412225,0,2018-07-29,1
2006,MEAS000000231,INITIATIVE,ENVIRONMENT,ENVIRONMENT_TITLE000231,363029,376669,PENDING,213443842.69,44754581.72,1889,2482,38710,58.34,43.84,2452268,2014655,1,2017-06-18,0
2023,MEAS000000232,REFERENDUM,TAX,TAX_TITLE000232,1285909,1273722,PENDING,126640188.05,142836191.09,469,2160,76912,46.17,54.54,2937486,1934547,1,2003-06-22,0
2022,MEAS000000233,BOND,HEALTH,HEALTH_TITLE000233,222565,202780,FAILED,67124438.31,147324164.79,102,1433,41565,20.37,84.04,1612986,1664914,0,2021-07-19,0
2007,MEAS000000234,INITIATIVE,ENVIRONMENT,ENVIRONMENT_TITLE000234,299341,313614,QUALIFIED,169297314.82,184116491.25,24,93,122228,36.73,64.78,783332,1200025,0,2025-11-22,0
2007,MEAS000000235,INITIATIVE,ENVIRONMENT,ENVIRONMENT_TITLE000235,1047246,1049211,LITIGATED,84095509.33,138301038.91,1599,1309,57542,40.34,57.2,243999,206571,1,2008-02-18,0
2025,MEAS000000236,INITIATIVE,ENVIRONMENT,ENVIRONMENT_TITLE000236,649897,630794,FAILED,111688128.69,48094671.16,2198,2068,59973,27.51,73.43,1377533,2034448,0,2011-09-03,0
2004,MEAS000000237,AMENDMENT,HEALTH,HEALTH_TITLE000237,375171,373179,QUALIFIED,17794742.07,72313566.02,1543,1797,91911,50.6,49.16,958863,790708,1,2004-01-14,0
2017,MEAS000000238,REFERENDUM,ENVIRONMENT,ENVIRONMENT_TITLE000238,1198342,1196623,QUALIFIED,144863577.53,111131638.62,995,738,117373,29.29,72.96,31508,13800,1,2002-12-26,0
2012,MEAS000000239,REFERENDUM,LABOR,LABOR_TITLE000239,27922,30251,QUALIFIED,100979287.52,223113039.17,1441,2232,76308,24.29,78.39,1099336,1476554,0,2008-03-07,1
2015,MEAS000000240,REFERENDUM,HOUSING,HOUSING_TITLE000240,449677,452606,FAILED,151187505.51,52687844.19,2256,481,113760,31.6,63.6,651454,1171756,0,2010-10-12,0
2019,MEAS000000241,AMENDMENT,LABOR,LABOR_TITLE000241,99549,95946,FAILED,22858428.68,166866629.94,494,1709,47117,64.75,38.42,2774178,1670560,1,2023-05-31,0
2022,MEAS000000242,BOND,ENVIRONMENT,ENVIRONMENT_TITLE000242,675661,668001,QUALIFIED,106453429.78,246328283.55,618,2065,6714,43.82,51.89,663952,716531,0,2005-08-29,0
2020,MEAS000000243,INITIATIVE,EDU,EDU_TITLE000243,839564,840796,FAILED,181757037.24,146478738.39,2054,1598,89529,44.22,52.52,4033,4346,0,2009-12-04,0
2012,MEAS000000244,AMENDMENT,HOUSING,HOUSING_TITLE000244,1440897,1459494,WITHDRAWN,164085043.82,101146998.88,582,1657,32316,23.02,77.52,2575425,1679163,1,2013-04-03,0
2000,MEAS000000245,INITIATIVE,HOUSING,HOUSING_TITLE000245,962054,961764,QUALIFIED,136289980.36,1819764.13,1311,2267,52511,63.02,39.35,1656438,1586164,1,2000-06-03,0
2011,MEAS000000246,INITIATIVE,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE000246,370249,355608,PENDING,188255378.05,244211071.93,1973,814,65293,67.35,33.04,2839951,1996423,1,2001-07-23,0
2011,MEAS000000247,BOND,OTHER,OTHER_TITLE000247,805956,820310,FAILED,206680733.26,40577798.32,1342,776,98499,59.16,37.65,1949744,2969735,0,2019-12-22,0
2004,MEAS000000248,INITIATIVE,ELECTIONS,ELECTIONS_TITLE000248,1495779,1512772,PENDING,206410491.31,104122007.94,433,2496,41564,26.58,72.2,452329,312306,1,2008-03-24,0
2025,MEAS000000249,REFERENDUM,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE000249,926354,933570,QUALIFIED,162920683.63,125264729.5,641,1969,138269,40.19,63.38,2657721,2330272,1,2006-12-04,0
2024,MEAS000000250,INITIATIVE,TRANSPORT,TRANSPORT_TITLE000250,666236,646871,QUALIFIED,151811680.51,235528491.1,1702,2005,42477,78.02,24.25,2077102,1958504,1,2005-03-09,0
2005,MEAS000000251,AMENDMENT,HOUSING,HOUSING_TITLE000251,341558,328338,QUALIFIED,153960117.32,159136223.56,1609,2279,107960,44.71,58.86,2659102,2189616,1,2004-11-22,0
2011,MEAS000000252,BOND,EDU,EDU_TITLE000252,1230433,1237109,QUALIFIED,39788802.18,151387904.42,414,21,66365,37.84,61.36,1028033,708038,1,2014-10-06,0
2005,MEAS000000253,AMENDMENT,ELECTIONS,ELECTIONS_TITLE000253,480906,462505,PENDING,181243041.27,193313030.97,152,2051,30332,37.83,57.65,2846417,1995354,1,2013-05-26,0
2021,MEAS000000254,REFERENDUM,TRANSPORT,TRANSPORT_TITLE000254,1352562,1364935,QUALIFIED,171471068.21,17740874.93,224,712,134864,25.93,70.05,1035032,1409777,0,2004-10-20,0
2025,MEAS000000255,INITIATIVE,LABOR,LABOR_TITLE000255,757592,765457,PENDING,151136753.75,187174285.76,1264,1081,134570,68.36,27.05,42182,81325,0,2006-06-18,0
2005,MEAS000000256,AMENDMENT,TAX,TAX_TITLE000256,855535,856776,QUALIFIED,76881066.43,74700446.19,14,552,84517,27.07,75.67,1002531,2272126,0,2010-05-25,0
2025,MEAS000000257,BOND,ENVIRONMENT,ENVIRONMENT_TITLE000257,885218,875203,WITHDRAWN,124614832.68,129379735.29,2086,1455,93011,38.87,62.77,1671866,1042280,1,2022-02-24,0
2024,MEAS000000258,INITIATIVE,LABOR,LABOR_TITLE000258,995025,980866,QUALIFIED,149574952.88,151688260.14,1769,740,43211,75.75,21.63,774732,889688,0,2004-09-28,0
2017,MEAS000000259,AMENDMENT,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE000259,1065379,1052235,FAILED,47854065.41,146067727.46,2389,1271,51816,66.51,30.5,1017093,978327,1,2024-01-24,1
2009,MEAS000000260,BOND,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE000260,1363594,1369263,QUALIFIED,236649176.87,246432719.96,520,1828,94684,48.07,53.44,862595,969385,0,2021-02-24,0
2018,MEAS000000261,REFERENDUM,EDU,EDU_TITLE000261,494329,490824,QUALIFIED,38781184.37,85775206.41,1819,1058,121842,36.35,66.94,725172,1253921,0,2022-02-03,0
2025,MEAS000000262,INITIATIVE,ELECTIONS,ELECTIONS_TITLE000262,1071200,1091032,QUALIFIED,127583499.93,244816251.59,456,993,29312,65.25,37.89,585987,418127,1,2017-03-14,1
2005,MEAS000000263,REFERENDUM,EDU,EDU_TITLE000263,1165800,1171179,QUALIFIED,217066868.7,124300873.35,387,1000,115989,67.48,33.19,70554,86140,0,2006-01-22,1
2001,MEAS000000264,BOND,EDU,EDU_TITLE000264,147545,152852,LITIGATED,228046805.88,237941073.9,921,1002,101073,65.3,32.93,2043631,1684312,1,2019-08-22,0
2010,MEAS000000265,AMENDMENT,LABOR,LABOR_TITLE000265,1119699,1123893,QUALIFIED,235135436.54,68723269.15,1475,1719,65623,43.91,58.68,1807386,1031175,1,2017-06-15,0
2008,MEAS000000266,REFERENDUM,TAX,TAX_TITLE000266,813061,815276,QUALIFIED,235974409.05,121147685.0,965,897,124927,70.1,33.83,1275648,891986,1,2013-04-17,0
2023,MEAS000000267,BOND,EDU,EDU_TITLE000267,434865,432580,QUALIFIED,77874898.03,146479123.31,881,2228,148150,38.04,63.6,1602843,1077821,1,2012-04-26,0
2023,MEAS000000268,INITIATIVE,EDU,EDU_TITLE000268,937066,931416,FAILED,243562782.85,40063878.07,103,1690,136061,32.37,66.32,667978,883924,0,2012-08-30,0
2012,MEAS000000269,INITIATIVE,LABOR,LABOR_TITLE000269,1071158,1051575,QUALIFIED,158442133.31,244853895.89,1771,259,35727,45.73,54.35,609069,513389,1,2001-09-05,0
2018,MEAS000000270,BOND,TAX,TAX_TITLE000270,299056,317517,QUALIFIED,170496230.13,204818647.91,2169,226,44905,60.14,39.37,129926,135302,0,2003-08-19,0
2012,MEAS000000271,AMENDMENT,ENVIRONMENT,ENVIRONMENT_TITLE000271,1315231,1320592,PENDING,52020215.2,70616383.52,2105,2430,3174,24.19,74.78,2291499,2180720,1,2017-12-06,0
2019,MEAS000000272,INITIATIVE,TRANSPORT,TRANSPORT_TITLE000272,873585,875854,PENDING,183860103.26,165942559.9,1826,343,9608,71.51,33.08,3088181,1402660,1,2025-03-23,0
2021,MEAS000000273,CHARTER,EDU,EDU_TITLE000273,927873,945179,QUALIFIED,89378311.42,136663788.07,1643,246,48646,25.82,76.98,2161580,1689064,1,2017-04-15,0
2014,MEAS000000274,INITIATIVE,TRANSPORT,TRANSPORT_TITLE000274,1317781,1334856,FAILED,83888060.0,51686850.01,674,2077,16564,39.09,65.52,412000,502799,0,2000-08-01,0
2010,MEAS000000275,BOND,ELECTIONS,ELECTIONS_TITLE000275,1382035,1367837,QUALIFIED,228189515.86,56576419.01,2295,704,49181,41.44,61.89,1853889,1131076,1,2000-09-06,0
