energy_eff_program_year,energy_eff_program_id,energy_eff_measure_type_code,energy_eff_rebate_amount_usd,energy_eff_participant_count,energy_eff_kwh_savings_first_year,energy_eff_kw_savings_peak,energy_eff_therm_savings_first_year,energy_eff_lifetime_savings_mwh,energy_eff_cost_effectiveness_trc,energy_eff_cost_effectiveness_pac,energy_eff_net_to_gross_ratio,energy_eff_free_ridership_rate,energy_eff_spillover_rate,energy_eff_verification_method_code,energy_eff_evaluation_report_link_id,energy_eff_income_qualification_flag,energy_eff_contractor_network_size,energy_eff_market_transformation_score,energy_eff_measure_installation_time_days
2015,PROG0000145,INDUSTRIAL_PROCESS,4763.38,22234,117336.41,4880.33,77278.18,1219.498,2.485,0.966,0.506,0.436,0.317,BILLING_ANALYSIS,RPT00000145,0,4340,27.22,172
2015,PROG0000146,HEAT_PUMP,7452.01,146579,18790.87,514.94,1085.88,280.237,2.853,1.153,0.546,0.472,0.429,METERED,RPT00000146,0,2016,29.21,40
2010,PROG0000147,INSULATION,6535.51,50776,227145.8,2692.14,94665.67,2791.521,1.38,1.858,0.341,0.455,0.369,INSPECTION,RPT00000147,0,7288,12.68,124
2015,PROG0000148,INSULATION,5961.83,76141,159306.48,4412.13,86364.95,2183.813,3.429,2.805,0.84,0.472,0.202,EQUIPMENT_TRACKING,RPT00000148,0,2120,65.73,95
2023,PROG0000149,SOLAR_WATER_HEAT,4398.66,171969,211876.7,3237.93,11071.62,955.091,0.396,0.264,0.965,0.53,0.397,DEEMED,RPT00000149,0,506,24.76,170
2017,PROG0000150,OTHER,7147.85,43682,48969.3,1814.96,7401.01,559.834,2.909,0.129,0.632,0.217,0.079,BILLING_ANALYSIS,RPT00000150,0,9672,77.89,161
2010,PROG0000151,APPLIANCE,4331.96,162192,191696.49,4720.07,30732.87,3057.674,3.365,0.797,0.449,0.518,0.337,METERED,RPT00000151,0,9343,3.83,122
2014,PROG0000152,BUILDING_CONTROLS,3233.38,24672,58882.42,2302.98,30771.29,778.272,1.016,1.194,0.989,0.075,0.483,DEEMED,RPT00000152,1,11687,11.6,160
2016,PROG0000153,INDUSTRIAL_PROCESS,5812.13,76470,224365.99,3674.72,32786.58,3451.017,1.022,1.158,0.696,0.301,0.239,EQUIPMENT_TRACKING,RPT00000153,0,10077,5.88,74
2025,PROG0000154,SOLAR_WATER_HEAT,2020.25,133845,184088.66,4904.64,74869.75,2404.352,1.02,0.831,0.624,0.15,0.161,INSPECTION,RPT00000154,1,2517,52.26,36
2014,PROG0000155,SOLAR_WATER_HEAT,2001.03,228851,45767.57,4670.84,18923.65,515.621,1.655,0.553,0.339,0.327,0.331,METERED,RPT00000155,1,2050,63.29,47
2020,PROG0000156,WEATHERIZATION,4678.84,187769,48434.43,3556.3,49358.44,308.98,2.42,2.897,0.447,0.085,0.495,BILLING_ANALYSIS,RPT00000156,0,3547,64.91,157
2022,PROG0000157,HVAC,1797.88,76310,126478.7,1163.69,82760.16,470.545,2.371,1.376,0.958,0.398,0.061,METERED,RPT00000157,1,4731,91.17,156
2009,PROG0000158,OTHER,2665.68,180441,115989.82,3645.82,60413.22,1422.905,0.222,0.484,0.338,0.122,0.205,BILLING_ANALYSIS,RPT00000158,0,3708,56.71,121
2022,PROG0000159,INDUSTRIAL_PROCESS,3341.63,39571,163307.92,1892.93,81501.99,2649.004,0.863,2.882,0.654,0.445,0.232,METERED,RPT00000159,1,2575,23.01,124
2022,PROG0000160,SOLAR_WATER_HEAT,368.45,101746,98038.76,1858.17,89526.86,603.135,3.336,1.683,1.072,0.54,0.071,BILLING_ANALYSIS,RPT00000160,0,8609,94.76,138
2022,PROG0000161,SOLAR_WATER_HEAT,6612.79,88525,203548.28,3369.07,64497.02,2613.291,0.796,0.646,0.517,0.575,0.005,DEEMED,RPT00000161,1,6837,90.38,34
2021,PROG0000162,INDUSTRIAL_PROCESS,504.61,244495,157642.75,1486.52,73013.55,729.557,1.497,0.916,0.447,0.496,0.457,METERED,RPT00000162,1,8003,51.44,27
2009,PROG0000163,BUILDING_CONTROLS,4093.7,62307,236685.65,1524.48,34835.66,4230.753,1.787,1.247,1.007,0.315,0.424,INSPECTION,RPT00000163,0,5870,71.56,111
2010,PROG0000164,WEATHERIZATION,288.76,238708,63545.99,4230.46,59091.06,526.719,0.378,2.72,1.098,0.406,0.459,INSPECTION,RPT00000164,1,4571,67.07,169
2022,PROG0000165,INDUSTRIAL_PROCESS,2011.89,61504,203952.09,291.93,62663.57,1274.513,0.564,2.429,0.68,0.277,0.203,EQUIPMENT_TRACKING,RPT00000165,0,10887,22.68,104
2014,PROG0000166,LED,793.75,89215,185489.27,1252.45,73640.68,2249.311,3.202,1.642,0.405,0.253,0.433,INSPECTION,RPT00000166,0,1975,10.55,96
2015,PROG0000167,APPLIANCE,3000.71,62733,61677.9,19.08,15976.7,1085.26,3.417,0.701,0.402,0.103,0.421,INSPECTION,RPT00000167,0,6807,79.98,102
2023,PROG0000168,HVAC,5205.99,202160,172676.17,2085.98,67176.74,2360.02,1.88,1.025,0.395,0.44,0.135,DEEMED,RPT00000168,0,1139,15.09,28
2011,PROG0000169,LED,4771.55,17092,157331.71,4288.16,78515.36,1843.62,1.78,2.831,0.822,0.42,0.108,METERED,RPT00000169,0,1671,89.84,87
2009,PROG0000170,BUILDING_CONTROLS,5830.16,19922,80575.51,3646.65,57668.97,453.614,1.259,1.572,0.625,0.505,0.413,BILLING_ANALYSIS,RPT00000170,0,7618,22.03,161
2012,PROG0000171,SOLAR_WATER_HEAT,7280.73,136458,202845.27,436.75,76633.21,1257.16,0.449,0.302,0.864,0.363,0.399,DEEMED,RPT00000171,1,450,95.21,104
2014,PROG0000172,BUILDING_CONTROLS,900.92,211472,245406.54,3831.6,67538.69,3312.555,1.078,1.427,0.827,0.437,0.161,DEEMED,RPT00000172,0,11861,91.78,94
2010,PROG0000173,HVAC,7260.72,5444,437.48,2604.2,89096.88,3.502,2.401,1.096,0.597,0.085,0.044,INSPECTION,RPT00000173,1,7953,89.5,149
2014,PROG0000174,BUILDING_CONTROLS,6435.57,62725,180237.66,1307.66,73592.48,1133.778,1.928,0.422,0.645,0.081,0.124,EQUIPMENT_TRACKING,RPT00000174,1,3292,63.45,77
2023,PROG0000175,LED,3695.94,144313,7403.69,4838.23,13082.99,43.037,1.347,0.603,0.895,0.258,0.445,DEEMED,RPT00000175,1,11187,60.02,114
2014,PROG0000176,BUILDING_CONTROLS,225.82,87164,235311.44,1002.93,24056.59,2211.955,1.516,2.935,0.592,0.592,0.217,METERED,RPT00000176,0,11879,27.9,48
2019,PROG0000177,LED,4608.99,2587,174471.91,706.1,30597.67,1022.625,2.961,0.735,0.425,0.318,0.331,BILLING_ANALYSIS,RPT00000177,1,11302,94.61,90
2016,PROG0000178,SOLAR_WATER_HEAT,3973.33,159516,194566.6,1940.5,14101.06,3221.546,0.969,0.171,0.663,0.517,0.394,EQUIPMENT_TRACKING,RPT00000178,1,7703,5.22,157
2024,PROG0000179,BUILDING_CONTROLS,1020.9,184668,162959.67,1654.06,45778.63,2137.293,3.249,2.399,0.555,0.076,0.06,EQUIPMENT_TRACKING,RPT00000179,0,3136,65.48,74
2025,PROG0000180,INDUSTRIAL_PROCESS,7071.86,55703,190269.08,3135.23,19681.34,2568.853,2.677,0.684,0.557,0.048,0.11,DEEMED,RPT00000180,0,5768,87.39,150
2020,PROG0000181,LED,7178.3,90725,18599.63,3965.22,29567.01,201.435,2.842,2.398,0.655,0.445,0.023,BILLING_ANALYSIS,RPT00000181,0,870,82.36,151
2015,PROG0000182,APPLIANCE,250.18,240915,59322.04,1749.4,40464.44,695.045,2.764,1.924,0.961,0.038,0.022,METERED,RPT00000182,0,1669,34.53,64
2014,PROG0000183,SOLAR_WATER_HEAT,4435.17,165282,125719.46,1443.55,34921.5,944.41,2.373,1.94,0.65,0.408,0.369,METERED,RPT00000183,1,7931,26.93,36
2009,PROG0000184,INDUSTRIAL_PROCESS,1992.03,248599,9532.8,254.05,82812.76,139.863,2.335,2.736,0.722,0.011,0.308,BILLING_ANALYSIS,RPT00000184,1,7790,37.1,4
2019,PROG0000185,HEAT_PUMP,3839.59,2285,149081.55,1189.31,34047.67,1912.839,2.198,2.878,0.336,0.259,0.288,BILLING_ANALYSIS,RPT00000185,1,983,96.26,10
2024,PROG0000186,HEAT_PUMP,1954.16,118099,34127.31,1650.83,29413.47,613.534,2.29,0.902,0.824,0.486,0.306,BILLING_ANALYSIS,RPT00000186,1,3265,16.11,9
2016,PROG0000187,SOLAR_WATER_HEAT,5857.72,7939,4986.64,719.75,9939.49,52.822,3.478,2.652,0.743,0.247,0.097,EQUIPMENT_TRACKING,RPT00000187,0,6130,87.16,57
2023,PROG0000188,INSULATION,707.91,185130,54262.9,4942.83,70952.22,315.232,0.894,0.462,0.307,0.282,0.053,DEEMED,RPT00000188,0,2165,36.61,151
2016,PROG0000189,INDUSTRIAL_PROCESS,3766.46,40385,139380.33,1403.05,65161.19,2402.581,1.209,2.502,0.374,0.545,0.132,BILLING_ANALYSIS,RPT00000189,1,1198,58.97,127
2018,PROG0000190,HVAC,2263.48,198765,69033.89,1497.67,88828.53,578.201,3.36,2.497,1.096,0.298,0.275,EQUIPMENT_TRACKING,RPT00000190,0,1070,78.21,65
2010,PROG0000191,SOLAR_WATER_HEAT,1374.89,249881,131710.71,2594.37,79008.89,1350.454,1.115,2.087,1.045,0.161,0.117,EQUIPMENT_TRACKING,RPT00000191,0,1747,42.95,128
2025,PROG0000192,INDUSTRIAL_PROCESS,2982.95,186898,82806.63,4987.96,1578.14,431.056,2.059,1.941,0.427,0.37,0.062,METERED,RPT00000192,0,5485,61.98,177
2013,PROG0000193,OTHER,5665.36,224278,189934.0,4258.47,79443.97,1139.284,2.099,2.178,0.519,0.329,0.084,INSPECTION,RPT00000193,1,4402,42.32,138
2025,PROG0000194,WEATHERIZATION,3272.75,60377,107366.06,35.7,35733.49,1842.048,1.624,1.001,0.667,0.434,0.326,INSPECTION,RPT00000194,1,5443,14.16,151
2019,PROG0000195,HEAT_PUMP,5484.4,76510,3932.49,85.83,11365.71,61.881,1.941,0.37,1.078,0.024,0.334,DEEMED,RPT00000195,0,3515,74.73,137
2011,PROG0000196,HEAT_PUMP,506.76,209971,209678.57,4304.44,56277.49,3062.327,1.926,0.141,0.46,0.314,0.161,BILLING_ANALYSIS,RPT00000196,1,4190,54.66,40
2023,PROG0000197,INDUSTRIAL_PROCESS,32.44,153000,18186.18,1202.52,14983.91,141.97,1.193,0.21,0.595,0.34,0.275,DEEMED,RPT00000197,1,5702,61.65,138
2009,PROG0000198,HEAT_PUMP,6419.47,27119,157778.32,214.18,75475.34,2788.636,3.109,2.22,0.919,0.356,0.311,DEEMED,RPT00000198,0,10736,45.42,28
2015,PROG0000199,HEAT_PUMP,5781.69,41165,177227.31,4164.82,18698.38,2282.357,1.299,2.338,0.371,0.501,0.337,EQUIPMENT_TRACKING,RPT00000199,0,1518,40.28,32
2023,PROG0000200,BUILDING_CONTROLS,3146.69,50386,104535.13,1891.35,36380.75,478.786,2.742,2.24,1.08,0.574,0.342,DEEMED,RPT00000200,0,4544,31.7,85
2012,PROG0000201,INSULATION,1563.41,178280,162494.08,2549.76,37674.01,1569.687,3.128,2.684,0.587,0.111,0.374,DEEMED,RPT00000201,1,8515,30.49,91
2017,PROG0000202,BUILDING_CONTROLS,4271.6,69186,2551.31,1618.7,2000.74,43.43,0.546,2.859,0.603,0.067,0.104,EQUIPMENT_TRACKING,RPT00000202,1,7117,10.96,137
2016,PROG0000203,SOLAR_WATER_HEAT,4366.87,241544,133630.73,3940.85,89191.9,2125.778,1.116,1.957,0.474,0.573,0.489,DEEMED,RPT00000203,1,5509,81.77,98
2014,PROG0000204,LED,5694.99,189116,94553.85,3420.2,4411.79,794.009,0.503,2.002,0.575,0.428,0.384,INSPECTION,RPT00000204,0,2771,58.15,32
2024,PROG0000205,HEAT_PUMP,6493.25,237325,247591.5,1272.47,41677.53,2649.107,1.993,0.202,0.531,0.387,0.435,BILLING_ANALYSIS,RPT00000205,1,3519,36.33,129
2011,PROG0000206,BUILDING_CONTROLS,2712.6,35358,7521.08,1011.78,50662.73,117.822,2.197,2.904,0.781,0.043,0.277,DEEMED,RPT00000206,0,6378,36.49,105
2009,PROG0000207,WEATHERIZATION,2020.65,196119,144915.6,1290.21,33150.42,1968.523,0.59,0.373,0.772,0.031,0.295,INSPECTION,RPT00000207,0,11135,73.3,67
2024,PROG0000208,BUILDING_CONTROLS,930.2,47238,222.41,1498.68,1082.85,0.787,2.787,0.482,0.875,0.005,0.012,METERED,RPT00000208,0,6205,19.62,178
2015,PROG0000209,HVAC,5460.33,68489,113796.17,1351.44,59843.75,559.827,1.484,0.806,0.437,0.494,0.495,BILLING_ANALYSIS,RPT00000209,1,7558,35.87,71
2010,PROG0000210,SOLAR_WATER_HEAT,6263.58,27445,238851.3,2288.22,94724.35,1153.549,0.407,1.562,0.973,0.06,0.394,METERED,RPT00000210,0,6168,93.85,8
2018,PROG0000211,INDUSTRIAL_PROCESS,396.05,201556,156379.53,267.74,2725.77,1158.009,0.609,1.979,0.329,0.554,0.005,DEEMED,RPT00000211,0,6117,16.67,91
2016,PROG0000212,BUILDING_CONTROLS,173.86,186268,74823.13,3752.36,16546.21,982.903,1.571,0.514,0.77,0.179,0.359,INSPECTION,RPT00000212,1,8495,53.03,140
2010,PROG0000213,APPLIANCE,1353.3,230841,55353.8,4038.04,39824.37,946.743,0.794,1.156,0.301,0.465,0.223,EQUIPMENT_TRACKING,RPT00000213,1,7985,9.34,57
2020,PROG0000214,SOLAR_WATER_HEAT,2073.75,27065,212268.02,4477.64,9984.97,2108.119,1.168,0.433,0.853,0.537,0.062,BILLING_ANALYSIS,RPT00000214,1,7662,55.44,172
2013,PROG0000215,HEAT_PUMP,683.28,154925,99876.85,2632.78,1035.8,1424.657,2.774,0.979,0.77,0.126,0.229,METERED,RPT00000215,0,4285,77.63,32
2021,PROG0000216,BUILDING_CONTROLS,771.89,44705,4221.76,3219.92,80617.09,29.823,0.23,1.787,0.842,0.064,0.101,METERED,RPT00000216,1,2098,97.06,73
2016,PROG0000217,INSULATION,5250.13,75539,156467.43,4325.99,67747.86,2802.576,2.789,0.142,0.774,0.065,0.205,METERED,RPT00000217,0,9852,84.9,166
2022,PROG0000218,HEAT_PUMP,126.98,187314,100726.98,4270.71,52620.26,1698.547,0.36,0.347,0.807,0.212,0.428,EQUIPMENT_TRACKING,RPT00000218,1,5740,38.35,164
2014,PROG0000219,HEAT_PUMP,2630.62,194328,80798.91,3115.05,36535.78,934.831,1.128,1.176,0.816,0.006,0.034,INSPECTION,RPT00000219,0,1981,92.57,43
2020,PROG0000220,HVAC,7074.21,169296,77945.32,2737.96,2629.08,1031.796,0.449,1.934,0.517,0.111,0.436,INSPECTION,RPT00000220,1,6437,74.59,102
2021,PROG0000221,OTHER,5958.24,22218,213653.17,4668.44,33891.74,2706.092,1.625,1.319,0.76,0.096,0.204,DEEMED,RPT00000221,1,2668,79.21,13
2015,PROG0000222,APPLIANCE,2161.08,852,170362.44,4969.57,62413.28,1940.118,2.595,2.139,0.992,0.251,0.04,INSPECTION,RPT00000222,1,9526,45.81,180
2020,PROG0000223,WEATHERIZATION,7207.37,155714,26997.59,3260.52,31760.63,269.505,2.975,0.539,0.738,0.584,0.25,INSPECTION,RPT00000223,0,153,85.02,8
2018,PROG0000224,INSULATION,3421.06,82928,173014.55,1901.03,82253.81,2555.784,1.817,0.481,0.768,0.503,0.338,BILLING_ANALYSIS,RPT00000224,1,3981,36.15,41
2019,PROG0000225,WEATHERIZATION,4403.09,106307,199538.84,1736.2,87619.39,1206.349,3.432,2.198,0.968,0.287,0.446,DEEMED,RPT00000225,0,11002,93.54,5
2013,PROG0000226,APPLIANCE,2044.22,228785,103981.88,3525.25,49406.93,1813.328,1.457,1.422,0.339,0.4,0.146,BILLING_ANALYSIS,RPT00000226,0,2591,10.34,54
2015,PROG0000227,HVAC,6524.25,105340,37776.16,807.62,44813.49,269.255,0.299,1.398,0.808,0.32,0.12,METERED,RPT00000227,1,6807,24.05,20
2024,PROG0000228,HVAC,1505.04,171361,192165.72,3023.67,87105.75,2080.852,0.462,0.559,0.844,0.347,0.491,INSPECTION,RPT00000228,0,2169,53.0,71
2018,PROG0000229,INSULATION,748.99,203898,138341.66,1092.91,44021.22,2189.715,1.458,1.425,0.917,0.519,0.139,METERED,RPT00000229,0,4844,76.19,128
2024,PROG0000230,INDUSTRIAL_PROCESS,423.1,49974,119098.92,2732.72,20330.36,1102.026,2.763,0.661,0.946,0.472,0.094,BILLING_ANALYSIS,RPT00000230,0,4228,59.04,109
2022,PROG0000231,OTHER,4946.99,249063,230257.09,4193.89,59842.83,2910.626,1.706,2.82,0.695,0.096,0.313,INSPECTION,RPT00000231,1,3922,25.06,154
2010,PROG0000232,INSULATION,1279.24,47530,231250.08,310.77,73880.87,4096.25,0.718,0.434,0.629,0.177,0.217,EQUIPMENT_TRACKING,RPT00000232,0,6960,41.02,40
2009,PROG0000233,HEAT_PUMP,922.81,83797,73989.43,3819.02,35170.35,542.01,0.735,0.334,1.027,0.265,0.087,BILLING_ANALYSIS,RPT00000233,0,951,5.61,141
2020,PROG0000234,WEATHERIZATION,22.11,188450,68774.22,964.66,30932.33,857.284,3.188,2.474,0.802,0.322,0.286,EQUIPMENT_TRACKING,RPT00000234,0,4414,12.5,104
2020,PROG0000235,BUILDING_CONTROLS,6104.97,142039,66741.41,1881.67,75679.57,925.528,1.231,0.798,0.516,0.511,0.251,INSPECTION,RPT00000235,0,8506,75.07,38
2025,PROG0000236,SOLAR_WATER_HEAT,4118.95,242428,144143.79,312.73,31384.44,473.373,2.777,0.428,0.696,0.433,0.022,BILLING_ANALYSIS,RPT00000236,1,10007,10.62,70
2011,PROG0000237,HEAT_PUMP,2339.69,119034,107551.34,4490.12,30430.43,1053.572,0.844,1.591,0.536,0.269,0.222,INSPECTION,RPT00000237,0,9332,26.34,144
2014,PROG0000238,LED,2877.06,163827,28734.11,1345.96,84985.95,317.997,3.427,0.408,0.322,0.289,0.011,METERED,RPT00000238,1,6597,31.86,88
2021,PROG0000239,BUILDING_CONTROLS,143.92,227253,9429.76,122.34,1753.88,58.112,3.429,2.309,0.998,0.507,0.39,DEEMED,RPT00000239,1,8142,14.65,125
2012,PROG0000240,LED,359.7,228810,229955.11,1750.95,10278.95,3982.323,1.775,1.224,0.45,0.346,0.426,METERED,RPT00000240,0,10113,29.66,26
2020,PROG0000241,HEAT_PUMP,893.77,63925,147257.2,3456.59,13230.15,2491.299,1.817,0.839,0.442,0.157,0.458,METERED,RPT00000241,1,4938,90.05,165
2013,PROG0000242,BUILDING_CONTROLS,7474.08,48416,69567.0,3465.88,9669.8,311.989,2.81,0.135,0.707,0.217,0.436,BILLING_ANALYSIS,RPT00000242,1,4710,40.97,10
2014,PROG0000243,WEATHERIZATION,3245.48,185020,140203.14,4823.73,71744.58,2323.372,2.532,2.574,0.307,0.21,0.325,BILLING_ANALYSIS,RPT00000243,0,4625,52.59,57
2024,PROG0000244,OTHER,6929.36,53239,183455.22,2856.11,12770.88,1756.186,0.741,1.012,1.065,0.182,0.23,EQUIPMENT_TRACKING,RPT00000244,1,3746,9.11,27
2013,PROG0000245,INSULATION,1404.19,191123,25442.17,938.16,64834.89,128.552,3.316,1.509,0.916,0.59,0.332,DEEMED,RPT00000245,1,10652,89.18,37
2009,PROG0000246,HVAC,6951.72,77604,184590.34,3703.35,20129.26,2424.464,0.548,1.565,0.555,0.202,0.285,DEEMED,RPT00000246,0,1656,29.83,112
2012,PROG0000247,OTHER,5678.03,105826,62596.45,4359.15,87.54,1065.322,0.477,2.739,0.853,0.572,0.057,METERED,RPT00000247,1,11240,16.66,92
2011,PROG0000248,INDUSTRIAL_PROCESS,3046.68,68269,149253.09,2805.93,21979.86,957.811,2.823,2.695,0.941,0.535,0.043,INSPECTION,RPT00000248,1,5562,96.86,169
2011,PROG0000249,BUILDING_CONTROLS,7497.11,121149,112560.77,341.15,88861.79,1725.182,2.403,1.727,1.097,0.121,0.231,INSPECTION,RPT00000249,0,4364,82.46,144
2025,PROG0000250,OTHER,6366.16,64717,127870.2,2119.05,71306.83,1503.349,2.855,2.028,0.597,0.248,0.084,EQUIPMENT_TRACKING,RPT00000250,0,9730,35.8,18
2025,PROG0000251,WEATHERIZATION,2320.33,236073,204700.16,3756.99,11051.34,1864.134,2.081,0.844,0.344,0.542,0.081,INSPECTION,RPT00000251,0,2047,33.3,104
2019,PROG0000252,OTHER,6396.27,125264,97462.07,885.21,30079.38,693.757,1.917,2.746,0.925,0.559,0.308,BILLING_ANALYSIS,RPT00000252,1,11892,42.09,74
2022,PROG0000253,INSULATION,2967.44,184397,32120.19,1676.9,33850.75,169.768,2.839,2.852,0.537,0.377,0.244,DEEMED,RPT00000253,0,10946,94.06,154
2025,PROG0000254,LED,7018.29,214358,150827.84,4980.74,28425.6,1280.948,2.297,1.77,0.725,0.092,0.063,METERED,RPT00000254,1,4532,19.48,163
2010,PROG0000255,LED,6985.77,85248,215098.73,270.19,82092.32,1200.026,3.038,0.937,1.083,0.418,0.213,METERED,RPT00000255,1,7510,65.41,23
2016,PROG0000256,BUILDING_CONTROLS,2625.15,142396,12616.51,531.0,93767.94,102.147,3.101,1.821,0.903,0.509,0.257,METERED,RPT00000256,1,5324,47.27,48
2013,PROG0000257,HVAC,4886.97,128554,93601.25,151.25,7330.76,1013.55,0.863,0.72,0.356,0.343,0.111,INSPECTION,RPT00000257,1,5628,1.53,154
2011,PROG0000258,HEAT_PUMP,3788.09,228249,121253.91,3769.39,83533.07,447.18,1.858,2.867,0.322,0.328,0.399,EQUIPMENT_TRACKING,RPT00000258,0,6189,0.78,1
2019,PROG0000259,HVAC,5882.93,236107,165199.77,2427.06,30760.37,1138.778,2.897,0.449,1.075,0.438,0.123,EQUIPMENT_TRACKING,RPT00000259,1,3909,25.44,103
2015,PROG0000260,INSULATION,567.78,227103,72034.83,1655.83,25562.28,534.241,2.32,2.663,0.324,0.189,0.155,METERED,RPT00000260,0,6531,87.09,91
2014,PROG0000261,APPLIANCE,7335.4,135872,40403.77,1647.31,65728.11,239.643,3.058,0.136,0.603,0.55,0.113,INSPECTION,RPT00000261,0,44,65.35,22
2022,PROG0000262,WEATHERIZATION,2002.97,19607,139430.21,3507.05,23867.29,1749.217,2.514,1.212,0.482,0.014,0.459,INSPECTION,RPT00000262,0,3753,86.94,24
2022,PROG0000263,APPLIANCE,2885.12,59332,151125.11,3813.56,72594.86,1166.522,1.563,1.177,0.829,0.57,0.329,DEEMED,RPT00000263,0,9825,29.44,53
2022,PROG0000264,HEAT_PUMP,3855.65,151498,7257.32,106.05,51476.1,31.149,0.662,1.681,0.355,0.397,0.174,INSPECTION,RPT00000264,1,8378,79.83,67
2014,PROG0000265,SOLAR_WATER_HEAT,1639.11,39596,129695.93,4348.79,34633.82,1921.198,0.348,0.856,0.94,0.106,0.224,EQUIPMENT_TRACKING,RPT00000265,0,2556,92.38,157
2024,PROG0000266,SOLAR_WATER_HEAT,1118.7,115875,238695.16,3578.69,76717.16,2624.413,1.017,0.692,0.724,0.105,0.254,DEEMED,RPT00000266,0,1602,84.03,86
2009,PROG0000267,APPLIANCE,7082.35,3096,210648.83,108.07,48667.33,3001.891,1.832,1.443,0.426,0.541,0.085,INSPECTION,RPT00000267,0,3126,73.64,70
2015,PROG0000268,HVAC,6981.03,31747,99948.84,3774.94,35574.39,1570.18,0.962,1.266,1.092,0.249,0.095,BILLING_ANALYSIS,RPT00000268,0,9287,6.81,0
2015,PROG0000269,APPLIANCE,2334.1,115065,231316.1,2865.02,76451.34,1832.672,0.894,1.714,0.634,0.46,0.111,DEEMED,RPT00000269,0,6337,16.28,44
2025,PROG0000270,HEAT_PUMP,6521.44,177192,167791.35,2616.2,37152.88,2682.543,2.533,0.871,0.732,0.321,0.259,EQUIPMENT_TRACKING,RPT00000270,1,10732,16.79,146
2020,PROG0000271,BUILDING_CONTROLS,1982.91,115895,249007.45,2397.18,58672.73,1025.616,2.446,2.909,0.409,0.214,0.223,INSPECTION,RPT00000271,0,10701,66.37,19
2013,PROG0000272,INSULATION,5913.44,28348,20979.32,3420.04,84932.0,109.809,2.535,1.885,0.372,0.093,0.049,METERED,RPT00000272,0,3786,14.19,90
2020,PROG0000273,BUILDING_CONTROLS,5475.32,86703,174071.96,2282.72,76899.97,897.958,0.725,1.509,0.919,0.078,0.469,EQUIPMENT_TRACKING,RPT00000273,1,7933,74.37,140
2018,PROG0000274,SOLAR_WATER_HEAT,1789.99,7914,123256.71,975.28,23049.37,1856.523,3.403,2.918,1.066,0.264,0.233,BILLING_ANALYSIS,RPT00000274,0,972,83.51,97
2023,PROG0000275,APPLIANCE,4859.96,9810,59336.99,1691.3,20608.81,575.143,1.451,0.601,1.009,0.561,0.242,EQUIPMENT_TRACKING,RPT00000275,0,690,0.5,170
2018,PROG0000276,OTHER,881.04,197384,226676.7,3767.11,65362.56,2319.028,1.012,1.341,0.608,0.276,0.445,BILLING_ANALYSIS,RPT00000276,1,6674,87.42,128
2017,PROG0000277,SOLAR_WATER_HEAT,6018.56,113058,87649.78,4900.29,33511.57,479.639,0.816,1.382,0.993,0.275,0.452,BILLING_ANALYSIS,RPT00000277,1,9145,82.47,28
2019,PROG0000278,SOLAR_WATER_HEAT,5016.17,204483,54567.55,4934.11,59152.56,980.755,2.575,0.202,1.026,0.366,0.308,BILLING_ANALYSIS,RPT00000278,0,11361,97.72,47
2019,PROG0000279,HEAT_PUMP,6164.74,145453,180439.42,1252.47,23295.48,1215.188,0.905,2.44,0.748,0.463,0.18,EQUIPMENT_TRACKING,RPT00000279,0,7894,91.27,53
2023,PROG0000280,OTHER,3814.83,97758,186115.45,513.78,67688.57,2461.172,2.857,2.291,1.067,0.414,0.115,EQUIPMENT_TRACKING,RPT00000280,0,2381,23.53,149
2018,PROG0000281,OTHER,6588.49,88501,198072.79,4335.61,6871.79,3111.216,1.458,1.051,0.717,0.156,0.21,DEEMED,RPT00000281,1,4678,84.46,107
2021,PROG0000282,LED,6264.21,201326,83265.65,4875.33,20317.71,617.112,0.803,1.512,0.546,0.497,0.26,EQUIPMENT_TRACKING,RPT00000282,0,1846,79.77,108
2025,PROG0000283,LED,1929.91,126027,213839.0,1980.09,53157.97,2253.886,3.211,2.37,0.724,0.186,0.149,BILLING_ANALYSIS,RPT00000283,1,9873,4.86,77
2016,PROG0000284,OTHER,2729.85,24608,198539.72,107.75,70706.07,3084.781,0.831,0.421,0.369,0.456,0.371,EQUIPMENT_TRACKING,RPT00000284,0,11332,26.7,73
2014,PROG0000285,BUILDING_CONTROLS,2304.38,11444,90708.21,87.84,37849.89,1177.862,0.941,1.541,0.565,0.275,0.31,METERED,RPT00000285,1,11516,3.62,126
2009,PROG0000286,HVAC,5772.45,192277,19572.29,2978.25,22980.11,242.496,2.528,1.401,0.781,0.593,0.292,METERED,RPT00000286,1,11558,9.29,29
2014,PROG0000287,LED,4521.48,177082,63297.61,4289.05,45621.58,691.385,1.474,1.488,0.426,0.433,0.492,EQUIPMENT_TRACKING,RPT00000287,0,555,99.86,145
2016,PROG0000288,HEAT_PUMP,7006.49,173515,97838.85,4100.16,36573.31,448.527,1.757,2.084,0.396,0.56,0.149,BILLING_ANALYSIS,RPT00000288,0,4422,5.75,112
2024,PROG0000289,APPLIANCE,3366.86,155869,14872.36,2616.28,32757.64,144.162,1.416,0.931,0.387,0.522,0.149,BILLING_ANALYSIS,RPT00000289,0,7869,86.87,155
2024,PROG0000290,WEATHERIZATION,4950.5,25020,220774.03,3054.53,31769.27,3109.845,3.223,1.956,0.333,0.501,0.402,INSPECTION,RPT00000290,0,834,18.75,88
