trans_rail_reference_month,trans_rail_country_iso2,trans_rail_operator_code,trans_rail_origin_station_code,trans_rail_destination_station_code,trans_rail_passenger_km_million,trans_rail_freight_tonne_km_million,trans_rail_on_time_performance_pct,trans_rail_delay_minutes_avg,trans_rail_cancelled_services_count,trans_rail_ticket_price_index,trans_rail_capacity_train_km_million,trans_rail_electrified_network_share_pct,trans_rail_ertms_equipped_km,trans_rail_cross_border_service_flag,trans_rail_night_train_service_flag,trans_rail_rail_freight_corridor_code,trans_rail_data_source,trans_rail_data_quality_flag,trans_rail_data_extract_date
2026-02,GR,GR_RAIL_OP002,GRST122,DEST122,2381.33,2138.86,95.61,9.68,95,133.56,57.489,33.68,3454.07,1,0,RFC2_NSEA_MED,ERA_PERFORMANCE_REPORT,1,2025-11-10
2026-03,LT,LT_RAIL_OP003,LTST123,LUST123,1751.69,468.43,69.53,3.08,376,124.85,71.204,98.92,9692.66,1,1,RFC3_SCAND_MED,INFRA_MANAGER_DATA,1,2024-01-20
2026-04,PT,PT_RAIL_OP004,PTST124,SIST124,3120.42,2547.35,78.1,11.82,118,90.26,33.471,39.91,6576.63,1,0,RFC4_ATLANTIC,OPERATOR_REPORTING,0,2024-04-01
2026-05,SE,SE_RAIL_OP005,SEST125,CYST125,423.82,2931.51,84.39,7.47,554,114.72,54.872,93.51,8323.43,1,0,RFC5_BALTIC_ADRIATIC,EUROSTAT_RAIL,1,2025-03-23
2026-06,CY,CY_RAIL_OP006,CYST126,GRST126,2370.67,3396.09,82.72,3.1,128,131.06,6.162,78.49,6543.25,1,0,RFC6_MEDITERRANEAN,ERA_PERFORMANCE_REPORT,1,2024-10-03
2026-07,FR,FR_RAIL_OP007,FRST127,MTST127,4790.36,1180.31,72.63,3.13,52,125.47,45.302,62.02,6983.98,0,1,RFC7_ORIENT_EASTMED,INFRA_MANAGER_DATA,0,2024-06-12
2026-08,IT,IT_RAIL_OP008,ITST128,ESST128,5762.28,5005.02,69.53,13.88,608,102.55,94.223,68.63,5321.41,1,1,RFC8_NORTH_SEA_BALTIC,OPERATOR_REPORTING,0,2025-11-04
2026-09,NL,NL_RAIL_OP009,NLST129,CZST129,172.97,149.34,79.22,7.93,129,116.08,22.46,38.0,5515.43,1,0,RFC9_RHINE_DANUBE,EUROSTAT_RAIL,1,2024-03-11
2026-10,SI,SI_RAIL_OP010,SIST130,HUST130,2302.17,554.39,72.87,4.42,753,135.83,34.891,37.27,5390.57,0,0,RFC10_ALPINE_WEST_BALKANS,ERA_PERFORMANCE_REPORT,1,2024-10-17
2026-11,BG,BG_RAIL_OP011,BGST131,NLST131,3096.36,311.35,69.3,7.1,1021,101.83,23.876,78.72,3919.24,0,0,RFC1_RHINE_ALPINE,INFRA_MANAGER_DATA,1,2025-08-16
2026-12,EE,EE_RAIL_OP012,EEST132,SEST132,573.46,2164.51,94.22,7.8,282,125.44,46.506,49.35,4693.48,0,0,RFC2_NSEA_MED,OPERATOR_REPORTING,0,2024-12-06
2016-01,HU,HU_RAIL_OP013,HUST133,DKST133,2707.34,3048.67,86.4,8.82,538,89.39,46.905,40.2,1457.71,1,0,RFC3_SCAND_MED,EUROSTAT_RAIL,0,2024-11-30
2016-02,LU,LU_RAIL_OP014,LUST134,IEST134,2460.8,1561.16,85.44,12.45,428,111.31,33.558,43.6,7.73,1,0,RFC4_ATLANTIC,ERA_PERFORMANCE_REPORT,1,2024-11-05
2016-03,RO,RO_RAIL_OP015,ROST135,PLST135,3999.04,2659.46,71.96,16.7,684,111.48,133.569,86.65,8458.74,1,0,RFC5_BALTIC_ADRIATIC,INFRA_MANAGER_DATA,1,2024-11-04
2016-04,AT,AT_RAIL_OP016,ATST136,ATST136,2292.39,4758.69,77.66,8.22,130,92.09,112.45,63.57,786.3,0,0,RFC6_MEDITERRANEAN,OPERATOR_REPORTING,1,2026-01-04
2016-05,CZ,CZ_RAIL_OP017,CZST137,EEST137,2148.57,627.53,90.81,12.42,175,106.04,65.369,62.07,8634.74,1,0,RFC7_ORIENT_EASTMED,EUROSTAT_RAIL,1,2024-03-31
2016-06,DE,DE_RAIL_OP018,DEST138,ITST138,6037.96,3508.75,82.67,1.14,546,121.33,95.389,46.34,2987.39,1,0,RFC8_NORTH_SEA_BALTIC,ERA_PERFORMANCE_REPORT,1,2025-11-17
2016-07,LV,LV_RAIL_OP019,LVST139,PTST139,2779.22,3193.92,89.9,12.83,102,124.02,50.709,42.01,4387.54,0,0,RFC9_RHINE_DANUBE,INFRA_MANAGER_DATA,1,2024-02-27
2016-08,PL,PL_RAIL_OP020,PLST140,BEST140,27.38,2311.66,69.19,5.14,874,103.72,77.831,46.49,517.83,1,0,RFC10_ALPINE_WEST_BALKANS,OPERATOR_REPORTING,1,2026-02-16
2016-09,ES,ES_RAIL_OP021,ESST141,FIST141,2381.57,2896.17,84.61,0.58,295,108.64,114.102,44.26,5326.52,0,0,RFC1_RHINE_ALPINE,EUROSTAT_RAIL,1,2025-03-07
2016-10,HR,HR_RAIL_OP022,HRST142,LVST142,4133.33,131.23,71.01,15.3,247,132.23,95.912,37.05,1256.82,1,1,RFC2_NSEA_MED,ERA_PERFORMANCE_REPORT,1,2025-02-22
2016-11,FI,FI_RAIL_OP023,FIST143,ROST143,190.32,5112.93,72.8,21.46,957,102.84,77.128,97.23,1754.59,1,0,RFC3_SCAND_MED,INFRA_MANAGER_DATA,1,2026-01-24
2016-12,IE,IE_RAIL_OP024,IEST144,BGST144,2061.41,6174.2,79.74,3.8,448,124.16,30.097,83.3,10101.69,0,0,RFC4_ATLANTIC,OPERATOR_REPORTING,1,2025-04-19
2017-01,MT,MT_RAIL_OP025,MTST145,FRST145,4229.02,3164.91,88.71,2.25,100,107.83,70.672,54.6,2666.97,1,1,RFC5_BALTIC_ADRIATIC,EUROSTAT_RAIL,1,2024-09-15
2017-02,SK,SK_RAIL_OP026,SKST146,LTST146,6261.19,431.38,88.33,8.65,290,129.83,57.142,70.47,6810.78,1,0,RFC6_MEDITERRANEAN,ERA_PERFORMANCE_REPORT,1,2025-01-31
2017-03,BE,BE_RAIL_OP027,BEST147,SKST147,5318.57,1509.22,77.18,7.51,601,108.65,51.529,49.27,2044.43,1,0,RFC7_ORIENT_EASTMED,INFRA_MANAGER_DATA,1,2024-07-06
2017-04,DK,DK_RAIL_OP028,DKST148,HRST148,3542.0,2894.46,80.45,4.62,638,99.28,69.485,76.32,7575.05,1,1,RFC8_NORTH_SEA_BALTIC,OPERATOR_REPORTING,1,2024-01-05
2017-05,GR,GR_RAIL_OP029,GRST149,DEST149,1971.15,1414.02,70.66,5.76,936,137.32,48.526,48.01,4828.94,1,0,RFC9_RHINE_DANUBE,EUROSTAT_RAIL,1,2026-01-12
2017-06,LT,LT_RAIL_OP030,LTST150,LUST150,4710.95,932.69,95.67,6.97,0,104.48,31.156,42.61,213.56,1,0,RFC10_ALPINE_WEST_BALKANS,ERA_PERFORMANCE_REPORT,1,2025-04-02
2017-07,PT,PT_RAIL_OP031,PTST151,SIST151,2806.82,178.74,75.83,15.41,56,110.78,34.676,61.16,575.49,1,0,RFC1_RHINE_ALPINE,INFRA_MANAGER_DATA,0,2025-06-06
2017-08,SE,SE_RAIL_OP032,SEST152,CYST152,1105.04,1740.15,83.08,14.07,70,87.11,19.243,73.38,3010.84,1,0,RFC2_NSEA_MED,OPERATOR_REPORTING,0,2025-06-25
2017-09,CY,CY_RAIL_OP033,CYST153,GRST153,2255.22,322.86,82.97,8.83,82,86.66,83.61,63.67,7259.1,1,0,RFC3_SCAND_MED,EUROSTAT_RAIL,1,2024-03-16
2017-10,FR,FR_RAIL_OP034,FRST154,MTST154,2949.76,151.29,80.92,13.76,298,119.44,36.13,93.12,3694.58,1,1,RFC4_ATLANTIC,ERA_PERFORMANCE_REPORT,0,2025-04-05
2017-11,IT,IT_RAIL_OP035,ITST155,ESST155,4058.43,1049.27,93.91,3.88,390,140.03,22.633,55.02,801.3,0,0,RFC5_BALTIC_ADRIATIC,INFRA_MANAGER_DATA,1,2024-12-24
2017-12,NL,NL_RAIL_OP036,NLST156,CZST156,2493.05,1739.71,81.3,1.26,178,137.64,7.885,99.48,5944.31,0,1,RFC6_MEDITERRANEAN,OPERATOR_REPORTING,1,2024-04-19
2018-01,SI,SI_RAIL_OP037,SIST157,HUST157,886.1,4840.23,73.32,15.78,546,129.85,3.555,98.59,1853.4,1,0,RFC7_ORIENT_EASTMED,EUROSTAT_RAIL,1,2024-10-31
2018-02,BG,BG_RAIL_OP038,BGST158,NLST158,532.21,1462.4,71.55,5.77,1059,128.52,84.601,87.03,9787.6,0,0,RFC8_NORTH_SEA_BALTIC,ERA_PERFORMANCE_REPORT,1,2024-04-26
2018-03,EE,EE_RAIL_OP039,EEST159,SEST159,4326.9,384.16,78.29,10.17,597,108.8,85.817,94.57,3343.69,0,0,RFC9_RHINE_DANUBE,INFRA_MANAGER_DATA,1,2025-09-29
2018-04,HU,HU_RAIL_OP040,HUST160,DKST160,1253.64,207.41,82.52,2.75,53,116.23,86.165,65.04,1849.03,1,0,RFC10_ALPINE_WEST_BALKANS,OPERATOR_REPORTING,0,2025-09-24
2018-05,LU,LU_RAIL_OP041,LUST161,IEST161,2412.19,116.24,90.55,4.97,508,110.47,54.605,58.81,4975.52,1,0,RFC1_RHINE_ALPINE,EUROSTAT_RAIL,1,2024-05-09
2018-06,RO,RO_RAIL_OP042,ROST162,PLST162,2108.09,649.3,76.76,4.91,448,108.37,4.885,87.59,542.5,0,0,RFC2_NSEA_MED,ERA_PERFORMANCE_REPORT,1,2025-07-22
2018-07,AT,AT_RAIL_OP043,ATST163,ATST163,2233.08,1892.9,69.52,11.42,468,123.86,86.638,92.66,4726.13,0,1,RFC3_SCAND_MED,INFRA_MANAGER_DATA,1,2024-07-21
2018-08,CZ,CZ_RAIL_OP044,CZST164,EEST164,3557.4,775.98,68.84,17.17,1105,115.69,31.53,94.68,3530.31,1,0,RFC4_ATLANTIC,OPERATOR_REPORTING,1,2024-07-16
2018-09,DE,DE_RAIL_OP045,DEST165,ITST165,5213.63,799.23,98.1,7.1,419,138.46,75.576,91.94,1346.49,0,0,RFC5_BALTIC_ADRIATIC,EUROSTAT_RAIL,1,2025-10-19
2018-10,LV,LV_RAIL_OP046,LVST166,PTST166,3121.06,2529.81,87.18,6.12,260,128.69,17.91,52.55,744.74,1,0,RFC6_MEDITERRANEAN,ERA_PERFORMANCE_REPORT,1,2025-06-09
2018-11,PL,PL_RAIL_OP047,PLST167,BEST167,3696.21,1324.73,77.88,23.16,435,107.99,30.476,47.42,2032.08,1,1,RFC7_ORIENT_EASTMED,INFRA_MANAGER_DATA,1,2024-03-08
2018-12,ES,ES_RAIL_OP048,ESST168,FIST168,3655.16,954.87,85.69,2.99,84,119.31,82.887,33.28,1864.2,0,0,RFC8_NORTH_SEA_BALTIC,OPERATOR_REPORTING,1,2025-07-13
2019-01,HR,HR_RAIL_OP049,HRST169,LVST169,4100.5,3816.15,93.65,1.78,116,90.91,38.536,65.95,3156.97,0,0,RFC9_RHINE_DANUBE,EUROSTAT_RAIL,1,2025-06-13
2019-02,FI,FI_RAIL_OP050,FIST170,ROST170,2379.92,2310.63,87.69,7.56,643,126.05,57.394,43.48,2362.94,1,1,RFC10_ALPINE_WEST_BALKANS,ERA_PERFORMANCE_REPORT,1,2024-02-16
2019-03,IE,IE_RAIL_OP051,IEST171,BGST171,4072.69,1203.43,93.97,11.75,49,95.86,57.221,98.45,2137.83,1,0,RFC1_RHINE_ALPINE,INFRA_MANAGER_DATA,1,2024-05-31
2019-04,MT,MT_RAIL_OP052,MTST172,FRST172,1527.81,798.27,98.42,11.45,278,136.97,15.517,68.82,2402.51,0,0,RFC2_NSEA_MED,OPERATOR_REPORTING,1,2025-06-20
2019-05,SK,SK_RAIL_OP053,SKST173,LTST173,595.91,4014.67,96.69,14.03,450,105.15,58.615,65.67,2627.24,1,0,RFC3_SCAND_MED,EUROSTAT_RAIL,1,2026-02-02
2019-06,BE,BE_RAIL_OP054,BEST174,SKST174,1191.88,1649.46,72.76,8.05,470,134.44,33.214,51.2,1649.34,1,1,RFC4_ATLANTIC,ERA_PERFORMANCE_REPORT,1,2025-06-03
2019-07,DK,DK_RAIL_OP055,DKST175,HRST175,1790.86,4117.18,80.79,3.59,667,130.18,146.58,90.17,8414.01,1,0,RFC5_BALTIC_ADRIATIC,INFRA_MANAGER_DATA,1,2025-12-23
2019-08,GR,GR_RAIL_OP056,GRST176,DEST176,2812.48,1586.35,87.38,4.84,350,86.74,122.48,60.96,1828.14,1,0,RFC6_MEDITERRANEAN,OPERATOR_REPORTING,1,2025-01-07
2019-09,LT,LT_RAIL_OP057,LTST177,LUST177,1981.63,1527.47,86.35,11.7,59,123.55,77.53,42.62,4496.92,0,0,RFC7_ORIENT_EASTMED,EUROSTAT_RAIL,1,2024-12-29
2019-10,PT,PT_RAIL_OP058,PTST178,SIST178,3839.84,2945.51,80.24,1.27,500,98.36,30.717,92.5,5449.99,1,0,RFC8_NORTH_SEA_BALTIC,ERA_PERFORMANCE_REPORT,1,2025-08-22
2019-11,SE,SE_RAIL_OP059,SEST179,CYST179,1065.42,1264.66,93.32,1.22,160,91.12,97.833,70.42,6558.63,1,0,RFC9_RHINE_DANUBE,INFRA_MANAGER_DATA,1,2025-04-07
2019-12,CY,CY_RAIL_OP060,CYST180,GRST180,1022.83,2354.07,89.04,1.84,499,141.46,40.808,71.1,9697.49,1,0,RFC10_ALPINE_WEST_BALKANS,OPERATOR_REPORTING,1,2025-11-28
2020-01,FR,FR_RAIL_OP001,FRST181,MTST181,4138.71,3197.24,72.65,3.34,990,115.58,13.272,91.27,6195.59,1,0,RFC1_RHINE_ALPINE,EUROSTAT_RAIL,1,2025-01-03
2020-02,IT,IT_RAIL_OP002,ITST182,ESST182,1855.65,1228.14,73.13,19.88,1102,137.58,48.98,74.59,2077.14,1,0,RFC2_NSEA_MED,ERA_PERFORMANCE_REPORT,1,2024-09-02
2020-03,NL,NL_RAIL_OP003,NLST183,CZST183,477.6,1671.98,95.34,4.64,366,142.42,28.478,59.14,5515.06,0,1,RFC3_SCAND_MED,INFRA_MANAGER_DATA,1,2025-02-28
2020-04,SI,SI_RAIL_OP004,SIST184,HUST184,2696.22,4741.17,77.66,13.51,484,124.17,25.114,77.83,7885.78,0,0,RFC4_ATLANTIC,OPERATOR_REPORTING,1,2024-03-07
2020-05,BG,BG_RAIL_OP005,BGST185,NLST185,2539.12,1395.14,93.27,11.33,527,115.43,23.695,40.98,1937.69,1,0,RFC5_BALTIC_ADRIATIC,EUROSTAT_RAIL,1,2025-05-14
2020-06,EE,EE_RAIL_OP006,EEST186,SEST186,3367.3,3865.35,92.66,0.68,356,121.16,146.6,42.57,3156.94,1,1,RFC6_MEDITERRANEAN,ERA_PERFORMANCE_REPORT,1,2025-08-11
2020-07,HU,HU_RAIL_OP007,HUST187,DKST187,3225.92,1206.09,92.27,12.76,351,98.09,52.761,41.41,1933.77,1,0,RFC7_ORIENT_EASTMED,INFRA_MANAGER_DATA,1,2025-11-03
2020-08,LU,LU_RAIL_OP008,LUST188,IEST188,1125.4,2675.77,81.53,1.59,5,126.12,80.523,87.55,1310.29,0,0,RFC8_NORTH_SEA_BALTIC,OPERATOR_REPORTING,1,2024-05-15
2020-09,RO,RO_RAIL_OP009,ROST189,PLST189,1539.69,4065.88,77.5,7.31,630,115.03,66.956,71.32,10013.51,0,0,RFC9_RHINE_DANUBE,EUROSTAT_RAIL,1,2025-10-09
2020-10,AT,AT_RAIL_OP010,ATST190,ATST190,3189.37,2499.19,75.42,22.25,490,102.17,50.833,74.53,6920.62,0,0,RFC10_ALPINE_WEST_BALKANS,ERA_PERFORMANCE_REPORT,1,2025-03-18
2020-11,CZ,CZ_RAIL_OP011,CZST191,EEST191,1557.78,2843.05,70.02,22.49,63,121.25,151.216,77.19,593.54,1,0,RFC1_RHINE_ALPINE,INFRA_MANAGER_DATA,1,2024-05-11
2020-12,DE,DE_RAIL_OP012,DEST192,ITST192,2642.5,4348.66,77.15,13.29,266,137.46,16.946,75.29,4829.93,1,0,RFC2_NSEA_MED,OPERATOR_REPORTING,1,2025-02-16
2021-01,LV,LV_RAIL_OP013,LVST193,PTST193,3937.22,3159.88,94.11,12.7,506,122.14,79.611,49.54,4548.93,0,1,RFC3_SCAND_MED,EUROSTAT_RAIL,1,2026-01-12
2021-02,PL,PL_RAIL_OP014,PLST194,BEST194,3236.89,848.19,83.17,4.3,141,123.41,123.044,62.0,5458.55,0,0,RFC4_ATLANTIC,ERA_PERFORMANCE_REPORT,1,2025-05-08
2021-03,ES,ES_RAIL_OP015,ESST195,FIST195,4941.06,5077.08,83.57,4.27,620,126.05,24.791,79.07,514.45,1,0,RFC5_BALTIC_ADRIATIC,INFRA_MANAGER_DATA,1,2024-07-30
2021-04,HR,HR_RAIL_OP016,HRST196,LVST196,2600.28,4167.25,94.52,12.9,444,86.44,30.222,77.35,7386.1,0,0,RFC6_MEDITERRANEAN,OPERATOR_REPORTING,1,2025-11-08
2021-05,FI,FI_RAIL_OP017,FIST197,ROST197,4927.77,878.14,86.65,12.52,501,89.72,76.633,66.4,1087.17,1,0,RFC7_ORIENT_EASTMED,EUROSTAT_RAIL,1,2024-08-23
2021-06,IE,IE_RAIL_OP018,IEST198,BGST198,399.58,3852.3,86.65,2.99,667,128.24,24.48,99.53,7307.44,1,0,RFC8_NORTH_SEA_BALTIC,ERA_PERFORMANCE_REPORT,1,2024-08-04
2021-07,MT,MT_RAIL_OP019,MTST199,FRST199,5191.88,451.34,93.03,11.97,1,105.23,104.139,51.8,5936.64,0,0,RFC9_RHINE_DANUBE,INFRA_MANAGER_DATA,1,2025-02-11
2021-08,SK,SK_RAIL_OP020,SKST200,LTST200,4425.18,746.28,86.64,6.77,31,132.94,6.979,66.24,6025.81,0,1,RFC10_ALPINE_WEST_BALKANS,OPERATOR_REPORTING,1,2025-11-26
2021-09,BE,BE_RAIL_OP021,BEST201,SKST201,5168.06,3453.46,96.89,9.5,640,90.75,29.285,68.77,6035.36,1,0,RFC1_RHINE_ALPINE,EUROSTAT_RAIL,1,2024-04-11
2021-10,DK,DK_RAIL_OP022,DKST202,HRST202,4728.47,5344.92,94.58,8.8,333,127.77,93.595,98.56,9385.2,0,0,RFC2_NSEA_MED,ERA_PERFORMANCE_REPORT,1,2025-07-24
2021-11,GR,GR_RAIL_OP023,GRST203,DEST203,377.64,2657.77,95.18,12.98,585,97.65,12.872,90.32,9894.3,1,0,RFC3_SCAND_MED,INFRA_MANAGER_DATA,1,2024-10-30
2021-12,LT,LT_RAIL_OP024,LTST204,LUST204,844.41,1414.04,84.64,7.75,358,128.32,107.434,51.98,5215.35,0,0,RFC4_ATLANTIC,OPERATOR_REPORTING,1,2024-04-13
2022-01,PT,PT_RAIL_OP025,PTST205,SIST205,2857.88,2907.91,88.3,7.73,453,107.74,7.904,36.77,1423.52,1,1,RFC5_BALTIC_ADRIATIC,EUROSTAT_RAIL,1,2025-03-24
2022-02,SE,SE_RAIL_OP026,SEST206,CYST206,4836.95,5297.25,94.81,6.93,121,137.29,77.128,59.07,1562.79,0,0,RFC6_MEDITERRANEAN,ERA_PERFORMANCE_REPORT,1,2025-01-27
2022-03,CY,CY_RAIL_OP027,CYST207,GRST207,1053.38,2212.15,73.55,14.33,96,109.47,17.909,88.1,8675.47,1,0,RFC7_ORIENT_EASTMED,INFRA_MANAGER_DATA,1,2025-10-27
2022-04,FR,FR_RAIL_OP028,FRST208,MTST208,1467.89,2572.94,74.2,9.14,443,112.24,87.258,81.72,8717.63,1,0,RFC8_NORTH_SEA_BALTIC,OPERATOR_REPORTING,1,2026-02-16
2022-05,IT,IT_RAIL_OP029,ITST209,ESST209,5980.59,2270.46,85.34,2.47,504,119.78,7.315,94.19,7816.28,1,0,RFC9_RHINE_DANUBE,EUROSTAT_RAIL,1,2024-06-02
2022-06,NL,NL_RAIL_OP030,NLST210,CZST210,1310.0,2099.73,79.99,5.78,4,135.66,65.168,68.17,6987.84,1,0,RFC10_ALPINE_WEST_BALKANS,ERA_PERFORMANCE_REPORT,1,2024-02-27
2022-07,SI,SI_RAIL_OP031,SIST211,HUST211,591.09,2527.88,94.89,7.24,583,126.51,79.11,32.22,988.51,1,1,RFC1_RHINE_ALPINE,INFRA_MANAGER_DATA,1,2025-07-29
2022-08,BG,BG_RAIL_OP032,BGST212,NLST212,569.76,1641.07,77.67,8.96,514,133.45,108.279,69.81,6010.47,1,0,RFC2_NSEA_MED,OPERATOR_REPORTING,1,2024-02-02
2022-09,EE,EE_RAIL_OP033,EEST213,SEST213,6277.57,4012.61,80.9,2.63,579,122.27,32.73,46.18,3364.33,1,0,RFC3_SCAND_MED,EUROSTAT_RAIL,1,2025-05-05
2022-10,HU,HU_RAIL_OP034,HUST214,DKST214,289.89,271.04,92.25,1.84,638,134.35,56.33,46.83,2983.33,1,1,RFC4_ATLANTIC,ERA_PERFORMANCE_REPORT,1,2024-08-01
2022-11,LU,LU_RAIL_OP035,LUST215,IEST215,5799.35,2542.98,70.42,7.0,117,125.36,13.527,69.29,5163.85,1,0,RFC5_BALTIC_ADRIATIC,INFRA_MANAGER_DATA,1,2025-05-09
2022-12,RO,RO_RAIL_OP036,ROST216,PLST216,4265.76,2613.32,87.55,9.48,200,114.25,123.768,69.06,7750.25,0,0,RFC6_MEDITERRANEAN,OPERATOR_REPORTING,1,2026-02-06
2023-01,AT,AT_RAIL_OP037,ATST217,ATST217,2691.42,495.85,74.16,13.26,504,133.96,5.109,63.82,2404.98,0,0,RFC7_ORIENT_EASTMED,EUROSTAT_RAIL,1,2024-02-08
2023-02,CZ,CZ_RAIL_OP038,CZST218,EEST218,1286.7,3503.81,75.73,6.18,275,116.55,22.585,50.86,2140.09,1,1,RFC8_NORTH_SEA_BALTIC,ERA_PERFORMANCE_REPORT,1,2026-02-13
2023-03,DE,DE_RAIL_OP039,DEST219,ITST219,6740.3,2501.14,97.67,10.32,153,100.84,17.039,35.66,5275.92,0,0,RFC9_RHINE_DANUBE,INFRA_MANAGER_DATA,1,2025-12-11
2023-04,LV,LV_RAIL_OP040,LVST220,PTST220,4194.72,122.09,94.41,2.69,412,92.94,112.803,93.8,8256.52,1,0,RFC10_ALPINE_WEST_BALKANS,OPERATOR_REPORTING,1,2024-05-30
2023-05,PL,PL_RAIL_OP041,PLST221,BEST221,1445.72,2355.72,97.93,7.45,67,126.09,20.931,58.92,3765.6,0,0,RFC1_RHINE_ALPINE,EUROSTAT_RAIL,1,2024-05-26
2023-06,ES,ES_RAIL_OP042,ESST222,FIST222,3149.2,2230.61,92.04,4.26,672,135.83,108.274,64.88,3817.5,1,1,RFC2_NSEA_MED,ERA_PERFORMANCE_REPORT,1,2024-04-09
2023-07,HR,HR_RAIL_OP043,HRST223,LVST223,1457.14,801.52,72.64,11.94,644,129.2,82.181,39.27,4509.54,0,0,RFC3_SCAND_MED,INFRA_MANAGER_DATA,1,2024-08-14
2023-08,FI,FI_RAIL_OP044,FIST224,ROST224,3037.61,1346.57,76.56,10.34,663,120.23,58.771,84.41,604.98,0,1,RFC4_ATLANTIC,OPERATOR_REPORTING,1,2025-08-12
2023-09,IE,IE_RAIL_OP045,IEST225,BGST225,3540.1,178.08,70.78,14.09,19,105.17,73.931,49.72,5586.54,0,1,RFC5_BALTIC_ADRIATIC,EUROSTAT_RAIL,1,2025-01-10
2023-10,MT,MT_RAIL_OP046,MTST226,FRST226,1961.1,2393.26,83.47,0.88,175,91.17,61.892,97.31,3962.27,1,0,RFC6_MEDITERRANEAN,ERA_PERFORMANCE_REPORT,1,2025-05-10
2023-11,SK,SK_RAIL_OP047,SKST227,LTST227,1331.65,60.33,77.34,9.41,12,114.77,5.184,61.28,8298.87,0,0,RFC7_ORIENT_EASTMED,INFRA_MANAGER_DATA,1,2024-03-30
2023-12,BE,BE_RAIL_OP048,BEST228,SKST228,2271.69,1694.67,73.27,20.19,44,129.06,30.691,32.94,4976.11,1,0,RFC8_NORTH_SEA_BALTIC,OPERATOR_REPORTING,1,2025-12-03
2024-01,DK,DK_RAIL_OP049,DKST229,HRST229,4114.09,1575.83,83.68,13.32,333,93.79,13.244,86.98,10174.63,1,0,RFC9_RHINE_DANUBE,EUROSTAT_RAIL,1,2026-01-27
2024-02,GR,GR_RAIL_OP050,GRST230,DEST230,1281.12,880.82,77.53,22.24,592,85.85,56.197,64.96,7904.38,1,0,RFC10_ALPINE_WEST_BALKANS,ERA_PERFORMANCE_REPORT,1,2025-04-13
2024-03,LT,LT_RAIL_OP051,LTST231,LUST231,482.88,965.29,70.51,20.71,202,118.79,109.349,89.02,2649.68,1,0,RFC1_RHINE_ALPINE,INFRA_MANAGER_DATA,1,2026-01-25
2024-04,PT,PT_RAIL_OP052,PTST232,SIST232,1083.22,769.99,83.68,4.48,371,88.46,64.784,84.22,3507.51,0,0,RFC2_NSEA_MED,OPERATOR_REPORTING,1,2025-02-07
2024-05,SE,SE_RAIL_OP053,SEST233,CYST233,4370.34,1389.8,94.56,2.01,548,99.45,107.714,54.66,6307.26,1,0,RFC3_SCAND_MED,EUROSTAT_RAIL,1,2024-01-24
2024-06,CY,CY_RAIL_OP054,CYST234,GRST234,6515.25,2637.71,95.92,0.63,403,144.04,81.2,58.85,4086.52,1,0,RFC4_ATLANTIC,ERA_PERFORMANCE_REPORT,1,2025-03-14
2024-07,FR,FR_RAIL_OP055,FRST235,MTST235,2672.55,2490.02,82.31,3.44,481,92.55,28.834,42.42,2251.05,1,0,RFC5_BALTIC_ADRIATIC,INFRA_MANAGER_DATA,1,2024-05-25
2024-08,IT,IT_RAIL_OP056,ITST236,ESST236,174.82,870.4,68.68,8.73,543,121.56,71.743,62.69,10063.93,0,1,RFC6_MEDITERRANEAN,OPERATOR_REPORTING,1,2025-03-04
2024-09,NL,NL_RAIL_OP057,NLST237,CZST237,1335.29,3214.76,75.18,22.93,633,104.16,20.267,79.39,7378.61,0,0,RFC7_ORIENT_EASTMED,EUROSTAT_RAIL,1,2025-09-14
2024-10,SI,SI_RAIL_OP058,SIST238,HUST238,4420.95,138.48,77.27,2.97,647,115.45,30.651,50.74,955.98,1,0,RFC8_NORTH_SEA_BALTIC,ERA_PERFORMANCE_REPORT,1,2026-01-25
2024-11,BG,BG_RAIL_OP059,BGST239,NLST239,3657.63,68.94,76.81,20.18,289,138.34,27.259,41.39,6034.43,1,0,RFC9_RHINE_DANUBE,INFRA_MANAGER_DATA,1,2024-12-31
2024-12,EE,EE_RAIL_OP060,EEST240,SEST240,225.59,5679.6,95.8,6.68,578,142.41,88.525,78.51,5285.56,0,0,RFC10_ALPINE_WEST_BALKANS,OPERATOR_REPORTING,1,2025-01-07
2025-01,HU,HU_RAIL_OP001,HUST241,DKST241,2441.37,4407.8,93.44,4.43,391,105.43,50.141,30.66,2278.32,1,0,RFC1_RHINE_ALPINE,EUROSTAT_RAIL,1,2024-03-12
2025-02,LU,LU_RAIL_OP002,LUST242,IEST242,148.36,1932.86,95.97,7.82,587,106.73,21.871,79.56,5928.11,1,0,RFC2_NSEA_MED,ERA_PERFORMANCE_REPORT,1,2026-02-16
2025-03,RO,RO_RAIL_OP003,ROST243,PLST243,880.89,3445.05,84.79,14.18,280,96.59,90.691,59.33,6466.53,0,0,RFC3_SCAND_MED,INFRA_MANAGER_DATA,1,2024-04-03
2025-04,AT,AT_RAIL_OP004,ATST244,ATST244,82.25,2796.28,95.4,13.28,103,93.8,94.504,95.74,5190.85,0,0,RFC4_ATLANTIC,OPERATOR_REPORTING,1,2026-01-17
