gov_budget_budget_fiscal_year,gov_budget_government_unit_id,gov_budget_fund_type_code,gov_budget_revenue_taxes_total,gov_budget_revenue_fees_total,gov_budget_revenue_intergov_total,gov_budget_revenue_charges_services,gov_budget_expenditure_public_safety,gov_budget_expenditure_education,gov_budget_expenditure_health,gov_budget_expenditure_transport,gov_budget_expenditure_housing,gov_budget_expenditure_general_gov,gov_budget_capital_outlay_total,gov_budget_debt_service_total,gov_budget_pension_contribution_total,gov_budget_rainy_day_fund_balance,gov_budget_general_fund_balance,gov_budget_audit_opinion_code,gov_budget_cash_flow_stress_index
2009,GOV0000098,EDUCATION,65337631028.84,18871313050.08,52100034244.55,3873220899.0,45274044408.49,124189446410.68,50360174525.28,52526333347.18,30977285036.42,38526952743.71,63147304504.16,8016462429.49,13586224222.05,8640072772.61,57153964082.69,UNQUALIFIED,0.9066
2017,GOV0000099,TRANSPORT,93294532523.75,8882325626.45,85755548370.49,15240700519.78,54943427003.17,19773935590.92,51420482371.89,51977154816.15,239355484.07,15322538302.91,6392373014.14,12603689987.88,12581338284.3,12360508329.55,65286910890.62,UNQUALIFIED,0.7752
2022,GOV0000100,EDUCATION,164311352291.43,26048996696.86,52803905282.44,6797233466.37,15806682968.35,49828725214.02,69399326620.57,41487890863.55,30859138181.05,4869395909.43,54432347045.66,11737481697.12,2538718918.49,1295558452.23,24010599417.4,UNQUALIFIED,0.3066
2011,GOV0000101,DEBT_SERVICE,201797477579.55,529183843.07,37898245254.8,2554724570.4,29476700915.44,49031922374.37,1649155716.57,14668394630.95,10222066747.75,2343397544.16,57811710406.02,22207119401.94,15946148111.06,23449862580.77,69812979911.99,UNQUALIFIED,0.7426
2021,GOV0000102,DEBT_SERVICE,193268403950.75,34177526459.94,19570258543.82,1483950002.28,31631773009.03,122214913594.8,7554101370.97,9988727023.99,32550769873.71,22503275270.44,36605227883.82,8692569369.52,23292049527.95,38706403022.18,20012177799.89,UNQUALIFIED,0.3383
2021,GOV0000103,EDUCATION,89886239573.05,89095167.24,45079109299.9,27830353349.67,44493172660.99,6003050251.17,149146549677.15,3179973088.28,30526574224.45,4521233438.5,4062570902.32,7894459440.17,4317139942.5,10346900954.7,23770597535.21,UNQUALIFIED,0.066
2025,GOV0000104,TRANSPORT,171212805637.2,11852469201.34,105408072594.28,16306707720.51,76191029491.52,56726614385.8,121474682531.48,40931529960.75,24135303674.95,20287657869.79,61469438830.3,20155309531.91,23702726992.96,7640569609.2,50485669770.18,UNQUALIFIED,0.775
2008,GOV0000105,CAPITAL,70056883294.91,40819556354.13,89229861057.23,29319069823.84,48048477619.87,34850764476.71,84376277887.1,31935864094.33,20598447949.1,11963194730.21,21754963798.75,12045755723.61,23061707831.72,22794884391.75,43417406250.91,UNQUALIFIED,0.4275
2019,GOV0000106,CAPITAL,35865659306.18,4344610341.34,104774249618.14,23015980248.05,56305815346.76,83320062831.25,157231291311.29,36703600728.29,2641992616.89,32273568091.35,220826104.13,22358529438.12,10789164824.56,7706635301.31,37437432586.66,UNQUALIFIED,0.2728
2013,GOV0000107,EDUCATION,32944633574.33,20158100738.81,97348516974.47,12158345837.78,51957018762.62,49317299678.12,66960152612.07,19714549779.33,12120484882.65,38091680990.16,37954278305.57,13016174924.43,1952773625.67,20279254012.06,-2011068952.94,QUALIFIED,0.0973
2016,GOV0000108,TRANSPORT,193703580091.09,22145020080.12,17841790942.54,34538539640.59,79982763073.6,123078030499.66,68908647627.75,47170543979.26,15042189392.65,51446673971.12,61376156591.32,31747202194.4,17043329605.93,9358910878.0,51871568851.14,UNQUALIFIED,0.1371
2011,GOV0000109,DEBT_SERVICE,206006531037.29,891197752.94,71160866884.27,10972700644.33,70877243806.21,124399010305.81,73071772088.25,22639703245.43,20341801811.86,50004615191.75,52262338015.74,25630000177.09,15042278903.36,6868539412.57,67057000749.05,UNQUALIFIED,0.8626
2016,GOV0000110,CAPITAL,120179512903.62,25487829869.9,79712269012.62,33755201586.97,7816808124.77,112438447753.61,21552441627.33,42291048835.12,14352331926.56,26344743697.1,48262002268.16,34774596066.25,24538676142.21,33545463983.11,-96413387.36,QUALIFIED,0.5102
2023,GOV0000111,SPECIAL_REVENUE,106629862799.46,33770502850.2,82569413609.01,12179309836.96,36263558567.41,266483937.58,140246805230.55,12502575860.45,18863900036.09,21724242904.17,6272601521.99,16458249991.86,3244851824.44,39993105780.35,1506328184.26,UNQUALIFIED,0.5165
2022,GOV0000112,ENTERPRISE,93108288718.92,6775093076.08,455138830.91,4407269638.15,37843552529.53,34446760399.21,37622227484.79,20604012860.52,35450899224.43,40248041936.53,10599178687.8,15562211948.29,21025679313.02,38873369509.56,43803888205.39,UNQUALIFIED,0.6705
2009,GOV0000113,ENTERPRISE,186168479248.72,4819843306.08,16630737474.03,25288257575.05,40227713608.65,12993662998.43,27174353281.21,44783657965.01,1675283902.06,2953896839.84,59686472675.98,28270801478.39,16174811260.8,24256398254.51,19629437515.01,UNQUALIFIED,0.9491
2013,GOV0000114,GENERAL,162402362778.59,42317919679.17,105617628297.15,33393268133.82,250198793.02,23464816145.79,148147302984.84,58850241669.02,21267693738.06,1777738907.18,8727136592.98,31690131817.43,6928317109.17,15738646498.61,27060168320.59,UNQUALIFIED,0.4012
2018,GOV0000115,SPECIAL_REVENUE,103231600527.61,17200681034.81,50743203513.5,1425067783.28,55614357111.27,114111221730.78,151080296518.7,52334613359.02,31271459218.24,4899145478.07,13522345984.36,22071325503.21,13435506715.24,6064783545.67,62745481882.39,UNQUALIFIED,0.7422
2017,GOV0000116,CAPITAL,234032831544.99,14641210451.68,87667091807.77,17529620999.66,57095128903.51,56663153942.73,81660328710.73,37158014113.33,9871242746.3,24223025446.87,13893864108.37,34380796957.35,1680349716.0,20015489986.31,57685216873.33,QUALIFIED,0.0879
2011,GOV0000117,DEBT_SERVICE,245431192016.1,9946756275.71,102316087978.98,19031476613.2,70019840938.68,109298843350.51,118994417401.95,52938976524.44,13606488231.76,32011964715.19,46754461996.58,5573352818.79,1666797338.32,10238476294.97,42648640094.53,UNQUALIFIED,0.9796
2023,GOV0000118,GENERAL,181114650736.75,33632960306.85,18668433573.64,32114753860.89,12448645588.24,18966339714.77,109840602929.58,1068068556.62,25276838273.99,15811474211.4,36372893446.49,23593033151.12,20584816691.53,14826988021.59,42834159280.68,UNQUALIFIED,0.8433
2008,GOV0000119,HEALTH,189478844795.96,21042476926.69,77725257935.14,14901839329.84,68793382907.21,102104590608.09,123398150816.7,58926370526.51,3527906705.74,43417397728.49,38962782254.97,32565894722.05,3381252593.09,7305078784.1,-1911343751.29,UNQUALIFIED,0.0417
2025,GOV0000120,DEBT_SERVICE,37365729247.61,30394582639.69,32485202908.08,20482320617.95,54722879489.91,25635049275.16,35337322662.13,26748498136.21,6743575009.69,47146003803.15,59181666024.15,1921966452.04,7146594071.29,11484012743.73,51353647086.96,QUALIFIED,0.227
2020,GOV0000121,HEALTH,156175896398.67,2239697269.7,85973926945.77,29254254318.32,65074117920.51,57854017260.12,157380540970.04,53117867635.07,30666852116.32,30845300945.99,53623628247.79,31263597978.76,6827155662.99,3249109878.6,43945160296.61,UNQUALIFIED,0.8335
2011,GOV0000122,GENERAL,69786590297.03,32541138519.08,89595468023.29,3672823791.21,51639728207.83,46598947441.04,83349414736.9,53536923958.19,19177977609.66,19012633271.09,37803477856.66,3852462094.33,5006264265.36,22011542880.97,53058169615.82,UNQUALIFIED,0.4635
2009,GOV0000123,CAPITAL,95163501224.54,38568617330.31,20108338057.71,6269884235.81,73951852192.58,14338236887.47,604114008.57,52504951011.63,7639831975.28,42573166619.21,76149509.35,23351684015.13,11553753867.7,18528616375.17,7572807685.43,UNQUALIFIED,0.7921
2020,GOV0000124,HEALTH,161987844803.29,22900805451.26,118934389867.93,8047637977.29,34648744379.32,70923393904.9,75541132515.51,48523377362.24,15622416844.31,12556070286.45,42483803813.78,28114119994.28,9966214600.18,2214053989.01,21381331306.98,UNQUALIFIED,0.0459
2010,GOV0000125,SPECIAL_REVENUE,32965848917.65,12580166974.88,92923615925.0,31109876757.0,2836976870.09,14641607032.69,116756133522.38,52666585917.63,29006561525.07,39319389685.39,7196408720.75,23372832720.76,878104380.16,39056509538.92,32152915784.37,UNQUALIFIED,0.566
2017,GOV0000126,ENTERPRISE,239332028827.77,20798874107.15,63439044071.33,6743200028.4,52219697791.18,64720052299.75,17781202126.46,30967610546.11,2515109916.93,19405613879.57,56324844542.35,8312466364.06,19024965563.4,1188279332.45,9506690498.12,UNQUALIFIED,0.2194
2025,GOV0000127,HEALTH,1169699512.23,43379001542.83,92716311826.28,34014879795.59,57638478922.57,37893802740.31,102139713088.72,38001550793.77,26149652857.35,22317385473.39,44077015890.64,20807151767.02,24420600270.83,32612588400.16,68183795967.6,ADVERSE,0.6782
2012,GOV0000128,SPECIAL_REVENUE,196338302041.42,21397959136.82,69556591793.66,34800546003.15,25073723192.01,124771972879.18,8107535468.16,9614911418.5,11047101462.83,49524467182.33,18243845466.76,22155332585.72,21740155368.09,31680141866.05,23827407962.5,UNQUALIFIED,0.2476
2013,GOV0000129,HEALTH,204175948310.85,11359572435.07,83570360954.16,17536542175.49,36086325012.45,113821155113.48,45890218044.4,28022279056.72,13709602234.53,53867968365.23,45174789466.21,33091741418.85,11434499833.45,5955976009.15,5945699332.45,UNQUALIFIED,0.4027
2019,GOV0000130,ENTERPRISE,127924227151.88,31897861052.65,76343947656.76,10970510441.36,22950748291.33,108155025025.03,90295841843.95,20759700269.01,26008776841.41,24076164403.43,62075951332.11,15418751644.12,365525776.87,19094260793.92,41883688088.69,UNQUALIFIED,0.5107
2024,GOV0000131,HEALTH,124004844903.69,14478929220.89,20756215679.98,5105660973.04,57624784513.62,15816727017.61,148322637257.04,41788313846.45,36875066265.35,54038803294.21,41730454932.12,22400919231.78,3529624363.1,39918443563.02,58008470581.38,DISCLAIMER,0.9209
2019,GOV0000132,SPECIAL_REVENUE,6178001024.22,5722821132.39,104255728434.33,25803706886.58,60124641005.92,31861942085.25,139065240870.16,23593538348.9,29033327930.9,38197627700.96,21349310000.1,23099036809.23,18939011059.03,58737594.13,21505573381.94,UNQUALIFIED,0.0329
2021,GOV0000133,ENTERPRISE,40351178847.73,5185425914.36,100553825715.1,22466933790.38,22243143128.88,128918342940.09,20216185893.61,35266285691.91,25423319387.56,13705473718.94,40455887970.02,3088043752.97,20917052265.33,11697087154.14,34431405095.04,UNQUALIFIED,0.674
2009,GOV0000134,EDUCATION,108247094469.77,36078627275.38,15512462599.44,2765664100.27,39000928739.17,60307985185.06,1325284657.23,9413382842.06,39332021590.85,52989037992.12,41805577009.57,2285852590.0,14385580568.93,39087827900.08,58018665351.12,QUALIFIED,0.0907
2008,GOV0000135,GENERAL,2480879118.43,40802680108.91,109732856844.66,28273956445.0,61735131495.52,130322698425.13,59960463146.12,44995030194.84,19536805381.79,34307848346.02,6427260422.85,29612626134.23,14613033309.07,26013456432.46,56105284207.56,UNQUALIFIED,0.7035
2008,GOV0000136,CAPITAL,38675468108.95,38627189437.93,74693004390.15,3073045929.49,42910438613.23,106274079250.38,32451151542.4,50969251111.27,16665585657.23,27361647089.38,25744909312.45,4661086767.71,13369070258.41,26349873722.82,13723196224.71,UNQUALIFIED,0.0365
2016,GOV0000137,EDUCATION,154125937236.15,37189621691.84,18347940742.47,6874419779.71,43824214383.25,132914682271.07,76779674762.6,6232594223.89,17704005752.93,13244256355.86,15093765337.02,18548152423.94,21419045709.83,1649555287.41,38735113697.96,QUALIFIED,0.1493
2021,GOV0000138,CAPITAL,160205267768.9,33904875677.09,108313347566.81,11723871479.26,24401044588.66,57898991790.28,58774698167.77,45695901114.09,5359825997.71,37916508278.36,21648973276.28,30181615149.71,18518881946.9,28071530064.89,61219058528.82,UNQUALIFIED,0.7068
2024,GOV0000139,SPECIAL_REVENUE,233466160726.66,14777425875.32,91879538576.51,8917710913.89,41266399537.49,45443501292.04,82637308581.35,38410393985.04,10978054627.98,32509500484.07,53421080412.39,10158385144.33,8709445934.23,16237187893.21,-2926166020.71,UNQUALIFIED,0.3888
2010,GOV0000140,EDUCATION,102013406886.81,22206860640.66,25377515025.8,23603775985.74,44345380666.57,121581844700.55,25605472235.65,33529054210.71,34066528103.94,4551513107.01,19992920455.32,5402763900.53,23778307321.31,20962026727.37,53137931582.03,DISCLAIMER,0.4578
2010,GOV0000141,DEBT_SERVICE,202235147161.94,41268234139.19,41486900250.12,29011897692.54,59231535867.78,107322586154.92,48008781444.68,10873021019.49,25907161213.48,30307778927.02,10525255235.32,3167047900.61,24302403522.61,12568231371.36,7412234363.02,UNQUALIFIED,0.5521
2013,GOV0000142,HEALTH,48351093306.73,37217087697.09,91608268238.35,3064585390.18,47004251175.04,128419811633.18,61709982515.45,14414270284.07,23244534583.9,33392617647.59,23093159363.2,24478042870.78,13444178645.8,3221031756.37,51630336064.5,ADVERSE,0.88
2013,GOV0000143,CAPITAL,76041640759.81,2619015013.98,119179383249.89,34624677459.01,34772632129.22,64188949468.69,57032335295.18,6190682038.42,37661676778.81,33199615151.33,29386682049.25,16940060522.53,18563533118.04,32270037867.43,1500007674.15,UNQUALIFIED,0.3713
2024,GOV0000144,EDUCATION,131206060899.14,2600096392.14,103901676809.01,26867730072.92,63186278586.63,100454286481.38,90786310617.57,7704403942.94,970294265.56,6593672827.73,38010685640.37,8134351724.14,5371633864.52,20042763137.91,45647400350.01,UNQUALIFIED,0.2686
2011,GOV0000145,TRANSPORT,181143150084.13,13890125625.84,108148658160.29,28429860081.15,22876250686.97,9314165523.33,58033923625.23,23159670350.09,27355008254.25,2722858632.57,800214808.84,20751856866.86,3141840618.29,17917167110.77,6338222115.22,UNQUALIFIED,0.6344
2025,GOV0000146,CAPITAL,53134348068.05,35143314632.72,19396283954.22,27904517384.25,5364849976.76,111250388619.02,81303878780.99,3605562092.4,1253067358.16,29669504717.53,3580876226.11,23500107407.42,6217302204.84,9689801628.2,30124831696.97,UNQUALIFIED,0.0703
2011,GOV0000147,GENERAL,212500584381.82,40364804233.43,113415404372.36,6547639700.75,5664031064.84,12642937582.17,153082992719.65,39656996586.43,4785745664.17,8046657388.4,17098104811.19,14819273875.7,20650014989.82,33924059297.41,28214885292.76,UNQUALIFIED,0.7923
2009,GOV0000148,CAPITAL,130047932076.09,38656685600.59,115198799261.92,5234219063.31,55720759305.89,111966824242.8,144121107738.2,37126684959.48,30205869833.41,41904855444.35,36392253509.13,24478504542.42,15642912720.41,29810205050.37,33677036679.27,UNQUALIFIED,0.9254
2022,GOV0000149,DEBT_SERVICE,85530114967.46,24221006718.7,21644785756.56,7714969821.87,30690335917.01,137910180618.21,81022455356.54,45857444167.85,31509287345.38,48784285440.58,4298636738.96,22016594298.97,14140354186.23,13619993056.31,21797572913.69,UNQUALIFIED,0.6073
2025,GOV0000150,SPECIAL_REVENUE,83462984436.38,39155240956.73,37112299905.05,4139062433.16,69265992206.88,33550656173.85,71055031544.22,9524793813.31,27942516613.0,51783712135.48,11128326027.32,15330594548.92,21426324932.61,933025769.88,25430520546.65,UNQUALIFIED,0.3476
2015,GOV0000151,CAPITAL,121285469612.88,14072063633.66,66313269972.49,2983978412.23,46597063440.29,111682868971.91,146579569784.39,10098671096.34,5016152042.33,26150333844.15,45106239176.88,4601963558.58,8336214566.38,612081785.33,36304126318.59,QUALIFIED,0.9594
2020,GOV0000152,GENERAL,212011946021.16,23368487586.83,30598334526.9,3977575813.66,15613512675.8,42655964117.68,157972409430.29,32228000641.24,5452761292.96,25159970033.74,60184860582.03,22091937889.31,14829296162.56,22381786261.06,-4496305527.67,UNQUALIFIED,0.4016
2018,GOV0000153,SPECIAL_REVENUE,7905686826.05,23042368235.35,147739083.28,7211825522.46,19009925527.9,67939400974.77,120340609074.3,31108910303.9,14542571516.21,3013759100.56,52624177206.92,21220440034.64,13388329528.09,27507677177.82,13788774445.69,UNQUALIFIED,0.1177
2019,GOV0000154,CAPITAL,142990965673.05,370199095.23,25056305517.94,30716547381.23,17111979649.99,102346134836.01,66361784442.63,49716790746.85,35095834230.91,13416475964.51,62257038665.31,26703445736.04,5200840649.19,17416736063.21,1894220720.2,UNQUALIFIED,0.7911
2009,GOV0000155,GENERAL,191726563382.8,13798078022.99,103278676621.52,22404626893.89,34348545455.27,107214960803.43,102989620580.24,52739999626.24,20470164712.87,54345277444.47,32444786484.71,30708027707.28,21960014380.9,20160876807.26,35725515274.94,UNQUALIFIED,0.1833
2015,GOV0000156,DEBT_SERVICE,9215097962.32,42388247290.89,60350377297.35,25920423785.47,59221282625.44,122236182054.98,112639878323.87,53485418523.77,30131278787.49,41343179564.51,57845761972.64,6135968803.6,14403185851.48,8173304070.77,64733129000.13,UNQUALIFIED,0.8717
2012,GOV0000157,DEBT_SERVICE,35124553748.01,7012371459.32,12310893519.14,34560883513.73,53453605976.78,119315648798.27,74701765535.29,43279692824.85,5046434486.89,53978825577.18,40289776402.45,7114201214.74,2549239043.66,19018175050.08,41603429085.11,UNQUALIFIED,0.0683
2016,GOV0000158,DEBT_SERVICE,242201290669.11,21003074741.39,81016017269.07,4722742989.64,18729377324.67,16688427594.92,12486122336.69,1510254528.45,14157214393.72,17745287974.64,25232507865.06,22863132043.41,11481531617.62,3789827554.27,63115245952.58,UNQUALIFIED,0.406
2024,GOV0000159,GENERAL,162054080313.84,26628761137.16,490368864.22,34334664023.11,35507482657.12,109036682088.47,38581012422.07,58650129574.07,27504331846.65,53168408359.3,18058594392.15,10742650911.99,6987171929.98,28845773447.13,17046488934.53,UNQUALIFIED,0.8363
2024,GOV0000160,CAPITAL,135751501186.81,15336647791.18,50562204435.0,5500390099.08,66661666544.7,131383189786.41,11989062096.13,28439583470.19,9830134334.56,29418603733.7,33145619230.41,33272320215.07,14986436005.06,19104267282.62,8019186403.37,UNQUALIFIED,0.0939
2021,GOV0000161,DEBT_SERVICE,27267946585.58,4514437525.69,23110810086.33,20220326999.61,35190582301.16,120941478681.08,6782700102.15,32735730580.6,20223437140.0,39514484564.87,16539765734.79,24897370074.19,6366532841.0,22284396778.78,7602780744.93,UNQUALIFIED,0.2037
2014,GOV0000162,DEBT_SERVICE,245315628717.61,39564093968.08,20398941536.37,12911299153.55,15111139716.42,34897077836.3,68824545797.63,59170832317.67,28945608699.97,5057533680.02,34130981441.88,32442793490.65,21942820641.53,260184277.74,45430100403.75,UNQUALIFIED,0.7773
2024,GOV0000163,CAPITAL,249882532702.77,21499742893.54,118817114226.45,10485452842.32,15320016953.0,34636909651.52,26135535764.71,5071403819.09,22660520083.88,25011592167.87,30049965748.8,5662844325.66,18599228229.17,14002015557.66,16878249236.82,UNQUALIFIED,0.542
2022,GOV0000164,HEALTH,166848311621.28,27296541845.21,84506354315.08,3743064816.85,1464109107.02,24044538506.83,145033371370.09,37896903593.12,13052531386.73,4249179350.05,31316283680.26,20777322486.42,12338723343.91,24847490180.53,-237237447.83,QUALIFIED,0.0473
2015,GOV0000165,GENERAL,147183816403.07,37803175953.92,66488792288.99,19108224985.52,69426157707.37,103422663814.36,70495225880.26,53880981436.44,14472588201.33,23378289445.52,35387486256.96,14921686982.37,4444587796.96,15648437673.49,23072263692.62,UNQUALIFIED,0.5082
2025,GOV0000166,CAPITAL,122090151129.18,12373820743.37,112120619931.59,18791911404.24,3606972681.84,110864486057.45,126376196646.54,59458483998.75,16980523379.8,27996855652.14,60816777671.01,13155299512.49,8562953580.85,10363663379.0,25538812636.09,UNQUALIFIED,0.7474
2016,GOV0000167,GENERAL,74524792432.0,8099479885.26,48681495706.32,29023260289.86,70211742665.27,130426386907.18,118141630171.07,37461034904.13,1872252501.21,27959798615.73,60134153377.11,22345845864.41,15875630193.99,4705915748.86,-3408030190.23,UNQUALIFIED,0.1461
