biz_dyn_reference_year,biz_dyn_firm_id_hash,biz_dyn_establishment_id_hash,biz_dyn_firm_age_years,biz_dyn_firm_size_employment_class,biz_dyn_industry_naics_6,biz_dyn_births_establishments_count,biz_dyn_deaths_establishments_count,biz_dyn_job_creation_births,biz_dyn_job_destruction_deaths,biz_dyn_expansion_jobs,biz_dyn_contraction_jobs,biz_dyn_turnover_rate_pct,biz_dyn_survival_rate_1yr,biz_dyn_survival_rate_5yr,biz_dyn_high_growth_firm_flag,biz_dyn_multi_state_operation_flag,biz_dyn_ownership_structure_code,biz_dyn_productivity_sales_per_worker,biz_dyn_confidentiality_suppression_flag
2015,333e8cc252dacf4a,a74167775a46cab5,61,100_249,582555,4793,4864,19446,14759,8763,2574,36.033,51.45,22.17,1,0,LLC,2152601.75,1
2013,a01423b68ece1f60,d6be099f9e5f03f5,52,1000_PLUS,927939,1870,3461,9635,7628,36107,49149,119.274,89.53,77.35,0,0,SOLE_PROP,1128912.88,0
2024,d2a38f7ff494c3d6,6fe73a84003c0d01,10,100_249,254775,1150,2756,2696,13403,44741,32914,33.719,86.38,15.09,0,0,CORPORATION,741586.22,0
2023,683aa8175dc292a7,0794fe682a2e34dd,18,100_249,589313,2232,2406,1587,22487,47330,25952,22.683,41.42,30.27,1,0,LLC,2047615.0,1
2012,b7faf8247bff4d89,9393a7a0ef7db04c,7,50_99,418354,4392,146,5833,1539,18758,36770,190.053,84.52,14.83,1,1,LLC,644918.37,0
2012,05228a8ac8cae92b,41115f526032712e,6,5_9,931721,1442,2786,20872,133,42016,27467,43.857,83.15,39.5,0,1,SOLE_PROP,370870.7,0
2022,6ffdd2ab10ae3790,f8000570d971efe9,17,20_49,759736,1919,2643,3531,22831,49471,23253,187.664,48.94,38.91,0,1,PARTNERSHIP,325344.77,0
2021,f8dce2671f95e82c,ec47187136f608e1,45,20_49,861817,4506,125,23022,3443,16028,35604,16.13,28.34,13.1,0,1,PARTNERSHIP,1018241.51,0
2009,550013447e93dfdd,6d34ef414ece2763,63,20_49,677151,244,4858,10723,19765,1754,34005,29.891,23.1,13.36,0,0,CORPORATION,159481.46,0
2010,eadee98c63e17e58,bfa36d52e2ca95ac,25,20_49,120513,1840,2327,17552,6878,43400,24849,36.92,92.38,78.61,0,0,PARTNERSHIP,1386760.55,0
2017,c040908620c86ec0,962e9663985f0cef,82,100_249,666076,3122,2340,2267,13958,3248,7911,54.803,15.67,8.46,1,1,SOLE_PROP,888969.5,0
2007,5ad9bbab3dc8345e,6214e8337238d201,88,100_249,999432,2017,2184,3614,22029,15046,17010,128.648,46.94,38.33,1,0,LLC,755661.04,0
2014,3c909df91160e1ff,f00d1af92c0a5fc8,85,20_49,179787,3268,1867,14493,13032,8502,21781,196.079,82.04,52.3,0,0,LLC,1337539.08,0
2017,97c0fc46dbe4ed06,7810cc38282760b2,77,5_9,715242,1798,4039,3533,11794,24866,47242,15.623,38.7,22.83,0,0,PARTNERSHIP,661438.34,0
2020,3a5c5837479c3ef2,7aefc706de6e5448,54,20_49,325705,3456,3187,16758,2141,29152,1392,173.654,22.87,17.49,0,0,CORPORATION,201668.58,0
2006,81f7c1ce7f19172f,0247a19c1668872e,81,100_249,167797,300,1656,702,24974,24443,24956,140.018,47.74,38.85,0,0,OTHER,2429322.04,0
2017,5f16003b361307ee,2d94722862a3ff01,31,500_999,236706,2337,1428,8089,19808,39199,33652,13.366,61.27,15.0,0,0,CORPORATION,640053.16,0
2019,6ec1c95130911459,d150b84be5daf6be,72,1_4,651760,3664,3161,10453,9178,22717,19077,128.577,54.12,49.35,0,0,CORPORATION,1356486.46,0
2018,8fd374708aaf686e,be4a49f3372c8903,20,10_19,927233,426,2458,1211,8209,6017,40871,103.849,42.93,4.39,0,1,PARTNERSHIP,2479542.37,0
2013,6c2bec2f345d43c3,7dfd2b852833c4e2,8,20_49,418203,3519,1571,14038,22889,27013,49873,137.702,1.14,0.81,0,0,OTHER,1855400.27,0
2011,5a0e6831b23f19a3,191f971f2991895b,26,5_9,568676,3702,232,7872,22063,30563,37087,174.919,96.76,68.13,1,0,OTHER,1675400.28,0
2025,e0d45a00139168d1,211505f9c5e3996a,66,10_19,652300,2670,2652,20842,10304,8852,20423,62.448,0.09,0.04,0,0,LLC,2466212.0,1
2010,1f9baf453921bc0c,a4b27f3f22c80f20,64,1000_PLUS,600557,736,526,1556,5055,64,47354,82.718,63.01,26.83,0,1,LLC,1278197.96,0
2025,5c53e21b0878e6d5,cb3e5ce8a424547b,25,1_4,378299,2505,1149,5273,12574,38224,37029,144.463,78.78,67.6,0,0,CORPORATION,1823822.64,0
2006,86c83c4e0e08c18c,df80894a8b763ec2,68,5_9,335593,3516,1660,6531,16213,43052,45881,2.561,12.69,6.41,1,1,SOLE_PROP,849408.48,0
2013,1aa3447555325457,15117b2178487029,56,50_99,654110,1553,3095,6850,10577,2938,8552,165.563,37.9,28.11,0,0,PARTNERSHIP,1082032.1,0
2012,0f2a053e809c645f,ea448326e8fe784d,0,10_19,670687,2957,3885,17622,15438,15304,29202,89.868,1.36,0.96,0,1,SOLE_PROP,1034953.98,0
2021,cfffc5d00853559f,31df030f109a51c2,15,1000_PLUS,780842,4958,2668,11640,15841,31286,3692,26.363,43.69,13.84,0,0,PARTNERSHIP,1394458.33,0
2013,af1d619a49d51143,831db18d16838742,89,500_999,167058,2086,2842,695,7528,45295,8829,112.257,75.46,65.47,0,1,PARTNERSHIP,1780023.16,0
2009,1c953189b01bd5c9,338ebe72ea2e3422,9,10_19,584923,648,2563,394,2551,10580,30071,196.942,65.76,45.66,0,0,LLC,849520.63,0
2016,35924c960321c916,7958c6266a6da95d,100,20_49,113727,4233,1560,4992,22950,4561,12525,196.693,16.84,10.66,0,0,COOP,2124692.05,0
2018,0ce024e671d37dbd,0e097a08fbd832e7,18,5_9,394619,2847,1049,16216,8544,9305,25967,45.645,99.7,56.12,0,0,NONPROFIT,688550.14,0
2016,1d4d29110f3c1483,d3faec21a20df8ff,72,1000_PLUS,318906,3439,989,9463,10016,30037,20067,22.858,76.86,65.65,0,0,OTHER,587256.84,0
2022,8d536e653f562712,069415e7af8de7b4,78,20_49,406876,776,3191,5925,21623,4472,37055,45.555,0.08,0.06,0,1,LLC,743310.1,0
2020,2c524de0a5da8f88,f0f1319dddbf1be8,64,20_49,915192,2187,2950,6888,5616,30938,43070,65.702,90.41,14.99,0,0,SOLE_PROP,1219284.99,0
2012,7e7148fd9e9756db,7b87167ad574c1e4,22,500_999,513381,1448,99,22449,2276,40285,15796,77.845,9.95,5.04,0,0,LLC,1164142.31,0
2017,74790cbb9f0c5481,86711b68a81a7df5,56,20_49,404717,2138,161,12584,3749,9949,42540,160.175,53.54,46.12,0,0,SOLE_PROP,698235.91,0
2018,ba3dc0f8b20464e2,a1640114c49dccfc,70,10_19,966099,534,595,23524,22124,9233,20272,158.909,31.48,15.09,0,1,CORPORATION,259024.73,0
2008,36724b62e030d247,54b006735c68a55a,64,50_99,519920,290,1991,17915,20690,7022,31119,189.255,44.44,35.12,0,0,CORPORATION,955550.53,0
2021,afee2b6156212bbb,a63c909c5d524850,38,100_249,514358,4836,3963,5565,15057,28223,16587,165.41,12.93,11.64,0,0,NONPROFIT,2033435.03,0
2007,2b8f65769638ad6a,e1d3c2db63c6920d,10,500_999,577615,189,1846,8575,17048,16212,46770,79.418,20.2,14.34,0,0,CORPORATION,1818721.46,0
2021,f2142f7315e45f48,bf7dcbe58dbb3804,68,20_49,824243,291,1729,2730,18854,8235,8108,74.33,46.68,26.11,0,0,CORPORATION,2067280.53,0
2016,4aab0971461d3d1e,06cec29b2ffd5a3d,98,20_49,663490,2117,941,20377,816,36850,15587,177.595,38.69,8.79,1,0,LLC,152319.08,0
2023,b971d85bf3c90bc2,0a60f7cab5a18dc1,63,100_249,828968,3482,4703,2575,11811,32184,31766,149.358,90.52,10.03,0,0,LLC,1316942.87,0
2014,0a1a716e27789b09,b2c29126d9cac635,77,10_19,755210,2231,1291,12527,11246,20074,14085,20.544,71.66,37.99,1,0,CORPORATION,1347881.01,0
2013,7436a67e109e2300,dd84a42a55fdc1de,19,10_19,771027,823,4222,19638,2238,32305,49400,198.524,0.23,0.08,0,0,LLC,373404.81,0
2022,ef8bcc31d9fa2a17,aaeaec7adb4fca5a,67,10_19,429725,2525,57,10642,1229,12960,33966,125.413,54.35,29.81,0,0,CORPORATION,239026.3,0
2007,5e9887f1e47ca17e,8acb7a31bbb99666,54,1_4,965628,692,2833,82,21810,16881,2343,86.406,8.77,5.11,0,0,LLC,939858.06,0
2025,2a52e495026749cc,262642d91a5e8e13,30,5_9,767491,1004,2786,10069,9966,16860,1026,126.973,48.92,13.62,1,0,NONPROFIT,1545617.68,0
2021,d7adf8049abce4d2,9a8d9d6b35f6af02,21,1000_PLUS,186566,1938,3861,15445,358,26007,7569,76.002,20.28,15.21,0,1,CORPORATION,133618.8,0
2022,edd59cb7bde4c9c1,6ec51c7dd69afb6b,76,1000_PLUS,641237,350,1939,20203,12317,16059,9011,133.568,69.5,12.55,0,1,LLC,2443690.38,0
2023,d127c4dc4173fc93,64dfe418ec897858,83,250_499,293619,4498,549,7395,18980,33264,49883,80.006,40.17,11.65,0,1,OTHER,438831.22,0
2012,57daa37d49ea9ef0,592c84aeea44e7e4,70,50_99,970129,370,3386,14954,22865,39754,7163,118.312,29.74,21.96,1,0,SOLE_PROP,2467077.6,0
2012,5157de8add133ff6,1a3f321744dbd7d8,84,1_4,293357,2997,2519,15511,21424,5187,25553,8.329,41.4,17.02,0,0,PARTNERSHIP,1965996.47,0
2020,1461c7b4bc1e5dc9,97a4e52aca2a2bbb,85,1000_PLUS,799989,1909,3444,2496,14429,33134,2790,192.835,34.14,25.78,0,0,SOLE_PROP,1241660.14,0
2024,39d1fa52ef3c2cbf,855f162505946b81,27,1_4,929946,2046,2541,11053,7825,32042,44718,149.327,67.45,8.79,0,0,LLC,2094218.7,0
2015,4bed6f3506dbe456,a067d77fac2436aa,47,50_99,223899,2372,4971,906,3889,1120,26315,88.208,91.85,27.73,1,0,LLC,691463.02,0
2012,c2ff5966c9a5f253,f5131524a25e0968,76,5_9,528525,2045,4116,6358,7609,47211,14331,31.416,98.74,80.1,0,0,LLC,1822790.9,0
2017,c033d2d49572a8d2,34bf1389a26a270c,85,250_499,598282,3338,1052,2106,7674,1125,40177,71.752,27.82,15.75,1,0,PARTNERSHIP,992299.71,0
2010,f6287693904f1cbd,f381656f7a5dca56,6,20_49,124749,3021,867,13972,20124,1690,39516,0.838,36.89,31.04,0,0,OTHER,2124367.73,0
2009,2b0824dfd7fd9e4e,e3f1797f003f188d,44,5_9,197080,4981,4405,6500,10946,31180,15871,163.335,80.44,11.03,0,0,PARTNERSHIP,474750.32,0
2013,c8277ceef163166e,7477a6bc093c1b0f,6,50_99,802589,4735,447,10514,10562,30977,17474,171.456,82.75,57.28,0,0,OTHER,893141.37,0
2017,56dc537fcfded284,70c77943a0b9342c,54,250_499,148242,4256,1498,15691,1373,25191,16654,5.255,27.42,5.81,0,0,SOLE_PROP,2153341.32,0
2022,c717b8c1be159c9f,e4cfdfad5279b9b4,60,500_999,950592,3401,1492,8947,17036,44810,22443,52.022,25.01,21.28,0,0,CORPORATION,2070911.08,0
2009,d53575fc0fbddf9d,0113f332a0f5b5b9,14,100_249,818410,4311,375,5986,2335,40802,42453,112.79,3.04,2.77,0,0,SOLE_PROP,525460.55,0
2013,0a230d1e4b31eada,34b3f58b231bf19b,18,1_4,781955,2135,4558,18514,13528,34257,11624,38.743,75.98,71.17,0,0,LLC,2005005.77,0
2015,e8ffb72a49f1284b,d3421418cf0aeaf3,77,250_499,690814,2775,3882,24069,9393,23933,35386,7.366,60.15,12.78,0,1,LLC,954728.51,0
2024,f96600a40d7011d5,3fc52a8b91b0cd63,27,5_9,623666,3168,4016,5739,17526,6852,4472,184.987,97.02,74.8,1,0,SOLE_PROP,2089345.61,0
2018,cf59455472b3dacb,8eb2834052dd9c7a,76,100_249,739487,3019,4148,20073,1849,49139,29033,0.575,28.54,3.27,0,0,OTHER,1330965.68,0
2019,70d71c994f53bf56,a03c43dad7735102,76,250_499,896055,634,1198,7278,14092,20618,49743,13.466,96.2,87.19,0,1,PARTNERSHIP,957439.7,0
2014,9e68883fed9d670f,6319f4b203d51e7f,39,20_49,648863,3266,2932,1732,8177,16978,37326,73.616,54.06,26.76,0,0,PARTNERSHIP,2108081.18,0
2023,31be1341ee7a69d3,972ec01a03759580,16,1000_PLUS,928814,4660,251,24509,4387,13677,19752,109.775,11.07,9.47,0,1,SOLE_PROP,330136.41,0
2018,5114eb49e384629e,9e74120a678c0868,25,20_49,470897,1768,3862,6188,22016,41441,22988,130.697,16.41,6.76,0,0,COOP,1156289.85,0
2011,3adf8bfd00f98dda,7f43a275fb6f9d9d,26,1_4,197351,4495,4830,504,5265,22037,22873,142.393,69.14,45.39,0,0,SOLE_PROP,2075529.54,0
2022,8f98ee4323c91dc5,028da9cb1783f492,94,5_9,756396,4847,2032,2662,16049,37355,40037,143.511,24.53,6.85,1,0,LLC,300383.78,0
2018,f62b471ad819dd75,28de19d4ae9abcac,71,50_99,301170,10,4218,10955,5973,46112,47413,40.419,20.6,13.76,1,1,LLC,433339.26,0
2023,85c32d2a1b5be779,6c84e579f271a969,44,1000_PLUS,785103,1654,988,13871,1119,47213,26846,28.726,31.09,27.69,0,0,CORPORATION,1639817.51,0
2024,5808da66735b2e5e,26301a7368a87e1e,59,100_249,583040,2643,1914,7503,17792,48810,38800,176.109,70.27,29.27,0,1,SOLE_PROP,49772.95,0
2019,a60c4751ef37687c,eb59e5696b7b4323,56,1_4,425107,2020,1258,5874,14384,34522,20452,135.339,70.2,17.96,0,0,PARTNERSHIP,816961.31,0
2006,5eb741728f7093aa,42e10c260c8cb7c6,79,250_499,140053,2476,1742,18752,11584,28787,37755,65.076,23.86,12.0,0,1,LLC,1551605.28,0
2010,d1358b808b7a8122,20afbce4e35007c2,16,100_249,408636,4994,1273,24628,20335,16248,13728,156.717,54.96,32.17,0,0,LLC,99285.81,0
2015,7b88be98bc0008bd,91b24267ce0b37b7,45,10_19,264368,2202,2432,17324,20897,18886,15208,125.284,51.39,41.43,1,1,SOLE_PROP,259971.65,0
2016,a67507768a6936be,3892711bb9da2e56,81,5_9,760788,4896,4964,12432,15110,7586,16583,82.962,91.65,67.05,0,1,LLC,1323577.25,0
2008,0de2644459239a05,dbd75d39c22ad867,65,10_19,509493,2301,1451,24666,24177,24305,15529,3.626,42.52,39.35,1,1,SOLE_PROP,2119423.35,0
2025,adb182c6f37e66c2,3cf9c5a9e492ae5e,79,5_9,157012,743,4203,9372,24134,7370,21159,77.316,9.69,4.4,0,1,LLC,1927426.73,0
2007,457dd1e50d203a90,43da251db2eecdde,68,1_4,751826,4591,2567,10037,4195,32489,30006,99.373,76.06,38.23,0,0,LLC,2223863.74,0
2020,60dd2b1c724ebd0b,2861f02ce55f0277,32,10_19,626780,4989,2420,1756,21826,44990,10712,108.287,65.53,7.38,0,0,CORPORATION,890576.63,0
2018,463278e0be0b4db6,953f7c2f33249220,94,20_49,720603,4618,4043,9457,3018,16778,13160,136.241,67.81,14.66,0,0,SOLE_PROP,358511.38,0
2008,c87058cf19dc6e5e,f5f94ecbd9827927,50,1_4,776411,816,123,11384,22365,36378,42411,168.672,67.28,29.41,0,0,SOLE_PROP,497125.47,0
2018,4c285a0ef4165ee9,ccb5e4e6e7de03a8,98,5_9,487428,2321,3439,24192,11457,2338,776,101.814,23.66,19.99,0,1,OTHER,1434925.19,0
2006,deba79cf4d0c91ec,f69a95a5815f89de,58,250_499,578415,158,3104,3685,6869,3442,3583,11.64,2.28,0.29,0,1,NONPROFIT,841442.37,0
2008,e1697a6b972102ee,bf62ecd9bbe38552,6,50_99,486944,3717,4428,10249,24454,33429,72,56.513,70.91,65.52,0,0,CORPORATION,2215266.06,1
2012,6cb801691b9a8fff,d06b9a329c86696d,99,1_4,960487,2444,2322,16324,5101,980,7491,132.924,75.73,55.31,0,0,LLC,797619.45,0
2012,91ab963353db887b,0ada779ea2b075f1,20,50_99,786894,4867,1493,22129,9673,27301,21862,31.59,19.0,8.67,0,0,LLC,1949895.1,0
2025,0c753756df145db2,70f94352caac7a38,30,5_9,862162,2084,3834,2505,5465,38748,10495,30.156,41.18,26.44,0,0,LLC,2309811.93,0
2006,d7d03399ebb5c55f,878ed17c7a3472e9,52,100_249,419654,428,1934,11380,12795,29561,25784,99.58,26.79,7.43,1,0,LLC,1150586.6,0
2012,7e80f3cd407e189a,0df1ffce842aca54,71,1000_PLUS,490619,807,4103,9559,14309,42929,34430,136.984,97.2,50.49,1,0,LLC,1143725.37,0
2019,e2ac459d4a93c195,bfe883db1dd716bb,88,50_99,422185,281,1679,18594,12244,4041,49341,95.269,31.03,7.45,0,0,SOLE_PROP,121376.24,0
2025,f6b850566e152336,ec5011ef6f92a317,50,20_49,590584,1742,3997,12435,18003,29605,13636,131.79,73.96,29.26,0,0,LLC,1314770.82,0
2024,8f886a5446858c59,9f80b1cbeab6a49c,73,1000_PLUS,538951,3239,3841,13238,24141,25280,2063,176.371,59.39,34.73,0,1,CORPORATION,1930344.46,0
2021,d4b8f4be618d3900,ac6150627c64e9fa,80,20_49,871300,2175,1516,2127,21822,49698,10725,44.172,33.08,29.62,0,0,LLC,295305.66,0
2022,fc0c92b9e7aefde2,e466cb1508536a2c,44,1_4,971501,5000,1645,20614,10381,39929,12841,94.259,30.32,7.74,0,0,SOLE_PROP,1872895.75,0
2017,b4e6dc0111ff9aa4,3c7b6e7800c0c89e,88,100_249,699563,2713,392,3822,7004,7400,22415,75.675,19.11,12.38,0,0,CORPORATION,1271491.77,0
2020,5efd4e0b6a6d2379,1df47df35f73bebe,17,250_499,584215,1442,4944,7211,21904,10552,4097,134.518,90.58,80.26,0,0,PARTNERSHIP,118327.21,0
2017,f50a69719b8a66c7,055fada2543a8640,38,250_499,343455,3691,676,8619,17222,27097,37938,186.372,79.58,44.47,0,1,OTHER,1616528.54,0
2023,2c358a698acfc055,f1a9fdbece46c1c6,51,5_9,365123,4745,233,10417,15836,15201,7860,189.223,7.62,5.12,0,0,CORPORATION,2336181.27,0
2024,08d6eecb4a968bdc,80cb107aa190ab54,9,10_19,940667,2463,3423,22233,10248,7058,26354,40.707,27.7,17.31,0,0,SOLE_PROP,2431123.16,0
2006,bbb15eef39305fb2,081c0718a3ec9da5,6,1000_PLUS,537628,3668,4162,11409,22188,17463,45997,67.612,91.89,24.14,0,0,SOLE_PROP,2038085.7,0
2010,bb0aa4c90d667327,c2a44e3b520ef5c6,65,10_19,942292,2082,2802,9805,802,37898,31132,76.73,27.41,12.0,0,1,LLC,772525.68,0
2013,e116ca153c9f7d17,1981c74008eaf1a1,42,50_99,189320,3867,216,330,5795,20633,507,131.258,89.15,55.89,0,0,CORPORATION,1484918.52,0
2018,10e8bc175712e52f,8c017721c46076f5,30,20_49,270151,3972,1765,14790,16055,5618,6579,96.003,47.41,21.77,0,1,PARTNERSHIP,1334409.04,0
2015,4fdfa66db77c1464,e4a253e936207d46,14,50_99,957096,53,4213,3874,11001,12083,42194,29.888,91.18,69.7,0,0,SOLE_PROP,1112983.57,0
2017,4d37c12bf49fc4f0,cea56f2efff16202,84,5_9,930856,444,2121,2426,10553,31091,24538,33.252,41.0,23.26,1,0,LLC,862808.84,0
2016,860ebb3c7c8774f1,f7f6cec898a069e9,30,1000_PLUS,144917,594,3414,4976,9467,33066,20095,13.628,44.92,7.65,0,0,COOP,1241946.2,1
2017,7185ad0074a8f7fe,d0e6f72e838209b8,88,10_19,421209,4372,4589,10530,20766,18007,18532,124.789,61.59,55.32,1,1,OTHER,1279361.7,0
2024,35a5e9a097d1e9dc,9141f485202bad9e,73,100_249,391801,389,3303,14465,20852,24031,38665,50.596,7.96,4.31,0,0,SOLE_PROP,1048877.46,0
2020,99d735ed69c3cb12,c045bc85b435f540,42,1_4,821879,762,4115,1596,6065,23540,41133,194.911,35.53,8.56,0,1,SOLE_PROP,809545.93,0
2016,cd6552441b2f6026,582be8d4a2fa0bde,88,1_4,449734,3003,2102,19083,23404,2789,21896,161.257,63.42,20.95,0,1,SOLE_PROP,592821.5,0
2024,0d3be5feb356a3b7,339aa1a01a79b2ca,80,100_249,778390,1524,4991,12456,12179,12770,45764,80.354,45.35,9.71,1,0,LLC,2087591.8,0
2007,d2629c3998107585,1b589653f46a01e9,3,1_4,897942,3970,1285,287,2746,27646,32875,198.151,19.37,2.03,0,0,CORPORATION,1222907.71,0
2006,703f549ccac64ada,f2f39867979f500c,92,20_49,342057,1410,4583,19173,10841,40053,45932,185.817,12.6,10.64,0,0,PARTNERSHIP,1408037.91,0
2018,41f25bf8767b57a7,18db3fa782be74ab,2,1_4,829909,4954,2157,18599,4953,27517,470,72.903,43.56,38.84,1,0,CORPORATION,229635.63,0
2014,a91e8ff7a3cf374b,c8c59eebfa84de9b,7,500_999,617950,1033,2049,9259,17268,47151,35439,6.863,85.15,51.6,0,0,SOLE_PROP,1845765.17,0
2021,77a940c757265540,d805df756fd5382f,69,20_49,697676,1422,3913,24874,9575,21669,16188,178.374,1.02,0.4,1,1,LLC,61787.25,1
2016,2e734fba23617e97,bafc9f3bf0a9d937,15,500_999,382185,409,3840,20649,10014,1109,9882,47.875,13.83,4.48,0,0,COOP,1453290.81,0
2006,97035bef4737ec6b,313464c49765df1a,9,50_99,881627,4505,2220,7943,2689,22538,10941,83.766,27.32,9.3,0,0,NONPROFIT,479290.97,0
2022,f2bdb717662c14b2,bd899b96a67a14d7,82,20_49,886285,83,4235,19095,11857,35253,35417,187.478,38.88,10.91,0,0,CORPORATION,2197319.6,0
2011,bddb1cbbc23171a2,f7d8e039dd4a234b,92,250_499,141726,2028,2187,10767,8270,33293,45899,7.039,88.89,65.8,0,0,CORPORATION,1457515.71,0
2020,7ddb51003ede9263,fbfa751b6723bc50,97,5_9,699542,3770,3486,22522,566,36681,29881,143.275,67.69,56.41,0,0,OTHER,705785.34,0
2014,957ede83d229fe20,545daa465d3e0ff3,87,5_9,186115,550,4389,176,14999,19977,48035,172.99,7.61,5.72,0,0,LLC,2319322.66,0
2021,0e10760de00940c9,afa174d593fe01b3,52,100_249,889757,658,711,11049,5404,16703,42553,67.921,22.14,8.06,0,0,CORPORATION,1341081.95,0
2017,f1d921e77dd164b2,2c0c0f589f2a470b,17,100_249,948873,3180,3542,2289,20980,3520,43742,3.526,61.15,42.09,1,0,NONPROFIT,2025065.13,1
2007,92da27d05103f9e8,a416653f3391eaa7,94,500_999,428590,4973,2061,23553,4956,5823,12007,73.4,95.73,18.7,1,0,CORPORATION,1055037.81,0
2009,9de7830ef8e1d708,94ceea9213c8630e,13,10_19,693957,4958,2024,4698,7833,7045,13333,168.841,29.51,7.38,0,0,SOLE_PROP,1838056.73,0
2018,08382a92527e2c0e,2b5d25e2e9b62f11,42,1000_PLUS,407190,4589,2850,13705,15652,12131,18022,120.814,19.8,14.9,0,0,SOLE_PROP,536501.22,0
2017,63f772126e924456,b4b6172e26990176,33,50_99,654245,2100,2661,21639,24314,26495,45459,51.373,51.48,11.28,0,0,CORPORATION,97845.53,0
2006,bc771a5aa13dcfc3,465550146deeb2f9,37,20_49,649518,1900,888,17510,20135,3120,49850,26.957,70.8,12.07,0,1,SOLE_PROP,1672434.44,0
2019,03ac1ed312bf71c4,883ecba0d0bf77fa,13,1_4,407721,1083,3856,9128,20320,35053,18387,135.871,26.4,22.1,0,0,SOLE_PROP,1628061.49,0
2011,c16998350100aebd,286c47de9c389f58,88,250_499,958792,3386,455,24086,11152,12552,8935,63.258,68.39,32.32,0,1,NONPROFIT,193636.49,0
2010,4dead1f07a783454,64e67551be45caed,33,20_49,384332,4878,2077,5519,12844,3850,6290,115.782,70.24,26.82,0,0,SOLE_PROP,1246361.5,1
2013,f0d4f2fe2133746f,6de6dbd475faf232,76,1000_PLUS,248899,1902,3127,19385,11840,43287,47598,190.636,89.75,66.31,0,0,SOLE_PROP,1699209.1,0
2010,cee6d88b9bc2c7a5,c25929e824fe41ba,5,250_499,413201,4072,2263,7753,21897,28801,738,114.769,78.26,36.2,0,0,CORPORATION,2295180.23,0
2024,68e6bdebd22c9617,36e1cb8cab87f50f,80,250_499,533332,3887,4909,20840,9933,45754,44111,44.926,33.43,14.48,0,0,PARTNERSHIP,616410.97,0
2021,c3f5d0fbf1c104ef,44931507115133f2,75,50_99,764901,2362,4026,3350,2708,27168,8189,36.791,84.04,28.28,0,0,LLC,1157930.43,0
2020,216d0f79758dd215,7d817a40818cdd5b,98,500_999,590341,2513,2782,4722,3185,11613,3247,171.107,47.23,28.26,1,0,NONPROFIT,1957806.93,1
2023,c54e9ad8f8b330e4,67ec3a7d1fa39ec4,36,10_19,796934,3799,2103,10569,4905,7249,31691,198.487,40.58,14.59,0,0,COOP,357457.45,0
2022,78666ce7e24b073e,0318019f7c0d3fa9,31,5_9,132015,4542,2918,4119,5664,43742,39062,45.4,72.62,56.63,0,1,NONPROFIT,1142205.06,0
2023,6272f45884301585,25487d2647c50122,36,50_99,240183,3783,4662,7335,15684,4555,11253,130.982,27.59,9.72,0,0,PARTNERSHIP,1413164.53,1
2012,2839af962944e1e7,f504978c2ed872e0,32,1000_PLUS,283888,4072,2595,22841,14903,25588,40197,133.586,68.61,20.92,0,1,LLC,443624.09,0
2006,8a181156dd39cfa3,e9a199c9ecc91c77,54,20_49,440629,2312,875,13680,21646,31832,45118,141.358,60.81,53.19,0,0,NONPROFIT,793847.19,0
2015,abfd7c6ba0aaf150,f35f4d475ac99213,0,10_19,775194,343,562,901,10916,18873,11984,29.349,18.6,5.1,0,0,LLC,1622890.85,0
2024,bbb9e94fee9644ff,88dd503bdb98910c,86,100_249,280357,1409,2132,8925,2562,7442,15066,49.846,39.34,21.17,1,0,SOLE_PROP,1441283.18,0
2010,842b411e53ada519,4ec4828ee352ef6b,71,20_49,178168,719,1550,6177,18513,11285,39097,132.109,11.71,4.02,0,0,CORPORATION,1151446.26,0
2010,2301c5224e02b61f,469c7ea8ed72c59e,69,1_4,592432,3508,4514,24619,13466,17082,33808,1.49,31.84,18.58,0,0,LLC,1904588.57,1
2009,1b11d90f582d11d8,55f814d34dabec24,53,5_9,995271,641,4829,17265,8840,13119,4014,109.881,75.11,46.6,0,0,LLC,998163.53,0
2013,ae450ecb09607bae,6309d98640b1e701,76,1_4,631638,1917,1353,21365,12902,21186,12408,85.428,92.21,56.89,0,1,SOLE_PROP,2445835.46,0
2025,2230cbe3faae6da5,df97e0d734c52350,81,1000_PLUS,868820,241,910,21257,8359,36924,17475,137.916,88.47,54.1,0,0,OTHER,1159039.5,0
2014,0cd069a4e868a348,8d0f666e78eb19d6,18,10_19,574621,3807,1110,23620,13942,22673,8129,132.19,24.33,22.08,0,1,SOLE_PROP,1740266.14,0
2012,f97ed1721abb47ad,ef0a1931cbdb111f,50,50_99,519569,4814,3884,2089,7073,409,4741,47.922,62.64,18.83,0,0,SOLE_PROP,2063390.72,0
2023,465197bffbc5bc38,af443eb3ba9c57c7,37,100_249,383527,1388,411,838,5955,37245,45025,196.843,64.44,59.12,0,0,PARTNERSHIP,249513.37,0
2014,a77a1af26437751b,69b4501cb8d48a5b,31,100_249,604742,4905,528,17551,4771,31793,15117,27.432,94.98,47.24,0,0,PARTNERSHIP,2485761.48,1
2022,b377485f5a6b2d99,8b880599b8f26f90,84,250_499,206959,2189,4992,19236,7894,47959,37550,63.838,15.38,7.87,0,0,CORPORATION,459633.32,0
2014,6351146d53b7cec5,08b4ee7ccf7774a7,55,50_99,767351,873,3222,13604,16469,35443,8020,13.296,26.33,10.33,0,0,LLC,219728.29,0
