civ_part_reference_year,civ_part_instrument_type_code,civ_part_topic_policy_area_code,civ_part_submission_date,civ_part_member_state_iso2,civ_part_petition_id_hash,civ_part_signatures_count,civ_part_signature_threshold_reached_flag,civ_part_eci_registration_decision_code,civ_part_response_publication_date,civ_part_consultation_id_hash,civ_part_responses_count,civ_part_stakeholder_group_code,civ_part_ngos_participation_count,civ_part_business_participation_count,civ_part_citizen_participation_count,civ_part_feedback_summary_published_flag,civ_part_follow_up_action_code,civ_part_source_portal,civ_part_data_extract_date
2014,PETITION,SPACE,2014-10-10,CY,f36c6a1fe029ca57d6f861fe,634881,1,,2015-04-16,,112772,PUBLIC_AUTHORITY,103,86,35159,1,COMMUNICATION,EUROPA_FORUMS,2026-02-09
2015,PETITION,AGRICULTURE,2015-09-12,LV,81c7d4ab7ec0916883ed3373,205821,0,,2016-04-13,,126443,ACADEMIA,385,401,89050,1,IMPLEMENTATION,ECI_REGISTER,2024-03-04
2016,PETITION,DIGITAL,2016-04-20,SE,4508689d643be62a4b9cd0fe,798110,1,,,,80400,NGO,1456,777,393,1,REVIEW,EU_PETITIONS_PORTAL,2025-07-31
2017,PETITION,MIGRATION,2017-01-26,DE,d2f51f37f38d9c13373bccdc,942157,1,,,,23237,BUSINESS,79,1228,21325,1,FUNDING_CALL,OPEN_DATA_PORTAL,2024-03-03
2018,PETITION,CLIMATE,2018-06-06,PT,2a8da67f687e712f9278cd90,321055,0,,2019-04-27,,85322,CITIZENS,386,446,58564,1,NO_ACTION,YOUR_VOICE_EUROPE,2024-10-30
2019,PETITION,SECURITY,2019-05-07,CZ,7357fc12e42f3abb9abada95,1005227,0,,2020-04-14,,66952,MIXED,318,2204,37452,1,LEGISLATIVE_PROPOSAL,EUROPA_FORUMS,2025-07-07
2020,PETITION,ENERGY,2020-04-18,LT,92ee055a0f662dab1c83f82e,841539,0,,,,101934,PUBLIC_AUTHORITY,185,145,84865,0,COMMUNICATION,ECI_REGISTER,2024-11-30
2021,PETITION,CONSUMER,2021-05-15,AT,5c6fab54c916a63e16810b32,1053192,0,,,,17615,ACADEMIA,31,584,87898,1,IMPLEMENTATION,EU_PETITIONS_PORTAL,2024-10-31
2022,PETITION,HEALTH,2022-04-14,GR,64f89299704935e59d94d523,26039,0,,,,82529,NGO,376,264,148099,1,REVIEW,OPEN_DATA_PORTAL,2024-02-05
2023,PETITION,COMPETITION,2023-08-07,RO,5d9f044d2d86354e3641d583,478913,1,,2023-12-02,,67135,BUSINESS,671,1286,116078,1,FUNDING_CALL,YOUR_VOICE_EUROPE,2024-11-24
2024,PETITION,TRANSPORT,2024-10-03,DK,6437f4811108486c18d4731e,1015315,0,,2025-09-14,,17113,CITIZENS,450,546,178664,1,NO_ACTION,EUROPA_FORUMS,2024-11-05
2025,PETITION,DATA_GOV,2025-10-18,LU,bcfd231c799396748208340f,1569512,0,,,,145259,MIXED,1254,1828,261274,1,LEGISLATIVE_PROPOSAL,ECI_REGISTER,2025-06-16
2012,PETITION,FINANCE,2012-03-04,BE,5e8d585e44c4117e4c767edd,609584,1,,,,81950,PUBLIC_AUTHORITY,505,95,127334,0,COMMUNICATION,EU_PETITIONS_PORTAL,2025-08-28
2013,PETITION,SPACE,2013-09-07,HU,4b37c24df72cf114991ae78d,1191859,0,,2014-05-27,,81620,ACADEMIA,412,126,60369,0,IMPLEMENTATION,OPEN_DATA_PORTAL,2025-09-17
2014,PETITION,AGRICULTURE,2014-07-11,SK,a2b482872e0b98e0ca717bf1,1406733,1,,2014-10-03,,112929,NGO,1110,329,46200,0,REVIEW,YOUR_VOICE_EUROPE,2025-05-15
2015,PETITION,DIGITAL,2015-10-25,EE,86e06cda90a8b20da4866dcd,324867,1,,2016-12-24,,89603,BUSINESS,309,414,148935,1,FUNDING_CALL,EUROPA_FORUMS,2024-08-15
2016,PETITION,MIGRATION,2016-01-18,MT,261f59897bdbd956049958f5,267279,1,,2016-12-26,,1689,CITIZENS,203,626,289134,0,NO_ACTION,ECI_REGISTER,2025-06-09
2017,PETITION,CLIMATE,2017-12-18,BG,90f7fbd90c4ef33bdb4a3148,168310,0,,2018-04-09,,68001,MIXED,114,988,47756,1,LEGISLATIVE_PROPOSAL,EU_PETITIONS_PORTAL,2024-07-09
2018,PETITION,SECURITY,2018-05-14,IE,b6d7055b50a4b6a7545370b9,140925,0,,2018-10-10,,102732,PUBLIC_AUTHORITY,393,719,17176,1,COMMUNICATION,OPEN_DATA_PORTAL,2025-08-30
2019,PETITION,ENERGY,2019-01-20,SI,faf2251a50f9c94fa9097f9f,1514483,0,,2019-05-31,,43405,ACADEMIA,193,210,53048,0,IMPLEMENTATION,YOUR_VOICE_EUROPE,2026-01-16
2020,PETITION,CONSUMER,2020-10-01,FI,7105273c2645ae12651860ad,1496211,0,,2021-04-01,,5588,NGO,1482,1190,81231,1,REVIEW,EUROPA_FORUMS,2024-11-16
2021,PETITION,HEALTH,2021-11-10,NL,0cb76ee6f8239e0aff675c96,362169,0,,2022-02-28,,109616,BUSINESS,542,1026,71792,1,FUNDING_CALL,ECI_REGISTER,2025-10-06
2022,PETITION,COMPETITION,2022-10-07,HR,a00a02ddbaa5e0c22d80edba,50673,0,,,,131847,CITIZENS,418,2,171414,0,NO_ACTION,EU_PETITIONS_PORTAL,2024-07-17
2023,PETITION,TRANSPORT,2023-11-16,IT,107aa80258fb22c7b95013c4,743186,1,,,,120075,MIXED,456,942,219026,1,LEGISLATIVE_PROPOSAL,OPEN_DATA_PORTAL,2024-10-30
2024,PETITION,DATA_GOV,2024-08-04,ES,2fe55d40be4985fcd4db8233,1554249,0,,2025-07-04,,87480,PUBLIC_AUTHORITY,633,1087,39948,1,COMMUNICATION,YOUR_VOICE_EUROPE,2024-12-05
2025,PETITION,FINANCE,2025-08-21,FR,3bbf09e01a43ba898b75fe29,1618550,0,,2025-09-20,,129175,ACADEMIA,75,167,34312,1,IMPLEMENTATION,EUROPA_FORUMS,2026-01-06
2012,PETITION,SPACE,2012-01-28,PL,49d1ed410bf804d8bad9b745,1272537,1,,2012-09-12,,3998,NGO,690,107,71221,1,REVIEW,ECI_REGISTER,2024-04-24
2013,PETITION,AGRICULTURE,2013-03-11,CY,9efa6b7619bde7c317e07a08,328245,1,,2014-06-23,,117955,BUSINESS,432,1054,103641,1,FUNDING_CALL,EU_PETITIONS_PORTAL,2024-02-18
2014,PETITION,DIGITAL,2014-12-08,LV,cd912983c0023a03b7ecd2d5,1473045,0,,2016-04-07,,131284,CITIZENS,728,480,34906,0,NO_ACTION,OPEN_DATA_PORTAL,2025-06-19
2015,PETITION,MIGRATION,2015-08-19,SE,dee44df98aee19432f82a4c0,688755,0,,2016-07-27,,28892,MIXED,1290,48,140062,0,LEGISLATIVE_PROPOSAL,YOUR_VOICE_EUROPE,2024-02-07
2016,PETITION,CLIMATE,2016-08-26,DE,e497f3923b40c3fc4f16e698,1512939,0,,,,142852,PUBLIC_AUTHORITY,625,1189,27103,1,COMMUNICATION,EUROPA_FORUMS,2024-07-31
2017,PETITION,SECURITY,2017-10-24,PT,45c9e300a91e95f213faa333,525559,0,,2019-03-14,,75617,ACADEMIA,781,487,5341,0,IMPLEMENTATION,ECI_REGISTER,2024-04-29
2018,PETITION,ENERGY,2018-10-13,CZ,7a47aeaaba663ae0f24a53ed,981384,0,,2020-03-07,,117433,NGO,1152,458,100843,1,REVIEW,EU_PETITIONS_PORTAL,2026-02-03
2019,PETITION,CONSUMER,2019-07-09,LT,f988d7829a986a33bd41695b,837486,0,,2019-12-13,,71662,BUSINESS,673,1996,99071,1,FUNDING_CALL,OPEN_DATA_PORTAL,2024-10-01
2020,PETITION,HEALTH,2020-03-08,AT,8bfada346e1b16ba57548129,570680,0,,2021-01-05,,96498,CITIZENS,60,743,231338,1,NO_ACTION,YOUR_VOICE_EUROPE,2024-07-07
2021,PETITION,COMPETITION,2021-08-15,GR,15748b14200616621a3de086,806475,0,,2022-07-14,,86858,MIXED,1152,68,29444,1,LEGISLATIVE_PROPOSAL,EUROPA_FORUMS,2025-09-06
2022,PETITION,TRANSPORT,2022-04-14,RO,b88253ff236cdfce8bee8e0e,461867,0,,2022-05-17,,149530,PUBLIC_AUTHORITY,561,835,91645,1,COMMUNICATION,ECI_REGISTER,2024-11-11
2023,PETITION,DATA_GOV,2023-12-07,DK,fdb8f187a5c0628091f185ee,1518451,0,,,,21454,ACADEMIA,560,572,112546,1,IMPLEMENTATION,EU_PETITIONS_PORTAL,2024-05-24
2024,PETITION,FINANCE,2024-01-27,LU,7cb21c4eea8d13d65a83be11,458584,1,,2025-01-09,,19262,NGO,306,725,79497,0,REVIEW,OPEN_DATA_PORTAL,2025-05-30
2025,PETITION,SPACE,2025-05-19,BE,6d5aa8d599287d0c4b2a2fb1,1544690,0,,,,15458,BUSINESS,623,2034,39118,0,FUNDING_CALL,YOUR_VOICE_EUROPE,2024-12-18
2012,PETITION,AGRICULTURE,2012-07-05,HU,5af64e664e67c01f98957402,1260740,0,,,,92324,CITIZENS,247,517,185344,1,NO_ACTION,EUROPA_FORUMS,2025-06-21
2013,PETITION,DIGITAL,2013-12-04,SK,80d0cadd5beed0f751f746c1,651111,1,,2014-03-23,,121186,MIXED,130,136,69084,1,LEGISLATIVE_PROPOSAL,ECI_REGISTER,2025-10-22
2014,PETITION,MIGRATION,2014-02-14,EE,973c66cca9faa95c625fac38,131179,0,,2015-03-26,,106969,PUBLIC_AUTHORITY,608,600,112940,1,COMMUNICATION,EU_PETITIONS_PORTAL,2024-10-01
2015,PETITION,CLIMATE,2015-04-19,MT,23e6f02d8faa2cab71eaea42,361902,1,,2016-04-28,,96550,ACADEMIA,361,596,128529,0,IMPLEMENTATION,OPEN_DATA_PORTAL,2024-11-06
2016,PETITION,SECURITY,2016-10-06,BG,d0d17c2d4abd970fd6e9ab50,380095,0,,2017-01-21,,137562,NGO,786,493,11223,0,REVIEW,YOUR_VOICE_EUROPE,2024-08-01
2017,PETITION,ENERGY,2017-01-20,IE,aee2110a91bf1410acb20d01,1018904,1,,2017-03-06,,72170,BUSINESS,242,142,1501,0,FUNDING_CALL,EUROPA_FORUMS,2024-01-15
2018,PETITION,CONSUMER,2018-01-28,SI,3736dbbd20e2d681286912c4,1313610,1,,2018-08-17,,147616,CITIZENS,346,184,129010,0,NO_ACTION,ECI_REGISTER,2025-05-11
2019,PETITION,HEALTH,2019-05-08,FI,fc0c313bc94c29bf3df10466,717892,0,,2020-01-21,,63721,MIXED,304,268,26208,1,LEGISLATIVE_PROPOSAL,EU_PETITIONS_PORTAL,2025-03-15
2020,PETITION,COMPETITION,2020-07-12,NL,c395aba01a857fa95c0fadbf,1455510,0,,2021-08-17,,70256,PUBLIC_AUTHORITY,262,116,100522,1,COMMUNICATION,OPEN_DATA_PORTAL,2024-01-08
2021,PETITION,TRANSPORT,2021-07-10,HR,91d8ca66ea7f7ea8cb94054c,570739,0,,,,76943,ACADEMIA,723,490,458,1,IMPLEMENTATION,YOUR_VOICE_EUROPE,2024-12-02
2022,PETITION,DATA_GOV,2022-06-13,IT,b3c2f60b416ee893e0ffd782,1255816,0,,2023-11-12,,2601,NGO,444,257,4697,1,REVIEW,EUROPA_FORUMS,2025-01-17
2023,PETITION,FINANCE,2023-02-25,ES,3d515249193de7ba58d30da9,204950,1,,2023-07-10,,16685,BUSINESS,652,32,140808,1,FUNDING_CALL,ECI_REGISTER,2024-02-25
2024,PETITION,SPACE,2024-10-08,FR,3663c46c4d56b660ffd82f9d,606336,0,,2025-12-28,,146221,CITIZENS,437,874,24708,1,NO_ACTION,EU_PETITIONS_PORTAL,2024-05-04
2025,PETITION,AGRICULTURE,2025-05-06,PL,342b783d83113ef0d8dbfd17,1582809,0,,,,148386,MIXED,1560,78,245902,1,LEGISLATIVE_PROPOSAL,OPEN_DATA_PORTAL,2024-06-11
2012,PETITION,DIGITAL,2012-10-21,CY,64252fd2c1b02144afbd2d56,117446,0,,2013-05-11,,98532,PUBLIC_AUTHORITY,173,359,66039,1,COMMUNICATION,YOUR_VOICE_EUROPE,2025-03-24
2013,PETITION,MIGRATION,2013-05-26,LV,2a95fbb118f4d527c3027ba7,1645212,0,,2013-09-29,,37101,ACADEMIA,407,0,147870,0,IMPLEMENTATION,EUROPA_FORUMS,2024-10-20
2014,PETITION,CLIMATE,2014-05-19,SE,1867b25cd1fcb345067faa23,1076378,1,,,,78674,NGO,26,129,103417,1,REVIEW,ECI_REGISTER,2024-10-04
2015,PETITION,SECURITY,2015-04-28,DE,0ae4826bab69d0bd8c8417cf,619476,0,,2016-05-01,,7716,BUSINESS,176,1906,75014,0,FUNDING_CALL,EU_PETITIONS_PORTAL,2025-07-29
2016,PETITION,ENERGY,2016-06-13,PT,379b631cfe30dbaa5e2569f9,1139310,0,,2017-07-13,,70537,CITIZENS,191,781,86870,1,NO_ACTION,OPEN_DATA_PORTAL,2025-07-25
2017,PETITION,CONSUMER,2017-02-03,CZ,ecb6f2434e94a6f4e39ba3f8,1553798,0,,2018-03-03,,51636,MIXED,1060,1502,121024,0,LEGISLATIVE_PROPOSAL,YOUR_VOICE_EUROPE,2024-08-28
2018,PETITION,HEALTH,2018-12-22,LT,8d9661d5cb79ebc2627059e1,982563,0,,,,67278,PUBLIC_AUTHORITY,734,483,8553,1,COMMUNICATION,EUROPA_FORUMS,2024-04-17
2019,PETITION,COMPETITION,2019-09-28,AT,0cc2b354b56e0804e20759f2,755536,0,,2020-06-05,,72050,ACADEMIA,672,776,82321,0,IMPLEMENTATION,ECI_REGISTER,2025-10-14
2020,PETITION,TRANSPORT,2020-07-14,GR,188fd65aecaa97bcd43d3ffd,1161977,0,,2021-10-04,,72149,NGO,280,943,142787,1,REVIEW,EU_PETITIONS_PORTAL,2024-05-23
2021,PETITION,DATA_GOV,2021-04-10,RO,d05b74b1b4ad91fb5199d772,1687927,0,,,,77247,BUSINESS,281,1012,110041,1,FUNDING_CALL,OPEN_DATA_PORTAL,2024-08-20
2022,PETITION,FINANCE,2022-07-24,DK,113c09dbe29a2eac79d6dbd6,266976,0,,2023-06-10,,88308,CITIZENS,404,940,36864,1,NO_ACTION,YOUR_VOICE_EUROPE,2024-03-18
2023,PETITION,SPACE,2023-02-22,LU,f661f6ce5b3efcf67f05c160,866905,0,,,,33909,MIXED,48,1366,118826,1,LEGISLATIVE_PROPOSAL,EUROPA_FORUMS,2025-04-23
2024,PETITION,AGRICULTURE,2024-04-11,BE,3bf2a73b601d55961cee0328,1659091,0,,2025-05-16,,92487,PUBLIC_AUTHORITY,232,471,142251,1,COMMUNICATION,ECI_REGISTER,2025-11-08
2025,PETITION,DIGITAL,2025-02-05,HU,56d4e251172e07d9a05a07fc,686626,1,,2025-04-26,,47456,ACADEMIA,97,629,11664,1,IMPLEMENTATION,EU_PETITIONS_PORTAL,2024-09-05
2012,PETITION,MIGRATION,2012-10-02,SK,aec410e9ee48121cba20e65a,368481,1,,2013-10-15,,52230,NGO,690,489,131583,0,REVIEW,OPEN_DATA_PORTAL,2024-11-03
2013,PETITION,CLIMATE,2013-05-10,EE,26d4744902dc2e18f65b7d5b,1243878,0,,2014-07-12,,111300,BUSINESS,788,32,147071,1,FUNDING_CALL,YOUR_VOICE_EUROPE,2024-07-31
2014,PETITION,SECURITY,2014-02-28,MT,14f439f2f72d7bf4558128c7,1402213,0,,2014-12-23,,146100,CITIZENS,105,437,236910,1,NO_ACTION,EUROPA_FORUMS,2024-06-22
2015,PETITION,ENERGY,2015-10-08,BG,f5cec83659e4542db0047494,1610267,0,,2016-05-20,,147323,MIXED,1572,1330,82840,0,LEGISLATIVE_PROPOSAL,ECI_REGISTER,2025-07-21
2016,PETITION,CONSUMER,2016-01-05,IE,b4481127aa40ec7ceec370a9,837726,0,,,,98772,PUBLIC_AUTHORITY,462,72,41795,0,COMMUNICATION,EU_PETITIONS_PORTAL,2024-12-04
2017,PETITION,HEALTH,2017-05-04,SI,615140eae1d857e57b05847a,198997,1,,2018-07-27,,117918,ACADEMIA,560,1032,30864,1,IMPLEMENTATION,OPEN_DATA_PORTAL,2025-02-24
2018,PETITION,COMPETITION,2018-04-24,FI,b6101cfd2bca51056398a8c5,1458112,0,,2018-12-30,,3978,NGO,264,211,117769,0,REVIEW,YOUR_VOICE_EUROPE,2025-02-14
2019,PETITION,TRANSPORT,2019-11-09,NL,cb34d1ff59acc21f1e4a1ac5,1311584,1,,2020-08-13,,82642,BUSINESS,153,2314,11584,0,FUNDING_CALL,EUROPA_FORUMS,2025-02-04
2020,PETITION,DATA_GOV,2020-01-16,HR,d85e22fc2277695a75b043b4,1195072,0,,,,79952,CITIZENS,462,400,280560,0,NO_ACTION,ECI_REGISTER,2025-10-13
2021,PETITION,FINANCE,2021-04-04,IT,9c0fa5bee5946dd9061375b1,989793,0,,,,99060,MIXED,644,2396,205112,1,LEGISLATIVE_PROPOSAL,EU_PETITIONS_PORTAL,2025-06-06
2022,PETITION,SPACE,2022-10-24,ES,e1b9db0172822b3a2df656b1,1542569,1,,2024-02-16,,142214,PUBLIC_AUTHORITY,369,1028,107010,1,COMMUNICATION,OPEN_DATA_PORTAL,2024-05-20
2023,PETITION,AGRICULTURE,2023-02-24,FR,58db123c5280a684dd81de70,1384719,0,,,,88328,ACADEMIA,639,798,141020,1,IMPLEMENTATION,YOUR_VOICE_EUROPE,2025-05-29
2024,PETITION,DIGITAL,2024-12-05,PL,b22b39af31953cd9ba5ce7a9,1681753,1,,2025-08-07,,91523,NGO,1058,542,106344,0,REVIEW,EUROPA_FORUMS,2025-11-02
2025,PETITION,MIGRATION,2025-04-22,CY,b25876842ef1503f95a08dd8,1564888,0,,,,101041,BUSINESS,291,1590,116182,1,FUNDING_CALL,ECI_REGISTER,2025-06-07
2012,PETITION,CLIMATE,2012-09-25,LV,ebb2a7c37b20a3b34d16e039,188566,0,,,,68677,CITIZENS,433,168,215700,0,NO_ACTION,EU_PETITIONS_PORTAL,2025-05-14
2013,PETITION,SECURITY,2013-12-03,SE,c32684df8e7a9854e099f8b3,1323110,0,,,,146170,MIXED,282,838,253106,0,LEGISLATIVE_PROPOSAL,OPEN_DATA_PORTAL,2025-11-09
2014,PETITION,ENERGY,2014-04-25,DE,98e31958fa1479c6ee87afa2,747994,1,,2015-07-03,,72670,PUBLIC_AUTHORITY,339,306,67981,1,COMMUNICATION,YOUR_VOICE_EUROPE,2024-04-13
2015,PETITION,CONSUMER,2015-10-21,PT,8da68a00d8d5f6c50dcd7586,440109,0,,2016-02-23,,122970,ACADEMIA,622,279,78950,1,IMPLEMENTATION,EUROPA_FORUMS,2024-03-25
2016,PETITION,HEALTH,2016-06-11,CZ,b95a8979ff27597db695c4fa,140789,0,,,,79594,NGO,1256,594,19615,1,REVIEW,ECI_REGISTER,2025-11-19
2017,PETITION,COMPETITION,2017-03-27,LT,36c2b7799341083510a6b3e2,430359,0,,,,117897,BUSINESS,546,1360,134985,0,FUNDING_CALL,EU_PETITIONS_PORTAL,2026-02-10
2018,PETITION,TRANSPORT,2018-02-27,AT,5c79e4f19fb7da5c98f03f18,19901,0,,2019-05-25,,126356,CITIZENS,11,611,10664,1,NO_ACTION,OPEN_DATA_PORTAL,2024-02-10
2019,PETITION,DATA_GOV,2019-04-27,GR,c06c83a37de11ed8a7478bce,1647773,1,,2020-06-03,,110225,MIXED,72,2218,142130,1,LEGISLATIVE_PROPOSAL,YOUR_VOICE_EUROPE,2026-02-07
2020,PETITION,FINANCE,2020-07-21,RO,f8574cdf99b5da004d867209,1370623,1,,2021-12-06,,134946,PUBLIC_AUTHORITY,796,41,93912,1,COMMUNICATION,EUROPA_FORUMS,2025-04-02
2021,PETITION,SPACE,2021-06-03,DK,9c025951cf2ef772c61d6b5f,192785,1,,,,83535,ACADEMIA,403,43,51640,1,IMPLEMENTATION,ECI_REGISTER,2024-01-23
2022,PETITION,AGRICULTURE,2022-05-18,LU,2be766ef79ad3470b6ecf7bc,1200350,0,,,,4992,NGO,598,86,19300,0,REVIEW,EU_PETITIONS_PORTAL,2025-08-22
2023,PETITION,DIGITAL,2023-08-26,BE,4d3d9ecda88e153271d1aff8,1204894,1,,2024-09-04,,77132,BUSINESS,35,978,133540,0,FUNDING_CALL,OPEN_DATA_PORTAL,2025-11-28
2024,PETITION,MIGRATION,2024-12-14,HU,821273113fe001d89f7deb78,1198708,1,,2025-08-02,,140850,CITIZENS,754,560,157474,1,NO_ACTION,YOUR_VOICE_EUROPE,2025-11-08
2025,PETITION,CLIMATE,2025-01-17,SK,ffca8a4804441418dc9519d4,1642385,1,,,,90785,MIXED,876,688,182940,0,LEGISLATIVE_PROPOSAL,EUROPA_FORUMS,2026-02-15
2012,PETITION,SECURITY,2012-10-16,EE,57698827197bb15e388536e9,268854,1,,,,28273,PUBLIC_AUTHORITY,213,1009,18517,1,COMMUNICATION,ECI_REGISTER,2024-08-17
2013,PETITION,ENERGY,2013-02-24,MT,511811bb4f4ce88a6d97c39e,479776,1,,,,16194,ACADEMIA,641,929,125876,1,IMPLEMENTATION,EU_PETITIONS_PORTAL,2025-09-26
2014,PETITION,CONSUMER,2014-10-02,BG,d2b86565171d5fc27e7453f2,1136309,1,,2014-12-08,,119361,NGO,114,756,107981,0,REVIEW,OPEN_DATA_PORTAL,2025-06-09
2015,PETITION,HEALTH,2015-08-12,IE,006d6c46978e5a318b791df2,543643,0,,2016-05-17,,81703,BUSINESS,396,1302,120965,1,FUNDING_CALL,YOUR_VOICE_EUROPE,2025-03-01
2016,PETITION,COMPETITION,2016-05-17,SI,14220d0710004a6b352f79df,1518318,0,,2017-02-03,,49051,CITIZENS,528,413,215984,0,NO_ACTION,EUROPA_FORUMS,2026-02-22
2017,PETITION,TRANSPORT,2017-10-05,FI,6b6ca59a8a098514fb579bf5,898308,0,,2018-05-05,,77853,MIXED,904,204,122766,0,LEGISLATIVE_PROPOSAL,ECI_REGISTER,2025-01-12
2018,PETITION,DATA_GOV,2018-08-20,NL,28f7a185a4664a6e7bf1f328,1523133,0,,2019-03-30,,11048,PUBLIC_AUTHORITY,427,5,46356,1,COMMUNICATION,EU_PETITIONS_PORTAL,2025-06-22
2019,PETITION,FINANCE,2019-05-02,HR,ea5b92b9700d93f9ddc3db90,986693,1,,,,92081,ACADEMIA,549,837,134551,0,IMPLEMENTATION,OPEN_DATA_PORTAL,2024-02-29
2020,PETITION,SPACE,2020-01-08,IT,403cbb2ba977e2f457c1d7ab,1097063,1,,2020-04-28,,68305,NGO,1164,599,94298,1,REVIEW,YOUR_VOICE_EUROPE,2024-11-18
2021,PETITION,AGRICULTURE,2021-04-18,ES,ebc9a9764db3f0b1da7502d2,490394,1,,2022-09-11,,18518,BUSINESS,39,82,107014,1,FUNDING_CALL,EUROPA_FORUMS,2024-05-25
2022,PETITION,DIGITAL,2022-04-28,FR,e519d46e8dc71c648760de78,218167,0,,,,26853,CITIZENS,54,529,34428,1,NO_ACTION,ECI_REGISTER,2026-02-07
2023,PETITION,MIGRATION,2023-06-13,PL,798e66f560f60869e485bb17,94851,0,,,,114697,MIXED,436,494,48096,1,LEGISLATIVE_PROPOSAL,EU_PETITIONS_PORTAL,2025-06-28
2024,PETITION,CLIMATE,2024-12-21,CY,90b6f3a5df633bb8a757fea7,904410,0,,,,60637,PUBLIC_AUTHORITY,430,1159,7638,1,COMMUNICATION,OPEN_DATA_PORTAL,2024-02-03
2025,PETITION,SECURITY,2025-08-27,LV,1b22bc3d6f7084d3a05ceb8b,414086,0,,,,118749,ACADEMIA,641,1115,16943,0,IMPLEMENTATION,YOUR_VOICE_EUROPE,2025-11-04
2012,PETITION,ENERGY,2012-05-27,SE,9b6601e45cc5ac2cc03c6393,744000,1,,2012-06-27,,52462,NGO,400,894,35358,1,REVIEW,EUROPA_FORUMS,2024-03-13
2013,PETITION,CONSUMER,2013-10-07,DE,d63c97db3bd8307c65c8cc7c,1278525,0,,,,94928,BUSINESS,584,574,56770,1,FUNDING_CALL,ECI_REGISTER,2024-07-28
2014,PETITION,HEALTH,2014-02-06,PT,190a03a9af54cffc82c60eba,1021031,1,,2014-04-08,,21639,CITIZENS,776,961,13566,1,NO_ACTION,EU_PETITIONS_PORTAL,2025-03-18
2015,PETITION,COMPETITION,2015-05-09,CZ,10e3b43a216a6723ca3a2e52,685655,0,,,,50595,MIXED,388,1734,133630,1,LEGISLATIVE_PROPOSAL,OPEN_DATA_PORTAL,2025-12-13
2016,PETITION,TRANSPORT,2016-07-22,LT,9939d282d6b9ce9ad019cca0,1443359,1,,2016-11-05,,97908,PUBLIC_AUTHORITY,151,297,107503,1,COMMUNICATION,YOUR_VOICE_EUROPE,2025-04-05
2017,PETITION,DATA_GOV,2017-11-25,AT,4310dec2c7abd9b2fe0561f8,1698806,0,,,,2553,ACADEMIA,175,864,58183,1,IMPLEMENTATION,EUROPA_FORUMS,2024-02-22
2018,PETITION,FINANCE,2018-11-18,GR,c672dfc518b713bfa66a04e6,557699,0,,,,97013,NGO,1006,124,40178,1,REVIEW,ECI_REGISTER,2024-12-24
2019,PETITION,SPACE,2019-01-24,RO,0aa81286abfc7d2105ae3e0e,1380519,0,,2020-06-07,,128806,BUSINESS,208,1570,122794,1,FUNDING_CALL,EU_PETITIONS_PORTAL,2024-06-26
2020,PETITION,AGRICULTURE,2020-02-14,DK,befa03d056fda5003702c4b1,401537,0,,,,38448,CITIZENS,500,91,208954,1,NO_ACTION,OPEN_DATA_PORTAL,2025-06-28
2021,PETITION,DIGITAL,2021-11-14,LU,70b0539d5374b27315c3b0a9,515392,0,,2022-04-22,,26507,MIXED,1110,678,244958,1,LEGISLATIVE_PROPOSAL,YOUR_VOICE_EUROPE,2024-01-23
2022,PETITION,MIGRATION,2022-11-01,BE,7f37e4f46d20be4c20b92dd6,398247,1,,2023-01-08,,146174,PUBLIC_AUTHORITY,707,218,102303,1,COMMUNICATION,EUROPA_FORUMS,2024-12-21
2023,PETITION,CLIMATE,2023-10-09,HU,65a431eccda3011e1cc8a674,949531,0,,2024-04-08,,85613,ACADEMIA,282,1179,77184,1,IMPLEMENTATION,ECI_REGISTER,2024-08-11
2024,PETITION,SECURITY,2024-02-21,SK,9ab049217533938a93e1e8e2,1066574,0,,2024-08-16,,79228,NGO,42,997,103108,0,REVIEW,EU_PETITIONS_PORTAL,2024-04-15
2025,PETITION,ENERGY,2025-10-22,EE,1a4d73106176928d49b38d18,1608299,0,,,,73679,BUSINESS,354,1502,83592,1,FUNDING_CALL,OPEN_DATA_PORTAL,2024-01-01
2012,PETITION,CONSUMER,2012-07-24,MT,2ba3363cb0fbbe922d2e668d,691841,0,,2012-09-17,,35174,CITIZENS,156,387,32328,1,NO_ACTION,YOUR_VOICE_EUROPE,2025-11-06
2013,PETITION,HEALTH,2013-07-21,BG,16ca49ae875951143d047346,666705,0,,2014-06-20,,119430,MIXED,470,450,250042,1,LEGISLATIVE_PROPOSAL,EUROPA_FORUMS,2025-07-12
2014,PETITION,COMPETITION,2014-04-05,IE,54aa1133e314fe0a3f15eadc,1677444,0,,,,136688,PUBLIC_AUTHORITY,482,561,111796,1,COMMUNICATION,ECI_REGISTER,2025-02-19
2015,PETITION,TRANSPORT,2015-12-14,SI,298a70b4aa0a15e798c4f189,1108944,0,,2017-01-10,,130743,ACADEMIA,430,120,24690,1,IMPLEMENTATION,EU_PETITIONS_PORTAL,2025-11-01
2016,PETITION,DATA_GOV,2016-04-07,FI,bbd752e5765a274c125d7cec,1586971,0,,2016-10-09,,124535,NGO,1398,320,149136,1,REVIEW,OPEN_DATA_PORTAL,2024-03-20
2017,PETITION,FINANCE,2017-02-25,NL,75fe8367942537881c995b4e,1360621,1,,2017-11-23,,93463,BUSINESS,476,1216,103653,0,FUNDING_CALL,YOUR_VOICE_EUROPE,2025-08-28
