health_cb_reference_year,health_cb_country_of_treatment_iso2,health_cb_country_of_affiliation_iso2,health_cb_treatment_type_code,health_cb_prior_authorisation_required_flag,health_cb_cases_count,health_cb_reimbursement_amount_eur,health_cb_out_of_pocket_amount_eur,health_cb_waiting_time_avoidance_days,health_cb_patient_satisfaction_score,health_cb_denied_cases_count,health_cb_denial_reason_code,health_cb_appeals_count,health_cb_successful_appeals_count,health_cb_ehds_ready_flag,health_cb_ehealth_interoperability_flag,health_cb_data_source,health_cb_methodology_version,health_cb_last_update_date,health_cb_data_extract_date
2017,SE,DE,TELECONSULTATION,0,9548,3608893.7,612277.8,200.75,4.03,182,NO_PRIOR_AUTHORISATION,24,12,1,0,PATIENT_SURVEY,CBHC_V2,2024-02-12,2026-01-10
2018,DK,PT,MATERNITY,0,12423,7227082.36,2152637.76,143.92,4.2,1178,CAPACITY_LIMITS,575,358,0,0,NCP_REPORTING,CBHC_V1,2024-03-02,2025-10-21
2019,IE,CZ,DIAGNOSTICS,0,3573,6024704.36,2064141.86,123.35,2.85,371,INCOMPLETE_DOCUMENTS,38,18,0,1,INSURANCE_FUND_ADMIN,CBHC_V3,2024-03-21,2026-01-29
2020,PL,LT,REHABILITATION,1,13753,26601051.07,1997956.45,186.65,3.17,2132,ALTERNATIVE_AVAILABLE,1148,570,0,1,EHDS_PILOT,CBHC_V2,2024-04-09,2025-07-15
2021,AT,AT,CANCER_CARE,1,51956,44122425.13,3944147.37,138.15,3.6,9824,MEDICAL_JUSTIFICATION,1232,882,0,1,PATIENT_SURVEY,CBHC_V1,2024-04-28,2024-06-07
2022,EE,GR,PLANNED_SURGERY,0,3297,1634427.13,556450.96,103.22,3.12,71,OTHER,10,3,1,0,NCP_REPORTING,CBHC_V3,2024-05-17,2025-06-30
2023,IT,RO,DENTAL,1,45307,26129244.53,7682158.64,171.03,4.64,7761,NOT_COVERED,1971,1310,1,1,INSURANCE_FUND_ADMIN,CBHC_V2,2024-06-05,2024-08-30
2024,PT,DK,RARE_DISEASE_CARE,1,16614,18809201.0,3396465.75,96.79,2.63,2175,NO_PRIOR_AUTHORISATION,177,77,1,0,EHDS_PILOT,CBHC_V1,2024-06-24,2025-09-03
2025,BE,LU,TELECONSULTATION,0,42986,80370112.33,21098651.88,189.1,4.18,2385,CAPACITY_LIMITS,1175,371,1,1,PATIENT_SURVEY,CBHC_V3,2024-07-13,2025-03-26
2006,FI,BE,MATERNITY,1,32974,5754209.15,1891752.0,75.71,4.62,5520,INCOMPLETE_DOCUMENTS,689,485,0,0,NCP_REPORTING,CBHC_V2,2024-08-01,2025-08-30
2007,LV,HU,DIAGNOSTICS,0,5012,7885304.78,2830541.92,244.32,3.6,339,ALTERNATIVE_AVAILABLE,149,74,0,0,INSURANCE_FUND_ADMIN,CBHC_V1,2024-08-20,2025-02-07
2008,RO,SK,REHABILITATION,1,7853,12316446.04,1045654.58,30.48,3.54,1423,MEDICAL_JUSTIFICATION,556,319,0,0,EHDS_PILOT,CBHC_V3,2024-09-08,2024-06-17
2009,BG,EE,CANCER_CARE,1,8863,27870630.36,2053281.76,140.03,2.96,604,OTHER,154,118,0,0,PATIENT_SURVEY,CBHC_V2,2024-09-27,2025-07-18
2010,FR,MT,PLANNED_SURGERY,0,23238,25895360.82,2814314.54,224.09,4.54,3307,NOT_COVERED,1030,332,0,0,NCP_REPORTING,CBHC_V1,2024-10-16,2024-11-29
2011,LT,BG,DENTAL,0,2531,4167952.03,986871.0,94.25,2.95,254,NO_PRIOR_AUTHORISATION,75,42,0,0,INSURANCE_FUND_ADMIN,CBHC_V3,2024-11-04,2025-08-07
2012,SK,IE,RARE_DISEASE_CARE,0,7492,5895390.23,1216938.74,133.99,4.69,898,CAPACITY_LIMITS,214,84,0,0,EHDS_PILOT,CBHC_V2,2024-11-23,2024-08-21
2013,HR,SI,TELECONSULTATION,0,30702,45630816.2,11541741.0,203.16,4.69,964,INCOMPLETE_DOCUMENTS,225,125,1,0,PATIENT_SURVEY,CBHC_V1,2024-12-12,2024-07-13
2014,DE,FI,MATERNITY,0,24941,5547206.14,1086813.51,83.6,4.8,636,ALTERNATIVE_AVAILABLE,197,83,0,0,NCP_REPORTING,CBHC_V3,2024-12-31,2025-08-05
2015,LU,NL,DIAGNOSTICS,0,31389,22527136.18,8511457.92,59.59,3.58,4449,MEDICAL_JUSTIFICATION,1059,670,0,0,INSURANCE_FUND_ADMIN,CBHC_V2,2025-01-19,2025-09-21
2016,SI,HR,REHABILITATION,0,13356,27793149.0,8579472.7,154.38,2.89,751,OTHER,328,141,0,0,EHDS_PILOT,CBHC_V1,2025-02-07,2024-04-25
2017,CY,IT,CANCER_CARE,1,15344,30660745.87,6913658.32,12.87,3.73,2088,NOT_COVERED,146,43,0,0,PATIENT_SURVEY,CBHC_V3,2025-02-26,2024-07-07
2018,GR,ES,PLANNED_SURGERY,1,13237,9717464.93,1762860.88,93.71,2.52,2002,NO_PRIOR_AUTHORISATION,1017,412,0,0,NCP_REPORTING,CBHC_V2,2025-03-17,2024-09-07
2019,MT,FR,DENTAL,0,16779,10634659.13,3005805.98,11.21,3.19,1486,CAPACITY_LIMITS,757,476,0,0,INSURANCE_FUND_ADMIN,CBHC_V1,2025-04-05,2025-07-26
2020,ES,PL,RARE_DISEASE_CARE,1,57985,83518202.41,10412404.24,70.81,3.87,6698,INCOMPLETE_DOCUMENTS,2925,1399,0,1,EHDS_PILOT,CBHC_V3,2025-04-24,2025-02-24
2021,CZ,CY,TELECONSULTATION,0,3992,3477033.45,919785.37,45.72,4.85,74,ALTERNATIVE_AVAILABLE,6,4,0,1,PATIENT_SURVEY,CBHC_V2,2025-05-13,2025-03-23
2022,HU,LV,MATERNITY,0,16106,24738494.26,4254459.44,148.35,2.69,251,MEDICAL_JUSTIFICATION,74,54,1,0,NCP_REPORTING,CBHC_V1,2025-06-01,2025-09-01
2023,NL,SE,DIAGNOSTICS,0,56565,118372225.28,19137249.63,112.87,4.85,4398,OTHER,1261,514,0,0,INSURANCE_FUND_ADMIN,CBHC_V3,2025-06-20,2024-04-06
2024,SE,DE,REHABILITATION,1,30644,24244854.9,8870410.39,32.01,3.58,3180,NOT_COVERED,326,132,0,0,EHDS_PILOT,CBHC_V2,2025-07-09,2026-01-21
2025,DK,PT,CANCER_CARE,1,25885,46201769.29,3655786.81,172.34,4.02,1112,NO_PRIOR_AUTHORISATION,293,95,1,0,PATIENT_SURVEY,CBHC_V1,2025-07-28,2025-11-12
2006,IE,CZ,PLANNED_SURGERY,1,16792,35866686.5,5310203.34,182.25,3.83,2493,CAPACITY_LIMITS,425,242,0,0,NCP_REPORTING,CBHC_V3,2025-08-16,2024-02-07
2007,PL,LT,DENTAL,0,7724,15552524.55,2613983.61,28.51,4.27,596,INCOMPLETE_DOCUMENTS,105,61,0,0,INSURANCE_FUND_ADMIN,CBHC_V2,2025-09-04,2025-02-22
2008,AT,AT,RARE_DISEASE_CARE,1,49728,128780989.32,34980202.47,130.43,4.44,5630,ALTERNATIVE_AVAILABLE,2123,806,1,0,EHDS_PILOT,CBHC_V1,2025-09-23,2025-01-28
2009,EE,GR,TELECONSULTATION,0,33928,41873158.55,4471165.93,164.04,3.32,3593,MEDICAL_JUSTIFICATION,364,140,0,0,PATIENT_SURVEY,CBHC_V3,2025-10-12,2025-06-18
2010,IT,RO,MATERNITY,0,55043,22533197.23,1620785.35,100.27,4.84,3381,OTHER,1386,636,0,0,NCP_REPORTING,CBHC_V2,2025-10-31,2024-01-21
2011,PT,DK,DIAGNOSTICS,0,26593,13328833.1,2196125.38,213.17,4.12,3565,NOT_COVERED,625,312,0,0,INSURANCE_FUND_ADMIN,CBHC_V1,2025-11-19,2025-09-20
2012,BE,LU,REHABILITATION,0,47937,49200352.05,5612348.65,86.9,2.95,1327,NO_PRIOR_AUTHORISATION,343,201,0,0,EHDS_PILOT,CBHC_V3,2025-12-08,2025-11-09
2013,FI,BE,CANCER_CARE,1,1796,3932890.83,1359749.95,10.84,2.65,379,CAPACITY_LIMITS,76,40,0,0,PATIENT_SURVEY,CBHC_V2,2025-12-27,2024-01-29
2014,LV,HU,PLANNED_SURGERY,0,23910,50606519.11,4386877.98,199.11,4.35,977,INCOMPLETE_DOCUMENTS,513,330,0,0,NCP_REPORTING,CBHC_V1,2026-01-15,2025-04-29
2015,RO,SK,DENTAL,0,30093,49823898.73,11594771.13,62.74,3.81,3283,ALTERNATIVE_AVAILABLE,1723,1008,0,0,INSURANCE_FUND_ADMIN,CBHC_V3,2026-02-03,2025-08-05
2016,BG,EE,RARE_DISEASE_CARE,1,15257,8311815.1,2980419.77,87.43,5.07,952,MEDICAL_JUSTIFICATION,462,282,0,0,EHDS_PILOT,CBHC_V2,2026-02-22,2025-08-03
2017,FR,MT,TELECONSULTATION,1,54413,29264915.99,3004325.97,36.11,3.89,7130,OTHER,1581,1024,0,0,PATIENT_SURVEY,CBHC_V1,2012-01-16,2024-08-28
2018,LT,BG,MATERNITY,0,16469,37508891.83,13949582.03,121.08,4.7,1987,NOT_COVERED,1056,614,0,1,NCP_REPORTING,CBHC_V3,2012-02-04,2024-04-04
2019,SK,IE,DIAGNOSTICS,1,71,84643.67,28615.76,151.42,4.21,8,NO_PRIOR_AUTHORISATION,4,1,0,1,INSURANCE_FUND_ADMIN,CBHC_V2,2012-02-23,2025-11-29
2020,HR,SI,REHABILITATION,1,33921,31647736.32,8471271.33,10.89,3.49,6488,CAPACITY_LIMITS,898,267,0,1,EHDS_PILOT,CBHC_V1,2012-03-13,2025-05-25
2021,DE,FI,CANCER_CARE,1,25557,29057145.86,5043617.38,126.67,3.05,4899,INCOMPLETE_DOCUMENTS,377,193,1,0,PATIENT_SURVEY,CBHC_V3,2012-04-01,2024-11-24
2022,LU,NL,PLANNED_SURGERY,1,8224,26504480.83,5126429.92,143.54,3.41,703,ALTERNATIVE_AVAILABLE,266,199,1,1,NCP_REPORTING,CBHC_V2,2012-04-20,2025-07-08
2023,SI,HR,DENTAL,0,30509,10693154.82,1807538.76,58.93,4.24,1726,MEDICAL_JUSTIFICATION,162,98,0,0,INSURANCE_FUND_ADMIN,CBHC_V1,2012-05-09,2024-05-20
2024,CY,IT,RARE_DISEASE_CARE,1,18020,52147237.37,17488683.25,7.89,3.94,685,OTHER,104,79,1,1,EHDS_PILOT,CBHC_V3,2012-05-28,2024-11-25
2025,GR,ES,TELECONSULTATION,0,6010,5826489.72,2033671.33,85.05,4.25,510,NOT_COVERED,113,35,0,0,PATIENT_SURVEY,CBHC_V2,2012-06-16,2025-08-27
2006,MT,FR,MATERNITY,0,31133,40562413.03,3514093.46,98.47,3.97,2298,NO_PRIOR_AUTHORISATION,253,137,0,0,NCP_REPORTING,CBHC_V1,2012-07-05,2025-01-24
2007,ES,PL,DIAGNOSTICS,0,26388,7224579.67,2215288.61,132.45,4.74,3993,CAPACITY_LIMITS,2020,705,0,0,INSURANCE_FUND_ADMIN,CBHC_V3,2012-07-24,2025-07-28
2008,CZ,CY,REHABILITATION,0,8714,5940216.28,1223613.63,55.58,3.01,244,INCOMPLETE_DOCUMENTS,46,32,0,1,EHDS_PILOT,CBHC_V2,2012-08-12,2025-10-31
2009,HU,LV,CANCER_CARE,1,19371,16660714.11,3744306.46,129.03,4.35,1181,ALTERNATIVE_AVAILABLE,343,136,0,0,PATIENT_SURVEY,CBHC_V1,2012-08-31,2025-06-04
2010,NL,SE,PLANNED_SURGERY,1,25003,8403595.48,563159.87,43.18,3.08,1850,MEDICAL_JUSTIFICATION,759,244,0,0,NCP_REPORTING,CBHC_V3,2012-09-19,2025-07-20
2011,SE,DE,DENTAL,0,14298,15699258.97,2076241.5,7.98,3.98,504,OTHER,57,44,0,0,INSURANCE_FUND_ADMIN,CBHC_V2,2012-10-08,2026-02-05
2012,DK,PT,RARE_DISEASE_CARE,0,23870,39588111.81,2381200.62,169.76,3.62,2353,NOT_COVERED,885,643,0,0,EHDS_PILOT,CBHC_V1,2012-10-27,2025-01-22
2013,IE,CZ,TELECONSULTATION,0,20753,28620585.03,10285691.86,75.45,4.01,2716,NO_PRIOR_AUTHORISATION,632,320,0,0,PATIENT_SURVEY,CBHC_V3,2012-11-15,2024-10-14
2014,PL,LT,MATERNITY,0,137,133441.41,19882.14,41.9,2.31,4,CAPACITY_LIMITS,1,0,0,0,NCP_REPORTING,CBHC_V2,2012-12-04,2024-04-27
2015,AT,AT,DIAGNOSTICS,1,39460,49522020.57,15662374.74,103.57,2.88,7476,INCOMPLETE_DOCUMENTS,3520,1153,0,0,INSURANCE_FUND_ADMIN,CBHC_V1,2012-12-23,2024-12-26
2016,EE,GR,REHABILITATION,1,33444,12318545.86,1303934.29,81.49,4.51,2519,ALTERNATIVE_AVAILABLE,533,339,0,0,EHDS_PILOT,CBHC_V3,2013-01-11,2025-02-23
2017,IT,RO,CANCER_CARE,1,29131,13235631.78,3677493.35,40.36,2.66,4582,MEDICAL_JUSTIFICATION,2185,1597,0,0,PATIENT_SURVEY,CBHC_V2,2013-01-30,2025-06-06
2018,PT,DK,PLANNED_SURGERY,1,17250,32073660.25,9867403.55,117.98,2.77,1724,OTHER,723,364,0,0,NCP_REPORTING,CBHC_V1,2013-02-18,2026-02-16
2019,BE,LU,DENTAL,0,56088,71871811.56,17818925.51,87.8,3.64,1468,NOT_COVERED,581,284,0,1,INSURANCE_FUND_ADMIN,CBHC_V3,2013-03-09,2024-01-09
2020,FI,BE,RARE_DISEASE_CARE,1,32027,79362754.07,17182573.94,199.53,4.49,1683,NO_PRIOR_AUTHORISATION,494,196,0,1,EHDS_PILOT,CBHC_V2,2013-03-28,2025-04-04
2021,LV,HU,TELECONSULTATION,0,5151,3210818.5,1022661.72,121.08,4.94,516,CAPACITY_LIMITS,194,131,0,0,PATIENT_SURVEY,CBHC_V1,2013-04-16,2025-09-27
2022,RO,SK,MATERNITY,0,27522,26679796.56,6755475.96,135.45,3.9,721,INCOMPLETE_DOCUMENTS,132,101,0,0,NCP_REPORTING,CBHC_V3,2013-05-05,2024-09-22
2023,BG,EE,DIAGNOSTICS,0,14428,20753209.47,5696702.16,46.43,4.77,472,ALTERNATIVE_AVAILABLE,79,59,1,0,INSURANCE_FUND_ADMIN,CBHC_V2,2013-05-24,2024-03-23
2024,FR,MT,REHABILITATION,1,20977,18732940.82,5071692.15,186.76,3.82,1976,MEDICAL_JUSTIFICATION,1039,315,1,0,EHDS_PILOT,CBHC_V1,2013-06-12,2024-05-22
2025,LT,BG,CANCER_CARE,0,33286,13219453.16,1934298.93,77.52,5.04,3420,OTHER,778,584,1,0,PATIENT_SURVEY,CBHC_V3,2013-07-01,2026-02-19
2006,SK,IE,PLANNED_SURGERY,1,1129,662764.2,159438.82,171.06,2.79,32,NOT_COVERED,17,11,0,1,NCP_REPORTING,CBHC_V2,2013-07-20,2025-10-07
2007,HR,SI,DENTAL,1,4437,8945277.17,1320022.92,60.54,4.59,574,NO_PRIOR_AUTHORISATION,227,147,0,0,INSURANCE_FUND_ADMIN,CBHC_V1,2013-08-08,2025-08-17
2008,DE,FI,RARE_DISEASE_CARE,0,13309,15377161.01,4689038.97,46.06,3.76,341,CAPACITY_LIMITS,38,14,0,0,EHDS_PILOT,CBHC_V3,2013-08-27,2024-08-02
2009,LU,NL,TELECONSULTATION,0,19754,10643616.2,1692198.64,99.31,3.61,2904,INCOMPLETE_DOCUMENTS,1093,312,0,0,PATIENT_SURVEY,CBHC_V2,2013-09-15,2025-03-03
2010,SI,HR,MATERNITY,0,22161,30270716.14,2558823.47,123.74,3.68,871,ALTERNATIVE_AVAILABLE,239,180,1,0,NCP_REPORTING,CBHC_V1,2013-10-04,2024-11-02
2011,CY,IT,DIAGNOSTICS,0,792,1137638.07,105497.18,296.14,3.24,34,MEDICAL_JUSTIFICATION,6,2,0,0,INSURANCE_FUND_ADMIN,CBHC_V3,2013-10-23,2024-05-16
2012,GR,ES,REHABILITATION,0,18754,8485541.27,1310311.36,5.19,4.16,2287,OTHER,708,526,0,0,EHDS_PILOT,CBHC_V2,2013-11-11,2025-06-23
2013,MT,FR,CANCER_CARE,0,10101,18254202.87,3004235.73,64.16,2.59,1002,NOT_COVERED,331,253,1,0,PATIENT_SURVEY,CBHC_V1,2013-11-30,2024-08-02
2014,ES,PL,PLANNED_SURGERY,1,1142,2153195.86,153579.76,204.2,3.23,110,NO_PRIOR_AUTHORISATION,13,3,0,0,NCP_REPORTING,CBHC_V3,2013-12-19,2024-07-04
2015,CZ,CY,DENTAL,0,11043,21381068.28,2307793.1,154.61,3.04,1463,CAPACITY_LIMITS,610,473,0,0,INSURANCE_FUND_ADMIN,CBHC_V2,2014-01-07,2025-07-09
2016,HU,LV,RARE_DISEASE_CARE,0,12217,17639000.11,3616761.84,17.12,3.55,329,INCOMPLETE_DOCUMENTS,106,79,0,0,EHDS_PILOT,CBHC_V1,2014-01-26,2025-05-27
2017,NL,SE,TELECONSULTATION,0,31831,14206423.55,4687934.29,172.71,2.93,360,ALTERNATIVE_AVAILABLE,166,92,0,0,PATIENT_SURVEY,CBHC_V3,2014-02-14,2024-04-18
2018,SE,DE,MATERNITY,1,3144,4550265.37,299958.7,188.42,3.09,469,MEDICAL_JUSTIFICATION,86,28,0,0,NCP_REPORTING,CBHC_V2,2014-03-05,2024-08-03
2019,DK,PT,DIAGNOSTICS,0,13798,15354543.17,4265704.75,2.93,3.25,1734,OTHER,389,109,0,1,INSURANCE_FUND_ADMIN,CBHC_V1,2014-03-24,2024-03-07
2020,IE,CZ,REHABILITATION,1,32136,15453673.11,867319.12,197.15,4.8,3374,NOT_COVERED,1457,434,0,1,EHDS_PILOT,CBHC_V3,2014-04-12,2024-10-03
2021,PL,LT,CANCER_CARE,1,17059,14315111.16,3608280.44,156.43,4.26,2732,NO_PRIOR_AUTHORISATION,552,332,0,1,PATIENT_SURVEY,CBHC_V2,2014-05-01,2025-06-23
2022,AT,AT,PLANNED_SURGERY,0,47393,63711077.63,18627210.04,275.12,5.06,6802,CAPACITY_LIMITS,603,376,0,0,NCP_REPORTING,CBHC_V1,2014-05-20,2024-08-04
2023,EE,GR,DENTAL,0,511,256246.56,86452.96,51.42,4.44,11,INCOMPLETE_DOCUMENTS,1,0,0,1,INSURANCE_FUND_ADMIN,CBHC_V3,2014-06-08,2024-06-10
2024,IT,RO,RARE_DISEASE_CARE,1,38943,27525228.98,8953067.27,130.5,4.17,516,ALTERNATIVE_AVAILABLE,118,34,1,1,EHDS_PILOT,CBHC_V2,2014-06-27,2025-02-26
2025,PT,DK,TELECONSULTATION,0,9847,12552943.95,1579227.7,200.01,4.47,1158,MEDICAL_JUSTIFICATION,209,79,0,0,PATIENT_SURVEY,CBHC_V1,2014-07-16,2024-01-18
2006,BE,LU,MATERNITY,0,21981,24904000.93,2976236.57,144.52,3.6,1796,OTHER,261,73,1,0,NCP_REPORTING,CBHC_V3,2014-08-04,2025-04-27
2007,FI,BE,DIAGNOSTICS,0,7396,6752512.52,1577321.99,91.57,2.73,1085,NOT_COVERED,535,170,0,0,INSURANCE_FUND_ADMIN,CBHC_V2,2014-08-23,2024-05-02
2008,LV,HU,REHABILITATION,1,28786,38015286.15,13390783.86,145.81,3.92,3669,NO_PRIOR_AUTHORISATION,1768,1221,0,0,EHDS_PILOT,CBHC_V1,2014-09-11,2024-09-28
2009,RO,SK,CANCER_CARE,1,17105,7145244.4,366690.57,186.64,3.6,1887,CAPACITY_LIMITS,298,76,0,0,PATIENT_SURVEY,CBHC_V3,2014-09-30,2025-07-05
2010,BG,EE,PLANNED_SURGERY,1,2051,3427265.74,979766.78,90.01,2.83,412,INCOMPLETE_DOCUMENTS,100,30,0,0,NCP_REPORTING,CBHC_V2,2014-10-19,2024-10-18
2011,FR,MT,DENTAL,0,33316,4091948.02,702285.71,131.14,3.6,1165,ALTERNATIVE_AVAILABLE,621,402,0,1,INSURANCE_FUND_ADMIN,CBHC_V1,2014-11-07,2026-02-11
2012,LT,BG,RARE_DISEASE_CARE,1,10694,8287889.54,1533005.03,16.41,4.09,1549,MEDICAL_JUSTIFICATION,591,151,0,0,EHDS_PILOT,CBHC_V3,2014-11-26,2025-08-09
2013,SK,IE,TELECONSULTATION,0,26813,17883895.85,961310.76,145.54,4.48,2521,OTHER,1166,780,0,0,PATIENT_SURVEY,CBHC_V2,2014-12-15,2024-05-10
2014,HR,SI,MATERNITY,0,22226,15449286.03,5572553.66,155.75,4.75,1945,NOT_COVERED,496,243,0,0,NCP_REPORTING,CBHC_V1,2015-01-03,2024-03-29
2015,DE,FI,DIAGNOSTICS,0,52252,22982714.01,8350653.08,220.17,2.68,5110,NO_PRIOR_AUTHORISATION,2606,1888,0,0,INSURANCE_FUND_ADMIN,CBHC_V3,2015-01-22,2024-05-10
2016,LU,NL,REHABILITATION,1,24749,10744907.37,3690928.39,133.36,2.9,696,CAPACITY_LIMITS,61,24,0,0,EHDS_PILOT,CBHC_V2,2015-02-10,2024-03-22
2017,SI,HR,CANCER_CARE,1,26341,55517129.56,16086478.43,92.92,4.04,2438,INCOMPLETE_DOCUMENTS,844,603,0,1,PATIENT_SURVEY,CBHC_V1,2015-03-01,2025-05-06
2018,CY,IT,PLANNED_SURGERY,1,24141,62643756.16,23481209.18,174.03,4.95,4975,ALTERNATIVE_AVAILABLE,1850,829,0,0,NCP_REPORTING,CBHC_V3,2015-03-20,2025-10-09
2019,GR,ES,DENTAL,0,33492,36328271.45,5993776.96,41.78,3.27,552,MEDICAL_JUSTIFICATION,179,83,0,0,INSURANCE_FUND_ADMIN,CBHC_V2,2015-04-08,2024-08-06
2020,MT,FR,RARE_DISEASE_CARE,1,10084,35374851.39,2507547.74,175.5,3.79,1423,OTHER,717,402,0,1,EHDS_PILOT,CBHC_V1,2015-04-27,2025-01-08
2021,ES,PL,TELECONSULTATION,0,38363,10899031.18,1122385.46,34.7,4.06,3013,NOT_COVERED,943,458,0,0,PATIENT_SURVEY,CBHC_V3,2015-05-16,2024-10-31
2022,CZ,CY,MATERNITY,0,17429,16818682.03,881998.75,41.55,3.37,782,NO_PRIOR_AUTHORISATION,225,147,0,0,NCP_REPORTING,CBHC_V2,2015-06-04,2026-02-02
2023,HU,LV,DIAGNOSTICS,0,4374,6273698.71,777802.54,54.92,4.87,437,CAPACITY_LIMITS,158,107,1,1,INSURANCE_FUND_ADMIN,CBHC_V1,2015-06-23,2024-11-26
2024,NL,SE,REHABILITATION,0,2944,6188683.49,2194413.55,152.91,2.93,171,INCOMPLETE_DOCUMENTS,34,22,1,1,EHDS_PILOT,CBHC_V3,2015-07-12,2024-12-24
2025,SE,DE,CANCER_CARE,1,35996,106648875.2,14805261.24,186.05,2.72,4930,ALTERNATIVE_AVAILABLE,953,569,0,1,PATIENT_SURVEY,CBHC_V2,2015-07-31,2025-04-09
2006,DK,PT,PLANNED_SURGERY,1,35333,75353233.99,23878987.97,172.01,3.86,5971,MEDICAL_JUSTIFICATION,3156,2013,0,0,NCP_REPORTING,CBHC_V1,2015-08-19,2025-01-19
2007,IE,CZ,DENTAL,0,29469,27845886.17,5994613.01,23.27,3.81,2333,OTHER,395,107,0,0,INSURANCE_FUND_ADMIN,CBHC_V3,2015-09-07,2024-02-27
2008,PL,LT,RARE_DISEASE_CARE,1,29662,74676777.76,21422042.14,166.39,3.44,4915,NOT_COVERED,1561,1154,1,0,EHDS_PILOT,CBHC_V2,2015-09-26,2024-09-30
2009,AT,AT,TELECONSULTATION,0,27696,19192496.42,1802866.07,167.57,4.16,2736,NO_PRIOR_AUTHORISATION,1366,697,1,0,PATIENT_SURVEY,CBHC_V1,2015-10-15,2025-04-14
2010,EE,GR,MATERNITY,0,7641,3412423.92,561979.72,41.59,4.1,968,CAPACITY_LIMITS,222,150,0,0,NCP_REPORTING,CBHC_V3,2015-11-03,2024-07-12
2011,IT,RO,DIAGNOSTICS,0,16201,5476227.99,1277108.21,164.01,4.26,1577,INCOMPLETE_DOCUMENTS,115,32,0,0,INSURANCE_FUND_ADMIN,CBHC_V2,2015-11-22,2024-12-01
2012,PT,DK,REHABILITATION,1,1902,923923.95,180329.39,33.49,2.43,110,ALTERNATIVE_AVAILABLE,33,21,0,0,EHDS_PILOT,CBHC_V1,2015-12-11,2024-10-13
2013,BE,LU,CANCER_CARE,1,6634,5942000.64,1983476.17,202.52,5.01,752,MEDICAL_JUSTIFICATION,56,19,1,0,PATIENT_SURVEY,CBHC_V3,2015-12-30,2024-11-24
2014,FI,BE,PLANNED_SURGERY,0,15234,49406492.73,11934661.1,237.65,4.14,1832,OTHER,267,113,0,1,NCP_REPORTING,CBHC_V2,2016-01-18,2024-08-27
2015,LV,HU,DENTAL,1,33480,24529228.55,5781655.89,57.19,4.38,5826,NOT_COVERED,1079,778,0,0,INSURANCE_FUND_ADMIN,CBHC_V1,2016-02-06,2025-10-25
2016,RO,SK,RARE_DISEASE_CARE,1,14748,9671843.11,3331369.68,56.98,3.59,652,NO_PRIOR_AUTHORISATION,89,69,1,1,EHDS_PILOT,CBHC_V3,2016-02-25,2024-12-23
2017,BG,EE,TELECONSULTATION,0,24967,43670813.67,14266363.98,139.23,5.07,539,CAPACITY_LIMITS,137,74,0,0,PATIENT_SURVEY,CBHC_V2,2016-03-15,2025-01-14
2018,FR,MT,MATERNITY,0,42953,21842417.4,8030329.37,151.58,4.89,4121,INCOMPLETE_DOCUMENTS,1416,814,0,0,NCP_REPORTING,CBHC_V1,2016-04-03,2025-07-07
2019,LT,BG,DIAGNOSTICS,1,18411,7283567.34,2093417.07,126.6,3.63,223,ALTERNATIVE_AVAILABLE,43,15,0,0,INSURANCE_FUND_ADMIN,CBHC_V3,2016-04-22,2024-11-03
2020,SK,IE,REHABILITATION,1,20260,27634697.9,6976801.83,127.91,3.35,1547,MEDICAL_JUSTIFICATION,357,272,0,0,EHDS_PILOT,CBHC_V2,2016-05-11,2024-01-21
2021,HR,SI,CANCER_CARE,0,31364,74212858.21,20857843.54,174.8,4.96,3839,OTHER,2098,954,1,0,PATIENT_SURVEY,CBHC_V1,2016-05-30,2025-12-10
2022,DE,FI,PLANNED_SURGERY,1,42490,129376551.73,15812022.66,23.32,3.48,1749,NOT_COVERED,526,369,0,1,NCP_REPORTING,CBHC_V3,2016-06-18,2024-10-20
2023,LU,NL,DENTAL,0,15167,16540383.64,1779519.85,23.33,3.3,517,NO_PRIOR_AUTHORISATION,154,60,1,0,INSURANCE_FUND_ADMIN,CBHC_V2,2016-07-07,2024-04-25
2024,SI,HR,RARE_DISEASE_CARE,1,32984,61694740.12,19313995.05,165.1,4.01,1979,CAPACITY_LIMITS,990,592,1,1,EHDS_PILOT,CBHC_V1,2016-07-26,2025-10-02
2025,CY,IT,TELECONSULTATION,0,24179,10014630.5,1314488.04,51.39,3.79,320,INCOMPLETE_DOCUMENTS,123,50,1,1,PATIENT_SURVEY,CBHC_V3,2016-08-14,2024-11-27
2006,GR,ES,MATERNITY,1,24744,16326483.84,5886189.57,113.97,3.2,3284,ALTERNATIVE_AVAILABLE,1046,451,0,0,NCP_REPORTING,CBHC_V2,2016-09-02,2024-11-17
2007,MT,FR,DIAGNOSTICS,0,24216,48960959.3,7046663.29,105.9,3.21,2164,MEDICAL_JUSTIFICATION,560,195,0,0,INSURANCE_FUND_ADMIN,CBHC_V1,2016-09-21,2024-06-29
2008,ES,PL,REHABILITATION,0,31987,52119057.94,19471983.39,180.77,4.28,1436,OTHER,557,404,1,0,EHDS_PILOT,CBHC_V3,2016-10-10,2024-11-17
2009,CZ,CY,CANCER_CARE,1,28609,98106265.48,19914573.4,119.31,2.98,730,NOT_COVERED,164,107,0,0,PATIENT_SURVEY,CBHC_V2,2016-10-29,2024-12-29
