econ_output_mospi_release_quarter,econ_output_district_cluster_code,econ_output_industry_nic_2,econ_output_gross_output_current_inr,econ_output_gross_output_real_chain,econ_output_value_added_current_inr,econ_output_value_added_real_chain,econ_output_personal_income_total,econ_output_per_capita_income,econ_output_compensation_of_employees,econ_output_proprietors_income,econ_output_rental_income_persons,econ_output_dividends_interest_rent,econ_output_transfer_receipts,econ_output_contributions_ncoial_insurance,econ_output_price_deflator_index,econ_output_employment_full_time_equiv,econ_output_productivity_index,econ_output_data_revision_indicator,econ_output_benchmark_year
2023-Q3,DCL100117,09,35679093197.9,149381633398.1,23348086486.55,49934078700.86,128486698691.68,165987.31,43281965389.51,4425474993.1,8114465867.22,9702492321.33,13657599670.38,5214149482.95,178.219,624079,115.67,R1,2015
2022-Q1,DCL100118,64,192314540081.98,108557896060.23,53119572891.15,34239126595.55,78064248799.83,222321.72,48258317101.51,16204044326.31,6239706587.06,373020523.86,3978155404.69,2841031597.74,157.899,2353418,91.486,R0,2021
2017-Q3,DCL100119,77,96578074755.3,78610093999.02,69202282112.68,4810179619.51,170274750295.15,338964.41,4368945355.78,1915227744.06,6799647598.63,12253784542.86,8980672524.87,2174932456.73,93.592,1140039,125.543,R3,2023
2021-Q3,DCL100120,57,181868454563.5,71357693688.63,93180468121.49,35407242181.34,24413698882.24,188667.95,40671112749.9,18101808830.4,5241425052.93,7395339545.29,14427071668.19,421757219.92,127.199,115873,106.817,R2,2022
2021-Q4,DCL100121,50,29798663631.36,105687263411.24,70648667082.89,35690725221.87,15334278247.7,133483.34,59300543946.27,23583387107.56,5451179233.08,6342847400.02,7398499381.03,5112049518.69,182.853,109632,128.976,R3,2012
2025-Q2,DCL100122,96,39193352895.61,2365101588.31,914647910.07,35047677857.26,114374089518.53,147836.5,34928144008.49,19175921242.39,3934723521.08,2076928046.53,5943704740.69,1528066156.27,136.879,514700,123.48,R2,2022
2016-Q1,DCL100123,02,109451115101.12,46194570557.89,80607561793.23,51332811273.2,141405793475.55,402262.81,18224608372.7,17139914592.92,9480956477.78,4774548793.26,5662218295.26,502932959.52,172.449,1125783,113.062,R1,2012
2016-Q2,DCL100124,74,151660981030.04,128903978292.67,52183858253.12,58986007701.76,47427772716.61,192910.55,47768106608.92,207973954.32,8531798716.68,1425806796.37,6372489226.12,576760696.79,128.95,44760,98.403,R0,2020
2016-Q3,DCL100125,33,64599842519.75,113309954579.48,102824024770.01,43737733370.48,172903767357.42,57409.16,18625569383.78,18059689313.21,7203527371.99,17147989541.5,5970152079.63,6788499789.15,152.766,1110285,123.865,R3,2016
2021-Q4,DCL100126,72,198351756886.89,138472011484.58,13973244724.64,15344870781.53,118416190926.41,333421.63,914127654.22,22442699188.9,2112777071.14,10135894478.53,7479166814.81,409428801.9,103.55,2239535,99.725,R0,2015
2019-Q3,DCL100127,45,195732746915.56,12558781330.55,9798435478.48,64316506996.63,129423110100.14,166016.13,62633918862.12,13279728810.8,7986837145.49,4770585182.79,8494990801.65,6337041816.27,153.858,2985105,131.76,R3,2018
2017-Q3,DCL100128,31,172499592618.0,26104586654.7,16823838912.78,62075542212.71,43748271576.58,125717.36,63112563224.17,3704463703.97,2370324857.71,4226582020.89,13967297087.69,7237163510.57,157.397,2486195,60.673,R3,2019
2019-Q2,DCL100129,49,112462935876.68,12667964266.15,58064503117.82,27850462743.32,52941647436.39,399423.42,28168866111.29,24317725483.08,7771476361.02,10216502756.02,10138858977.38,329682258.11,170.31,1020094,111.571,R1,2014
2016-Q2,DCL100130,84,54401889194.11,63512994547.98,62647992296.99,14032790498.77,169111722389.53,70215.1,53039116994.59,7737200128.49,5501724822.19,2336800977.36,9317676686.54,2571280452.3,176.945,304814,74.364,R0,2020
2019-Q1,DCL100131,91,102962838543.2,85867593461.17,97719722211.64,56458084302.53,75960435210.1,195882.05,54625723337.14,17450998064.46,1523942546.88,26881611.08,4134414252.69,3642585829.32,103.039,1527535,62.39,R3,2021
2025-Q3,DCL100132,91,27490314098.55,116462254166.43,27948786374.02,74208263997.2,152480709563.12,232575.12,42774692516.31,22210970661.65,559790610.67,4097355701.08,7098325855.27,672789517.02,126.87,572946,109.734,R1,2016
2024-Q4,DCL100133,36,82861811291.44,20561920969.54,102338723803.87,51541064910.04,149680571984.63,295951.27,24274540235.26,28471554463.08,3472751375.6,8265264676.33,3969870212.98,2020248056.17,137.435,958712,86.687,R0,2015
2021-Q1,DCL100134,36,50213408398.47,126892398818.77,36208656800.26,30685460851.46,147122038243.66,346556.62,8451590200.96,26168948560.86,2548642077.67,16105952989.89,8996063551.93,2362695415.38,143.14,2473434,140.248,R1,2012
2021-Q3,DCL100135,05,103092917523.33,129721651541.04,57118146500.73,82412280408.03,113437220637.8,242671.35,53354737645.02,22540699532.81,4564321090.57,15144899650.2,14561248331.83,270374102.34,166.652,51725,153.839,R1,2022
2021-Q3,DCL100136,31,57684905456.5,18501298995.67,13175308999.99,61939035706.2,42679478938.05,212352.66,50477912284.83,8409211109.9,5303006008.51,6746348772.77,1406948810.42,2923786127.24,156.627,640074,117.182,R1,2017
2021-Q2,DCL100137,11,87461195934.74,142910498651.91,118623170786.21,37929763125.79,81537300525.84,163881.1,59576413596.31,21329377566.75,5572461625.14,14073792905.75,4607854770.26,3840546444.19,112.02,1319357,106.016,R2,2012
2025-Q4,DCL100138,89,190529315059.08,80344991741.78,76550624177.67,88135146421.95,41703287680.2,401021.82,49639556702.99,12652234798.1,5046230261.12,18912123881.44,3561114166.87,570840125.74,170.473,1107366,127.962,R1,2020
2022-Q1,DCL100139,49,172077988009.11,139546682667.03,39548325917.84,85865165283.1,44364207785.3,142394.65,41047135507.33,25772154880.71,8546380772.02,11634254119.58,13471420534.61,465507654.18,174.175,1122597,61.729,R2,2021
2025-Q4,DCL100140,67,192437972561.38,93481280687.79,85850051550.84,3363391733.33,82916428736.86,207142.2,605715858.95,23140731626.93,7118094081.55,8534318264.92,5236864470.03,6680510457.75,129.241,667041,110.857,R3,2015
2022-Q1,DCL100141,20,81968677619.82,148417758168.49,64514102198.66,50402839741.91,150416410848.28,277151.32,32774050904.67,12093300565.64,2215975394.17,4563776962.46,4007054684.46,7084255718.0,168.777,2350585,100.486,R0,2017
2016-Q1,DCL100142,84,47704720672.76,57541431907.25,42059297317.2,55519051770.8,147160967760.62,182021.36,59040865070.95,20436843896.38,8927556921.74,18063969060.86,12229744196.47,4026183034.41,186.317,94044,152.24,R2,2015
2024-Q4,DCL100143,41,67252399356.22,136819328979.1,116218540016.61,30274615825.95,46936461790.83,222590.43,14981201314.64,20725548239.22,4850418418.34,10058389805.6,3846283283.71,4099547690.45,93.149,546745,72.249,R2,2013
2025-Q3,DCL100144,81,48258091216.2,9449173408.38,62239412813.62,14971655403.88,156138627610.26,272656.77,50920058226.79,20271358164.45,5304662165.64,9014734883.12,11815888713.65,4996781622.56,173.071,732056,149.52,R3,2011
2022-Q1,DCL100145,89,155456385137.37,88179852888.48,42012672677.19,85338393131.36,133724532986.83,402599.3,258013358.18,29192486935.3,101826754.17,16673107013.32,110198471.85,4972542050.45,155.695,1463689,157.667,R2,2018
2019-Q2,DCL100146,01,169765419296.77,13277861361.07,80757805914.56,24479970639.37,85884976415.25,221524.2,6063528285.87,621615051.88,2856611525.6,2901562205.97,9935657978.06,2994369478.06,117.522,1075166,65.945,R2,2016
2023-Q4,DCL100147,61,12709170834.68,95476391051.94,41715928431.82,9923547216.27,102302749791.47,132386.64,10731239694.16,1482423437.52,3744187128.27,18781242237.66,12923940811.44,4400968039.91,141.383,263179,150.864,R2,2014
2020-Q4,DCL100148,37,181745865174.59,62678198943.75,117340669109.18,30847879984.5,60252174920.22,165876.74,47013434786.0,6719994381.76,6254155194.75,17256408349.13,2716381994.18,1457447053.81,110.536,976328,153.914,R2,2020
2019-Q4,DCL100149,78,177933314229.21,2492532696.34,117167790724.23,63858596577.72,51642221954.08,159430.6,37630179423.64,15243146499.78,4534539139.68,2703375150.72,484045922.67,3695435745.01,154.608,652523,151.086,R2,2013
2023-Q1,DCL100150,26,119598285874.57,37184483481.21,100481361907.45,3932765142.53,39712321092.77,270534.74,26902436307.83,10266071230.98,2477165602.79,742762528.81,4866505624.81,1593704031.19,170.281,1164552,110.819,R0,2018
2022-Q1,DCL100151,16,192799211397.8,29048303633.64,58401663389.81,29169625615.92,165231471325.61,332803.46,60723968851.14,16161992976.22,1121729035.78,13484436779.97,13332741212.83,3559654357.35,156.255,2939230,75.042,R3,2023
2025-Q4,DCL100152,77,187895936139.7,148263004516.89,110757124676.37,31322203544.65,62881555443.88,237493.61,19295486575.61,12362763586.0,9278636871.79,3382594137.29,14509981398.2,1993273713.91,143.239,1027071,84.859,R3,2011
2023-Q4,DCL100153,16,52941362154.44,19886012089.24,30217898728.66,46625435944.7,42163312999.17,393905.76,46183752671.45,1036195005.86,6394468975.26,9448191927.11,2655212897.53,2790577685.71,111.759,491040,107.555,R2,2015
2021-Q2,DCL100154,30,25580123332.07,19174051390.08,52949315862.93,88834711548.45,81012674123.94,193208.86,4931990668.3,24173089044.52,1875840808.65,9328198564.25,5589589447.46,7394179448.35,170.889,623665,72.256,R3,2019
2021-Q3,DCL100155,66,68360566982.19,145120026655.26,32744702866.49,63100651554.74,6934203356.48,379540.1,57540090612.96,25308583580.07,7112850780.46,3840153891.64,10163663616.23,3319646214.52,175.842,1417121,90.739,R0,2016
2016-Q3,DCL100156,03,147698264724.38,121469027823.19,25619726190.67,9991540854.85,32402861234.62,237164.84,62218852722.57,20784430341.86,5882810017.18,150366226.44,4021323392.91,642830424.51,167.091,2948395,70.753,R2,2020
2021-Q1,DCL100157,48,39034232343.33,132270800618.79,64199433938.93,19841686492.86,3437340058.55,264711.42,44598937157.04,9820471469.71,5495879246.71,18216559736.92,8583327875.64,2190740366.7,103.583,1274534,105.902,R0,2012
2022-Q1,DCL100158,38,65850968680.49,109870205719.85,65866464499.04,72249379870.79,177424314617.91,53030.19,17357160823.48,9792310328.12,7051374437.22,11996776029.0,3930876870.5,7608975504.2,97.395,2063126,96.216,R1,2016
2017-Q3,DCL100159,93,138387791986.62,26385978294.1,110328904735.01,86881506255.02,17468917395.47,139921.36,18237833197.18,13105205383.37,2969667364.28,19729733675.42,737625923.32,3923178985.55,148.088,396060,119.998,R3,2011
2020-Q4,DCL100160,63,90439048433.76,82593492666.74,66755626685.62,4555034227.86,163464213966.92,142829.47,24411600772.77,27145235877.56,9703606659.18,14863390938.49,13786136104.01,5777210880.52,170.146,1775729,96.618,R1,2012
2022-Q4,DCL100161,93,79574160820.54,122349854658.83,27312779989.75,13542395994.1,82691958292.33,62873.19,47704426469.88,5973458251.35,2821724863.22,2867801584.74,5020510573.97,6030444742.92,154.908,1440529,122.716,R0,2023
2021-Q2,DCL100162,07,166373132324.58,26040195212.72,13154087324.18,46372205381.09,108432715629.83,363146.94,57161166684.07,5389933736.54,9868128050.47,18614272129.03,49031711.13,6125702210.56,189.519,2168473,131.897,R2,2022
2024-Q2,DCL100163,92,157883575953.02,80713950525.26,76152551715.3,61710385034.09,159112923744.0,200124.75,21546773639.18,318186924.49,7393511912.94,17154501533.52,5632505824.33,4937274275.02,139.414,2722515,71.161,R1,2019
2023-Q2,DCL100164,91,161814520589.33,63099689498.9,32446509297.42,8414697534.05,35423485512.55,101526.83,8955533959.04,4779024135.9,1708243207.85,356101177.01,7494820481.68,1898509741.61,151.623,1210697,61.041,R3,2013
2022-Q1,DCL100165,54,98987767189.69,59434140395.37,93994740010.99,86096371705.09,65809497829.9,416299.97,37842909547.76,8078489242.44,8737251324.93,1235823699.63,7182124726.39,7999811514.17,121.22,1597608,125.278,R3,2015
2025-Q4,DCL100166,91,4918327882.86,149119437245.21,50358436548.77,87318600468.82,34075177718.2,384253.97,26223953344.7,13568281532.6,4874072206.62,12215478212.56,13077656596.47,6260575284.68,149.762,2878352,107.595,R3,2022
2024-Q4,DCL100167,16,99373799149.48,1156421669.1,5146938974.35,48175893356.17,29663391458.24,266999.05,12285973857.52,9273498314.18,8125757649.69,16305649100.36,1133416759.04,5376447784.8,177.761,89136,85.586,R3,2019
2018-Q3,DCL100168,57,56699905515.44,63125032793.25,116496665834.2,19141247209.85,49918552062.41,386735.46,65020488150.29,23644744959.4,4931406645.03,2931288032.65,10453446304.91,4369221241.61,160.004,1456965,73.397,R2,2020
2024-Q3,DCL100169,39,62970408557.16,54340397958.41,101325099108.53,45617093981.11,30487839348.78,309373.22,53717087490.05,19125680530.03,4549784113.65,10244571431.06,4034017200.09,4424552403.57,106.829,139195,129.363,R1,2023
2021-Q3,DCL100170,42,147643705884.99,89554364085.75,22345721163.75,64975697967.28,71878262449.38,186972.32,49331268226.0,26123742681.25,5338589184.34,270431674.27,563138487.91,1756638479.75,107.225,1463360,146.713,R2,2017
2025-Q4,DCL100171,56,182195199139.78,46456189614.33,63328184973.0,44379590139.26,139149097390.11,115124.07,68412056592.8,23901770224.48,4330286516.74,711233640.37,11463231623.47,6146940815.25,143.572,1780659,87.462,R1,2013
2020-Q1,DCL100172,85,160213137143.95,138731636813.42,92423861070.68,56665215684.57,127866410655.81,117480.44,12235429460.78,7665643397.06,5088037867.05,6727459508.63,9481709299.74,405523311.61,147.441,1449253,99.027,R1,2013
2022-Q1,DCL100173,84,159763956699.28,118183961102.98,37002320261.91,31527479181.6,114961842653.83,116231.07,14908626771.7,28655770185.45,4581348291.36,16481052461.46,11568970815.97,2403917169.44,97.29,2836565,70.732,R2,2022
2025-Q2,DCL100174,39,160887191403.19,30971608659.93,33016454543.66,4140998515.54,166446839437.19,360430.49,3657812533.16,13688882117.31,4895002890.51,13366800734.06,11438098444.3,340162923.53,144.037,1056401,90.335,R3,2021
2025-Q4,DCL100175,24,29594805702.24,91847918766.88,14258112976.02,68089422317.22,139722531448.6,149873.48,52876414050.02,14697993400.14,5599708872.91,752446725.27,14105575388.76,1860705415.03,100.625,2489961,83.309,R1,2022
2025-Q1,DCL100176,84,76351659360.1,141560434588.09,94843936001.72,48237327126.64,45217241253.5,177393.49,30657218488.71,4852162695.38,621785465.33,10343811658.4,2630185843.97,4935810080.3,182.831,2913137,60.002,R3,2015
2022-Q3,DCL100177,74,20346878531.07,118313087622.08,116267404600.97,61620265288.21,37756068463.05,229772.19,57476039228.08,19825199795.26,25082648.72,5075931096.44,11365240100.43,5086828577.95,136.975,1553776,102.131,R1,2012
2025-Q4,DCL100178,96,78640940709.15,118781841641.39,17718192900.92,73824874136.99,35455948734.39,320550.35,14146034200.09,13633322470.52,9370213874.65,13825835051.2,9964455475.37,3589094574.05,115.795,2290391,86.168,R0,2021
2016-Q1,DCL100179,94,70928006038.08,49112654232.27,82479412696.95,88329080021.28,110471674336.62,154603.1,6455461866.26,7347007215.28,6578151936.11,14716325884.58,1297348936.73,6417145249.84,158.875,470509,133.184,R0,2016
2021-Q1,DCL100180,95,114117526095.09,49325962611.98,103302163088.46,23807334120.3,140864610465.6,194400.77,50254829083.4,13401447612.43,874670206.11,3910925693.41,1613670582.34,2253628888.17,184.604,192077,126.287,R1,2022
2020-Q2,DCL100181,68,83375711503.2,20939490836.18,85958742103.8,37337302539.87,167101646824.58,359735.51,68261102666.32,14662413051.01,3551934344.45,15381941151.64,6985769118.35,2587017365.09,144.754,1954644,66.917,R0,2011
2023-Q2,DCL100182,29,93947790875.33,121210258393.45,7442344989.81,44256957264.87,3558819979.52,401400.27,33266330086.85,5589779419.53,8422311717.25,3842734494.31,13457177175.39,4701798476.35,103.661,1755498,91.62,R2,2018
2023-Q3,DCL100183,98,29358978221.79,36892964561.9,66021427245.38,76848627696.51,163295887342.14,164527.45,12227418976.54,9870548828.28,9830756520.16,18183690230.48,4852310744.31,4833297924.18,98.004,1042181,87.855,R1,2012
2017-Q1,DCL100184,67,139273846044.47,112658253044.11,69694503376.43,60014890218.78,132511727508.07,294141.09,57871958551.58,15685710667.51,5563502094.15,5032006003.69,9376542118.33,7727286707.03,113.225,1099369,137.844,R1,2021
2018-Q2,DCL100185,02,58636978112.01,123542339318.93,100523415566.86,83150165766.92,160656565262.39,60611.53,1939555693.24,23570405259.09,4594001983.32,14156289365.54,7410672803.46,5146626753.6,135.868,1502120,60.38,R3,2013
2023-Q2,DCL100186,46,191918322047.36,82697241617.71,41030014636.9,46944084025.46,133999642741.28,372338.3,37248904503.35,8694817625.74,4775007598.34,11642646609.18,13299077001.64,3819768148.44,174.255,205453,85.439,R1,2021
2019-Q3,DCL100187,48,95819123196.37,120311836059.59,38435387632.31,30483810186.93,118766051779.7,313239.97,20778989756.72,29857363548.97,2628784930.06,15421324539.84,11942059191.05,7182307504.99,163.792,661010,97.286,R0,2018
2018-Q3,DCL100188,68,9179591000.25,12745369291.29,37222622797.39,52239854119.49,97655052360.19,194939.77,13891915061.5,16247139802.66,1244954252.06,524405998.29,2459506357.8,479142926.5,94.144,2595426,70.539,R2,2022
2019-Q1,DCL100189,43,175122274521.25,46899547890.43,6557201620.44,35281527728.02,85649645798.22,327919.88,49827791027.71,21417366926.97,3354872005.59,17451356654.97,10050185227.4,4934082862.28,163.854,167407,137.496,R0,2020
2022-Q1,DCL100190,04,92318511874.76,71299507408.74,117953153118.29,27309413125.25,104112993128.94,53523.53,63443190196.18,17213485559.37,6412712038.04,6311892251.04,1303518746.71,2524710552.86,125.952,986228,114.715,R3,2022
2018-Q4,DCL100191,01,138493750516.93,14967195824.64,75446920880.38,42793679427.21,2744759109.14,307633.63,6846164403.08,8074489611.19,2677456179.12,10613596028.27,3118242103.97,2396086977.24,130.283,632094,122.089,R0,2012
2023-Q3,DCL100192,47,60625958164.13,35775678839.65,99145371750.99,39123425248.63,54801737878.68,113360.87,25420157726.79,15449565321.8,4515205033.43,19576669747.64,7332071028.23,92206344.27,99.606,55505,129.576,R2,2012
2024-Q3,DCL100193,18,29164138235.94,38754664992.91,23306768218.02,74307470970.49,150564436708.4,80244.27,16342917709.37,18094488561.69,951470268.8,5152246969.12,12822408062.89,645517481.66,108.991,1174463,106.692,R0,2015
2020-Q4,DCL100194,95,186191040232.95,89293281375.74,35664250200.47,61159276047.25,105403483553.08,416751.11,28304273969.3,359416841.56,4110362208.96,7807946401.0,1398796533.07,6330669631.29,95.882,1592025,136.014,R0,2023
2020-Q3,DCL100195,97,111362225213.97,126777866455.33,54952080270.83,30365465050.12,43611018559.4,177562.82,35108098789.62,550563100.05,684081804.51,15910085792.97,1014730813.69,7937068970.52,184.1,303714,154.833,R0,2013
2024-Q4,DCL100196,45,24630721348.81,59361579608.43,113253782250.87,38429550440.86,112727367654.45,372853.78,36374353826.69,23121792645.59,5847816643.17,15417254907.05,13156842117.58,5402496862.9,107.647,2106120,145.608,R3,2011
2016-Q4,DCL100197,55,49863027159.63,23182051817.09,25644813373.5,6706944881.92,47031949555.86,75002.77,43589239392.2,27518341267.79,3751042591.53,2591173921.95,12214128187.09,6044164380.79,138.165,1524620,100.935,R0,2013
2023-Q2,DCL100198,15,84805909594.27,58143735355.14,26462869426.8,16492365796.93,108603102203.92,351839.99,3066669404.56,8628635096.57,9803651333.86,9309595263.05,8533544760.8,2240325347.8,146.124,639648,78.285,R1,2015
2016-Q4,DCL100199,21,160335354850.22,51358616281.87,106104930054.09,66841412236.07,25303364082.61,333175.06,47729789829.14,16787768056.56,1365555675.76,17690507348.44,9348380310.72,1869198067.52,99.938,1894451,114.227,R0,2011
