lab_cond_reference_year,lab_cond_country_iso2,lab_cond_region_nuts_code,lab_cond_sector_nace_section,lab_cond_contract_type_code,lab_cond_working_hours_week_mean,lab_cond_overtime_share_pct,lab_cond_shift_work_share_pct,lab_cond_remote_work_share_pct,lab_cond_right_to_disconnect_policy_flag,lab_cond_work_accidents_rate_per_100k,lab_cond_work_related_illness_rate_per_100k,lab_cond_job_satisfaction_score,lab_cond_work_life_balance_score,lab_cond_burnout_risk_index,lab_cond_training_provided_share_pct,lab_cond_union_membership_share_pct,lab_cond_eurofound_source_flag,lab_cond_survey_weight,lab_cond_data_extract_date
2011,PT,HR76,J,PERMANENT,30.68,17.93,4.8,28.74,0,376.76,973.06,5.74,5.93,83.18,21.68,18.41,1,3.4536,2025-12-24
2012,BE,LU595,U,APPRENTICE,32.12,5.98,13.59,6.96,0,405.77,1395.08,7.39,7.6,36.72,74.95,42.56,0,1.1634,2024-09-02
2013,FI,RO9,K,TEMPORARY,28.07,16.24,26.94,35.59,0,623.77,1248.0,5.58,6.47,32.8,57.14,6.61,0,4.4064,2025-07-03
2014,LV,LT13,A,PLATFORM,41.96,6.99,6.79,14.63,0,285.64,850.43,6.95,7.23,20.39,33.28,4.58,1,1.3255,2025-01-24
2015,RO,RO486,L,SELF_EMPLOYED,38.28,3.04,19.72,27.66,0,622.72,507.02,6.25,6.93,48.41,51.53,43.02,1,0.8629,2025-04-03
2016,BG,PL168,B,PERMANENT,31.51,19.78,4.09,16.79,0,670.64,852.18,8.74,6.28,21.49,30.48,45.31,1,2.0593,2025-11-03
2017,FR,FR794,M,APPRENTICE,28.32,4.22,25.1,36.15,0,133.15,369.16,7.81,6.85,37.18,19.26,36.25,1,1.4633,2024-07-24
2018,LT,SE66,C,TEMPORARY,30.42,16.5,26.65,22.79,0,293.99,1232.27,8.64,6.03,57.37,59.77,17.7,0,1.0065,2026-01-04
2019,SK,DK642,N,PLATFORM,32.32,11.67,17.6,13.96,1,629.69,1249.71,6.08,6.62,16.91,66.43,41.77,1,0.2029,2024-01-05
2020,HR,RO534,D,SELF_EMPLOYED,35.17,15.92,9.93,13.26,1,813.19,1501.04,6.43,8.41,55.39,30.21,3.95,1,3.459,2024-03-08
2021,DE,BG32,O,PERMANENT,31.24,5.82,13.11,17.97,1,553.31,1230.47,5.6,8.73,34.94,19.97,49.56,1,2.2624,2024-10-09
2022,LU,CY31,E,APPRENTICE,33.3,5.29,18.1,13.48,1,773.05,1621.54,5.44,8.06,23.37,33.0,35.91,1,1.7016,2024-03-16
2023,SI,GR778,P,TEMPORARY,41.51,8.03,24.35,13.98,1,54.64,1242.11,8.2,5.43,42.3,44.46,11.32,1,0.212,2024-03-19
2024,CY,LU468,F,PLATFORM,30.81,13.69,30.17,17.16,0,276.05,1320.3,7.28,5.51,73.64,13.65,24.45,1,1.0612,2025-02-12
2025,GR,DK727,Q,SELF_EMPLOYED,29.8,13.84,8.04,22.88,0,288.59,1439.05,6.51,7.23,39.42,24.68,6.59,1,4.2267,2024-11-17
2006,MT,CZ453,G,PERMANENT,34.51,19.85,11.3,10.5,0,164.46,269.25,7.9,5.17,46.73,37.06,54.25,1,2.802,2024-08-05
2007,ES,PT76,R,APPRENTICE,28.23,8.97,17.86,17.96,0,63.58,1609.5,8.18,8.48,61.47,26.07,51.23,1,1.0424,2024-07-19
2008,CZ,DK936,H,TEMPORARY,40.58,18.54,26.19,22.65,0,412.47,816.83,5.64,7.56,47.12,13.64,48.46,0,4.5008,2025-06-11
2009,HU,CY653,S,PLATFORM,36.19,16.51,17.23,5.5,0,631.54,1426.0,5.7,5.77,72.41,46.23,4.9,1,1.5891,2025-12-31
2010,NL,BG93,I,SELF_EMPLOYED,31.0,5.63,29.39,16.72,0,137.2,1390.95,5.96,6.75,28.66,13.39,24.75,1,3.1847,2024-09-01
2011,SE,PT22,T,PERMANENT,39.26,16.71,23.59,1.98,0,311.85,1447.41,5.85,5.77,58.48,43.32,52.97,1,2.5197,2025-03-27
2012,DK,ES916,J,APPRENTICE,24.82,9.85,23.89,4.13,0,639.91,716.48,5.88,7.23,19.46,31.65,42.36,1,2.2574,2025-07-27
2013,IE,DE330,U,TEMPORARY,25.67,17.59,5.3,5.65,0,168.66,1336.18,7.55,4.77,63.95,38.49,10.56,1,3.6216,2025-05-31
2014,PL,LU762,K,PLATFORM,40.05,15.4,32.35,20.9,0,197.54,291.2,7.91,7.34,31.78,27.13,47.55,1,0.8,2024-08-01
2015,AT,BE281,A,SELF_EMPLOYED,45.31,12.47,24.49,11.52,0,240.84,1041.38,5.58,5.83,39.6,33.06,48.96,1,3.8541,2024-10-17
2016,EE,FI898,L,PERMANENT,38.6,27.0,28.88,10.46,1,378.01,1443.88,5.11,5.43,45.47,74.61,21.68,1,1.5568,2025-11-24
2017,IT,LV377,B,APPRENTICE,27.03,4.19,3.5,12.63,0,837.09,633.31,6.26,7.94,40.54,50.06,50.94,0,3.24,2025-05-19
2018,PT,NL849,M,TEMPORARY,32.28,5.75,19.74,17.19,1,178.31,121.33,6.01,6.26,51.85,12.95,30.49,1,3.3597,2025-11-30
2019,BE,AT47,C,PLATFORM,36.7,5.99,27.17,21.23,1,609.14,1260.99,6.43,7.5,64.66,10.92,5.64,0,2.6239,2025-08-21
2020,FI,CY19,N,SELF_EMPLOYED,37.81,21.64,17.59,26.91,1,227.41,1113.64,8.6,7.19,57.66,34.52,35.96,1,0.8388,2025-10-20
2021,LV,AT3,D,PERMANENT,30.49,15.1,20.45,12.64,0,982.73,139.87,6.34,7.67,88.91,37.36,27.35,1,3.3644,2024-11-12
2022,RO,AT5,O,APPRENTICE,27.03,6.74,9.76,18.28,1,87.77,1422.97,7.84,5.66,23.33,17.1,7.75,1,2.9572,2024-01-16
2023,BG,ES121,E,TEMPORARY,30.85,17.21,22.73,16.1,0,603.21,1177.54,6.34,6.39,64.15,33.85,5.58,1,3.4752,2025-04-03
2024,FR,GR5,P,PLATFORM,47.9,20.63,5.43,25.48,1,547.74,580.33,7.65,5.55,70.25,28.89,51.71,1,2.5375,2025-04-04
2025,LT,BE505,F,SELF_EMPLOYED,49.01,19.47,16.5,16.57,0,567.53,1613.48,5.74,6.52,25.17,16.31,17.4,1,4.3624,2024-10-09
2006,SK,CY531,Q,PERMANENT,28.5,15.5,27.68,15.34,0,528.03,197.44,6.89,7.13,77.22,60.4,18.86,1,3.9667,2025-03-31
2007,HR,IT454,G,APPRENTICE,25.06,4.93,21.63,14.43,0,184.72,958.01,5.51,7.68,47.76,74.17,34.61,0,4.1241,2025-11-09
2008,DE,FR8,R,TEMPORARY,39.1,22.46,4.97,20.91,0,463.73,363.37,7.72,7.21,26.42,45.65,5.03,0,0.9056,2026-01-01
2009,LU,NL6,H,PLATFORM,28.46,7.94,15.38,19.02,0,538.98,155.0,5.94,5.66,58.03,57.37,52.57,1,1.2352,2024-11-21
2010,SI,RO893,S,SELF_EMPLOYED,44.25,15.92,20.97,16.97,0,246.53,554.28,6.07,5.34,59.89,11.84,22.19,1,1.1637,2024-05-21
2011,CY,AT149,I,PERMANENT,31.52,19.9,7.66,17.33,0,440.82,859.68,5.73,6.04,22.81,42.5,28.36,1,3.8013,2024-08-10
2012,GR,PL4,T,APPRENTICE,27.2,15.86,23.8,16.86,0,69.76,549.56,5.51,8.39,67.59,67.8,28.86,0,1.1787,2025-04-25
2013,MT,RO40,J,TEMPORARY,27.18,3.48,11.48,5.59,0,560.95,1377.57,6.0,7.25,47.74,42.04,55.37,1,1.4089,2025-01-29
2014,ES,SI163,U,PLATFORM,38.8,19.62,15.53,2.98,0,185.26,173.07,5.83,5.2,48.02,15.86,36.78,0,1.6362,2024-08-11
2015,CZ,AT463,K,SELF_EMPLOYED,30.13,16.03,17.4,20.36,0,293.01,1338.49,5.83,5.66,50.88,21.78,47.22,1,2.8873,2024-04-16
2016,HU,DK531,A,PERMANENT,33.78,2.93,7.65,4.6,0,112.68,1420.15,6.29,6.15,33.28,44.44,52.45,1,3.2726,2024-10-26
2017,NL,LU955,L,APPRENTICE,36.26,18.68,27.94,19.17,0,373.22,220.23,7.54,6.7,55.74,55.76,45.37,1,1.072,2024-01-09
2018,SE,HU2,B,TEMPORARY,36.88,15.74,14.4,18.81,1,912.49,1162.97,5.6,7.35,51.08,43.12,17.53,1,3.9593,2026-01-25
2019,DK,RO30,M,PLATFORM,43.63,4.92,10.1,7.15,0,420.14,412.38,7.55,5.11,23.51,27.74,76.52,1,3.3493,2024-04-30
2020,IE,RO2,C,SELF_EMPLOYED,28.76,5.65,16.89,23.54,0,225.89,291.82,6.18,5.2,55.63,53.84,40.22,1,2.5492,2024-04-19
2021,PL,NL33,N,PERMANENT,34.55,6.01,22.81,7.85,0,122.87,1247.02,6.76,6.98,65.32,25.62,14.01,1,2.9678,2024-10-30
2022,AT,LU1,D,APPRENTICE,33.35,15.08,36.99,3.31,0,696.02,349.8,7.34,7.76,41.0,20.77,41.0,0,2.6939,2025-05-09
2023,EE,HR32,O,TEMPORARY,39.75,22.49,27.66,14.72,0,349.26,143.67,6.76,6.81,64.12,58.95,37.27,1,4.2684,2024-07-26
2024,IT,IT76,E,PLATFORM,34.79,17.69,11.39,18.82,1,1193.69,948.43,6.52,5.97,51.85,18.21,16.41,1,2.6618,2025-10-22
2025,PT,PT671,P,SELF_EMPLOYED,30.66,15.37,17.98,22.82,0,231.4,865.42,6.37,8.17,54.87,28.34,56.95,0,2.1639,2025-09-14
2006,BE,AT58,F,PERMANENT,35.16,12.58,36.77,26.15,0,928.92,167.81,7.77,6.43,66.17,53.71,84.34,0,2.0027,2025-09-05
2007,FI,GR254,Q,APPRENTICE,36.43,5.79,13.88,3.06,0,344.93,353.2,7.36,5.55,53.35,28.16,72.03,0,4.0029,2025-02-20
2008,LV,DE819,G,TEMPORARY,35.86,8.56,11.78,21.35,0,195.71,376.14,8.2,6.72,45.0,50.21,45.45,0,2.0279,2024-08-16
2009,RO,DK51,R,PLATFORM,28.71,10.65,5.93,6.57,0,292.94,1403.86,5.29,5.4,31.1,12.33,4.33,1,4.2088,2025-07-21
2010,BG,LU59,H,SELF_EMPLOYED,28.39,7.28,14.4,20.03,0,174.08,908.03,6.55,5.88,17.19,28.69,28.14,0,1.7484,2026-02-14
2011,FR,MT232,S,PERMANENT,30.43,20.54,27.98,26.91,0,395.19,1618.81,6.78,6.81,34.63,59.59,25.6,1,1.3267,2024-02-29
2012,LT,ES2,I,APPRENTICE,22.62,17.45,18.09,19.64,0,92.68,1172.5,7.81,8.69,22.33,51.11,27.48,1,4.5324,2024-04-16
2013,SK,LV66,T,TEMPORARY,32.93,10.78,9.08,22.47,0,556.62,1689.79,5.67,7.04,47.9,33.01,29.58,1,0.9806,2025-01-21
2014,HR,PT17,J,PLATFORM,41.7,20.54,7.28,20.78,0,244.93,192.77,8.09,7.3,46.21,38.64,8.44,0,1.4846,2024-07-11
2015,DE,EE601,U,SELF_EMPLOYED,47.93,18.78,23.34,4.92,0,217.82,1539.74,6.61,6.1,22.25,57.04,11.1,1,1.9096,2024-12-29
2016,LU,AT83,K,PERMANENT,27.28,16.58,6.81,28.43,0,121.06,1262.25,6.94,5.65,80.82,59.52,56.71,1,0.3402,2025-08-17
2017,SI,SE3,A,APPRENTICE,33.98,16.02,8.52,9.33,0,194.16,134.63,8.1,6.8,75.5,26.73,53.71,0,2.2315,2024-10-05
2018,CY,FI207,L,TEMPORARY,25.42,4.63,28.37,12.42,1,739.11,261.05,7.13,8.29,40.24,46.94,53.98,1,2.4426,2024-03-24
2019,GR,LT5,B,PLATFORM,31.33,12.91,18.83,4.05,0,552.48,947.24,5.37,7.38,39.12,41.21,9.73,1,1.8639,2025-10-20
2020,MT,CZ4,M,SELF_EMPLOYED,32.78,15.36,15.68,46.96,1,414.67,303.15,6.87,5.17,73.92,37.8,41.88,1,4.2659,2024-01-16
2021,ES,MT109,C,PERMANENT,26.13,6.31,36.33,13.31,1,1084.71,615.31,7.9,5.61,51.35,51.18,44.07,1,2.132,2024-07-01
2022,CZ,SK9,N,APPRENTICE,34.43,12.73,13.66,17.08,0,554.43,631.98,6.0,8.62,50.29,51.49,22.9,1,2.7385,2024-10-23
2023,HU,SE90,D,TEMPORARY,41.4,8.08,28.28,12.88,0,716.73,376.89,7.4,7.22,60.56,47.59,48.05,0,1.4968,2025-01-21
2024,NL,SI88,O,PLATFORM,31.77,5.01,17.3,5.85,0,681.3,135.35,6.13,5.49,42.91,56.28,13.79,0,1.9091,2025-08-08
2025,SE,GR828,E,SELF_EMPLOYED,37.55,12.28,11.71,14.19,0,1081.04,1351.44,5.62,7.56,65.17,73.0,29.68,1,3.6338,2025-03-25
2006,DK,CY5,P,PERMANENT,29.18,14.55,12.63,13.47,0,481.29,133.33,6.04,7.03,29.56,78.48,56.76,1,2.7525,2024-06-05
2007,IE,SK4,F,APPRENTICE,22.35,8.42,27.27,27.8,0,840.7,1144.98,5.8,8.43,27.44,34.07,3.61,0,1.9311,2025-04-25
2008,PL,IE89,Q,TEMPORARY,30.76,9.01,5.62,19.5,1,615.06,571.34,6.5,7.22,29.35,34.95,44.55,1,2.9994,2025-04-21
2009,AT,NL970,G,PLATFORM,36.28,4.05,17.9,2.38,0,94.85,425.52,6.42,5.79,32.62,50.64,57.14,1,1.7685,2024-05-21
2010,EE,SK45,R,SELF_EMPLOYED,33.16,3.3,6.37,4.87,0,293.54,1626.09,6.84,7.24,51.51,23.94,14.01,0,4.3172,2025-02-16
2011,IT,NL8,H,PERMANENT,40.04,19.27,6.99,16.7,0,1133.97,725.08,8.4,5.81,25.59,50.09,24.02,1,4.3763,2026-01-13
2012,PT,FR22,S,APPRENTICE,34.62,8.61,12.8,19.73,0,279.44,466.09,8.56,6.56,20.83,41.83,15.01,1,2.8894,2024-12-04
2013,BE,BG3,I,TEMPORARY,31.23,18.31,38.63,4.28,0,373.42,473.26,6.48,7.18,74.09,43.22,73.07,0,1.264,2026-01-19
2014,FI,BG96,T,PLATFORM,32.9,4.9,22.52,2.07,1,640.43,1308.2,6.96,7.29,22.83,28.68,40.91,1,1.0452,2024-02-07
2015,LV,HU465,J,SELF_EMPLOYED,43.75,3.78,16.82,8.14,0,545.67,259.61,7.14,5.17,48.74,50.19,56.95,0,3.8966,2025-08-28
2016,RO,HR29,U,PERMANENT,34.86,16.65,28.03,3.02,0,150.56,1007.44,7.31,6.01,22.57,42.43,29.69,1,4.2575,2025-07-05
2017,BG,BE7,K,APPRENTICE,23.45,10.26,21.77,25.41,0,461.75,467.09,5.87,7.65,61.37,44.98,56.88,0,3.1774,2024-10-25
2018,FR,BE87,A,TEMPORARY,36.69,5.72,16.47,26.86,1,178.93,562.38,7.69,8.43,48.6,17.03,40.49,0,2.1541,2025-09-28
2019,LT,HR81,L,PLATFORM,40.7,6.5,24.2,4.88,0,516.36,1147.58,6.38,6.69,36.05,62.5,25.4,1,1.9807,2024-04-21
2020,SK,AT816,B,SELF_EMPLOYED,33.16,6.82,3.86,22.14,1,868.13,390.89,6.3,7.42,54.79,28.02,35.45,1,3.7945,2025-12-23
2021,HR,MT937,M,PERMANENT,41.01,24.62,23.86,26.39,1,123.74,652.19,6.08,6.04,61.07,46.78,19.55,0,2.1067,2026-01-21
2022,DE,AT431,C,APPRENTICE,29.37,9.34,32.05,6.27,0,403.82,983.11,5.92,7.51,21.28,45.23,14.23,1,0.8742,2024-08-05
2023,LU,GR848,N,TEMPORARY,40.67,22.86,23.99,2.44,1,657.78,1493.1,5.13,4.87,58.73,33.68,41.09,0,1.1331,2024-01-22
2024,SI,SK69,D,PLATFORM,45.63,19.4,18.66,9.89,0,1184.77,384.3,5.55,4.44,29.4,14.74,14.12,1,4.412,2024-02-09
2025,CY,HU326,O,SELF_EMPLOYED,40.9,7.13,19.68,14.54,0,301.91,691.52,7.25,6.1,30.4,55.92,29.14,1,2.3413,2024-05-31
2006,GR,SE619,E,PERMANENT,38.89,12.86,22.05,15.5,0,923.79,1301.15,5.56,8.11,37.22,19.47,19.15,1,2.4942,2025-06-02
2007,MT,HR8,P,APPRENTICE,30.75,4.04,7.79,12.08,0,328.96,216.48,6.69,7.47,50.59,80.47,35.12,1,1.7078,2024-12-04
2008,ES,PL42,F,TEMPORARY,31.49,2.0,36.75,14.37,0,323.35,518.28,7.77,5.19,33.22,43.99,34.23,1,3.0717,2024-02-17
2009,CZ,BG365,Q,PLATFORM,30.33,3.09,26.57,2.51,0,702.04,1460.6,7.38,7.8,47.67,45.16,34.08,1,4.5657,2024-08-06
2010,HU,CZ5,G,SELF_EMPLOYED,46.09,5.7,9.19,4.22,0,200.25,556.54,7.68,6.19,24.42,63.67,44.08,1,2.6373,2025-07-22
2011,NL,LV533,R,PERMANENT,33.11,20.36,17.73,10.21,1,565.31,1401.67,7.61,6.39,68.31,26.35,33.35,1,2.394,2024-08-11
2012,SE,IT885,H,APPRENTICE,26.63,12.45,17.2,17.2,0,1086.52,1156.16,5.74,6.1,58.84,48.73,16.16,0,1.9466,2025-12-31
2013,DK,PT359,S,TEMPORARY,26.96,9.4,10.73,5.5,0,501.0,1588.38,7.97,7.3,55.98,23.6,60.68,1,4.6883,2025-08-25
2014,IE,HR19,I,PLATFORM,46.88,5.98,33.18,3.93,0,116.29,601.68,4.77,5.99,35.86,35.17,38.89,1,4.5642,2024-07-04
2015,PL,CZ1,T,SELF_EMPLOYED,36.7,12.94,5.52,11.1,0,150.92,1424.55,5.34,5.16,45.61,61.97,11.1,1,4.3527,2024-10-26
2016,AT,FR28,J,PERMANENT,40.71,4.79,12.71,17.91,1,346.23,1421.72,8.01,4.98,53.86,55.9,28.88,0,2.0723,2025-01-02
2017,EE,LU3,U,APPRENTICE,28.63,9.26,16.33,14.86,0,450.5,371.12,5.43,7.63,60.05,21.98,48.95,1,2.5259,2024-10-05
2018,IT,CY864,K,TEMPORARY,38.87,15.04,12.41,18.82,1,687.69,1155.37,6.26,7.74,57.45,33.36,23.74,0,1.4707,2024-07-18
2019,PT,AT662,A,PLATFORM,29.98,6.74,17.88,16.8,1,431.77,601.86,7.99,7.89,17.53,40.07,45.33,1,3.8912,2025-03-25
2020,BE,EE73,L,SELF_EMPLOYED,31.11,18.09,17.35,31.43,0,47.67,179.57,7.59,5.99,30.6,34.75,56.75,1,2.4655,2024-12-04
2021,FI,PL73,B,PERMANENT,27.28,10.21,10.84,26.6,0,208.85,1507.39,8.82,8.2,64.42,67.29,60.37,1,2.8792,2025-03-14
2022,LV,LV61,M,APPRENTICE,26.65,18.31,9.28,5.39,0,112.51,1328.37,6.58,4.93,32.76,65.63,19.58,1,1.2155,2025-04-08
2023,RO,LV729,C,TEMPORARY,30.64,4.54,35.11,4.4,0,174.43,1022.96,5.4,7.21,49.68,41.19,52.4,1,4.3316,2024-06-28
2024,BG,SK36,N,PLATFORM,41.64,7.77,28.55,23.48,0,672.13,219.61,7.86,6.31,28.39,27.85,26.28,0,1.6814,2024-06-05
2025,FR,MT37,D,SELF_EMPLOYED,36.3,15.63,22.84,26.78,0,424.74,1235.19,8.41,6.01,67.78,53.85,13.3,0,2.6238,2025-10-15
2006,LT,ES67,O,PERMANENT,29.24,6.87,15.61,18.84,0,179.83,553.71,8.07,6.89,45.45,58.16,35.21,1,4.0783,2024-01-17
2007,SK,FR4,E,APPRENTICE,35.49,13.43,31.68,1.75,0,396.86,1354.85,6.23,6.88,76.59,47.46,34.81,1,2.385,2025-12-12
2008,HR,MT773,P,TEMPORARY,36.1,10.05,19.96,8.21,0,282.49,312.85,5.26,6.58,50.86,53.86,9.18,0,3.6151,2025-04-08
2009,DE,BG1,F,PLATFORM,41.02,10.58,9.06,3.97,1,1073.91,770.87,6.7,5.98,39.35,44.59,49.21,0,3.4044,2024-06-25
2010,LU,DE7,Q,SELF_EMPLOYED,47.6,9.72,27.06,2.73,0,190.57,185.7,7.14,7.02,61.93,32.65,34.92,1,2.1885,2025-11-06
2011,SI,IE8,G,PERMANENT,26.46,14.17,14.95,5.88,0,244.24,1298.67,7.12,4.76,60.89,71.49,3.82,1,0.8279,2025-08-26
2012,CY,SE59,R,APPRENTICE,21.17,12.1,23.66,3.88,0,423.11,844.65,6.95,7.21,38.03,33.77,35.84,0,3.9095,2024-09-21
2013,GR,HR51,H,TEMPORARY,29.98,5.83,31.82,8.03,0,667.94,271.66,5.35,5.0,21.48,13.9,35.68,0,3.1126,2025-05-28
2014,MT,PT53,S,PLATFORM,36.8,7.19,23.03,5.56,0,163.71,501.05,4.82,6.3,22.88,41.4,32.55,1,0.5536,2024-03-22
2015,ES,PT125,I,SELF_EMPLOYED,43.12,11.25,16.86,22.29,0,511.8,428.5,5.74,5.23,59.99,16.85,20.61,1,1.6108,2024-01-05
2016,CZ,IE80,T,PERMANENT,33.2,7.2,27.08,2.61,0,432.78,1700.36,7.7,4.72,23.71,20.89,14.06,1,0.9513,2024-11-19
2017,HU,BG9,J,APPRENTICE,29.85,6.9,34.0,20.76,0,342.17,1387.28,5.95,5.88,39.86,13.09,10.43,1,1.5192,2024-07-08
2018,NL,HR844,U,TEMPORARY,36.39,5.42,14.48,23.68,1,343.13,270.35,8.28,6.9,23.67,65.79,56.69,1,3.0674,2025-09-19
2019,SE,DK95,K,PLATFORM,28.72,17.84,33.07,25.9,1,280.18,646.73,6.85,8.74,53.55,34.18,71.06,1,2.5516,2025-01-14
2020,DK,EE6,A,SELF_EMPLOYED,34.36,20.53,21.06,14.62,0,288.6,444.51,5.62,7.11,35.76,72.04,84.74,1,3.8591,2025-01-25
2021,IE,BE6,L,PERMANENT,35.78,16.33,28.21,44.42,1,56.73,1473.31,6.94,5.73,75.77,57.19,32.31,1,1.0863,2025-08-30
2022,PL,NL89,B,APPRENTICE,34.27,16.35,13.02,10.44,1,922.97,1621.33,7.99,6.4,68.2,62.26,5.61,1,1.4637,2024-12-09
2023,AT,BE542,M,TEMPORARY,40.75,7.34,8.41,26.44,1,473.63,419.88,7.77,5.5,60.24,25.69,54.05,0,3.5446,2024-04-15
2024,EE,BG76,C,PLATFORM,40.85,21.56,35.47,13.8,1,946.76,964.1,6.72,7.82,27.27,58.29,12.07,0,2.7594,2025-09-16
2025,IT,FI7,N,SELF_EMPLOYED,48.52,26.93,19.3,23.79,1,529.88,1495.84,8.19,6.03,26.13,31.65,54.29,1,0.7814,2024-01-13
2006,PT,PL21,D,PERMANENT,26.82,8.46,11.97,13.45,0,823.28,372.95,7.5,5.91,30.55,23.94,42.99,0,4.3182,2025-09-17
2007,BE,BE423,O,APPRENTICE,34.8,3.73,17.57,23.57,0,108.23,921.81,7.51,5.37,40.19,80.24,7.13,0,2.0989,2025-10-11
2008,FI,PT607,E,TEMPORARY,26.37,12.62,27.78,14.14,0,345.45,1437.34,7.41,8.75,73.36,23.63,26.43,1,1.9613,2024-03-30
2009,LV,DK32,P,PLATFORM,46.52,8.45,24.04,2.72,0,302.04,1424.6,7.33,5.91,23.05,22.41,35.01,1,2.711,2025-04-20
2010,RO,IT23,F,SELF_EMPLOYED,35.6,10.67,25.66,14.83,0,1077.73,1009.81,5.5,6.36,26.7,65.91,32.9,0,1.3136,2024-03-31
2011,BG,DK195,Q,PERMANENT,41.72,7.77,9.24,20.71,1,576.25,973.64,5.72,5.67,40.38,61.73,21.92,1,3.8699,2024-08-10
2012,FR,RO478,G,APPRENTICE,29.59,15.13,17.6,3.73,0,156.41,637.87,6.13,6.69,42.66,15.8,8.2,1,3.3049,2025-05-09
2013,LT,RO375,R,TEMPORARY,39.51,12.04,3.91,12.56,0,621.13,306.4,7.47,5.66,40.86,26.39,35.21,0,3.3519,2024-03-20
2014,SK,AT677,H,PLATFORM,30.51,13.4,5.14,19.27,0,1127.97,694.36,8.04,5.91,67.32,25.06,5.83,1,0.9572,2025-05-19
2015,HR,LV58,S,SELF_EMPLOYED,40.96,11.03,10.43,11.5,0,128.0,930.1,6.25,5.13,53.96,25.58,35.42,1,0.9163,2026-01-18
2016,DE,FR90,I,PERMANENT,38.57,2.74,32.53,8.63,0,429.43,254.01,5.87,6.87,43.7,23.39,18.28,1,2.2125,2024-06-07
2017,LU,SI409,T,APPRENTICE,31.07,12.65,28.72,8.15,0,520.8,1225.5,6.74,6.77,60.21,53.3,43.54,1,1.7831,2025-08-17
2018,SI,ES706,J,TEMPORARY,38.68,12.34,15.64,16.67,1,264.29,134.74,8.33,5.64,63.44,58.51,56.22,1,2.2465,2024-05-16
2019,CY,RO189,U,PLATFORM,48.56,2.34,7.68,10.97,1,426.44,1417.38,6.22,6.95,56.77,35.02,11.71,0,3.8729,2024-05-16
2020,GR,NL1,K,SELF_EMPLOYED,45.95,11.23,9.27,36.16,0,467.27,975.16,6.77,7.88,70.23,32.93,39.71,1,1.0552,2024-05-06
2021,MT,FI71,A,PERMANENT,40.7,10.62,20.88,27.85,0,119.57,183.95,7.41,5.39,39.58,60.64,27.03,1,3.601,2025-08-04
2022,ES,IT917,L,APPRENTICE,34.84,16.71,21.15,15.44,1,479.2,1405.04,6.12,8.74,80.32,56.74,55.35,0,3.7818,2025-10-20
2023,CZ,LU33,B,TEMPORARY,34.58,10.54,19.27,16.54,1,1050.33,890.3,6.0,7.82,56.23,23.09,50.42,1,2.072,2025-07-09
2024,HU,DK71,M,PLATFORM,33.57,6.74,4.09,5.78,1,734.34,931.11,4.85,7.26,64.73,21.54,33.06,1,0.7857,2025-03-15
2025,NL,SK85,C,SELF_EMPLOYED,41.98,13.56,31.32,4.19,0,628.65,943.56,6.06,6.69,61.73,51.17,14.07,0,0.764,2024-03-09
2006,SE,HU78,N,PERMANENT,29.15,10.09,28.37,11.94,0,562.01,121.2,5.35,6.68,29.53,36.11,75.39,0,1.5909,2025-09-20
2007,DK,FI81,D,APPRENTICE,23.95,17.28,11.35,17.03,0,94.26,1275.99,8.41,6.26,24.82,14.43,71.82,1,4.5051,2024-04-05
2008,IE,BG950,O,TEMPORARY,40.08,7.78,21.02,13.55,0,462.4,545.26,6.83,5.45,59.61,17.91,18.01,0,3.884,2024-07-06
2009,PL,MT485,E,PLATFORM,46.23,8.6,18.35,14.42,0,1017.1,1257.63,4.93,6.33,22.62,47.04,26.6,1,0.7861,2024-11-25
2010,AT,PT697,P,SELF_EMPLOYED,47.03,16.99,17.85,18.37,0,288.0,1316.09,7.73,6.33,77.06,61.9,24.9,0,4.6754,2025-02-22
2011,EE,IT5,F,PERMANENT,34.13,14.62,29.97,4.1,0,670.75,285.93,5.27,5.16,43.43,22.3,26.74,0,0.8975,2024-11-04
2012,IT,DE77,Q,APPRENTICE,20.95,8.3,6.26,22.16,0,616.41,139.12,7.62,6.75,21.73,65.07,48.55,1,4.659,2025-01-07
2013,PT,LU709,G,TEMPORARY,31.78,7.22,14.26,2.0,1,291.37,1053.64,5.63,5.25,27.11,24.76,17.95,1,0.8931,2025-10-07
2014,BE,LV9,R,PLATFORM,48.89,20.31,6.69,21.02,0,701.32,1511.17,7.87,5.72,69.35,13.19,22.6,1,0.762,2024-05-13
2015,FI,CZ23,H,SELF_EMPLOYED,29.27,11.63,11.02,8.46,0,676.08,1015.6,6.75,5.5,41.84,32.99,24.19,0,0.6118,2024-11-28
2016,LV,IT950,S,PERMANENT,25.29,16.96,8.02,10.43,0,365.51,654.68,6.94,7.81,44.47,23.66,27.86,1,3.17,2024-05-28
2017,RO,HU100,I,APPRENTICE,24.61,9.41,36.96,17.05,0,228.62,776.29,7.16,6.22,48.62,61.31,46.9,1,1.8932,2026-01-04
2018,BG,CY555,T,TEMPORARY,25.2,10.02,19.29,11.03,1,64.13,1641.34,7.66,5.46,42.12,49.15,22.75,0,1.575,2025-03-15
2019,FR,EE1,J,PLATFORM,33.66,14.47,5.5,12.8,1,225.96,827.91,7.25,5.81,24.65,12.4,20.67,0,1.0502,2025-03-30
