house_permits_reference_month,house_permits_country_iso2,house_permits_region_nuts_code,house_permits_building_type_code,house_permits_dwellings_authorised_count,house_permits_floor_area_authorised_m2,house_permits_construction_cost_index,house_permits_construction_time_months_median,house_permits_material_cost_index,house_permits_labor_shortage_index,house_permits_green_building_standard_flag,house_permits_social_housing_quota_flag,house_permits_renovation_permits_count,house_permits_demolition_permits_count,house_permits_land_use_planning_code,house_permits_flood_risk_zone_flag,house_permits_epbd_compliance_flag,house_permits_data_source,house_permits_revision_round,house_permits_data_extract_date
2026-05,CY,NL1,COMMERCIAL,535,40708.09,145.7,18.78,136.03,2.8064,0,0,13117,1911,FAST_TRACK,1,0,EUROSTAT_BUILD_PERMITS,FLASH,2024-07-22
2026-06,GR,FI71,RESIDENTIAL_MULTI_FAMILY,7685,461671.05,143.27,12.75,134.45,1.205,1,0,4672,626,ZONING_PLAN_B,1,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-10-27
2026-07,MT,IT917,RESIDENTIAL_SINGLE_FAMILY,4256,446440.19,127.48,34.46,145.56,1.2313,0,0,8749,288,ZONING_PLAN_A,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-09-11
2026-08,ES,LU33,MIXED_USE,622,56440.03,140.14,25.77,118.98,0.986,0,0,2835,1689,FLOODPLAIN_CONTROL,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-01-02
2026-09,CZ,DK71,INDUSTRIAL,587,77557.66,143.65,17.88,155.41,0.8135,0,0,9356,1178,COASTAL_CONTROL,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-12-13
2026-10,HU,SK85,PUBLIC,3877,274425.19,150.47,13.11,164.27,2.9349,0,0,10675,1078,BROWNFIELD_REUSE,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-01-17
2026-11,NL,HU78,COMMERCIAL,6141,751085.46,140.14,9.86,166.02,1.1673,0,0,2767,860,URBAN_REGEN,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2025-06-19
2026-12,SE,FI81,RESIDENTIAL_MULTI_FAMILY,3372,261002.6,140.93,21.86,162.34,1.2075,1,0,6141,11,FAST_TRACK,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-06-27
2016-01,DK,BG950,RESIDENTIAL_SINGLE_FAMILY,3035,260066.46,110.31,20.52,111.49,0.5725,0,0,8644,1120,ZONING_PLAN_B,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2024-11-08
2016-02,IE,MT485,MIXED_USE,3665,513327.88,107.14,25.46,97.45,0.7245,1,0,3440,155,ZONING_PLAN_A,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2026-01-21
2016-03,PL,PT697,INDUSTRIAL,267,21257.0,98.37,22.38,101.39,0.6329,0,0,2084,431,FLOODPLAIN_CONTROL,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-07-16
2016-04,AT,IT5,PUBLIC,1505,86078.33,103.02,24.85,108.4,1.3629,1,0,5931,1464,COASTAL_CONTROL,1,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-03-02
2016-05,EE,DE77,COMMERCIAL,4467,557361.94,104.05,22.72,111.03,1.8484,0,0,7157,1721,BROWNFIELD_REUSE,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2025-08-04
2016-06,IT,LU709,RESIDENTIAL_MULTI_FAMILY,7696,984657.0,103.39,11.98,106.43,1.858,0,0,8739,2048,URBAN_REGEN,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2026-02-22
2016-07,PT,LV9,RESIDENTIAL_SINGLE_FAMILY,7588,723616.67,109.71,10.41,108.62,0.9133,0,0,6623,919,FAST_TRACK,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-12-31
2016-08,BE,CZ23,MIXED_USE,5086,650308.05,111.25,33.86,106.1,1.559,1,0,578,1718,ZONING_PLAN_B,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-12-15
2016-09,FI,IT950,INDUSTRIAL,114,10608.62,110.29,11.22,102.14,0.3775,1,1,1197,1535,ZONING_PLAN_A,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2024-06-08
2016-10,LV,HU100,PUBLIC,3847,290861.59,95.38,30.81,112.28,1.8415,1,0,3530,653,FLOODPLAIN_CONTROL,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-03-07
2016-11,RO,CY555,COMMERCIAL,6274,545903.56,104.01,25.13,105.39,0.3069,0,0,6657,1501,COASTAL_CONTROL,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-10-20
2016-12,BG,EE1,RESIDENTIAL_MULTI_FAMILY,2191,216948.07,103.78,21.9,109.7,1.4005,1,0,7164,630,BROWNFIELD_REUSE,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-02-03
2017-01,FR,LT285,RESIDENTIAL_SINGLE_FAMILY,6847,794083.39,101.07,13.84,124.01,0.8743,1,1,6187,370,URBAN_REGEN,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2024-04-01
2017-02,LT,FR89,MIXED_USE,3397,259332.65,111.53,18.62,108.83,0.7491,1,1,8119,633,FAST_TRACK,1,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-09-03
2017-03,SK,FI837,INDUSTRIAL,5826,589757.49,100.83,12.51,97.5,0.1026,0,1,3906,1299,ZONING_PLAN_B,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-05-18
2017-04,HR,EE163,PUBLIC,3941,325862.44,107.03,26.1,114.38,0.131,1,0,5791,993,ZONING_PLAN_A,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-06-05
2017-05,DE,BG52,COMMERCIAL,5805,510021.11,106.89,25.57,116.96,0.4995,1,0,986,918,FLOODPLAIN_CONTROL,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2026-02-22
2017-06,LU,IT27,RESIDENTIAL_MULTI_FAMILY,7745,874373.14,116.09,18.26,126.6,1.5312,1,0,72,658,COASTAL_CONTROL,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2026-01-29
2017-07,SI,EE692,RESIDENTIAL_SINGLE_FAMILY,4785,729007.98,116.8,9.68,121.03,1.5346,0,0,8918,849,BROWNFIELD_REUSE,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-03-18
2017-08,CY,RO59,MIXED_USE,4575,376703.74,112.41,20.51,107.61,0.0941,1,0,6047,27,URBAN_REGEN,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-09-30
2017-09,GR,LU99,INDUSTRIAL,5312,251150.92,99.65,22.43,121.49,1.2114,1,0,7330,1011,FAST_TRACK,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2024-01-19
2017-10,MT,CZ3,PUBLIC,2969,316096.57,101.18,12.45,106.7,1.5816,0,0,8071,1044,ZONING_PLAN_B,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-12-10
2017-11,ES,AT97,COMMERCIAL,4694,573174.99,99.71,27.0,102.64,1.3808,1,0,3000,589,ZONING_PLAN_A,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2025-09-07
2017-12,CZ,FI64,RESIDENTIAL_MULTI_FAMILY,9657,797889.15,105.99,24.3,117.68,0.2676,1,1,8312,1658,FLOODPLAIN_CONTROL,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-10-14
2018-01,HU,ES934,RESIDENTIAL_SINGLE_FAMILY,6040,560063.09,103.9,10.5,118.05,0.7249,1,0,883,1104,COASTAL_CONTROL,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2025-03-30
2018-02,NL,IE252,MIXED_USE,1162,128418.54,108.95,24.28,104.77,1.0669,0,0,6496,794,BROWNFIELD_REUSE,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-07-15
2018-03,SE,SI96,INDUSTRIAL,664,90545.77,111.33,16.05,112.15,0.1909,1,0,5837,298,URBAN_REGEN,1,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-08-08
2018-04,DK,ES73,PUBLIC,4535,658748.31,111.03,18.5,126.39,0.0832,1,1,3786,1177,FAST_TRACK,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-05-03
2018-05,IE,RO77,COMMERCIAL,4049,318559.68,113.91,18.54,109.62,0.5863,1,0,5253,1953,ZONING_PLAN_B,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2024-10-13
2018-06,PL,GR4,RESIDENTIAL_MULTI_FAMILY,7582,651939.69,103.67,12.86,111.42,0.3094,1,0,5459,1337,ZONING_PLAN_A,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-12-18
2018-07,AT,SE43,RESIDENTIAL_SINGLE_FAMILY,6840,984120.72,115.82,18.33,121.67,0.7544,1,0,3814,801,FLOODPLAIN_CONTROL,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-02-22
2018-08,EE,EE96,MIXED_USE,4289,335544.92,110.13,20.06,104.03,1.574,0,0,5955,183,COASTAL_CONTROL,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-06-17
2018-09,IT,CY783,INDUSTRIAL,5934,458292.29,107.12,20.71,104.36,1.5577,0,0,3481,416,BROWNFIELD_REUSE,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2024-05-31
2018-10,PT,HR76,PUBLIC,4985,413930.79,111.77,18.68,111.76,0.2918,1,1,4845,335,URBAN_REGEN,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-09-16
2018-11,BE,LU595,COMMERCIAL,5308,442304.23,108.17,19.53,103.8,0.8874,0,0,3559,909,FAST_TRACK,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2024-12-22
2018-12,FI,RO9,RESIDENTIAL_MULTI_FAMILY,5570,377239.36,113.87,9.88,122.31,1.6195,0,1,1045,1333,ZONING_PLAN_B,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-04-02
2019-01,LV,LT13,RESIDENTIAL_SINGLE_FAMILY,10431,526738.57,120.5,12.74,123.65,1.7527,0,1,6210,1356,ZONING_PLAN_A,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2024-10-20
2019-02,RO,RO486,MIXED_USE,4131,456048.75,100.61,7.39,119.51,0.7387,1,1,373,1700,FLOODPLAIN_CONTROL,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-11-05
2019-03,BG,PL168,INDUSTRIAL,4798,295626.15,114.36,17.67,111.32,0.272,0,0,2326,1791,COASTAL_CONTROL,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-08-11
2019-04,FR,FR794,PUBLIC,2718,388429.79,114.38,10.6,117.02,0.5116,1,0,3466,165,BROWNFIELD_REUSE,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-05-19
2019-05,LT,SE66,COMMERCIAL,222,24020.15,124.25,20.07,112.4,1.3691,0,1,8096,1106,URBAN_REGEN,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2025-12-27
2019-06,SK,DK642,RESIDENTIAL_MULTI_FAMILY,9803,1222648.86,111.75,23.86,122.32,1.6929,0,1,729,1354,FAST_TRACK,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-03-03
2019-07,HR,RO534,RESIDENTIAL_SINGLE_FAMILY,1310,67370.99,109.68,16.92,111.45,0.115,0,0,3878,1779,ZONING_PLAN_B,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-07-27
2019-08,DE,BG32,MIXED_USE,2465,339062.11,120.35,6.81,117.21,1.192,0,1,7830,1022,ZONING_PLAN_A,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-10-05
2019-09,LU,CY31,INDUSTRIAL,1023,87114.1,117.7,20.82,121.22,1.2703,1,0,1089,1933,FLOODPLAIN_CONTROL,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2024-04-01
2019-10,SI,GR778,PUBLIC,3341,236281.9,117.65,15.62,111.86,0.979,0,1,7581,311,COASTAL_CONTROL,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-07-23
2019-11,CY,LU468,COMMERCIAL,2971,197334.49,115.05,11.54,131.0,0.4824,0,0,5828,578,BROWNFIELD_REUSE,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-11-05
2019-12,GR,DK727,RESIDENTIAL_MULTI_FAMILY,1660,164259.71,122.88,17.07,122.17,0.4145,1,0,2745,317,URBAN_REGEN,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-10-05
2020-01,MT,CZ453,RESIDENTIAL_SINGLE_FAMILY,7331,674807.65,119.01,29.74,97.98,2.7173,1,1,9158,1368,FAST_TRACK,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2024-05-03
2020-02,ES,PT76,MIXED_USE,3578,227563.62,110.91,18.55,131.66,0.7366,1,1,11748,1044,ZONING_PLAN_B,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-07-07
2020-03,CZ,DK936,INDUSTRIAL,5143,420015.35,100.42,13.37,117.05,1.7114,0,0,4636,1160,ZONING_PLAN_A,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2025-09-30
2020-04,HU,CY653,PUBLIC,1127,92682.17,120.5,31.26,106.66,1.636,0,1,8409,1316,FLOODPLAIN_CONTROL,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-05-02
2020-05,NL,BG93,COMMERCIAL,3947,253987.19,119.66,26.41,117.02,1.9403,1,0,8061,1552,COASTAL_CONTROL,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2026-01-06
2020-06,SE,PT22,RESIDENTIAL_MULTI_FAMILY,4164,454841.88,108.45,29.22,115.23,2.651,0,1,3734,1467,BROWNFIELD_REUSE,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-09-08
2020-07,DK,ES916,RESIDENTIAL_SINGLE_FAMILY,4747,409804.27,119.22,20.67,118.48,0.8907,1,0,11377,145,URBAN_REGEN,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2026-01-23
2020-08,IE,DE330,MIXED_USE,5586,299543.88,120.84,36.83,122.78,2.8695,1,0,12655,330,FAST_TRACK,1,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-01-07
2020-09,PL,LU762,INDUSTRIAL,761,78378.14,115.38,17.9,132.45,2.0384,0,0,2468,189,ZONING_PLAN_B,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2025-12-24
2020-10,AT,BE281,PUBLIC,4062,458949.27,121.77,25.45,130.84,1.468,1,0,12600,929,ZONING_PLAN_A,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-06-28
2020-11,EE,FI898,COMMERCIAL,1974,220101.52,114.24,17.06,135.17,1.0253,1,0,2156,984,FLOODPLAIN_CONTROL,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2025-04-25
2020-12,IT,LV377,RESIDENTIAL_MULTI_FAMILY,9504,715871.75,130.27,17.46,112.3,0.1612,0,0,9624,712,COASTAL_CONTROL,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-06-18
2021-01,PT,NL849,RESIDENTIAL_SINGLE_FAMILY,8289,1074076.62,122.6,12.76,133.29,0.5263,0,0,11284,327,BROWNFIELD_REUSE,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2024-03-13
2021-02,BE,AT47,MIXED_USE,3625,302876.24,114.59,21.69,110.05,0.2051,0,1,10913,1101,URBAN_REGEN,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-11-30
2021-03,FI,CY19,INDUSTRIAL,5697,360772.36,110.97,11.12,118.81,2.7318,0,0,11785,196,FAST_TRACK,1,1,CONSTRUCTION_ASSOCIATION,SECOND,2025-06-11
2021-04,LV,AT3,PUBLIC,3870,501316.05,118.2,20.34,108.0,0.4817,1,0,11186,1283,ZONING_PLAN_B,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-07-15
2021-05,RO,AT5,COMMERCIAL,961,120792.44,105.85,26.97,124.53,1.5124,0,1,4001,1414,ZONING_PLAN_A,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2024-11-22
2021-06,BG,ES121,RESIDENTIAL_MULTI_FAMILY,7539,680949.68,115.9,21.77,137.42,1.1085,1,0,2127,613,FLOODPLAIN_CONTROL,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-10-21
2021-07,FR,GR5,RESIDENTIAL_SINGLE_FAMILY,2542,232891.4,125.37,35.36,115.26,2.7051,0,0,7770,1814,COASTAL_CONTROL,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2024-06-22
2021-08,LT,BE505,MIXED_USE,5569,740689.98,112.54,34.71,131.99,1.9961,1,0,3828,61,BROWNFIELD_REUSE,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-05-19
2021-09,SK,CY531,INDUSTRIAL,2550,173789.6,101.27,22.51,134.1,1.3171,0,0,12968,2006,URBAN_REGEN,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2024-05-19
2021-10,HR,IT454,PUBLIC,3544,230358.17,126.7,14.73,106.14,3.0442,1,0,14888,446,FAST_TRACK,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-12-26
2021-11,DE,FR8,COMMERCIAL,5754,784265.61,131.7,36.49,117.05,1.5684,0,0,3661,490,ZONING_PLAN_B,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2024-08-25
2021-12,LU,NL6,RESIDENTIAL_MULTI_FAMILY,9259,641622.43,122.54,17.83,126.92,2.2277,1,1,10712,747,ZONING_PLAN_A,1,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-07-08
2022-01,SI,RO893,RESIDENTIAL_SINGLE_FAMILY,3604,408628.05,122.86,27.23,149.01,1.4941,0,0,10363,1549,FLOODPLAIN_CONTROL,1,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-05-02
2022-02,CY,AT149,MIXED_USE,4974,394176.66,116.6,37.38,117.38,1.6571,1,1,13389,331,COASTAL_CONTROL,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-11-02
2022-03,GR,PL4,INDUSTRIAL,1617,80291.62,113.14,9.59,115.98,0.7844,1,0,2105,1367,BROWNFIELD_REUSE,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2025-04-10
2022-04,MT,RO40,PUBLIC,5316,570072.91,116.99,19.09,124.6,0.2076,1,0,11505,1668,URBAN_REGEN,1,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-08-23
2022-05,ES,SI163,COMMERCIAL,1736,111673.41,127.6,15.24,121.6,1.1407,0,1,14243,1368,FAST_TRACK,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-02-22
2022-06,CZ,AT463,RESIDENTIAL_MULTI_FAMILY,3134,201437.53,113.34,18.02,119.31,1.2221,0,0,7288,1855,ZONING_PLAN_B,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-04-01
2022-07,HU,DK531,RESIDENTIAL_SINGLE_FAMILY,4448,371041.0,122.43,16.2,129.98,0.7807,0,0,5748,495,ZONING_PLAN_A,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-04-21
2022-08,NL,LU955,MIXED_USE,2797,194565.75,121.63,16.45,119.45,2.5167,0,0,9883,1779,FLOODPLAIN_CONTROL,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-01-20
2022-09,SE,HU2,INDUSTRIAL,3720,297471.18,117.42,9.83,128.23,2.9208,0,0,9276,1245,COASTAL_CONTROL,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-06-28
2022-10,DK,RO30,PUBLIC,2991,332957.9,143.03,16.68,129.83,1.6119,0,0,7559,1973,BROWNFIELD_REUSE,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-07-05
2022-11,IE,RO2,COMMERCIAL,6024,464110.52,125.23,32.72,115.87,2.6378,0,0,6498,574,URBAN_REGEN,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-09-13
2022-12,PL,NL33,RESIDENTIAL_MULTI_FAMILY,7400,855914.21,132.59,25.08,114.61,2.6088,1,0,12863,1555,FAST_TRACK,1,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-11-24
2023-01,AT,LU1,RESIDENTIAL_SINGLE_FAMILY,2536,306344.86,122.58,31.98,113.59,2.2445,0,0,167,452,ZONING_PLAN_B,1,1,EUROSTAT_BUILD_PERMITS,FLASH,2024-01-01
2023-02,EE,HR32,MIXED_USE,5075,575637.77,128.12,13.53,137.15,2.3702,1,0,12156,1632,ZONING_PLAN_A,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-09-01
2023-03,IT,IT76,INDUSTRIAL,6204,689238.58,117.07,14.99,112.57,2.3975,1,1,12348,448,FLOODPLAIN_CONTROL,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2024-04-13
2023-04,PT,PT671,PUBLIC,411,23303.87,130.81,19.01,113.84,0.4822,0,0,11686,1360,COASTAL_CONTROL,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-01-28
2023-05,BE,AT58,COMMERCIAL,5389,587496.75,134.89,18.45,109.33,1.5955,0,0,10765,780,BROWNFIELD_REUSE,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2024-03-10
2023-06,FI,GR254,RESIDENTIAL_MULTI_FAMILY,5800,609238.47,136.75,15.26,122.92,2.4712,1,0,1052,914,URBAN_REGEN,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-11-13
2023-07,LV,DE819,RESIDENTIAL_SINGLE_FAMILY,10087,507636.62,119.11,27.51,132.57,1.9881,0,1,3885,849,FAST_TRACK,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2024-07-20
2023-08,RO,DK51,MIXED_USE,2128,194331.11,135.35,20.61,107.43,1.3647,1,1,6164,1181,ZONING_PLAN_B,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-04-02
2023-09,BG,LU59,INDUSTRIAL,6171,414460.83,119.34,24.88,129.07,0.4558,0,0,9440,939,ZONING_PLAN_A,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2025-11-19
2023-10,FR,MT232,PUBLIC,4320,439504.58,114.75,20.66,128.2,2.9675,0,0,2728,1149,FLOODPLAIN_CONTROL,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-05-19
2023-11,LT,ES2,COMMERCIAL,1092,64705.66,108.11,21.89,108.6,2.4948,0,1,862,1448,COASTAL_CONTROL,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2026-01-01
2023-12,SK,LV66,RESIDENTIAL_MULTI_FAMILY,5658,483830.42,133.57,19.34,134.07,2.6692,1,0,5701,662,BROWNFIELD_REUSE,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-07-15
2024-01,HR,PT17,RESIDENTIAL_SINGLE_FAMILY,3378,446392.15,119.36,25.62,137.99,0.8671,1,0,157,1695,URBAN_REGEN,1,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-03-19
2024-02,DE,EE601,MIXED_USE,4336,465376.02,131.71,13.49,134.37,2.805,1,1,6353,1210,FAST_TRACK,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-04-07
2024-03,LU,AT83,INDUSTRIAL,252,31681.55,117.88,10.77,126.44,0.2329,0,1,7826,1709,ZONING_PLAN_B,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2025-05-08
2024-04,SI,SE3,PUBLIC,656,52833.84,118.81,28.63,126.14,3.1184,0,0,9692,1391,ZONING_PLAN_A,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-01-05
2024-05,CY,FI207,COMMERCIAL,2033,170691.75,114.36,9.76,113.34,1.7192,1,0,4033,748,FLOODPLAIN_CONTROL,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2024-11-17
2024-06,GR,LT5,RESIDENTIAL_MULTI_FAMILY,5798,723461.67,131.02,11.23,141.85,1.7716,0,0,820,933,COASTAL_CONTROL,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-09-27
2024-07,MT,CZ4,RESIDENTIAL_SINGLE_FAMILY,10547,1170320.13,110.03,9.46,152.78,2.7353,0,0,7154,1700,BROWNFIELD_REUSE,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2024-06-19
2024-08,ES,MT109,MIXED_USE,3947,324802.51,137.16,16.35,127.97,2.9447,1,1,5003,1851,URBAN_REGEN,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-03-09
2024-09,CZ,SK9,INDUSTRIAL,5263,578833.91,133.5,11.95,152.17,2.9805,1,1,1014,1670,FAST_TRACK,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2024-12-22
2024-10,HU,SE90,PUBLIC,1834,116029.17,141.89,17.42,134.92,0.2675,0,1,13686,1884,ZONING_PLAN_B,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-02-28
2024-11,NL,SI88,COMMERCIAL,5562,885224.64,143.55,28.76,151.09,1.3209,1,0,13990,9,ZONING_PLAN_A,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2025-10-23
2024-12,SE,GR828,RESIDENTIAL_MULTI_FAMILY,1516,142050.68,111.12,24.22,133.3,2.0466,1,0,12999,1764,FLOODPLAIN_CONTROL,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-08-24
2025-01,DK,CY5,RESIDENTIAL_SINGLE_FAMILY,437,47451.08,117.36,24.54,115.54,1.1619,0,1,2977,563,COASTAL_CONTROL,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2024-10-22
2025-02,IE,SK4,MIXED_USE,4511,522331.9,135.22,13.52,116.26,0.2653,0,0,7979,1584,BROWNFIELD_REUSE,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-08-20
2025-03,PL,IE89,INDUSTRIAL,5401,361262.53,138.2,12.45,125.86,2.8057,0,1,3498,256,URBAN_REGEN,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2026-01-06
2025-04,AT,NL970,PUBLIC,3694,381056.89,129.81,16.75,129.46,0.8334,0,0,12679,1231,FAST_TRACK,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-05-05
2025-05,EE,SK45,COMMERCIAL,4584,253814.64,120.27,23.36,159.57,2.1966,0,0,217,963,ZONING_PLAN_B,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2024-06-16
2025-06,IT,NL8,RESIDENTIAL_MULTI_FAMILY,8149,487165.91,142.7,12.54,152.04,0.3749,1,0,6683,1449,ZONING_PLAN_A,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-01-30
2025-07,PT,FR22,RESIDENTIAL_SINGLE_FAMILY,7930,577587.82,150.97,24.95,157.9,2.1506,0,0,1546,151,FLOODPLAIN_CONTROL,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2026-02-21
2025-08,BE,BG3,MIXED_USE,4739,294912.88,131.35,28.4,137.66,2.0405,0,0,13366,310,COASTAL_CONTROL,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-02-07
2025-09,FI,BG96,INDUSTRIAL,2791,339061.82,127.83,9.38,117.81,0.4902,0,0,11314,455,BROWNFIELD_REUSE,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2024-03-16
2025-10,LV,HU465,PUBLIC,1985,262184.85,119.53,30.76,148.66,1.6214,1,0,2201,1737,URBAN_REGEN,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-10-21
