lab_dialogue_reference_year,lab_dialogue_country_iso2,lab_dialogue_sector_nace_section,lab_dialogue_collective_bargaining_coverage_pct,lab_dialogue_union_density_pct,lab_dialogue_employer_organisation_density_pct,lab_dialogue_wage_setting_level_code,lab_dialogue_minimum_wage_directive_alignment_flag,lab_dialogue_agreements_signed_count,lab_dialogue_disputes_count,lab_dialogue_strike_days_lost_per_1k,lab_dialogue_mediation_cases_count,lab_dialogue_social_partner_consultations_count,lab_dialogue_tripartite_body_flag,lab_dialogue_gender_equality_clause_share_pct,lab_dialogue_platform_work_clause_share_pct,lab_dialogue_telework_clause_share_pct,lab_dialogue_training_clause_share_pct,lab_dialogue_data_source,lab_dialogue_last_update_date
2010,IT,T,25.72,32.11,53.92,COMPANY,0,120,44,46.77,105,208,1,50.37,16.28,21.23,22.85,EUROFOUND_EWCS,2023-01-19
2011,PT,J,52.29,47.76,50.22,SECTOR,0,108,89,37.72,33,131,1,30.54,2.41,6.32,46.39,NATIONAL_LABOUR_MINISTRY,2023-02-17
2012,BE,U,84.43,37.29,25.66,NATIONAL,0,154,77,0.89,56,216,0,40.09,8.0,9.45,38.38,SOCIAL_PARTNER_REGISTRY,2023-03-18
2013,FI,K,100.0,40.26,32.24,MIXED,0,363,49,51.97,31,512,0,19.22,17.43,33.96,72.3,ILO_EXPORT,2023-04-16
2014,LV,A,60.98,50.82,56.58,COMPANY,0,95,77,54.37,127,513,1,52.6,8.14,31.46,28.86,EUROFOUND_EWCS,2023-05-15
2015,RO,L,62.62,9.77,23.13,SECTOR,0,102,3,5.25,42,492,1,26.6,6.08,30.23,14.01,NATIONAL_LABOUR_MINISTRY,2023-06-13
2016,BG,B,46.99,28.18,28.24,NATIONAL,0,134,7,29.29,26,150,1,69.61,9.41,16.52,51.23,SOCIAL_PARTNER_REGISTRY,2023-07-12
2017,FR,M,44.45,23.98,58.29,MIXED,1,181,80,36.05,116,318,1,49.5,0.47,24.29,44.66,ILO_EXPORT,2023-08-10
2018,LT,C,50.43,34.54,42.42,COMPANY,0,165,31,38.54,88,100,1,72.88,6.27,11.8,68.61,EUROFOUND_EWCS,2023-09-08
2019,SK,N,67.83,14.09,32.78,SECTOR,0,302,25,46.08,47,1,1,7.05,17.29,30.4,69.01,NATIONAL_LABOUR_MINISTRY,2023-10-07
2020,HR,D,75.76,15.59,46.64,NATIONAL,0,75,52,28.74,79,596,1,17.95,5.3,47.7,49.78,SOCIAL_PARTNER_REGISTRY,2023-11-05
2021,DE,O,12.77,29.02,40.09,MIXED,0,55,53,7.54,10,175,1,63.95,13.95,32.6,30.5,ILO_EXPORT,2023-12-04
2022,LU,E,64.43,44.28,53.2,COMPANY,0,7,100,21.6,135,57,1,79.2,31.42,21.18,73.23,EUROFOUND_EWCS,2024-01-02
2023,SI,P,48.82,31.57,19.99,SECTOR,1,58,80,26.29,27,240,1,51.91,33.52,19.89,64.82,NATIONAL_LABOUR_MINISTRY,2024-01-31
2024,CY,F,53.3,51.29,19.79,NATIONAL,1,164,5,10.29,16,551,1,56.13,39.16,69.06,30.6,SOCIAL_PARTNER_REGISTRY,2024-02-29
2025,GR,Q,72.06,50.91,47.58,MIXED,0,135,52,29.54,40,421,1,55.47,7.0,46.81,75.86,ILO_EXPORT,2024-03-29
2006,MT,G,9.3,45.3,19.95,COMPANY,0,245,33,25.39,57,48,1,43.94,5.66,44.98,34.28,EUROFOUND_EWCS,2024-04-27
2007,ES,R,56.33,21.19,16.95,SECTOR,0,430,56,12.05,81,351,1,8.41,19.03,31.47,20.13,NATIONAL_LABOUR_MINISTRY,2024-05-26
2008,CZ,H,52.01,29.26,37.32,NATIONAL,0,171,63,19.15,120,4,1,40.38,1.19,30.79,69.91,SOCIAL_PARTNER_REGISTRY,2024-06-24
2009,HU,S,15.68,57.97,35.84,MIXED,0,114,60,3.31,91,296,1,17.84,12.08,33.53,28.91,ILO_EXPORT,2024-07-23
2010,NL,I,35.9,15.5,20.54,COMPANY,0,194,30,11.69,69,162,1,15.98,18.3,15.99,70.57,EUROFOUND_EWCS,2024-08-21
2011,SE,T,83.62,26.28,75.43,SECTOR,0,149,25,4.29,127,107,1,32.09,10.07,5.45,56.88,NATIONAL_LABOUR_MINISTRY,2024-09-19
2012,DK,J,77.71,77.15,38.19,NATIONAL,0,175,9,10.88,37,506,1,17.56,18.01,37.05,62.15,SOCIAL_PARTNER_REGISTRY,2024-10-18
2013,IE,U,51.87,35.94,16.08,MIXED,0,423,88,37.61,105,232,0,52.66,17.58,37.8,70.17,ILO_EXPORT,2024-11-16
2014,PL,K,30.54,31.01,46.87,COMPANY,0,126,58,0.49,134,238,0,48.51,0.3,41.93,70.02,EUROFOUND_EWCS,2024-12-15
2015,AT,A,29.91,56.98,18.69,SECTOR,0,268,12,25.25,39,409,1,39.81,6.93,38.21,59.98,NATIONAL_LABOUR_MINISTRY,2025-01-13
2016,EE,L,63.82,29.59,67.97,NATIONAL,0,463,78,37.39,42,454,1,52.78,10.54,4.6,23.78,SOCIAL_PARTNER_REGISTRY,2025-02-11
2017,IT,B,84.86,19.69,44.31,MIXED,0,40,40,5.9,3,227,1,27.55,6.31,14.35,87.49,ILO_EXPORT,2025-03-12
2018,PT,M,27.4,7.35,64.28,COMPANY,0,300,50,50.8,97,356,1,72.3,1.15,28.54,65.32,EUROFOUND_EWCS,2025-04-10
2019,BE,C,32.06,34.28,15.61,SECTOR,0,116,7,28.53,25,130,1,23.36,14.51,14.15,71.74,NATIONAL_LABOUR_MINISTRY,2025-05-09
2020,FI,N,64.64,83.64,68.99,NATIONAL,0,301,87,29.25,61,10,1,29.01,3.1,38.37,86.49,SOCIAL_PARTNER_REGISTRY,2025-06-07
2021,LV,D,75.7,55.16,53.15,MIXED,0,496,8,26.85,35,257,1,32.25,44.24,26.47,20.79,ILO_EXPORT,2025-07-06
2022,RO,O,56.71,8.31,63.11,COMPANY,1,239,69,50.7,50,49,1,30.82,20.81,67.15,14.9,EUROFOUND_EWCS,2025-08-04
2023,BG,E,56.92,26.96,21.17,SECTOR,1,317,73,35.01,117,32,1,50.99,37.66,38.57,43.02,NATIONAL_LABOUR_MINISTRY,2025-09-02
2024,FR,P,33.19,30.37,30.47,NATIONAL,1,32,15,33.28,63,68,1,17.57,12.43,70.16,51.75,SOCIAL_PARTNER_REGISTRY,2025-10-01
2025,LT,F,42.72,53.84,63.67,MIXED,1,261,51,50.79,86,195,0,16.89,35.26,17.95,41.6,ILO_EXPORT,2025-10-30
2006,SK,Q,69.37,21.71,75.97,COMPANY,0,157,80,29.15,80,185,0,49.13,11.58,12.43,36.31,EUROFOUND_EWCS,2025-11-28
2007,HR,G,50.66,36.55,62.05,SECTOR,1,182,89,39.83,107,247,1,38.38,2.74,38.86,49.45,NATIONAL_LABOUR_MINISTRY,2025-12-27
2008,DE,R,14.59,41.65,13.97,NATIONAL,0,310,12,7.13,88,397,1,34.09,1.56,28.04,26.48,SOCIAL_PARTNER_REGISTRY,2026-01-25
2009,LU,H,59.75,18.48,26.98,MIXED,0,368,63,14.09,120,170,1,24.23,18.2,38.03,38.8,ILO_EXPORT,2026-02-23
2010,SI,S,9.68,13.66,15.97,COMPANY,0,200,42,7.55,72,382,1,49.76,8.17,17.34,30.67,EUROFOUND_EWCS,2010-01-27
2011,CY,I,21.2,14.37,41.68,SECTOR,0,6,52,5.86,93,108,0,9.37,7.03,27.29,46.67,NATIONAL_LABOUR_MINISTRY,2010-02-25
2012,GR,T,36.02,25.92,36.39,NATIONAL,0,185,81,46.09,44,184,0,18.18,1.69,3.93,35.49,SOCIAL_PARTNER_REGISTRY,2010-03-26
2013,MT,J,75.13,49.62,77.55,MIXED,0,491,6,10.53,89,409,1,13.2,14.31,39.88,20.34,ILO_EXPORT,2010-04-24
2014,ES,U,49.33,21.71,20.06,COMPANY,0,332,13,13.52,103,268,1,33.15,10.4,6.34,48.1,EUROFOUND_EWCS,2010-05-23
2015,CZ,K,40.02,30.59,46.15,SECTOR,0,305,23,50.18,136,42,1,52.35,9.91,26.4,13.69,NATIONAL_LABOUR_MINISTRY,2010-06-21
2016,HU,A,61.39,21.86,47.28,NATIONAL,0,212,70,24.54,38,382,1,73.04,18.76,12.77,54.05,SOCIAL_PARTNER_REGISTRY,2010-07-20
2017,NL,L,29.9,8.16,29.32,MIXED,0,14,3,36.91,30,49,1,16.33,0.42,6.97,56.61,ILO_EXPORT,2010-08-18
2018,SE,B,100.0,54.52,14.39,COMPANY,0,285,38,9.32,60,359,1,67.91,10.92,38.84,32.5,EUROFOUND_EWCS,2010-09-16
2019,DK,M,39.69,47.61,18.01,SECTOR,1,216,83,44.68,113,357,0,22.44,16.39,37.62,75.04,NATIONAL_LABOUR_MINISTRY,2010-10-15
2020,IE,C,20.02,5.17,57.79,NATIONAL,0,179,91,3.21,2,277,0,69.28,3.94,37.97,68.2,SOCIAL_PARTNER_REGISTRY,2010-11-13
2021,PL,N,55.98,32.13,27.84,MIXED,1,270,14,7.21,84,211,0,6.06,25.06,18.08,25.93,ILO_EXPORT,2010-12-12
2022,AT,D,23.89,51.09,7.95,COMPANY,0,179,26,5.89,29,183,1,37.51,18.35,39.75,44.15,EUROFOUND_EWCS,2011-01-10
2023,EE,O,19.59,37.41,13.23,SECTOR,0,293,12,29.03,26,223,1,37.58,44.76,31.36,64.21,NATIONAL_LABOUR_MINISTRY,2011-02-08
2024,IT,E,90.67,47.59,9.06,NATIONAL,1,265,24,22.86,35,2,1,70.98,39.47,46.65,62.53,SOCIAL_PARTNER_REGISTRY,2011-03-09
2025,PT,P,34.53,18.38,33.23,MIXED,1,218,72,39.39,44,129,0,44.5,26.51,62.76,26.4,ILO_EXPORT,2011-04-07
2006,BE,F,100.0,37.47,28.1,COMPANY,0,464,42,35.15,100,308,1,54.31,18.69,26.94,66.7,EUROFOUND_EWCS,2011-05-06
2007,FI,Q,82.93,23.24,78.14,SECTOR,1,399,41,50.95,73,70,1,32.43,19.04,4.2,88.51,NATIONAL_LABOUR_MINISTRY,2011-06-04
2008,LV,G,67.35,39.78,17.14,NATIONAL,0,328,55,44.86,99,55,1,50.18,3.64,6.07,55.56,SOCIAL_PARTNER_REGISTRY,2011-07-03
2009,RO,R,69.46,45.43,36.73,MIXED,0,192,86,49.13,22,142,0,55.58,9.03,14.24,49.97,ILO_EXPORT,2011-08-01
2010,BG,H,54.86,10.07,16.22,COMPANY,0,386,7,36.6,34,257,0,38.4,18.7,15.27,67.15,EUROFOUND_EWCS,2011-08-30
2011,FR,S,74.44,43.92,64.02,SECTOR,0,268,59,5.13,26,535,1,15.32,16.99,40.6,49.29,NATIONAL_LABOUR_MINISTRY,2011-09-28
2012,LT,I,26.93,49.99,51.03,NATIONAL,0,366,40,35.75,57,57,1,33.87,9.16,21.33,22.66,SOCIAL_PARTNER_REGISTRY,2011-10-27
2013,SK,T,32.48,4.44,53.12,MIXED,0,207,14,38.08,2,224,1,41.18,17.86,40.56,41.52,ILO_EXPORT,2011-11-25
2014,HR,J,77.75,8.43,76.03,COMPANY,0,306,30,51.74,76,477,1,53.66,12.52,23.41,39.03,EUROFOUND_EWCS,2011-12-24
2015,DE,U,72.15,46.9,29.12,SECTOR,0,364,69,53.63,69,353,1,35.3,0.11,41.15,25.33,NATIONAL_LABOUR_MINISTRY,2012-01-22
2016,LU,K,25.75,36.58,28.89,NATIONAL,0,167,71,0.99,43,58,1,36.64,3.7,1.88,41.92,SOCIAL_PARTNER_REGISTRY,2012-02-20
2017,SI,A,10.94,13.25,9.46,MIXED,0,49,38,39.35,26,195,1,21.17,17.49,23.19,14.07,ILO_EXPORT,2012-03-20
2018,CY,L,45.35,13.76,31.96,COMPANY,0,175,29,23.69,128,341,1,37.67,12.52,15.23,9.09,EUROFOUND_EWCS,2012-04-18
2019,GR,B,37.92,21.36,28.9,SECTOR,0,240,83,26.39,32,262,0,23.76,16.5,41.5,12.06,NATIONAL_LABOUR_MINISTRY,2012-05-17
2020,MT,M,73.04,4.85,75.04,NATIONAL,0,203,18,22.5,59,567,0,41.59,34.41,68.1,75.27,SOCIAL_PARTNER_REGISTRY,2012-06-15
2021,ES,C,38.24,41.4,37.69,MIXED,0,302,103,27.93,4,390,1,19.74,40.6,58.4,47.34,ILO_EXPORT,2012-07-14
2022,CZ,N,59.98,5.1,27.18,COMPANY,1,55,42,27.42,82,59,0,8.48,13.27,72.97,70.73,EUROFOUND_EWCS,2012-08-12
2023,HU,D,59.56,5.94,56.14,SECTOR,0,405,12,1.43,62,171,1,57.91,10.37,9.63,57.45,NATIONAL_LABOUR_MINISTRY,2012-09-10
2024,NL,O,24.34,59.5,24.68,NATIONAL,1,12,48,41.82,41,221,1,45.68,19.23,19.36,15.69,SOCIAL_PARTNER_REGISTRY,2012-10-09
2025,SE,E,95.69,58.22,67.51,MIXED,0,263,55,41.24,65,213,1,25.02,24.75,48.84,27.33,ILO_EXPORT,2012-11-07
2006,DK,P,71.61,18.72,39.2,COMPANY,0,304,53,4.97,61,104,1,4.46,10.95,25.93,61.15,EUROFOUND_EWCS,2012-12-06
2007,IE,F,73.26,19.41,21.79,SECTOR,0,311,44,29.43,37,324,0,18.04,11.2,26.24,28.61,NATIONAL_LABOUR_MINISTRY,2013-01-04
2008,PL,Q,36.32,26.89,24.24,NATIONAL,0,50,73,52.97,50,382,1,24.82,0.8,30.71,35.68,SOCIAL_PARTNER_REGISTRY,2013-02-02
2009,AT,G,77.68,47.76,66.88,MIXED,0,23,69,31.6,21,97,1,28.23,1.89,17.96,80.27,ILO_EXPORT,2013-03-03
2010,EE,R,72.4,56.06,30.38,COMPANY,0,81,0,22.66,4,482,1,14.11,4.61,29.35,29.17,EUROFOUND_EWCS,2013-04-01
2011,IT,H,32.12,20.1,33.69,SECTOR,0,252,86,30.87,116,176,0,20.76,10.61,11.14,49.35,NATIONAL_LABOUR_MINISTRY,2013-04-30
2012,PT,S,37.35,52.04,18.81,NATIONAL,0,22,27,7.12,52,182,0,52.86,2.83,7.75,20.57,SOCIAL_PARTNER_REGISTRY,2013-05-29
2013,BE,I,41.36,38.13,57.35,MIXED,0,233,27,26.83,16,225,0,49.6,0.79,7.63,9.11,ILO_EXPORT,2013-06-27
2014,FI,T,84.09,21.06,14.37,COMPANY,0,382,70,29.16,4,341,1,33.76,13.86,33.87,83.36,EUROFOUND_EWCS,2013-07-26
2015,LV,J,60.32,58.34,41.07,SECTOR,0,465,71,33.14,43,385,0,52.41,16.81,20.51,55.48,NATIONAL_LABOUR_MINISTRY,2013-08-24
2016,RO,U,75.93,43.39,34.63,NATIONAL,0,95,84,38.73,38,384,1,43.91,6.05,7.88,88.68,SOCIAL_PARTNER_REGISTRY,2013-09-22
2017,BG,K,42.41,30.13,26.27,MIXED,0,179,81,47.47,19,143,1,73.39,1.35,32.39,34.99,ILO_EXPORT,2013-10-21
2018,FR,A,87.03,19.76,21.58,COMPANY,0,430,70,28.01,98,104,1,52.37,6.97,35.72,26.97,EUROFOUND_EWCS,2013-11-19
2019,LT,L,29.53,50.27,46.45,SECTOR,0,30,15,22.77,104,163,1,20.52,13.27,7.83,25.73,NATIONAL_LABOUR_MINISTRY,2013-12-18
2020,SK,B,21.2,16.12,30.05,NATIONAL,0,178,77,54.27,27,51,1,21.36,13.26,33.12,21.1,SOCIAL_PARTNER_REGISTRY,2014-01-16
2021,HR,M,52.99,37.3,8.57,MIXED,0,479,34,38.99,125,585,1,7.04,46.04,63.64,72.83,ILO_EXPORT,2014-02-14
2022,DE,C,65.94,14.67,42.96,COMPANY,0,463,19,29.92,128,328,1,50.47,30.3,63.82,16.73,EUROFOUND_EWCS,2014-03-15
2023,LU,N,10.66,9.85,41.77,SECTOR,1,298,44,20.77,27,28,1,16.89,28.65,5.38,28.09,NATIONAL_LABOUR_MINISTRY,2014-04-13
2024,SI,D,59.02,56.35,45.54,NATIONAL,1,215,22,56.14,1,496,1,78.64,21.77,33.72,32.22,SOCIAL_PARTNER_REGISTRY,2014-05-12
2025,CY,O,14.78,24.5,55.94,MIXED,1,18,0,24.09,24,51,0,68.87,17.94,52.88,67.35,ILO_EXPORT,2014-06-10
2006,GR,E,14.83,36.19,25.02,COMPANY,0,247,14,23.03,48,377,0,45.89,12.05,17.05,50.88,EUROFOUND_EWCS,2014-07-09
2007,MT,P,59.96,58.97,25.79,SECTOR,0,539,16,6.31,16,322,1,40.28,3.84,20.62,54.54,NATIONAL_LABOUR_MINISTRY,2014-08-07
2008,ES,F,46.21,54.56,45.54,NATIONAL,0,96,79,23.53,105,117,1,40.54,9.72,21.99,43.21,SOCIAL_PARTNER_REGISTRY,2014-09-05
2009,CZ,Q,40.53,36.48,15.14,MIXED,0,46,16,36.62,123,240,1,25.58,18.56,8.25,26.73,ILO_EXPORT,2014-10-04
2010,HU,G,36.69,37.91,39.2,COMPANY,0,128,35,16.95,104,142,1,52.05,17.82,2.16,45.54,EUROFOUND_EWCS,2014-11-02
2011,NL,R,28.88,22.26,30.55,SECTOR,1,2,45,43.02,102,317,0,27.52,15.55,27.52,57.92,NATIONAL_LABOUR_MINISTRY,2014-12-01
2012,SE,H,21.34,45.89,36.79,NATIONAL,0,330,6,11.24,0,277,1,42.97,13.23,5.8,52.13,SOCIAL_PARTNER_REGISTRY,2014-12-30
2013,DK,S,34.34,23.61,16.11,MIXED,0,269,45,13.62,39,151,1,8.73,2.27,25.59,44.2,ILO_EXPORT,2015-01-28
2014,IE,I,10.78,46.21,32.84,COMPANY,1,137,50,19.23,130,181,1,11.81,18.2,2.54,43.16,EUROFOUND_EWCS,2015-02-26
2015,PL,T,65.61,29.17,78.43,SECTOR,0,42,50,12.66,126,152,0,39.25,3.68,12.05,12.47,NATIONAL_LABOUR_MINISTRY,2015-03-27
2016,AT,J,9.21,22.78,61.77,NATIONAL,0,299,74,20.04,61,143,1,35.81,11.52,30.96,46.94,SOCIAL_PARTNER_REGISTRY,2015-04-25
2017,EE,U,39.88,18.55,64.19,MIXED,1,293,49,35.64,2,360,1,13.26,14.76,1.76,67.06,ILO_EXPORT,2015-05-24
2018,IT,K,56.22,38.82,47.73,COMPANY,0,347,82,21.66,15,562,1,29.81,8.73,25.83,82.08,EUROFOUND_EWCS,2015-06-22
2019,PT,A,42.12,51.54,9.17,SECTOR,0,365,65,38.76,49,234,1,32.54,17.58,13.83,46.28,NATIONAL_LABOUR_MINISTRY,2015-07-21
2020,BE,L,77.87,27.64,71.31,NATIONAL,0,310,70,8.97,12,454,1,22.29,16.41,32.59,58.85,SOCIAL_PARTNER_REGISTRY,2015-08-19
2021,FI,B,21.22,12.55,28.73,MIXED,0,47,31,19.82,18,351,1,77.55,28.81,35.23,68.55,ILO_EXPORT,2015-09-17
2022,LV,M,45.49,48.34,38.43,COMPANY,1,225,46,44.54,132,335,1,69.52,26.72,60.04,33.33,EUROFOUND_EWCS,2015-10-16
2023,RO,C,59.69,55.71,75.89,SECTOR,1,303,70,17.49,131,409,1,28.26,40.99,62.52,47.81,NATIONAL_LABOUR_MINISTRY,2015-11-14
2024,BG,N,70.62,32.77,66.21,NATIONAL,0,230,38,29.75,60,194,1,41.27,31.59,11.65,24.63,SOCIAL_PARTNER_REGISTRY,2015-12-13
2025,FR,D,38.97,18.36,9.53,MIXED,0,261,17,38.09,117,198,0,63.24,2.49,27.19,41.04,ILO_EXPORT,2016-01-11
2006,LT,O,29.21,45.85,29.68,COMPANY,0,78,50,7.85,72,127,1,23.05,18.76,41.97,24.86,EUROFOUND_EWCS,2016-02-09
2007,SK,E,30.42,5.96,20.56,SECTOR,1,313,14,15.1,34,154,0,51.96,11.61,18.51,55.27,NATIONAL_LABOUR_MINISTRY,2016-03-09
2008,HR,P,10.95,37.24,36.9,NATIONAL,0,359,46,19.99,120,191,1,20.12,15.84,10.28,18.16,SOCIAL_PARTNER_REGISTRY,2016-04-07
2009,DE,F,12.91,37.27,59.8,MIXED,0,51,81,11.62,83,260,0,39.98,15.11,31.61,29.05,ILO_EXPORT,2016-05-06
2010,LU,Q,51.2,48.64,8.17,COMPANY,0,227,49,1.18,124,281,1,30.14,15.6,37.28,85.65,EUROFOUND_EWCS,2016-06-04
2011,SI,G,16.76,7.69,37.03,SECTOR,1,121,40,40.36,108,391,1,20.16,4.46,12.63,28.07,NATIONAL_LABOUR_MINISTRY,2016-07-03
2012,CY,R,43.72,27.29,56.96,NATIONAL,0,229,10,19.54,32,168,1,49.77,6.97,19.58,72.99,SOCIAL_PARTNER_REGISTRY,2016-08-01
2013,GR,H,38.0,16.06,17.45,MIXED,0,93,81,49.64,100,410,0,39.22,11.85,32.4,47.79,ILO_EXPORT,2016-08-30
2014,MT,S,77.36,7.5,44.2,COMPANY,0,49,71,14.79,52,280,0,19.99,3.75,42.8,28.56,EUROFOUND_EWCS,2016-09-28
2015,ES,I,20.92,9.73,41.46,SECTOR,0,310,89,5.69,55,127,1,44.16,6.35,34.99,22.24,NATIONAL_LABOUR_MINISTRY,2016-10-27
2016,CZ,T,21.18,10.47,15.24,NATIONAL,0,287,56,16.32,12,412,1,44.75,11.03,9.84,60.26,SOCIAL_PARTNER_REGISTRY,2016-11-25
2017,HU,J,35.72,28.4,45.59,MIXED,0,329,79,33.35,22,16,0,71.16,10.42,44.53,60.43,ILO_EXPORT,2016-12-24
2018,NL,U,32.91,41.74,46.8,COMPANY,0,77,48,9.09,117,51,1,17.31,14.7,20.33,20.42,EUROFOUND_EWCS,2017-01-22
2019,SE,K,42.11,84.19,42.39,SECTOR,0,84,13,37.39,37,249,0,7.15,13.52,39.97,57.42,NATIONAL_LABOUR_MINISTRY,2017-02-20
2020,DK,A,90.36,70.95,61.98,NATIONAL,0,370,81,26.5,136,511,0,21.95,22.96,17.1,29.35,SOCIAL_PARTNER_REGISTRY,2017-03-21
2021,IE,L,72.86,8.36,67.8,MIXED,0,423,69,37.76,46,439,1,71.66,6.5,4.85,27.07,ILO_EXPORT,2017-04-19
2022,PL,B,29.25,15.21,12.84,COMPANY,1,190,25,53.44,23,257,0,10.37,40.68,27.43,55.12,EUROFOUND_EWCS,2017-05-18
2023,AT,M,15.28,14.7,51.58,SECTOR,0,128,75,20.0,126,327,1,80.41,30.99,18.35,12.8,NATIONAL_LABOUR_MINISTRY,2017-06-16
2024,EE,C,23.14,20.48,17.87,NATIONAL,1,54,85,21.84,128,225,1,62.51,8.29,65.1,66.96,SOCIAL_PARTNER_REGISTRY,2017-07-15
2025,IT,N,21.39,39.11,22.84,MIXED,0,188,53,5.41,130,393,1,10.33,8.34,43.28,20.64,ILO_EXPORT,2017-08-13
2006,PT,D,77.99,21.79,29.39,COMPANY,0,79,53,13.32,91,132,1,33.89,4.8,42.93,81.76,EUROFOUND_EWCS,2017-09-11
2007,BE,O,100.0,56.91,21.15,SECTOR,0,241,75,29.98,71,207,1,15.12,10.88,31.68,33.33,NATIONAL_LABOUR_MINISTRY,2017-10-10
2008,FI,E,77.86,43.12,46.75,NATIONAL,0,40,48,2.83,130,552,1,55.7,9.27,27.15,23.74,SOCIAL_PARTNER_REGISTRY,2017-11-08
2009,LV,P,26.04,22.59,55.3,MIXED,0,336,66,35.06,101,255,1,27.08,3.78,24.04,15.46,ILO_EXPORT,2017-12-07
2010,RO,F,19.0,58.1,46.3,COMPANY,0,223,8,24.25,59,267,1,9.68,7.47,32.59,33.65,EUROFOUND_EWCS,2018-01-05
2011,BG,Q,29.96,11.94,23.99,SECTOR,0,80,69,55.06,3,149,1,22.33,0.48,4.24,74.78,NATIONAL_LABOUR_MINISTRY,2018-02-03
2012,FR,G,57.5,48.73,70.91,NATIONAL,0,191,76,25.72,81,342,1,54.17,5.04,3.15,51.9,SOCIAL_PARTNER_REGISTRY,2018-03-04
2013,LT,R,22.54,42.43,54.79,MIXED,0,181,33,0.29,68,285,1,46.53,0.29,27.97,37.46,ILO_EXPORT,2018-04-02
2014,SK,H,46.28,35.62,18.88,COMPANY,0,317,32,11.39,74,459,1,45.09,19.02,5.11,45.55,EUROFOUND_EWCS,2018-05-01
2015,HR,S,68.43,32.58,34.0,SECTOR,0,348,42,29.38,117,388,1,36.74,5.66,3.11,55.59,NATIONAL_LABOUR_MINISTRY,2018-05-30
2016,DE,I,65.18,40.98,70.77,NATIONAL,0,424,55,15.15,29,24,1,58.13,6.97,26.96,10.92,SOCIAL_PARTNER_REGISTRY,2018-06-28
2017,LU,T,55.35,6.28,52.39,MIXED,0,131,0,10.35,19,567,1,70.65,11.37,7.48,21.56,ILO_EXPORT,2018-07-27
2018,SI,J,16.12,58.71,56.39,COMPANY,0,329,37,25.89,19,148,1,58.57,4.28,19.27,26.22,EUROFOUND_EWCS,2018-08-25
2019,CY,U,8.91,29.45,49.59,SECTOR,1,348,56,38.54,106,288,0,30.06,1.61,34.84,47.15,NATIONAL_LABOUR_MINISTRY,2018-09-23
2020,GR,K,27.75,14.55,18.78,NATIONAL,0,89,38,0.54,114,405,1,14.37,12.46,46.32,23.71,SOCIAL_PARTNER_REGISTRY,2018-10-22
2021,MT,A,9.71,23.43,59.25,MIXED,0,244,21,50.55,27,347,1,47.62,13.29,58.8,73.16,ILO_EXPORT,2018-11-20
2022,ES,L,43.54,13.78,34.62,COMPANY,0,6,17,25.15,9,292,1,12.5,26.26,40.68,14.47,EUROFOUND_EWCS,2018-12-19
2023,CZ,B,15.1,42.61,18.34,SECTOR,0,173,18,12.61,85,164,1,53.87,39.0,16.86,22.98,NATIONAL_LABOUR_MINISTRY,2019-01-17
2024,HU,M,30.85,47.21,7.28,NATIONAL,1,281,44,16.08,62,424,1,49.36,29.57,37.5,33.77,SOCIAL_PARTNER_REGISTRY,2019-02-15
2025,NL,C,62.37,25.86,11.49,MIXED,0,4,12,25.62,92,555,1,78.34,0.89,70.24,73.51,ILO_EXPORT,2019-03-16
2006,SE,N,100.0,88.47,66.65,COMPANY,0,388,64,41.02,48,432,1,6.99,1.78,7.28,40.26,EUROFOUND_EWCS,2019-04-14
2007,DK,D,29.91,35.19,14.23,SECTOR,0,364,26,52.98,18,380,1,47.42,5.67,32.06,31.99,NATIONAL_LABOUR_MINISTRY,2019-05-13
2008,IE,O,46.37,36.14,22.73,NATIONAL,0,14,23,10.35,31,126,1,6.13,1.69,38.55,14.85,SOCIAL_PARTNER_REGISTRY,2019-06-11
2009,PL,E,63.71,10.37,25.67,MIXED,0,100,78,39.69,92,589,1,6.37,3.63,27.38,85.4,ILO_EXPORT,2019-07-10
2010,AT,P,41.53,57.06,32.83,COMPANY,0,318,75,43.55,118,230,1,7.68,10.19,3.87,16.67,EUROFOUND_EWCS,2019-08-08
2011,EE,F,40.15,21.13,28.93,SECTOR,1,107,32,8.86,86,121,1,49.03,5.92,5.44,10.06,NATIONAL_LABOUR_MINISTRY,2019-09-06
2012,IT,Q,60.65,6.91,65.91,NATIONAL,0,27,38,4.38,127,458,0,40.44,4.19,38.64,73.58,SOCIAL_PARTNER_REGISTRY,2019-10-05
2013,PT,G,52.53,20.5,36.62,MIXED,0,419,14,2.37,24,192,0,27.11,15.37,22.24,43.03,ILO_EXPORT,2019-11-03
2014,BE,R,89.68,20.48,46.64,COMPANY,0,422,3,1.89,10,421,0,27.89,2.6,15.63,88.5,EUROFOUND_EWCS,2019-12-02
2015,FI,H,33.33,62.46,45.06,SECTOR,0,180,71,53.06,73,208,1,54.9,13.37,6.79,19.64,NATIONAL_LABOUR_MINISTRY,2019-12-31
2016,LV,S,52.49,45.72,57.17,NATIONAL,0,347,57,52.5,31,173,1,66.93,14.83,19.23,15.64,SOCIAL_PARTNER_REGISTRY,2020-01-29
2017,RO,I,62.49,22.12,18.75,MIXED,0,240,5,23.25,82,34,1,40.66,9.69,13.12,15.18,ILO_EXPORT,2020-02-27
