civic_engage_measurement_year,civic_engage_community_area_id,civic_engage_volunteering_rate_pct,civic_engage_charitable_giving_rate_pct,civic_engage_civic_meeting_attendance_rate,civic_engage_contacted_official_rate,civic_engage_petition_signed_rate,civic_engage_protest_participation_rate,civic_engage_news_consumption_frequency,civic_engage_local_news_availability_index,civic_engage_library_membership_rate,civic_engage_public_hearing_participation,civic_engage_school_board_turnout_rate,civic_engage_trust_in_government_score,civic_engage_ncoial_capital_index,civic_engage_neighbor_helpfulness_score,civic_engage_cross_partisan_contact_rate,civic_engage_community_org_density,civic_engage_broadband_access_for_civic,civic_engage_civic_tech_usage_rate
2023,TS-CA1708,26.67,4.87,7.46,10.26,14.48,6.29,WEEKLY,84.3,33.19,6.83,49.82,8.53,19.5,3.69,14.07,12.27,92.75,37.97
2023,OD-CA1139,18.28,15.36,15.4,13.76,31.83,2.29,WEEKLY,61.3,29.85,10.36,31.14,6.05,68.0,4.0,22.29,9.07,46.14,36.38
2014,SK-CA0763,5.56,6.15,7.48,11.16,20.81,1.61,3X_WEEK,28.3,51.63,8.98,31.16,8.04,37.1,5.46,19.41,9.57,66.59,7.06
2019,ML-CA0454,20.36,20.28,6.98,16.16,3.3,3.29,MONTHLY,38.9,48.0,2.83,69.83,5.58,78.9,5.23,11.49,2.13,74.15,7.96
2017,AS-CA0153,6.26,4.92,17.3,15.0,6.61,4.01,WEEKLY,30.3,29.14,11.28,41.49,7.21,26.8,5.2,10.96,3.12,52.7,31.98
2024,MZ-CA1663,14.02,5.88,7.6,12.33,3.18,3.2,MONTHLY,64.7,48.94,2.64,52.36,6.29,65.8,5.73,12.53,2.54,49.52,11.33
2023,TS-CA1198,17.06,8.74,5.73,11.4,19.59,7.69,3X_WEEK,63.4,42.33,2.07,49.82,4.74,38.5,8.05,24.57,6.18,76.63,9.06
2016,AR-CA1354,31.92,5.77,17.32,16.36,30.76,3.73,3X_WEEK,53.9,15.13,11.52,28.38,6.37,21.1,7.28,25.75,5.45,53.67,12.0
2015,PB-CA1382,26.97,21.38,6.58,16.13,8.41,6.91,RARE,35.5,29.42,2.89,60.54,8.72,64.5,5.97,22.36,12.45,66.54,4.9
2016,AP-CA0206,27.41,17.17,12.88,12.86,3.85,7.78,MONTHLY,85.0,39.25,0.92,44.17,5.5,79.6,5.46,25.87,8.39,54.4,11.94
2024,CG-CA1184,34.86,12.78,4.86,3.79,3.25,4.91,WEEKLY,42.9,21.16,1.4,73.61,6.43,45.1,5.23,14.75,8.11,69.14,21.69
2025,MN-CA0410,20.69,19.91,2.18,12.46,26.71,0.94,DAILY,49.3,38.37,9.7,68.55,4.14,59.2,3.23,10.33,5.88,53.24,32.56
2018,GJ-CA1480,27.37,15.23,10.07,6.1,14.43,2.07,MONTHLY,24.8,22.67,7.03,51.25,6.41,38.3,5.97,27.17,5.42,62.16,5.2
2018,BR-CA1489,23.28,20.41,13.82,15.03,4.77,7.19,3X_WEEK,35.6,52.08,7.74,74.9,7.99,79.0,9.19,12.77,12.0,43.43,32.46
2016,KA-CA1375,4.65,3.87,4.82,11.88,5.26,9.95,DAILY,78.3,34.39,5.58,48.54,3.76,59.0,6.91,27.91,4.57,65.4,34.33
2018,SK-CA0467,7.22,5.03,3.19,6.41,14.48,2.06,3X_WEEK,57.7,14.5,6.27,41.8,6.2,53.6,8.09,11.29,4.49,82.88,7.73
2017,CH-CA0557,35.9,3.65,13.87,11.15,8.7,6.33,3X_WEEK,35.3,41.46,9.41,43.86,6.44,71.2,6.55,20.03,14.26,69.23,27.75
2014,DL-CA0591,32.53,9.84,13.81,11.01,9.08,3.02,DAILY,23.5,22.15,9.86,70.53,7.89,22.2,7.56,10.07,7.18,79.47,6.57
2024,PB-CA1917,8.5,6.94,17.81,1.05,18.29,8.38,MONTHLY,47.6,20.35,5.74,65.32,3.86,83.3,4.69,13.15,6.01,75.89,6.62
2016,PY-CA1768,8.19,4.78,8.5,12.74,22.03,7.49,MONTHLY,68.8,44.66,10.77,54.53,8.56,36.7,7.84,20.32,8.85,42.45,16.74
2019,NL-CA0997,31.03,2.37,4.7,18.2,4.06,1.44,WEEKLY,78.0,34.19,11.61,71.04,6.77,27.8,4.82,13.16,3.17,91.08,15.32
2016,LA-CA0389,21.67,21.58,9.67,9.57,3.28,1.05,DAILY,77.2,16.1,6.74,30.35,8.01,45.5,3.59,8.03,4.51,47.06,30.13
2022,MH-CA1970,27.82,4.44,7.29,12.97,8.05,5.51,3X_WEEK,28.6,17.36,8.5,29.47,3.19,80.5,9.04,27.95,11.35,72.61,16.5
2019,GJ-CA0838,11.58,13.4,4.25,5.45,29.16,3.95,WEEKLY,40.7,48.63,10.6,39.43,2.26,34.0,4.45,15.77,7.17,61.97,4.7
2020,GA-CA0312,8.35,16.97,3.8,12.12,29.91,2.15,DAILY,76.8,17.7,8.1,71.71,4.09,78.9,3.83,20.78,3.75,54.13,13.92
2019,OD-CA0750,24.95,4.2,4.72,16.9,15.66,3.0,RARE,34.0,30.58,10.62,64.4,2.02,56.0,6.79,16.68,12.74,78.66,37.4
2015,KL-CA0949,32.73,6.28,1.53,16.03,16.17,3.09,3X_WEEK,22.3,40.62,6.59,57.16,2.78,89.6,7.3,14.76,8.25,57.46,5.47
2014,ML-CA1806,12.36,17.86,13.66,14.56,3.35,6.44,3X_WEEK,48.9,52.47,11.61,54.25,7.03,81.4,6.15,16.28,11.09,91.13,36.71
2018,GA-CA0500,15.87,12.21,6.49,17.98,9.57,5.84,RARE,44.0,32.65,6.49,48.16,5.07,50.6,5.63,7.42,13.49,95.58,19.58
2024,PB-CA0957,17.69,6.36,2.3,1.44,21.05,7.14,DAILY,26.9,29.43,2.46,32.77,7.0,86.2,8.8,10.81,4.12,66.48,38.81
2018,RJ-CA1313,35.71,5.0,6.88,6.27,25.05,7.44,RARE,77.1,8.91,1.43,70.22,7.41,85.9,7.43,5.39,10.12,91.01,14.61
2014,AN-CA1769,14.38,21.93,9.3,19.28,16.34,7.59,WEEKLY,81.8,29.01,11.69,63.84,5.59,75.2,8.17,17.22,5.31,53.59,22.67
2015,UP-CA0198,34.55,19.82,8.78,13.23,6.2,3.9,DAILY,74.5,52.5,9.11,27.07,5.01,60.3,5.46,7.55,5.86,67.05,2.86
2016,JK-CA1631,16.48,3.82,11.72,13.52,18.6,9.93,RARE,57.3,24.87,3.0,42.87,6.09,35.6,5.59,10.16,13.58,88.66,6.59
2018,AR-CA0551,21.58,3.17,9.05,12.39,28.61,0.5,WEEKLY,56.6,38.32,7.6,44.35,6.58,81.0,3.27,7.46,12.23,55.4,16.59
2018,PY-CA1742,37.69,16.64,7.13,9.18,23.99,5.14,3X_WEEK,55.1,30.97,8.35,45.14,3.15,61.3,5.28,15.82,14.24,48.89,24.42
2024,GJ-CA1931,17.07,14.96,6.22,4.92,17.16,7.76,DAILY,62.0,46.83,3.88,66.2,8.37,46.0,8.93,25.17,1.6,78.19,32.8
2019,JH-CA1961,15.79,19.46,8.48,13.89,18.25,3.36,MONTHLY,82.0,29.47,3.51,73.49,3.01,27.6,8.77,25.67,11.17,44.36,30.56
2025,PY-CA1602,6.03,8.36,13.07,7.22,25.93,9.37,RARE,63.7,6.82,0.98,33.01,6.56,40.9,5.38,12.47,5.62,73.32,24.18
2014,UP-CA1834,37.57,18.81,14.14,8.05,32.27,3.77,MONTHLY,24.8,30.41,3.53,49.23,6.63,81.8,4.61,26.1,14.39,47.48,15.19
2022,LA-CA1499,16.58,6.42,7.86,14.39,3.54,6.76,WEEKLY,87.6,54.39,3.42,62.26,3.14,35.2,7.22,23.64,1.82,58.84,34.93
2016,ML-CA0608,5.75,10.15,7.86,13.46,5.93,3.76,WEEKLY,87.9,9.0,1.93,54.87,4.48,19.1,4.57,17.47,12.12,75.15,2.21
2018,DD-CA1888,8.9,11.15,6.25,11.57,9.29,7.05,MONTHLY,51.3,22.84,8.39,59.83,2.68,83.2,7.28,12.07,7.43,46.5,7.94
2025,DN-CA0946,23.45,15.31,15.08,16.22,6.62,7.79,WEEKLY,45.4,27.58,0.75,48.87,4.03,53.6,8.6,22.04,6.42,53.28,11.85
2024,DN-CA0305,33.2,19.4,16.55,5.69,4.62,8.14,DAILY,61.2,34.37,11.35,33.34,6.94,31.3,8.33,7.11,9.24,84.8,10.57
2014,PY-CA0063,34.95,18.25,7.69,16.23,23.88,0.44,DAILY,49.3,11.26,3.52,60.49,4.47,43.6,7.17,16.86,6.87,51.36,11.39
2025,MN-CA0387,8.97,6.25,10.82,19.56,23.65,5.81,WEEKLY,83.2,41.56,10.81,69.14,4.68,64.0,3.58,15.97,10.27,90.6,19.17
2015,TN-CA1733,30.66,8.04,12.48,17.03,12.23,1.6,DAILY,28.3,10.03,4.14,49.24,6.05,35.3,5.65,23.59,9.54,50.02,38.29
2022,MP-CA1113,13.51,3.23,12.6,2.29,33.15,1.88,3X_WEEK,90.6,14.53,2.22,25.33,3.77,71.8,7.7,4.0,2.43,39.08,11.53
2018,MP-CA0130,13.79,16.94,4.25,6.75,13.64,1.07,DAILY,92.3,5.38,11.55,30.75,4.25,57.9,9.35,20.68,8.75,62.96,35.86
2020,UP-CA0807,9.99,7.19,12.05,9.28,32.7,4.25,MONTHLY,73.4,49.91,2.43,51.55,5.67,31.0,8.08,4.67,5.66,53.8,13.41
2018,UK-CA0880,12.38,14.57,11.47,4.24,17.47,2.95,MONTHLY,66.0,30.47,0.66,38.9,4.77,82.0,8.2,25.72,8.82,54.5,16.6
2022,KL-CA0187,12.8,16.27,13.43,8.34,16.05,6.03,WEEKLY,60.7,27.32,2.26,28.61,5.11,43.6,3.84,26.5,5.81,79.03,13.24
2025,CH-CA0062,34.29,19.08,1.63,16.28,34.15,0.71,3X_WEEK,81.5,42.23,3.56,60.4,4.33,38.8,3.85,26.05,6.8,50.8,10.75
2016,HR-CA1728,23.82,15.18,13.7,4.14,16.17,0.29,WEEKLY,26.3,17.99,0.58,31.92,4.95,46.3,7.09,8.59,3.71,60.17,26.55
2021,UK-CA1394,29.43,16.19,15.05,13.26,20.65,9.57,RARE,51.8,41.59,2.76,64.82,6.88,41.5,9.15,25.06,11.45,66.35,23.26
2025,PB-CA0440,9.71,20.24,2.63,4.9,6.67,6.16,3X_WEEK,75.7,47.45,3.2,29.72,8.07,40.2,8.13,26.72,0.75,72.9,30.62
2017,MH-CA0932,30.53,19.95,3.47,6.44,8.46,1.71,RARE,58.6,35.39,5.54,66.92,5.57,48.6,7.08,23.32,11.81,46.1,4.7
2014,NL-CA0884,16.46,16.26,9.08,13.86,10.62,5.06,RARE,55.8,9.51,8.87,68.16,2.05,61.0,7.15,23.47,6.53,66.4,17.41
2025,DL-CA1264,10.93,8.6,12.5,10.15,27.59,6.65,MONTHLY,40.6,22.96,5.78,43.01,5.59,82.2,3.59,4.55,8.8,95.44,39.48
2014,JK-CA1129,34.3,13.85,14.07,11.59,26.08,7.49,WEEKLY,36.9,19.35,10.25,70.23,5.87,42.7,8.61,23.24,5.11,36.67,19.19
2022,PB-CA0676,31.88,17.39,12.94,8.09,7.46,3.41,DAILY,87.4,47.44,2.48,74.57,6.29,31.7,7.51,8.18,10.8,77.42,35.92
2019,AR-CA0378,37.75,6.1,5.07,17.11,24.63,6.64,MONTHLY,84.1,51.74,7.26,37.55,3.82,82.8,3.94,14.03,2.75,77.43,27.28
2020,GJ-CA1408,17.28,6.6,7.19,14.25,6.08,1.02,WEEKLY,91.0,9.3,11.57,61.25,5.28,22.6,5.75,25.53,9.39,55.56,20.5
2020,MN-CA0786,12.16,17.01,12.23,13.42,27.5,7.41,DAILY,59.3,48.09,6.17,41.68,3.94,27.0,7.74,4.79,11.8,87.86,25.79
2019,MP-CA1383,6.49,20.02,9.47,8.25,34.74,0.98,DAILY,78.8,48.18,9.67,68.47,4.08,88.5,8.63,19.61,13.21,86.44,33.1
2015,SK-CA0169,21.88,8.87,4.14,12.77,24.02,3.45,RARE,64.0,45.63,8.67,39.71,8.79,82.6,7.9,27.61,12.25,82.68,34.25
2020,PY-CA1568,23.68,8.16,9.23,17.57,13.22,1.12,WEEKLY,24.4,20.7,3.41,25.75,4.33,61.1,5.88,4.71,2.72,58.66,32.96
2024,BR-CA1685,23.25,11.5,15.97,15.71,26.98,9.73,RARE,21.5,33.6,2.76,74.67,3.84,26.7,3.22,19.58,0.83,37.26,12.34
2024,HR-CA1524,25.91,8.68,5.42,17.74,16.78,1.8,MONTHLY,44.2,22.18,6.52,56.63,5.43,29.0,7.5,5.66,8.32,60.38,9.34
2014,TR-CA0094,23.09,15.06,2.18,13.38,23.35,3.9,WEEKLY,81.4,9.13,8.45,40.56,6.87,31.1,7.29,18.59,1.13,54.26,26.4
2015,ML-CA1353,13.93,10.92,6.78,18.2,32.59,3.56,3X_WEEK,49.9,43.84,2.32,31.24,7.06,57.0,4.17,24.64,6.34,73.23,39.39
2018,BR-CA1373,7.72,16.97,14.08,16.84,32.17,7.91,3X_WEEK,57.9,29.19,9.35,52.99,2.28,31.0,3.8,6.71,6.19,42.84,18.68
2024,RJ-CA1342,17.93,11.96,2.45,18.15,28.78,4.63,3X_WEEK,59.2,51.59,5.38,31.09,6.02,42.5,5.19,25.87,9.86,79.44,29.14
2016,KL-CA0624,12.35,15.21,4.77,16.62,22.73,3.33,WEEKLY,51.0,52.22,7.15,52.95,3.71,45.6,8.54,17.25,10.35,58.84,35.89
2015,ML-CA1877,5.3,12.08,3.77,3.4,7.9,6.74,RARE,28.8,33.73,3.11,72.8,5.4,78.4,9.04,11.69,0.67,95.74,8.64
2017,AP-CA1723,31.19,2.6,13.17,4.29,5.02,6.5,DAILY,76.4,33.87,6.31,39.65,3.12,58.0,7.86,12.41,3.99,67.38,4.58
2018,TN-CA1374,25.65,11.57,9.65,11.84,34.29,3.2,MONTHLY,25.9,50.04,11.4,55.99,6.4,31.9,3.04,19.17,11.3,39.08,33.36
2022,GA-CA1584,31.56,5.87,5.24,2.94,11.91,5.22,DAILY,38.3,40.26,11.0,34.72,8.61,87.7,5.11,17.04,10.62,86.98,10.36
2022,HR-CA1504,30.45,9.09,15.2,13.25,19.5,1.8,WEEKLY,91.7,12.64,8.41,26.99,3.23,69.6,5.84,26.45,7.32,54.52,39.82
2019,OD-CA0129,14.75,19.73,15.75,12.83,8.18,5.35,DAILY,69.6,22.35,11.25,37.59,3.39,47.0,3.95,18.0,1.36,38.49,8.66
2017,NL-CA0661,4.14,13.81,11.5,18.61,3.73,0.95,WEEKLY,50.6,22.35,6.68,37.0,5.76,82.6,6.62,21.79,9.58,87.68,7.04
2024,MZ-CA0067,32.22,4.8,3.14,16.86,34.0,5.36,DAILY,56.0,13.93,0.87,38.85,8.49,68.1,3.74,5.22,10.92,55.58,39.24
2017,MH-CA1434,15.36,6.7,13.71,9.77,25.92,6.04,3X_WEEK,90.7,5.97,7.79,46.82,7.33,69.0,5.41,12.89,0.9,96.46,30.44
2025,PB-CA1017,22.96,20.49,3.47,17.54,26.04,3.38,WEEKLY,33.9,36.46,5.49,39.16,7.69,91.6,6.4,6.13,2.39,84.24,37.71
2022,JK-CA1448,9.72,20.04,9.47,19.45,15.64,2.02,3X_WEEK,28.7,31.67,7.48,50.63,6.12,71.8,6.78,22.16,8.73,95.44,27.56
2020,DL-CA0461,15.89,6.54,9.33,14.37,6.04,6.9,3X_WEEK,66.8,45.06,11.58,48.67,2.22,73.0,3.57,10.32,9.33,47.7,37.12
2015,KA-CA0298,6.89,3.99,7.21,9.11,21.04,3.9,MONTHLY,42.5,46.85,9.74,73.2,4.39,54.7,5.51,17.06,10.06,94.43,4.4
2015,AR-CA1320,6.5,16.32,13.0,15.84,14.98,7.22,RARE,39.4,50.23,1.03,73.2,2.23,69.3,4.93,11.01,4.49,86.54,7.06
2019,CG-CA0905,32.14,21.23,3.76,8.0,31.3,7.45,DAILY,49.3,31.59,0.82,25.17,8.14,37.5,7.93,7.48,11.89,73.84,5.43
2025,CG-CA0557,19.09,16.68,16.81,2.67,29.03,8.58,WEEKLY,60.7,54.09,9.6,69.19,5.28,62.9,8.61,5.4,9.77,65.24,39.59
2024,TR-CA0636,10.84,6.71,16.17,3.07,12.28,0.57,DAILY,79.9,50.96,2.19,55.9,6.56,29.3,4.77,19.94,1.39,93.9,27.94
2017,GA-CA1799,18.91,10.93,7.77,16.81,6.3,5.06,RARE,44.6,43.7,3.17,47.46,7.3,48.2,4.98,20.76,7.08,70.66,15.01
2021,PY-CA1277,26.62,10.82,4.04,6.31,13.68,4.87,DAILY,89.9,6.29,2.81,25.58,6.27,35.4,9.36,8.73,6.82,54.07,12.08
2016,UP-CA1357,33.89,2.16,7.14,13.5,18.19,9.85,RARE,73.7,35.45,5.04,33.49,6.83,20.7,8.94,13.21,8.23,60.12,15.87
2017,KL-CA1585,23.13,19.62,4.31,11.3,18.55,4.02,DAILY,56.8,17.09,9.62,55.37,2.81,53.8,9.04,26.56,14.36,48.72,32.53
2016,UP-CA1936,26.04,6.77,2.58,10.28,15.38,4.25,RARE,63.5,43.44,8.85,48.85,5.62,61.1,7.85,25.14,7.87,88.52,37.49
2015,KA-CA0504,19.84,8.6,3.4,6.02,16.17,5.3,3X_WEEK,58.5,21.45,11.45,27.62,7.2,86.2,7.94,7.02,12.67,53.66,11.12
2017,PY-CA0475,20.99,10.89,5.26,10.93,18.84,3.65,WEEKLY,45.3,18.53,8.89,69.1,6.07,57.8,7.77,17.86,4.83,61.94,17.48
2025,UP-CA1384,22.09,2.85,2.58,1.06,31.62,4.04,DAILY,55.2,5.99,5.18,58.8,3.74,65.6,3.51,16.85,14.14,94.1,33.02
2022,DD-CA0770,23.72,19.04,12.65,8.44,32.54,0.73,MONTHLY,64.1,45.36,7.29,25.62,4.64,44.4,6.17,24.08,2.04,38.54,31.82
2015,TS-CA0470,36.67,13.38,8.4,7.57,33.35,9.79,DAILY,45.8,53.59,7.09,43.54,8.68,91.1,8.98,14.09,11.58,96.11,5.82
2014,TN-CA1378,8.64,8.73,3.35,18.64,18.82,5.11,RARE,73.8,16.18,11.14,40.61,5.09,63.6,8.59,22.84,8.38,82.88,15.81
2015,JK-CA1869,20.82,20.26,4.85,13.49,19.63,7.62,DAILY,85.3,5.79,4.65,62.9,7.99,51.8,5.28,11.15,12.82,74.69,16.01
2014,AN-CA1671,7.94,19.95,10.61,12.35,29.04,4.25,RARE,42.4,39.23,3.81,44.11,5.7,48.6,9.34,26.68,8.36,55.17,15.51
2022,AP-CA0877,30.77,5.84,3.73,9.67,24.23,6.24,WEEKLY,39.6,26.95,4.29,59.57,2.3,79.3,8.54,15.66,8.05,41.87,25.49
2024,TS-CA0218,24.66,16.72,13.34,1.63,16.86,5.23,RARE,41.3,33.22,10.78,73.33,7.95,37.3,8.91,23.73,2.5,90.82,27.32
2024,AN-CA1610,21.47,21.38,13.9,5.42,33.2,6.26,WEEKLY,54.5,31.33,2.03,68.44,3.52,74.5,7.85,25.59,11.38,63.34,35.01
2015,TS-CA0826,19.58,12.51,3.2,18.77,27.23,6.2,DAILY,20.3,7.99,1.81,43.97,2.34,30.8,5.55,14.78,5.06,74.06,28.08
2024,UK-CA1162,20.55,18.27,15.78,1.63,26.11,5.18,DAILY,60.6,24.52,11.74,64.92,4.12,51.5,8.69,21.68,11.46,82.84,28.35
2016,KL-CA1337,15.2,6.24,8.78,18.66,14.22,8.16,DAILY,62.9,45.86,5.95,58.71,2.76,44.3,4.19,12.1,1.01,44.09,35.96
2020,HR-CA1163,10.27,6.02,17.06,13.82,34.98,1.97,3X_WEEK,30.5,36.25,1.42,64.62,7.42,24.3,8.27,22.54,8.75,59.64,33.92
2020,LA-CA0895,11.98,11.11,15.06,13.46,14.67,7.85,DAILY,83.4,7.62,3.2,45.06,8.48,50.0,4.13,21.01,8.32,70.75,37.87
2016,ML-CA0260,12.61,5.58,4.34,9.97,15.21,8.72,DAILY,88.7,34.09,9.01,57.82,4.99,74.7,8.57,17.33,3.46,64.17,17.46
2025,UP-CA1575,24.96,2.77,8.27,11.94,31.01,3.2,DAILY,22.1,35.64,2.5,59.5,5.41,25.6,6.37,16.84,7.87,79.75,21.39
2017,AS-CA1370,7.99,12.62,3.28,12.17,21.95,3.99,WEEKLY,89.7,15.43,0.55,61.82,2.71,70.6,3.73,5.22,1.65,78.01,34.66
2015,MZ-CA1063,31.06,13.66,3.79,6.8,29.06,9.96,3X_WEEK,91.7,42.44,11.58,68.06,7.44,72.9,8.68,25.74,12.97,72.81,13.64
2022,ML-CA0743,27.51,17.7,8.59,15.0,24.06,6.54,RARE,44.9,31.43,5.97,63.2,7.96,55.2,6.4,16.24,11.66,55.66,19.03
2025,PB-CA0065,37.22,16.64,14.97,7.76,22.76,3.68,RARE,40.9,17.89,8.69,42.43,6.52,30.0,3.09,17.32,7.93,76.08,22.39
2024,AR-CA0115,26.2,20.85,13.06,12.92,20.74,0.35,3X_WEEK,92.1,53.23,8.77,64.3,7.97,85.2,5.39,23.24,3.66,54.8,16.38
2015,CG-CA1507,31.48,7.8,15.38,9.48,7.79,1.79,3X_WEEK,56.4,53.48,7.92,52.06,4.22,37.9,5.83,19.1,5.23,46.66,2.63
2019,BR-CA0036,33.64,5.08,1.19,8.05,21.73,3.67,DAILY,47.8,20.28,5.91,60.12,7.84,55.3,6.11,21.75,3.17,69.01,31.09
2016,OD-CA0524,12.79,10.14,3.46,12.67,19.55,1.04,MONTHLY,82.1,32.08,6.73,59.37,7.52,49.2,6.45,4.29,4.52,35.19,12.47
2022,WB-CA0535,17.56,8.49,15.84,11.93,12.64,4.29,WEEKLY,44.3,11.48,4.24,62.36,4.98,26.2,7.89,8.47,9.0,36.57,22.97
2019,OD-CA1455,22.19,19.78,6.66,10.77,26.22,7.97,DAILY,53.7,23.11,7.16,38.94,7.5,84.2,4.16,19.64,12.83,72.24,8.98
2024,DD-CA1825,33.61,14.06,6.44,7.26,20.26,1.22,DAILY,93.8,40.94,2.98,66.74,6.01,76.3,8.51,19.41,9.93,86.1,23.39
2021,GA-CA1849,28.28,9.87,8.99,7.83,30.67,4.46,WEEKLY,80.0,43.8,0.67,69.35,5.76,59.2,5.17,23.95,2.32,64.61,11.44
2025,PB-CA0071,10.59,4.72,4.36,17.72,16.02,0.44,MONTHLY,77.1,38.47,5.92,74.87,4.27,54.7,5.14,16.71,13.89,36.85,29.62
2019,PB-CA0291,13.15,8.47,4.08,11.09,3.53,7.95,WEEKLY,71.7,24.09,3.16,49.86,4.29,75.9,5.3,21.35,9.22,69.84,35.38
2014,DL-CA1473,16.97,10.87,14.39,5.36,31.5,1.09,RARE,94.2,53.0,4.93,68.5,7.71,65.4,7.73,25.54,9.56,76.32,9.59
2017,DN-CA0752,27.28,11.9,10.69,14.82,30.97,1.98,3X_WEEK,42.5,51.49,0.89,38.61,5.46,79.8,5.63,9.35,4.78,51.36,7.86
2019,MN-CA0127,20.2,14.72,11.12,8.32,9.29,7.57,RARE,65.7,23.76,3.02,59.66,6.59,50.8,5.1,26.22,10.5,46.36,13.01
2020,TR-CA1271,12.28,6.68,1.95,8.9,16.09,7.14,3X_WEEK,90.3,51.3,4.28,42.8,8.37,23.5,5.39,19.35,0.97,56.22,21.78
2022,NL-CA0542,21.52,18.27,7.19,7.05,13.17,4.45,3X_WEEK,78.7,53.7,6.42,61.03,7.89,79.9,9.0,17.86,10.75,66.52,14.63
2025,AS-CA1137,30.11,15.31,10.21,1.67,21.8,4.65,MONTHLY,45.0,27.88,2.43,34.52,8.75,78.2,7.91,22.99,9.39,96.8,18.79
2022,KL-CA0282,21.91,16.94,8.69,8.74,25.34,0.49,RARE,46.8,31.45,2.91,66.34,2.12,31.9,5.37,18.53,4.91,96.61,7.69
2018,TS-CA0888,13.46,7.97,1.27,6.69,29.42,2.81,RARE,63.1,43.45,9.56,72.7,6.34,89.4,3.95,7.78,7.74,85.75,34.51
2022,KA-CA0743,36.86,20.63,7.48,10.64,18.07,9.7,RARE,80.3,30.94,0.8,26.71,3.63,70.8,4.87,4.86,10.15,70.21,36.22
2019,MH-CA1840,37.81,7.97,6.04,19.61,34.12,2.18,RARE,54.9,32.79,11.03,31.16,3.88,37.8,8.95,7.84,8.27,73.95,18.21
2018,BR-CA1809,7.27,8.99,15.28,5.98,10.92,9.94,3X_WEEK,82.9,15.81,2.59,58.58,5.66,25.5,3.8,16.96,8.09,80.89,12.4
2022,MZ-CA1061,35.36,14.38,13.79,17.94,21.12,9.74,DAILY,40.0,13.53,6.55,46.3,5.24,25.1,9.21,17.39,12.41,77.36,8.85
2024,DL-CA0670,5.37,11.95,3.97,1.2,26.18,8.8,DAILY,67.3,13.48,4.6,32.61,4.01,53.8,5.27,22.34,6.45,42.35,23.9
2025,JK-CA1595,12.39,14.04,5.75,13.18,10.71,0.33,3X_WEEK,81.4,33.14,7.07,25.19,3.07,48.5,9.18,21.34,2.46,62.94,22.59
2015,CH-CA0705,9.77,15.06,9.31,18.92,25.57,1.5,WEEKLY,41.1,27.71,6.92,53.34,5.08,82.8,5.5,22.57,5.4,52.74,15.15
2021,PB-CA0555,16.98,5.89,10.69,3.89,21.67,5.69,WEEKLY,93.3,14.01,11.96,32.39,7.76,80.8,4.5,5.85,3.41,57.54,18.6
2015,OD-CA0927,22.45,5.41,16.59,1.84,14.26,2.36,WEEKLY,85.6,46.19,11.41,26.51,8.1,38.3,8.4,22.25,6.32,65.03,32.25
2023,TN-CA1352,21.27,13.99,13.84,10.99,14.38,6.7,DAILY,67.7,32.78,7.46,44.68,4.57,82.4,8.44,13.1,10.94,83.02,31.68
2018,OD-CA0338,31.69,13.52,15.62,2.85,18.25,9.08,MONTHLY,80.0,19.18,3.44,26.76,8.0,70.9,7.67,9.96,8.1,79.63,18.05
2020,MN-CA1948,15.33,14.33,3.99,19.66,28.56,6.52,MONTHLY,63.4,20.76,5.32,54.83,3.89,50.2,4.86,25.85,1.19,70.79,36.78
2016,TS-CA1357,30.46,3.33,13.49,8.51,19.79,6.78,DAILY,66.3,33.96,4.21,50.82,2.31,46.4,6.05,13.73,7.27,53.95,36.68
2023,HP-CA0748,13.84,16.66,16.31,7.3,18.56,1.36,DAILY,81.5,47.16,3.29,42.16,5.19,85.2,9.06,13.59,5.14,35.9,21.05
2024,LA-CA1457,27.1,6.74,2.93,8.08,26.42,9.45,RARE,49.0,42.72,6.32,51.7,5.99,38.1,4.77,17.9,6.05,53.74,27.97
2024,MN-CA1856,24.38,3.01,8.92,3.23,14.1,8.97,DAILY,20.8,18.55,6.92,40.99,6.11,53.1,5.83,22.64,2.82,77.71,27.08
2025,LD-CA1387,15.74,4.6,16.67,6.46,5.89,5.08,3X_WEEK,80.3,11.71,8.59,59.49,5.82,36.8,5.23,24.69,13.44,49.01,5.19
2019,TS-CA0612,25.86,3.74,7.88,14.05,27.7,7.85,RARE,52.4,20.65,8.3,37.22,8.19,32.8,5.2,5.06,0.88,79.78,32.49
2015,NL-CA0381,13.3,5.26,5.19,6.08,28.33,1.4,WEEKLY,65.0,18.46,6.06,39.34,6.64,65.5,4.76,17.9,2.36,91.97,38.15
2021,CG-CA1278,27.74,11.59,16.98,1.9,18.19,8.23,MONTHLY,54.0,46.46,11.62,37.38,3.23,88.1,4.43,19.08,6.67,57.18,6.94
2020,KL-CA0918,14.53,10.99,12.02,19.78,14.09,4.04,WEEKLY,49.0,27.61,6.65,26.53,7.72,61.4,5.72,4.04,4.57,53.02,28.32
2014,AR-CA1157,7.3,16.69,9.18,15.52,9.82,1.66,RARE,25.1,25.18,6.31,48.04,7.13,65.1,5.16,15.92,4.12,70.78,6.25
2014,MZ-CA1518,32.01,13.25,7.65,5.13,30.77,9.31,3X_WEEK,26.1,46.76,3.7,66.88,2.2,82.1,4.02,25.2,7.34,83.63,33.61
