gov_cohesion_programme_period_code,gov_cohesion_fund_code,gov_cohesion_programme_id,gov_cohesion_region_nuts_code,gov_cohesion_thematic_objective_code,gov_cohesion_priority_axis_code,gov_cohesion_allocated_eur,gov_cohesion_committed_eur,gov_cohesion_spent_eur,gov_cohesion_absorption_rate_pct,gov_cohesion_project_count,gov_cohesion_beneficiary_type_code,gov_cohesion_state_aid_flag,gov_cohesion_green_spending_share_pct,gov_cohesion_digital_spending_share_pct,gov_cohesion_urban_dimension_flag,gov_cohesion_audit_irregularities_eur,gov_cohesion_anti_fraud_cases_count,gov_cohesion_data_source,gov_cohesion_data_extract_date
2014_2020,ERDF,2014_2020_ERDF_PRG_109,MT747,TO1_RDI,PA_01,7261834468.69,6848556952.87,1719514941.44,23.68,899,NGO,0,31.14,26.11,0,125297145.85,18,COHESION_OPEN_DATA,2026-01-10
2021_2027,ERDF,2021_2027_ERDF_PRG_110,LU186,TO1_RDI,PA_02,1362613474.0,1206521162.01,888521464.5,65.21,699,TRANSPORT_OPERATOR,0,53.08,25.63,1,59456220.31,47,MANAGING_AUTHORITY_REPORTING,2025-09-11
2014_2020,ERDF,2014_2020_ERDF_PRG_111,AT93,TO1_RDI,PA_03,4731162561.74,2487279657.43,2286073043.37,48.32,155,MUNICIPALITY,0,24.3,22.86,0,79605168.33,28,ECA_AUDIT_SUMMARY,2025-08-26
2021_2027,ERDF,2021_2027_ERDF_PRG_112,DE4,TO1_RDI,PA_04,5017654390.74,3337779951.42,634307875.89,12.64,1008,UNIVERSITY,0,52.67,7.06,1,80231189.54,11,OLAF_CASES_DB,2024-12-05
2014_2020,ERDF,2014_2020_ERDF_PRG_113,LT124,TO1_RDI,PA_05,6843752746.01,3501719226.46,2553188118.2,37.31,1013,HEALTH_PROVIDER,0,58.03,18.84,0,85905152.65,1,COHESION_OPEN_DATA,2025-02-16
2021_2027,ERDF,2021_2027_ERDF_PRG_114,GR910,TO1_RDI,PA_06,8384834058.96,7475688616.14,3749155279.58,44.71,786,OTHER,0,20.94,35.01,1,5286887.78,59,MANAGING_AUTHORITY_REPORTING,2025-11-15
2014_2020,ERDF,2014_2020_ERDF_PRG_115,DK787,TO1_RDI,PA_07,3504579548.75,1559065025.14,957779323.48,27.33,239,SME,1,7.01,10.62,0,90474114.78,38,ECA_AUDIT_SUMMARY,2024-11-11
2021_2027,ERDF,2021_2027_ERDF_PRG_116,LU82,TO1_RDI,PA_08,8458792213.33,7647878377.23,2329980751.08,27.55,197,UTILITY,0,20.7,20.77,1,86022447.11,48,OLAF_CASES_DB,2026-01-20
2014_2020,ERDF,2014_2020_ERDF_PRG_117,BE37,TO1_RDI,PA_09,9374872307.22,7013288863.67,6132951713.29,65.42,820,MINISTRY,0,10.47,12.49,1,64732164.49,35,COHESION_OPEN_DATA,2025-12-27
2021_2027,ERDF,2021_2027_ERDF_PRG_118,ES40,TO1_RDI,PA_10,832571099.53,568367613.1,457807577.78,54.99,580,REGIONAL_AUTHORITY,0,40.27,34.27,1,813059.7,52,MANAGING_AUTHORITY_REPORTING,2024-10-30
2014_2020,ERDF,2014_2020_ERDF_PRG_119,LU514,TO1_RDI,PA_11,4234365500.51,4199928563.86,3438340355.95,81.2,144,NGO,0,58.99,29.4,0,104158695.26,3,ECA_AUDIT_SUMMARY,2024-01-11
2021_2027,ERDF,2021_2027_ERDF_PRG_120,LT826,TO1_RDI,PA_12,6073567999.29,2401917470.98,1986985620.27,32.72,949,TRANSPORT_OPERATOR,0,8.22,10.23,1,96606315.61,39,OLAF_CASES_DB,2025-06-04
2014_2020,ERDF,2014_2020_ERDF_PRG_121,SE943,TO1_RDI,PA_01,2322387295.54,2134501466.49,1778945444.65,76.6,144,MUNICIPALITY,0,8.36,53.18,0,2112487.71,17,COHESION_OPEN_DATA,2024-02-26
2021_2027,ERDF,2021_2027_ERDF_PRG_122,GR46,TO1_RDI,PA_02,1792589127.16,1037318000.54,946347945.94,52.79,683,UNIVERSITY,0,24.66,53.25,0,3013548.95,0,MANAGING_AUTHORITY_REPORTING,2026-01-26
2014_2020,ERDF,2014_2020_ERDF_PRG_123,SK31,TO1_RDI,PA_03,6659234292.81,4342146103.78,1913909283.61,28.74,501,HEALTH_PROVIDER,0,54.17,31.53,1,110824270.09,21,ECA_AUDIT_SUMMARY,2024-11-26
2021_2027,ERDF,2021_2027_ERDF_PRG_124,LU386,TO1_RDI,PA_04,6792629450.94,2550807241.65,1889362832.61,27.81,493,OTHER,0,21.08,39.56,1,73880261.92,48,OLAF_CASES_DB,2024-10-31
2014_2020,ERDF,2014_2020_ERDF_PRG_125,RO716,TO1_RDI,PA_05,9394008699.08,3381638400.07,2092603432.74,22.28,186,SME,0,35.07,49.51,0,66946010.92,50,COHESION_OPEN_DATA,2024-05-22
2021_2027,ERDF,2021_2027_ERDF_PRG_126,ES546,TO1_RDI,PA_06,2461496556.72,2050043493.62,665491357.07,27.04,287,UTILITY,1,31.44,40.12,1,13678490.22,50,MANAGING_AUTHORITY_REPORTING,2024-12-21
2014_2020,ERDF,2014_2020_ERDF_PRG_127,LV96,TO1_RDI,PA_07,4256964301.66,2167189315.85,1551278147.18,36.44,1005,MINISTRY,0,41.01,9.96,0,81310759.81,54,ECA_AUDIT_SUMMARY,2025-06-19
2021_2027,ERDF,2021_2027_ERDF_PRG_128,BG73,TO1_RDI,PA_08,6689108997.18,3235687597.61,1903840077.49,28.46,259,REGIONAL_AUTHORITY,0,40.28,47.27,1,32557533.44,14,OLAF_CASES_DB,2025-05-20
2014_2020,ERDF,2014_2020_ERDF_PRG_129,GR66,TO1_RDI,PA_09,6647528257.12,3804295956.76,1418141044.97,21.33,650,NGO,0,57.74,5.94,1,95463100.0,10,COHESION_OPEN_DATA,2025-08-13
2021_2027,ERDF,2021_2027_ERDF_PRG_130,EE245,TO1_RDI,PA_10,6157553096.04,6079083418.75,2871115136.91,46.63,994,TRANSPORT_OPERATOR,0,10.25,25.74,1,67991059.43,56,MANAGING_AUTHORITY_REPORTING,2026-01-14
2014_2020,ERDF,2014_2020_ERDF_PRG_131,PL73,TO1_RDI,PA_11,1504088569.97,1425542430.49,542793679.89,36.09,727,MUNICIPALITY,0,41.81,49.64,0,69514071.59,1,ECA_AUDIT_SUMMARY,2025-07-08
2021_2027,ERDF,2021_2027_ERDF_PRG_132,HU31,TO1_RDI,PA_12,6559221004.85,4285597767.84,2191339548.8,33.41,196,UNIVERSITY,0,14.34,25.84,0,30401636.15,4,OLAF_CASES_DB,2025-11-05
2014_2020,ERDF,2014_2020_ERDF_PRG_133,LV881,TO1_RDI,PA_01,10600345580.23,9901356408.86,8413316007.98,79.37,971,HEALTH_PROVIDER,0,54.12,26.8,1,29882801.74,47,COHESION_OPEN_DATA,2025-05-13
2021_2027,ERDF,2021_2027_ERDF_PRG_134,SI12,TO1_RDI,PA_02,846246546.36,443082745.3,220827096.61,26.09,224,OTHER,0,27.24,15.57,1,32091440.09,39,MANAGING_AUTHORITY_REPORTING,2025-05-18
2014_2020,ERDF,2014_2020_ERDF_PRG_135,BG773,TO1_RDI,PA_03,2380229917.85,1972518794.69,1401798628.67,58.89,211,SME,1,58.26,15.67,0,163135971.94,9,ECA_AUDIT_SUMMARY,2024-05-22
2021_2027,ERDF,2021_2027_ERDF_PRG_136,BG82,TO1_RDI,PA_04,5423873611.12,3236703554.85,2459781301.69,45.35,235,UTILITY,1,33.21,53.36,1,120175719.27,29,OLAF_CASES_DB,2025-09-04
2014_2020,ERDF,2014_2020_ERDF_PRG_137,LU96,TO1_RDI,PA_05,6675140187.46,2459032848.18,1599929336.13,23.97,775,MINISTRY,0,26.31,38.28,0,47068266.33,16,COHESION_OPEN_DATA,2025-12-28
2021_2027,ERDF,2021_2027_ERDF_PRG_138,HU4,TO1_RDI,PA_06,696047579.43,461075630.76,281353391.09,40.42,827,REGIONAL_AUTHORITY,0,54.74,7.21,1,1302096.42,55,MANAGING_AUTHORITY_REPORTING,2024-11-30
2014_2020,ERDF,2014_2020_ERDF_PRG_139,SK9,TO1_RDI,PA_07,5377186737.46,5076605754.65,1806982909.06,33.6,596,NGO,0,52.64,15.76,1,82662154.08,54,ECA_AUDIT_SUMMARY,2024-01-17
2021_2027,ERDF,2021_2027_ERDF_PRG_140,DK2,TO1_RDI,PA_08,5224431846.41,2678349535.57,1611458636.58,30.84,281,TRANSPORT_OPERATOR,1,57.74,28.85,1,207860677.48,54,OLAF_CASES_DB,2025-05-20
2014_2020,ERDF,2014_2020_ERDF_PRG_141,HU2,TO1_RDI,PA_09,1598354411.14,775522458.85,654614199.79,40.96,1014,MUNICIPALITY,0,7.55,41.21,1,108891398.91,33,COHESION_OPEN_DATA,2025-12-15
2021_2027,ERDF,2021_2027_ERDF_PRG_142,IE731,TO1_RDI,PA_10,10039968146.38,8987581694.76,2169124613.18,21.6,975,UNIVERSITY,0,53.28,40.34,0,108108945.14,36,MANAGING_AUTHORITY_REPORTING,2025-03-10
2014_2020,ERDF,2014_2020_ERDF_PRG_143,RO70,TO1_RDI,PA_11,6010478544.77,5488299966.43,1589633128.24,26.45,402,HEALTH_PROVIDER,0,42.97,50.51,0,110182106.46,29,ECA_AUDIT_SUMMARY,2024-08-09
2021_2027,ERDF,2021_2027_ERDF_PRG_144,DE83,TO1_RDI,PA_12,3575547592.93,2648751964.43,1537617988.79,43.0,379,OTHER,0,24.22,23.7,1,85276729.29,44,OLAF_CASES_DB,2025-07-27
2014_2020,ERDF,2014_2020_ERDF_PRG_145,LV5,TO1_RDI,PA_01,901540753.59,406261149.8,180583927.57,20.03,379,SME,1,37.18,3.81,0,23028473.38,36,COHESION_OPEN_DATA,2024-09-06
2021_2027,ERDF,2021_2027_ERDF_PRG_146,DK4,TO1_RDI,PA_02,9100498305.91,8531163114.15,7367714553.74,80.96,879,UTILITY,1,11.76,21.73,0,36150963.38,2,MANAGING_AUTHORITY_REPORTING,2025-12-03
2014_2020,ERDF,2014_2020_ERDF_PRG_147,FR8,TO1_RDI,PA_03,2603726734.13,1358073820.68,517845652.56,19.89,341,MINISTRY,0,45.7,15.72,1,70816164.52,34,ECA_AUDIT_SUMMARY,2024-09-02
2021_2027,ERDF,2021_2027_ERDF_PRG_148,PT659,TO1_RDI,PA_04,5405249567.46,5221349960.32,2025236887.86,37.47,555,REGIONAL_AUTHORITY,0,9.5,45.52,0,47467855.67,54,OLAF_CASES_DB,2024-12-12
2014_2020,ERDF,2014_2020_ERDF_PRG_149,AT76,TO1_RDI,PA_05,340286932.88,191128516.39,87712420.64,25.78,875,NGO,0,43.67,54.02,1,36249054.29,29,COHESION_OPEN_DATA,2025-08-24
2021_2027,ERDF,2021_2027_ERDF_PRG_150,AT238,TO1_RDI,PA_06,1722960223.93,1557593189.59,929223301.29,53.93,297,TRANSPORT_OPERATOR,0,39.25,37.39,1,125125491.14,33,MANAGING_AUTHORITY_REPORTING,2026-01-31
2014_2020,ERDF,2014_2020_ERDF_PRG_151,DE313,TO1_RDI,PA_07,8625733438.32,3182497584.46,1744688420.96,20.23,892,MUNICIPALITY,0,19.42,46.89,0,11537459.56,5,ECA_AUDIT_SUMMARY,2024-09-17
2021_2027,ERDF,2021_2027_ERDF_PRG_152,DE49,TO1_RDI,PA_08,6631761107.8,4529419493.62,3622881124.03,54.63,289,UNIVERSITY,0,63.43,5.14,0,47338252.2,42,OLAF_CASES_DB,2024-01-04
2014_2020,ERDF,2014_2020_ERDF_PRG_153,SI582,TO1_RDI,PA_09,4801957003.28,4347690414.39,3620093737.13,75.39,841,HEALTH_PROVIDER,0,57.78,27.69,0,24737345.09,45,COHESION_OPEN_DATA,2024-09-11
2021_2027,ERDF,2021_2027_ERDF_PRG_154,AT96,TO1_RDI,PA_10,553558013.28,492002156.72,253786262.73,45.85,829,OTHER,0,26.91,29.35,1,86964133.6,2,MANAGING_AUTHORITY_REPORTING,2024-06-22
2014_2020,ERDF,2014_2020_ERDF_PRG_155,BE587,TO1_RDI,PA_11,6174412376.93,4457158537.38,1292544707.14,20.93,246,SME,1,31.59,44.26,0,200584151.85,1,ECA_AUDIT_SUMMARY,2025-06-21
2021_2027,ERDF,2021_2027_ERDF_PRG_156,SE8,TO1_RDI,PA_12,3405367206.95,1960326657.29,1019254566.96,29.93,914,UTILITY,1,20.44,4.25,0,96087398.46,18,OLAF_CASES_DB,2024-04-19
2014_2020,ERDF,2014_2020_ERDF_PRG_157,PL787,TO1_RDI,PA_01,10526406627.48,8217896422.71,7734488718.34,73.48,294,MINISTRY,0,25.7,15.26,0,40296316.55,13,COHESION_OPEN_DATA,2024-01-25
2021_2027,ERDF,2021_2027_ERDF_PRG_158,DK6,TO1_RDI,PA_02,1830751828.58,1809402862.64,407177931.5,22.24,795,REGIONAL_AUTHORITY,0,26.25,4.89,0,77911939.79,45,MANAGING_AUTHORITY_REPORTING,2025-07-01
2014_2020,ERDF,2014_2020_ERDF_PRG_159,FR6,TO1_RDI,PA_03,7757512837.26,5046785347.2,4457184082.59,57.46,842,NGO,0,15.83,16.61,1,114095668.95,61,ECA_AUDIT_SUMMARY,2024-09-16
2021_2027,ERDF,2021_2027_ERDF_PRG_160,SE275,TO1_RDI,PA_04,9096152705.08,3661982012.25,2180377945.9,23.97,350,TRANSPORT_OPERATOR,0,36.54,9.4,1,97238272.66,47,OLAF_CASES_DB,2024-10-08
2014_2020,ERDF,2014_2020_ERDF_PRG_161,EE957,TO1_RDI,PA_05,3935280262.82,3722750669.33,2588651275.71,65.78,1049,MUNICIPALITY,0,45.9,33.95,0,108594909.35,30,COHESION_OPEN_DATA,2025-01-10
2021_2027,ERDF,2021_2027_ERDF_PRG_162,LV510,TO1_RDI,PA_06,5305637509.24,2239691262.93,1971922548.57,37.17,1055,UNIVERSITY,1,59.11,49.01,1,2190008.17,60,MANAGING_AUTHORITY_REPORTING,2024-06-17
2014_2020,ERDF,2014_2020_ERDF_PRG_163,EE6,TO1_RDI,PA_07,2626047364.14,1135878843.09,406112956.09,15.46,797,HEALTH_PROVIDER,1,37.26,34.85,0,79610793.02,16,ECA_AUDIT_SUMMARY,2024-06-20
2021_2027,ERDF,2021_2027_ERDF_PRG_164,BG893,TO1_RDI,PA_08,7843953406.2,7463598065.01,1447073709.76,18.45,762,OTHER,0,64.75,18.9,0,51495736.99,13,OLAF_CASES_DB,2024-06-19
2014_2020,ERDF,2014_2020_ERDF_PRG_165,IE508,TO1_RDI,PA_09,7431014800.46,3064477793.0,1505229896.9,20.26,624,SME,1,9.13,3.66,0,180252326.64,24,COHESION_OPEN_DATA,2025-01-08
2021_2027,ERDF,2021_2027_ERDF_PRG_166,LV2,TO1_RDI,PA_10,7053983224.87,6543149498.11,5959112189.37,84.48,630,UTILITY,1,60.08,50.21,0,30508753.79,39,MANAGING_AUTHORITY_REPORTING,2024-08-08
2014_2020,ERDF,2014_2020_ERDF_PRG_167,GR33,TO1_RDI,PA_11,5521792089.39,2741365911.65,1629063797.92,29.5,661,MINISTRY,0,45.29,54.64,0,116350961.57,0,ECA_AUDIT_SUMMARY,2024-08-13
2021_2027,ERDF,2021_2027_ERDF_PRG_168,DE65,TO1_RDI,PA_12,3524701129.52,2731311933.25,2090322518.16,59.3,915,REGIONAL_AUTHORITY,0,34.99,12.2,0,30228052.55,14,OLAF_CASES_DB,2025-08-19
2014_2020,ERDF,2014_2020_ERDF_PRG_169,FR77,TO1_RDI,PA_01,8683248803.33,8188832720.95,4595847171.41,52.93,386,NGO,1,27.43,27.76,0,123433958.79,7,COHESION_OPEN_DATA,2025-09-11
2021_2027,ERDF,2021_2027_ERDF_PRG_170,IE24,TO1_RDI,PA_02,1768936568.73,661245061.74,495269704.51,28.0,834,TRANSPORT_OPERATOR,0,20.94,32.58,1,30358011.77,30,MANAGING_AUTHORITY_REPORTING,2025-12-11
2014_2020,ERDF,2014_2020_ERDF_PRG_171,CZ96,TO1_RDI,PA_03,7396205685.61,3968259270.08,1662153053.15,22.47,303,MUNICIPALITY,0,26.09,8.51,1,11396010.0,20,ECA_AUDIT_SUMMARY,2024-09-28
2021_2027,ERDF,2021_2027_ERDF_PRG_172,MT404,TO1_RDI,PA_04,6094423494.76,3104611250.97,990770775.0,16.26,946,UNIVERSITY,0,5.34,6.51,1,40075505.43,32,OLAF_CASES_DB,2024-12-20
2014_2020,ERDF,2014_2020_ERDF_PRG_173,ES4,TO1_RDI,PA_05,5452411175.17,2943027355.85,1163515825.11,21.34,464,HEALTH_PROVIDER,0,50.66,16.79,0,90928301.37,6,COHESION_OPEN_DATA,2024-06-05
2021_2027,ERDF,2021_2027_ERDF_PRG_174,FI503,TO1_RDI,PA_06,3882684461.5,1575031796.51,585189179.68,15.07,733,OTHER,0,41.98,8.82,1,81529528.89,45,MANAGING_AUTHORITY_REPORTING,2024-09-08
2014_2020,ERDF,2014_2020_ERDF_PRG_175,LT7,TO1_RDI,PA_07,364188342.55,170188089.07,63176172.89,17.35,362,SME,1,45.51,49.16,0,196070095.5,53,ECA_AUDIT_SUMMARY,2024-07-04
2021_2027,ERDF,2021_2027_ERDF_PRG_176,RO52,TO1_RDI,PA_08,7463478843.8,7320606164.97,5722433270.13,76.67,383,UTILITY,1,63.86,14.96,1,160887229.94,14,OLAF_CASES_DB,2025-02-01
2014_2020,ERDF,2014_2020_ERDF_PRG_177,LT687,TO1_RDI,PA_09,2611508803.51,2178145404.37,1428059365.85,54.68,345,MINISTRY,0,47.02,41.78,0,21320858.84,15,COHESION_OPEN_DATA,2024-02-07
2021_2027,ERDF,2021_2027_ERDF_PRG_178,HR5,TO1_RDI,PA_10,10368754191.98,8168676471.55,2104108827.68,20.29,842,REGIONAL_AUTHORITY,0,42.97,3.89,0,77609802.52,51,MANAGING_AUTHORITY_REPORTING,2024-01-16
2014_2020,ERDF,2014_2020_ERDF_PRG_179,BE727,TO1_RDI,PA_11,7329170835.12,4190253825.23,2554007467.8,34.85,587,NGO,1,34.79,4.19,0,68733569.97,25,ECA_AUDIT_SUMMARY,2024-05-24
2021_2027,ERDF,2021_2027_ERDF_PRG_180,CZ6,TO1_RDI,PA_12,10126158680.24,4198434555.0,833244456.93,8.23,937,TRANSPORT_OPERATOR,0,45.54,53.14,0,103617012.01,43,OLAF_CASES_DB,2025-04-07
2014_2020,ERDF,2014_2020_ERDF_PRG_181,CY87,TO1_RDI,PA_01,1211396837.52,696577633.12,592206859.45,48.89,698,MUNICIPALITY,0,26.12,15.69,1,121882147.96,39,COHESION_OPEN_DATA,2025-10-08
2021_2027,ERDF,2021_2027_ERDF_PRG_182,FI418,TO1_RDI,PA_02,7057141327.47,7175016011.76,1326541582.15,18.8,360,UNIVERSITY,0,39.98,11.45,0,120912326.94,15,MANAGING_AUTHORITY_REPORTING,2024-05-03
2014_2020,ERDF,2014_2020_ERDF_PRG_183,SK43,TO1_RDI,PA_03,849155890.55,518829703.26,272643582.95,32.11,580,HEALTH_PROVIDER,0,63.53,33.36,0,18729745.92,17,ECA_AUDIT_SUMMARY,2024-03-24
2021_2027,ERDF,2021_2027_ERDF_PRG_184,RO9,TO1_RDI,PA_04,6444090912.46,4519760279.3,4039493335.7,62.69,698,OTHER,0,37.39,4.86,0,31565121.83,17,OLAF_CASES_DB,2025-07-23
2014_2020,ERDF,2014_2020_ERDF_PRG_185,NL688,TO1_RDI,PA_05,5320880192.49,3870974396.01,2543877816.13,47.81,663,SME,0,52.23,29.33,0,92208327.59,59,COHESION_OPEN_DATA,2024-05-05
2021_2027,ERDF,2021_2027_ERDF_PRG_186,BE3,TO1_RDI,PA_06,5656217220.18,3584769513.3,1769143441.77,31.28,209,UTILITY,1,16.03,48.94,0,212498391.55,19,MANAGING_AUTHORITY_REPORTING,2024-01-22
2014_2020,ERDF,2014_2020_ERDF_PRG_187,SK40,TO1_RDI,PA_07,604734314.86,251037635.16,212418433.32,35.13,225,MINISTRY,1,11.64,48.63,0,45686350.5,55,ECA_AUDIT_SUMMARY,2025-01-13
2021_2027,ERDF,2021_2027_ERDF_PRG_188,ES8,TO1_RDI,PA_08,3662237275.0,1825714595.39,988717569.2,27.0,842,REGIONAL_AUTHORITY,0,49.52,11.82,0,68776379.77,2,OLAF_CASES_DB,2025-04-23
2014_2020,ERDF,2014_2020_ERDF_PRG_189,RO973,TO1_RDI,PA_09,465380672.24,282920042.7,131957545.83,28.35,527,NGO,0,15.27,15.41,1,101820513.26,49,COHESION_OPEN_DATA,2025-07-21
2021_2027,ERDF,2021_2027_ERDF_PRG_190,SK8,TO1_RDI,PA_10,608629618.78,309125505.08,116316541.98,19.11,344,TRANSPORT_OPERATOR,0,28.99,10.72,0,115352490.45,47,MANAGING_AUTHORITY_REPORTING,2024-10-13
2014_2020,ERDF,2014_2020_ERDF_PRG_191,ES3,TO1_RDI,PA_11,4686016729.12,4378112713.21,847907091.46,18.09,679,MUNICIPALITY,0,12.26,9.11,0,8475530.73,54,ECA_AUDIT_SUMMARY,2025-01-12
2021_2027,ERDF,2021_2027_ERDF_PRG_192,BE5,TO1_RDI,PA_12,3694149988.56,1680773933.17,486415716.93,13.17,262,UNIVERSITY,1,12.33,27.41,1,186160504.81,44,OLAF_CASES_DB,2024-02-18
2014_2020,ERDF,2014_2020_ERDF_PRG_193,HU643,TO1_RDI,PA_01,2949533434.42,2135391874.28,809295320.17,27.44,463,HEALTH_PROVIDER,0,37.59,45.66,0,63623792.91,54,COHESION_OPEN_DATA,2025-08-02
2021_2027,ERDF,2021_2027_ERDF_PRG_194,BG711,TO1_RDI,PA_02,1368029088.76,1042936569.26,236277650.22,17.27,433,OTHER,0,50.73,28.0,1,9368534.14,7,MANAGING_AUTHORITY_REPORTING,2024-02-18
2014_2020,ERDF,2014_2020_ERDF_PRG_195,SK7,TO1_RDI,PA_03,606153844.82,372629130.73,139688447.88,23.05,526,SME,0,49.0,29.22,1,53596578.69,6,ECA_AUDIT_SUMMARY,2025-06-30
2021_2027,ERDF,2021_2027_ERDF_PRG_196,FR182,TO1_RDI,PA_04,4556528827.63,3779884257.9,1917621882.37,42.09,238,UTILITY,1,59.38,39.74,0,109245050.69,66,OLAF_CASES_DB,2024-04-30
2014_2020,ERDF,2014_2020_ERDF_PRG_197,HR36,TO1_RDI,PA_05,5807196395.14,5889266108.7,3245692131.3,55.89,314,MINISTRY,0,50.98,48.06,0,111202594.93,55,COHESION_OPEN_DATA,2025-12-22
2021_2027,ERDF,2021_2027_ERDF_PRG_198,BG650,TO1_RDI,PA_06,2245396595.22,1270130350.5,432642370.13,19.27,443,REGIONAL_AUTHORITY,0,34.52,10.52,0,113901994.73,49,MANAGING_AUTHORITY_REPORTING,2024-09-27
2014_2020,ERDF,2014_2020_ERDF_PRG_199,IT15,TO1_RDI,PA_07,8697000440.51,4801667444.6,2097129877.12,24.11,386,NGO,0,61.06,35.39,0,86840612.39,19,ECA_AUDIT_SUMMARY,2025-11-25
2021_2027,ERDF,2021_2027_ERDF_PRG_200,FR377,TO1_RDI,PA_08,3194993773.72,2600188815.15,2227614195.53,69.72,972,TRANSPORT_OPERATOR,0,11.21,30.49,0,8386110.42,18,OLAF_CASES_DB,2024-12-16
2014_2020,ERDF,2014_2020_ERDF_PRG_201,AT823,TO1_RDI,PA_09,2943467033.06,2517631675.62,2161658387.4,73.44,266,MUNICIPALITY,0,44.65,26.02,1,40682253.1,10,COHESION_OPEN_DATA,2026-01-03
2021_2027,ERDF,2021_2027_ERDF_PRG_202,LV71,TO1_RDI,PA_10,4807809573.39,2591533347.86,716069418.99,14.89,311,UNIVERSITY,0,64.04,49.58,1,63041889.87,47,MANAGING_AUTHORITY_REPORTING,2024-10-18
2014_2020,ERDF,2014_2020_ERDF_PRG_203,CZ607,TO1_RDI,PA_11,163341989.11,124151384.63,43524490.39,26.65,353,HEALTH_PROVIDER,0,49.54,13.71,1,105398387.58,16,ECA_AUDIT_SUMMARY,2025-09-07
2021_2027,ERDF,2021_2027_ERDF_PRG_204,IE4,TO1_RDI,PA_12,3014364935.32,1252346015.32,373120875.14,12.38,845,OTHER,0,55.79,31.17,0,82319077.86,60,OLAF_CASES_DB,2025-10-04
2014_2020,ERDF,2014_2020_ERDF_PRG_205,LV11,TO1_RDI,PA_01,1857735818.64,1633136024.5,838859642.67,45.15,673,SME,0,7.51,11.63,0,94555356.81,47,COHESION_OPEN_DATA,2024-06-02
2021_2027,ERDF,2021_2027_ERDF_PRG_206,SE4,TO1_RDI,PA_02,8190644377.86,3604612739.11,3406732876.97,41.59,961,UTILITY,0,39.27,8.69,1,59733854.48,29,MANAGING_AUTHORITY_REPORTING,2025-05-18
2014_2020,ERDF,2014_2020_ERDF_PRG_207,FI80,TO1_RDI,PA_03,9275479283.88,8059436912.74,7540429575.45,81.29,960,MINISTRY,0,17.59,28.29,0,6332893.38,20,ECA_AUDIT_SUMMARY,2025-06-25
2021_2027,ERDF,2021_2027_ERDF_PRG_208,DE2,TO1_RDI,PA_04,2494111919.23,1621796638.31,778584943.22,31.22,293,REGIONAL_AUTHORITY,0,7.0,30.92,1,72334319.63,47,OLAF_CASES_DB,2025-02-19
2014_2020,ERDF,2014_2020_ERDF_PRG_209,NL4,TO1_RDI,PA_05,6542042517.69,3900828335.55,2493966881.19,38.12,559,NGO,0,63.38,15.9,0,58934405.43,43,COHESION_OPEN_DATA,2024-01-11
2021_2027,ERDF,2021_2027_ERDF_PRG_210,MT94,TO1_RDI,PA_06,2772196027.51,1834794902.4,559391820.78,20.18,669,TRANSPORT_OPERATOR,1,37.9,39.01,1,125688736.12,20,MANAGING_AUTHORITY_REPORTING,2025-12-14
2014_2020,ERDF,2014_2020_ERDF_PRG_211,FR17,TO1_RDI,PA_07,1576745780.98,656330960.48,197505004.59,12.53,932,MUNICIPALITY,0,16.37,8.43,0,92431340.57,53,ECA_AUDIT_SUMMARY,2024-12-01
2021_2027,ERDF,2021_2027_ERDF_PRG_212,CY226,TO1_RDI,PA_08,549173395.89,390471110.75,251657781.29,45.82,763,UNIVERSITY,0,27.98,21.39,0,45632405.04,2,OLAF_CASES_DB,2025-02-06
2014_2020,ERDF,2014_2020_ERDF_PRG_213,FR578,TO1_RDI,PA_09,7515539280.75,3034714754.64,854451161.62,11.37,950,HEALTH_PROVIDER,0,17.87,33.6,0,24405375.7,14,COHESION_OPEN_DATA,2025-07-21
2021_2027,ERDF,2021_2027_ERDF_PRG_214,HU6,TO1_RDI,PA_10,3639828140.28,1940939829.31,1554584039.33,42.71,1017,OTHER,0,12.5,16.67,0,75346899.83,24,MANAGING_AUTHORITY_REPORTING,2024-06-01
2014_2020,ERDF,2014_2020_ERDF_PRG_215,BE81,TO1_RDI,PA_11,6193978207.96,5724956780.25,4114196897.48,66.42,1045,SME,0,51.04,9.67,0,98460648.37,8,ECA_AUDIT_SUMMARY,2024-08-08
2021_2027,ERDF,2021_2027_ERDF_PRG_216,SI69,TO1_RDI,PA_12,3428257901.39,3207373068.21,838033164.32,24.44,283,UTILITY,0,13.14,42.75,1,69685602.04,26,OLAF_CASES_DB,2024-10-16
2014_2020,ERDF,2014_2020_ERDF_PRG_217,SE93,TO1_RDI,PA_01,3223195172.42,2075365126.66,1047742291.79,32.51,229,MINISTRY,0,26.38,17.93,1,67719396.91,52,COHESION_OPEN_DATA,2024-04-24
2021_2027,ERDF,2021_2027_ERDF_PRG_218,RO223,TO1_RDI,PA_02,9864034205.03,8199682190.46,6058266319.03,61.42,564,REGIONAL_AUTHORITY,0,11.28,51.53,0,76209459.23,36,MANAGING_AUTHORITY_REPORTING,2024-09-22
2014_2020,ERDF,2014_2020_ERDF_PRG_219,GR393,TO1_RDI,PA_03,5583736791.5,2252968272.54,852388600.17,15.27,999,NGO,0,54.34,48.21,0,91528954.81,57,ECA_AUDIT_SUMMARY,2025-11-20
