soc_outcome_cohort_start_date,soc_outcome_participant_id_hash,soc_outcome_baseline_employment_flag,soc_outcome_employment_6mo_flag,soc_outcome_employment_12mo_flag,soc_outcome_earnings_change_usd,soc_outcome_housing_stability_score,soc_outcome_food_security_improvement_flag,soc_outcome_healthcare_utilization_change,soc_outcome_school_attendance_change,soc_outcome_recidivism_change_flag,soc_outcome_benefit_exit_reason_code,soc_outcome_program_completion_flag,soc_outcome_case_management_contacts_count,soc_outcome_barrier_resolution_index,soc_outcome_cost_per_participant_usd,soc_outcome_return_on_investment_ratio,soc_outcome_impact_estimate_method,soc_outcome_confidence_level_pct,soc_outcome_evidence_rating_code
2016-05-21,bac94a63f3866c91,0,0,1,-5754.99,84.27,0,-2.8841,-13.368,0,VOLUNTARY_EXIT,1,285,0.8343,13061.88,7.4838,OTHER,99.8,VERY_HIGH
2016-05-22,94c87c5131f92553,1,0,0,16239.36,84.92,1,-0.3668,-5.698,0,VOLUNTARY_EXIT,1,170,0.2498,3468.47,0.8994,SYNTH_CONTROL,97.16,MODERATE
2016-05-23,fc627aea500699fd,0,1,1,4894.2,38.98,0,-1.1948,-3.174,0,TIME_LIMIT,1,175,0.2782,4082.7,5.186,SYNTH_CONTROL,65.06,HIGH
2016-05-24,a079fecfe434336d,0,0,1,30418.64,49.91,0,4.8242,10.632,0,INELIGIBLE,1,133,0.9822,18328.94,3.4635,QUASI_EXPERIMENT,88.7,LOW
2016-05-25,09834be4791f0519,1,1,0,-2004.47,51.62,0,-3.0041,-7.579,0,EARNINGS_UP,1,74,0.7051,803.23,2.4351,REGRESSION,76.35,HIGH
2016-05-26,7ffba001dd102e20,1,1,0,53584.08,34.27,1,1.1413,10.048,0,SANCTION,1,273,0.0394,23487.14,4.5914,REGRESSION,54.74,MODERATE
2016-05-27,2d4b64b541139b94,1,1,0,8769.77,77.59,0,-4.6663,-1.383,0,EARNINGS_UP,1,145,0.9917,1522.22,4.3301,RCT,65.72,MODERATE
2016-05-28,5bc03d199591dfd2,0,0,1,38450.9,15.67,0,4.6615,5.327,0,EARNINGS_UP,0,117,0.1189,15838.36,7.4934,DIFF_IN_DIFF,51.35,LOW
2016-05-29,c0cd70a2f5dd71e8,0,0,0,-17005.75,88.07,0,3.9139,-2.078,0,OTHER,1,197,0.8327,6336.08,5.0664,OTHER,70.0,MODERATE
2016-05-30,64aae20ef07ab836,0,1,0,20315.15,56.19,1,4.5441,-6.125,0,INELIGIBLE,0,150,0.4302,9868.35,1.723,REGRESSION,98.64,LOW
2016-05-31,2ba3f25a0ccf24da,1,0,0,-7908.99,8.33,1,4.7362,-5.368,0,INELIGIBLE,0,120,0.9178,11723.81,5.9092,OTHER,75.88,LOW
2016-06-01,7b4a71bb4010db68,0,0,1,49096.26,7.48,1,-1.4771,-3.674,0,TIME_LIMIT,1,145,0.0315,14486.05,5.5111,REGRESSION,84.63,MODERATE
2016-06-02,5f4e89c1f4f97694,0,1,1,76884.1,85.47,1,2.7254,-2.231,0,MOVED_OUT,1,33,0.531,16809.09,3.6307,REGRESSION,54.5,MODERATE
2016-06-03,a69287b52b2c8495,1,0,0,70643.14,65.78,0,-2.7948,-4.35,1,VOLUNTARY_EXIT,0,269,0.2912,23970.65,3.7785,RCT,76.79,MODERATE
2016-06-04,79b70b3ec6087ec6,0,0,0,63610.69,94.28,0,1.475,12.303,1,TIME_LIMIT,0,175,0.0977,2096.07,0.9443,DIFF_IN_DIFF,96.42,MODERATE
2016-06-05,cfd113f6cc1fb356,1,1,1,27143.99,94.66,0,-3.4004,-13.827,1,INELIGIBLE,0,123,0.5736,5511.0,6.2833,OTHER,63.62,MODERATE
2016-06-06,92de1a54e7219990,1,1,1,69763.75,72.38,1,-1.2931,-14.845,0,INELIGIBLE,1,47,0.5915,24863.76,7.8195,REGRESSION,83.79,MODERATE
2016-06-07,fce2d0335057e4e1,0,0,1,61529.12,68.99,0,3.9637,8.595,0,EARNINGS_UP,0,174,0.9973,18350.16,-0.0239,SYNTH_CONTROL,74.1,HIGH
2016-06-08,c9aae8faa790d0da,1,0,0,51059.5,4.52,0,-1.704,8.58,0,EARNINGS_UP,0,120,0.0615,21704.53,-0.661,QUASI_EXPERIMENT,65.37,LOW
2016-06-09,a0b87e84286b6ad4,0,0,1,43636.59,7.88,1,-2.7014,8.07,0,MOVED_OUT,0,105,0.1522,8249.77,3.2602,DIFF_IN_DIFF,75.19,MODERATE
2016-06-10,8689ca772ae888a6,0,1,0,78390.26,38.12,0,0.3436,-5.362,0,MOVED_OUT,0,83,0.0709,5303.66,5.1169,QUASI_EXPERIMENT,85.4,LOW
2016-06-11,32d440a849f39973,1,0,1,9720.68,92.53,0,-2.7602,-7.856,0,INELIGIBLE,1,210,0.3399,3781.49,4.4572,OTHER,85.69,HIGH
2016-06-12,83feafe0aeef8e0b,1,1,1,54836.6,80.64,0,1.4476,5.417,0,MOVED_OUT,1,111,0.5136,19712.68,-0.8142,DIFF_IN_DIFF,69.54,HIGH
2016-06-13,fcbf586118da915e,0,0,1,-10609.9,93.41,0,0.6626,1.566,0,EARNINGS_UP,1,249,0.7722,13505.65,1.7953,MATCHING,68.73,LOW
2016-06-14,36b42b5f017bd0c0,0,0,0,63588.56,44.14,0,3.8854,-6.283,0,EARNINGS_UP,1,75,0.878,19275.21,1.0983,DIFF_IN_DIFF,80.45,LOW
2016-06-15,6c8ce513826f6c0a,1,0,0,40198.99,67.43,0,-1.826,2.664,0,INELIGIBLE,1,160,0.65,18264.95,6.8195,QUASI_EXPERIMENT,61.46,LOW
2016-06-16,716cd911d17c6e79,1,1,0,-8186.69,86.6,0,-0.4852,5.341,0,SANCTION,1,97,0.6535,4551.9,3.7311,OTHER,82.92,MODERATE
2016-06-17,ee0b95e06c9f498f,0,1,1,17866.45,53.4,1,-3.7704,-8.797,0,VOLUNTARY_EXIT,0,194,0.4002,11411.32,5.1177,DIFF_IN_DIFF,55.29,LOW
2016-06-18,3f339213259bd831,0,0,1,75710.04,45.01,1,1.8998,6.226,0,INELIGIBLE,1,240,0.6157,2809.14,4.1801,OTHER,53.22,MODERATE
2016-06-19,08832a99eb69300b,1,0,0,58745.49,50.25,1,3.3645,-13.078,0,EARNINGS_UP,0,279,0.9637,24657.38,6.3158,MATCHING,60.0,MODERATE
2016-06-20,c98d6680a0fe8d9c,1,0,1,58454.9,25.8,0,-1.6291,10.255,0,TIME_LIMIT,1,285,0.5446,14641.29,3.3504,REGRESSION,87.62,LOW
2016-06-21,a321a1152d928f6e,0,0,1,24426.81,87.68,0,-3.2871,5.713,0,INELIGIBLE,1,192,0.666,11590.15,7.8376,MATCHING,92.52,HIGH
2016-06-22,9802074ab4121643,1,0,1,-17252.12,18.68,1,3.6056,-2.884,0,SANCTION,0,252,0.8907,20242.06,6.1129,QUASI_EXPERIMENT,75.13,MODERATE
2016-06-23,62fd01cb8fe790e3,0,1,1,77616.19,94.32,0,-0.7929,10.427,0,MOVED_OUT,1,68,0.5109,6910.72,5.6933,DIFF_IN_DIFF,55.81,VERY_HIGH
2016-06-24,a6f134cd51ae300b,0,0,1,-225.98,55.7,0,-2.8389,-4.689,0,OTHER,0,275,0.7599,2748.52,2.9109,RCT,57.36,MODERATE
2016-06-25,681d89b134fa61fb,0,1,0,16487.0,79.46,0,-0.6993,0.728,0,INELIGIBLE,1,151,0.8574,8528.64,2.7502,MATCHING,64.74,MODERATE
2016-06-26,424119f7549331a8,1,0,1,76665.52,80.44,1,-0.6276,-14.05,0,SANCTION,1,179,0.355,20935.76,7.7122,REGRESSION,82.12,HIGH
2016-06-27,e88bf4c1a94f442c,1,0,0,57094.63,72.41,1,2.1713,-4.655,0,OTHER,0,206,0.3515,4920.28,5.8662,OTHER,68.57,LOW
2016-06-28,4b41ff9a91e270f1,0,1,1,4814.23,29.71,0,-4.7691,1.495,0,INELIGIBLE,1,248,0.1992,14894.21,7.2223,OTHER,81.61,MODERATE
2016-06-29,da83767d6f5a1608,0,1,1,-13127.04,93.05,0,-0.9372,9.74,1,EARNINGS_UP,1,251,0.3169,20167.52,3.6512,SYNTH_CONTROL,72.95,MODERATE
2016-06-30,a16485e68c655f4f,0,1,0,69577.24,58.44,1,-4.221,12.32,1,EARNINGS_UP,1,279,0.4602,5159.06,4.862,QUASI_EXPERIMENT,72.91,MODERATE
2016-07-01,ae74fd815a45f615,0,0,0,10767.56,37.38,1,-4.4806,-14.173,0,TIME_LIMIT,1,286,0.774,8166.05,4.3518,SYNTH_CONTROL,95.17,MODERATE
2016-07-02,217828a7286ff7ca,1,1,0,19911.07,15.62,1,4.7389,-12.101,0,INELIGIBLE,1,258,0.5489,18036.57,6.6944,QUASI_EXPERIMENT,52.07,HIGH
2016-07-03,7a983b3a71d7991a,1,0,1,-4874.29,87.96,1,-3.0778,8.211,0,OTHER,1,116,0.8125,20058.32,1.7021,OTHER,58.45,HIGH
2016-07-04,ecee75535baea149,1,0,1,69525.15,69.97,0,-2.7882,-11.618,1,INELIGIBLE,0,179,0.7455,21128.66,4.3017,REGRESSION,62.25,LOW
2016-07-05,f674d627d428598f,1,0,0,12812.56,16.83,1,1.8015,5.243,0,EARNINGS_UP,0,203,0.1356,2715.43,1.4021,REGRESSION,97.71,MODERATE
2016-07-06,f7423a2962d1f597,1,0,0,9997.07,37.76,0,4.7171,-3.455,0,INELIGIBLE,1,121,0.4571,12445.59,7.7237,REGRESSION,61.6,MODERATE
2016-07-07,08313851133425c1,0,0,0,57956.57,70.89,1,-0.4097,5.499,0,VOLUNTARY_EXIT,0,127,0.4088,5857.26,-0.363,DIFF_IN_DIFF,58.47,MODERATE
2016-07-08,c6e50140374a6373,0,1,1,-18803.45,39.62,0,1.8173,10.067,0,INELIGIBLE,1,82,0.316,10865.68,-0.8944,DIFF_IN_DIFF,81.44,MODERATE
2016-07-09,f206ca49633f4762,0,1,0,1333.76,24.25,0,-2.8247,-5.544,0,VOLUNTARY_EXIT,1,233,0.4597,10693.18,2.1451,QUASI_EXPERIMENT,91.81,MODERATE
2016-07-10,3259950e6f37b26d,1,0,1,63459.73,54.49,1,-2.5178,11.248,0,MOVED_OUT,0,95,0.5916,18786.81,1.9512,REGRESSION,74.87,HIGH
2016-07-11,f423f98ca70b3da4,1,1,0,60077.54,70.81,1,2.1965,-8.344,0,VOLUNTARY_EXIT,1,246,0.7642,21240.73,4.1808,OTHER,60.82,MODERATE
2016-07-12,10824336f4a7c11c,1,0,0,39821.84,45.53,0,-0.7558,-5.529,0,MOVED_OUT,1,146,0.7145,7385.15,3.8275,MATCHING,74.51,HIGH
2016-07-13,2eac22e062ba8cf2,0,0,0,4759.58,85.52,0,-1.8679,-12.658,0,INELIGIBLE,0,230,0.2321,11808.95,2.4445,RCT,60.09,MODERATE
2016-07-14,6195a81e8842e673,0,0,1,59102.5,29.87,1,-2.9827,-14.322,1,OTHER,1,33,0.0044,22452.7,0.5666,RCT,70.28,MODERATE
2016-07-15,01f70c050e0aef51,1,0,1,-18067.44,53.74,0,-1.9961,-7.876,1,INELIGIBLE,1,131,0.716,17126.1,0.5237,REGRESSION,51.2,MODERATE
2016-07-16,d3a3609f051df493,0,0,1,3588.82,50.17,0,3.0365,-1.169,0,OTHER,1,268,0.2892,10921.0,3.8369,REGRESSION,97.11,LOW
2016-07-17,32be9076824a9acd,0,1,1,-799.03,73.37,1,-4.9156,6.565,0,INELIGIBLE,1,146,0.1427,701.31,-0.2008,RCT,55.33,MODERATE
2016-07-18,5bc51acfc0e6168b,1,1,1,66411.67,7.27,0,-2.9657,3.0,0,EARNINGS_UP,1,239,0.1486,20350.99,2.5262,OTHER,93.12,VERY_HIGH
2016-07-19,ca1d5afb2bf49a9e,1,0,1,-10211.77,38.85,0,-1.9668,5.934,0,MOVED_OUT,1,241,0.8325,17878.48,0.1004,QUASI_EXPERIMENT,89.38,HIGH
2016-07-20,3f5e5cec2f4bf89c,0,0,1,49516.27,64.77,0,-4.9198,6.942,0,OTHER,0,242,0.184,18620.36,4.8538,QUASI_EXPERIMENT,95.92,MODERATE
2016-07-21,e2c775f993ac8e8c,1,0,1,78649.71,64.84,0,1.4825,6.412,0,VOLUNTARY_EXIT,1,300,0.5529,9535.33,6.649,MATCHING,72.72,MODERATE
2016-07-22,28aeac811c270dbb,0,1,0,72068.02,55.71,1,-2.8291,9.927,0,EARNINGS_UP,0,247,0.8673,7416.44,6.8796,OTHER,61.67,HIGH
2016-07-23,697e3b72ac58c5a2,0,1,1,55951.77,55.3,1,-3.837,2.051,0,EARNINGS_UP,1,154,0.6681,11815.45,2.8854,DIFF_IN_DIFF,89.41,LOW
2016-07-24,5fbe2aca9677606b,0,0,0,26011.2,76.06,1,-1.1411,-4.812,0,OTHER,0,293,0.2622,3186.74,3.0019,MATCHING,67.5,LOW
2016-07-25,fabc04aeeec22a1a,0,0,1,52223.68,39.94,0,-1.6259,14.691,0,INELIGIBLE,1,219,0.2886,9499.24,0.7748,MATCHING,74.33,LOW
2016-07-26,763a99e3565cf2f2,1,1,1,78608.89,92.52,1,4.2865,14.985,0,TIME_LIMIT,1,60,0.3854,12615.65,-0.3323,MATCHING,68.51,HIGH
2016-07-27,1895fa8c78036b82,0,0,0,-17958.56,9.24,1,-2.9726,-2.16,0,TIME_LIMIT,1,195,0.8366,10595.19,1.5366,MATCHING,51.07,HIGH
2016-07-28,c2e49e8ffedf163b,1,0,1,75688.01,7.2,0,-0.678,5.552,0,INELIGIBLE,1,67,0.0442,96.81,3.9082,DIFF_IN_DIFF,76.83,LOW
2016-07-29,2eb6ffcbee3170dd,1,1,1,-10767.55,88.38,0,2.7798,-2.883,0,INELIGIBLE,1,222,0.4502,13590.36,2.4562,DIFF_IN_DIFF,59.22,MODERATE
2016-07-30,9d94e0ab9f096668,0,0,1,-3363.62,43.34,0,2.6345,-10.839,1,VOLUNTARY_EXIT,0,88,0.4549,10653.36,5.0118,DIFF_IN_DIFF,53.94,MODERATE
2016-07-31,57c2d48e6b5a7bd5,1,0,0,27084.57,86.43,0,0.5065,-14.739,0,MOVED_OUT,1,32,0.0658,19775.42,5.1017,REGRESSION,98.07,HIGH
2016-08-01,361c2f943490ae96,0,0,1,24907.16,77.96,0,-2.9206,8.375,0,SANCTION,1,78,0.2234,22175.96,7.5732,REGRESSION,92.8,MODERATE
2016-08-02,010a41f643498a3a,0,1,1,12197.78,70.19,0,2.1017,-14.976,0,INELIGIBLE,1,227,0.0326,11687.39,5.2702,MATCHING,72.69,HIGH
2016-08-03,5747bdf2fc6a1f0b,0,0,1,75970.59,60.71,0,4.9365,-7.74,0,SANCTION,0,234,0.8779,9492.63,0.4522,REGRESSION,75.49,MODERATE
2016-08-04,b01db36a9c22b3dd,1,0,0,55735.7,49.55,1,0.0683,-9.402,0,VOLUNTARY_EXIT,1,235,0.8701,3346.01,-0.9826,QUASI_EXPERIMENT,65.42,HIGH
2016-08-05,d1ca4547b242ea64,1,1,0,6142.82,86.57,1,1.9534,13.171,1,TIME_LIMIT,0,15,0.2805,8359.41,4.2724,QUASI_EXPERIMENT,73.0,MODERATE
2016-08-06,61e1fe7529a28d8a,0,0,0,62642.15,24.77,1,-0.2367,-3.381,0,VOLUNTARY_EXIT,1,75,0.3796,7688.88,1.8823,QUASI_EXPERIMENT,96.92,LOW
2016-08-07,202c77a5629b3b75,0,0,1,18566.05,51.86,1,0.8181,-2.999,0,INELIGIBLE,1,159,0.7766,13620.87,1.0768,OTHER,87.98,MODERATE
2016-08-08,bca485242c5eef48,1,0,1,69235.31,34.13,0,0.1303,-8.533,0,VOLUNTARY_EXIT,0,18,0.1626,12871.54,1.5852,QUASI_EXPERIMENT,72.03,LOW
2016-08-09,f022d297c0d2f9d3,0,1,1,-4718.21,57.11,1,1.604,14.601,0,INELIGIBLE,0,204,0.1305,1408.62,2.3906,SYNTH_CONTROL,96.84,MODERATE
2016-08-10,d1e35b9eef4e7577,0,0,0,-16897.94,56.88,1,3.4115,-4.869,0,TIME_LIMIT,0,21,0.4933,19759.16,4.67,SYNTH_CONTROL,96.69,MODERATE
2016-08-11,0addb16a661c68c3,0,1,0,-7051.36,55.38,1,-2.3527,13.589,0,OTHER,1,181,0.3453,16768.52,6.9065,OTHER,81.1,MODERATE
2016-08-12,8236bc67642e6e77,0,1,0,43891.03,60.42,1,-0.9925,7.922,0,INELIGIBLE,1,149,0.8025,23626.71,4.1914,QUASI_EXPERIMENT,51.32,MODERATE
2016-08-13,ac127086da49b4c5,0,0,0,-3691.83,83.41,0,1.0121,-13.333,0,EARNINGS_UP,0,161,0.8764,7806.86,5.509,OTHER,54.66,LOW
2016-08-14,170d2717b7970cd2,1,0,0,-17503.17,58.14,0,2.5786,-11.387,0,OTHER,0,148,0.563,21962.01,-0.4774,MATCHING,74.04,MODERATE
2016-08-15,7204f46b4f74e1b3,0,0,1,49058.74,41.0,0,-2.6136,12.64,0,VOLUNTARY_EXIT,0,112,0.7982,21593.37,6.1057,REGRESSION,62.45,MODERATE
2016-08-16,8ba2b2886298c431,0,1,0,67049.84,83.11,1,1.7222,4.385,0,TIME_LIMIT,1,49,0.0938,15910.45,-0.3221,RCT,61.37,LOW
2016-08-17,64f18f8c76d2531e,1,0,1,-8185.51,41.37,1,3.8566,-10.044,0,INELIGIBLE,1,107,0.6375,1620.98,6.8431,REGRESSION,64.92,LOW
2016-08-18,a4b6f2bcd7191321,0,1,0,36971.39,38.34,0,-0.5648,1.888,0,MOVED_OUT,0,157,0.3076,23446.0,6.7641,MATCHING,84.65,MODERATE
2016-08-19,045430f62511a576,1,1,0,78667.33,37.43,0,0.5456,-4.155,0,VOLUNTARY_EXIT,1,28,0.3846,23765.73,6.3742,OTHER,67.21,MODERATE
2016-08-20,ea271cb098e8e121,1,1,0,-18919.73,37.61,1,3.4115,-7.803,0,MOVED_OUT,1,175,0.9664,18461.55,7.9834,OTHER,77.61,MODERATE
2016-08-21,b046340ba20bc465,0,1,1,74709.74,45.43,1,3.2642,7.034,0,INELIGIBLE,1,184,0.3191,6554.6,0.7209,DIFF_IN_DIFF,76.54,HIGH
2016-08-22,162a0828325d23e3,0,1,1,2365.92,56.02,0,-2.73,-11.883,0,INELIGIBLE,1,76,0.8591,20655.33,2.3964,REGRESSION,74.96,LOW
2016-08-23,b703fd2520734c2c,0,1,1,33987.15,65.55,0,0.6218,-9.699,0,SANCTION,0,235,0.0258,13466.64,2.9317,RCT,70.97,HIGH
2016-08-24,99164c2853cee46d,0,1,0,-18012.79,27.6,0,0.1188,-3.141,0,VOLUNTARY_EXIT,0,4,0.5929,8492.74,2.4469,RCT,51.07,MODERATE
2016-08-25,27c0adf3b9a3bfb9,0,0,0,34887.98,24.14,1,-2.881,-10.679,0,MOVED_OUT,0,284,0.9022,12390.06,4.8258,QUASI_EXPERIMENT,89.12,MODERATE
2016-08-26,a78bcee3bdd52872,0,0,1,70957.62,51.81,0,-3.3183,8.12,0,INELIGIBLE,0,245,0.9147,4494.02,0.4218,RCT,90.54,MODERATE
2016-08-27,20e6c3deba4d47de,0,0,1,70272.47,82.97,1,-0.1226,5.76,0,VOLUNTARY_EXIT,1,203,0.9981,7681.29,1.9104,REGRESSION,55.65,LOW
2016-08-28,a4a146520886898a,1,1,1,61518.83,35.42,1,-1.2344,-4.968,0,VOLUNTARY_EXIT,1,87,0.2771,7215.65,6.2592,QUASI_EXPERIMENT,66.87,MODERATE
2016-08-29,addde750fe9148b1,0,0,0,35644.14,80.17,1,-2.3102,-5.244,0,INELIGIBLE,0,237,0.4661,2600.65,-0.5659,REGRESSION,70.2,LOW
2016-08-30,af70e540e9b18b5b,1,0,1,909.36,91.23,1,-2.3407,-8.022,0,OTHER,1,72,0.6809,1898.18,2.3532,QUASI_EXPERIMENT,63.86,HIGH
2016-08-31,a608011ddd7bf94a,0,1,0,25922.84,70.13,1,-3.85,-13.824,0,VOLUNTARY_EXIT,0,109,0.9522,10608.21,7.6361,REGRESSION,91.97,MODERATE
2016-09-01,6c8435450953d8b0,0,1,1,15234.35,29.34,1,1.8879,-10.476,0,TIME_LIMIT,1,5,0.5292,7724.23,1.9375,REGRESSION,98.41,VERY_HIGH
2016-09-02,bb9f6d14a1986e08,1,0,0,-10969.47,53.4,0,0.6195,13.985,0,VOLUNTARY_EXIT,1,239,0.3859,11812.54,0.4073,DIFF_IN_DIFF,78.45,HIGH
2016-09-03,909fe5b744c195a1,0,0,0,77896.51,11.25,1,3.9975,-13.771,0,VOLUNTARY_EXIT,1,119,0.7364,16184.11,0.7468,OTHER,95.09,MODERATE
2016-09-04,9e69dd69b19c39b5,1,0,1,529.38,99.77,0,0.6912,13.552,0,EARNINGS_UP,0,46,0.6289,24069.19,1.6629,DIFF_IN_DIFF,89.02,HIGH
2016-09-05,9cda076caccaa7c8,1,0,0,-983.03,10.81,0,-2.1112,-7.355,1,VOLUNTARY_EXIT,0,255,0.6381,13737.1,7.5687,OTHER,70.47,LOW
2016-09-06,03042023f5b1da5c,0,1,0,16138.44,52.17,0,-0.4809,-6.299,0,MOVED_OUT,0,280,0.5085,13169.63,5.9144,DIFF_IN_DIFF,93.84,MODERATE
2016-09-07,a58d5df9dd2ca20b,1,0,1,-5694.18,91.63,0,2.1271,1.012,1,TIME_LIMIT,1,24,0.0195,895.68,-0.8541,MATCHING,89.01,VERY_HIGH
2016-09-08,50f310dfc208c864,0,1,0,-14345.68,34.6,0,3.5473,6.163,0,VOLUNTARY_EXIT,1,107,0.9571,20164.36,5.7093,RCT,80.72,LOW
2016-09-09,77d80b6a9b1dd4e6,0,1,0,66931.66,6.99,1,-3.4929,-1.06,0,MOVED_OUT,1,189,0.0748,12178.85,1.5421,REGRESSION,57.43,HIGH
2016-09-10,8a682647147c2c6d,1,1,0,47381.09,38.67,0,-1.5887,3.755,0,VOLUNTARY_EXIT,1,96,0.8715,7768.37,0.3139,QUASI_EXPERIMENT,81.46,VERY_HIGH
2016-09-11,e6a63ba2243f34a7,0,1,1,41312.47,41.67,0,-3.0073,0.243,0,INELIGIBLE,1,122,0.6273,19910.71,5.7361,MATCHING,65.14,MODERATE
2016-09-12,36773afdeb66ef39,0,1,0,44544.03,87.6,0,-2.701,-11.054,0,VOLUNTARY_EXIT,0,265,0.1678,11562.75,4.2069,MATCHING,88.86,MODERATE
2016-09-13,3e8c388bbd9b1c05,0,0,1,36357.87,66.89,1,3.868,-13.241,0,EARNINGS_UP,1,48,0.6749,22274.61,6.3369,REGRESSION,67.24,MODERATE
2016-09-14,987667d6f12394c9,1,0,0,11655.85,31.93,0,-0.7099,-1.255,0,INELIGIBLE,0,161,0.1362,20969.69,1.0807,DIFF_IN_DIFF,63.75,HIGH
2016-09-15,508e7cad80a389e4,1,1,0,24086.26,86.17,0,-3.4468,-6.371,0,SANCTION,0,54,0.097,14697.63,1.4021,OTHER,94.46,MODERATE
2016-09-16,1136e519336fba8b,0,1,0,58467.99,58.58,0,3.4584,-4.625,0,EARNINGS_UP,0,79,0.5618,3969.64,7.8153,OTHER,71.09,MODERATE
2016-09-17,3822a0fc0903f751,0,1,0,53514.31,77.44,0,-3.0508,-14.21,0,OTHER,0,25,0.4196,21732.03,-0.2296,DIFF_IN_DIFF,72.61,VERY_HIGH
2016-09-18,57a81502df6fc726,1,0,1,34733.52,70.17,1,0.946,4.552,0,INELIGIBLE,1,233,0.3758,19971.92,2.7952,OTHER,94.13,MODERATE
2016-09-19,5cbd1c24528576a5,1,1,1,76717.83,61.69,1,3.1981,-14.928,0,EARNINGS_UP,1,0,0.715,16446.72,1.3849,OTHER,87.45,HIGH
2016-09-20,335f2f11044406f2,0,0,1,22518.35,58.07,1,4.1485,-7.83,1,VOLUNTARY_EXIT,1,96,0.5666,12419.95,5.6841,REGRESSION,81.58,LOW
2016-09-21,f602d8ee6295b637,0,0,1,2188.16,70.18,1,1.0682,-8.042,0,MOVED_OUT,0,66,0.7386,14927.24,-0.1021,SYNTH_CONTROL,53.98,HIGH
2016-09-22,6b6b2b0223a4a20c,0,1,0,68945.05,16.51,1,-2.6877,0.48,0,INELIGIBLE,1,238,0.0824,21440.13,-0.1923,QUASI_EXPERIMENT,63.68,MODERATE
2016-09-23,b5034f32cff3ac56,1,0,1,48222.58,95.8,0,-0.4323,12.459,0,MOVED_OUT,1,140,0.5024,5520.28,4.8152,OTHER,52.42,MODERATE
2016-09-24,c42d04c9d70b3065,0,1,0,15109.11,50.37,1,-3.3414,-0.392,0,MOVED_OUT,1,69,0.1762,4879.41,-0.5183,RCT,81.29,MODERATE
2016-09-25,1f42dc69cee16011,0,0,0,45898.62,81.11,0,1.4083,4.331,0,MOVED_OUT,1,88,0.6102,1090.67,2.8814,QUASI_EXPERIMENT,55.63,VERY_HIGH
2016-09-26,10ac4efc63da8da4,0,0,0,22872.99,57.91,0,-2.4822,5.701,0,TIME_LIMIT,1,295,0.0522,18464.94,2.7545,REGRESSION,84.94,MODERATE
2016-09-27,a3929304db82dd18,0,0,1,30180.97,80.52,0,4.4687,-13.966,0,SANCTION,1,265,0.066,20924.32,4.4962,MATCHING,89.76,HIGH
2016-09-28,030e8e4f3621f555,0,1,0,-9904.21,40.1,1,3.7362,7.975,0,INELIGIBLE,1,110,0.8709,9556.14,2.5264,QUASI_EXPERIMENT,97.25,MODERATE
2016-09-29,9082d77253cbc2eb,0,1,1,37637.74,95.86,1,-1.1206,8.179,0,SANCTION,1,280,0.6223,10803.23,-0.9502,OTHER,65.59,MODERATE
2016-09-30,9487914e05cce05f,1,1,0,24962.92,27.28,1,-0.2861,11.51,0,SANCTION,1,181,0.9636,9916.02,0.9847,REGRESSION,88.31,LOW
2016-10-01,42986dac7fd5a8d6,0,0,1,27395.06,51.2,0,2.1,3.091,1,INELIGIBLE,1,169,0.959,17533.73,1.0325,RCT,55.75,MODERATE
2016-10-02,3ba9adb8d1ec108b,0,1,0,25564.87,60.57,1,-4.3018,12.006,1,EARNINGS_UP,1,236,0.5198,18881.91,5.5761,OTHER,85.02,LOW
2016-10-03,ef80c17a02b39d52,1,0,0,47781.92,33.91,1,-2.7818,-1.584,0,EARNINGS_UP,1,17,0.4681,3938.12,0.9144,OTHER,53.12,LOW
2016-10-04,e2e4daf588f70aa9,1,1,0,61985.84,40.86,1,-2.9548,7.863,0,MOVED_OUT,0,128,0.2996,20614.12,2.2151,MATCHING,68.58,LOW
2016-10-05,16840afac6301912,1,1,1,64056.71,4.5,0,2.2807,-8.282,0,EARNINGS_UP,0,230,0.7909,1851.7,3.074,SYNTH_CONTROL,67.57,LOW
2016-10-06,1dd64ccec870e2ba,1,1,0,-19144.73,56.71,0,-2.6813,5.299,0,OTHER,0,207,0.8782,22236.27,1.2608,QUASI_EXPERIMENT,66.41,HIGH
2016-10-07,0f3900f5c9e82e44,0,1,1,24959.96,44.28,1,-2.4672,6.299,0,MOVED_OUT,0,260,0.3245,894.23,7.0893,OTHER,69.59,MODERATE
2016-10-08,26d3d9362bb9f52e,1,0,1,22496.47,51.12,1,2.1919,-1.583,0,SANCTION,0,219,0.6116,6791.26,6.8842,SYNTH_CONTROL,79.8,MODERATE
2016-10-09,83f040b79202fadd,0,0,0,-12567.14,32.42,0,2.3221,8.497,1,MOVED_OUT,1,186,0.8807,10282.17,1.8075,SYNTH_CONTROL,97.24,MODERATE
2016-10-10,78e967795c0f8400,0,1,1,-18425.82,47.95,1,-0.7405,-13.389,0,VOLUNTARY_EXIT,0,194,0.4517,21062.57,6.6229,RCT,63.22,LOW
2016-10-11,442bd3455919d7ed,0,1,0,58849.16,74.89,1,-0.518,-2.529,0,MOVED_OUT,1,241,0.9435,21840.96,0.7929,DIFF_IN_DIFF,58.81,MODERATE
2016-10-12,7e830db4b202b277,0,1,1,7245.13,94.8,1,-1.3282,1.798,1,VOLUNTARY_EXIT,1,189,0.009,19112.54,1.4585,SYNTH_CONTROL,98.67,HIGH
