soc_case_report_month,soc_case_program_code,soc_case_case_id_hash,soc_case_household_size,soc_case_eligible_persons_count,soc_case_participants_count,soc_case_new_applications_count,soc_case_approved_applications_count,soc_case_denied_applications_count,soc_case_recertification_due_count,soc_case_churn_rate_pct,soc_case_average_benefit_usd,soc_case_benefit_duration_months,soc_case_overpayment_rate_pct,soc_case_underpayment_rate_pct,soc_case_fraud_referral_rate,soc_case_appeals_filed_count,soc_case_call_center_wait_minutes,soc_case_online_portal_usage_rate,soc_case_data_latency_days
2033-01,WIC,145a23bb7405b6d8,6,10,6,1108,1108,0,5502,24.996,547.12,48,3.086,14.697,1.9219,1852,152.85,93.73,57
2033-02,SNAP,5c2d9f13f4cadd6d,4,2,2,3679,3679,0,5889,1.882,1101.501,25,8.462,11.044,1.8133,992,148.56,22.75,15
2033-03,SECTION8,4d92010d47ad3118,2,7,3,127,127,0,3282,29.987,1176.912,59,1.689,5.549,4.2988,1552,76.8,15.12,46
2033-04,CHILD_CARE,9960fc31a25f0372,6,8,8,684,590,0,2293,56.321,844.813,17,1.957,4.426,4.4656,2132,11.1,76.36,52
2033-05,LIHEAP,43169643f6378e6a,6,6,6,9700,5600,2623,2762,48.484,257.384,47,3.026,13.575,3.4758,1372,114.66,44.2,55
2033-06,SSI,7d5ee8fe9ba448e5,6,6,0,10687,7739,1631,7893,55.347,918.345,16,4.882,11.53,2.8197,141,9.36,72.07,57
2033-07,CHIP,9eb1ba890be26057,7,3,0,8160,6642,486,4156,37.075,721.976,36,6.68,4.398,4.4221,283,94.31,71.62,12
2033-08,LIHEAP,2a91cd7c213a206a,8,1,1,3874,2119,571,6799,32.43,461.267,61,6.732,9.772,0.0611,745,107.16,27.81,20
2033-09,SNAP,821d67ab1a78bc76,2,2,2,10713,7938,2029,6830,36.307,393.738,56,12.724,8.565,2.7715,891,130.45,4.11,35
2033-10,LIHEAP,23c2bea30ec79479,1,6,1,2108,2108,0,8738,31.633,710.639,36,7.828,3.033,0.9565,331,134.37,19.61,60
2033-11,SECTION8,b7e40fe13da246fa,4,8,2,5833,5833,0,230,19.325,1200.03,50,8.82,6.974,3.6845,790,42.89,42.24,31
2033-12,WIC,5e64ab3217d591a3,7,4,4,2899,2899,0,1888,10.7,375.391,42,14.329,4.576,0.0369,1925,163.23,20.44,37
2034-01,WIC,325b72cee3c4b2a1,2,6,6,5992,5992,0,6672,10.074,597.502,19,10.057,14.546,4.0723,398,100.66,24.3,7
2034-02,UI,e8b45bd01911d721,7,2,2,11208,11208,0,1442,50.736,488.823,33,10.682,10.776,2.6343,2097,114.35,25.54,36
2034-03,SNAP,8156868eefcdc920,6,3,3,8982,7992,0,87,39.43,1084.724,14,6.102,9.084,0.655,673,86.49,87.4,48
2034-04,SECTION8,a962b23ee2c45d00,2,9,2,7645,2078,4030,5089,48.341,976.845,21,7.199,11.407,3.2552,1097,178.6,90.36,21
2034-05,SNAP,c5fc0474fc370e77,7,3,2,7941,6399,959,94,18.665,870.656,46,10.023,6.334,3.1742,194,124.2,76.64,32
2034-06,TANF,fc90a69d81181a27,3,8,8,9876,9122,0,4014,19.731,566.107,38,10.371,7.412,2.8723,1664,140.29,96.2,27
2034-07,SNAP,b148d12bd7ba2730,8,5,5,2332,2332,0,7611,0.733,1198.418,2,5.753,10.948,4.4043,1694,129.99,21.31,44
2034-08,MEDICAID,bbb7be801f6036a6,1,9,6,3752,3752,0,4147,11.261,181.639,62,13.259,2.851,3.806,1277,65.56,73.22,17
2034-09,TANF,69e63ea1bbc2c70b,8,10,10,505,505,0,6098,25.967,1089.46,63,7.319,4.266,3.4777,1510,121.16,3.1,9
2034-10,SECTION8,8a99dd2d59ea08b4,3,10,10,3668,2831,1,3190,7.931,817.101,2,9.498,5.708,0.0772,2323,11.04,67.73,0
2034-11,MEDICAID,bf045020c3247fe0,5,11,0,5036,5036,0,144,42.482,406.462,6,2.878,9.904,2.0531,857,127.15,24.62,57
2034-12,SECTION8,3e17a88dc8356773,1,2,1,10054,2530,7234,7596,26.566,1039.683,63,4.499,1.745,3.1435,1176,4.05,43.98,25
2035-01,SNAP,4de502a073622987,2,4,4,9965,9029,0,8339,36.925,868.224,57,14.381,10.065,4.4922,1769,23.78,21.31,54
2035-02,TANF,659997717f65ad15,3,3,3,3858,3858,0,470,40.371,1025.295,57,10.531,3.258,3.5594,1415,105.67,52.23,52
2035-03,LIHEAP,27dfe05c97677fa1,3,4,4,1577,1577,0,8059,52.554,132.766,40,12.738,14.877,1.8099,2306,112.61,72.68,39
2035-04,SNAP,6a5abdfd46dbf462,3,1,1,10713,3783,6043,8615,26.88,227.127,69,3.121,9.031,3.5489,1857,136.03,53.85,31
2035-05,WIC,973939c5245b100e,5,8,2,442,442,0,2206,18.234,633.218,54,8.661,13.41,0.7243,2396,152.65,48.4,55
2035-06,SSI,8bd7fb1791dde681,1,11,9,9906,3981,5202,5634,49.406,203.199,6,2.38,0.084,2.4763,350,26.72,2.58,36
2035-07,CHILD_CARE,fedbc2dd68f7c37a,5,6,1,1469,1469,0,8440,51.494,276.88,58,5.487,14.377,1.5254,2496,93.55,48.55,24
2035-08,SNAP,d2a08ca2afa17b9a,5,3,0,7290,3921,3052,6416,26.362,450.111,36,14.071,2.768,1.3781,47,136.19,14.51,3
2035-09,CHILD_CARE,989cc32b1522c036,6,5,5,10424,7765,2437,2595,22.696,1019.822,18,6.044,2.511,1.4537,224,58.53,11.95,56
2035-10,LIHEAP,b4eb2d576a5f1be6,7,8,8,4815,4815,0,8932,6.157,547.363,33,11.841,12.488,0.6669,1905,73.22,16.96,2
2035-11,MEDICAID,b1c3f991626c215d,4,10,0,8430,3017,3985,2917,14.556,133.954,32,5.831,4.098,1.9651,1515,126.11,83.34,35
2035-12,LIHEAP,13f0b306e31114c0,6,6,2,1402,1402,0,5674,56.595,1109.085,71,5.652,9.736,3.2717,282,75.05,13.48,18
2036-01,SNAP,4bcc3c380e9dafd6,3,12,4,7563,2226,5119,7070,58.928,1090.406,42,12.8,6.476,4.7177,656,115.1,11.72,23
2036-02,MEDICAID,d2a3c3582902e027,6,12,5,935,935,0,4261,51.992,468.657,62,10.885,10.977,2.3181,1132,51.36,91.61,28
2036-03,SNAP,fb7f91c6473c93a1,8,10,5,6321,766,4222,81,5.667,500.868,6,10.174,1.489,2.0505,1789,134.42,47.19,52
2036-04,CHILD_CARE,d9546a8ddde18e0a,2,7,7,10963,10963,0,508,47.395,331.179,57,14.25,1.183,4.3244,2013,166.36,55.43,36
2036-05,TANF,a73fe4418c427b52,1,4,4,3490,3490,0,3875,1.08,193.51,28,9.299,2.542,4.3847,100,135.0,61.08,16
2036-06,SECTION8,cea74e5344f9febe,7,10,7,11366,8073,2109,859,41.766,803.161,17,7.333,4.784,3.4928,202,135.19,64.44,55
2036-07,SSI,b37ecf65a3801a7a,3,6,6,763,763,0,971,35.413,935.822,51,5.387,3.243,0.9185,1068,46.07,90.09,43
2036-08,TANF,25067de0420bde74,3,12,2,4782,4782,0,1049,36.044,220.713,14,2.945,11.357,3.6902,1785,78.43,22.18,15
2036-09,LIHEAP,9703155483ef8eb0,8,8,5,7510,6707,0,6943,35.426,855.154,61,11.302,14.146,4.6635,2136,22.38,97.3,18
2036-10,SNAP,dc1d39a066d46ca5,4,5,4,2928,2928,0,7138,51.955,70.845,24,10.237,6.433,1.4749,357,146.72,5.98,48
2036-11,SNAP,643368dfba7b816a,8,7,7,8331,2321,4048,1197,0.174,646.456,61,7.529,5.402,0.5822,1719,131.22,79.61,27
2036-12,CHILD_CARE,3e30b5ebcbc93908,7,3,0,7087,1152,4521,1389,22.005,556.317,54,13.247,9.415,2.9848,736,176.56,37.09,17
2037-01,TANF,1bc99b9788690f6a,7,12,10,4182,1968,2197,8979,27.498,771.998,2,10.262,12.668,4.5029,17,122.59,89.93,23
2037-02,SNAP,721c46ad73ad6cc7,1,1,1,3682,2187,0,6696,16.008,114.399,71,9.723,13.488,4.9977,2170,53.76,98.91,5
2037-03,SECTION8,01f77e289848ac72,6,12,6,7868,7393,14,1428,51.939,1142.32,67,12.336,6.821,0.4036,213,150.18,63.35,47
2037-04,CHIP,d4a940df6c72c84f,7,6,3,3107,3107,0,3629,15.095,83.801,62,4.683,8.878,1.4251,2080,105.9,27.26,14
2037-05,WIC,6849ac18b10826de,5,7,6,2872,2872,0,6168,20.938,1127.842,31,6.373,1.85,2.0537,852,45.6,31.46,23
2037-06,TANF,9e341051a134a386,5,11,11,163,163,0,6236,59.028,251.743,50,4.049,6.03,2.6503,2467,147.37,43.25,43
2037-07,CHIP,79a5f83c2effe14a,5,6,6,11649,11649,0,2031,1.815,651.484,22,10.676,2.291,3.4067,1400,113.01,47.0,45
2037-08,CHIP,babcde007e54b1a3,4,4,3,8910,3624,3481,6690,42.98,602.115,56,2.615,0.421,1.0365,397,148.78,58.55,12
2037-09,WIC,b5529affe1f8356d,5,4,4,8972,2783,5355,3719,42.956,391.836,14,2.684,8.383,4.6433,2072,168.78,62.01,26
2037-10,SECTION8,bf27d7d326c93eb5,7,2,2,6894,5833,430,7665,38.427,1158.667,32,7.138,10.329,2.4429,2044,45.78,88.35,43
2037-11,CHILD_CARE,b98d357d1cf6d50c,1,9,7,9141,3515,4234,5851,42.327,1099.648,67,2.921,2.004,0.4107,379,86.96,76.77,2
2037-12,SNAP,0ff7e02992cacd67,5,7,7,3443,3443,0,4227,39.42,241.809,4,14.619,2.583,1.8807,712,140.88,57.05,45
2038-01,MEDICAID,359abfba59a3baec,4,4,2,11983,7507,4230,6505,0.526,750.25,68,13.797,6.708,1.8766,396,52.27,54.51,13
2038-02,WIC,a04be2a00514de25,4,8,3,11017,4700,5259,4057,21.02,918.671,35,11.272,1.922,2.6599,2123,135.29,93.7,54
2038-03,SECTION8,8c8783069e2cabdd,2,5,5,6780,4537,2022,8924,1.607,496.952,63,1.313,6.172,4.263,2275,153.99,70.62,35
2038-04,CHILD_CARE,506025352ad9073d,1,11,0,2463,2463,0,7292,8.461,1062.403,60,10.156,9.561,3.2407,592,148.77,70.67,5
2038-05,LIHEAP,f72a44bec307091f,1,10,10,10970,1351,8806,1213,55.347,396.054,7,14.026,11.191,2.8907,2006,118.61,21.58,52
2038-06,CHIP,ff4cf0c0d55d5e0b,3,10,9,9751,8895,581,7095,51.952,875.235,51,1.79,2.056,1.1925,1881,31.77,6.0,14
2038-07,LIHEAP,c2fbc8202e049033,5,2,2,9594,9594,0,4323,23.18,1008.916,25,2.937,5.012,2.4833,1319,19.55,25.32,31
2038-08,TANF,dde179366f2f80d3,4,3,1,463,463,0,5189,12.091,451.977,19,12.292,8.875,3.6578,695,89.42,88.33,20
2038-09,LIHEAP,56aaae5eab310d74,1,9,9,6999,6999,0,1094,20.082,405.708,41,5.607,13.551,2.3919,1964,140.3,32.33,16
2038-10,SNAP,7392709753b0c8f0,3,5,5,7955,7955,0,2553,1.375,951.959,71,5.659,3.057,3.0094,2094,6.68,51.19,44
2038-11,SNAP,e99fc19c448f530c,1,11,6,10023,10023,0,1135,4.029,146.48,63,8.995,1.652,0.3842,1892,160.24,39.85,40
2038-12,TANF,489a5651e94383cb,1,2,2,10198,8199,1455,1952,2.263,869.651,70,1.964,0.166,1.0,1247,2.87,23.83,24
2039-01,SNAP,c2c7537be412450d,7,4,4,1266,1266,0,16,32.418,1116.432,9,0.154,1.456,0.4441,431,61.92,42.86,58
2039-02,LIHEAP,f4f3bdbe9ec3012a,5,5,2,7254,7254,0,7630,40.556,256.973,58,13.258,6.42,2.4397,265,15.41,7.71,15
2039-03,SSI,46b2dce27e4cf9ef,1,12,3,1691,881,0,1998,29.405,1041.344,37,14.974,1.004,1.7412,2195,80.63,37.73,0
2039-04,CHILD_CARE,4767e718a8a9a2d1,8,12,8,5714,5714,0,4229,53.686,547.685,24,5.035,7.406,0.1884,2018,73.43,66.27,17
2039-05,MEDICAID,f83fe17fc7ced344,3,3,3,440,440,0,4341,44.674,854.796,70,6.751,13.123,2.7627,420,95.79,58.31,56
2039-06,SECTION8,58881f2cacb65490,2,3,3,3427,3427,0,3774,28.673,909.307,36,10.708,12.531,4.2431,798,61.33,93.09,27
2039-07,WIC,0b22cf092402c585,6,8,8,2560,2560,0,4513,13.346,1027.938,38,5.454,5.457,0.5332,776,176.75,37.97,29
2039-08,SNAP,72d05fec0d9d8275,1,7,7,2734,1904,0,4057,47.237,335.209,45,4.637,9.162,3.6003,289,2.02,42.49,2
2039-09,CHIP,1433a1016fd4355a,5,1,1,11077,3090,6127,4490,4.255,751.58,55,12.096,8.079,1.9524,838,59.84,29.38,20
2039-10,LIHEAP,7b7ed150f78ff8c8,3,7,5,819,819,0,6964,45.78,865.051,66,8.311,14.016,0.8844,1601,72.72,44.37,55
2039-11,SNAP,445cce640e855725,4,6,6,9124,804,6960,7381,5.454,757.902,1,13.269,0.17,2.0263,2370,10.02,67.37,26
2039-12,MEDICAID,c6098d2f79e6b109,4,6,4,5095,934,3744,8444,21.099,273.103,49,7.472,8.843,1.7518,2328,104.0,2.8,31
2040-01,MEDICAID,86d556151ddc787e,4,6,6,3498,3498,0,2245,8.879,720.484,21,2.812,12.92,4.4982,2326,7.68,75.43,51
2040-02,CHILD_CARE,775383cdf6917e16,1,7,1,6111,2892,2210,6587,28.713,216.925,22,7.878,3.638,3.9641,2134,25.54,80.71,59
2040-03,SSI,9e5dee908a877799,3,12,11,1837,1837,0,3272,31.108,546.056,25,8.523,4.338,0.295,1347,11.14,66.02,5
2040-04,MEDICAID,845b09f4549cfdce,6,1,1,11942,7823,2672,8340,14.296,971.147,56,1.138,1.018,1.9468,2204,7.26,61.88,54
2040-05,MEDICAID,c8f296723e52af9d,8,12,4,6100,1289,3767,5019,44.636,284.888,66,10.198,1.002,3.5203,421,72.91,3.89,45
2040-06,SECTION8,57f66b9ab4b010fa,3,5,5,9078,6904,1838,4725,21.8,1189.689,51,6.621,1.85,0.2872,805,26.9,55.19,54
2040-07,WIC,d63889264b32e014,8,8,8,11872,5104,6504,6814,19.871,1161.71,28,2.617,12.493,2.8594,869,126.39,54.48,39
2040-08,SNAP,b3a20c5efcd9686b,7,7,7,6408,5048,485,2321,47.022,1093.171,65,5.212,8.649,0.2912,1424,44.92,69.51,34
2040-09,WIC,d1ddc6f23bfbf370,5,8,8,3625,545,2776,4590,29.998,762.532,31,13.08,1.96,2.8603,42,25.35,77.65,30
2040-10,CHIP,5d0594cfe00a1ff2,8,9,8,2000,1305,0,255,13.235,111.473,14,3.786,6.702,3.284,1989,69.89,59.78,1
2040-11,SECTION8,0035bd167010d0b5,4,12,7,11531,2154,9166,4925,24.931,912.854,41,1.991,7.139,1.651,1327,143.69,32.55,7
2040-12,UI,44ee7ec3fa8d714c,4,12,3,7938,7938,0,7033,15.966,1105.575,47,4.817,6.955,0.0635,2443,113.3,78.26,18
2041-01,MEDICAID,64dd83984e200fc0,1,6,6,3337,669,2444,1221,41.682,489.576,44,5.84,8.503,2.0139,1838,46.67,35.87,15
2041-02,CHIP,b39a55e2edf1a495,5,7,3,2219,618,1404,6002,49.078,225.577,71,5.43,7.943,4.5509,790,43.64,59.86,36
2041-03,SNAP,e0a69cc241f65183,6,1,1,1066,1066,0,8063,7.607,359.278,62,7.337,1.837,1.9493,855,134.3,86.92,49
2041-04,MEDICAID,727462ef3a937f26,8,5,5,2057,2057,0,715,21.411,989.349,25,1.128,13.868,1.0946,1996,65.49,33.43,15
2041-05,WIC,017e45bcc3fdddec,2,9,9,5823,1975,3029,1386,31.555,577.45,32,10.514,9.027,3.5166,1520,156.28,8.16,28
2041-06,UI,a5affcde174084b1,5,1,1,8052,8052,0,2555,8.266,902.981,41,2.16,13.286,1.6126,237,174.88,79.33,1
2041-07,MEDICAID,c0585f7eec00418c,1,2,2,1102,1102,0,698,19.033,695.802,13,2.654,0.612,1.5522,2343,161.06,70.39,33
2041-08,LIHEAP,e063db0f83ae075b,4,7,2,2129,2129,0,1631,55.163,1160.083,27,4.541,7.166,2.3641,2234,61.97,92.74,14
2041-09,WIC,40e6190faab14f29,7,7,2,4751,1312,1906,6063,53.081,242.364,11,2.583,12.898,1.9157,252,61.12,43.78,40
2041-10,LIHEAP,f52e8c177df3701d,1,2,2,9711,7770,289,2651,11.121,542.105,56,5.898,10.391,1.3003,906,101.81,63.48,42
2041-11,SSI,f3724aed055351eb,7,5,5,8633,6432,1809,4704,55.724,837.276,67,9.631,12.9,3.4604,1183,151.83,1.05,9
2041-12,CHIP,3f9d1e4792004bca,3,3,3,4615,976,2505,7182,4.852,80.197,31,8.845,3.918,3.8043,922,122.75,54.2,56
2042-01,MEDICAID,ecd5fcb915c5a9f4,3,7,7,1434,1434,0,7658,6.608,216.658,21,6.375,11.206,2.0297,1289,143.06,36.06,1
2042-02,WIC,a8773085fc171509,7,3,0,7020,7020,0,8003,9.12,312.649,47,7.375,10.736,2.0771,2003,155.29,89.24,3
2042-03,MEDICAID,80d52b9610a994ce,5,1,0,7363,3078,2542,1037,37.921,880.19,38,1.87,2.914,2.2099,1160,169.5,92.72,6
2042-04,CHILD_CARE,07160bab10833677,7,8,8,4717,1654,1314,686,13.791,819.091,66,13.867,3.587,1.8454,2201,21.24,49.52,0
2042-05,SECTION8,431104bc10f98181,7,6,3,1167,1167,0,171,35.722,477.132,57,4.305,6.124,2.1768,1342,96.34,4.95,29
2042-06,MEDICAID,2274ec2f35d4b321,4,5,5,9969,7232,2261,1697,12.301,1051.843,42,1.512,1.765,1.9807,1594,28.01,21.47,8
2042-07,SSI,79e81880ebe8658a,7,10,6,2581,2581,0,8712,55.976,103.784,54,11.811,10.698,0.9608,215,79.37,54.7,17
2042-08,TANF,48d00fbd5dbc0753,1,1,1,11475,7805,2307,420,16.116,46.265,8,9.924,6.498,4.975,1436,52.72,33.27,46
2042-09,WIC,367c7fe022ea3957,6,2,2,5447,3528,1268,2959,59.315,370.486,68,12.64,12.204,0.9464,33,72.94,50.98,20
2042-10,MEDICAID,2b0a4c5e48f63119,4,1,1,7636,7636,0,4766,14.438,386.287,29,3.141,0.827,0.2297,1701,43.49,84.45,42
2042-11,MEDICAID,4a736ad330b88b75,3,1,1,4885,4885,0,1352,12.921,864.298,57,7.489,12.752,3.5572,576,99.98,36.55,12
2042-12,CHIP,43d99b97c4ab04d2,1,2,2,10090,10090,0,2415,42.158,596.489,23,6.297,10.101,2.6932,911,9.22,90.05,16
2043-01,UI,ab0325443ed62c24,4,12,12,3373,1343,1963,723,6.43,1046.49,69,5.438,7.068,1.7259,1130,28.39,85.43,18
2043-02,LIHEAP,208cd97525761665,1,8,6,3434,3434,0,3896,1.197,1066.591,50,4.268,6.867,3.3496,1260,103.45,10.03,36
2043-03,SECTION8,5949f5d88ac1f664,4,5,5,2770,2770,0,7105,30.404,502.182,62,2.913,10.034,2.3237,1387,63.44,57.15,2
2043-04,SSI,5781ad5ef47af85e,2,12,5,2511,2346,0,3423,11.304,797.983,22,11.089,4.256,4.0437,1871,97.46,49.46,34
2043-05,MEDICAID,4789372d5277e290,3,2,2,1126,1126,0,1760,4.517,680.594,1,9.706,11.686,2.3535,672,87.65,28.74,58
2043-06,SECTION8,d765d738fefc0d18,6,5,3,10787,3242,6731,6575,50.746,1150.885,39,14.097,8.259,1.4106,1490,46.52,77.24,52
2043-07,CHIP,d6ebc86ebbf4c05d,5,11,4,3812,2240,85,317,52.33,815.686,41,11.464,9.467,2.1566,2494,78.47,10.55,23
2043-08,SNAP,9b6398fad344c650,3,7,7,9232,6877,1439,6632,17.453,485.907,20,7.565,14.02,2.5319,103,80.6,66.62,50
2043-09,WIC,b2e41b0b70321926,7,3,3,8531,2479,5530,5694,32.374,747.748,40,0.684,3.505,3.673,1272,18.44,35.32,46
2043-10,UI,37b1c6f9fb89aa52,3,7,6,946,946,0,8315,42.748,65.369,10,1.782,8.95,4.7819,766,37.26,44.84,19
2043-11,CHIP,f7c78f70724133b6,5,1,1,5669,3094,1498,5269,19.119,1136.15,58,1.562,4.369,3.991,1526,27.36,78.78,55
2043-12,SNAP,ee163ae64c562127,7,12,3,6309,6146,0,2681,4.613,378.881,46,2.088,14.176,3.0409,706,167.21,31.04,2
2044-01,SECTION8,bb00d786d4e29714,2,1,0,1843,1843,0,5426,9.321,1001.952,44,10.301,1.271,3.0992,261,116.04,12.44,46
2044-02,SNAP,d1a553cb8b4727fe,4,5,3,3990,3990,0,5708,43.203,432.453,68,6.057,8.557,2.6928,2133,112.55,12.05,24
2044-03,LIHEAP,9008180f7d26dc86,4,8,8,8278,8227,0,8795,7.212,945.084,46,8.792,4.823,1.4667,2497,51.93,55.92,53
2044-04,SECTION8,1b889337330d6b2f,2,11,10,1672,1672,0,6541,57.262,380.985,13,11.466,4.463,1.4339,286,145.81,98.52,31
2044-05,MEDICAID,fbb7b46004df9a44,2,4,4,10875,1798,7274,4833,28.918,603.336,53,6.273,12.88,4.7512,1243,145.55,48.72,54
2044-06,WIC,e27fbac12190446e,2,10,9,5915,5915,0,3142,48.109,535.217,67,6.636,6.509,1.5004,2049,46.3,25.9,26
2044-07,MEDICAID,0c8a5e182e01c7c0,5,10,3,10581,1485,8703,3562,4.694,545.458,20,5.694,1.512,1.6589,1426,159.81,97.11,20
2044-08,SECTION8,31eb7d8e7274084a,8,12,7,7188,7188,0,5205,28.186,472.569,49,5.795,13.198,1.631,2477,36.96,17.23,40
2044-09,UI,c1b08284f1094c17,4,3,1,7745,7745,0,4865,23.683,327.1,42,13.498,8.211,1.5939,616,93.44,70.55,36
2044-10,SNAP,5803d933aeb4960f,7,9,9,10288,9702,0,6495,0.79,549.351,33,0.161,11.398,2.2441,1905,22.13,16.86,46
2044-11,SNAP,c707ea2fdc852764,7,3,3,7064,608,6200,1576,33.953,1172.912,28,7.241,12.616,3.0304,2368,39.21,80.77,51
2044-12,LIHEAP,bb4bd77023c7b352,5,7,4,4891,4891,0,3697,10.337,104.943,67,5.155,8.281,3.3888,474,64.84,55.04,32
2045-01,SNAP,2284ff197fbab667,3,2,2,11936,377,10896,7716,48.348,663.784,19,0.828,5.819,4.4363,712,5.78,92.91,11
2045-02,SECTION8,81e5ca7d415a9cf9,8,1,1,1962,1962,0,8379,22.882,169.915,39,1.703,6.502,1.6081,1255,21.72,28.47,13
2045-03,WIC,bedafa518a2a5784,5,5,5,2210,2210,0,1035,43.163,1108.606,43,7.15,0.015,4.1765,1940,89.72,71.45,42
2045-04,UI,fe9acdfe2e0ba735,7,7,4,6422,6422,0,708,55.245,784.827,27,3.838,11.603,3.5272,868,36.83,29.87,6
2045-05,UI,f015a91a81c843eb,1,6,6,8240,1803,4602,2011,21.458,731.338,10,5.608,3.954,0.1979,1785,28.54,97.49,15
2045-06,MEDICAID,8b1e6636caf7caf8,8,10,6,9714,9706,0,6846,35.15,787.339,4,12.265,8.817,4.9025,1840,81.18,92.11,40
2045-07,SNAP,ecb6fda99d2e2a79,4,3,3,6446,6446,0,7275,58.393,1163.54,59,8.164,14.813,1.0085,1377,155.55,40.1,14
2045-08,CHIP,f85df9a0d0e9269a,3,1,1,3822,1944,216,3327,58.472,896.551,54,11.915,8.245,4.3945,2222,30.55,48.56,13
2045-09,LIHEAP,82d26ef8916140f2,4,6,3,3808,3426,0,3359,31.716,195.162,21,3.825,6.095,1.6172,301,80.72,44.92,26
2045-10,SECTION8,c5cb09f4195fc346,8,11,2,3185,3185,0,736,13.033,462.233,7,14.504,1.068,2.5408,1494,129.8,11.55,12
2045-11,SECTION8,7cc4706b7377271f,4,10,4,6802,6802,0,4732,27.069,835.114,25,2.333,3.787,3.7598,965,76.27,4.84,37
2045-12,SNAP,3e47d261fe6f3ad2,6,3,3,9756,6724,2162,8348,19.825,370.995,37,9.708,7.534,2.7862,1933,26.03,86.45,29
2046-01,MEDICAID,4a485020d4174b1e,2,9,8,3236,2799,0,6951,57.728,89.066,35,11.265,4.356,3.2207,2086,147.47,41.06,12
2046-02,SNAP,8ccd6ef0f6f6525d,7,3,3,7002,7002,0,1119,25.596,1092.267,17,11.72,5.827,3.1246,291,108.85,92.14,6
2046-03,MEDICAID,9e7c7825b18fdd6b,7,5,5,7518,4695,2475,1728,18.312,789.648,52,11.811,7.03,4.9123,427,45.55,3.35,56
2046-04,UI,d1ab6fad6c1edb4c,6,10,0,6852,6852,0,930,2.875,895.449,60,14.749,0.692,3.3024,2129,99.99,74.69,17
2046-05,CHILD_CARE,74b50b0aed6d711d,5,1,1,2433,2433,0,8699,11.875,18.85,6,10.139,12.789,2.0899,2428,33.64,4.47,1
2046-06,LIHEAP,a43fc82292464fe4,8,5,5,10896,7631,3181,7483,26.633,801.901,29,6.412,13.617,2.7267,398,106.88,17.68,1
2046-07,SECTION8,b33926a12bcf06a8,4,2,2,542,542,0,6068,47.051,118.452,41,4.31,4.449,4.5268,582,15.4,87.91,49
2046-08,MEDICAID,5107e9801f404d29,7,11,11,4275,4275,0,4913,25.225,463.903,15,2.009,2.09,2.9489,1760,73.19,95.22,58
2046-09,SNAP,2f5dbab739c2e4fe,5,2,2,11101,2976,7767,6788,0.946,494.374,53,7.561,11.176,0.9324,2022,142.13,41.97,15
2046-10,MEDICAID,2bb5ec010f1f8197,1,10,0,6724,6724,0,2461,35.68,814.625,56,3.25,12.226,1.4076,355,26.11,21.18,16
2046-11,SECTION8,dd882cded68d4e66,4,9,2,11826,2691,8335,3728,55.339,30.106,63,11.762,3.888,3.4136,2302,133.26,88.62,1
2046-12,SSI,38a2b2eccf03bf76,2,3,3,5442,5442,0,2444,33.516,951.987,37,14.29,1.403,4.0785,1909,95.86,80.02,54
2047-01,SNAP,730585722f8d99dc,3,6,6,5034,2269,1664,4333,29.692,216.918,14,7.319,2.955,1.5632,778,33.65,80.12,13
2047-02,LIHEAP,7f3c54d9a7842e00,4,1,1,717,717,0,8706,43.122,325.029,10,1.407,9.387,3.2786,2482,45.82,35.52,27
2047-03,CHILD_CARE,7d7c1d1b6bcc289c,4,7,7,1938,1938,0,4603,58.161,1172.5,20,11.563,10.936,0.1454,877,53.56,30.89,43
2047-04,SNAP,72605c9a8e332813,3,11,10,10600,115,9685,936,25.025,17.721,63,13.554,14.139,1.5633,767,147.77,62.23,51
2047-05,MEDICAID,c1d905c3f5101e1d,4,6,1,10292,1202,7171,1996,12.313,365.852,41,3.994,14.554,2.6613,1531,9.19,49.69,9
2047-06,SSI,30dcf39f44d14b12,6,2,2,2265,2265,0,5185,28.034,596.653,54,10.329,12.624,3.3088,1049,173.88,40.14,18
2047-07,SNAP,52bf5b6b1c3f7852,2,8,0,11977,3436,8410,1562,9.474,81.154,45,14.685,10.561,4.4197,2003,0.98,61.0,6
2047-08,MEDICAID,8fc33618653f1ac5,7,3,2,1201,1201,0,4282,13.112,1091.055,31,11.706,13.911,3.5828,241,39.52,16.59,53
2047-09,SNAP,5c1768cbbb7cd4ac,5,6,3,5146,5146,0,5811,45.796,972.916,61,9.7,11.717,1.0739,916,88.91,53.96,9
2047-10,MEDICAID,e9cba9f4f0beb2b9,8,4,4,1475,1475,0,8297,19.176,711.217,2,3.218,2.321,2.4682,3,100.56,10.77,47
2047-11,MEDICAID,c32ffafcf9230969,5,12,8,5331,5331,0,5175,19.755,284.528,28,11.246,1.234,4.9771,763,89.38,15.08,46
2047-12,LIHEAP,e3ee9bec0b6b81f0,3,1,1,2825,2479,0,8408,27.528,418.549,49,0.822,11.062,4.1705,702,69.45,77.79,19
2048-01,SECTION8,ddd12418181a1df2,8,11,7,3342,3072,0,7353,53.305,806.95,64,8.52,11.169,3.3237,484,92.19,5.05,7
2048-02,SNAP,5570d6988af1b7e2,1,3,3,10087,6071,2800,2421,30.187,1063.461,38,3.467,11.599,1.872,1665,179.11,56.54,44
