safe_survey_survey_wave_id,safe_survey_respondent_household_id,safe_survey_perceived_safety_night_score,safe_survey_perceived_safety_day_score,safe_survey_victimization_any_flag,safe_survey_victimization_property_flag,safe_survey_victimization_violent_flag,safe_survey_reporting_to_police_flag,safe_survey_reason_not_reported_code,safe_survey_trust_in_police_score,safe_survey_fear_of_crime_index,safe_survey_neighborhood_disorder_index,safe_survey_ncoial_cohesion_score,safe_survey_collective_efficacy_score,safe_survey_gun_heard_frequency,safe_survey_drug_activity_observed_frequency,safe_survey_lighting_adequacy_score,safe_survey_public_space_usage_score,safe_survey_survey_mode_type,safe_survey_weight_calibration_factor
WAVE-22,HH-9d8e6f4935cccb,7.61,9.42,Y,N,N,N,TooMinor,4.88,78.16,38.46,0.67,3.02,Never,Often,6.91,6.92,Phone,0.26079
WAVE-24,HH-0cb0e751e2e1f6,5.7,1.59,N,Y,N,Y,NotWorthIt,4.95,96.47,36.99,3.56,8.12,Rarely,Never,1.54,6.67,InPerson,0.229392
WAVE-51,HH-4e60ef5ed4ec34,3.07,2.94,Y,Y,N,N,TooMinor,1.78,94.79,25.6,5.84,6.39,Never,Often,0.6,5.03,Web,0.322091
WAVE-12,HH-7ceb3b4fc56b4e,4.84,3.42,Y,N,Y,Y,FearRetaliation,8.78,78.29,15.59,6.84,0.84,Never,Rarely,9.79,1.42,Phone,1.054517
WAVE-04,HH-8885cf6495d678,6.36,3.81,Y,Y,N,N,NoEvidence,0.68,2.14,30.8,7.5,9.22,Never,Sometimes,1.61,0.24,IVR,0.319716
WAVE-49,HH-47237c8d9d406d,0.34,2.75,Y,Y,Y,N,Other,3.02,54.44,86.57,0.63,7.86,Never,Rarely,3.09,0.37,Web,3.96608
WAVE-13,HH-3133d1bf949fb1,9.32,2.43,N,Y,N,Y,NotWorthIt,3.83,99.65,69.87,9.49,5.43,Monthly,Sometimes,0.36,7.47,Phone,0.859115
WAVE-21,HH-48eec87279b8d5,7.96,4.59,Y,N,N,Y,NoEvidence,9.26,5.87,73.22,0.68,2.99,Weekly,Sometimes,0.53,3.23,Paper,4.151378
WAVE-20,HH-8bcd26b6f26b76,2.68,1.14,Y,Y,N,Y,FearRetaliation,8.1,66.39,64.29,9.57,2.59,Never,Sometimes,0.47,8.74,IVR,3.187818
WAVE-16,HH-375af1180c5374,7.26,8.39,N,Y,Y,Y,FearRetaliation,4.26,37.0,44.77,7.01,9.65,Never,Sometimes,5.09,6.01,Paper,4.434104
WAVE-38,HH-b7d89ab712dd51,5.84,8.71,Y,Y,N,N,DistrustPolice,5.57,73.91,78.13,9.88,4.69,Rarely,Often,0.14,3.67,Web,3.038915
WAVE-15,HH-eef95282e75e73,9.94,0.79,N,N,N,Y,FearRetaliation,1.8,45.1,26.06,9.59,3.06,Never,VeryOften,2.44,6.82,Web,2.155064
WAVE-27,HH-916d084933a331,8.94,2.43,Y,N,N,Y,DistrustPolice,4.84,92.14,13.95,7.52,2.22,Never,Rarely,2.66,2.57,InPerson,2.658793
WAVE-53,HH-adf98d35070024,9.51,8.58,Y,N,N,N,FearRetaliation,1.66,55.5,80.6,9.72,9.84,Rarely,Often,4.29,4.03,Web,3.078116
WAVE-04,HH-3b16b2ee180392,0.55,7.6,Y,Y,N,N,TooMinor,4.97,84.79,76.46,6.7,4.43,Monthly,Often,4.71,2.15,InPerson,1.102874
WAVE-06,HH-cf23cbc0fcc037,5.36,3.52,N,Y,N,Y,Other,1.83,52.35,3.58,5.11,9.83,Never,Never,8.95,8.14,Phone,4.058287
WAVE-08,HH-e5a2720204b93a,8.73,6.86,N,Y,Y,N,DistrustPolice,7.94,48.62,5.09,2.5,0.94,Never,Rarely,9.63,6.39,Web,0.521468
WAVE-26,HH-6f6c753d7eadbe,0.19,5.85,Y,Y,Y,Y,DistrustPolice,4.5,3.35,63.15,8.82,5.19,Never,Rarely,8.46,3.27,InPerson,4.186586
WAVE-36,HH-41b680a63ec28e,4.86,0.36,Y,Y,Y,Y,NotWorthIt,9.53,51.06,63.57,7.81,4.01,Rarely,Often,1.9,0.87,InPerson,1.903407
WAVE-40,HH-6066446c9e97a3,2.95,2.36,Y,Y,Y,N,DistrustPolice,2.46,68.48,52.44,2.96,8.23,Never,Often,8.48,5.24,IVR,2.338433
WAVE-39,HH-4f1603b8dd8675,6.77,1.86,N,N,N,Y,TooMinor,1.4,81.09,60.98,6.83,9.37,Rarely,Never,7.73,6.2,Phone,1.34138
WAVE-12,HH-6f16b17e87bb5c,9.77,4.6,Y,N,Y,N,Other,5.92,80.37,70.79,2.56,9.22,Daily,VeryOften,4.95,7.89,Phone,2.509513
WAVE-47,HH-261d3858c72b7b,0.17,8.71,Y,Y,Y,Y,DistrustPolice,7.52,40.74,91.26,1.96,0.52,Weekly,VeryOften,1.38,1.36,Paper,0.677655
WAVE-46,HH-3c6edd8a7fad9a,1.97,6.23,Y,N,Y,Y,NoEvidence,6.01,74.41,1.56,9.88,0.02,Never,VeryOften,3.32,9.33,Phone,0.639731
WAVE-43,HH-04ee3f0f90cc07,3.85,6.57,N,N,N,Y,TooMinor,8.48,27.82,28.04,8.7,6.11,Never,Rarely,0.18,6.55,IVR,2.47698
WAVE-40,HH-893e0417a4d0cd,3.6,5.28,N,N,N,Y,Other,8.46,95.37,73.43,4.93,5.02,Rarely,Sometimes,0.4,3.41,Web,4.495651
WAVE-15,HH-3a060cfb0cc79a,7.78,3.57,Y,N,N,N,TooMinor,2.82,18.93,19.36,7.45,5.78,Never,VeryOften,7.23,5.88,Paper,4.31057
WAVE-57,HH-e64a35bd06c62a,4.35,6.25,Y,Y,Y,Y,DistrustPolice,0.25,58.86,65.53,2.81,8.09,Never,VeryOften,0.64,3.65,Web,0.66668
WAVE-19,HH-4553ca929989cb,5.52,0.17,Y,Y,Y,Y,DistrustPolice,0.99,75.38,0.04,6.66,2.34,Never,Sometimes,6.49,3.55,Web,1.014878
WAVE-50,HH-5c1dd54d852688,2.93,3.34,N,Y,N,Y,NotWorthIt,6.36,36.75,95.19,4.21,0.22,Daily,Sometimes,7.29,2.09,InPerson,0.485956
WAVE-02,HH-8fac63ed822737,8.36,2.84,Y,Y,Y,Y,Other,7.35,81.14,97.04,3.54,1.23,Rarely,Sometimes,8.51,0.04,Phone,0.702309
WAVE-39,HH-d5e176ae393cd5,3.01,5.63,N,N,Y,N,DistrustPolice,8.23,83.46,21.61,4.35,3.14,Monthly,Rarely,9.55,1.1,Paper,2.393907
WAVE-46,HH-747a8b30d556eb,1.82,9.8,Y,Y,Y,Y,NotWorthIt,6.38,75.62,75.75,0.42,4.99,Never,Rarely,0.43,2.58,InPerson,1.650068
WAVE-37,HH-3aac1f20b1de55,9.74,8.62,Y,N,Y,N,FearRetaliation,9.24,63.73,36.44,7.33,3.96,Never,Often,4.63,7.15,InPerson,4.335234
WAVE-12,HH-303f8107271b29,2.58,6.32,N,N,N,Y,DistrustPolice,7.05,67.03,61.96,0.63,8.83,Never,Never,0.9,4.51,Phone,0.479623
WAVE-02,HH-b9b54c2b2c38ea,6.92,9.53,N,Y,Y,N,NoEvidence,6.02,81.38,81.24,5.58,8.66,Rarely,Sometimes,2.39,7.5,Web,3.875907
WAVE-58,HH-1da68991c2c385,6.37,7.34,N,N,N,N,TooMinor,3.9,60.36,34.03,7.97,0.66,Rarely,Rarely,2.49,3.8,Paper,4.106008
WAVE-17,HH-eda23fdb7d4323,1.13,7.28,N,N,Y,Y,NotWorthIt,0.41,20.56,99.9,0.98,1.58,Daily,VeryOften,9.81,2.39,IVR,2.064137
WAVE-47,HH-e3261ad22cb16e,7.68,5.37,Y,Y,N,N,NoEvidence,0.26,81.11,91.27,8.15,8.24,Never,Rarely,1.84,9.09,InPerson,3.6822
WAVE-25,HH-c54ad2a8eccd5c,0.89,4.28,Y,Y,Y,N,TooMinor,1.27,22.49,69.75,7.6,4.87,Never,Often,2.98,3.72,Web,0.47814
WAVE-45,HH-391afba7073385,6.96,9.33,Y,Y,N,Y,Other,0.28,21.95,17.23,1.8,6.34,Never,Often,2.76,5.12,InPerson,1.340015
WAVE-06,HH-2eb0d08eeae2d0,6.92,0.6,N,N,N,Y,TooMinor,6.25,61.42,83.38,0.3,8.22,Monthly,Sometimes,1.81,6.43,IVR,3.232086
WAVE-36,HH-df1da2f17d5eb8,3.44,9.47,N,Y,Y,Y,NoEvidence,6.74,69.16,59.49,1.62,0.29,Never,Often,8.87,1.4,IVR,4.363144
WAVE-35,HH-f0210e358f3d74,2.87,0.86,N,N,Y,N,DistrustPolice,2.37,41.45,88.99,9.96,2.07,Rarely,Often,9.1,4.98,IVR,2.219152
WAVE-35,HH-b428ba545b2164,2.13,9.86,Y,N,Y,N,FearRetaliation,0.3,54.58,71.0,2.75,7.24,Rarely,Often,5.71,9.75,Web,2.119458
WAVE-20,HH-a6ba624c06bb56,7.38,9.68,N,Y,Y,N,TooMinor,4.76,41.54,72.59,9.7,9.15,Never,Sometimes,0.69,7.79,Paper,3.681688
WAVE-49,HH-0aba2793b79d4c,9.97,6.73,Y,N,N,Y,NotWorthIt,2.06,25.28,32.9,5.84,8.61,Monthly,Often,7.67,3.33,Web,3.276224
WAVE-08,HH-4d1e492c4cde7f,3.9,8.92,Y,N,Y,N,DistrustPolice,2.38,39.06,78.05,0.38,9.27,Never,Never,5.83,8.36,IVR,3.403526
WAVE-59,HH-ddd55be00a6c20,9.63,9.22,Y,Y,N,Y,TooMinor,0.52,34.88,39.24,4.64,5.9,Rarely,Sometimes,4.04,0.07,Phone,3.947534
WAVE-46,HH-8264f46a5e2bbf,4.63,9.05,N,N,N,Y,TooMinor,2.48,93.92,82.63,0.19,6.81,Rarely,Rarely,4.24,6.76,Web,3.589575
WAVE-08,HH-66e20fd088c794,8.53,9.74,Y,Y,N,Y,TooMinor,0.81,15.02,78.6,0.76,1.98,Never,Often,5.16,5.05,Web,1.889464
WAVE-51,HH-4378f51376b265,7.43,7.28,Y,N,Y,N,TooMinor,2.25,11.19,58.12,7.53,8.7,Never,Never,4.24,0.96,InPerson,0.502591
WAVE-42,HH-87a9325b8b0e90,4.17,0.46,Y,Y,N,N,FearRetaliation,4.76,40.75,61.98,6.58,2.86,Rarely,VeryOften,0.66,3.39,Phone,2.195279
WAVE-15,HH-955c31cbab03ca,0.41,1.08,Y,N,N,Y,FearRetaliation,6.12,27.79,35.34,1.21,9.27,Never,Often,1.46,9.52,Phone,3.117762
WAVE-38,HH-d23f38e3ef690f,5.8,3.22,Y,N,N,N,NoEvidence,6.63,94.72,53.02,3.43,2.17,Rarely,VeryOften,1.78,8.18,Phone,3.59233
WAVE-22,HH-73b5a2286d1f37,5.52,6.34,Y,N,N,Y,TooMinor,1.78,44.22,46.88,0.83,0.3,Never,Sometimes,1.28,0.26,Phone,2.478143
WAVE-36,HH-c4ad55119b856b,4.98,5.58,N,N,N,N,Other,0.17,43.1,88.95,5.5,8.55,Rarely,Rarely,8.54,2.22,IVR,0.536036
WAVE-24,HH-055b9362d3e10b,1.75,5.52,N,N,Y,Y,DistrustPolice,6.72,83.19,85.68,6.33,2.34,Rarely,Never,0.95,7.34,IVR,2.908781
WAVE-50,HH-31fad9f2ca1c53,1.19,7.31,Y,Y,N,N,DistrustPolice,8.73,23.11,62.14,5.86,1.57,Never,Often,0.55,0.09,Phone,2.165706
WAVE-58,HH-ff140959b7b871,7.64,4.8,N,N,Y,N,Other,1.16,0.92,63.35,2.71,4.34,Monthly,Often,2.26,3.98,InPerson,3.029137
WAVE-57,HH-366362de5a9b38,5.53,6.42,N,N,Y,Y,Other,6.82,5.03,91.54,0.43,7.63,Rarely,Rarely,7.77,0.58,InPerson,3.993513
WAVE-43,HH-2410cdda6e1a3a,1.41,2.03,N,N,Y,N,DistrustPolice,2.04,88.29,24.89,1.99,8.9,Monthly,Rarely,0.1,6.47,InPerson,4.124196
WAVE-24,HH-7c6a3c67e03e46,7.5,6.39,N,Y,Y,N,DistrustPolice,10.0,17.38,76.06,4.23,8.53,Never,Often,4.29,0.07,Phone,3.724032
WAVE-07,HH-0517d2f6feb772,5.94,7.18,Y,Y,Y,Y,DistrustPolice,3.92,61.57,45.71,9.06,7.87,Never,Sometimes,6.82,7.84,InPerson,0.374068
WAVE-45,HH-869a9bbf45daa0,8.35,9.61,Y,Y,Y,Y,TooMinor,1.0,65.72,84.32,0.84,6.22,Rarely,Often,0.14,6.63,Paper,0.923695
WAVE-21,HH-36139eb2dceb73,0.58,4.62,Y,Y,N,Y,NotWorthIt,7.23,89.84,33.16,1.69,7.15,Never,VeryOften,4.42,2.66,InPerson,2.765652
WAVE-11,HH-8efbc0bd43bc3e,4.75,4.08,N,Y,N,N,Other,8.36,14.13,36.21,7.77,8.93,Weekly,Rarely,3.56,5.8,InPerson,1.652453
WAVE-29,HH-c6913ea88b2a3a,7.89,1.18,Y,N,Y,Y,TooMinor,3.27,32.72,93.1,2.5,0.53,Monthly,Often,6.04,3.64,Phone,2.738496
WAVE-43,HH-5aef41e380c725,7.93,4.3,Y,Y,Y,N,NoEvidence,7.55,52.46,44.03,7.87,2.0,Weekly,Rarely,9.81,6.79,IVR,1.947722
WAVE-40,HH-bc22221a7a177f,2.89,6.11,Y,N,Y,N,TooMinor,5.89,34.57,28.86,8.35,6.09,Daily,Rarely,7.61,4.95,Paper,0.288524
WAVE-17,HH-708b0cf7cd14b3,9.56,3.58,Y,N,Y,Y,FearRetaliation,8.55,98.33,53.06,7.05,6.91,Never,Often,9.95,4.7,IVR,3.708338
WAVE-15,HH-31389cd8e9fc8d,2.43,3.34,Y,Y,Y,N,TooMinor,8.52,82.33,34.89,7.65,8.08,Never,Never,2.03,6.72,Paper,2.305428
WAVE-05,HH-fd4bc1b3b85e1c,9.38,5.32,Y,Y,N,Y,NoEvidence,9.07,21.96,86.96,1.77,6.3,Monthly,Rarely,3.1,0.91,Paper,2.033335
WAVE-02,HH-4e680f1f883609,8.3,5.5,Y,Y,N,N,NoEvidence,6.85,23.52,64.65,1.62,0.54,Never,Sometimes,2.4,7.22,Phone,3.179609
WAVE-56,HH-8da99fecd977a8,9.67,6.27,N,Y,Y,N,TooMinor,5.53,48.57,47.31,7.43,8.13,Never,Often,3.24,0.75,InPerson,2.198663
WAVE-56,HH-a9d39ed9c3cfc9,3.6,7.88,N,N,N,N,NoEvidence,3.15,71.62,21.98,5.82,7.2,Never,VeryOften,6.41,1.77,Web,0.586343
WAVE-55,HH-a30752e9eb1d6b,8.71,7.95,N,N,Y,N,Other,3.12,19.22,50.38,9.92,9.96,Never,Never,6.86,6.88,IVR,0.402121
WAVE-29,HH-0dfeb8de38ec98,5.03,0.66,N,Y,Y,Y,NoEvidence,8.79,42.43,59.48,7.93,4.74,Never,VeryOften,8.43,2.97,Phone,1.906925
WAVE-50,HH-bcaeb10520e17c,6.76,5.29,N,Y,N,N,FearRetaliation,0.23,73.76,53.19,8.8,9.18,Rarely,VeryOften,5.94,2.49,Paper,2.31078
WAVE-27,HH-15b5435d99c0e7,0.11,4.69,N,Y,Y,N,NotWorthIt,3.68,86.01,6.69,1.36,4.9,Rarely,Rarely,3.92,5.3,Paper,2.788588
WAVE-44,HH-6c0248cc8c1661,3.8,5.06,Y,Y,N,Y,NoEvidence,8.51,97.92,56.1,7.7,5.74,Never,Rarely,1.8,5.22,InPerson,1.736795
WAVE-42,HH-d8bab25c9f7dc6,8.46,9.23,Y,Y,N,Y,NoEvidence,7.92,69.75,64.05,9.95,9.99,Rarely,VeryOften,5.9,8.13,Web,0.566311
WAVE-27,HH-8441c56ed1ffc4,7.76,1.66,Y,N,Y,N,DistrustPolice,9.12,50.58,8.45,7.08,1.05,Never,Often,8.1,3.09,Web,0.56677
WAVE-05,HH-ed9cea3690d2ab,4.23,1.92,Y,Y,N,Y,DistrustPolice,0.21,11.25,35.77,6.92,9.72,Monthly,Sometimes,8.65,9.63,Paper,1.621577
WAVE-21,HH-2093998dd0d4f1,1.88,8.83,N,N,Y,Y,DistrustPolice,4.7,39.7,26.26,4.24,6.96,Never,Sometimes,0.23,0.23,InPerson,1.611306
WAVE-51,HH-07e9bf695dad45,9.95,5.31,N,Y,N,Y,NotWorthIt,4.47,82.4,93.89,1.47,7.86,Daily,Often,2.79,5.23,Phone,1.822748
WAVE-21,HH-e5c302719c05f1,0.83,3.54,N,N,Y,Y,FearRetaliation,7.9,29.87,9.12,6.99,5.15,Never,Sometimes,0.29,0.98,InPerson,3.626226
WAVE-57,HH-6326b8c29c436e,9.95,6.54,N,N,Y,Y,NotWorthIt,3.02,60.18,88.65,4.59,6.33,Never,Never,5.75,2.66,InPerson,0.690375
WAVE-29,HH-8a730e60515308,0.28,4.88,N,N,N,Y,DistrustPolice,5.22,50.21,30.6,7.56,7.27,Monthly,Often,7.24,3.78,Paper,2.416289
WAVE-38,HH-13afeb2a48230e,7.17,9.32,N,N,Y,Y,NotWorthIt,1.53,75.27,13.72,1.53,6.87,Rarely,Rarely,7.09,9.74,Web,1.130319
WAVE-56,HH-ba5568a64829ad,0.28,4.92,Y,N,N,N,NotWorthIt,1.95,95.02,50.66,3.7,9.34,Never,Sometimes,6.73,8.97,InPerson,2.481118
WAVE-46,HH-4b9ed50b38b035,4.55,5.45,Y,Y,N,N,DistrustPolice,2.73,32.31,56.29,3.28,1.05,Rarely,Often,4.85,5.36,Paper,2.188164
WAVE-59,HH-092e77f4b9e55e,1.07,8.49,Y,Y,N,N,Other,2.49,67.24,54.73,1.5,7.51,Monthly,VeryOften,4.43,1.98,Paper,2.873592
WAVE-45,HH-9c91d1303bcb2d,7.25,2.26,Y,N,N,N,DistrustPolice,2.08,14.72,3.47,5.35,3.01,Never,Never,4.35,4.28,Phone,1.832879
WAVE-02,HH-5d223ab433ad16,9.18,5.8,Y,Y,Y,N,NotWorthIt,2.64,41.28,16.53,3.42,5.66,Rarely,Rarely,3.86,8.15,IVR,0.930584
WAVE-52,HH-747989d3526b8d,5.95,8.27,Y,N,Y,N,NotWorthIt,2.15,59.91,62.02,6.05,0.67,Monthly,Rarely,3.64,9.55,Paper,3.716298
WAVE-16,HH-15dd8a895aec21,0.44,4.7,Y,Y,N,N,TooMinor,0.64,29.25,4.17,5.15,0.48,Never,Often,8.94,4.06,Web,2.117531
WAVE-26,HH-9b5d9677decef0,9.25,8.35,N,N,N,Y,Other,2.48,1.16,97.1,9.95,6.77,Weekly,VeryOften,7.94,1.84,Web,4.208504
WAVE-59,HH-844907dda73f47,4.65,3.96,Y,N,N,Y,DistrustPolice,2.09,27.85,35.32,3.3,9.95,Rarely,Never,0.06,6.31,InPerson,1.6719
WAVE-44,HH-ef8375fd27d1fa,1.67,9.54,N,N,Y,N,NotWorthIt,1.15,69.37,34.41,4.17,9.19,Never,Often,3.04,5.17,Web,4.192054
WAVE-29,HH-bff1dd9bad9db3,0.58,2.73,Y,N,N,Y,Other,6.55,18.92,17.35,2.77,0.91,Never,Never,8.74,0.74,InPerson,2.754756
WAVE-25,HH-d424af79746dc8,4.19,0.53,N,N,N,Y,FearRetaliation,9.16,9.29,31.46,0.54,8.11,Rarely,Never,5.31,3.96,InPerson,3.248369
WAVE-11,HH-30d8abe225e895,6.68,8.46,Y,Y,N,N,FearRetaliation,9.78,54.35,65.46,7.35,5.92,Rarely,VeryOften,8.18,5.35,Phone,3.163642
WAVE-53,HH-dfba9410476b1f,2.97,7.16,N,Y,Y,Y,TooMinor,8.66,73.61,7.93,7.59,1.53,Never,Never,5.12,8.22,InPerson,3.02234
WAVE-59,HH-88997e1672d9fe,8.84,9.35,Y,N,N,N,DistrustPolice,9.32,62.92,75.39,0.68,5.94,Never,Never,1.34,2.46,IVR,1.914549
WAVE-34,HH-aa4ea4a396e8b6,1.95,9.72,N,N,Y,N,DistrustPolice,8.66,63.43,96.96,4.24,3.27,Never,Never,8.74,9.05,InPerson,3.499725
WAVE-57,HH-68166fe16b5787,2.53,7.53,N,N,N,Y,FearRetaliation,3.46,74.71,53.71,8.36,5.55,Never,Rarely,9.53,2.67,IVR,3.739931
WAVE-30,HH-50609d68386a6f,9.29,6.82,Y,Y,N,N,FearRetaliation,4.36,74.31,7.52,7.62,9.25,Rarely,Never,5.05,5.07,Web,3.399429
WAVE-26,HH-96d1dc3fdffce6,9.91,0.91,Y,Y,N,Y,FearRetaliation,5.12,98.08,3.09,1.61,0.65,Never,Sometimes,1.16,4.21,Paper,0.453748
WAVE-35,HH-d87279b4d6fca1,1.66,3.89,N,N,N,Y,Other,0.2,70.16,59.14,3.48,8.8,Rarely,Sometimes,1.93,1.97,InPerson,3.013095
WAVE-23,HH-5a9bfb52cf898c,4.32,3.27,Y,Y,Y,Y,NoEvidence,6.68,72.9,60.36,1.14,8.49,Never,Sometimes,7.58,7.78,Phone,2.32641
WAVE-34,HH-9beefa20af43a1,1.59,6.54,Y,Y,Y,N,NoEvidence,3.9,73.21,66.31,0.87,5.48,Never,Rarely,4.27,9.04,IVR,3.141464
WAVE-20,HH-8073cb659c2c4d,9.47,3.79,N,Y,N,Y,NotWorthIt,3.59,95.71,18.12,4.02,4.01,Rarely,Never,5.62,0.96,InPerson,4.134621
WAVE-46,HH-f40dc682d5c3bc,0.42,4.62,Y,N,Y,Y,DistrustPolice,8.46,74.85,30.68,2.82,0.07,Rarely,Rarely,3.93,5.69,Paper,2.228874
WAVE-41,HH-0a689d26f650db,0.85,4.41,N,Y,N,Y,NotWorthIt,7.13,73.24,32.41,9.16,0.34,Monthly,Never,3.88,7.58,Paper,2.024036
WAVE-11,HH-b443dd3f7f94aa,4.86,4.94,N,N,N,N,NoEvidence,3.56,24.51,55.05,6.82,0.75,Never,Sometimes,6.83,1.04,IVR,4.366883
WAVE-57,HH-2f7e587d45a80d,7.22,1.95,N,N,Y,N,DistrustPolice,9.73,30.03,66.83,1.7,3.94,Rarely,Sometimes,4.22,1.95,InPerson,1.835901
WAVE-13,HH-4ce973d7fccec8,8.11,8.51,Y,N,N,N,Other,4.58,74.11,97.37,1.53,9.74,Monthly,Never,9.25,8.11,Phone,1.830947
WAVE-52,HH-6459f3d3b7df33,3.44,7.88,N,N,Y,Y,NoEvidence,2.4,65.26,1.0,3.24,6.54,Rarely,Often,0.85,6.13,Phone,4.037161
WAVE-50,HH-f4344e9302abb3,5.14,8.33,Y,Y,Y,Y,NotWorthIt,3.31,47.61,84.0,4.03,9.86,Rarely,Rarely,0.66,8.27,Paper,3.606514
WAVE-12,HH-4764a3f50d3092,9.12,0.42,N,N,Y,Y,FearRetaliation,5.21,89.48,68.88,7.16,1.14,Never,VeryOften,3.33,7.69,Phone,0.321838
WAVE-50,HH-f18911670f4a21,6.07,9.91,Y,N,Y,N,DistrustPolice,7.32,19.73,26.73,0.02,0.59,Rarely,Often,3.96,4.44,InPerson,1.265452
WAVE-50,HH-ceab7e80209211,3.74,0.25,Y,Y,Y,Y,NotWorthIt,6.26,76.39,93.6,2.26,4.98,Daily,Sometimes,6.79,2.84,Paper,0.41786
WAVE-52,HH-4b95973f5b7253,1.66,9.01,Y,Y,N,Y,DistrustPolice,0.8,38.02,35.2,8.24,1.46,Never,Sometimes,7.95,0.08,InPerson,2.671956
WAVE-55,HH-9db61cee29da27,9.47,9.85,N,Y,N,Y,DistrustPolice,0.67,78.2,68.02,3.21,9.41,Daily,Often,7.56,3.53,Phone,0.747227
WAVE-02,HH-411f763e420699,8.27,8.21,N,N,N,N,NotWorthIt,5.01,63.83,80.27,9.91,0.91,Rarely,Never,1.05,9.12,InPerson,3.405924
WAVE-54,HH-cf3c40ef1ab3d2,7.3,8.94,Y,Y,N,N,NoEvidence,9.4,18.63,57.18,8.01,2.71,Rarely,VeryOften,1.24,0.06,InPerson,1.289786
WAVE-30,HH-e7b4dd22aeb92e,2.63,7.81,N,Y,Y,Y,DistrustPolice,2.43,18.76,87.16,1.44,9.38,Weekly,VeryOften,4.68,7.48,InPerson,1.184586
WAVE-42,HH-a8bdec0f3a4656,7.9,0.64,Y,N,N,Y,NotWorthIt,6.23,32.06,20.86,4.39,5.34,Monthly,VeryOften,9.97,9.49,Phone,0.393457
WAVE-16,HH-5a8251e6a5c210,5.8,4.86,N,Y,Y,Y,FearRetaliation,3.96,40.5,93.65,8.21,9.32,Monthly,Rarely,4.37,2.11,Web,2.13411
WAVE-47,HH-4277a2a2e1b981,8.68,5.42,N,Y,N,Y,TooMinor,8.97,92.9,43.88,5.11,1.41,Never,Never,6.22,0.63,Phone,1.195217
WAVE-34,HH-0fa80d7567174d,1.77,3.2,N,N,Y,N,NotWorthIt,7.22,67.63,13.23,2.49,9.84,Never,Sometimes,3.79,8.19,Paper,4.164032
WAVE-51,HH-465114b0883a55,8.54,4.95,N,N,N,N,Other,0.7,97.02,40.79,2.64,0.95,Monthly,Never,9.1,3.81,InPerson,3.619275
WAVE-14,HH-458bb381b23ade,6.27,6.21,N,N,N,Y,NotWorthIt,4.56,33.2,2.68,9.55,2.97,Never,Sometimes,8.7,1.86,Phone,3.897381
WAVE-50,HH-c2986360bfd39b,2.34,6.86,N,Y,N,N,DistrustPolice,4.73,78.44,5.15,5.22,7.42,Never,Sometimes,2.93,3.41,Paper,2.532472
WAVE-14,HH-6da202cc6d3131,4.66,4.09,N,N,N,Y,NotWorthIt,7.15,87.04,45.23,4.29,2.49,Rarely,Rarely,0.89,7.34,Phone,2.988031
WAVE-56,HH-ab3ad97c74995c,9.32,0.96,Y,N,N,N,NotWorthIt,8.29,6.13,21.26,4.14,5.61,Never,Sometimes,1.77,7.01,Phone,1.935038
WAVE-57,HH-78654bf7f5e598,8.46,9.6,N,Y,Y,N,Other,8.08,33.61,68.23,6.65,9.02,Never,Sometimes,3.12,2.02,IVR,2.117734
WAVE-53,HH-294b0cb16869cf,9.73,7.01,Y,Y,Y,N,FearRetaliation,5.89,75.54,43.16,1.35,5.32,Never,Rarely,7.95,0.5,Paper,1.153683
WAVE-25,HH-06e2d57ba193c9,4.58,1.06,N,Y,Y,Y,FearRetaliation,1.14,15.08,48.5,8.01,5.55,Weekly,Sometimes,5.94,6.18,IVR,1.936589
WAVE-20,HH-6d6adfc34918ba,5.96,4.43,Y,N,Y,Y,NotWorthIt,1.43,84.3,32.77,8.01,9.0,Weekly,Often,0.44,5.14,InPerson,2.976588
WAVE-35,HH-82f2139007714d,7.51,2.0,N,Y,Y,N,Other,7.37,79.97,27.63,7.5,4.06,Never,Never,7.04,3.48,IVR,0.366577
WAVE-46,HH-693bc394601e8b,1.4,0.75,N,Y,Y,N,TooMinor,5.77,31.3,47.5,8.97,1.59,Daily,Rarely,7.08,7.56,Paper,1.441581
WAVE-36,HH-de73b28606f6f1,7.55,6.63,N,Y,N,N,TooMinor,3.69,28.86,3.47,9.81,1.08,Rarely,Often,8.21,3.88,InPerson,1.047522
WAVE-56,HH-a910ec7caf4ea2,4.91,0.93,N,N,Y,N,Other,8.51,92.26,87.67,0.74,3.71,Weekly,VeryOften,5.67,4.11,IVR,1.674916
WAVE-52,HH-4f21db745f78d3,3.8,2.66,N,N,N,Y,TooMinor,0.24,0.31,61.78,1.88,8.93,Never,VeryOften,9.22,2.46,IVR,4.347587
WAVE-06,HH-c02f417d97d0d1,3.43,3.21,Y,Y,Y,Y,NoEvidence,3.24,9.97,65.18,6.91,1.77,Never,Rarely,9.36,5.39,Phone,3.146385
WAVE-27,HH-d5cba7e598ceec,9.28,0.91,N,Y,N,N,Other,8.62,75.43,1.7,5.11,6.17,Weekly,Sometimes,5.29,4.95,Paper,2.116229
WAVE-09,HH-5ede70d6904aa6,1.6,3.88,Y,N,N,Y,Other,5.02,4.61,31.9,4.09,4.04,Never,VeryOften,7.12,8.83,Phone,2.288648
WAVE-30,HH-fffe40beadf25a,3.4,2.62,Y,N,Y,Y,DistrustPolice,4.51,68.0,66.03,9.28,2.38,Daily,VeryOften,2.79,6.75,IVR,2.419589
