gov_mff_reference_year,gov_mff_mff_period_code,gov_mff_heading_code,gov_mff_programme_code,gov_mff_commitments_eur,gov_mff_payments_eur,gov_mff_execution_rate_pct,gov_mff_revenue_own_resources_eur,gov_mff_gni_based_resource_eur,gov_mff_vat_based_resource_eur,gov_mff_customs_duties_resource_eur,gov_mff_plastic_own_resource_eur,gov_mff_rebates_eur,gov_mff_unspent_commitments_ral_eur,gov_mff_audits_findings_count,gov_mff_irregularities_amount_eur,gov_mff_anti_fraud_olaf_cases_count,gov_mff_transparency_portal_url_hash,gov_mff_data_source,gov_mff_data_extract_date
2022,2021_2027,H4_MIGRATION_BORDER,CEF_DIGITAL,33257970037.91,28245612094.46,84.93,12762833922.42,34957621005.68,12425013972.41,2637259913.5,544295621.02,2552710749.18,6023266034.22,5,61415862.47,43,e867607e7ab9fa76c4e1d50d8bb2,ECA_AUDIT_SUMMARY,2024-01-22
2023,2021_2027,H2_COHESION_RESILIENCE,IPA,47947998541.03,23460909266.73,48.93,33073154605.56,32306304654.17,5893779435.04,10926045313.08,558173986.33,711597543.78,25604038682.67,1,138635053.48,78,e4c4fe23ce339be5eb5a96da0455,OPEN_DATA_PORTAL_BUDGET,2024-01-22
2024,2021_2027,H7_PUBLIC_ADMIN,DIGITAL_EUROPE,80817567570.97,77238436421.65,95.57,28886234713.71,48008943051.92,1466270577.18,2992121311.33,1281582574.92,8019660278.02,4820734223.34,21,158742873.9,50,1e623dea193353ad865ade8924bd,EU_BUDGET_FINANCIAL_REPORT,2024-11-21
2025,2021_2027,H5_SECURITY_DEFENCE,JUST_TRANSITION,59181878680.2,50968210496.5,86.12,5873174475.91,9202806224.97,14351901568.19,10078147748.37,715426798.52,2405767793.39,7852751581.83,45,4747243.65,34,5e12bfd7b8edff35f7736ff73fc6,OLAF_ANNUAL_REPORT,2026-02-04
2026,2021_2027,H3_NATURAL_RESOURCES,LIFE,15317493271.11,5783759991.9,37.76,20289367637.42,3570654519.06,17993003104.88,968808027.25,324722691.56,316351225.55,14483632000.06,2,228292835.5,57,8f311b2f45ffd233f11322ef704e,ECA_AUDIT_SUMMARY,2024-01-10
2014,2014_2020,H1_SINGLE_MARKET,HORIZON_EUROPE,19557139776.81,18978845129.01,97.04,30475405313.0,72355319077.39,9742259670.02,5849635790.45,610356456.21,7035958228.71,743728984.96,16,32833180.01,21,f7c41a15f3b47f52ef471840a5a5,OPEN_DATA_PORTAL_BUDGET,2024-06-09
2015,2014_2020,H6_NEIGHBOURHOOD_WORLD,EU4HEALTH,50899474239.53,47967614082.16,94.24,27818443948.65,43212883668.64,4811948394.15,2470434198.67,505039280.62,3811525581.85,3055587908.75,96,466513879.46,32,d9da6ae0973485bd201180b148c7,EU_BUDGET_FINANCIAL_REPORT,2024-12-06
2016,2014_2020,H4_MIGRATION_BORDER,ERDF,47103360734.5,39511054451.35,83.88,18567341031.97,7211523593.44,1158434679.8,9270792149.66,649716599.84,16067334.95,10279511518.54,94,74503991.04,44,ad30d1aff0e96ce45a8e62d10868,OLAF_ANNUAL_REPORT,2024-05-13
2017,2014_2020,H2_COHESION_RESILIENCE,AMIF,38257546930.73,32982397996.98,86.21,3757701105.06,10074080026.45,9224545728.48,8939825102.74,48475380.91,6512880687.71,4567872423.53,12,102979881.45,46,6e52e03692a03b1f998c24a10fd4,ECA_AUDIT_SUMMARY,2025-12-31
2018,2014_2020,H7_PUBLIC_ADMIN,ESF_PLUS,30142180275.61,13396282860.78,44.44,8949115991.0,3946497369.28,5571379866.45,9144377652.46,179364048.69,4265973610.49,26217260891.76,132,18688410.31,58,2c63e8ccae70ed33c7b4b8d7aa4e,OPEN_DATA_PORTAL_BUDGET,2024-10-04
2019,2014_2020,H5_SECURITY_DEFENCE,ISF,86107401050.25,60950988572.28,70.78,7473675809.18,8123547838.48,14708195998.86,11339896091.82,559750850.29,2595949473.37,34815763149.85,140,189480552.38,53,8fadb98c27a85a112b97b4f37bf1,EU_BUDGET_FINANCIAL_REPORT,2024-03-08
2020,2014_2020,H3_NATURAL_RESOURCES,CAP,30286792985.04,16271102262.11,53.72,17916369851.41,16688967723.8,13046734575.43,5331267032.08,561241143.09,859608447.04,17550266170.72,78,620209243.37,39,468139ab562554014b4305826f30,OLAF_ANNUAL_REPORT,2025-02-25
2021,2021_2027,H1_SINGLE_MARKET,NDICI,13056504755.46,8745921006.1,66.99,14032203641.34,16345207084.07,14363016995.76,3472879855.75,420237407.91,1722468266.91,4163084717.39,58,107853576.46,48,b180df88eedc2f1d6e9a18bf3af4,ECA_AUDIT_SUMMARY,2025-05-26
2022,2021_2027,H6_NEIGHBOURHOOD_WORLD,CEF_DIGITAL,50309153687.87,42836878131.25,85.15,20343562686.39,17379814513.06,876423459.82,9574462648.07,2365971864.96,2541687351.66,6929470749.8,15,22147491.96,84,81fde54d8ca8bb215ec401fd82d0,OPEN_DATA_PORTAL_BUDGET,2024-01-19
2023,2021_2027,H4_MIGRATION_BORDER,IPA,71681161184.23,26424231780.38,36.86,31580854121.5,64305624389.29,18521707512.44,4468692914.58,1676423799.25,228253904.13,66764615472.33,68,316885222.41,12,ec43fe201b9a0bcc44ff846fccd9,EU_BUDGET_FINANCIAL_REPORT,2025-03-20
2024,2021_2027,H2_COHESION_RESILIENCE,DIGITAL_EUROPE,64643942122.62,51105351101.42,79.06,29344813013.45,37918707863.47,589046064.64,4607091169.52,1084827651.77,8623821706.26,16454023945.21,99,325756932.93,75,ed6c64e4e4b0c6e5ea33d4c8f904,OLAF_ANNUAL_REPORT,2024-06-05
2025,2021_2027,H7_PUBLIC_ADMIN,JUST_TRANSITION,38284979971.73,22078118065.02,57.67,11949890560.44,37371982739.66,4907569569.75,317537372.49,1093011355.92,910311135.23,14532169757.85,81,321988449.43,5,85ac19219114b1107670e957ed16,ECA_AUDIT_SUMMARY,2025-03-05
2026,2021_2027,H5_SECURITY_DEFENCE,LIFE,12787646109.57,7108608236.62,55.59,9857061618.51,25297519206.87,2250347281.91,8476040090.44,1058277104.59,7161744473.56,8888428273.96,4,195935140.9,72,96cf4ef3aa314cec102503707834,OPEN_DATA_PORTAL_BUDGET,2026-02-09
2014,2014_2020,H3_NATURAL_RESOURCES,HORIZON_EUROPE,21123614472.7,7667071671.84,36.3,21640591115.75,60877308742.82,6763284402.65,4447242340.63,27361497.33,1031114874.32,19401250449.14,120,368410949.8,39,7994acfbbb9ad587bf8b1f3d8585,EU_BUDGET_FINANCIAL_REPORT,2025-02-09
2015,2014_2020,H1_SINGLE_MARKET,EU4HEALTH,25899118616.36,23849713642.85,92.09,10165414882.17,44634169364.15,9078924150.1,2137185314.19,434443084.97,3295204002.46,2907428851.37,69,54835701.11,63,ede8de03004dc4acc89bac8f8f34,OLAF_ANNUAL_REPORT,2024-12-23
2016,2014_2020,H6_NEIGHBOURHOOD_WORLD,ERDF,65072602944.91,28136693656.57,43.24,1282420018.29,33300025371.8,6336295386.42,11050409523.13,160851473.73,5402443891.7,46241456192.14,36,68971754.37,1,796c87f7db129e4761eca462ba7e,ECA_AUDIT_SUMMARY,2024-08-10
2017,2014_2020,H4_MIGRATION_BORDER,AMIF,18345089872.97,15619502387.53,85.14,2966022350.73,31584112630.4,12960430080.84,1890285542.38,202635471.45,10133101770.46,3562990731.65,81,241662061.88,63,ded4361a23d28b46d58d05a4732a,OPEN_DATA_PORTAL_BUDGET,2024-11-25
2018,2014_2020,H2_COHESION_RESILIENCE,ESF_PLUS,30013981122.06,18363388891.71,61.18,26395788959.12,60630458065.71,11681309464.5,326487457.44,356681931.79,6206036191.2,11517197051.79,44,109843380.61,63,4e737af088e4908199b6bf3435cf,EU_BUDGET_FINANCIAL_REPORT,2026-01-16
2019,2014_2020,H7_PUBLIC_ADMIN,ISF,62175515760.96,55414103421.49,89.13,38296305038.84,10401230982.18,7592244569.78,758014960.47,386227527.14,2862849638.08,9463932247.95,108,157199807.72,82,ceb03bdfd20e3b6162be247b09cb,OLAF_ANNUAL_REPORT,2025-06-30
2020,2014_2020,H5_SECURITY_DEFENCE,CAP,7969624338.34,7184324780.9,90.15,45439789408.79,21009028635.33,1704368082.72,4684601592.64,36765200.67,5093614401.74,841002291.78,67,593414497.07,5,9aeec3d7296f32a01931766a920f,ECA_AUDIT_SUMMARY,2024-08-25
2021,2021_2027,H3_NATURAL_RESOURCES,NDICI,376676477.16,278319950.5,73.89,30104755380.33,9237347019.28,6100441546.88,8782076887.34,327996880.34,2710153360.97,106345719.22,110,452618196.52,86,7f7e7f6b675bde80bf9709b20c03,OPEN_DATA_PORTAL_BUDGET,2026-01-13
2022,2021_2027,H1_SINGLE_MARKET,CEF_DIGITAL,39048647854.6,34767306263.5,89.04,4734444305.91,39487515106.25,3481056308.02,748075614.0,289182555.49,2975235357.24,3696297185.45,12,44048960.53,55,b6f7505540ae001c4af58c6428aa,EU_BUDGET_FINANCIAL_REPORT,2025-01-15
2023,2021_2027,H6_NEIGHBOURHOOD_WORLD,IPA,24276625724.67,18640454865.61,76.78,1751921356.52,29683381991.96,2285070700.61,12910637528.08,523450291.17,8275482535.63,8421904616.65,41,35251163.1,65,a9d096c1a8499914c7ae54486ece,OLAF_ANNUAL_REPORT,2024-01-10
2024,2021_2027,H4_MIGRATION_BORDER,DIGITAL_EUROPE,32521017525.25,17729004020.48,54.52,17306244522.58,31308417597.0,15013553420.27,3904957779.95,2340938339.47,6157518259.8,20054097914.84,92,173397767.02,31,10819093a4df84e96e5be15e2f98,ECA_AUDIT_SUMMARY,2025-08-09
2025,2021_2027,H2_COHESION_RESILIENCE,JUST_TRANSITION,43813219468.69,42721647433.24,97.51,25720724731.06,15636751574.75,5607813250.65,8610264014.43,1340668803.54,3328178567.89,1366414737.67,98,48453569.07,79,ed3563ad51e86b9944079ac85fe1,OPEN_DATA_PORTAL_BUDGET,2024-05-06
2026,2021_2027,H7_PUBLIC_ADMIN,LIFE,34265062724.2,27520030952.71,80.32,14928855255.48,3658377556.06,11142981233.24,555207996.42,1379931797.88,6150024382.95,9212182163.95,132,105916347.49,76,fcc452debd5646e6cd45946627b4,EU_BUDGET_FINANCIAL_REPORT,2024-06-29
2014,2014_2020,H5_SECURITY_DEFENCE,HORIZON_EUROPE,28199187685.86,23126813917.1,82.01,18884886007.2,75466238795.48,7127162548.27,13727032837.03,346353935.74,8152624233.93,7465516696.39,50,71022642.18,27,1c89922ca7dee0189c858f6c546c,OLAF_ANNUAL_REPORT,2025-11-13
2015,2014_2020,H3_NATURAL_RESOURCES,EU4HEALTH,5013804625.28,4156326324.51,82.9,16174520485.8,23259634482.72,738922642.28,6941072072.18,132035005.61,3614415670.6,830865312.3,140,620697764.1,40,cdab0e438fbee00348c685ca0a09,ECA_AUDIT_SUMMARY,2024-03-04
2016,2014_2020,H1_SINGLE_MARKET,ERDF,77266028329.1,65203928748.05,84.39,33546185542.17,32693034056.89,6828847807.18,316723172.48,150134982.86,2188074087.76,15630898815.13,93,15693780.29,59,f2c1c20f6cd4815d7e97ba26f961,OPEN_DATA_PORTAL_BUDGET,2025-10-27
2017,2014_2020,H6_NEIGHBOURHOOD_WORLD,AMIF,84883514552.55,35127086972.06,41.38,18582697707.58,73578172338.42,12439672864.58,2483126842.01,144237206.35,1777189423.89,40896200721.41,55,43034960.75,77,6f6df8257917c632a6329a68b2f0,EU_BUDGET_FINANCIAL_REPORT,2025-06-07
2018,2014_2020,H4_MIGRATION_BORDER,ESF_PLUS,13854093486.43,11705155889.7,84.49,17674629925.87,30049709543.77,13956303642.05,3470539748.98,318960368.78,3711168385.44,2958615169.38,109,594160374.15,68,3d9c2030ec2bad69beb4a878315e,OLAF_ANNUAL_REPORT,2025-03-27
2019,2014_2020,H2_COHESION_RESILIENCE,ISF,15106289810.73,14735212230.83,97.54,1680678027.99,23164557022.16,1464259479.63,842286141.72,74370119.97,5830895616.58,376477180.96,52,212058436.9,76,fb41df977407a9dd305261e1a987,ECA_AUDIT_SUMMARY,2025-11-15
2020,2014_2020,H7_PUBLIC_ADMIN,CAP,43976941210.21,29163505933.5,66.32,4441837279.69,39438566311.31,3770665201.65,3630616153.89,754689328.09,3703887940.05,18117884748.21,45,201621827.68,29,b538824e928a1f413d9a4ce3607d,OPEN_DATA_PORTAL_BUDGET,2025-05-06
2021,2021_2027,H5_SECURITY_DEFENCE,NDICI,55431317372.76,36107632730.49,65.14,46380602989.34,12159995481.08,5230543075.9,11375062176.14,871545189.15,2653651398.69,18888559595.65,27,257768771.3,8,ae66a9ca966ae51ccc10af98d2a8,EU_BUDGET_FINANCIAL_REPORT,2026-02-24
2022,2021_2027,H3_NATURAL_RESOURCES,CEF_DIGITAL,79650996264.29,39833555620.11,50.01,30517468398.92,73780784916.62,7239523051.82,7810427268.71,1295710802.65,2007873340.24,56136173341.75,76,321301818.55,3,7deebf618d4be838a3aa23ec6202,OLAF_ANNUAL_REPORT,2024-10-15
2023,2021_2027,H1_SINGLE_MARKET,IPA,34299890331.92,14250754696.16,41.55,24669194336.84,36717608567.83,2579512565.51,8609320277.05,543579295.13,2073702145.37,25379167511.89,123,345301382.89,80,cb5354b96ad9db4e83b08044dc20,ECA_AUDIT_SUMMARY,2025-04-12
2024,2021_2027,H6_NEIGHBOURHOOD_WORLD,DIGITAL_EUROPE,6757803956.62,6670927966.96,98.71,38122914991.11,9224304741.39,3103932894.24,365102365.5,873240176.29,5823541560.96,90144574.7,108,517761273.46,85,783bf3bf3d9b655909f34d89353a,OPEN_DATA_PORTAL_BUDGET,2025-09-12
2025,2021_2027,H4_MIGRATION_BORDER,JUST_TRANSITION,35401118184.22,16324381029.51,46.11,10262924347.28,38905846752.27,19011401841.23,373777040.54,422698079.13,6467131430.2,26781757847.85,85,34239501.33,36,878733f221a57be24590fef41f5c,EU_BUDGET_FINANCIAL_REPORT,2024-10-05
2026,2021_2027,H2_COHESION_RESILIENCE,LIFE,62381845033.98,25683909767.96,41.17,8872268325.24,7953028877.67,15854300464.87,5172897800.3,73602116.65,1214984260.76,44855765951.48,136,143998810.96,33,d7dd2540d73db1f9359f546c26ef,OLAF_ANNUAL_REPORT,2025-01-09
2014,2014_2020,H7_PUBLIC_ADMIN,HORIZON_EUROPE,48218675280.04,37939604067.42,78.68,40031630712.03,4921922133.8,2537432790.63,1348697657.15,309332868.96,10096484615.65,8890311296.83,91,235248390.72,50,00091b361ff65f1a34d223e21799,ECA_AUDIT_SUMMARY,2024-02-16
2015,2014_2020,H5_SECURITY_DEFENCE,EU4HEALTH,31953922016.99,28262193045.27,88.45,25233233471.03,39421241951.73,9744537152.28,5418218224.97,382835886.23,6033744983.14,5441402712.59,11,138914849.87,51,6779707626b7c5b9ea99c02d6eba,OPEN_DATA_PORTAL_BUDGET,2025-02-06
2016,2014_2020,H3_NATURAL_RESOURCES,ERDF,7099139301.06,3785239452.79,53.32,11352596476.28,19330073484.2,901190654.37,10767513498.51,49554572.39,10705150342.95,3744474292.22,96,70743092.64,8,5f5c50bff987fe5ba520d017d708,EU_BUDGET_FINANCIAL_REPORT,2025-05-14
2017,2014_2020,H1_SINGLE_MARKET,AMIF,76573935781.34,52867866128.81,69.04,24502728330.22,54493340877.63,7452249066.89,8970275650.67,199703109.27,5145439175.31,25371590352.49,119,99630869.34,47,c79a4e6b05a0bc8a046240e7ea0c,OLAF_ANNUAL_REPORT,2025-06-07
2018,2014_2020,H6_NEIGHBOURHOOD_WORLD,ESF_PLUS,6294831420.79,5204585483.58,82.68,2230642784.73,29945892658.68,6392845020.0,6816658322.14,150693349.59,4451094377.76,1576839783.38,85,591130266.94,58,cbd358fe6b812db01d8577349b0e,ECA_AUDIT_SUMMARY,2025-02-09
2019,2014_2020,H4_MIGRATION_BORDER,ISF,20191924603.99,13261474135.23,65.68,31410863440.72,7052174275.46,8599316421.49,6503686414.65,597369385.73,978651522.2,10440916325.58,27,190087211.56,34,aac73665387162f331006358a155,OPEN_DATA_PORTAL_BUDGET,2024-04-13
2020,2014_2020,H2_COHESION_RESILIENCE,CAP,57281784260.96,43741787624.39,76.36,36554552637.74,27391283969.04,17220555976.66,2485407335.32,236656120.34,1322646004.42,11121333084.2,121,188173870.42,16,053efbdab32773e3b48e562ba91e,EU_BUDGET_FINANCIAL_REPORT,2025-09-21
2021,2021_2027,H7_PUBLIC_ADMIN,NDICI,69605595970.28,46654644891.58,67.03,6403790401.77,59254295266.06,5676669395.21,2745495667.31,278533135.11,6024398524.63,29949359784.58,13,44119322.9,19,9ebb9a26a70527bf19e997efa8bc,OLAF_ANNUAL_REPORT,2025-07-02
2022,2021_2027,H5_SECURITY_DEFENCE,CEF_DIGITAL,31748213152.65,18980571793.45,59.78,29981784758.68,32800493084.54,7813414155.45,9565818929.45,517693572.65,6986921831.22,18475822116.87,19,128520597.95,63,ab234aecbc13f36e84002175c268,ECA_AUDIT_SUMMARY,2025-03-11
2023,2021_2027,H3_NATURAL_RESOURCES,IPA,29027018150.84,23931071644.16,82.44,21802236614.12,56024204164.35,409473423.35,11873611622.89,1701240587.61,6140471702.56,4331903474.76,43,156423807.49,28,7d39db3d0a421fed978501e19865,OPEN_DATA_PORTAL_BUDGET,2024-10-29
2024,2021_2027,H1_SINGLE_MARKET,DIGITAL_EUROPE,17953135553.78,10172430170.13,56.66,15978935446.95,46625122862.48,11884991857.89,11107293948.85,2019211176.18,7549261662.1,11215062346.92,27,204746404.93,0,d5aec978dfe14145eb9915d7f049,EU_BUDGET_FINANCIAL_REPORT,2024-12-26
2025,2021_2027,H6_NEIGHBOURHOOD_WORLD,JUST_TRANSITION,37982575069.78,34185192937.0,90.0,5638107945.02,2855957238.44,14928501506.95,12856649879.34,277729258.2,1483438431.82,3649565436.56,100,465554250.47,1,74c209c22f06a5e5ec2a2ae63cb6,OLAF_ANNUAL_REPORT,2024-01-04
2026,2021_2027,H4_MIGRATION_BORDER,LIFE,1407548761.24,1280069943.49,90.94,17350739712.9,53337244410.97,2689721137.41,5673977718.65,231558636.84,782379266.57,107667154.37,16,70829040.32,36,af0d956bccab73ec187908ac8c3c,ECA_AUDIT_SUMMARY,2024-11-04
2014,2014_2020,H2_COHESION_RESILIENCE,HORIZON_EUROPE,14137794062.14,5240805877.95,37.07,20883666110.44,33758249109.36,2579946699.62,7165188424.2,271218133.76,7304518190.78,13021481531.72,116,65008359.38,51,84b22099c62da05e0b1c1801779f,OPEN_DATA_PORTAL_BUDGET,2024-09-02
2015,2014_2020,H7_PUBLIC_ADMIN,EU4HEALTH,30163233119.27,20116115431.2,66.69,23614800230.04,32496938319.35,13262022855.74,13126931482.73,15514836.32,8387036028.45,12311520425.8,67,296256224.77,61,bfaadd0dca5af38bcf90e112e802,EU_BUDGET_FINANCIAL_REPORT,2024-05-16
2016,2014_2020,H5_SECURITY_DEFENCE,ERDF,16066568243.33,13548592487.95,84.33,4322875304.75,18844017663.68,2838106366.39,12121732303.52,616374624.39,3095867896.89,3951109990.73,42,89627981.42,28,7197caeea5ed4910874f384f287e,OLAF_ANNUAL_REPORT,2025-02-03
2017,2014_2020,H3_NATURAL_RESOURCES,AMIF,47268902439.32,32769114143.84,69.32,19652360011.43,39206183170.23,3180876752.23,12407854932.87,625446099.53,4035400167.4,17083478851.52,3,240178479.29,40,560afaf8c6a17a39a38461a4d521,ECA_AUDIT_SUMMARY,2025-03-13
2018,2014_2020,H1_SINGLE_MARKET,ESF_PLUS,64733465831.53,52595703607.92,81.25,8429921765.63,65676999183.97,5861391318.03,3129562637.49,236380917.12,5061162399.15,18026911917.53,127,624041364.14,39,0164d2f6582e46951a6f5507de18,OPEN_DATA_PORTAL_BUDGET,2025-02-10
2019,2014_2020,H6_NEIGHBOURHOOD_WORLD,ISF,12286701929.66,11510385872.42,93.68,33506829855.54,41281410501.3,12753203258.96,11306505450.7,576901611.51,6521117154.52,1114874577.45,129,181398650.61,85,f0d70927730d0ecaccd98f0e45f1,EU_BUDGET_FINANCIAL_REPORT,2024-12-29
2020,2014_2020,H4_MIGRATION_BORDER,CAP,36198572371.85,31441094325.12,86.86,17970995268.45,38205926836.38,10270750823.58,2961502674.78,26255976.82,8185730946.22,3909883517.24,16,163443766.85,48,11e0a833937cba9b3423783d437e,OLAF_ANNUAL_REPORT,2024-06-06
2021,2021_2027,H2_COHESION_RESILIENCE,NDICI,29606946135.9,27207946856.27,91.9,8697750009.47,56475290517.49,5902030958.98,10802388000.49,1228502462.68,3119190489.41,2050208445.03,89,570766850.81,66,d5d43ac4606d8f21143a6fcb0044,ECA_AUDIT_SUMMARY,2024-06-28
2022,2021_2027,H7_PUBLIC_ADMIN,CEF_DIGITAL,54379922374.36,31090157342.33,57.17,20020374308.27,46667894422.96,5225040064.9,7170304292.33,135298668.78,3643663933.91,30314498522.14,102,450385645.17,83,2dd52022f7ab5c070e294c43c05f,OPEN_DATA_PORTAL_BUDGET,2024-04-22
2023,2021_2027,H5_SECURITY_DEFENCE,IPA,39200099671.7,29132492512.47,74.32,4277535657.13,42346021024.89,14149702906.91,4271473695.55,813914893.02,7005778786.55,12007341546.83,10,139279485.44,27,cc146cb9d706e23e65a201152821,EU_BUDGET_FINANCIAL_REPORT,2025-09-08
2024,2021_2027,H3_NATURAL_RESOURCES,DIGITAL_EUROPE,30155244975.23,20273724694.03,67.23,1265539045.94,28085788700.18,7362225300.05,6307282889.48,2305914716.79,9225315719.29,13114008389.04,30,57642661.69,57,29cb5c58412215b2d5aa506a4140,OLAF_ANNUAL_REPORT,2024-06-11
2025,2021_2027,H1_SINGLE_MARKET,JUST_TRANSITION,180902063.43,152493915.9,84.3,3361559169.88,44821528252.35,11596044094.03,3374119586.63,975507500.0,3154836403.7,37338437.03,23,163900070.04,21,8f1b7604f4fefadd337fe5004a7b,ECA_AUDIT_SUMMARY,2025-03-16
2026,2021_2027,H6_NEIGHBOURHOOD_WORLD,LIFE,13897592569.28,11162861765.16,80.32,25875827759.44,71887428889.62,3421536060.25,1544243748.15,837284086.11,2448599725.94,4148744693.29,118,105348591.7,25,4f3f68460af6050ebe152f170cd9,OPEN_DATA_PORTAL_BUDGET,2025-12-02
2014,2014_2020,H4_MIGRATION_BORDER,HORIZON_EUROPE,31824623588.24,15383276998.79,48.34,31261819528.59,33088147463.86,5892950104.58,14971230450.62,54953106.47,131655891.42,20432080250.74,108,71199788.66,80,4dd3379fd29c35b03159c76c344d,EU_BUDGET_FINANCIAL_REPORT,2024-07-22
2015,2014_2020,H2_COHESION_RESILIENCE,EU4HEALTH,66188356900.04,40992703151.84,61.93,18154046345.25,47244800928.79,4743305539.59,11328111779.86,361398181.73,3436395578.12,37693968755.18,88,188080792.15,13,9634b91110b07c94c0267914418b,OLAF_ANNUAL_REPORT,2024-12-17
2016,2014_2020,H7_PUBLIC_ADMIN,ERDF,19374254461.1,18762628347.05,96.84,29332661953.11,26099021531.91,17331345847.43,5443930634.17,506879980.39,3106133656.65,873384258.13,47,210468548.74,36,e69a72612c59854ac5689a07b09c,ECA_AUDIT_SUMMARY,2025-12-14
2017,2014_2020,H5_SECURITY_DEFENCE,AMIF,60183740282.66,55638957852.58,92.45,33988461231.23,78524664082.23,5416710448.77,13642919966.76,720317029.93,6241723479.79,6530298357.62,138,99715782.51,20,b3d82d89389889018a25cc1b2ad5,OPEN_DATA_PORTAL_BUDGET,2025-02-08
2018,2014_2020,H3_NATURAL_RESOURCES,ESF_PLUS,34369787612.39,22586828946.11,65.72,25097035681.12,43664537018.47,2657999210.84,3939527263.55,194227125.52,6058609580.51,11884882462.75,95,597281516.36,2,5420c1042e241bc51cf97f847725,EU_BUDGET_FINANCIAL_REPORT,2025-05-21
2019,2014_2020,H1_SINGLE_MARKET,ISF,57106538381.86,38855751928.0,68.04,30394381940.56,61335903654.27,13305548044.98,11767520087.31,332493954.87,4109461599.31,17375533715.81,59,174275448.45,40,25e237b0bc977d5c69b1168783a9,OLAF_ANNUAL_REPORT,2024-12-29
2020,2014_2020,H6_NEIGHBOURHOOD_WORLD,CAP,47013003552.64,45217649672.5,96.18,1795952047.89,69849659235.33,10964299890.46,10013280310.12,230951533.9,3511854184.81,2022737907.42,3,15677542.02,33,04851d9f9adbfe0da258d82e77b9,ECA_AUDIT_SUMMARY,2026-01-23
2021,2021_2027,H4_MIGRATION_BORDER,NDICI,16558137442.46,12479669056.49,75.37,11735746768.63,25865219939.84,9773037403.13,1397735510.44,2575597219.5,3622397011.18,3935975816.3,24,196017152.83,77,bb2096d40f628d745258ebfc96b6,OPEN_DATA_PORTAL_BUDGET,2025-03-21
2022,2021_2027,H2_COHESION_RESILIENCE,CEF_DIGITAL,37607075895.77,29089372048.5,77.35,9403539003.9,69355810237.65,16172275729.0,11725441317.01,2380555097.12,52705719.8,10540694248.63,37,1238700.71,59,8b55cce0d84f31cad6c15490fa10,EU_BUDGET_FINANCIAL_REPORT,2025-05-06
2023,2021_2027,H7_PUBLIC_ADMIN,IPA,26321766589.51,21942112834.86,83.36,26066378852.44,36451804174.22,5394000851.51,4768299437.15,1608827061.72,2369344139.81,5834777493.52,60,262493077.49,63,285d351fa2d44ba012a1f68bc23d,OLAF_ANNUAL_REPORT,2025-03-03
2024,2021_2027,H5_SECURITY_DEFENCE,DIGITAL_EUROPE,75337115120.61,29897553683.31,39.69,20472642092.54,54525831128.86,4143149343.65,9437909845.51,2089380781.82,3928761206.57,65200634897.51,32,141108345.47,9,ffe76139d4472f8e9993d2e17b8d,ECA_AUDIT_SUMMARY,2025-05-24
2025,2021_2027,H3_NATURAL_RESOURCES,JUST_TRANSITION,689798182.57,478349292.91,69.35,23854692622.61,23719337090.02,13755408616.68,9813388233.44,1182195469.84,1811413019.81,254065854.37,106,25896965.42,17,904fd9770f98435215e6784312db,OPEN_DATA_PORTAL_BUDGET,2024-01-01
2026,2021_2027,H1_SINGLE_MARKET,LIFE,5575697304.26,3389274483.28,60.79,6866144074.28,31220291536.11,11611178471.42,7909061761.42,731616177.26,1078708944.21,2297710328.67,61,314615309.05,1,48315b93fe9a68cf19cf60392d9c,EU_BUDGET_FINANCIAL_REPORT,2024-11-15
2014,2014_2020,H6_NEIGHBOURHOOD_WORLD,HORIZON_EUROPE,61432705414.88,54926060459.48,89.41,33375972627.38,28938571204.32,12831153554.64,13851854953.85,338484963.46,7152708.31,7646405891.52,124,56621554.03,37,1abe0831ee2171c0e60c8f42ad50,OLAF_ANNUAL_REPORT,2025-07-14
2015,2014_2020,H4_MIGRATION_BORDER,EU4HEALTH,11247833413.84,6361114448.43,56.55,14843067410.18,55784529919.91,9075201282.08,296382181.85,307781885.73,6451793801.92,5814791851.88,138,17877606.56,63,81212b999aa9de717f553b752b6d,ECA_AUDIT_SUMMARY,2025-09-15
2016,2014_2020,H2_COHESION_RESILIENCE,ERDF,51899501688.3,39602126080.65,76.31,11604940103.54,50135264026.39,4447381072.77,8565838872.69,428156967.95,3965561075.0,16648452542.72,127,507304969.09,60,8bbe8deb0cc8ff147bb5b9f2e6f6,OPEN_DATA_PORTAL_BUDGET,2025-07-23
