ag_crops_crop_year,ag_crops_district_fsa_code,ag_crops_crop_type_code,ag_crops_acres_planted,ag_crops_acres_harvested,ag_crops_yield_per_acre,ag_crops_production_total_bushels,ag_crops_irrigation_share_pct,ag_crops_seed_variety_code,ag_crops_planting_date_median,ag_crops_harvest_date_median,ag_crops_growing_degree_days,ag_crops_soil_moisture_index,ag_crops_fertilizer_rate_lbs_acre,ag_crops_pesticide_application_rate,ag_crops_crop_insurance_coverage_pct,ag_crops_price_received_inr_unit,ag_crops_revenue_per_acre_inr,ag_crops_loss_due_to_weather_pct,ag_crops_practice_conservation_tillage_flag
2011,100154,RICE,542.89,507.69,59.47,30192,12.42,ORG_21,2011-04-23,2011-10-16,802,0.958,68.67,8.26,13.19,5479.98,325894.41,9.54,0
2018,100155,WHEAT,3290.21,2550.3,49.65,126622,90.38,OPV_07,2018-04-12,2018-11-18,1533,0.699,77.9,7.87,70.37,807.82,40108.26,28.61,1
2017,100156,TEA,3415.91,2400.65,85.91,206240,81.71,ORG_55,2017-06-27,2017-09-28,1946,0.229,35.91,9.67,10.32,3446.44,296083.66,17.96,1
2014,100157,SPICES,4965.05,3688.32,67.42,248667,0.85,BT_22,2014-04-23,2014-09-19,2534,0.628,53.9,4.94,68.66,6991.73,471382.44,5.2,1
2013,100158,COFFEE,3663.55,2950.85,56.09,165513,79.11,OPV_36,2013-06-15,2013-09-04,1396,0.601,219.14,3.42,94.13,993.14,55705.22,50.82,0
2016,100159,TEA,3054.29,2310.86,51.88,119887,64.62,ORG_31,2016-05-06,2016-10-11,1071,0.5,182.24,6.34,97.77,7905.55,410139.93,56.04,1
2023,100160,COTTON,2754.46,2070.89,60.75,125807,98.74,HYB_03,2023-05-31,2023-08-16,833,0.216,277.55,11.38,39.8,2862.71,173909.63,42.76,0
2023,100161,SUGARCANE,458.02,394.34,77.0,30364,27.75,IR_11,2023-05-11,2023-08-31,3138,0.155,104.76,7.04,76.32,5478.84,421870.68,38.59,1
2023,100162,MILLET,336.63,244.35,56.66,13845,45.34,HT_08,2023-03-21,2023-07-03,1087,0.708,213.43,1.97,95.3,4565.64,258689.16,46.98,0
2015,100163,COTTON,678.31,633.77,38.1,24147,88.64,ORG_04,2015-03-27,2015-09-12,1453,0.064,216.57,6.92,7.71,4077.42,155349.7,21.61,0
2015,100164,COTTON,828.68,772.33,108.16,83535,67.41,HYB_30,2015-05-11,2015-07-10,906,0.863,80.92,5.66,38.3,1880.61,203406.78,55.87,0
2023,100165,MILLET,1642.92,1355.21,88.67,120166,27.13,HYB_74,2023-04-06,2023-07-05,2005,0.902,62.01,9.65,98.14,7669.37,680043.04,4.14,0
2019,100166,PULSES,1670.14,1446.22,8.89,12857,20.07,HT_39,2019-06-09,2019-10-09,1913,0.592,153.07,9.27,19.54,7283.19,64747.56,45.63,1
2010,100167,SUGARCANE,168.36,145.2,79.23,11504,69.35,HYB_43,2010-01-01,2010-06-06,2838,0.727,40.15,6.36,23.82,4342.61,344064.99,3.59,0
2018,100168,WHEAT,267.31,205.68,102.7,21123,41.31,IR_59,2018-01-22,2018-08-18,1029,0.134,247.79,0.9,56.78,3931.88,403804.08,57.85,1
2018,100169,COTTON,4633.91,3790.01,101.17,383435,32.63,DT_35,2018-03-01,2018-05-19,3065,0.136,233.34,1.31,10.57,4036.88,408411.15,18.84,1
2021,100170,MILLET,2286.99,1918.79,103.48,198556,9.04,ORG_88,2021-03-19,2021-10-19,897,0.836,105.06,1.09,24.82,3361.35,347832.5,30.81,0
2018,100171,MAIZE,203.86,167.43,58.65,9820,74.81,OPV_13,2018-04-29,2018-07-24,2729,0.14,13.47,9.96,98.26,1741.15,102118.45,49.42,1
2012,100172,COFFEE,2951.29,2878.18,16.4,47202,99.72,OPV_83,2012-04-23,2012-07-24,1021,0.847,244.58,1.47,94.23,1164.59,19099.28,55.45,1
2022,100173,OILSEEDS,195.94,177.32,27.35,4850,21.47,OPV_36,2022-03-13,2022-09-03,2920,0.035,189.56,2.95,29.51,3766.34,103009.4,33.04,1
2018,100174,SUGARCANE,729.32,554.16,107.08,59339,52.58,BT_70,2018-01-05,2018-06-11,2677,0.359,167.91,5.82,91.27,4417.23,472996.99,23.3,1
2020,100175,COFFEE,1134.15,1098.68,95.2,104594,5.86,DT_68,2020-04-01,2020-10-27,3199,0.974,39.04,7.88,26.65,6677.25,635674.2,55.04,1
2017,100176,COFFEE,4240.2,3982.47,47.74,190123,83.92,ORG_23,2017-02-15,2017-06-15,2222,0.806,212.31,10.97,2.82,5844.04,278994.47,56.85,0
2016,100177,OILSEEDS,2733.52,2057.43,12.25,25204,5.62,HT_29,2016-01-06,2016-07-18,1947,0.332,188.1,9.68,34.08,2077.71,25451.95,48.15,0
2011,100178,RICE,781.17,711.97,23.87,16995,11.09,HT_47,2011-01-19,2011-06-23,2491,0.662,179.94,4.04,32.26,7826.2,186811.39,43.94,1
2025,100179,SPICES,1620.55,1478.19,70.94,104863,88.96,HT_46,2025-02-27,2025-09-25,2755,0.378,222.86,3.53,17.77,812.94,57669.96,42.12,0
2011,100180,MAIZE,3031.82,2960.0,116.36,344426,22.09,HT_14,2011-05-08,2011-08-12,1595,0.078,110.57,3.83,63.62,7734.17,899948.02,49.3,0
2020,100181,OILSEEDS,106.41,81.18,85.64,6952,35.05,ORG_14,2020-01-01,2020-03-13,1726,0.733,291.04,10.61,49.31,3526.73,302029.16,32.76,1
2025,100182,COFFEE,3272.3,2965.19,26.22,77747,7.37,ORG_05,2025-03-17,2025-05-21,1565,0.952,31.52,2.04,37.55,6070.29,159163.0,32.82,0
2012,100183,COTTON,2990.45,2643.84,62.07,164103,3.1,BT_22,2012-06-04,2012-11-22,1177,0.101,69.61,2.28,69.72,5998.67,372337.45,43.8,1
2019,100184,PULSES,1225.86,876.36,72.04,63133,83.99,OPV_07,2019-04-03,2019-06-02,1826,0.295,201.99,7.2,19.97,985.3,70981.01,10.25,1
2012,100185,OILSEEDS,4226.66,3349.65,52.52,175924,48.91,BT_34,2012-01-24,2012-08-10,1730,0.371,120.62,2.24,4.46,3966.13,208301.15,15.8,0
2011,100186,MAIZE,3773.56,3397.11,17.6,59789,34.38,HT_53,2011-05-31,2011-09-26,2129,0.841,247.34,5.02,53.55,7041.64,123932.86,28.49,0
2025,100187,PULSES,440.83,427.97,88.0,37661,50.21,HT_74,2025-06-23,2026-01-27,1154,0.949,140.22,11.39,16.72,2325.61,204653.68,11.56,1
2012,100188,SPICES,2205.2,2203.39,78.25,172415,83.41,IR_41,2012-01-18,2012-04-09,1731,0.397,104.58,3.31,45.82,7088.96,554711.12,47.19,0
2026,100189,SUGARCANE,606.97,452.13,71.46,32309,58.27,HYB_14,2026-05-25,2026-08-18,2686,0.867,265.24,10.53,26.41,5514.47,394064.03,34.32,0
2015,100190,PULSES,2044.72,1810.55,84.25,152539,40.17,DT_43,2015-06-26,2015-10-24,918,0.475,87.89,4.47,33.79,6514.29,548828.93,18.66,0
2013,100191,MILLET,715.21,709.68,57.63,40899,82.58,IR_94,2013-04-17,2013-11-17,2349,0.188,71.3,9.89,74.09,6268.35,361245.01,52.03,0
2026,100192,MAIZE,374.8,342.14,53.18,18195,78.05,HT_73,2026-01-08,2026-04-22,1263,0.833,252.72,2.99,45.64,7409.82,394054.23,42.28,1
2024,100193,TEA,2014.86,1968.36,84.29,165913,24.19,DT_77,2024-04-24,2024-08-07,3105,0.475,169.89,4.13,83.77,2662.35,224409.48,49.85,1
2010,100194,SUGARCANE,295.77,282.8,95.34,26962,21.43,OPV_83,2010-02-27,2010-06-19,1446,0.41,15.82,9.36,76.76,864.07,82380.43,54.69,0
2010,100195,MILLET,1299.33,1223.35,42.21,51638,96.7,BT_36,2010-04-19,2010-09-22,2844,0.459,73.28,3.63,52.06,5289.96,223289.21,35.07,1
2021,100196,TEA,3254.34,2872.65,41.43,119014,10.81,HYB_44,2021-03-12,2021-08-02,2868,0.261,216.22,10.71,29.88,1879.49,77867.27,45.93,0
2022,100197,SPICES,1631.95,1210.87,10.85,13138,49.74,IR_34,2022-04-18,2022-09-28,1732,0.035,215.34,6.86,18.99,6031.16,65438.09,13.34,0
2025,100198,SPICES,1824.56,1441.51,27.04,38978,65.76,HT_24,2025-03-17,2025-06-09,1930,0.741,220.3,6.71,91.26,7617.85,205986.66,53.98,0
2017,100199,COTTON,1155.47,1110.9,55.09,61199,88.68,IR_34,2017-05-30,2017-10-12,1913,0.118,25.57,7.61,58.03,5268.71,290253.23,28.33,1
2013,100200,SPICES,1939.26,1531.06,14.05,21511,85.42,OPV_26,2013-03-29,2013-09-09,3169,0.893,296.13,1.72,86.24,2098.57,29484.91,4.85,1
2015,100201,COTTON,3190.77,2238.05,38.64,86478,76.12,OPV_74,2015-02-10,2015-08-14,2685,0.78,47.53,5.2,42.94,3888.98,150270.19,28.64,1
2016,100202,COTTON,4752.84,4598.86,92.77,426636,53.1,HYB_87,2016-01-02,2016-08-09,2561,0.226,264.33,3.75,10.27,4424.02,410416.34,18.37,1
2011,100203,PULSES,4744.89,3970.42,66.27,263120,52.41,DT_88,2011-02-04,2011-07-01,3191,0.49,227.53,1.98,90.69,6646.46,440460.9,1.15,1
2014,100204,MILLET,3683.68,3230.25,26.93,86991,36.66,BT_05,2014-04-07,2014-08-10,2651,0.623,182.24,0.58,10.81,6820.06,183664.22,2.89,1
2024,100205,SUGARCANE,661.8,513.44,86.61,44469,20.55,BT_81,2024-01-03,2024-05-19,1810,0.101,160.89,7.47,70.07,3815.55,330464.79,53.92,0
2013,100206,PULSES,614.36,449.64,30.25,13602,19.97,IR_67,2013-02-21,2013-07-22,2488,0.295,21.43,5.96,20.77,7518.5,227434.62,19.84,1
2012,100207,WHEAT,4184.4,3768.92,24.7,93092,9.01,HT_10,2012-01-26,2012-05-30,2346,0.457,293.41,3.17,5.01,6654.88,164375.54,52.45,0
2021,100208,SPICES,1597.9,1472.56,18.64,27449,75.82,HYB_02,2021-02-05,2021-05-19,1589,0.895,286.98,3.22,73.31,3482.88,64920.88,20.56,1
2022,100209,OILSEEDS,1395.57,1138.39,103.28,117573,79.99,BT_22,2022-01-29,2022-05-02,2471,0.059,283.32,1.91,41.6,5053.4,521915.15,48.14,0
2015,100210,COFFEE,1929.77,1558.44,11.23,17501,68.45,ORG_94,2015-02-03,2015-08-05,3009,0.113,129.27,0.55,26.16,3062.51,34391.99,42.27,0
2017,100211,SPICES,4372.06,3741.3,85.08,318310,61.82,DT_85,2017-03-05,2017-09-04,1630,0.676,121.61,10.07,55.83,7912.1,673161.47,3.27,0
2015,100212,TEA,4251.79,4062.85,105.37,428103,7.49,DT_42,2015-03-03,2015-07-25,3128,0.05,74.58,7.72,40.33,2492.0,262582.04,27.55,0
2024,100213,WHEAT,4290.12,3578.48,21.3,76222,49.74,BT_03,2024-01-27,2024-07-08,1790,0.557,10.05,1.09,60.42,5257.28,111980.06,18.28,0
2016,100214,SPICES,3373.8,3323.55,48.69,161824,5.43,OPV_59,2016-03-25,2016-10-14,2642,0.6,217.83,4.36,45.25,1501.55,73110.47,39.53,1
2021,100215,SPICES,4823.95,3799.32,66.46,252503,70.21,HYB_22,2021-05-07,2021-08-10,2772,0.743,128.67,3.05,19.59,1669.37,110946.33,51.13,1
2016,100216,COTTON,583.44,480.95,111.78,53761,83.75,HT_16,2016-04-25,2016-10-19,2380,0.956,49.04,5.99,53.04,1149.72,128515.7,56.12,0
2025,100217,TEA,3916.35,3810.82,85.48,325749,17.37,ORG_17,2025-01-27,2025-07-05,2378,0.606,103.33,10.58,41.87,5184.75,443192.43,41.55,1
2022,100218,COTTON,4853.93,4057.18,22.94,93072,41.27,BT_96,2022-05-12,2022-09-25,2823,0.548,101.03,8.84,55.36,2364.87,54250.12,12.58,0
2021,100219,SPICES,706.73,645.33,117.22,75646,17.78,HT_89,2021-06-13,2021-11-02,2505,0.761,173.06,6.99,94.27,5912.89,693108.97,40.45,0
2019,100220,SUGARCANE,4051.11,3471.07,10.83,37592,14.53,BT_08,2019-02-21,2019-06-29,2600,0.161,93.12,3.01,83.94,5772.28,62513.79,17.71,0
2011,100221,COTTON,4079.43,2981.02,105.22,313663,73.95,ORG_29,2011-06-15,2012-01-04,1733,0.511,241.08,8.35,69.29,1138.26,119767.72,22.89,1
2020,100222,TEA,316.32,292.0,30.75,8979,86.88,ORG_57,2020-02-27,2020-07-30,2612,0.547,184.98,9.31,96.43,2918.08,89730.96,10.65,0
2015,100223,MAIZE,3688.64,2714.12,12.55,34062,27.91,IR_17,2015-02-11,2015-09-08,2830,0.006,145.24,11.25,3.99,7486.12,93950.81,35.81,0
2019,100224,OILSEEDS,3960.05,3425.63,16.16,55358,70.77,HT_29,2019-02-17,2019-08-29,964,0.505,130.62,6.44,9.19,2392.63,38664.9,12.8,1
2021,100225,PULSES,1131.3,1047.35,67.42,70612,99.66,ORG_97,2021-06-16,2021-08-17,1075,0.346,79.7,7.71,91.86,2555.56,172295.86,2.39,0
2022,100226,WHEAT,1960.09,1689.74,39.68,67049,91.13,ORG_99,2022-04-06,2022-10-14,2727,0.446,22.72,10.78,19.25,4500.04,178561.59,56.89,1
2010,100227,SPICES,374.09,337.09,94.64,31902,86.5,DT_14,2010-02-22,2010-09-07,2789,0.879,225.0,5.22,81.68,1319.27,124855.71,41.16,1
2020,100228,RICE,483.23,346.13,96.95,33557,55.81,HT_30,2020-03-07,2020-08-18,1731,0.63,135.58,0.2,67.33,4650.81,450896.03,38.49,0
2011,100229,WHEAT,1820.62,1549.08,40.46,62676,68.59,HT_12,2011-03-14,2011-09-02,1715,0.822,18.94,1.88,21.99,6176.63,249906.45,47.81,0
2019,100230,SPICES,763.17,689.29,110.39,76091,79.5,BT_83,2019-04-06,2019-06-07,2128,0.555,45.74,0.06,59.67,4667.49,515244.22,56.82,1
2021,100231,MILLET,2092.64,1870.36,65.41,122340,16.1,OPV_79,2021-03-06,2021-06-23,1075,0.671,174.51,0.65,75.1,7928.55,518606.46,32.93,0
2012,100232,PULSES,3374.84,2616.2,30.11,78774,58.06,IR_46,2012-02-02,2012-06-01,1040,0.62,271.03,3.81,45.06,5237.67,157706.24,18.34,0
2021,100233,COTTON,4795.36,3599.36,43.08,155060,78.57,BT_95,2021-06-14,2021-12-02,1464,0.359,207.08,3.98,48.0,4006.58,172603.47,46.49,0
2013,100234,MAIZE,3245.48,2351.65,39.43,92726,82.64,HT_26,2013-03-09,2013-10-15,984,0.075,15.4,6.09,3.12,4989.61,196740.32,24.31,0
2011,100235,TEA,1340.05,1297.43,68.44,88796,65.39,OPV_47,2011-04-11,2011-08-06,2939,0.59,258.58,1.61,50.11,1451.99,99374.2,21.83,1
2017,100236,COFFEE,3436.6,3186.28,23.72,75579,15.92,HT_73,2017-06-18,2017-09-23,2566,0.484,114.05,2.63,48.76,1252.6,29711.67,22.17,1
2016,100237,TEA,4543.24,3672.64,60.6,222562,45.46,HYB_06,2016-06-15,2016-11-04,1048,0.968,193.73,3.28,74.19,4966.15,300948.69,34.21,1
2022,100238,COTTON,2959.01,2868.67,16.72,47964,25.16,OPV_67,2022-04-14,2022-09-11,2761,0.345,239.87,10.65,0.66,7150.65,119558.87,26.39,1
2026,100239,SPICES,1440.01,1072.91,25.62,27488,60.2,ORG_16,2026-06-19,2026-10-15,1795,0.33,42.87,8.1,47.9,5053.69,129475.54,38.84,1
2017,100240,RICE,683.03,599.5,23.09,13842,51.26,HT_19,2017-01-15,2017-04-27,1420,0.18,287.89,7.19,56.36,934.06,21567.45,43.17,0
2019,100241,WHEAT,1122.14,989.68,60.8,60173,48.17,OPV_53,2019-06-03,2019-09-07,2707,0.82,62.75,7.92,26.45,6014.14,365659.71,20.56,0
2012,100242,MILLET,1922.15,1421.75,9.86,14018,52.27,HT_88,2012-04-17,2012-07-24,2253,0.177,271.47,7.2,87.78,4626.3,45615.32,45.14,1
2014,100243,COFFEE,2719.47,1904.61,113.03,215278,67.86,DT_67,2014-04-18,2014-09-19,2900,0.698,134.4,11.26,48.21,6334.44,715981.75,21.03,0
2013,100244,SUGARCANE,712.72,600.92,34.04,20455,85.91,IR_77,2013-05-20,2013-10-31,1419,0.005,225.66,0.09,52.25,4542.29,154619.55,22.5,1
2020,100245,SUGARCANE,1843.24,1375.86,80.98,111417,25.36,ORG_69,2020-04-18,2020-11-08,1678,0.276,207.38,9.06,41.32,6443.28,521776.81,28.95,1
2025,100246,PULSES,4943.12,4316.8,94.71,408844,39.81,OPV_85,2025-01-31,2025-05-29,1872,0.699,56.92,2.57,40.06,3236.75,306552.59,33.03,0
2011,100247,MAIZE,1976.06,1760.2,98.09,172658,82.33,DT_77,2011-04-22,2011-07-13,954,0.222,33.21,0.45,38.43,7888.03,773736.86,36.84,0
2011,100248,MAIZE,3219.44,2677.58,30.59,81907,65.69,ORG_67,2011-03-15,2011-07-02,881,0.6,159.59,2.78,16.95,1059.64,32414.39,14.36,1
2015,100249,WHEAT,4984.24,4654.79,47.55,221335,39.51,HT_26,2015-05-13,2015-07-15,2569,0.069,36.15,3.41,82.98,7388.06,351302.25,20.89,0
2018,100250,MILLET,3051.5,2314.13,112.13,259483,57.49,IR_23,2018-04-15,2018-10-21,1056,0.072,95.33,11.36,80.29,7688.31,862090.2,52.57,0
2018,100251,OILSEEDS,4831.97,4198.74,94.24,395689,75.75,ORG_59,2018-06-24,2018-12-18,2952,0.862,149.77,3.09,38.27,6478.32,610516.88,13.22,0
2020,100252,SUGARCANE,4779.46,4086.21,9.09,37144,83.22,OPV_37,2020-01-24,2020-07-04,2417,0.821,32.05,11.18,47.66,3345.47,30410.32,53.66,1
2016,100253,OILSEEDS,3698.71,2849.7,35.11,100053,26.54,OPV_26,2016-03-04,2016-10-08,1654,0.779,44.76,0.94,95.58,4347.19,152629.84,0.4,0
2011,100254,OILSEEDS,1887.42,1499.79,108.59,162862,88.1,HT_36,2011-05-06,2011-08-20,3163,0.916,91.28,2.67,57.67,1189.87,129207.98,47.96,0
2011,100255,TEA,1769.08,1694.99,94.9,160855,45.72,HYB_90,2011-05-13,2011-11-06,1558,0.008,205.49,4.55,10.07,3403.54,322995.95,51.71,1
2018,100256,MILLET,1383.57,1366.36,46.43,63440,18.39,DT_27,2018-04-18,2018-09-20,1676,0.401,140.71,6.86,97.93,5739.29,266475.23,48.85,0
2017,100257,TEA,2189.48,1782.82,24.33,43376,95.91,OPV_61,2017-01-03,2017-04-18,1812,0.134,269.05,7.57,53.4,3073.24,74771.93,29.2,1
2011,100258,SUGARCANE,539.93,404.41,32.13,12994,25.43,ORG_81,2011-01-25,2011-07-19,2587,0.26,114.49,6.69,81.0,3277.81,105316.04,24.71,1
2016,100259,COFFEE,2900.68,2595.35,27.55,71502,78.03,IR_42,2016-06-21,2016-12-28,1970,0.737,267.99,4.57,28.65,5348.33,147346.49,8.69,1
2020,100260,SUGARCANE,3174.8,2766.81,103.08,285203,7.13,OPV_44,2020-02-28,2020-07-17,1561,0.291,87.57,7.74,27.12,4003.27,412657.07,51.77,1
2026,100261,OILSEEDS,2099.25,1585.28,10.59,16788,72.78,BT_33,2026-06-29,2026-09-17,1305,0.397,37.71,11.24,47.32,1187.54,12576.05,46.26,0
2012,100262,WHEAT,1349.14,1007.24,81.34,81929,88.55,IR_30,2012-03-04,2012-07-14,1864,0.126,162.76,2.05,3.52,3369.26,274055.61,54.92,0
2024,100263,TEA,4677.54,4044.03,23.13,93538,94.85,HT_23,2024-05-31,2024-12-29,1896,0.749,264.42,5.22,63.98,4643.25,107398.37,54.54,0
2017,100264,WHEAT,2237.21,1811.55,37.1,67209,30.36,HYB_67,2017-02-04,2017-07-02,1488,0.535,209.45,5.9,75.55,2957.2,109712.12,45.95,0
2017,100265,RICE,2763.65,2090.9,106.8,223308,43.71,OPV_21,2017-06-15,2017-11-21,2788,0.221,32.97,7.5,51.66,6559.71,700577.03,36.79,0
2018,100266,PULSES,3259.86,2802.12,38.11,106789,18.8,HYB_24,2018-02-04,2018-06-18,1065,0.455,141.3,8.41,49.2,3108.63,118469.89,9.13,0
2010,100267,MAIZE,4863.05,3815.72,22.0,83946,43.84,HYB_30,2010-01-24,2010-05-02,835,0.217,131.87,9.43,49.84,3474.06,76429.32,41.82,1
2012,100268,MAIZE,327.39,305.36,16.0,4886,47.01,OPV_33,2012-04-07,2012-06-09,1093,0.768,82.2,9.25,44.3,6110.86,97773.76,2.01,0
2013,100269,TEA,3346.74,2552.0,51.58,131632,96.12,IR_21,2013-06-11,2013-08-20,2587,0.55,45.42,5.77,29.88,3395.07,175117.71,3.13,0
2013,100270,MILLET,3182.9,2537.9,26.74,67863,27.61,HYB_51,2013-03-04,2013-05-05,3125,0.581,210.32,8.26,15.5,6349.74,169792.05,14.92,0
2020,100271,SPICES,347.26,280.12,25.24,7070,53.64,HYB_17,2020-05-04,2020-08-31,1560,0.558,196.95,4.17,89.18,6078.96,153432.95,1.28,1
2014,100272,PULSES,4498.38,3803.79,57.0,216816,29.47,BT_63,2014-02-18,2014-09-11,1248,0.348,222.4,3.3,83.13,7384.21,420899.97,33.27,1
2014,100273,OILSEEDS,1513.58,1179.09,49.12,57917,0.07,BT_65,2014-04-08,2014-07-24,2919,0.62,115.58,7.44,32.07,1256.06,61697.67,58.03,0
2016,100274,TEA,3431.96,3190.76,25.26,80599,28.31,DT_83,2016-03-23,2016-06-19,1031,0.659,22.7,11.25,17.86,1025.17,25895.79,6.42,1
2011,100275,COFFEE,3226.67,2634.83,62.87,165652,62.4,HT_33,2011-01-13,2011-06-15,1330,0.718,13.79,11.05,65.57,7484.51,470551.14,49.92,0
2011,100276,COTTON,2812.2,2760.1,54.59,150674,36.91,BT_08,2011-06-07,2011-10-13,2070,0.734,251.99,0.94,21.59,4540.29,247854.43,6.07,1
2022,100277,MILLET,1005.94,902.39,71.84,64828,94.75,HT_96,2022-05-23,2022-11-05,2591,0.766,177.2,8.09,70.26,3874.94,278375.69,6.25,0
2022,100278,TEA,1720.69,1286.13,119.82,154104,44.3,IR_41,2022-05-21,2022-10-11,2828,0.412,193.64,9.91,32.35,2533.2,303528.02,32.74,1
2018,100279,COTTON,4810.18,4012.89,52.47,210556,72.63,IR_77,2018-01-05,2018-07-16,1124,0.89,11.9,11.81,21.48,3067.31,160941.76,46.29,0
2018,100280,TEA,2580.79,2248.39,72.02,161929,9.43,DT_46,2018-02-09,2018-05-15,1436,0.89,82.46,3.07,30.03,4907.51,353438.87,34.14,1
2012,100281,COTTON,3974.88,2988.6,100.48,300295,68.96,HT_13,2012-06-01,2012-10-15,890,0.808,120.65,9.36,92.19,3207.61,322300.65,52.79,1
2013,100282,MILLET,3751.01,3581.63,112.01,401178,63.39,BT_49,2013-01-14,2013-06-01,2059,0.319,173.82,3.92,69.78,1903.02,213157.27,40.42,0
2024,100283,COFFEE,2897.51,2106.56,56.38,118768,78.64,OPV_17,2024-03-27,2024-06-16,1942,0.745,168.96,3.15,39.85,3928.34,221479.81,41.87,0
2025,100284,TEA,1030.64,843.68,71.99,60737,56.12,BT_68,2025-03-05,2025-07-05,972,0.777,103.79,11.09,8.96,5636.58,405777.39,25.41,1
2020,100285,COTTON,2989.69,2114.49,42.14,89105,98.77,HT_57,2020-06-08,2020-09-13,1857,0.924,77.71,8.22,15.6,6045.1,254740.51,5.15,0
2017,100286,COFFEE,4637.31,4454.72,99.86,444848,1.37,BT_15,2017-03-20,2017-09-11,1931,0.332,224.6,2.54,54.64,6202.56,619387.64,32.93,0
2014,100287,SPICES,141.02,123.38,82.32,10157,4.35,OPV_08,2014-03-14,2014-07-03,2694,0.618,25.39,7.86,0.83,3598.25,296207.94,16.28,0
2021,100288,WHEAT,144.44,138.69,80.73,11196,23.12,DT_66,2021-01-26,2021-06-15,1963,0.597,35.53,2.39,96.68,4836.95,390486.97,42.75,1
2026,100289,PULSES,1701.17,1391.59,25.58,35597,34.68,IR_46,2026-06-10,2026-10-25,1367,0.978,155.36,9.74,62.58,7126.48,182295.36,53.42,0
2010,100290,TEA,4748.13,3645.02,46.28,168692,39.28,OPV_12,2010-04-08,2010-10-18,3105,0.612,191.4,2.73,24.04,1899.79,87922.28,58.23,0
2020,100291,OILSEEDS,2734.06,2083.43,23.52,49002,54.14,ORG_26,2020-02-05,2020-06-23,2452,0.899,273.77,5.16,90.9,6344.36,149219.35,39.37,0
2015,100292,COTTON,385.68,331.64,88.58,29377,18.41,ORG_19,2015-01-08,2015-05-29,2912,0.414,129.26,5.32,93.38,7237.74,641119.01,56.0,1
2016,100293,WHEAT,701.15,496.32,118.43,58779,61.69,HT_73,2016-06-05,2016-10-02,2231,0.231,17.56,0.95,77.98,1765.42,209078.69,50.77,0
2021,100294,MAIZE,4268.04,3616.88,23.4,84635,19.33,HYB_53,2021-01-04,2021-05-13,3080,0.223,204.69,2.43,20.46,2074.96,48554.06,57.28,1
2025,100295,COTTON,4340.54,4194.16,55.89,234412,77.62,HT_95,2025-04-08,2025-08-26,1746,0.939,175.86,6.43,64.14,5869.61,328052.5,2.31,1
2024,100296,RICE,4395.01,3400.49,68.24,232049,98.38,HYB_72,2024-04-09,2024-10-18,2636,0.963,65.06,5.27,88.44,6370.47,434720.87,17.15,1
2019,100297,COFFEE,4599.21,4171.42,109.21,455561,46.36,BT_58,2019-01-24,2019-07-31,1072,0.779,281.97,8.35,13.53,3777.63,412554.97,27.05,1
2016,100298,OILSEEDS,496.39,395.73,80.64,31912,71.15,OPV_92,2016-02-01,2016-04-24,1074,0.449,115.25,6.29,38.41,6495.68,523811.64,30.7,0
2022,100299,TEA,1934.0,1799.54,110.17,198255,56.55,BT_20,2022-02-11,2022-05-19,1229,0.712,131.68,3.71,76.86,4013.06,442118.82,37.59,1
2014,100300,MILLET,67.49,62.74,9.37,588,49.76,DT_70,2014-01-02,2014-08-05,2918,0.238,180.77,5.71,41.02,1371.72,12853.02,36.01,1
2018,100301,COFFEE,3161.75,2991.13,31.26,93503,18.48,HYB_84,2018-03-31,2018-06-08,1149,0.032,177.65,7.24,33.11,1431.46,44747.44,6.53,0
2015,100302,SPICES,1457.68,1309.4,86.38,113106,57.23,HT_23,2015-04-27,2015-11-21,1664,0.036,232.87,3.87,89.75,6705.91,579256.51,45.51,0
2012,100303,PULSES,2380.54,1753.52,104.25,182804,32.92,DT_68,2012-02-23,2012-06-15,2269,0.109,221.62,7.55,98.72,4282.37,446437.07,41.32,0
2019,100304,SUGARCANE,3063.78,2435.54,66.84,162791,99.5,IR_17,2019-06-07,2019-12-28,1991,0.729,154.34,9.7,88.37,2475.6,165469.1,17.43,1
2013,100305,RICE,2351.18,2207.8,90.6,200027,20.73,HT_54,2013-04-16,2013-06-26,1601,0.56,194.88,0.14,20.12,2827.71,256190.53,47.41,1
2026,100306,TEA,1653.42,1160.44,84.81,98417,34.14,BT_73,2026-06-07,2026-08-13,2797,0.194,251.81,11.07,47.91,4216.4,357592.88,2.13,1
2014,100307,SPICES,2330.06,2235.85,108.34,242232,46.25,ORG_53,2014-01-15,2014-07-27,1518,0.725,101.5,6.43,20.83,5735.55,621389.49,47.97,0
2021,100308,WHEAT,4849.59,3802.75,11.49,43694,98.36,BT_69,2021-02-12,2021-09-06,2254,0.187,43.88,9.39,30.83,6976.3,80157.69,42.59,1
2012,100309,OILSEEDS,4391.39,3563.5,100.9,359557,30.26,HT_39,2012-02-14,2012-05-12,1698,0.037,68.61,1.11,50.6,6552.98,661195.68,54.3,1
2020,100310,OILSEEDS,3675.58,3150.3,94.86,298837,14.33,ORG_13,2020-05-12,2020-08-13,1292,0.037,122.4,10.38,11.58,3039.07,288286.18,2.64,0
2012,100311,COTTON,2361.04,1685.41,66.3,111743,65.9,IR_03,2012-05-27,2012-10-13,2333,0.21,68.16,3.44,53.23,6364.07,421937.84,40.27,1
