biz_trade_shipment_month,biz_trade_port_of_entry_code,biz_trade_hs_code_6,biz_trade_trade_direction_code,biz_trade_trade_value_usd,biz_trade_trade_weight_kg,biz_trade_country_partner_code,biz_trade_transport_mode_code,biz_trade_containerized_flag,biz_trade_freight_rate_index,biz_trade_customs_clearance_hours,biz_trade_inspection_rate_pct,biz_trade_tariff_rate_effective_pct,biz_trade_trade_remedy_flag,biz_trade_origin_supply_chain_risk,biz_trade_destination_demand_index,biz_trade_seasonality_factor,biz_trade_re_export_flag,biz_trade_trade_finance_constraint_flag,biz_trade_data_release_version
2030-08,CHI,102186,IMPORT,6327246311.12,16767613.56,NL,OCEAN,1,174.22,97.93,30.096,44.32,0,16.22,10.12,1.2036,0,0,REL0000164
2030-09,NOR,314083,EXPORT,4785910533.13,46344123.97,CA,OCEAN,1,80.25,41.58,33.321,38.727,0,90.74,31.39,1.2541,0,0,REL0000165
2030-10,MIA,617057,IMPORT,3617076736.29,33375503.91,AU,OCEAN,1,95.46,73.85,21.704,28.874,0,48.97,64.64,0.5571,0,0,REL0000166
2030-11,HOU,715999,EXPORT,3269188618.57,56685734.95,BR,RAIL,1,203.04,169.21,13.339,10.145,0,69.46,8.96,0.9608,0,1,REL0000167
2030-12,NYC,782903,EXPORT,6937875022.91,17350937.51,AU,OCEAN,1,70.34,110.84,25.404,5.133,0,47.63,4.3,0.9026,0,1,REL0000168
2031-01,OAK,450061,IMPORT,7475157046.0,48908318.06,ES,OCEAN,1,151.82,125.88,10.991,9.993,0,80.11,88.28,1.4502,0,0,REL0000169
2031-02,NYC,930622,IMPORT,4303842772.23,53726579.36,CA,AIR,1,111.49,81.97,19.18,6.357,0,23.99,90.27,0.5654,0,0,REL0000170
2031-03,SAV,896831,REEXPORT,75855604.7,54917974.16,SG,RAIL,1,175.56,141.46,31.041,42.456,0,41.58,0.55,1.1668,1,0,REL0000171
2031-04,OAK,861648,EXPORT,3879534962.47,50055894.56,BR,OCEAN,0,220.74,69.42,2.205,23.008,0,70.97,25.56,0.8691,0,1,REL0000172
2031-05,NYC,206372,IMPORT,7245949163.1,61154107.06,SG,OCEAN,0,245.43,19.3,29.513,9.84,0,11.16,44.03,1.0451,0,1,REL0000173
2031-06,NYC,151836,IMPORT,7643078522.32,28295182.97,MY,RAIL,1,240.56,96.26,1.489,23.877,0,77.13,94.49,0.7493,0,0,REL0000174
2031-07,LAX,452837,EXPORT,2326330898.29,17799935.0,SG,OCEAN,1,170.8,131.63,22.431,45.222,0,26.11,15.0,1.176,0,0,REL0000175
2031-08,CHI,727829,IMPORT,1654011568.78,83904253.92,TH,RAIL,1,91.37,174.06,20.472,11.107,0,94.42,10.58,0.9256,0,0,REL0000176
2031-09,SAV,441948,IMPORT,1302978524.34,36227035.3,NL,OCEAN,1,151.31,156.96,26.083,36.87,0,40.49,7.41,0.5055,0,0,REL0000177
2031-10,LGB,967840,IMPORT,6780970182.37,50173969.25,AU,TRUCK,1,78.31,132.08,12.075,49.328,0,33.93,47.02,1.4304,0,0,REL0000178
2031-11,SEA,517499,EXPORT,2034630393.52,50616696.01,DE,OCEAN,0,213.22,19.0,24.161,18.755,0,85.1,65.16,0.9346,0,0,REL0000179
2031-12,CHI,129991,IMPORT,3042146358.0,6399507.37,ES,AIR,1,81.91,222.55,4.902,10.342,0,95.64,23.13,1.1627,0,0,REL0000180
2032-01,MIA,634374,EXPORT,1810697350.19,17194764.5,SG,AIR,1,169.19,40.84,26.513,40.256,1,50.19,44.41,0.752,0,1,REL0000181
2032-02,LAX,113635,REEXPORT,2701142494.78,3392768.85,JP,TRUCK,0,108.75,161.08,17.935,10.223,0,18.54,73.22,1.4785,1,0,REL0000182
2032-03,CHI,331375,EXPORT,5685700169.61,5187850.81,KR,OCEAN,1,162.55,187.2,0.88,13.41,0,30.7,83.91,0.824,0,0,REL0000183
2032-04,NOR,257507,IMPORT,448417748.61,48797450.68,IT,TRUCK,0,198.19,129.8,14.759,21.675,1,86.76,22.64,1.3211,0,0,REL0000184
2032-05,HOU,992208,EXPORT,3400361163.66,53866791.36,NL,OCEAN,1,143.27,31.48,10.331,9.563,0,3.95,2.26,0.6519,0,0,REL0000185
2032-06,SAV,164698,IMPORT,3743369044.06,27196337.49,MY,OCEAN,1,204.48,134.55,14.098,47.821,0,51.05,71.95,0.5259,0,0,REL0000186
2032-07,CHI,163299,IMPORT,208702374.72,27412989.67,TH,OCEAN,1,185.14,117.1,24.688,21.219,0,49.62,67.87,1.2753,0,0,REL0000187
2032-08,SAV,743339,IMPORT,7055065543.17,70476035.88,VN,AIR,0,169.94,52.92,23.816,45.191,0,16.78,52.44,0.9056,0,0,REL0000188
2032-09,NOR,807507,EXPORT,1700892821.5,13758108.28,DE,OCEAN,1,223.0,96.29,14.588,19.808,1,60.96,54.18,0.5693,0,0,REL0000189
2032-10,OAK,747141,IMPORT,3550810536.23,84873540.55,NL,AIR,1,108.82,168.09,27.129,3.816,1,70.71,9.6,1.2487,0,0,REL0000190
2032-11,NYC,791863,IMPORT,2243828482.15,48733262.46,IT,OCEAN,0,57.14,84.75,6.334,14.606,0,4.06,15.08,0.8237,0,0,REL0000191
2032-12,LAX,439452,EXPORT,6261958063.35,34266680.56,TW,AIR,1,176.54,73.08,26.908,25.265,0,15.62,80.22,0.6483,0,0,REL0000192
2033-01,SAV,905915,IMPORT,964302612.66,68300644.6,IT,TRUCK,0,101.82,57.34,11.433,35.607,0,87.64,89.4,1.3698,0,0,REL0000193
2033-02,SEA,783347,IMPORT,886118740.98,31323216.42,DE,AIR,1,122.72,11.95,24.786,47.239,0,9.41,19.72,1.029,0,0,REL0000194
2033-03,SAV,357748,IMPORT,1401803194.19,17927612.17,NL,RAIL,0,199.47,63.38,7.918,6.0,0,5.62,8.17,1.1147,0,0,REL0000195
2033-04,LGB,714942,EXPORT,221282608.81,43606274.1,NL,TRUCK,1,95.61,235.17,13.558,15.682,0,9.24,39.43,1.0676,0,0,REL0000196
2033-05,LGB,965741,IMPORT,7973694655.85,67401326.52,MX,OCEAN,1,242.01,179.84,16.249,3.194,0,39.83,85.01,1.2707,0,0,REL0000197
2033-06,OAK,564947,EXPORT,6667882353.9,38679645.26,MY,TRUCK,0,139.48,132.01,25.603,47.122,0,74.85,48.26,1.1098,0,0,REL0000198
2033-07,NOR,622414,IMPORT,3348646829.16,8577774.42,CA,RAIL,1,227.05,145.33,2.464,13.4,1,53.62,64.89,1.4875,0,1,REL0000199
2033-08,SEA,788514,REEXPORT,1601348022.98,70189097.25,ES,OCEAN,1,199.45,11.94,10.038,44.236,0,35.46,37.39,0.7407,1,0,REL0000200
2033-09,MIA,582746,IMPORT,4095354663.2,3226883.55,CA,TRUCK,1,199.36,132.57,15.453,20.749,0,94.87,46.4,0.7543,0,1,REL0000201
2033-10,NYC,383599,EXPORT,2138189065.27,20245746.86,BR,OCEAN,1,157.81,43.38,30.764,0.262,0,33.29,47.25,1.0082,0,0,REL0000202
2033-11,LGB,234027,EXPORT,1259556349.2,3938427.99,FR,AIR,0,159.18,42.36,33.859,1.885,0,33.04,10.86,0.9889,0,0,REL0000203
2033-12,LAX,569822,EXPORT,5958986358.02,57690045.42,GB,OCEAN,0,208.22,150.61,22.422,38.849,0,14.25,78.93,0.5434,1,1,REL0000204
2034-01,SEA,355806,IMPORT,1655472090.4,72000522.75,IT,OCEAN,1,85.15,31.7,29.708,2.868,1,37.48,21.81,0.5623,0,0,REL0000205
2034-02,NOR,178471,IMPORT,4267474754.28,32552364.46,FR,OCEAN,1,51.38,120.92,28.297,25.648,0,77.83,3.81,0.653,0,0,REL0000206
2034-03,LGB,369202,EXPORT,6088668678.47,35292183.07,GB,OCEAN,1,236.91,98.03,11.79,33.643,0,20.09,98.89,1.4582,0,1,REL0000207
2034-04,NYC,660011,IMPORT,3896944695.94,67222711.59,CN,RAIL,1,74.96,107.86,10.489,7.936,0,75.85,44.78,1.1321,0,0,REL0000208
2034-05,OAK,560409,EXPORT,2576378163.22,6583632.32,TH,TRUCK,1,65.42,164.26,20.083,12.978,0,89.24,9.51,1.3581,0,0,REL0000209
2034-06,HOU,504840,EXPORT,6506984164.44,17317651.94,VN,AIR,0,50.77,69.5,2.369,32.025,0,75.27,23.36,0.7073,0,1,REL0000210
2034-07,NOR,364874,IMPORT,4183815013.71,6062305.11,MY,AIR,1,139.28,114.15,25.771,37.986,0,77.25,49.16,0.9197,0,0,REL0000211
2034-08,OAK,891285,EXPORT,3541198143.24,78638479.91,CA,AIR,1,135.4,197.79,13.805,3.012,0,33.08,80.93,0.8322,0,0,REL0000212
2034-09,HOU,748291,REEXPORT,5077570176.19,11699519.22,IN,AIR,1,180.31,181.43,11.587,28.575,0,4.45,35.4,0.5561,1,1,REL0000213
2034-10,OAK,974641,IMPORT,3466896170.92,79048503.85,IT,OCEAN,1,79.23,179.02,10.823,32.666,0,65.47,42.23,1.35,0,1,REL0000214
2034-11,NYC,594748,IMPORT,5414813406.89,37268885.51,FR,OCEAN,1,79.08,56.35,10.61,43.38,0,97.44,12.72,0.6481,0,0,REL0000215
2034-12,SEA,695402,IMPORT,2572067590.72,20641835.18,VN,OCEAN,1,152.55,72.54,24.34,8.357,0,32.95,2.02,1.0542,0,0,REL0000216
2035-01,LGB,731567,IMPORT,4004692735.6,12699289.59,IT,RAIL,1,86.56,21.14,27.504,18.533,0,66.48,38.23,0.7185,0,1,REL0000217
2035-02,SEA,662103,EXPORT,1253131553.59,84854733.18,AU,OCEAN,1,227.8,12.04,24.054,36.287,0,47.39,23.72,1.302,0,0,REL0000218
2035-03,SEA,308716,EXPORT,3081430153.08,80099969.33,KR,OCEAN,0,92.28,27.94,32.23,4.578,0,59.2,53.17,0.9022,0,0,REL0000219
2035-04,SAV,422336,EXPORT,3377431163.2,29470817.99,TH,TRUCK,1,113.17,170.38,12.253,42.742,0,78.83,38.53,1.2886,0,0,REL0000220
2035-05,LGB,823280,IMPORT,7955829692.03,45404932.4,JP,OCEAN,0,111.02,228.43,19.634,5.722,0,32.33,34.29,0.5698,0,0,REL0000221
2035-06,HOU,423202,IMPORT,6656941132.4,27948737.49,MX,AIR,1,84.28,144.89,24.872,34.833,0,61.51,94.83,1.0847,0,1,REL0000222
2035-07,LAX,450625,IMPORT,3783374109.68,37849463.56,MX,AIR,1,183.27,211.97,30.714,43.904,0,46.17,9.79,0.7531,0,0,REL0000223
2035-08,SEA,282728,IMPORT,1912015766.57,1057511.41,JP,OCEAN,0,101.32,9.13,24.915,31.404,0,80.13,13.38,1.4488,0,0,REL0000224
2035-09,CHI,940622,IMPORT,7845563427.42,70520962.59,CN,RAIL,1,202.46,85.3,26.741,7.521,0,58.82,93.24,1.2337,0,0,REL0000225
2035-10,MIA,906120,EXPORT,3658765532.1,48566754.23,VN,OCEAN,1,231.97,129.04,13.888,22.421,0,42.57,17.61,0.8174,0,0,REL0000226
2035-11,NOR,184432,REEXPORT,5285091834.67,49951346.18,TH,OCEAN,1,53.31,184.04,10.249,40.129,0,12.12,62.78,1.414,1,0,REL0000227
2035-12,NYC,976592,IMPORT,4674699709.5,67566783.18,TH,TRUCK,1,62.87,219.11,5.799,24.9,0,88.13,28.0,0.5223,0,0,REL0000228
2036-01,SEA,382674,IMPORT,2173678456.54,23136718.33,AU,RAIL,0,74.66,73.64,29.937,38.208,0,74.89,34.22,1.3979,0,0,REL0000229
2036-02,LAX,427185,IMPORT,2137722447.58,60505427.63,MX,AIR,0,113.31,145.79,24.411,0.464,0,18.44,91.73,1.0026,0,0,REL0000230
2036-03,LAX,656825,EXPORT,4184986189.29,9861094.48,KR,OCEAN,1,86.2,204.41,9.753,42.951,0,14.32,83.99,1.1274,0,0,REL0000231
2036-04,SEA,735312,EXPORT,7523182801.33,2884290.09,MY,AIR,1,216.61,130.61,6.939,31.502,0,67.67,53.9,0.5442,0,1,REL0000232
2036-05,CHI,937922,EXPORT,5220292135.98,3505895.81,JP,TRUCK,1,219.55,132.01,15.514,38.566,0,7.43,34.09,0.8283,0,1,REL0000233
2036-06,LAX,226048,EXPORT,6924908511.99,73060308.5,CA,OCEAN,1,157.1,30.14,29.261,10.474,0,19.42,3.37,0.5739,0,0,REL0000234
2036-07,NYC,562508,IMPORT,447719976.25,52827790.86,GB,AIR,1,123.74,126.69,28.804,23.576,0,24.22,89.49,1.0594,0,0,REL0000235
2036-08,MIA,871056,EXPORT,727289698.21,34769453.94,ID,RAIL,1,206.55,123.51,20.172,32.233,0,73.6,88.88,0.7164,0,0,REL0000236
2036-09,LAX,890553,IMPORT,7749658380.61,37213719.78,DE,OCEAN,1,59.19,15.07,27.329,35.436,0,59.36,15.75,1.4076,0,0,REL0000237
2036-10,SEA,354078,IMPORT,7373722810.16,58888702.89,AU,AIR,1,58.76,221.02,29.433,30.885,0,80.11,93.6,1.4327,0,0,REL0000238
2036-11,LAX,879367,IMPORT,1691833951.72,43111914.97,TH,AIR,1,172.28,165.82,31.415,35.339,0,93.17,69.21,1.0144,0,0,REL0000239
2036-12,SEA,511555,IMPORT,6793483178.8,30728617.62,IN,OCEAN,0,171.54,153.66,8.321,0.138,1,71.19,71.02,1.0079,0,1,REL0000240
2037-01,HOU,696406,IMPORT,579903755.31,31293517.07,CA,OCEAN,0,221.1,11.16,22.222,38.613,0,97.54,99.6,0.7721,0,0,REL0000241
2037-02,SEA,915256,IMPORT,4857411697.58,78672058.84,SG,AIR,1,181.14,157.16,11.221,30.73,0,41.62,32.1,1.3619,0,0,REL0000242
2037-03,HOU,170240,EXPORT,5512355387.09,5166530.31,TW,TRUCK,0,60.08,206.67,25.913,45.719,0,70.06,69.5,1.2165,0,0,REL0000243
2037-04,NYC,514065,IMPORT,397356480.66,3232679.54,MX,OCEAN,0,115.72,29.12,15.83,13.197,0,86.66,46.63,0.8103,0,0,REL0000244
2037-05,OAK,821161,IMPORT,7512384761.27,52109294.62,ES,OCEAN,0,209.89,100.33,22.103,22.114,0,61.02,4.0,0.8386,0,0,REL0000245
2037-06,LAX,559950,IMPORT,6698230323.94,37618737.6,ID,TRUCK,1,147.05,117.62,18.891,29.851,1,1.8,78.16,1.2077,0,0,REL0000246
2037-07,MIA,824943,IMPORT,1924688450.1,48845014.81,MX,OCEAN,0,57.65,180.73,4.243,0.83,0,50.22,18.96,0.8472,0,0,REL0000247
2037-08,LAX,329924,IMPORT,380966168.1,81334333.59,CA,RAIL,1,199.53,10.9,30.323,37.461,0,78.34,83.06,1.361,0,0,REL0000248
2037-09,SEA,402847,IMPORT,1860871913.85,82815610.76,MY,OCEAN,1,169.39,79.78,19.24,48.803,0,69.03,76.38,0.5493,0,0,REL0000249
2037-10,SEA,923303,EXPORT,7485336796.0,40748668.1,NL,RAIL,0,123.01,153.42,8.171,3.582,0,30.5,77.14,1.0593,0,1,REL0000250
2037-11,SEA,917146,EXPORT,413526631.21,33948677.12,IT,OCEAN,1,150.84,99.04,23.322,1.647,0,17.17,1.52,1.3678,0,0,REL0000251
2037-12,NYC,453945,IMPORT,7237403472.39,51747842.88,CN,TRUCK,0,144.51,150.8,16.231,46.916,0,32.71,36.07,1.0932,0,1,REL0000252
2038-01,LAX,834359,IMPORT,1428283032.37,26543791.11,TW,TRUCK,0,208.74,220.28,0.521,30.314,0,69.98,27.37,1.3305,0,0,REL0000253
2038-02,CHI,863652,EXPORT,7492969246.68,18241509.93,IT,OCEAN,0,79.35,207.29,28.845,19.162,0,94.51,91.97,0.9526,0,0,REL0000254
2038-03,NYC,766614,EXPORT,1067099841.49,59495693.59,MY,AIR,0,157.12,149.6,0.121,29.157,0,94.61,36.64,0.6287,0,0,REL0000255
2038-04,HOU,187923,EXPORT,3623943403.7,74140554.9,BR,POSTAL,0,233.01,162.24,20.861,19.986,0,80.83,74.12,1.2865,0,0,REL0000256
2038-05,CHI,736712,EXPORT,7690539800.41,80310986.53,ES,RAIL,1,128.49,43.41,26.922,29.944,0,38.08,42.44,0.8373,0,0,REL0000257
2038-06,CHI,533080,EXPORT,6442342038.26,77627571.86,ES,TRUCK,1,200.06,8.98,34.328,23.469,0,38.49,2.3,1.3321,1,0,REL0000258
2038-07,LGB,132196,EXPORT,6688131894.91,33347192.77,IN,OCEAN,0,134.58,166.77,2.25,33.908,0,69.59,38.51,0.5859,0,1,REL0000259
2038-08,LGB,305322,EXPORT,5097712876.96,18559637.62,IT,OCEAN,1,165.81,19.1,5.291,17.193,0,94.9,43.23,1.164,0,0,REL0000260
2038-09,OAK,718232,EXPORT,1963385984.33,31038850.21,ID,AIR,0,168.53,148.81,25.478,32.024,0,73.08,96.5,1.3757,0,1,REL0000261
2038-10,LAX,311903,IMPORT,1528705522.72,27841259.6,ES,OCEAN,0,228.57,20.58,16.582,22.897,0,91.88,63.54,1.0644,0,0,REL0000262
2038-11,LAX,271595,IMPORT,3185789911.67,28543063.12,DE,OCEAN,1,59.92,36.99,19.411,19.353,0,4.57,80.12,0.5989,0,1,REL0000263
2038-12,SEA,763388,IMPORT,7670659751.46,12732196.35,ID,TRUCK,0,160.26,130.03,22.873,9.593,0,72.7,7.58,1.1985,0,0,REL0000264
2039-01,HOU,186299,IMPORT,469515317.0,52821301.68,BR,AIR,1,73.39,175.18,6.278,19.092,0,52.21,9.34,0.654,0,0,REL0000265
2039-02,NOR,902622,IMPORT,7353950681.53,30475408.32,ID,OCEAN,0,149.22,103.77,14.355,37.791,0,38.45,91.31,0.7284,0,0,REL0000266
2039-03,SEA,276898,EXPORT,7874342502.92,36995665.5,IN,TRUCK,1,109.1,39.38,7.252,33.095,0,35.66,90.23,1.4304,0,0,REL0000267
2039-04,OAK,579126,IMPORT,343941336.3,13581412.75,ID,AIR,1,149.35,68.61,15.668,16.209,0,31.14,52.77,0.6696,0,0,REL0000268
2039-05,OAK,846699,IMPORT,3630749340.97,23981745.66,TW,AIR,1,159.69,36.45,8.281,0.123,0,97.81,98.19,1.2667,0,0,REL0000269
2039-06,NOR,786435,IMPORT,3029853165.88,69088390.87,AU,OCEAN,1,169.89,83.6,33.99,21.644,0,46.6,92.99,1.0782,0,0,REL0000270
2039-07,LGB,266656,EXPORT,4739168305.95,24064176.82,GB,AIR,1,66.14,188.46,7.91,43.081,1,92.84,9.57,1.1516,0,1,REL0000271
2039-08,CHI,850004,IMPORT,1073802174.36,13794354.01,CN,RAIL,1,93.88,186.55,12.084,22.52,0,2.06,90.93,0.7979,0,0,REL0000272
2039-09,SEA,504944,IMPORT,32186733.51,49531875.07,FR,OCEAN,0,90.84,180.44,18.719,3.549,0,79.84,32.07,1.4487,0,0,REL0000273
2039-10,SAV,408568,IMPORT,6292530918.96,2810101.48,MY,TRUCK,1,162.35,221.57,18.041,27.233,0,45.85,67.75,1.0412,0,0,REL0000274
2039-11,MIA,936651,EXPORT,1737113929.45,53651489.33,IN,TRUCK,1,78.55,105.36,32.38,15.381,0,36.05,33.72,1.3603,0,0,REL0000275
2039-12,LGB,777189,IMPORT,1850193955.82,61371412.98,AU,AIR,1,61.28,192.07,32.262,0.374,0,97.66,77.22,1.3084,0,1,REL0000276
2040-01,LGB,446266,IMPORT,2420412494.58,519629.38,CA,OCEAN,0,65.0,44.55,21.445,34.124,0,18.33,21.11,1.0443,0,0,REL0000277
2040-02,HOU,606104,EXPORT,7430387292.98,12482529.72,FR,POSTAL,1,61.57,107.8,20.988,4.245,0,61.07,51.14,1.4726,0,1,REL0000278
2040-03,OAK,336342,IMPORT,5046319274.77,49166263.37,KR,AIR,1,216.35,31.24,3.691,34.044,0,96.78,94.66,1.0508,0,0,REL0000279
2040-04,HOU,863604,IMPORT,7387149353.99,57392583.67,GB,OCEAN,1,151.31,202.48,9.624,35.722,0,45.89,92.36,1.0853,0,0,REL0000280
2040-05,CHI,863015,IMPORT,3004430712.21,32710695.35,TH,OCEAN,1,80.02,232.36,10.905,34.167,0,36.25,72.04,0.6959,0,1,REL0000281
2040-06,OAK,375261,EXPORT,4613238939.12,67661855.1,CN,TRUCK,1,73.93,3.47,13.94,1.879,0,27.8,91.93,1.4139,0,1,REL0000282
2040-07,HOU,538645,IMPORT,5262665157.37,14221388.75,IN,OCEAN,0,153.75,77.61,34.003,16.366,0,92.5,71.21,0.5297,0,0,REL0000283
2040-08,LAX,530539,IMPORT,3934106570.32,51580280.86,IN,AIR,1,81.6,236.65,8.733,19.738,0,70.39,50.07,1.2858,0,0,REL0000284
2040-09,NYC,946583,IMPORT,7551480077.29,40569203.81,FR,AIR,1,193.06,62.3,34.752,34.325,0,22.82,70.7,0.8604,0,0,REL0000285
2040-10,MIA,894713,IMPORT,5980380261.32,19487600.41,IT,TRUCK,1,99.11,174.41,23.617,2.875,1,46.46,15.93,0.9442,0,1,REL0000286
2040-11,MIA,255628,EXPORT,6853314254.79,71876171.7,TH,OCEAN,0,166.01,113.69,28.981,11.275,0,97.57,25.12,0.8631,0,0,REL0000287
2040-12,LAX,735474,IMPORT,349056000.94,37825626.54,TH,AIR,0,157.21,72.81,6.382,14.78,0,25.74,49.32,0.6383,0,0,REL0000288
2041-01,CHI,192958,EXPORT,5936442071.3,8485561.12,SG,OCEAN,0,132.58,27.99,25.164,33.745,0,71.78,40.69,0.92,0,1,REL0000289
2041-02,MIA,878877,IMPORT,7999697385.37,25585440.51,TH,TRUCK,1,161.04,171.25,5.215,26.88,1,55.11,87.46,1.2734,0,0,REL0000290
2041-03,NOR,163242,REEXPORT,304415760.54,39286176.19,IN,OCEAN,0,188.3,232.1,27.372,12.04,0,96.5,20.39,1.1636,1,0,REL0000291
2041-04,LAX,983367,IMPORT,3902617104.53,5202392.09,AU,OCEAN,1,87.98,44.03,10.085,35.077,0,81.22,16.07,0.596,0,0,REL0000292
2041-05,LGB,101540,IMPORT,1051231007.01,23456967.6,CN,OCEAN,1,191.11,113.74,3.731,36.295,0,67.04,43.11,0.7043,0,0,REL0000293
2041-06,HOU,601043,IMPORT,2729412276.57,55985141.63,BR,TRUCK,1,156.79,81.45,21.882,33.277,0,54.56,46.35,0.7394,0,0,REL0000294
2041-07,OAK,578104,EXPORT,7513592427.19,18300989.58,ID,AIR,1,199.79,203.71,21.821,9.904,1,87.07,3.74,0.7554,0,0,REL0000295
2041-08,NYC,195681,IMPORT,4181703130.12,35370883.23,SG,RAIL,1,117.6,216.47,4.418,45.992,0,33.71,44.66,1.1407,0,1,REL0000296
2041-09,MIA,786931,IMPORT,3410693672.78,47614741.57,ES,RAIL,1,168.12,207.46,26.614,4.216,0,38.06,30.25,0.7777,0,0,REL0000297
2041-10,NOR,814020,EXPORT,2727221982.63,18213301.02,IT,OCEAN,1,181.0,215.67,13.105,22.38,0,46.66,15.92,1.4742,0,0,REL0000298
2041-11,NOR,829429,IMPORT,4721082108.29,81850472.94,NL,RAIL,1,167.63,74.13,11.692,30.636,0,24.35,92.84,1.4336,0,0,REL0000299
2041-12,LGB,602338,IMPORT,3968965645.62,10326850.37,GB,OCEAN,1,57.33,9.0,21.647,9.604,0,19.22,91.61,1.0118,0,1,REL0000300
2042-01,HOU,193651,EXPORT,6655518445.57,8322854.9,TH,AIR,0,156.12,39.48,24.376,36.234,1,80.16,28.64,1.1776,0,0,REL0000301
2042-02,SAV,754599,IMPORT,868065110.79,25946079.72,VN,TRUCK,1,182.61,147.26,1.566,27.528,0,63.1,8.71,1.3687,0,0,REL0000302
2042-03,HOU,287626,IMPORT,418516387.84,15431473.08,MX,OCEAN,1,74.29,205.4,19.128,47.047,0,1.59,89.43,0.503,0,0,REL0000303
2042-04,OAK,904684,EXPORT,503558156.05,78666476.99,KR,AIR,1,198.54,188.02,13.81,5.808,0,73.45,7.44,0.6038,0,0,REL0000304
2042-05,CHI,182679,IMPORT,636157367.29,45688002.61,DE,OCEAN,1,70.09,147.03,10.597,11.291,0,62.54,86.83,1.4616,0,0,REL0000305
2042-06,SAV,885255,EXPORT,7889778679.59,14820060.21,KR,TRUCK,1,249.24,147.62,18.706,42.732,0,19.01,56.88,1.2545,0,1,REL0000306
2042-07,HOU,945793,IMPORT,2858414615.76,10017274.9,TW,OCEAN,1,142.06,165.94,5.419,16.41,0,35.22,53.54,1.0941,0,1,REL0000307
2042-08,MIA,870438,EXPORT,39604089.26,20454281.13,TW,OCEAN,0,143.93,44.45,19.886,20.565,0,56.87,61.63,0.8837,0,0,REL0000308
2042-09,NYC,780084,IMPORT,1513571719.37,24166687.48,TW,AIR,1,61.01,169.06,5.563,22.228,0,55.69,29.39,0.8511,0,0,REL0000309
2042-10,LGB,630759,IMPORT,5136120892.56,11793478.73,JP,AIR,1,208.11,125.91,3.289,21.147,0,10.07,38.92,0.6681,0,0,REL0000310
2042-11,CHI,448810,IMPORT,3826554509.71,39526595.63,NL,TRUCK,1,191.71,8.71,21.061,13.772,0,62.42,8.57,1.1287,0,0,REL0000311
2042-12,MIA,225638,REEXPORT,3848815535.65,84483700.64,IT,TRUCK,1,86.94,41.87,26.47,20.655,0,49.26,3.61,1.2756,1,1,REL0000312
2043-01,LAX,320093,IMPORT,6500419897.22,58207874.85,TH,OCEAN,0,241.07,80.07,25.391,18.384,0,17.24,12.13,1.2407,0,1,REL0000313
2043-02,NYC,859302,IMPORT,3564098822.6,53921955.86,IT,TRUCK,0,162.75,181.14,24.251,23.51,0,41.83,76.63,0.7318,0,0,REL0000314
2043-03,LAX,966430,EXPORT,1476066769.89,69830357.63,IT,AIR,1,242.08,162.35,10.472,0.472,0,81.65,27.32,1.4745,0,0,REL0000315
2043-04,SAV,187933,IMPORT,2811374890.51,53798899.29,TH,AIR,1,247.73,113.37,18.049,26.829,0,3.42,89.46,0.9377,0,0,REL0000316
2043-05,SEA,713715,IMPORT,4094123565.17,30149115.59,BR,TRUCK,1,214.43,35.79,28.084,4.832,0,17.57,53.05,1.1554,0,1,REL0000317
2043-06,HOU,419741,EXPORT,3225405838.49,67596778.61,FR,OCEAN,1,138.86,30.45,32.444,24.582,0,6.28,16.41,0.8878,0,0,REL0000318
2043-07,CHI,492597,IMPORT,372740731.81,42145189.51,IN,RAIL,0,127.63,212.92,0.02,16.246,0,43.31,44.5,1.3611,0,0,REL0000319
2043-08,NYC,709671,IMPORT,6149711342.24,84512198.62,KR,OCEAN,1,50.36,33.31,32.204,9.749,0,48.92,43.44,1.328,0,0,REL0000320
2043-09,MIA,371604,IMPORT,1850026531.12,65119058.49,ID,RAIL,1,80.96,228.43,1.248,7.972,0,2.3,29.74,1.2729,0,0,REL0000321
2043-10,MIA,979401,IMPORT,802732908.36,83800480.84,IT,OCEAN,1,177.12,7.86,23.092,45.277,0,91.67,14.75,0.5216,0,0,REL0000322
2043-11,NYC,433148,IMPORT,7355557391.13,78237022.69,TW,OCEAN,1,228.16,239.15,13.018,15.526,0,37.99,73.77,1.2464,0,1,REL0000323
2043-12,MIA,935984,EXPORT,5875796108.1,61785093.0,IN,TRUCK,1,196.41,166.08,2.499,2.227,0,95.98,75.76,1.432,0,0,REL0000324
2044-01,CHI,605058,IMPORT,7128442198.36,63050258.37,TH,OCEAN,0,188.81,174.1,25.521,34.708,0,46.87,7.3,0.671,0,0,REL0000325
2044-02,HOU,808888,IMPORT,3445116692.3,47249995.84,ES,TRUCK,0,60.01,95.58,27.943,41.433,0,14.08,28.6,0.5788,0,1,REL0000326
2044-03,LGB,124687,REEXPORT,1177703331.47,68919713.04,CA,OCEAN,0,59.09,2.13,7.658,14.092,1,88.1,68.24,0.5347,1,1,REL0000327
2044-04,OAK,391758,EXPORT,3415093934.65,28333237.35,JP,AIR,0,50.49,213.72,5.811,23.983,0,18.69,43.21,0.6662,0,1,REL0000328
2044-05,LGB,490062,EXPORT,683043610.52,29737987.75,CN,OCEAN,0,81.9,55.83,0.226,3.864,0,54.76,32.4,0.6392,0,0,REL0000329
