energy_price_rate_effective_date,energy_price_utility_id,energy_price_tariff_code,energy_price_customer_class,energy_price_fixed_charge_usd,energy_price_energy_charge_cents_kwh,energy_price_demand_charge_usd_kw,energy_price_fuel_adjustment_cents_kwh,energy_price_riders_surcharges_usd,energy_price_bill_amount_avg_usd,energy_price_bill_amount_p95_usd,energy_price_arrears_rate_pct,energy_price_disconnection_rate_pct,energy_price_reconnection_rate_pct,energy_price_payment_plan_enrollment,energy_price_assistance_program_uptake,energy_price_net_metering_credit_rate,energy_price_time_variant_pricing_flag,energy_price_low_income_discount_flag,energy_price_regulatory_docket_id
2015-11-24,UTIL000152,C_GEN,COM,62.19,28.084,19.582,5.654,-0.37,35.63,48.97,22.15,1.36,9.35,172319,49.73,6.866,0,0,DOCKET0000152
2015-12-01,UTIL000153,I_LARGE,GOV,2.97,22.438,10.307,2.372,42.0,388.53,835.61,6.44,10.9,1.06,263325,50.21,12.776,0,1,DOCKET0000153
2015-12-08,UTIL000154,I_LARGE,RES,25.66,22.861,14.162,9.003,18.39,36.19,88.89,8.89,2.77,8.94,779923,62.28,23.692,0,0,DOCKET0000154
2015-12-15,UTIL000155,R_LI,COM,10.03,16.415,37.178,10.726,51.35,323.41,709.46,4.78,0.39,5.52,418474,21.44,17.167,0,0,DOCKET0000155
2015-12-22,UTIL000156,I_LARGE,RES,18.18,35.472,35.502,-0.868,71.11,295.95,766.66,7.14,5.76,14.84,769693,39.91,20.92,1,0,DOCKET0000156
2015-12-29,UTIL000157,R_LI,IND,24.77,14.467,1.25,5.323,100.37,360.66,851.74,19.49,2.28,5.05,302184,61.72,27.139,0,1,DOCKET0000157
2016-01-05,UTIL000158,SOLAR_RIDER,COM,62.78,33.902,44.909,-2.448,19.73,111.0,262.3,5.87,2.13,7.3,52037,2.11,29.876,0,1,DOCKET0000158
2016-01-12,UTIL000159,R_STD,COM,24.2,29.979,16.572,-1.38,115.99,235.72,564.39,27.1,8.64,18.48,549433,29.81,10.876,0,0,DOCKET0000159
2016-01-19,UTIL000160,SOLAR_RIDER,IND,4.9,36.571,28.426,3.482,-1.18,356.96,659.13,19.37,1.57,17.32,462399,42.43,7.1,0,0,DOCKET0000160
2016-01-26,UTIL000161,R_LI,IND,75.28,28.447,7.705,-3.885,55.58,267.88,558.0,9.61,11.97,3.3,69480,8.16,23.503,1,0,DOCKET0000161
2016-02-02,UTIL000162,EV_TOU,RES,23.7,29.689,29.766,-3.114,104.19,318.8,590.45,11.09,7.14,22.3,346475,36.99,12.903,0,1,DOCKET0000162
2016-02-09,UTIL000163,R_STD,RES,71.87,37.59,30.785,-1.43,-16.48,346.1,763.42,25.77,11.81,8.31,51561,63.97,11.074,1,1,DOCKET0000163
2016-02-16,UTIL000164,SOLAR_RIDER,RES,50.64,14.157,5.741,6.202,101.93,107.73,177.49,9.42,5.85,24.19,58694,58.79,26.453,0,1,DOCKET0000164
2016-02-23,UTIL000165,C_DEM,RES,76.8,29.681,32.726,0.152,6.44,36.06,74.48,23.81,2.09,10.17,421151,48.94,5.212,0,0,DOCKET0000165
2016-03-01,UTIL000166,R_STD,RES,42.03,26.303,14.676,0.626,60.11,398.88,774.84,10.98,1.01,9.21,537946,12.43,19.385,0,0,DOCKET0000166
2016-03-08,UTIL000167,R_STD,COM,21.43,25.144,23.461,-0.07,77.96,354.07,596.77,21.73,9.09,20.04,66162,24.1,2.6,1,0,DOCKET0000167
2016-03-15,UTIL000168,C_GEN,COM,12.89,10.471,31.826,-4.253,91.15,229.71,572.04,1.96,9.38,15.61,412692,27.85,7.489,0,0,DOCKET0000168
2016-03-22,UTIL000169,R_TOU,COM,15.7,25.481,7.774,-0.855,64.11,379.94,885.22,9.18,3.08,17.75,651117,63.16,2.017,0,0,DOCKET0000169
2016-03-29,UTIL000170,EV_TOU,RES,15.34,29.92,44.034,2.666,96.69,194.55,420.62,12.97,9.49,7.58,51745,27.95,11.914,1,0,DOCKET0000170
2016-04-05,UTIL000171,C_GEN,RES,72.36,17.82,14.497,-2.896,47.51,247.83,620.32,13.06,9.07,3.2,403405,56.42,18.022,0,0,DOCKET0000171
2016-04-12,UTIL000172,R_TOU,RES,28.36,15.21,35.26,-3.066,-20.74,190.67,371.99,21.11,8.13,24.03,825185,37.58,4.809,1,1,DOCKET0000172
2016-04-19,UTIL000173,C_DEM,RES,32.52,15.422,36.411,-3.683,54.95,211.11,264.32,21.44,1.05,6.02,320020,29.44,10.424,0,1,DOCKET0000173
2016-04-26,UTIL000174,C_GEN,RES,61.81,8.09,10.735,0.68,41.65,44.67,57.03,2.83,10.9,4.08,161391,24.6,11.555,1,0,DOCKET0000174
2016-05-03,UTIL000175,R_TOU,COM,24.1,11.463,41.97,9.094,83.89,85.47,180.07,11.61,4.94,15.1,290300,68.77,7.917,1,0,DOCKET0000175
2016-05-10,UTIL000176,EV_TOU,COM,72.04,37.686,21.245,5.226,110.21,71.53,170.25,21.78,10.58,11.83,374024,30.99,10.443,0,0,DOCKET0000176
2016-05-17,UTIL000177,R_LI,RES,10.24,14.764,13.291,8.864,98.01,232.01,396.02,16.37,4.47,19.24,345440,71.47,2.235,1,0,DOCKET0000177
2016-05-24,UTIL000178,EV_TOU,RES,63.71,16.557,3.326,2.082,20.61,139.0,282.11,19.18,11.08,8.33,159379,61.66,2.436,1,0,DOCKET0000178
2016-05-31,UTIL000179,C_DEM,COM,48.88,22.213,15.113,-3.26,40.18,173.84,418.37,14.54,9.67,2.5,468010,24.71,23.419,0,0,DOCKET0000179
2016-06-07,UTIL000180,I_LARGE,COM,58.06,15.826,36.556,-4.348,7.83,302.54,754.71,14.6,3.68,24.25,115359,21.82,23.055,0,1,DOCKET0000180
2016-06-14,UTIL000181,C_GEN,RES,11.42,16.548,43.833,8.571,65.36,358.88,824.98,9.89,8.43,22.84,160764,22.91,25.682,0,1,DOCKET0000181
2016-06-21,UTIL000182,R_TOU,RES,80.62,18.758,18.335,2.947,112.97,243.05,541.24,17.29,3.11,1.57,402364,72.68,7.31,1,0,DOCKET0000182
2016-06-28,UTIL000183,R_TOU,IND,64.2,28.622,1.504,-2.072,58.16,350.56,453.69,5.38,0.07,13.47,763621,67.36,27.986,0,0,DOCKET0000183
2016-07-05,UTIL000184,R_TOU,IND,61.51,23.854,38.377,7.56,92.14,362.86,691.87,12.96,1.03,16.33,319402,52.11,26.34,0,0,DOCKET0000184
2016-07-12,UTIL000185,EV_TOU,RES,52.2,9.958,32.234,7.323,36.66,192.01,399.01,20.55,8.02,21.07,47207,50.99,20.246,1,1,DOCKET0000185
2016-07-19,UTIL000186,C_GEN,RES,54.88,25.569,16.61,-4.566,43.64,207.17,337.9,21.13,6.42,9.65,283685,21.51,14.715,0,1,DOCKET0000186
2016-07-26,UTIL000187,C_GEN,RES,2.4,7.295,28.098,11.823,-14.44,360.98,862.1,0.77,11.11,7.22,693653,10.45,22.179,0,0,DOCKET0000187
2016-08-02,UTIL000188,R_TOU,COM,57.32,24.336,44.38,2.498,-4.5,172.04,439.32,5.03,6.76,3.63,139745,39.05,11.169,1,0,DOCKET0000188
2016-08-09,UTIL000189,C_DEM,COM,47.27,31.109,15.305,-2.59,79.06,200.79,410.88,11.31,8.95,11.79,717253,34.54,15.757,0,0,DOCKET0000189
2016-08-16,UTIL000190,C_DEM,GOV,78.44,26.554,0.592,6.702,70.41,135.35,283.68,19.72,5.41,21.41,512120,69.61,20.968,0,0,DOCKET0000190
2016-08-23,UTIL000191,EV_TOU,RES,39.71,20.844,18.877,8.141,26.38,211.36,291.76,14.11,4.22,12.75,565887,18.18,27.79,0,0,DOCKET0000191
2016-08-30,UTIL000192,R_TOU,COM,14.86,22.024,37.068,7.906,89.67,317.44,695.73,27.67,11.26,9.9,140670,1.22,0.796,0,0,DOCKET0000192
2016-09-06,UTIL000193,EV_TOU,IND,71.8,9.434,17.843,-1.718,42.8,362.14,687.6,27.44,8.49,8.66,2581,68.8,8.867,0,1,DOCKET0000193
2016-09-13,UTIL000194,I_LARGE,COM,37.38,21.981,42.39,-3.47,-14.19,414.1,680.77,20.36,9.6,20.92,51563,38.27,25.847,0,0,DOCKET0000194
2016-09-20,UTIL000195,R_STD,RES,73.07,15.1,24.851,7.335,49.64,270.82,481.49,15.67,11.94,8.85,15085,44.6,1.554,0,0,DOCKET0000195
2016-09-27,UTIL000196,C_GEN,RES,16.04,29.059,18.919,-3.342,54.5,224.13,319.74,12.53,11.18,19.92,429334,39.87,20.633,0,0,DOCKET0000196
2016-10-04,UTIL000197,SOLAR_RIDER,RES,71.94,31.156,42.942,-2.053,83.21,48.54,90.78,12.75,5.39,21.99,251036,61.05,4.198,0,1,DOCKET0000197
2016-10-11,UTIL000198,R_LI,RES,1.26,15.086,35.346,9.464,76.76,262.65,675.62,5.21,6.68,2.78,122450,37.9,21.636,0,1,DOCKET0000198
2016-10-18,UTIL000199,C_DEM,IND,52.68,29.578,40.869,9.465,77.71,121.28,243.41,6.5,3.98,16.31,384595,47.3,5.194,0,0,DOCKET0000199
2016-10-25,UTIL000200,EV_TOU,RES,14.12,28.421,0.058,6.814,15.88,342.23,650.3,20.89,9.44,22.62,23781,11.07,21.393,1,0,DOCKET0000200
2016-11-01,UTIL000201,SOLAR_RIDER,RES,50.32,11.542,6.775,6.407,56.57,165.31,240.64,26.58,11.17,21.13,714433,37.82,28.948,0,0,DOCKET0000201
2016-11-08,UTIL000202,R_LI,COM,48.01,23.179,6.682,-0.669,8.87,251.89,363.9,18.53,1.62,3.63,714911,17.12,3.09,0,1,DOCKET0000202
2016-11-15,UTIL000203,C_DEM,COM,15.29,8.884,4.577,1.382,101.11,256.26,541.81,0.89,1.84,18.59,572766,4.08,26.85,0,0,DOCKET0000203
2016-11-22,UTIL000204,R_LI,RES,74.53,23.693,34.135,-3.536,19.78,237.96,587.31,3.01,1.38,22.68,417036,30.11,13.445,0,0,DOCKET0000204
2016-11-29,UTIL000205,C_DEM,COM,45.23,35.49,32.084,1.476,97.72,79.15,189.94,24.34,9.93,22.1,67793,60.64,20.037,0,1,DOCKET0000205
2016-12-06,UTIL000206,R_STD,COM,84.79,16.039,11.865,-2.71,-6.51,304.35,408.98,20.95,4.09,2.16,168588,60.56,9.802,0,0,DOCKET0000206
2016-12-13,UTIL000207,R_LI,IND,1.38,13.741,34.117,1.743,117.93,120.78,293.88,15.71,1.74,14.14,631498,64.21,12.685,1,0,DOCKET0000207
2016-12-20,UTIL000208,C_GEN,COM,15.16,9.433,27.631,-0.403,78.1,85.05,142.23,0.54,3.52,8.9,8138,73.6,23.174,0,0,DOCKET0000208
2016-12-27,UTIL000209,SOLAR_RIDER,RES,56.43,37.567,42.138,11.272,18.39,160.42,271.24,23.59,3.12,6.67,564247,64.46,18.883,0,0,DOCKET0000209
2017-01-03,UTIL000210,C_GEN,RES,65.52,13.241,8.696,5.889,12.0,364.49,756.16,25.49,5.67,17.57,87365,65.69,19.834,0,1,DOCKET0000210
2017-01-10,UTIL000211,SOLAR_RIDER,IND,67.46,21.232,9.712,8.839,101.13,215.22,458.71,8.28,5.85,21.14,734318,35.62,6.313,1,0,DOCKET0000211
2017-01-17,UTIL000212,R_TOU,COM,83.24,6.609,28.269,8.694,12.14,160.83,275.15,24.56,9.07,3.73,504198,7.19,25.661,1,1,DOCKET0000212
2017-01-24,UTIL000213,C_DEM,RES,1.32,29.396,12.807,-1.009,82.59,140.63,311.75,3.32,6.55,11.3,63336,1.4,5.003,0,1,DOCKET0000213
2017-01-31,UTIL000214,C_DEM,RES,73.57,9.418,21.47,10.919,97.4,236.88,484.26,13.15,8.74,13.52,544042,72.57,14.181,0,0,DOCKET0000214
2017-02-07,UTIL000215,C_DEM,IND,66.68,24.485,44.394,2.172,-5.94,272.34,416.52,25.57,10.28,3.23,233261,55.48,20.003,0,0,DOCKET0000215
2017-02-14,UTIL000216,C_GEN,IND,58.53,17.38,1.294,1.931,101.76,98.29,228.45,0.82,10.38,17.82,605150,55.39,4.227,0,0,DOCKET0000216
2017-02-21,UTIL000217,C_GEN,RES,24.11,12.636,37.714,9.922,8.02,332.97,774.55,16.39,9.7,11.85,229969,71.9,13.22,1,0,DOCKET0000217
2017-02-28,UTIL000218,R_LI,IND,54.44,33.78,29.273,4.98,17.7,329.08,809.33,8.49,0.79,6.4,433022,51.47,0.408,1,0,DOCKET0000218
2017-03-07,UTIL000219,R_LI,RES,35.45,32.541,31.311,-1.181,12.81,127.61,192.09,0.0,10.88,14.56,582664,0.88,19.958,0,0,DOCKET0000219
2017-03-14,UTIL000220,I_LARGE,GOV,61.97,7.678,9.584,11.608,30.76,245.19,429.3,7.61,5.45,24.93,561706,10.35,21.527,0,0,DOCKET0000220
2017-03-21,UTIL000221,R_LI,RES,6.47,28.773,13.059,-1.182,110.32,83.4,139.41,15.98,0.04,2.66,24973,1.36,19.388,0,0,DOCKET0000221
2017-03-28,UTIL000222,SOLAR_RIDER,RES,17.0,18.132,34.05,3.306,47.55,268.3,572.0,15.66,1.34,20.2,507893,1.78,13.226,0,0,DOCKET0000222
2017-04-04,UTIL000223,C_DEM,RES,11.04,13.644,35.569,2.954,95.56,73.22,128.32,27.55,3.18,19.14,536412,43.96,4.439,0,0,DOCKET0000223
2017-04-11,UTIL000224,C_DEM,COM,69.5,20.713,7.881,11.177,53.96,303.66,787.59,7.9,0.96,5.1,142089,41.5,21.977,1,0,DOCKET0000224
2017-04-18,UTIL000225,C_GEN,IND,6.31,17.532,32.01,8.217,76.6,132.98,179.67,3.48,11.38,24.29,370348,71.92,19.402,0,1,DOCKET0000225
2017-04-25,UTIL000226,C_GEN,RES,17.91,18.898,41.28,-0.646,27.14,41.66,107.94,27.04,2.94,14.36,494247,52.83,13.615,0,0,DOCKET0000226
2017-05-02,UTIL000227,R_TOU,COM,20.65,20.945,36.93,9.732,-17.64,339.29,411.19,23.53,3.65,3.68,473960,20.58,8.928,0,0,DOCKET0000227
2017-05-09,UTIL000228,I_LARGE,COM,55.1,31.874,19.952,8.546,-1.96,55.1,81.99,26.12,0.42,16.38,306964,33.33,6.92,1,0,DOCKET0000228
2017-05-16,UTIL000229,I_LARGE,RES,81.18,9.062,32.583,-2.686,23.27,149.21,325.75,19.81,11.14,13.2,504414,51.9,16.836,0,0,DOCKET0000229
2017-05-23,UTIL000230,R_LI,RES,76.87,12.405,32.297,5.585,-19.61,80.09,159.13,23.08,9.53,6.03,665447,18.33,15.356,1,1,DOCKET0000230
2017-05-30,UTIL000231,R_TOU,COM,71.05,17.814,20.588,-4.762,11.78,395.61,690.85,23.21,6.3,18.47,577700,45.04,21.19,0,1,DOCKET0000231
2017-06-06,UTIL000232,R_TOU,IND,21.03,24.119,21.512,11.098,63.6,51.91,110.57,20.22,7.11,13.65,764213,22.64,16.844,0,0,DOCKET0000232
2017-06-13,UTIL000233,I_LARGE,IND,8.13,32.196,44.026,6.297,40.15,86.48,181.88,21.13,0.64,12.93,783089,28.62,24.37,0,0,DOCKET0000233
2017-06-20,UTIL000234,R_LI,COM,3.45,23.964,10.477,4.028,47.01,395.31,888.45,26.06,11.22,0.44,66414,9.43,3.095,1,0,DOCKET0000234
2017-06-27,UTIL000235,I_LARGE,COM,20.34,18.502,10.452,8.778,-4.24,299.33,777.75,10.52,6.99,9.99,427320,69.56,17.369,0,0,DOCKET0000235
2017-07-04,UTIL000236,I_LARGE,IND,78.48,13.03,24.711,-2.684,31.83,66.14,157.44,16.18,8.21,23.79,387649,40.98,28.233,0,0,DOCKET0000236
2017-07-11,UTIL000237,R_STD,COM,81.36,36.015,40.855,5.054,7.15,282.64,346.61,3.53,11.95,11.37,191171,7.0,5.291,0,0,DOCKET0000237
2017-07-18,UTIL000238,EV_TOU,COM,17.78,17.297,11.971,2.403,101.15,248.24,608.69,13.74,3.73,22.58,158081,34.96,21.51,1,0,DOCKET0000238
2017-07-25,UTIL000239,R_STD,COM,74.7,10.697,3.621,7.089,92.61,347.24,481.47,11.51,3.96,9.72,535397,21.11,7.838,1,0,DOCKET0000239
2017-08-01,UTIL000240,EV_TOU,RES,76.79,34.044,30.461,-0.838,34.56,356.87,850.6,23.45,5.48,11.58,432560,26.61,15.978,0,0,DOCKET0000240
2017-08-08,UTIL000241,R_STD,IND,61.59,9.877,18.244,6.868,70.69,324.37,826.93,3.78,4.26,21.33,108415,57.22,0.079,0,1,DOCKET0000241
2017-08-15,UTIL000242,R_TOU,RES,31.52,8.517,27.614,0.351,9.15,357.54,584.43,25.05,4.57,15.11,755440,45.12,20.343,1,0,DOCKET0000242
2017-08-22,UTIL000243,C_DEM,RES,68.76,16.345,6.242,-0.548,58.84,170.15,327.29,21.25,6.2,19.36,43160,27.93,7.359,0,0,DOCKET0000243
2017-08-29,UTIL000244,C_DEM,RES,75.09,28.351,41.999,1.247,-9.9,378.49,531.73,5.0,0.45,8.27,407182,60.75,12.458,0,1,DOCKET0000244
2017-09-05,UTIL000245,EV_TOU,IND,4.89,37.187,43.402,0.052,102.86,344.94,509.18,3.08,8.9,5.94,359827,42.61,19.316,0,0,DOCKET0000245
2017-09-12,UTIL000246,EV_TOU,COM,63.84,22.635,25.382,-2.87,-8.71,142.63,179.85,0.09,5.29,5.63,685742,53.24,2.6,0,1,DOCKET0000246
2017-09-19,UTIL000247,EV_TOU,COM,25.43,17.344,36.161,-1.612,-4.16,302.08,681.43,9.78,5.01,20.06,756244,36.29,22.926,0,0,DOCKET0000247
2017-09-26,UTIL000248,C_GEN,RES,69.88,12.027,13.197,2.063,0.28,201.01,362.89,26.09,4.96,12.93,779506,18.15,9.664,0,0,DOCKET0000248
2017-10-03,UTIL000249,EV_TOU,COM,79.94,16.268,8.813,5.554,30.76,409.48,513.82,7.92,1.73,5.95,609578,40.95,26.851,0,0,DOCKET0000249
2017-10-10,UTIL000250,I_LARGE,RES,11.32,11.507,25.653,-3.004,46.73,138.19,352.54,22.81,3.83,22.13,149771,62.42,1.004,1,0,DOCKET0000250
2017-10-17,UTIL000251,SOLAR_RIDER,RES,57.88,16.996,31.248,0.324,-15.72,298.74,718.58,13.73,0.19,11.53,844193,16.12,15.165,0,0,DOCKET0000251
2017-10-24,UTIL000252,EV_TOU,COM,0.21,34.03,0.79,9.991,-8.2,221.69,460.18,20.42,6.86,10.08,182902,30.45,6.795,0,0,DOCKET0000252
2017-10-31,UTIL000253,R_TOU,RES,14.98,17.932,4.947,-0.092,17.8,158.76,330.17,0.32,0.73,11.82,674223,36.23,17.725,0,0,DOCKET0000253
2017-11-07,UTIL000254,C_GEN,RES,21.52,10.656,34.894,1.133,53.4,195.83,363.07,17.89,2.54,1.08,513054,73.31,16.654,1,1,DOCKET0000254
2017-11-14,UTIL000255,EV_TOU,GOV,11.03,29.103,7.499,5.76,86.52,133.27,188.56,9.88,4.13,24.26,711779,71.29,9.678,0,0,DOCKET0000255
2017-11-21,UTIL000256,I_LARGE,IND,84.98,35.28,38.691,1.344,65.53,332.25,678.25,17.68,10.21,10.0,243536,68.85,22.197,1,0,DOCKET0000256
2017-11-28,UTIL000257,C_DEM,RES,32.8,35.053,12.38,8.59,-7.5,256.22,402.35,13.68,11.27,18.8,615767,22.28,27.492,0,1,DOCKET0000257
2017-12-05,UTIL000258,EV_TOU,RES,23.02,24.492,30.09,-2.521,99.45,272.72,437.04,26.6,6.77,15.17,108449,6.78,22.98,0,0,DOCKET0000258
2017-12-12,UTIL000259,R_TOU,RES,62.55,6.186,38.169,10.698,70.67,144.99,219.42,3.08,8.17,23.02,544331,25.22,18.851,1,1,DOCKET0000259
2017-12-19,UTIL000260,R_STD,IND,28.09,19.979,21.269,8.977,66.47,359.41,685.33,5.84,9.5,24.65,815744,29.24,9.714,0,1,DOCKET0000260
2017-12-26,UTIL000261,EV_TOU,COM,52.35,22.766,9.53,-4.95,22.3,36.4,74.79,24.12,5.75,22.44,287417,25.91,6.917,0,0,DOCKET0000261
2018-01-02,UTIL000262,R_STD,COM,3.61,27.035,40.435,-1.812,21.62,173.18,432.27,13.58,6.97,5.97,653524,14.38,22.067,0,0,DOCKET0000262
2018-01-09,UTIL000263,EV_TOU,RES,43.5,13.136,8.389,10.468,70.93,214.04,303.79,11.8,3.36,16.53,174534,72.51,2.814,0,0,DOCKET0000263
2018-01-16,UTIL000264,EV_TOU,COM,60.06,37.631,31.454,6.515,-0.28,389.52,540.13,14.99,9.23,20.1,452986,21.34,28.697,0,0,DOCKET0000264
2018-01-23,UTIL000265,I_LARGE,IND,58.37,33.585,2.032,-0.57,15.51,333.23,530.76,27.65,8.22,16.13,421549,25.93,18.046,0,0,DOCKET0000265
2018-01-30,UTIL000266,C_DEM,RES,46.73,21.789,25.002,9.052,5.29,387.08,950.32,19.98,4.69,0.85,538886,67.82,7.862,1,0,DOCKET0000266
2018-02-06,UTIL000267,C_GEN,COM,53.99,20.971,11.533,-4.719,60.1,268.37,552.21,26.43,10.64,23.23,519612,59.8,29.47,0,1,DOCKET0000267
2018-02-13,UTIL000268,EV_TOU,RES,53.82,10.84,22.442,-2.72,0.35,369.72,850.54,18.15,1.62,0.3,301284,26.47,20.147,0,1,DOCKET0000268
2018-02-20,UTIL000269,C_GEN,COM,49.83,28.93,34.36,-1.776,15.85,97.29,222.13,12.52,4.78,7.03,238044,62.9,0.438,0,0,DOCKET0000269
2018-02-27,UTIL000270,R_LI,IND,69.58,34.319,16.702,9.51,44.53,42.17,99.91,16.52,1.66,9.88,591292,38.7,29.834,0,0,DOCKET0000270
2018-03-06,UTIL000271,R_LI,GOV,76.74,18.279,11.277,10.194,21.11,350.57,437.74,9.63,10.85,0.64,119216,13.66,17.628,0,1,DOCKET0000271
2018-03-13,UTIL000272,R_LI,OTHER,14.64,15.593,28.069,-2.239,80.51,84.1,212.81,13.72,3.15,4.23,199567,5.75,26.984,0,0,DOCKET0000272
2018-03-20,UTIL000273,R_LI,RES,9.55,14.427,40.027,9.804,52.8,113.39,160.86,19.8,11.24,6.07,130142,35.52,2.287,1,0,DOCKET0000273
2018-03-27,UTIL000274,EV_TOU,COM,13.09,29.788,36.449,-4.369,76.94,405.42,909.07,16.76,0.4,2.17,230412,55.88,10.402,1,0,DOCKET0000274
2018-04-03,UTIL000275,I_LARGE,RES,53.45,13.737,33.873,3.477,50.95,160.14,371.88,22.18,5.23,17.86,610639,16.83,0.395,0,1,DOCKET0000275
2018-04-10,UTIL000276,R_STD,RES,26.6,18.909,9.659,5.696,-6.97,384.57,640.41,3.23,4.04,0.59,444807,27.14,18.253,0,1,DOCKET0000276
2018-04-17,UTIL000277,R_LI,RES,11.19,31.32,33.976,-3.119,116.22,328.95,634.36,15.23,4.68,18.51,380310,69.31,24.981,1,1,DOCKET0000277
2018-04-24,UTIL000278,R_STD,RES,64.06,27.379,3.728,7.218,88.36,293.72,424.44,17.48,9.38,1.38,648502,7.4,27.129,0,1,DOCKET0000278
2018-05-01,UTIL000279,R_TOU,RES,75.05,6.251,17.14,-2.904,102.76,290.3,391.73,21.64,0.41,24.77,545750,40.46,18.725,0,1,DOCKET0000279
2018-05-08,UTIL000280,C_DEM,RES,16.95,35.485,38.234,-0.924,119.48,370.92,933.02,27.07,8.04,18.53,613234,38.62,19.664,1,0,DOCKET0000280
2018-05-15,UTIL000281,C_DEM,RES,48.51,12.469,13.09,3.139,95.59,408.79,1052.35,20.84,0.05,12.79,841165,12.43,4.751,0,0,DOCKET0000281
2018-05-22,UTIL000282,C_GEN,RES,49.24,34.464,41.268,5.929,-13.08,57.17,111.78,21.6,11.52,21.31,475705,22.42,9.123,1,0,DOCKET0000282
2018-05-29,UTIL000283,C_GEN,COM,64.97,20.419,0.608,-3.986,117.08,257.3,406.09,8.97,8.08,14.78,602612,52.56,2.726,1,0,DOCKET0000283
2018-06-05,UTIL000284,I_LARGE,IND,26.71,31.401,29.085,7.95,99.97,257.75,421.01,2.48,9.15,1.09,649292,7.36,9.635,0,0,DOCKET0000284
2018-06-12,UTIL000285,EV_TOU,IND,28.93,34.331,4.696,-2.354,93.92,301.99,650.74,3.4,1.67,0.9,27919,2.13,9.489,1,0,DOCKET0000285
2018-06-19,UTIL000286,I_LARGE,RES,42.97,31.178,29.192,8.815,78.97,171.8,399.69,19.04,7.83,21.47,262103,9.28,22.207,0,1,DOCKET0000286
2018-06-26,UTIL000287,R_TOU,COM,28.32,36.388,13.226,-2.89,30.17,193.56,350.55,4.73,11.59,2.84,90651,24.3,15.992,0,1,DOCKET0000287
2018-07-03,UTIL000288,R_STD,IND,60.51,11.467,8.611,4.978,30.55,150.45,248.48,27.3,2.76,18.42,703235,58.01,9.298,0,1,DOCKET0000288
2018-07-10,UTIL000289,R_STD,COM,52.52,16.673,44.04,7.116,112.4,212.83,540.82,13.59,4.8,14.69,328515,64.25,4.751,1,0,DOCKET0000289
2018-07-17,UTIL000290,R_LI,RES,52.82,29.613,20.274,10.301,88.75,123.54,275.95,8.38,4.54,13.1,236843,40.43,26.248,0,1,DOCKET0000290
2018-07-24,UTIL000291,EV_TOU,IND,33.99,8.422,13.804,3.147,-2.46,348.58,491.39,2.34,11.13,14.41,134210,67.97,17.186,1,0,DOCKET0000291
2018-07-31,UTIL000292,SOLAR_RIDER,COM,60.88,8.249,12.843,9.371,-16.41,333.49,595.63,16.1,5.84,22.97,691982,45.35,20.03,1,0,DOCKET0000292
2018-08-07,UTIL000293,SOLAR_RIDER,IND,5.97,6.33,37.708,9.34,119.87,79.66,133.15,3.13,1.44,21.08,549169,65.37,15.192,0,0,DOCKET0000293
2018-08-14,UTIL000294,R_TOU,RES,20.7,9.57,26.32,5.243,19.28,259.51,314.6,15.11,7.77,15.62,781575,41.58,27.796,0,0,DOCKET0000294
2018-08-21,UTIL000295,I_LARGE,RES,43.37,19.961,8.211,4.445,112.64,35.9,73.75,12.38,10.39,11.34,386210,24.67,12.914,0,0,DOCKET0000295
2018-08-28,UTIL000296,EV_TOU,IND,29.4,7.338,15.934,11.01,56.97,180.51,317.43,18.91,5.7,21.94,123571,6.93,0.554,0,1,DOCKET0000296
2018-09-04,UTIL000297,SOLAR_RIDER,RES,20.45,10.947,18.602,1.056,56.98,197.75,320.72,18.83,1.25,13.87,831984,57.17,20.305,0,0,DOCKET0000297
2018-09-11,UTIL000298,R_STD,OTHER,35.51,20.954,23.254,0.262,12.44,380.1,678.21,7.48,4.16,13.45,421543,26.87,2.619,0,1,DOCKET0000298
2018-09-18,UTIL000299,SOLAR_RIDER,IND,83.69,12.624,20.201,-4.974,67.23,210.5,372.17,19.54,11.57,21.69,143657,68.4,2.12,0,0,DOCKET0000299
2018-09-25,UTIL000300,R_STD,RES,52.58,6.137,33.556,-4.361,69.55,384.59,546.2,0.45,3.27,7.65,718785,54.15,11.283,0,0,DOCKET0000300
2018-10-02,UTIL000301,I_LARGE,RES,80.1,10.129,7.446,3.799,-6.26,165.57,319.9,20.66,5.55,11.67,103719,6.67,5.647,0,0,DOCKET0000301
2018-10-09,UTIL000302,R_TOU,IND,30.61,28.808,33.357,11.495,99.77,321.13,828.62,22.46,6.23,4.14,9144,20.01,13.283,0,0,DOCKET0000302
2018-10-16,UTIL000303,I_LARGE,COM,33.35,26.608,22.363,2.722,88.63,37.09,61.93,17.27,4.06,17.57,247810,73.21,9.703,1,0,DOCKET0000303
2018-10-23,UTIL000304,SOLAR_RIDER,RES,29.42,11.464,34.51,3.018,6.01,54.39,118.02,13.96,3.82,4.24,551677,60.29,1.703,0,0,DOCKET0000304
2018-10-30,UTIL000305,C_GEN,COM,59.81,16.764,15.632,-2.88,108.0,266.67,616.75,10.95,11.74,4.13,518600,71.49,6.031,0,0,DOCKET0000305
2018-11-06,UTIL000306,EV_TOU,RES,67.96,28.347,24.036,-2.124,119.64,31.49,72.33,16.0,2.41,6.29,809210,24.79,1.144,0,0,DOCKET0000306
