imm_refugee_arrival_month,imm_refugee_resettlement_agency_id,imm_refugee_case_size,imm_refugee_nationality_code,imm_refugee_refugee_category_code,imm_refugee_special_immigrant_visa_flag,imm_refugee_screening_completed_flag,imm_refugee_medical_clearance_flag,imm_refugee_travel_loan_amount_usd,imm_refugee_initial_cash_assistance_usd,imm_refugee_housing_placement_days,imm_refugee_school_enrollment_within_30d,imm_refugee_employment_within_90d,imm_refugee_english_training_enrollment,imm_refugee_healthcare_linkage_within_30d,imm_refugee_trauma_services_referral_flag,imm_refugee_secondary_migration_within_1yr,imm_refugee_public_benefit_uptake_rate,imm_refugee_self_sufficiency_score,imm_refugee_followup_contact_count
2030-10,AGY0000178,1,MM,P1,0,1,1,2597.547,197.11,42,0.0517,0.3728,0.6205,0.563,0,0,0.4898,75.22,3
2030-11,AGY0000179,4,MM,P3,0,0,1,2638.458,2429.1,51,0.5403,0.7495,0.7334,0.2541,0,0,0.1722,77.37,2
2030-12,AGY0000180,8,MM,P2,0,1,1,194.459,817.96,14,0.5932,0.7476,0.3426,0.0448,0,0,0.3638,63.28,12
2031-01,AGY0000181,7,SY,P3,0,1,1,1850.41,1905.48,65,0.7432,0.2709,0.2991,0.8675,0,1,0.3148,20.97,4
2031-02,AGY0000182,5,ER,FAMILY_REUNION,0,1,1,3513.061,1078.01,12,0.552,0.4234,0.3343,0.2469,0,0,0.9207,94.12,1
2031-03,AGY0000183,5,IR,SIV_REF,0,1,1,982.242,1738.15,30,0.5402,0.5237,0.3686,0.7175,0,0,0.1518,8.12,7
2031-04,AGY0000184,8,HT,SIV_REF,0,1,1,4381.273,990.9,76,0.8454,0.5509,0.8384,0.1015,0,0,0.4821,28.28,18
2031-05,AGY0000185,7,IQ,SIV_REF,0,1,1,998.754,2342.23,6,0.2916,0.4255,0.4801,0.4923,0,0,0.1436,19.57,14
2031-06,AGY0000186,3,ER,P2,1,0,1,903.015,1693.57,35,0.3138,0.1509,0.751,0.7252,0,0,0.6249,87.62,14
2031-07,AGY0000187,2,SS,USRAP_SPECIAL,0,1,1,1688.726,1170.61,87,0.3873,0.7214,0.8611,0.5439,0,0,0.3183,12.13,20
2031-08,AGY0000188,6,SD,P1,0,1,1,2501.667,414.47,78,0.8683,0.5468,0.0558,0.9004,0,0,0.0307,54.3,4
2031-09,AGY0000189,2,SS,P1,0,1,1,1674.678,916.34,22,0.5436,0.6512,0.6712,0.688,0,0,0.3363,10.39,8
2031-10,AGY0000190,7,CM,MEDICAL,1,1,1,4190.159,1849.64,41,0.4013,0.4217,0.7827,0.9835,0,1,0.1003,38.13,7
2031-11,AGY0000191,4,ET,P2,0,1,1,4509.33,2242.42,13,0.9263,0.1447,0.6234,0.4168,0,0,0.3426,10.16,9
2031-12,AGY0000192,5,CD,OTHER,1,1,1,144.001,549.07,59,0.545,0.9802,0.6235,0.8621,0,0,0.6662,99.92,2
2032-01,AGY0000193,7,GT,P3,0,1,1,5903.892,2312.17,51,0.9042,0.7248,0.0355,0.8723,0,0,0.327,18.71,6
2032-02,AGY0000194,6,VE,FAMILY_REUNION,0,1,1,5898.343,139.41,23,0.2204,0.6143,0.0848,0.2039,0,0,0.8085,76.36,4
2032-03,AGY0000195,7,SY,FAMILY_REUNION,0,1,1,4431.764,730.33,28,0.9538,0.9851,0.2744,0.8914,0,0,0.8316,94.39,18
2032-04,AGY0000196,5,SD,OTHER,1,1,1,1148.845,948.56,28,0.2499,0.4479,0.1943,0.0423,0,1,0.9109,7.53,9
2032-05,AGY0000197,6,YE,P2,1,0,1,1558.576,926.29,82,0.8697,0.4005,0.929,0.7259,1,0,0.0807,14.98,18
2032-06,AGY0000198,6,BY,MEDICAL,1,1,1,4028.467,844.09,42,0.6426,0.7889,0.261,0.0333,0,0,0.1518,46.36,4
2032-07,AGY0000199,4,SO,FAMILY_REUNION,0,0,1,3461.828,433.89,88,0.5692,0.8122,0.379,0.4416,1,0,0.7903,2.28,1
2032-08,AGY0000200,7,GT,P3,1,1,1,3890.589,787.87,63,0.7147,0.9935,0.8885,0.9015,0,1,0.2218,98.21,3
2032-09,AGY0000201,8,CD,SIV_REF,1,1,1,2981.25,192.28,69,0.0626,0.8441,0.7416,0.0614,0,0,0.4709,8.27,6
2032-10,AGY0000202,3,VE,SIV_REF,0,1,1,5538.191,290.75,7,0.6972,0.7146,0.0311,0.5077,0,0,0.9288,53.89,2
2032-11,AGY0000203,7,IR,P1,0,1,0,3793.442,1060.83,9,0.8288,0.7411,0.4666,0.1772,0,0,0.3604,46.26,10
2032-12,AGY0000204,3,GT,OTHER,0,1,1,647.093,228.65,71,0.3459,0.486,0.7462,0.4244,0,1,0.7431,19.72,7
2033-01,AGY0000205,5,GT,P1,0,1,1,3614.224,1329.76,88,0.6159,0.3851,0.5956,0.7477,0,0,0.3305,22.73,2
2033-02,AGY0000206,4,ET,P3,1,1,1,1447.745,1742.05,66,0.7817,0.9256,0.3312,0.3563,0,0,0.9836,43.63,10
2033-03,AGY0000207,3,CM,P1,0,1,1,886.406,1447.01,53,0.4082,0.3849,0.9333,0.6019,0,0,0.4367,72.69,18
2033-04,AGY0000208,2,SS,FAMILY_REUNION,0,1,1,4252.147,773.38,29,0.0731,0.4302,0.8235,0.5338,0,0,0.8227,62.99,3
2033-05,AGY0000209,8,HN,OTHER,0,1,1,387.188,494.61,36,0.3501,0.871,0.2074,0.5838,0,0,0.1288,68.37,3
2033-06,AGY0000210,1,VE,USRAP_SPECIAL,0,1,1,3713.869,1279.5,15,0.5966,0.499,0.1911,0.8579,0,1,0.8578,30.93,17
2033-07,AGY0000211,5,IR,MEDICAL,1,1,1,5173.57,2011.44,39,0.1003,0.6348,0.9593,0.8121,1,0,0.8201,80.19,12
2033-08,AGY0000212,1,ER,P2,0,1,1,5249.981,1803.67,32,0.2169,0.5911,0.5526,0.8769,1,1,0.3472,72.21,2
2033-09,AGY0000213,7,ER,FAMILY_REUNION,1,1,1,4766.402,1294.46,78,0.5343,0.6703,0.9446,0.1277,0,0,0.2336,84.64,1
2033-10,AGY0000214,3,VE,P1,0,1,1,4234.783,319.78,44,0.4509,0.036,0.2567,0.1549,0,1,0.9779,51.22,0
2033-11,AGY0000215,8,IR,P1,0,1,1,334.924,796.5,27,0.1324,0.1194,0.4213,0.349,0,0,0.2041,17.74,3
2033-12,AGY0000216,4,UA,OTHER,0,1,1,3533.075,1645.01,51,0.0283,0.4564,0.1435,0.3028,1,0,0.1649,31.28,12
2034-01,AGY0000217,2,SD,SIV_REF,0,1,1,4999.456,1075.45,50,0.3535,0.044,0.1588,0.2694,0,0,0.3579,83.5,7
2034-02,AGY0000218,1,SS,P1,0,0,1,786.357,1441.45,65,0.7261,0.321,0.193,0.9566,0,0,0.271,51.31,7
2034-03,AGY0000219,3,AF,FAMILY_REUNION,0,1,1,658.528,1735.64,63,0.1042,0.8327,0.8382,0.1993,0,0,0.0016,44.22,16
2034-04,AGY0000220,4,CD,P3,1,1,1,5365.559,1945.3,83,0.5571,0.3291,0.8898,0.5083,0,0,0.3751,21.37,18
2034-05,AGY0000221,3,GT,SIV_REF,0,1,1,1457.68,154.65,34,0.5877,0.3845,0.2737,0.5208,0,1,0.5474,61.99,13
2034-06,AGY0000222,8,IQ,P1,0,1,0,4893.971,929.91,69,0.3702,0.493,0.566,0.0267,0,1,0.1024,67.89,1
2034-07,AGY0000223,4,GT,P2,0,1,1,2664.982,1757.58,51,0.5164,0.3177,0.5893,0.527,0,0,0.2951,78.52,11
2034-08,AGY0000224,3,SS,P1,0,1,1,5858.743,66.26,68,0.9428,0.301,0.3513,0.9561,0,0,0.3366,19.72,15
2034-09,AGY0000225,8,AF,SIV_REF,1,1,1,3223.474,1652.54,20,0.1952,0.384,0.5914,0.268,0,0,0.896,50.4,1
2034-10,AGY0000226,8,SS,FAMILY_REUNION,0,1,0,5295.575,466.9,23,0.087,0.3824,0.4424,0.2815,0,1,0.2904,55.99,17
2034-11,AGY0000227,2,GT,USRAP_SPECIAL,0,1,1,5959.716,2033.35,40,0.6442,0.3413,0.1908,0.5796,0,0,0.7569,24.23,3
2034-12,AGY0000228,7,HT,OTHER,0,1,1,4129.217,2264.09,89,0.9566,0.3556,0.8366,0.1028,0,0,0.7612,28.7,6
2035-01,AGY0000229,4,HT,FAMILY_REUNION,1,1,1,2280.918,1702.7,3,0.5209,0.2215,0.2938,0.6864,1,0,0.572,58.66,19
2035-02,AGY0000230,2,SY,P2,0,1,1,5166.579,2113.99,59,0.4603,0.5383,0.7083,0.5807,0,0,0.1519,93.2,5
2035-03,AGY0000231,6,BY,MEDICAL,0,1,1,5877.71,1894.12,61,0.1624,0.8373,0.0109,0.5768,0,1,0.9856,22.93,0
2035-04,AGY0000232,2,SV,SIV_REF,0,1,1,594.211,1429.05,37,0.3686,0.645,0.9962,0.0063,1,0,0.3104,68.2,10
2035-05,AGY0000233,5,ER,MEDICAL,0,1,1,4911.052,2169.11,14,0.4133,0.1993,0.4468,0.2597,0,0,0.2123,22.07,12
2035-06,AGY0000234,5,GT,FAMILY_REUNION,0,1,1,3854.893,479.19,85,0.1791,0.2338,0.2853,0.0949,0,0,0.568,97.57,20
2035-07,AGY0000235,5,VE,FAMILY_REUNION,0,1,1,5161.564,1189.39,63,0.5638,0.8936,0.1338,0.2251,1,1,0.8817,31.67,10
2035-08,AGY0000236,1,SD,OTHER,1,1,1,5632.015,904.8,24,0.3811,0.6709,0.9682,0.222,0,0,0.7014,43.89,2
2035-09,AGY0000237,8,UA,MEDICAL,0,1,1,4713.146,724.52,15,0.1919,0.2738,0.1428,0.2245,0,0,0.958,98.75,12
2035-10,AGY0000238,3,MM,P2,0,1,1,1634.747,1389.75,86,0.6753,0.5666,0.4165,0.4061,1,1,0.5851,48.15,6
2035-11,AGY0000239,2,ET,FAMILY_REUNION,0,1,1,5887.378,259.74,47,0.9938,0.0519,0.7228,0.1984,0,0,0.5173,87.84,12
2035-12,AGY0000240,8,UA,P3,0,1,1,3864.159,367.61,88,0.414,0.3457,0.4871,0.4876,1,0,0.9729,4.73,5
2036-01,AGY0000241,4,MM,P3,0,1,1,4193.65,176.48,57,0.4349,0.7861,0.5648,0.9263,0,0,0.2637,95.73,14
2036-02,AGY0000242,8,SO,P3,0,1,1,615.651,1779.6,22,0.2621,0.9559,0.1158,0.0751,1,1,0.8147,57.57,9
2036-03,AGY0000243,2,UA,USRAP_SPECIAL,0,1,1,780.502,1285.5,13,0.9411,0.03,0.0481,0.3251,0,1,0.8363,71.06,1
2036-04,AGY0000244,5,IQ,P3,0,1,1,5859.193,956.49,65,0.3786,0.1018,0.9046,0.77,0,0,0.1567,50.82,0
2036-05,AGY0000245,2,GT,SIV_REF,0,1,1,4723.584,1823.26,55,0.2395,0.074,0.7628,0.4797,1,0,0.0413,3.22,6
2036-06,AGY0000246,7,GT,P3,0,1,1,5973.055,2391.0,73,0.2682,0.5239,0.2504,0.4281,0,0,0.3193,82.44,1
2036-07,AGY0000247,1,AF,SIV_REF,0,1,0,1827.036,1084.13,22,0.9676,0.4282,0.4804,0.2965,1,0,0.2448,66.66,20
2036-08,AGY0000248,1,VE,P2,1,1,1,4417.277,2400.55,64,0.1237,0.747,0.6764,0.0566,1,1,0.9109,10.62,20
2036-09,AGY0000249,1,CD,FAMILY_REUNION,0,1,1,3123.888,914.19,80,0.0437,0.6989,0.1011,0.119,0,0,0.9283,51.22,3
2036-10,AGY0000250,4,CM,P3,0,1,1,1583.559,1313.31,25,0.9545,0.653,0.0837,0.475,0,0,0.6556,89.38,2
2036-11,AGY0000251,8,IR,P1,0,1,1,323.45,717.84,63,0.2672,0.5896,0.6573,0.4353,0,0,0.6295,7.01,5
2036-12,AGY0000252,6,HT,USRAP_SPECIAL,0,1,1,1642.411,258.49,14,0.3844,0.5719,0.8656,0.6579,0,0,0.8961,94.34,12
2037-01,AGY0000253,1,BY,P3,0,1,1,1671.152,2057.51,20,0.4074,0.4863,0.3815,0.1562,1,0,0.5058,76.5,12
2037-02,AGY0000254,8,VE,FAMILY_REUNION,0,1,1,3328.243,1544.35,18,0.4621,0.9282,0.4587,0.2324,0,0,0.2431,84.0,18
2037-03,AGY0000255,5,ET,P1,0,0,0,3823.274,1163.1,7,0.134,0.551,0.1945,0.2627,0,0,0.7144,12.21,17
2037-04,AGY0000256,5,SY,P3,0,1,1,2073.715,1787.15,72,0.0645,0.1588,0.3917,0.2825,0,0,0.758,93.37,10
2037-05,AGY0000257,6,SS,P2,1,1,1,2870.786,96.58,41,0.4047,0.7424,0.6903,0.2726,0,1,0.6121,6.24,3
2037-06,AGY0000258,5,BY,P1,0,1,1,995.607,1762.07,6,0.8637,0.9124,0.1483,0.4362,1,0,0.2294,4.47,12
2037-07,AGY0000259,5,YE,FAMILY_REUNION,0,1,1,1831.078,1894.92,79,0.9371,0.5833,0.1207,0.931,0,0,0.7543,36.69,3
2037-08,AGY0000260,7,AF,P1,0,1,0,4307.159,576.39,84,0.5609,0.5952,0.3632,0.8557,0,1,0.6438,85.57,6
2037-09,AGY0000261,7,IQ,MEDICAL,0,1,1,3881.81,925.4,30,0.8006,0.921,0.273,0.9142,0,1,0.4812,17.16,12
2037-10,AGY0000262,5,ET,MEDICAL,0,1,1,152.031,1274.71,69,0.3764,0.8124,0.426,0.4588,1,0,0.3142,80.16,15
2037-11,AGY0000263,8,GT,FAMILY_REUNION,0,1,1,4218.942,1745.62,46,0.3949,0.8811,0.4892,0.4035,0,0,0.5283,38.76,13
2037-12,AGY0000264,6,SD,P2,0,1,0,2496.093,1431.57,41,0.5689,0.7272,0.5377,0.4451,0,0,0.9405,52.63,8
2038-01,AGY0000265,8,GT,P1,0,1,1,5251.294,158.16,39,0.7041,0.7007,0.2427,0.851,0,0,0.841,7.35,9
2038-02,AGY0000266,4,CM,P3,0,1,1,1153.435,782.9,70,0.579,0.6789,0.1516,0.5419,0,0,0.8494,67.68,14
2038-03,AGY0000267,1,SY,OTHER,0,1,1,1775.406,2000.81,5,0.3136,0.0713,0.0854,0.8077,0,0,0.4676,53.79,16
2038-04,AGY0000268,5,SV,P3,0,1,0,2040.497,2213.21,44,0.4216,0.4373,0.6198,0.1117,0,0,0.6091,19.83,12
2038-05,AGY0000269,3,SO,P1,0,1,1,5508.278,360.84,28,0.8235,0.0819,0.4678,0.5605,1,0,0.6129,37.33,11
2038-06,AGY0000270,8,GT,P2,0,1,1,5097.579,1209.26,1,0.0271,0.8101,0.6002,0.2446,1,0,0.6722,37.74,8
2038-07,AGY0000271,7,AF,P1,0,1,0,1655.72,443.72,60,0.0701,0.2495,0.0964,0.676,1,0,0.8989,23.66,13
2038-08,AGY0000272,1,SS,P2,0,1,1,3512.841,1857.78,27,0.3222,0.5919,0.0461,0.3542,0,0,0.0374,83.72,18
2038-09,AGY0000273,1,GT,P3,0,0,1,3662.452,1705.65,34,0.2998,0.672,0.3464,0.9049,0,0,0.2404,93.78,2
2038-10,AGY0000274,4,UA,P2,1,1,1,1945.023,1207.87,69,0.1936,0.1871,0.4814,0.9969,0,1,0.9705,64.69,18
2038-11,AGY0000275,4,MM,P1,0,1,1,1532.474,1464.64,80,0.5557,0.9732,0.5823,0.8913,0,0,0.5033,37.6,2
2038-12,AGY0000276,8,GT,P3,0,1,1,2782.345,1377.4,51,0.3028,0.9355,0.153,0.0139,1,0,0.6474,63.66,17
2039-01,AGY0000277,7,UA,P1,0,1,1,2149.436,276.37,48,0.7145,0.677,0.4148,0.0846,0,0,0.5614,54.82,15
2039-02,AGY0000278,6,AF,P1,1,1,1,5076.467,1104.23,0,0.8281,0.0748,0.98,0.0093,0,0,0.8032,75.77,10
2039-03,AGY0000279,6,SV,OTHER,0,1,1,2169.978,1612.41,78,0.0001,0.6756,0.1695,0.0245,0,0,0.9351,71.13,18
2039-04,AGY0000280,1,ET,FAMILY_REUNION,1,1,1,2339.719,2399.05,18,0.4052,0.6992,0.9554,0.0054,0,0,0.4347,5.94,20
2039-05,AGY0000281,4,MM,FAMILY_REUNION,0,0,1,2370.95,2375.37,37,0.8259,0.9474,0.378,0.5702,0,0,0.5293,15.98,20
2039-06,AGY0000282,7,CM,P1,0,1,0,5847.161,1095.7,76,0.6289,0.5165,0.8892,0.6032,0,0,0.4867,92.41,14
2039-07,AGY0000283,8,AF,USRAP_SPECIAL,0,1,1,1208.542,735.93,22,0.4089,0.3707,0.9169,0.4451,1,0,0.0842,33.93,18
2039-08,AGY0000284,4,YE,MEDICAL,0,1,1,5079.353,1682.4,43,0.031,0.5184,0.7706,0.7321,0,0,0.3153,2.78,9
2039-09,AGY0000285,3,BY,P1,0,1,1,1713.574,850.17,63,0.8123,0.2155,0.3253,0.9337,0,0,0.7846,36.75,9
2039-10,AGY0000286,3,SY,MEDICAL,0,1,1,958.605,598.09,45,0.1367,0.8813,0.9055,0.5595,0,1,0.9268,3.96,1
2039-11,AGY0000287,6,AF,FAMILY_REUNION,0,0,1,5841.726,2101.34,12,0.4183,0.2961,0.677,0.7853,1,0,0.5149,21.32,18
2039-12,AGY0000288,3,CD,OTHER,1,1,1,2509.117,513.37,68,0.0485,0.3154,0.8989,0.3872,0,1,0.8016,50.61,12
2040-01,AGY0000289,1,BY,USRAP_SPECIAL,0,0,1,592.578,231.99,24,0.109,0.1277,0.1257,0.519,0,0,0.8245,29.47,6
2040-02,AGY0000290,4,ER,P2,1,1,1,438.669,2444.18,83,0.644,0.6828,0.1835,0.6167,1,0,0.4369,43.94,7
2040-03,AGY0000291,8,HN,MEDICAL,0,1,1,1240.78,1438.25,34,0.861,0.9664,0.2369,0.5055,0,0,0.2784,46.1,5
2040-04,AGY0000292,3,CD,MEDICAL,1,1,1,1555.661,2265.75,9,0.8965,0.4705,0.3238,0.1168,0,0,0.0901,62.38,0
2040-05,AGY0000293,8,SD,P3,1,1,1,2100.072,521.93,21,0.7003,0.4604,0.3019,0.6994,0,0,0.9561,58.46,4
2040-06,AGY0000294,6,IQ,P3,0,1,1,5860.863,2368.8,71,0.0545,0.588,0.897,0.4783,0,0,0.3725,66.57,20
2040-07,AGY0000295,2,SO,P1,0,1,1,1821.984,846.67,0,0.3316,0.7835,0.6088,0.0835,0,0,0.744,37.55,11
2040-08,AGY0000296,2,SD,FAMILY_REUNION,0,1,1,3083.165,568.1,13,0.9767,0.4847,0.9002,0.0187,0,1,0.4727,25.56,17
2040-09,AGY0000297,7,IQ,P3,0,1,1,3541.436,973.14,61,0.3456,0.6048,0.935,0.9737,0,0,0.0134,96.89,0
2040-10,AGY0000298,2,UA,P1,0,1,1,1783.747,1350.15,54,0.858,0.7498,0.2677,0.4906,1,0,0.3759,57.62,16
2040-11,AGY0000299,7,CD,SIV_REF,0,1,1,1851.108,1478.34,44,0.6585,0.9322,0.5162,0.9601,1,0,0.628,50.84,0
2040-12,AGY0000300,1,GT,OTHER,0,1,1,3900.829,162.85,85,0.507,0.5709,0.4171,0.1384,0,0,0.7061,94.81,14
2041-01,AGY0000301,1,SD,FAMILY_REUNION,0,1,1,5674.68,910.2,15,0.6207,0.3625,0.0534,0.3562,1,0,0.3928,36.14,18
2041-02,AGY0000302,5,SV,SIV_REF,0,1,1,4331.731,2430.89,59,0.9012,0.7692,0.7478,0.9803,0,0,0.8961,89.29,0
2041-03,AGY0000303,2,UA,P2,0,1,1,2849.122,1013.11,60,0.3147,0.1217,0.0933,0.9743,0,1,0.2483,29.7,1
2041-04,AGY0000304,6,HT,P1,1,1,1,5770.983,331.03,9,0.9262,0.9693,0.6565,0.1245,0,0,0.4074,24.87,19
2041-05,AGY0000305,3,VE,USRAP_SPECIAL,0,0,1,1679.364,2309.58,80,0.732,0.1376,0.1235,0.4611,0,0,0.3418,65.94,10
2041-06,AGY0000306,3,SV,FAMILY_REUNION,0,0,1,3096.125,2419.13,49,0.4847,0.5861,0.0667,0.3889,0,1,0.9049,13.48,7
2041-07,AGY0000307,3,BY,USRAP_SPECIAL,0,1,1,5337.926,607.03,30,0.5165,0.7076,0.489,0.191,0,0,0.5437,36.08,7
2041-08,AGY0000308,8,YE,P3,0,0,1,3584.087,564.83,70,0.1041,0.3294,0.461,0.1096,1,1,0.6897,99.67,11
2041-09,AGY0000309,1,BY,SIV_REF,0,1,1,5475.628,1691.94,53,0.6075,0.8074,0.9741,0.211,0,1,0.3297,17.98,11
2041-10,AGY0000310,3,CM,FAMILY_REUNION,1,1,1,2169.309,293.46,83,0.7617,0.6544,0.0298,0.0502,1,0,0.3189,55.3,14
2041-11,AGY0000311,4,UA,FAMILY_REUNION,0,1,1,2095.63,1201.73,9,0.2793,0.3405,0.1264,0.3428,1,0,0.6187,77.81,0
2041-12,AGY0000312,8,CD,P2,0,1,1,5186.391,1167.74,89,0.687,0.5462,0.8308,0.1925,0,0,0.9625,45.17,3
2042-01,AGY0000313,1,VE,SIV_REF,0,1,0,3594.392,1543.13,44,0.3435,0.959,0.5289,0.1881,0,0,0.6143,18.33,7
2042-02,AGY0000314,6,ET,P3,0,1,1,3086.763,1704.25,12,0.8408,0.4385,0.1882,0.313,0,0,0.5142,84.42,16
2042-03,AGY0000315,8,UA,SIV_REF,1,1,1,1120.854,1167.98,64,0.4111,0.4904,0.2088,0.9386,0,0,0.476,29.49,15
2042-04,AGY0000316,8,MM,P2,1,1,1,195.545,2145.16,5,0.8011,0.0499,0.4536,0.9606,1,0,0.4502,89.03,5
2042-05,AGY0000317,5,ET,P1,0,0,1,3920.276,299.06,40,0.0785,0.4268,0.2346,0.7653,0,1,0.577,66.11,2
2042-06,AGY0000318,1,GT,P1,0,1,1,4977.897,2468.62,20,0.7067,0.8869,0.8912,0.4448,0,0,0.4688,75.83,15
2042-07,AGY0000319,5,ER,P3,0,1,1,1448.698,1768.32,54,0.7988,0.4767,0.4285,0.722,0,0,0.3134,9.13,11
2042-08,AGY0000320,4,SS,OTHER,0,1,1,765.299,1601.71,87,0.8225,0.154,0.5271,0.859,0,0,0.1945,84.63,13
2042-09,AGY0000321,1,CM,P1,0,1,1,5739.13,2171.12,75,0.0584,0.5131,0.6687,0.8916,1,0,0.6102,50.67,9
2042-10,AGY0000322,2,MM,FAMILY_REUNION,0,1,1,4219.971,1351.65,74,0.9609,0.5557,0.5319,0.9765,0,0,0.1557,3.72,7
2042-11,AGY0000323,6,BY,P3,0,1,1,5502.822,2279.85,88,0.4025,0.8319,0.9531,0.1244,0,0,0.1641,8.78,15
2042-12,AGY0000324,3,MM,SIV_REF,0,1,0,1014.253,124.49,51,0.565,0.0411,0.2099,0.6502,0,0,0.3718,59.37,2
2043-01,AGY0000325,7,AF,P1,0,1,1,3034.404,1109.99,73,0.7689,0.3526,0.651,0.3886,0,0,0.7427,58.18,15
2043-02,AGY0000326,1,AF,P3,0,1,1,2370.665,753.45,59,0.6501,0.0005,0.377,0.0204,0,1,0.964,62.53,14
2043-03,AGY0000327,1,AF,SIV_REF,0,1,1,3865.416,2438.15,55,0.1054,0.6146,0.0286,0.3663,0,0,0.6695,70.81,12
2043-04,AGY0000328,7,SY,P2,0,1,1,3608.917,334.46,43,0.5513,0.3155,0.4891,0.6421,0,1,0.7616,66.79,16
2043-05,AGY0000329,6,SY,FAMILY_REUNION,0,1,1,2990.598,721.07,72,0.8377,0.969,0.0602,0.631,0,0,0.4782,20.97,1
2043-06,AGY0000330,2,MM,P2,0,0,1,2069.979,1645.28,48,0.2669,0.9422,0.5983,0.6627,0,0,0.0519,79.97,16
2043-07,AGY0000331,5,IR,P1,1,1,1,734.85,2120.8,20,0.2764,0.286,0.3075,0.0922,0,0,0.3709,25.12,4
2043-08,AGY0000332,5,ET,P1,0,1,1,1305.031,1741.48,5,0.6768,0.5209,0.1454,0.9436,1,0,0.6049,68.24,7
2043-09,AGY0000333,3,SO,P3,0,1,1,146.542,1841.99,77,0.4285,0.5679,0.0372,0.3476,0,0,0.268,12.19,14
2043-10,AGY0000334,3,CM,P2,0,1,1,1233.653,787.15,29,0.2513,0.5348,0.6398,0.2035,1,0,0.2594,21.49,7
2043-11,AGY0000335,8,UA,P1,1,1,1,4424.154,2109.51,30,0.1494,0.9741,0.8915,0.2279,0,0,0.0544,55.74,6
2043-12,AGY0000336,4,YE,P3,1,1,0,2278.935,368.37,25,0.6447,0.9178,0.0526,0.2316,0,0,0.1026,39.33,4
2044-01,AGY0000337,1,AF,USRAP_SPECIAL,0,1,1,2704.256,1517.93,66,0.1799,0.1849,0.6805,0.1758,1,0,0.1942,72.33,3
2044-02,AGY0000338,2,YE,P2,0,0,1,5959.807,967.18,68,0.7486,0.3415,0.7276,0.8621,0,1,0.1154,69.92,4
2044-03,AGY0000339,5,CD,OTHER,1,1,1,2504.158,90.2,41,0.1926,0.8488,0.7845,0.3106,1,0,0.8503,17.14,5
2044-04,AGY0000340,6,SO,P2,0,1,1,2770.319,51.18,40,0.3845,0.3312,0.4695,0.7032,1,0,0.1174,80.53,17
2044-05,AGY0000341,8,SO,P1,0,1,1,3978.31,1166.7,41,0.3146,0.941,0.27,0.3873,0,0,0.5979,64.66,10
2044-06,AGY0000342,6,HT,P3,0,1,1,1382.151,251.12,60,0.0423,0.7044,0.3653,0.9073,0,0,0.3256,43.9,20
2044-07,AGY0000343,6,IQ,P1,1,1,1,4880.052,2458.84,18,0.6687,0.5701,0.9373,0.7855,0,0,0.9143,58.4,20
2044-08,AGY0000344,6,YE,P2,0,1,1,3030.123,1214.55,81,0.7936,0.5628,0.2802,0.6815,0,0,0.4638,46.15,6
2044-09,AGY0000345,5,ER,P3,0,1,1,5914.054,540.26,5,0.0116,0.445,0.2845,0.1391,0,0,0.5137,0.79,13
2044-10,AGY0000346,7,IQ,P3,1,1,1,4018.155,403.48,20,0.472,0.4219,0.6037,0.582,0,0,0.8749,22.38,12
2044-11,AGY0000347,2,YE,P1,0,0,0,4008.916,1798.62,62,0.7125,0.792,0.4299,0.3263,0,0,0.1373,20.94,15
2044-12,AGY0000348,7,SY,P2,0,0,1,5511.627,557.99,13,0.7461,0.3203,0.8824,0.5908,0,0,0.4754,63.06,5
2045-01,AGY0000349,6,IQ,SIV_REF,0,1,1,4749.798,1771.95,33,0.4399,0.2523,0.1945,0.4411,0,0,0.6904,61.69,17
2045-02,AGY0000350,1,ET,P1,0,1,1,5211.129,2173.83,26,0.8282,0.9531,0.7665,0.1687,0,0,0.5836,28.74,8
2045-03,AGY0000351,3,CD,MEDICAL,0,1,1,5054.77,900.43,61,0.7774,0.2305,0.7428,0.2151,0,0,0.3936,0.07,16
2045-04,AGY0000352,5,ER,P1,0,0,1,1215.791,1711.67,71,0.8333,0.2556,0.8414,0.337,0,0,0.3324,27.23,15
2045-05,AGY0000353,1,HN,P2,0,1,1,1344.602,2400.39,37,0.8274,0.0887,0.6788,0.2204,1,0,0.9717,97.37,3
2045-06,AGY0000354,8,HN,USRAP_SPECIAL,1,1,1,3849.653,655.19,39,0.2033,0.1839,0.5143,0.4722,0,1,0.7606,43.85,12
2045-07,AGY0000355,5,HT,FAMILY_REUNION,0,0,1,3689.674,12.73,17,0.6421,0.942,0.7382,0.4237,1,0,0.3303,24.03,1
2045-08,AGY0000356,3,SD,FAMILY_REUNION,0,1,1,4197.775,1319.54,72,0.3723,0.7692,0.3685,0.2346,0,0,0.0536,55.06,18
2045-09,AGY0000357,8,ER,P1,0,1,1,1971.426,140.12,73,0.2682,0.8826,0.5521,0.2099,1,0,0.1003,27.78,19
2045-10,AGY0000358,1,HN,SIV_REF,0,1,1,1146.827,161.63,18,0.6889,0.0863,0.172,0.0637,0,0,0.6059,33.99,18
2045-11,AGY0000359,3,GT,P1,0,0,1,5617.208,1600.98,74,0.8848,0.4246,0.4868,0.9512,0,0,0.1123,76.92,19
2045-12,AGY0000360,3,IQ,MEDICAL,0,1,1,4895.539,332.32,89,0.6967,0.3088,0.6792,0.9317,0,0,0.0104,67.59,16
