tech_cyber_incident_date,tech_cyber_reporting_country_iso2,tech_cyber_sector_nis2_code,tech_cyber_entity_size_class,tech_cyber_incident_type_code,tech_cyber_attack_vector_code,tech_cyber_ransomware_flag,tech_cyber_service_disruption_hours,tech_cyber_records_exposed_count,tech_cyber_data_breach_gdpr_notification_flag,tech_cyber_time_to_detect_hours_median,tech_cyber_time_to_recover_hours_median,tech_cyber_financial_loss_eur_estimate,tech_cyber_incident_severity_level,tech_cyber_csirt_involved_flag,tech_cyber_cross_border_impact_flag,tech_cyber_enisa_reporting_flag,tech_cyber_sanctions_imposed_flag,tech_cyber_data_source,tech_cyber_data_extract_date
2022-02-25,AT,FIN_MARKETS,SMALL,MALWARE,USB,0,182.99,114223,1,111.19,341.61,17481715.98,MEDIUM,0,1,0,0,CSIRT_REPORTING,2024-10-04
2022-03-08,EE,PUBLIC_ADMIN,MICRO,PHISHING,WEB_APP,1,278.3,221557,0,114.57,112.4,33185689.91,LOW,0,0,0,0,SECTORAL_REGULATOR,2025-09-27
2022-03-19,IT,CHEMICALS,LARGE,SUPPLY_CHAIN,VULNERABILITY,0,34.82,220322,0,67.47,10.85,17978107.65,CRITICAL,1,0,1,0,ENISA_PORTAL,2024-06-10
2022-03-30,PT,HEALTH,MEDIUM,DATA_BREACH,RDP,0,194.88,219187,0,165.96,179.12,10192967.5,HIGH,1,0,0,0,INSURANCE_CLAIMS_DB,2024-05-29
2022-04-10,BE,SPACE,SMALL,DDOS,CLOUD_MISCONFIG,0,78.86,246039,1,64.9,26.78,14316749.13,MEDIUM,0,1,0,0,NATIONAL_AUTHORITY,2026-01-19
2022-04-21,FI,ENERGY,MICRO,RANSOMWARE,EMAIL,1,23.98,158927,1,2.89,175.86,28028296.22,LOW,0,0,0,0,CSIRT_REPORTING,2025-09-24
2022-05-02,LV,DRINKING_WATER,LARGE,INSIDER,THIRD_PARTY,0,166.66,116476,0,155.53,63.15,13892756.35,CRITICAL,1,0,0,0,SECTORAL_REGULATOR,2025-06-29
2022-05-13,RO,POSTAL,MEDIUM,MALWARE,USB,1,318.88,217578,0,21.94,341.59,10887212.98,HIGH,1,0,1,0,ENISA_PORTAL,2025-10-07
2022-05-24,BG,TRANSPORT,SMALL,PHISHING,WEB_APP,0,7.43,248226,0,133.38,147.79,19236381.02,MEDIUM,0,0,0,0,INSURANCE_CLAIMS_DB,2025-03-07
2022-06-04,FR,DIGITAL_INFRA,MICRO,SUPPLY_CHAIN,VULNERABILITY,0,226.91,179438,0,42.44,389.38,20734637.28,LOW,0,1,0,0,NATIONAL_AUTHORITY,2025-05-20
2022-06-15,LT,WASTE_WATER,LARGE,DATA_BREACH,RDP,1,84.11,232245,0,1.49,154.94,15943449.35,CRITICAL,0,0,1,0,CSIRT_REPORTING,2024-05-20
2022-06-26,SK,BANKING,MEDIUM,DDOS,CLOUD_MISCONFIG,0,196.6,71673,0,136.81,183.93,21644649.11,HIGH,1,0,0,0,SECTORAL_REGULATOR,2024-06-15
2022-07-07,HR,ICT_SERVICE,SMALL,RANSOMWARE,EMAIL,1,99.88,78528,1,139.34,51.58,31184312.99,MEDIUM,0,1,0,0,ENISA_PORTAL,2024-05-13
2022-07-18,DE,FOOD,MICRO,INSIDER,THIRD_PARTY,0,1.81,99245,0,29.85,19.14,17539003.18,LOW,0,0,1,0,INSURANCE_CLAIMS_DB,2024-09-18
2022-07-29,LU,FIN_MARKETS,LARGE,MALWARE,USB,0,105.49,167895,0,65.95,271.6,7231303.47,CRITICAL,1,0,1,0,NATIONAL_AUTHORITY,2024-02-03
2022-08-09,SI,PUBLIC_ADMIN,MEDIUM,PHISHING,WEB_APP,0,207.0,27250,0,126.83,81.31,11122653.52,HIGH,1,1,0,0,CSIRT_REPORTING,2025-12-05
2022-08-20,CY,CHEMICALS,SMALL,SUPPLY_CHAIN,VULNERABILITY,0,51.65,144384,0,155.7,262.22,13412689.92,MEDIUM,1,0,0,0,SECTORAL_REGULATOR,2025-05-03
2022-08-31,GR,HEALTH,MICRO,DATA_BREACH,RDP,0,91.39,44223,1,55.27,180.17,5143147.73,LOW,1,0,0,0,ENISA_PORTAL,2025-01-03
2022-09-11,MT,SPACE,LARGE,DDOS,CLOUD_MISCONFIG,1,107.01,74788,0,13.42,349.71,3451093.38,CRITICAL,1,0,0,0,INSURANCE_CLAIMS_DB,2024-05-09
2022-09-22,ES,ENERGY,MEDIUM,RANSOMWARE,EMAIL,1,235.36,87652,1,119.06,42.91,25828504.32,HIGH,1,1,0,0,NATIONAL_AUTHORITY,2024-01-30
2022-10-03,CZ,DRINKING_WATER,SMALL,INSIDER,THIRD_PARTY,0,61.28,232957,0,110.34,151.74,298852.97,MEDIUM,0,1,0,0,CSIRT_REPORTING,2024-01-23
2022-10-14,HU,POSTAL,MICRO,MALWARE,USB,1,309.3,185440,1,27.13,13.84,16434199.46,LOW,0,0,0,0,SECTORAL_REGULATOR,2024-08-07
2022-10-25,NL,TRANSPORT,LARGE,PHISHING,WEB_APP,0,73.72,156377,0,122.47,316.92,21228512.13,CRITICAL,1,1,0,0,ENISA_PORTAL,2024-05-09
2022-11-05,SE,DIGITAL_INFRA,MEDIUM,SUPPLY_CHAIN,VULNERABILITY,1,98.09,88292,0,54.62,230.42,3149103.31,HIGH,0,1,0,0,INSURANCE_CLAIMS_DB,2025-06-08
2022-11-16,DK,WASTE_WATER,SMALL,DATA_BREACH,RDP,0,136.94,146768,0,143.18,229.14,14735973.07,MEDIUM,0,0,1,0,NATIONAL_AUTHORITY,2025-09-17
2022-11-27,IE,BANKING,MICRO,DDOS,CLOUD_MISCONFIG,0,94.36,244889,0,111.35,201.62,5177858.54,LOW,0,0,1,0,CSIRT_REPORTING,2024-07-01
2022-12-08,PL,ICT_SERVICE,LARGE,RANSOMWARE,EMAIL,1,56.59,174602,1,50.01,35.78,33010528.65,CRITICAL,1,1,1,0,SECTORAL_REGULATOR,2024-01-15
2022-12-19,AT,FOOD,MEDIUM,INSIDER,THIRD_PARTY,0,230.58,104224,0,154.99,322.81,17648195.76,HIGH,1,0,0,0,ENISA_PORTAL,2025-07-16
2022-12-30,EE,FIN_MARKETS,SMALL,MALWARE,USB,0,155.51,103416,1,139.69,82.07,14281647.52,MEDIUM,0,1,1,0,INSURANCE_CLAIMS_DB,2025-02-25
2023-01-10,IT,PUBLIC_ADMIN,MICRO,PHISHING,WEB_APP,0,72.28,232048,0,117.1,175.5,2505947.8,LOW,0,1,0,0,NATIONAL_AUTHORITY,2024-02-11
2023-01-21,PT,CHEMICALS,LARGE,SUPPLY_CHAIN,VULNERABILITY,0,74.3,181175,0,135.45,40.55,600727.5,CRITICAL,1,0,0,0,CSIRT_REPORTING,2025-05-05
2023-02-01,BE,HEALTH,MEDIUM,DATA_BREACH,RDP,0,147.2,56528,1,56.99,335.51,18037978.89,HIGH,1,0,0,0,SECTORAL_REGULATOR,2024-04-05
2023-02-12,FI,SPACE,SMALL,DDOS,CLOUD_MISCONFIG,0,79.47,247989,1,157.39,55.68,14992070.43,MEDIUM,1,0,1,0,ENISA_PORTAL,2024-01-23
2023-02-23,LV,ENERGY,MICRO,RANSOMWARE,EMAIL,1,160.2,92578,1,96.39,180.81,30964197.24,LOW,0,0,0,0,INSURANCE_CLAIMS_DB,2024-12-09
2023-03-06,RO,DRINKING_WATER,LARGE,INSIDER,THIRD_PARTY,0,34.57,118229,0,105.17,44.74,8095284.78,CRITICAL,1,0,0,0,NATIONAL_AUTHORITY,2024-05-01
2023-03-17,BG,POSTAL,MEDIUM,MALWARE,USB,0,171.51,120174,0,81.31,25.97,17694692.77,HIGH,1,1,1,0,CSIRT_REPORTING,2025-02-26
2023-03-28,FR,TRANSPORT,SMALL,PHISHING,WEB_APP,0,188.43,150807,0,97.02,30.05,591778.2,MEDIUM,0,0,0,0,SECTORAL_REGULATOR,2025-08-30
2023-04-08,LT,DIGITAL_INFRA,MICRO,SUPPLY_CHAIN,VULNERABILITY,0,29.79,153899,0,156.97,375.87,1910771.66,LOW,0,0,1,0,ENISA_PORTAL,2025-06-07
2023-04-19,SK,WASTE_WATER,LARGE,DATA_BREACH,RDP,0,158.63,17521,1,160.77,227.38,6685244.88,CRITICAL,1,0,1,0,INSURANCE_CLAIMS_DB,2024-06-27
2023-04-30,HR,BANKING,MEDIUM,DDOS,CLOUD_MISCONFIG,0,52.37,226182,0,42.68,193.82,5880129.04,HIGH,1,0,0,0,NATIONAL_AUTHORITY,2024-05-08
2023-05-11,DE,ICT_SERVICE,SMALL,RANSOMWARE,EMAIL,1,64.57,100056,1,45.4,171.71,32465427.09,MEDIUM,0,0,1,0,CSIRT_REPORTING,2024-10-01
2023-05-22,LU,FOOD,MICRO,INSIDER,THIRD_PARTY,0,19.42,3736,1,64.76,83.73,4106286.26,LOW,1,0,1,0,SECTORAL_REGULATOR,2026-02-18
2023-06-02,SI,FIN_MARKETS,LARGE,MALWARE,USB,0,146.8,182268,0,79.98,339.57,4301118.85,CRITICAL,1,0,0,0,ENISA_PORTAL,2025-06-09
2023-06-13,CY,PUBLIC_ADMIN,MEDIUM,PHISHING,WEB_APP,0,93.28,1904,1,125.57,99.56,20113366.21,HIGH,0,0,0,0,INSURANCE_CLAIMS_DB,2024-04-04
2023-06-24,GR,CHEMICALS,SMALL,SUPPLY_CHAIN,VULNERABILITY,0,161.82,250436,0,78.29,326.51,18709345.91,MEDIUM,0,0,1,0,NATIONAL_AUTHORITY,2025-09-15
2023-07-05,MT,HEALTH,MICRO,DATA_BREACH,RDP,0,36.06,243843,1,143.68,28.5,1872243.26,LOW,0,0,0,0,CSIRT_REPORTING,2025-08-13
2023-07-16,ES,SPACE,LARGE,DDOS,CLOUD_MISCONFIG,0,146.66,225420,0,148.93,43.76,12664095.41,CRITICAL,1,0,0,0,SECTORAL_REGULATOR,2025-02-26
2023-07-27,CZ,ENERGY,MEDIUM,RANSOMWARE,EMAIL,1,238.88,84779,0,10.33,132.87,12211558.35,HIGH,0,0,0,0,ENISA_PORTAL,2025-09-08
2023-08-07,HU,DRINKING_WATER,SMALL,INSIDER,THIRD_PARTY,0,126.12,80256,0,78.71,100.57,14473673.13,MEDIUM,0,0,0,0,INSURANCE_CLAIMS_DB,2025-04-29
2023-08-18,NL,POSTAL,MICRO,MALWARE,USB,0,43.27,52507,0,21.09,256.6,20855448.85,LOW,0,0,1,0,NATIONAL_AUTHORITY,2025-07-20
2023-08-29,SE,TRANSPORT,LARGE,PHISHING,WEB_APP,1,13.53,207832,0,1.17,22.19,35068212.53,CRITICAL,1,0,1,0,CSIRT_REPORTING,2024-04-29
2023-09-09,DK,DIGITAL_INFRA,MEDIUM,SUPPLY_CHAIN,VULNERABILITY,0,216.04,106902,1,56.06,285.04,4510539.28,HIGH,1,0,0,0,SECTORAL_REGULATOR,2025-02-21
2023-09-20,IE,WASTE_WATER,SMALL,DATA_BREACH,RDP,0,32.02,183121,0,90.0,306.02,8654129.82,MEDIUM,0,1,0,0,ENISA_PORTAL,2025-11-07
2023-10-01,PL,BANKING,MICRO,DDOS,CLOUD_MISCONFIG,0,139.2,174789,0,143.8,345.69,6921434.56,LOW,1,0,0,0,INSURANCE_CLAIMS_DB,2026-02-19
2023-10-12,AT,ICT_SERVICE,LARGE,RANSOMWARE,EMAIL,1,185.87,32221,1,16.86,428.67,28058233.13,CRITICAL,1,0,1,0,NATIONAL_AUTHORITY,2025-07-28
2023-10-23,EE,FOOD,MEDIUM,INSIDER,THIRD_PARTY,0,59.44,7823,0,73.53,204.3,17475769.62,HIGH,0,0,0,0,CSIRT_REPORTING,2024-04-27
2023-11-03,IT,FIN_MARKETS,SMALL,MALWARE,USB,1,12.7,229539,0,119.84,233.83,21462606.04,MEDIUM,0,1,0,0,SECTORAL_REGULATOR,2024-02-11
2023-11-14,PT,PUBLIC_ADMIN,MICRO,PHISHING,WEB_APP,1,225.27,68878,0,47.12,299.9,21605740.86,LOW,0,0,0,0,ENISA_PORTAL,2025-06-05
2023-11-25,BE,CHEMICALS,LARGE,SUPPLY_CHAIN,VULNERABILITY,0,141.8,60253,0,59.94,350.63,8678194.24,CRITICAL,1,0,1,0,INSURANCE_CLAIMS_DB,2024-03-03
2023-12-06,FI,HEALTH,MEDIUM,DATA_BREACH,RDP,0,187.59,136777,1,0.78,311.61,12135412.3,HIGH,1,0,1,0,NATIONAL_AUTHORITY,2025-03-03
2023-12-17,LV,SPACE,SMALL,DDOS,CLOUD_MISCONFIG,0,159.85,117204,0,132.07,261.68,5410195.23,MEDIUM,1,0,0,0,CSIRT_REPORTING,2024-06-02
2023-12-28,RO,ENERGY,MICRO,RANSOMWARE,EMAIL,1,166.98,217783,1,33.0,116.93,34803489.42,LOW,0,0,0,0,SECTORAL_REGULATOR,2024-10-28
2024-01-08,BG,DRINKING_WATER,LARGE,INSIDER,THIRD_PARTY,0,136.46,172873,0,42.19,266.61,11649760.94,CRITICAL,1,0,0,0,ENISA_PORTAL,2024-12-10
2024-01-19,FR,POSTAL,MEDIUM,MALWARE,USB,0,79.57,131836,0,122.95,344.95,3996706.15,HIGH,1,0,0,0,INSURANCE_CLAIMS_DB,2024-12-08
2024-01-30,LT,TRANSPORT,SMALL,PHISHING,WEB_APP,0,86.18,233789,0,79.52,275.54,21068506.32,MEDIUM,0,0,0,0,NATIONAL_AUTHORITY,2024-07-07
2024-02-10,SK,DIGITAL_INFRA,MICRO,SUPPLY_CHAIN,VULNERABILITY,0,106.66,59858,0,82.58,192.45,9293841.75,LOW,0,0,0,0,CSIRT_REPORTING,2024-04-17
2024-02-21,HR,WASTE_WATER,LARGE,DATA_BREACH,RDP,0,36.52,76332,1,106.57,189.14,12474936.87,CRITICAL,0,0,0,0,SECTORAL_REGULATOR,2024-06-07
2024-03-03,DE,BANKING,MEDIUM,DDOS,CLOUD_MISCONFIG,0,170.0,147266,0,2.26,100.54,2405756.48,HIGH,1,0,0,0,ENISA_PORTAL,2025-01-27
2024-03-14,LU,ICT_SERVICE,SMALL,RANSOMWARE,EMAIL,1,255.81,114711,1,157.74,330.09,706906.08,MEDIUM,1,0,0,0,INSURANCE_CLAIMS_DB,2025-11-09
2024-03-25,SI,FOOD,MICRO,INSIDER,THIRD_PARTY,0,60.03,137879,0,29.04,190.6,10859503.84,LOW,0,0,1,0,NATIONAL_AUTHORITY,2025-01-10
2024-04-05,CY,FIN_MARKETS,LARGE,MALWARE,USB,0,51.57,156991,0,124.88,154.03,5734478.81,CRITICAL,1,0,1,0,CSIRT_REPORTING,2024-04-29
2024-04-16,GR,PUBLIC_ADMIN,MEDIUM,PHISHING,WEB_APP,0,96.67,5493,0,52.89,179.54,20975684.56,HIGH,1,0,0,0,SECTORAL_REGULATOR,2025-01-18
2024-04-27,MT,CHEMICALS,SMALL,SUPPLY_CHAIN,VULNERABILITY,0,173.21,237163,0,60.11,89.37,9251945.42,MEDIUM,0,1,1,0,ENISA_PORTAL,2026-01-16
2024-05-08,ES,HEALTH,MICRO,DATA_BREACH,RDP,0,124.79,223993,1,1.89,322.54,17455917.77,LOW,0,0,1,0,INSURANCE_CLAIMS_DB,2024-10-15
2024-05-19,CZ,SPACE,LARGE,DDOS,CLOUD_MISCONFIG,0,195.16,57994,0,156.14,51.59,15004752.82,CRITICAL,1,0,0,0,NATIONAL_AUTHORITY,2025-08-05
2024-05-30,HU,ENERGY,MEDIUM,RANSOMWARE,EMAIL,1,79.31,103190,1,70.88,454.99,15984753.12,HIGH,1,0,0,0,CSIRT_REPORTING,2025-04-03
2024-06-10,NL,DRINKING_WATER,SMALL,INSIDER,THIRD_PARTY,0,187.25,104175,0,13.22,167.82,13722597.18,MEDIUM,0,1,1,0,SECTORAL_REGULATOR,2024-09-24
2024-06-21,SE,POSTAL,MICRO,MALWARE,USB,0,166.43,2961,0,38.92,119.99,21760696.96,LOW,1,0,1,0,ENISA_PORTAL,2024-07-12
2024-07-02,DK,TRANSPORT,LARGE,PHISHING,WEB_APP,0,148.75,225493,0,5.34,188.38,16313698.0,CRITICAL,1,0,1,0,INSURANCE_CLAIMS_DB,2025-04-08
2024-07-13,IE,DIGITAL_INFRA,MEDIUM,SUPPLY_CHAIN,VULNERABILITY,0,136.25,205545,0,132.62,124.82,12371702.49,HIGH,1,0,1,0,NATIONAL_AUTHORITY,2025-08-20
2024-07-24,PL,WASTE_WATER,SMALL,DATA_BREACH,RDP,0,46.49,2949,1,17.92,23.4,19504081.98,MEDIUM,0,0,0,0,CSIRT_REPORTING,2024-02-12
2024-08-04,AT,BANKING,MICRO,DDOS,CLOUD_MISCONFIG,0,26.83,152197,0,32.97,209.51,14990105.05,LOW,0,0,1,0,SECTORAL_REGULATOR,2025-10-21
2024-08-15,EE,ICT_SERVICE,LARGE,RANSOMWARE,EMAIL,1,181.69,237970,1,115.53,208.66,2887736.15,CRITICAL,1,1,1,0,ENISA_PORTAL,2025-05-06
2024-08-26,IT,FOOD,MEDIUM,INSIDER,THIRD_PARTY,1,332.08,56652,0,24.15,146.81,16124469.48,HIGH,1,1,0,0,INSURANCE_CLAIMS_DB,2024-07-08
2024-09-06,PT,FIN_MARKETS,SMALL,MALWARE,USB,0,230.7,42345,0,43.67,245.59,4094315.34,MEDIUM,1,0,1,0,NATIONAL_AUTHORITY,2025-06-11
2024-09-17,BE,PUBLIC_ADMIN,MICRO,PHISHING,WEB_APP,1,121.85,170163,0,52.44,16.68,14821264.52,LOW,0,0,0,0,CSIRT_REPORTING,2024-11-14
2024-09-28,FI,CHEMICALS,LARGE,SUPPLY_CHAIN,VULNERABILITY,0,182.35,173050,0,49.66,371.55,14548629.18,CRITICAL,1,0,1,0,SECTORAL_REGULATOR,2024-09-12
2024-10-09,LV,HEALTH,MEDIUM,DATA_BREACH,RDP,0,4.3,206080,1,72.8,219.66,11623956.41,HIGH,0,0,0,0,ENISA_PORTAL,2025-09-25
2024-10-20,RO,SPACE,SMALL,DDOS,CLOUD_MISCONFIG,0,222.57,68276,1,60.87,318.68,14155529.12,MEDIUM,0,0,1,0,INSURANCE_CLAIMS_DB,2025-07-31
2024-10-31,BG,ENERGY,MICRO,RANSOMWARE,EMAIL,1,115.66,167430,1,47.55,86.23,21185515.37,LOW,0,0,0,0,NATIONAL_AUTHORITY,2024-08-12
2024-11-11,FR,DRINKING_WATER,LARGE,INSIDER,THIRD_PARTY,0,16.31,183098,0,63.0,163.08,16356310.65,CRITICAL,1,0,1,0,CSIRT_REPORTING,2024-11-19
2024-11-22,LT,POSTAL,MEDIUM,MALWARE,USB,0,15.74,155721,0,94.67,351.06,8510040.26,HIGH,1,0,0,0,SECTORAL_REGULATOR,2024-04-04
2024-12-03,SK,TRANSPORT,SMALL,PHISHING,WEB_APP,0,26.23,93975,1,108.87,352.86,4354773.96,MEDIUM,0,0,1,0,ENISA_PORTAL,2024-03-08
2024-12-14,HR,DIGITAL_INFRA,MICRO,SUPPLY_CHAIN,VULNERABILITY,0,70.05,193505,0,107.37,225.78,18221551.34,LOW,1,1,1,0,INSURANCE_CLAIMS_DB,2024-03-24
2024-12-25,DE,WASTE_WATER,LARGE,DATA_BREACH,RDP,0,161.08,181540,1,143.02,254.92,20847126.47,CRITICAL,0,1,0,0,NATIONAL_AUTHORITY,2024-10-21
2025-01-05,LU,BANKING,MEDIUM,DDOS,CLOUD_MISCONFIG,0,229.2,61017,0,17.07,27.71,3417080.1,HIGH,1,1,0,0,CSIRT_REPORTING,2024-08-28
2025-01-16,SI,ICT_SERVICE,SMALL,RANSOMWARE,EMAIL,1,164.0,237485,0,98.08,105.79,34807860.02,MEDIUM,0,0,0,0,SECTORAL_REGULATOR,2024-02-14
2025-01-27,CY,FOOD,MICRO,INSIDER,THIRD_PARTY,0,73.27,189972,0,110.44,210.58,19154798.68,LOW,0,0,0,0,ENISA_PORTAL,2025-04-10
2025-02-07,GR,FIN_MARKETS,LARGE,MALWARE,USB,0,60.56,62342,0,84.07,191.35,5160589.53,CRITICAL,1,0,0,0,INSURANCE_CLAIMS_DB,2025-04-09
2025-02-18,MT,PUBLIC_ADMIN,MEDIUM,PHISHING,WEB_APP,0,111.49,58873,1,9.55,61.75,8631540.42,HIGH,1,0,0,0,NATIONAL_AUTHORITY,2024-09-12
2025-03-01,ES,CHEMICALS,SMALL,SUPPLY_CHAIN,VULNERABILITY,0,38.78,220200,0,117.57,131.02,1201782.1,MEDIUM,0,0,0,0,CSIRT_REPORTING,2024-01-26
2025-03-12,CZ,HEALTH,MICRO,DATA_BREACH,RDP,0,197.9,240327,0,4.05,339.3,1629007.42,LOW,0,0,0,0,SECTORAL_REGULATOR,2024-09-02
2025-03-23,HU,SPACE,LARGE,DDOS,CLOUD_MISCONFIG,0,83.98,113314,0,51.77,29.52,14600295.83,CRITICAL,1,1,0,0,ENISA_PORTAL,2025-09-01
2025-04-03,NL,ENERGY,MEDIUM,RANSOMWARE,EMAIL,1,192.13,57053,1,133.32,174.29,28485489.26,HIGH,1,1,0,0,INSURANCE_CLAIMS_DB,2024-09-19
2025-04-14,SE,DRINKING_WATER,SMALL,INSIDER,THIRD_PARTY,0,85.12,123740,0,104.7,288.8,6871371.23,MEDIUM,1,0,0,0,NATIONAL_AUTHORITY,2025-11-12
2025-04-25,DK,POSTAL,MICRO,MALWARE,USB,0,146.72,128424,0,37.69,94.86,12170602.85,LOW,0,0,0,0,CSIRT_REPORTING,2024-07-14
2025-05-06,IE,TRANSPORT,LARGE,PHISHING,WEB_APP,0,29.45,64921,0,86.86,4.73,616870.6,CRITICAL,1,0,0,0,SECTORAL_REGULATOR,2024-03-01
2025-05-17,PL,DIGITAL_INFRA,MEDIUM,SUPPLY_CHAIN,VULNERABILITY,1,8.64,60270,1,135.8,283.91,28222221.34,HIGH,1,0,0,0,ENISA_PORTAL,2026-02-07
2025-05-28,AT,WASTE_WATER,SMALL,DATA_BREACH,RDP,0,30.89,209977,1,54.72,355.06,6376423.05,MEDIUM,0,0,1,0,INSURANCE_CLAIMS_DB,2024-02-10
2025-06-08,EE,BANKING,MICRO,DDOS,CLOUD_MISCONFIG,0,164.81,69627,0,145.01,108.94,17861011.59,LOW,0,0,0,0,NATIONAL_AUTHORITY,2024-06-11
2025-06-19,IT,ICT_SERVICE,LARGE,RANSOMWARE,EMAIL,1,48.04,53755,1,81.63,71.07,22513250.32,CRITICAL,0,0,1,1,CSIRT_REPORTING,2024-05-05
2025-06-30,PT,FOOD,MEDIUM,INSIDER,THIRD_PARTY,1,285.73,103574,0,100.08,50.3,4403661.88,HIGH,1,0,0,0,SECTORAL_REGULATOR,2024-02-26
2025-07-11,BE,FIN_MARKETS,SMALL,MALWARE,USB,0,123.31,198562,0,162.07,286.04,16400343.03,MEDIUM,1,0,0,0,ENISA_PORTAL,2026-01-15
2025-07-22,FI,PUBLIC_ADMIN,MICRO,PHISHING,WEB_APP,0,237.36,192081,0,109.5,168.3,13190541.71,LOW,1,1,0,0,INSURANCE_CLAIMS_DB,2024-09-28
2025-08-02,LV,CHEMICALS,LARGE,SUPPLY_CHAIN,VULNERABILITY,0,154.96,69106,0,139.33,416.57,8571346.41,CRITICAL,1,0,0,0,NATIONAL_AUTHORITY,2025-07-31
2025-08-13,RO,HEALTH,MEDIUM,DATA_BREACH,RDP,0,72.04,116683,1,127.15,196.65,9160347.29,HIGH,1,1,0,0,CSIRT_REPORTING,2024-08-11
2025-08-24,BG,SPACE,SMALL,DDOS,CLOUD_MISCONFIG,1,55.36,112000,0,123.74,271.99,6312880.21,MEDIUM,0,0,1,0,SECTORAL_REGULATOR,2024-05-12
2025-09-04,FR,ENERGY,MICRO,RANSOMWARE,EMAIL,1,151.03,243748,0,161.7,173.08,15161201.49,LOW,0,0,1,0,ENISA_PORTAL,2025-11-07
2025-09-15,LT,DRINKING_WATER,LARGE,INSIDER,THIRD_PARTY,0,132.42,84713,0,130.78,114.38,7645709.44,CRITICAL,0,0,0,0,INSURANCE_CLAIMS_DB,2025-01-18
2025-09-26,SK,POSTAL,MEDIUM,MALWARE,USB,0,173.65,241513,0,136.95,286.41,15050110.55,HIGH,1,0,0,0,NATIONAL_AUTHORITY,2024-05-17
2025-10-07,HR,TRANSPORT,SMALL,PHISHING,WEB_APP,0,53.65,3708,0,72.16,158.29,964017.15,MEDIUM,0,0,0,0,CSIRT_REPORTING,2024-11-17
2025-10-18,DE,DIGITAL_INFRA,MICRO,SUPPLY_CHAIN,VULNERABILITY,0,162.95,153335,0,107.39,431.35,3438276.11,LOW,1,0,0,0,SECTORAL_REGULATOR,2024-05-14
2025-10-29,LU,WASTE_WATER,LARGE,DATA_BREACH,RDP,0,180.14,117404,1,91.88,96.89,10379853.94,CRITICAL,1,1,0,1,ENISA_PORTAL,2024-07-29
2025-11-09,SI,BANKING,MEDIUM,DDOS,CLOUD_MISCONFIG,0,75.7,93308,0,107.0,17.71,6357750.04,HIGH,0,0,0,0,INSURANCE_CLAIMS_DB,2024-06-15
2025-11-20,CY,ICT_SERVICE,SMALL,RANSOMWARE,EMAIL,1,262.74,43015,1,52.97,30.2,9183275.18,MEDIUM,0,1,0,0,NATIONAL_AUTHORITY,2024-02-28
2025-12-01,GR,FOOD,MICRO,INSIDER,THIRD_PARTY,0,30.86,76238,0,84.56,322.99,20145803.43,LOW,0,1,0,0,CSIRT_REPORTING,2024-03-17
2025-12-12,MT,FIN_MARKETS,LARGE,MALWARE,USB,0,190.08,33169,1,165.03,223.37,9294694.79,CRITICAL,1,0,0,0,SECTORAL_REGULATOR,2024-12-09
2025-12-23,ES,PUBLIC_ADMIN,MEDIUM,PHISHING,WEB_APP,0,41.62,214317,0,9.94,336.51,1675255.59,HIGH,0,1,0,0,ENISA_PORTAL,2025-10-27
2026-01-03,CZ,CHEMICALS,SMALL,SUPPLY_CHAIN,VULNERABILITY,0,189.1,111774,0,97.54,7.88,21509995.3,MEDIUM,0,0,0,0,INSURANCE_CLAIMS_DB,2024-05-29
2026-01-14,HU,HEALTH,MICRO,DATA_BREACH,RDP,0,67.28,18819,1,101.81,159.87,8304560.32,LOW,0,0,1,0,NATIONAL_AUTHORITY,2024-05-11
2026-01-25,NL,SPACE,LARGE,DDOS,CLOUD_MISCONFIG,0,5.83,125979,0,153.14,118.44,17810085.65,CRITICAL,1,0,0,0,CSIRT_REPORTING,2024-11-08
2026-02-05,SE,ENERGY,MEDIUM,RANSOMWARE,EMAIL,1,91.18,48491,1,124.51,224.03,15460104.88,HIGH,0,0,0,0,SECTORAL_REGULATOR,2026-01-24
2026-02-16,DK,DRINKING_WATER,SMALL,INSIDER,THIRD_PARTY,0,84.42,58042,1,154.59,116.19,18157944.1,MEDIUM,0,0,1,0,ENISA_PORTAL,2024-07-23
2018-01-02,IE,POSTAL,MICRO,MALWARE,USB,0,76.53,186471,0,71.46,113.87,1136923.55,LOW,0,0,0,0,INSURANCE_CLAIMS_DB,2025-05-04
2018-01-13,PL,TRANSPORT,LARGE,PHISHING,WEB_APP,0,114.14,22676,0,78.51,350.44,903830.79,CRITICAL,1,0,0,0,NATIONAL_AUTHORITY,2024-10-16
2018-01-24,AT,DIGITAL_INFRA,MEDIUM,SUPPLY_CHAIN,VULNERABILITY,0,121.0,124767,0,130.14,397.21,4462108.19,HIGH,1,0,0,0,CSIRT_REPORTING,2025-07-28
2018-02-04,EE,WASTE_WATER,SMALL,DATA_BREACH,RDP,0,72.88,184470,1,94.25,288.91,9935638.76,MEDIUM,0,1,1,0,SECTORAL_REGULATOR,2024-04-27
2018-02-15,IT,BANKING,MICRO,DDOS,CLOUD_MISCONFIG,0,33.82,205331,0,26.7,252.39,17300479.4,LOW,0,0,0,0,ENISA_PORTAL,2024-07-31
