civ_leg_act_id,civ_leg_act_type_code,civ_leg_policy_area_code,civ_leg_proposal_date,civ_leg_adoption_date,civ_leg_entry_into_force_date,civ_leg_celex_number,civ_leg_legal_basis_tfeu_article,civ_leg_ordinary_legislative_procedure_flag,civ_leg_council_voting_rule_code,civ_leg_parliament_committee_code,civ_leg_trilogue_rounds_count,civ_leg_amendments_count,civ_leg_impact_assessment_published_flag,civ_leg_delegated_act_flag,civ_leg_implementing_act_flag,civ_leg_transposition_deadline_date,civ_leg_infringement_cases_count,civ_leg_eurlex_url_hash,civ_leg_data_extract_date
ACT_2016_0117,REGULATION,AGRICULTURE,2016-01-19,2017-07-05,2017-09-17,32016R0117,TFEU_173,1,SIMPLE_MAJORITY,ECON,9,1478,1,1,0,,2,d67e089634646dff2f9b9ae7f3b3,2024-04-25
ACT_2017_0118,DIRECTIVE,DIGITAL,2017-04-24,2019-01-12,2019-03-29,32017L0118,TFEU_77,1,QMV,CULT,0,3540,1,1,0,2020-08-26,66,55c12857c0037702fa58d29d75aa,2024-01-12
ACT_2018_0119,DECISION,MIGRATION,2018-02-02,2020-07-15,2020-10-16,32018D0119,TFEU_83,0,UNANIMITY,ENVI,9,2553,1,0,0,,73,20efd033bc0f2757cca4ff588720,2024-12-24
ACT_2019_0120,RECOMMENDATION,CLIMATE,2019-01-11,2020-08-06,2020-11-24,32019D0120,TFEU_352,1,SIMPLE_MAJORITY,JURI,1,3891,0,0,0,,9,5420cbd4e34bceb5009fbe77882b,2025-01-31
ACT_2020_0121,REGULATION,SECURITY,2020-04-17,2022-08-31,2022-10-27,32020R0121,TFEU_114,1,QMV,IMCO,12,3216,0,0,0,,18,fc553375d09a51e0e74b994ded54,2025-04-24
ACT_2021_0122,DIRECTIVE,ENERGY,2021-02-03,2022-01-16,2022-03-01,32021L0122,TFEU_192,1,UNANIMITY,TRAN,3,3793,1,0,0,2023-10-23,34,e5e92bcba4bb599983fd8dbb2d44,2024-03-11
ACT_2022_0123,DECISION,CONSUMER,2022-12-01,2024-12-10,2025-03-29,32022D0123,TFEU_153,0,SIMPLE_MAJORITY,BUDG,9,1225,1,0,0,,90,6f19ebed00cd3a74a37ee01596a5,2025-12-08
ACT_2023_0124,RECOMMENDATION,HEALTH,2023-03-04,2024-08-25,2024-09-27,32023D0124,TFEU_207,0,QMV,ITRE,4,3662,1,0,1,,1,aa646839c34dc6673450adb8291e,2025-11-07
ACT_2024_0125,REGULATION,COMPETITION,2024-10-03,2025-01-10,2025-05-10,32024R0125,TFEU_168,1,UNANIMITY,EMPL,9,194,1,0,0,,25,c17fe1d27cff26c1bc5f7d20fadd,2025-09-18
ACT_2025_0126,DIRECTIVE,TRANSPORT,2025-04-03,2026-02-25,2026-02-25,32025L0126,TFEU_91,1,SIMPLE_MAJORITY,LIBE,1,3546,1,0,0,2028-04-10,15,ca95e118fc584fc46e2e5e5a4d6c,2025-12-08
ACT_2012_0127,DECISION,DATA_GOV,2012-10-23,2014-10-21,2015-01-31,32012D0127,TFEU_173,1,QMV,AGRI,12,2676,0,1,0,,7,9bb69635652e69080b3cc4aa5b7e,2024-03-15
ACT_2013_0128,RECOMMENDATION,FINANCE,2013-05-27,2015-03-16,2015-06-25,32013D0128,TFEU_77,1,UNANIMITY,AFET,7,3395,1,0,0,,2,ceacc856852add760e967416291a,2024-09-02
ACT_2014_0129,REGULATION,SPACE,2014-06-28,2014-09-01,2014-11-19,32014R0129,TFEU_83,0,SIMPLE_MAJORITY,ECON,11,1402,1,1,0,,5,959562934b02ecc166a1833c020c,2024-05-21
ACT_2015_0130,DIRECTIVE,AGRICULTURE,2015-10-27,2017-05-08,2017-09-02,32015L0130,TFEU_352,1,QMV,CULT,8,855,1,1,0,2019-07-24,80,2c1b2632ad68a9d78a8a1564988b,2025-03-26
ACT_2016_0131,DECISION,DIGITAL,2016-03-03,2017-12-23,2018-03-06,32016D0131,TFEU_114,0,UNANIMITY,ENVI,3,879,1,0,0,,91,f41d9fd9184da4b1caa0b9c8431a,2025-07-22
ACT_2017_0132,RECOMMENDATION,MIGRATION,2017-07-12,2018-08-27,2018-10-24,32017D0132,TFEU_192,0,SIMPLE_MAJORITY,JURI,4,2612,0,0,1,,32,a7b15b6025b823cc508b7da27281,2024-06-21
ACT_2018_0133,REGULATION,CLIMATE,2018-06-21,2020-11-06,2021-02-03,32018R0133,TFEU_153,1,QMV,IMCO,0,1171,1,0,1,,1,5e416738c474b049cb35a30afab1,2026-01-25
ACT_2019_0134,DIRECTIVE,SECURITY,2019-03-16,2021-05-11,2021-06-28,32019L0134,TFEU_207,1,UNANIMITY,TRAN,2,3207,0,0,1,2023-05-10,21,c2395471c44abb1163ced0468d41,2025-10-01
ACT_2020_0135,DECISION,ENERGY,2020-06-25,2022-02-10,2022-03-02,32020D0135,TFEU_168,0,SIMPLE_MAJORITY,BUDG,11,2680,1,0,0,,91,9eecf1bb2a327930ac4820f36cd4,2025-01-21
ACT_2021_0136,RECOMMENDATION,CONSUMER,2021-03-21,2022-11-03,2022-12-15,32021D0136,TFEU_91,0,QMV,ITRE,8,684,1,1,0,,20,eef1bbfee4c9a5958edb02971975,2024-08-13
ACT_2022_0137,REGULATION,HEALTH,2022-11-21,2024-09-10,2024-12-10,32022R0137,TFEU_173,1,UNANIMITY,EMPL,10,3422,1,0,0,,26,ab243cb4ba627b0e0822f7e878ad,2024-09-29
ACT_2023_0138,DIRECTIVE,COMPETITION,2023-05-13,2024-07-15,2024-10-20,32023L0138,TFEU_77,1,SIMPLE_MAJORITY,LIBE,7,2247,1,1,0,2027-08-12,98,2be1266d1903affffa11ab4137ab,2025-03-19
ACT_2024_0139,DECISION,TRANSPORT,2024-12-14,2025-11-03,2025-12-03,32024D0139,TFEU_83,1,QMV,AGRI,1,2278,1,0,0,,4,41c1ada651665e2d833a243fb1f7,2024-04-22
ACT_2025_0140,RECOMMENDATION,DATA_GOV,2025-10-03,2026-02-25,2026-02-25,32025D0140,TFEU_352,0,UNANIMITY,AFET,12,3044,1,0,0,,2,9bd7e8339b146a769b15507378d0,2024-11-28
ACT_2012_0141,REGULATION,FINANCE,2012-01-22,2014-07-24,2014-11-01,32012R0141,TFEU_114,1,SIMPLE_MAJORITY,ECON,12,2841,1,0,1,,7,b17663413830d458504db139fe1f,2025-02-25
ACT_2013_0142,DIRECTIVE,SPACE,2013-04-08,2014-08-25,2014-11-24,32013L0142,TFEU_192,1,QMV,CULT,12,2492,1,1,1,2017-01-28,7,58db45dd05eaa0b99038b44f0e17,2024-08-06
ACT_2014_0143,DECISION,AGRICULTURE,2014-08-08,2015-08-23,2015-10-10,32014D0143,TFEU_153,0,UNANIMITY,ENVI,9,894,1,0,0,,104,8cd398a7d29647a3101c9dc115a7,2026-02-02
ACT_2015_0144,RECOMMENDATION,DIGITAL,2015-10-17,2016-08-14,2016-11-02,32015D0144,TFEU_207,0,SIMPLE_MAJORITY,JURI,1,3993,0,0,0,,0,e32635d95f5098ce4defb50cd688,2024-06-11
ACT_2016_0145,REGULATION,MIGRATION,2016-04-03,2017-08-13,2017-12-06,32016R0145,TFEU_168,1,QMV,IMCO,4,2743,0,0,0,,1,bae83a5a42f53b5f770184592893,2024-08-01
ACT_2017_0146,DIRECTIVE,CLIMATE,2017-05-06,2018-07-14,2018-10-08,32017L0146,TFEU_91,1,UNANIMITY,TRAN,11,2693,0,0,0,2020-07-14,115,9a85418d3bb880f54b7725d75c07,2024-12-22
ACT_2018_0147,DECISION,SECURITY,2018-04-28,2019-02-21,2019-04-29,32018D0147,TFEU_173,0,SIMPLE_MAJORITY,BUDG,12,3648,1,1,0,,1,c04655fcf42ef810a111903c598a,2025-08-10
ACT_2019_0148,RECOMMENDATION,ENERGY,2019-06-14,2020-11-14,2021-02-27,32019D0148,TFEU_77,0,QMV,ITRE,10,2338,1,0,0,,35,3d77bb904b93fa5f2e8191a7e07d,2025-01-25
ACT_2020_0149,REGULATION,CONSUMER,2020-09-06,2022-10-17,2022-11-29,32020R0149,TFEU_83,1,UNANIMITY,EMPL,3,3234,1,0,1,,14,0ad04833540a3d35d8142b9df5d7,2024-01-10
ACT_2021_0150,DIRECTIVE,HEALTH,2021-11-07,2023-12-26,2024-03-24,32021L0150,TFEU_352,1,SIMPLE_MAJORITY,LIBE,5,3673,0,1,0,2026-01-01,82,de9c0259e0cec7985717dc77ace2,2026-01-27
ACT_2022_0151,DECISION,COMPETITION,2022-05-02,2023-11-19,2024-02-19,32022D0151,TFEU_114,0,QMV,AGRI,11,2239,0,0,0,,8,ab58f30b88d0beceade6d6488f7d,2024-06-08
ACT_2023_0152,RECOMMENDATION,TRANSPORT,2023-03-04,2023-10-13,2023-12-04,32023D0152,TFEU_192,0,UNANIMITY,AFET,8,1683,1,0,0,,21,943715e7fc3343570264cff354a6,2026-01-16
ACT_2024_0153,REGULATION,DATA_GOV,2024-10-13,2026-02-25,2026-02-25,32024R0153,TFEU_153,1,SIMPLE_MAJORITY,ECON,6,3578,1,0,1,,5,929ec8d3b76a03ac8f4f562f15d6,2025-03-11
ACT_2025_0154,DIRECTIVE,FINANCE,2025-05-16,2026-02-25,2026-02-25,32025L0154,TFEU_207,1,QMV,CULT,9,1314,1,0,1,2029-02-19,3,f7590755a650ecc1a6ca7b152640,2024-09-05
ACT_2012_0155,DECISION,SPACE,2012-06-14,2014-09-19,2014-12-01,32012D0155,TFEU_168,1,UNANIMITY,ENVI,4,1350,1,0,0,,68,eaae03093cff93a98f97d758319c,2024-02-15
ACT_2013_0156,RECOMMENDATION,AGRICULTURE,2013-12-13,2014-12-01,2015-03-27,32013D0156,TFEU_91,0,SIMPLE_MAJORITY,JURI,11,3555,1,0,0,,23,daf4f3db2b99d9d1f4b56614faf9,2024-03-08
ACT_2014_0157,REGULATION,DIGITAL,2014-06-27,2015-08-08,2015-10-15,32014R0157,TFEU_173,1,QMV,IMCO,8,2459,1,0,0,,2,625f9b78b6a7dc0c8b2f3b415c08,2024-08-05
ACT_2015_0158,DIRECTIVE,MIGRATION,2015-11-21,2016-03-25,2016-06-02,32015L0158,TFEU_77,1,UNANIMITY,TRAN,6,365,1,1,0,2018-10-23,108,cfc4a3fa0d1a70c2de5c09f48f98,2024-01-31
ACT_2016_0159,DECISION,CLIMATE,2016-01-19,2016-08-15,2016-09-28,32016D0159,TFEU_83,0,SIMPLE_MAJORITY,BUDG,1,4104,0,0,1,,50,dab9ba155f08a221c11753b7b259,2025-08-18
ACT_2017_0160,RECOMMENDATION,SECURITY,2017-07-18,2018-05-11,2018-07-07,32017D0160,TFEU_352,0,QMV,ITRE,3,625,1,0,0,,3,d3373e688909d044a7a8d780dad1,2025-03-15
ACT_2018_0161,REGULATION,ENERGY,2018-02-07,2019-08-30,2019-11-06,32018R0161,TFEU_114,1,UNANIMITY,EMPL,10,3487,0,0,1,,1,3a3f1bed3f3735251d82103e12ac,2025-09-10
ACT_2019_0162,DIRECTIVE,CONSUMER,2019-02-10,2020-08-12,2020-11-18,32019L0162,TFEU_192,1,SIMPLE_MAJORITY,LIBE,1,3703,1,0,1,2022-08-30,94,0f11f202e9144f6148c396083823,2024-04-14
ACT_2020_0163,DECISION,HEALTH,2020-12-05,2021-08-20,2021-10-06,32020D0163,TFEU_153,0,QMV,AGRI,1,1815,0,0,0,,26,ca1c55ab9430d80129649fc47fb1,2024-08-23
ACT_2021_0164,RECOMMENDATION,COMPETITION,2021-09-23,2022-04-19,2022-07-06,32021D0164,TFEU_207,1,UNANIMITY,AFET,5,3460,1,1,0,,28,7a13396136d1d9b2c367531bed0a,2025-08-22
ACT_2022_0165,REGULATION,TRANSPORT,2022-03-12,2022-09-20,2022-12-10,32022R0165,TFEU_168,1,SIMPLE_MAJORITY,ECON,0,2164,1,1,0,,3,28570c79b4d1d51c1a545b44cdd2,2024-06-21
ACT_2023_0166,DIRECTIVE,DATA_GOV,2023-12-28,2025-09-08,2025-12-29,32023L0166,TFEU_91,0,QMV,CULT,7,1606,0,1,0,2027-06-19,23,15a998b66860bf37868e0899acf8,2025-10-18
ACT_2024_0167,DECISION,FINANCE,2024-12-05,2025-02-05,2025-05-06,32024D0167,TFEU_173,0,UNANIMITY,ENVI,5,1680,0,0,1,,73,0d4c78f4ba668a47837921a180bb,2026-01-18
ACT_2025_0168,RECOMMENDATION,SPACE,2025-02-17,2026-02-25,2026-02-25,32025D0168,TFEU_77,0,SIMPLE_MAJORITY,JURI,0,2025,1,0,0,,35,e745c7044891b9aebac4d1574de2,2025-05-28
ACT_2012_0169,REGULATION,AGRICULTURE,2012-08-26,2013-11-22,2014-03-14,32012R0169,TFEU_83,1,QMV,IMCO,5,318,1,0,0,,23,0c4baef542c6153b4045f2c802e0,2024-06-25
ACT_2013_0170,DIRECTIVE,DIGITAL,2013-08-27,2015-09-10,2016-01-01,32013L0170,TFEU_352,1,UNANIMITY,TRAN,6,3923,1,0,0,2017-10-18,71,e5b3acaa9848e7a18fa22eac1017,2025-01-10
ACT_2014_0171,DECISION,MIGRATION,2014-07-12,2016-09-11,2016-12-27,32014D0171,TFEU_114,1,SIMPLE_MAJORITY,BUDG,1,3827,0,0,0,,119,77fb29c0962b8279d7a830eb8958,2024-05-07
ACT_2015_0172,RECOMMENDATION,CLIMATE,2015-11-17,2018-01-05,2018-05-04,32015D0172,TFEU_192,1,QMV,ITRE,5,1560,1,0,0,,16,156576c8e51da56e759bb540d12e,2025-10-26
ACT_2016_0173,REGULATION,SECURITY,2016-12-13,2018-04-06,2018-07-10,32016R0173,TFEU_153,1,UNANIMITY,EMPL,8,1478,1,0,0,,20,78da0447c9451535cd6b17a8ee7f,2025-12-08
ACT_2017_0174,DIRECTIVE,ENERGY,2017-12-21,2020-01-13,2020-02-15,32017L0174,TFEU_207,1,SIMPLE_MAJORITY,LIBE,7,3231,0,0,0,2022-01-22,30,82eea3d265715381d1661396f9c5,2025-07-15
ACT_2018_0175,DECISION,CONSUMER,2018-11-13,2020-06-24,2020-09-25,32018D0175,TFEU_168,1,QMV,AGRI,5,1003,1,0,0,,38,452ad67cc330817504acfc12dc5d,2025-11-29
ACT_2019_0176,RECOMMENDATION,HEALTH,2019-01-02,2020-07-27,2020-09-05,32019D0176,TFEU_91,0,UNANIMITY,AFET,11,1526,1,0,0,,27,57100e6f2c50597358332249d1ce,2024-01-08
ACT_2020_0177,REGULATION,COMPETITION,2020-02-07,2021-03-07,2021-06-29,32020R0177,TFEU_173,0,SIMPLE_MAJORITY,ECON,11,1319,1,1,0,,25,41208f083d70be16d3f8412808a0,2024-10-24
ACT_2021_0178,DIRECTIVE,TRANSPORT,2021-01-21,2021-05-23,2021-08-07,32021L0178,TFEU_77,1,QMV,CULT,1,71,0,0,0,2022-11-02,13,d8b407a0e4dd41a25b688f484558,2025-01-30
ACT_2022_0179,DECISION,DATA_GOV,2022-11-05,2024-08-28,2024-10-21,32022D0179,TFEU_83,0,UNANIMITY,ENVI,5,2081,1,0,0,,101,dbad2fa90a4b8b0f4657ca2f8e70,2025-05-25
ACT_2023_0180,RECOMMENDATION,FINANCE,2023-05-22,2024-08-01,2024-08-22,32023D0180,TFEU_352,1,SIMPLE_MAJORITY,JURI,9,1387,0,0,0,,13,2f64b6b02ca2b09fe8d014bdd7e7,2024-10-12
ACT_2024_0181,REGULATION,SPACE,2024-06-19,2026-02-25,2026-02-25,32024R0181,TFEU_114,0,QMV,IMCO,10,961,1,0,0,,35,1b9cc1f79bbc4a166b9afcf0bffb,2024-11-02
ACT_2025_0182,DIRECTIVE,AGRICULTURE,2025-04-02,2026-02-25,2026-02-25,32025L0182,TFEU_192,1,UNANIMITY,TRAN,12,1792,0,0,0,2028-04-23,86,35e9484c1f4eada0fe420e1e2858,2024-09-22
ACT_2012_0183,DECISION,DIGITAL,2012-03-04,2012-09-20,2012-11-15,32012D0183,TFEU_153,0,SIMPLE_MAJORITY,BUDG,9,4016,1,0,0,,59,6e1f103f74076208dba171c32e91,2025-05-19
ACT_2013_0184,RECOMMENDATION,MIGRATION,2013-07-01,2015-09-20,2015-10-03,32013D0184,TFEU_207,0,QMV,ITRE,7,3331,0,0,0,,26,edd11f064472bd0f32a615f9d497,2025-08-10
ACT_2014_0185,REGULATION,CLIMATE,2014-05-03,2014-11-27,2015-01-22,32014R0185,TFEU_168,1,UNANIMITY,EMPL,5,1846,1,0,0,,0,8cc3e9948fc5869111a923558d9a,2024-01-26
ACT_2015_0186,DIRECTIVE,SECURITY,2015-08-27,2016-12-22,2017-01-12,32015L0186,TFEU_91,1,SIMPLE_MAJORITY,LIBE,3,1820,1,0,0,2019-09-05,96,b1be57923e0c67ebb10bee040ea9,2024-05-28
ACT_2016_0187,DECISION,ENERGY,2016-09-07,2017-08-15,2017-12-10,32016D0187,TFEU_173,0,QMV,AGRI,8,1299,1,0,0,,54,f4bc77eff128cffa217b1b8e59bb,2024-07-25
ACT_2017_0188,RECOMMENDATION,CONSUMER,2017-11-27,2019-08-27,2019-10-15,32017D0188,TFEU_77,1,UNANIMITY,AFET,11,301,0,0,0,,31,7e2e9df913df44498d943431328e,2025-12-23
ACT_2018_0189,REGULATION,HEALTH,2018-05-27,2019-07-14,2019-10-09,32018R0189,TFEU_83,1,SIMPLE_MAJORITY,ECON,6,55,1,0,0,,5,ac0184f2013271e89a804fcc0553,2024-02-07
ACT_2019_0190,DIRECTIVE,COMPETITION,2019-07-15,2020-03-19,2020-06-18,32019L0190,TFEU_352,1,QMV,CULT,3,3939,1,0,0,2023-05-04,0,700672b02dc25433524ae7518aae,2025-01-14
ACT_2020_0191,DECISION,TRANSPORT,2020-09-06,2022-05-19,2022-09-03,32020D0191,TFEU_114,0,UNANIMITY,ENVI,2,2202,0,0,1,,54,d8af2be0a0646a2151526dd06789,2024-09-23
ACT_2021_0192,RECOMMENDATION,DATA_GOV,2021-10-12,2022-01-13,2022-05-08,32021D0192,TFEU_192,1,SIMPLE_MAJORITY,JURI,1,1796,1,0,0,,28,ae7a1d14c3420a9c2daa35fa7a35,2024-10-10
ACT_2022_0193,REGULATION,FINANCE,2022-11-07,2024-09-06,2024-10-24,32022R0193,TFEU_153,1,QMV,IMCO,1,646,0,1,0,,17,62ca2c71f27feae684b2de2e4241,2024-05-17
ACT_2023_0194,DIRECTIVE,SPACE,2023-11-05,2025-09-10,2025-10-07,32023L0194,TFEU_207,0,UNANIMITY,TRAN,7,46,1,0,0,2027-01-13,61,0f07513b28a526a36ac8bdeeeb29,2024-07-23
ACT_2024_0195,DECISION,AGRICULTURE,2024-03-20,2025-10-31,2025-12-16,32024D0195,TFEU_168,1,SIMPLE_MAJORITY,BUDG,1,3215,1,0,1,,46,2b7dea8cbffb4f1433ec2d3a1ded,2025-02-21
ACT_2025_0196,RECOMMENDATION,DIGITAL,2025-02-10,2025-11-01,2026-02-21,32025D0196,TFEU_91,1,QMV,ITRE,7,319,0,0,0,,12,48e8869e43ff1e63a5378c187580,2025-12-18
ACT_2012_0197,REGULATION,MIGRATION,2012-01-18,2014-02-19,2014-05-17,32012R0197,TFEU_173,1,UNANIMITY,EMPL,8,1661,1,0,0,,16,0262b983b73a2a18437d0f7339c3,2024-08-26
ACT_2013_0198,DIRECTIVE,CLIMATE,2013-03-04,2014-12-16,2015-03-13,32013L0198,TFEU_77,1,SIMPLE_MAJORITY,LIBE,2,3937,1,0,1,2016-10-24,63,be1b266b343317bf51769020665c,2024-04-21
ACT_2014_0199,DECISION,SECURITY,2014-03-20,2016-03-13,2016-05-17,32014D0199,TFEU_83,1,QMV,AGRI,11,397,1,0,0,,89,d80c7524781f1cec0c099434515f,2026-02-23
ACT_2015_0200,RECOMMENDATION,ENERGY,2015-08-10,2016-04-19,2016-07-15,32015D0200,TFEU_352,0,UNANIMITY,AFET,2,3900,1,0,0,,4,efa444ea9f559cfc8e9063a0d258,2024-05-26
ACT_2016_0201,REGULATION,CONSUMER,2016-06-16,2016-09-22,2016-11-22,32016R0201,TFEU_114,0,SIMPLE_MAJORITY,ECON,0,906,1,1,0,,34,020c0671ad809e933afffde9910c,2025-05-25
ACT_2017_0202,DIRECTIVE,HEALTH,2017-02-27,2018-10-21,2019-01-07,32017L0202,TFEU_192,0,QMV,CULT,3,3087,1,0,0,2021-05-03,68,230149a07245642aadb53a2f9293,2025-09-09
ACT_2018_0203,DECISION,COMPETITION,2018-09-16,2019-12-02,2020-02-20,32018D0203,TFEU_153,1,UNANIMITY,ENVI,10,1475,1,0,0,,72,9ab8eeddfac009a01af2116179c2,2024-12-04
ACT_2019_0204,RECOMMENDATION,TRANSPORT,2019-10-21,2020-08-26,2020-10-30,32019D0204,TFEU_207,1,SIMPLE_MAJORITY,JURI,12,1750,1,0,0,,30,92192d7ec5b4438e81c702fc1944,2025-10-16
ACT_2020_0205,REGULATION,DATA_GOV,2020-08-13,2021-03-29,2021-07-18,32020R0205,TFEU_168,1,QMV,IMCO,3,901,0,1,0,,27,6c5b2c7a72e5a4db7d2d015104ee,2025-05-04
ACT_2021_0206,DIRECTIVE,FINANCE,2021-05-06,2023-12-04,2024-02-16,32021L0206,TFEU_91,1,UNANIMITY,TRAN,4,2449,1,0,0,2025-11-01,103,c79040b9b1049518d8fe85a2cf51,2025-09-17
ACT_2022_0207,DECISION,SPACE,2022-05-16,2023-12-26,2024-01-26,32022D0207,TFEU_173,0,SIMPLE_MAJORITY,BUDG,3,4172,1,0,0,,59,2bddc76d72a14c4790657b8163cc,2025-04-20
ACT_2023_0208,RECOMMENDATION,AGRICULTURE,2023-06-01,2023-10-25,2024-01-30,32023D0208,TFEU_77,0,QMV,ITRE,2,835,1,0,1,,26,27e85211bc1b428fef88d7bffdca,2026-01-06
ACT_2024_0209,REGULATION,DIGITAL,2024-01-19,2026-02-25,2026-02-25,32024R0209,TFEU_83,1,UNANIMITY,EMPL,12,4090,1,0,1,,9,c0b118892975ef6ad62ee95ee697,2024-08-09
ACT_2025_0210,DIRECTIVE,MIGRATION,2025-11-19,2026-02-25,2026-02-25,32025L0210,TFEU_352,0,SIMPLE_MAJORITY,LIBE,7,4063,1,1,0,2028-03-12,50,d6722a10a0838637c22c531f8716,2025-07-12
ACT_2012_0211,DECISION,CLIMATE,2012-08-23,2013-06-22,2013-07-02,32012D0211,TFEU_114,0,QMV,AGRI,12,1352,1,1,0,,34,5ae797be6f89bbb1c8e16b514cce,2024-10-24
ACT_2013_0212,RECOMMENDATION,SECURITY,2013-04-10,2014-02-08,2014-04-10,32013D0212,TFEU_192,0,UNANIMITY,AFET,7,1405,1,0,1,,33,60a5ed1e6e11e264047831b7d877,2024-09-01
ACT_2014_0213,REGULATION,ENERGY,2014-09-26,2016-12-27,2017-04-21,32014R0213,TFEU_153,1,SIMPLE_MAJORITY,ECON,10,3206,1,0,0,,29,2a568c2e9f02228d877e611bd5ef,2024-10-06
ACT_2015_0214,DIRECTIVE,CONSUMER,2015-07-25,2015-10-06,2015-11-08,32015L0214,TFEU_207,1,QMV,CULT,7,1141,1,0,0,2017-12-27,70,94807b0f29a3cf332d79783dabf9,2024-09-08
ACT_2016_0215,DECISION,HEALTH,2016-02-12,2017-08-29,2017-10-20,32016D0215,TFEU_168,1,UNANIMITY,ENVI,7,2375,1,0,1,,36,d17581f2e67ca92be4ca35ff7187,2024-11-03
ACT_2017_0216,RECOMMENDATION,COMPETITION,2017-02-16,2019-08-25,2019-11-02,32017D0216,TFEU_91,0,SIMPLE_MAJORITY,JURI,9,2231,1,0,0,,11,1661bc3ce63eca06e6132286cfe1,2024-07-03
ACT_2018_0217,REGULATION,TRANSPORT,2018-07-14,2020-09-19,2021-01-08,32018R0217,TFEU_173,1,QMV,IMCO,12,1216,0,0,0,,23,3b14106aada179df5810dfa81319,2024-04-23
ACT_2019_0218,DIRECTIVE,DATA_GOV,2019-10-04,2020-10-24,2021-02-06,32019L0218,TFEU_77,1,UNANIMITY,TRAN,4,870,1,1,1,2023-01-12,89,f0026e373084ed7964949714dfdd,2025-06-18
ACT_2020_0219,DECISION,FINANCE,2020-07-11,2023-01-12,2023-04-13,32020D0219,TFEU_83,0,SIMPLE_MAJORITY,BUDG,8,767,1,0,0,,44,16be8ff4d3ec88a4c5fed3a9e182,2025-08-21
ACT_2021_0220,RECOMMENDATION,SPACE,2021-03-11,2021-12-07,2022-03-24,32021D0220,TFEU_352,1,QMV,ITRE,0,2542,1,0,0,,29,c628bb129a7c96564b6d3378a7b1,2024-10-03
ACT_2022_0221,REGULATION,AGRICULTURE,2022-07-19,2022-09-29,2022-12-21,32022R0221,TFEU_114,1,UNANIMITY,EMPL,8,3110,0,0,1,,18,805d071b1715f57d445b7b12359c,2024-02-19
ACT_2023_0222,DIRECTIVE,DIGITAL,2023-11-10,2026-02-20,2026-02-25,32023L0222,TFEU_192,1,SIMPLE_MAJORITY,LIBE,12,1092,1,0,0,2029-02-20,75,7f9848eded81aa458d0531d27ab4,2024-12-20
ACT_2024_0223,DECISION,MIGRATION,2024-10-22,2025-09-02,2025-12-18,32024D0223,TFEU_153,0,QMV,AGRI,2,2052,1,1,0,,92,e9932fa4da1194a0cdc224efbd1d,2024-02-04
ACT_2025_0224,RECOMMENDATION,CLIMATE,2025-07-21,2026-02-25,2026-02-25,32025D0224,TFEU_207,1,UNANIMITY,AFET,12,529,1,1,0,,25,64b014d5e892ea0c1a13e2494472,2024-07-02
ACT_2012_0225,REGULATION,SECURITY,2012-03-02,2012-07-21,2012-10-29,32012R0225,TFEU_168,1,SIMPLE_MAJORITY,ECON,0,2406,1,0,1,,1,a67c3bebcdc3ca6703c896ed9400,2024-01-20
ACT_2013_0226,DIRECTIVE,ENERGY,2013-12-17,2014-06-20,2014-09-19,32013L0226,TFEU_91,1,QMV,CULT,10,1211,1,0,0,2016-08-09,54,13deb7cc2316984ef9006ff29123,2025-04-21
ACT_2014_0227,DECISION,CONSUMER,2014-09-24,2015-08-17,2015-08-28,32014D0227,TFEU_173,0,UNANIMITY,ENVI,12,472,1,0,1,,54,3aea929379806b8d7daa615f5c91,2025-08-10
ACT_2015_0228,RECOMMENDATION,HEALTH,2015-06-23,2017-09-29,2017-10-10,32015D0228,TFEU_77,0,SIMPLE_MAJORITY,JURI,9,2503,1,0,0,,25,e528391b1b8a619765a3ad19911c,2024-09-24
ACT_2016_0229,REGULATION,COMPETITION,2016-05-25,2018-09-19,2018-11-30,32016R0229,TFEU_83,1,QMV,IMCO,3,4191,1,1,0,,4,814ce4de5d4d82d39c90cfa4e248,2026-01-31
ACT_2017_0230,DIRECTIVE,TRANSPORT,2017-02-16,2017-04-26,2017-08-16,32017L0230,TFEU_352,0,UNANIMITY,TRAN,0,408,0,0,0,2018-12-13,89,fbe42531f7fb78f33ec23ad751fb,2024-01-28
ACT_2018_0231,DECISION,DATA_GOV,2018-11-12,2020-10-04,2020-12-03,32018D0231,TFEU_114,0,SIMPLE_MAJORITY,BUDG,7,3600,1,0,1,,97,32a24c1a8c82ab0f157b343bd421,2025-08-14
ACT_2019_0232,RECOMMENDATION,FINANCE,2019-08-04,2021-05-19,2021-06-25,32019D0232,TFEU_192,0,QMV,ITRE,6,1432,1,1,0,,6,c7e0443f01d49c33084c650c3972,2024-01-06
ACT_2020_0233,REGULATION,SPACE,2020-08-19,2021-04-29,2021-08-12,32020R0233,TFEU_153,1,UNANIMITY,EMPL,9,3735,0,0,0,,10,a26c5cdf7d56f2772cca2b1633c3,2024-05-12
ACT_2021_0234,DIRECTIVE,AGRICULTURE,2021-11-12,2022-06-03,2022-09-03,32021L0234,TFEU_207,1,SIMPLE_MAJORITY,LIBE,6,1256,1,0,0,2025-08-01,89,ed64ac3e6ba42b28c6f46915f38d,2025-11-07
