trans_transit_service_date,trans_transit_agency_gtfs_id,trans_transit_route_id,trans_transit_route_type,trans_transit_scheduled_trips_count,trans_transit_actual_trips_count,trans_transit_on_time_performance_pct,trans_transit_headway_minutes_avg,trans_transit_passenger_boardings,trans_transit_passenger_alightings,trans_transit_load_factor_peak,trans_transit_vehicle_km_traveled,trans_transit_vehicle_hours_traveled,trans_transit_revenue_km_traveled,trans_transit_farebox_revenue_inr,trans_transit_fare_evasion_estimate_pct,trans_transit_service_disruption_minutes,trans_transit_accessibility_compliance_pct,trans_transit_operator_absence_rate,trans_transit_customer_complaints_count
2023-07-18,IN-DELHI-DTC,R8217,TRAM,34,20,76.15,8.91,2340,2380,0.348,100.9,4.52,91.4,37934,6.19,189,69.78,8.72,2
2021-07-08,IN-BLR-BMTC,R6867,BRT,292,282,68.33,23.27,51736,47911,0.855,1856.6,66.65,1721.0,1073251,1.89,190,84.98,1.4,1
2019-01-12,IN-MUMBAI-MMRDA,R1976,METRO,240,226,89.55,6.81,276105,283514,1.195,4776.8,245.38,4490.8,2319100,3.66,29,56.99,4.67,6
2024-04-16,IN-KOL-CTC,R6173,METRO,56,37,76.32,5.32,38063,38471,1.427,876.4,40.43,805.9,819071,1.69,204,73.65,0.17,4
2021-05-01,IN-CHN-MTC,R9774,FERRY,169,168,91.65,10.72,22645,23170,1.059,4399.2,260.02,4002.1,409031,3.47,183,89.84,3.55,3
2025-08-03,IN-CHN-MTC,R6439,BRT,91,83,81.63,18.15,65044,61035,0.1,1361.9,81.02,1201.1,653403,5.17,51,86.04,1.12,3
2021-08-13,IN-CHN-MTC,R4121,SUBURBAN_RAIL,147,146,84.08,6.82,138902,129375,0.609,2897.3,113.38,2539.2,1545168,3.8,245,93.2,1.36,4
2024-11-17,IN-AHM-AMTS,R3517,METRO,94,84,79.38,2.0,42126,43342,0.581,2122.9,123.61,1990.7,968233,4.93,255,92.1,4.1,3
2021-07-26,IN-PUNE-PMPML,R1016,SUBURBAN_RAIL,286,269,75.45,17.65,340323,322598,0.992,1675.9,82.34,1482.7,7490474,4.03,41,68.61,3.84,14
2021-02-12,IN-PUNE-PMPML,R6174,BRT,187,176,87.05,4.09,114018,106081,1.408,3029.8,228.61,2627.5,1721337,2.25,93,72.42,3.22,6
2022-03-18,IN-HYD-TSRTC,R1748,FERRY,221,201,89.99,10.26,50570,50879,1.375,1024.3,48.83,906.6,642388,2.56,124,69.37,2.87,5
2022-12-02,IN-AHM-AMTS,R2173,BRT,400,377,99.86,19.07,69780,68452,0.983,7725.4,303.6,7225.7,1562250,1.38,151,66.58,1.8,2
2020-04-29,IN-KOL-CTC,R8240,FERRY,203,187,80.07,17.8,23065,21475,1.14,2056.3,78.59,1939.5,221031,3.24,0,79.35,1.98,1
2026-01-21,IN-MUMBAI-MMRDA,R4614,SUBURBAN_RAIL,308,284,89.15,9.4,132200,129682,0.75,6016.5,233.23,5610.1,1181721,0.27,232,56.28,4.44,7
2019-10-05,IN-KOL-CTC,R7572,FERRY,197,190,78.79,14.46,4662,4449,0.983,3287.4,243.85,2910.5,42285,5.55,17,94.11,0.82,3
2024-01-06,IN-AHM-AMTS,R1542,SUBURBAN_RAIL,360,342,83.74,16.05,444743,427185,0.778,7278.4,466.84,6447.4,7522159,0.0,50,99.48,3.33,18
2019-12-13,IN-DELHI-DTC,R0842,METRO,286,278,92.26,4.18,197062,195565,1.136,4095.1,228.59,3727.8,4070295,1.52,25,82.37,4.7,5
2022-02-22,IN-MUMBAI-BEST,R8761,SUBURBAN_RAIL,39,36,70.52,8.92,22191,20480,1.15,259.5,10.6,248.0,192119,1.99,45,85.09,2.11,1
2021-07-06,IN-DELHI-DMRC,R7355,BUS,99,85,77.44,7.03,5051,4946,1.896,462.3,23.77,398.7,114737,0.87,103,69.01,6.27,2
2023-01-29,IN-DELHI-DTC,R7725,FERRY,299,284,89.74,11.28,36798,36160,1.33,4773.2,204.67,4676.7,579486,6.06,232,80.45,1.07,1
2021-01-04,IN-DELHI-DTC,R6392,TRAM,215,212,84.42,8.75,108839,106461,0.353,4022.4,265.71,3570.6,1039219,2.28,195,80.03,0.0,5
2021-05-02,IN-PUNE-PMPML,R6941,BRT,118,94,86.36,8.52,25783,24394,1.357,2528.8,203.4,2226.7,344237,4.01,106,62.5,0.0,3
2019-01-29,IN-KOL-CTC,R8667,TRAM,20,19,82.39,8.47,11739,11104,0.387,152.9,12.19,141.6,252030,3.06,87,85.41,2.8,1
2020-11-07,IN-HYD-TSRTC,R4684,SUBURBAN_RAIL,64,53,82.62,8.79,77597,74368,0.839,1151.7,50.12,1125.0,1736495,2.7,173,85.95,1.31,3
2019-08-13,IN-MUMBAI-MMRDA,R7620,BUS,91,68,89.42,19.57,72663,68335,0.803,347.1,15.87,326.5,1449577,3.08,102,84.05,3.78,1
2021-12-01,IN-MUMBAI-MMRDA,R8999,BRT,215,202,90.9,19.12,28822,29385,0.969,4248.6,243.08,3904.2,598539,2.52,181,81.37,4.64,3
2021-02-13,IN-MUMBAI-MMRDA,R8360,BUS,263,255,87.76,2.0,51878,52772,0.707,2292.3,101.62,2018.9,446354,3.45,229,67.16,7.19,3
2021-07-28,IN-KOL-CTC,R8081,FERRY,41,18,67.42,10.4,9279,8929,0.742,112.9,9.12,105.6,214871,4.53,192,59.33,3.62,3
2022-10-20,IN-MUMBAI-BEST,R1476,SUBURBAN_RAIL,415,408,87.15,15.16,561821,552750,0.603,2281.4,89.64,1985.0,4562027,4.86,84,86.46,0.0,21
2023-07-14,IN-PUNE-PMPML,R9555,BRT,363,360,82.35,4.18,189908,192450,0.936,8784.0,703.81,8593.9,3314094,2.4,156,87.64,0.0,4
2019-09-10,IN-DELHI-DMRC,R5073,FERRY,211,204,74.53,17.26,11556,10702,1.425,3232.1,171.0,2950.3,200335,2.69,218,72.99,2.57,1
2025-01-27,IN-PUNE-PMPML,R1152,BUS,31,16,70.47,9.74,7654,7445,0.639,284.3,16.93,256.2,170510,3.49,235,74.2,1.49,0
2022-06-03,IN-PUNE-PMPML,R6394,SUBURBAN_RAIL,384,365,82.73,11.49,92072,91054,1.175,6076.9,289.13,5994.9,1704131,4.18,80,90.29,1.67,3
2020-03-26,IN-DELHI-DMRC,R2223,METRO,173,161,86.59,15.29,34675,33082,0.671,3039.3,123.39,2799.0,576289,4.17,225,66.52,3.51,4
2019-11-30,IN-DELHI-DTC,R6694,BUS,278,262,89.14,17.87,126599,120287,0.835,4154.1,223.33,3554.7,1513100,0.42,72,68.11,0.89,9
2024-06-20,IN-HYD-TSRTC,R0841,SUBURBAN_RAIL,199,187,76.45,18.9,72973,72351,1.604,2035.4,146.24,1827.1,1597496,2.79,235,80.04,1.92,4
2021-12-12,IN-DELHI-DMRC,R2784,BUS,66,44,82.63,17.66,17210,16832,0.611,615.6,22.03,545.8,400421,2.33,97,79.99,2.92,3
2024-11-14,IN-BLR-BMTC,R4712,FERRY,276,275,88.71,7.56,6881,6384,1.082,5164.8,407.36,4598.8,138596,2.69,136,72.95,3.51,1
2025-05-23,IN-MUMBAI-BEST,R3414,TRAM,368,363,68.23,13.0,207362,212304,1.899,4546.1,334.09,4417.2,4458574,3.96,36,92.88,6.11,4
2021-11-29,IN-CHN-MTC,R0705,SUBURBAN_RAIL,145,141,90.85,8.99,144292,139348,0.524,1281.4,90.24,1174.3,1430381,2.77,229,83.03,0.81,8
2020-09-20,IN-DELHI-DTC,R9948,BUS,340,331,81.57,18.13,242598,237358,0.401,3559.1,270.02,3404.8,2435172,0.0,131,60.88,3.63,18
2023-07-22,IN-PUNE-PMPML,R4593,TRAM,323,307,89.6,9.1,78425,75487,0.696,8104.0,580.84,7118.8,1821374,2.94,95,99.63,4.21,5
2025-09-13,IN-DELHI-DTC,R9601,FERRY,153,143,93.28,20.96,30204,27877,0.58,884.7,36.86,754.0,343670,3.95,27,60.79,0.35,4
2023-07-24,IN-AHM-AMTS,R1073,FERRY,152,137,90.79,3.75,18250,18536,1.028,2220.5,176.73,2189.8,316199,1.04,120,71.56,2.13,1
2023-11-09,IN-MUMBAI-MMRDA,R2823,BUS,119,107,93.19,16.98,47789,45180,1.046,967.9,36.55,943.9,616579,0.0,60,84.79,0.53,3
2025-11-23,IN-BLR-BMTC,R4811,TRAM,30,23,89.2,13.77,10153,9705,0.934,431.6,20.37,413.6,112063,1.6,72,70.82,3.54,3
2022-11-22,IN-MUMBAI-MMRDA,R0316,FERRY,307,283,84.66,13.43,65657,62608,0.939,5967.7,293.38,5317.7,1317156,2.0,18,93.68,3.46,4
2023-03-26,IN-CHN-MTC,R9920,METRO,134,127,94.03,21.14,133541,128379,0.702,837.8,30.15,738.9,2418550,0.21,227,59.24,0.84,3
2021-08-11,IN-DELHI-DMRC,R6835,FERRY,309,307,86.64,6.65,55953,56818,0.682,8364.8,491.88,7759.5,657924,3.6,212,91.02,2.56,5
2021-06-10,IN-MUMBAI-BEST,R3073,BUS,380,378,72.41,15.88,145695,137417,0.359,3650.4,291.03,3415.4,2927490,3.29,239,71.8,0.74,3
2023-11-07,IN-CHN-MTC,R3019,SUBURBAN_RAIL,321,317,96.51,12.27,45680,45583,0.938,7219.6,276.0,6663.6,776539,3.32,38,73.48,4.73,3
2022-10-01,IN-BLR-BMTC,R3120,FERRY,200,183,84.79,5.9,31720,31829,0.88,4148.5,196.11,3705.2,711985,5.37,214,86.41,3.48,4
2021-09-23,IN-DELHI-DTC,R1367,SUBURBAN_RAIL,268,251,76.47,2.0,110574,110246,1.692,6958.2,549.35,6480.5,2270110,1.03,191,77.04,3.26,3
2025-08-24,IN-AHM-AMTS,R4700,BRT,38,23,76.25,12.37,15608,15004,0.684,625.0,42.84,610.0,183564,5.15,244,100.0,0.67,1
2026-01-12,IN-MUMBAI-MMRDA,R5596,SUBURBAN_RAIL,98,96,88.7,9.38,62963,58000,0.925,1955.8,143.31,1875.8,1090764,3.83,110,88.94,4.69,3
2022-09-19,IN-BLR-BMTC,R5280,TRAM,26,26,86.13,11.31,13382,13254,0.785,445.9,19.56,421.2,235903,0.43,46,66.19,5.48,3
2024-07-05,IN-AHM-AMTS,R6609,BRT,341,324,84.6,15.29,154485,153664,0.842,6597.4,482.22,6450.3,1248611,3.72,190,79.07,3.02,4
2022-06-30,IN-KOL-CTC,R3191,BRT,285,269,72.15,9.92,76768,72693,1.454,4606.4,211.96,4326.3,1335102,1.43,84,92.63,0.0,3
2021-07-29,IN-DELHI-DMRC,R4336,SUBURBAN_RAIL,208,197,62.42,6.98,94203,89883,1.276,4960.8,213.55,4426.6,1791068,0.24,197,79.52,5.36,3
2020-05-03,IN-CHN-MTC,R2962,BUS,412,403,78.94,14.9,239068,221938,0.699,9786.2,416.26,8894.4,3506162,2.78,214,84.17,4.44,7
2024-06-19,IN-DELHI-DTC,R8924,METRO,34,31,83.14,19.43,42977,40545,0.754,743.9,26.73,722.1,675838,2.27,76,76.23,5.75,4
2021-03-26,IN-DELHI-DMRC,R5725,SUBURBAN_RAIL,42,18,90.0,2.0,48096,47423,0.67,496.8,38.81,449.7,803527,4.65,23,80.99,0.0,3
2023-08-11,IN-MUMBAI-BEST,R3268,TRAM,20,16,79.88,20.58,11090,10223,0.905,430.0,30.51,408.5,103132,3.06,35,84.39,3.02,2
2023-12-30,IN-BLR-BMTC,R7729,BRT,375,366,91.41,13.48,45501,45623,1.566,3231.2,256.41,2952.8,834125,1.21,223,61.17,1.83,3
2025-05-05,IN-PUNE-PMPML,R5953,BUS,143,138,80.59,14.41,29294,28865,0.88,1927.5,75.65,1786.8,665686,3.32,195,78.23,1.26,2
2019-09-12,IN-BLR-BMTC,R9028,BUS,104,98,90.96,2.0,82133,78468,0.692,1853.5,79.63,1791.6,1596020,0.66,161,66.78,5.23,3
2019-01-01,IN-BLR-BMTC,R8306,SUBURBAN_RAIL,248,226,87.78,8.11,334220,320799,1.043,2382.1,100.81,2049.8,2684784,4.12,10,97.42,6.27,5
2024-08-05,IN-DELHI-DMRC,R3261,SUBURBAN_RAIL,309,308,80.86,9.7,177213,165201,0.765,3455.6,159.14,3278.4,2339473,2.39,72,60.78,1.93,5
2022-09-04,IN-BLR-BMTC,R4457,BUS,52,31,84.83,12.51,35466,32803,0.955,283.4,10.77,248.3,484724,1.83,115,84.25,6.24,2
2021-06-21,IN-DELHI-DMRC,R9122,SUBURBAN_RAIL,236,217,78.57,18.76,182333,184710,1.071,4120.9,335.22,3585.4,3197816,3.63,104,97.77,1.83,6
2024-11-25,IN-PUNE-PMPML,R8019,BRT,160,143,72.89,4.27,106482,108701,0.837,2587.7,104.19,2437.3,1882743,3.36,233,70.15,5.53,2
2021-01-18,IN-DELHI-DMRC,R1844,FERRY,343,341,85.0,21.15,30473,30604,0.832,6442.1,522.59,6167.0,441013,1.27,33,83.3,6.55,1
2020-08-03,IN-HYD-TSRTC,R3824,BUS,322,309,86.38,9.02,202154,189792,1.444,6884.7,479.38,6457.8,4112969,4.01,130,75.12,1.21,14
2021-08-10,IN-MUMBAI-MMRDA,R3478,METRO,304,284,59.49,6.2,168550,166819,0.438,7344.5,289.33,6986.0,1597375,0.48,178,87.7,5.58,4
2020-10-27,IN-MUMBAI-BEST,R4374,FERRY,390,381,69.38,3.56,69058,69338,0.835,4273.0,219.16,4039.1,963864,2.29,241,75.84,4.9,4
2024-01-26,IN-AHM-AMTS,R6084,BRT,125,105,92.55,17.64,65432,66756,0.582,2663.0,120.44,2593.7,804253,0.05,233,93.54,4.72,3
2023-01-06,IN-HYD-TSRTC,R3248,BRT,99,99,82.13,2.22,15668,14775,0.936,850.0,52.35,754.8,329867,2.41,235,93.83,6.75,2
2025-12-02,IN-MUMBAI-BEST,R5383,METRO,99,93,98.96,5.29,61070,60394,1.417,691.3,47.87,589.5,1225286,1.1,4,86.36,4.67,2
2019-08-25,IN-DELHI-DMRC,R4231,BRT,138,123,79.18,5.93,69708,71777,0.834,1845.0,130.71,1683.5,875181,2.97,220,81.82,2.11,2
2023-04-20,IN-AHM-AMTS,R5943,TRAM,200,194,88.62,10.95,126691,118346,1.054,3402.1,251.43,3341.8,2045612,3.24,76,92.4,5.37,5
2022-12-17,IN-KOL-CTC,R0678,BRT,16,14,95.05,11.13,10789,10590,1.283,243.4,10.98,212.1,146526,0.93,9,71.46,3.89,2
2020-10-20,IN-BLR-BMTC,R1628,FERRY,234,218,96.12,8.56,43690,43952,0.662,4565.6,173.52,4493.6,695598,5.17,47,61.21,2.98,1
2024-02-27,IN-DELHI-DMRC,R2247,TRAM,105,83,88.69,2.0,63052,63423,1.481,1788.6,99.32,1645.1,1477310,3.12,258,69.56,3.91,2
2025-12-26,IN-BLR-BMTC,R2268,SUBURBAN_RAIL,350,344,76.88,14.02,388067,374935,1.132,3962.8,143.98,3821.9,5108874,3.46,56,64.51,3.38,21
2021-01-02,IN-PUNE-PMPML,R6322,BUS,241,224,81.64,14.34,97332,90903,0.755,4449.7,169.1,4021.1,2120452,2.56,128,69.64,2.9,5
2022-06-07,IN-BLR-BMTC,R7281,METRO,293,273,92.16,3.45,45111,41635,0.1,1731.0,69.85,1635.8,718609,4.14,73,62.67,3.02,2
2026-01-11,IN-PUNE-PMPML,R3492,BRT,248,237,78.83,12.01,70497,67875,0.806,5822.1,305.56,5626.5,1285273,3.69,122,72.21,1.22,2
2022-09-16,IN-DELHI-DTC,R6025,BRT,345,338,86.71,8.21,45033,43884,1.074,8504.7,311.96,7789.9,545930,4.16,79,93.53,3.37,4
2023-12-25,IN-MUMBAI-BEST,R3575,BUS,288,277,83.33,12.22,90728,86297,0.607,3207.0,133.72,2748.6,1852172,2.95,59,76.72,4.27,4
2019-08-09,IN-MUMBAI-BEST,R6033,SUBURBAN_RAIL,263,258,80.62,14.41,70277,65148,0.852,4868.8,277.22,4760.5,1566572,2.05,102,79.26,1.16,2
2023-12-07,IN-MUMBAI-MMRDA,R9943,BRT,53,45,90.2,10.12,37361,36955,1.116,785.9,36.96,753.3,374779,2.7,58,75.28,5.32,3
2020-07-22,IN-DELHI-DMRC,R8878,TRAM,144,130,88.12,27.82,100139,95085,0.603,3202.2,150.43,3119.1,1664164,3.46,199,70.69,4.12,6
2025-11-20,IN-DELHI-DMRC,R8766,FERRY,372,352,83.34,11.44,74488,71938,0.902,8482.0,501.06,7288.6,814308,1.22,45,75.49,5.46,5
2019-02-28,IN-KOL-CTC,R2165,TRAM,193,171,82.11,17.63,136786,134632,1.221,1360.0,50.9,1170.1,2056801,2.04,113,94.76,2.2,6
2024-03-27,IN-CHN-MTC,R1771,TRAM,222,204,86.72,14.81,132286,128322,1.098,2418.6,141.47,2101.3,3059414,0.77,236,77.67,3.38,9
2023-10-12,IN-MUMBAI-BEST,R5417,FERRY,295,292,80.81,6.65,61023,61110,1.218,6584.6,388.7,5978.7,1045060,3.35,124,75.53,1.98,2
2021-07-19,IN-PUNE-PMPML,R7869,SUBURBAN_RAIL,72,55,87.29,17.61,13165,12797,0.677,1177.2,58.21,1050.2,247971,2.47,183,87.72,2.12,3
2020-05-14,IN-DELHI-DTC,R8743,FERRY,331,308,86.84,19.59,18442,17766,0.873,5387.5,291.56,4724.7,307250,2.48,59,61.43,3.85,3
2022-05-21,IN-AHM-AMTS,R7509,TRAM,270,269,78.97,16.76,50829,51075,1.437,7377.0,327.9,6778.0,779661,4.46,0,86.39,2.98,3
2019-04-06,IN-PUNE-PMPML,R8135,FERRY,324,302,82.15,8.55,15894,16156,1.539,3532.3,129.79,3387.1,267386,4.17,184,70.52,5.73,1
2020-02-09,IN-DELHI-DTC,R0548,SUBURBAN_RAIL,183,178,66.91,2.0,142549,142190,1.199,3958.9,224.02,3452.3,2895599,3.01,108,85.52,4.78,4
2025-10-13,IN-KOL-CTC,R4956,BUS,82,64,83.71,14.29,21534,21065,0.676,1144.5,45.67,1070.8,213002,4.95,52,65.93,2.68,2
2021-03-13,IN-MUMBAI-BEST,R0758,METRO,196,177,79.6,5.18,203092,201881,1.15,4614.3,329.55,4514.1,3010818,1.21,259,68.48,3.59,4
2020-05-21,IN-MUMBAI-MMRDA,R6965,BUS,314,295,77.36,10.17,100940,97399,1.505,7701.5,357.62,6809.8,1368393,2.13,141,78.95,4.6,8
2019-02-19,IN-AHM-AMTS,R2804,BRT,214,205,78.84,6.57,36080,33944,1.475,2341.5,108.7,2196.3,299547,0.67,12,72.74,2.75,1
2024-05-01,IN-KOL-CTC,R0571,BUS,393,377,64.57,2.0,176812,165024,1.232,8890.0,443.42,8279.4,2039621,1.37,98,94.89,3.02,5
2021-11-08,IN-MUMBAI-BEST,R1922,BRT,84,74,89.94,11.58,48774,44975,1.468,1495.9,77.11,1423.4,990513,0.04,83,78.28,6.18,4
2021-05-22,IN-MUMBAI-MMRDA,R5145,METRO,167,147,82.51,25.2,26334,24823,0.89,3919.7,169.08,3557.5,487689,1.35,221,87.99,4.11,1
2025-06-16,IN-MUMBAI-BEST,R1527,BRT,116,115,79.23,5.95,70588,66746,0.311,1827.2,83.94,1735.5,1360057,2.72,119,99.8,1.68,3
2022-03-28,IN-AHM-AMTS,R3663,BUS,258,239,84.79,14.43,74544,72188,1.42,2796.1,159.82,2767.0,1716079,0.0,222,60.2,1.53,1
2025-03-08,IN-KOL-CTC,R5145,METRO,207,198,74.78,13.53,33660,32964,0.394,3494.3,261.03,3241.4,609690,5.61,224,69.79,3.0,5
2022-06-22,IN-HYD-TSRTC,R8322,SUBURBAN_RAIL,281,275,99.58,13.2,250057,234374,0.451,6144.6,294.45,5262.9,5272992,5.01,149,67.59,0.93,6
2025-01-11,IN-KOL-CTC,R8087,FERRY,245,221,91.24,13.39,30020,30690,1.077,3015.1,233.99,2934.2,302858,1.52,120,76.28,5.3,1
2020-02-15,IN-MUMBAI-MMRDA,R7193,BUS,194,182,84.13,2.0,76554,72174,0.231,1935.6,92.04,1690.4,818245,0.71,22,74.36,4.25,7
2019-09-18,IN-BLR-BMTC,R6183,TRAM,212,209,65.93,13.84,141522,130201,0.4,1565.2,103.67,1389.8,1858714,0.58,145,86.94,0.88,4
2022-09-27,IN-MUMBAI-MMRDA,R3026,METRO,129,125,73.35,2.0,51061,50808,1.144,1067.2,42.56,942.4,742410,0.82,17,82.67,3.57,3
2024-09-18,IN-HYD-TSRTC,R8450,SUBURBAN_RAIL,380,363,83.07,9.17,318582,293252,1.034,8536.2,324.42,8101.5,4775143,2.01,105,66.19,4.89,6
2024-08-19,IN-CHN-MTC,R8683,SUBURBAN_RAIL,374,372,72.98,15.91,183519,182960,1.205,9082.7,340.63,8885.8,1993426,0.0,93,94.29,6.06,14
2022-10-12,IN-MUMBAI-BEST,R9319,TRAM,12,0,87.46,15.81,4808,4651,0.977,0.0,0.0,0.0,39080,4.65,118,71.3,3.82,1
2020-08-29,IN-CHN-MTC,R9649,FERRY,110,101,91.22,14.5,19879,18792,0.726,2387.3,175.57,2359.4,240260,0.36,54,93.22,3.62,3
2025-12-24,IN-MUMBAI-BEST,R3207,TRAM,325,318,76.8,11.66,193631,193941,0.845,2124.3,84.69,1821.8,3577598,0.0,193,79.7,2.61,4
2019-07-16,IN-KOL-CTC,R8734,FERRY,355,333,70.29,10.12,44539,44643,0.84,3766.3,241.92,3201.4,1008426,2.73,8,82.4,0.68,4
2024-10-24,IN-DELHI-DMRC,R0622,METRO,64,61,89.35,2.0,36498,36796,0.795,1268.9,46.39,1204.8,302601,1.47,158,95.19,4.51,3
2023-08-07,IN-CHN-MTC,R5984,BUS,207,195,90.22,11.09,14325,14339,0.806,2483.9,169.27,2408.9,176632,1.88,191,93.44,6.78,2
2022-07-27,IN-AHM-AMTS,R9155,FERRY,72,53,85.28,19.31,7717,7925,1.056,1416.2,57.38,1287.8,183904,2.42,40,80.4,3.81,2
2021-04-21,IN-PUNE-PMPML,R4078,BRT,364,346,77.17,17.41,101943,103837,1.435,3396.6,125.64,3081.3,1208451,3.39,83,78.8,4.42,3
2022-08-10,IN-CHN-MTC,R1639,TRAM,332,320,83.59,5.3,188844,182724,1.17,4312.5,205.13,4125.7,2325537,1.14,256,83.74,1.37,5
2023-05-23,IN-CHN-MTC,R2596,SUBURBAN_RAIL,41,40,56.58,18.3,28966,28359,1.163,498.1,29.32,490.9,248217,5.74,172,91.63,5.77,2
2020-01-22,IN-AHM-AMTS,R6510,FERRY,322,315,99.9,6.37,23690,23573,1.055,3334.7,123.76,2917.1,479833,2.91,245,67.74,4.17,1
2025-12-19,IN-DELHI-DMRC,R0977,METRO,201,199,95.08,13.72,242562,224187,1.217,1770.2,99.26,1519.2,4008928,3.27,68,78.83,3.12,4
2025-02-06,IN-AHM-AMTS,R9351,BRT,178,177,69.61,13.12,10030,9832,0.478,3082.1,186.53,2848.7,94413,5.03,138,66.15,0.29,3
2024-03-19,IN-KOL-CTC,R3648,FERRY,318,309,88.18,12.39,25930,25676,1.776,4313.8,232.82,4268.0,346309,3.06,6,97.96,2.1,3
2020-04-26,IN-DELHI-DTC,R4079,METRO,68,53,86.01,9.9,102285,101544,1.197,768.1,31.78,725.9,1902318,3.08,15,81.13,5.57,2
2025-03-19,IN-MUMBAI-MMRDA,R5895,SUBURBAN_RAIL,376,365,80.58,25.16,192723,191983,0.446,5310.8,197.08,4843.8,2705690,2.07,167,75.67,5.54,10
2025-01-17,IN-BLR-BMTC,R6708,SUBURBAN_RAIL,142,121,78.92,7.78,184710,181178,0.84,3249.8,134.94,3041.0,4310477,3.55,161,69.56,2.59,5
2020-06-07,IN-KOL-CTC,R6582,FERRY,36,21,73.3,15.61,6931,6512,0.739,298.8,11.58,274.0,121186,0.0,207,80.61,1.85,3
2020-09-16,IN-MUMBAI-BEST,R8683,METRO,325,322,79.23,4.09,91757,84534,0.717,6233.7,289.42,5329.3,1734991,3.22,26,73.1,5.86,3
2025-01-01,IN-DELHI-DMRC,R3610,METRO,123,117,99.9,10.54,148116,148689,1.451,3047.3,136.09,2913.9,3257422,5.55,99,75.84,1.45,4
2019-10-21,IN-DELHI-DTC,R6161,BUS,151,150,78.29,15.61,88463,89302,0.764,3311.3,180.39,3042.2,989897,1.1,211,79.98,6.09,3
2022-03-02,IN-KOL-CTC,R8043,BRT,27,20,81.27,19.88,9642,9599,0.906,142.9,5.46,126.2,215096,3.29,147,76.47,3.89,1
2023-03-30,IN-PUNE-PMPML,R1141,TRAM,187,177,93.26,21.77,28635,27757,0.62,1529.4,81.59,1407.0,246615,1.88,87,94.92,5.35,2
2025-11-28,IN-MUMBAI-MMRDA,R4526,METRO,113,105,80.9,15.4,108756,104517,1.354,2775.9,105.82,2726.6,1999486,3.8,9,69.87,0.04,2
2024-04-07,IN-PUNE-PMPML,R3960,TRAM,234,215,73.67,7.67,89141,91294,0.37,3502.4,136.15,3386.9,1294481,2.58,51,76.25,1.61,3
2024-02-07,IN-DELHI-DMRC,R9108,METRO,201,197,86.33,12.89,335396,326814,0.634,5015.2,290.27,4558.0,6295375,1.34,238,70.4,4.38,15
2021-04-03,IN-CHN-MTC,R1426,SUBURBAN_RAIL,273,255,99.8,12.05,188965,179861,1.203,6917.0,284.68,6165.4,1602616,0.34,201,86.55,2.09,15
2023-01-09,IN-PUNE-PMPML,R8957,TRAM,165,144,68.79,3.8,36406,34488,0.896,1282.0,50.27,1258.8,557074,1.5,67,76.21,2.77,2
2021-10-13,IN-HYD-TSRTC,R8107,BUS,314,301,86.37,8.76,110969,103936,0.548,2249.7,146.42,1963.5,1290783,3.95,13,68.8,3.41,7
2020-04-01,IN-MUMBAI-BEST,R4195,SUBURBAN_RAIL,373,365,88.23,5.79,370280,356940,0.621,4459.3,234.92,4043.2,4627772,2.71,3,84.42,1.17,6
2019-06-17,IN-DELHI-DTC,R9292,TRAM,261,249,88.57,2.0,114751,109009,1.005,3260.8,191.18,3056.8,1814785,2.48,162,69.67,3.78,2
2023-05-22,IN-KOL-CTC,R4468,BRT,222,200,72.11,15.72,133590,123001,1.335,5071.0,254.01,4961.5,1887461,1.52,2,77.57,4.26,6
2020-02-18,IN-HYD-TSRTC,R6431,METRO,56,38,80.45,17.25,34385,35274,1.143,583.8,28.29,504.5,344066,2.46,126,78.54,2.44,4
2019-01-12,IN-DELHI-DTC,R0451,TRAM,301,301,79.12,4.92,144683,139160,0.998,8359.5,362.53,8059.0,2115041,0.0,227,63.37,0.99,3
2019-04-27,IN-PUNE-PMPML,R7913,SUBURBAN_RAIL,270,258,99.9,6.19,35359,34311,1.241,4204.2,154.33,3600.6,443154,2.37,2,56.47,3.9,1
2024-09-10,IN-KOL-CTC,R2896,FERRY,144,123,82.9,8.79,10325,10344,0.815,1800.6,70.11,1591.8,222734,4.74,47,86.31,5.04,2
2025-09-25,IN-CHN-MTC,R4111,BRT,25,23,72.86,14.42,14258,14067,0.575,419.6,19.94,415.1,293679,0.59,140,92.25,3.12,2
2022-02-18,IN-DELHI-DTC,R4005,BUS,186,167,83.54,6.2,109297,107764,1.428,3324.3,151.18,2829.3,1056800,0.43,104,72.44,2.57,7
2022-11-25,IN-PUNE-PMPML,R5073,METRO,388,369,67.0,16.2,252855,242299,1.305,6981.8,343.39,5984.5,4579105,6.67,137,82.38,5.43,9
2021-10-18,IN-CHN-MTC,R6897,TRAM,277,277,89.26,7.35,53185,49031,1.581,3038.7,132.07,2753.1,932747,0.0,145,78.82,6.16,3
2025-08-09,IN-DELHI-DTC,R7692,FERRY,38,18,82.55,14.16,6674,6293,0.273,146.7,5.64,143.0,146378,1.99,213,76.16,3.45,0
2019-01-22,IN-MUMBAI-MMRDA,R2123,SUBURBAN_RAIL,419,416,75.02,5.18,160054,156626,1.294,4155.1,310.74,3846.4,2355966,2.25,156,82.94,2.68,6
2024-01-07,IN-AHM-AMTS,R0701,BUS,254,238,82.82,9.47,57624,57578,0.632,6275.3,461.86,5433.8,1261488,3.06,220,59.67,6.13,3
