edu_res_reference_year,edu_res_country_iso2,edu_res_region_nuts_code,edu_res_school_level_code,edu_res_student_teacher_ratio,edu_res_teacher_salary_index,edu_res_school_infrastructure_index,edu_res_devices_per_100_students,edu_res_high_speed_internet_school_pct,edu_res_digital_learning_platform_usage_pct,edu_res_special_needs_support_staff_per_1k,edu_res_meals_programme_coverage_pct,edu_res_language_support_programmes_count,edu_res_dropout_prevention_programmes_count,edu_res_safety_incidents_count,edu_res_budget_per_student_eur,edu_res_r_and_r_rf_education_investment_eur,edu_res_data_source,edu_res_methodology_version,edu_res_data_extract_date
2007,HR,FR859,MIXED,8.81,91.69,81.84,94.31,66.16,64.4,1.95,44.51,16,123,20,10444.41,34820711.65,NATIONAL_EDU_MINISTRY,RES_V1,2025-11-25
2008,FI,LU9,UPPER_SECONDARY,15.2,92.58,86.02,66.31,77.54,50.02,12.38,61.26,36,104,116,13715.77,326824062.27,SCHOOL_CENSUS,RES_V3,2025-02-07
2009,IE,SI990,LOWER_SECONDARY,9.67,103.4,98.59,121.15,54.49,67.3,3.26,80.73,82,199,414,2703.09,157295111.12,RRF_MONITORING,RES_V2,2025-07-20
2010,MT,NL21,PRIMARY,14.22,122.86,101.72,57.14,75.91,67.04,19.03,84.15,151,210,10,12795.84,372922071.47,EURYDICE_EXPORT,RES_V1,2024-12-17
2011,SK,HU1,MIXED,18.84,85.91,102.49,37.95,55.38,50.98,18.14,44.43,173,1,280,5649.48,173196632.88,NATIONAL_EDU_MINISTRY,RES_V3,2025-11-15
2012,BE,SK680,UPPER_SECONDARY,20.66,87.08,71.34,43.22,57.52,43.08,7.64,35.78,161,105,492,13468.45,363241128.18,SCHOOL_CENSUS,RES_V2,2024-02-06
2013,DK,SK369,LOWER_SECONDARY,18.75,132.92,69.7,56.43,69.99,10.69,5.4,45.3,18,173,433,13971.65,27658947.58,RRF_MONITORING,RES_V1,2025-06-02
2014,GR,IT20,PRIMARY,19.5,123.06,110.41,39.55,67.35,33.27,14.58,35.36,251,125,190,16330.18,188910978.35,EURYDICE_EXPORT,RES_V3,2025-11-15
2015,LT,CZ7,MIXED,13.31,83.86,72.19,30.64,49.68,61.71,6.23,75.09,75,228,402,11067.34,354662036.81,NATIONAL_EDU_MINISTRY,RES_V2,2024-01-31
2016,PT,SE539,UPPER_SECONDARY,11.2,101.67,101.58,74.43,42.36,54.23,9.83,26.58,171,12,21,6973.3,263822238.72,SCHOOL_CENSUS,RES_V1,2025-10-01
2017,SE,EE1,LOWER_SECONDARY,9.19,111.35,87.99,98.91,43.58,51.3,13.33,45.62,287,121,452,2348.4,222950045.13,RRF_MONITORING,RES_V3,2025-09-24
2018,CY,NL9,PRIMARY,19.7,101.04,98.4,43.02,100.0,14.27,1.32,17.2,332,241,12,16707.2,171366518.31,EURYDICE_EXPORT,RES_V2,2024-02-16
2019,FR,IT4,MIXED,15.79,108.75,80.69,125.86,100.0,68.91,8.51,46.51,331,146,256,8026.27,374251850.81,NATIONAL_EDU_MINISTRY,RES_V1,2025-10-17
2020,IT,PT5,UPPER_SECONDARY,9.4,84.15,77.58,60.82,77.75,37.79,5.03,93.22,122,167,441,7879.39,97867234.44,SCHOOL_CENSUS,RES_V3,2026-01-25
2021,NL,SK31,LOWER_SECONDARY,16.94,128.88,97.47,48.31,63.25,30.66,6.99,63.23,184,67,29,3007.4,638890672.74,RRF_MONITORING,RES_V2,2024-08-01
2022,SI,PT948,PRIMARY,19.56,109.85,107.07,61.23,74.27,77.64,13.87,36.36,257,273,157,16462.5,1604754282.5,EURYDICE_EXPORT,RES_V1,2026-01-07
2023,BG,SK45,MIXED,19.15,125.83,89.75,110.27,65.65,15.95,18.33,24.36,12,56,584,5576.01,849513278.17,NATIONAL_EDU_MINISTRY,RES_V3,2025-05-25
2024,EE,EE3,UPPER_SECONDARY,15.41,105.24,108.96,138.4,71.85,81.08,11.34,22.58,23,181,596,4724.93,790925487.65,SCHOOL_CENSUS,RES_V2,2026-01-31
2025,HU,HR21,LOWER_SECONDARY,20.89,113.19,119.26,86.61,59.52,67.6,2.16,49.94,263,230,44,2756.89,613461558.05,RRF_MONITORING,RES_V1,2024-03-29
2006,LU,LU691,PRIMARY,19.14,113.19,93.09,81.86,54.97,50.47,14.99,78.21,234,80,472,11327.64,292857466.04,EURYDICE_EXPORT,RES_V3,2024-04-27
2007,RO,PL788,MIXED,9.09,88.43,97.54,112.39,36.54,39.17,2.72,61.75,195,30,577,5464.44,64127856.16,NATIONAL_EDU_MINISTRY,RES_V2,2024-03-06
2008,AT,DK57,UPPER_SECONDARY,16.82,118.05,96.78,114.17,62.61,47.36,1.76,18.73,140,134,740,15670.84,242450586.6,SCHOOL_CENSUS,RES_V1,2025-05-11
2009,CZ,NL928,LOWER_SECONDARY,17.27,81.2,80.56,65.93,47.18,58.25,15.04,41.16,249,195,547,12384.21,55059891.95,RRF_MONITORING,RES_V3,2025-04-11
2010,DE,CY79,PRIMARY,19.98,118.33,98.27,51.07,74.6,80.79,11.98,42.51,172,80,497,15929.53,129090945.96,EURYDICE_EXPORT,RES_V2,2024-10-18
2011,LV,RO731,MIXED,15.75,113.96,70.87,130.21,34.65,28.63,14.64,72.28,230,85,338,8067.37,339877140.57,NATIONAL_EDU_MINISTRY,RES_V1,2025-10-03
2012,PL,AT74,UPPER_SECONDARY,16.25,122.91,88.02,98.27,59.28,42.92,4.63,49.87,71,189,950,5533.38,314259540.18,SCHOOL_CENSUS,RES_V3,2026-01-11
2013,ES,EE16,LOWER_SECONDARY,16.53,96.77,84.54,82.61,54.06,13.86,4.93,64.52,242,16,82,9039.46,360653192.92,RRF_MONITORING,RES_V2,2024-11-28
2014,HR,PL89,PRIMARY,18.77,82.46,108.71,61.29,81.08,70.03,16.55,47.76,257,205,678,6000.91,216236859.61,EURYDICE_EXPORT,RES_V1,2025-04-11
2015,FI,CZ12,MIXED,19.24,125.57,105.11,46.15,70.06,48.79,8.66,70.37,141,238,397,14356.68,366872014.07,NATIONAL_EDU_MINISTRY,RES_V3,2024-01-10
2016,IE,BE5,UPPER_SECONDARY,8.6,89.73,88.76,123.66,45.31,35.52,2.15,74.1,90,5,589,15671.28,257034967.68,SCHOOL_CENSUS,RES_V2,2024-11-30
2017,MT,IT994,LOWER_SECONDARY,19.9,80.94,103.8,68.69,29.89,48.69,4.32,79.36,351,211,272,11671.19,109236410.53,RRF_MONITORING,RES_V1,2024-07-19
2018,SK,NL864,PRIMARY,12.17,113.19,109.21,104.92,64.75,49.0,10.23,86.62,190,145,616,6247.62,27754553.26,EURYDICE_EXPORT,RES_V3,2025-06-22
2019,BE,RO495,MIXED,10.61,121.25,86.54,88.85,42.72,62.72,1.12,63.01,98,254,550,13273.28,72627422.9,NATIONAL_EDU_MINISTRY,RES_V2,2025-12-24
2020,DK,SK5,UPPER_SECONDARY,13.31,147.92,95.57,90.28,100.0,99.91,8.32,16.15,334,289,906,8273.78,200620862.98,SCHOOL_CENSUS,RES_V1,2025-03-05
2021,GR,LT118,LOWER_SECONDARY,16.23,84.79,123.05,121.08,76.79,100.0,11.76,57.51,291,232,125,15527.55,1937995110.21,RRF_MONITORING,RES_V3,2024-04-25
2022,LT,IT141,PRIMARY,12.33,84.51,112.06,114.41,88.17,58.45,11.11,45.82,308,125,241,8899.93,825553209.87,EURYDICE_EXPORT,RES_V2,2025-08-07
2023,PT,RO134,MIXED,11.37,119.42,81.03,174.05,77.81,41.45,11.32,54.92,190,48,1020,7133.96,468053841.4,NATIONAL_EDU_MINISTRY,RES_V1,2024-07-01
2024,SE,HR657,UPPER_SECONDARY,18.63,141.22,109.19,32.78,100.0,56.49,10.22,85.11,341,156,854,7147.63,1335598311.39,SCHOOL_CENSUS,RES_V3,2024-08-17
2025,CY,AT49,LOWER_SECONDARY,14.92,117.92,128.61,171.68,64.13,77.86,15.54,51.56,78,129,474,17026.82,1198522584.62,RRF_MONITORING,RES_V2,2024-11-04
2006,FR,HU85,PRIMARY,22.8,89.56,98.45,61.44,70.04,72.18,13.92,33.47,266,51,286,16631.92,261879391.4,EURYDICE_EXPORT,RES_V1,2024-09-30
2007,IT,LT91,MIXED,9.67,82.86,109.6,77.74,74.48,73.61,7.1,54.12,66,182,663,9017.93,35968813.21,NATIONAL_EDU_MINISTRY,RES_V3,2025-02-25
2008,NL,PL122,UPPER_SECONDARY,10.03,105.92,103.58,96.35,77.57,11.14,9.58,60.45,261,80,213,11321.67,388240633.69,SCHOOL_CENSUS,RES_V2,2024-04-04
2009,SI,LT367,LOWER_SECONDARY,20.21,110.21,102.51,56.68,33.94,25.89,3.37,54.58,235,187,630,5479.38,191833021.22,RRF_MONITORING,RES_V1,2026-02-18
2010,BG,HR4,PRIMARY,11.29,81.88,105.34,44.68,81.9,14.16,10.22,20.58,46,146,322,11038.08,231527324.98,EURYDICE_EXPORT,RES_V3,2025-10-12
2011,EE,LT70,MIXED,10.38,82.11,78.32,132.97,44.41,38.84,7.33,67.41,163,177,897,8125.12,93932482.81,NATIONAL_EDU_MINISTRY,RES_V2,2026-02-01
2012,HU,PL6,UPPER_SECONDARY,10.33,99.89,70.34,81.29,75.29,34.04,10.75,16.95,197,86,570,3031.3,118466694.6,SCHOOL_CENSUS,RES_V1,2024-12-15
2013,LU,RO9,LOWER_SECONDARY,9.9,101.52,71.5,130.44,74.57,79.62,16.82,78.41,198,6,177,2125.32,191611572.65,RRF_MONITORING,RES_V3,2024-07-18
2014,RO,IT803,PRIMARY,19.78,123.71,97.73,94.8,71.11,37.97,7.46,57.18,3,197,507,9798.38,368355881.3,EURYDICE_EXPORT,RES_V2,2025-09-01
2015,AT,BE590,MIXED,9.64,98.02,112.64,59.28,32.19,27.51,16.34,70.97,247,187,531,5852.84,122467130.27,NATIONAL_EDU_MINISTRY,RES_V1,2024-12-02
2016,CZ,RO98,UPPER_SECONDARY,13.93,126.42,113.94,123.64,40.64,68.86,3.38,33.1,206,91,760,16377.9,80687418.68,SCHOOL_CENSUS,RES_V3,2025-04-21
2017,DE,LT7,LOWER_SECONDARY,12.07,107.69,74.51,57.69,42.45,24.17,7.97,45.54,320,233,677,7077.27,383605387.75,RRF_MONITORING,RES_V2,2024-03-29
2018,LV,IT857,PRIMARY,18.97,120.64,94.8,94.31,92.41,36.94,3.34,39.37,75,55,112,15420.97,278733163.47,EURYDICE_EXPORT,RES_V1,2025-05-14
2019,PL,SI373,MIXED,9.63,101.11,101.49,110.39,42.25,30.93,4.23,81.19,304,100,464,9830.96,161186569.59,NATIONAL_EDU_MINISTRY,RES_V3,2025-09-30
2020,ES,FI6,UPPER_SECONDARY,8.79,109.52,89.59,156.95,39.39,62.38,9.04,90.33,364,7,989,15446.63,43784018.45,SCHOOL_CENSUS,RES_V2,2024-08-30
2021,HR,GR49,LOWER_SECONDARY,18.45,102.47,75.66,144.32,53.23,46.39,8.97,55.3,231,90,610,7030.86,438644748.86,RRF_MONITORING,RES_V1,2025-01-15
2022,FI,DE87,PRIMARY,10.57,118.65,116.47,155.68,43.84,19.92,19.01,60.26,205,3,352,13499.81,27868839.27,EURYDICE_EXPORT,RES_V3,2024-09-06
2023,IE,DK28,MIXED,15.42,122.7,130.69,169.98,56.51,49.07,17.19,34.17,33,115,324,12969.52,466180901.83,NATIONAL_EDU_MINISTRY,RES_V2,2025-03-04
2024,MT,DK19,UPPER_SECONDARY,11.36,105.84,80.3,44.43,41.3,42.57,16.89,47.53,7,7,679,8077.72,124671354.31,SCHOOL_CENSUS,RES_V1,2026-02-17
2025,SK,ES584,LOWER_SECONDARY,11.3,124.94,77.82,74.23,77.08,53.16,0.95,74.43,110,30,494,12395.19,1780359280.28,RRF_MONITORING,RES_V3,2025-02-09
2006,BE,HU2,PRIMARY,18.59,84.84,82.23,73.0,36.85,37.38,16.75,40.9,84,175,167,4352.78,386831277.39,EURYDICE_EXPORT,RES_V2,2025-09-16
2007,DK,SE398,MIXED,13.0,116.59,93.05,41.48,69.94,28.33,10.14,63.84,187,65,904,3624.22,163925687.12,NATIONAL_EDU_MINISTRY,RES_V1,2024-02-11
2008,GR,PT753,UPPER_SECONDARY,11.31,112.37,70.67,57.99,78.81,21.45,10.02,79.61,97,168,290,7087.65,321141957.89,SCHOOL_CENSUS,RES_V3,2025-02-09
2009,LT,IT6,LOWER_SECONDARY,9.54,81.86,106.98,60.11,74.81,59.34,4.81,14.91,151,151,635,12622.74,422200532.36,RRF_MONITORING,RES_V2,2025-03-23
2010,PT,EE484,PRIMARY,22.6,108.76,83.8,57.84,66.68,56.3,1.19,76.53,250,208,707,10569.27,84808929.33,EURYDICE_EXPORT,RES_V1,2025-04-09
2011,SE,SI53,MIXED,16.09,114.28,85.03,71.52,62.69,10.44,19.06,95.48,88,80,170,6630.0,296419035.24,NATIONAL_EDU_MINISTRY,RES_V3,2024-01-04
2012,CY,EE6,UPPER_SECONDARY,20.46,82.52,86.01,91.2,70.02,43.9,13.33,19.15,174,214,458,2488.39,178555230.94,SCHOOL_CENSUS,RES_V2,2025-10-11
2013,FR,HR231,LOWER_SECONDARY,14.94,99.76,81.42,118.59,79.25,30.84,4.22,27.64,176,145,632,3349.44,104511425.55,RRF_MONITORING,RES_V1,2025-11-10
2014,IT,GR349,PRIMARY,22.38,119.58,107.55,60.62,72.41,25.71,14.68,76.63,26,179,304,11245.39,16917290.52,EURYDICE_EXPORT,RES_V3,2025-04-12
2015,NL,HU627,MIXED,18.29,135.75,102.71,134.92,63.53,41.73,9.87,69.93,333,4,287,16701.14,76618270.95,NATIONAL_EDU_MINISTRY,RES_V2,2024-08-12
2016,SI,SI8,UPPER_SECONDARY,19.66,103.09,108.91,71.87,35.92,28.6,6.39,86.66,258,128,487,7548.52,309798337.67,SCHOOL_CENSUS,RES_V1,2024-10-29
2017,BG,AT622,LOWER_SECONDARY,19.92,116.77,105.66,81.74,79.53,76.16,13.5,32.47,282,228,567,9276.46,279473550.54,RRF_MONITORING,RES_V3,2024-12-15
2018,EE,HU247,PRIMARY,21.16,111.19,121.6,125.92,83.49,14.35,14.3,58.58,165,76,88,16462.43,394654578.47,EURYDICE_EXPORT,RES_V2,2025-11-25
2019,HU,EE702,MIXED,14.89,118.59,80.92,98.12,85.42,38.39,1.44,36.61,164,85,607,4838.81,199642243.51,NATIONAL_EDU_MINISTRY,RES_V1,2024-09-14
2020,LU,EE9,UPPER_SECONDARY,10.43,124.68,115.31,114.33,49.35,25.52,4.08,53.6,20,87,752,16088.93,192334930.2,SCHOOL_CENSUS,RES_V3,2025-10-31
2021,RO,MT725,LOWER_SECONDARY,9.07,125.32,103.77,53.11,55.17,54.16,7.92,57.48,174,231,498,10528.07,205781000.85,RRF_MONITORING,RES_V2,2024-10-10
2022,AT,ES97,PRIMARY,16.97,106.05,95.76,183.15,94.51,69.78,15.89,22.68,171,290,630,2813.83,132553632.47,EURYDICE_EXPORT,RES_V1,2025-10-11
2023,CZ,SE62,MIXED,17.43,103.63,86.28,56.28,46.47,72.7,17.44,25.09,356,229,840,15548.89,1622884399.0,NATIONAL_EDU_MINISTRY,RES_V3,2024-01-19
2024,DE,LV82,UPPER_SECONDARY,9.38,98.81,123.94,73.78,86.54,41.52,6.3,60.18,345,6,78,10922.63,731449023.77,SCHOOL_CENSUS,RES_V2,2024-03-27
2025,LV,CZ37,LOWER_SECONDARY,15.63,86.08,104.14,162.04,52.69,17.91,15.7,44.75,196,70,201,5451.78,246207101.82,RRF_MONITORING,RES_V1,2025-08-13
2006,PL,NL54,PRIMARY,11.02,87.98,107.29,93.56,44.65,13.6,2.11,85.39,4,129,19,6256.83,418815752.99,EURYDICE_EXPORT,RES_V3,2024-01-08
2007,ES,CZ398,MIXED,13.18,125.08,76.24,28.56,81.73,31.38,5.58,78.12,160,62,486,9239.18,63670674.09,NATIONAL_EDU_MINISTRY,RES_V2,2025-08-17
2008,HR,FI13,UPPER_SECONDARY,15.52,105.29,81.78,127.17,72.02,27.63,12.93,71.79,162,76,919,15090.07,249189687.78,SCHOOL_CENSUS,RES_V1,2025-12-15
2009,FI,DE214,LOWER_SECONDARY,17.21,108.44,98.26,93.14,58.0,32.16,1.19,86.28,66,169,113,16812.71,42106359.23,RRF_MONITORING,RES_V3,2025-12-23
2010,IE,LT343,PRIMARY,14.96,95.3,69.92,126.85,82.4,43.03,16.11,61.46,29,97,710,12717.51,165417739.87,EURYDICE_EXPORT,RES_V2,2025-07-08
2011,MT,GR87,MIXED,10.59,94.23,101.54,111.69,60.4,45.73,19.35,76.46,2,130,918,3699.44,245167902.09,NATIONAL_EDU_MINISTRY,RES_V1,2024-10-02
2012,SK,FI4,UPPER_SECONDARY,11.12,116.54,94.34,111.18,35.85,24.93,11.4,23.38,196,31,945,10705.95,263861310.07,SCHOOL_CENSUS,RES_V3,2025-02-08
2013,BE,PL585,LOWER_SECONDARY,19.17,90.38,98.63,59.47,52.74,34.13,7.48,58.71,213,127,29,17374.03,390701462.06,RRF_MONITORING,RES_V2,2024-05-23
2014,DK,LT816,PRIMARY,10.42,135.97,104.02,23.22,45.64,17.29,12.46,27.69,29,28,229,15401.43,44329042.97,EURYDICE_EXPORT,RES_V1,2024-01-11
2015,GR,BE793,MIXED,14.34,119.94,100.49,43.54,57.85,64.2,10.35,62.65,167,243,677,8792.44,287252496.78,NATIONAL_EDU_MINISTRY,RES_V3,2025-06-28
2016,LT,BE8,UPPER_SECONDARY,15.54,118.19,113.08,54.3,80.59,65.92,16.23,26.35,24,121,119,12814.06,44933450.86,SCHOOL_CENSUS,RES_V2,2024-06-26
2017,PT,BG292,LOWER_SECONDARY,14.68,92.09,106.92,47.56,62.12,24.03,15.16,57.45,269,124,118,4409.6,245928796.96,RRF_MONITORING,RES_V1,2024-05-26
2018,SE,BG197,PRIMARY,16.0,134.46,121.48,120.92,44.79,68.33,12.5,88.55,125,70,567,14669.52,263313188.05,EURYDICE_EXPORT,RES_V3,2024-05-18
2019,CY,IE27,MIXED,10.49,86.12,99.99,95.51,76.56,86.03,18.8,32.71,321,264,826,4566.22,86927655.44,NATIONAL_EDU_MINISTRY,RES_V2,2024-12-12
2020,FR,FR2,UPPER_SECONDARY,11.66,91.6,127.28,126.86,72.01,79.28,2.47,22.12,83,150,527,15160.6,33386284.26,SCHOOL_CENSUS,RES_V1,2026-01-10
2021,IT,LU4,LOWER_SECONDARY,12.31,104.4,77.73,122.6,100.0,47.3,13.52,24.11,77,248,3,3182.12,105680960.16,RRF_MONITORING,RES_V3,2025-12-03
2022,NL,DE309,PRIMARY,10.57,125.48,74.43,59.46,81.05,11.59,19.47,71.49,86,256,368,15411.18,510261763.32,EURYDICE_EXPORT,RES_V2,2025-06-11
2023,SI,MT4,MIXED,8.69,84.85,94.16,165.57,91.28,29.71,16.29,49.09,176,222,721,15555.5,670587014.42,NATIONAL_EDU_MINISTRY,RES_V1,2024-09-18
2024,BG,EE32,UPPER_SECONDARY,16.72,95.52,95.0,57.6,52.23,17.01,6.46,39.85,258,181,47,8814.45,5426380.99,SCHOOL_CENSUS,RES_V3,2024-01-03
2025,EE,SI3,LOWER_SECONDARY,14.49,113.84,127.29,54.82,43.27,17.82,2.72,44.69,56,133,299,12634.63,1821332977.52,RRF_MONITORING,RES_V2,2025-03-14
2006,HU,FR4,PRIMARY,15.51,86.05,78.5,78.64,77.46,85.12,13.84,86.93,10,91,601,8068.02,67759974.31,EURYDICE_EXPORT,RES_V1,2024-04-25
2007,LU,SI226,MIXED,9.87,139.13,81.92,130.12,83.29,38.47,18.22,54.99,233,146,639,9214.25,308622652.62,NATIONAL_EDU_MINISTRY,RES_V3,2025-08-11
2008,RO,BG1,UPPER_SECONDARY,19.56,123.38,74.73,24.81,31.93,14.45,16.18,69.3,155,137,533,8753.54,199990996.81,SCHOOL_CENSUS,RES_V2,2025-07-11
2009,AT,ES57,LOWER_SECONDARY,15.13,90.48,74.69,27.85,67.37,63.35,12.43,56.3,131,138,162,8206.22,234344915.68,RRF_MONITORING,RES_V1,2025-01-31
2010,CZ,HU95,PRIMARY,11.58,98.57,67.03,23.54,31.05,42.43,6.85,74.67,141,37,511,13362.92,169145398.25,EURYDICE_EXPORT,RES_V3,2024-08-30
2011,DE,LV5,MIXED,11.64,94.7,116.64,54.26,33.22,72.32,14.61,64.37,204,190,891,6737.87,219231476.36,NATIONAL_EDU_MINISTRY,RES_V2,2025-07-16
2012,LV,FR940,UPPER_SECONDARY,10.06,113.16,78.63,108.24,46.75,39.67,9.67,35.58,166,87,772,4857.82,318989903.32,SCHOOL_CENSUS,RES_V1,2024-03-31
2013,PL,DK43,LOWER_SECONDARY,14.66,113.98,100.22,82.94,61.59,83.76,15.7,18.23,126,123,346,15378.24,106328553.51,RRF_MONITORING,RES_V3,2024-08-11
2014,ES,EE124,PRIMARY,20.61,117.16,114.89,56.76,79.21,65.58,2.29,65.47,80,135,268,13204.81,32211578.82,EURYDICE_EXPORT,RES_V2,2026-02-04
2015,HR,LT493,MIXED,14.91,112.28,79.57,100.52,80.19,41.21,18.84,47.6,263,274,967,6468.88,13182595.19,NATIONAL_EDU_MINISTRY,RES_V1,2026-02-18
2016,FI,GR935,UPPER_SECONDARY,12.48,94.11,92.36,57.23,54.35,56.63,3.74,30.74,321,102,75,9845.79,134895511.38,SCHOOL_CENSUS,RES_V3,2025-01-17
2017,IE,HR185,LOWER_SECONDARY,20.54,97.55,120.0,81.91,67.92,80.03,9.89,22.67,204,10,40,14089.8,399830300.9,RRF_MONITORING,RES_V2,2025-04-07
2018,MT,CZ47,PRIMARY,9.89,88.93,92.79,123.41,67.6,79.71,11.79,71.09,73,136,277,13551.34,176526673.5,EURYDICE_EXPORT,RES_V1,2024-06-28
2019,SK,LT89,MIXED,17.46,89.63,107.82,121.46,86.66,58.88,10.86,59.65,272,227,571,3540.44,333340303.7,NATIONAL_EDU_MINISTRY,RES_V3,2025-05-10
2020,BE,EE80,UPPER_SECONDARY,16.58,105.64,101.11,164.59,52.4,16.05,9.05,30.73,241,87,793,5971.63,20382158.67,SCHOOL_CENSUS,RES_V2,2025-12-22
2021,DK,IT64,LOWER_SECONDARY,13.26,120.05,129.31,142.32,67.76,52.01,3.95,76.13,250,242,85,2482.48,1692039075.98,RRF_MONITORING,RES_V1,2024-05-04
2022,GR,BG908,PRIMARY,12.85,110.48,109.46,116.39,55.93,53.64,7.99,76.68,37,44,583,10947.46,1322054213.14,EURYDICE_EXPORT,RES_V3,2024-10-17
2023,LT,LT65,MIXED,11.92,89.58,127.84,103.71,48.88,62.83,12.95,41.33,164,294,65,13877.46,1284398550.64,NATIONAL_EDU_MINISTRY,RES_V2,2024-10-22
2024,PT,PT75,UPPER_SECONDARY,15.57,125.9,109.79,72.51,58.92,54.11,8.21,65.62,81,46,54,6080.41,1676496997.05,SCHOOL_CENSUS,RES_V1,2026-02-17
2025,SE,ES1,LOWER_SECONDARY,12.64,102.92,79.17,126.36,41.7,17.42,4.23,77.78,301,58,19,12078.8,1341403375.49,RRF_MONITORING,RES_V3,2024-06-13
2006,CY,FR395,PRIMARY,22.76,121.49,78.78,126.63,48.46,22.92,3.39,57.55,193,99,101,6948.09,411593491.83,EURYDICE_EXPORT,RES_V2,2025-07-18
2007,FR,ES35,MIXED,9.94,114.32,100.75,89.51,41.13,36.14,8.19,61.05,104,139,206,12671.56,352284812.37,NATIONAL_EDU_MINISTRY,RES_V1,2024-06-30
2008,IT,DE88,UPPER_SECONDARY,15.4,106.53,113.64,97.29,77.27,73.26,8.18,47.42,271,134,406,13865.31,5791772.99,SCHOOL_CENSUS,RES_V3,2025-10-16
2009,NL,DE15,LOWER_SECONDARY,18.94,95.91,116.39,67.39,30.49,48.66,8.73,78.38,89,109,414,2739.58,7670847.53,RRF_MONITORING,RES_V2,2024-09-14
2010,SI,IE264,PRIMARY,11.2,91.36,95.69,97.52,82.32,40.96,3.29,53.64,33,156,246,13057.8,258591762.45,EURYDICE_EXPORT,RES_V1,2024-07-20
2011,BG,LU72,MIXED,12.19,121.14,68.28,104.07,37.97,47.8,6.97,37.97,183,148,333,5203.73,159645183.59,NATIONAL_EDU_MINISTRY,RES_V3,2025-12-21
2012,EE,EE8,UPPER_SECONDARY,17.74,110.58,115.9,47.03,41.95,11.89,8.51,26.11,169,220,377,16590.91,60182622.26,SCHOOL_CENSUS,RES_V2,2025-10-22
2013,HU,GR324,LOWER_SECONDARY,18.51,95.05,79.71,117.78,52.87,26.65,12.44,84.14,268,65,503,10527.54,173071057.41,RRF_MONITORING,RES_V1,2025-10-12
2014,LU,HU52,PRIMARY,10.94,98.44,77.03,132.62,57.12,39.42,1.43,26.6,245,13,556,7846.17,125100216.18,EURYDICE_EXPORT,RES_V3,2024-06-26
2015,RO,PT934,MIXED,14.48,92.27,84.41,37.07,42.17,27.11,9.84,86.24,194,25,400,6969.54,408213352.41,NATIONAL_EDU_MINISTRY,RES_V2,2025-06-21
2016,AT,ES494,UPPER_SECONDARY,16.43,127.87,91.15,92.72,50.39,57.87,6.14,57.13,359,258,959,6219.69,185386187.41,SCHOOL_CENSUS,RES_V1,2024-11-26
2017,CZ,DE267,LOWER_SECONDARY,14.35,123.23,106.28,130.42,30.78,19.52,12.28,26.21,320,70,689,9685.3,141945393.11,RRF_MONITORING,RES_V3,2025-06-18
2018,DE,GR2,PRIMARY,11.81,127.6,122.51,132.73,62.71,57.95,18.33,77.32,365,260,197,6640.99,424889698.93,EURYDICE_EXPORT,RES_V2,2025-05-25
2019,LV,HU36,MIXED,20.68,103.1,101.58,100.95,82.23,41.07,14.86,51.78,364,257,451,16241.82,167195620.69,NATIONAL_EDU_MINISTRY,RES_V1,2024-05-01
2020,PL,MT840,UPPER_SECONDARY,16.13,99.72,126.14,134.19,78.44,33.11,13.07,62.45,214,38,736,2851.92,396688559.86,SCHOOL_CENSUS,RES_V3,2024-01-19
2021,ES,DE749,LOWER_SECONDARY,20.03,101.14,105.62,170.23,82.07,17.61,5.56,28.67,20,213,623,5877.71,2058957134.04,RRF_MONITORING,RES_V2,2025-05-15
2022,HR,DE50,PRIMARY,21.14,85.94,97.95,87.51,100.0,49.6,11.37,29.12,260,62,715,3896.84,1606557148.89,EURYDICE_EXPORT,RES_V1,2024-06-24
2023,FI,BE86,MIXED,11.04,108.85,130.61,124.53,100.0,80.72,11.34,89.38,141,54,474,12064.93,1340563246.4,NATIONAL_EDU_MINISTRY,RES_V3,2025-04-15
2024,IE,FI350,UPPER_SECONDARY,20.45,81.78,90.05,145.37,99.84,75.05,9.09,30.27,299,35,139,14608.67,1178497891.48,SCHOOL_CENSUS,RES_V2,2024-12-02
2025,MT,CY9,LOWER_SECONDARY,16.52,113.68,80.47,171.75,46.46,14.65,7.79,52.8,22,43,173,10495.16,1961761150.02,RRF_MONITORING,RES_V1,2025-02-02
2006,SK,BG4,PRIMARY,21.35,83.21,81.11,53.48,37.5,21.82,6.11,48.23,32,60,276,5937.09,17225944.53,EURYDICE_EXPORT,RES_V3,2024-08-19
2007,BE,BE481,MIXED,11.88,83.19,95.34,65.53,60.88,64.65,1.89,17.52,47,161,669,7111.08,53257785.71,NATIONAL_EDU_MINISTRY,RES_V2,2025-03-08
2008,DK,DK62,UPPER_SECONDARY,20.62,110.05,95.68,82.54,32.67,38.0,2.54,29.58,230,0,472,15196.72,387052723.4,SCHOOL_CENSUS,RES_V1,2024-04-08
2009,GR,DK20,LOWER_SECONDARY,19.27,99.42,116.99,91.11,72.09,58.77,6.97,29.86,67,169,552,17721.93,259887252.81,RRF_MONITORING,RES_V3,2024-05-13
2010,LT,HU583,PRIMARY,21.55,119.93,81.0,76.63,57.22,31.04,5.93,61.11,27,129,62,11521.53,112190004.88,EURYDICE_EXPORT,RES_V2,2024-03-25
