house_change_analysis_period_start,house_change_analysis_period_end,house_change_tract_geoid,house_change_median_rent_change_pct,house_change_median_value_change_pct,house_change_income_change_pct,house_change_education_ba_share_change,house_change_racial_composition_shift_index,house_change_business_turnover_rate,house_change_new_building_permits_rate,house_change_short_term_rental_density,house_change_property_tax_increase_pct,house_change_cost_burden_change_pct,house_change_eviction_rate_change,house_change_foreclosure_rate_change,house_change_transit_access_change_score,house_change_amenity_openings_count,house_change_anti_displacement_policy_flag,house_change_vulnerability_score,house_change_gentrification_stage_code
2024-08-01,2025-06-30,01153000152,26.25,46.1,40.67,-6.79,0.8361,31.92,20.61,16.33,11.71,-8.4,-0.1,2.007,9.86,45,0,0.1899,MID
2024-09-01,2025-07-31,01154000153,9.91,18.71,-6.37,0.23,0.7141,42.03,29.89,11.62,18.83,-4.2,5.818,3.633,10.01,77,1,0.3093,STABLE
2024-10-01,2025-08-31,01155000154,46.9,-7.92,30.74,0.91,0.5735,11.37,25.63,16.84,32.33,6.25,-3.578,4.586,0.04,102,0,0.9197,EARLY
2024-11-01,2025-09-30,01156000155,-14.86,60.81,-7.65,11.75,0.369,44.7,11.14,10.93,27.19,3.9,-1.272,-0.969,10.75,105,1,0.074,STABLE
2024-12-01,2025-10-31,01157000156,21.77,13.5,13.78,10.58,0.1852,7.56,18.62,6.48,10.89,15.99,-2.84,-0.345,13.14,49,0,0.8077,MID
2025-01-01,2025-11-30,01158000157,49.04,11.43,34.1,15.19,0.5575,9.18,24.8,13.46,3.7,-4.2,-0.282,3.425,2.5,76,1,0.5586,LATE
2025-02-01,2025-12-31,01159000158,42.13,7.62,19.35,-8.54,0.4564,26.31,8.79,3.4,43.19,7.91,5.049,-0.09,-6.03,14,1,0.9148,STABLE
2025-03-01,2026-01-31,01160000159,20.16,74.42,-17.39,4.53,0.6411,42.05,20.63,0.13,12.32,1.89,3.098,2.73,-7.48,113,1,0.6677,EARLY
2025-04-01,2026-02-28,01161000160,54.03,46.99,26.63,8.15,0.2304,14.18,0.38,1.54,38.07,-0.67,3.156,4.899,-9.85,97,1,0.9861,EARLY
2025-05-01,2026-03-31,01162000161,4.12,-3.07,-2.18,-10.07,0.615,8.56,5.56,0.42,9.38,-2.56,5.226,-2.729,-14.28,65,1,0.632,LATE
2025-06-01,2026-04-30,01163000162,7.23,39.56,-0.82,7.24,0.4985,24.14,22.57,7.03,35.16,16.61,5.58,-1.31,-11.5,10,0,0.0176,DECLINING
2025-07-01,2026-05-31,01164000163,18.64,-14.6,44.97,15.66,0.1748,13.61,12.39,15.91,-3.39,1.96,-1.015,4.939,0.9,26,1,0.1192,EARLY
2025-08-01,2026-06-30,01165000164,3.53,4.97,33.3,-9.22,0.9368,26.11,11.24,15.1,37.54,-7.66,0.803,4.112,-4.08,7,1,0.5388,MID
2025-09-01,2026-07-31,01166000165,-24.07,33.15,-3.08,19.71,0.9455,11.91,22.33,14.55,27.69,0.73,2.772,3.167,-3.01,4,1,0.6192,MID
2025-10-01,2026-08-31,01167000166,35.07,32.96,23.33,5.33,0.7137,2.33,20.08,12.74,12.89,14.36,-3.409,-2.623,0.56,22,0,0.8347,STABLE
2025-11-01,2026-09-30,01168000167,-21.83,17.17,-13.29,11.49,0.2889,16.4,15.07,6.52,27.51,16.58,-2.682,1.71,8.16,96,1,0.0986,LATE
2025-12-01,2026-10-31,01169000168,7.29,-5.89,38.85,19.57,0.1642,7.28,8.2,2.06,30.12,3.07,-4.514,2.793,6.49,65,0,0.2344,LATE
2026-01-01,2026-11-30,01170000169,20.82,-7.66,37.81,-3.33,0.2645,29.7,22.22,1.27,29.44,-8.78,-5.9,-1.801,-6.27,29,0,0.1842,STABLE
2026-02-01,2026-12-31,01171000170,45.67,35.45,10.61,22.56,0.7856,4.46,3.14,15.69,10.53,-5.55,-0.966,4.637,2.23,15,0,0.7361,LATE
2026-03-01,2027-01-31,01172000171,39.57,38.22,0.37,-9.96,0.24,2.31,34.06,4.74,15.19,4.4,-1.722,1.297,-4.34,112,0,0.9947,EARLY
2026-04-01,2027-02-28,01173000172,-15.22,-8.4,-2.74,0.87,0.2837,30.02,24.19,0.21,5.13,-8.95,2.716,-3.115,-3.07,62,0,0.6128,LATE
2026-05-01,2027-03-31,01174000173,13.25,19.68,18.57,14.17,0.1255,27.23,5.63,2.82,42.13,-8.7,1.256,2.465,11.72,37,0,0.603,EARLY
2026-06-01,2027-04-30,01175000174,0.27,64.04,24.15,-3.17,0.8956,18.65,3.96,6.72,-1.39,4.15,-0.846,-1.441,3.18,93,0,0.2245,STABLE
2026-07-01,2027-05-31,01176000175,26.77,-4.91,-8.3,3.48,0.4836,3.23,34.45,9.56,30.51,-4.09,3.405,3.576,7.97,8,0,0.6259,MID
2026-08-01,2027-06-30,01177000176,-4.83,71.75,29.3,-0.9,0.9342,37.98,26.77,11.68,32.65,-2.12,0.232,-1.181,-2.46,88,0,0.156,STABLE
2026-09-01,2027-07-31,01178000177,-23.31,42.62,6.32,8.09,0.9098,30.83,5.26,15.53,32.03,-4.54,-1.943,1.247,-7.62,100,1,0.088,STABLE
2026-10-01,2027-08-31,01179000178,45.35,17.92,8.96,14.8,0.4568,2.76,1.51,12.58,14.24,-9.15,-5.294,-2.505,-5.92,100,0,0.1216,MID
2026-11-01,2027-09-30,01180000179,44.18,23.09,31.12,14.72,0.2782,1.7,28.49,0.32,30.57,5.44,5.286,0.428,-9.26,46,0,0.5761,MID
2026-12-01,2027-10-31,01181000180,37.98,17.42,-7.42,5.8,0.7419,27.05,26.89,6.17,24.68,6.17,0.865,-3.226,-10.36,29,0,0.1891,LATE
2027-01-01,2027-11-30,01182000181,26.4,46.98,-9.96,7.02,0.323,10.37,31.98,6.62,39.33,0.48,-4.183,1.945,-6.26,15,1,0.2755,STABLE
2027-02-01,2027-12-31,01183000182,16.27,27.33,6.35,15.11,0.5911,44.42,0.81,16.28,40.09,-5.99,-2.763,1.64,6.23,76,0,0.0422,MID
2027-03-01,2028-01-31,01184000183,20.68,0.79,34.08,-2.92,0.6705,40.58,15.42,17.16,22.29,6.96,-1.223,3.102,8.64,15,0,0.1149,EARLY
2027-04-01,2028-02-29,01185000184,41.95,-17.68,42.14,2.23,0.6364,25.89,29.12,0.83,20.06,-7.77,3.194,1.881,3.46,93,1,0.0772,MID
2027-05-01,2028-03-31,01186000185,-5.58,59.94,31.83,-6.65,0.7165,28.38,13.18,6.64,11.06,-6.36,1.397,-1.286,-13.7,2,0,0.2135,EARLY
2027-06-01,2028-04-30,01187000186,21.52,41.38,38.2,19.93,0.8773,5.04,28.78,4.32,17.94,-7.74,-4.468,1.964,13.66,37,0,0.0034,STABLE
2027-07-01,2028-05-31,01188000187,41.15,57.72,37.21,0.34,0.3652,2.83,20.68,5.44,-3.85,-1.16,-2.53,0.768,14.47,57,1,0.0301,UNCERTAIN
2027-08-01,2028-06-30,01189000188,52.54,-16.76,18.8,15.5,0.9114,18.87,33.51,15.31,-1.38,-7.39,2.209,-2.339,-14.02,3,1,0.8532,UNCERTAIN
2027-09-01,2028-07-31,01190000189,28.57,63.34,43.34,8.14,0.8586,30.41,20.74,3.3,-4.82,5.77,-4.272,1.932,-3.96,43,0,0.0664,LATE
2027-10-01,2028-08-31,01191000190,48.12,7.56,14.71,14.53,0.3228,11.97,3.88,5.1,27.04,8.88,4.93,-2.664,1.83,46,0,0.0467,LATE
2027-11-01,2028-09-30,01192000191,40.9,7.6,18.12,0.53,0.7899,29.56,0.59,1.4,17.45,-7.57,1.548,-2.342,2.22,83,0,0.0209,MID
2027-12-01,2028-10-31,01193000192,46.5,55.79,37.95,-7.3,0.4294,16.8,22.34,1.4,-0.83,-1.1,-2.686,0.061,8.41,85,0,0.3004,LATE
2028-01-01,2028-11-30,01194000193,-23.7,68.97,-9.26,8.2,0.5381,30.99,33.56,4.77,23.27,-6.23,1.758,-0.026,-1.89,4,0,0.82,STABLE
2028-02-01,2028-12-31,01195000194,17.78,-0.98,2.82,2.83,0.6311,26.19,12.22,10.06,28.57,13.99,0.924,1.942,4.51,24,0,0.3841,EARLY
2028-03-01,2029-01-31,01196000195,10.83,8.77,40.86,12.55,0.3765,25.25,27.78,11.54,-3.46,0.14,-4.544,4.966,-14.96,40,0,0.1204,STABLE
2028-04-01,2029-02-28,01197000196,14.39,77.05,36.67,9.43,0.5986,0.04,21.5,9.21,-1.99,1.57,-0.502,3.956,-1.86,115,0,0.5905,DECLINING
2028-05-01,2029-03-31,01198000197,-4.98,25.46,33.26,-5.08,0.7791,33.06,32.57,5.73,18.04,4.07,-4.069,0.313,7.15,83,1,0.1117,STABLE
2028-06-01,2029-04-30,01199000198,-12.06,-1.46,0.01,-4.37,0.2538,39.18,20.39,1.49,1.79,2.95,2.914,2.894,3.24,49,0,0.2401,MID
2028-07-01,2029-05-31,01200000199,19.65,31.53,-5.23,5.85,0.533,26.84,24.08,13.7,10.34,17.17,-3.39,0.682,-6.73,42,0,0.4378,EARLY
2028-08-01,2029-06-30,02001000200,-9.62,20.86,-12.69,23.71,0.7165,41.79,15.13,9.05,-4.07,2.98,2.168,-1.415,-0.25,2,0,0.5299,EARLY
2028-09-01,2029-07-31,02002000201,35.2,63.73,30.45,-7.89,0.5666,14.67,25.82,4.33,23.85,16.62,2.358,4.425,-9.86,78,0,0.3781,STABLE
2028-10-01,2029-08-31,02003000202,44.06,-1.13,37.68,-4.68,0.5904,18.43,23.67,8.14,39.12,6.12,-0.217,-3.674,-13.85,93,1,0.9317,UNCERTAIN
2028-11-01,2029-09-30,02004000203,8.47,52.81,1.84,10.04,0.7625,34.82,11.4,2.59,30.76,1.13,-4.396,-2.764,-4.62,98,1,0.2022,EARLY
2028-12-01,2029-10-31,02005000204,-4.01,58.09,5.53,-1.76,0.7437,3.95,26.01,3.26,8.67,10.76,2.672,3.58,13.12,59,1,0.3361,UNCERTAIN
2029-01-01,2029-11-30,02006000205,-11.17,73.92,26.36,22.69,0.8388,1.68,25.51,11.75,13.76,7.71,-5.506,3.597,9.68,29,1,0.3141,UNCERTAIN
2029-02-01,2029-12-31,02007000206,-11.49,77.99,25.49,-3.9,0.7634,29.21,27.93,17.12,-1.65,-4.49,4.738,-0.8,-14.35,116,1,0.3314,MID
2029-03-01,2030-01-31,02008000207,-9.67,40.5,7.38,21.88,0.568,26.08,16.17,5.88,13.19,3.99,-5.848,-2.857,-4.77,13,0,0.0465,EARLY
2029-04-01,2030-02-28,02009000208,21.62,52.93,18.74,22.79,0.1089,41.25,18.43,8.22,6.77,-2.84,-1.029,-0.81,-4.05,107,0,0.2061,STABLE
2029-05-01,2030-03-31,02010000209,-7.23,31.29,-0.29,-4.9,0.671,30.21,27.85,16.17,31.9,11.32,0.202,1.798,-3.96,21,0,0.3233,MID
2029-06-01,2030-04-30,02011000210,6.94,-7.98,43.24,-1.12,0.4146,36.87,20.58,8.11,31.1,14.59,-2.916,4.999,-6.57,4,0,0.9811,STABLE
2029-07-01,2030-05-31,02012000211,-17.69,17.54,20.72,-0.18,0.7019,10.37,17.21,1.72,40.23,4.67,3.717,-2.942,5.49,116,0,0.1284,STABLE
2029-08-01,2030-06-30,02013000212,35.49,-13.25,9.65,20.1,0.172,31.35,32.07,4.54,21.66,11.85,-2.191,0.45,3.76,106,0,0.6167,STABLE
2029-09-01,2030-07-31,02014000213,19.98,25.85,42.2,8.93,0.0395,26.11,31.85,12.62,-0.0,15.91,-4.229,3.07,10.02,41,0,0.5919,STABLE
2029-10-01,2030-08-31,02015000214,34.85,41.95,8.53,-8.5,0.2077,26.26,27.65,12.52,26.11,10.08,1.567,2.458,3.75,98,1,0.8268,STABLE
2029-11-01,2030-09-30,02016000215,10.46,63.51,16.8,10.66,0.2489,31.14,14.43,1.81,5.51,16.96,5.516,-1.844,-5.48,72,0,0.817,STABLE
2029-12-01,2030-10-31,02017000216,41.61,58.45,-0.86,-9.08,0.8302,18.64,29.28,7.01,27.68,-6.92,0.891,3.418,10.47,60,1,0.3375,STABLE
2030-01-01,2030-11-30,02018000217,49.2,5.13,28.14,2.6,0.6855,23.12,32.34,8.6,29.74,-4.35,0.131,-0.42,1.11,77,1,0.8428,STABLE
2030-02-01,2030-12-31,02019000218,42.48,-8.44,6.01,8.83,0.6572,10.3,24.8,15.03,28.07,1.47,3.264,4.128,-14.3,119,0,0.9407,DECLINING
2030-03-01,2031-01-31,02020000219,13.31,-16.64,-6.27,6.64,0.2577,28.72,30.53,10.57,20.61,6.77,-3.966,-1.26,1.2,97,1,0.0876,UNCERTAIN
2030-04-01,2031-02-28,02021000220,5.8,70.01,-5.37,23.67,0.6764,11.89,15.99,10.3,7.79,-1.75,3.76,3.785,-1.28,66,1,0.0395,MID
2030-05-01,2031-03-31,02022000221,23.04,78.74,32.02,-2.79,0.5883,44.47,34.41,7.67,24.12,11.86,-1.643,2.564,5.23,51,1,0.5787,STABLE
2030-06-01,2031-04-30,02023000222,17.95,69.8,1.06,-11.35,0.1614,33.97,33.24,0.57,44.14,-1.59,-4.955,1.58,0.35,23,1,0.2553,DECLINING
2030-07-01,2031-05-31,02024000223,-5.65,28.47,18.63,13.72,0.0724,24.22,20.4,17.7,38.17,12.85,4.465,-3.515,4.14,21,1,0.9453,STABLE
2030-08-01,2031-06-30,02025000224,44.9,67.98,20.81,-3.15,0.3448,37.88,2.9,14.9,37.45,-9.37,2.268,-2.33,-5.93,82,0,0.1144,MID
2030-09-01,2031-07-31,02026000225,-16.6,42.53,-11.53,-6.5,0.6491,17.89,27.23,17.0,38.13,13.18,0.469,-0.625,11.73,5,1,0.5094,MID
2030-10-01,2031-08-31,02027000226,-17.2,64.73,2.35,12.19,0.1967,8.0,1.64,2.86,20.04,11.34,-4.798,-0.8,-6.94,90,0,0.3868,DECLINING
2030-11-01,2031-09-30,02028000227,41.99,30.65,13.51,24.06,0.7231,39.58,17.66,0.5,-2.6,-3.72,0.282,3.203,2.17,39,0,0.6741,EARLY
2030-12-01,2031-10-31,02029000228,12.33,-14.48,11.31,13.84,0.0168,16.86,19.92,3.51,15.15,14.49,-5.514,4.363,9.83,89,0,0.3594,UNCERTAIN
2031-01-01,2031-11-30,02030000229,3.13,42.38,-12.76,10.69,0.4153,41.68,17.81,17.18,32.56,8.07,-4.141,4.67,-3.11,12,0,0.5035,MID
2031-02-01,2031-12-31,02031000230,-16.72,56.93,2.14,24.52,0.1409,12.56,29.17,10.59,32.62,-9.61,-2.342,-0.86,-5.75,48,0,0.7836,STABLE
2031-03-01,2032-01-31,02032000231,35.02,65.61,12.72,4.76,0.3124,25.72,14.35,10.2,37.01,-1.64,-5.715,2.856,-9.29,70,1,0.4664,EARLY
2031-04-01,2032-02-29,02033000232,44.06,-17.44,15.5,-10.6,0.808,27.31,19.99,5.8,14.49,-1.78,4.026,3.659,-6.55,39,1,0.2604,STABLE
2031-05-01,2032-03-31,02034000233,17.45,34.4,-4.55,5.89,0.8314,2.68,34.75,7.03,38.07,8.66,-5.66,4.14,-12.41,8,1,0.225,STABLE
2031-06-01,2032-04-30,02035000234,27.79,74.96,24.05,4.47,0.8852,3.76,23.38,0.22,-0.13,17.2,2.538,-2.724,7.06,40,1,0.4487,EARLY
2031-07-01,2032-05-31,02036000235,21.45,23.69,-10.94,9.75,0.7476,25.79,6.84,13.16,22.75,-7.41,0.665,0.505,-3.18,76,0,0.5258,MID
2031-08-01,2032-06-30,02037000236,41.15,42.68,17.21,15.98,0.5914,17.53,6.96,12.44,17.91,-2.85,-1.597,1.693,11.8,32,1,0.8069,MID
2031-09-01,2032-07-31,02038000237,39.16,33.71,20.2,19.1,0.9081,16.95,2.55,14.61,24.85,-7.51,-4.685,2.136,-14.3,73,1,0.4975,STABLE
2031-10-01,2032-08-31,02039000238,45.78,-19.6,32.4,22.4,0.5924,33.8,18.37,16.62,16.27,-6.2,1.079,0.641,-10.79,94,1,0.8424,STABLE
2031-11-01,2032-09-30,02040000239,26.68,35.63,-1.39,17.75,0.7802,3.04,12.98,15.18,14.93,10.05,-5.668,-3.839,13.86,112,0,0.7538,LATE
2031-12-01,2032-10-31,02041000240,39.61,-17.63,44.93,23.67,0.4028,42.06,15.33,13.95,29.26,9.71,5.077,1.328,14.24,17,0,0.0848,EARLY
2032-01-01,2032-11-30,02042000241,22.51,38.33,17.53,10.21,0.0619,0.09,28.64,3.42,29.05,1.78,-4.436,1.412,5.93,26,1,0.2558,MID
2032-02-01,2032-12-31,02043000242,24.52,51.11,-1.18,0.4,0.1798,42.51,6.99,2.9,37.57,4.08,-1.075,-2.841,11.04,100,0,0.4061,EARLY
2032-03-01,2033-01-31,02044000243,-19.72,24.34,-10.04,1.48,0.2584,39.36,28.87,14.82,10.73,13.33,5.75,3.021,13.47,19,0,0.442,LATE
2032-04-01,2033-02-28,02045000244,28.73,38.81,25.38,-7.93,0.4253,16.79,22.27,3.63,37.26,-1.04,1.437,-3.492,8.53,34,0,0.9986,MID
2032-05-01,2033-03-31,02046000245,-4.47,12.91,-6.29,23.55,0.5333,9.86,20.52,15.28,10.15,-2.34,-3.001,-1.151,4.75,62,1,0.1721,STABLE
2032-06-01,2033-04-30,02047000246,12.24,79.33,40.63,24.42,0.2288,19.92,17.89,13.9,30.19,16.06,5.59,-0.672,-11.7,4,0,0.9051,UNCERTAIN
2032-07-01,2033-05-31,02048000247,41.09,53.03,27.28,4.93,0.3987,36.28,27.33,13.13,28.45,-0.18,-5.007,-0.362,12.61,57,1,0.7248,DECLINING
2032-08-01,2033-06-30,02049000248,19.1,15.51,29.33,6.67,0.4001,22.41,27.29,16.84,37.08,10.72,-0.239,2.987,-0.47,8,0,0.9581,STABLE
2032-09-01,2033-07-31,02050000249,14.9,36.76,39.12,11.54,0.3174,2.14,33.62,1.9,-4.08,8.9,-5.877,-0.121,8.87,104,1,0.7251,DECLINING
2032-10-01,2033-08-31,02051000250,7.78,44.02,2.68,5.9,0.4008,44.49,19.69,6.19,37.43,-8.94,-5.133,3.233,14.87,107,1,0.3861,STABLE
2032-11-01,2033-09-30,02052000251,43.46,-18.65,-2.79,7.05,0.8931,14.36,16.6,15.51,31.71,4.05,3.46,3.112,-12.71,17,0,0.719,UNCERTAIN
2032-12-01,2033-10-31,02053000252,47.97,24.85,38.94,19.15,0.4518,24.19,24.89,14.26,7.77,15.75,-3.853,2.807,-6.02,87,1,0.4978,EARLY
2033-01-01,2033-11-30,02054000253,25.56,79.77,15.66,-4.97,0.7712,0.32,29.0,17.09,-0.19,-0.73,-5.224,1.613,14.41,61,0,0.8278,MID
2033-02-01,2033-12-31,02055000254,32.5,79.95,4.3,16.7,0.7365,36.71,11.48,12.83,0.45,16.17,0.819,1.981,13.89,107,1,0.4308,UNCERTAIN
2033-03-01,2034-01-31,02056000255,1.46,15.04,36.6,23.5,0.4809,18.73,34.08,2.09,27.6,10.79,3.981,-3.208,-9.66,31,1,0.4707,DECLINING
2033-04-01,2034-02-28,02057000256,49.84,-10.88,33.05,22.0,0.5964,6.01,22.02,12.82,28.89,9.86,-3.062,3.403,0.79,73,0,0.6119,LATE
2033-05-01,2034-03-31,02058000257,25.02,34.14,-1.96,-0.42,0.0636,2.84,1.45,9.75,12.55,15.83,-5.581,-3.02,-7.51,32,0,0.0097,DECLINING
2033-06-01,2034-04-30,02059000258,-4.96,25.4,-17.87,12.11,0.5531,16.13,17.51,10.81,24.19,0.39,-1.662,4.086,-14.7,109,0,0.2054,LATE
2033-07-01,2034-05-31,02060000259,14.37,56.96,15.18,-0.73,0.7059,10.33,27.57,1.63,10.86,15.3,3.098,0.605,12.78,28,0,0.2994,MID
2033-08-01,2034-06-30,02061000260,40.79,3.8,-3.85,-6.78,0.9093,0.75,20.22,17.72,-4.79,3.02,1.806,1.536,-10.47,59,0,0.2282,STABLE
2033-09-01,2034-07-31,02062000261,-2.85,25.09,-4.09,9.26,0.8292,30.04,10.79,0.3,18.74,-9.55,-1.884,1.824,1.36,21,0,0.5766,UNCERTAIN
2033-10-01,2034-08-31,02063000262,4.27,-10.77,10.09,-8.08,0.0709,21.27,0.89,3.85,12.02,10.33,4.158,-1.389,-6.35,97,1,0.3493,MID
2033-11-01,2034-09-30,02064000263,18.57,54.2,9.95,-7.15,0.43,17.69,15.73,0.35,33.61,5.0,-3.355,-2.504,1.26,68,1,0.7427,MID
2033-12-01,2034-10-31,02065000264,-20.93,61.79,39.45,2.5,0.7479,29.47,4.62,5.64,32.07,4.05,3.269,4.407,-0.2,97,0,0.5362,STABLE
2034-01-01,2034-11-30,02066000265,-7.28,19.35,-4.18,-11.66,0.3194,13.81,24.18,12.15,13.01,-0.58,-0.025,3.06,-0.49,54,1,0.8515,STABLE
2034-02-01,2034-12-31,02067000266,38.11,45.27,4.95,14.2,0.845,3.32,29.15,16.84,-1.44,17.6,1.647,2.783,0.96,89,0,0.2677,LATE
2034-03-01,2035-01-31,02068000267,8.03,-15.97,-1.48,14.75,0.243,44.0,1.79,4.64,19.26,7.7,3.463,-1.696,-12.29,5,0,0.7876,STABLE
2034-04-01,2035-02-28,02069000268,13.88,-7.95,-2.71,-6.56,0.1376,29.19,9.34,4.85,39.04,5.26,1.378,3.809,-9.33,69,0,0.6814,STABLE
2034-05-01,2035-03-31,02070000269,33.49,77.34,32.47,2.43,0.2144,32.0,21.49,10.05,23.4,9.82,0.361,-0.167,-12.61,102,0,0.9687,LATE
2034-06-01,2035-04-30,02071000270,9.47,38.92,-10.99,2.27,0.8175,1.1,29.83,6.63,24.02,11.73,-2.952,4.627,-10.27,43,0,0.7728,LATE
2034-07-01,2035-05-31,02072000271,29.13,11.25,-14.77,24.01,0.9415,22.45,30.93,3.08,15.07,7.1,1.947,-2.781,-14.02,30,1,0.2659,DECLINING
2034-08-01,2035-06-30,02073000272,-16.47,61.12,0.87,9.8,0.4663,0.29,18.1,13.93,36.9,6.35,3.582,2.267,-11.64,86,0,0.4479,UNCERTAIN
2034-09-01,2035-07-31,02074000273,26.05,78.65,43.43,24.25,0.7935,10.15,14.39,1.31,6.55,15.18,-4.225,1.203,-13.95,100,1,0.4157,STABLE
2034-10-01,2035-08-31,02075000274,1.21,0.56,21.85,10.23,0.6735,19.23,20.73,12.53,30.32,3.39,-2.995,-3.416,-8.16,18,0,0.3494,EARLY
2034-11-01,2035-09-30,02076000275,14.34,52.01,-7.73,7.7,0.5437,8.72,5.52,10.82,23.38,7.07,-1.257,-2.376,7.02,104,0,0.4524,UNCERTAIN
2034-12-01,2035-10-31,02077000276,-12.48,24.65,-7.15,1.23,0.2855,18.65,13.25,6.92,30.7,5.89,-5.581,3.638,4.57,40,0,0.0027,STABLE
2035-01-01,2035-11-30,02078000277,-13.27,-11.91,5.01,-4.03,0.8167,18.08,23.87,9.18,-0.4,4.36,-1.41,-0.788,9.23,78,1,0.0149,MID
2035-02-01,2035-12-31,02079000278,45.41,-8.99,-0.36,11.79,0.1753,33.05,19.24,4.19,39.7,10.34,-5.346,1.335,8.23,75,1,0.7469,LATE
2035-03-01,2036-01-31,02080000279,-1.17,41.89,-4.04,17.71,0.9731,11.82,26.98,9.41,31.23,14.13,-2.786,1.324,-9.99,56,0,0.3626,UNCERTAIN
2035-04-01,2036-02-29,02081000280,35.33,-19.73,-16.72,8.04,0.966,28.21,34.15,9.48,37.39,5.32,-2.212,2.11,-8.81,98,1,0.6826,EARLY
2035-05-01,2036-03-31,02082000281,11.57,75.34,23.63,-3.02,0.2493,3.84,12.44,3.71,2.69,4.23,0.731,3.433,12.44,46,1,0.0832,DECLINING
2035-06-01,2036-04-30,02083000282,-23.73,-8.18,2.16,-5.83,0.037,6.99,3.67,11.42,29.59,13.48,-1.72,-2.691,-4.2,41,0,0.3692,LATE
2035-07-01,2036-05-31,02084000283,-9.44,45.57,25.99,-7.3,0.1361,28.94,29.17,10.18,8.33,-9.02,2.897,-3.804,-5.43,46,1,0.7729,UNCERTAIN
2035-08-01,2036-06-30,02085000284,-22.77,-8.94,10.05,-8.87,0.8607,3.2,10.22,8.06,23.92,7.42,5.19,2.641,9.59,20,0,0.3592,DECLINING
2035-09-01,2036-07-31,02086000285,-14.92,32.86,34.97,8.05,0.4825,29.24,5.95,11.21,33.13,-4.07,1.631,-3.615,-9.66,22,0,0.4361,EARLY
2035-10-01,2036-08-31,02087000286,-22.79,55.3,-8.41,-5.23,0.4977,33.01,13.76,4.59,-2.85,-1.78,-0.981,-2.269,4.76,32,0,0.3734,STABLE
2035-11-01,2036-09-30,02088000287,39.36,20.98,-10.25,6.94,0.0891,44.32,16.57,16.7,5.28,7.0,5.34,-0.373,-3.8,61,1,0.9152,STABLE
2035-12-01,2036-10-31,02089000288,13.4,1.16,34.37,11.63,0.2284,19.56,27.4,10.1,22.48,-5.25,1.365,2.596,-9.84,53,0,0.0982,STABLE
2036-01-01,2036-11-30,02090000289,54.6,-11.01,31.58,23.83,0.6903,24.24,34.53,10.47,-0.26,16.78,4.76,0.605,11.89,15,0,0.9038,EARLY
2036-02-01,2036-12-31,02091000290,51.64,1.52,39.07,21.04,0.0046,32.1,17.36,2.51,32.55,-2.84,-0.595,-2.461,-12.03,58,0,0.8143,MID
2036-03-01,2037-01-31,02092000291,48.14,15.16,-2.14,3.71,0.0874,21.23,15.14,7.47,25.22,13.45,1.29,-0.949,-11.51,81,1,0.9824,DECLINING
2036-04-01,2037-02-28,02093000292,35.99,71.03,-8.01,-10.49,0.8779,11.76,22.24,8.76,12.28,13.29,1.784,1.102,2.08,54,1,0.889,MID
2036-05-01,2037-03-31,02094000293,42.07,39.21,37.99,0.67,0.6847,14.03,14.27,7.91,11.39,4.51,1.84,-3.901,-12.03,51,0,0.5224,MID
2036-06-01,2037-04-30,02095000294,46.83,47.1,16.14,-10.32,0.4909,39.19,27.11,16.85,9.01,1.5,-4.545,-3.995,0.6,10,0,0.8307,STABLE
2036-07-01,2037-05-31,02096000295,5.14,15.41,39.35,10.44,0.4388,14.94,11.62,6.35,41.26,7.77,3.131,0.348,-7.1,93,0,0.982,EARLY
2036-08-01,2037-06-30,02097000296,24.22,55.1,12.23,15.1,0.789,9.01,27.1,6.86,41.88,1.35,4.115,2.405,-6.02,37,0,0.6206,DECLINING
2036-09-01,2037-07-31,02098000297,2.36,46.25,21.39,14.67,0.9605,21.14,25.89,3.4,20.12,-4.94,-0.257,1.466,1.27,109,0,0.4103,STABLE
2036-10-01,2037-08-31,02099000298,25.91,51.42,-7.28,-2.73,0.2467,41.25,22.36,9.84,-3.9,-8.92,2.979,2.242,-11.05,2,0,0.6596,UNCERTAIN
2036-11-01,2037-09-30,02100000299,33.82,8.27,21.47,11.65,0.6184,39.28,33.67,1.04,35.66,14.92,1.003,-3.684,-0.5,64,0,0.8357,UNCERTAIN
2036-12-01,2037-10-31,02101000300,-7.38,26.55,-17.87,22.72,0.052,8.91,27.27,3.41,7.91,-4.84,0.664,2.503,9.68,96,0,0.241,UNCERTAIN
2037-01-01,2037-11-30,02102000301,-18.56,69.83,36.93,22.89,0.1857,9.74,11.72,13.88,6.91,-8.92,2.138,4.495,5.16,112,1,0.8035,MID
2037-02-01,2037-12-31,02103000302,47.23,76.45,-0.55,24.39,0.8496,5.08,10.71,10.06,20.02,-6.48,5.387,-3.057,5.48,105,1,0.5391,STABLE
2037-03-01,2038-01-31,02104000303,-11.1,-18.83,40.94,5.0,0.016,38.56,32.85,0.55,26.04,11.78,5.258,1.542,7.87,6,0,0.376,MID
2037-04-01,2038-02-28,02105000304,-9.25,76.48,36.77,9.23,0.2614,32.97,5.91,1.74,1.3,-2.86,-0.782,0.767,1.79,95,0,0.3835,MID
2037-05-01,2038-03-31,02106000305,11.75,79.14,9.29,1.11,0.0441,32.79,16.46,15.56,-0.72,-1.19,3.662,1.408,-11.09,35,1,0.558,STABLE
