env_bio_reference_year,env_bio_member_state_iso2,env_bio_site_id,env_bio_natura2000_designation_code,env_bio_nuts_code,env_bio_habitat_code,env_bio_species_code,env_bio_site_area_ha,env_bio_conservation_status_code,env_bio_pressure_threat_code,env_bio_management_plan_flag,env_bio_restoration_actions_count,env_bio_invasive_species_presence_flag,env_bio_land_cover_corine_class,env_bio_water_body_status_code,env_bio_protected_area_connectivity_index,env_bio_ecosystem_services_index,env_bio_funding_eu_life_programme_eur,env_bio_data_source,env_bio_last_assessment_date
2014,LT,LT_N2K_000119,SPA,BE40,HAB_119,SP_0119,88467.19,U2,TOURISM_PRESSURE,1,16,0,211_ARABLE,MODERATE,0.8968,0.6057,17646130.07,LIFE_PROJECT_DATABASE,2011-04-01
2015,SK,SK_N2K_000120,SPA,AT492,HAB_120,SP_0120,234588.09,XX,CLIMATE_CHANGE,0,20,0,231_PASTURES,GOOD,0.4122,0.554,3046864.66,NATIONAL_HABITAT_REPORTING,2011-04-14
2016,HR,HR_N2K_000121,SPA,IT895,HAB_121,SP_0121,135852.18,FV,AGRI_INTENSIFICATION,0,8,0,311_BROADLEAVED,HIGH,0.9449,0.3238,10047485.01,EEA_NATURA2000,2011-04-27
2017,DE,DE_N2K_000122,SPA,SE22,HAB_122,SP_0122,112313.28,U1,URBANISATION,0,5,0,312_CONIFEROUS,UNKNOWN,0.8169,0.4302,15448798.69,LIFE_PROJECT_DATABASE,2011-05-10
2018,LU,LU_N2K_000123,SPA,ES589,HAB_123,SP_0123,131386.58,U2,POLLUTION,1,26,0,313_MIXED,BAD,0.3355,0.8172,31754548.84,NATIONAL_HABITAT_REPORTING,2011-05-23
2019,SI,SI_N2K_000124,SPA,CY91,HAB_124,SP_0124,4529.4,XX,INVASIVE_SPECIES,0,19,0,321_NATURAL_GRASS,POOR,0.2931,0.4017,14648790.0,EEA_NATURA2000,2011-06-05
2020,CY,CY_N2K_000125,SPA,LV88,HAB_125,SP_0125,155676.45,FV,FORESTRY,0,11,1,411_INLAND_WETLAND,MODERATE,0.8223,0.3712,5654730.95,LIFE_PROJECT_DATABASE,2011-06-18
2021,GR,GR_N2K_000126,SPA,SI869,HAB_126,SP_0126,81217.33,U1,WATER_ABSTRACTION,0,1,1,512_WATER,GOOD,0.2102,0.4049,5064029.93,NATIONAL_HABITAT_REPORTING,2011-07-01
2022,MT,MT_N2K_000127,SPA,SI63,HAB_127,SP_0127,122928.25,U2,TOURISM_PRESSURE,1,26,1,111_URBAN,HIGH,0.4449,0.4544,18616921.78,EEA_NATURA2000,2011-07-14
2023,ES,ES_N2K_000128,SPA,LV77,HAB_128,SP_0128,177018.4,XX,CLIMATE_CHANGE,1,24,0,211_ARABLE,UNKNOWN,0.2075,0.3783,26855544.57,LIFE_PROJECT_DATABASE,2011-07-27
2024,CZ,CZ_N2K_000129,SPA,AT90,HAB_129,SP_0129,158848.78,FV,AGRI_INTENSIFICATION,0,11,1,231_PASTURES,BAD,0.8472,0.7262,7812863.77,NATIONAL_HABITAT_REPORTING,2011-08-09
2025,HU,HU_N2K_000130,SPA,HR98,HAB_130,SP_0130,157860.79,U1,URBANISATION,1,12,0,311_BROADLEAVED,POOR,0.4936,0.2826,27021276.15,EEA_NATURA2000,2011-08-22
2000,NL,NL_N2K_000131,SPA,SK367,HAB_131,SP_0131,61220.31,U2,POLLUTION,1,11,0,312_CONIFEROUS,MODERATE,0.4303,0.8209,3277697.96,LIFE_PROJECT_DATABASE,2011-09-04
2001,SE,SE_N2K_000132,SPA,LV6,HAB_132,SP_0132,162570.03,XX,INVASIVE_SPECIES,0,26,0,313_MIXED,GOOD,0.3321,0.8213,6329036.3,NATIONAL_HABITAT_REPORTING,2011-09-17
2002,DK,DK_N2K_000133,SPA,GR30,HAB_133,SP_0133,311.39,FV,FORESTRY,1,27,1,321_NATURAL_GRASS,HIGH,0.7532,0.632,9304493.02,EEA_NATURA2000,2011-09-30
2003,IE,IE_N2K_000134,SPA,IE385,HAB_134,SP_0134,135488.46,U1,WATER_ABSTRACTION,1,22,1,411_INLAND_WETLAND,UNKNOWN,0.3215,0.6293,32990600.72,LIFE_PROJECT_DATABASE,2011-10-13
2004,PL,PL_N2K_000135,SPA,DE33,HAB_135,SP_0135,178776.81,U2,TOURISM_PRESSURE,0,23,1,512_WATER,BAD,0.1471,0.3175,17903287.18,NATIONAL_HABITAT_REPORTING,2011-10-26
2005,AT,AT_N2K_000136,SPA,HU460,HAB_136,SP_0136,147852.62,XX,CLIMATE_CHANGE,0,28,0,111_URBAN,POOR,0.925,0.2047,19249192.18,EEA_NATURA2000,2011-11-08
2006,EE,EE_N2K_000137,SPA,IT659,HAB_137,SP_0137,127015.1,FV,AGRI_INTENSIFICATION,0,3,0,211_ARABLE,MODERATE,0.4764,0.6525,553205.18,LIFE_PROJECT_DATABASE,2011-11-21
2007,IT,IT_N2K_000138,SPA,IE476,HAB_138,SP_0138,174090.66,U1,URBANISATION,0,23,0,231_PASTURES,GOOD,0.6149,0.2966,11932235.34,NATIONAL_HABITAT_REPORTING,2011-12-04
2008,PT,PT_N2K_000139,SPA,FR78,HAB_139,SP_0139,128458.67,U2,POLLUTION,1,7,1,311_BROADLEAVED,HIGH,0.8564,0.8198,32937198.07,EEA_NATURA2000,2011-12-17
2009,BE,BE_N2K_000140,SPA,PT14,HAB_140,SP_0140,96511.28,XX,INVASIVE_SPECIES,1,7,0,312_CONIFEROUS,UNKNOWN,0.6576,0.1241,12223069.01,LIFE_PROJECT_DATABASE,2011-12-30
2010,FI,FI_N2K_000141,SPA,LV5,HAB_141,SP_0141,239283.19,FV,FORESTRY,1,13,1,313_MIXED,BAD,0.6879,0.3455,2830800.57,NATIONAL_HABITAT_REPORTING,2012-01-12
2011,LV,LV_N2K_000142,SPA,SK8,HAB_142,SP_0142,148954.33,U1,WATER_ABSTRACTION,0,28,0,321_NATURAL_GRASS,POOR,0.7881,0.8889,11030360.85,EEA_NATURA2000,2012-01-25
2012,RO,RO_N2K_000143,SPA,ES63,HAB_143,SP_0143,119746.03,U2,TOURISM_PRESSURE,1,25,0,411_INLAND_WETLAND,MODERATE,0.5129,0.8552,27348843.5,LIFE_PROJECT_DATABASE,2012-02-07
2013,BG,BG_N2K_000144,SPA,BE385,HAB_144,SP_0144,116221.9,XX,CLIMATE_CHANGE,1,11,0,512_WATER,GOOD,0.5423,0.5314,31215213.15,NATIONAL_HABITAT_REPORTING,2012-02-20
2014,FR,FR_N2K_000145,SPA,HU4,HAB_145,SP_0145,195195.15,FV,AGRI_INTENSIFICATION,0,0,1,111_URBAN,HIGH,0.0582,0.7933,7200193.93,EEA_NATURA2000,2012-03-04
2015,LT,LT_N2K_000146,SPA,RO131,HAB_146,SP_0146,125538.39,U1,URBANISATION,1,22,1,211_ARABLE,UNKNOWN,0.6465,0.8915,16228495.17,LIFE_PROJECT_DATABASE,2012-03-17
2016,SK,SK_N2K_000147,SPA,MT362,HAB_147,SP_0147,23232.18,U2,POLLUTION,0,10,0,231_PASTURES,BAD,0.5498,0.5575,794468.11,NATIONAL_HABITAT_REPORTING,2012-03-30
2017,HR,HR_N2K_000148,SPA,CZ6,HAB_148,SP_0148,51158.03,XX,INVASIVE_SPECIES,1,11,0,311_BROADLEAVED,POOR,0.0618,0.5048,25308688.39,EEA_NATURA2000,2012-04-12
2018,DE,DE_N2K_000149,SPA,HR75,HAB_149,SP_0149,3314.04,FV,FORESTRY,1,13,0,312_CONIFEROUS,MODERATE,0.8695,0.7902,28417418.07,LIFE_PROJECT_DATABASE,2012-04-25
2019,LU,LU_N2K_000150,SPA,PT841,HAB_150,SP_0150,60599.09,U1,WATER_ABSTRACTION,1,2,0,313_MIXED,GOOD,0.3968,0.3388,29477189.4,NATIONAL_HABITAT_REPORTING,2012-05-08
2020,SI,SI_N2K_000151,SPA,AT32,HAB_151,SP_0151,223355.47,U2,TOURISM_PRESSURE,1,10,0,321_NATURAL_GRASS,HIGH,0.1022,0.6584,9105329.47,EEA_NATURA2000,2012-05-21
2021,CY,CY_N2K_000152,SPA,LT3,HAB_152,SP_0152,195726.85,XX,CLIMATE_CHANGE,0,28,1,411_INLAND_WETLAND,UNKNOWN,0.8895,0.7388,280732.05,LIFE_PROJECT_DATABASE,2012-06-03
2022,GR,GR_N2K_000153,SPA,LU989,HAB_153,SP_0153,184894.6,FV,AGRI_INTENSIFICATION,1,17,1,512_WATER,BAD,0.9784,0.5316,32767317.91,NATIONAL_HABITAT_REPORTING,2012-06-16
2023,MT,MT_N2K_000154,SPA,BE629,HAB_154,SP_0154,104657.03,U1,URBANISATION,1,16,0,111_URBAN,POOR,0.8419,0.7824,13713890.73,EEA_NATURA2000,2012-06-29
2024,ES,ES_N2K_000155,SPA,LU14,HAB_155,SP_0155,194607.4,U2,POLLUTION,1,16,0,211_ARABLE,MODERATE,0.4715,0.7381,10219989.9,LIFE_PROJECT_DATABASE,2012-07-12
2025,CZ,CZ_N2K_000156,SPA,CZ9,HAB_156,SP_0156,131533.92,XX,INVASIVE_SPECIES,0,11,0,231_PASTURES,GOOD,0.8947,0.8477,4312901.24,NATIONAL_HABITAT_REPORTING,2012-07-25
2000,HU,HU_N2K_000157,SPA,GR6,HAB_157,SP_0157,165707.54,FV,FORESTRY,1,14,0,311_BROADLEAVED,HIGH,0.5033,0.4443,25977128.61,EEA_NATURA2000,2012-08-07
2001,NL,NL_N2K_000158,SPA,BE29,HAB_158,SP_0158,18087.46,U1,WATER_ABSTRACTION,1,14,0,312_CONIFEROUS,UNKNOWN,0.5527,0.8578,4621340.97,LIFE_PROJECT_DATABASE,2012-08-20
2002,SE,SE_N2K_000159,SPA,DE846,HAB_159,SP_0159,89058.53,U2,TOURISM_PRESSURE,1,26,0,313_MIXED,BAD,0.1899,0.9043,14846923.75,NATIONAL_HABITAT_REPORTING,2012-09-02
2003,DK,DK_N2K_000160,SPA,AT5,HAB_160,SP_0160,89359.05,XX,CLIMATE_CHANGE,1,19,0,321_NATURAL_GRASS,POOR,0.3271,0.7658,20502268.77,EEA_NATURA2000,2012-09-15
2004,IE,IE_N2K_000161,SPA,BE60,HAB_161,SP_0161,104960.61,FV,AGRI_INTENSIFICATION,1,3,0,411_INLAND_WETLAND,MODERATE,0.6119,0.794,19631237.68,LIFE_PROJECT_DATABASE,2012-09-28
2005,PL,PL_N2K_000162,SPA,PT719,HAB_162,SP_0162,172967.85,U1,URBANISATION,1,11,1,512_WATER,GOOD,0.7713,0.2023,10645785.45,NATIONAL_HABITAT_REPORTING,2012-10-11
2006,AT,AT_N2K_000163,SPA,HR963,HAB_163,SP_0163,163046.48,U2,POLLUTION,0,20,0,111_URBAN,HIGH,0.2542,0.659,4578128.54,EEA_NATURA2000,2012-10-24
2007,EE,EE_N2K_000164,SPA,LV747,HAB_164,SP_0164,161265.6,XX,INVASIVE_SPECIES,0,18,1,211_ARABLE,UNKNOWN,0.1696,0.7016,14088027.69,LIFE_PROJECT_DATABASE,2012-11-06
2008,IT,IT_N2K_000165,SPA,NL386,HAB_165,SP_0165,103111.82,FV,FORESTRY,1,1,0,231_PASTURES,BAD,0.0758,0.7609,32517342.39,NATIONAL_HABITAT_REPORTING,2012-11-19
2009,PT,PT_N2K_000166,SPA,SE311,HAB_166,SP_0166,24312.91,U1,WATER_ABSTRACTION,1,0,0,311_BROADLEAVED,POOR,0.1187,0.4678,17886817.86,EEA_NATURA2000,2012-12-02
2010,BE,BE_N2K_000167,SPA,SE75,HAB_167,SP_0167,119073.67,U2,TOURISM_PRESSURE,1,12,0,312_CONIFEROUS,MODERATE,0.9195,0.6242,29657506.43,LIFE_PROJECT_DATABASE,2012-12-15
2011,FI,FI_N2K_000168,SPA,SK605,HAB_168,SP_0168,52563.87,XX,CLIMATE_CHANGE,0,14,0,313_MIXED,GOOD,0.2663,0.8972,3991671.32,NATIONAL_HABITAT_REPORTING,2012-12-28
2012,LV,LV_N2K_000169,SPA,PL52,HAB_169,SP_0169,100027.33,FV,AGRI_INTENSIFICATION,1,27,1,321_NATURAL_GRASS,HIGH,0.4426,0.5262,18754685.53,EEA_NATURA2000,2013-01-10
2013,RO,RO_N2K_000170,SPA,LV96,HAB_170,SP_0170,204195.42,U1,URBANISATION,1,30,1,411_INLAND_WETLAND,UNKNOWN,0.6145,0.3719,21004234.55,LIFE_PROJECT_DATABASE,2013-01-23
2014,BG,BG_N2K_000171,SPA,CY953,HAB_171,SP_0171,206098.99,U2,POLLUTION,1,30,0,512_WATER,BAD,0.3443,0.3235,12117545.5,NATIONAL_HABITAT_REPORTING,2013-02-05
2015,FR,FR_N2K_000172,SPA,LU5,HAB_172,SP_0172,209266.98,XX,INVASIVE_SPECIES,1,18,0,111_URBAN,POOR,0.4103,0.8326,24755514.27,EEA_NATURA2000,2013-02-18
2016,LT,LT_N2K_000173,SPA,IT18,HAB_173,SP_0173,124770.55,FV,FORESTRY,0,24,0,211_ARABLE,MODERATE,0.6623,0.7133,148845.78,LIFE_PROJECT_DATABASE,2013-03-03
2017,SK,SK_N2K_000174,SPA,LT91,HAB_174,SP_0174,149764.82,U1,WATER_ABSTRACTION,1,10,0,231_PASTURES,GOOD,0.746,0.7577,8230481.2,NATIONAL_HABITAT_REPORTING,2013-03-16
2018,HR,HR_N2K_000175,SPA,HU44,HAB_175,SP_0175,33636.94,U2,TOURISM_PRESSURE,1,12,0,311_BROADLEAVED,HIGH,0.0767,0.8524,19538526.69,EEA_NATURA2000,2013-03-29
2019,DE,DE_N2K_000176,SPA,LT85,HAB_176,SP_0176,120625.15,XX,CLIMATE_CHANGE,0,27,0,312_CONIFEROUS,UNKNOWN,0.4206,0.1049,15087740.39,LIFE_PROJECT_DATABASE,2013-04-11
2020,LU,LU_N2K_000177,SPA,IE151,HAB_177,SP_0177,107041.45,FV,AGRI_INTENSIFICATION,1,8,0,313_MIXED,BAD,0.9274,0.1737,2934246.68,NATIONAL_HABITAT_REPORTING,2013-04-24
2021,SI,SI_N2K_000178,SPA,SE579,HAB_178,SP_0178,230449.04,U1,URBANISATION,0,33,1,321_NATURAL_GRASS,POOR,0.3889,0.2139,5053236.02,EEA_NATURA2000,2013-05-07
2022,CY,CY_N2K_000179,SPA,IT4,HAB_179,SP_0179,207264.66,U2,POLLUTION,0,5,0,411_INLAND_WETLAND,MODERATE,0.2665,0.4426,5945941.03,LIFE_PROJECT_DATABASE,2013-05-20
2023,GR,GR_N2K_000180,SPA,HU751,HAB_180,SP_0180,123857.75,XX,INVASIVE_SPECIES,1,12,0,512_WATER,GOOD,0.6985,0.5714,2328689.49,NATIONAL_HABITAT_REPORTING,2013-06-02
2024,MT,MT_N2K_000181,SPA,LT690,HAB_181,SP_0181,200247.02,FV,FORESTRY,0,25,0,111_URBAN,HIGH,0.6921,0.6158,17595765.23,EEA_NATURA2000,2013-06-15
2025,ES,ES_N2K_000182,SPA,BG73,HAB_182,SP_0182,43416.04,U1,WATER_ABSTRACTION,0,31,0,211_ARABLE,UNKNOWN,0.8167,0.3086,13771132.74,LIFE_PROJECT_DATABASE,2013-06-28
2000,CZ,CZ_N2K_000183,SPA,SE56,HAB_183,SP_0183,176915.71,U2,TOURISM_PRESSURE,0,2,0,231_PASTURES,BAD,0.6567,0.6647,3768392.04,NATIONAL_HABITAT_REPORTING,2013-07-11
2001,HU,HU_N2K_000184,SPA,BG260,HAB_184,SP_0184,200450.8,XX,CLIMATE_CHANGE,0,28,1,311_BROADLEAVED,POOR,0.9265,0.4749,6149255.01,EEA_NATURA2000,2013-07-24
2002,NL,NL_N2K_000185,SPA,FI34,HAB_185,SP_0185,14908.43,FV,AGRI_INTENSIFICATION,1,4,0,312_CONIFEROUS,MODERATE,0.9293,0.439,22783008.93,LIFE_PROJECT_DATABASE,2013-08-06
2003,SE,SE_N2K_000186,SPA,AT166,HAB_186,SP_0186,21231.2,U1,URBANISATION,0,10,0,313_MIXED,GOOD,0.7132,0.2119,8658340.85,NATIONAL_HABITAT_REPORTING,2013-08-19
2004,DK,DK_N2K_000187,SPA,BE6,HAB_187,SP_0187,4876.15,U2,POLLUTION,1,26,0,321_NATURAL_GRASS,HIGH,0.7461,0.2204,4313928.97,EEA_NATURA2000,2013-09-01
2005,IE,IE_N2K_000188,SPA,AT17,HAB_188,SP_0188,214660.87,XX,INVASIVE_SPECIES,1,1,0,411_INLAND_WETLAND,UNKNOWN,0.2644,0.2352,24865914.72,LIFE_PROJECT_DATABASE,2013-09-14
2006,PL,PL_N2K_000189,SPA,RO577,HAB_189,SP_0189,240140.66,FV,FORESTRY,1,12,0,512_WATER,BAD,0.1086,0.5438,11008856.25,NATIONAL_HABITAT_REPORTING,2013-09-27
2007,AT,AT_N2K_000190,SPA,PL43,HAB_190,SP_0190,90676.52,U1,WATER_ABSTRACTION,1,1,0,111_URBAN,POOR,0.8362,0.9209,13728766.82,EEA_NATURA2000,2013-10-10
2008,EE,EE_N2K_000191,SPA,FR4,HAB_191,SP_0191,191597.69,U2,TOURISM_PRESSURE,1,25,0,211_ARABLE,MODERATE,0.7347,0.6939,18473201.62,LIFE_PROJECT_DATABASE,2013-10-23
2009,IT,IT_N2K_000192,SPA,LV86,HAB_192,SP_0192,249409.34,XX,CLIMATE_CHANGE,0,19,0,231_PASTURES,GOOD,0.8146,0.9398,5392330.28,NATIONAL_HABITAT_REPORTING,2013-11-05
2010,PT,PT_N2K_000193,SPA,LU370,HAB_193,SP_0193,116500.62,FV,AGRI_INTENSIFICATION,0,20,1,311_BROADLEAVED,HIGH,0.5723,0.3296,2321016.03,EEA_NATURA2000,2013-11-18
2011,BE,BE_N2K_000194,SPA,DK43,HAB_194,SP_0194,67889.36,U1,URBANISATION,1,16,0,312_CONIFEROUS,UNKNOWN,0.8264,0.6949,25111622.6,LIFE_PROJECT_DATABASE,2013-12-01
2012,FI,FI_N2K_000195,SPA,NL1,HAB_195,SP_0195,138751.1,U2,POLLUTION,0,23,1,313_MIXED,BAD,0.6474,0.4226,2231242.72,NATIONAL_HABITAT_REPORTING,2013-12-14
2013,LV,LV_N2K_000196,SPA,IT94,HAB_196,SP_0196,244348.05,XX,INVASIVE_SPECIES,1,15,0,321_NATURAL_GRASS,POOR,0.875,0.1257,31137727.94,EEA_NATURA2000,2013-12-27
2014,RO,RO_N2K_000197,SPA,HR78,HAB_197,SP_0197,231337.25,FV,FORESTRY,1,22,1,411_INLAND_WETLAND,MODERATE,0.2208,0.6967,13643586.34,LIFE_PROJECT_DATABASE,2014-01-09
2015,BG,BG_N2K_000198,SPA,BE99,HAB_198,SP_0198,157719.39,U1,WATER_ABSTRACTION,0,16,0,512_WATER,GOOD,0.3077,0.4965,16796066.59,NATIONAL_HABITAT_REPORTING,2014-01-22
2016,FR,FR_N2K_000199,SPA,DK5,HAB_199,SP_0199,171315.07,U2,TOURISM_PRESSURE,0,14,1,111_URBAN,HIGH,0.2467,0.8639,155905.01,EEA_NATURA2000,2014-02-04
2017,LT,LT_N2K_000200,SPA,DK880,HAB_200,SP_0200,12147.77,XX,CLIMATE_CHANGE,0,4,1,211_ARABLE,UNKNOWN,0.7787,0.6336,399797.67,LIFE_PROJECT_DATABASE,2014-02-17
2018,SK,SK_N2K_000201,SPA,MT196,HAB_201,SP_0201,185082.78,FV,AGRI_INTENSIFICATION,1,11,1,231_PASTURES,BAD,0.7516,0.6435,29246249.46,NATIONAL_HABITAT_REPORTING,2014-03-02
2019,HR,HR_N2K_000202,SPA,FI75,HAB_202,SP_0202,54925.81,U1,URBANISATION,1,25,1,311_BROADLEAVED,POOR,0.0617,0.2549,17494930.22,EEA_NATURA2000,2014-03-15
2020,DE,DE_N2K_000203,SPA,LU90,HAB_203,SP_0203,42563.74,U2,POLLUTION,0,21,0,312_CONIFEROUS,MODERATE,0.0893,0.4876,9448791.49,LIFE_PROJECT_DATABASE,2014-03-28
2021,LU,LU_N2K_000204,SPA,GR817,HAB_204,SP_0204,65062.2,XX,INVASIVE_SPECIES,1,16,0,313_MIXED,GOOD,0.3563,0.6144,7923675.86,NATIONAL_HABITAT_REPORTING,2014-04-10
2022,SI,SI_N2K_000205,SPA,AT8,HAB_205,SP_0205,215930.69,FV,FORESTRY,1,12,0,321_NATURAL_GRASS,HIGH,0.3124,0.9482,18974599.09,EEA_NATURA2000,2014-04-23
2023,CY,CY_N2K_000206,SPA,RO64,HAB_206,SP_0206,102779.54,U1,WATER_ABSTRACTION,1,10,0,411_INLAND_WETLAND,UNKNOWN,0.418,0.9384,29648955.87,LIFE_PROJECT_DATABASE,2014-05-06
2024,GR,GR_N2K_000207,SPA,SK75,HAB_207,SP_0207,226469.89,U2,TOURISM_PRESSURE,1,8,0,512_WATER,BAD,0.0921,0.7752,16808839.64,NATIONAL_HABITAT_REPORTING,2014-05-19
2025,MT,MT_N2K_000208,SPA,MT21,HAB_208,SP_0208,148938.05,XX,CLIMATE_CHANGE,1,20,0,111_URBAN,POOR,0.0585,0.4672,10902735.78,EEA_NATURA2000,2014-06-01
2000,ES,ES_N2K_000209,SPA,DK97,HAB_209,SP_0209,232965.45,FV,AGRI_INTENSIFICATION,1,26,1,211_ARABLE,MODERATE,0.1415,0.2073,29312012.91,LIFE_PROJECT_DATABASE,2014-06-14
2001,CZ,CZ_N2K_000210,SPA,IE440,HAB_210,SP_0210,52161.1,U1,URBANISATION,1,32,1,231_PASTURES,GOOD,0.1969,0.6146,13753954.41,NATIONAL_HABITAT_REPORTING,2014-06-27
2002,HU,HU_N2K_000211,SPA,DE787,HAB_211,SP_0211,227827.68,U2,POLLUTION,0,24,0,311_BROADLEAVED,HIGH,0.0611,0.5218,2983886.33,EEA_NATURA2000,2014-07-10
2003,NL,NL_N2K_000212,SPA,FI98,HAB_212,SP_0212,48843.1,XX,INVASIVE_SPECIES,0,24,0,312_CONIFEROUS,UNKNOWN,0.2506,0.151,7628437.96,LIFE_PROJECT_DATABASE,2014-07-23
2004,SE,SE_N2K_000213,SPA,HR131,HAB_213,SP_0213,114532.04,FV,FORESTRY,1,20,0,313_MIXED,BAD,0.859,0.1574,26373954.66,NATIONAL_HABITAT_REPORTING,2014-08-05
2005,DK,DK_N2K_000214,SPA,CY3,HAB_214,SP_0214,167795.39,U1,WATER_ABSTRACTION,1,8,0,321_NATURAL_GRASS,POOR,0.792,0.8981,186643.26,EEA_NATURA2000,2014-08-18
2006,IE,IE_N2K_000215,SPA,PL57,HAB_215,SP_0215,11568.2,U2,TOURISM_PRESSURE,1,18,1,411_INLAND_WETLAND,MODERATE,0.3426,0.3603,21039459.96,LIFE_PROJECT_DATABASE,2014-08-31
2007,PL,PL_N2K_000216,SPA,CZ78,HAB_216,SP_0216,47780.3,XX,CLIMATE_CHANGE,1,23,0,512_WATER,GOOD,0.3869,0.8145,25054711.45,NATIONAL_HABITAT_REPORTING,2014-09-13
2008,AT,AT_N2K_000217,SPA,RO369,HAB_217,SP_0217,41669.19,FV,AGRI_INTENSIFICATION,0,1,1,111_URBAN,HIGH,0.1319,0.1176,5780334.3,EEA_NATURA2000,2014-09-26
2009,EE,EE_N2K_000218,SPA,HR359,HAB_218,SP_0218,145991.13,U1,URBANISATION,1,17,0,211_ARABLE,UNKNOWN,0.3249,0.9169,2205721.94,LIFE_PROJECT_DATABASE,2014-10-09
2010,IT,IT_N2K_000219,SPA,IT685,HAB_219,SP_0219,2521.2,U2,POLLUTION,0,2,1,231_PASTURES,BAD,0.4395,0.5532,18774206.43,NATIONAL_HABITAT_REPORTING,2014-10-22
2011,PT,PT_N2K_000220,SPA,LV9,HAB_220,SP_0220,245251.37,XX,INVASIVE_SPECIES,1,26,1,311_BROADLEAVED,POOR,0.3163,0.8996,7528202.48,EEA_NATURA2000,2014-11-04
2012,BE,BE_N2K_000221,SPA,PL788,HAB_221,SP_0221,200896.58,FV,FORESTRY,1,9,0,312_CONIFEROUS,MODERATE,0.9708,0.2377,7401957.59,LIFE_PROJECT_DATABASE,2014-11-17
2013,FI,FI_N2K_000222,SPA,RO61,HAB_222,SP_0222,9299.24,U1,WATER_ABSTRACTION,1,15,0,313_MIXED,GOOD,0.7372,0.638,26888149.81,NATIONAL_HABITAT_REPORTING,2014-11-30
2014,LV,LV_N2K_000223,SPA,SI77,HAB_223,SP_0223,216639.08,U2,TOURISM_PRESSURE,0,4,0,321_NATURAL_GRASS,HIGH,0.4563,0.4114,2136996.69,EEA_NATURA2000,2014-12-13
2015,RO,RO_N2K_000224,SPA,FR3,HAB_224,SP_0224,110710.27,XX,CLIMATE_CHANGE,1,9,0,411_INLAND_WETLAND,UNKNOWN,0.68,0.9042,8769500.63,LIFE_PROJECT_DATABASE,2014-12-26
2016,BG,BG_N2K_000225,SPA,SK83,HAB_225,SP_0225,216278.57,FV,AGRI_INTENSIFICATION,1,15,1,512_WATER,BAD,0.8377,0.3246,33495505.29,NATIONAL_HABITAT_REPORTING,2015-01-08
2017,FR,FR_N2K_000226,SPA,EE65,HAB_226,SP_0226,18213.36,U1,URBANISATION,1,19,0,111_URBAN,POOR,0.9032,0.4418,233817.9,EEA_NATURA2000,2015-01-21
2018,LT,LT_N2K_000227,SPA,ES7,HAB_227,SP_0227,121388.38,U2,POLLUTION,1,33,0,211_ARABLE,MODERATE,0.5059,0.1775,23515425.05,LIFE_PROJECT_DATABASE,2015-02-03
2019,SK,SK_N2K_000228,SPA,PT9,HAB_228,SP_0228,241568.68,XX,INVASIVE_SPECIES,1,22,0,231_PASTURES,GOOD,0.3506,0.1006,22201487.25,NATIONAL_HABITAT_REPORTING,2015-02-16
2020,HR,HR_N2K_000229,SPA,LU8,HAB_229,SP_0229,129700.33,FV,FORESTRY,1,17,0,311_BROADLEAVED,HIGH,0.7081,0.5905,27382822.97,EEA_NATURA2000,2015-03-01
2021,DE,DE_N2K_000230,SPA,HR440,HAB_230,SP_0230,24992.95,U1,WATER_ABSTRACTION,0,20,1,312_CONIFEROUS,UNKNOWN,0.7777,0.8036,19319959.91,LIFE_PROJECT_DATABASE,2015-03-14
2022,LU,LU_N2K_000231,SPA,SE86,HAB_231,SP_0231,9897.24,U2,TOURISM_PRESSURE,1,3,0,313_MIXED,BAD,0.7873,0.7539,31602922.85,NATIONAL_HABITAT_REPORTING,2015-03-27
2023,SI,SI_N2K_000232,SPA,BG2,HAB_232,SP_0232,88422.62,XX,CLIMATE_CHANGE,1,24,1,321_NATURAL_GRASS,POOR,0.4969,0.2541,5049295.03,EEA_NATURA2000,2015-04-09
2024,CY,CY_N2K_000233,SPA,HR48,HAB_233,SP_0233,66406.87,FV,AGRI_INTENSIFICATION,1,28,1,411_INLAND_WETLAND,MODERATE,0.2691,0.313,3043358.58,LIFE_PROJECT_DATABASE,2015-04-22
2025,GR,GR_N2K_000234,SPA,IE137,HAB_234,SP_0234,188387.34,U1,URBANISATION,0,24,0,512_WATER,GOOD,0.8944,0.1263,9384585.59,NATIONAL_HABITAT_REPORTING,2015-05-05
2000,MT,MT_N2K_000235,SPA,CY507,HAB_235,SP_0235,133383.79,U2,POLLUTION,0,18,0,111_URBAN,HIGH,0.6167,0.6748,8954.53,EEA_NATURA2000,2015-05-18
2001,ES,ES_N2K_000236,SPA,HU616,HAB_236,SP_0236,247173.54,XX,INVASIVE_SPECIES,0,20,0,211_ARABLE,UNKNOWN,0.8991,0.3196,1641795.95,LIFE_PROJECT_DATABASE,2015-05-31
2002,CZ,CZ_N2K_000237,SPA,DE514,HAB_237,SP_0237,228077.07,FV,FORESTRY,1,16,0,231_PASTURES,BAD,0.3477,0.485,28313239.08,NATIONAL_HABITAT_REPORTING,2015-06-13
2003,HU,HU_N2K_000238,SPA,PT8,HAB_238,SP_0238,200466.82,U1,WATER_ABSTRACTION,1,10,0,311_BROADLEAVED,POOR,0.347,0.2632,33248703.2,EEA_NATURA2000,2015-06-26
