travel_tourism_reference_month,travel_tourism_destination_nuts_code,travel_tourism_country_iso2,travel_tourism_accommodation_type_code,travel_tourism_visitor_residency_country_iso2,travel_tourism_domestic_inbound_outbound_code,travel_tourism_nights_spent_count,travel_tourism_arrivals_count,travel_tourism_avg_length_of_stay_nights,travel_tourism_occupancy_rate_pct,travel_tourism_spend_total_eur,travel_tourism_spend_per_night_eur,travel_tourism_seasonality_index,travel_tourism_airbnb_like_listings_count,travel_tourism_short_term_rental_regulatory_flag,travel_tourism_sustainable_tourism_label_flag,travel_tourism_over_tourism_pressure_index,travel_tourism_eurostat_table_code,travel_tourism_data_collection_wave,travel_tourism_data_extract_date
2021-07,DE6,DE,HOTEL,MA,DOMESTIC,2105,768,2.74,94.58,211019.9,102.99,1.01,708,0,0,0.3215,tour_occ_nim,2024W3,2025-09-29
2021-08,DK65,DK,OTHER,TR,INBOUND,2729,1091,2.5,58.32,350900.57,136.27,0.937,539,0,0,0.423,tour_dem_ttac,2024W2,2024-09-25
2021-09,LT61,LT,SHORT_TERM_RENTAL,EE,OUTBOUND,2424,1004,2.41,72.47,307526.19,130.85,1.361,388,1,0,0.2907,tour_occ_toor,2024W1,2025-11-12
2021-10,CZ937,CZ,HOSTEL,MT,DOMESTIC,2561,550,4.66,47.53,371819.64,132.12,1.334,696,1,0,0.9764,tour_occ_arm,2023W4,2024-02-05
2021-11,SE743,SE,CAMPING,BY,INBOUND,1818,641,2.84,49.82,291752.18,159.73,1.448,655,0,0,0.269,tour_cap_nat,2023W3,2025-06-10
2021-12,DK8,DK,APARTHOTEL,IS,OUTBOUND,2715,890,3.05,33.63,387927.18,137.38,0.961,536,1,1,0.8552,tour_occ_nim,2023W2,2025-02-19
2022-01,ES104,ES,HOTEL,RU,DOMESTIC,1816,376,4.83,88.76,284984.81,178.38,0.781,751,0,0,0.7459,tour_dem_ttac,2023W1,2025-05-26
2022-02,CY38,CY,OTHER,CY,INBOUND,2245,456,4.92,70.75,454010.14,186.81,1.536,592,0,1,0.6092,tour_occ_toor,2022W4,2024-12-11
2022-03,RO5,RO,SHORT_TERM_RENTAL,LV,OUTBOUND,2844,920,3.09,35.3,99059.89,30.93,1.036,495,0,0,0.2311,tour_occ_arm,2022W3,2025-11-28
2022-04,AT344,AT,HOSTEL,SE,DOMESTIC,1803,348,5.18,75.9,123341.5,77.8,0.792,752,0,0,0.3545,tour_cap_nat,2022W2,2024-01-07
2022-05,SI27,SI,CAMPING,IN,INBOUND,2088,478,4.37,32.45,49559.77,23.61,0.796,535,1,0,0.7366,tour_occ_nim,2022W1,2025-03-24
2022-06,LU10,LU,APARTHOTEL,NO,OUTBOUND,2101,352,5.97,21.56,471511.22,199.83,0.872,638,1,0,0.3898,tour_dem_ttac,2026W4,2024-03-11
2022-07,IT2,IT,HOTEL,BE,DOMESTIC,2631,522,5.04,60.35,316315.66,138.38,1.081,647,1,0,0.5478,tour_occ_toor,2026W3,2025-04-19
2022-08,LT9,LT,OTHER,HU,INBOUND,2584,774,3.34,57.39,254888.89,103.01,1.193,487,1,1,0.4655,tour_occ_arm,2026W2,2024-05-13
2022-09,FI24,FI,SHORT_TERM_RENTAL,SK,OUTBOUND,2261,581,3.89,40.4,293877.83,121.82,1.132,654,1,0,0.6388,tour_cap_nat,2026W1,2025-07-21
2022-10,DK5,DK,HOSTEL,GB,DOMESTIC,2231,744,3.0,79.92,320892.38,137.3,1.469,532,1,0,0.3371,tour_occ_nim,2025W4,2024-04-30
2022-11,HU279,HU,CAMPING,ME,INBOUND,2008,664,3.02,70.44,420152.98,184.6,0.935,727,1,0,0.077,tour_dem_ttac,2025W3,2024-01-12
2022-12,BG869,BG,APARTHOTEL,US,OUTBOUND,1859,339,5.48,43.22,403482.98,227.59,0.892,464,0,0,0.2995,tour_occ_toor,2025W2,2024-12-19
2023-01,MT4,MT,HOTEL,FR,DOMESTIC,2813,1030,2.73,34.56,309322.41,109.16,1.268,502,0,0,0.7659,tour_occ_arm,2025W1,2025-10-01
2023-02,PL179,PL,OTHER,PL,INBOUND,1986,366,5.43,51.06,107019.84,59.68,0.951,653,1,0,0.6075,tour_cap_nat,2024W4,2025-09-11
2023-03,RO73,RO,SHORT_TERM_RENTAL,CN,OUTBOUND,2787,733,3.8,92.61,342629.53,134.15,1.001,766,0,0,0.0554,tour_occ_nim,2024W3,2025-05-30
2023-04,PT376,PT,HOSTEL,KE,DOMESTIC,3028,833,3.64,20.58,303180.69,108.13,1.024,627,0,1,0.7418,tour_dem_ttac,2024W2,2026-02-13
2023-05,HU638,HU,CAMPING,TN,INBOUND,3071,542,5.67,37.72,359018.92,107.05,1.35,506,0,1,0.4115,tour_occ_toor,2024W1,2025-07-01
2023-06,NL91,NL,APARTHOTEL,DK,OUTBOUND,2024,616,3.29,33.55,261518.7,120.02,0.777,409,0,1,0.5558,tour_occ_arm,2023W4,2024-08-17
2023-07,IT28,IT,HOTEL,LU,DOMESTIC,2386,971,2.46,22.99,166393.43,72.84,0.762,716,0,0,0.3281,tour_cap_nat,2023W3,2025-06-04
2023-08,CY546,CY,OTHER,BA,INBOUND,2855,596,4.79,67.27,614094.03,193.88,1.18,701,1,1,0.4103,tour_occ_nim,2023W2,2024-11-24
2023-09,RO825,RO,SHORT_TERM_RENTAL,IR,OUTBOUND,2594,421,6.16,33.14,426052.04,165.16,0.671,800,1,0,0.5011,tour_dem_ttac,2023W1,2025-12-29
2023-10,DE750,DE,HOSTEL,RS,DOMESTIC,2673,940,2.84,90.56,58640.86,23.36,0.708,420,0,0,0.591,tour_occ_toor,2022W4,2025-02-27
2023-11,RO13,RO,CAMPING,HR,INBOUND,2270,449,5.06,41.61,307970.03,158.85,1.094,761,1,1,0.1823,tour_occ_arm,2022W3,2025-07-28
2023-12,BE8,BE,APARTHOTEL,IT,OUTBOUND,3131,1033,3.03,35.21,152074.11,44.73,0.758,612,0,1,0.2753,tour_cap_nat,2022W2,2025-12-27
2024-01,SK99,SK,HOTEL,ES,DOMESTIC,2693,896,3.01,27.83,477157.98,190.14,0.797,655,0,0,0.8313,tour_occ_nim,2022W1,2024-09-18
2024-02,FI5,FI,OTHER,GH,INBOUND,2780,1195,2.33,21.16,383464.47,149.33,1.08,735,1,0,0.7359,tour_dem_ttac,2026W4,2026-02-02
2024-03,NL90,NL,SHORT_TERM_RENTAL,NG,OUTBOUND,2729,659,4.14,33.19,317012.05,134.5,0.917,764,1,0,0.9162,tour_occ_toor,2026W3,2024-07-10
2024-04,FR23,FR,HOSTEL,AT,DOMESTIC,2438,573,4.25,62.46,306419.64,146.68,1.352,523,1,0,0.7887,tour_occ_arm,2026W2,2025-10-04
2024-05,LU98,LU,CAMPING,GR,INBOUND,3101,1017,3.05,85.96,632804.57,199.37,0.739,607,1,0,0.17,tour_cap_nat,2026W1,2024-05-18
2024-06,PT2,PT,APARTHOTEL,RO,OUTBOUND,2130,778,2.74,83.67,224087.98,101.74,1.429,766,0,0,0.3818,tour_occ_nim,2025W4,2025-03-12
2024-07,HU49,HU,HOTEL,EG,DOMESTIC,2255,457,4.93,62.41,375316.16,150.0,1.178,435,1,0,0.914,tour_dem_ttac,2025W3,2024-06-21
2024-08,SI98,SI,OTHER,MD,INBOUND,2423,474,5.11,84.4,273454.8,126.28,0.834,774,0,0,0.4782,tour_occ_toor,2025W2,2024-12-30
2024-09,FI70,FI,SHORT_TERM_RENTAL,UA,OUTBOUND,2363,463,5.1,27.9,180739.67,87.11,0.957,695,1,1,0.5507,tour_occ_arm,2025W1,2024-10-18
2024-10,SI373,SI,HOSTEL,FI,DOMESTIC,2562,734,3.49,45.55,708925.11,251.54,1.377,744,1,0,0.4168,tour_cap_nat,2024W4,2024-06-26
2024-11,BE13,BE,CAMPING,NL,INBOUND,2967,581,5.11,25.28,499746.71,158.09,1.097,557,0,0,0.4862,tour_occ_nim,2024W3,2026-02-13
2024-12,DK12,DK,APARTHOTEL,CH,OUTBOUND,2091,442,4.73,32.68,415650.07,231.18,1.159,469,0,0,0.7594,tour_dem_ttac,2024W2,2024-03-24
2025-01,SE26,SE,HOTEL,JP,DOMESTIC,3140,1042,3.01,72.26,186233.9,54.62,0.665,464,1,0,0.3102,tour_occ_toor,2024W1,2024-06-10
2025-02,PT308,PT,OTHER,SY,INBOUND,2484,448,5.54,73.02,479571.63,214.95,0.99,831,0,1,0.3995,tour_occ_arm,2023W4,2024-11-30
2025-03,MT970,MT,SHORT_TERM_RENTAL,CZ,OUTBOUND,2792,557,5.01,34.72,281519.88,113.33,0.715,542,1,0,0.1952,tour_cap_nat,2023W3,2024-03-09
2025-04,PL3,PL,HOSTEL,LT,DOMESTIC,2115,787,2.69,26.16,431611.38,216.87,1.035,587,1,1,0.9381,tour_occ_nim,2023W2,2026-01-14
2025-05,SK163,SK,CAMPING,AL,INBOUND,2554,767,3.33,78.89,566598.35,232.97,1.35,757,0,0,0.8615,tour_dem_ttac,2023W1,2025-08-10
2025-06,GR3,GR,APARTHOTEL,IQ,OUTBOUND,2418,615,3.93,30.1,294302.52,136.71,1.414,564,1,1,0.8277,tour_occ_toor,2022W4,2025-04-20
2025-07,CZ9,CZ,HOTEL,PK,DOMESTIC,2253,534,4.22,74.88,57049.51,23.48,1.218,639,1,1,0.4983,tour_occ_arm,2022W3,2026-02-07
2025-08,SI74,SI,OTHER,BG,INBOUND,3114,703,4.43,61.08,285117.79,93.62,0.881,646,1,1,0.6197,tour_cap_nat,2022W2,2025-10-17
2025-09,AT705,AT,SHORT_TERM_RENTAL,IE,OUTBOUND,3272,738,4.43,23.91,357286.21,96.73,1.18,499,0,1,0.1509,tour_occ_nim,2022W1,2025-03-31
2025-10,DE93,DE,HOSTEL,SI,DOMESTIC,2745,442,6.21,34.74,459151.54,151.97,1.409,489,0,0,0.3327,tour_dem_ttac,2026W4,2025-03-23
2025-11,MT49,MT,CAMPING,GE,INBOUND,2276,701,3.25,67.48,196155.39,81.21,0.974,602,0,0,0.0747,tour_occ_toor,2026W3,2025-02-06
2025-12,ES53,ES,APARTHOTEL,MK,OUTBOUND,3191,641,4.98,43.35,199489.89,63.39,1.269,572,1,0,0.5805,tour_occ_arm,2026W2,2025-12-03
2026-01,CZ3,CZ,HOTEL,VN,DOMESTIC,2501,464,5.39,92.87,468227.74,180.1,1.391,588,1,0,0.8883,tour_cap_nat,2026W1,2025-08-09
2026-02,MT471,MT,OTHER,DE,INBOUND,2216,832,2.66,63.92,356893.35,151.52,0.972,808,1,1,0.1778,tour_occ_nim,2025W4,2025-07-07
2026-03,FR10,FR,SHORT_TERM_RENTAL,PT,OUTBOUND,2594,421,6.16,45.28,94013.92,39.84,1.304,761,0,0,0.4493,tour_dem_ttac,2025W3,2026-02-15
2026-04,MT644,MT,HOSTEL,DZ,DOMESTIC,2915,604,4.83,35.46,314549.4,97.65,0.854,759,1,1,0.7876,tour_occ_toor,2025W2,2024-09-01
2026-05,NL41,NL,CAMPING,MA,INBOUND,3194,1285,2.49,80.7,232841.11,72.1,1.177,660,0,1,0.1582,tour_occ_arm,2025W1,2024-02-14
2026-06,GR95,GR,APARTHOTEL,TR,OUTBOUND,2273,766,2.97,68.04,281042.0,110.44,1.464,767,1,1,0.2245,tour_cap_nat,2024W4,2024-05-19
2026-07,IE798,IE,HOTEL,EE,DOMESTIC,2299,654,3.52,87.2,505790.0,240.15,0.977,475,1,1,0.5494,tour_occ_nim,2024W3,2024-07-28
2026-08,FR518,FR,OTHER,MT,INBOUND,2827,709,3.99,74.6,265298.58,91.91,0.91,710,0,0,0.2551,tour_dem_ttac,2024W2,2025-01-10
2026-09,IT272,IT,SHORT_TERM_RENTAL,BY,OUTBOUND,2983,946,3.15,57.14,312370.73,94.21,0.972,522,0,1,0.5464,tour_occ_toor,2024W1,2024-10-26
2026-10,BG78,BG,HOSTEL,IS,DOMESTIC,2793,470,5.94,47.04,217540.22,70.21,0.709,494,1,0,0.2631,tour_occ_arm,2023W4,2024-09-02
2026-11,LU885,LU,CAMPING,RU,INBOUND,2275,442,5.15,20.74,184522.45,74.67,0.678,487,0,0,0.4284,tour_cap_nat,2023W3,2024-09-25
2026-12,BE90,BE,APARTHOTEL,CY,OUTBOUND,2844,628,4.53,49.43,118283.93,40.77,1.067,683,0,1,0.6289,tour_occ_nim,2023W2,2026-02-17
2018-01,DE478,DE,HOTEL,LV,DOMESTIC,2429,742,3.27,58.25,100264.57,46.26,1.202,739,1,1,0.3122,tour_dem_ttac,2023W1,2026-02-05
2018-02,CZ41,CZ,OTHER,SE,INBOUND,2838,632,4.49,56.11,657020.69,222.61,0.862,782,1,1,0.4455,tour_occ_toor,2022W4,2024-09-23
2018-03,GR304,GR,SHORT_TERM_RENTAL,IN,OUTBOUND,3344,950,3.52,70.17,64400.45,21.96,1.364,866,0,0,0.2721,tour_occ_arm,2022W3,2025-10-22
2018-04,SE69,SE,HOSTEL,NO,DOMESTIC,2645,577,4.58,47.06,304937.88,114.52,0.874,801,0,0,0.3524,tour_cap_nat,2022W2,2025-02-11
2018-05,MT333,MT,CAMPING,BE,INBOUND,2783,536,5.19,85.47,324884.61,107.39,1.11,686,1,0,0.4548,tour_occ_nim,2022W1,2025-10-01
2018-06,BG659,BG,APARTHOTEL,HU,OUTBOUND,2827,592,4.78,46.16,210234.32,68.07,1.255,870,1,0,0.9426,tour_dem_ttac,2026W4,2025-08-02
2018-07,ES357,ES,HOTEL,SK,DOMESTIC,3091,935,3.31,22.03,392270.28,121.37,1.286,508,1,0,0.7482,tour_occ_toor,2026W3,2025-05-01
2018-08,IE904,IE,OTHER,GB,INBOUND,2427,929,2.61,37.48,573250.66,249.15,1.138,680,1,0,0.805,tour_occ_arm,2026W2,2024-11-23
2018-09,LT689,LT,SHORT_TERM_RENTAL,ME,OUTBOUND,3015,612,4.93,48.26,125633.52,45.71,1.514,841,0,0,0.2655,tour_cap_nat,2026W1,2024-01-26
2018-10,IT476,IT,HOSTEL,US,DOMESTIC,3455,837,4.13,77.66,149060.93,46.91,0.911,547,1,0,0.7306,tour_occ_nim,2025W4,2024-05-30
2018-11,SE56,SE,CAMPING,FR,INBOUND,2595,556,4.67,87.53,522315.6,213.19,1.33,736,0,0,0.8289,tour_dem_ttac,2025W3,2024-07-04
2018-12,FI417,FI,APARTHOTEL,PL,OUTBOUND,3242,763,4.25,64.93,254529.61,68.98,1.021,557,1,1,0.4984,tour_occ_toor,2025W2,2025-11-10
2019-01,NL46,NL,HOTEL,CN,DOMESTIC,3521,877,4.01,69.42,450219.11,148.76,0.85,686,0,0,0.1614,tour_occ_arm,2025W1,2024-05-29
2019-02,RO59,RO,OTHER,KE,INBOUND,3072,864,3.56,72.43,742055.45,237.07,0.866,813,0,0,0.2877,tour_cap_nat,2024W4,2024-09-22
2019-03,GR1,GR,SHORT_TERM_RENTAL,TN,OUTBOUND,3493,945,3.7,64.82,419491.72,116.89,1.441,739,1,0,0.5578,tour_occ_nim,2024W3,2024-02-26
2019-04,LT845,LT,HOSTEL,DK,DOMESTIC,3546,688,5.15,24.16,596132.81,188.46,0.841,544,0,0,0.7006,tour_dem_ttac,2024W2,2024-03-11
2019-05,HU262,HU,CAMPING,LU,INBOUND,2466,1089,2.26,65.52,443427.91,187.9,1.176,854,1,0,0.7523,tour_occ_toor,2024W1,2024-03-13
2019-06,NL406,NL,APARTHOTEL,BA,OUTBOUND,2925,572,5.11,55.55,324572.81,111.05,0.98,568,1,0,0.101,tour_occ_arm,2023W4,2025-02-10
2019-07,IT10,IT,HOTEL,IR,DOMESTIC,2409,468,5.15,20.12,177370.29,83.34,1.485,544,1,0,0.1273,tour_cap_nat,2023W3,2026-01-07
2019-08,IE86,IE,OTHER,RS,INBOUND,3318,1356,2.45,56.3,151985.42,52.9,1.248,684,0,0,0.195,tour_occ_nim,2023W2,2025-05-11
2019-09,HR43,HR,SHORT_TERM_RENTAL,HR,OUTBOUND,2996,663,4.52,84.4,378907.04,112.86,1.027,632,0,0,0.9476,tour_dem_ttac,2023W1,2025-09-18
2019-10,IT719,IT,HOSTEL,IT,DOMESTIC,3023,1369,2.21,28.45,693451.1,201.97,1.411,697,0,0,0.6315,tour_occ_toor,2022W4,2024-04-29
2019-11,HU545,HU,CAMPING,ES,INBOUND,2505,871,2.88,38.97,621969.69,251.79,1.156,770,1,0,0.6839,tour_occ_arm,2022W3,2024-06-17
2019-12,FI304,FI,APARTHOTEL,GH,OUTBOUND,3372,760,4.44,74.98,383007.68,126.7,0.809,541,0,0,0.0589,tour_cap_nat,2022W2,2024-07-13
2020-01,AT43,AT,HOTEL,NG,DOMESTIC,2427,645,3.76,42.07,296568.65,133.67,1.095,860,0,0,0.078,tour_occ_nim,2022W1,2024-03-28
2020-02,FR699,FR,OTHER,AT,INBOUND,2929,1307,2.24,29.81,282137.92,101.36,0.703,598,0,0,0.7817,tour_dem_ttac,2026W4,2025-05-15
2020-03,NL756,NL,SHORT_TERM_RENTAL,GR,OUTBOUND,2758,477,5.78,61.42,355027.77,145.73,0.777,807,1,1,0.6892,tour_occ_toor,2026W3,2024-01-22
2020-04,BE403,BE,HOSTEL,RO,DOMESTIC,3110,628,4.95,71.74,780303.9,224.31,0.734,921,1,0,0.6797,tour_occ_arm,2026W2,2026-02-04
2020-05,SK17,SK,CAMPING,EG,INBOUND,2827,716,3.95,62.12,181938.56,60.84,0.703,844,1,1,0.5775,tour_cap_nat,2026W1,2024-11-05
2020-06,HU15,HU,APARTHOTEL,MD,OUTBOUND,3239,789,4.11,91.8,318664.6,87.74,1.347,845,0,0,0.8412,tour_occ_nim,2025W4,2024-06-06
2020-07,FR8,FR,HOTEL,UA,DOMESTIC,2624,529,4.96,21.11,570393.41,216.79,0.813,766,1,0,0.5209,tour_dem_ttac,2025W3,2025-05-31
2020-08,LT88,LT,OTHER,FI,INBOUND,3499,1304,2.68,68.29,724872.17,207.29,0.803,895,1,0,0.1375,tour_occ_toor,2025W2,2026-02-13
2020-09,IT127,IT,SHORT_TERM_RENTAL,NL,OUTBOUND,3118,597,5.22,94.49,302506.24,107.0,1.099,692,1,1,0.9715,tour_occ_arm,2025W1,2025-04-06
2020-10,IE358,IE,HOSTEL,CH,DOMESTIC,3632,604,6.01,55.93,282624.08,91.34,1.068,901,0,1,0.0523,tour_cap_nat,2024W4,2024-01-12
2020-11,MT58,MT,CAMPING,JP,INBOUND,3359,842,3.99,79.56,519468.57,154.22,1.453,741,0,1,0.4126,tour_occ_nim,2024W3,2024-12-26
2020-12,AT341,AT,APARTHOTEL,SY,OUTBOUND,2570,480,5.35,36.46,369729.24,131.57,0.829,706,0,1,0.3294,tour_dem_ttac,2024W2,2025-08-31
2021-01,DE51,DE,HOTEL,CZ,DOMESTIC,3272,577,5.67,76.09,141936.0,43.71,0.792,662,0,1,0.5495,tour_occ_toor,2024W1,2026-02-03
2021-02,NL111,NL,OTHER,LT,INBOUND,3263,639,5.11,93.69,566345.97,202.69,1.157,829,1,1,0.8146,tour_occ_arm,2023W4,2025-05-23
2021-03,BE58,BE,SHORT_TERM_RENTAL,AL,OUTBOUND,3142,547,5.74,41.63,130125.19,40.17,0.861,878,1,1,0.6755,tour_cap_nat,2023W3,2026-02-02
2021-04,LT48,LT,HOSTEL,IQ,DOMESTIC,3139,539,5.82,39.57,183914.01,55.72,1.113,712,0,0,0.5633,tour_occ_nim,2023W2,2024-07-19
2021-05,NL786,NL,CAMPING,PK,INBOUND,3077,1189,2.59,72.5,773552.87,218.64,1.069,743,1,0,0.6914,tour_dem_ttac,2023W1,2024-09-19
2021-06,BG19,BG,APARTHOTEL,BG,OUTBOUND,3697,1514,2.44,42.81,186875.33,44.35,1.143,866,1,0,0.584,tour_occ_toor,2022W4,2024-05-25
2021-07,AT853,AT,HOTEL,IE,DOMESTIC,3561,759,4.69,55.73,953272.2,241.36,1.069,826,1,1,0.8126,tour_occ_arm,2022W3,2025-09-03
2021-08,HU971,HU,OTHER,SI,INBOUND,2687,1016,2.64,45.37,258527.18,85.49,1.048,894,1,1,0.4424,tour_cap_nat,2022W2,2025-12-30
2021-09,EE8,EE,SHORT_TERM_RENTAL,GE,OUTBOUND,3500,1048,3.34,73.28,228879.45,69.04,1.37,626,1,1,0.9188,tour_occ_nim,2022W1,2024-08-27
2021-10,GR5,GR,HOSTEL,MK,DOMESTIC,3582,1007,3.56,75.56,194107.48,62.97,1.211,828,0,0,0.8355,tour_dem_ttac,2026W4,2026-02-14
2021-11,PL85,PL,CAMPING,VN,INBOUND,3126,504,6.2,54.88,602479.05,171.14,0.761,850,0,1,0.5481,tour_occ_toor,2026W3,2024-12-15
2021-12,DE828,DE,APARTHOTEL,DE,OUTBOUND,3043,550,5.53,19.76,187806.3,59.34,0.843,618,1,0,0.787,tour_occ_arm,2026W2,2024-12-13
2022-01,AT7,AT,HOTEL,PT,DOMESTIC,3060,561,5.45,20.41,563550.26,182.15,1.195,578,0,1,0.2794,tour_cap_nat,2026W1,2025-07-21
2022-02,NL89,NL,OTHER,DZ,INBOUND,3358,578,5.81,83.41,360948.0,123.18,1.481,824,0,1,0.0908,tour_occ_nim,2025W4,2024-01-25
2022-03,HU78,HU,SHORT_TERM_RENTAL,MA,OUTBOUND,2683,725,3.7,66.8,529536.49,207.09,1.487,899,0,0,0.712,tour_dem_ttac,2025W3,2024-09-21
2022-04,ES513,ES,HOSTEL,TR,DOMESTIC,3372,766,4.4,60.69,635760.98,174.69,1.394,620,0,0,0.6515,tour_occ_toor,2025W2,2024-10-26
2022-05,MT92,MT,CAMPING,EE,INBOUND,3189,1224,2.61,60.49,153530.96,52.88,1.246,764,0,0,0.9187,tour_occ_arm,2025W1,2025-04-29
2022-06,FI1,FI,APARTHOTEL,MT,OUTBOUND,3281,601,5.46,72.39,69417.46,23.84,1.418,938,0,0,0.4778,tour_cap_nat,2024W4,2025-04-08
2022-07,IE258,IE,HOTEL,BY,DOMESTIC,3257,580,5.62,29.01,409157.63,113.76,1.174,841,1,1,0.9757,tour_occ_nim,2024W3,2024-06-18
2022-08,HR1,HR,OTHER,IS,INBOUND,2987,496,6.02,63.25,691924.6,254.08,1.036,980,0,0,0.0643,tour_dem_ttac,2024W2,2024-04-16
2022-09,AT5,AT,SHORT_TERM_RENTAL,RU,OUTBOUND,3752,1166,3.22,93.93,475653.27,127.99,1.428,850,0,1,0.5885,tour_occ_toor,2024W1,2025-09-20
2022-10,BE9,BE,HOSTEL,CY,DOMESTIC,2727,613,4.45,37.99,360618.62,117.85,0.701,645,1,0,0.7647,tour_occ_arm,2023W4,2025-04-28
2022-11,ES3,ES,CAMPING,LV,INBOUND,2878,497,5.79,27.1,721374.69,241.97,1.538,693,0,1,0.948,tour_cap_nat,2023W3,2024-09-10
2022-12,SK68,SK,APARTHOTEL,SE,OUTBOUND,3044,621,4.9,49.87,577331.16,179.53,1.429,621,1,0,0.3476,tour_occ_nim,2023W2,2025-01-31
2023-01,LU3,LU,HOTEL,IN,DOMESTIC,3646,656,5.56,67.09,1021853.09,246.9,0.915,738,0,0,0.4915,tour_dem_ttac,2023W1,2024-09-13
2023-02,GR81,GR,OTHER,NO,INBOUND,3386,1159,2.92,52.86,894132.3,237.33,0.954,851,0,0,0.0576,tour_occ_toor,2022W4,2025-01-13
2023-03,ES45,ES,SHORT_TERM_RENTAL,BE,OUTBOUND,3025,621,4.87,46.68,647059.66,238.05,1.509,629,1,0,0.1958,tour_occ_arm,2022W3,2025-03-24
2023-04,CY244,CY,HOSTEL,HU,DOMESTIC,3013,872,3.46,69.73,434585.56,130.88,1.093,781,1,0,0.762,tour_cap_nat,2022W2,2025-12-28
2023-05,MT777,MT,CAMPING,SK,INBOUND,3379,773,4.37,76.4,71383.8,18.55,0.706,847,0,0,0.5516,tour_occ_nim,2022W1,2024-12-04
2023-06,EE49,EE,APARTHOTEL,GB,OUTBOUND,3539,605,5.85,85.52,322115.73,83.31,1.239,873,1,0,0.0509,tour_dem_ttac,2026W4,2025-07-24
2023-07,DE17,DE,HOTEL,ME,DOMESTIC,3885,1377,2.82,39.87,281768.96,75.67,1.368,908,1,0,0.2214,tour_occ_toor,2026W3,2025-11-15
2023-08,NL85,NL,OTHER,US,INBOUND,2842,834,3.41,74.05,460036.62,152.41,1.404,625,1,1,0.1562,tour_occ_arm,2026W2,2025-10-17
2023-09,ES82,ES,SHORT_TERM_RENTAL,FR,OUTBOUND,3388,1213,2.79,61.18,305488.8,82.68,1.052,938,1,0,0.4415,tour_cap_nat,2026W1,2024-03-20
2023-10,SI3,SI,HOSTEL,PL,DOMESTIC,3576,642,5.57,54.93,409114.91,119.34,1.392,667,1,1,0.7722,tour_occ_nim,2025W4,2024-01-30
2023-11,LT2,LT,CAMPING,CN,INBOUND,3560,644,5.53,83.01,305482.5,88.57,0.877,831,1,0,0.4065,tour_dem_ttac,2025W3,2024-09-03
2023-12,SK2,SK,APARTHOTEL,KE,OUTBOUND,3332,632,5.27,45.62,67844.47,21.4,1.536,625,1,1,0.9108,tour_occ_toor,2025W2,2024-12-11
2024-01,LV2,LV,HOTEL,TN,DOMESTIC,3800,850,4.47,19.58,232232.33,53.78,1.423,776,1,0,0.6587,tour_occ_arm,2025W1,2026-01-13
2024-02,BE1,BE,OTHER,DK,INBOUND,3804,1141,3.33,52.25,107730.18,29.46,0.969,855,0,0,0.4343,tour_cap_nat,2024W4,2024-03-18
2024-03,LV6,LV,SHORT_TERM_RENTAL,LU,OUTBOUND,3812,621,6.14,60.54,460624.52,135.99,1.352,668,0,0,0.3388,tour_occ_nim,2024W3,2026-01-15
2024-04,DK18,DK,HOSTEL,BA,DOMESTIC,3724,988,3.77,66.93,317053.5,91.78,0.764,899,0,0,0.4148,tour_dem_ttac,2024W2,2026-02-15
2024-05,ES2,ES,CAMPING,IR,INBOUND,3917,1734,2.26,24.85,863431.49,235.52,1.225,909,1,1,0.4784,tour_occ_toor,2024W1,2025-06-04
2024-06,LU157,LU,APARTHOTEL,RS,OUTBOUND,3134,1072,2.92,47.27,589882.44,164.08,0.653,950,1,0,0.3904,tour_occ_arm,2023W4,2024-10-04
2024-07,PL937,PL,HOTEL,HR,DOMESTIC,3172,890,3.56,39.54,809066.93,256.92,1.204,661,1,0,0.8068,tour_cap_nat,2023W3,2024-09-25
2024-08,BG398,BG,OTHER,IT,INBOUND,3175,556,5.71,93.92,783455.65,254.8,0.792,943,1,0,0.5378,tour_occ_nim,2023W2,2024-06-11
2024-09,HU5,HU,SHORT_TERM_RENTAL,ES,OUTBOUND,4052,1047,3.87,84.88,178104.97,46.08,0.718,959,1,0,0.2483,tour_dem_ttac,2023W1,2024-10-22
2024-10,CY9,CY,HOSTEL,GH,DOMESTIC,3145,1079,2.91,88.24,495190.0,175.43,1.38,712,0,0,0.3055,tour_occ_toor,2022W4,2025-12-31
2024-11,HU87,HU,CAMPING,NG,INBOUND,3558,976,3.65,90.2,786989.17,204.99,1.016,959,0,1,0.2815,tour_occ_arm,2022W3,2024-06-16
2024-12,NL588,NL,APARTHOTEL,AT,OUTBOUND,3816,1459,2.62,92.43,259440.18,75.44,1.524,810,1,0,0.9276,tour_cap_nat,2022W2,2025-09-04
2025-01,DE563,DE,HOTEL,GR,DOMESTIC,3387,753,4.5,60.41,91638.94,29.06,1.004,667,1,0,0.931,tour_occ_nim,2022W1,2024-01-06
2025-02,SE7,SE,OTHER,RO,INBOUND,3706,776,4.78,46.36,597716.93,180.32,1.436,653,1,0,0.6675,tour_dem_ttac,2026W4,2024-06-01
2025-03,BG37,BG,SHORT_TERM_RENTAL,EG,OUTBOUND,3226,553,5.83,19.15,442202.37,135.97,1.347,654,1,0,0.4454,tour_occ_toor,2026W3,2024-07-29
2025-04,IT17,IT,HOSTEL,MD,DOMESTIC,3396,1046,3.25,39.31,860776.04,230.47,1.449,993,0,1,0.1281,tour_occ_arm,2026W2,2025-08-26
