house_sales_sale_month,house_sales_parcel_id_hash,house_sales_property_type_code,house_sales_sale_price_usd,house_sales_sale_price_per_sqft,house_sales_days_on_market,house_sales_list_to_sale_ratio,house_sales_mortgage_rate_at_sale,house_sales_loan_to_value_pct,house_sales_down_payment_pct,house_sales_buyer_type_code,house_sales_seller_type_code,house_sales_cash_sale_flag,house_sales_new_construction_flag,house_sales_renovation_flag,house_sales_assessed_value_usd,house_sales_taxable_value_usd,house_sales_school_quality_index,house_sales_neighborhood_walkscore,house_sales_recording_document_type
2019-12,PARC0000000144,MULTIFAMILY_2_4,423813,88.15,194,101.63,2.584,65.93,34.07,INVESTOR,INDIVIDUAL,0,0,0,332114,286103,8.2,82.4,TRUST_DEED
2020-01,PARC0000000145,SFH,423962,87.96,162,107.69,5.753,88.12,11.88,INSTITUTIONAL,INVESTOR,0,0,0,309078,240110,4.9,53.0,QUITCLAIM
2020-02,PARC0000000146,SFH,480715,96.47,175,85.1,3.695,60.34,39.66,RELOCATING,BUILDER,0,0,0,405273,398116,5.9,0.7,SHERIFF_DEED
2020-03,PARC0000000147,MANUFACTURED,532003,563.56,156,108.85,7.723,71.24,28.76,FIRST_TIME,BUILDER,0,0,0,425362,407234,1.2,3.6,WARRANTY_DEED
2020-04,PARC0000000148,TOWNHOME,373956,173.37,49,102.05,7.382,96.3,3.7,FIRST_TIME,BUILDER,0,0,0,384460,329719,2.9,78.8,SHERIFF_DEED
2020-05,PARC0000000149,CONDO,428092,105.73,172,97.54,3.357,92.98,7.02,INVESTOR,INVESTOR,0,0,0,351004,320224,6.2,23.3,WARRANTY_DEED
2020-06,PARC0000000150,CONDO,247691,89.16,157,86.31,7.437,75.79,24.21,RELOCATING,ESTATE,0,0,0,231337,227984,2.9,36.5,WARRANTY_DEED
2020-07,PARC0000000151,MULTIFAMILY_5P,344254,171.1,167,104.72,3.176,76.17,23.83,INSTITUTIONAL,INDIVIDUAL,1,0,1,259510,230260,6.7,5.1,WARRANTY_DEED
2020-08,PARC0000000152,MULTIFAMILY_5P,251207,244.13,5,102.87,7.679,50.25,49.75,RELOCATING,INVESTOR,1,0,1,245193,192464,8.2,48.2,FORECLOSURE_DEED
2020-09,PARC0000000153,MULTIFAMILY_5P,272073,162.04,135,111.92,5.788,81.14,18.86,FIRST_TIME,ESTATE,0,0,0,246008,217685,2.7,15.0,QUITCLAIM
2020-10,PARC0000000154,CONDO,243026,164.88,210,100.37,6.92,75.85,24.15,FIRST_TIME,BUILDER,0,0,0,189555,146708,4.4,1.2,FORECLOSURE_DEED
2020-11,PARC0000000155,MULTIFAMILY_2_4,217326,293.68,136,91.2,3.705,73.56,26.44,RELOCATING,INVESTOR,1,0,0,218755,211742,5.8,19.9,TRUST_DEED
2020-12,PARC0000000156,MULTIFAMILY_2_4,362185,84.05,161,104.9,2.313,52.7,47.3,FIRST_TIME,BUILDER,0,0,0,275675,262713,6.6,83.9,SHERIFF_DEED
2021-01,PARC0000000157,CONDO,919857,1013.06,181,101.74,2.509,66.53,33.47,INVESTOR,BUILDER,0,0,0,707964,545056,7.4,56.9,QUITCLAIM
2021-02,PARC0000000158,TOWNHOME,537540,425.27,55,105.88,7.399,75.74,24.26,INSTITUTIONAL,INVESTOR,0,0,0,524243,431777,9.9,92.6,WARRANTY_DEED
2021-03,PARC0000000159,SFH,280220,97.88,166,92.73,3.082,72.19,27.81,RELOCATING,ESTATE,1,0,0,292524,252625,8.9,20.2,FORECLOSURE_DEED
2021-04,PARC0000000160,MULTIFAMILY_5P,577823,138.77,28,96.08,3.71,79.56,20.44,RELOCATING,BUILDER,0,0,0,436298,414452,1.6,81.4,SHERIFF_DEED
2021-05,PARC0000000161,MULTIFAMILY_5P,300822,92.87,50,100.0,4.823,71.08,28.92,OWNER_OCCUPANT,INVESTOR,0,0,0,315610,315202,9.6,92.5,WARRANTY_DEED
2021-06,PARC0000000162,TOWNHOME,177647,88.69,61,85.39,6.75,93.17,6.83,OWNER_OCCUPANT,INDIVIDUAL,0,0,1,175787,148358,1.6,16.4,QUITCLAIM
2021-07,PARC0000000163,MULTIFAMILY_2_4,626353,733.43,190,108.87,4.762,60.35,39.65,FIRST_TIME,BUILDER,1,0,0,655946,550543,8.9,9.2,SHERIFF_DEED
2021-08,PARC0000000164,MULTIFAMILY_5P,476005,349.23,17,100.34,7.684,71.47,28.53,INVESTOR,BANK_REO,1,0,0,451130,406876,5.5,81.5,FORECLOSURE_DEED
2021-09,PARC0000000165,CONDO,476622,93.99,62,102.89,5.028,69.73,30.27,INVESTOR,INDIVIDUAL,1,1,0,419725,364282,9.0,30.0,WARRANTY_DEED
2021-10,PARC0000000166,MULTIFAMILY_5P,144680,32.13,80,90.23,5.536,70.23,29.77,RELOCATING,INVESTOR,0,0,0,116839,104632,8.2,87.2,TRUST_DEED
2021-11,PARC0000000167,CONDO,279573,82.13,215,93.13,4.628,74.47,25.53,INSTITUTIONAL,BUILDER,0,1,0,207676,194538,1.3,84.7,TRUST_DEED
2021-12,PARC0000000168,MANUFACTURED,326678,328.32,68,111.77,6.81,64.7,35.3,INSTITUTIONAL,BUILDER,0,0,0,240503,207586,5.5,78.8,SHERIFF_DEED
2022-01,PARC0000000169,CONDO,266915,151.06,183,101.56,5.743,73.53,26.47,INVESTOR,INVESTOR,0,0,0,269839,216955,5.5,36.4,FORECLOSURE_DEED
2022-02,PARC0000000170,MULTIFAMILY_2_4,298564,226.53,132,99.1,7.761,77.87,22.13,OWNER_OCCUPANT,BUILDER,0,0,0,295946,271648,3.2,88.2,SHERIFF_DEED
2022-03,PARC0000000171,MULTIFAMILY_5P,111207,50.66,181,100.09,6.643,77.27,22.73,FIRST_TIME,BANK_REO,0,0,0,79872,78411,6.1,9.6,QUITCLAIM
2022-04,PARC0000000172,SFH,76679,17.53,99,106.82,2.754,68.79,31.21,INVESTOR,INVESTOR,0,0,0,76330,68479,5.0,61.4,SHERIFF_DEED
2022-05,PARC0000000173,MULTIFAMILY_5P,162009,253.54,71,101.76,7.124,82.96,17.04,OWNER_OCCUPANT,BANK_REO,0,0,0,118800,92323,1.4,96.2,FORECLOSURE_DEED
2022-06,PARC0000000174,MULTIFAMILY_5P,166049,39.35,135,98.74,3.013,74.69,25.31,FIRST_TIME,INVESTOR,1,0,1,155160,120340,4.9,92.3,QUITCLAIM
2022-07,PARC0000000175,SFH,707236,136.22,206,103.44,5.212,82.86,17.14,FIRST_TIME,BANK_REO,0,0,0,684139,671590,5.2,78.6,FORECLOSURE_DEED
2022-08,PARC0000000176,MANUFACTURED,328015,220.74,74,88.72,4.441,64.95,35.05,FIRST_TIME,BANK_REO,0,1,0,270051,256905,1.1,86.2,TRUST_DEED
2022-09,PARC0000000177,CONDO,147199,29.64,129,102.46,4.378,56.23,43.77,INSTITUTIONAL,ESTATE,0,0,0,144434,128695,4.5,14.9,FORECLOSURE_DEED
2022-10,PARC0000000178,TOWNHOME,372467,91.7,116,87.92,3.202,93.75,6.25,FIRST_TIME,BUILDER,0,0,0,309556,240629,3.9,49.1,TRUST_DEED
2022-11,PARC0000000179,SFH,198730,140.35,144,85.88,7.736,57.12,42.88,RELOCATING,BUILDER,0,0,1,149541,145274,4.2,23.6,FORECLOSURE_DEED
2022-12,PARC0000000180,MULTIFAMILY_5P,578750,136.53,184,97.96,7.993,66.67,33.33,INSTITUTIONAL,BANK_REO,0,0,0,449198,358487,8.7,75.1,TRUST_DEED
2023-01,PARC0000000181,TOWNHOME,183950,70.86,122,109.57,4.006,96.84,3.16,FIRST_TIME,BUILDER,0,0,0,173431,164965,2.9,60.0,QUITCLAIM
2023-02,PARC0000000182,TOWNHOME,569431,788.69,116,109.93,3.306,84.09,15.91,FIRST_TIME,BANK_REO,0,0,0,586010,560178,6.0,2.4,WARRANTY_DEED
2023-03,PARC0000000183,MANUFACTURED,386675,156.8,70,105.15,4.544,75.28,24.72,INSTITUTIONAL,BUILDER,1,0,0,354669,313042,5.5,66.7,TRUST_DEED
2023-04,PARC0000000184,TOWNHOME,214040,44.86,153,95.75,5.032,94.09,5.91,OWNER_OCCUPANT,INDIVIDUAL,1,0,0,150274,125923,7.0,75.5,TRUST_DEED
2023-05,PARC0000000185,MULTIFAMILY_5P,310843,106.49,178,105.72,8.341,72.82,27.18,INSTITUTIONAL,INVESTOR,0,0,0,270567,268500,7.3,74.9,WARRANTY_DEED
2023-06,PARC0000000186,SFH,816979,290.95,202,107.81,7.149,72.19,27.81,OWNER_OCCUPANT,INVESTOR,0,0,0,635220,488453,3.6,44.5,TRUST_DEED
2023-07,PARC0000000187,MULTIFAMILY_2_4,191373,257.22,149,93.65,5.208,51.95,48.05,INSTITUTIONAL,INVESTOR,0,0,1,163187,140931,7.0,28.2,FORECLOSURE_DEED
2023-08,PARC0000000188,MULTIFAMILY_2_4,468040,103.09,207,85.24,6.285,57.84,42.16,FIRST_TIME,BANK_REO,1,0,0,441401,381531,8.8,97.9,FORECLOSURE_DEED
2023-09,PARC0000000189,MANUFACTURED,231726,50.75,52,102.28,8.518,75.74,24.26,INSTITUTIONAL,INDIVIDUAL,0,1,0,205190,182741,4.3,31.2,SHERIFF_DEED
2023-10,PARC0000000190,CONDO,291912,59.26,103,98.58,5.909,73.37,26.63,INSTITUTIONAL,INDIVIDUAL,1,0,0,254795,249258,7.4,26.2,WARRANTY_DEED
2023-11,PARC0000000191,MANUFACTURED,180531,37.18,84,89.69,7.258,66.29,33.71,RELOCATING,INDIVIDUAL,0,0,0,180248,137662,8.2,88.9,TRUST_DEED
2023-12,PARC0000000192,MULTIFAMILY_2_4,673838,707.81,57,108.22,3.757,58.53,41.47,RELOCATING,ESTATE,0,0,0,688706,579767,8.9,82.1,QUITCLAIM
2024-01,PARC0000000193,TOWNHOME,570231,176.71,24,85.3,6.881,92.87,7.13,OWNER_OCCUPANT,INDIVIDUAL,0,0,0,469191,362135,3.9,5.0,SHERIFF_DEED
2024-02,PARC0000000194,CONDO,208640,76.65,112,105.07,2.825,94.42,5.58,FIRST_TIME,INDIVIDUAL,0,0,0,166673,165713,9.9,19.7,TRUST_DEED
2024-03,PARC0000000195,MANUFACTURED,743657,810.08,177,107.93,7.418,52.98,47.02,INSTITUTIONAL,INDIVIDUAL,0,0,0,702355,544518,4.2,96.5,SHERIFF_DEED
2024-04,PARC0000000196,CONDO,234214,48.7,56,100.84,8.335,84.85,15.15,OWNER_OCCUPANT,BUILDER,0,0,0,226352,217896,6.7,31.9,SHERIFF_DEED
2024-05,PARC0000000197,TOWNHOME,182623,48.33,134,88.49,7.452,61.58,38.42,INVESTOR,INDIVIDUAL,0,0,0,180684,171318,9.1,78.5,FORECLOSURE_DEED
2024-06,PARC0000000198,SFH,307326,125.85,81,97.86,6.848,87.98,12.02,INVESTOR,INDIVIDUAL,0,1,0,302778,254291,9.4,77.8,FORECLOSURE_DEED
2024-07,PARC0000000199,TOWNHOME,560972,301.76,18,91.83,4.2,62.16,37.84,RELOCATING,BUILDER,0,0,0,553305,446055,5.4,12.5,FORECLOSURE_DEED
2024-08,PARC0000000200,TOWNHOME,256354,179.9,21,91.53,7.77,54.99,45.01,INSTITUTIONAL,INDIVIDUAL,0,1,1,230726,229226,7.6,85.7,WARRANTY_DEED
2024-09,PARC0000000201,MULTIFAMILY_2_4,347560,79.7,16,97.8,7.339,76.59,23.41,FIRST_TIME,BANK_REO,1,0,0,279217,243629,5.2,18.3,TRUST_DEED
2024-10,PARC0000000202,MULTIFAMILY_5P,114293,87.51,74,88.8,7.899,85.5,14.5,RELOCATING,BANK_REO,0,0,0,110065,107839,2.4,70.3,WARRANTY_DEED
2024-11,PARC0000000203,CONDO,695728,268.93,24,91.61,7.266,72.72,27.28,FIRST_TIME,BANK_REO,0,0,0,619085,527613,1.8,48.8,WARRANTY_DEED
2024-12,PARC0000000204,CONDO,531614,366.88,98,95.77,3.843,58.96,41.04,RELOCATING,INDIVIDUAL,0,0,0,513112,476163,1.2,64.2,SHERIFF_DEED
2025-01,PARC0000000205,CONDO,520852,111.96,191,96.28,8.222,78.65,21.35,FIRST_TIME,BANK_REO,0,1,0,460218,442829,8.9,42.8,TRUST_DEED
2025-02,PARC0000000206,TOWNHOME,451761,182.83,29,101.24,7.284,81.71,18.29,FIRST_TIME,ESTATE,0,0,0,383254,312120,4.0,32.8,TRUST_DEED
2025-03,PARC0000000207,MULTIFAMILY_5P,792788,202.76,219,108.26,3.099,78.53,21.47,INSTITUTIONAL,BANK_REO,1,0,0,621109,501248,4.0,42.7,FORECLOSURE_DEED
2025-04,PARC0000000208,MANUFACTURED,1343303,294.84,96,109.86,8.372,62.73,37.27,INSTITUTIONAL,INDIVIDUAL,1,0,0,1044052,1043250,9.0,3.5,TRUST_DEED
2025-05,PARC0000000209,SFH,288249,64.98,13,101.17,2.508,81.13,18.87,INVESTOR,INVESTOR,0,0,1,252186,208402,7.6,94.6,TRUST_DEED
2025-06,PARC0000000210,MULTIFAMILY_5P,616928,522.38,36,95.46,4.272,96.53,3.47,INSTITUTIONAL,ESTATE,1,1,0,463687,459181,9.7,90.3,WARRANTY_DEED
2025-07,PARC0000000211,MANUFACTURED,287550,88.31,60,88.14,5.217,59.54,40.46,FIRST_TIME,INDIVIDUAL,0,0,0,267489,216730,1.7,71.8,QUITCLAIM
2025-08,PARC0000000212,MULTIFAMILY_2_4,138112,29.24,72,108.9,4.739,63.38,36.62,FIRST_TIME,INVESTOR,0,1,0,98780,84965,8.6,49.3,TRUST_DEED
2025-09,PARC0000000213,MANUFACTURED,293704,104.93,83,89.81,6.921,58.92,41.08,OWNER_OCCUPANT,BUILDER,0,1,0,251101,218192,4.7,15.9,TRUST_DEED
2025-10,PARC0000000214,SFH,511350,319.19,213,106.45,4.934,88.08,11.92,INVESTOR,INVESTOR,0,1,0,438442,365063,1.7,94.7,TRUST_DEED
2025-11,PARC0000000215,SFH,385244,186.11,171,98.55,7.419,50.13,49.87,INSTITUTIONAL,INVESTOR,0,1,0,318498,247505,9.3,77.7,TRUST_DEED
2025-12,PARC0000000216,MANUFACTURED,702100,251.92,175,108.94,3.66,70.47,29.53,OWNER_OCCUPANT,INDIVIDUAL,0,0,0,646420,508719,4.1,86.0,WARRANTY_DEED
2026-01,PARC0000000217,SFH,226667,52.47,56,86.68,3.73,77.11,22.89,INSTITUTIONAL,INDIVIDUAL,0,0,1,212199,211720,9.6,94.9,TRUST_DEED
2026-02,PARC0000000218,MANUFACTURED,247913,399.86,13,93.0,5.161,67.08,32.92,FIRST_TIME,INVESTOR,0,0,0,177911,164756,4.8,85.8,QUITCLAIM
2026-03,PARC0000000219,MANUFACTURED,401874,126.73,44,89.1,2.51,53.18,46.82,INVESTOR,BANK_REO,0,0,0,409045,322072,2.0,77.9,FORECLOSURE_DEED
2026-04,PARC0000000220,MANUFACTURED,569769,111.04,116,94.59,2.548,72.14,27.86,RELOCATING,INVESTOR,0,0,0,403811,346201,6.6,89.6,SHERIFF_DEED
2026-05,PARC0000000221,MULTIFAMILY_2_4,339393,74.02,159,103.47,4.333,85.99,14.01,INSTITUTIONAL,BANK_REO,0,0,0,327838,262312,8.1,79.2,FORECLOSURE_DEED
2026-06,PARC0000000222,SFH,93143,30.14,66,108.62,4.902,71.42,28.58,RELOCATING,INDIVIDUAL,0,0,1,72135,64950,8.6,80.9,SHERIFF_DEED
2026-07,PARC0000000223,TOWNHOME,176203,117.08,101,105.86,6.881,53.93,46.07,INVESTOR,BUILDER,0,0,0,125688,118899,2.8,21.5,SHERIFF_DEED
2026-08,PARC0000000224,MANUFACTURED,531366,385.89,164,89.74,3.608,78.06,21.94,RELOCATING,INDIVIDUAL,0,0,0,547972,476477,8.1,59.5,WARRANTY_DEED
2026-09,PARC0000000225,SFH,212336,96.25,162,110.34,8.529,59.39,40.61,RELOCATING,INVESTOR,1,0,1,149982,123487,3.1,61.7,TRUST_DEED
2026-10,PARC0000000226,MULTIFAMILY_2_4,357494,174.64,31,110.09,7.921,66.37,33.63,INSTITUTIONAL,ESTATE,0,0,0,286475,247634,4.5,84.3,QUITCLAIM
2026-11,PARC0000000227,CONDO,786796,151.45,135,103.19,7.498,88.48,11.52,RELOCATING,BANK_REO,0,0,0,713831,604378,3.0,77.3,FORECLOSURE_DEED
2026-12,PARC0000000228,MULTIFAMILY_2_4,330360,86.39,80,104.27,2.698,91.06,8.94,OWNER_OCCUPANT,INVESTOR,0,0,0,321876,288219,9.3,42.1,FORECLOSURE_DEED
2027-01,PARC0000000229,TOWNHOME,228342,298.49,190,104.66,4.753,95.15,4.85,INVESTOR,BUILDER,0,0,0,191967,147451,8.2,59.2,WARRANTY_DEED
2027-02,PARC0000000230,TOWNHOME,339505,75.88,219,101.33,3.326,67.82,32.18,INVESTOR,BANK_REO,1,0,0,330058,312459,5.6,92.7,FORECLOSURE_DEED
2027-03,PARC0000000231,MULTIFAMILY_2_4,2052983,1271.2,79,90.47,2.753,89.19,10.81,RELOCATING,INDIVIDUAL,0,0,0,1529932,1494914,9.4,78.4,QUITCLAIM
2027-04,PARC0000000232,MANUFACTURED,607657,168.51,41,100.17,4.633,66.04,33.96,INSTITUTIONAL,ESTATE,0,0,0,591690,583572,4.1,73.8,SHERIFF_DEED
2027-05,PARC0000000233,SFH,324946,127.83,181,90.37,6.672,82.4,17.6,INVESTOR,BANK_REO,1,0,0,237908,215025,7.9,21.5,QUITCLAIM
2027-06,PARC0000000234,CONDO,127454,29.25,54,89.16,3.928,78.37,21.63,OWNER_OCCUPANT,INVESTOR,1,0,0,91206,86299,4.2,74.6,SHERIFF_DEED
2027-07,PARC0000000235,MANUFACTURED,567035,197.37,216,92.81,2.507,76.3,23.7,INVESTOR,BANK_REO,0,0,1,544226,414523,3.8,56.5,QUITCLAIM
2027-08,PARC0000000236,MULTIFAMILY_2_4,623219,416.03,40,88.26,4.757,68.4,31.6,INSTITUTIONAL,BUILDER,1,0,0,506812,442239,1.2,93.4,SHERIFF_DEED
2027-09,PARC0000000237,TOWNHOME,334868,103.0,180,110.14,7.531,80.96,19.04,OWNER_OCCUPANT,INVESTOR,0,0,0,330881,254710,2.6,89.5,WARRANTY_DEED
2027-10,PARC0000000238,MANUFACTURED,196758,42.0,33,93.71,5.568,86.78,13.22,FIRST_TIME,INVESTOR,0,0,0,201700,161565,5.8,18.0,SHERIFF_DEED
2027-11,PARC0000000239,MULTIFAMILY_2_4,106216,155.06,127,99.82,5.886,65.42,34.58,RELOCATING,BUILDER,1,0,0,87709,72197,2.8,9.5,SHERIFF_DEED
2027-12,PARC0000000240,CONDO,422135,145.76,52,85.11,6.799,58.17,41.83,FIRST_TIME,INVESTOR,0,0,1,361996,287463,9.1,44.9,TRUST_DEED
2028-01,PARC0000000241,MULTIFAMILY_5P,179984,45.03,168,94.52,6.803,72.84,27.16,FIRST_TIME,BANK_REO,0,1,0,135807,121184,7.3,57.4,TRUST_DEED
2028-02,PARC0000000242,MANUFACTURED,356344,71.71,146,93.31,6.946,77.86,22.14,OWNER_OCCUPANT,BUILDER,0,0,0,253058,243646,5.2,52.7,FORECLOSURE_DEED
2028-03,PARC0000000243,MULTIFAMILY_5P,343587,212.88,146,93.26,7.82,63.01,36.99,OWNER_OCCUPANT,INVESTOR,0,0,0,269516,251188,3.0,21.6,TRUST_DEED
2028-04,PARC0000000244,MANUFACTURED,290701,63.88,127,100.7,4.759,52.84,47.16,INVESTOR,INVESTOR,0,1,0,239486,236411,6.9,76.1,TRUST_DEED
2028-05,PARC0000000245,MANUFACTURED,244568,224.17,94,87.56,6.926,52.18,47.82,INVESTOR,INVESTOR,0,0,0,250801,223110,1.6,22.3,FORECLOSURE_DEED
2028-06,PARC0000000246,CONDO,432356,674.5,91,104.83,2.746,57.09,42.91,FIRST_TIME,BANK_REO,1,0,0,426839,385315,8.9,52.3,QUITCLAIM
2028-07,PARC0000000247,MULTIFAMILY_5P,148263,232.02,138,107.9,2.407,90.74,9.26,INVESTOR,BANK_REO,0,0,0,144262,115438,8.9,36.6,FORECLOSURE_DEED
2028-08,PARC0000000248,SFH,286206,94.49,129,85.81,2.914,57.31,42.69,OWNER_OCCUPANT,BUILDER,0,0,1,226900,212335,2.6,75.5,TRUST_DEED
2028-09,PARC0000000249,MANUFACTURED,695838,151.8,10,109.1,5.509,73.15,26.85,INSTITUTIONAL,INDIVIDUAL,0,0,0,696823,580238,8.1,66.0,TRUST_DEED
2028-10,PARC0000000250,MULTIFAMILY_5P,247833,74.83,48,101.48,6.648,85.34,14.66,INSTITUTIONAL,ESTATE,0,0,0,246291,211461,7.3,89.0,SHERIFF_DEED
2028-11,PARC0000000251,SFH,246155,258.57,75,89.57,5.295,61.21,38.79,FIRST_TIME,INVESTOR,1,1,0,244844,201014,1.7,58.2,FORECLOSURE_DEED
2028-12,PARC0000000252,MANUFACTURED,411768,79.6,143,109.36,4.534,67.84,32.16,INSTITUTIONAL,BUILDER,0,0,1,417385,358354,9.8,5.5,TRUST_DEED
2029-01,PARC0000000253,MANUFACTURED,262089,84.76,217,105.71,2.361,96.1,3.9,INVESTOR,INVESTOR,0,0,0,246984,223486,8.5,52.4,SHERIFF_DEED
2029-02,PARC0000000254,CONDO,417778,198.85,151,86.53,7.32,78.29,21.71,RELOCATING,ESTATE,0,1,1,401577,363466,6.7,76.1,QUITCLAIM
2029-03,PARC0000000255,TOWNHOME,249823,144.24,7,90.95,7.619,96.26,3.74,INSTITUTIONAL,ESTATE,0,0,0,213482,204491,4.9,50.5,TRUST_DEED
2029-04,PARC0000000256,MULTIFAMILY_5P,378196,98.59,61,100.96,4.579,66.15,33.85,FIRST_TIME,INVESTOR,0,0,1,391559,297347,2.7,89.7,QUITCLAIM
2029-05,PARC0000000257,MANUFACTURED,767269,743.48,144,98.04,7.838,70.9,29.1,RELOCATING,INDIVIDUAL,1,0,0,649514,533135,7.7,20.2,WARRANTY_DEED
2029-06,PARC0000000258,MANUFACTURED,507634,383.99,40,89.01,7.583,61.39,38.61,INVESTOR,INVESTOR,0,0,0,475619,435506,8.1,20.0,TRUST_DEED
2029-07,PARC0000000259,TOWNHOME,448713,171.13,111,88.07,4.094,62.63,37.37,FIRST_TIME,ESTATE,0,0,0,470121,385727,8.4,20.2,SHERIFF_DEED
2029-08,PARC0000000260,TOWNHOME,266934,83.23,203,88.74,7.29,65.23,34.77,INVESTOR,BUILDER,1,1,0,263137,232211,5.7,5.4,FORECLOSURE_DEED
2029-09,PARC0000000261,CONDO,383195,95.92,9,103.14,6.719,79.3,20.7,INSTITUTIONAL,ESTATE,0,0,0,393069,365229,4.2,84.9,QUITCLAIM
2029-10,PARC0000000262,SFH,241921,108.53,65,96.93,6.921,89.89,10.11,RELOCATING,INVESTOR,0,0,0,171863,159044,1.0,54.9,WARRANTY_DEED
2029-11,PARC0000000263,CONDO,248824,176.22,54,100.51,2.922,80.12,19.88,OWNER_OCCUPANT,ESTATE,0,0,0,175562,146958,9.6,96.2,QUITCLAIM
2029-12,PARC0000000264,MANUFACTURED,287185,91.11,163,99.85,4.236,86.54,13.46,INVESTOR,BANK_REO,0,0,0,245710,202099,1.4,3.1,WARRANTY_DEED
2030-01,PARC0000000265,SFH,678009,139.36,101,109.3,5.48,81.18,18.82,INVESTOR,INVESTOR,0,0,0,667116,601362,4.8,11.8,QUITCLAIM
2030-02,PARC0000000266,MANUFACTURED,425595,689.78,120,104.2,7.684,80.91,19.09,RELOCATING,BUILDER,0,1,0,411837,360312,2.2,43.7,WARRANTY_DEED
2030-03,PARC0000000267,MANUFACTURED,364232,126.95,84,106.67,5.083,62.78,37.22,INSTITUTIONAL,BANK_REO,0,0,0,264541,238799,5.4,91.0,TRUST_DEED
2030-04,PARC0000000268,MULTIFAMILY_5P,244664,70.65,214,99.36,6.333,60.06,39.94,FIRST_TIME,BUILDER,0,0,0,255186,210941,2.8,37.3,FORECLOSURE_DEED
2030-05,PARC0000000269,TOWNHOME,320259,63.11,144,111.67,3.542,80.1,19.9,INVESTOR,INVESTOR,0,0,0,296196,248638,1.6,46.6,SHERIFF_DEED
2030-06,PARC0000000270,CONDO,313111,142.45,88,106.2,4.384,69.14,30.86,INVESTOR,BANK_REO,0,0,0,264968,255947,2.1,33.8,FORECLOSURE_DEED
2030-07,PARC0000000271,SFH,278645,149.09,28,85.68,2.883,95.17,4.83,RELOCATING,INVESTOR,1,0,0,218384,167364,8.3,43.6,FORECLOSURE_DEED
2030-08,PARC0000000272,TOWNHOME,474407,157.87,190,91.38,2.388,60.91,39.09,OWNER_OCCUPANT,ESTATE,1,1,0,480420,411621,1.4,77.4,QUITCLAIM
2030-09,PARC0000000273,MULTIFAMILY_2_4,898552,1024.57,199,94.04,6.422,62.86,37.14,FIRST_TIME,BANK_REO,1,1,0,712454,567593,6.5,95.7,QUITCLAIM
2030-10,PARC0000000274,CONDO,385860,121.23,182,106.6,8.695,53.93,46.07,OWNER_OCCUPANT,INDIVIDUAL,0,0,0,275665,240485,8.4,77.9,TRUST_DEED
2030-11,PARC0000000275,SFH,435539,346.77,81,95.37,5.055,80.44,19.56,OWNER_OCCUPANT,INDIVIDUAL,0,0,0,336617,307032,2.1,82.5,TRUST_DEED
2030-12,PARC0000000276,CONDO,264317,114.97,147,90.4,7.979,89.99,10.01,INSTITUTIONAL,BUILDER,0,0,0,275316,247995,8.2,86.9,FORECLOSURE_DEED
2031-01,PARC0000000277,MULTIFAMILY_5P,198646,50.01,16,111.38,2.982,79.21,20.79,INVESTOR,BANK_REO,0,0,0,161910,144413,6.5,50.7,SHERIFF_DEED
2031-02,PARC0000000278,MULTIFAMILY_5P,244915,71.24,56,101.82,2.317,96.09,3.91,OWNER_OCCUPANT,BANK_REO,1,0,0,189714,177378,7.1,47.1,WARRANTY_DEED
2031-03,PARC0000000279,SFH,188920,75.42,140,99.11,8.698,50.73,49.27,INSTITUTIONAL,ESTATE,0,0,0,145995,110687,1.5,10.4,FORECLOSURE_DEED
2031-04,PARC0000000280,TOWNHOME,134026,28.21,67,85.18,7.58,71.59,28.41,INSTITUTIONAL,INVESTOR,0,0,0,121632,100266,4.4,29.6,FORECLOSURE_DEED
2031-05,PARC0000000281,CONDO,365601,138.43,204,104.85,5.414,64.13,35.87,RELOCATING,BUILDER,0,0,1,315536,311660,10.0,60.1,QUITCLAIM
2031-06,PARC0000000282,MULTIFAMILY_2_4,446257,638.42,38,85.29,8.307,57.04,42.96,RELOCATING,INDIVIDUAL,0,0,0,406412,336581,5.2,9.0,SHERIFF_DEED
2031-07,PARC0000000283,MANUFACTURED,516827,373.16,40,101.21,7.581,60.37,39.63,INVESTOR,ESTATE,1,0,0,403568,372202,7.4,95.6,WARRANTY_DEED
2031-08,PARC0000000284,MANUFACTURED,280647,257.47,209,107.05,7.551,67.65,32.35,INVESTOR,ESTATE,0,0,1,253316,215119,3.5,10.0,TRUST_DEED
2031-09,PARC0000000285,MANUFACTURED,194549,49.73,16,107.73,7.34,50.57,49.43,RELOCATING,BANK_REO,0,0,0,201288,151593,6.1,58.2,TRUST_DEED
2031-10,PARC0000000286,TOWNHOME,401088,116.02,137,85.65,6.31,68.45,31.55,OWNER_OCCUPANT,INDIVIDUAL,0,0,0,404068,373098,2.5,74.0,WARRANTY_DEED
2031-11,PARC0000000287,TOWNHOME,360844,113.76,214,88.62,6.749,77.95,22.05,INVESTOR,ESTATE,0,0,1,309574,290709,6.5,40.8,SHERIFF_DEED
2031-12,PARC0000000288,MULTIFAMILY_5P,515042,851.31,6,91.32,6.603,57.12,42.88,INVESTOR,INVESTOR,0,1,0,506244,484619,3.3,7.2,SHERIFF_DEED
2032-01,PARC0000000289,MULTIFAMILY_2_4,159235,44.23,107,109.42,4.503,73.5,26.5,FIRST_TIME,ESTATE,0,1,0,123369,102042,6.2,31.1,TRUST_DEED
