biz_small_application_date,biz_small_entity_type_code,biz_small_founder_demographic_category,biz_small_home_based_business_flag,biz_small_industry_intent_nic,biz_small_expected_first_payroll_date,biz_small_expected_hiring_count,biz_small_expected_revenue_bracket,biz_small_financing_source_code,biz_small_loan_approval_flag,biz_small_loan_amount_inr,biz_small_credit_score_band,biz_small_business_license_required_flag,biz_small_permit_complexity_score,biz_small_incubator_participation_flag,biz_small_mentor_hours_received,biz_small_online_presence_score,biz_small_ecommerce_enablement_flag,biz_small_closure_within_1yr_flag,biz_small_growth_intent_score
2022-11-28,partnership,minority,1,5152,2023-05-25,20,50L-2Cr,invoice_finance,1,2022312.15,600-649,0,51.46,0,49.11,75.15,1,0,76.86
2020-01-27,opc,st,0,5683,2020-02-16,8,10Cr+,vc,0,0.0,NA,0,36.41,0,33.58,66.63,0,0,26.11
2023-11-23,partnership,st,0,4097,2024-03-29,5,10L-50L,angel,0,0.0,NA,1,13.3,0,7.86,50.87,0,0,45.96
2025-09-06,proprietorship,minority,1,1689,2025-10-31,3,10Cr+,nbfc,1,5194527.61,700-749,1,49.1,0,20.13,57.09,1,0,67.9
2020-06-25,llp,minority,0,5792,2020-10-15,2,10L-50L,angel,0,0.0,600-649,0,39.45,1,42.06,52.22,1,0,46.46
2023-06-29,producer_company,women,0,7727,2024-06-07,22,50L-2Cr,govt_grant,0,0.0,NA,0,45.17,0,26.8,18.21,1,0,73.02
2019-05-10,llp,veteran,0,5617,2020-03-27,0,10Cr+,nbfc,0,0.0,600-649,0,70.62,0,36.94,54.74,0,0,33.36
2024-03-11,llp,sc,0,1095,2025-02-10,7,0-10L,family_friends,0,0.0,300-599,1,14.35,0,8.18,80.99,1,0,60.75
2021-07-02,section8,st,0,4272,2021-10-16,26,2Cr-10Cr,govt_grant,1,1087927.53,600-649,1,24.51,1,41.16,32.44,1,0,74.37
2019-06-18,proprietorship,first_time_founder,0,3486,2019-12-29,10,10Cr+,govt_grant,1,2153831.67,NA,1,18.92,0,321.71,34.43,1,0,67.36
2019-12-17,producer_company,general,1,1577,2020-06-24,9,2Cr-10Cr,vc,0,0.0,600-649,0,57.03,0,8.15,46.04,0,0,82.58
2023-09-20,producer_company,st,0,7135,2023-11-14,13,10Cr+,invoice_finance,0,0.0,300-599,1,36.82,0,329.64,15.52,1,0,76.15
2019-12-14,producer_company,sc,1,9907,2020-11-28,1,2Cr-10Cr,self_funded,1,3620091.77,600-649,1,48.76,0,19.21,58.54,0,0,72.42
2021-12-07,producer_company,first_time_founder,0,2068,2022-04-25,19,0-10L,vc,1,9392143.75,300-599,0,57.23,0,90.64,38.47,0,0,54.74
2024-12-21,pvt_ltd,obc,1,2768,2025-04-12,4,2Cr-10Cr,govt_grant,0,0.0,NA,0,25.32,0,55.8,75.37,1,0,40.38
2023-07-06,llp,women,0,4725,2023-08-22,2,10Cr+,angel,1,8825205.9,750-900,1,36.45,0,11.51,47.61,1,0,65.45
2024-01-24,opc,obc,1,1690,2024-11-25,11,50L-2Cr,angel,0,0.0,NA,1,62.35,0,60.57,79.7,1,0,67.17
2025-06-09,proprietorship,first_time_founder,0,6671,2026-05-13,10,2Cr-10Cr,bank_loan,0,0.0,600-649,0,39.64,0,20.74,81.62,0,0,83.2
2025-10-01,pvt_ltd,obc,1,5538,2026-04-09,58,2Cr-10Cr,govt_grant,1,1466679.08,750-900,0,57.91,0,80.78,63.64,1,0,56.19
2020-06-30,opc,first_time_founder,0,3255,2021-02-11,3,0-10L,govt_grant,1,7146384.25,700-749,1,72.42,0,84.01,61.94,0,0,50.39
2023-04-11,partnership,differently_abled,0,7475,2024-02-18,9,50L-2Cr,family_friends,1,7052727.91,650-699,0,27.61,0,20.79,30.85,0,0,89.98
2023-02-13,proprietorship,general,0,3541,2023-10-13,1,50L-2Cr,govt_grant,0,0.0,300-599,0,35.54,0,42.33,80.19,0,0,44.7
2024-10-20,pvt_ltd,first_time_founder,0,2306,2025-06-27,9,0-10L,angel,1,800578.05,NA,0,33.83,0,49.31,36.51,1,1,32.57
2022-09-01,pvt_ltd,differently_abled,0,5153,2023-02-28,50,2Cr-10Cr,vc,0,0.0,NA,0,5.46,0,25.45,37.47,1,0,91.71
2024-02-24,section8,differently_abled,1,4059,2024-06-23,34,2Cr-10Cr,nbfc,0,0.0,600-649,1,35.06,0,44.08,53.56,0,0,16.15
2020-02-04,opc,sc,0,8240,2020-03-16,5,10L-50L,angel,0,0.0,300-599,1,49.01,1,21.96,100.0,0,0,45.27
2023-09-16,pvt_ltd,first_time_founder,0,2327,2024-03-24,10,50L-2Cr,bank_loan,0,0.0,600-649,1,31.1,0,45.98,16.25,0,0,73.93
2026-02-19,section8,differently_abled,1,2736,2026-10-13,6,0-10L,self_funded,0,0.0,300-599,0,35.49,1,9.69,41.25,1,0,75.6
2023-03-18,producer_company,general,0,1597,2023-06-28,8,2Cr-10Cr,nbfc,0,0.0,600-649,1,59.35,0,151.85,42.6,0,0,49.01
2025-12-16,pvt_ltd,st,0,9349,2026-08-21,13,10L-50L,nbfc,0,0.0,300-599,0,72.16,0,4.81,45.67,0,0,98.58
2024-05-21,llp,first_time_founder,0,3027,2025-05-15,4,2Cr-10Cr,self_funded,0,0.0,300-599,1,38.78,0,12.64,48.07,0,0,54.11
2022-07-23,section8,general,0,5307,2022-12-31,0,2Cr-10Cr,invoice_finance,0,0.0,NA,1,73.28,0,9.79,52.29,0,0,44.93
2021-01-21,proprietorship,women,0,1270,2021-06-30,18,10L-50L,vc,1,2456469.6,650-699,0,51.53,0,6.83,54.47,1,1,89.25
2022-02-27,producer_company,veteran,1,9309,2022-04-22,9,0-10L,vc,0,0.0,300-599,0,11.22,1,86.11,90.24,0,0,80.03
2024-09-21,partnership,veteran,0,3508,2025-04-10,5,10L-50L,self_funded,1,5001997.23,300-599,1,0.0,0,35.98,33.57,0,0,63.32
2019-06-10,section8,general,1,9547,2020-04-19,1,2Cr-10Cr,bank_loan,1,1765634.73,750-900,1,66.71,0,2.37,39.45,1,0,49.91
2022-07-08,producer_company,minority,0,8813,2022-10-20,4,10Cr+,invoice_finance,1,571760.52,750-900,1,46.41,0,35.34,51.89,0,0,100.0
2024-12-17,pvt_ltd,general,0,8835,2025-01-01,4,2Cr-10Cr,bank_loan,0,0.0,300-599,1,51.06,0,15.87,47.77,0,1,70.66
2022-03-12,opc,women,1,5693,2022-10-07,5,50L-2Cr,nbfc,0,0.0,600-649,1,30.48,0,100.31,62.95,0,0,100.0
2022-06-23,proprietorship,st,1,4510,2023-02-24,4,50L-2Cr,invoice_finance,0,0.0,600-649,1,60.72,0,31.08,41.21,0,0,41.51
2023-12-23,partnership,minority,0,2868,2024-07-28,7,10L-50L,self_funded,0,0.0,300-599,1,59.35,0,11.98,82.54,1,0,35.25
2024-04-01,llp,differently_abled,1,7993,2024-11-05,18,50L-2Cr,self_funded,0,0.0,300-599,0,87.8,0,92.79,43.37,1,0,61.31
2024-01-01,llp,first_time_founder,1,4876,2024-02-02,2,0-10L,angel,0,0.0,600-649,0,41.17,0,32.31,61.3,1,0,55.02
2025-06-17,partnership,sc,0,2204,2025-07-08,17,10Cr+,nbfc,0,0.0,600-649,1,0.0,0,97.94,33.52,1,0,30.97
2023-09-08,llp,minority,1,3611,2024-07-29,6,50L-2Cr,vc,1,717959.31,NA,1,60.71,0,19.21,34.68,1,0,51.41
2020-11-29,producer_company,minority,1,3168,2021-03-09,2,0-10L,govt_grant,0,0.0,NA,1,78.12,0,23.93,53.07,1,0,60.81
2020-01-19,proprietorship,st,0,8230,2020-07-03,16,10Cr+,vc,1,4141268.35,650-699,0,35.31,1,45.83,75.29,0,0,78.1
2024-02-07,section8,veteran,1,4843,2024-12-28,4,2Cr-10Cr,govt_grant,1,2116936.71,600-649,1,10.27,1,63.66,86.25,1,0,55.85
2022-03-27,proprietorship,obc,0,6270,2022-09-11,13,10L-50L,angel,0,0.0,NA,0,81.44,1,9.9,81.96,1,1,41.86
2020-09-20,section8,first_time_founder,0,6278,2021-02-13,7,10Cr+,bank_loan,1,1378767.49,700-749,0,45.0,0,18.59,25.58,1,0,32.12
2020-07-06,pvt_ltd,sc,0,1169,2021-01-25,8,0-10L,nbfc,1,6917142.9,300-599,1,63.26,0,40.68,50.12,1,0,50.14
2025-07-21,pvt_ltd,minority,1,9469,2026-05-01,2,50L-2Cr,govt_grant,1,595536.81,600-649,0,44.49,0,55.89,36.4,1,0,50.77
2023-02-22,section8,veteran,0,2963,2023-04-27,27,10Cr+,govt_grant,0,0.0,NA,1,16.98,0,26.08,65.15,0,0,53.05
2019-09-07,producer_company,general,0,5881,2020-01-06,4,0-10L,bank_loan,0,0.0,NA,1,23.73,0,43.45,53.15,1,0,65.14
2020-05-22,partnership,st,0,8459,2020-08-03,21,10L-50L,vc,0,0.0,NA,1,26.62,0,29.93,55.04,0,1,42.3
2020-05-13,partnership,st,1,6043,2021-04-28,7,0-10L,family_friends,0,0.0,600-649,0,37.78,0,117.76,38.89,0,0,60.29
2024-03-02,section8,sc,0,5857,2024-10-31,1,0-10L,self_funded,1,7113858.57,700-749,1,65.22,0,9.82,48.01,0,0,57.22
2020-08-27,section8,differently_abled,0,4869,2021-03-21,2,0-10L,angel,0,0.0,NA,1,0.0,0,27.21,58.79,0,0,74.81
2019-12-13,proprietorship,first_time_founder,0,7650,2020-06-16,2,10Cr+,self_funded,0,0.0,300-599,1,17.27,0,132.83,62.19,1,0,63.94
2021-04-12,proprietorship,general,0,9281,2021-11-04,13,0-10L,bank_loan,1,6337703.11,650-699,0,98.62,0,62.96,82.13,0,0,77.1
2019-09-27,producer_company,women,1,2698,2020-06-10,8,0-10L,bank_loan,1,3307595.33,750-900,1,57.17,0,13.3,57.01,0,0,60.91
2023-03-27,partnership,obc,0,9402,2023-08-02,1,10L-50L,govt_grant,0,0.0,NA,0,26.87,0,18.78,64.45,1,0,85.27
2022-05-21,proprietorship,st,1,2324,2022-12-10,3,50L-2Cr,govt_grant,1,1471567.05,650-699,0,63.19,0,107.84,47.45,1,0,74.45
2025-05-09,partnership,first_time_founder,1,1104,2025-12-27,2,10Cr+,angel,0,0.0,600-649,0,9.12,0,15.04,68.65,0,0,71.57
2025-02-14,opc,sc,0,5713,2025-10-23,9,0-10L,self_funded,1,1376021.81,750-900,1,68.45,0,26.11,21.92,0,0,68.37
2022-06-05,partnership,obc,1,2296,2023-05-19,9,50L-2Cr,nbfc,1,2053759.0,750-900,1,51.01,0,13.58,60.2,1,0,70.49
2025-06-28,proprietorship,sc,1,8864,2025-09-04,1,10L-50L,invoice_finance,0,0.0,300-599,1,21.51,0,9.8,63.09,0,0,62.26
2022-03-12,producer_company,st,0,7621,2022-08-22,14,2Cr-10Cr,bank_loan,1,2587084.8,600-649,1,15.84,1,50.31,74.42,1,0,27.43
2026-02-03,section8,minority,0,1547,2026-09-23,4,2Cr-10Cr,family_friends,0,0.0,NA,0,57.98,0,56.47,61.41,1,0,80.96
2025-01-13,opc,obc,0,7020,2025-05-23,5,2Cr-10Cr,bank_loan,0,0.0,300-599,1,71.35,0,86.43,60.81,0,0,47.84
2020-07-08,proprietorship,veteran,0,5029,2020-12-08,9,0-10L,nbfc,0,0.0,300-599,1,28.22,0,5.4,18.21,1,0,48.61
2024-10-10,section8,minority,0,4313,2024-12-24,1,50L-2Cr,self_funded,0,0.0,NA,1,61.49,0,14.72,42.96,0,0,91.54
2025-09-28,llp,veteran,1,6024,2026-03-15,5,0-10L,family_friends,0,0.0,300-599,1,21.25,0,5.14,70.02,1,0,44.06
2021-02-03,pvt_ltd,general,0,4792,2021-06-20,9,2Cr-10Cr,angel,0,0.0,600-649,1,60.08,0,18.16,71.9,0,0,91.69
2021-02-25,pvt_ltd,general,1,3008,2021-09-17,11,2Cr-10Cr,angel,0,0.0,NA,0,50.17,1,34.29,59.47,0,0,72.14
2021-08-10,section8,veteran,1,3042,2021-10-31,61,50L-2Cr,nbfc,1,6014300.73,300-599,0,22.51,0,29.82,66.89,1,0,76.11
2020-04-09,producer_company,veteran,1,5903,2020-05-06,4,0-10L,family_friends,0,0.0,300-599,0,70.72,0,50.39,51.82,1,0,61.1
2024-11-29,opc,sc,0,4444,2024-12-23,20,0-10L,nbfc,0,0.0,300-599,1,89.48,0,23.4,56.78,0,0,71.53
2026-01-07,pvt_ltd,sc,1,4664,2026-09-11,4,10L-50L,bank_loan,1,288123.59,650-699,1,27.39,0,6.55,46.25,1,0,73.9
2022-11-13,partnership,minority,1,9346,2022-12-22,6,10L-50L,family_friends,0,0.0,NA,1,64.24,0,19.03,35.98,0,0,72.19
2019-10-29,partnership,differently_abled,0,4320,2020-05-26,5,2Cr-10Cr,vc,1,777930.94,NA,1,43.0,0,11.11,62.91,0,0,68.65
2022-11-03,section8,general,0,6529,2023-09-20,5,2Cr-10Cr,govt_grant,0,0.0,300-599,0,67.61,0,61.2,69.74,0,0,49.79
2025-05-05,producer_company,differently_abled,0,8258,2025-10-24,9,2Cr-10Cr,vc,1,1264044.15,600-649,0,60.67,0,132.12,57.75,1,0,69.65
2019-10-21,section8,veteran,1,4863,2020-06-02,1,0-10L,bank_loan,0,0.0,300-599,1,55.75,0,52.05,72.09,1,0,92.72
2023-10-13,pvt_ltd,veteran,0,9803,2024-05-12,10,10L-50L,nbfc,1,789154.2,300-599,0,31.25,0,30.33,42.93,0,0,61.22
2025-03-15,proprietorship,women,1,7909,2025-11-09,44,0-10L,invoice_finance,1,2497004.1,NA,1,4.96,0,23.66,100.0,1,0,73.97
2024-05-27,proprietorship,st,0,6669,2024-07-15,8,2Cr-10Cr,govt_grant,1,859981.92,600-649,0,80.85,0,16.33,83.04,0,0,61.54
2025-04-15,llp,sc,1,4303,2025-08-23,6,0-10L,invoice_finance,0,0.0,300-599,0,79.58,0,58.34,83.54,1,0,100.0
2025-01-13,partnership,general,0,6770,2025-08-19,29,2Cr-10Cr,invoice_finance,0,0.0,600-649,0,31.84,0,45.34,78.55,1,0,55.28
2021-01-02,llp,first_time_founder,1,9852,2021-02-06,27,50L-2Cr,self_funded,0,0.0,NA,1,47.56,0,87.43,60.93,1,0,37.57
2023-10-22,pvt_ltd,sc,0,3466,2024-01-17,3,2Cr-10Cr,invoice_finance,0,0.0,300-599,0,37.62,0,28.67,60.51,1,0,71.51
2023-12-15,section8,differently_abled,0,3844,2024-07-06,4,2Cr-10Cr,invoice_finance,0,0.0,NA,0,42.95,0,5.5,52.82,0,0,75.66
2021-06-24,proprietorship,st,0,4599,2021-10-20,6,10Cr+,vc,1,1018916.8,NA,0,22.72,1,131.42,81.61,1,0,84.74
2024-08-04,partnership,veteran,0,5678,2025-06-13,3,2Cr-10Cr,nbfc,0,0.0,300-599,1,80.44,0,93.63,66.4,0,0,53.41
2019-06-04,producer_company,differently_abled,0,4671,2019-09-09,6,2Cr-10Cr,bank_loan,1,4643643.46,750-900,1,64.13,0,41.49,56.43,1,0,75.16
2025-12-04,producer_company,veteran,0,9997,2026-04-10,7,10Cr+,invoice_finance,0,0.0,300-599,1,52.86,0,66.24,55.94,0,0,24.71
2024-08-28,opc,st,1,9062,2025-05-31,4,10Cr+,self_funded,1,838926.47,700-749,0,51.2,0,17.94,61.5,1,0,46.85
2024-01-12,llp,veteran,0,3507,2024-04-18,4,10Cr+,family_friends,1,2264034.06,750-900,1,79.63,0,12.1,56.66,1,0,49.87
2020-07-03,producer_company,minority,0,9195,2020-11-19,1,50L-2Cr,govt_grant,0,0.0,NA,1,41.47,0,15.97,65.14,0,0,69.47
2022-03-26,proprietorship,women,0,6744,2023-02-21,27,10L-50L,govt_grant,0,0.0,300-599,1,27.37,0,28.89,59.66,0,0,81.18
2023-02-17,section8,women,0,7449,2023-06-21,7,50L-2Cr,family_friends,0,0.0,NA,0,0.0,1,27.01,66.83,0,0,100.0
2023-07-16,pvt_ltd,minority,1,2452,2024-05-26,5,50L-2Cr,family_friends,1,4573591.52,650-699,1,16.09,0,10.01,59.84,1,0,67.25
2025-12-27,proprietorship,obc,1,3799,2026-05-03,2,10L-50L,angel,0,0.0,600-649,1,57.81,1,11.22,76.01,0,1,47.66
2023-07-07,llp,sc,0,4679,2024-04-10,19,0-10L,vc,0,0.0,NA,1,87.02,0,20.23,69.12,0,0,54.27
2024-02-15,llp,st,0,9159,2024-05-22,11,0-10L,govt_grant,0,0.0,NA,1,40.39,0,9.99,63.78,1,0,50.57
2020-05-16,pvt_ltd,differently_abled,0,3672,2021-04-03,16,10Cr+,family_friends,0,0.0,300-599,1,42.69,0,8.67,62.18,0,0,72.5
2019-07-09,proprietorship,veteran,0,8587,2019-09-17,3,10Cr+,self_funded,1,2914377.49,650-699,1,38.92,0,45.01,39.48,0,0,38.98
2025-12-24,pvt_ltd,differently_abled,1,6395,2026-06-05,3,50L-2Cr,bank_loan,0,0.0,300-599,0,42.34,0,80.43,71.42,1,0,59.0
2020-11-13,proprietorship,obc,1,7796,2021-04-29,8,50L-2Cr,invoice_finance,0,0.0,600-649,1,73.82,0,26.4,41.28,0,0,58.01
2024-09-21,section8,minority,0,9510,2025-07-31,7,10L-50L,vc,0,0.0,300-599,0,5.72,0,58.81,59.98,0,0,48.52
2019-05-11,pvt_ltd,obc,0,6792,2020-02-28,12,2Cr-10Cr,bank_loan,1,4706830.43,750-900,0,65.95,0,4.97,35.83,0,0,36.63
2025-10-23,partnership,general,0,1596,2026-02-28,4,50L-2Cr,self_funded,0,0.0,300-599,1,78.69,0,22.7,67.84,0,0,71.44
2023-10-27,opc,differently_abled,1,9083,2024-05-07,5,10L-50L,bank_loan,0,0.0,600-649,1,32.86,0,88.91,70.8,1,0,42.08
2025-04-01,section8,sc,0,8551,2026-02-04,8,10Cr+,govt_grant,0,0.0,300-599,0,38.58,0,8.8,42.6,0,0,94.97
2025-08-08,proprietorship,first_time_founder,0,9932,2025-09-25,9,2Cr-10Cr,family_friends,0,0.0,NA,1,17.72,0,304.0,59.97,0,0,35.43
2023-09-19,llp,sc,0,5244,2023-12-26,2,50L-2Cr,vc,1,1670488.94,700-749,1,71.92,1,18.86,66.22,0,0,66.08
2022-02-14,producer_company,first_time_founder,0,1812,2022-04-12,7,50L-2Cr,angel,0,0.0,300-599,1,46.66,0,19.17,31.05,0,0,43.73
2020-04-04,pvt_ltd,general,0,5629,2020-09-18,14,10Cr+,invoice_finance,0,0.0,600-649,0,20.53,1,30.89,35.41,0,0,41.51
2020-05-03,section8,first_time_founder,0,4180,2021-03-14,5,10L-50L,self_funded,0,0.0,600-649,1,73.65,0,20.25,83.67,1,0,75.42
2024-11-11,producer_company,first_time_founder,0,5304,2025-04-28,10,10L-50L,invoice_finance,0,0.0,NA,1,11.75,0,66.45,49.53,0,0,74.18
2020-05-09,producer_company,veteran,1,5596,2020-12-22,6,50L-2Cr,family_friends,1,609884.06,750-900,1,53.51,0,23.36,82.63,1,0,72.81
2022-12-15,producer_company,women,1,8124,2023-06-13,5,10Cr+,angel,0,0.0,300-599,0,53.64,0,55.1,46.69,0,0,86.26
2019-02-09,pvt_ltd,st,0,6302,2019-07-07,23,10L-50L,nbfc,0,0.0,600-649,0,24.41,0,18.42,35.82,1,0,61.05
2024-05-14,producer_company,general,0,9891,2025-04-03,13,2Cr-10Cr,family_friends,0,0.0,300-599,1,23.55,0,83.81,28.85,0,0,68.64
2022-04-14,section8,sc,0,6124,2022-10-23,5,10L-50L,family_friends,0,0.0,300-599,0,0.0,0,10.51,75.58,0,0,22.11
2024-01-26,section8,general,0,6007,2024-05-02,2,10L-50L,vc,1,737450.24,NA,1,78.39,0,8.82,61.22,1,0,43.56
2023-11-17,opc,obc,0,4000,2024-10-24,10,2Cr-10Cr,angel,0,0.0,NA,1,27.43,0,49.39,32.69,1,0,50.86
2025-01-30,partnership,obc,1,3436,2025-09-22,39,0-10L,angel,0,0.0,300-599,1,43.65,0,5.72,83.43,0,0,65.9
2019-06-18,pvt_ltd,veteran,0,1114,2020-03-22,12,10Cr+,family_friends,0,0.0,300-599,1,88.17,0,16.79,45.26,0,0,56.64
2024-04-10,producer_company,women,0,7435,2024-09-13,6,10L-50L,nbfc,0,0.0,300-599,1,40.44,0,74.37,74.53,0,0,88.96
2022-08-11,partnership,women,1,2136,2023-05-17,8,50L-2Cr,vc,1,426215.33,NA,1,18.31,0,9.11,10.85,0,1,93.01
2023-05-18,opc,st,0,8208,2023-07-14,5,0-10L,invoice_finance,0,0.0,NA,1,42.74,1,30.19,37.88,1,1,80.15
2024-12-07,proprietorship,sc,1,6876,2025-04-23,17,50L-2Cr,vc,1,5360566.95,300-599,0,59.01,0,18.57,53.58,0,0,72.89
2019-05-28,pvt_ltd,minority,0,5326,2020-01-25,18,0-10L,family_friends,0,0.0,600-649,0,0.0,0,9.18,25.29,0,1,71.52
2020-05-22,section8,st,0,3000,2020-09-25,8,10L-50L,bank_loan,0,0.0,600-649,1,21.78,0,7.92,18.48,1,0,53.42
2022-01-25,producer_company,first_time_founder,1,2034,2022-07-03,7,0-10L,vc,1,508000.33,700-749,1,25.75,0,27.18,49.49,0,0,92.42
2020-11-30,proprietorship,obc,0,2558,2021-11-14,9,10Cr+,bank_loan,1,355056.97,650-699,1,39.68,0,9.46,46.27,0,0,73.19
2025-05-17,llp,differently_abled,1,8805,2025-10-05,6,10L-50L,family_friends,0,0.0,NA,0,50.73,0,78.46,26.59,1,0,69.35
2024-07-02,partnership,sc,0,8927,2025-06-17,1,10L-50L,angel,0,0.0,300-599,1,16.41,0,83.24,53.74,0,1,80.21
2021-12-07,pvt_ltd,differently_abled,1,8003,2022-08-12,2,50L-2Cr,self_funded,0,0.0,300-599,1,40.88,0,25.36,59.53,0,0,87.4
2019-05-19,opc,minority,0,3878,2019-11-26,4,0-10L,govt_grant,0,0.0,600-649,0,18.15,0,87.37,63.57,1,0,27.06
2024-06-22,pvt_ltd,veteran,1,3115,2025-04-17,11,10L-50L,vc,1,15371752.9,600-649,1,33.45,0,11.54,40.61,1,0,74.33
2019-01-10,llp,veteran,1,9960,2019-07-01,7,50L-2Cr,vc,0,0.0,NA,1,35.53,1,7.08,31.22,0,0,49.84
2020-01-21,producer_company,women,0,7343,2020-11-23,6,0-10L,angel,0,0.0,300-599,0,48.86,0,53.5,49.4,0,0,37.43
2020-10-02,opc,differently_abled,0,1657,2021-05-07,1,50L-2Cr,govt_grant,0,0.0,600-649,1,0.0,0,62.0,62.35,1,0,46.15
2024-03-29,proprietorship,first_time_founder,0,6478,2024-07-25,2,10L-50L,invoice_finance,1,3838050.19,700-749,0,63.11,0,78.01,25.54,1,0,59.73
2024-10-09,proprietorship,differently_abled,0,3978,2025-08-30,1,50L-2Cr,vc,0,0.0,NA,1,60.0,1,94.27,59.76,1,0,65.51
2020-11-30,section8,obc,0,6174,2021-02-14,6,50L-2Cr,angel,0,0.0,NA,0,22.74,0,1135.61,49.97,1,0,100.0
2019-04-11,pvt_ltd,minority,0,4248,2019-08-22,3,2Cr-10Cr,self_funded,0,0.0,300-599,1,20.57,0,33.27,68.48,1,0,78.72
2021-03-31,section8,sc,0,5902,2021-05-13,1,2Cr-10Cr,invoice_finance,1,12380916.58,NA,1,84.75,0,27.26,62.54,0,0,64.85
2025-02-26,pvt_ltd,minority,1,7598,2025-07-07,35,2Cr-10Cr,bank_loan,1,2396220.66,600-649,1,57.78,0,27.62,76.36,0,0,55.22
2023-08-29,producer_company,general,1,4965,2023-12-14,16,10Cr+,bank_loan,1,3963879.39,650-699,0,44.92,0,53.35,57.42,0,0,50.48
2024-12-08,pvt_ltd,first_time_founder,0,2943,2025-05-28,1,50L-2Cr,invoice_finance,0,0.0,600-649,1,4.57,0,75.09,55.61,1,0,48.68
2024-06-26,proprietorship,women,1,6160,2025-01-15,9,10L-50L,invoice_finance,1,723287.46,NA,0,9.11,0,16.37,46.25,0,0,90.4
2025-06-18,partnership,women,0,4755,2026-04-19,4,2Cr-10Cr,angel,0,0.0,600-649,0,60.19,1,8.95,74.39,0,0,100.0
2023-06-16,llp,minority,0,6966,2024-01-05,1,10Cr+,bank_loan,0,0.0,NA,0,57.04,0,3.06,49.36,0,0,73.16
2021-07-18,partnership,obc,0,1216,2021-09-17,7,10Cr+,nbfc,0,0.0,600-649,0,57.43,0,13.89,73.91,1,0,30.58
2022-02-14,producer_company,differently_abled,1,5761,2023-01-30,6,50L-2Cr,invoice_finance,0,0.0,300-599,1,50.2,0,69.62,46.85,0,0,57.32
2021-11-29,section8,st,0,6992,2022-07-16,4,50L-2Cr,nbfc,0,0.0,600-649,1,73.67,0,29.63,73.73,0,0,35.11
2024-06-07,opc,minority,0,6228,2024-06-28,8,50L-2Cr,angel,0,0.0,NA,1,42.59,0,46.1,56.33,0,0,56.61
2019-05-25,pvt_ltd,minority,1,1467,2020-03-01,7,10L-50L,family_friends,0,0.0,300-599,1,53.31,0,12.76,62.99,0,0,87.61
2023-04-03,section8,obc,0,6950,2024-03-05,4,0-10L,self_funded,0,0.0,600-649,1,79.05,0,42.45,53.16,0,0,91.2
2021-09-11,producer_company,obc,0,9307,2022-03-08,6,0-10L,invoice_finance,0,0.0,NA,1,0.0,0,47.32,60.25,1,0,100.0
2022-08-09,llp,st,1,3323,2022-10-15,3,0-10L,family_friends,1,21241651.08,750-900,1,49.46,0,6.52,68.54,0,0,47.89
2022-09-26,pvt_ltd,general,1,2855,2023-05-13,6,10L-50L,bank_loan,1,5880625.89,650-699,1,20.81,0,1.75,82.22,0,0,39.45
2025-05-10,partnership,sc,1,6111,2026-03-13,4,0-10L,family_friends,0,0.0,300-599,1,18.1,0,129.72,54.84,0,0,60.21
2023-05-15,section8,veteran,0,4816,2024-04-01,15,0-10L,angel,0,0.0,600-649,0,38.12,0,20.21,54.76,1,0,75.23
2022-07-23,partnership,obc,1,7656,2023-07-17,27,50L-2Cr,vc,1,1283653.7,NA,0,17.99,0,23.14,28.41,0,0,76.99
2025-06-06,pvt_ltd,differently_abled,0,8365,2026-03-11,1,10L-50L,family_friends,0,0.0,NA,1,60.7,0,15.58,0.0,1,0,53.29
2022-04-10,opc,obc,1,4315,2022-12-18,10,50L-2Cr,angel,1,4126753.24,700-749,0,14.24,0,232.93,67.58,0,1,52.84
2021-02-18,partnership,differently_abled,1,3964,2021-08-14,4,10L-50L,self_funded,1,2255218.73,650-699,0,49.4,0,49.37,41.44,1,1,60.49
2023-02-11,llp,obc,0,9522,2024-01-18,2,10Cr+,invoice_finance,1,291505.17,600-649,0,82.99,0,27.09,50.31,0,0,61.6
2021-01-08,llp,veteran,1,3969,2021-10-18,3,0-10L,self_funded,1,1050269.71,700-749,1,4.28,0,42.34,64.71,0,1,91.95
2020-05-16,partnership,minority,1,8263,2020-10-20,14,2Cr-10Cr,angel,0,0.0,600-649,1,29.2,1,3.15,54.72,1,1,65.51
2023-01-23,pvt_ltd,differently_abled,0,6660,2023-07-12,2,10Cr+,vc,0,0.0,NA,1,15.68,0,30.64,37.62,0,0,69.84
2022-08-08,proprietorship,first_time_founder,1,1029,2023-04-29,1,0-10L,self_funded,0,0.0,300-599,1,77.35,0,19.91,41.77,0,0,62.75
2024-04-23,partnership,veteran,0,6936,2024-06-29,27,50L-2Cr,self_funded,1,2091998.09,300-599,0,27.78,0,24.84,44.21,1,0,70.57
2025-09-09,llp,first_time_founder,0,3808,2026-03-29,5,10Cr+,family_friends,0,0.0,300-599,0,34.97,0,16.8,51.36,0,0,29.53
2019-08-18,pvt_ltd,minority,0,6979,2019-11-30,6,10L-50L,self_funded,0,0.0,600-649,1,43.42,1,58.94,100.0,0,0,47.48
2023-02-15,partnership,general,0,2717,2023-03-16,2,10L-50L,invoice_finance,0,0.0,300-599,0,47.83,0,148.74,86.11,0,0,79.94
2024-04-02,pvt_ltd,st,0,2292,2024-05-09,2,0-10L,govt_grant,0,0.0,600-649,0,23.41,1,18.77,100.0,0,0,60.08
