ag_econ_fiscal_year_farm,ag_econ_farm_business_type,ag_econ_gross_cash_income_inr,ag_econ_operating_expenses_inr,ag_econ_net_farm_income_inr,ag_econ_debt_to_asset_ratio,ag_econ_interest_paid_inr,ag_econ_land_rent_paid_inr,ag_econ_machinery_depreciation_inr,ag_econ_labor_hired_cost_inr,ag_econ_input_price_fuel_index,ag_econ_input_price_fertilizer_index,ag_econ_input_price_seed_index,ag_econ_input_price_feed_index,ag_econ_government_payments_inr,ag_econ_crop_insurance_indemnities_inr,ag_econ_working_capital_ratio,ag_econ_return_on_assets_pct,ag_econ_financial_stress_score,ag_econ_succession_plan_flag
2024,MEDIUM,10981350.87,8088613.41,2892738.84,0.891,1227192.75,2337038.19,566163.49,1418318.93,167.22,143.24,83.63,174.93,693015.63,1679868.67,0.888,-0.027,51.66,1
2017,FPO,10942702.47,9047721.51,1894982.35,0.243,1332024.42,1806248.87,472580.52,2251930.17,139.99,75.26,164.66,157.73,2549649.38,633613.52,1.59,-0.179,79.18,0
2023,SMALLHOLDER,19894637.29,11859134.49,8035504.2,0.631,1822545.94,407552.92,762295.05,1451467.54,102.25,84.88,194.57,101.56,1122841.84,1894237.8,2.699,-0.11,79.21,0
2013,COOPERATIVE,23154115.48,16371851.32,6782265.57,0.692,384520.64,2883936.19,1049744.23,2951474.06,165.32,68.19,162.95,103.22,1356668.75,1945148.05,2.216,0.407,15.41,1
2025,MEDIUM,12538418.2,8335622.19,4202797.43,0.922,593988.78,3468525.21,1138233.27,3418188.89,165.28,198.84,67.36,139.56,1625545.33,1909035.09,1.215,-0.173,97.72,0
2019,AGRI_STARTUP,8720305.65,5033216.27,3687090.81,0.377,1823490.34,1366879.82,1079604.71,3243288.73,153.12,205.33,75.52,142.77,1575701.24,1547153.23,3.776,0.173,25.2,0
2022,LARGE,3513565.78,2789764.14,723803.08,0.874,1301218.99,393752.36,968502.13,1823386.42,176.42,179.06,94.45,99.56,321864.88,1838261.5,2.234,0.149,53.52,1
2018,FPO,22707432.35,11299088.4,11408345.4,0.47,1774058.02,2175793.83,66950.13,3993521.83,182.46,196.64,125.45,169.67,1798276.72,472425.99,1.177,0.287,61.03,0
2023,COOPERATIVE,18418077.85,16245816.79,2172262.52,0.853,1280906.01,3158527.42,263788.96,1254006.57,92.06,120.25,157.87,68.89,936146.57,681234.29,0.521,-0.222,58.27,0
2013,MEDIUM,24112600.31,16937049.07,7175552.71,0.804,549540.74,1032916.53,595674.66,4051828.91,130.88,160.31,173.5,64.32,740757.23,1805760.97,2.007,-0.239,48.78,0
2016,SMALLHOLDER,15932612.65,14047795.59,1884818.54,0.76,874109.69,1226698.84,461488.51,1291385.51,160.76,165.18,103.83,114.37,1729734.96,493721.37,2.489,0.103,56.78,0
2020,SMALLHOLDER,324315.68,172938.64,151378.53,0.063,1224854.51,1476740.2,471208.91,1006797.22,154.97,137.16,153.13,170.06,1848835.91,1131087.71,0.772,0.22,47.36,1
2015,MEDIUM,7653304.97,5814534.29,1838772.18,0.855,305684.87,2419250.84,348614.53,4605142.93,146.42,133.24,93.76,114.5,1177345.68,1226455.16,1.992,0.012,35.63,0
2013,COOPERATIVE,16142453.87,8050998.7,8091456.68,0.609,759586.39,2737508.82,280639.43,637733.66,116.96,200.57,72.35,213.48,1867758.81,562128.27,0.648,-0.166,15.17,0
2017,SMALLHOLDER,4526525.77,2728315.5,1798211.79,0.324,236496.67,1222609.47,254541.5,1538264.92,146.07,157.36,179.79,156.86,323341.9,1048742.09,2.464,-0.004,17.19,0
2012,FPO,15749851.32,12372897.83,3376955.02,0.599,1250541.51,1381875.65,70878.8,2427835.37,138.73,102.41,167.45,94.34,2305649.2,13127.66,0.621,0.091,18.09,1
2020,MEDIUM,985913.41,606509.49,379405.46,0.152,599890.93,2712253.81,410691.81,2253856.79,120.26,205.64,75.74,98.98,181819.91,326435.21,0.213,0.091,67.89,0
2017,FPO,17261712.09,12865361.71,4396351.93,0.34,1392595.77,731632.0,82094.0,1299543.52,118.97,101.28,157.98,197.89,865816.4,1968775.2,1.25,0.134,86.8,1
2021,LARGE,13313317.59,10482588.57,2830730.58,0.806,838742.78,176005.86,1132937.29,3489525.02,187.81,103.33,111.96,189.17,2796616.79,1777309.18,0.357,-0.005,18.61,0
2015,MEDIUM,11414361.81,8168805.1,3245558.28,0.507,453530.24,2867203.84,493679.75,593550.59,188.47,151.68,141.19,216.1,2204268.47,1393792.64,0.482,0.077,33.33,0
2013,LARGE,7509765.54,3835817.01,3673950.11,0.694,439161.08,2848313.69,1089100.4,3330349.11,107.82,72.09,90.4,161.41,503992.36,1765298.26,4.187,0.334,78.35,0
2018,FPO,23615424.44,15954882.22,7660543.81,0.561,1905785.7,299609.21,423397.23,3683541.08,97.59,72.87,158.38,173.68,2209411.22,903559.74,3.841,0.07,83.47,0
2026,SMALLHOLDER,14058974.12,9671475.53,4387500.19,0.841,200245.07,1792062.04,504506.2,4469197.63,144.07,178.48,146.22,203.05,1306111.26,440343.3,1.494,0.274,59.49,0
2024,COOPERATIVE,4792344.48,2452061.91,2340284.18,0.235,632873.11,424674.2,366280.64,4808374.12,81.54,185.5,96.31,126.78,1897014.43,484796.7,2.496,0.404,96.02,0
2015,MEDIUM,2020659.8,1406561.59,614099.83,0.229,1903639.88,3456615.23,691901.39,1075950.0,108.82,162.68,167.4,179.09,1821686.05,975296.54,3.657,-0.219,27.88,0
2014,LEASED,22969043.24,20249468.97,2719575.9,0.804,1781569.79,3436824.79,1049620.58,1249919.74,70.81,178.92,174.39,125.88,2517232.53,1478029.75,0.309,0.44,69.9,0
2022,COOPERATIVE,3408990.31,1711176.62,1697815.33,0.868,40567.32,2145838.97,335497.83,4213778.6,130.45,76.59,102.57,142.01,209792.79,1806238.82,3.683,-0.131,37.58,0
2016,LARGE,1780355.94,1065362.31,714995.28,0.069,1336605.41,1458389.65,506409.24,1458217.95,150.31,114.29,196.36,156.84,1103805.43,988961.47,3.712,-0.019,52.69,1
2022,MEDIUM,6466913.5,3143941.9,3322973.26,0.251,367824.15,777724.69,117083.19,2924291.28,142.54,194.72,132.42,84.76,468857.25,734060.94,2.821,0.031,27.73,0
2025,MEDIUM,19361422.75,12618141.18,6743283.24,0.707,1674119.23,364543.92,715095.29,3725939.44,138.61,125.99,184.87,86.62,2021945.53,1816071.11,2.101,0.273,19.92,0
2023,MEDIUM,16949725.94,14618122.89,2331604.73,0.26,573643.1,2628256.94,53248.5,4424952.89,89.82,203.54,175.26,165.87,27617.58,1418879.8,4.079,0.27,62.88,0
2022,COOPERATIVE,10677369.05,9552427.62,1124943.12,0.493,968262.82,1747361.03,850063.8,3776902.86,88.85,81.38,78.45,161.78,973452.64,664113.17,1.459,-0.174,58.66,1
2013,AGRI_STARTUP,20566977.32,15218503.08,5348475.94,0.247,1120538.89,888915.41,19901.62,235967.58,89.7,204.31,131.01,185.14,604082.88,543665.01,1.492,0.019,20.04,0
2025,LEASED,16320459.87,10250325.49,6070136.09,0.564,1098777.53,3261914.08,347853.95,3059605.3,72.27,121.74,116.92,210.95,933890.78,1701288.15,0.486,0.074,48.54,0
2023,MEDIUM,24565878.1,11200657.08,13365222.74,0.173,1006785.84,3289876.3,336980.09,4930864.04,85.2,142.77,172.85,113.07,2264828.82,1751430.71,2.244,0.339,81.45,0
2022,FPO,3711798.18,2620810.23,1090989.68,0.227,975741.55,2031797.81,332217.01,150615.42,76.28,74.4,183.77,112.64,1591355.52,1806543.0,4.21,0.082,5.04,0
2023,COOPERATIVE,20809055.41,18204773.99,2604283.16,0.598,607698.07,470206.18,805060.75,4175424.91,83.8,123.4,116.93,169.34,1820744.54,339706.3,2.35,0.145,58.35,0
2025,FPO,6002051.16,3528611.0,2473441.91,0.832,639487.63,1513646.31,1065421.46,4266160.14,126.84,83.64,184.74,91.93,254827.79,253328.32,4.343,0.032,36.02,0
2021,LARGE,13764092.77,8218621.74,5545472.79,0.337,239081.25,82900.16,97416.15,1844713.92,107.01,117.17,85.14,217.6,1470707.98,953491.28,2.651,0.129,51.1,1
2012,MEDIUM,20103923.0,16683341.68,3420583.09,0.25,1709826.57,1814755.91,1022722.1,3804326.43,123.02,140.75,140.92,121.5,203584.35,1053279.38,3.959,-0.086,14.99,0
2014,LARGE,16701690.3,12211420.05,4490272.03,0.144,736574.56,2878532.02,545566.84,793859.63,182.98,91.72,158.37,124.29,110902.26,906922.09,1.743,-0.149,62.31,0
2020,FPO,19527904.51,10678780.22,8849126.08,0.104,1808601.48,2010791.49,759118.81,680227.89,87.89,110.08,86.37,159.35,2273031.66,75226.51,1.998,0.243,27.07,0
2023,AGRI_STARTUP,12198185.92,8002811.85,4195375.87,0.365,393786.16,468297.49,1124220.04,1050029.53,159.36,184.93,138.06,136.81,1325685.34,537319.61,2.224,-0.106,58.91,0
2021,MEDIUM,3228399.6,2587239.84,641161.57,0.086,1044070.2,2892297.75,585549.23,55659.78,181.72,93.08,76.36,154.45,1916048.26,1474113.72,3.633,-0.081,8.59,0
2024,LEASED,9138501.06,6829340.16,2309162.72,0.637,1665946.72,2671345.61,1148944.27,1855890.86,79.96,195.93,79.91,141.86,2836759.83,1848507.69,2.815,-0.153,57.51,1
2013,COOPERATIVE,10323533.91,9336977.38,986558.36,0.51,176770.84,2289563.46,37391.85,1750310.41,180.38,156.46,91.22,69.85,430427.4,717363.93,1.791,-0.019,60.37,0
2021,COOPERATIVE,4690053.55,3806320.49,883734.9,0.934,1501145.51,1135815.9,499627.79,15445.26,120.12,174.11,101.14,82.4,1818786.6,1704725.39,3.846,0.147,80.89,0
2018,COOPERATIVE,20096464.59,13253615.33,6842851.11,0.855,1815929.32,149439.97,848859.66,110317.43,81.97,174.6,158.45,160.98,12992.38,271523.73,1.108,0.216,24.98,0
2015,MEDIUM,17262789.44,13616087.16,3646704.14,0.284,415525.52,1503975.48,1016545.5,1995556.8,164.89,121.58,158.67,201.16,2561930.63,161582.42,1.9,0.426,16.53,0
2026,COOPERATIVE,23008361.51,12167109.35,10841254.03,0.914,1824509.02,2226962.65,176015.25,3450569.66,134.49,103.08,140.1,175.76,2101457.34,98857.05,4.082,0.016,5.42,0
2015,FPO,21682092.98,9798463.01,11883631.85,0.907,706395.07,107970.59,554375.52,3138110.78,77.17,205.0,175.89,125.96,2480827.08,740729.48,3.173,-0.011,70.57,0
2023,AGRI_STARTUP,1763216.5,1096111.45,667106.94,0.895,1250741.36,542100.79,858965.8,853242.63,97.41,118.95,98.1,164.08,1918378.17,663022.35,3.229,-0.027,96.59,0
2022,FPO,24043943.26,11416731.67,12627213.49,0.781,526060.34,1845267.92,493766.5,4757052.24,107.65,160.41,171.17,153.11,2715283.78,1352470.0,1.353,0.246,65.22,0
2021,LEASED,4426325.41,3080448.27,1345879.05,0.58,402302.56,1848499.46,781884.04,2886996.81,131.07,79.98,159.46,120.35,2165701.56,385311.42,0.433,-0.026,44.61,1
2026,LEASED,4385513.51,2566792.92,1818722.51,0.295,283868.77,1968311.55,1009214.01,451858.04,131.74,92.8,107.22,73.18,474792.89,790571.34,4.411,0.427,6.56,0
2014,LEASED,11085842.75,8144251.45,2941593.23,0.826,224897.63,1518125.03,830387.39,2784448.36,121.37,89.42,78.08,124.37,222311.98,711289.08,0.406,0.248,27.51,1
2022,SMALLHOLDER,18788885.39,10299489.51,8489397.82,0.933,193635.42,1679988.42,9825.88,3365065.66,128.58,94.07,130.0,136.85,1870303.37,1039523.19,1.48,-0.067,82.13,1
2026,MEDIUM,1274316.72,899037.06,375281.61,0.815,1602578.82,2523567.24,594872.33,2655756.64,92.63,166.32,156.06,99.88,2107642.98,151899.22,0.839,0.021,30.09,0
2022,LARGE,6434827.91,3495175.04,2939654.83,0.504,1620863.65,44802.81,1148823.0,1733419.96,74.83,144.69,82.7,83.46,2262188.01,1729587.87,3.31,0.386,86.6,1
2014,LARGE,416025.24,339724.63,76302.58,0.786,1041082.93,3325173.8,763539.35,4447383.79,129.76,148.26,134.31,102.4,239902.24,280117.93,1.242,0.28,32.04,0
2020,COOPERATIVE,7052084.25,6284825.1,767261.13,0.073,1138840.19,3318605.51,256831.52,759239.59,120.76,67.97,88.98,213.14,2387108.89,1125403.29,4.444,0.398,79.99,0
2012,COOPERATIVE,6598115.65,3630727.58,2967390.06,0.613,742642.07,1160829.9,80359.2,3066755.89,130.84,123.51,93.04,78.0,2047944.01,645913.91,4.4,0.311,0.84,0
2021,SMALLHOLDER,19682102.2,11596902.48,8085201.72,0.388,1673208.97,80774.17,571171.68,4791053.34,83.12,184.32,107.3,159.4,2581496.88,918824.16,1.232,-0.004,66.91,1
2012,FPO,24515868.52,20333264.0,4182606.53,0.946,1308707.47,2289002.14,1196818.51,4090791.84,179.21,158.52,155.11,178.27,2955731.19,394225.89,3.294,0.361,39.32,0
2024,LARGE,21625220.75,12203596.27,9421626.5,0.708,1238356.28,562231.69,1082773.66,2495021.62,80.73,197.36,126.27,146.99,2482245.68,787309.0,1.28,-0.034,36.49,0
2018,LEASED,12173171.1,8607403.06,3565770.07,0.875,1030344.21,597293.18,899917.31,2501365.41,155.83,80.97,127.23,201.04,2219907.27,206309.13,3.277,0.045,39.54,0
2015,LEASED,24045077.01,21296833.26,2748245.79,0.497,1572717.72,2291317.02,873648.21,1684056.72,112.87,168.06,74.55,103.67,267816.91,556581.11,4.163,0.239,53.81,1
2016,LARGE,732090.14,434350.05,297742.14,0.252,1304688.85,595453.41,961811.17,3860725.97,77.71,168.11,71.87,61.47,327219.97,242745.21,0.307,-0.226,30.27,0
2014,AGRI_STARTUP,13660698.56,8841760.38,4818940.24,0.908,1008070.12,2517041.43,46767.67,3738207.8,83.08,156.77,115.57,96.24,994544.67,202109.08,2.31,-0.15,19.04,0
2017,LARGE,10523456.41,8886693.71,1636764.77,0.193,988188.17,1950222.92,829889.74,4216894.41,182.2,189.22,109.99,139.81,447067.9,741064.68,0.721,-0.19,2.17,0
2018,FPO,7683496.13,5569772.86,2113725.35,0.478,1755809.12,1515453.34,150016.27,883830.15,85.92,183.4,116.25,130.32,1024251.39,1665858.53,3.053,0.06,85.57,0
2013,AGRI_STARTUP,17172231.52,9256455.49,7915778.12,0.395,764155.2,3079246.96,114454.4,821283.34,112.99,113.62,78.93,157.07,681296.31,1526818.33,1.911,0.354,57.44,1
2019,AGRI_STARTUP,14704274.82,12721606.86,1982670.06,0.718,1369239.57,1634264.93,729560.72,1248680.95,145.06,157.04,126.95,214.39,649977.21,1559285.89,3.559,0.114,37.93,0
2019,SMALLHOLDER,24385017.44,20759627.33,3625392.22,0.565,503826.15,2331422.26,1169394.36,2769456.22,105.93,157.02,122.16,101.62,1036894.16,1230346.77,1.376,-0.178,94.98,0
2016,LEASED,10282157.55,5501952.86,4780206.81,0.786,648435.4,1313450.08,481886.27,3445555.57,156.4,65.89,193.78,195.24,1381739.0,10777.96,1.664,0.246,22.37,0
2013,AGRI_STARTUP,10351539.84,6229211.33,4122330.64,0.49,86764.7,2979556.3,612469.87,2229154.62,77.56,195.69,92.5,176.76,529118.2,937779.79,1.22,0.092,83.25,0
2018,LARGE,3958181.68,2550010.44,1408173.38,0.241,1571798.07,2992217.12,787449.49,307166.15,107.53,133.36,129.53,130.16,761587.63,1460335.09,2.018,0.046,28.27,1
2021,FPO,9982664.75,7727396.72,2255270.18,0.889,1692575.66,2300413.44,521549.99,86827.67,71.41,106.21,88.51,177.83,684174.83,686731.71,4.495,-0.176,4.72,0
2019,SMALLHOLDER,19799744.23,15629058.74,4170687.65,0.615,48966.52,3161347.02,824679.55,3793430.62,113.96,67.82,151.68,171.72,1910002.03,561572.14,1.746,0.086,75.69,1
2013,MEDIUM,13527934.65,7650084.4,5877852.42,0.911,1218178.29,1035775.71,948679.45,2628322.58,84.37,144.55,67.68,216.98,2622957.96,703584.55,1.012,0.431,10.68,0
2023,COOPERATIVE,641794.3,568875.47,72921.01,0.923,847175.91,3058052.01,530062.76,1712531.88,160.28,120.96,175.27,151.17,1979719.43,515224.95,3.453,0.018,86.38,0
2020,COOPERATIVE,12651213.02,10970100.69,1681114.52,0.884,1678664.88,2626664.77,176112.13,4878443.11,163.38,127.27,171.33,83.89,65291.72,378846.11,2.515,0.342,6.21,1
2017,SMALLHOLDER,8733961.64,7118067.74,1615896.1,0.402,1751837.76,219635.38,410219.74,1488436.22,124.86,92.49,62.11,165.06,866235.81,607853.25,2.55,0.231,44.42,0
2013,MEDIUM,12672592.68,6892426.4,5780168.49,0.638,689629.84,910845.08,299906.2,1453036.78,125.32,118.3,98.8,171.11,2207559.2,1563427.7,1.588,-0.041,70.77,0
2014,SMALLHOLDER,10755638.49,7708002.29,3047638.42,0.258,1294012.19,993191.14,614866.08,1950720.43,128.13,131.07,187.99,89.6,2120645.7,954874.66,3.619,0.085,25.97,1
2018,LARGE,18066455.6,8840780.66,9225677.17,0.194,1344579.95,1260210.08,148323.55,1748021.56,167.12,138.71,63.12,146.82,1755819.18,1140463.56,0.266,-0.185,93.07,1
2018,MEDIUM,21760036.34,15752278.97,6007759.61,0.086,1334560.9,3005445.28,724273.89,150687.45,156.28,147.28,98.1,181.06,741414.39,757.6,1.113,-0.225,67.69,0
2019,LEASED,21798184.1,10481586.04,11316600.31,0.53,1633710.42,616008.91,1055948.21,2431215.98,92.74,110.59,154.66,147.25,2531049.59,1259475.58,3.372,0.216,17.14,1
2018,AGRI_STARTUP,19192561.26,11200879.8,7991683.72,0.796,415030.15,2209220.62,1081759.72,2355660.02,91.68,112.03,128.84,218.64,1531683.71,19141.44,3.884,-0.158,27.45,1
2014,LEASED,5083385.63,2690195.55,2393192.35,0.244,1768458.75,239920.48,714420.23,2745393.51,116.07,206.13,131.95,86.01,1191806.1,1930768.72,1.262,0.044,6.39,0
2015,COOPERATIVE,2634633.54,1793142.67,841493.15,0.345,275674.32,1566555.47,654024.16,1235910.7,110.7,205.52,194.77,208.11,2803816.12,1281610.75,2.927,-0.045,30.79,0
2021,SMALLHOLDER,7612966.6,5306199.21,2306769.68,0.352,398626.52,996448.1,123008.82,4624806.96,136.38,141.43,74.9,192.55,1373009.54,115893.91,2.544,0.052,59.41,0
2012,COOPERATIVE,9183292.97,4248257.79,4935037.48,0.181,739772.46,2533666.17,937823.35,1493858.43,74.05,130.76,177.62,197.0,244075.18,1982733.28,1.566,-0.079,74.32,0
2015,COOPERATIVE,2687730.17,1504900.59,1182831.89,0.285,1824191.21,2068878.96,591731.62,2907011.9,87.92,87.25,74.27,174.98,1640432.53,84950.6,2.118,0.357,88.99,0
2024,LARGE,15318076.45,13811403.44,1506675.33,0.589,1356902.27,609947.56,708950.13,3379916.93,84.13,189.69,120.71,193.6,1762654.82,857981.63,0.45,0.448,97.04,0
2016,COOPERATIVE,24161579.85,16838898.68,7322683.5,0.184,548840.28,2750816.23,866971.25,595383.06,148.22,72.56,134.51,63.44,38711.3,654011.03,0.347,0.323,73.1,0
2022,COOPERATIVE,13448852.25,8618351.78,4830502.81,0.907,192957.55,3361703.53,309783.17,3425991.37,121.7,67.94,102.17,165.03,61602.9,1011862.47,1.901,-0.116,94.33,0
2024,LARGE,9503486.72,4882973.21,4620515.86,0.923,86487.87,1566974.81,551428.08,839242.12,137.62,186.48,163.24,210.78,1629978.19,433252.63,3.156,0.149,1.35,0
2024,LARGE,14218895.43,6808302.29,7410595.5,0.109,1173988.67,1265320.9,395858.08,516792.33,79.3,107.87,156.89,199.74,856341.43,1073301.67,2.162,0.343,40.46,1
2023,SMALLHOLDER,18315761.94,14833465.26,3482299.05,0.162,768355.0,8521.24,1017916.46,2200365.2,81.0,84.26,118.03,115.02,110186.67,1239848.89,4.138,0.211,40.08,0
2012,MEDIUM,14828867.22,8079940.52,6748929.08,0.554,115643.04,848344.53,377974.01,1701070.97,162.24,92.4,148.91,109.59,389187.93,186007.21,1.757,0.158,9.66,0
2023,LEASED,12027513.44,10982571.62,1044944.21,0.558,179786.28,694292.49,1001355.96,2218711.81,187.44,159.78,107.83,192.39,2604746.43,1213712.62,4.432,-0.208,88.86,0
2018,AGRI_STARTUP,13723793.11,7859651.32,5864144.19,0.117,1622407.91,2227729.5,1142088.37,3065678.94,82.46,74.82,155.29,178.94,2439933.62,655484.01,2.517,0.309,27.87,1
2025,AGRI_STARTUP,3108633.03,1632786.22,1475849.22,0.673,1723093.46,2560165.7,647717.7,3738936.66,90.2,78.7,108.96,200.86,1404536.7,1290184.84,1.576,0.419,91.33,1
2013,MEDIUM,8153039.64,6360345.45,1792696.61,0.639,1775242.57,673005.41,1094559.16,1380656.15,154.98,172.26,85.69,69.54,1399540.89,1943682.23,2.956,0.322,33.03,0
2025,FPO,14675456.73,11382935.86,3292523.3,0.587,539880.55,2575474.5,894324.51,3439630.97,79.91,156.06,124.58,99.05,2296242.31,427815.09,2.715,0.011,73.78,1
2015,FPO,9475477.49,5677194.24,3798285.69,0.94,577313.0,743377.42,511949.13,4444999.54,141.09,75.35,100.28,167.41,2668583.74,603287.17,0.611,-0.056,31.91,1
2019,FPO,19117055.69,9684757.33,9432300.81,0.486,194555.26,1141437.23,276264.11,4352732.0,70.63,92.41,64.96,126.91,2993967.54,349623.56,2.976,0.161,57.33,0
2014,AGRI_STARTUP,22757361.86,12678350.7,10079013.62,0.896,220276.39,2689824.32,442130.15,2968115.34,123.14,201.64,189.61,92.24,1591606.35,1003499.29,0.359,0.39,70.63,0
2026,LARGE,11628180.97,7135649.93,4492533.51,0.227,1564867.02,2733276.88,1003203.97,3461292.37,107.54,192.54,74.75,96.42,1707282.21,1650855.29,3.587,0.278,70.53,0
2021,MEDIUM,7147719.56,5332776.11,1814945.93,0.369,1013187.39,3192299.68,185558.12,418571.82,90.02,77.16,198.47,72.17,131053.91,1080908.79,3.716,0.241,54.22,0
2012,COOPERATIVE,10297759.92,6437484.87,3860277.54,0.759,1685867.66,1196827.12,999911.88,3554252.28,174.06,68.54,161.34,108.21,1050757.04,1781460.61,4.017,0.318,39.24,0
2021,MEDIUM,20218658.12,13693080.43,6525580.19,0.326,984293.25,57251.11,579662.91,3000654.98,157.2,90.08,101.53,209.24,791934.52,1212132.02,2.548,0.06,89.03,0
2018,SMALLHOLDER,1374535.92,873768.65,500769.78,0.31,1385974.7,1140654.51,671839.05,132438.31,177.09,115.5,189.65,115.69,2271448.95,835003.81,3.455,-0.015,11.02,0
2025,AGRI_STARTUP,24362346.4,16041985.22,8320363.7,0.937,664476.53,91636.94,368722.06,1938453.71,163.31,193.94,108.27,152.59,2812489.83,1985812.08,4.204,0.138,62.81,0
2025,MEDIUM,16070397.52,12950409.05,3119991.0,0.238,397647.46,30624.79,646019.86,3278562.61,112.31,191.11,77.79,134.35,2717266.24,1847289.78,3.26,0.018,42.04,0
2020,LARGE,4503296.51,3998524.3,504774.75,0.356,1331799.23,24141.19,834312.09,2819736.88,157.81,93.07,182.93,163.01,1728834.3,1535269.09,1.926,0.434,20.66,0
2014,LARGE,10340318.78,4876902.24,5463419.09,0.746,887680.21,1377415.31,969531.66,3108907.92,187.46,124.9,135.2,95.4,1690955.94,1728960.68,3.596,-0.235,64.7,0
2023,LARGE,1007114.75,903624.51,103492.8,0.581,464875.76,1468645.91,775259.86,89428.5,158.38,200.46,196.67,70.29,63116.84,632149.84,2.593,0.35,15.91,0
2025,MEDIUM,4769097.27,3294566.01,1474533.83,0.627,711159.13,2819985.43,547613.1,1464642.99,132.76,121.45,85.17,180.11,2681679.26,950148.37,2.386,-0.185,83.13,0
2018,FPO,1517028.25,1116170.07,400860.76,0.184,883330.8,601892.5,603026.58,1863095.79,162.96,174.45,142.54,136.1,1667819.38,508892.61,3.882,0.116,16.49,0
2020,COOPERATIVE,2339395.4,1714154.91,625243.08,0.163,294576.2,2736163.78,996255.08,1887157.76,127.38,138.84,167.51,159.03,1804313.71,872592.81,0.831,-0.125,86.25,1
2023,AGRI_STARTUP,23100864.52,17172587.37,5928279.75,0.501,1636484.94,1772735.99,56656.44,842514.58,134.68,139.12,143.44,112.35,1710846.03,790809.12,2.092,-0.142,29.65,0
2017,LARGE,23220883.46,17271090.41,5949795.66,0.475,950301.01,596060.15,685541.87,2313847.28,91.09,142.48,139.27,117.54,1284151.88,1530284.5,1.629,-0.015,6.6,0
2017,FPO,14774551.05,8241450.93,6533102.74,0.292,1977661.66,2081449.51,715286.39,1726941.62,89.0,143.53,182.36,97.92,2616541.31,1992238.21,4.494,-0.076,32.71,0
2026,COOPERATIVE,19198613.59,11965015.24,7233600.98,0.539,1625472.04,2340245.5,676287.03,2126123.51,83.06,80.04,99.85,118.19,247175.36,1716556.16,2.033,0.076,32.81,0
2022,COOPERATIVE,2709783.61,2346130.85,363655.4,0.457,728934.72,2564419.67,363759.22,4078979.07,75.48,131.25,109.09,120.22,2871117.57,493057.66,4.487,0.368,56.36,1
2019,LARGE,16704942.81,12076408.67,4628536.79,0.787,85142.81,169992.24,370463.0,320606.18,171.43,156.68,61.36,181.04,108922.21,15795.69,2.344,0.295,71.11,0
2015,LEASED,9535783.45,8055662.82,1480123.29,0.524,165071.27,2521008.51,387274.89,2553657.44,126.83,208.06,87.02,191.47,2700201.4,513584.43,1.892,0.398,24.81,0
2013,MEDIUM,24502708.9,16493600.04,8009111.53,0.448,941259.5,801280.36,791982.7,4102866.8,161.86,77.68,69.27,141.02,2732500.02,1263076.92,2.055,-0.22,38.85,1
2023,AGRI_STARTUP,2205132.14,1634006.88,571127.94,0.858,546680.09,3277838.93,482167.59,101189.01,183.35,192.32,171.64,204.03,470.18,66029.78,0.463,-0.224,0.93,1
2020,AGRI_STARTUP,3970605.68,3540412.58,430195.79,0.67,370163.13,3337787.72,150330.49,3016478.46,164.96,185.76,138.13,201.27,2249884.21,1213184.33,2.705,0.308,16.32,1
2018,AGRI_STARTUP,16020182.22,10323945.73,5696239.19,0.684,698350.3,1080398.36,47721.53,3126502.05,162.92,167.0,142.86,106.97,441950.1,702355.23,2.771,-0.162,16.65,0
2021,AGRI_STARTUP,20958900.26,17146695.08,3812207.89,0.073,1641445.24,3155242.08,1142376.65,4361042.65,111.24,96.35,111.14,208.59,2770979.82,1019322.05,3.894,-0.108,82.6,1
2024,LARGE,11461618.76,9533838.23,1927783.25,0.325,170510.41,1476549.38,1062284.29,760682.34,104.36,112.21,138.92,108.94,1965527.56,1641011.08,2.893,0.378,47.98,1
2022,LEASED,16241860.08,12593853.58,3648009.23,0.429,1457385.79,1728302.34,389748.93,2765852.55,90.49,187.29,115.93,195.4,192038.12,1535222.53,3.077,0.409,32.84,1
