ag_livestock_report_month,ag_livestock_operation_id_hash,ag_livestock_animal_type_code,ag_livestock_inventory_head_count,ag_livestock_births_count,ag_livestock_deaths_count,ag_livestock_slaughter_count,ag_livestock_milk_production_lbs,ag_livestock_milk_yield_per_cow,ag_livestock_feed_cost_index,ag_livestock_vet_cost_per_head,ag_livestock_antibiotic_use_indicator,ag_livestock_disease_outbreak_flag,ag_livestock_housing_system_code,ag_livestock_pasture_access_days_year,ag_livestock_manure_management_method,ag_livestock_methane_emissions_estimate,ag_livestock_organic_certification_flag,ag_livestock_animal_welfare_audit_score,ag_livestock_market_price_usd_cwt
2027-10,a4a50bd712c756af,CATTLE_DAIRY,27814,65821,27814,74379,55819024.55,18431.5,108.76,282.4,0,0,PASTURE,328,COMPOST,61291.74,0,17.06,249.1
2027-11,b1efb8ada8fbd496,CATTLE_BEEF,220566,78995,85340,142353,0.0,0.0,95.76,400.83,0,0,PASTURE,237,STACK,203956.38,0,19.78,296.78
2027-12,274e75ac35c5a3c9,CATTLE_BEEF,94631,53051,93889,132874,0.0,0.0,80.58,287.44,1,0,CAGE_FREE,250,FIELD_APPLIED,42007.15,1,31.89,311.6
2028-01,686867cf61029720,GOATS,29569,97422,29569,27283,0.0,0.0,193.47,265.25,0,0,CAGE_FREE,291,LAGOON,87296.0,0,58.13,118.38
2028-02,dc836d18dd37344a,POULTRY,202485,42523,52878,101470,0.0,0.0,151.04,165.39,0,0,FREE_STALL,239,COMPOST,11004.31,0,24.46,230.68
2028-03,b78bbca22fb28b5e,POULTRY,232344,80283,99134,23955,0.0,0.0,193.22,367.26,0,1,BARN,113,FIELD_APPLIED,149249.95,0,3.21,255.64
2028-04,7ba55c7f381c1b34,SHEEP,17710,131,17710,44978,0.0,0.0,100.75,342.25,0,0,FEEDLOT,52,COMPOST,25929.41,0,35.1,317.94
2028-05,434718e5b9d481e5,CATTLE_DAIRY,196005,106458,121278,21942,216878184.06,15902.9,141.02,74.43,0,0,FEEDLOT,331,LAGOON,129659.97,0,37.83,91.78
2028-06,4161713254359a94,CATTLE_BEEF,173971,59122,62789,141370,0.0,0.0,149.03,247.15,1,0,BARN,168,STACK,244456.93,0,3.55,253.6
2028-07,4be19b216f896afd,CATTLE_BEEF,32725,38663,32725,51769,0.0,0.0,172.99,412.6,1,0,BARN,302,FIELD_APPLIED,242207.48,0,59.35,41.22
2028-08,9aa34ebf891feb4f,POULTRY,156389,118589,118620,85576,0.0,0.0,122.26,118.62,1,0,BARN,8,LAGOON,224854.67,0,46.67,313.52
2028-09,cf53f79fd5b20d93,HOGS,96548,42336,65409,44531,0.0,0.0,86.2,21.75,1,0,FREE_STALL,283,STACK,77161.02,0,33.51,205.55
2028-10,63669f5a7a1194ec,HOGS,10457,49975,10457,21054,0.0,0.0,188.22,407.36,1,0,PASTURE,51,COMPOST,206742.67,0,92.91,93.12
2028-11,b9d135db957463a1,CATTLE_DAIRY,73659,4757,36452,144868,211288672.66,22545.8,175.12,60.17,1,0,CAGE_FREE,22,OTHER,115888.52,0,73.18,76.96
2028-12,43d90fffd4ccd0c6,CATTLE_DAIRY,114722,110769,114722,37603,104515801.69,13498.9,139.15,70.37,0,0,FEEDLOT,139,FIELD_APPLIED,11309.79,0,94.98,148.2
2029-01,cd318d24d66de562,HOGS,119871,9264,23909,42974,0.0,0.0,131.51,19.89,0,1,PASTURE,296,FIELD_APPLIED,242851.18,0,84.51,249.23
2029-02,09d20266fe3f5b42,CATTLE_BEEF,42904,85596,42904,18742,0.0,0.0,169.2,59.9,1,0,FREE_STALL,253,STACK,145634.69,0,67.33,96.0
2029-03,371bdba7a238f399,CATTLE_BEEF,76860,117913,76860,96279,0.0,0.0,187.02,35.89,0,0,FREE_STALL,155,FIELD_APPLIED,23313.02,0,2.44,216.74
2029-04,6a147ac7c7432d90,POULTRY,162199,26027,38502,83886,0.0,0.0,204.73,240.49,0,0,PASTURE,281,FIELD_APPLIED,183423.32,0,39.53,121.7
2029-05,c3a8cd11c348da70,POULTRY,144414,115090,144414,51827,0.0,0.0,96.66,380.85,0,0,PASTURE,242,DIGESTER,84653.99,0,58.88,288.57
2029-06,0771ccd156aca8ab,CATTLE_BEEF,175433,42781,89073,11686,0.0,0.0,90.04,9.02,0,1,CAGE_FREE,45,FIELD_APPLIED,246488.0,0,86.25,215.91
2029-07,ed50bac7d5ee66e3,CATTLE_DAIRY,7391,2482,7391,40454,159771966.63,12980.8,180.81,384.2,0,0,PASTURE,360,FIELD_APPLIED,43232.04,0,24.17,70.15
2029-08,0de715dbbc0ab1dc,CATTLE_BEEF,24901,33448,24901,83879,0.0,0.0,122.89,228.18,1,0,CAGE_FREE,301,FIELD_APPLIED,91164.22,0,84.66,108.13
2029-09,2cec4c89038a0aec,CATTLE_DAIRY,179458,97002,136473,9581,185869886.25,25810.8,181.63,417.13,1,0,CAGE_FREE,199,COMPOST,51743.15,0,45.89,192.0
2029-10,3e57caf1711363c0,HOGS,90956,53271,90956,112055,0.0,0.0,206.71,168.79,0,0,BARN,354,OTHER,10984.37,0,95.71,287.56
2029-11,a4f59bcea0eeaf1b,HOGS,247971,70823,82292,56386,0.0,0.0,113.76,293.52,1,0,BARN,242,COMPOST,238865.46,0,71.94,284.98
2029-12,d3a38c5f3d3a73c6,HOGS,21571,90859,21571,139149,0.0,0.0,82.53,60.85,0,0,BARN,242,FIELD_APPLIED,63039.29,0,80.55,308.96
2030-01,c81eb9143684a789,CATTLE_BEEF,218531,115197,160282,81131,0.0,0.0,205.72,210.98,1,0,FEEDLOT,7,COMPOST,61716.13,0,4.91,40.38
2030-02,7962e6611c0e24d1,POULTRY,58194,6118,43644,33018,0.0,0.0,99.66,45.88,1,0,BARN,283,FIELD_APPLIED,53461.61,0,76.31,117.02
2030-03,0fef1cf58b2ca2a3,CATTLE_BEEF,123032,12782,25898,40931,0.0,0.0,203.88,216.57,1,0,PASTURE,70,COMPOST,176991.79,0,37.16,128.17
2030-04,b3fa509fd4ad3760,SHEEP,153711,13159,48806,140675,0.0,0.0,157.75,269.48,0,0,OTHER,30,LAGOON,221133.46,0,81.77,98.8
2030-05,acc029e887e190b0,GOATS,87413,72489,87413,133406,0.0,0.0,104.88,405.72,0,0,PASTURE,247,OTHER,165098.56,0,42.53,310.2
2030-06,544048c96a904e8d,HOGS,98131,106015,98131,122635,0.0,0.0,162.2,115.29,0,0,CAGE_FREE,173,COMPOST,207504.15,0,69.53,149.79
2030-07,6b9e5bd22cdf34a1,CATTLE_DAIRY,108373,69361,81995,31606,170247590.13,17683.6,172.54,340.06,0,0,BARN,206,OTHER,109879.01,1,86.81,292.84
2030-08,a0d4a8d0dc4fcdf9,POULTRY,184318,19256,21063,86134,0.0,0.0,190.38,345.85,1,0,FREE_STALL,309,STACK,143307.66,0,80.4,156.45
2030-09,5c418f6021f38050,HOGS,9192,1113,9192,125093,0.0,0.0,142.11,35.97,0,0,PASTURE,16,LAGOON,21278.62,0,27.09,73.44
2030-10,2d2714266584a5df,POULTRY,66627,85312,66627,139082,0.0,0.0,129.68,436.16,1,0,PASTURE,213,FIELD_APPLIED,172586.24,0,31.0,117.18
2030-11,cbdafa82705a296c,HOGS,112979,102197,112979,21666,0.0,0.0,147.0,295.39,1,0,BARN,158,STACK,188910.82,1,20.91,59.2
2030-12,ef42ade9a8adb6e8,CATTLE_BEEF,247818,19544,60964,79903,0.0,0.0,93.09,195.98,1,0,FREE_STALL,135,LAGOON,52169.31,0,82.73,244.49
2031-01,1306d665bfbe3c9b,POULTRY,186132,96288,107365,31946,0.0,0.0,148.15,201.83,0,0,PASTURE,27,FIELD_APPLIED,236399.23,0,72.76,95.6
2031-02,c9da51654ceb2fbc,GOATS,50784,31761,50784,81226,0.0,0.0,151.83,209.09,0,0,OTHER,159,FIELD_APPLIED,135477.59,0,54.69,278.95
2031-03,111614502186758e,POULTRY,231651,22507,57443,94156,0.0,0.0,199.35,125.99,0,0,CAGE_FREE,323,OTHER,248130.71,0,1.43,46.17
2031-04,7a18648af12f2ce5,CATTLE_DAIRY,49888,86276,49888,135454,51104732.09,17852.5,189.14,94.75,0,0,CAGE_FREE,131,FIELD_APPLIED,171660.02,0,19.56,312.22
2031-05,5906041db08c2e3c,POULTRY,76534,49779,76534,87720,0.0,0.0,207.36,40.15,1,0,CAGE_FREE,326,FIELD_APPLIED,173883.54,0,97.35,288.44
2031-06,558ef8c0f2a92ee1,CATTLE_DAIRY,84456,34125,67037,31978,40536573.57,24404.6,94.95,292.81,1,0,PASTURE,47,LAGOON,120454.84,0,14.92,229.94
2031-07,16926812d794a10e,CATTLE_DAIRY,54260,34444,46994,55415,116749067.96,16037.4,77.55,426.62,0,0,OTHER,335,DIGESTER,237977.02,0,99.18,207.43
2031-08,aac2bbe41b652bf6,CATTLE_BEEF,156376,55699,61880,124269,0.0,0.0,125.77,304.02,1,0,BARN,242,LAGOON,225357.3,0,66.45,192.7
2031-09,1676f362bed4ae4a,CATTLE_DAIRY,49721,57444,49721,101801,70962572.64,21016.6,204.93,45.67,1,0,BARN,270,COMPOST,29283.22,0,82.43,313.74
2031-10,85356da5fa265f18,GOATS,33440,13230,33440,86243,0.0,0.0,210.45,138.46,1,0,PASTURE,340,LAGOON,110552.69,0,35.04,41.83
2031-11,8ea3dba2c0a2157b,POULTRY,161658,53824,79769,142527,0.0,0.0,63.63,124.5,0,0,PASTURE,241,DIGESTER,234715.09,0,25.35,40.0
2031-12,c30d694e3767af57,POULTRY,220447,64166,104952,14390,0.0,0.0,82.3,10.63,0,1,CAGE_FREE,53,FIELD_APPLIED,206162.18,0,21.13,165.75
2032-01,8fe76a77d9ccea81,HOGS,220189,118284,168140,25502,0.0,0.0,99.78,104.01,0,0,FREE_STALL,194,STACK,125603.28,0,43.49,195.12
2032-02,f47f77ab170a5179,HOGS,193123,89487,98078,136640,0.0,0.0,157.12,222.61,0,0,BARN,62,STACK,161526.26,0,15.97,223.51
2032-03,5debe99ab09b768e,HOGS,55551,114334,55551,12880,0.0,0.0,91.26,319.02,1,0,CAGE_FREE,288,COMPOST,237168.31,0,76.51,313.92
2032-04,aabb23e30cfb4638,CATTLE_DAIRY,203576,44933,67813,66859,38073102.77,23828.9,115.84,200.53,1,0,BARN,211,COMPOST,80035.45,0,94.32,299.73
2032-05,75defc279cd8b7b7,HOGS,111434,35710,73837,104826,0.0,0.0,144.29,359.58,1,0,FREE_STALL,300,LAGOON,220830.0,0,30.48,226.11
2032-06,bde0c8133c62c2dd,HOGS,43763,1148,15810,4095,0.0,0.0,205.61,417.03,1,0,BARN,139,FIELD_APPLIED,67531.07,0,58.91,279.47
2032-07,03d73f3e87c3f346,CATTLE_DAIRY,171412,12300,52845,29563,129629085.53,18700.5,203.91,201.03,0,0,BARN,73,FIELD_APPLIED,29934.54,0,69.49,240.09
2032-08,ba14969526da8373,POULTRY,86055,76874,86055,48783,0.0,0.0,95.48,290.77,1,0,OTHER,267,LAGOON,131511.73,0,66.83,67.01
2032-09,e56bb61bfd76aa28,SHEEP,228041,24294,35955,2726,0.0,0.0,140.05,347.94,0,0,FEEDLOT,183,FIELD_APPLIED,169204.75,0,57.41,164.93
2032-10,b0c6ec7ef8336aa9,HOGS,66121,112922,66121,20226,0.0,0.0,101.05,35.65,1,0,BARN,76,FIELD_APPLIED,45641.58,0,52.32,89.46
2032-11,cd5b98e4762fb163,GOATS,84766,27065,49391,71805,0.0,0.0,82.57,112.96,0,0,BARN,350,COMPOST,249839.83,0,22.85,127.82
2032-12,ad9e8cb101f97b0a,POULTRY,28102,69788,28102,70739,0.0,0.0,79.67,14.38,1,0,CAGE_FREE,67,FIELD_APPLIED,162053.12,0,46.22,232.48
2033-01,9aee1a0a05c16cbb,CATTLE_DAIRY,160954,39380,77331,137789,207087498.94,14664.9,167.01,307.26,0,0,CAGE_FREE,146,FIELD_APPLIED,82113.24,0,33.08,93.57
2033-02,559156225e256c52,HOGS,111396,43918,64512,59618,0.0,0.0,102.91,302.12,1,1,CAGE_FREE,261,DIGESTER,18718.63,0,38.44,55.84
2033-03,64db89ca10bf4e43,CATTLE_BEEF,187799,71520,78083,55874,0.0,0.0,203.56,137.66,1,0,PASTURE,79,FIELD_APPLIED,84524.68,0,77.89,311.6
2033-04,c4ca0fc170b9e0a4,CATTLE_DAIRY,32029,24165,32029,5826,56887905.15,13691.0,126.68,397.48,1,0,PASTURE,198,LAGOON,80408.99,0,44.61,249.82
2033-05,3f08601fb0621da0,GOATS,190972,28127,34167,92273,0.0,0.0,107.2,207.23,0,0,FREE_STALL,363,COMPOST,168397.43,0,49.0,114.08
2033-06,d65dd590a7c58672,CATTLE_BEEF,135342,37859,67422,55376,0.0,0.0,84.82,261.57,0,0,OTHER,354,STACK,182088.48,0,77.83,187.21
2033-07,30b759c78c0b4ad9,CATTLE_BEEF,25815,114585,25815,50673,0.0,0.0,149.59,435.59,1,0,FEEDLOT,31,LAGOON,9012.57,0,10.94,94.0
2033-08,a6ab58eb1ab5a83a,POULTRY,54006,119478,54006,55368,0.0,0.0,160.04,32.21,0,0,PASTURE,218,STACK,245583.65,0,1.11,183.07
2033-09,5586bb7a7db6d0ca,CATTLE_DAIRY,207824,16147,34053,43508,43399339.09,18999.4,94.21,444.0,0,0,PASTURE,64,STACK,234498.99,0,87.01,211.32
2033-10,d38bf3d8ba195602,POULTRY,76891,73344,76891,76570,0.0,0.0,86.87,9.79,0,0,CAGE_FREE,10,LAGOON,60833.27,0,10.97,215.79
2033-11,4a8f9caf599c992e,POULTRY,237742,1511,50706,28888,0.0,0.0,176.15,243.9,1,0,OTHER,65,LAGOON,117259.65,0,65.37,94.0
2033-12,89000a7b00bc1f16,HOGS,226051,102204,140841,110195,0.0,0.0,190.7,128.68,0,0,FREE_STALL,59,FIELD_APPLIED,58599.99,0,78.39,229.07
2034-01,a45a7199ef299d08,CATTLE_DAIRY,185246,31068,53949,38602,56091172.84,24912.4,200.24,196.18,0,0,PASTURE,66,FIELD_APPLIED,65463.94,0,27.72,236.2
2034-02,873e4c4c8ba5b5a6,CATTLE_DAIRY,146223,101832,139913,74061,94653754.44,21712.3,182.78,248.91,0,0,PASTURE,149,OTHER,242569.49,0,1.78,289.48
2034-03,a908309cbe4bab1b,CATTLE_BEEF,217242,99094,107197,64410,0.0,0.0,63.79,418.92,0,0,BARN,162,FIELD_APPLIED,135206.12,0,9.24,145.28
2034-04,e0d84387379d6745,HOGS,135099,93212,102887,140943,0.0,0.0,163.15,261.42,0,0,FEEDLOT,237,STACK,79197.16,0,2.27,206.69
2034-05,48b80decc214b3f9,CATTLE_DAIRY,193598,80663,84761,35373,39381386.59,14858.6,210.49,140.86,1,0,PASTURE,365,FIELD_APPLIED,155443.48,0,87.56,44.62
2034-06,3253a087000cdb6e,HOGS,75827,55784,59688,38547,0.0,0.0,172.26,194.62,0,0,FREE_STALL,312,FIELD_APPLIED,151260.01,0,97.62,243.18
2034-07,3a0a6369c52b19ea,POULTRY,246445,114199,128544,8141,0.0,0.0,130.65,53.92,1,0,CAGE_FREE,39,STACK,24769.52,1,87.53,150.85
2034-08,94ed63083067795f,CATTLE_BEEF,119541,55851,85509,69223,0.0,0.0,116.14,248.57,1,0,OTHER,350,LAGOON,57459.32,0,22.55,212.72
2034-09,b63ab1f7cf89f8e3,CATTLE_DAIRY,230389,79108,99902,22360,49551603.11,16976.2,75.94,144.45,0,0,CAGE_FREE,351,LAGOON,63299.17,0,24.95,75.8
2034-10,0a98e47c04493753,HOGS,51171,56504,51171,51032,0.0,0.0,205.68,28.42,0,0,FREE_STALL,358,LAGOON,77587.33,0,22.12,154.98
2034-11,a0ee00374b66d4a0,POULTRY,175231,117618,161110,109857,0.0,0.0,90.7,34.58,0,0,BARN,214,STACK,177826.68,0,29.22,290.17
2034-12,07b656abfb18d132,CATTLE_BEEF,13983,30486,13983,108041,0.0,0.0,91.34,127.87,1,0,PASTURE,305,FIELD_APPLIED,246470.77,0,85.1,313.36
2035-01,f30ced141e8cd123,CATTLE_BEEF,241882,29635,69356,30048,0.0,0.0,63.58,253.87,0,0,BARN,23,COMPOST,120437.4,0,24.41,246.08
2035-02,992e85d1bd193939,POULTRY,137744,58735,106010,148918,0.0,0.0,148.26,51.18,0,0,CAGE_FREE,3,COMPOST,241195.21,1,15.09,213.18
2035-03,605a8ccdbaf8c415,POULTRY,41274,57838,41274,47869,0.0,0.0,213.31,186.91,0,0,FREE_STALL,97,FIELD_APPLIED,179557.09,0,45.45,52.41
2035-04,2a0c3cdf9aeb593d,CATTLE_BEEF,122181,44592,65728,130277,0.0,0.0,134.1,271.06,0,0,PASTURE,89,DIGESTER,45268.31,0,79.93,273.03
2035-05,ce6bc828644bc64a,CATTLE_BEEF,44341,105865,44341,67725,0.0,0.0,161.02,291.31,1,0,PASTURE,325,LAGOON,83273.89,1,87.23,235.58
2035-06,41835eb8722bf2f0,GOATS,20511,2308,20511,62492,0.0,0.0,98.18,55.42,1,0,PASTURE,90,OTHER,221768.76,1,15.61,180.22
2035-07,b2b416b0d3d31dab,HOGS,230956,77022,79164,116514,0.0,0.0,135.69,63.56,0,0,FREE_STALL,111,FIELD_APPLIED,98012.91,1,81.27,46.45
2035-08,c3eb6e2b2f5af413,CATTLE_DAIRY,164035,77920,116596,32868,195480708.27,22542.6,64.62,134.66,0,0,BARN,65,DIGESTER,99255.3,0,56.64,319.25
2035-09,0fa0db70a0c55fec,CATTLE_BEEF,116205,6100,29029,124308,0.0,0.0,95.43,338.51,0,0,OTHER,55,LAGOON,36540.85,0,46.03,315.93
2035-10,42c0b5325ea74315,POULTRY,179677,37795,54876,133312,0.0,0.0,151.27,421.98,1,1,PASTURE,81,FIELD_APPLIED,6816.41,0,30.66,69.46
2035-11,ee66f8564aaaa339,POULTRY,235284,21892,41934,128099,0.0,0.0,88.33,309.66,0,0,BARN,99,FIELD_APPLIED,70950.31,0,83.42,161.02
2035-12,13710244e745110d,CATTLE_BEEF,91585,46403,89373,27060,0.0,0.0,119.06,342.23,0,0,BARN,354,COMPOST,7431.07,0,44.62,279.2
2036-01,84174ef6ba269127,POULTRY,95499,68748,73206,49276,0.0,0.0,186.88,301.39,0,0,BARN,235,DIGESTER,216809.75,0,96.15,67.71
2036-02,6e34880761419b17,CATTLE_BEEF,118409,66353,75966,79568,0.0,0.0,179.19,299.42,1,0,FEEDLOT,110,FIELD_APPLIED,2019.54,1,80.66,238.41
2036-03,23617ecbeb9a7fbf,CATTLE_DAIRY,102719,38020,69784,55112,25951071.72,13384.7,139.9,437.83,0,0,CAGE_FREE,195,FIELD_APPLIED,200205.07,0,84.44,278.66
2036-04,bef2da55bf8594c2,CATTLE_DAIRY,78673,12910,33389,16111,134541271.4,25894.4,151.33,108.76,0,0,BARN,202,DIGESTER,552.43,0,65.33,69.0
2036-05,dbc5af97682dbd2c,SHEEP,196295,43586,48679,111198,0.0,0.0,122.72,426.09,0,0,OTHER,92,COMPOST,133527.21,0,28.18,51.7
2036-06,676ae4437c04a9f0,CATTLE_DAIRY,239595,94865,110055,148426,114948286.78,16680.2,167.7,111.87,1,0,CAGE_FREE,35,FIELD_APPLIED,11050.91,0,47.99,197.53
2036-07,9126bfe770697e0e,POULTRY,87837,10125,24901,7503,0.0,0.0,143.32,266.53,0,0,CAGE_FREE,104,FIELD_APPLIED,16495.74,0,55.47,74.92
2036-08,4a7dac5b83c7e885,CATTLE_BEEF,1464,28614,1464,7910,0.0,0.0,137.59,304.68,1,0,FEEDLOT,264,DIGESTER,247972.89,0,19.35,187.14
2036-09,8650937df2e7034d,GOATS,26488,99413,26488,60579,0.0,0.0,158.35,23.04,0,0,FREE_STALL,203,DIGESTER,13353.19,0,82.58,100.17
2036-10,aaaffc9c4dfc5e01,CATTLE_BEEF,46611,27377,44431,64156,0.0,0.0,108.39,371.86,0,0,FEEDLOT,50,COMPOST,137963.68,1,51.57,298.91
2036-11,d2fa768ff3f814d8,CATTLE_BEEF,105056,64541,86924,148554,0.0,0.0,92.8,417.37,0,0,PASTURE,347,FIELD_APPLIED,113803.6,0,31.33,228.52
2036-12,922d71df91760496,CATTLE_BEEF,127454,50674,53289,49792,0.0,0.0,209.99,98.34,1,0,CAGE_FREE,114,LAGOON,116585.57,1,15.23,66.02
2037-01,19be0e365cdd6f73,CATTLE_BEEF,230198,116258,150120,1454,0.0,0.0,178.46,260.77,0,0,OTHER,151,STACK,170663.14,0,57.7,52.73
2037-02,195fac8160294d64,GOATS,54784,72496,54784,62603,0.0,0.0,181.6,147.15,0,0,CAGE_FREE,19,FIELD_APPLIED,17913.78,0,78.85,42.75
2037-03,6aa0f9d5072a6682,CATTLE_BEEF,203943,63817,96891,134214,0.0,0.0,191.3,440.72,1,0,BARN,59,FIELD_APPLIED,219249.38,0,5.44,137.2
2037-04,4501af9b88535cd6,SHEEP,239370,50273,99543,116193,0.0,0.0,89.05,201.66,1,0,PASTURE,307,FIELD_APPLIED,60992.25,1,74.21,213.28
2037-05,0509f705ec41c549,POULTRY,134684,4460,7978,148803,0.0,0.0,204.71,168.71,0,0,CAGE_FREE,197,LAGOON,233080.39,0,93.36,310.52
2037-06,461b1e9aa9185c44,HOGS,185656,17806,44611,88003,0.0,0.0,84.21,271.16,0,1,BARN,203,STACK,155642.45,0,13.73,203.19
2037-07,05f73fa498f9e8ee,HOGS,83710,75249,83710,143553,0.0,0.0,120.24,41.26,1,1,BARN,171,STACK,72419.11,0,63.22,192.72
2037-08,9df89cf20bba9eb0,CATTLE_DAIRY,83423,87761,83423,60331,221845291.0,21274.5,84.33,398.57,0,0,BARN,295,OTHER,157630.75,0,52.38,167.12
2037-09,ced07167992dab1b,GOATS,241540,47100,88148,71218,0.0,0.0,68.22,67.91,1,0,BARN,36,FIELD_APPLIED,230132.86,1,97.53,83.11
2037-10,9d73d5d1badd16e3,CATTLE_DAIRY,7719,89148,7719,121374,45018545.19,15693.7,131.59,120.87,1,0,BARN,139,STACK,14824.92,0,35.84,225.73
2037-11,5999033ee8e748de,CATTLE_DAIRY,180578,78700,80963,130940,23106701.56,19547.9,107.27,150.71,0,0,PASTURE,224,FIELD_APPLIED,117973.57,1,58.24,156.72
2037-12,8892a6a18e42cb31,SHEEP,3341,32699,3341,129385,0.0,0.0,217.66,445.0,0,0,FREE_STALL,231,LAGOON,237791.8,0,38.24,126.15
2038-01,ff1417e8012873d7,HOGS,179599,23535,28697,139268,0.0,0.0,87.77,396.82,1,0,BARN,337,LAGOON,213918.95,0,34.14,265.04
2038-02,adb0dfc10064a962,POULTRY,240936,85014,111931,142526,0.0,0.0,163.31,88.11,1,0,OTHER,90,LAGOON,169136.6,0,46.89,281.97
2038-03,ed07fe060922f4bb,CATTLE_BEEF,95137,60326,95137,754,0.0,0.0,77.36,355.52,1,0,PASTURE,339,FIELD_APPLIED,22572.5,1,66.21,224.59
2038-04,9992902f9003b586,HOGS,231782,35045,82937,145826,0.0,0.0,150.57,242.41,1,0,PASTURE,176,DIGESTER,90113.49,0,74.77,311.97
2038-05,b0a00bbe91327403,CATTLE_DAIRY,235901,78197,114530,144547,42462191.76,27543.4,169.45,356.57,0,0,OTHER,362,COMPOST,161338.07,0,56.78,104.31
2038-06,f468c23316216c1b,POULTRY,154274,38099,66518,69464,0.0,0.0,114.16,147.37,1,0,PASTURE,268,LAGOON,142399.05,0,87.62,97.8
2038-07,cdebe8a2a9543964,HOGS,169247,87287,111210,110001,0.0,0.0,178.92,369.06,0,0,BARN,312,OTHER,115630.34,0,78.43,297.13
2038-08,bb610334953ac830,CATTLE_DAIRY,33121,110159,33121,22129,100490176.38,21527.0,94.17,415.75,0,0,BARN,297,LAGOON,67923.54,0,73.8,296.5
2038-09,719d50669bf4c63a,HOGS,203864,9246,33155,35450,0.0,0.0,148.09,385.45,0,0,FEEDLOT,327,FIELD_APPLIED,248689.98,0,89.91,114.66
2038-10,9c0a1e45a0975dbc,HOGS,32533,63157,32533,114194,0.0,0.0,158.73,90.63,0,0,BARN,37,LAGOON,201759.45,0,54.08,291.88
2038-11,a64a0d418ef09d78,CATTLE_BEEF,53721,58932,53721,95407,0.0,0.0,212.39,343.28,1,0,PASTURE,285,COMPOST,154638.24,0,67.66,105.89
2038-12,96ac961d7bf76465,POULTRY,66253,36183,55301,123057,0.0,0.0,179.22,207.21,1,0,FEEDLOT,288,COMPOST,185329.04,0,3.95,82.64
2039-01,fc3dd1f92ebcf42a,CATTLE_DAIRY,63678,90600,63678,70288,189402284.55,17830.0,146.12,420.48,0,1,OTHER,279,LAGOON,23180.83,0,49.75,295.62
2039-02,8ee644a343753d5d,CATTLE_DAIRY,184356,112504,160873,78845,47219276.06,19424.9,136.29,81.77,0,1,BARN,189,STACK,85617.84,0,60.82,176.61
2039-03,8d61359828304dd8,CATTLE_BEEF,107478,20802,65548,66348,0.0,0.0,205.57,367.7,1,1,PASTURE,241,COMPOST,226125.55,0,97.72,44.02
2039-04,27e611306f84d549,POULTRY,178619,5718,39850,42049,0.0,0.0,211.45,145.64,0,0,CAGE_FREE,204,FIELD_APPLIED,122854.99,0,24.05,226.33
2039-05,7492059c3f853111,CATTLE_DAIRY,212073,66458,72114,29133,25434894.72,18752.9,166.78,322.71,0,0,CAGE_FREE,34,STACK,246581.21,0,9.09,275.14
2039-06,ff32c9ff41301c0e,POULTRY,40854,70174,40854,17148,0.0,0.0,213.92,47.2,0,0,CAGE_FREE,352,FIELD_APPLIED,139451.14,0,77.01,116.46
2039-07,809a1869b3ce157f,GOATS,232698,72814,121443,122632,0.0,0.0,81.39,300.45,1,0,FEEDLOT,241,LAGOON,56136.41,1,82.11,232.19
2039-08,f1ee43d46afc7bc1,HOGS,43017,40887,43017,36755,0.0,0.0,94.14,360.39,1,0,BARN,129,STACK,122961.51,0,12.12,150.01
2039-09,2ca7a23d515a8756,CATTLE_BEEF,221525,69461,101043,26315,0.0,0.0,103.69,344.7,1,0,CAGE_FREE,251,DIGESTER,224797.54,0,81.62,173.53
2039-10,8986591b8843d70f,CATTLE_DAIRY,194916,71604,85194,30134,198015330.75,19609.8,131.36,210.26,0,0,BARN,138,FIELD_APPLIED,231184.27,0,21.49,168.2
2039-11,590069844a076109,HOGS,89466,66630,89466,34843,0.0,0.0,157.67,46.02,1,0,OTHER,275,COMPOST,109723.96,0,82.26,149.32
2039-12,68d1b76ee43af2e7,HOGS,147052,119471,147052,8399,0.0,0.0,149.45,206.92,0,0,BARN,57,COMPOST,70847.1,0,12.57,268.87
2040-01,303ea9626e40e5c2,HOGS,147875,85652,106171,114482,0.0,0.0,213.16,174.75,1,0,OTHER,206,COMPOST,21879.42,0,4.58,270.25
2040-02,1a5147130e657b9e,POULTRY,150513,77411,88110,109779,0.0,0.0,152.36,199.97,1,0,BARN,64,COMPOST,132119.43,0,32.3,108.24
2040-03,2689457d9861e40a,POULTRY,45433,17341,39280,13669,0.0,0.0,110.94,355.56,0,1,CAGE_FREE,155,OTHER,228830.63,0,53.18,121.51
2040-04,1354045e1cee324b,CATTLE_BEEF,81088,65617,81088,120563,0.0,0.0,89.47,252.57,0,0,PASTURE,174,LAGOON,75775.06,0,11.48,97.49
2040-05,c1c8fb289f87244a,GOATS,15214,6974,15214,11411,0.0,0.0,134.41,396.16,1,0,BARN,293,FIELD_APPLIED,185645.46,1,24.21,257.93
2040-06,64adf6d4e1572027,CATTLE_BEEF,45500,59647,45500,71005,0.0,0.0,91.07,117.57,0,0,CAGE_FREE,62,LAGOON,157652.8,0,34.69,250.3
2040-07,17180802e061e9c0,HOGS,202049,80816,117711,121677,0.0,0.0,120.18,271.3,1,0,OTHER,213,FIELD_APPLIED,27178.51,0,9.22,260.71
