demo_nativity_estimate_year,demo_nativity_country_iso2,demo_nativity_region_nuts_code,demo_nativity_nativity_category,demo_nativity_country_of_birth_iso2,demo_nativity_year_of_arrival,demo_nativity_citizenship_class,demo_nativity_second_citizenship_iso2,demo_nativity_language_main_home,demo_nativity_language_secondary_home,demo_nativity_language_proficiency_level,demo_nativity_education_level_isc,demo_nativity_employment_status,demo_nativity_refugee_or_protection_flag,demo_nativity_family_reunification_flag,demo_nativity_remittance_sending_flag,demo_nativity_translation_need_indicator,demo_nativity_integration_policy_index_score,demo_nativity_eurostat_table_code,demo_nativity_cultural_linguistic_diversity_index
2026,RO,SK11,SECOND_GEN,LT,2000,EU,,CS,,A1,ISCED7_8,UNEMPLOYED,0,0,0,1,85.98,migr_pop3ctb,0.4468
2018,AT,BG531,NATIVE_BORN,AT,,NON_EU,,IT,CS,C2,ISCED5_6,STUDENT,0,0,0,0,39.26,edat_lfse_03,0.6734
2019,CZ,AT85,FOREIGN_BORN,GR,2002,DUAL,FI,MT,,B2,ISCED3_4,INACTIVE,0,0,0,0,29.98,ilc_lvps08,0.4152
2020,DE,GR299,SECOND_GEN,RO,2003,NATIONAL,,PT,MT,A2,ISCED0_2,EMPLOYED,0,0,0,1,78.57,migr_imm8,0.4076
2021,LV,CZ722,NATIVE_BORN,LV,,EU,,PL,DA,NATIVE,ISCED7_8,UNEMPLOYED,0,0,0,0,48.41,migr_pop1ctz,0.5661
2022,PL,CY16,FOREIGN_BORN,LU,2005,NON_EU,,SK,GA,C1,ISCED5_6,STUDENT,0,0,0,0,44.48,migr_pop3ctb,0.5134
2023,ES,CZ64,SECOND_GEN,BE,2006,DUAL,,BG,EN,B1,ISCED3_4,INACTIVE,0,0,0,1,68.72,edat_lfse_03,0.8553
2024,HR,SK47,NATIVE_BORN,HR,,NATIONAL,,RO,MT,A1,ISCED0_2,EMPLOYED,0,0,0,0,64.04,ilc_lvps08,0.6882
2025,FI,ES27,FOREIGN_BORN,SK,2008,EU,,SL,DA,C2,ISCED7_8,UNEMPLOYED,0,0,0,0,28.58,migr_imm8,0.3201
2026,IE,CZ196,SECOND_GEN,EE,2009,NON_EU,,HR,DA,B2,ISCED5_6,STUDENT,0,0,0,0,55.81,migr_pop1ctz,0.7941
2018,MT,RO475,NATIVE_BORN,MT,,DUAL,NL,NL,BG,A2,ISCED3_4,INACTIVE,0,0,0,0,63.06,migr_pop3ctb,0.2569
2019,SK,HR354,FOREIGN_BORN,BG,2011,NATIONAL,,CY,CY,NATIVE,ISCED0_2,EMPLOYED,0,0,0,0,77.76,edat_lfse_03,0.5373
2020,BE,FR2,SECOND_GEN,IE,2012,EU,,DA,CY,C1,ISCED7_8,UNEMPLOYED,0,0,0,0,66.38,ilc_lvps08,0.3577
2021,DK,IE836,NATIVE_BORN,DK,,NON_EU,,SV,RO,B1,ISCED5_6,STUDENT,0,0,0,0,68.68,migr_imm8,0.9154
2022,GR,SI291,FOREIGN_BORN,FI,2014,DUAL,NL,EN,CS,A1,ISCED3_4,INACTIVE,0,0,0,0,67.89,migr_pop1ctz,0.2034
2023,LT,NL796,SECOND_GEN,NL,2015,NATIONAL,,ET,SL,C2,ISCED0_2,EMPLOYED,0,0,0,0,67.89,migr_pop3ctb,0.4321
2024,PT,HR441,NATIVE_BORN,PT,,EU,,FI,DE,B2,ISCED7_8,UNEMPLOYED,0,0,0,0,49.03,edat_lfse_03,0.1744
2025,SE,LV928,FOREIGN_BORN,IT,2017,NON_EU,,DE,PT,A2,ISCED5_6,STUDENT,0,0,0,1,30.98,ilc_lvps08,0.4646
2026,CY,LT867,SECOND_GEN,ES,2018,DUAL,,LV,ET,NATIVE,ISCED3_4,INACTIVE,0,0,0,0,80.91,migr_imm8,0.4064
2018,FR,FR379,NATIVE_BORN,FR,,NATIONAL,,EL,CS,C1,ISCED0_2,EMPLOYED,0,0,0,0,63.26,migr_pop1ctz,0.6209
2019,IT,SI883,FOREIGN_BORN,PL,2020,EU,,FR,SL,B1,ISCED7_8,UNEMPLOYED,0,0,0,1,27.27,migr_pop3ctb,0.685
2020,NL,SI439,SECOND_GEN,CY,2021,NON_EU,,LT,ES,A1,ISCED5_6,STUDENT,0,0,0,0,53.7,edat_lfse_03,0.5985
2021,SI,LU598,NATIVE_BORN,SI,,DUAL,,HU,PL,C2,ISCED3_4,INACTIVE,0,0,0,0,33.29,ilc_lvps08,0.2648
2022,BG,PL323,FOREIGN_BORN,SE,2023,NATIONAL,,ES,NL,B2,ISCED0_2,EMPLOYED,0,0,0,0,36.59,migr_imm8,0.8506
2023,EE,BG268,SECOND_GEN,DE,2024,EU,,GA,FI,A2,ISCED7_8,UNEMPLOYED,0,0,0,0,79.95,migr_pop1ctz,0.2473
2024,HU,BG963,NATIVE_BORN,HU,,NON_EU,,CS,EN,NATIVE,ISCED5_6,STUDENT,0,0,0,0,50.45,migr_pop3ctb,0.2183
2025,LU,ES600,FOREIGN_BORN,CZ,2026,DUAL,SI,IT,,C1,ISCED3_4,INACTIVE,0,0,1,0,90.86,edat_lfse_03,0.383
2026,RO,CZ515,SECOND_GEN,LT,1980,NATIONAL,,MT,SK,B1,ISCED0_2,EMPLOYED,0,0,0,1,76.15,ilc_lvps08,0.8516
2018,AT,DK812,NATIVE_BORN,AT,,EU,,PT,DE,A1,ISCED7_8,UNEMPLOYED,0,0,0,0,56.52,migr_imm8,0.6253
2019,CZ,EE711,FOREIGN_BORN,GR,1982,NON_EU,,PL,HR,C2,ISCED5_6,STUDENT,1,0,0,0,50.84,migr_pop1ctz,0.5442
2020,DE,NL375,SECOND_GEN,RO,1983,DUAL,FR,SK,GA,B2,ISCED3_4,INACTIVE,0,0,0,0,85.98,migr_pop3ctb,0.9355
2021,LV,SK756,NATIVE_BORN,LV,,NATIONAL,,BG,NL,A2,ISCED0_2,EMPLOYED,0,0,0,0,43.61,edat_lfse_03,0.9078
2022,PL,DK998,FOREIGN_BORN,LU,1985,EU,,RO,FR,NATIVE,ISCED7_8,UNEMPLOYED,0,0,0,0,49.3,ilc_lvps08,0.6353
2023,ES,BG905,SECOND_GEN,BE,1986,NON_EU,,SL,RO,C1,ISCED5_6,STUDENT,0,0,0,0,41.47,migr_imm8,0.067
2024,HR,MT204,NATIVE_BORN,HR,,DUAL,BG,HR,,B1,ISCED3_4,INACTIVE,0,0,0,0,71.66,migr_pop1ctz,0.1209
2025,FI,LU341,FOREIGN_BORN,SK,1988,NATIONAL,,NL,,A1,ISCED0_2,EMPLOYED,0,1,1,1,51.74,migr_pop3ctb,0.1936
2026,IE,SK403,SECOND_GEN,EE,1989,EU,,CY,BG,C2,ISCED7_8,UNEMPLOYED,0,0,0,0,40.33,edat_lfse_03,0.9368
2018,MT,CZ858,NATIVE_BORN,MT,,NON_EU,,DA,PT,B2,ISCED5_6,STUDENT,0,0,0,0,64.84,ilc_lvps08,0.088
2019,SK,BG591,FOREIGN_BORN,BG,1991,DUAL,,SV,,A2,ISCED3_4,INACTIVE,0,0,1,1,73.18,migr_imm8,0.3591
2020,BE,PL1,SECOND_GEN,IE,1992,NATIONAL,,EN,EN,NATIVE,ISCED0_2,EMPLOYED,0,0,0,0,43.4,migr_pop1ctz,0.3127
2021,DK,BG4,NATIVE_BORN,DK,,EU,,ET,EL,C1,ISCED7_8,UNEMPLOYED,0,0,0,0,79.52,migr_pop3ctb,0.87
2022,GR,RO64,FOREIGN_BORN,FI,1994,NON_EU,,FI,MT,B1,ISCED5_6,STUDENT,0,0,0,0,29.89,edat_lfse_03,0.1087
2023,LT,FI8,SECOND_GEN,NL,1995,DUAL,,DE,,A1,ISCED3_4,INACTIVE,0,0,0,1,61.88,ilc_lvps08,0.5253
2024,PT,BE441,NATIVE_BORN,PT,,NATIONAL,,LV,,C2,ISCED0_2,EMPLOYED,0,0,0,0,90.18,migr_imm8,0.719
2025,SE,RO292,FOREIGN_BORN,IT,1997,EU,,EL,CS,B2,ISCED7_8,UNEMPLOYED,0,0,0,0,87.45,migr_pop1ctz,0.4093
2026,CY,SE6,SECOND_GEN,ES,1998,NON_EU,,FR,,A2,ISCED5_6,STUDENT,0,0,0,1,91.51,migr_pop3ctb,0.7159
2018,FR,CY9,NATIVE_BORN,FR,,DUAL,,LT,,NATIVE,ISCED3_4,INACTIVE,0,0,0,0,85.34,edat_lfse_03,0.9116
2019,IT,HR3,FOREIGN_BORN,PL,2000,NATIONAL,,HU,FI,C1,ISCED0_2,EMPLOYED,0,0,0,0,59.01,ilc_lvps08,0.3575
2020,NL,SI61,SECOND_GEN,CY,2001,EU,,ES,PL,B1,ISCED7_8,UNEMPLOYED,0,0,0,1,55.21,migr_imm8,0.3042
2021,SI,SE993,NATIVE_BORN,SI,,NON_EU,,GA,CY,A1,ISCED5_6,STUDENT,0,0,0,0,47.58,migr_pop1ctz,0.3635
2022,BG,GR40,FOREIGN_BORN,SE,2003,DUAL,,CS,,C2,ISCED3_4,INACTIVE,0,0,0,0,42.02,migr_pop3ctb,0.1377
2023,EE,PT92,SECOND_GEN,DE,2004,NATIONAL,,IT,NL,B2,ISCED0_2,EMPLOYED,0,0,0,0,82.45,edat_lfse_03,0.0903
2024,HU,IT4,NATIVE_BORN,HU,,EU,,MT,MT,A2,ISCED7_8,UNEMPLOYED,0,0,0,0,77.66,ilc_lvps08,0.8078
2025,LU,RO131,FOREIGN_BORN,CZ,2006,NON_EU,,PT,SL,NATIVE,ISCED5_6,STUDENT,0,0,0,0,25.44,migr_imm8,0.158
2026,RO,EE73,SECOND_GEN,LT,2007,DUAL,IE,PL,ET,C1,ISCED3_4,INACTIVE,0,0,0,0,26.92,migr_pop1ctz,0.6939
2018,AT,EE4,NATIVE_BORN,AT,,NATIONAL,,SK,SK,B1,ISCED0_2,EMPLOYED,0,0,0,0,87.95,migr_pop3ctb,0.9498
2019,CZ,BE901,FOREIGN_BORN,GR,2009,EU,,BG,,A1,ISCED7_8,UNEMPLOYED,0,0,0,0,55.25,edat_lfse_03,0.7364
2020,DE,FI56,SECOND_GEN,RO,2010,NON_EU,,RO,EN,C2,ISCED5_6,STUDENT,0,0,0,0,89.11,ilc_lvps08,0.8256
2021,LV,BE8,NATIVE_BORN,LV,,DUAL,CZ,SL,LV,B2,ISCED3_4,INACTIVE,0,0,0,0,59.49,migr_imm8,0.5921
2022,PL,HU4,FOREIGN_BORN,LU,2012,NATIONAL,,HR,EL,A2,ISCED0_2,EMPLOYED,0,0,0,0,84.65,migr_pop1ctz,0.3198
2023,ES,HU5,SECOND_GEN,BE,2013,EU,,NL,,NATIVE,ISCED7_8,UNEMPLOYED,0,0,0,0,75.32,migr_pop3ctb,0.754
2024,HR,BG6,NATIVE_BORN,HR,,NON_EU,,CY,EN,C1,ISCED5_6,STUDENT,0,0,0,0,86.3,edat_lfse_03,0.3804
2025,FI,CY21,FOREIGN_BORN,SK,2015,DUAL,IE,DA,,B1,ISCED3_4,INACTIVE,0,0,1,0,50.95,ilc_lvps08,0.5025
2026,IE,FI2,SECOND_GEN,EE,2016,NATIONAL,,SV,CY,A1,ISCED0_2,EMPLOYED,0,0,0,0,54.75,migr_imm8,0.6487
2018,MT,LU2,NATIVE_BORN,MT,,EU,,EN,DE,C2,ISCED7_8,UNEMPLOYED,0,0,0,0,48.1,migr_pop1ctz,0.6667
2019,SK,FR15,FOREIGN_BORN,BG,2018,NON_EU,,ET,SV,B2,ISCED5_6,STUDENT,0,1,1,0,59.48,migr_pop3ctb,0.8999
2020,BE,IE3,SECOND_GEN,IE,2019,DUAL,FR,FI,ET,A2,ISCED3_4,INACTIVE,0,0,0,1,46.87,edat_lfse_03,0.2056
2021,DK,GR43,NATIVE_BORN,DK,,NATIONAL,,DE,LV,NATIVE,ISCED0_2,EMPLOYED,0,0,0,0,38.56,ilc_lvps08,0.7473
2022,GR,DE2,FOREIGN_BORN,FI,2021,EU,,LV,,C1,ISCED7_8,UNEMPLOYED,0,0,0,0,51.79,migr_imm8,0.5912
2023,LT,MT5,SECOND_GEN,NL,2022,NON_EU,,EL,CS,B1,ISCED5_6,STUDENT,0,0,0,1,87.54,migr_pop1ctz,0.811
2024,PT,PT5,NATIVE_BORN,PT,,DUAL,SK,FR,SV,A1,ISCED3_4,INACTIVE,0,0,0,0,31.95,migr_pop3ctb,0.4991
2025,SE,NL568,FOREIGN_BORN,IT,2024,NATIONAL,,LT,BG,C2,ISCED0_2,EMPLOYED,0,0,0,0,73.03,edat_lfse_03,0.0769
2026,CY,IT487,SECOND_GEN,ES,2025,EU,,HU,RO,B2,ISCED7_8,UNEMPLOYED,0,0,0,0,83.94,ilc_lvps08,0.4204
2018,FR,CY1,NATIVE_BORN,FR,,NON_EU,,ES,,A2,ISCED5_6,STUDENT,0,0,0,0,43.53,migr_imm8,0.2463
2019,IT,EE9,FOREIGN_BORN,PL,1980,DUAL,CZ,GA,EL,NATIVE,ISCED3_4,INACTIVE,0,0,0,0,58.03,migr_pop1ctz,0.713
2020,NL,SE968,SECOND_GEN,CY,1981,NATIONAL,,CS,NL,C1,ISCED0_2,EMPLOYED,0,0,0,0,47.46,migr_pop3ctb,0.5465
2021,SI,IT5,NATIVE_BORN,SI,,EU,,IT,BG,B1,ISCED7_8,UNEMPLOYED,0,0,0,0,85.4,edat_lfse_03,0.4339
2022,BG,RO4,FOREIGN_BORN,SE,1983,NON_EU,,MT,NL,A1,ISCED5_6,STUDENT,0,0,1,0,36.15,ilc_lvps08,0.3394
2023,EE,RO7,SECOND_GEN,DE,1984,DUAL,GR,PT,HR,C2,ISCED3_4,INACTIVE,0,0,0,0,65.95,migr_imm8,0.911
2024,HU,LV5,NATIVE_BORN,HU,,NATIONAL,,PL,FI,B2,ISCED0_2,EMPLOYED,0,0,0,0,85.23,migr_pop1ctz,0.6704
2025,LU,MT116,FOREIGN_BORN,CZ,1986,EU,,SK,,A2,ISCED7_8,UNEMPLOYED,0,1,0,1,71.27,migr_pop3ctb,0.4828
2026,RO,FI51,SECOND_GEN,LT,1987,NON_EU,,BG,IT,NATIVE,ISCED5_6,STUDENT,0,0,0,0,77.9,edat_lfse_03,0.876
2018,AT,DK3,NATIVE_BORN,AT,,DUAL,MT,RO,DA,C1,ISCED3_4,INACTIVE,0,0,0,0,34.63,ilc_lvps08,0.2475
2019,CZ,HR149,FOREIGN_BORN,GR,1989,NATIONAL,,SL,,B1,ISCED0_2,EMPLOYED,0,0,0,1,71.24,migr_imm8,0.5086
2020,DE,GR751,SECOND_GEN,RO,1990,EU,,HR,SK,A1,ISCED7_8,UNEMPLOYED,0,0,0,0,35.21,migr_pop1ctz,0.4917
2021,LV,CZ949,NATIVE_BORN,LV,,NON_EU,,NL,IT,C2,ISCED5_6,STUDENT,0,0,0,0,43.27,migr_pop3ctb,0.6789
2022,PL,LV37,FOREIGN_BORN,LU,1992,DUAL,DE,CY,SL,B2,ISCED3_4,INACTIVE,0,1,0,0,48.04,edat_lfse_03,0.4015
2023,ES,EE778,SECOND_GEN,BE,1993,NATIONAL,,DA,SL,A2,ISCED0_2,EMPLOYED,0,0,0,0,54.9,ilc_lvps08,0.1082
2024,HR,RO5,NATIVE_BORN,HR,,EU,,SV,ES,NATIVE,ISCED7_8,UNEMPLOYED,0,0,0,0,42.98,migr_imm8,0.8664
2025,FI,SK6,FOREIGN_BORN,SK,1995,NON_EU,,EN,BG,C1,ISCED5_6,STUDENT,0,0,1,0,46.16,migr_pop1ctz,0.9241
2026,IE,FR6,SECOND_GEN,EE,1996,DUAL,NL,ET,IT,B1,ISCED3_4,INACTIVE,0,0,0,0,85.48,migr_pop3ctb,0.5103
2018,MT,HR5,NATIVE_BORN,MT,,NATIONAL,,FI,CY,A1,ISCED0_2,EMPLOYED,0,0,0,0,32.46,edat_lfse_03,0.5166
2019,SK,PL122,FOREIGN_BORN,BG,1998,EU,,DE,LV,C2,ISCED7_8,UNEMPLOYED,0,0,0,0,76.78,ilc_lvps08,0.8967
2020,BE,IT59,SECOND_GEN,IE,1999,NON_EU,,LV,DE,B2,ISCED5_6,STUDENT,0,0,0,0,81.1,migr_imm8,0.4403
2021,DK,PT3,NATIVE_BORN,DK,,DUAL,BE,EL,NL,A2,ISCED3_4,INACTIVE,0,0,0,0,47.3,migr_pop1ctz,0.5497
2022,GR,RO81,FOREIGN_BORN,FI,2001,NATIONAL,,FR,SL,NATIVE,ISCED0_2,EMPLOYED,0,0,0,0,50.11,migr_pop3ctb,0.3248
2023,LT,LT871,SECOND_GEN,NL,2002,EU,,LT,CY,C1,ISCED7_8,UNEMPLOYED,0,0,0,0,59.11,edat_lfse_03,0.3335
2024,PT,LT842,NATIVE_BORN,PT,,NON_EU,,HU,FI,B1,ISCED5_6,STUDENT,0,0,0,0,35.66,ilc_lvps08,0.0513
2025,SE,IE846,FOREIGN_BORN,IT,2004,DUAL,GR,ES,LT,A1,ISCED3_4,INACTIVE,0,0,0,0,54.04,migr_imm8,0.3342
2026,CY,PT860,SECOND_GEN,ES,2005,NATIONAL,,GA,PT,C2,ISCED0_2,EMPLOYED,0,0,0,0,52.4,migr_pop1ctz,0.5153
2018,FR,RO20,NATIVE_BORN,FR,,EU,,CS,EL,B2,ISCED7_8,UNEMPLOYED,0,0,0,0,91.95,migr_pop3ctb,0.2413
2019,IT,SE8,FOREIGN_BORN,PL,2007,NON_EU,,IT,IT,A2,ISCED5_6,STUDENT,0,0,0,0,38.39,edat_lfse_03,0.8489
2020,NL,DK921,SECOND_GEN,CY,2008,DUAL,DK,MT,CS,NATIVE,ISCED3_4,INACTIVE,0,0,0,0,69.14,ilc_lvps08,0.8055
2021,SI,LU775,NATIVE_BORN,SI,,NATIONAL,,PT,LT,C1,ISCED0_2,EMPLOYED,0,0,0,0,67.59,migr_imm8,0.3291
2022,BG,PT370,FOREIGN_BORN,SE,2010,EU,,PL,DE,B1,ISCED7_8,UNEMPLOYED,0,1,0,1,56.33,migr_pop1ctz,0.3709
2023,EE,ES69,SECOND_GEN,DE,2011,NON_EU,,SK,LV,A1,ISCED5_6,STUDENT,0,0,0,0,31.24,migr_pop3ctb,0.4789
2024,HU,IE2,NATIVE_BORN,HU,,DUAL,IE,BG,SV,C2,ISCED3_4,INACTIVE,0,0,0,0,72.22,edat_lfse_03,0.6904
2025,LU,EE792,FOREIGN_BORN,CZ,2013,NATIONAL,,RO,PL,B2,ISCED0_2,EMPLOYED,0,0,0,0,25.84,ilc_lvps08,0.9155
2026,RO,IT574,SECOND_GEN,LT,2014,EU,,SL,,A2,ISCED7_8,UNEMPLOYED,0,0,0,0,54.97,migr_imm8,0.082
2018,AT,RO84,NATIVE_BORN,AT,,NON_EU,,HR,CS,NATIVE,ISCED5_6,STUDENT,0,0,0,0,35.57,migr_pop1ctz,0.3074
2019,CZ,FI1,FOREIGN_BORN,GR,2016,DUAL,GR,NL,,C1,ISCED3_4,INACTIVE,0,0,0,0,83.39,migr_pop3ctb,0.3675
2020,DE,PL147,SECOND_GEN,RO,2017,NATIONAL,,CY,,B1,ISCED0_2,EMPLOYED,0,0,0,1,55.89,edat_lfse_03,0.77
2021,LV,GR942,NATIVE_BORN,LV,,EU,,DA,IT,A1,ISCED7_8,UNEMPLOYED,0,0,0,0,73.45,ilc_lvps08,0.8761
2022,PL,BG14,FOREIGN_BORN,LU,2019,NON_EU,,SV,HU,C2,ISCED5_6,STUDENT,0,0,0,0,87.31,migr_imm8,0.4285
2023,ES,RO71,SECOND_GEN,BE,2020,DUAL,DK,EN,DE,B2,ISCED3_4,INACTIVE,0,0,0,0,54.47,migr_pop1ctz,0.1104
2024,HR,SK361,NATIVE_BORN,HR,,NATIONAL,,ET,,A2,ISCED0_2,EMPLOYED,0,0,0,0,85.7,migr_pop3ctb,0.9277
2025,FI,HR685,FOREIGN_BORN,SK,2022,EU,,FI,SK,NATIVE,ISCED7_8,UNEMPLOYED,0,0,0,0,40.65,edat_lfse_03,0.5069
2026,IE,BG493,SECOND_GEN,EE,2023,NON_EU,,DE,SL,C1,ISCED5_6,STUDENT,0,0,0,0,33.65,ilc_lvps08,0.3584
2018,MT,AT49,NATIVE_BORN,MT,,DUAL,LU,LV,RO,B1,ISCED3_4,INACTIVE,0,0,0,0,55.75,migr_imm8,0.9278
2019,SK,IT99,FOREIGN_BORN,BG,2025,NATIONAL,,EL,CY,A1,ISCED0_2,EMPLOYED,0,0,0,0,82.2,migr_pop1ctz,0.6769
2020,BE,LV71,SECOND_GEN,IE,2026,EU,,FR,ES,C2,ISCED7_8,UNEMPLOYED,0,0,0,0,71.1,migr_pop3ctb,0.6961
2021,DK,NL578,NATIVE_BORN,DK,,NON_EU,,LT,ET,B2,ISCED5_6,STUDENT,0,0,0,0,30.42,edat_lfse_03,0.5542
2022,GR,DE76,FOREIGN_BORN,FI,1981,DUAL,ES,HU,FR,A2,ISCED3_4,INACTIVE,0,0,1,0,53.77,ilc_lvps08,0.2623
2023,LT,IE6,SECOND_GEN,NL,1982,NATIONAL,,ES,,NATIVE,ISCED0_2,EMPLOYED,0,0,0,0,59.73,migr_imm8,0.1013
2024,PT,GR704,NATIVE_BORN,PT,,EU,,GA,FR,C1,ISCED7_8,UNEMPLOYED,0,0,0,0,63.53,migr_pop1ctz,0.4791
2025,SE,MT7,FOREIGN_BORN,IT,1984,NON_EU,,CS,CS,B1,ISCED5_6,STUDENT,0,0,0,1,28.27,migr_pop3ctb,0.0668
2026,CY,AT3,SECOND_GEN,ES,1985,DUAL,RO,IT,LV,A1,ISCED3_4,INACTIVE,0,0,0,0,27.99,edat_lfse_03,0.6401
2018,FR,DE6,NATIVE_BORN,FR,,NATIONAL,,MT,DA,C2,ISCED0_2,EMPLOYED,0,0,0,0,47.73,ilc_lvps08,0.5825
2019,IT,IT779,FOREIGN_BORN,PL,1987,EU,,PT,RO,B2,ISCED7_8,UNEMPLOYED,0,0,0,0,87.55,migr_imm8,0.9447
2020,NL,HU103,SECOND_GEN,CY,1988,NON_EU,,PL,FI,A2,ISCED5_6,STUDENT,0,0,0,1,38.75,migr_pop1ctz,0.1241
2021,SI,SK32,NATIVE_BORN,SI,,DUAL,,SK,GA,NATIVE,ISCED3_4,INACTIVE,0,0,0,0,44.66,migr_pop3ctb,0.2455
2022,BG,AT25,FOREIGN_BORN,SE,1990,NATIONAL,,BG,DA,C1,ISCED0_2,EMPLOYED,0,0,0,0,85.39,edat_lfse_03,0.1496
2023,EE,MT91,SECOND_GEN,DE,1991,EU,,RO,SV,B1,ISCED7_8,UNEMPLOYED,0,0,0,1,91.97,ilc_lvps08,0.9244
2024,HU,NL2,NATIVE_BORN,HU,,NON_EU,,SL,EN,A1,ISCED5_6,STUDENT,0,0,0,0,75.09,migr_imm8,0.8449
2025,LU,BG84,FOREIGN_BORN,CZ,1993,DUAL,RO,HR,PL,C2,ISCED3_4,INACTIVE,0,1,0,0,35.88,migr_pop1ctz,0.2604
2026,RO,NL967,SECOND_GEN,LT,1994,NATIONAL,,NL,,B2,ISCED0_2,EMPLOYED,0,0,0,0,91.02,migr_pop3ctb,0.9426
2018,AT,BE25,NATIVE_BORN,AT,,EU,,CY,,A2,ISCED7_8,UNEMPLOYED,0,0,0,0,34.48,edat_lfse_03,0.1416
2019,CZ,FR75,FOREIGN_BORN,GR,1996,NON_EU,,DA,HR,NATIVE,ISCED5_6,STUDENT,0,1,0,0,58.54,ilc_lvps08,0.9497
2020,DE,SK351,SECOND_GEN,RO,1997,DUAL,HR,SV,,C1,ISCED3_4,INACTIVE,0,0,0,0,26.19,migr_imm8,0.1577
2021,LV,PT916,NATIVE_BORN,LV,,NATIONAL,,EN,DA,B1,ISCED0_2,EMPLOYED,0,0,0,0,61.4,migr_pop1ctz,0.2229
2022,PL,CY2,FOREIGN_BORN,LU,1999,EU,,ET,RO,A1,ISCED7_8,UNEMPLOYED,0,0,1,1,58.36,migr_pop3ctb,0.848
2023,ES,CY3,SECOND_GEN,BE,2000,NON_EU,,FI,DA,C2,ISCED5_6,STUDENT,0,0,0,0,86.54,edat_lfse_03,0.8255
2024,HR,LU5,NATIVE_BORN,HR,,DUAL,CY,DE,MT,B2,ISCED3_4,INACTIVE,0,0,0,0,66.52,ilc_lvps08,0.1621
2025,FI,ES340,FOREIGN_BORN,SK,2002,NATIONAL,,LV,ET,A2,ISCED0_2,EMPLOYED,0,0,0,0,34.95,migr_imm8,0.7356
2026,IE,IT361,SECOND_GEN,EE,2003,EU,,EL,PL,NATIVE,ISCED7_8,UNEMPLOYED,0,0,0,0,68.09,migr_pop1ctz,0.2525
2018,MT,BG40,NATIVE_BORN,MT,,NON_EU,,FR,,C1,ISCED5_6,STUDENT,0,0,0,0,71.87,migr_pop3ctb,0.4617
2019,SK,AT1,FOREIGN_BORN,BG,2005,DUAL,,LT,DA,B1,ISCED3_4,INACTIVE,0,0,0,0,26.8,edat_lfse_03,0.8838
2020,BE,IE811,SECOND_GEN,IE,2006,NATIONAL,,HU,HR,A1,ISCED0_2,EMPLOYED,0,0,0,1,37.87,ilc_lvps08,0.3155
2021,DK,LU980,NATIVE_BORN,DK,,EU,,ES,,C2,ISCED7_8,UNEMPLOYED,0,0,0,0,38.5,migr_imm8,0.9379
2022,GR,EE295,FOREIGN_BORN,FI,2008,NON_EU,,GA,HR,B2,ISCED5_6,STUDENT,1,0,0,0,45.06,migr_pop1ctz,0.6027
2023,LT,BE58,SECOND_GEN,NL,2009,DUAL,,CS,EN,A2,ISCED3_4,INACTIVE,0,0,0,0,82.95,migr_pop3ctb,0.4748
2024,PT,FI6,NATIVE_BORN,PT,,NATIONAL,,IT,DA,NATIVE,ISCED0_2,EMPLOYED,0,0,0,0,62.85,edat_lfse_03,0.4962
2025,SE,FI7,FOREIGN_BORN,IT,2011,EU,,MT,RO,C1,ISCED7_8,UNEMPLOYED,0,0,1,0,80.85,ilc_lvps08,0.9066
2026,CY,NL50,SECOND_GEN,ES,2012,NON_EU,,PT,FI,B1,ISCED5_6,STUDENT,0,0,0,1,65.64,migr_imm8,0.1757
2018,FR,GR19,NATIVE_BORN,FR,,DUAL,EE,PL,BG,A1,ISCED3_4,INACTIVE,0,0,0,0,38.91,migr_pop1ctz,0.8625
2019,IT,AT378,FOREIGN_BORN,PL,2014,NATIONAL,,SK,SK,C2,ISCED0_2,EMPLOYED,0,0,0,0,42.13,migr_pop3ctb,0.2966
2020,NL,CY8,SECOND_GEN,CY,2015,EU,,BG,SL,B2,ISCED7_8,UNEMPLOYED,0,0,0,0,88.68,edat_lfse_03,0.1971
2021,SI,RO358,NATIVE_BORN,SI,,NON_EU,,RO,,A2,ISCED5_6,STUDENT,0,0,0,0,85.83,ilc_lvps08,0.333
2022,BG,HU886,FOREIGN_BORN,SE,2017,DUAL,,SL,GA,NATIVE,ISCED3_4,INACTIVE,0,0,1,0,83.64,migr_imm8,0.1041
2023,EE,PL326,SECOND_GEN,DE,2018,NATIONAL,,HR,,C1,ISCED0_2,EMPLOYED,0,0,0,0,34.63,migr_pop1ctz,0.3613
2024,HU,DK942,NATIVE_BORN,HU,,EU,,NL,HU,B1,ISCED7_8,UNEMPLOYED,0,0,0,0,40.79,migr_pop3ctb,0.3308
2025,LU,BE539,FOREIGN_BORN,CZ,2020,NON_EU,,CY,IT,A1,ISCED5_6,STUDENT,0,0,0,0,40.82,edat_lfse_03,0.9459
2026,RO,BG127,SECOND_GEN,LT,2021,DUAL,LV,DA,,C2,ISCED3_4,INACTIVE,0,0,0,0,54.16,ilc_lvps08,0.284
2018,AT,HR83,NATIVE_BORN,AT,,NATIONAL,,SV,,B2,ISCED0_2,EMPLOYED,0,0,0,0,91.33,migr_imm8,0.4947
2019,CZ,HU833,FOREIGN_BORN,GR,2023,EU,,EN,CS,A2,ISCED7_8,UNEMPLOYED,0,0,1,0,85.64,migr_pop1ctz,0.3922
